
[00:00:00.000 --> 00:00:05.120]  兩個多月前當我預備今天這篇信息的時候
[00:03:22.240 --> 00:03:26.000]  既然要問到不如就給了她
[00:03:26.000 --> 00:03:30.000]  結果呢,1983年年尾的時候
[00:03:30.000 --> 00:03:33.520]  我們寫了這樣的一封信給了她
[00:03:33.520 --> 00:03:35.200]  1986年我們回來的時候
[00:03:35.200 --> 00:03:39.440]  就輪到大姑媽95歲的時候離世
[00:03:39.440 --> 00:03:42.800]  離世之後同樣
[00:03:42.800 --> 00:03:48.080]  大姑媽當然又跟我們說她的需要
[00:03:48.080 --> 00:03:51.680]  那時候我們租在龍總大廈那裡住
[00:03:51.680 --> 00:03:55.600]  一房一廳一家人都睡在地毯上
[00:03:55.600 --> 00:03:58.640]  但是經過討告我們都說
[00:03:58.640 --> 00:04:02.000]  這些是上一代的東西
[00:04:02.000 --> 00:04:03.840]  不是我們的
[00:04:03.840 --> 00:04:08.000]  如果是有人說要到就給了
[00:04:08.000 --> 00:04:10.960]  最終我們又找了一個律師寫了一封信
[00:04:10.960 --> 00:04:17.360]  放棄繼承,然後一切交給誰誰來負責
[00:04:17.360 --> 00:04:19.920]  這個是我太太那邊
[00:04:19.920 --> 00:04:22.720]  來到我自己那邊呢?一樣
[00:04:22.720 --> 00:04:27.600]  我爸爸從來沒有對我們幾個來說
[00:04:27.600 --> 00:04:30.800]  如果他離開之後,接下來的事怎麼處理呢?
[00:04:30.800 --> 00:04:37.120]  是直到他死了12年
[00:04:37.120 --> 00:04:40.960]  我們大埔那間別墅被政府沒收
[00:04:40.960 --> 00:04:43.760]  收回來建醫院
[00:04:43.760 --> 00:04:46.400]  建醫院的時候我還在美國
[00:04:46.400 --> 00:04:48.080]  哥哥就告訴我
[00:04:48.080 --> 00:04:52.240]  那間屋要拆了,有些什麼你要的
[00:04:52.240 --> 00:04:54.480]  我說有些什麼要?
[00:04:54.480 --> 00:04:58.000]  書搬不了那麼多
[00:04:58.000 --> 00:05:00.080]  你只能夠說幾樣東西
[00:05:00.080 --> 00:05:02.640]  你有什麼你要你就說
[00:05:02.640 --> 00:05:08.240]  最終我說了重要的東西都沒什麼了
[00:05:08.240 --> 00:05:12.720]  如果真的要就拆了
[00:05:12.720 --> 00:05:16.560]  另一方面我找了我契媽的兒子
[00:05:16.560 --> 00:05:21.200]  也和他看看有沒有一些值得紀念的東西留下
[00:05:21.200 --> 00:05:24.480]  沒多久之後哥哥告訴我
[00:05:24.480 --> 00:05:26.560]  整個別墅
[00:05:26.560 --> 00:05:29.280]  他覺得最值得留下的就是一個張目隆箱
[00:05:29.280 --> 00:05:30.640]  很小的
[00:05:30.640 --> 00:05:33.600]  大概兩尺乘一尺
[00:05:33.600 --> 00:05:35.920]  一尺高
[00:05:35.920 --> 00:05:37.280]  他就告訴我
[00:05:37.280 --> 00:05:39.200]  張目隆箱裡面有幾樣東西
[00:05:39.200 --> 00:05:41.200]  第一有一本養豬新篇
[00:05:41.200 --> 00:05:42.080]  爸爸寫的
[00:05:42.080 --> 00:05:44.080]  就是他養豬的時候的心得
[00:05:44.080 --> 00:05:47.120]  第二篇就是我的前半生
[00:05:47.120 --> 00:05:51.120]  是講他自己前半生的生平
[00:05:51.120 --> 00:05:53.120]  第三他說
[00:05:53.120 --> 00:05:54.960]  但是有一張地契
[00:05:54.960 --> 00:05:56.160]  有一張屋契
[00:05:56.160 --> 00:05:59.600]  和有一張他寫的字條
[00:05:59.600 --> 00:06:03.920]  我就問一下是什麼
[00:06:03.920 --> 00:06:04.880]  他說
[00:06:04.880 --> 00:06:07.920]  我就想你們一起回來之後
[00:06:07.920 --> 00:06:09.920]  我就和你說一下
[00:06:09.920 --> 00:06:11.600]  後來呢
[00:06:11.600 --> 00:06:13.360]  和我們說的時候
[00:06:13.360 --> 00:06:16.240]  原來爸爸那張字條就是留下
[00:06:16.240 --> 00:06:18.000]  當他離開之後
[00:06:18.000 --> 00:06:21.120]  全部的東西交給一個人
[00:06:21.120 --> 00:06:22.240]  來處理
[00:06:22.240 --> 00:06:24.080]  這個人是誰呢
[00:06:24.080 --> 00:06:27.040]  當然不是我啦
[00:06:27.040 --> 00:06:29.840]  因為大家知道我和我爸爸之間
[00:06:29.840 --> 00:06:31.600]  那些火星撞地球
[00:06:31.600 --> 00:06:32.640]  是絕對不會是我
[00:06:32.640 --> 00:06:34.240]  我不會想是我的
[00:06:34.240 --> 00:06:36.240]  但我以為是姐姐的
[00:06:36.240 --> 00:06:37.680]  但不是的
[00:06:37.680 --> 00:06:39.520]  是給哥哥
[00:06:39.520 --> 00:06:41.680]  全部一切的東西
[00:06:41.680 --> 00:06:44.320]  是交給他來處理
[00:06:44.320 --> 00:06:46.080]  我很感恩
[00:06:46.080 --> 00:06:48.480]  哥哥是一個信主
[00:06:48.480 --> 00:06:49.920]  愛主
[00:06:49.920 --> 00:06:52.720]  他是一位神呼召的牧者
[00:06:52.720 --> 00:06:56.240]  當他叫我們幾兄弟姐妹在一起的時候
[00:06:56.240 --> 00:06:58.080]  他很清楚
[00:06:58.080 --> 00:06:59.440]  和我們說
[00:06:59.440 --> 00:07:00.640]  他說
[00:07:00.640 --> 00:07:03.680]  我的建議是這樣
[00:07:03.680 --> 00:07:07.280]  爸爸是很關心孤兒
[00:07:07.280 --> 00:07:10.800]  所以他一來到香港就開孤兒院
[00:07:10.800 --> 00:07:16.480]  我希望能夠捐15萬
[00:07:16.480 --> 00:07:18.080]  來開一間幼兒院
[00:07:18.080 --> 00:07:19.440]  紀念他
[00:07:19.440 --> 00:07:20.960]  順便開個教會
[00:07:20.960 --> 00:07:24.800]  這個就是窩福的第八個分堂
[00:07:24.800 --> 00:07:26.880]  第七個分堂
[00:07:26.880 --> 00:07:28.960]  就是珊福
[00:07:28.960 --> 00:07:33.040]  在那裡開一個蘇心紀念幼兒院
[00:07:33.040 --> 00:07:34.080]  其餘的部分
[00:07:34.080 --> 00:07:36.880]  政府賠那些錢
[00:07:36.880 --> 00:07:40.000]  平均分四份
[00:07:40.000 --> 00:07:41.200]  一份姐姐
[00:07:41.200 --> 00:07:41.840]  一份他
[00:07:41.840 --> 00:07:42.480]  一份我
[00:07:42.480 --> 00:07:44.400]  一份妹妹
[00:07:44.400 --> 00:07:46.880]  他問我們同不同意
[00:07:46.880 --> 00:07:49.200]  我心裡想
[00:07:49.200 --> 00:07:52.000]  其實爸爸是給哥哥的
[00:07:52.000 --> 00:07:56.160]  而我自己本身覺得我是不配去接受
[00:07:56.160 --> 00:07:57.440]  所以我跟他說
[00:07:57.440 --> 00:07:59.280]  其實爸爸是信任你
[00:07:59.280 --> 00:08:01.280]  全部交給你
[00:08:01.280 --> 00:08:05.360]  你是完全有權來處理的
[00:08:05.360 --> 00:08:06.640]  我跟他說
[00:08:06.640 --> 00:08:07.600]  但他說
[00:08:07.600 --> 00:08:09.440]  不是,我都要讓大家知道
[00:08:09.440 --> 00:08:10.800]  還有我是這樣
[00:08:10.800 --> 00:08:13.600]  結果大家就同意了
[00:08:13.600 --> 00:08:17.120]  全部留下來的分成四份
[00:08:17.120 --> 00:08:17.920]  姐姐一份
[00:08:17.920 --> 00:08:18.640]  他一份
[00:08:18.640 --> 00:08:19.600]  我一份
[00:08:19.600 --> 00:08:21.040]  妹妹一份
[00:08:21.040 --> 00:08:24.080]  我心裡有個很深的感覺
[00:08:24.080 --> 00:08:27.040]  這個感覺就是主的裡面
[00:08:27.040 --> 00:08:29.280]  原來神帶著的人
[00:08:29.280 --> 00:08:32.400]  他們可以公開、公平、公正
[00:08:32.400 --> 00:08:34.400]  來處理每一件事
[00:08:34.400 --> 00:08:38.080]  但這方面又讓我看到中國人的傳統
[00:08:38.080 --> 00:08:39.040]  一般來說
[00:08:39.040 --> 00:08:42.640]  很多人都不想公開、公平、公正
[00:08:42.640 --> 00:08:46.480]  在子女面前說得清清楚楚
[00:08:46.480 --> 00:08:47.840]  原因在哪裡呢?
[00:08:47.840 --> 00:08:50.480]  避免麻煩、爭論
[00:08:50.480 --> 00:08:53.040]  無謂被他們氣死
[00:08:53.040 --> 00:08:54.320]  但帶來的結果
[00:08:54.320 --> 00:08:56.320]  很多官司就出來
[00:08:56.320 --> 00:08:58.160]  我想想如果蘇家
[00:08:58.160 --> 00:09:01.680]  不是因為一個愛主的人
[00:09:01.680 --> 00:09:03.760]  在這樣處理的時候
[00:09:03.760 --> 00:09:06.400]  帶來的結果雖然沒什麼差
[00:09:06.400 --> 00:09:08.560]  但最後可能都是差一輪
[00:09:08.560 --> 00:09:10.640]  差完之後個個都沒了
[00:09:10.640 --> 00:09:12.240]  可能是這樣
[00:09:12.240 --> 00:09:14.960]  我們看到在今天的世界都是一樣
[00:09:14.960 --> 00:09:19.280]  但當我看到創世記先祖
[00:09:19.280 --> 00:09:25.840]  臨終前對他們的下一代的祝福為命的時候
[00:09:25.840 --> 00:09:28.880]  我心裡面真的有一個很深的感觸
[00:09:28.880 --> 00:09:31.680]  這個感觸我希望能夠透過今天跟大家
[00:09:31.680 --> 00:09:35.760]  來講整個創世記三個先祖
[00:09:35.760 --> 00:09:38.880]  特別是雅各和約瑟
[00:09:38.880 --> 00:09:43.200]  他們說如何處理這些事情的時候
[00:09:43.200 --> 00:09:48.160]  能夠給我們有一個深刻的瞭解和認識
[00:09:48.160 --> 00:09:50.160]  為什麼希伯來書的作者
[00:09:50.160 --> 00:09:54.960]  是說明他們是因著信來給子女祝福
[00:09:54.960 --> 00:09:58.400]  是因著信立下這個為命呢?
[00:09:58.400 --> 00:10:00.240]  當我看回的時候
[00:10:00.240 --> 00:10:02.080]  原來我才發覺到
[00:10:02.080 --> 00:10:04.240]  是因為信
[00:10:04.240 --> 00:10:06.000]  以至他們的祝福
[00:10:06.000 --> 00:10:13.120]  很清楚表達到他們對子女深切的認識
[00:10:13.120 --> 00:10:17.760]  是因信明辨是非黑白
[00:10:17.760 --> 00:10:23.200]  我們首先看一看雅各對他的子女
[00:10:23.200 --> 00:10:27.600]  臨終前對他們的祝福是怎樣的
[00:10:27.600 --> 00:10:30.080]  首先我們去看一看
[00:10:30.080 --> 00:10:37.200]  創世記四十九章第三節
[00:10:37.200 --> 00:10:40.320]  我們一起讀三至到第四節
[00:10:40.320 --> 00:10:42.480]  裡面:你是我的長子
[00:10:42.480 --> 00:10:44.960]  是我力量強壯的時候生的
[00:10:44.960 --> 00:10:48.160]  本當大有尊名,權力超足
[00:10:48.160 --> 00:10:51.760]  但因你放縱情慾
[00:10:51.760 --> 00:10:53.840]  捆掛如水
[00:10:53.840 --> 00:10:56.240]  不得居首位
[00:10:56.240 --> 00:10:58.400]  因為你上了你父親的床
[00:10:58.400 --> 00:11:00.160]  污蔽了我的堂
[00:11:00.160 --> 00:11:02.000]  在這段聖經當中
[00:11:02.000 --> 00:11:04.960]  雅各不忘記他的觀察
[00:11:04.960 --> 00:11:06.240]  就是一個事實
[00:11:06.240 --> 00:11:07.840]  在這個事實裡面
[00:11:07.840 --> 00:11:10.240]  令他印象非常深刻的就是
[00:11:10.240 --> 00:11:14.000]  這個大兒子是他最精壯的時候生的
[00:11:14.000 --> 00:11:17.520]  他應該是大有尊名,權力超重
[00:11:17.520 --> 00:11:20.640]  但是他看到他的生活方式
[00:11:20.640 --> 00:11:22.240]  原來雅各看兒子
[00:11:22.240 --> 00:11:26.000]  第一就是素常的生活方式
[00:11:26.000 --> 00:11:31.120]  第二是看一些特別具體的事實
[00:11:31.120 --> 00:11:33.360]  不是感受,是事實
[00:11:33.360 --> 00:11:35.680]  這個生活方式是什麼呢?
[00:11:35.680 --> 00:11:38.240]  就是放縱情慾
[00:11:38.240 --> 00:11:39.920]  捆掛如水
[00:11:39.920 --> 00:11:43.680]  放縱情慾是指他沒有節制
[00:11:43.680 --> 00:11:48.000]  第二捆掛如水就是沒有立場
[00:11:48.000 --> 00:11:49.760]  是兩樣東西
[00:11:49.760 --> 00:11:52.160]  從雅各的觀察裡面
[00:11:52.160 --> 00:11:56.560]  看到這個大兒子沒有原則,沒有節制
[00:11:56.560 --> 00:12:00.720]  第二也是沒有主見,沒有立場
[00:12:00.720 --> 00:12:02.640]  然後對著他
[00:12:02.640 --> 00:12:07.840]  特別令雅各印象深刻的是什麼呢?
[00:12:07.840 --> 00:12:10.400]  就是他上了父親的床
[00:12:10.400 --> 00:12:13.280]  污蔽了他的堂
[00:12:13.280 --> 00:12:20.640]  這件事是針對《創世記三十五章》
[00:12:20.640 --> 00:12:23.840]  雅各最愛的太太拉結
[00:12:23.840 --> 00:12:26.320]  在生辯雅文的時候
[00:12:26.320 --> 00:12:28.320]  是因為產難
[00:12:28.320 --> 00:12:31.840]  所以孩子生了之後
[00:12:31.840 --> 00:12:33.920]  她就死了
[00:12:33.920 --> 00:12:37.200]  雅各的心是非常難過
[00:12:37.200 --> 00:12:42.000]  他就在埋葬他最愛的妻子的時候
[00:12:42.000 --> 00:12:45.680]  沒有想到他妻子的侍女皮拉
[00:12:45.680 --> 00:12:50.320]  是大過劉弼十幾年
[00:12:50.320 --> 00:12:58.960]  竟然和雅各這個大兒子發生淫亂的關係
[00:12:58.960 --> 00:13:04.240]  我相信雅各如果不是因為他曾經和神摔了跤
[00:13:04.240 --> 00:13:06.000]  他的生命改變
[00:13:06.000 --> 00:13:09.440]  神給他起了個新的名叫以色列
[00:13:09.440 --> 00:13:12.640]  連續兩次這麼大的打擊
[00:13:12.640 --> 00:13:15.600]  他可能臨死
[00:13:15.600 --> 00:13:17.680]  但他忍了幾十年
[00:13:17.680 --> 00:13:19.840]  但是忍下去的時間
[00:13:19.840 --> 00:13:21.360]  到他臨終
[00:13:21.360 --> 00:13:26.720]  他忘記當交代下一代
[00:13:26.720 --> 00:13:29.920]  如何來處理整個以色列族的時候
[00:13:29.920 --> 00:13:32.800]  他要將心中的話說出來
[00:13:32.800 --> 00:13:34.720]  所以我們看得見
[00:13:34.720 --> 00:13:37.440]  他是因著信
[00:13:37.440 --> 00:13:40.160]  明辨是非黑白
[00:13:40.160 --> 00:13:40.960]  但是第二
[00:13:40.960 --> 00:13:42.400]  又因著信
[00:13:42.400 --> 00:13:45.200]  他看神情重於人情
[00:13:45.200 --> 00:13:48.000]  看神的面過於人的面
[00:13:48.000 --> 00:13:52.240]  注重神的榮耀過於人的榮耀
[00:13:52.240 --> 00:13:53.840]  大家要想
[00:13:53.840 --> 00:13:55.920]  這個是大兒子
[00:13:55.920 --> 00:13:59.760]  然後雅各已經起身都未必能站得起
[00:13:59.760 --> 00:14:01.680]  是要扶著杖頭
[00:14:01.680 --> 00:14:03.600]  就是那支拐杖的頭
[00:14:03.600 --> 00:14:06.480]  是按住才能坐著
[00:14:06.480 --> 00:14:08.320]  跟他們說話
[00:14:08.320 --> 00:14:11.360]  一個臨終的老人家
[00:14:11.360 --> 00:14:14.480]  中國人俗語都有句話
[00:14:14.480 --> 00:14:15.920]  人之將死
[00:14:15.920 --> 00:14:17.360]  然後怎樣
[00:14:17.360 --> 00:14:18.880]  其言也善
[00:14:18.880 --> 00:14:20.640]  你不要搞那麼多東西
[00:14:20.640 --> 00:14:23.120]  因為別人不知道怎麼對你的
[00:14:23.120 --> 00:14:25.040]  我想人人都會在那段時間
[00:14:25.040 --> 00:14:28.960]  盡量對每一個人說好話
[00:14:28.960 --> 00:14:31.760]  但是我看到這段聖經
[00:14:31.760 --> 00:14:35.760]  你可以說雅各真的很不識做
[00:14:35.760 --> 00:14:38.720]  為什麼這些東西你臨死的時候說呢?
[00:14:38.720 --> 00:14:40.880]  你不知道這是大兒子嗎?
[00:14:40.880 --> 00:14:44.880]  你不知道這個大兒子可以聯絡其他的兄弟
[00:14:44.880 --> 00:14:47.520]  令你死無葬身之地嗎?
[00:14:47.520 --> 00:14:50.160]  難道你不知道他怎麼對你
[00:14:50.160 --> 00:14:53.920]  你是完全失控的嗎?
[00:14:53.920 --> 00:14:57.120]  但是雅各因著信
[00:14:57.120 --> 00:15:01.200]  他要帶出這種祝福
[00:15:01.200 --> 00:15:03.280]  有些人說這都不是祝福
[00:15:03.280 --> 00:15:05.360]  原來希伯來文祝福的字
[00:15:05.360 --> 00:15:08.640]  Barek
[00:15:08.640 --> 00:15:11.120]  其實這個字是臨終前
[00:15:11.120 --> 00:15:14.160]  有時候的內容是祝福
[00:15:14.160 --> 00:15:15.520]  但是有些時候
[00:15:15.520 --> 00:15:16.880]  其實那不是祝福
[00:15:16.880 --> 00:15:18.400]  是批評
[00:15:18.400 --> 00:15:22.400]  不過是有話直說
[00:15:22.400 --> 00:15:25.280]  聖感動他怎麼說他就怎麼說
[00:15:25.280 --> 00:15:27.600]  這個是大兒子
[00:15:27.600 --> 00:15:29.280]  有些人說
[00:15:29.280 --> 00:15:30.480]  對著這個大兒子
[00:15:30.480 --> 00:15:32.480]  是因為他沒有節制
[00:15:32.480 --> 00:15:34.960]  完全沒有立場
[00:15:34.960 --> 00:15:37.520]  所以他不能夠作領袖
[00:15:37.520 --> 00:15:41.200]  這個就是眾神情過於仁情
[00:15:41.200 --> 00:15:42.880]  第二因為他沒有主見
[00:15:42.880 --> 00:15:44.800]  他不能夠帶領
[00:15:44.800 --> 00:15:45.920]  是因為這樣
[00:15:45.920 --> 00:15:47.520]  雅各說明瞭
[00:15:47.520 --> 00:15:50.240]  你不能夠領導以色列
[00:15:50.240 --> 00:15:53.520]  長子的名分不能夠給你
[00:15:53.520 --> 00:15:55.760]  到第二個第三子
[00:15:55.760 --> 00:15:57.200]  第二子第三子
[00:15:57.200 --> 00:16:00.400]  就是對西冕和黎媚
[00:16:00.400 --> 00:16:01.600]  我們一起讀
[00:16:01.600 --> 00:16:05.440]  第五節到第七節一起讀
[00:16:05.440 --> 00:16:08.000]  西冕和黎媚是弟兄
[00:16:08.000 --> 00:16:10.720]  他們的刀劍是殘忍的器具
[00:16:10.720 --> 00:16:13.280]  我的靈不要與他們同盟
[00:16:13.280 --> 00:16:15.840]  我的心不要與他們聯絡
[00:16:15.840 --> 00:16:18.240]  因為他們趁老殺害人命
[00:16:18.240 --> 00:16:20.800]  任意砍斷牛腿的大根
[00:16:20.800 --> 00:16:23.280]  他們的怒氣暴烈可咎
[00:16:23.280 --> 00:16:26.000]  他們的憤恨殘忍可咎
[00:16:26.000 --> 00:16:28.960]  我要使他們分居在雅各家裡
[00:16:28.960 --> 00:16:31.680]  山主以色列地中
[00:16:31.680 --> 00:16:33.280]  弟兄姊妹
[00:16:33.280 --> 00:16:36.160]  我看到第二子和第三子的時候
[00:16:36.160 --> 00:16:39.840]  我直接震驚
[00:16:39.840 --> 00:16:42.560]  爸爸和兩個兒子
[00:16:42.560 --> 00:16:47.600]  為什麼在臨終說這些
[00:16:47.600 --> 00:16:52.720]  這些聖經記載一場世紀三十四章
[00:16:52.720 --> 00:16:57.600]  是一個具體事實
[00:16:57.600 --> 00:16:59.520]  但另一方面
[00:16:59.520 --> 00:17:03.120]  雅各也觀察到這兩個人
[00:17:03.120 --> 00:17:06.560]  他們平時的暴怒
[00:17:06.560 --> 00:17:12.640]  怨氣、憤恨發洩出來的時候
[00:17:12.640 --> 00:17:15.920]  是成為殺人的利器
[00:17:15.920 --> 00:17:19.440]  而其中最令他震驚的雅各
[00:17:19.440 --> 00:17:22.560]  是創世記三十四章
[00:17:22.560 --> 00:17:26.880]  說到他們去寄居的地方附近
[00:17:26.880 --> 00:17:29.360]  那個城叫做士堅
[00:17:29.360 --> 00:17:36.720]  士堅的王子就喜歡了雅各的女兒底娜
[00:17:36.720 --> 00:17:39.760]  也是西勉和利美的妹妹
[00:17:39.760 --> 00:17:41.680]  喜歡了她的時候
[00:17:41.680 --> 00:17:44.400]  就很想拿她做自己的妻子
[00:17:44.400 --> 00:17:48.080]  但是就開硬弓強姦了她
[00:17:48.080 --> 00:17:51.440]  姦污了雅各的女兒之後
[00:17:51.440 --> 00:17:55.200]  他仍然很想娶她做太太
[00:17:55.200 --> 00:18:00.160]  結果雅各的兒子聽到的時候非常憤怒
[00:18:00.160 --> 00:18:02.080]  但另一方面他又想到
[00:18:02.080 --> 00:18:04.000]  士堅人多勢眾
[00:18:04.000 --> 00:18:06.160]  他們根本不夠人打
[00:18:06.160 --> 00:18:08.960]  如果明槍明刀是一定輸的
[00:18:08.960 --> 00:18:14.880]  最後西勉和利美出了一個很惡毒的奸計
[00:18:14.880 --> 00:18:18.560]  這個奸計就和這個王子來談
[00:18:18.560 --> 00:18:20.160]  你想娶我的妹妹?
[00:18:20.160 --> 00:18:21.280]  那麼容易嗎?
[00:18:21.280 --> 00:18:23.120]  你們全部都是沒有受國禮的人
[00:18:23.120 --> 00:18:24.880]  你沒有資格娶我的妹妹
[00:18:24.880 --> 00:18:29.360]  除非你們全部城裡的人
[00:18:29.360 --> 00:18:33.760]  所有男丁一天之內全部受國禮
[00:18:33.760 --> 00:18:36.400]  那麼我就覺得我們可以談
[00:18:36.400 --> 00:18:38.880]  我就可以把妹妹嫁給你了
[00:18:38.880 --> 00:18:44.240]  士堅的王子真的很喜歡底娜
[00:18:44.240 --> 00:18:49.520]  可能當時的以色列人在那個地區裡面都比較靚
[00:18:49.520 --> 00:18:53.120]  所以你看上來的時候是特別有一種吸引力
[00:18:53.120 --> 00:18:57.600]  這個王子聽到這個建議就順而為真
[00:18:57.600 --> 00:18:59.520]  終於下命令
[00:18:59.520 --> 00:19:01.360]  透過他父王的同意
[00:19:01.360 --> 00:19:08.800]  下命令叫全士堅城的男丁、男人、打得的人
[00:19:08.800 --> 00:19:11.520]  全部行國禮
[00:19:11.520 --> 00:19:14.080]  大家知道以前的國禮到底是什麼國禮?
[00:19:14.080 --> 00:19:17.600]  國禮就是把男性的包皮割掉
[00:19:17.600 --> 00:19:19.760]  現在的手術刀
[00:19:19.760 --> 00:19:22.400]  如果割包皮輕而易舉
[00:19:22.400 --> 00:19:24.160]  那些傷口很小
[00:19:24.160 --> 00:19:25.760]  復原得很快
[00:19:25.760 --> 00:19:30.320]  但是你要知道現在是講三千年前
[00:19:30.320 --> 00:19:32.160]  到底那些刀是什麼刀呢?
[00:19:32.160 --> 00:19:34.960]  我想是要鋸才能鋸得到
[00:19:34.960 --> 00:19:36.320]  大家要想一想
[00:19:36.320 --> 00:19:38.160]  你要把那些包皮鋸
[00:19:38.160 --> 00:19:40.000]  那個傷口會變成什麼樣呢?
[00:19:40.000 --> 00:19:42.480]  肯定你要叫救命
[00:19:42.480 --> 00:19:46.080]  痛幾天都未必可以復原
[00:19:46.080 --> 00:19:50.560]  士堅城就在他們全城的男丁行完國禮
[00:19:50.560 --> 00:19:53.520]  叫救命的時間
[00:19:53.520 --> 00:19:55.440]  你未洗臉
[00:19:55.440 --> 00:19:59.200]  就召集了他們的男丁壯士
[00:19:59.200 --> 00:20:01.680]  那麼多的兄弟一起
[00:20:01.680 --> 00:20:06.560]  拿刀一家一戶去到那些人的家裡
[00:20:06.560 --> 00:20:09.200]  割掉他們的男丁
[00:20:09.200 --> 00:20:12.080]  殺掉他們的男丁
[00:20:12.080 --> 00:20:14.080]  各位丁姐妹
[00:20:14.080 --> 00:20:17.520]  作為父親的啞角
[00:20:17.520 --> 00:20:21.600]  他是幫你不幫親
[00:20:21.600 --> 00:20:23.840]  他是看神的面
[00:20:23.840 --> 00:20:25.760]  過於人的面
[00:20:25.760 --> 00:20:28.640]  看神的榮耀
[00:20:28.640 --> 00:20:31.280]  過於人的榮耀
[00:20:31.280 --> 00:20:35.760]  不給面就是不給面
[00:20:35.760 --> 00:20:39.840]  他明察秋毫之余
[00:20:39.840 --> 00:20:42.880]  在他自己對這兩個兒子
[00:20:42.880 --> 00:20:44.640]  他很清楚
[00:20:44.640 --> 00:20:48.160]  他們的刀劍是殘忍的器具
[00:20:48.160 --> 00:20:50.160]  然後他說我的靈
[00:20:50.160 --> 00:20:52.800]  不要和他們同謀
[00:20:52.800 --> 00:20:54.160]  我的心
[00:20:54.160 --> 00:20:56.160]  不要和他們聯絡
[00:20:56.160 --> 00:20:57.840]  或者說說
[00:20:57.840 --> 00:21:00.560]  利弊的意思就是聯合
[00:21:00.560 --> 00:21:04.000]  希伯來文是聯合的意思
[00:21:04.000 --> 00:21:06.480]  但是在這段聖經當中
[00:21:06.480 --> 00:21:09.520]  雅各看到這兩兄弟
