
[00:00:00.000 --> 00:00:05.760]  我多擔心甩傘介紹我多生愛
[00:02:23.200 --> 00:02:25.520]  即是你做完就輸了
[00:02:25.520 --> 00:02:29.360]  這種超現實的活在當下
[00:02:29.360 --> 00:02:33.440]  總之今天有酒今天醉
[00:02:33.440 --> 00:02:37.840]  這種人生觀在不同的社群當中
[00:02:37.840 --> 00:02:38.960]  包括中國人當中
[00:02:38.960 --> 00:02:40.560]  都是很常見的
[00:02:40.560 --> 00:02:41.920]  換言之
[00:02:41.920 --> 00:02:46.720]  對未來是沒有什麼盼望
[00:02:46.720 --> 00:02:47.920]  沒有什麼計劃
[00:02:47.920 --> 00:02:49.840]  甚至都是
[00:02:49.840 --> 00:02:53.680]  我們和其他人不同的地方
[00:02:53.680 --> 00:02:54.960]  我們有信念
[00:02:54.960 --> 00:02:57.200]  但實際生活上
[00:02:57.200 --> 00:02:59.440]  有時候是沒有分別的
[00:02:59.440 --> 00:03:00.880]  就算活在當下
[00:03:00.880 --> 00:03:02.320]  這種觀念
[00:03:02.320 --> 00:03:04.560]  現在都不是一個好的環境
[00:03:04.560 --> 00:03:05.440]  所以我相信沒有人會覺得
[00:03:05.440 --> 00:03:06.960]  現在這個世代真的很好
[00:03:06.960 --> 00:03:09.040]  差不多不可能的事了
[00:03:09.040 --> 00:03:10.080]  很戰爭
[00:03:10.080 --> 00:03:11.600]  有一年半的時間
[00:03:11.600 --> 00:03:12.800]  我稍微做一些統計
[00:03:12.800 --> 00:03:14.400]  直到九月為止
[00:03:14.400 --> 00:03:18.480]  差不多有幾千人喪生
[00:03:18.480 --> 00:03:22.800]  矮的部分是兒童的數字
[00:03:22.800 --> 00:03:25.360]  超過了二千人
[00:03:25.360 --> 00:03:27.440]  二千個小孩子
[00:03:27.440 --> 00:03:30.960]  更加是現在每天新聞都報導的
[00:03:30.960 --> 00:03:33.200]  這個耳巴的衝突
[00:03:33.200 --> 00:03:34.000]  一張圖片
[00:03:34.000 --> 00:03:37.840]  我看上去很不舒服的
[00:03:37.840 --> 00:03:41.040]  你看看這班巴勒斯坦的小孩子
[00:03:41.040 --> 00:03:42.480]  當他們聽到炮火聲
[00:03:42.480 --> 00:03:44.560]  他們的反應是這樣的
[00:03:44.560 --> 00:03:47.120]  他們長大之後會怎樣呢
[00:03:47.120 --> 00:03:50.560]  就算是活在當下
[00:03:50.560 --> 00:03:51.680]  這個當下是不是真的
[00:03:51.680 --> 00:03:55.520]  我們有很快樂的原因呢
[00:03:55.520 --> 00:03:58.080]  再近一點
[00:03:58.080 --> 00:03:59.920]  日本的核污水
[00:03:59.920 --> 00:04:02.880]  經濟的普遍世界的情況
[00:04:02.880 --> 00:04:04.720]  都是向下滑
[00:04:04.720 --> 00:04:06.720]  然後香港都是
[00:04:06.720 --> 00:04:08.480]  我想我們大家從來沒有想過
[00:04:08.480 --> 00:04:09.600]  我都很震驚
[00:04:09.600 --> 00:04:12.160]  香港有這麼嚴重的水災
[00:04:12.160 --> 00:04:15.680]  昨晚不知道大家有沒有感受到地震
[00:04:15.680 --> 00:04:16.960]  我第一次感受到地震
[00:04:16.960 --> 00:04:18.800]  不知道大家有沒有感受到
[00:04:18.800 --> 00:04:20.480]  剛剛我和太太在家裡
[00:04:20.480 --> 00:04:24.320]  原來在恩平有4.6級的地震
[00:04:24.320 --> 00:04:26.880]  所以香港有少部分人感受到
[00:04:26.880 --> 00:04:29.280]  我們剛剛有個茶壺在那裏
[00:04:29.280 --> 00:04:31.120]  在那裏晃來晃去
[00:04:31.120 --> 00:04:33.520]  我們第一次感受到有地震
[00:04:33.520 --> 00:04:36.560]  所以不一定
[00:04:36.560 --> 00:04:37.920]  我們所謂的樂土
[00:04:37.920 --> 00:04:39.200]  是永遠沒有問題的
[00:04:39.200 --> 00:04:40.720]  這個可能是一個
[00:04:40.720 --> 00:04:43.520]  需要重新再考慮的事
[00:04:43.520 --> 00:04:45.040]  再近一點
[00:04:45.040 --> 00:04:47.200]  這張圖片都很震撼
[00:04:47.200 --> 00:04:50.000]  一個老人家和他的年輕人
[00:04:50.000 --> 00:04:51.520]  在機場道別
[00:04:51.520 --> 00:04:56.000]  我想每一天都發生在香港的機場
[00:04:56.000 --> 00:04:59.280]  而且不是一單兩單
[00:04:59.280 --> 00:05:01.520]  青年人有不同的原因
[00:05:01.520 --> 00:05:04.240]  他選擇了要離開香港
[00:05:04.240 --> 00:05:07.280]  但是很多父母都是祝福他們
[00:05:07.280 --> 00:05:09.200]  很多父母都成全他們
[00:05:09.200 --> 00:05:11.440]  都不需要他們掛心
[00:05:11.440 --> 00:05:13.280]  不過剩下來的可能
[00:05:13.280 --> 00:05:15.600]  是很長很長的孤寂
[00:05:15.600 --> 00:05:18.320]  我就是踏上退休的時間
[00:05:18.320 --> 00:05:20.320]  很體會到這件事
[00:05:20.320 --> 00:05:22.800]  年輕人覺得
[00:05:22.800 --> 00:05:24.880]  父母好像經常太多要求
[00:05:24.880 --> 00:05:26.640]  但到了你這麼小的年紀
[00:05:26.640 --> 00:05:27.600]  就發覺
[00:05:27.600 --> 00:05:31.120]  是真的很想祭到你身邊
[00:05:31.120 --> 00:05:32.720]  這種種的情況
[00:05:32.720 --> 00:05:34.720]  就是活在當下
[00:05:34.720 --> 00:05:36.880]  包括這張圖片在內
[00:05:36.880 --> 00:05:39.200]  會不會要我們重新再想一下
[00:05:39.200 --> 00:05:41.040]  究竟我們應該
[00:05:41.040 --> 00:05:44.240]  因為這個信仰而有什麼不同
[00:05:44.240 --> 00:05:45.200]  好
[00:05:45.920 --> 00:05:48.560]  這就是我今天和大家分享的經文
[00:05:48.560 --> 00:05:51.920]  這篇經文其實我早幾年和大家分享過
[00:05:51.920 --> 00:05:54.480]  不過我重新再和大家講這篇信息
[00:05:54.480 --> 00:05:57.360]  《羅馬書》八章31-39節
[00:05:57.360 --> 00:06:00.240]  剛才主席大路讀出了這段聖經
[00:06:00.240 --> 00:06:06.400]  這段聖經是保羅在這段經文裏
[00:06:06.400 --> 00:06:08.880]  一個非常完美的總結
[00:06:08.880 --> 00:06:11.840]  《羅馬書》大概分了兩大部分
[00:06:11.840 --> 00:06:13.840]  一到第八章
[00:06:13.840 --> 00:06:15.840]  然後大概第九章
[00:06:15.840 --> 00:06:17.840]  或者從十二章開始
[00:06:17.840 --> 00:06:19.840]  第九到十一章好像負六一樣
[00:06:19.840 --> 00:06:21.840]  然後到十六章
[00:06:21.840 --> 00:06:25.040]  中間剛剛分開了
[00:06:25.040 --> 00:06:27.040]  八章分開了
[00:06:27.040 --> 00:06:29.040]  一個這樣的兩大部分
[00:06:29.040 --> 00:06:31.040]  而第八章這段經文
[00:06:31.040 --> 00:06:33.040]  就是第八章最後的經文
[00:06:33.040 --> 00:06:35.040]  也就是結束了上面的部分
[00:06:35.040 --> 00:06:38.320]  恩順清兒這個教義的總結
[00:06:38.320 --> 00:06:41.840]  因為相信耶穌
[00:06:41.840 --> 00:06:43.200]  所謂被神稱為
[00:06:43.200 --> 00:06:45.760]  我們今生有一個快樂的人生
[00:06:45.760 --> 00:06:48.320]  然後我們的來生可以上天堂
[00:06:48.320 --> 00:06:51.280]  這個教義講清楚之後
[00:06:51.280 --> 00:06:53.280]  整本聖經沒有一個地方
[00:06:53.280 --> 00:06:55.280]  比《羅馬書》講得更加清楚
[00:06:55.280 --> 00:06:57.280]  但怎樣結束呢
[00:06:57.280 --> 00:07:01.440]  剛才主席和我們讀出的第31節
[00:07:01.440 --> 00:07:03.440]  到第39節
[00:07:03.440 --> 00:07:05.440]  這段經文的結束
[00:07:05.440 --> 00:07:07.440]  我不會再重複了
[00:07:07.440 --> 00:07:09.440]  時間關係我們不能讀太長的經文
[00:07:09.440 --> 00:07:11.440]  但我們要看完整個經文
[00:07:11.440 --> 00:07:13.440]  再看看它講什麼
[00:07:13.440 --> 00:07:15.440]  其實本來這段經文的上文
[00:07:15.440 --> 00:07:19.440]  用了一個字重複三次
[00:07:19.440 --> 00:07:21.440]  這個字是什麼呢
[00:07:21.440 --> 00:07:25.440]  就是在《羅馬書》第八章22節
[00:07:25.440 --> 00:07:29.440]  我們知道一切受造之物一同新淫
[00:07:29.440 --> 00:07:31.440]  如果是和合本就是嘆息
[00:07:31.440 --> 00:07:33.440]  不過和修本就是新淫
[00:07:33.440 --> 00:07:37.440]  一同忍受陣痛直到如今
[00:07:37.440 --> 00:07:39.440]  或者用廣東話說
[00:07:39.440 --> 00:07:41.440]  受造之物
[00:07:41.440 --> 00:07:43.440]  這個世界所有的萬物
[00:07:43.440 --> 00:07:45.440]  不單止人類
[00:07:45.440 --> 00:07:47.440]  還有大自然
[00:07:47.440 --> 00:07:49.440]  大自然的生物
[00:07:49.440 --> 00:07:51.440]  和自然界都一同
[00:07:51.440 --> 00:07:53.440]  用形象的方法說
[00:07:53.440 --> 00:07:55.440]  一同嘆息
[00:07:55.440 --> 00:07:57.440]  用廣東話說就是「嗨嗨聲」
[00:07:57.440 --> 00:08:01.440]  我不知道你多不多「嗨嗨聲」
[00:08:01.440 --> 00:08:03.440]  如果有的話不用太內疚
[00:08:03.440 --> 00:08:05.440]  因為保羅也這樣說
[00:08:05.440 --> 00:08:09.440]  保羅說萬物到終極結束的時間
[00:08:09.440 --> 00:08:11.440]  會走向「嗨嗨聲」
[00:08:11.440 --> 00:08:15.440]  萬物「嗨嗨聲」到保羅去傳福音的時間
[00:08:15.440 --> 00:08:17.440]  他也是這樣說
[00:08:17.440 --> 00:08:19.440]  不單止萬物
[00:08:19.440 --> 00:08:21.440]  保羅是一個很道地的傳道人
[00:08:21.440 --> 00:08:23.440]  他講了什麼呢
[00:08:23.440 --> 00:08:25.440]  23節
[00:08:25.440 --> 00:08:27.440]  不但如此
[00:08:27.440 --> 00:08:29.440]  就是我們者有聖靈作初熟果子
[00:08:29.440 --> 00:08:31.440]  聖靈初熟果子的意思就是說
[00:08:31.440 --> 00:08:33.440]  聖靈重生我們
[00:08:33.440 --> 00:08:35.440]  我們成為教徒
[00:08:35.440 --> 00:08:37.440]  聖靈重生給我們新的生命
[00:08:37.440 --> 00:08:39.440]  我們這些教徒
[00:08:39.440 --> 00:08:41.440]  聖靈初熟果子
[00:08:41.440 --> 00:08:43.440]  在那個年代在保羅年代初熟果子
[00:08:43.440 --> 00:08:47.440]  也是自己內心「嗨嗨聲」
[00:08:47.440 --> 00:08:53.440]  保羅沒有說萬物其他不信耶穌的人就「嗨嗨聲」
[00:08:53.440 --> 00:08:55.440]  我們沒有問題我們免疫的
[00:08:55.440 --> 00:08:57.440]  保羅沒有這樣說
[00:08:57.440 --> 00:08:59.440]  我們教徒一樣是
[00:08:59.440 --> 00:09:01.440]  甚至說我們內心會嘆息
[00:09:01.440 --> 00:09:03.440]  然後真正的得救
[00:09:03.440 --> 00:09:05.440]  保羅說是盼望
[00:09:05.440 --> 00:09:07.440]  為什麼呢
[00:09:07.440 --> 00:09:09.440]  基督徒的完全的得救
[00:09:09.440 --> 00:09:11.440]  包括身體靈魂的得救
[00:09:11.440 --> 00:09:13.440]  是耶穌基督第二次再回來
[00:09:13.440 --> 00:09:15.440]  所以這個過程裏面
[00:09:15.440 --> 00:09:17.440]  等到主回來的時候
[00:09:17.440 --> 00:09:19.440]  我們都會「嗨嗨聲」
[00:09:19.440 --> 00:09:21.440]  我相信大家不會陌生
[00:09:21.440 --> 00:09:23.440]  我相信你不會覺得我不會的
[00:09:23.440 --> 00:09:25.440]  我在地如天的
[00:09:25.440 --> 00:09:27.440]  沒有問題的
[00:09:27.440 --> 00:09:29.440]  我為你感謝神
[00:09:29.440 --> 00:09:31.440]  我認同保羅說
[00:09:31.440 --> 00:09:33.440]  我們都會「嗨嗨聲」
[00:09:33.440 --> 00:09:37.440]  然後第三個「嗨嗨聲」是哪個「嗨嗨聲」
[00:09:37.440 --> 00:09:39.440]  萬物基督徒都會「嗨嗨聲」
[00:09:39.440 --> 00:09:41.440]  出現了三次
[00:09:41.440 --> 00:09:43.440]  新人或者嘆息這個字
[00:09:43.440 --> 00:09:45.440]  第三個形容什麼呢
[00:09:45.440 --> 00:09:51.440]  大家熟悉聖經嗎
[00:09:51.440 --> 00:09:53.440]  如果不熟悉的話
[00:09:53.440 --> 00:09:57.440]  就參加佛羅神學院的課程
[00:09:57.440 --> 00:09:59.440]  這是即日式廣告
[00:09:59.440 --> 00:10:03.440]  第三個是什麼「嗨嗨聲」呢
[00:10:03.440 --> 00:10:05.440]  我們一起讀吧
[00:10:05.440 --> 00:10:07.440]  8章26節
[00:10:07.440 --> 00:10:09.440]  同樣我們的軟弱
[00:10:09.440 --> 00:10:11.440]  有聖靈的幫助
[00:10:11.440 --> 00:10:13.440]  我們本不知道當怎樣禱告
[00:10:13.440 --> 00:10:19.440]  但是聖靈親自用可疑的嘆息替我們禱告
[00:10:19.440 --> 00:10:23.440]  第三個嘆息竟然是聖靈
[00:10:23.440 --> 00:10:25.440]  聖靈怎麼會嘆息呢
[00:10:25.440 --> 00:10:27.440]  聖靈知道一切未來
[00:10:27.440 --> 00:10:29.440]  滿有大能的時候
[00:10:29.440 --> 00:10:31.440]  怎麼會嘆息呢
[00:10:31.440 --> 00:10:33.440]  同樣的佛羅神學院用疑人法的方法說
[00:10:33.440 --> 00:10:35.440]  聖靈心同感受
[00:10:35.440 --> 00:10:39.440]  和我們那種奴婦和無奈
[00:10:39.440 --> 00:10:41.440]  好像認同一樣
[00:10:41.440 --> 00:10:43.440]  親自為我們祈禱
[00:10:43.440 --> 00:10:45.440]  如果熟悉這段經文的下文
[00:10:45.440 --> 00:10:47.440]  你會看到
[00:10:47.440 --> 00:10:51.440]  我們曉得萬兆相效力
[00:10:51.440 --> 00:10:53.440]  就是這段經文的下文
[00:10:53.440 --> 00:10:55.440]  因為聖靈的禱告
[00:10:55.440 --> 00:10:57.440]  耶穌基督的禱告永不落風
[00:10:57.440 --> 00:11:03.440]  所以一定會成就上帝救贖整個計劃
[00:11:03.440 --> 00:11:07.440]  回到今天提經文31至39節
[00:11:07.440 --> 00:11:09.440]  我再說吧
[00:11:09.440 --> 00:11:11.440]  時間關係我只能抽重點跟大家說
[00:11:11.440 --> 00:11:15.440]  這段經文很明顯有很多對稱的句子
[00:11:15.440 --> 00:11:19.440]  這裡用了四詞
[00:11:19.440 --> 00:11:21.440]  誰能抵擋我們呢
[00:11:21.440 --> 00:11:25.440]  誰能控告神所簡說的呢
[00:11:25.440 --> 00:11:29.440]  誰能定他們的罪呢
[00:11:29.440 --> 00:11:35.440]  他用了一個很明顯的對稱方法提出這個問題
[00:11:35.440 --> 00:11:37.440]  這個問題都是用一個字開始
[00:11:37.440 --> 00:11:39.440]  誰能抵擋我們呢
[00:11:39.440 --> 00:11:41.440]  誰能控告我們呢
[00:11:41.440 --> 00:11:43.440]  當他這樣說的時候
[00:11:43.440 --> 00:11:47.440]  其實是一個一問一答
[00:11:47.440 --> 00:11:49.440]  或者說得更加正確一點
[00:11:49.440 --> 00:11:53.440]  是一答一問的方法來說
[00:11:53.440 --> 00:11:55.440]  什麼意思呢
[00:11:55.440 --> 00:11:57.440]  原來他先說了一個真理
[00:11:57.440 --> 00:11:59.440]  他說神若幫助我們
[00:11:59.440 --> 00:12:01.440]  然後變成一個問題
[00:12:01.440 --> 00:12:03.440]  誰能抵擋我們呢
[00:12:03.440 --> 00:12:05.440]  然後第二個
[00:12:05.440 --> 00:12:07.440]  如果上帝將他的兒子白白給我們
[00:12:07.440 --> 00:12:11.440]  誰能控告神所簡說呢
[00:12:11.440 --> 00:12:13.440]  有神稱他為偉業
[00:12:13.440 --> 00:12:15.440]  誰能定他們的罪呢
[00:12:15.440 --> 00:12:17.440]  如果他試著這樣說
[00:12:17.440 --> 00:12:23.440]  基督徒在透過這個對答裡面
[00:12:23.440 --> 00:12:27.440]  我們有三個基本的很重要的說法
[00:12:27.440 --> 00:12:29.440]  第一個問題
[00:12:29.440 --> 00:12:31.440]  誰能抵擋我們呢
[00:12:31.440 --> 00:12:35.440]  其實是呼應神若幫助我們
[00:12:35.440 --> 00:12:37.440]  這段經文我曾經在聖餐的時候都經常引用
[00:12:37.440 --> 00:12:41.440]  我都說這是在十六世紀
[00:12:41.440 --> 00:12:43.440]  宗教改革嘉爾文這個神學家
[00:12:43.440 --> 00:12:45.440]  他最喜歡用的經文
[00:12:45.440 --> 00:12:47.440]  他不是因為自己有智慧
[00:12:47.440 --> 00:12:49.440]  他當然是非常有智慧的人
[00:12:49.440 --> 00:12:53.440]  但是他的把握
[00:12:53.440 --> 00:12:55.440]  如果神幫助我們
[00:12:55.440 --> 00:12:57.440]  誰能夠抵擋我們呢
[00:12:57.440 --> 00:12:59.440]  再進一步
[00:12:59.440 --> 00:13:01.440]  誰能控告神所簡說的人呢
[00:13:01.440 --> 00:13:03.440]  這個好像法庭的用語
[00:13:03.440 --> 00:13:05.440]  在法庭上有人攻擊你
[00:13:05.440 --> 00:13:07.440]  但是那個的對應就是
[00:13:07.440 --> 00:13:09.440]  上帝稱他為義
[00:13:09.440 --> 00:13:13.440]  因為上帝這個法官已經宣稱了
[00:13:13.440 --> 00:13:15.440]  他是為義
[00:13:15.440 --> 00:13:17.440]  請你留意
[00:13:17.440 --> 00:13:19.440]  這已經發生了
[00:13:19.440 --> 00:13:21.440]  請你留意
[00:13:21.440 --> 00:13:23.440]  請你聽得進去
[00:13:23.440 --> 00:13:25.440]  這個已經發生了
[00:13:25.440 --> 00:13:27.440]  這個不是將來你上天堂的時候
[00:13:27.440 --> 00:13:29.440]  看你做得好不好
[00:13:29.440 --> 00:13:31.440]  好就稱義不好就不稱義
[00:13:31.440 --> 00:13:33.440]  這是行為上的理解
[00:13:33.440 --> 00:13:35.440]  但是上帝請求我們怎樣呢
[00:13:35.440 --> 00:13:37.440]  神已經稱我們為義
[00:13:37.440 --> 00:13:41.440]  神已經說我們的罪德都解決
[00:13:41.440 --> 00:13:45.440]  然後誰能夠指控我們呢
[00:13:45.440 --> 00:13:49.440]  第三個不單止指控還定罪
[00:13:49.440 --> 00:13:51.440]  再進一步
[00:13:51.440 --> 00:13:53.440]  誰能定他不的罪呢
[00:13:53.440 --> 00:13:57.440]  是在相應的說基督耶穌已經死了
[00:13:57.440 --> 00:14:01.440]  如果定罪就要給罪的刑責
[00:14:01.440 --> 00:14:03.440]  要坐牢罰款
[00:14:03.440 --> 00:14:05.440]  或者負上罪或者法庭的責任
[00:14:05.440 --> 00:14:07.440]  但聖經說
[00:14:07.440 --> 00:14:09.440]  耶穌基督已經替我們負了這個責任
[00:14:09.440 --> 00:14:11.440]  耶穌基督已經死了
[00:14:11.440 --> 00:14:13.440]  已經給了罪的罪責
[00:14:13.440 --> 00:14:17.440]  那麼誰能夠定我們的罪呢
[00:14:17.440 --> 00:14:19.440]  我再說這是基督的基本信念
[00:14:19.440 --> 00:14:21.440]  我希望你同學也有
[00:14:21.440 --> 00:14:23.440]  基督不是一些教化
[00:14:23.440 --> 00:14:27.440]  基督是說耶穌基督救贖我們
[00:14:27.440 --> 00:14:29.440]  我們的生命
[00:14:29.440 --> 00:14:31.440]  有上帝自己的買贖
[00:14:31.440 --> 00:14:35.440]  一個這樣的福音信息
[00:14:35.440 --> 00:14:43.440]  不過保羅不是一個只是講教義的一位使徒
[00:14:43.440 --> 00:14:45.440]  他也很現實的回到生活裏
[00:14:45.440 --> 00:14:47.440]  下文接著說什麼呢
[00:14:47.440 --> 00:14:49.440]  他先說一句
[00:14:49.440 --> 00:14:53.440]  誰能使我們與基督的愛隔絕呢
[00:14:53.440 --> 00:14:55.440]  這句話結束的時候再說一次
[00:14:55.440 --> 00:14:57.440]  誰能使我們與基督的愛隔絕呢
[00:14:57.440 --> 00:14:59.440]  難道
[00:14:59.440 --> 00:15:01.440]  然後你數一數下面有多少個
[00:15:01.440 --> 00:15:03.440]  你數一數我現在開始說
[00:15:03.440 --> 00:15:05.440]  提出下面的情況
[00:15:05.440 --> 00:15:07.440]  第一是患難嗎
[00:15:07.440 --> 00:15:12.440]  第二是困苦嗎
[00:15:12.440 --> 00:15:14.440]  第三是逼迫嗎
[00:15:14.440 --> 00:15:17.440]  第四是飢餓嗎
[00:15:17.440 --> 00:15:19.440]  接著赤身怒體嗎
[00:15:19.440 --> 00:15:22.440]  危險嗎
[00:15:22.440 --> 00:15:24.440]  刀劍嗎
[00:15:24.440 --> 00:15:26.440]  多少個呢
[00:15:26.440 --> 00:15:27.440]  七個
[00:15:27.440 --> 00:15:29.440]  大家知道猶太人說七
[00:15:29.440 --> 00:15:31.440]  是全整的
[00:15:31.440 --> 00:15:33.440]  只是舉例
[00:15:33.440 --> 00:15:35.440]  比較代表性
[00:15:35.440 --> 00:15:37.440]  這七件事
[00:15:37.440 --> 00:15:39.440]  由經濟
[00:15:39.440 --> 00:15:41.440]  由我們基本生活的壞事
[00:15:41.440 --> 00:15:45.440]  甚至是迫害迫迫
[00:15:45.440 --> 00:15:47.440]  由普通的患難
[00:15:47.440 --> 00:15:49.440]  去到比較具體的刀劍
[00:15:49.440 --> 00:15:51.440]  赤身怒體
[00:15:51.440 --> 00:15:55.440]  這些很具體的將我們基督徒有這個信念
[00:15:55.440 --> 00:16:01.440]  特別帶著使命的傳福音的人
[00:16:01.440 --> 00:16:06.440]  他都會面對這些很完整的迫害
[00:16:06.440 --> 00:16:08.440]  所以最後的總結
[00:16:08.440 --> 00:16:10.440]  如經上所記
[00:16:10.440 --> 00:16:12.440]  我們為你的緣故終日被殺
[00:16:12.440 --> 00:16:15.440]  人看我們像張載的羊
[00:16:15.440 --> 00:16:17.440]  引用詩篇的說話
[00:16:17.440 --> 00:16:20.440]  如果我們帶著上帝的使命
[00:16:20.440 --> 00:16:22.440]  是神的兒女
[00:16:22.440 --> 00:16:23.440]  我們在世界上
[00:16:23.440 --> 00:16:25.440]  這個世界的王
[00:16:25.440 --> 00:16:27.440]  這個世界上的上帝的人
[00:16:27.440 --> 00:16:31.440]  會有各方面的困難
[00:16:31.440 --> 00:16:35.440]  不單止是一般人面對天災人禍
[00:16:35.440 --> 00:16:37.440]  我們無可避免的困難
[00:16:37.440 --> 00:16:39.440]  還加上信仰的緣故
[00:16:39.440 --> 00:16:41.440]  如果我們堅守信仰的話
[00:16:41.440 --> 00:16:45.440]  都會面對信仰的迫害
[00:16:45.440 --> 00:16:49.440]  保羅很現實
[00:16:49.440 --> 00:16:50.440]  去到這個世界裏面
[00:16:50.440 --> 00:16:51.440]  我們有信念
[00:16:51.440 --> 00:16:53.440]  上帝是幫助我們的
[00:16:53.440 --> 00:16:55.440]  然後就帶著這些信念
[00:16:55.440 --> 00:16:59.440]  將這個信念
[00:16:59.440 --> 00:17:01.440]  將這個這麼好的信念
[00:17:01.440 --> 00:17:05.440]  放在一個很實際的場景裏面
[00:17:05.440 --> 00:17:09.440]  一個美國的神學家
[00:17:09.440 --> 00:17:11.440]  一個港元
[00:17:11.440 --> 00:17:13.440]  我在美國的時候很喜歡聽他講
[00:17:13.440 --> 00:17:17.440]  他們就在這個經文裏面提出一個字
[00:17:17.440 --> 00:17:19.440]  大家有沒有留意到
[00:17:19.440 --> 00:17:23.440]  所有困難的後面
[00:17:23.440 --> 00:17:25.440]  有一個字
[00:17:25.440 --> 00:17:27.440]  就是誰
[00:17:27.440 --> 00:17:31.440]  Who 是誰
[00:17:31.440 --> 00:17:36.440]  保羅在這裏說的
[00:17:36.440 --> 00:17:38.440]  其實所有的經文都叫做誰
[00:17:38.440 --> 00:17:42.440]  這些的事
[00:17:42.440 --> 00:17:44.440]  困難、迫拍、飢餓等等
[00:17:44.440 --> 00:17:46.440]  或者控告上文所說的
[00:17:46.440 --> 00:17:52.440]  控告一些的黨
[00:17:52.440 --> 00:17:54.440]  都是用同一個字開始
[00:17:54.440 --> 00:17:56.440]  Who 是誰
