
[00:00:00.000 --> 00:00:06.600]  上周跟大家開始了講文素記
[00:03:37.680 --> 00:03:43.440]  圓文我們知道是沒有標點符號的
[00:03:43.440 --> 00:03:46.880]  聖經的圓文沒有分段沒有標點符號
[00:03:46.880 --> 00:03:49.200]  一塊一塊的經文
[00:03:49.200 --> 00:03:53.360]  那些標點符號的分段是從哪裡來的呢?
[00:03:53.360 --> 00:03:55.120]  是後人加上去的
[00:03:55.120 --> 00:04:01.360]  所以是沒有聖經沒有神的密士的標點符號和分段
[00:04:01.360 --> 00:04:04.400]  後人加上去就沒有聖靈的密士
[00:04:04.400 --> 00:04:08.000]  聖靈的密士是什麼意思呢?
[00:04:08.000 --> 00:04:13.120]  就是聖靈保守作者寫出來完全是沒錯
[00:04:13.120 --> 00:04:16.880]  所以原本的聖經有聖靈的密士是沒錯
[00:04:16.880 --> 00:04:20.320]  但是標點符號和分段就沒有神的密士
[00:04:20.320 --> 00:04:25.440]  但很多時候聖經的作者可以在經文裏面
[00:04:25.440 --> 00:04:27.600]  告訴我們怎樣分段
[00:04:27.600 --> 00:04:31.280]  告訴我們聖經的經文有什麼連帶的關係
[00:04:31.280 --> 00:04:34.080]  就是透過重複的經文的出現
[00:04:34.080 --> 00:04:37.280]  你見到今天五段的經文都說
[00:04:37.280 --> 00:04:39.840]  耶和華曉遇摩西說
[00:04:39.840 --> 00:04:44.320]  五章一節 五章五節 五章十二節
[00:04:44.320 --> 00:04:47.920]  六章一節 六章二十二節
[00:04:47.920 --> 00:04:52.880]  這五段經文每一段的經文都有耶和華曉遇摩西說
[00:04:52.880 --> 00:04:56.880]  如果你去看聖經和合本
[00:04:56.880 --> 00:04:58.880]  你會跟我說我看不到
[00:04:58.880 --> 00:05:03.440]  五章一和六章二就說耶和華曉遇
[00:05:03.440 --> 00:05:07.920]  但是五章十二和六章一都說
[00:05:07.920 --> 00:05:12.400]  耶和華分副不同了譯法
[00:05:12.400 --> 00:05:16.240]  這個是和合本翻譯的錯誤
[00:05:16.240 --> 00:05:18.160]  原文是一模一樣的
[00:05:18.160 --> 00:05:19.600]  希伯來的原文
[00:05:19.600 --> 00:05:23.440]  所以去到和合本修訂版
[00:05:23.440 --> 00:05:25.520]  已經是將這些改回來
[00:05:25.520 --> 00:05:27.520]  五節經文是一模一樣
[00:05:27.520 --> 00:05:33.500]  其實這一節驚聞耶和華曉遇摩西說
[00:05:33.500 --> 00:05:37.200]  不是在第五章第六章才有的
[00:05:37.200 --> 00:05:41.460]  一至四章出現了有11次
[00:05:41.460 --> 00:05:47.520]  一章一節 一章48、二章一節、三章1、三章5
[00:05:47.520 --> 00:05:53.920]  三章11、三章14、三章44、四章1、四章17
[00:05:53.920 --> 00:05:57.520]  和四章21出現了11次
[00:05:57.520 --> 00:06:03.120]  你說11次 但我又看不到
[00:06:03.120 --> 00:06:07.520]  如果你看一看和合本第一章第一節
[00:06:07.520 --> 00:06:08.520]  怎麼說的
[00:06:08.520 --> 00:06:13.920]  是以色列人出埃及地後第二年二月初一日
[00:06:13.920 --> 00:06:18.320]  耶和華在西乃的曠野回望中曉遇摩西說
[00:06:18.320 --> 00:06:22.720]  有沒有看到耶和華和曉遇當中有很多驚聞
[00:06:22.720 --> 00:06:25.320]  不是耶和華曉遇摩西
[00:06:25.320 --> 00:06:29.520]  而是耶和華在西乃的曠野回望中曉遇摩西
[00:06:29.520 --> 00:06:32.320]  但原文不是這樣
[00:06:32.320 --> 00:06:35.120]  又是和合版的翻譯
[00:06:35.120 --> 00:06:36.120]  原文是怎樣
[00:06:36.120 --> 00:06:39.320]  原文一開始是耶和華曉遇摩西
[00:06:39.320 --> 00:06:42.520]  在以色列人出埃及地後
[00:06:42.520 --> 00:06:48.320]  在第二年二月初一日在西乃曠野回望中說
[00:06:48.320 --> 00:06:52.520]  在耶和華曉遇摩西之後有三個「在」
[00:06:52.520 --> 00:06:55.320]  然後才說其他的驚聞
[00:06:55.320 --> 00:07:00.120]  我們看到耶和華曉遇摩西和其他章節
[00:07:00.120 --> 00:07:04.920]  其餘的十一節是一模一樣
[00:07:04.920 --> 00:07:09.320]  另外你可能留意到一章48
[00:07:09.320 --> 00:07:11.720]  是說因為耶和華曉遇摩西
[00:07:11.720 --> 00:07:13.520]  這個「因為」在原文沒有
[00:07:13.520 --> 00:07:15.320]  又是和合版加上去
[00:07:15.320 --> 00:07:17.920]  原文來說應該是一模一樣
[00:07:17.920 --> 00:07:20.320]  十一次出現完全一樣
[00:07:20.320 --> 00:07:23.720]  你說有什麼意思才行
[00:07:23.720 --> 00:07:24.720]  十一次
[00:07:24.720 --> 00:07:29.320]  其實在一至十章同樣的驚聞
[00:07:29.320 --> 00:07:32.720]  耶和華曉遇摩西是出現了二十二次
[00:07:32.720 --> 00:07:36.120]  有什麼重要
[00:07:36.120 --> 00:07:38.920]  給我們看出現二十一次也好
[00:07:38.920 --> 00:07:40.520]  出現二十三次也好
[00:07:40.520 --> 00:07:41.920]  二十二次也好
[00:07:41.920 --> 00:07:43.120]  完全沒有關係
[00:07:43.120 --> 00:07:46.520]  但是給猶太人的拉比一看二十二
[00:07:46.520 --> 00:07:47.720]  就知道不尋常
[00:07:47.720 --> 00:07:53.920]  因為猶太人希伯來文有二十二個字母
[00:07:53.920 --> 00:07:56.320]  希伯來文有二十二個字母
[00:07:56.320 --> 00:07:59.120]  所以一見到二十二字就知道不簡單
[00:07:59.120 --> 00:08:00.320]  不是偶然
[00:08:00.320 --> 00:08:03.120]  是作者有心安排出來
[00:08:03.120 --> 00:08:12.320]  其實有很多聖經裏面都有二十二次出現
[00:08:12.320 --> 00:08:15.920]  大家有沒有留意到詩篇第119篇
[00:08:15.920 --> 00:08:20.520]  是全部聖經裏面最長的一張書
[00:08:20.520 --> 00:08:25.520]  以前聽聞有很多姐妹弟兄都會去唸詩篇第119篇
[00:08:25.520 --> 00:08:31.320]  第119篇有176節的驚聞
[00:08:31.320 --> 00:08:32.520]  是最長的
[00:08:32.520 --> 00:08:37.320]  你將176取除二十二
[00:08:37.320 --> 00:08:39.320]  你會得到八
[00:08:39.320 --> 00:08:42.720]  每八節驚聞就組成一段
[00:08:42.720 --> 00:08:44.720]  一共有二十二段的驚聞
[00:08:44.720 --> 00:08:46.720]  為什麼有二十二段的驚聞
[00:08:46.720 --> 00:08:50.520]  因為每段驚聞開始的第一個字母
[00:08:50.520 --> 00:08:55.120]  就是二十二個希伯來文字母當中的其中一個
[00:08:55.120 --> 00:08:57.120]  順序地出現
[00:08:57.120 --> 00:08:59.120]  是作者有心安排
[00:08:59.120 --> 00:09:05.120]  另外你在耶利米埃哥也會見到同樣的情形出現
[00:09:05.120 --> 00:09:07.120]  在一章二章和四章
[00:09:07.120 --> 00:09:10.120]  每一章書都有二十二節的驚聞
[00:09:10.120 --> 00:09:13.120]  每一節的驚聞第一個字的開始
[00:09:13.120 --> 00:09:18.120]  第一個字母就是希伯來文順序的字母
[00:09:18.120 --> 00:09:22.120]  二十二節出現在第一章第二章第四章
[00:09:22.120 --> 00:09:25.120]  第三章有六十六節驚聞
[00:09:25.120 --> 00:09:27.120]  每一個字母出現三次
[00:09:27.120 --> 00:09:29.120]  可想而知
[00:09:29.120 --> 00:09:34.120]  這個希伯來文寫出來的聖經
[00:09:34.120 --> 00:09:39.120]  很多時候都會用這些手法來引起我們的注意力
[00:09:39.120 --> 00:09:45.120]  我們見到一至十章出現了二十二次
[00:09:45.120 --> 00:09:51.120]  一至十章有什麼這麼大這麼重要
[00:09:51.120 --> 00:09:58.120]  原來文素記希伯來人在這個曠野裏有三個地方
[00:09:58.120 --> 00:10:01.120]  第一個地方是西乃曠野
[00:10:01.120 --> 00:10:03.120]  事跡在一至十章
[00:10:03.120 --> 00:10:07.120]  第二個地方是在迦底斯
[00:10:07.120 --> 00:10:11.120]  第三個地方是在摩革平原
[00:10:11.120 --> 00:10:16.120]  剛剛一至十章就在西乃曠野大概是傳書的三分之一
[00:10:16.120 --> 00:10:21.120]  耶和華曉如摩西就出現了十一次
[00:10:21.120 --> 00:10:25.120]  所以我們要認識真正掌握舊約
[00:10:25.120 --> 00:10:28.120]  要對希伯來文很熟悉
[00:10:28.120 --> 00:10:32.120]  你說死了你為什麼花這麼多口水
[00:10:32.120 --> 00:10:38.120]  來講二十二節的經文出現了二十二次
[00:10:38.120 --> 00:10:40.120]  其實是有意思的
[00:10:40.120 --> 00:10:45.120]  希望讓大家看到一至四章出現十一次
[00:10:45.120 --> 00:10:49.120]  五至十章又出現十一次
[00:10:49.120 --> 00:10:52.120]  就好像一道門的兩邊
[00:10:52.120 --> 00:10:54.120]  十一次十一次
[00:10:54.120 --> 00:11:01.120]  所以今天要講的五和六章和一至四章絕對息息相關
[00:11:01.120 --> 00:11:08.120]  我們不妨來看看這五件事是什麼
[00:11:08.120 --> 00:11:14.120]  第一件事是麻風、血漏和碰死屍都為之不潔
[00:11:14.120 --> 00:11:17.120]  在利美記十三章講得很清楚
[00:11:17.120 --> 00:11:19.120]  麻風病是不潔
[00:11:19.120 --> 00:11:23.120]  患了大麻風病要出去營外
[00:11:23.120 --> 00:11:26.120]  到你康復才能回到營裡
[00:11:26.120 --> 00:11:31.120]  很多解經家說不是今天的大麻風
[00:11:31.120 --> 00:11:36.120]  因為今天的大麻風病在古代是絕症
[00:11:36.120 --> 00:11:38.120]  不會康復的
[00:11:38.120 --> 00:11:40.120]  不會回到營地
[00:11:40.120 --> 00:11:42.120]  所以這些只是皮膚病
[00:11:42.120 --> 00:11:44.120]  是為之不潔
[00:11:44.120 --> 00:11:47.120]  第二件事是血漏病
[00:11:47.120 --> 00:11:49.120]  血漏又怎麼會不潔呢
[00:11:49.120 --> 00:11:52.120]  皮膚病你都說會傳染
[00:11:52.120 --> 00:11:54.120]  血漏為什麼為之不潔呢
[00:11:54.120 --> 00:11:57.120]  在利美記十七章講得很清楚
[00:11:57.120 --> 00:11:59.120]  因為生命在血
[00:11:59.120 --> 00:12:04.120]  也就是為什麼我們需要耶穌基督的補血來為我們贖罪
[00:12:04.120 --> 00:12:06.120]  因為生命在血
[00:12:06.120 --> 00:12:08.120]  如果生命在血
[00:12:08.120 --> 00:12:10.120]  你的身體流血出來的時候
[00:12:10.120 --> 00:12:14.120]  有生命從你的身體流出來就為之不潔
[00:12:14.120 --> 00:12:16.120]  所以這是不潔的原因
[00:12:16.120 --> 00:12:21.120]  記不記得在馬可福音第五章的血漏婦人
[00:12:21.120 --> 00:12:23.120]  她有血漏病
[00:12:23.120 --> 00:12:29.120]  她走到耶穌基督的後面鬼鬼祟祟去扯耶穌基督的衣服
[00:12:29.120 --> 00:12:31.120]  記不記得
[00:12:31.120 --> 00:12:33.120]  為什麼這麼鬼祟
[00:12:33.120 --> 00:12:37.120]  為什麼不可以明正言順光明正大叫耶穌基督醫治她
[00:12:37.120 --> 00:12:39.120]  因為是不潔的
[00:12:39.120 --> 00:12:41.120]  不可以告訴別人
[00:12:41.120 --> 00:12:43.120]  所以她這麼鬼祟
[00:12:43.120 --> 00:12:45.120]  第三個不潔的是什麼
[00:12:45.120 --> 00:12:47.120]  是抹了死屍
[00:12:47.120 --> 00:12:49.120]  這個新舊約講得很清楚
[00:12:49.120 --> 00:12:52.120]  記不記得在好撒瑪利亞人的故事
[00:12:52.120 --> 00:12:54.120]  那個祭司一走下來
[00:12:54.120 --> 00:12:56.120]  看到那個人滾在地上
[00:12:56.120 --> 00:12:58.120]  馬上就繞個彎走掉
[00:12:58.120 --> 00:13:00.120]  他不敢走過去碰
[00:13:00.120 --> 00:13:02.120]  因為可能那個人死了怎麼辦
[00:13:02.120 --> 00:13:06.120]  死了的話碰一碰就全身都不行
[00:13:06.120 --> 00:13:08.120]  所以為之不潔
[00:13:08.120 --> 00:13:10.120]  五章三節說什麼
[00:13:10.120 --> 00:13:14.120]  無論男女都要使他們出到刑外
[00:13:14.120 --> 00:13:17.120]  免得污穢他們的刑
[00:13:17.120 --> 00:13:20.120]  這裡所講的重點
[00:13:20.120 --> 00:13:23.120]  就是如果是不潔的一定要出刑
[00:13:23.120 --> 00:13:25.120]  不可以在刑地裡
[00:13:25.120 --> 00:13:27.120]  因為刑是屬於耶和華
[00:13:27.120 --> 00:13:29.120]  這是第一點
[00:13:29.120 --> 00:13:31.120]  第二點呢
[00:13:31.120 --> 00:13:33.120]  如果你是虧負了人的話
[00:13:33.120 --> 00:13:36.120]  你要去道歉
[00:13:36.120 --> 00:13:38.120]  要承認自己的錯
[00:13:38.120 --> 00:13:41.120]  如果虧負了要預訴賠償
[00:13:41.120 --> 00:13:44.120]  還要加多五分之一
[00:13:44.120 --> 00:13:47.120]  但是這裡最重要所講的
[00:13:47.120 --> 00:13:51.120]  反而是如果被你虧負了的當事人不在
[00:13:51.120 --> 00:13:54.120]  你就要還給他的家屬
[00:13:54.120 --> 00:13:57.120]  如果家屬都沒有那時候怎麼辦
[00:13:57.120 --> 00:14:00.120]  你就要還給祭司
[00:14:00.120 --> 00:14:03.120]  是侍奉神的祭司那裡
[00:14:03.120 --> 00:14:07.120]  經文五章六節說得很清楚
[00:14:07.120 --> 00:14:11.120]  真正干犯的是耶和華自己
[00:14:11.120 --> 00:14:15.120]  所以我們找不到人要償還的時候
[00:14:15.120 --> 00:14:18.120]  其實要將這些償還歸給耶和華
[00:14:18.120 --> 00:14:22.120]  這是最重要的
[00:14:22.120 --> 00:14:24.120]  第三個段落呢
[00:14:24.120 --> 00:14:27.120]  第三個段落和合本給了他一個題目
[00:14:27.120 --> 00:14:29.120]  叫做兒妻行淫
[00:14:29.120 --> 00:14:32.120]  是嚴之法
[00:14:32.120 --> 00:14:35.120]  如果丈夫懷疑妻子不貞
[00:14:35.120 --> 00:14:37.120]  又苦無證據
[00:14:37.120 --> 00:14:38.120]  有疑恨之心
[00:14:38.120 --> 00:14:41.120]  就可以行這個辦法
[00:14:41.120 --> 00:14:44.120]  如果有證據又如何呢
[00:14:44.120 --> 00:14:46.120]  有證據當然是死罪
[00:14:46.120 --> 00:14:48.120]  在舊約講得很清楚
[00:14:48.120 --> 00:14:52.120]  無論艱苦人苦都要被石頭扔死
[00:14:52.120 --> 00:14:55.120]  有很多人讀這節經文的時候
[00:14:55.120 --> 00:14:58.120]  會說什麼這麼性別歧視
[00:14:58.120 --> 00:15:03.120]  讀聖經千萬不要將我們的文化
[00:15:03.120 --> 00:15:05.120]  放在聖經裡
[00:15:05.120 --> 00:15:07.120]  套在聖經裡
[00:15:07.120 --> 00:15:11.120]  如果這樣做就不能去到當事人
[00:15:11.120 --> 00:15:14.120]  不能經歷當事人處境
[00:15:14.120 --> 00:15:17.120]  那種心態和世界
[00:15:17.120 --> 00:15:23.120]  也不要將當事人的文化套在我們頭上
[00:15:23.120 --> 00:15:27.120]  現在叫牧師來主持一個兒妻行淫的大法
[00:15:27.120 --> 00:15:30.120]  來主持這樣的聚會
[00:15:30.120 --> 00:15:32.120]  如果我們這樣讀聖經
[00:15:32.120 --> 00:15:36.120]  永遠都不會看得到聖經裡真正的意思
[00:15:36.120 --> 00:15:38.120]  這裡說什麼
[00:15:38.120 --> 00:15:41.120]  如果有人懷疑妻子不忠
[00:15:41.120 --> 00:15:45.120]  將妻子帶到祭司或神的面前
[00:15:45.120 --> 00:15:47.120]  然後獻上掃祭
[00:15:47.120 --> 00:15:51.120]  在瓦缸裡放水
[00:15:51.120 --> 00:15:54.120]  然後在會幕上放塵土
[00:15:54.120 --> 00:15:59.120]  然後叫婦人披頭散髮
[00:15:59.120 --> 00:16:01.120]  在神的面前
[00:16:01.120 --> 00:16:04.120]  氣氛不搞到非常恐怖
[00:16:04.120 --> 00:16:06.120]  披頭散髮
[00:16:06.120 --> 00:16:09.120]  然後要下毒誓
[00:16:09.120 --> 00:16:12.120]  說自己沒有不忠
[00:16:12.120 --> 00:16:15.120]  然後喝了苦水
[00:16:15.120 --> 00:16:18.120]  如果她是清白的話會沒事
[00:16:18.120 --> 00:16:20.120]  還會懷孕生子
[00:16:20.120 --> 00:16:23.120]  但如果她有罪會怎樣
[00:16:23.120 --> 00:16:27.120]  會大腿銷瘦 會土腹發脹
[00:16:27.120 --> 00:16:31.120]  什麼叫大腿銷瘦 土腹發脹
[00:16:31.120 --> 00:16:35.120]  有些解經家說大腿這個字
[00:16:35.120 --> 00:16:38.120]  可以解釋腰間這個部位
[00:16:38.120 --> 00:16:40.120]  所以真正的解釋可能是
[00:16:40.120 --> 00:16:42.120]  如果她是清白的會沒事
[00:16:42.120 --> 00:16:44.120]  但如果她有罪的話
[00:16:44.120 --> 00:16:47.120]  她會有小產 會流產
[00:16:47.120 --> 00:16:50.120]  這個就是不同的地方
[00:16:50.120 --> 00:16:53.120]  第四段的經文又說什麼
[00:16:53.120 --> 00:16:55.120]  說拿西爾人
[00:16:55.120 --> 00:16:57.120]  拿西爾人是什麼意思
[00:16:57.120 --> 00:16:59.120]  拿西爾人的意思就是
[00:16:59.120 --> 00:17:03.120]  將自己分別為聖歸神
[00:17:03.120 --> 00:17:05.120]  就是拿西爾人
[00:17:05.120 --> 00:17:08.120]  這個世不是逼你的
[00:17:08.120 --> 00:17:10.120]  不是人人都要的
[00:17:10.120 --> 00:17:11.120]  是你自願的
[00:17:11.120 --> 00:17:14.120]  當你想和神更親近
[00:17:14.120 --> 00:17:17.120]  你就起一個拿西爾人的誓
[00:17:17.120 --> 00:17:21.120]  然後你要償還這個願望
[00:17:21.120 --> 00:17:23.120]  你不去納這個誓
[00:17:23.120 --> 00:17:24.120]  神不會怪你
[00:17:24.120 --> 00:17:26.120]  但你納了這個誓
[00:17:26.120 --> 00:17:27.120]  你不去償還
[00:17:27.120 --> 00:17:29.120]  你就有罪
[00:17:29.120 --> 00:17:34.120]  有很多人認為拿西爾是永久的事
[00:17:34.120 --> 00:17:36.120]  拿西爾的誓不是的
[00:17:36.120 --> 00:17:38.120]  拿西爾是一段日子
[00:17:38.120 --> 00:17:41.120]  雖然我們見到有很多拿西爾人的例子
[00:17:41.120 --> 00:17:43.120]  好像是薩姆爾
[00:17:43.120 --> 00:17:46.120]  一生出來就是一個拿西爾人
[00:17:46.120 --> 00:17:48.120]  但只不過是其中一段日子
[00:17:48.120 --> 00:17:50.120]  有什麼不能做
[00:17:50.120 --> 00:17:53.120]  清酒濃酒都不能喝
[00:17:53.120 --> 00:17:57.120]  你說聖經是反對喝酒
[00:17:57.120 --> 00:18:00.120]  其實不是的
[00:18:00.120 --> 00:18:02.120]  如果你看清楚經文
[00:18:02.120 --> 00:18:06.120]  連鮮葡萄連乾葡萄都不能吃
[00:18:06.120 --> 00:18:11.120]  連葡萄的核葡萄的皮都不能吃
[00:18:11.120 --> 00:18:15.120]  就好像聖餐台前的提子汁
[00:18:15.120 --> 00:18:17.120]  那些利賓納你都不能喝
[00:18:17.120 --> 00:18:19.120]  這個就是拿西爾人
[00:18:19.120 --> 00:18:23.120]  第三是不可以接近死屍
[00:18:23.120 --> 00:18:30.120]  連自己最親屬的死屍家人的死屍都不能碰
[00:18:30.120 --> 00:18:32.120]  父母兄弟
[00:18:32.120 --> 00:18:38.120]  其實這個條例和大祭司的條例是一致的
[00:18:38.120 --> 00:18:41.120]  祭司不能碰是死人
[00:18:41.120 --> 00:18:46.120]  只有大祭司是不能碰自己家人的死屍
[00:18:46.120 --> 00:18:48.120]  所以是一件很嚴厲的事
[00:18:48.120 --> 00:18:52.120]  幸好不是一生一世
[00:18:52.120 --> 00:18:54.120]  只不過是那段許願的日子
[00:18:54.120 --> 00:18:58.120]  在聖經裏面有很多拿西爾人
[00:18:58.120 --> 00:19:00.120]  施洗約翰就是
[00:19:00.120 --> 00:19:02.120]  記不記得他未出世
[00:19:02.120 --> 00:19:04.120]  天使就和撒加利亞說
[00:19:04.120 --> 00:19:07.120]  你的兒子將會出世
[00:19:07.120 --> 00:19:10.120]  濃酒濃酒都不能喝
[00:19:10.120 --> 00:19:16.120]  意思是他的兒子將會成為一個拿西爾人
[00:19:16.120 --> 00:19:20.120]  第二個就是薩姆爾
[00:19:20.120 --> 00:19:27.120]  第三個最出名的拿西爾人和最反叛的拿西爾人是誰
[00:19:27.120 --> 00:19:29.120]  參孫
[00:19:29.120 --> 00:19:32.120]  參孫有很多酒肉朋友
[00:19:32.120 --> 00:19:36.120]  所以他喝酒絕對不會覺得稀奇
[00:19:36.120 --> 00:19:40.120]  參孫絕對是碰死屍的
[00:19:40.120 --> 00:19:42.120]  我們怎知道
[00:19:42.120 --> 00:19:47.120]  聖經說他在獅子的肚裏拿蜜糖出來吃
[00:19:47.120 --> 00:19:49.120]  死了一個獅子
[00:19:49.120 --> 00:19:54.120]  聖經還說他拿驢仔的腮骨做武器
[00:19:54.120 --> 00:19:56.120]  又是屍體
[00:19:56.120 --> 00:19:58.120]  所以參孫絕對是碰屍體
[00:19:58.120 --> 00:20:02.120]  去到最後還被人剃了頭髮
[00:20:02.120 --> 00:20:04.120]  而終於遠離神而死亡
[00:20:04.120 --> 00:20:08.120]  說了四段
[00:20:08.120 --> 00:20:12.120]  第五段是耶和華的祝福
[00:20:12.120 --> 00:20:16.120]  願耶和華賜福給你保護你
[00:20:16.120 --> 00:20:20.120]  願耶和華使他的念光照你賜恩給你
[00:20:20.120 --> 00:20:24.120]  願耶和華向你養念賜平安
[00:20:24.120 --> 00:20:31.120]  這是神教亞倫和他的子孫如何為以色列人祝福
[00:20:31.120 --> 00:20:37.120]  第六章最後是整個書的高潮
[00:20:37.120 --> 00:20:41.120]  是說到以色列人被祝福之後
[00:20:41.120 --> 00:20:43.120]  第七章一開始是怎樣
[00:20:43.120 --> 00:20:45.120]  下一次會跟大家說
[00:20:45.120 --> 00:20:49.120]  以色列人十二支派獻禮給神
[00:20:49.120 --> 00:20:52.120]  所以是一個高潮
[00:20:52.120 --> 00:20:54.120]  你說死了
[00:20:54.120 --> 00:20:57.120]  說完之後我更加不明白
[00:20:57.120 --> 00:21:01.120]  經文和一至四章有什麼關係
[00:21:01.120 --> 00:21:07.120]  更加看不到經文和經文當中自己本身有什麼關係
[00:21:07.120 --> 00:21:11.120]  其實是有很大的關係
[00:21:11.120 --> 00:21:15.120]  如果我們留意到第一至第四章是說什麼
[00:21:15.120 --> 00:21:18.120]  是行軍安營
[00:21:18.120 --> 00:21:20.120]  是外在的一切
[00:21:20.120 --> 00:21:22.120]  你屬於哪一個營
[00:21:22.120 --> 00:21:25.120]  你屬於哪一個軍旗之下
[00:21:25.120 --> 00:21:26.120]  這些是外表來的
[00:21:26.120 --> 00:21:28.120]  是外在的
[00:21:28.120 --> 00:21:33.120]  但是第五和第六章所說的是內在
[00:21:33.120 --> 00:21:37.120]  剛才我們說到五章三節
[00:21:37.120 --> 00:21:39.120]  有不潔的人要怎樣
[00:21:39.120 --> 00:21:41.120]  要去到營的外面
[00:21:41.120 --> 00:21:44.120]  不可以去營的內面
[00:21:44.120 --> 00:21:51.120]  你不可以因為你的不潔影響了十二支派的軍隊
[00:21:51.120 --> 00:21:55.120]  記不記得有一節的經文說到
[00:21:55.120 --> 00:21:57.120]  有一個叫阿干的人
[00:21:57.120 --> 00:22:00.120]  在約書亞記的軍隊裏
[00:22:00.120 --> 00:22:05.120]  因為他的罪使得全部以色列人打敗仗
[00:22:05.120 --> 00:22:08.120]  這個就是我們看到一個個人的不潔
[00:22:08.120 --> 00:22:12.120]  以致影響到全部的軍隊打敗
[00:22:12.120 --> 00:22:16.120]  見不見到這個外在和內在
[00:22:16.120 --> 00:22:18.120]  是大家相提並論
[00:22:18.120 --> 00:22:22.120]  見不見到內在是可以影響到外在
[00:22:22.120 --> 00:22:28.120]  其實第一個段落就是講不潔的東西
[00:22:28.120 --> 00:22:30.120]  有什麼不潔呢
[00:22:30.120 --> 00:22:32.120]  麻風、血流、死屍
[00:22:32.120 --> 00:22:34.120]  為什麼這些東西不潔呢
