
[00:00:00.000 --> 00:00:07.520]  各位節目平安,今天是2018年的第一個主日
[00:04:21.680 --> 00:04:30.160]  還有呢,大家如果有聽過歷史上有七大建築的奇蹟
[00:04:30.160 --> 00:04:36.320]  有些還在的,譬如金字塔那些,有些已經爛了
[00:04:36.320 --> 00:04:42.640]  其中有一個就叫做Diona,Temple of Diana
[00:04:42.640 --> 00:04:45.520]  就在這個以弗所
[00:04:45.520 --> 00:04:53.200]  當然敬拜當時的一個希臘羅馬的女神Diona
[00:04:53.200 --> 00:04:57.200]  她這個神廟是很偉大的神廟
[00:04:57.200 --> 00:05:02.880]  偉大到稱為歷史上七大建築的奇蹟
[00:05:02.880 --> 00:05:06.960]  當然今天已經是因為歷史的緣故和戰爭的緣故
[00:05:06.960 --> 00:05:08.960]  已經是毀爛不堪的了
[00:05:08.960 --> 00:05:15.760]  只剩下一點點的頹垣敗瓦,但是如果看到那種的宏大
[00:05:15.760 --> 00:05:20.880]  這麼大的建築物,這個神廟就肯定有這麼多人去
[00:05:20.880 --> 00:05:27.280]  所以你可以想象當時這種的異邦的崇拜的宗教的活動
[00:05:27.280 --> 00:05:32.480]  所以作為一個在這樣的城市裡面的基督徒
[00:05:32.480 --> 00:05:35.040]  真的很不容易,有很多的挑戰
[00:05:35.040 --> 00:05:37.920]  在他們每天的生活裡面,而且大家不要忘記
[00:05:37.920 --> 00:05:44.560]  公元後64年開始羅馬帝國的政府已經開始迫使基督徒
[00:05:44.560 --> 00:05:50.800]  雖然當時未至於信耶穌就要被殺,但是受到很多的壓力
[00:05:50.800 --> 00:05:57.280]  來自他自己猶太人的壓力,也來自他羅馬政府的壓力
[00:05:57.280 --> 00:06:00.560]  寫這封信的時候大概是公元後90年
[00:06:00.560 --> 00:06:05.440]  所以當時已經有相當大的社會裡面的壓力
[00:06:05.440 --> 00:06:09.200]  我講了這麼多,想大家稍微去了解
[00:06:09.200 --> 00:06:12.640]  在一個這麼大的城市,就好像你和我今天在香港
[00:06:12.640 --> 00:06:14.480]  做一個基督徒都不容易
[00:06:14.480 --> 00:06:18.640]  我們在工作的環境裡面,在家庭裡面,在我們每天的生活裡面
[00:06:18.640 --> 00:06:23.680]  我們有很多的挑戰,這個社會有很多的標準和我們不同
[00:06:23.680 --> 00:06:28.400]  我們做一個基督徒,他就持守這種信仰的生活
[00:06:28.400 --> 00:06:33.040]  都有很多的壓力,以弗所教會同樣是這樣
[00:06:33.040 --> 00:06:38.960]  而在這樣的壓力,在世俗的挑戰底下,教會究竟需要些什麼
[00:06:38.960 --> 00:06:43.600]  坦白講,最需要的就是神給他的保守
[00:06:43.600 --> 00:06:47.440]  神給他的供應和給他的安慰
[00:06:47.440 --> 00:06:52.640]  所以我們發覺,事實上一個大的城市,就像香港一樣
[00:06:52.640 --> 00:06:57.840]  做一個基督徒,很多基督徒回來教會都想在教會裡面得到資源
[00:06:57.840 --> 00:07:01.920]  幫忙,得到他們自己的鼓勵
[00:07:01.920 --> 00:07:09.440]  所以我們做基督徒的教會,我自己在教會侍奉了差不多40年
[00:07:09.440 --> 00:07:13.920]  回顧歷史裡面,我們發覺教會找人很難的
[00:07:13.920 --> 00:07:17.040]  James,我們在這些雜誌就知道了
[00:07:17.040 --> 00:07:21.200]  找人很難的,為什麼?因為大家很累
[00:07:21.200 --> 00:07:27.040]  已經做到很累了,家庭有很多挑戰,有很多需要,工作有很多需要
[00:07:27.040 --> 00:07:32.800]  回來叫他幫忙侍奉,他不是不想,只是很辛苦
[00:07:32.800 --> 00:07:40.480]  這是對的,但是究竟神想教會是怎麼樣呢?
[00:07:40.480 --> 00:07:44.880]  剛才我們所讀的聖經,現在我開始解釋了
[00:07:44.880 --> 00:07:50.240]  耶穌說,我給你一個形象,我是拿著七星
[00:07:50.240 --> 00:07:53.120]  行走於七個金燈台
[00:07:53.120 --> 00:08:02.080]  金燈台就是教會,七星就是教會的信徒和使者,尤其是領袖
[00:08:02.080 --> 00:08:05.920]  究竟想說什麼?
[00:08:05.920 --> 00:08:17.040]  星最獨特的代表,帶給我們的象徵是什麼?
[00:08:17.040 --> 00:08:21.200]  光,我看到有姐妹說光
[00:08:21.200 --> 00:08:25.040]  星是晚上黑的時候能夠發光
[00:08:25.040 --> 00:08:29.840]  金燈台呢?也是發光
[00:08:29.840 --> 00:08:36.880]  金燈台點著一些燃燒的燭,是發光發熱
[00:08:36.880 --> 00:08:39.760]  發光發熱,光
[00:08:39.760 --> 00:08:45.120]  就是說我們的神,祂對教會的要求,你想認識我嗎?
[00:08:45.120 --> 00:08:52.160]  現在我給你一張屬靈的成績表,就是我要跟你說的話,幫你總結一下
[00:08:52.160 --> 00:08:56.720]  究竟你好在哪裡,弱點在哪裡的時候,你要先認識我
[00:08:56.720 --> 00:09:04.800]  我是什麼?我是拿著七星在燈台當中行走的主宰
[00:09:04.800 --> 00:09:09.760]  然後我知道你的行為,這三個動詞
[00:09:09.760 --> 00:09:17.440]  拿著,Kratai這個字不單只是拿著,是一種掌管的意思
[00:09:17.440 --> 00:09:20.720]  就是說我是掌管著你的,對教會說
[00:09:20.720 --> 00:09:25.920]  還有我在你的燈台當中行走,為什麼要行走?
[00:09:25.920 --> 00:09:28.720]  坐不定嗎?
[00:09:28.720 --> 00:09:30.480]  為什麼要行走?
[00:09:30.480 --> 00:09:34.960]  看看,看看燈有沒有發光,為什麼要行來行去
[00:09:34.960 --> 00:09:38.640]  看看油還有沒有,火點有沒有熄滅
[00:09:38.640 --> 00:09:44.400]  就是說神是看著這些教會,究竟有沒有發光發熱
[00:09:44.400 --> 00:09:50.160]  然後祂說我知道你的行為,因為我是完全知道你在做什麼
[00:09:50.160 --> 00:09:54.960]  我們的神是掌管著教會,還有祂對我們的要求
[00:09:54.960 --> 00:09:57.840]  是讓我們去發光發熱的
[00:09:57.840 --> 00:10:00.480]  很難的,很辛苦的,剛才我們說
[00:10:00.480 --> 00:10:03.520]  我們回來教會,只是想休息一下
[00:10:03.520 --> 00:10:05.440]  但是聖經很奇怪的
[00:10:05.440 --> 00:10:09.440]  它沒有說我們的主是拿著一張被子
[00:10:09.440 --> 00:10:12.160]  讓我們抱一下,休息一下
[00:10:12.160 --> 00:10:17.680]  沒有說祂派一張餐券,讓我們得到供應
[00:10:17.680 --> 00:10:23.760]  祂說我拿著七個燈,七個星,七個燈台當中行走
[00:10:23.760 --> 00:10:26.640]  就是說無論我們在什麼挑戰下
[00:10:26.640 --> 00:10:32.320]  神對教會的要求還是我們要去發光發熱的
[00:10:32.320 --> 00:10:34.160]  這個是神自己的要求
[00:10:34.160 --> 00:10:37.920]  我知道這樣說,很多人會覺得很殘忍,很累
[00:10:37.920 --> 00:10:41.520]  我想回來教會得到一些滋潤,得到鼓勵
[00:10:41.520 --> 00:10:46.480]  是,這個是你的,那你不要怪我,不是我講的,是聖經這樣講的
[00:10:46.480 --> 00:10:49.840]  所以聖經這樣講,我就跟著聖經這樣講,聖經要求是這樣
[00:10:49.840 --> 00:10:54.800]  就是說我們的主,無論是這樣的挑戰,好像以弗所教會,好像香港的教會
[00:10:54.800 --> 00:11:00.400]  你回來教會,教會在神的心意裡面就是你仍然要發光發熱
[00:11:00.400 --> 00:11:03.440]  這個是神對你的挑戰和要求
[00:11:03.440 --> 00:11:05.680]  你是可以並且你要求這樣做
[00:11:05.680 --> 00:11:09.200]  你不要說我很辛苦,是我也知道辛苦
[00:11:09.200 --> 00:11:13.280]  神說我也知道你辛苦,不過我不會改變我對你的要求
[00:11:13.280 --> 00:11:16.880]  教會不是一個逃避的地方,教會不是一個安樂窩
[00:11:16.880 --> 00:11:21.680]  讓你可以辛苦了這麼多天,回來的時候可以休息一下
[00:11:21.680 --> 00:11:25.680]  所以很多人回來禮拜堂的時候,就說教會為什麼不理我
[00:11:25.680 --> 00:11:28.960]  我都有什麼需要,是,教會是互相扶持
[00:11:28.960 --> 00:11:35.840]  不過教會是一個發熱發光的地方,不單單是一個溫馨的團體
[00:11:35.840 --> 00:11:39.680]  仍然在神的眼中,你是要去做這件事
[00:11:39.680 --> 00:11:46.160]  全福堂同樣是,我們在周圍的這個社區裡面
[00:11:46.160 --> 00:11:50.720]  我們在油麻地裡面,我們在周圍的人的眼中
[00:11:50.720 --> 00:11:53.760]  我們仍然有這個責任,我們是燈台來的
[00:11:53.760 --> 00:11:57.920]  我們的主仍然無論我們在什麼生活,在什麼挑戰底下
[00:11:57.920 --> 00:12:02.880]  他仍然在我們的燈台裡行走,去看看我們有沒有發光有沒有發熱
[00:12:02.880 --> 00:12:05.200]  油還有沒有在,關了火沒有
[00:12:05.200 --> 00:12:09.040]  這是神一直對我們沒有改變的挑戰
[00:12:09.040 --> 00:12:13.600]  因為他是掌管著教會的,他是完全知道教會在做什麼的
[00:12:13.600 --> 00:12:17.760]  還有他監察著教會有沒有發光發熱的,那位的主
[00:12:17.760 --> 00:12:22.880]  好了,這位主這樣的時候,究竟他對教會說了什麼話
[00:12:22.880 --> 00:12:26.720]  在這所教會,他就說到派成績表了
[00:12:26.720 --> 00:12:31.760]  派成績表的時候,我們發覺在耶穌基督的成績表裡面
[00:12:31.760 --> 00:12:36.960]  以弗所教會是一個應該給讚賞的教會
[00:12:36.960 --> 00:12:40.080]  但也是給他責備的教會
[00:12:40.080 --> 00:12:43.520]  神是很公平的,有好的,也有弱點的
[00:12:43.520 --> 00:12:48.000]  先看這個以弗所教會是被欣賞的地方在哪裡
[00:12:48.000 --> 00:12:50.400]  最主要就是第二節和第三節
[00:12:50.400 --> 00:12:53.360]  他說你的勞苦,你的忍耐
[00:12:53.360 --> 00:12:58.800]  你也知道你不能容忍惡人,也曾經試驗過那些自稱為使徒,其實不是使徒的人
[00:12:58.800 --> 00:13:00.160]  看出他們是假的
[00:13:00.160 --> 00:13:05.680]  第三節,你有忍耐,曾為我命的緣故,忍受一切,並不困倦
[00:13:05.680 --> 00:13:08.240]  好了,這兩節就跟大家一起查經
[00:13:08.240 --> 00:13:10.240]  這兩節裡面,你看看
[00:13:10.240 --> 00:13:12.560]  最主要就是他對他欣賞的說話
[00:13:12.560 --> 00:13:15.680]  這欣賞的說話總結起來的重點在哪裡
[00:13:15.680 --> 00:13:17.680]  重複又重複的,是什麼
[00:13:17.680 --> 00:13:19.680]  忍耐,對了,很好
[00:13:19.680 --> 00:13:21.680]  這裡說了兩次
[00:13:21.680 --> 00:13:29.280]  忍耐,勞苦,第三節,你有忍耐,甚至忍受一切,並不困倦
[00:13:29.280 --> 00:13:37.920]  所以以弗所的教會,它的形象,它的獨特性,就是它很忍的
[00:13:37.920 --> 00:13:41.040]  就是說,人家一想起以弗所的教會
[00:13:41.040 --> 00:13:46.080]  它最令人印象深刻的就是以弗所教會的會友
[00:13:46.080 --> 00:13:50.000]  那些基督徒,他們是很能熬的,很有堅忍的
[00:13:50.000 --> 00:13:52.000]  人家忍不了的,他也可以忍的
[00:13:52.000 --> 00:13:54.000]  這個就是一個形象
[00:13:54.000 --> 00:13:58.640]  以弗所教會的標誌就是忍耐,堅忍
[00:13:58.640 --> 00:14:00.640]  每一間教會都有一個形象的
[00:14:00.640 --> 00:14:04.960]  我不知道全福堂的教會,這個教會我們的形象是什麼
[00:14:04.960 --> 00:14:06.960]  那未必和以弗所教會的
[00:14:06.960 --> 00:14:09.680]  正如每一個人都有形象的,我和大家提過
[00:14:09.680 --> 00:14:11.680]  你知不知道每一個人都有一個形象的
[00:14:11.680 --> 00:14:14.160]  這個不是形象顧問給你的
[00:14:14.160 --> 00:14:17.200]  那些明星,歌星的形象顧問,那些是假的
[00:14:17.200 --> 00:14:20.640]  很純正,其實是很粗口的,你知不知道
[00:14:20.640 --> 00:14:25.040]  但是真正的形象是別人給你的
[00:14:25.040 --> 00:14:27.760]  你喜歡不喜歡,別人一想起你的時候就想起你
[00:14:27.760 --> 00:14:30.640]  你說沒有的,哪有形象,小角色哪有形象
[00:14:30.640 --> 00:14:33.280]  不是的,每一個人在別人心目中都有形象的
[00:14:33.280 --> 00:14:35.280]  你試一下做一個簡單的實驗
[00:14:35.280 --> 00:14:39.200]  你想一下你某一個親友或者某一個同事
[00:14:39.200 --> 00:14:43.440]  一想起他,那個人經常遲到的,想起他的形象
[00:14:43.440 --> 00:14:45.440]  是不是,有時候不是那麼差
[00:14:45.440 --> 00:14:48.320]  某一個人,一想起他就很開心的
[00:14:48.320 --> 00:14:52.160]  一想起他,每逢他在的時候,大家就很開心的
[00:14:52.160 --> 00:14:54.160]  這就是他的形象
[00:14:54.160 --> 00:14:57.600]  別人想起你也有形象,我不知道別人想起你的形象是什麼
[00:14:57.600 --> 00:14:58.640]  你自己知道
[00:14:58.640 --> 00:15:01.600]  以弗所教會的形象一想起的時候
[00:15:01.600 --> 00:15:05.920]  堅忍,忍耐,忍耐,很能熬
[00:15:05.920 --> 00:15:07.920]  這就是那個形象
[00:15:07.920 --> 00:15:12.320]  究竟為什麼以弗所有這樣的堅忍我們不知道
[00:15:12.320 --> 00:15:15.920]  不過這件事值得我們去特別研究一下
[00:15:15.920 --> 00:15:20.000]  因為耶穌基督很明顯就是很稱讚他這件事
[00:15:20.000 --> 00:15:25.600]  究竟堅忍是怎樣的意思在這裡
[00:15:25.600 --> 00:15:28.000]  我們用這兩節來看
[00:15:28.000 --> 00:15:32.160]  我們發覺這裡用了幾個不同的字,用了三個不同的字
[00:15:32.160 --> 00:15:34.560]  忍耐就是他本身的那個字
[00:15:34.560 --> 00:15:38.480]  Hupomone,希臘文是忍耐這個字
[00:15:38.640 --> 00:15:41.120]  忍耐這個字,所以我就說
[00:15:41.120 --> 00:15:45.440]  既然聖經裡面沒有詳細講到他是怎樣的話
[00:15:45.440 --> 00:15:49.360]  我就去查一下整個聖經裡面對於這個字的意思是什麼
[00:15:49.360 --> 00:15:51.360]  以弗所教會很特別的
[00:15:51.360 --> 00:15:55.120]  第一,他可以忍受很多別人忍受不了的事情
[00:15:55.120 --> 00:16:01.040]  還有他是不可以忍受那些耶穌基督不可以忍受的事情
[00:16:01.040 --> 00:16:04.080]  因為他也說有些惡人
[00:16:04.080 --> 00:16:09.360]  其實第二節我覺得他翻譯得有一點點我自己的意見
[00:16:09.360 --> 00:16:12.160]  他說你不能容忍惡人
[00:16:12.160 --> 00:16:15.040]  其實原文就沒有惡人不是某一個人
[00:16:15.040 --> 00:16:17.040]  而是不能夠容忍罪惡
[00:16:17.040 --> 00:16:18.000]  OK
[00:16:18.000 --> 00:16:20.960]  就是說以弗所教會是一個很精明的教會
[00:16:20.960 --> 00:16:24.080]  很堅持的教會,要求很高的教會
[00:16:24.080 --> 00:16:26.160]  教會有罪惡不可以接受
[00:16:26.160 --> 00:16:27.760]  尤其是第六節你看
[00:16:27.760 --> 00:16:30.320]  就是說你還有一個優點
[00:16:30.320 --> 00:16:33.360]  就是你恨惡,用恨惡這個字
[00:16:33.360 --> 00:16:36.400]  很不喜歡尼哥拉黨的人
[00:16:36.400 --> 00:16:40.640]  因為這也是我所恨惡的
[00:16:40.640 --> 00:16:43.120]  尼哥拉黨是什麼我不知道
[00:16:43.120 --> 00:16:46.000]  我想我看過很多書
[00:16:46.000 --> 00:16:48.000]  學者都不知道因為這個只有名字
[00:16:48.000 --> 00:16:50.480]  最後我只能夠說尼哥拉黨
[00:16:50.480 --> 00:16:52.000]  尼哥拉加個黨
[00:16:52.000 --> 00:16:54.000]  尼哥拉黨
[00:16:54.000 --> 00:16:58.000]  等下我們才慢慢去看他為什麼會這麼恨他
[00:16:59.440 --> 00:17:06.720]  就是說他容忍很多的挑戰他都可以捱住
[00:17:06.720 --> 00:17:10.400]  但是他不可以容忍神不容忍的東西
[00:17:10.400 --> 00:17:12.400]  這是一個很好的教會
[00:17:12.400 --> 00:17:14.400]  他很要求很高
[00:17:14.400 --> 00:17:18.960]  在真理上特別在罪惡上不可以接受
[00:17:18.960 --> 00:17:25.200]  但是同樣的很多挑戰上他可以忍受
[00:17:25.200 --> 00:17:29.200]  那怎麼可以忍受呢
[00:17:29.200 --> 00:17:31.200]  這裡用多了兩個字
[00:17:31.200 --> 00:17:33.200]  我們看看第二節
[00:17:33.200 --> 00:17:35.200]  他說我看出你的勞苦
[00:17:35.200 --> 00:17:37.200]  你的忍耐
[00:17:37.200 --> 00:17:42.160]  他的忍耐是在勞苦裡面表現出來
[00:17:42.160 --> 00:17:44.160]  勞苦這個字
[00:17:44.160 --> 00:17:46.160]  corpus這個字
[00:17:46.160 --> 00:17:48.160]  是用在什麼呢
[00:17:48.160 --> 00:17:50.160]  當時在希臘文就是有些
[00:17:50.160 --> 00:17:54.880]  就是那些奴隸做苦工的時候很辛苦
[00:17:54.880 --> 00:17:56.880]  主人仍然鞭他
[00:17:56.880 --> 00:17:58.880]  不做不可以
[00:17:58.880 --> 00:18:00.880]  於是他死捱
[00:18:00.880 --> 00:18:02.880]  這個字叫corpus
[00:18:02.880 --> 00:18:04.880]  所以這個奴婦的意思就是說
[00:18:04.880 --> 00:18:08.880]  很難受在強度上已經捱不住
[00:18:08.880 --> 00:18:10.880]  仍然可以捱住
[00:18:10.880 --> 00:18:14.880]  這是第一個比較具體的獨特性
[00:18:14.880 --> 00:18:16.880]  第二個在第三節裡面
[00:18:16.880 --> 00:18:22.880]  你曾為我命的緣故忍受一切並不困倦
[00:18:22.880 --> 00:18:24.880]  忍受這個字
[00:18:24.880 --> 00:18:26.880]  bastardo這個字
[00:18:26.880 --> 00:18:28.880]  不是強度
[00:18:28.880 --> 00:18:30.880]  是說時間性
[00:18:30.880 --> 00:18:32.880]  就像跑馬拉松
[00:18:32.880 --> 00:18:34.880]  跑啊跑啊
[00:18:34.880 --> 00:18:36.880]  有些人說我受不了
[00:18:36.880 --> 00:18:38.880]  但有些人說不行
[00:18:38.880 --> 00:18:40.880]  我還可以捱下去
[00:18:40.880 --> 00:18:42.880]  是一個持續的
[00:18:42.880 --> 00:18:44.880]  人家已經要放棄的時候
[00:18:44.880 --> 00:18:46.880]  他仍然不放棄的意思
[00:18:46.880 --> 00:18:48.880]  所以這兩個我相信就描述了
[00:18:48.880 --> 00:18:50.880]  以弗所教會裡面或者某一個信徒
[00:18:50.880 --> 00:18:52.880]  找你和我在一個屬靈上
[00:18:52.880 --> 00:18:54.880]  是一種美德
[00:18:54.880 --> 00:18:56.880]  大家知道忍耐這個字在聖經裡面
[00:18:56.880 --> 00:18:58.880]  多次出現是一個屬靈的美德
[00:18:58.880 --> 00:19:00.880]  譬如聖靈所寄的果子裡面是忍耐
[00:19:00.880 --> 00:19:02.880]  我們一起看看
[00:19:02.880 --> 00:19:04.880]  為什麼可以忍耐
[00:19:04.880 --> 00:19:06.880]  這個很重要
[00:19:06.880 --> 00:19:08.880]  我和大家做了功課
[00:19:08.880 --> 00:19:10.880]  將聖經裡面這個忍耐
[00:19:10.880 --> 00:19:12.880]  這個課題做了研究
[00:19:12.880 --> 00:19:14.880]  我就想和大家分享兩件事
[00:19:14.880 --> 00:19:16.880]  第一件事
[00:19:16.880 --> 00:19:18.880]  為什麼一個人可以
[00:19:18.880 --> 00:19:20.880]  忍耐這種美德
[00:19:20.880 --> 00:19:22.880]  並且可以有一個強度
[00:19:22.880 --> 00:19:24.880]  很強烈的
[00:19:24.880 --> 00:19:26.880]  很痛的很困難的
[00:19:26.880 --> 00:19:28.880]  人生需要忍耐嗎?當然需要
[00:19:28.880 --> 00:19:30.880]  以弗所教會需要忍耐
[00:19:30.880 --> 00:19:32.880]  因為他面對我們剛才看過
[00:19:32.880 --> 00:19:34.880]  社會上給的壓力
[00:19:34.880 --> 00:19:36.880]  信仰上給的壓力
[00:19:36.880 --> 00:19:38.880]  以弗所教會是這樣
[00:19:38.880 --> 00:19:40.880]  但你和我更加是這樣
[00:19:40.880 --> 00:19:42.880]  我們人生裡面總有一二零一八年
[00:19:42.880 --> 00:19:44.880]  有沒有什麼需要忍耐呢?
[00:19:44.880 --> 00:19:46.880]  我相信肯定有
[00:19:46.880 --> 00:19:48.880]  有時是來自我們人生裡面的際遇
[00:19:48.880 --> 00:19:50.880]  有時是來自我們成敗得失
[00:19:50.880 --> 00:19:52.880]  有時是來自我們所面對的病痛
[00:19:52.880 --> 00:19:54.880]  有時是來自我們所面對的人際關係裡面
[00:19:54.880 --> 00:19:56.880]  總而言之
[00:19:56.880 --> 00:19:58.880]  我們有些很難
[00:19:58.880 --> 00:20:00.880]  面對的挑戰
[00:20:00.880 --> 00:20:02.880]  我們要熬的
[00:20:02.880 --> 00:20:04.880]  有時是身體上有時是心情上
[00:20:04.880 --> 00:20:06.880]  總而言之那些要熬的日子裡面我們就需要忍耐
[00:20:06.880 --> 00:20:08.880]  但究竟我們怎樣可以忍耐呢?
[00:20:08.880 --> 00:20:10.880]  忍耐到一個很強的地步
[00:20:10.880 --> 00:20:12.880]  人家都忍不住了
[00:20:12.880 --> 00:20:14.880]  好像奴隸一樣被人鞭的時候
[00:20:14.880 --> 00:20:16.880]  他仍然可以熬下去
[00:20:16.880 --> 00:20:18.880]  那種這樣的奴婦
[00:20:18.880 --> 00:20:20.880]  我想和大家分享
[00:20:20.880 --> 00:20:22.880]  有一節聖經希伯來書
[00:20:22.880 --> 00:20:24.880]  十二章一節
[00:20:24.880 --> 00:20:26.880]  所以我們既然有許多的見證人
[00:20:26.880 --> 00:20:28.880]  好像雲彩一樣
[00:20:28.880 --> 00:20:30.880]  圍繞著我們
[00:20:30.880 --> 00:20:32.880]  我們應該脫下各樣的拖累
[00:20:32.880 --> 00:20:34.880]  容易纏著我們的罪
[00:20:34.880 --> 00:20:36.880]  以堅忍的心
[00:20:36.880 --> 00:20:38.880]  就是這裡了
[00:20:38.880 --> 00:20:40.880]  堅忍的心奔跑在我們前面
[00:20:40.880 --> 00:20:42.880]  要走的路和賽程
[00:20:42.880 --> 00:20:44.880]  我講了一個很重要的秘訣
[00:20:44.880 --> 00:20:46.880]  為什麼有些人忍不住了
[00:20:46.880 --> 00:20:48.880]  為什麼有些人還可以忍到分別在哪裡
[00:20:48.880 --> 00:20:50.880]  因為那些人有一個秘訣
[00:20:50.880 --> 00:20:52.880]  就是十二章第一節裡面所講
[00:20:52.880 --> 00:20:54.880]  他們有見證人
[00:20:54.880 --> 00:20:56.880]  好像雲彩一樣圍繞著他們
[00:20:56.880 --> 00:20:58.880]  當他面對一個挑戰的時候
[00:20:58.880 --> 00:21:00.880]  為什麼忍不住
[00:21:00.880 --> 00:21:02.880]  很多人的重心就是
[00:21:02.880 --> 00:21:04.880]  他看著那個困難
[00:21:04.880 --> 00:21:06.880]  哇好難啊好痛啊
[00:21:06.880 --> 00:21:08.880]  我不行了
[00:21:08.880 --> 00:21:10.880]  然後他再看自己哎呀我好可憐啊
[00:21:10.880 --> 00:21:12.880]  你看我多慘啊
[00:21:12.880 --> 00:21:14.880]  為什麼我這麼慘啊
[00:21:14.880 --> 00:21:16.880]  為什麼我這麼不幸運啊
[00:21:16.880 --> 00:21:18.880]  為什麼我受了這麼多的打擊啊
[00:21:18.880 --> 00:21:20.880]  很多的埋怨
[00:21:20.880 --> 00:21:22.880]  你看著那個困難看著自己的時候
[00:21:22.880 --> 00:21:24.880]  你就實現不了
[00:21:24.880 --> 00:21:26.880]  這個星基說的很有趣
[00:21:26.880 --> 00:21:28.880]  你不如看看周圍
[00:21:28.880 --> 00:21:30.880]  看到見證人
[00:21:30.880 --> 00:21:32.880]  就像雲彩一樣
[00:21:32.880 --> 00:21:34.880]  你看看那些人
[00:21:34.880 --> 00:21:36.880]  你看看那個人
[00:21:36.880 --> 00:21:38.880]  他所受的比我更慘
[00:21:38.880 --> 00:21:40.880]  他可以有那種勇氣
[00:21:40.880 --> 00:21:42.880]  有那種喜樂
[00:21:42.880 --> 00:21:44.880]  甚至在這個打擊下
[00:21:44.880 --> 00:21:46.880]  和我一樣比我更厲害
[00:21:46.880 --> 00:21:48.880]  他竟然還可以成為一個
[00:21:48.880 --> 00:21:50.880]  他見證幫到其他人
[00:21:50.880 --> 00:21:52.880]  信仰的一個機會
