
[00:00:00.000 --> 00:00:13.440]  好久以前 中國最高人民法院副院長江必新接受電台訪問時說
[00:03:06.240 --> 00:03:08.240]  世界上有多少個包青天
[00:03:08.240 --> 00:03:10.240]  有多少個包拯
[00:03:10.240 --> 00:03:12.240]  所以判錯案很通常
[00:03:12.240 --> 00:03:14.240]  但現在新中國不同
[00:03:14.240 --> 00:03:17.120]  現在已經沒有冤假錯案了
[00:03:17.120 --> 00:03:19.120]  是不是呢
[00:03:19.120 --> 00:03:25.120]  如果再看一看中國近代有一個很出名的十大冤案
[00:03:25.120 --> 00:03:27.120]  其中一個十大冤案
[00:03:27.120 --> 00:03:29.120]  叫做余澤林
[00:03:29.120 --> 00:03:31.120]  坐了11年冤獄
[00:03:31.120 --> 00:03:35.120]  余澤林是1966年出生的
[00:03:35.120 --> 00:03:39.120]  屬於荊山縣的雁門口鎮市人士
[00:03:39.120 --> 00:03:41.120]  1994年的時候
[00:03:41.120 --> 00:03:43.120]  他的太太張在玉突然失蹤
[00:03:43.120 --> 00:03:45.120]  找尋也找不到
[00:03:45.120 --> 00:03:51.120]  於是他太太的外家懷疑被丈夫親手殺死
[00:03:51.120 --> 00:03:57.120]  幾個月後村民發現一個無頭婦屍
[00:03:57.120 --> 00:04:03.120]  張在玉肯定是張在玉的
[00:04:03.120 --> 00:04:07.120]  所以公安懷疑是他丈夫謀殺他太太
[00:04:07.120 --> 00:04:11.120]  於是抓了他去坐牢
[00:04:11.120 --> 00:04:13.120]  終身監禁
[00:04:13.120 --> 00:04:17.120]  不知坐了11年之後
[00:04:17.120 --> 00:04:19.120]  他太太突然在村裡出現
[00:04:19.120 --> 00:04:21.120]  不是復活
[00:04:21.120 --> 00:04:23.120]  而是根本沒有死
[00:04:23.120 --> 00:04:27.120]  於是才查出原來是判錯了冤獄
[00:04:27.120 --> 00:04:31.120]  但他已經失去了11年的自由
[00:04:31.120 --> 00:04:33.120]  其實不單止
[00:04:33.120 --> 00:04:35.120]  如果你有機會上網看一看
[00:04:35.120 --> 00:04:39.120]  近代十大冤案都很有趣
[00:04:39.120 --> 00:04:41.120]  很多都是突然回生
[00:04:41.120 --> 00:04:43.120]  不單止是中國
[00:04:43.120 --> 00:04:49.120]  你看看今天法制完善的美國
[00:04:49.120 --> 00:04:51.120]  何嘗不是有很多冤假錯案呢?
[00:04:51.120 --> 00:04:55.120]  2014年12月19日
[00:04:55.120 --> 00:04:57.120]  美國的South Carolina Circuit Court
[00:04:57.120 --> 00:04:59.120]  正式承認
[00:04:59.120 --> 00:05:03.120]  判了幾宗死刑的案件
[00:05:03.120 --> 00:05:05.120]  其中一個最出名的
[00:05:05.120 --> 00:05:07.120]  是70年前一個非裔少年人
[00:05:07.120 --> 00:05:11.120]  14歲的George Stinland Jr
[00:05:11.120 --> 00:05:15.120]  被判謀殺兩個白種女士
[00:05:15.120 --> 00:05:17.120]  被判死刑
[00:05:17.120 --> 00:05:19.120]  是美國有史以來
[00:05:19.120 --> 00:05:23.120]  被判死刑最年輕的一個
[00:05:23.120 --> 00:05:27.120]  但後來發現
[00:05:27.120 --> 00:05:29.120]  判錯了
[00:05:29.120 --> 00:05:31.120]  是極大的錯誤
[00:05:31.120 --> 00:05:33.120]  但已經太遲了
[00:05:33.120 --> 00:05:35.120]  判了死刑
[00:05:35.120 --> 00:05:37.120]  另外一宗案件
[00:05:37.120 --> 00:05:41.120]  根據South Carolina的報告
[00:05:41.120 --> 00:05:45.120]  是一個17歲的非洲裔少年
[00:05:45.120 --> 00:05:47.120]  被判謀殺罪名成立
[00:05:47.120 --> 00:05:49.120]  被判死刑
[00:05:49.120 --> 00:05:51.120]  但幸好被判死刑時
[00:05:51.120 --> 00:05:53.120]  他一直上訴
[00:05:53.120 --> 00:05:55.120]  17歲就犯罪
[00:05:55.120 --> 00:05:57.120]  36歲都沒有被判死刑
[00:05:57.120 --> 00:06:01.120]  但他仍然是有罪
[00:06:01.120 --> 00:06:03.120]  誰知36歲的時候
[00:06:03.120 --> 00:06:05.120]  法庭發現
[00:06:05.120 --> 00:06:07.120]  原來是冤枉的
[00:06:07.120 --> 00:06:09.120]  是冤假錯案
[00:06:09.120 --> 00:06:11.120]  根據University of Michigan的教授
[00:06:11.120 --> 00:06:13.120]  Samuel Gross的研究
[00:06:13.120 --> 00:06:15.120]  在美國的司法史上
[00:06:15.120 --> 00:06:19.120]  在美國的司法史上
[00:06:19.120 --> 00:06:21.120]  最多人有4.1%的人
[00:06:21.120 --> 00:06:23.120]  被判死刑
[00:06:23.120 --> 00:06:25.120]  是判錯了
[00:06:25.120 --> 00:06:27.120]  4%有4個
[00:06:27.120 --> 00:06:29.120]  所以你會看到
[00:06:29.120 --> 00:06:31.120]  在今天這個世界裏
[00:06:31.120 --> 00:06:33.120]  冤假錯案
[00:06:33.120 --> 00:06:35.120]  是往往發生的
[00:06:35.120 --> 00:06:37.120]  我剛才所說的
[00:06:37.120 --> 00:06:39.120]  就是他沒有犯罪
[00:06:39.120 --> 00:06:41.120]  判了他犯罪
[00:06:41.120 --> 00:06:43.120]  但有更多更多
[00:06:43.120 --> 00:06:45.120]  是犯了罪
[00:06:45.120 --> 00:06:47.120]  沒有判他犯罪
[00:06:47.120 --> 00:06:49.120]  那些更多
[00:06:49.120 --> 00:06:51.120]  那些冤假錯案
[00:06:51.120 --> 00:06:53.120]  真是數不勝數
[00:06:53.120 --> 00:06:55.120]  無論你在美國或英國
[00:06:55.120 --> 00:06:57.120]  英國很出名的
[00:06:57.120 --> 00:06:59.120]  A6 Murder
[00:06:59.120 --> 00:07:01.120]  被謀殺
[00:07:01.120 --> 00:07:03.120]  判了死刑
[00:07:03.120 --> 00:07:05.120]  又是判錯了
[00:07:05.120 --> 00:07:07.120]  所以你會發覺在今天這個世界裏
[00:07:07.120 --> 00:07:09.120]  今天我們的司法制度
[00:07:09.120 --> 00:07:11.120]  無論你怎樣說歐美的司法制度
[00:07:11.120 --> 00:07:13.120]  怎樣完善
[00:07:13.120 --> 00:07:15.120]  其實都有很多是冤假錯案
[00:07:15.120 --> 00:07:17.120]  包括我自己在內
[00:07:17.120 --> 00:07:19.120]  我沒有被謀殺
[00:07:19.120 --> 00:07:21.120]  有一次我和我太太和兩個孫子
[00:07:21.120 --> 00:07:23.120]  在Tahoe滑雪回來的時候
[00:07:23.120 --> 00:07:25.120]  被警察抄牌
[00:07:25.120 --> 00:07:27.120]  說我開車超過84里
[00:07:27.120 --> 00:07:29.120]  明明隔壁的車和我一模一樣
[00:07:29.120 --> 00:07:31.120]  是Honda Accord
[00:07:31.120 --> 00:07:33.120]  他看錯了
[00:07:33.120 --> 00:07:35.120]  抄了我的牌
[00:07:35.120 --> 00:07:37.120]  於是我不服氣
[00:07:37.120 --> 00:07:39.120]  就和法庭去打
[00:07:39.120 --> 00:07:41.120]  結果我輸了
[00:07:41.120 --> 00:07:43.120]  法官信他不信我
[00:07:43.120 --> 00:07:45.120]  又是另外一宗冤假錯案
[00:07:45.120 --> 00:07:47.120]  世界上有很多這樣的冤假錯案
[00:07:47.120 --> 00:07:49.120]  無論司法制度怎樣
[00:07:49.120 --> 00:07:51.120]  你所謂健全的你都會發覺
[00:07:51.120 --> 00:07:53.120]  所以傳道書說得很對
[00:07:53.120 --> 00:07:55.120]  傳道書3章16節說
[00:07:55.120 --> 00:07:57.120]  所羅門王怎樣說
[00:07:57.120 --> 00:07:59.120]  我又見日剛之下
[00:07:59.120 --> 00:08:01.120]  在審判之處有奸惡
[00:08:01.120 --> 00:08:03.120]  在公義之處也有奸惡
[00:08:03.120 --> 00:08:05.120]  接著說這句話很正
[00:08:05.120 --> 00:08:07.120]  我心裡說神必審判義人和惡人
[00:08:07.120 --> 00:08:09.120]  因為在哪裡各樣事務
[00:08:09.120 --> 00:08:11.120]  一切工作都有定時
[00:08:11.120 --> 00:08:13.120]  所羅門王說什麼
[00:08:13.120 --> 00:08:15.120]  他說我們今天的世界
[00:08:15.120 --> 00:08:17.120]  無論你怎樣覺得
[00:08:17.120 --> 00:08:19.120]  這個司法制度有多健全
[00:08:19.120 --> 00:08:21.120]  都有很多冤假錯案存在
[00:08:21.120 --> 00:08:23.120]  在裡面
[00:08:23.120 --> 00:08:25.120]  因為這個緣故
[00:08:25.120 --> 00:08:27.120]  如果一個人不相信有最後的審判
[00:08:27.120 --> 00:08:29.120]  上帝的審判
[00:08:29.120 --> 00:08:31.120]  這個世界實在不公平
[00:08:31.120 --> 00:08:33.120]  所以所羅門王就告訴我們
[00:08:33.120 --> 00:08:35.120]  因為在哪裡各樣事務
[00:08:35.120 --> 00:08:37.120]  一切工作都有定時
[00:08:37.120 --> 00:08:39.120]  神就會按著審判
[00:08:39.120 --> 00:08:41.120]  所以為什麼我們相信
[00:08:41.120 --> 00:08:43.120]  有最後的審判
[00:08:43.120 --> 00:08:45.120]  因為那時候才是一個真正沒有冤假錯案的時候
[00:08:45.120 --> 00:08:47.120]  因為那時候才是一個真正沒有冤假錯案的時候
[00:08:47.120 --> 00:08:49.120]  環顧整個世界如是
[00:08:49.120 --> 00:08:51.120]  很多時候我們都會發覺
[00:08:51.120 --> 00:08:53.120]  中國人說
[00:08:53.120 --> 00:08:55.120]  善有善報
[00:08:55.120 --> 00:08:57.120]  惡有惡報
[00:08:57.120 --> 00:08:59.120]  若是不報
[00:08:59.120 --> 00:09:01.120]  時辰未到
[00:09:01.120 --> 00:09:03.120]  但很多時候我們發覺
[00:09:03.120 --> 00:09:05.120]  時辰永遠都不來
[00:09:05.120 --> 00:09:07.120]  耶穌基督就用了這個比喻
[00:09:07.120 --> 00:09:09.120]  耶穌基督就用了這個比喻
[00:09:09.120 --> 00:09:11.120]  一個很有趣的比喻
[00:09:11.120 --> 00:09:13.120]  一個惡緣故的比喻
[00:09:13.120 --> 00:09:15.120]  這個比喻
[00:09:15.120 --> 00:09:17.120]  這個比喻
[00:09:17.120 --> 00:09:19.120]  去告訴我們
[00:09:19.120 --> 00:09:21.120]  審判是什麼意思
[00:09:21.120 --> 00:09:23.120]  當我們再看一看經文的時候
[00:09:23.120 --> 00:09:25.120]  我們發覺
[00:09:25.120 --> 00:09:27.120]  沒錯 上帝將來會有最後審判
[00:09:27.120 --> 00:09:29.120]  但我們再看清楚的時候
[00:09:29.120 --> 00:09:31.120]  我們發覺不對勁
[00:09:31.120 --> 00:09:33.120]  怎樣不對勁
[00:09:33.120 --> 00:09:35.120]  有很多人說
[00:09:35.120 --> 00:09:37.120]  就算上帝的審判都有冤假錯案
[00:09:37.120 --> 00:09:39.120]  於是你說
[00:09:39.120 --> 00:09:41.120]  上帝判案怎會有冤假錯案
[00:09:41.120 --> 00:09:43.120]  你再看清楚的時候
[00:09:43.120 --> 00:09:45.120]  有一樣東西我們摸不著頭腦的
[00:09:45.120 --> 00:09:47.120]  是什麼呢
[00:09:47.120 --> 00:09:49.120]  上帝的標準
[00:09:49.120 --> 00:09:51.120]  不是根據你善有善報 惡有惡報
[00:09:51.120 --> 00:09:53.120]  不是根據你的道德標準
[00:09:53.120 --> 00:09:55.120]  不是根據你的道德標準
[00:09:55.120 --> 00:09:57.120]  是根據你信不信耶穌
[00:09:57.120 --> 00:09:59.120]  是根據你的教育
[00:09:59.120 --> 00:10:01.120]  於是有很多人就說
[00:10:01.120 --> 00:10:03.120]  沒有理由的 不公平的
[00:10:03.120 --> 00:10:07.120]  我自小就已經是一個很乖的小孩
[00:10:07.120 --> 00:10:11.120]  我長大了就已經是一個慈善家
[00:10:11.120 --> 00:10:13.120]  我對人關懷
[00:10:13.120 --> 00:10:15.120]  我對人有愛心
[00:10:15.120 --> 00:10:17.120]  我做了很多善事
[00:10:17.120 --> 00:10:19.120]  就因為我不信耶穌就要我去地獄
[00:10:19.120 --> 00:10:21.120]  每個大賊
[00:10:21.120 --> 00:10:23.120]  每個奸惡的人
[00:10:23.120 --> 00:10:25.120]  臨死的時候說信耶穌
[00:10:25.120 --> 00:10:27.120]  他就上天堂
[00:10:27.120 --> 00:10:29.120]  世上有什麼不公平的事
[00:10:29.120 --> 00:10:31.120]  你說這是不是冤假錯案
[00:10:31.120 --> 00:10:33.120]  上帝犯的冤假錯案
[00:10:33.120 --> 00:10:39.120]  無論是非基督徒還是基督徒
[00:10:39.120 --> 00:10:41.120]  這個問題真的困擾我們
[00:10:41.120 --> 00:10:43.120]  為什麼一個好人
[00:10:43.120 --> 00:10:45.120]  比很多基督徒還要好
[00:10:45.120 --> 00:10:47.120]  他做了很多慈善的事
[00:10:47.120 --> 00:10:49.120]  他做了很多救濟的工作
[00:10:49.120 --> 00:10:51.120]  就因為他不信耶穌
[00:10:51.120 --> 00:10:53.120]  就要去地獄
[00:10:53.120 --> 00:10:55.120]  每個人殺人放火
[00:10:55.120 --> 00:10:57.120]  奸淫擄掠
[00:10:57.120 --> 00:10:59.120]  最後信了耶穌
[00:10:59.120 --> 00:11:01.120]  可能五分鐘前就信了耶穌
[00:11:01.120 --> 00:11:03.120]  就上天堂
[00:11:03.120 --> 00:11:05.120]  世上怎麼會有這麼不公平的事情
[00:11:05.120 --> 00:11:07.120]  我想不單止是非基督徒問這個問題
[00:11:07.120 --> 00:11:09.120]  每一個有正義感的人
[00:11:09.120 --> 00:11:11.120]  每一個有道德的人
[00:11:11.120 --> 00:11:13.120]  都會問這個問題
[00:11:13.120 --> 00:11:15.120]  It's not fair
[00:11:15.120 --> 00:11:17.120]  我們試試看
[00:11:17.120 --> 00:11:19.120]  看耶穌怎麼解釋
[00:11:19.120 --> 00:11:21.120]  耶穌用這個比喻
[00:11:21.120 --> 00:11:23.120]  我們看看
[00:11:23.120 --> 00:11:25.120]  究竟想說什麼
[00:11:25.120 --> 00:11:27.120]  在剛才我們讀的這個比喻
[00:11:27.120 --> 00:11:29.120]  這個比喻很簡單
[00:11:29.120 --> 00:11:31.120]  這個比喻說到
[00:11:31.120 --> 00:11:33.120]  有一個人
[00:11:33.120 --> 00:11:35.120]  他出錢投資
[00:11:35.120 --> 00:11:37.120]  栽了一個葡萄園
[00:11:37.120 --> 00:11:39.120]  他又不肯投資
[00:11:39.120 --> 00:11:41.120]  所以就租了一個葡萄園
[00:11:41.120 --> 00:11:43.120]  給那些叫做猿戶
[00:11:43.120 --> 00:11:45.120]  猿戶租了葡萄園
[00:11:45.120 --> 00:11:47.120]  猿戶就請工人去栽種葡萄
[00:11:47.120 --> 00:11:49.120]  和收割葡萄
[00:11:49.120 --> 00:11:51.120]  你租了給別人
[00:11:51.120 --> 00:11:53.120]  你當然要收租
[00:11:53.120 --> 00:11:55.120]  事後到了
[00:11:55.120 --> 00:11:57.120]  葡萄熟了
[00:11:57.120 --> 00:11:59.120]  這個主人去栽了葡萄
[00:11:59.120 --> 00:12:01.120]  然後就去遠處住
[00:12:01.120 --> 00:12:03.120]  遠處住
[00:12:03.120 --> 00:12:05.120]  然後就去遠處住
[00:12:05.120 --> 00:12:07.120]  遠處住
[00:12:07.120 --> 00:12:09.120]  然後就去遠處住
[00:12:09.120 --> 00:12:11.120]  於是就派一個僕人
[00:12:11.120 --> 00:12:13.120]  去猿戶那裡
[00:12:13.120 --> 00:12:15.120]  收租
[00:12:15.120 --> 00:12:17.120]  那時候收租不是
[00:12:17.120 --> 00:12:19.120]  支付寶
[00:12:19.120 --> 00:12:21.120]  而是用葡萄
[00:12:21.120 --> 00:12:23.120]  幾個擔
[00:12:23.120 --> 00:12:25.120]  那個僕人去到的時候
[00:12:25.120 --> 00:12:27.120]  猿戶說
[00:12:27.120 --> 00:12:29.120]  那個僕人來
[00:12:29.120 --> 00:12:31.120]  不但不給租
[00:12:31.120 --> 00:12:33.120]  還打他一身
[00:12:33.120 --> 00:12:35.120]  於是這個僕人就回去告訴主人
[00:12:35.120 --> 00:12:37.120]  收不到租
[00:12:37.120 --> 00:12:39.120]  被他打了一身
[00:12:39.120 --> 00:12:41.120]  於是主人就派別人去
[00:12:41.120 --> 00:12:43.120]  或者這個
[00:12:43.120 --> 00:12:45.120]  不是太好態度
[00:12:45.120 --> 00:12:47.120]  派別人去
[00:12:47.120 --> 00:12:49.120]  派別人去
[00:12:49.120 --> 00:12:51.120]  不但侮辱他
[00:12:51.120 --> 00:12:53.120]  又打他一身
[00:12:53.120 --> 00:12:55.120]  於是他就空手而回
[00:12:55.120 --> 00:12:57.120]  一點租都收不到
[00:12:57.120 --> 00:12:59.120]  於是原主人說不行
[00:12:59.120 --> 00:13:01.120]  派第三個去
[00:13:01.120 --> 00:13:03.120]  收租的時候
[00:13:03.120 --> 00:13:05.120]  被打到半死
[00:13:05.120 --> 00:13:07.120]  一樣被羞辱
[00:13:07.120 --> 00:13:09.120]  於是又空手而回
[00:13:09.120 --> 00:13:11.120]  於是原主人就說不行了
[00:13:11.120 --> 00:13:13.120]  這次我要派我的兒子去
[00:13:13.120 --> 00:13:15.120]  耶穌說
[00:13:15.120 --> 00:13:17.120]  是我所愛的兒子
[00:13:17.120 --> 00:13:19.120]  我的愛子
[00:13:19.120 --> 00:13:21.120]  或者他會因為
[00:13:21.120 --> 00:13:23.120]  是老闆的兒子
[00:13:23.120 --> 00:13:25.120]  太子爺
[00:13:25.120 --> 00:13:27.120]  他會尊重一下
[00:13:27.120 --> 00:13:29.120]  或者可以收到租
[00:13:29.120 --> 00:13:31.120]  所以派他的兒子去
[00:13:31.120 --> 00:13:33.120]  這個太子爺
[00:13:33.120 --> 00:13:35.120]  承受這些遺產
[00:13:35.120 --> 00:13:37.120]  不如殺了他
[00:13:37.120 --> 00:13:41.120]  那些葡萄園就是我們的了
[00:13:41.120 --> 00:13:43.120]  趁著這個好機會
[00:13:43.120 --> 00:13:45.120]  就帶他去葡萄園外
[00:13:45.120 --> 00:13:47.120]  然後殺了他
[00:13:47.120 --> 00:13:49.120]  然後
[00:13:49.120 --> 00:13:51.120]  耶穌就說完這個故事之後
[00:13:51.120 --> 00:13:53.120]  耶穌就問一個很簡單的問題
[00:13:53.120 --> 00:13:55.120]  葡萄園的主人
[00:13:55.120 --> 00:13:57.120]  你想一下
[00:13:57.120 --> 00:13:59.120]  葡萄園的主人
[00:13:59.120 --> 00:14:01.120]  要怎樣去處理這些懸壺呢?
[00:14:01.120 --> 00:14:03.120]  耶穌就問那些人
[00:14:03.120 --> 00:14:05.120]  葡萄園的主人
[00:14:05.120 --> 00:14:07.120]  要怎樣去處理這些懸壺呢?
[00:14:07.120 --> 00:14:09.120]  根據路加福音所說
[00:14:09.120 --> 00:14:11.120]  就是耶穌說
[00:14:11.120 --> 00:14:13.120]  他要來除滅這些懸壺
[00:14:13.120 --> 00:14:15.120]  將葡萄轉給別人
[00:14:15.120 --> 00:14:17.120]  聽見這些人說
[00:14:17.120 --> 00:14:19.120]  這是萬萬不可
[00:14:19.120 --> 00:14:21.120]  耶穌自己就說
[00:14:21.120 --> 00:14:23.120]  要把葡萄園的主人
[00:14:23.120 --> 00:14:25.120]  全部都殺了
[00:14:25.120 --> 00:14:27.120]  然後把這些人都殺了
[00:14:27.120 --> 00:14:29.120]  耶穌自己就說
[00:14:29.120 --> 00:14:31.120]  耶穌說
[00:14:31.120 --> 00:14:33.120]  園主就一定派軍隊去
[00:14:33.120 --> 00:14:35.120]  不知道是不是軍隊
[00:14:35.120 --> 00:14:37.120]  打手或什麼
[00:14:37.120 --> 00:14:39.120]  去把懸壺都抓了
[00:14:39.120 --> 00:14:41.120]  然後就將他殺了
[00:14:41.120 --> 00:14:43.120]  然後就將葡萄園轉讓給其他人
[00:14:43.120 --> 00:14:45.120]  聽見的人就說
[00:14:45.120 --> 00:14:47.120]  喂!不行啊!
[00:14:47.120 --> 00:14:49.120]  萬萬不可啊!
[00:14:49.120 --> 00:14:51.120]  這個路加福音就這樣記載
[00:14:51.120 --> 00:14:53.120]  這個路加福音就這樣記載
[00:14:53.120 --> 00:14:55.120]  但如果你看馬太福音21:33
[00:14:55.120 --> 00:14:57.120]  同樣的故事
[00:14:57.120 --> 00:14:59.120]  一樣是耶穌說
[00:14:59.120 --> 00:15:01.120]  這個惡懸壺的人
[00:15:01.120 --> 00:15:03.120]  但是
[00:15:03.120 --> 00:15:05.120]  當耶穌說
[00:15:05.120 --> 00:15:07.120]  懸壺的主人
[00:15:07.120 --> 00:15:09.120]  懸主
[00:15:09.120 --> 00:15:11.120]  應該怎樣對付這些懸壺呢?
[00:15:11.120 --> 00:15:13.120]  馬太福音就有不同的記載
[00:15:13.120 --> 00:15:15.120]  馬太福音的記載是怎樣的呢?
[00:15:15.120 --> 00:15:17.120]  他要除滅這些懸壺
[00:15:17.120 --> 00:15:19.120]  將葡萄園轉給別人
[00:15:19.120 --> 00:15:21.120]  這句說話
[00:15:21.120 --> 00:15:23.120]  是馬太福音的記載
[00:15:23.120 --> 00:15:25.120]  懸壺的主人
[00:15:25.120 --> 00:15:27.120]  懸主應該殺死這些懸壺
[00:15:27.120 --> 00:15:29.120]  然後將葡萄園轉給別人
[00:15:29.120 --> 00:15:31.120]  這句說話
[00:15:31.120 --> 00:15:33.120]  不是耶穌所說
[00:15:33.120 --> 00:15:35.120]  是聽見的人所說
[00:15:35.120 --> 00:15:37.120]  路加福音就說
[00:15:37.120 --> 00:15:39.120]  聽見的人就說
[00:15:39.120 --> 00:15:41.120]  萬萬不能
[00:15:41.120 --> 00:15:43.120]  就是告訴耶穌
[00:15:43.120 --> 00:15:45.120]  不可以說成這樣
[00:15:45.120 --> 00:15:47.120]  太過暴力
[00:15:47.120 --> 00:15:49.120]  這樣去殺
[00:15:49.120 --> 00:15:51.120]  但馬太福音
[00:15:51.120 --> 00:15:53.120]  懸主應該派人殺死懸壺
[00:15:53.120 --> 00:15:55.120]  兩個完全不同
[00:15:55.120 --> 00:15:57.120]  簡單的答案
[00:15:57.120 --> 00:15:59.120]  為什麼有這樣的分別
[00:15:59.120 --> 00:16:01.120]  因為聽耶穌說
[00:16:01.120 --> 00:16:03.120]  不是一種人
[00:16:03.120 --> 00:16:05.120]  是有兩種人
[00:16:05.120 --> 00:16:07.120]  有兩批人
[00:16:07.120 --> 00:16:09.120]  第一批就是
[00:16:09.120 --> 00:16:11.120]  二十章九節所說的
[00:16:11.120 --> 00:16:13.120]  八成
[00:16:13.120 --> 00:16:15.120]  普通的八成
[00:16:15.120 --> 00:16:17.120]  他們聽耶穌說
[00:16:17.120 --> 00:16:19.120]  這些八成的反應就說
[00:16:19.120 --> 00:16:21.120]  懸主就將他們殺死
[00:16:21.120 --> 00:16:23.120]  但有另一批
[00:16:23.120 --> 00:16:25.120]  二十章第一節所說的
[00:16:25.120 --> 00:16:27.120]  就是那些文士
[00:16:27.120 --> 00:16:29.120]  祭司
[00:16:29.120 --> 00:16:31.120]  長老
[00:16:31.120 --> 00:16:33.120]  權貴人士
[00:16:33.120 --> 00:16:35.120]  宗教領袖
[00:16:35.120 --> 00:16:37.120]  而馬太和馬可
[00:16:37.120 --> 00:16:39.120]  都告訴你
[00:16:39.120 --> 00:16:41.120]  這是其中的聽眾
[00:16:41.120 --> 00:16:43.120]  兩個完全不同
[00:16:43.120 --> 00:16:45.120]  為什麼會這樣不同
[00:16:45.120 --> 00:16:47.120]  很簡單
[00:16:47.120 --> 00:16:49.120]  那些普通的八成
[00:16:49.120 --> 00:16:51.120]  一聽到的時候
[00:16:51.120 --> 00:16:53.120]  就用他們的常識
[00:16:53.120 --> 00:16:55.120]  你有沒有搞錯
[00:16:55.120 --> 00:16:57.120]  人家來
[00:16:57.120 --> 00:16:59.120]  你就拼了不交租
[00:16:59.120 --> 00:17:01.120]  就像現在在唐人街
[00:17:01.120 --> 00:17:03.120]  有幾間房子收租
[00:17:03.120 --> 00:17:05.120]  你走來收租的時候
[00:17:05.120 --> 00:17:07.120]  不單不給租
[00:17:07.120 --> 00:17:09.120]  你還趕他出去
[00:17:09.120 --> 00:17:11.120]  打他一身
[00:17:11.120 --> 00:17:13.120]  你這樣是不對的
[00:17:13.120 --> 00:17:15.120]  他派兒子來還要殺死他
[00:17:15.120 --> 00:17:17.120]  常識告訴你這是不對的
[00:17:17.120 --> 00:17:19.120]  絕對是不對的
[00:17:19.120 --> 00:17:21.120]  從一個道德的角度去看
[00:17:21.120 --> 00:17:23.120]  從一個常識的角度去看
[00:17:23.120 --> 00:17:25.120]  那個葡萄園不是你的
[00:17:25.120 --> 00:17:27.120]  葡萄園是主人的
[00:17:27.120 --> 00:17:29.120]  現在主人收租
[00:17:29.120 --> 00:17:31.120]  是天公地道
[00:17:31.120 --> 00:17:33.120]  你簽了約
[00:17:33.120 --> 00:17:35.120]  你怎麼可以這樣做
[00:17:35.120 --> 00:17:37.120]  是不對的
[00:17:37.120 --> 00:17:39.120]  所以應有的審判是對的
[00:17:39.120 --> 00:17:41.120]  這個懸主作為一個審判
[00:17:41.120 --> 00:17:43.120]  正確的審判是對的
[00:17:43.120 --> 00:17:45.120]  為什麼這些領袖會這樣呢
[00:17:45.120 --> 00:17:47.120]  哦
[00:17:47.120 --> 00:17:49.120]  為什麼這些領袖會這樣說呢
[00:17:49.120 --> 00:17:51.120]  為什麼這些民事法理人會這樣想呢
