
[00:00:00.000 --> 00:00:06.000]  好了 舊社會 舊時代不用說了
[00:01:34.000 --> 00:01:37.000]  家裏大家庭都知道有多少血淚
[00:01:37.000 --> 00:01:40.000]  只是女人之間都是
[00:01:40.000 --> 00:01:45.000]  姑息 淑女 吾子用姑 一代一代 窩裡鬥
[00:01:45.000 --> 00:01:47.000]  煩惱是非 柴米油圓
[00:01:47.000 --> 00:01:50.000]  無窮無盡 無憂無恥
[00:01:50.000 --> 00:01:53.000]  幾十年的生命就是這樣消耗
[00:01:53.000 --> 00:01:55.000]  是不是 真心有些摧殘
[00:01:55.000 --> 00:01:58.000]  所以忽然想起連雙火去提外說話
[00:01:58.000 --> 00:02:00.000]  你知不知道以前皇帝很好做啊
[00:02:00.000 --> 00:02:03.000]  上庭就國家大戰
[00:02:03.000 --> 00:02:05.000]  釣魚台又來 南海又來
[00:02:05.000 --> 00:02:07.000]  那些群臣之間鬥來鬥去
[00:02:07.000 --> 00:02:09.000]  哎呀 為王江山立立功
[00:02:09.000 --> 00:02:10.000]  猶如風采大燈籠
[00:02:10.000 --> 00:02:14.000]  不如躲到後宮 見下後宮佳麗三千人好了
[00:02:14.000 --> 00:02:17.000]  後宮佳麗三千人就三千種是非
[00:02:17.000 --> 00:02:19.000]  那些後宮佳麗個個都在鬥
[00:02:19.000 --> 00:02:21.000]  哎 對了 皇帝回來抓你做
[00:02:21.000 --> 00:02:24.000]  命都無所以舊朝皇帝必短命
[00:02:24.000 --> 00:02:26.000]  不是誇張 你看歷史
[00:02:26.000 --> 00:02:29.000]  歷朝都是第三個皇帝開始就短命
[00:02:29.000 --> 00:02:30.000]  有些甚至第二次
[00:02:30.000 --> 00:02:33.000]  第一個緊長命的當然是那些充滿鬥志的
[00:02:33.000 --> 00:02:36.000]  看你很厲害的張牙佈爪才做到開國之君
[00:02:36.000 --> 00:02:37.000]  然後生個兒子
[00:02:37.000 --> 00:02:39.000]  你看現在那些富豪都是
[00:02:39.000 --> 00:02:41.000]  第二代就爭家產了已經
[00:02:41.000 --> 00:02:43.000]  最多第三代必閉
[00:02:43.000 --> 00:02:45.000]  你看現在香港有多大富豪
[00:02:45.000 --> 00:02:46.000]  個個都爭的
[00:02:46.000 --> 00:02:48.000]  人的天性
[00:02:48.000 --> 00:02:50.000]  好了 說回這裏
[00:02:50.000 --> 00:02:52.000]  哎 西藏是天津國家
[00:02:52.000 --> 00:02:54.000]  現代文明社會
[00:02:54.000 --> 00:02:56.000]  做女人都很慘的
[00:02:56.000 --> 00:02:58.000]  我現在怪那些人腎腐衰
[00:02:58.000 --> 00:03:00.000]  懷胎生育
[00:03:00.000 --> 00:03:03.000]  從古到今以至將來都是
[00:03:03.000 --> 00:03:05.000]  都不是男人生子的 是不是
[00:03:05.000 --> 00:03:06.000]  好了
[00:03:06.000 --> 00:03:07.000]  危險
[00:03:07.000 --> 00:03:08.000]  澳洲現在很好了
[00:03:08.000 --> 00:03:11.000]  但間中有時會有些甚麼的
[00:03:11.000 --> 00:03:13.000]  還有
[00:03:13.000 --> 00:03:15.000]  這個是
[00:03:15.000 --> 00:03:17.000]  一件事大家知不知道有沒有想過
[00:03:17.000 --> 00:03:18.000]  我早就想了
[00:03:18.000 --> 00:03:20.000]  世界上最無奈
[00:03:20.000 --> 00:03:22.000]  最難明的現象之一
[00:03:22.000 --> 00:03:24.000]  其實無分男女都有這個現象
[00:03:24.000 --> 00:03:26.000]  不過女人更加厲害
[00:03:26.000 --> 00:03:28.000]  想不到我說甚麼
[00:03:28.000 --> 00:03:31.000]  這件事其實很深的
[00:03:31.000 --> 00:03:32.000]  很抽象的
[00:03:32.000 --> 00:03:33.000]  很枯燥的
[00:03:33.000 --> 00:03:34.000]  但其實有個道理
[00:03:34.000 --> 00:03:37.000]  人是有愛美的心
[00:03:37.000 --> 00:03:41.000]  但人又有美醜之別
[00:03:41.000 --> 00:03:43.000]  你想想是否很無奈
[00:03:43.000 --> 00:03:45.000]  是不是有些人都想
[00:03:45.000 --> 00:03:46.000]  如果個個人生出來
[00:03:46.000 --> 00:03:48.000]  像機械人一樣
[00:03:48.000 --> 00:03:50.000]  完全一樣
[00:03:50.000 --> 00:03:53.000]  當然沒有選港姐這回事
[00:03:53.000 --> 00:03:54.000]  個個一樣說甚麼東西
[00:03:54.000 --> 00:03:56.000]  但人就是
[00:03:56.000 --> 00:03:58.000]  本來美醜是主觀的
[00:03:58.000 --> 00:03:59.000]  是不是
[00:03:59.000 --> 00:04:00.000]  古人都說過
[00:04:00.000 --> 00:04:02.000]  我們以前都陳腔濫調
[00:04:02.000 --> 00:04:03.000]  稱讚女孩漂亮
[00:04:03.000 --> 00:04:05.000]  尋魚落雁之用
[00:04:05.000 --> 00:04:07.000]  遞月收花之貌
[00:04:07.000 --> 00:04:08.000]  這些都要大
[00:04:08.000 --> 00:04:10.000]  女孩可能沒聽過這些文言文
[00:04:10.000 --> 00:04:11.000]  是不是
[00:04:11.000 --> 00:04:13.000]  其實想想莊子都已經說過
[00:04:13.000 --> 00:04:14.000]  尋魚落雁
[00:04:14.000 --> 00:04:16.000]  人覺得美的魚
[00:04:16.000 --> 00:04:17.000]  不是覺得美的魚
[00:04:17.000 --> 00:04:19.000]  看到酒的手和鐵就尋魚
[00:04:19.000 --> 00:04:20.000]  落雁
[00:04:20.000 --> 00:04:21.000]  那隻雁飛翅膀
[00:04:21.000 --> 00:04:22.000]  嘩
[00:04:22.000 --> 00:04:23.000]  當場失重狀態
[00:04:23.000 --> 00:04:24.000]  好像飛機跌下來一樣
[00:04:24.000 --> 00:04:26.000]  你知不知道尋魚落雁真是好東西
[00:04:26.000 --> 00:04:28.000]  遞月收花
[00:04:28.000 --> 00:04:30.000]  就是月津的IC
[00:04:30.000 --> 00:04:33.000]  是可以這樣解釋的
[00:04:33.000 --> 00:04:34.000]  不是我們講怪
[00:04:34.000 --> 00:04:36.000]  莊子大學的學生都講過
[00:04:36.000 --> 00:04:37.000]  是不是
[00:04:37.000 --> 00:04:38.000]  好了
[00:04:38.000 --> 00:04:39.000]  你想想今後的事
[00:04:39.000 --> 00:04:40.000]  真是人間很無奈
[00:04:40.000 --> 00:04:42.000]  我們男孩有時不好笑
[00:04:42.000 --> 00:04:43.000]  女孩貪美
[00:04:43.000 --> 00:04:44.000]  誰不貪美
[00:04:44.000 --> 00:04:46.000]  女孩美麗對女孩很重要
[00:04:46.000 --> 00:04:48.000]  因為她愛情
[00:04:48.000 --> 00:04:49.000]  社會地位
[00:04:49.000 --> 00:04:50.000]  什麼的
[00:04:50.000 --> 00:04:51.000]  難怪她
[00:04:51.000 --> 00:04:53.000]  現在男人都非數
[00:04:53.000 --> 00:04:54.000]  是不是
[00:04:54.000 --> 00:04:55.000]  人根本就愛美
[00:04:55.000 --> 00:04:56.000]  真善美
[00:04:56.000 --> 00:04:57.000]  有什麼不好
[00:04:57.000 --> 00:04:58.000]  但是人是有愛美的心
[00:04:58.000 --> 00:05:00.000]  但是人間是有美醜之嫌
[00:05:00.000 --> 00:05:04.000]  你知不知道電視上扮賣儀正的妹
[00:05:04.000 --> 00:05:05.000]  你覺得
[00:05:05.000 --> 00:05:06.000]  我都很同情她
[00:05:06.000 --> 00:05:07.000]  她都沒罪的
[00:05:07.000 --> 00:05:08.000]  其實從另外一個角度
[00:05:08.000 --> 00:05:09.000]  你可以說她美
[00:05:09.000 --> 00:05:10.000]  是不是
[00:05:10.000 --> 00:05:12.000]  不過有些人說她不好
[00:05:12.000 --> 00:05:13.000]  有什麼辦法
[00:05:13.000 --> 00:05:14.000]  你就說她無奈
[00:05:14.000 --> 00:05:15.000]  好了
[00:05:15.000 --> 00:05:18.000]  為了尋求配偶保持婚姻
[00:05:18.000 --> 00:05:20.000]  甚至為了自己的安全感
[00:05:20.000 --> 00:05:21.000]  滿足感
[00:05:21.000 --> 00:05:23.000]  女士一般來說
[00:05:23.000 --> 00:05:26.000]  不得不加倍注重外表
[00:05:26.000 --> 00:05:29.000]  所以現代的女性就更加慘
[00:05:29.000 --> 00:05:32.000]  教育的負擔又一樣大
[00:05:32.000 --> 00:05:33.000]  現在知識色禮
[00:05:33.000 --> 00:05:34.000]  一樣要讀那麼多書
[00:05:34.000 --> 00:05:36.000]  一樣要在職場上打拼
[00:05:36.000 --> 00:05:37.000]  一樣要按電腦
[00:05:37.000 --> 00:05:38.000]  還要按得快過你
[00:05:38.000 --> 00:05:40.000]  女孩子的手指就快一點
[00:05:40.000 --> 00:05:43.000]  但同時回家又要煮飯洗衣服
[00:05:43.000 --> 00:05:44.000]  照顧孩子餵奶
[00:05:44.000 --> 00:05:45.000]  買菜
[00:05:45.000 --> 00:05:46.000]  看為什麼市場大減價
[00:05:46.000 --> 00:05:48.000]  撲去買東西
[00:05:48.000 --> 00:05:50.000]  你見到林鄭月娥
[00:05:50.000 --> 00:05:52.000]  難怪她老公去了英國
[00:05:52.000 --> 00:05:53.000]  又簡單一點
[00:05:53.000 --> 00:05:56.000]  真的可以自己全心全意搞香港政府
[00:05:56.000 --> 00:05:57.000]  如果不是
[00:05:57.000 --> 00:05:58.000]  辦公多忙
[00:05:58.000 --> 00:06:01.000]  又要揭開看看那些帳戶哪樣便宜
[00:06:01.000 --> 00:06:03.000]  看看哪樣東西火腿便宜兩毫
[00:06:03.000 --> 00:06:05.000]  好忙好辛苦
[00:06:05.000 --> 00:06:07.000]  做女人真的
[00:06:07.000 --> 00:06:09.000]  最慘就是一日認不成
[00:06:09.000 --> 00:06:11.000]  認不認得24小時
[00:06:11.000 --> 00:06:13.000]  如果世界上女人一日有48小時
[00:06:13.000 --> 00:06:14.000]  男人一日有24小時
[00:06:14.000 --> 00:06:15.000]  這樣就好一點
[00:06:15.000 --> 00:06:17.000]  另外24小時又可以來扮靚
[00:06:17.000 --> 00:06:18.000]  這樣就好
[00:06:18.000 --> 00:06:19.000]  一樣24小時
[00:06:19.000 --> 00:06:21.000]  所以我以前發個快論
[00:06:21.000 --> 00:06:22.000]  最好發明一些
[00:06:22.000 --> 00:06:25.000]  全自動畫眉化妝機
[00:06:25.000 --> 00:06:26.000]  那些人很忙
[00:06:26.000 --> 00:06:27.000]  女孩子又要上班或者上學
[00:06:27.000 --> 00:06:28.000]  又要照顧孩子
[00:06:28.000 --> 00:06:29.000]  打點都看不到上學
[00:06:29.000 --> 00:06:30.000]  然後自己又要扮扮扮
[00:06:30.000 --> 00:06:32.000]  穿衣服然後趕上班
[00:06:32.000 --> 00:06:33.000]  哪有空啊
[00:06:33.000 --> 00:06:34.000]  只要坐地鐵
[00:06:34.000 --> 00:06:35.000]  拿起機器
[00:06:35.000 --> 00:06:36.000]  全自動電腦
[00:06:36.000 --> 00:06:37.000]  一按鍵一照
[00:06:37.000 --> 00:06:38.000]  一對眉畫了
[00:06:38.000 --> 00:06:39.000]  或者啪
[00:06:39.000 --> 00:06:40.000]  有得樣
[00:06:40.000 --> 00:06:41.000]  多好
[00:06:41.000 --> 00:06:42.000]  開始這種電腦
[00:06:42.000 --> 00:06:44.000]  全自動化妝機
[00:06:44.000 --> 00:06:46.000]  還是在研究中
[00:06:46.000 --> 00:06:47.000]  未推上市
[00:06:47.000 --> 00:06:49.000]  所以真的
[00:06:49.000 --> 00:06:52.000]  做女人一定比做男人更難
[00:06:52.000 --> 00:06:55.000]  現在這個是在女孩子立場
[00:06:55.000 --> 00:06:57.000]  所以難怪佛教說
[00:06:57.000 --> 00:07:00.000]  多行好事就有希望來世升級
[00:07:00.000 --> 00:07:02.000]  我們以前笑過幾次這件事
[00:07:02.000 --> 00:07:03.000]  是不是
[00:07:03.000 --> 00:07:04.000]  別轉男生
[00:07:04.000 --> 00:07:05.000]  由女人變男人
[00:07:05.000 --> 00:07:07.000]  佛教到現在都是這樣說
[00:07:07.000 --> 00:07:09.000]  越說越生氣
[00:07:09.000 --> 00:07:10.000]  你說做男人
[00:07:10.000 --> 00:07:12.000]  做我們做女人更難
[00:07:12.000 --> 00:07:13.000]  是不是
[00:07:13.000 --> 00:07:14.000]  誠心說
[00:07:14.000 --> 00:07:16.000]  如果在座女士有你說
[00:07:16.000 --> 00:07:18.000]  你一定說得比我好很多
[00:07:18.000 --> 00:07:20.000]  因為肺腑之言
[00:07:20.000 --> 00:07:21.000]  好
[00:07:21.000 --> 00:07:22.000]  大家不要生氣
[00:07:22.000 --> 00:07:24.000]  千萬千萬不要說到哭
[00:07:24.000 --> 00:07:26.000]  很多在座沒有人哭
[00:07:26.000 --> 00:07:28.000]  我說做男人難
[00:07:28.000 --> 00:07:30.000]  就是身在男人身份
[00:07:30.000 --> 00:07:32.000]  這樣接近體會
[00:07:32.000 --> 00:07:33.000]  做男人難
[00:07:33.000 --> 00:07:35.000]  不等於做女人不難
[00:07:35.000 --> 00:07:36.000]  這些是邏輯
[00:07:36.000 --> 00:07:37.000]  做男人難
[00:07:37.000 --> 00:07:38.000]  就是身在男人身份
[00:07:38.000 --> 00:07:40.000]  沒有說做男人難
[00:07:40.000 --> 00:07:41.000]  就是做女人不難
[00:07:41.000 --> 00:07:43.000]  其實
[00:07:43.000 --> 00:07:45.000]  做男做女
[00:07:45.000 --> 00:07:46.000]  都有難處
[00:07:46.000 --> 00:07:47.000]  凡人凡人
[00:07:47.000 --> 00:07:48.000]  每個人都會說
[00:07:48.000 --> 00:07:50.000]  做人就是凡人
[00:07:50.000 --> 00:07:52.000]  因為人性軟弱
[00:07:52.000 --> 00:07:54.000]  人力卑微
[00:07:54.000 --> 00:07:56.000]  人心的詭詐
[00:07:56.000 --> 00:07:58.000]  所以做人本來就難
[00:07:58.000 --> 00:08:00.000]  所以就要受教育
[00:08:00.000 --> 00:08:02.000]  不要驚誇自己
[00:08:02.000 --> 00:08:04.000]  所以最終
[00:08:04.000 --> 00:08:06.000]  要相信一個
[00:08:06.000 --> 00:08:08.000]  全能至善至美的做物主
[00:08:08.000 --> 00:08:10.000]  保羅時代早已說過
[00:08:10.000 --> 00:08:12.000]  保羅臨前寫一章十二節
[00:08:12.000 --> 00:08:14.000]  最著名的詩話
[00:08:14.000 --> 00:08:16.000]  臨前
[00:08:16.000 --> 00:08:18.000]  昆林多前先寫一章十二節
[00:08:18.000 --> 00:08:20.000]  萬有得出於神
[00:08:20.000 --> 00:08:22.000]  這個呢
[00:08:22.000 --> 00:08:24.000]  照主的安排
[00:08:24.000 --> 00:08:26.000]  女不自無男
[00:08:26.000 --> 00:08:28.000]  男不自無女
[00:08:28.000 --> 00:08:30.000]  又遲到你了今天
[00:08:30.000 --> 00:08:32.000]  我為什麼今天不來
[00:08:32.000 --> 00:08:34.000]  不是我用到
[00:08:34.000 --> 00:08:36.000]  尊重聚會不應該遲到
[00:08:36.000 --> 00:08:38.000]  不爭取那兩分鐘
[00:08:38.000 --> 00:08:40.000]  為什麼要遲到
[00:08:40.000 --> 00:08:42.000]  越是逼他越是說你
[00:08:42.000 --> 00:08:44.000]  你自殺嗎
[00:08:44.000 --> 00:08:46.000]  自殺不到
[00:08:46.000 --> 00:08:48.000]  你負責遲到他負責沒到
[00:08:48.000 --> 00:08:50.000]  好
[00:08:50.000 --> 00:08:52.000]  我講得有心一點
[00:08:52.000 --> 00:08:54.000]  罵兩句都值得
[00:08:54.000 --> 00:08:58.000]  寶羅說
[00:08:58.000 --> 00:09:00.000]  男不自無女 女不自無男
[00:09:00.000 --> 00:09:02.000]  不過男女
[00:09:02.000 --> 00:09:04.000]  你多尊重女性
[00:09:04.000 --> 00:09:06.000]  都是男女
[00:09:06.000 --> 00:09:08.000]  有些事你不要罵
[00:09:08.000 --> 00:09:10.000]  先後一定要爭
[00:09:10.000 --> 00:09:12.000]  陰陽一定陰先陽後
[00:09:12.000 --> 00:09:14.000]  沒人講陽陰
[00:09:14.000 --> 00:09:16.000]  男女一定男女男女
[00:09:16.000 --> 00:09:18.000]  就算多女權主義都是男女
[00:09:18.000 --> 00:09:20.000]  你講女男就不爭
[00:09:20.000 --> 00:09:22.000]  等於講些嚴肅的
[00:09:22.000 --> 00:09:24.000]  現在都過時了
[00:09:24.000 --> 00:09:26.000]  政黨問題
[00:09:26.000 --> 00:09:28.000]  國民黨共產黨曾經死定
[00:09:28.000 --> 00:09:30.000]  共之爭沒人講共國
[00:09:30.000 --> 00:09:32.000]  是不是很奇怪
[00:09:32.000 --> 00:09:34.000]  個個都想自己有話講
[00:09:34.000 --> 00:09:36.000]  譬如中國和日本
[00:09:36.000 --> 00:09:38.000]  我們中國人一定講中日
[00:09:38.000 --> 00:09:40.000]  日本就入中
[00:09:40.000 --> 00:09:42.000]  所以在京都南山
[00:09:42.000 --> 00:09:44.000]  入中不再見
[00:09:44.000 --> 00:09:46.000]  這句說話是錯的
[00:09:46.000 --> 00:09:48.000]  那時周恩來你說他中計也好
[00:09:48.000 --> 00:09:50.000]  入中不再見就好像
[00:09:50.000 --> 00:09:52.000]  中日大家各打五十晚
[00:09:52.000 --> 00:09:54.000]  以後不打架
[00:09:54.000 --> 00:09:56.000]  我們站在歷史立場
[00:09:56.000 --> 00:09:58.000]  日本沒有侵略
[00:09:58.000 --> 00:10:00.000]  中國一千年前教日本人讀書識字
[00:10:00.000 --> 00:10:02.000]  一千年後要各地賠款
[00:10:02.000 --> 00:10:04.000]  甲午戰爭
[00:10:04.000 --> 00:10:06.000]  中國是抗日戰爭
[00:10:06.000 --> 00:10:08.000]  神聖的抗戰
[00:10:08.000 --> 00:10:10.000]  絕不是入中作戰
[00:10:10.000 --> 00:10:12.000]  千萬不要觀念改變
[00:10:12.000 --> 00:10:14.000]  你看台灣李登輝的人
[00:10:14.000 --> 00:10:16.000]  中戰是入中
[00:10:16.000 --> 00:10:18.000]  中戰不是中國人才會這樣講
[00:10:18.000 --> 00:10:20.000]  不是站在民族立場
[00:10:20.000 --> 00:10:22.000]  是站在正義立場
[00:10:22.000 --> 00:10:24.000]  男女
[00:10:24.000 --> 00:10:26.000]  女人男人生理生理
[00:10:26.000 --> 00:10:28.000]  都有不同
[00:10:28.000 --> 00:10:30.000]  所以近年
[00:10:30.000 --> 00:10:32.000]  現在十幾十年
[00:10:32.000 --> 00:10:34.000]  好幾本暢銷書
[00:10:34.000 --> 00:10:36.000]  那時去機場都有得賣
[00:10:36.000 --> 00:10:38.000]  男人是霍星尼
[00:10:38.000 --> 00:10:40.000]  女人是金星尼
[00:10:40.000 --> 00:10:42.000]  我介紹過一本澳洲自己出的
[00:10:42.000 --> 00:10:44.000]  為什麼男人回家找不到東西
[00:10:44.000 --> 00:10:46.000]  為什麼女人出街拿著錢不認得方向
[00:10:46.000 --> 00:10:48.000]  書本這麼長
[00:10:48.000 --> 00:10:50.000]  兩夫妻合作
[00:10:50.000 --> 00:10:52.000]  很有趣
[00:10:52.000 --> 00:10:54.000]  以後
[00:10:54.000 --> 00:10:56.000]  電腦掃描
[00:10:56.000 --> 00:10:58.000]  心理分析
[00:10:58.000 --> 00:11:00.000]  腦細胞神經系統
[00:11:00.000 --> 00:11:02.000]  分別
[00:11:02.000 --> 00:11:04.000]  男女真的有別
[00:11:04.000 --> 00:11:06.000]  大家的思維方式
[00:11:06.000 --> 00:11:08.000]  推理方式不同
[00:11:08.000 --> 00:11:10.000]  看完之後
[00:11:10.000 --> 00:11:12.000]  交的鬧少很多
[00:11:12.000 --> 00:11:14.000]  互相了解
[00:11:14.000 --> 00:11:16.000]  原來是這樣
[00:11:16.000 --> 00:11:18.000]  其實以前
[00:11:18.000 --> 00:11:20.000]  道家思想批評儒家思想
[00:11:20.000 --> 00:11:22.000]  人比己
[00:11:22.000 --> 00:11:24.000]  一般是對的
[00:11:24.000 --> 00:11:26.000]  女人的立場了解男人
[00:11:26.000 --> 00:11:28.000]  很多誤會
[00:11:28.000 --> 00:11:30.000]  男人的立場了解女人
[00:11:30.000 --> 00:11:32.000]  亦很多誤會
[00:11:32.000 --> 00:11:34.000]  大家的思維方式不同
[00:11:34.000 --> 00:11:36.000]  互相了解
[00:11:36.000 --> 00:11:38.000]  結婚後就鬧少一點
[00:11:38.000 --> 00:11:40.000]  書本
[00:11:40.000 --> 00:11:42.000]  完全將人當生物
[00:11:42.000 --> 00:11:44.000]  看待
[00:11:44.000 --> 00:11:46.000]  道德主體性
[00:11:46.000 --> 00:11:48.000]  信仰
[00:11:48.000 --> 00:11:50.000]  好得不得了
[00:11:50.000 --> 00:11:52.000]  不管如何
[00:11:52.000 --> 00:11:54.000]  站在生物學的立場
[00:11:54.000 --> 00:11:56.000]  站在倫理學的立場
[00:11:56.000 --> 00:11:58.000]  站在信仰的立場
[00:11:58.000 --> 00:12:00.000]  男女互相了解
[00:12:00.000 --> 00:12:02.000]  很重要
[00:12:02.000 --> 00:12:04.000]  其實我們會說的
[00:12:04.000 --> 00:12:06.000]  學習中
[00:12:06.000 --> 00:12:08.000]  可能來港前和太太拍過戲
[00:12:08.000 --> 00:12:10.000]  回來後大家繼續言黑理白
[00:12:10.000 --> 00:12:12.000]  也不一定
[00:12:12.000 --> 00:12:14.000]  所以港不是這樣
[00:12:14.000 --> 00:12:16.000]  要努力
[00:12:16.000 --> 00:12:18.000]  中國古人說
[00:12:18.000 --> 00:12:20.000]  男女有別 夫婦有別
[00:12:20.000 --> 00:12:22.000]  真的很對
[00:12:22.000 --> 00:12:24.000]  所以我們時時說
[00:12:24.000 --> 00:12:26.000]  做男人
[00:12:26.000 --> 00:12:28.000]  我們說說
[00:12:28.000 --> 00:12:30.000]  做男人的難處
[00:12:30.000 --> 00:12:32.000]  各位姐妹都可以了解
[00:12:32.000 --> 00:12:34.000]  男人儲下苦水也好
[00:12:34.000 --> 00:12:36.000]  做男人第一個難處
[00:12:36.000 --> 00:12:38.000]  沒有女人根本活不下去
[00:12:38.000 --> 00:12:40.000]  男人有女人生
[00:12:40.000 --> 00:12:42.000]  沒有女人根本沒有男人
[00:12:42.000 --> 00:12:44.000]  有了女人
[00:12:44.000 --> 00:12:46.000]  沒有女人相當困難
[00:12:46.000 --> 00:12:48.000]  沒有就活不下去
[00:12:48.000 --> 00:12:50.000]  有就活下去
[00:12:50.000 --> 00:12:52.000]  火或塵
[00:12:52.000 --> 00:12:54.000]  所以如何減少誤會增加了解
[00:12:54.000 --> 00:12:56.000]  沒有就活不下去
[00:12:56.000 --> 00:12:58.000]  有就活下去
[00:12:58.000 --> 00:13:00.000]  要努力努力
[00:13:00.000 --> 00:13:02.000]  所以做男人
[00:13:02.000 --> 00:13:04.000]  男人可以分三個階段來講
[00:13:04.000 --> 00:13:08.000]  做人兒
[00:13:08.000 --> 00:13:10.000]  做人老公
[00:13:10.000 --> 00:13:12.000]  做人父親
[00:13:12.000 --> 00:13:14.000]  做人兒的難處
[00:13:14.000 --> 00:13:16.000]  逐個階段講講
[00:13:16.000 --> 00:13:18.000]  每個階段很短的
[00:13:18.000 --> 00:13:20.000]  千萬不要說是天光
[00:13:20.000 --> 00:13:22.000]  第一 為人兒
[00:13:22.000 --> 00:13:24.000]  做人兒的難處
[00:13:24.000 --> 00:13:28.000]  千萬不要說是惡惡
[00:13:28.000 --> 00:13:30.000]  做人女不就更難
[00:13:30.000 --> 00:13:32.000]  向來無分中 做男輕女
[00:13:32.000 --> 00:13:34.000]  你看我家隔雞腿 一定隔給兒子吃
[00:13:34.000 --> 00:13:36.000]  女 雞腿
[00:13:36.000 --> 00:13:38.000]  以下那段
[00:13:38.000 --> 00:13:40.000]  即雞腳那段
[00:13:40.000 --> 00:13:42.000]  同是雞腿
[00:13:42.000 --> 00:13:44.000]  左腿
[00:13:44.000 --> 00:13:46.000]  香港的直流行語 只要可以吃左腿
[00:13:46.000 --> 00:13:52.000]  做人兒有什麼難處呢
[00:13:52.000 --> 00:13:54.000]  當然是孝敬父母
[00:13:54.000 --> 00:13:56.000]  孝敬父母不容易的
[00:13:56.000 --> 00:13:58.000]  今天不用說了
[00:13:58.000 --> 00:14:00.000]  中國古書都講很多
[00:14:00.000 --> 00:14:02.000]  不止因為孝道的理論
[00:14:02.000 --> 00:14:04.000]  中國古人早已發揮得很好
[00:14:04.000 --> 00:14:06.000]  再講都講不到
[00:14:08.000 --> 00:14:10.000]  書籍文章都寒流沖動
[00:14:10.000 --> 00:14:14.000]  稍為飲食萬千份之一
[00:14:14.000 --> 00:14:18.000]  都已經過中
[00:14:18.000 --> 00:14:20.000]  重要的是
[00:14:20.000 --> 00:14:24.000]  這點和
[00:14:24.000 --> 00:14:26.000]  學做兒子和女兒都是不容易
[00:14:26.000 --> 00:14:30.000]  講
[00:14:30.000 --> 00:14:32.000]  不是那麼難
[00:14:32.000 --> 00:14:34.000]  做才是很困難
[00:14:36.000 --> 00:14:38.000]  特別是男兒
[00:14:38.000 --> 00:14:40.000]  特別是今天的男兒
[00:14:40.000 --> 00:14:42.000]  做人兒的難處
[00:14:42.000 --> 00:14:44.000]  最難的一點就是
[00:14:44.000 --> 00:14:46.000]  防止被驕縱
[00:14:46.000 --> 00:14:50.000]  是不是
[00:14:50.000 --> 00:14:52.000]  大家想到或未必想到
[00:14:52.000 --> 00:14:54.000]  怕被人縱橫
[00:14:54.000 --> 00:14:56.000]  是不是現代
[00:14:56.000 --> 00:14:58.000]  生兒育女比較少
[00:14:58.000 --> 00:15:00.000]  特別是大陸一孩政策
[00:15:00.000 --> 00:15:04.000]  做兒子很容易變成小霸王
[00:15:04.000 --> 00:15:06.000]  做兒子的難處
[00:15:06.000 --> 00:15:08.000]  其他不用說
[00:15:08.000 --> 00:15:10.000]  最難的就是如何防止被驕縱
[00:15:10.000 --> 00:15:14.000]  因為他自小根本沒有自覺心
[00:15:14.000 --> 00:15:16.000]  是不是
[00:15:16.000 --> 00:15:18.000]  個個都容易生得大頭再縱
