
[00:00:00.000 --> 00:00:04.320]  好 各位大明星 各位早晨
[00:04:45.520 --> 00:04:47.040]  為何你要回答我呢
[00:04:47.040 --> 00:04:52.320]  造成了提醒了比拉多的機會
[00:04:52.320 --> 00:04:53.920]  比拉多有沒有改變了他的生命
[00:04:53.920 --> 00:04:54.880]  這是另一回事
[00:04:54.880 --> 00:05:00.000]  但至少我們可以從耶穌基督的反應裏面
[00:05:00.000 --> 00:05:04.240]  看到原來默然不語的主耶穌基督
[00:05:04.240 --> 00:05:06.240]  是有他本身的意思
[00:05:06.240 --> 00:05:08.240]  所以今天我們一起去看看
[00:05:08.240 --> 00:05:10.240]  這個問題
[00:05:10.240 --> 00:05:15.120]  甚麼原因耶穌不再回答這些人
[00:05:15.120 --> 00:05:18.800]  甚至耶穌不想再發一言一語呢
[00:05:18.800 --> 00:05:23.760]  在今天的廣道第27章33至第44節
[00:05:23.760 --> 00:05:25.760]  我們一起看看這個題目
[00:05:25.760 --> 00:05:29.600]  叫做我們或他們是怎樣的人
[00:05:29.600 --> 00:05:32.240]  我們一起去打開這段聖經
[00:05:32.240 --> 00:05:35.680]  我們看看這段經文裏面說些甚麼
[00:05:35.680 --> 00:05:38.400]  如果大家有聖經的話
[00:05:38.400 --> 00:05:40.800]  也請大家一起打開馬太福音
[00:05:40.800 --> 00:05:44.160]  第27章33至34節
[00:05:44.160 --> 00:05:46.400]  我們一起讀讀這段經文
[00:05:46.400 --> 00:05:47.680]  讀多一次吧
[00:05:47.680 --> 00:05:49.680]  我們熟悉一下這段經文
[00:05:49.680 --> 00:05:51.680]  我們一起讀吧
[00:05:51.680 --> 00:05:55.920]  到了一個地方名叫葛國他
[00:05:55.920 --> 00:05:58.480]  意思就是足留地
[00:05:58.480 --> 00:06:02.640]  冰冰拿著苦膽調和的酒
[00:06:02.640 --> 00:06:04.400]  給耶穌喝
[00:06:04.400 --> 00:06:07.360]  他嘗了就不肯喝
[00:06:07.360 --> 00:06:11.040]  他們既將他釘在十字架上
[00:06:11.040 --> 00:06:14.000]  就拎軍分他的衣服
[00:06:14.000 --> 00:06:17.600]  又坐在那裏看守他
[00:06:17.600 --> 00:06:21.040]  在他頭上安一個牌子
[00:06:21.040 --> 00:06:23.040]  寫著他的罪狀
[00:06:23.040 --> 00:06:27.040]  說這是猶太人的王耶穌
[00:06:27.040 --> 00:06:31.920]  當時有兩個強盜和他同釘十字架
[00:06:31.920 --> 00:06:33.680]  一個在右邊
[00:06:33.680 --> 00:06:35.680]  一個在左邊
[00:06:35.680 --> 00:06:37.520]  從那裏經過的人
[00:06:37.520 --> 00:06:40.880]  譏笑他搖著頭說
[00:06:40.880 --> 00:06:42.880]  你這冊位聖殿
[00:06:42.880 --> 00:06:45.520]  三日又建造起來的
[00:06:45.520 --> 00:06:47.520]  可以救自己吧
[00:06:47.520 --> 00:06:50.240]  你如果是神的兒子
[00:06:50.240 --> 00:06:53.440]  就從十字架上下來吧
[00:06:53.440 --> 00:06:55.760]  祭司長和民事
[00:06:55.760 --> 00:06:59.040]  並長老也是這樣戲弄他
[00:06:59.040 --> 00:07:01.840]  說他救了別人
[00:07:01.840 --> 00:07:03.840]  不能救自己
[00:07:03.840 --> 00:07:05.840]  他是以色列的王
[00:07:05.840 --> 00:07:09.280]  現在可以從十字架上下來
[00:07:09.280 --> 00:07:11.520]  他們就信他
[00:07:11.520 --> 00:07:13.520]  他依靠神
[00:07:13.520 --> 00:07:15.520]  神若喜悅他
[00:07:15.520 --> 00:07:17.840]  現在可以救他
[00:07:17.840 --> 00:07:19.840]  因為他曾說
[00:07:19.840 --> 00:07:21.840]  我是神的兒子
[00:07:21.840 --> 00:07:24.480]  那和他同釘的強盜
[00:07:24.480 --> 00:07:27.840]  也是這樣地譏笑他
[00:07:28.800 --> 00:07:31.520]  在上文說什麼呢
[00:07:31.520 --> 00:07:34.000]  上文說比拉多一群士兵
[00:07:34.000 --> 00:07:37.920]  和比拉多都是這麼壞的性情
[00:07:37.920 --> 00:07:40.320]  大家又肅骨又濫權
[00:07:40.320 --> 00:07:43.040]  又要在眾人面前
[00:07:43.040 --> 00:07:45.040]  包裝自己多漂亮
[00:07:45.040 --> 00:07:47.840]  但又要用盡自己的權力
[00:07:47.840 --> 00:07:50.640]  來怎樣奚落
[00:07:50.640 --> 00:07:54.160]  或者玩弄耶穌
[00:07:54.720 --> 00:07:57.200]  這些人正正反映出
[00:07:57.200 --> 00:07:59.920]  一些沒有信任的人的表現
[00:07:59.920 --> 00:08:03.360]  也是今天很多不信耶穌的人
[00:08:03.360 --> 00:08:06.640]  或者不相信上帝的人的心思
[00:08:06.640 --> 00:08:08.640]  因為他們只是流離朗蕩
[00:08:08.640 --> 00:08:12.640]  在自己喜悅的活動裏
[00:08:12.640 --> 00:08:16.160]  其實到時碰到什麼
[00:08:16.160 --> 00:08:17.200]  他們就做些事
[00:08:17.200 --> 00:08:22.480]  用一種衝動的回應
[00:08:22.480 --> 00:08:25.760]  好像一條船沒有撈
[00:08:25.760 --> 00:08:27.760]  浮到哪裏飄到哪裏
[00:08:27.760 --> 00:08:29.760]  隨遇而安
[00:08:29.760 --> 00:08:32.720]  所謂的安只是指
[00:08:32.720 --> 00:08:38.000]  將自己的快樂建造在其他人身上
[00:08:38.000 --> 00:08:40.000]  今天我們會看到
[00:08:40.000 --> 00:08:44.560]  這群人開始進行行刑的時間
[00:08:44.560 --> 00:08:46.320]  他和耶穌基督一起
[00:08:46.320 --> 00:08:48.960]  上到一個地方叫葛國他
[00:08:48.960 --> 00:08:50.080]  聖經知道
[00:08:50.080 --> 00:08:51.440]  但怕大家不知道
[00:08:51.440 --> 00:08:54.800]  這個地方有一個俗稱的名稱
[00:08:54.800 --> 00:08:56.800]  叫做築留地
[00:08:56.800 --> 00:08:59.280]  在上路的過程當中
[00:08:59.280 --> 00:09:01.600]  有一個古利內人叫西門
[00:09:01.600 --> 00:09:03.120]  在路遠的地方
[00:09:03.120 --> 00:09:05.920]  在今天的的黎波利的地方
[00:09:05.920 --> 00:09:08.320]  特意來到耶路撒冷
[00:09:08.320 --> 00:09:09.680]  可能過節
[00:09:09.680 --> 00:09:11.920]  在圍觀的過程當中
[00:09:11.920 --> 00:09:13.280]  被徵用
[00:09:13.280 --> 00:09:15.680]  他有幸能夠和耶穌一起
[00:09:15.680 --> 00:09:18.880]  走上耶穌最後的一程的路
[00:09:18.880 --> 00:09:21.280]  在這個過程當中
[00:09:21.280 --> 00:09:23.280]  我們可以看到
[00:09:23.280 --> 00:09:25.280]  有信的人和沒有信的人
[00:09:25.280 --> 00:09:27.280]  同時出現
[00:09:27.280 --> 00:09:30.880]  但最可怕或最擔心的一件事就是
[00:09:30.880 --> 00:09:35.200]  會不會在人生最後的時間
[00:09:35.200 --> 00:09:37.600]  我們可能突然間
[00:09:37.600 --> 00:09:39.600]  最後
[00:09:39.600 --> 00:09:41.600]  我們爛尾了
[00:09:41.600 --> 00:09:43.600]  不再跟從主
[00:09:43.600 --> 00:09:46.160]  成為一個好像贏了
[00:09:46.160 --> 00:09:49.600]  但他是真正的贖名書家呢
[00:09:49.600 --> 00:09:52.800]  這是我們上文已經說過的題目
[00:09:52.800 --> 00:09:55.760]  來到今天我們看這段經文開始
[00:09:55.760 --> 00:09:57.280]  我們會仔細看
[00:09:57.280 --> 00:09:59.280]  這個行刑的過程
[00:09:59.280 --> 00:10:00.880]  這個行刑的過程當中
[00:10:00.880 --> 00:10:02.880]  將很多的人性
[00:10:02.880 --> 00:10:04.880]  將他完全表達出來
[00:10:04.880 --> 00:10:08.560]  特別是那些要謀害耶穌基督的人
[00:10:08.560 --> 00:10:10.560]  或者群體
[00:10:10.560 --> 00:10:15.200]  他們集體的一些表現
[00:10:15.200 --> 00:10:19.280]  以至於從他們的表現當中去反映
[00:10:19.280 --> 00:10:23.440]  究竟今天我們會不會同樣跌在
[00:10:23.440 --> 00:10:25.440]  他們這樣的局面
[00:10:25.440 --> 00:10:29.040]  或者這樣的靈性的狀態呢
[00:10:29.040 --> 00:10:32.480]  所以這段聖經可以說是將
[00:10:32.480 --> 00:10:37.200]  人性或者特別我們說的比較技術性的罪人
[00:10:37.200 --> 00:10:39.200]  他的特性
[00:10:39.200 --> 00:10:41.600]  一一將他展露在你和我的面前
[00:10:41.600 --> 00:10:43.600]  而馬太寫這段經文
[00:10:43.600 --> 00:10:45.600]  就是要將這些人的罪性
[00:10:45.600 --> 00:10:47.600]  將他充分地
[00:10:47.600 --> 00:10:50.640]  並且透徹地去描寫
[00:10:50.640 --> 00:10:52.640]  鋪排在我們面前
[00:10:52.640 --> 00:10:55.200]  讓我們看到他們的罪有多深
[00:10:55.200 --> 00:10:59.840]  而他們所陷在罪當中的那種捆綁
[00:10:59.840 --> 00:11:03.120]  有多緊迫在他們裡面
[00:11:03.120 --> 00:11:05.600]  我們分幾個部分去看
[00:11:05.600 --> 00:11:07.600]  如果大家在程序表上
[00:11:07.600 --> 00:11:10.800]  我們將港獨的大綱寫出來
[00:11:10.800 --> 00:11:14.640]  第一個部分是從第33至34節
[00:11:14.640 --> 00:11:19.280]  我們一起看看耶穌如何以善意去接待一群
[00:11:19.280 --> 00:11:21.840]  蓄意惡待他的人
[00:11:21.840 --> 00:11:24.240]  我們一起去看這兩節經文
[00:11:24.240 --> 00:11:26.240]  我再讀一次這兩節經文很短的
[00:11:26.240 --> 00:11:30.800]  他說到了一個地方名叫葛國他
[00:11:30.800 --> 00:11:32.800]  意思就是足留地
[00:11:33.760 --> 00:11:37.920]  冰冰拿苦膽調和的酒
[00:11:37.920 --> 00:11:39.360]  給耶穌喝
[00:11:39.360 --> 00:11:42.320]  他嘗了就不肯喝
[00:11:42.320 --> 00:11:46.160]  在第33節所說到的
[00:11:46.160 --> 00:11:49.440]  這群冰冰和古利內人
[00:11:49.440 --> 00:11:55.360]  一行人我相信還包括了耶穌基督的媽媽
[00:11:55.360 --> 00:11:59.440]  一群跟隨著耶穌多年的婦女
[00:11:59.440 --> 00:12:06.000]  和一大群的群眾一起走到這個刑場裡面
[00:12:06.000 --> 00:12:10.000]  這個刑場有個名叫足留地
[00:12:10.000 --> 00:12:12.000]  葛國他
[00:12:12.000 --> 00:12:15.680]  這個字眼是什麼意思呢
[00:12:15.680 --> 00:12:19.920]  這個字眼本身是源自於一個阿蘭文
[00:12:19.920 --> 00:12:22.640]  在這裡我首先介紹一下什麼是阿蘭文
[00:12:22.640 --> 00:12:25.680]  因為在遲些講但爾利書的時候
[00:12:25.680 --> 00:12:27.200]  我會再詳細講
[00:12:27.200 --> 00:12:32.800]  阿蘭文可以說是古晉東的一個通用語言
[00:12:32.800 --> 00:12:38.240]  就好像今天這個世界裡面所看到的英語
[00:12:38.240 --> 00:12:42.800]  這個世界你可以不懂中文
[00:12:42.800 --> 00:12:44.000]  不懂日文
[00:12:44.000 --> 00:12:45.600]  不懂法文
[00:12:45.600 --> 00:12:47.600]  但你不可以不懂英文
[00:12:47.600 --> 00:12:49.600]  為什麼
[00:12:49.600 --> 00:12:54.880]  原來很多東西基本上只有英文能夠說得通
[00:12:54.880 --> 00:12:59.360]  其實我很多年前才知道原來是一件這樣的事情
[00:12:59.360 --> 00:13:03.200]  當時我去做短宣去到法國的時候
[00:13:03.200 --> 00:13:11.520]  有一群弟兄姊妹就說去法國要帶一些電腦去法國的一個教會
[00:13:11.520 --> 00:13:13.520]  我就覺得很奇怪
[00:13:13.520 --> 00:13:15.520]  為什麼要帶電腦過去呢
[00:13:15.520 --> 00:13:17.520]  那些電腦不是現在的notebook
[00:13:17.520 --> 00:13:23.520]  是一座好像你家裡的抽屜那些
[00:13:23.520 --> 00:13:25.520]  家裡現在還有四五台那些
[00:13:25.520 --> 00:13:27.520]  就帶過去
[00:13:27.520 --> 00:13:29.520]  我就覺得奇怪
[00:13:29.520 --> 00:13:31.520]  我說你們帶電腦過去做什麼呢
[00:13:31.520 --> 00:13:33.520]  電腦全部是英文的
[00:13:33.520 --> 00:13:35.520]  法國當然是用法文的
[00:13:35.520 --> 00:13:37.520]  誰不知原來他們這樣跟我說
[00:13:37.520 --> 00:13:39.520]  你不知道的
[00:13:39.520 --> 00:13:41.520]  原來讀電腦的人
[00:13:41.520 --> 00:13:43.520]  所有人用英文去讀的
[00:13:43.520 --> 00:13:45.520]  是嗎
[00:13:45.520 --> 00:13:47.520]  我不知道
[00:13:47.520 --> 00:13:49.520]  他說無論從電腦的語言
[00:13:49.520 --> 00:13:51.520]  以至於那個英文
[00:13:51.520 --> 00:13:55.520]  以至於電腦的運作系統
[00:13:55.520 --> 00:13:57.520]  全部都是用英語的
[00:13:57.520 --> 00:13:59.520]  我說不是啊
[00:13:59.520 --> 00:14:01.520]  我看過有些畫面都是法文的
[00:14:01.520 --> 00:14:05.520]  他說那個是英語之後再翻譯出來的畫面給你看的
[00:14:05.520 --> 00:14:07.520]  背後所有的東西都是用英語
[00:14:07.520 --> 00:14:13.520]  阿蘭文其實就好像我們現在所看的英語一樣
[00:14:13.520 --> 00:14:15.520]  你不懂阿蘭文
[00:14:15.520 --> 00:14:17.520]  基本上你就不知道很多的事情
[00:14:17.520 --> 00:14:25.520]  這個足留地這個字眼本來就源自於阿蘭文的名稱
[00:14:25.520 --> 00:14:29.520]  但是後來就把它轉化為希臘文
[00:14:29.520 --> 00:14:33.520]  而後來把聖經翻譯的時候
[00:14:33.520 --> 00:14:37.520]  就把足留地這個字眼翻譯成拉丁文
[00:14:37.520 --> 00:14:41.520]  而拉丁文的翻譯就叫做Calvaryia
[00:14:41.520 --> 00:14:47.520]  就是後來我們所熟悉的Calvary這個陳述
[00:14:47.520 --> 00:14:49.520]  這個地點在哪裡呢
[00:14:49.520 --> 00:14:55.520]  為什麼要把耶穌押到這個地方裡面呢
[00:14:55.520 --> 00:14:57.520]  就有很多聖經的研究
[00:14:57.520 --> 00:15:01.520]  特別是這個所謂聖地研究
[00:15:01.520 --> 00:15:05.520]  是一個專門的考古學
[00:15:05.520 --> 00:15:07.520]  在聖經學也有的聖地研究
[00:15:07.520 --> 00:15:11.520]  就提到了好幾個地方
[00:15:11.520 --> 00:15:17.520]  如果大家今天去到耶路撒冷旅遊的時候
[00:15:17.520 --> 00:15:20.520]  你一定會進去耶路撒冷舊城
[00:15:20.520 --> 00:15:23.520]  大家知道耶路撒冷其實不是很大
[00:15:23.520 --> 00:15:25.520]  不過不大也好
[00:15:25.520 --> 00:15:29.520]  它分為舊城區和新城區
[00:15:29.520 --> 00:15:31.520]  舊城區就是我們經常讀聖經
[00:15:31.520 --> 00:15:38.520]  要講的圍牆圍著的聖殿山為中心的地點
[00:15:38.520 --> 00:15:41.520]  這個地方有個教會
[00:15:41.520 --> 00:15:45.520]  那個教會就叫做The Church of the Holy Sepulcher
[00:15:45.520 --> 00:15:51.520]  有些人就說是主誕堂
[00:15:51.520 --> 00:15:53.520]  很多翻譯我不知道
[00:15:53.520 --> 00:15:55.520]  我曾經去過
[00:15:55.520 --> 00:15:57.520]  這個教堂很特別
[00:15:57.520 --> 00:16:00.520]  因為它本身的歷史很久了
[00:16:00.520 --> 00:16:08.520]  長達到一個教堂的地步
[00:16:08.520 --> 00:16:14.520]  所以如果大家想看YouTube或紀錄片
[00:16:14.520 --> 00:16:21.520]  耶路撒冷原來猶太人的新年會走進這個教堂
[00:16:21.520 --> 00:16:25.520]  但這個教堂裏面又有一間教堂
[00:16:25.520 --> 00:16:33.520]  相傳這個地方是耶穌被釘死的地方
[00:16:33.520 --> 00:16:36.520]  當時是一個小小的山丘
[00:16:36.520 --> 00:16:42.520]  後來被移平建了一個教堂
[00:16:42.520 --> 00:16:45.520]  原本在山丘的教堂
[00:16:45.520 --> 00:16:48.520]  後來在外面又再建了一個教堂
[00:16:48.520 --> 00:16:50.520]  把教堂包成教堂
[00:16:50.520 --> 00:16:52.520]  就是這個情況
[00:16:52.520 --> 00:16:56.520]  另一個地方建議的是
[00:16:56.520 --> 00:16:58.520]  耶路撒冷城的舊城
[00:16:58.520 --> 00:17:02.520]  正正北面的出口對著的地方
[00:17:02.520 --> 00:17:04.520]  叫做花園塚
[00:17:04.520 --> 00:17:07.520]  為甚麼叫做花園塚呢
[00:17:07.520 --> 00:17:13.520]  因為當然耶穌基督埋葬在那個地方附近
[00:17:13.520 --> 00:17:17.520]  附近有一個山坡
[00:17:17.520 --> 00:17:25.520]  如果大家有看聖地課程
[00:17:25.520 --> 00:17:29.520]  我曾經出過一幅圖片給大家看
[00:17:29.520 --> 00:17:33.520]  那個山坡其實是一個像峭壁的地方
[00:17:33.520 --> 00:17:35.520]  我去過的
[00:17:35.520 --> 00:17:38.520]  山上有兩個凹陷的地方
[00:17:38.520 --> 00:17:41.520]  有一個凸出來的石頭
[00:17:41.520 --> 00:17:47.520]  形成了一個像骷髏頭的地區
[00:17:47.520 --> 00:17:52.520]  有些人說為甚麼我們更肯定
[00:17:52.520 --> 00:17:55.520]  這個地方是耶穌真正被釘死的地方呢
[00:17:55.520 --> 00:18:00.520]  因為釘死的地方正正像骷髏頭一樣
[00:18:00.520 --> 00:18:04.520]  所以就叫做足留地
[00:18:04.520 --> 00:18:06.520]  在足留地過沒多遠
[00:18:06.520 --> 00:18:09.520]  就有一個新的墓
[00:18:09.520 --> 00:18:12.520]  那座墓就是耶穌埋葬的地方
[00:18:12.520 --> 00:18:14.520]  如果你去的話
[00:18:14.520 --> 00:18:16.520]  我勸你去一下就算了
[00:18:16.520 --> 00:18:17.520]  不要相信了
[00:18:17.520 --> 00:18:19.520]  因為在當地我去的時候
[00:18:19.520 --> 00:18:21.520]  公元2000年
[00:18:21.520 --> 00:18:22.520]  25年前
[00:18:22.520 --> 00:18:26.520]  當時有一個浸信會的美國牧師
[00:18:26.520 --> 00:18:29.520]  在那裏做負責導遊
[00:18:29.520 --> 00:18:32.520]  因為在聖地所有要說話
[00:18:32.520 --> 00:18:35.520]  要說話去介紹聖地都要拿牌子的
[00:18:35.520 --> 00:18:37.520]  他就拿了牌子在那裏
[00:18:37.520 --> 00:18:39.520]  長期做介紹
[00:18:39.520 --> 00:18:41.520]  他很有趣的
[00:18:41.520 --> 00:18:43.520]  介紹完所有東西之後
[00:18:43.520 --> 00:18:44.520]  他最後就這樣說
[00:18:44.520 --> 00:18:46.520]  你們不要相信了
[00:18:46.520 --> 00:18:50.520]  我說你說甚麼
[00:18:50.520 --> 00:18:53.520]  他說耶穌根本不是葬在那裏
[00:18:53.520 --> 00:18:56.520]  這個只是做出來給遊客看的
[00:18:56.520 --> 00:18:59.520]  給你的信徒朝聖的
[00:18:59.520 --> 00:19:04.520]  其實在聖地裏面有很多這樣的東西
[00:19:04.520 --> 00:19:08.520]  但是釘死耶穌的地方
[00:19:08.520 --> 00:19:10.520]  究竟是不是那個地方呢
[00:19:10.520 --> 00:19:11.520]  我們都不知道
[00:19:11.520 --> 00:19:13.520]  另外一個建議就是
[00:19:13.520 --> 00:19:16.520]  在耶路撒冷這個所謂
[00:19:16.520 --> 00:19:19.520]  The Church of the Holy Sepulchre
[00:19:19.520 --> 00:19:26.520]  西南邊的一個175米的地方
[00:19:26.520 --> 00:19:28.520]  同樣有一個地方
[00:19:28.520 --> 00:19:30.520]  亦都是有個小山丘
[00:19:30.520 --> 00:19:35.520]  估計亦都有可能是耶穌被釘死的地方
[00:19:35.520 --> 00:19:37.520]  講到這裏
[00:19:37.520 --> 00:19:39.520]  牧師你講了這麼多
[00:19:39.520 --> 00:19:40.520]  究竟釘死在哪裏呢
[00:19:40.520 --> 00:19:43.520]  答案就是不知道釘死在哪裏
[00:19:43.520 --> 00:19:46.520]  但重點是想說甚麼呢
[00:19:46.520 --> 00:19:49.520]  不是你想知道釘死在哪裏
[00:19:49.520 --> 00:19:51.520]  然後在那裏摸摸石頭
[00:19:51.520 --> 00:19:53.520]  嗨嗨那個十字架
[00:19:53.520 --> 00:19:58.520]  那裏有十字架的景點
[00:19:58.520 --> 00:20:00.520]  那你會神聖一點嗎
[00:20:00.520 --> 00:20:01.520]  不是
[00:20:01.520 --> 00:20:03.520]  我想告訴大家
[00:20:03.520 --> 00:20:08.520]  這個地方在當時耶路撒冷城裏面
[00:20:08.520 --> 00:20:12.520]  是一個皆知巷聞的地方
[00:20:12.520 --> 00:20:16.520]  就好像多倫多有誰不知道
[00:20:16.520 --> 00:20:18.520]  Eaton Centre在哪裏
[00:20:18.520 --> 00:20:20.520]  有沒有人不知道Eaton Centre
[00:20:20.520 --> 00:20:22.520]  可能真的有人不知道
[00:20:22.520 --> 00:20:24.520]  有沒有人不知道我們這裏
[00:20:24.520 --> 00:20:25.520]  沒有人不知道嗎
[00:20:25.520 --> 00:20:28.520]  有沒有人不知道CN Tower在哪裏呢
[00:20:28.520 --> 00:20:30.520]  我想除了你是瞎的
[00:20:30.520 --> 00:20:32.520]  看不到這件事
[00:20:32.520 --> 00:20:34.520]  但你沒理由不知道
[00:20:34.520 --> 00:20:37.520]  看不到你都聽過
[00:20:37.520 --> 00:20:39.520]  在市中心近湖邊
[00:20:39.520 --> 00:20:42.520]  那裏有個打球的地方
[00:20:42.520 --> 00:20:44.520]  那個球場的頂會開
[00:20:44.520 --> 00:20:46.520]  以前叫Sky Dome
[00:20:46.520 --> 00:20:48.520]  現在叫Roger Centre東西
[00:20:48.520 --> 00:20:50.520]  在那裏隔壁
[00:20:50.520 --> 00:20:52.520]  你都會聽過
[00:20:52.520 --> 00:20:53.520]  個個都知道
[00:20:53.520 --> 00:20:58.520]  其實當時築樓地是一個人所皆知的地方
[00:20:58.520 --> 00:21:00.520]  而來到這裏
[00:21:00.520 --> 00:21:04.520]  為何馬太要刻意提出這個地方呢
[00:21:04.520 --> 00:21:08.520]  即是說很多人都會去經過這個地方
[00:21:08.520 --> 00:21:11.520]  就等同於你如果去香港
[00:21:11.520 --> 00:21:12.520]  你如果未去過中環
[00:21:12.520 --> 00:21:13.520]  未去過旺角
[00:21:13.520 --> 00:21:15.520]  那你怎會去過呢
[00:21:15.520 --> 00:21:17.520]  來到多倫多
[00:21:17.520 --> 00:21:19.520]  你告訴別人你未去過
[00:21:19.520 --> 00:21:21.520]  Young guy真是笑死人
[00:21:21.520 --> 00:21:24.520]  人人皆去過的地方
[00:21:24.520 --> 00:21:26.520]  個個人都去
[00:21:26.520 --> 00:21:30.520]  就是一個個個人都會去的地方
