
[00:00:00.000 --> 00:00:06.000]  今天和大家思想一篇的詩篇
[00:05:20.200 --> 00:05:22.200]  然後呢
[00:05:22.200 --> 00:05:24.200]  我就將這個要求
[00:05:24.200 --> 00:05:26.200]  寄去教育局
[00:05:26.200 --> 00:05:28.200]  負責的部門那裡
[00:05:28.200 --> 00:05:30.200]  貼上教育局那條政策
[00:05:30.200 --> 00:05:33.200]  OK
[00:05:33.200 --> 00:05:34.200]  我附上那條政策
[00:05:34.200 --> 00:05:35.200]  為什麼呢
[00:05:35.200 --> 00:05:36.200]  因為教育局委員
[00:05:36.200 --> 00:05:37.200]  其中一個就是制定政策
[00:05:37.200 --> 00:05:39.200]  所以我們都很熟悉那些政策
[00:05:39.200 --> 00:05:40.200]  那個政策就是
[00:05:40.200 --> 00:05:42.200]  如果這一間日學附屬
[00:05:42.200 --> 00:05:44.200]  在一間學校裡
[00:05:44.200 --> 00:05:45.200]  在合理的情況下
[00:05:45.200 --> 00:05:47.200]  提供不到服務
[00:05:47.200 --> 00:05:48.200]  可以解僱
[00:05:48.200 --> 00:05:52.200]  就是這麼簡單
[00:05:52.200 --> 00:05:54.200]  不幫他的
[00:05:54.200 --> 00:05:55.200]  知道不肯幫
[00:05:55.200 --> 00:05:57.200]  OK
[00:05:57.200 --> 00:05:59.200]  不知道這條條例的幫不到
[00:05:59.200 --> 00:06:02.200]  一個肯幫又知道條例的
[00:06:02.200 --> 00:06:03.200]  又肯幫他的
[00:06:03.200 --> 00:06:05.200]  三天解決了
[00:06:08.200 --> 00:06:09.200]  門很重要
[00:06:09.200 --> 00:06:13.200]  你找找這條門路
[00:06:13.200 --> 00:06:15.200]  是不是
[00:06:15.200 --> 00:06:17.200]  所以今天我和大家說的是一個
[00:06:17.200 --> 00:06:19.200]  有門路的應許
[00:06:19.200 --> 00:06:21.200]  因為有時我們說
[00:06:21.200 --> 00:06:22.200]  我們當初就說
[00:06:22.200 --> 00:06:23.200]  上帝是神
[00:06:23.200 --> 00:06:27.200]  你想回去你有路了嗎
[00:06:27.200 --> 00:06:31.200]  是不是
[00:06:31.200 --> 00:06:32.200]  你想有那樣東西
[00:06:32.200 --> 00:06:34.200]  你有沒有路呢
[00:06:34.200 --> 00:06:37.200]  可能你看到那條不是路
[00:06:37.200 --> 00:06:38.200]  你以為那條是路
[00:06:38.200 --> 00:06:39.200]  原來是掘頭路
[00:06:39.200 --> 00:06:40.200]  去不到的
[00:06:40.200 --> 00:06:42.200]  是不是
[00:06:42.200 --> 00:06:43.200]  所以為什麼我們說
[00:06:43.200 --> 00:06:45.200]  我們要感謝我們的上帝呢
[00:06:45.200 --> 00:06:49.200]  因為他為我們開了門
[00:06:49.200 --> 00:06:51.200]  是不是
[00:06:51.200 --> 00:06:52.200]  你說我覺悟到了
[00:06:52.200 --> 00:06:53.200]  我知道我是一個罪人
[00:06:53.200 --> 00:06:55.200]  我要回去上帝那裡
[00:06:55.200 --> 00:06:57.200]  你只要回去他就給你了
[00:06:57.200 --> 00:06:59.200]  是不是
[00:06:59.200 --> 00:07:01.200]  所以我們回來看這篇詩篇的時候
[00:07:01.200 --> 00:07:03.200]  詩人一開始說什麼
[00:07:03.200 --> 00:07:05.200]  普天下江向耶和華
[00:07:05.200 --> 00:07:06.200]  歡呼
[00:07:06.200 --> 00:07:07.200]  來歡呼一次
[00:07:07.200 --> 00:07:08.200]  預備一二三
[00:07:08.200 --> 00:07:10.200]  歡呼
[00:07:10.200 --> 00:07:12.200]  那不是叫歡呼
[00:07:12.200 --> 00:07:14.200]  那叫做度歡呼
[00:07:14.200 --> 00:07:16.200]  我還記得
[00:07:16.200 --> 00:07:18.200]  我還沒移民之前
[00:07:18.200 --> 00:07:20.200]  我在香港住屋邨
[00:07:20.200 --> 00:07:22.200]  有一次看世界盃
[00:07:22.200 --> 00:07:24.200]  看世界盃
[00:07:24.200 --> 00:07:26.200]  那次世界盃是半夜打的
[00:07:26.200 --> 00:07:28.200]  不知道兩點還是三點
[00:07:28.200 --> 00:07:29.200]  半夜我不記得了
[00:07:29.200 --> 00:07:30.200]  太多年前了
[00:07:30.200 --> 00:07:33.200]  我捧那一步
[00:07:33.200 --> 00:07:34.200]  那隊呢
[00:07:34.200 --> 00:07:35.200]  一波
[00:07:35.200 --> 00:07:37.200]  你知不知道
[00:07:37.200 --> 00:07:39.200]  當時我整個跳起
[00:07:39.200 --> 00:07:41.200]  然後歡呼
[00:07:41.200 --> 00:07:43.200]  然後我同時聽到的是
[00:07:43.200 --> 00:07:45.200]  整條村
[00:07:45.200 --> 00:07:48.200]  整條屋邨
[00:07:48.200 --> 00:07:50.200]  一起在歡呼
[00:07:50.200 --> 00:07:52.200]  當然有些人在慘叫
[00:07:52.200 --> 00:07:56.200]  因為捧兩隊球
[00:07:56.200 --> 00:07:59.200]  你怎麼歡呼的
[00:07:59.200 --> 00:08:00.200]  你不會叫歡呼的
[00:08:00.200 --> 00:08:02.200]  你怎麼歡呼我不知道
[00:08:02.200 --> 00:08:03.200]  來一次
[00:08:03.200 --> 00:08:05.200]  預備一二三
[00:08:05.200 --> 00:08:07.200]  歡呼
[00:08:07.200 --> 00:08:12.200]  不是這樣吧
[00:08:12.200 --> 00:08:14.200]  贏了就進球
[00:08:14.200 --> 00:08:16.200]  是不是這樣
[00:08:16.200 --> 00:08:24.200]  詩人說抱天下江向耶和華
[00:08:24.200 --> 00:08:26.200]  歡呼
[00:08:26.200 --> 00:08:28.200]  不是慘叫
[00:08:28.200 --> 00:08:30.200]  是不是
[00:08:30.200 --> 00:08:31.200]  為什麼要歡呼
[00:08:31.200 --> 00:08:33.200]  有路可走
[00:08:33.200 --> 00:08:35.200]  找到了
[00:08:35.200 --> 00:08:39.200]  找到了
[00:08:39.200 --> 00:08:40.200]  有路啊有路啊
[00:08:40.200 --> 00:08:42.200]  找到了找到了
[00:08:42.200 --> 00:08:43.200]  歡呼是不是
[00:08:43.200 --> 00:08:45.200]  那種是一種激動的心情
[00:08:45.200 --> 00:08:49.200]  這種就是我們要回來敬拜上帝那種激動的心情
[00:08:49.200 --> 00:08:51.200]  又要起來
[00:08:51.200 --> 00:08:53.200]  又要起來
[00:08:53.200 --> 00:08:55.200]  又要起來
[00:08:55.200 --> 00:08:56.200]  有些人跟從耶穌
[00:08:56.200 --> 00:08:58.200]  跟到很痛苦的
[00:08:59.200 --> 00:09:01.200]  信耶穌簡直是一個包袱
[00:09:01.200 --> 00:09:05.200]  為什麼
[00:09:05.200 --> 00:09:08.200]  我們沒有欣賞上帝給我們路可走
[00:09:08.200 --> 00:09:10.200]  剛才節目說得很好
[00:09:10.200 --> 00:09:11.200]  在平安
[00:09:11.200 --> 00:09:12.200]  為什麼在平安
[00:09:12.200 --> 00:09:14.200]  夜漫漫
[00:09:14.200 --> 00:09:16.200]  偷渡
[00:09:16.200 --> 00:09:18.200]  是不是
[00:09:18.200 --> 00:09:19.200]  被人抓了
[00:09:19.200 --> 00:09:21.200]  經歷是怎麼樣
[00:09:21.200 --> 00:09:23.200]  對不起我沒有這個經歷
[00:09:23.200 --> 00:09:25.200]  我沒試過偷渡
[00:09:27.200 --> 00:09:29.200]  這個是很主觀的經歷
[00:09:29.200 --> 00:09:33.200]  每一個人在上帝面前都有很主觀的經歷
[00:09:33.200 --> 00:09:35.200]  我曾經和大家說過
[00:09:35.200 --> 00:09:39.200]  什麼福有福音並不是單單說耶穌給他釘十字架
[00:09:39.200 --> 00:09:41.200]  耶穌給他釘十字架
[00:09:41.200 --> 00:09:45.200]  只不過是客觀的救恩的事實
[00:09:45.200 --> 00:09:47.200]  剛剛早兩天和一個朋友聊天
[00:09:47.200 --> 00:09:48.200]  說什麼呢
[00:09:48.200 --> 00:09:50.200]  說警察
[00:09:50.200 --> 00:09:52.200]  大部分情況之下我們不喜歡見到警察
[00:09:52.200 --> 00:09:54.200]  特別是開快車的時候
[00:09:56.200 --> 00:09:57.200]  是不是
[00:09:57.200 --> 00:09:59.200]  大部分情況之下我不喜歡
[00:09:59.200 --> 00:10:00.200]  這個朋友很特別
[00:10:00.200 --> 00:10:01.200]  他有一個感覺就是
[00:10:01.200 --> 00:10:03.200]  他上次遇到警察的時候
[00:10:03.200 --> 00:10:05.200]  他停了紅燈
[00:10:05.200 --> 00:10:06.200]  停了紅燈
[00:10:06.200 --> 00:10:08.200]  停了車
[00:10:08.200 --> 00:10:09.200]  停紅燈
[00:10:09.200 --> 00:10:11.200]  再聽一次是停紅燈
[00:10:11.200 --> 00:10:13.200]  然後他拿手機出來查信息
[00:10:13.200 --> 00:10:16.200]  然後他又聽到有人敲他的窗
[00:10:16.200 --> 00:10:18.200]  警察站在路邊
[00:10:18.200 --> 00:10:20.200]  他看不到
[00:10:20.200 --> 00:10:21.200]  他看信息
[00:10:21.200 --> 00:10:23.200]  敲敲敲
[00:10:23.200 --> 00:10:25.200]  麻煩500加3分
[00:10:25.200 --> 00:10:30.200]  通常來說我們就坐
[00:10:30.200 --> 00:10:32.200]  搞錯
[00:10:32.200 --> 00:10:33.200]  警察你又不抓
[00:10:33.200 --> 00:10:34.200]  是不是
[00:10:34.200 --> 00:10:35.200]  跑來抓我
[00:10:35.200 --> 00:10:37.200]  這麼多警察你不抓
[00:10:37.200 --> 00:10:39.200]  通常這些人
[00:10:39.200 --> 00:10:40.200]  這個朋友很特別
[00:10:40.200 --> 00:10:42.200]  他說我很感恩
[00:10:42.200 --> 00:10:44.200]  他說透過這樣
[00:10:44.200 --> 00:10:46.200]  警察提醒了我
[00:10:46.200 --> 00:10:48.200]  安全駕駛
[00:10:48.200 --> 00:10:50.200]  What about我下一次
[00:10:50.200 --> 00:10:52.200]  跌倒的時候
[00:10:52.200 --> 00:10:54.200]  有車撞過來我看不到
[00:10:54.200 --> 00:10:58.200]  態度很重要
[00:10:58.200 --> 00:11:01.200]  為什麼私人會說
[00:11:01.200 --> 00:11:04.200]  他不是說我要向余皓華歡呼
[00:11:04.200 --> 00:11:06.200]  他那種激動
[00:11:06.200 --> 00:11:08.200]  就是說
[00:11:08.200 --> 00:11:10.200]  一起來歡呼普天塔
[00:11:10.200 --> 00:11:12.200]  我們只有我一個歡呼普天塔
[00:11:12.200 --> 00:11:14.200]  多
[00:11:14.200 --> 00:11:16.200]  很多時候我們說應該是這樣
[00:11:16.200 --> 00:11:17.200]  應該是這樣
[00:11:17.200 --> 00:11:19.200]  這個世界上很多應該的事都沒有發生
[00:11:19.200 --> 00:11:21.200]  是不是
[00:11:21.200 --> 00:11:23.200]  活到我們這個年紀
[00:11:23.200 --> 00:11:25.200]  這麼多哥哥妹妹在這裡
[00:11:25.200 --> 00:11:27.200]  沒有姐姐在這裡
[00:11:27.200 --> 00:11:29.200]  全部都是妹妹
[00:11:29.200 --> 00:11:33.200]  很多經歷告訴我們
[00:11:33.200 --> 00:11:35.200]  當發生的事都沒有發生
[00:11:35.200 --> 00:11:39.200]  但是我們作為跟從上帝的人
[00:11:39.200 --> 00:11:41.200]  我們應該有那種覺悟
[00:11:41.200 --> 00:11:43.200]  應該發生的
[00:11:43.200 --> 00:11:45.200]  應該要發生
[00:11:45.200 --> 00:11:47.200]  不應該發生的就不應該發生
[00:11:47.200 --> 00:11:51.200]  我們就讓那些當發生的事情
[00:11:51.200 --> 00:11:53.200]  去發生
[00:11:53.200 --> 00:11:55.200]  這個是我們在活在世上
[00:11:55.200 --> 00:11:57.200]  一件很重要的事
[00:11:57.200 --> 00:11:59.200]  當然有些時候我們發覺
[00:11:59.200 --> 00:12:01.200]  都不知道怎樣掌握的時候
[00:12:01.200 --> 00:12:02.200]  對了
[00:12:02.200 --> 00:12:04.200]  這就是我們人生的操練
[00:12:04.200 --> 00:12:06.200]  是不是因為有一件事
[00:12:06.200 --> 00:12:08.200]  我們說我們大家一起去復興
[00:12:08.200 --> 00:12:09.200]  我們可以有一百種不同的方法
[00:12:09.200 --> 00:12:11.200]  來我們搞復興
[00:12:11.200 --> 00:12:14.200]  對不對
[00:12:14.200 --> 00:12:16.200]  所以復興
[00:12:16.200 --> 00:12:18.200]  我們有很清楚的目標
[00:12:18.200 --> 00:12:20.200]  至於方法呢
[00:12:20.200 --> 00:12:22.200]  大家一起四四六六
[00:12:22.200 --> 00:12:24.200]  談好它
[00:12:24.200 --> 00:12:26.200]  談完之後
[00:12:26.200 --> 00:12:28.200]  大家贊成的歡呼
[00:12:28.200 --> 00:12:30.200]  不贊成的馴服
[00:12:30.200 --> 00:12:32.200]  是不是
[00:12:32.200 --> 00:12:34.200]  有時候我們的功課很有趣
[00:12:34.200 --> 00:12:36.200]  聖經上經常講馴服
[00:12:36.200 --> 00:12:38.200]  我跟大家講過了
[00:12:38.200 --> 00:12:40.200]  馴服不是佩服
[00:12:40.200 --> 00:12:42.200]  什麼叫馴服
[00:12:42.200 --> 00:12:44.200]  因為耶穌的緣故
[00:12:44.200 --> 00:12:46.200]  不用馴服的
[00:12:46.200 --> 00:12:48.200]  馴服就是我鞠著氣
[00:12:48.200 --> 00:12:50.200]  不過因為我舉個例子
[00:12:50.200 --> 00:12:52.200]  夫妻就最容易講的
[00:12:52.200 --> 00:12:54.200]  太太要馴服丈夫
[00:12:54.200 --> 00:12:56.200]  為什麼要馴服
[00:12:56.200 --> 00:12:58.200]  就是因為你本身不服他
[00:12:58.200 --> 00:13:00.200]  才要馴服他
[00:13:00.200 --> 00:13:02.200]  如果你已經佩服他
[00:13:02.200 --> 00:13:04.200]  何必馴服他
[00:13:04.200 --> 00:13:06.200]  就是這樣才要學馴服
[00:13:06.200 --> 00:13:08.200]  為什麼要學馴服
[00:13:08.200 --> 00:13:10.200]  給面子耶穌
[00:13:10.200 --> 00:13:12.200]  就是這麼簡單
[00:13:12.200 --> 00:13:14.200]  你給面子耶穌
[00:13:14.200 --> 00:13:16.200]  給面子耶穌
[00:13:16.200 --> 00:13:18.200]  給面子耶穌
[00:13:18.200 --> 00:13:20.200]  明明我都鞠著氣
[00:13:20.200 --> 00:13:22.200]  都服你
[00:13:22.200 --> 00:13:24.200]  男人才做到真男人
[00:13:24.200 --> 00:13:26.200]  聖經這樣教的
[00:13:26.200 --> 00:13:28.200]  因為亞當不是很好才做夏娃
[00:13:28.200 --> 00:13:30.200]  如果他覺得好就不用做夏娃
[00:13:30.200 --> 00:13:32.200]  自己搞定
[00:13:32.200 --> 00:13:34.200]  不用啦
[00:13:34.200 --> 00:13:36.200]  就因為他不是很好才做夏娃
[00:13:36.200 --> 00:13:38.200]  幫助他
[00:13:38.200 --> 00:13:40.200]  你不幫他就答他
[00:13:40.200 --> 00:13:42.200]  同樣
[00:13:42.200 --> 00:13:44.200]  天下只有一個人這樣支持你
[00:13:44.200 --> 00:13:46.200]  肯宣誓
[00:13:46.200 --> 00:13:48.200]  說馴服你
[00:13:48.200 --> 00:13:50.200]  肯宣誓幫助你
[00:13:50.200 --> 00:13:52.200]  你都不愛錫他
[00:13:52.200 --> 00:13:54.200]  所以丈夫要愛妻子
[00:13:54.200 --> 00:13:56.200]  越來越不可愛
[00:13:56.200 --> 00:13:58.200]  為什麼
[00:13:58.200 --> 00:14:00.200]  不可愛你都要愛他
[00:14:00.200 --> 00:14:02.200]  因為只有他支持你
[00:14:02.200 --> 00:14:04.200]  支持你和頂你差不多
[00:14:04.200 --> 00:14:06.200]  他不支持你
[00:14:06.200 --> 00:14:08.200]  為什麼要支持你
[00:14:08.200 --> 00:14:10.200]  沒有啦
[00:14:10.200 --> 00:14:12.200]  只有一個人宣誓要支持你
[00:14:12.200 --> 00:14:14.200]  很多人在政壇裡都說我支持你
[00:14:14.200 --> 00:14:16.200]  我只是說口
[00:14:16.200 --> 00:14:20.200]  所以
[00:14:20.200 --> 00:14:22.200]  當我們去認識上帝
[00:14:22.200 --> 00:14:24.200]  我們經歷上帝
[00:14:24.200 --> 00:14:26.200]  這是一個很主觀的
[00:14:26.200 --> 00:14:28.200]  一個人之所以能夠歡呼你
[00:14:28.200 --> 00:14:30.200]  沒有那種感覺你叫不出來
[00:14:30.200 --> 00:14:32.200]  你有沒有支持的球隊
[00:14:32.200 --> 00:14:34.200]  你有沒有支持的
[00:14:34.200 --> 00:14:36.200]  你見到他贏了之後你會歡呼
[00:14:36.200 --> 00:14:38.200]  沒有的
[00:14:38.200 --> 00:14:40.200]  他給了你什麼
[00:14:40.200 --> 00:14:42.200]  沒有的
[00:14:42.200 --> 00:14:44.200]  為什麼你會支持曼聯
[00:14:44.200 --> 00:14:46.200]  支持Maple Leaf
[00:14:46.200 --> 00:14:48.200]  支持Raptors
[00:14:48.200 --> 00:14:50.200]  對不起這三隊都不是我支持的
[00:14:50.200 --> 00:14:52.200]  亂說的
[00:14:52.200 --> 00:14:54.200]  但你怎麼支持
[00:14:54.200 --> 00:14:56.200]  他出去吃飯嗎
[00:14:56.200 --> 00:14:58.200]  他出糧給你
[00:14:58.200 --> 00:15:00.200]  沒有的
[00:15:00.200 --> 00:15:02.200]  你不知道為什麼
[00:15:02.200 --> 00:15:04.200]  你心裡就是支持
[00:15:04.200 --> 00:15:06.200]  為什麼
[00:15:06.200 --> 00:15:08.200]  今天CNN告訴你
[00:15:08.200 --> 00:15:10.200]  普天下當
[00:15:10.200 --> 00:15:12.200]  當什麼
[00:15:12.200 --> 00:15:14.200]  當歡呼
[00:15:14.200 --> 00:15:16.200]  當侍奉
[00:15:16.200 --> 00:15:18.200]  還樂意
[00:15:18.200 --> 00:15:20.200]  說真的
[00:15:20.200 --> 00:15:22.200]  大家跟從主一段這麼長的時間
[00:15:22.200 --> 00:15:24.200]  有時真的做到死下死下
[00:15:24.200 --> 00:15:26.200]  有時真是
[00:15:26.200 --> 00:15:28.200]  服侍主就服侍
[00:15:28.200 --> 00:15:30.200]  那班小朋友
[00:15:32.200 --> 00:15:34.200]  小朋友這兩個字就沒有了
[00:15:34.200 --> 00:15:36.200]  那班人
[00:15:36.200 --> 00:15:42.200]  都是為主的緣故
[00:15:42.200 --> 00:15:44.200]  你想想主耶穌幫門徒洗腳的時候
[00:15:44.200 --> 00:15:46.200]  你想想
[00:15:46.200 --> 00:15:48.200]  耶穌幫那班門徒洗腳的時候
[00:15:48.200 --> 00:15:50.200]  這個走得最快
