
[00:00:00.000 --> 00:00:08.500]  多謝大家來到 大家可以享受今晚分享經文的時間
[00:02:08.040 --> 00:02:12.520]  我們求你幫助我們去明白俄巴底亞書的信息
[00:02:12.520 --> 00:02:16.920]  也許我們不會經歷以色列人所經歷的那種苦難
[00:02:16.920 --> 00:02:19.280]  我們不希望經歷這些苦難
[00:02:19.280 --> 00:02:23.040]  不過假如我們真的遇到一些
[00:02:23.040 --> 00:02:28.640]  超乎我們力量所能夠面對的一些不公義的事情的時候
[00:02:28.640 --> 00:02:32.040]  求你幫助我們 不要失去你的信心
[00:02:32.040 --> 00:02:36.640]  今天藉著這本書成為我們每一個人的鼓勵
[00:02:36.640 --> 00:02:40.280]  給我們說話 祷告奉耶穌基督名
[00:02:40.280 --> 00:02:42.760]  好 我們先看一個地圖
[00:02:42.760 --> 00:02:44.760]  這個對不起是英文的
[00:02:44.760 --> 00:02:48.280]  不過給你看一下
[00:02:48.280 --> 00:02:51.800]  基本上俄巴底亞書不知道你看過沒有
[00:02:51.800 --> 00:02:53.800]  基本上內容很簡單
[00:02:53.800 --> 00:02:57.680]  一句綜合了就是「伊東 你死了」
[00:02:57.680 --> 00:02:59.680]  五個字講完俄巴底亞書
[00:02:59.680 --> 00:03:01.680]  「伊東 你死了」
[00:03:01.680 --> 00:03:05.400]  不過所以就要說一下伊東是什麼地方
[00:03:05.400 --> 00:03:07.560]  這個地圖你就看到
[00:03:07.560 --> 00:03:11.920]  以色列有兩個海 上面就是加利利下面就是死海
[00:03:11.920 --> 00:03:16.520]  然後不知道你的左手邊
[00:03:16.520 --> 00:03:20.760]  左手邊的就是以色列和猶大
[00:03:20.760 --> 00:03:22.320]  上下南北兩個
[00:03:22.320 --> 00:03:25.120]  紅色的就是俄羅斯人
[00:03:25.120 --> 00:03:28.080]  上面的叫做巴西
[00:03:28.080 --> 00:03:29.920]  巴西的叫做Phoenicians
[00:03:29.920 --> 00:03:32.720]  就是那些推羅
[00:03:32.720 --> 00:03:36.360]  在聖經裡面叫做推羅 就是那個地方
[00:03:36.360 --> 00:03:41.680]  主要其實就是看約旦河的東岸
[00:03:41.680 --> 00:03:46.160]  那四個敵人 你看藍藍的那個就是阿蘭人
[00:03:46.160 --> 00:03:51.920]  這個Ammonites 就是橙橙的那個就是阿滿人
[00:03:51.920 --> 00:03:55.960]  阿滿人還是什麼都好 中文譯成阿蘭人、阿滿人
[00:03:55.960 --> 00:03:59.600]  然後紫的那個就是摩亞
[00:03:59.600 --> 00:04:05.360]  然後黃黃青青的那個就是最底下的那個就是伊東
[00:04:05.360 --> 00:04:09.400]  給你大概看一下那個地理是這樣
[00:04:09.400 --> 00:04:13.760]  總之這些人就經常和以色列打交的
[00:04:13.760 --> 00:04:18.200]  如果你看聶朗基上下、撒姆爾基上下
[00:04:18.200 --> 00:04:21.800]  甚至史詩記這些你都知道
[00:04:21.800 --> 00:04:27.840]  這些阿蘭人、摩亞人就經常和以色列打交的
[00:04:27.840 --> 00:04:30.480]  不過從一個角度來看
[00:04:30.480 --> 00:04:34.560]  以東人和以色列打交就沒什麼特別
[00:04:34.560 --> 00:04:38.480]  不過特別的地方就在於以東人
[00:04:38.480 --> 00:04:42.400]  理論上根據聖經裡面講
[00:04:42.400 --> 00:04:45.520]  就是以色列人的親戚
[00:04:45.520 --> 00:04:50.320]  即使表哥表弟打起來 仇恨特別深
[00:04:50.320 --> 00:04:54.760]  你見到家裡如果多過一個兄弟姐妹 你知道
[00:04:54.760 --> 00:05:00.240]  我家裡三個女兒 好的時候就堂知蹈
[00:05:00.240 --> 00:05:04.440]  叫起來就好像世界末日一樣
[00:05:04.440 --> 00:05:06.600]  這輩子都不會再和她聊天的了
[00:05:06.600 --> 00:05:09.360]  因為女兒經常說這些話出來
[00:05:09.360 --> 00:05:12.960]  幸好她都是用這個誇張手法
[00:05:12.960 --> 00:05:17.440]  不過以色列和以東之間就不是誇張手法了
[00:05:17.440 --> 00:05:19.960]  他們兩個真的是所謂的兄弟國
[00:05:19.960 --> 00:05:26.480]  但是在歷史上就搞到成為一個不共戴天之仇
[00:05:26.480 --> 00:05:28.120]  下一章
[00:05:28.120 --> 00:05:30.960]  第一點就講到以素
[00:05:30.960 --> 00:05:32.640]  如果你看看這個創世紀
[00:05:32.640 --> 00:05:35.680]  這裡有一大堆經文
[00:05:35.680 --> 00:05:38.960]  不用理了 不會逐一去揭開的
[00:05:38.960 --> 00:05:42.440]  但是告訴你 表示我說話有根有據的
[00:05:42.440 --> 00:05:43.720]  就給你這些經文
[00:05:43.720 --> 00:05:48.360]  創世紀耶五章30節那裡講到
[00:05:48.360 --> 00:05:54.240]  以東這個字就是來自 其實就是以素的名字
[00:05:54.240 --> 00:05:58.360]  字根的意思就是紅的意思
[00:05:58.360 --> 00:06:01.360]  因為以素是紅的 皮膚是紅的
[00:06:01.360 --> 00:06:03.760]  你讀過故事就知道了
[00:06:03.760 --> 00:06:09.160]  雅各和以素就是兄弟
[00:06:09.160 --> 00:06:13.920]  大家爭那個福分 雅各爭贏了
[00:06:13.920 --> 00:06:18.640]  所以這兩個國家真是兩個國家的鼻祖
[00:06:18.640 --> 00:06:20.760]  雅各就是以色列的鼻祖
[00:06:20.760 --> 00:06:22.480]  以東的鼻祖就是以素
[00:06:22.480 --> 00:06:24.920]  一開始就已經吵架了
[00:06:24.920 --> 00:06:26.320]  下一點就是
[00:06:26.320 --> 00:06:28.560]  如果你看看36章
[00:06:28.560 --> 00:06:34.120]  整章創世紀36章都是在講以東的國土在哪裡
[00:06:34.120 --> 00:06:35.520]  你剛才看了地圖
[00:06:35.520 --> 00:06:39.600]  你知道基本上就是以色列的南面
[00:06:39.600 --> 00:06:42.640]  這裡如果你有機會去看一下
[00:06:42.640 --> 00:06:43.920]  就講到它怎樣
[00:06:43.920 --> 00:06:46.200]  因為那時候他們兩個都富有
[00:06:46.200 --> 00:06:49.920]  雅各也很富有 以素也很富有
[00:06:49.920 --> 00:06:52.680]  所以富有得多就不能夠同一塊地
[00:06:52.680 --> 00:06:54.000]  財富多得多
[00:06:54.000 --> 00:06:56.600]  那時候的財富就是牛羊
[00:06:56.600 --> 00:06:58.320]  多得多就不夠草食
[00:06:58.320 --> 00:07:00.280]  所以就各走一方
[00:07:00.280 --> 00:07:02.120]  以素就去了那裡
[00:07:02.120 --> 00:07:03.560]  不過那裡其中一個
[00:07:03.560 --> 00:07:07.320]  如果你看那一章其中一個小小的距腳就是
[00:07:07.320 --> 00:07:10.000]  以色列沒有王的時候
[00:07:10.000 --> 00:07:11.800]  以東已經有王了
[00:07:11.800 --> 00:07:12.920]  換句話說來講
[00:07:12.920 --> 00:07:17.600]  以東成為一個國是比以色列早的
[00:07:17.600 --> 00:07:19.960]  那這裡有什麼重要性呢?
[00:07:19.960 --> 00:07:21.760]  重要性就是說
[00:07:21.760 --> 00:07:25.800]  當以色列人流亡到埃及
[00:07:25.800 --> 00:07:27.720]  去到埃及找吃的
[00:07:27.720 --> 00:07:28.760]  然後被人欺負
[00:07:28.760 --> 00:07:33.080]  然後神帶他們出埃及過紅海
[00:07:33.080 --> 00:07:36.920]  當他們過了紅海的時候
[00:07:36.920 --> 00:07:39.800]  去到那裡的時候
[00:07:39.800 --> 00:07:41.760]  已經有以東國了
[00:07:41.760 --> 00:07:46.040]  以東國有了這個國家才到以色列有這個國家
[00:07:46.040 --> 00:07:48.560]  所以當那些以色列人出埃及的時候
[00:07:48.560 --> 00:07:50.360]  已經遇到以東國了
[00:07:50.360 --> 00:07:54.080]  我們看回上一頁的地圖
[00:07:54.080 --> 00:07:56.960]  麻煩你們
[00:07:56.960 --> 00:07:59.680]  是的 謝謝
[00:07:59.680 --> 00:08:03.400]  那你就看到這個地圖有限
[00:08:03.400 --> 00:08:06.880]  不過如果你想像這個地圖下面
[00:08:06.880 --> 00:08:09.080]  就是這個紅海
[00:08:09.080 --> 00:08:11.080]  你們就是這樣
[00:08:11.080 --> 00:08:13.200]  你們的左下邊
[00:08:13.200 --> 00:08:16.920]  你們看的話地圖的左下邊就是埃及
[00:08:16.920 --> 00:08:19.480]  它就上去向上面走
[00:08:19.480 --> 00:08:22.040]  其實最直接的路
[00:08:22.040 --> 00:08:25.000]  就應該是經過以東
[00:08:25.000 --> 00:08:27.240]  然後進入這個所謂的Judah
[00:08:27.240 --> 00:08:29.240]  Kingdom of Judah
[00:08:29.240 --> 00:08:31.400]  進入猶太的地下
[00:08:31.400 --> 00:08:34.640]  直走就最簡單了
[00:08:34.640 --> 00:08:35.920]  不過呢
[00:08:35.920 --> 00:08:39.600]  好了 回到剛才的點
[00:08:39.600 --> 00:08:41.760]  巴蘭的語言
[00:08:41.760 --> 00:08:47.840]  但是當那些以色列人去到以東的疆土的時候
[00:08:47.840 --> 00:08:51.080]  就問當時的以色列人
[00:08:51.080 --> 00:08:53.440]  就問當時的以東王
[00:08:53.440 --> 00:08:56.240]  你可不可以借一條路給我走呢
[00:08:56.240 --> 00:08:57.480]  我不拿你的地
[00:08:57.480 --> 00:08:58.680]  我只是走過去
[00:08:58.680 --> 00:08:59.800]  我要進入迦南
[00:08:59.800 --> 00:09:02.000]  不過借你一條路走
[00:09:02.000 --> 00:09:05.560]  結果以東就說不肯
[00:09:05.560 --> 00:09:09.160]  以東王跟那些以色列人說不肯
[00:09:09.160 --> 00:09:10.280]  為什麼不肯
[00:09:10.280 --> 00:09:12.920]  不知道 總之可能是
[00:09:12.920 --> 00:09:15.120]  為什麼要給你好處 大概是這樣
[00:09:15.120 --> 00:09:16.120]  所以不肯
[00:09:16.120 --> 00:09:18.360]  其實故事就要告訴你
[00:09:18.360 --> 00:09:22.840]  所以這些以東和以色列就真的
[00:09:22.840 --> 00:09:24.480]  怎麼說呢
[00:09:24.480 --> 00:09:26.480]  英文叫做
[00:09:26.480 --> 00:09:28.080]  get up at the wrong side of the bed
[00:09:28.080 --> 00:09:29.680]  一開始的時候
[00:09:29.680 --> 00:09:32.520]  兩個國家已經是很不和了
[00:09:32.520 --> 00:09:34.920]  差不多雖無過犯 而莫可真
[00:09:34.920 --> 00:09:36.360]  大家見到大家
[00:09:36.360 --> 00:09:38.360]  不讓他過去
[00:09:38.360 --> 00:09:40.360]  於是他就要繞路
[00:09:40.360 --> 00:09:43.040]  後來他就繞去摩亞
[00:09:43.040 --> 00:09:44.200]  如果你還記得地圖
[00:09:44.200 --> 00:09:45.600]  就是以東上面摩亞
[00:09:45.600 --> 00:09:47.040]  他其實繞了一個彎
[00:09:47.040 --> 00:09:51.480]  要在摩亞那邊進入迦南地
[00:09:51.480 --> 00:09:52.800]  所以就過約旦河
[00:09:52.800 --> 00:09:55.840]  在摩亞那個地方過約旦河
[00:09:55.840 --> 00:09:59.080]  到達摩亞的時候
[00:09:59.080 --> 00:10:03.280]  摩亞王就請巴蘭去詛咒那些以色列人
[00:10:03.280 --> 00:10:07.000]  當然神就不讓巴蘭說話
[00:10:07.000 --> 00:10:09.000]  大家可能記得那段
[00:10:09.000 --> 00:10:11.000]  結果巴蘭去到的時候
[00:10:11.000 --> 00:10:13.000]  本來要罵那些以色列人的
[00:10:13.000 --> 00:10:17.640]  誰知道神就要藉著巴蘭的口去祝福那些以色列人
[00:10:17.640 --> 00:10:19.640]  其中有一兩節就提到
[00:10:19.640 --> 00:10:22.720]  已經說到將來以東會被人砌的了
[00:10:22.720 --> 00:10:24.720]  以色列要拿他的土地
[00:10:24.720 --> 00:10:25.920]  好 繼續去
[00:10:25.920 --> 00:10:27.920]  不過呢
[00:10:27.920 --> 00:10:29.920]  哦
[00:10:29.920 --> 00:10:31.920]  原來這麼窄的電視
[00:10:31.920 --> 00:10:33.920]  最後那個點打出來會怎麼樣的
[00:10:33.920 --> 00:10:36.400]  都看到 剛剛看到
[00:10:36.400 --> 00:10:38.400]  OK
[00:10:38.400 --> 00:10:40.400]  OK
[00:10:40.400 --> 00:10:42.400]  這樣的時候
[00:10:42.400 --> 00:10:45.200]  不過因為他們始終是一個兄弟國
[00:10:45.200 --> 00:10:47.200]  他們的祖宗是兄弟
[00:10:47.200 --> 00:10:51.200]  所以在昏帝的時候
[00:10:51.200 --> 00:10:53.200]  若史亞記你看回的時候
[00:10:53.200 --> 00:10:55.200]  昏帝都說明
[00:10:55.200 --> 00:10:57.200]  猶大
[00:10:57.200 --> 00:10:59.200]  即是疆界
[00:10:59.200 --> 00:11:01.200]  剛剛在以東國的邊界
[00:11:01.200 --> 00:11:05.680]  十二支派猶大是最南的支派
[00:11:05.680 --> 00:11:07.680]  即是猶大隔離地以東
[00:11:07.680 --> 00:11:09.680]  那裡都說明了
[00:11:09.680 --> 00:11:12.680]  猶大的疆土是不會入侵以東的國土的
[00:11:12.680 --> 00:11:14.680]  在那個邊界那裡
[00:11:14.680 --> 00:11:16.680]  還有生命記
[00:11:16.680 --> 00:11:18.680]  生命記那段東西都挺有趣的
[00:11:18.680 --> 00:11:20.680]  我就讀一讀
[00:11:20.680 --> 00:11:23.680]  就這樣讀給你們聽聽
[00:11:23.680 --> 00:11:27.680]  生命記我就從耶三章第三節開始讀
[00:11:27.680 --> 00:11:29.680]  那裡就說到
[00:11:29.680 --> 00:11:31.680]  阿門人或摩亞人
[00:11:31.680 --> 00:11:33.680]  不可進耶和華的會
[00:11:33.680 --> 00:11:37.680]  他們的後代直到第十代
[00:11:37.680 --> 00:11:40.680]  也永遠不可進耶和華的會
[00:11:40.680 --> 00:11:42.680]  因為你們出你們即是以色列人
[00:11:42.680 --> 00:11:44.680]  你們出埃及的時候
[00:11:44.680 --> 00:11:47.680]  他們沒有給食物和水去迎接你們
[00:11:47.680 --> 00:11:49.680]  他們從兩河之間
[00:11:49.680 --> 00:11:52.680]  阿蘭的昆奪
[00:11:52.680 --> 00:11:55.680]  護了比爾的兒子巴蘭來攻擊你
[00:11:55.680 --> 00:11:57.680]  就你
[00:11:57.680 --> 00:11:59.680]  但是耶和華就不聽巴蘭說了
[00:11:59.680 --> 00:12:02.680]  所以你一生一世不可尋求他們
[00:12:02.680 --> 00:12:08.680]  即以色列人不可尋求阿門人和摩亞人的平安和他們的福祿
[00:12:08.680 --> 00:12:10.680]  不過第七節就說了
[00:12:10.680 --> 00:12:12.680]  你不可厭惡以東人
[00:12:12.680 --> 00:12:15.680]  因為他是你的兄弟
[00:12:15.680 --> 00:12:17.680]  不可厭惡埃及人
[00:12:17.680 --> 00:12:21.680]  因為你在他的地上作過寄居的
[00:12:21.680 --> 00:12:27.680]  第七節就有點驚訝的
[00:12:27.680 --> 00:12:31.680]  首先他叫他不要厭惡埃及人
[00:12:31.680 --> 00:12:34.680]  所以不知道大家會不會覺得
[00:12:34.680 --> 00:12:36.680]  以色列人很憎恨埃及人
[00:12:36.680 --> 00:12:38.680]  欺負了這麼多年
[00:12:38.680 --> 00:12:39.680]  但神是說明的
[00:12:39.680 --> 00:12:41.680]  不要厭惡埃及人
[00:12:41.680 --> 00:12:43.680]  因為你在他們的地方住過
[00:12:43.680 --> 00:12:45.680]  都吃過那裡的東西
[00:12:45.680 --> 00:12:48.680]  第二你不可以厭惡以東人
[00:12:48.680 --> 00:12:50.680]  不過因為他是你的弟兄
[00:12:50.680 --> 00:12:51.680]  以東人又怎樣呢?
[00:12:51.680 --> 00:12:53.680]  他們所生的子孫
[00:12:53.680 --> 00:12:58.680]  到了第三代就可以進耶和華的會了
[00:12:58.680 --> 00:12:59.680]  換句話來說
[00:12:59.680 --> 00:13:01.680]  分了兩組人
[00:13:01.680 --> 00:13:05.680]  一組是摩亞和阿門人
[00:13:05.680 --> 00:13:07.680]  這些人壞到不得了
[00:13:07.680 --> 00:13:09.680]  這個又很複雜
[00:13:09.680 --> 00:13:11.680]  為什麼要說他們這麼壞呢?
[00:13:11.680 --> 00:13:12.680]  不過你聽聽故事吧
[00:13:12.680 --> 00:13:13.680]  總之就是這樣
[00:13:13.680 --> 00:13:14.680]  說到這批人
[00:13:14.680 --> 00:13:17.680]  就是阿門人和摩亞人都壞到不得了
[00:13:17.680 --> 00:13:19.680]  如果他們在你以色列地
[00:13:19.680 --> 00:13:21.680]  有個阿門人或摩亞人
[00:13:21.680 --> 00:13:23.680]  住了十代
[00:13:23.680 --> 00:13:25.680]  都不能夠做以色列人
[00:13:25.680 --> 00:13:27.680]  如果今天的說法就是不能夠入籍
[00:13:27.680 --> 00:13:30.680]  就好像日本的政策
[00:13:30.680 --> 00:13:32.680]  韓國人在那裡出生
[00:13:32.680 --> 00:13:34.680]  第三代都不能夠入籍
[00:13:34.680 --> 00:13:35.680]  第十代不知道怎樣
[00:13:35.680 --> 00:13:36.680]  以色列的話
[00:13:36.680 --> 00:13:39.680]  第十代都不能夠做以色列人
[00:13:39.680 --> 00:13:41.680]  阿門人和摩亞人是這樣
[00:13:41.680 --> 00:13:43.680]  但是以東人就好一點了
[00:13:43.680 --> 00:13:45.680]  第三代
[00:13:45.680 --> 00:13:48.680]  如果他們留在以色列三代之後
[00:13:48.680 --> 00:13:50.680]  還繼續留在這裡
[00:13:50.680 --> 00:13:51.680]  他又想的話
[00:13:51.680 --> 00:13:54.680]  他就可以進耶和華的會了
[00:13:54.680 --> 00:13:55.680]  意思就是
[00:13:55.680 --> 00:13:58.680]  你就當他作為一個以色列人
[00:13:58.680 --> 00:13:59.680]  一樣這樣看待
[00:13:59.680 --> 00:14:03.680]  這個點就是想告訴你
[00:14:03.680 --> 00:14:06.680]  這兩個國家一開始的時候
[00:14:06.680 --> 00:14:08.680]  就叫國交
[00:14:08.680 --> 00:14:12.680]  不過在以色列立國的時候
[00:14:12.680 --> 00:14:15.680]  可以說以色列的基本法
[00:14:15.680 --> 00:14:16.680]  就叫那些以色列人
[00:14:16.680 --> 00:14:22.680]  不要看那些以東人是你的仇人
[00:14:22.680 --> 00:14:25.680]  他是你的親戚
[00:14:25.680 --> 00:14:27.680]  你對他好一點吧
[00:14:27.680 --> 00:14:31.680]  不過事實上就不是這樣
[00:14:31.680 --> 00:14:33.680]  不能夠做兄弟
[00:14:33.680 --> 00:14:35.680]  繼續看下一頁
[00:14:35.680 --> 00:14:37.680]  事實上你看到
[00:14:37.680 --> 00:14:39.680]  列王時期就打了很多仗
[00:14:39.680 --> 00:14:40.680]  不多說了
[00:14:40.680 --> 00:14:43.680]  譬如蘇羅就和以東打過仗
[00:14:43.680 --> 00:14:44.680]  然後就大衛
[00:14:44.680 --> 00:14:50.680]  其實大衛那個是挺慘的
[00:14:50.680 --> 00:14:58.680]  根據列王記上11章的記載
[00:14:58.680 --> 00:15:03.680]  大衛就派了大將軍約瓦
[00:15:03.680 --> 00:15:08.680]  這是大衛最主要的將軍
[00:15:08.680 --> 00:15:13.680]  就派了他去那裡屠殺了以東的人
[00:15:13.680 --> 00:15:16.680]  基本上那裡就說他留了不知道多少月
[00:15:16.680 --> 00:15:17.680]  三個月好像
[00:15:17.680 --> 00:15:21.680]  就說殺了所有以東的男兵
[00:15:21.680 --> 00:15:24.680]  就剩下一個叫做哈達
[00:15:24.680 --> 00:15:26.680]  就逃走了去埃及
[00:15:26.680 --> 00:15:28.680]  著頭埃及王的庇護
[00:15:28.680 --> 00:15:31.680]  我們聖經沒有解釋
[00:15:31.680 --> 00:15:36.680]  為什麼以色列要這麼絕呢
[00:15:36.680 --> 00:15:38.680]  大衛要做到這麼絕
[00:15:38.680 --> 00:15:39.680]  不僅要征服國家
[00:15:39.680 --> 00:15:42.680]  還要殺了所有的男人
[00:15:42.680 --> 00:15:43.680]  聖經沒有解釋
[00:15:43.680 --> 00:15:45.680]  但是我想告訴你
[00:15:45.680 --> 00:15:49.680]  其實以東和以色列的關係
[00:15:49.680 --> 00:15:53.680]  就有點像武媚娘和皇后的關係
[00:15:53.680 --> 00:15:56.680]  兩個都不是善男信女的
[00:15:56.680 --> 00:15:58.680]  不過有人有書
[00:15:58.680 --> 00:16:04.680]  武媚王在這裡就大衛做了武媚王
[00:16:04.680 --> 00:16:06.680]  差不多趕盡殺絕
[00:16:06.680 --> 00:16:11.680]  不過你知道這些就好像武俠小說的劇情
[00:16:11.680 --> 00:16:13.680]  趕盡殺絕就永遠留了一個
[00:16:13.680 --> 00:16:15.680]  沒有殺到
[00:16:15.680 --> 00:16:20.680]  於是殺剩下一個就逃到了埃及
[00:16:20.680 --> 00:16:22.680]  故事有說
[00:16:22.680 --> 00:16:25.680]  後來他就在埃及回去了
[00:16:25.680 --> 00:16:28.680]  當所羅門王晚年的時候
[00:16:28.680 --> 00:16:32.680]  哈達就回到自己的土地
[00:16:32.680 --> 00:16:34.680]  重新建了軍隊
[00:16:34.680 --> 00:16:35.680]  搞一搞
[00:16:35.680 --> 00:16:36.680]  所以你知道
[00:16:36.680 --> 00:16:39.680]  其實經文就說殺了所有男兵
[00:16:39.680 --> 00:16:41.680]  其實都未必一定殺了
[00:16:41.680 --> 00:16:44.680]  之後還有以東這個國家在這裡
[00:16:44.680 --> 00:16:46.680]  接著就提過
[00:16:46.680 --> 00:16:51.680]  所羅門曾經在以東的疆土裡有一個海岸
[00:16:51.680 --> 00:16:52.680]  很重要的
[00:16:52.680 --> 00:16:53.680]  可以做貿易的
[00:16:53.680 --> 00:16:54.680]  不過這裡不多說了
[00:16:54.680 --> 00:16:55.680]  繼續去
[00:16:55.680 --> 00:16:59.680]  為什麼沒有了後面
[00:16:59.680 --> 00:17:01.680]  原來下一頁
[00:17:01.680 --> 00:17:02.680]  好
[00:17:02.680 --> 00:17:09.680]  接著這個以色列分了兩個國家之後
[00:17:09.680 --> 00:17:12.680]  這些是南國
[00:17:12.680 --> 00:17:14.680]  即是猶大國的王
[00:17:14.680 --> 00:17:16.680]  因為以東在南邊
[00:17:16.680 --> 00:17:19.680]  所以他通常都是和猶大打架
[00:17:19.680 --> 00:17:23.680]  有說過在若蘭王的時候有反叛
[00:17:23.680 --> 00:17:27.680]  接著在另一個王叫阿瑪謝和他的兒子亞瑟的時候又打贏
[00:17:27.680 --> 00:17:28.680]  這些不用多說了
[00:17:28.680 --> 00:17:34.680]  不過下面那些阿哈斯和阿蘭王那個就說一點
[00:17:34.680 --> 00:17:37.680]  歷代之下就記錄了
[00:17:37.680 --> 00:17:38.680]  其實是一節
[00:17:38.680 --> 00:17:40.680]  不過說了一件事
[00:17:40.680 --> 00:17:42.680]  就是當猶大王
[00:17:42.680 --> 00:17:46.680]  阿哈斯就是猶大王的名字
[00:17:46.680 --> 00:17:49.680]  在阿哈斯的時期
[00:17:49.680 --> 00:17:51.680]  當阿蘭王
[00:17:51.680 --> 00:17:54.680]  不知道你們還記不記得地圖
[00:17:54.680 --> 00:17:58.680]  就是以東、摩亞、阿門、阿蘭
[00:17:58.680 --> 00:17:59.680]  阿蘭最高的
[00:17:59.680 --> 00:18:01.680]  即是現在的敘利亞
[00:18:01.680 --> 00:18:02.680]  大馬士革那個地方
[00:18:02.680 --> 00:18:06.680]  阿蘭王連同以色列國
[00:18:06.680 --> 00:18:09.680]  北國的王一起攻打南國的時候
[00:18:09.680 --> 00:18:15.680]  當時候以東就同時派軍去攻打
[00:18:15.680 --> 00:18:20.680]  就說其實他搶奪了很多猶大國的東西
[00:18:20.680 --> 00:18:22.680]  為什麼要提這一點呢?
[00:18:22.680 --> 00:18:27.680]  就是在猶大民族
[00:18:27.680 --> 00:18:31.680]  即是十二之八猶大民族之中的集體回憶當中
[00:18:31.680 --> 00:18:33.680]  以東是很壞的人
[00:18:33.680 --> 00:18:34.680]  他就是怎樣呢?
[00:18:34.680 --> 00:18:37.680]  就是當外人欺負你的時候
[00:18:37.680 --> 00:18:39.680]  他就多加一把
[00:18:39.680 --> 00:18:40.680]  你明白嗎?
[00:18:40.680 --> 00:18:41.680]  你可以想像一下
[00:18:41.680 --> 00:18:45.680]  有個賊進了你的家
[00:18:45.680 --> 00:18:46.680]  綁住你
[00:18:46.680 --> 00:18:48.680]  打開你的夾萬
[00:18:48.680 --> 00:18:49.680]  拿著你的錢
[00:18:49.680 --> 00:18:51.680]  然後這麼巧
[00:18:51.680 --> 00:18:53.680]  你那個不知道哥哥還是姐姐
[00:18:53.680 --> 00:18:54.680]  就來探你
[00:18:54.680 --> 00:18:56.680]  開了門進來見到那個賊
[00:18:56.680 --> 00:18:58.680]  接著那個姐姐還是哥哥
[00:18:58.680 --> 00:19:00.680]  跟那個賊說
[00:19:00.680 --> 00:19:02.680]  喂 你以為他的錢在夾萬那裡嗎?
[00:19:02.680 --> 00:19:05.680]  其實他的錢是在床底下的
[00:19:05.680 --> 00:19:07.680]  我想搶了很久了
[00:19:07.680 --> 00:19:08.680]  我告訴你
[00:19:08.680 --> 00:19:12.680]  如果你的哥哥姐姐還是弟弟
[00:19:12.680 --> 00:19:13.680]  做這些事
[00:19:13.680 --> 00:19:16.680]  那你以後都不用做親戚了
[00:19:16.680 --> 00:19:20.680]  在猶大人的集體回憶中
[00:19:20.680 --> 00:19:22.680]  以東就做了這些事
[00:19:22.680 --> 00:19:24.680]  當別人欺負猶大的時候
[00:19:24.680 --> 00:19:26.680]  他加一把勁
[00:19:26.680 --> 00:19:27.680]  搶了那些東西
[00:19:27.680 --> 00:19:30.680]  所以他就憎恨這個以東國家
[00:19:30.680 --> 00:19:33.680]  後來如果你讀過以色列歷史
[00:19:33.680 --> 00:19:37.680]  你知道後來猶大就亡了
[00:19:37.680 --> 00:19:39.680]  被巴比倫攻陷了
[00:19:39.680 --> 00:19:42.680]  以東也是第七世紀的時候
[00:19:42.680 --> 00:19:44.680]  成為了亞述的附庸國
[00:19:44.680 --> 00:19:46.680]  歷史說到這裡
[00:19:46.680 --> 00:19:47.680]  我想這些都夠了
[00:19:47.680 --> 00:19:49.680]  好 下一個
