
[00:00:00.000 --> 00:00:04.280]  各位聽眾節目平安
[00:02:08.680 --> 00:02:09.800]  沒那麼生氣
[00:02:09.800 --> 00:02:10.840]  廣東話說
[00:02:10.840 --> 00:02:12.440]  還沒那麼嚴重
[00:02:12.440 --> 00:02:14.240]  你令到一個信耶穌的人
[00:02:14.240 --> 00:02:15.440]  不信耶穌
[00:02:15.440 --> 00:02:16.960]  因為一會兒你會看到
[00:02:16.960 --> 00:02:17.760]  真的很明顯
[00:02:17.760 --> 00:02:18.560]  耶穌說
[00:02:18.560 --> 00:02:20.440]  是有永生
[00:02:20.440 --> 00:02:22.920]  是有永死
[00:02:22.920 --> 00:02:25.600]  如果令到一個人跌倒的人
[00:02:25.600 --> 00:02:30.000]  會是什麼人呢?
[00:02:30.000 --> 00:02:31.560]  我們一直所說的
[00:02:31.560 --> 00:02:32.200]  就是那一群
[00:02:32.200 --> 00:02:35.200]  可能是一群領袖
[00:02:35.200 --> 00:02:37.880]  或者一群資深的基督徒
[00:02:37.880 --> 00:02:40.440]  因為往往很多時候
[00:02:40.440 --> 00:02:41.600]  我們真的見到一些人
[00:02:41.600 --> 00:02:44.920]  你為什麼回了那麼多十年教會
[00:02:44.920 --> 00:02:47.720]  為什麼你就算不是幾十年教會
[00:02:47.720 --> 00:02:49.280]  你可能有不同的侍奉
[00:02:49.280 --> 00:02:53.240]  但是為什麼你會這樣
[00:02:53.240 --> 00:02:54.720]  可能很多時候我們覺得
[00:02:54.720 --> 00:02:57.000]  很悲哀的事情就是
[00:02:57.000 --> 00:02:58.320]  當月返得久
[00:02:58.320 --> 00:03:00.960]  自然而然可能你繼續侍奉
[00:03:00.960 --> 00:03:01.960]  他在侍奉的時候
[00:03:01.960 --> 00:03:03.760]  就會再投入一點
[00:03:03.760 --> 00:03:05.120]  再投入一點的時候
[00:03:05.120 --> 00:03:09.480]  就會做很多關於更領導的工作
[00:03:09.480 --> 00:03:10.400]  但是往往
[00:03:10.400 --> 00:03:12.680]  你留意一下歷世歷代教會
[00:03:12.680 --> 00:03:16.680]  香港、北美一樣都會發生
[00:03:16.680 --> 00:03:18.920]  就是那些很資深的
[00:03:18.920 --> 00:03:20.840]  就會離開了
[00:03:20.840 --> 00:03:22.040]  你再問他
[00:03:22.040 --> 00:03:23.800]  原來你以前是教會執事?
[00:03:23.800 --> 00:03:25.480]  你以前是那麼多侍奉的?
[00:03:25.480 --> 00:03:28.120]  為什麼你現在沒有了?
[00:03:28.120 --> 00:03:31.680]  為什麼你現在連教會都沒有了?
[00:03:31.680 --> 00:03:33.720]  其中一個原因可能就是
[00:03:33.720 --> 00:03:35.280]  被不同的領袖
[00:03:35.280 --> 00:03:36.160]  上一次說
[00:03:36.160 --> 00:03:37.280]  再上一次我們看到
[00:03:37.280 --> 00:03:38.400]  耶穌的時代
[00:03:38.400 --> 00:03:40.720]  已經有一些邪惡的領袖
[00:03:40.720 --> 00:03:42.000]  可以嚴重到什麼呢?
[00:03:42.000 --> 00:03:43.760]  不單止令到別人跌倒
[00:03:43.760 --> 00:03:45.800]  就算耶穌用一個比喻
[00:03:45.800 --> 00:03:47.240]  祂說自己
[00:03:47.240 --> 00:03:49.480]  如果你一隻手令到你跌倒
[00:03:49.480 --> 00:03:51.920]  你就將他劈下來
[00:03:51.920 --> 00:03:53.560]  其實這是很想告訴你
[00:03:53.560 --> 00:03:55.480]  那件事情的嚴重性
[00:03:55.480 --> 00:03:57.080]  耶穌提到永生
[00:03:57.080 --> 00:03:59.160]  提到地獄
[00:03:59.160 --> 00:04:02.280]  但是這次我想和大家一起思考的時候
[00:04:02.280 --> 00:04:03.760]  是更加正面的事情
[00:04:03.760 --> 00:04:05.280]  因為如果令人跌倒的
[00:04:05.280 --> 00:04:08.040]  我相信應該是佔少數
[00:04:08.040 --> 00:04:11.040]  邪惡的領袖應該是少數中的少數
[00:04:11.040 --> 00:04:14.320]  但是如果是關於鹽的
[00:04:14.320 --> 00:04:15.800]  是關於這段經文
[00:04:15.800 --> 00:04:19.920]  耶穌用來做總結那一節經文
[00:04:19.920 --> 00:04:22.040]  我很想成為我們今年
[00:04:22.040 --> 00:04:25.440]  《馬可不下的耶穌》系列的最後一講
[00:04:25.440 --> 00:04:28.400]  我想用最正面的角度
[00:04:28.400 --> 00:04:32.560]  我想可以和我們所有人一定有關係的
[00:04:32.560 --> 00:04:34.400]  就是關於鹽
[00:04:34.400 --> 00:04:35.760]  鹽本來是好的
[00:04:35.760 --> 00:04:37.200]  如果失了味
[00:04:37.200 --> 00:04:40.760]  怎樣可以做調味呢?
[00:04:40.760 --> 00:04:42.440]  你們中間要有鹽
[00:04:42.440 --> 00:04:44.640]  是彼此和睦
[00:04:44.640 --> 00:04:47.600]  當你看《馬科音》九章五十節的時候
[00:04:47.600 --> 00:04:49.520]  有其他相關的經文
[00:04:49.520 --> 00:04:51.600]  都是在說鹽
[00:04:51.600 --> 00:04:53.000]  你可以看到《馬太福音》
[00:04:53.000 --> 00:04:57.440]  也可以看到《路加福音》十四章三十四到三十五節
[00:04:57.440 --> 00:05:01.120]  都是在說鹽和光
[00:05:01.120 --> 00:05:02.880]  所以今天很想定一個題目
[00:05:02.880 --> 00:05:06.000]  就是鹽和光的神學和科學
[00:05:06.000 --> 00:05:07.640]  你說科學你也懂?
[00:05:07.640 --> 00:05:08.520]  你傳道
[00:05:08.520 --> 00:05:10.080]  不懂
[00:05:10.080 --> 00:05:12.680]  又不懂你又說?
[00:05:12.680 --> 00:05:14.920]  我為了這一次講道
[00:05:14.920 --> 00:05:17.200]  我就上了很多堂的神學堂
[00:05:17.200 --> 00:05:20.640]  我們一位科學堂
[00:05:20.640 --> 00:05:22.520]  就是這位弟兄整個星期
[00:05:22.520 --> 00:05:24.840]  被我一直煩著他
[00:05:24.840 --> 00:05:26.320]  煩了很久
[00:05:26.320 --> 00:05:28.000]  為什麼要這樣做呢?
[00:05:28.000 --> 00:05:29.120]  弟兄也說得很對
[00:05:29.120 --> 00:05:31.160]  他說其實科學也是神創造的
[00:05:31.160 --> 00:05:35.000]  在科學裡面你可以看到一些神的作為
[00:05:35.000 --> 00:05:39.240]  同樣聖經其實涵蓋了很多科學
[00:05:39.240 --> 00:05:42.600]  我們今天嘗試把神學和科學放在一起
[00:05:42.600 --> 00:05:46.200]  去理解光和鹽
[00:05:46.200 --> 00:05:48.040]  《馬太福音》五章十三節說
[00:05:48.040 --> 00:05:50.040]  你們是世上的鹽
[00:05:50.040 --> 00:05:51.640]  鹽若失了味
[00:05:51.640 --> 00:05:53.280]  怎能叫它再鹹呢?
[00:05:53.280 --> 00:05:55.360]  以後沒有用了
[00:05:55.360 --> 00:05:59.400]  不過也要在外面被人踐踏
[00:05:59.400 --> 00:06:04.280]  我特意高光了這個字
[00:06:04.280 --> 00:06:06.840]  這個「士」字
[00:06:06.840 --> 00:06:08.200]  為什麼要高光「士」字呢?
[00:06:08.200 --> 00:06:10.320]  有時候你聽到一些歌
[00:06:10.320 --> 00:06:13.360]  說我們是鹽和光
[00:06:13.360 --> 00:06:14.240]  有時候可能聽到
[00:06:14.240 --> 00:06:16.440]  我自己也說錯了好幾次
[00:06:16.440 --> 00:06:18.400]  好幾次李全道很好
[00:06:18.400 --> 00:06:19.360]  他提醒了我
[00:06:19.360 --> 00:06:20.360]  他說李全道
[00:06:20.360 --> 00:06:23.440]  我們不是作鹽作光
[00:06:23.440 --> 00:06:26.120]  我們是鹽和光
[00:06:26.120 --> 00:06:28.600]  有什麼分別?
[00:06:28.600 --> 00:06:31.440]  作鹽作光就是你本身可能不是這個東西
[00:06:31.440 --> 00:06:34.800]  然後你盡量去做到像這個東西
[00:06:34.800 --> 00:06:36.400]  但如果是呢?
[00:06:36.400 --> 00:06:37.560]  他說得很清楚
[00:06:37.560 --> 00:06:42.400]  耶穌說我們是世界上的鹽
[00:06:42.400 --> 00:06:43.800]  這個世上也很重要
[00:06:43.800 --> 00:06:46.120]  我們這個鹽是在這個世界上
[00:06:46.120 --> 00:06:49.120]  是應該在這個世界上發揮作用的
[00:06:49.120 --> 00:06:51.520]  但耶穌說鹽若失了味
[00:06:51.520 --> 00:06:52.720]  怎能再鹹呢?
[00:06:52.720 --> 00:06:55.520]  鹽為什麼會失了味呢?
[00:06:55.520 --> 00:06:56.760]  當沒有用的時候
[00:06:56.760 --> 00:06:58.480]  就被人踐踏在外面
[00:06:58.480 --> 00:06:59.760]  就被人踐踏了
[00:06:59.760 --> 00:07:02.400]  我們在做世上的基督徒的時候
[00:07:02.400 --> 00:07:05.160]  我們想不想做被人踐踏的
[00:07:05.160 --> 00:07:07.240]  而發揮不了功用的
[00:07:07.240 --> 00:07:09.240]  鹽在舊約開始
[00:07:09.240 --> 00:07:11.560]  其實已經擔當著很重要的角色
[00:07:11.560 --> 00:07:13.640]  在利未記二章十三節說
[00:07:13.640 --> 00:07:17.480]  「凡牽為素祭的供物都要用鹽調和
[00:07:17.480 --> 00:07:22.600]  在素祭中不可缺少你和神納藥的鹽」
[00:07:22.600 --> 00:07:26.760]  原來納藥上是用鹽來做納藥的
[00:07:26.760 --> 00:07:28.280]  一會兒你會知道為什麼
[00:07:28.280 --> 00:07:32.760]  「一切的供物都要加鹽去獻上」
[00:07:32.760 --> 00:07:35.080]  另外文素記十八章十九節說
[00:07:35.080 --> 00:07:39.080]  「凡以色列人所獻給耶和華聖物中的舉祭
[00:07:39.080 --> 00:07:43.480]  我都賜給你和你的兒女作為永遠當得的墳
[00:07:43.480 --> 00:07:47.080]  這要成為你和你的後裔在耶和華面前
[00:07:47.080 --> 00:07:49.560]  永遠的鹽藥」
[00:07:49.560 --> 00:07:52.440]  你會說為什麼鹽這麼重要呢?
[00:07:52.440 --> 00:07:54.360]  重要到和上帝納藥
[00:07:54.360 --> 00:07:56.280]  重要到再提多一次
[00:07:56.280 --> 00:07:59.800]  是有關於永遠的鹽藥
[00:07:59.800 --> 00:08:02.520]  而在以利沙曾經行過一個神蹟
[00:08:02.520 --> 00:08:06.040]  都是關於一些污穢了的水
[00:08:06.040 --> 00:08:08.760]  然後在21節他就去到水源
[00:08:08.760 --> 00:08:11.000]  將鹽倒在那裡
[00:08:11.000 --> 00:08:11.800]  然後就說
[00:08:11.800 --> 00:08:13.160]  「耶和華如此說
[00:08:13.160 --> 00:08:15.160]  我治好了這水
[00:08:15.160 --> 00:08:20.280]  從那裡不會再有死亡和不生產的飼料
[00:08:20.280 --> 00:08:22.120]  於是那水治好了
[00:08:22.120 --> 00:08:23.960]  直到今日」
[00:08:23.960 --> 00:08:27.720]  鹽大家應該知道有醫治的作用
[00:08:27.720 --> 00:08:31.640]  上帝也透過鹽去行一個神蹟
[00:08:31.640 --> 00:08:33.640]  馬太福音我們再看多一次
[00:08:33.640 --> 00:08:37.720]  你們是世上的鹽
[00:08:37.720 --> 00:08:39.240]  如果我們今天不是如果
[00:08:39.240 --> 00:08:40.440]  我們有未信的朋友
[00:08:40.440 --> 00:08:43.160]  我們有剛剛回教會的朋友
[00:08:43.160 --> 00:08:44.360]  那是什麼意思呢?
[00:08:44.360 --> 00:08:47.640]  什麼叫世上的鹽呢?
[00:08:47.640 --> 00:08:50.520]  鹽會不會失去味道呢?
[00:08:50.520 --> 00:08:53.080]  鹽怎樣才失去味道呢?
[00:08:53.080 --> 00:08:56.840]  原來我們平時那些叫做食鹽
[00:08:56.840 --> 00:09:00.920]  食鹽裡面原來含有兩種元素
[00:09:00.920 --> 00:09:04.120]  這兩個字怎樣讀呢?
[00:09:04.120 --> 00:09:06.920]  Sodium和Chloride
[00:09:06.920 --> 00:09:08.840]  這兩種加起來
[00:09:08.840 --> 00:09:10.040]  原來就是鹽
[00:09:10.040 --> 00:09:11.640]  原來鹽有一個特性
[00:09:11.640 --> 00:09:13.080]  就是extremely stable
[00:09:13.080 --> 00:09:14.760]  原來是很穩定的
[00:09:14.760 --> 00:09:17.560]  原來說將一堆鹽放在那裡
[00:09:17.560 --> 00:09:19.960]  一百年都是這樣
[00:09:19.960 --> 00:09:21.000]  不會變的
[00:09:21.000 --> 00:09:23.000]  它不同那些可能胡椒粉那些
[00:09:23.000 --> 00:09:26.120]  你放在那裡之後就會失去味道
[00:09:26.120 --> 00:09:29.000]  但是鹽你放一百年都沒事
[00:09:29.000 --> 00:09:30.840]  所以是極度穩定的
[00:09:30.840 --> 00:09:32.360]  所以為什麼剛剛舊約說
[00:09:32.360 --> 00:09:35.000]  這是一個永遠的納藥
[00:09:35.000 --> 00:09:36.280]  是不變的
[00:09:36.280 --> 00:09:38.600]  所以提醒你Ethan
[00:09:38.600 --> 00:09:40.680]  你快要買結婚戒指了
[00:09:40.680 --> 00:09:41.640]  是不是?
[00:09:41.640 --> 00:09:45.480]  不一定要送戒指代表永恆的
[00:09:45.480 --> 00:09:46.520]  你說老婆
[00:09:46.520 --> 00:09:48.520]  我有一堆鹽
[00:09:48.520 --> 00:09:49.320]  嘩
[00:09:49.320 --> 00:09:50.520]  多崇高是不是?
[00:09:50.520 --> 00:09:52.440]  我幫你省很多
[00:09:52.440 --> 00:09:53.960]  吃飯
[00:09:53.960 --> 00:09:56.440]  鹽它都是非常穩定
[00:09:56.440 --> 00:10:00.520]  但是怎樣鹽會失去味道呢?
[00:10:00.520 --> 00:10:01.560]  怎樣呢?
[00:10:01.560 --> 00:10:04.040]  原來他說鹽是可以失去味道的
[00:10:04.040 --> 00:10:09.080]  當它被稀釋了
[00:10:09.080 --> 00:10:11.880]  或者是contains chemical impurities
[00:10:11.880 --> 00:10:14.760]  就是說一些化學上不純正的東西
[00:10:14.760 --> 00:10:16.760]  一混在一起
[00:10:16.760 --> 00:10:18.200]  就可能會失味
[00:10:18.200 --> 00:10:20.360]  可能會變了
[00:10:20.360 --> 00:10:22.360]  我和阿Sir一起聊的時候
[00:10:22.360 --> 00:10:24.120]  我也想了一段經文
[00:10:24.120 --> 00:10:28.040]  原來為什麼神這麼反對通婚
[00:10:28.040 --> 00:10:31.000]  為什麼神這麼反對和外邦人通婚
[00:10:31.000 --> 00:10:34.040]  原來可以使這麼有智慧的所羅門
[00:10:34.040 --> 00:10:35.720]  都離棄上帝
[00:10:35.720 --> 00:10:38.680]  在聶皇紀上十一章二節這樣說
[00:10:38.680 --> 00:10:40.520]  他說論到這些國的人
[00:10:40.520 --> 00:10:42.840]  耶和華曾吩咐以色列人說
[00:10:42.840 --> 00:10:45.640]  你們不可跟他們通婚
[00:10:45.640 --> 00:10:47.880]  他們也不可跟你們在一起
[00:10:47.880 --> 00:10:49.640]  因為他們一定會
[00:10:49.640 --> 00:10:51.240]  聖經提了你
[00:10:51.240 --> 00:10:54.680]  一定會引誘誘惑你們的心
[00:10:54.680 --> 00:10:56.680]  去隨從他們的神明
[00:10:56.680 --> 00:10:58.680]  你發現在《教育聖經》裏面
[00:10:58.680 --> 00:10:59.640]  一邊看的時候
[00:10:59.640 --> 00:11:01.480]  當一充分肯定之後
[00:11:01.480 --> 00:11:03.720]  就有壞的事情發生
[00:11:03.720 --> 00:11:06.280]  讓原本不純正的東西
[00:11:06.280 --> 00:11:08.200]  加入鹽中
[00:11:08.200 --> 00:11:10.120]  都會改變了
[00:11:10.120 --> 00:11:11.880]  加入了信徒的生命
[00:11:11.880 --> 00:11:13.320]  都會改變了
[00:11:13.320 --> 00:11:16.280]  我們平時怎麼用鹽
[00:11:16.280 --> 00:11:17.240]  大家看看你
[00:11:17.240 --> 00:11:19.080]  你平時會用多少
[00:11:19.080 --> 00:11:21.800]  應該有很多家庭主婦在這裡
[00:11:21.800 --> 00:11:25.160]  這樣也很明白鹽的事情
[00:11:25.160 --> 00:11:27.160]  怎樣用鹽呢?
[00:11:27.160 --> 00:11:28.600]  Sodium chloride
[00:11:28.600 --> 00:11:29.400]  Food seasoning
[00:11:29.400 --> 00:11:31.240]  我們製作好吃的食物
[00:11:31.240 --> 00:11:35.080]  第二就是可以用來防腐
[00:11:35.080 --> 00:11:38.600]  成為一個保存的方法
[00:11:38.600 --> 00:11:40.040]  另外第三
[00:11:40.040 --> 00:11:41.240]  不知道你有沒有用過
[00:11:41.240 --> 00:11:43.960]  是增加食物的顏色
[00:11:43.960 --> 00:11:46.440]  顏色會更漂亮
[00:11:46.440 --> 00:11:48.440]  另外就是這個curling
[00:11:48.440 --> 00:11:50.680]  大家知不知道是甚麼
[00:11:50.680 --> 00:11:53.880]  curling是甚麼
[00:11:53.880 --> 00:11:56.440]  這個不是醫治的另一個意思
[00:11:56.440 --> 00:11:58.040]  這個curling就是
[00:11:58.040 --> 00:12:00.280]  我問家庭主婦
[00:12:00.280 --> 00:12:01.560]  她說這個是
[00:12:01.560 --> 00:12:03.560]  拿實的意思
[00:12:03.560 --> 00:12:05.400]  我那天就和太太聊天
[00:12:05.400 --> 00:12:06.520]  說起鹽
[00:12:06.520 --> 00:12:07.800]  為甚麼有甚麼用呢
[00:12:07.800 --> 00:12:08.920]  接著她就說
[00:12:08.920 --> 00:12:10.840]  拿實一點肉
[00:12:10.840 --> 00:12:11.640]  接著我說
[00:12:11.640 --> 00:12:14.200]  拿實一點肉做甚麼
[00:12:14.200 --> 00:12:15.560]  做甚麼
[00:12:15.560 --> 00:12:17.320]  刨一些汁出來
[00:12:17.320 --> 00:12:18.600]  不刨
[00:12:18.600 --> 00:12:20.520]  其中一種是不刨
[00:12:20.520 --> 00:12:21.400]  都可以試一下
[00:12:21.400 --> 00:12:22.520]  我先訪問一下你們
[00:12:22.520 --> 00:12:24.120]  這麼多家庭
[00:12:24.120 --> 00:12:28.360]  有人說拿實一點肉
[00:12:28.360 --> 00:12:31.480]  就是不刨汁出來
[00:12:31.480 --> 00:12:33.560]  ok
[00:12:33.560 --> 00:12:34.280]  鎖住
[00:12:34.280 --> 00:12:36.040]  另外呢
[00:12:36.040 --> 00:12:37.640]  還有沒有
[00:12:37.640 --> 00:12:38.600]  我先說完這幾樣
[00:12:38.600 --> 00:12:40.280]  看看大家會否同意
[00:12:40.280 --> 00:12:42.360]  接著就是鎖住
[00:12:42.360 --> 00:12:46.440]  另外下面就是用鹽水醃
[00:12:46.440 --> 00:12:47.800]  醃食物
[00:12:47.800 --> 00:12:48.920]  有些人就說
[00:12:48.920 --> 00:12:50.280]  用鹽水醃
[00:12:50.280 --> 00:12:53.720]  令火雞軟一點
[00:12:53.720 --> 00:12:54.760]  有些人就說不是
[00:12:54.760 --> 00:12:56.440]  剛才Ruth教我的
[00:12:56.440 --> 00:12:57.320]  你可以說一次嗎
[00:12:57.320 --> 00:12:59.480]  看看大家同不同意你的說法
[00:12:59.480 --> 00:13:01.560]  因為這個很重要
[00:13:01.560 --> 00:13:03.720]  這是其中一點
[00:13:03.720 --> 00:13:07.240]  有時冰島食物的肉
[00:13:07.240 --> 00:13:09.320]  你用鹽水浸一浸
[00:13:09.320 --> 00:13:13.640]  那些雪味或不好的味道會散發出來
[00:13:13.640 --> 00:13:16.680]  散發出來又如何
[00:13:16.680 --> 00:13:17.960]  這樣會好一點
[00:13:17.960 --> 00:13:21.080]  散發出來就沖走它
[00:13:21.080 --> 00:13:23.080]  然後肉本身的味道就好一點
[00:13:23.080 --> 00:13:24.360]  是不是
[00:13:24.360 --> 00:13:25.160]  是
[00:13:25.160 --> 00:13:26.680]  很肯定
[00:13:26.680 --> 00:13:28.360]  廚師說是
[00:13:28.360 --> 00:13:30.120]  原來這麼有意思
[00:13:30.120 --> 00:13:33.480]  原來鹽是可以用在這麼多地方
[00:13:33.480 --> 00:13:34.520]  當我一邊聊的時候
[00:13:34.520 --> 00:13:37.640]  為什麼我說要將神學科學放在一起
[00:13:37.640 --> 00:13:41.400]  當你更了解了那樣東西背後的特質的時候
[00:13:41.400 --> 00:13:44.120]  我們會看到那個屬靈意義更深
[00:13:44.120 --> 00:13:44.840]  剛才想一下
[00:13:44.840 --> 00:13:49.720]  原來有鹽可以令到本來想腐壞的肉
[00:13:49.720 --> 00:13:52.440]  或者本來是有雪味
[00:13:52.440 --> 00:13:54.280]  即不是最好的肉
[00:13:54.280 --> 00:13:56.520]  但竟然可以逼出雪味
[00:13:56.520 --> 00:13:57.800]  沖走它
[00:13:57.800 --> 00:13:59.480]  變回新鮮一點
[00:13:59.480 --> 00:14:02.280]  如果放在我們屬靈生命有沒有意義
[00:14:02.280 --> 00:14:04.440]  然後我們幫助一些人
[00:14:04.440 --> 00:14:06.920]  已經變變了
[00:14:06.920 --> 00:14:09.160]  想壞了
[00:14:09.160 --> 00:14:11.000]  但有鹽在
[00:14:11.000 --> 00:14:12.840]  可以幫它去除一些東西
[00:14:12.840 --> 00:14:15.800]  還有「拿實」這個東西很有屬靈意義
[00:14:15.800 --> 00:14:16.760]  拿給你看
[00:14:16.760 --> 00:14:19.800]  拿實的科學解釋是什麼
[00:14:19.800 --> 00:14:20.840]  這個叫做
[00:14:20.840 --> 00:14:23.800]  這個字怎麼讀
[00:14:23.800 --> 00:14:27.080]  Binding is binder
[00:14:27.080 --> 00:14:27.880]  它說什麼
[00:14:27.880 --> 00:14:30.520]  它說原來這個「拿實」這件事
[00:14:30.520 --> 00:14:35.640]  它說是因為鹽可以幫助製作一些protein的gel
[00:14:35.640 --> 00:14:37.960]  一些啫喱狀的東西protein
[00:14:37.960 --> 00:14:38.840]  蛋白質
[00:14:38.840 --> 00:14:41.880]  然後就成為一個binding agent
[00:14:41.880 --> 00:14:44.120]  成為了一個橋樑
[00:14:44.120 --> 00:14:45.480]  來做什麼
[00:14:45.480 --> 00:14:47.640]  它說進入食物的時候
[00:14:47.640 --> 00:14:51.000]  就令到它們可以hold the product together
[00:14:51.000 --> 00:14:52.760]  「拿實」肉
[00:14:52.760 --> 00:14:54.600]  我看到這個很有意思
[00:14:54.600 --> 00:14:57.640]  原來為什麼耶穌說我們要有鹽在
[00:14:57.640 --> 00:14:59.240]  為什麼我們要成為鹽
[00:14:59.240 --> 00:15:00.600]  就是我們做鹽的時候
[00:15:00.600 --> 00:15:04.040]  我們可以將大家維繫在一起
[00:15:04.040 --> 00:15:05.720]  「拿實」一點
[00:15:05.720 --> 00:15:07.560]  所以為什麼要理會實體
[00:15:07.560 --> 00:15:09.640]  為什麼今天有年輕的車
[00:15:09.640 --> 00:15:10.760]  大年紀的車回來
[00:15:10.760 --> 00:15:12.840]  有大年紀的車年輕回來
[00:15:12.840 --> 00:15:15.080]  我們就是想「拿實」大家
[00:15:15.080 --> 00:15:17.480]  因為我們凝聚在一起的時候
[00:15:17.480 --> 00:15:21.000]  是讓我們沒那麼容易被分散
[00:15:21.000 --> 00:15:22.600]  然後另外原來剛才說
[00:15:22.600 --> 00:15:25.000]  將食物的顏色弄漂亮一點
[00:15:25.000 --> 00:15:26.440]  原來這裡也可以
[00:15:26.440 --> 00:15:29.000]  原來它就說可以第二行promote
[00:15:29.000 --> 00:15:31.240]  令到它和maintain color
[00:15:31.240 --> 00:15:36.040]  和避免顏色不漂亮
[00:15:36.040 --> 00:15:38.920]  我們經常說要榮耀上帝
[00:15:38.920 --> 00:15:42.840]  我們要做得自己沒那麼污穢
[00:15:42.840 --> 00:15:43.880]  原來可以的
[00:15:43.880 --> 00:15:45.800]  原來鹽可以令到食物
[00:15:45.800 --> 00:15:47.320]  我們多一些基督徒的時候
[00:15:47.320 --> 00:15:50.280]  又可以令到我們自己
[00:15:50.280 --> 00:15:53.400]  可以更加榮耀上帝
[00:15:53.400 --> 00:15:55.640]  鹽不單止可以凝聚
[00:15:55.640 --> 00:15:59.640]  鹽還可以托起很多東西
[00:15:59.640 --> 00:16:03.800]  還可以托起這個胖子
[00:16:03.800 --> 00:16:05.640]  這個我來的
[00:16:05.720 --> 00:16:08.920]  幾年前在死海
[00:16:08.920 --> 00:16:14.040]  死海的鹽份高嗎?
[00:16:14.040 --> 00:16:14.680]  高啊
[00:16:14.680 --> 00:16:16.840]  死海看紀錄
[00:16:16.840 --> 00:16:20.040]  應該是鹽份最高的湖
[00:16:20.040 --> 00:16:25.080]  多過太平洋十倍至少的鹽含量
[00:16:25.080 --> 00:16:26.680]  原來因為這樣的時候
[00:16:26.680 --> 00:16:28.040]  又可以浮
[00:16:28.040 --> 00:16:30.760]  我在想的時候又有意思
