
[00:00:00.000 --> 00:00:08.000]  實踐生命第一講 基督教會模式中環炮
[00:07:10.000 --> 00:07:16.000]  國家的另一方面就是一個國家的以色列人在每一個以色列人的成員
[00:07:16.000 --> 00:07:23.000]  你看詩篇 你看整個舊約一些人他們在亡國的痛苦或者戰爭的時候
[00:07:23.000 --> 00:07:28.000]  他們的感受是如同一人的 記得舊約說過很多次
[00:07:28.000 --> 00:07:36.000]  當國家興盛的時候 感覺到榮耀 國家被擄 國家打敗的時候
[00:07:36.000 --> 00:07:44.000]  感覺到痛苦羞辱 這個是一個國家的民眾一種基本的情操
[00:07:44.000 --> 00:07:51.000]  教會如果作為神的子民 同樣像以色列人一樣
[00:07:51.000 --> 00:07:55.000]  每個信徒一樣有這種共榮辱的心境
[00:07:55.000 --> 00:08:01.000]  我們不會隨便覺得我們不是自己的國家
[00:08:01.000 --> 00:08:03.000]  或者以色列人不會覺得我們不是自己的國家
[00:08:03.000 --> 00:08:09.000]  這樣批評和嘲笑以色列人 同樣教會每一個人都像一個國家一樣
[00:08:09.000 --> 00:08:16.000]  他不會和他完全無關的冷嘲熱諷 嬉笑怒罵的對他自己的教會
[00:08:16.000 --> 00:08:25.000]  那種國家的意識 大公聖 大公聖不是天主教
[00:08:25.000 --> 00:08:31.000]  大公聖是一種屬於一個整體的很深的心境
[00:08:31.000 --> 00:08:37.000]  第二基督的身體 當然大家很熟悉 教會是基督的身體
[00:08:37.000 --> 00:08:45.000]  我們講完再講 直接的說話當然是這份所書
[00:08:45.000 --> 00:08:53.000]  這份所書第一章是教會很重要的篇章
[00:08:53.000 --> 00:09:02.000]  因為大家知道是神萬世以先拯救我們 定義我們在教會夢想一切的因典
[00:09:02.000 --> 00:09:11.000]  然後二十三節一章二十二節 又將萬有復在他腳下使教會作萬有之首
[00:09:11.000 --> 00:09:16.000]  然後二十三節教會是基督 剛才提到他是基督的身體
[00:09:16.000 --> 00:09:19.000]  充滿萬有者所充滿的 這樣很清楚
[00:09:19.000 --> 00:09:24.000]  哥倫布前書十二章 大家讀聖經熟悉的會記得在說什麼
[00:09:24.000 --> 00:09:32.000]  在說教會就像身體一樣 各個信徒就像不同的肢體互相的配搭
[00:09:32.000 --> 00:09:38.000]  我們說這是一個body picture 一幅身體的圖畫 描述到教會裏面的結構
[00:09:38.000 --> 00:09:47.000]  哥倫布前書十二章說到身體有很多的肢體 有眼有耳有腳有手
[00:09:47.000 --> 00:09:54.000]  每個人有自己獨特的功能 他們配搭成一個整體
[00:09:54.000 --> 00:09:57.000]  所以眼不等於耳耳不等於手 不需要完全相等
[00:09:57.000 --> 00:10:03.000]  這不是平等主義 共同主義 同等主義
[00:10:03.000 --> 00:10:13.000]  教會不是要賭博每個人都一樣 但教會有很多不同的人拼在一幅很完整的圖畫
[00:10:13.000 --> 00:10:22.000]  這是聖經所說的 然後十二十三說到形式一個身體 基督也是
[00:10:22.000 --> 00:10:27.000]  這很明顯是主要教會作為基督的身體這個觀念
[00:10:27.000 --> 00:10:34.000]  基督的身體一個body concept 一個身體的觀念對於教會的意義來說
[00:10:34.000 --> 00:10:44.000]  當然說到基督是教會的頭 如果教會是基督的身體的話
[00:10:44.000 --> 00:10:48.000]  當然領導者就是基督就是教會的頭
[00:10:48.000 --> 00:10:58.000]  所以頭是身體一切部份的終極的中樞和指揮的關係 生命的聯繫點
[00:10:58.000 --> 00:11:11.000]  基督永遠都是這些關係的聯繫點 基督永遠都是教會一切生命和關係的聯繫點
[00:11:11.000 --> 00:11:15.000]  什麼時候基督不會成為教會的頭 已經不是成為教會的頭
[00:11:15.000 --> 00:11:22.000]  教會所關注的信徒聯絡的核心的聯繫力不是基督的話
[00:11:22.000 --> 00:11:33.000]  這個教會是注定墮落的 我也有不少機會見到千奇百怪的神學家
[00:11:33.000 --> 00:11:40.000]  我去過不少地方見過很多神學家 令我最心痛的是這個神學家
[00:11:40.000 --> 00:11:46.000]  他盡量將基督在教會當中拿走
[00:11:46.000 --> 00:11:52.000]  在加拿大一個神學院聽一個神學教授講見證
[00:11:52.000 --> 00:11:58.000]  那個不是神學院來的 那個是一個大學的神學系
[00:11:58.000 --> 00:12:05.000]  他講見證 說我一生致力做一件事 就是盡我所能做的
[00:12:05.000 --> 00:12:11.000]  將耶穌從基督教作為基督教核心的地位拿走
[00:12:11.000 --> 00:12:24.000]  我將將來要面對這句話的挑戰和審判
[00:12:24.000 --> 00:12:30.000]  我另外一個機會在英國讀神學的時候 另外一個教授說
[00:12:30.000 --> 00:12:42.000]  我覺得我一生人 六十多歲了 學術最努力最令我光榮的成果就是能夠為一切的異端翻案
[00:12:42.000 --> 00:12:49.000]  所以我見到很多很多這些神學家
[00:12:49.000 --> 00:12:57.000]  我希望大家明白我經驗過這些日子 面對過這些人 被這些人教過
[00:12:57.000 --> 00:13:03.000]  我仍然篤信聖經篤信基督是我們生命的主宰
[00:13:03.000 --> 00:13:11.000]  所以我從來都沒有懷疑我是福音派的信徒
[00:13:11.000 --> 00:13:16.000]  我知道我說一連串的系統神學有一個很大的冒險
[00:13:16.000 --> 00:13:22.000]  我會被人扣帽子的 但我可以告訴大家我是福音派
[00:13:22.000 --> 00:13:30.000]  我知道什麼叫做新派 我也在這些新派的環境中掙扎打出來
[00:13:30.000 --> 00:13:36.000]  我仍然能夠篤信聖經 但我不是基督派
[00:13:36.000 --> 00:13:42.000]  我是福音派的 這是題外話 因為我有另外一卷錄音帶
[00:13:42.000 --> 00:13:47.000]  我覺得需要解釋 大家遲些可以聽到
[00:13:47.000 --> 00:13:53.000]  將什麼叫做基督派和神學派系澄清一下
[00:13:53.000 --> 00:13:58.000]  不要那麼容易扣帽子 和自己看法不同的就叫做新派
[00:13:58.000 --> 00:14:02.000]  這是很可憐的教會現象
[00:14:02.000 --> 00:14:09.000]  基督的身體我們會看到信徒和信徒之間的關係
[00:14:09.000 --> 00:14:16.000]  身體當然就是剛才看到的哥倫多前書的十二章說到的
[00:14:16.000 --> 00:14:21.000]  是各個肢體好像有生命的關聯一樣
[00:14:21.000 --> 00:14:29.000]  organic body growing community 是一同一的
[00:14:29.000 --> 00:14:33.000]  不同樣 但是合一的 大家聽得明白嗎
[00:14:33.000 --> 00:14:39.000]  unity in diversity 好像身體有不同的部份一樣
[00:14:39.000 --> 00:14:45.000]  所以叫聯絡互相依賴 不能有一部份說我比你重要
[00:14:45.000 --> 00:14:53.000]  這個我們下一堂會討論的 重要的觀念就不能說誰比較重要
[00:14:53.000 --> 00:14:58.000]  觀念就是沒有了這件事就不完全
[00:14:58.000 --> 00:15:04.000]  incomplete 大家想起身體就知道 手不是比腳重要
[00:15:04.000 --> 00:15:11.000]  眼不是比耳重要 但如果身體沒有耳就不完全的身體
[00:15:11.000 --> 00:15:18.000]  所以我們要強調在body concept裏面要說的是complete 還是 incomplete
[00:15:18.000 --> 00:15:25.000]  不是說誰比較重要 大家記住這兩句不同的話
[00:15:25.000 --> 00:15:30.000]  下一堂我們會討論到教會的使命存在意義的時候
[00:15:30.000 --> 00:15:34.000]  我們會討論body concept 大家就知道是很不同的意義
[00:15:34.000 --> 00:15:38.000]  哪樣比較重要 我們經常問的 在教會的存在和使命裏面
[00:15:38.000 --> 00:15:44.000]  我不想用這個字眼 因為是一個身體的肢體觀念來說
[00:15:44.000 --> 00:15:47.000]  只能說沒有了這件事就不完全
[00:15:47.000 --> 00:15:51.000]  總之這個就不完全身體 你不要以為沒有這件事重不重要
[00:15:51.000 --> 00:15:57.000]  總之就不完全incomplete body 第三 基督的身父
[00:15:57.000 --> 00:16:03.000]  我們去婚禮十次就有七次聽的 所以你會很熟的
[00:16:03.000 --> 00:16:09.000]  當然最直接的引用的就是夫妻之間的關係
[00:16:09.000 --> 00:16:16.000]  然後保羅在二弗所書的五章就直接的說
[00:16:16.000 --> 00:16:24.000]  二弗所書的第五章當然大家知道是22至33節是說夫妻的關係
[00:16:24.000 --> 00:16:32.000]  然後突然保羅一轉就說其實我現在是在說教會和基督之間的關係的奧秘
[00:16:32.000 --> 00:16:42.000]  很清楚的觀念 到32節他說這是極大的奧秘
[00:16:42.000 --> 00:16:48.000]  說的是夫妻的關係 但是我是指著基督和教會說的
[00:16:48.000 --> 00:16:53.000]  那麼高林多後書大家知道保羅說我們要把你們這些信徒
[00:16:53.000 --> 00:16:57.000]  很完完全全的獻給基督 像一個無瑕疵的一個身父一樣
[00:16:57.000 --> 00:17:04.000]  那麼教會是基督的太太 身份太太的意義是什麼呢
[00:17:04.000 --> 00:17:12.000]  當然就是指著基督和教會對基督的相互關係
[00:17:12.000 --> 00:17:20.000]  大家知道愛的關係很明顯 基督是用他寫給的愛去愛教會的
[00:17:20.000 --> 00:17:28.000]  這是永恆的婚約 這個婚約是到末世永世不終止的一個愛的關係
[00:17:28.000 --> 00:17:34.000]  基督愛教會一開始就愛上教會 為教會寫記 這個愛是不止息的
[00:17:34.000 --> 00:17:41.000]  正如愛以色列人一樣 看回教會對基督
[00:17:41.000 --> 00:17:48.000]  教會對基督當然我們看見在這些經文當中很清楚的一份疏書
[00:17:48.000 --> 00:17:53.000]  說是兩個要求 希望他在操守上沒有瑕疵
[00:17:53.000 --> 00:18:00.000]  一份疏書的印章很清楚 毫無占污咒文等類的病是性別無瑕疵的
[00:18:00.000 --> 00:18:07.000]  27字那裏 鐵證的 這個我相信特別是指著moral purity
[00:18:07.000 --> 00:18:13.000]  在道德行為操守上在教會是對得起耶穌基督對他的愛
[00:18:13.000 --> 00:18:21.000]  正如一個婚姻不能夠容許婚外情 不容許虛偽
[00:18:21.000 --> 00:18:29.000]  在基督和教會的感情關係當中不能夠容許有偶像
[00:18:29.000 --> 00:18:37.000]  無論是各種形形色色可見不可見 現代化的舊的都不可能容許
[00:18:37.000 --> 00:18:44.000]  不能夠移情別戀不能夠有婚外情 這是教會對基督的一個關係
[00:18:44.000 --> 00:18:52.000]  第二樣在哥倫多後書11章3-4所提到的就是在信仰上的無瑕疵
[00:18:52.000 --> 00:19:00.000]  在信仰的操守上保持一種純潔
[00:19:00.000 --> 00:19:08.000]  在哥倫多後書11章提到的 保羅對哥倫多人說
[00:19:08.000 --> 00:19:16.000]  你們的心偏於邪失去向基督傳順一清潔之心 就像蛇用鬼咋有還
[00:19:16.000 --> 00:19:22.000]  在羊群裡傳一個基 耶穌不是我們傳播的 你們變成了離不離不離不離
[00:19:22.000 --> 00:19:26.000]  不是你們所受的 福音不是你們所得過的 你會容許他也就罷了
[00:19:26.000 --> 00:19:32.000]  前面保羅說我想將你許配給一個丈夫 這是神父
[00:19:32.000 --> 00:19:38.000]  然後他馬上要求怕你們什麼呢 如果你是許配一個丈夫
[00:19:38.000 --> 00:19:43.000]  這個婚姻關係最怕的就是一個失去清潔心 這裡不是指道德上
[00:19:43.000 --> 00:19:50.000]  因為接著說一個傳一個不是福音的話 就是說在信仰上有瑕疵
[00:19:50.000 --> 00:19:58.000]  在信仰上是絕對的信徵 對著神的信仰 對著耶穌基督所啟示的福音
[00:19:58.000 --> 00:20:07.000]  對著聖經所教訓的信徒 寫生流血甚至犧牲性命所護衛的信仰
[00:20:07.000 --> 00:20:17.000]  這就是聖經給我們看見基督作為一個新郎對和他結婚的太太所要求的
[00:20:17.000 --> 00:20:29.000]  聖潔的要求 正宗上的聖潔 道德上的聖潔 教義上的聖潔
[00:20:29.000 --> 00:20:37.000]  有時這些是分不開的 我不是想說什麼在教義上不聖潔的教會
[00:20:37.000 --> 00:20:42.000]  慢慢看見道德操守的時候都不會聖潔 標準就會墮落
[00:20:42.000 --> 00:20:50.000]  這個不一定是邏輯的規律 但我可以告訴你在歷史上我一直看見這個現象
[00:20:50.000 --> 00:21:00.000]  到今天我去過世界不少的地方看過不少的教會 我告訴大家我仍然感覺到這個定論是真的
[00:21:00.000 --> 00:21:15.000]  什麼時候在信仰上出了聯子 接下來的教會結構 人事的關係和道德上都墮落
[00:21:15.000 --> 00:21:24.000]  反過來信仰上很純正的教會道德都可以墮落 所以這個邏輯要想清楚
[00:21:24.000 --> 00:21:28.000]  不是說信仰上很純正 一定是道德上很低
[00:21:28.000 --> 00:21:40.000]  第四 屬靈的電語 屬靈的電語當然是以弗所書二章20-22節
[00:21:40.000 --> 00:21:50.000]  講到一個很重要的觀念 就是建造教會好像一間房屋一樣
[00:21:50.000 --> 00:22:02.000]  第二章20節 並且你們這一班人被建造在使徒和先知的根基上
[00:22:02.000 --> 00:22:12.000]  由基督耶穌自己做房國城 房靠他聯絡得合適漸漸成為主的聖殿
[00:22:12.000 --> 00:22:19.000]  你們這一班人成為主的聖殿 你們也靠他被建造成為上帝的聖靈居住的所在
[00:22:19.000 --> 00:22:26.000]  你們這一班人的教會是神的殿 是一個聖靈的殿
[00:22:26.000 --> 00:22:39.000]  當日大家都知道以往的聖殿是被毀的 聖殿的重建已經是兩日之間的事
[00:22:39.000 --> 00:22:43.000]  到當日寶羅寫這本書的時候 你們看看怎樣看
[00:22:43.000 --> 00:22:48.000]  如果我們接受寶羅自己的作品的時候 當然聖殿仍然在
[00:22:48.000 --> 00:22:56.000]  所以在這裡講得很清楚 寶羅在這裡看到的就是你看到一個具體的建築物
[00:22:56.000 --> 00:23:00.000]  這個是聖殿 但是寶羅我告訴你更加重要的
[00:23:00.000 --> 00:23:05.000]  你們這一班人就是更加清楚成為聖殿
[00:23:05.000 --> 00:23:10.000]  如果這個聖殿有房國石 現在基督耶穌就在房國石
[00:23:10.000 --> 00:23:13.000]  大家當然知道對於房國石的解釋是不同的
[00:23:13.000 --> 00:23:27.000]  我自己覺得很多的解釋當中比較能夠贊成的就是房國石就是以往猶太人建屋的時候
[00:23:27.000 --> 00:23:34.000]  先放一塊石 定了位置 房子的方向 然後一直建上去
[00:23:34.000 --> 00:23:44.000]  不是根基那麼簡單 不是打地台那塊石 也不是我們現在那些遊德揭幕的港督拉開的拍掌
[00:23:44.000 --> 00:23:49.000]  就不是的 是建那個方向 定位方向
[00:23:49.000 --> 00:23:59.000]  所以你看到這個具體的教會建築物是這樣建的 我們這一班的基督徒都是這樣建造起來的
[00:23:59.000 --> 00:24:08.000]  所以對教會作為神的屬靈的宮殿靈宮有一個很重要的意義
[00:24:08.000 --> 00:24:16.000]  就是我們永遠都要記得教會不單單停留在四壁這個建築物上面
[00:24:16.000 --> 00:24:22.000]  不限死在這個建築物裡面 當然我們教會並不是表示教會不需要建築物
[00:24:22.000 --> 00:24:26.000]  能夠有機會的一個美麗的教會是一件光榮的事
[00:24:26.000 --> 00:24:36.000]  不過經常提醒我們自己 教會是聖靈的殿 是一個靈宮
[00:24:36.000 --> 00:24:44.000]  如果一個殿沒有了一個靈在那裡 這個殿就等於沒有神的同在
[00:24:44.000 --> 00:24:50.000]  就像以西傑書裡面所說的 說那個靈離開了聖殿
[00:24:50.000 --> 00:24:55.000]  這個建築物本身就沒有存在的意義 這是第一點 大家都知道
[00:24:55.000 --> 00:24:59.000]  第二點就是正如一個具體的建築物有一個根基建造起來的
[00:24:59.000 --> 00:25:05.000]  當然剛才說過 基督是一個防擱石 定了位 定了一個標準的方向
[00:25:05.000 --> 00:25:10.000]  然後建造的根基就是使徒和先知的根基
[00:25:10.000 --> 00:25:19.000]  不少人解釋使徒和先知的根基的時候 都是強調有兩方面
[00:25:19.000 --> 00:25:28.000]  第一就是使徒和先知有什麼特別呢 是因為這群使徒是傳講耶穌基督的真理
[00:25:28.000 --> 00:25:35.000]  耶穌基督是特別選了這群門徒 加上保羅作為最後面的門徒
[00:25:35.000 --> 00:25:46.000]  來傳揚他自己的啟示 所以我們相信使徒和一般人以後的信徒權威是有不同的
[00:25:46.000 --> 00:25:53.000]  因為他們親眼見過耶穌親手摸過的 正如我所說的
[00:25:53.000 --> 00:26:01.000]  耶穌一切生活的 耶穌揀選他們傳講他在世上到死後生要宣講的真理和記載他所做的事
[00:26:01.000 --> 00:26:08.000]  所以這群使徒和先知其實是指著聖經傳下來的教導
[00:26:08.000 --> 00:26:12.000]  這是教會的根基 聖經如果不成為教會的根基呢
[00:26:12.000 --> 00:26:21.000]  就不會成為一個有根基的教會 就會是一個墮落墮陷的教會
[00:26:21.000 --> 00:26:28.000]  聖經使徒和先知使徒所見證的永遠要成為教會的根基
[00:26:28.000 --> 00:26:40.000]  第二就是使徒那種的服事和使命 當日使徒如何奉耶穌基督的名去宣揚神的救恩和神對他們的差遣
[00:26:40.000 --> 00:26:44.000]  大家記得嗎 耶穌說父如何差遣我 我如何差遣你們
[00:26:44.000 --> 00:26:49.000]  這就是mission 這是宣教 神如何差遣耶穌來 耶穌說我如何差遣你們
[00:26:49.000 --> 00:26:52.000]  那時候耶穌差遣這群門徒成為一個榜樣
[00:26:52.000 --> 00:27:02.000]  我們也像這群門徒一樣被差遣出來 要完成使命 服事這個世界 宣講神自己的福音
[00:27:02.000 --> 00:27:13.000]  下一堂我們會再說使命包括了什麼 神差耶穌來這個世界 如何差遣我們被耶穌差遣出來的做法
[00:27:13.000 --> 00:27:19.000]  包含了宣講 也包含了道成肉身的見證和服事
[00:27:19.000 --> 00:27:27.000]  這裡很簡略的看見了四幅圖畫 四個很具體的教會的意義
[00:27:27.000 --> 00:27:48.000]  這裡很清楚的就是信經所說的we believe in the church那句話 我信教會 接著有四個形容詞 我信一個聖潔的大公的和使徒的教會
[00:27:48.000 --> 00:28:11.000]  one holy catholic and apostolic church 這是一 這是大公 這是使徒的教會
[00:28:11.000 --> 00:28:22.000]  你看見這四幅圖畫說的四樣東西 在神的指紋上說出以色列人作為神的指紋 大公聖catholic
[00:28:22.000 --> 00:28:34.000]  基督的身體表達了一種同一的oneness 基督的身體是代表了聖潔無瑕疵的holy
[00:28:34.000 --> 00:28:43.000]  作為一個靈公是代表了建造在一個根基上由使徒所傳授下來的apostolic
[00:28:43.000 --> 00:28:50.000]  所以我們所相信的就是一個同一的教會 基督的身體
[00:28:50.000 --> 00:28:55.000]  我們相信一個聖潔無瑕疵的教會就是基督的身體
[00:28:55.000 --> 00:29:02.000]  我們相信一個大公的教會就是神的指紋 我們相信一個使徒的教會是使徒根基建立起來的靈公
[00:29:02.000 --> 00:29:09.000]  這個我想就是作為我們對教會的一個藍圖 可以說是新約畫給我們的藍圖
[00:29:09.000 --> 00:29:14.000]  順帶一提很有趣的 剛才所引的經文裏面最多出自哪兩本書呢
[00:29:14.000 --> 00:29:28.000]  以弗所思和哥倫多的書信 我經常覺得哥倫多的教會和以弗所思所描述的教會是兩個極端
[00:29:28.000 --> 00:29:39.000]  以弗所思所描述的教會是一個 ought to be 的教會 教會所應有的標準形象和面貌
[00:29:39.000 --> 00:29:47.000]  大家知道哥倫多教會看過哥倫多的前書就知道 大概都比我們任何一間教會差
[00:29:47.000 --> 00:29:59.000]  哪有人聖餐喝到醉 亂倫這些都有的 所以可以代表教會的現實
[00:29:59.000 --> 00:30:08.000]  教會的reality 現實的教會很有意思 而我們發覺教會的圖畫在這裏說出來
[00:30:08.000 --> 00:30:20.000]  教會應有的面貌 教會現實的面貌 我們看到神就藉著這兩個極端的書信來提示教會那幅藍圖
[00:30:20.000 --> 00:30:32.000]  所以神不只是在以弗所書裏面提示教會 在哥倫多的前後書裏面對這張醉和的教會一樣是說他對教會的希望
[00:30:32.000 --> 00:30:43.000]  我們的教會就是介乎兩者之間 永遠都達不到以弗所所描述的 如果感謝主的話就比哥倫多好一點
[00:30:43.000 --> 00:30:53.000]  所以我們都是蒙神所愛 都是神所要求 跟著我們看歷史 今天我們一抽起就從新約一直講到現在
[00:30:53.000 --> 00:31:06.000]  在歷史裏面六個不同的教會模式 給大家看見長短和神學的根據 我們預備開始下半節歷史的一些具體的形態
[00:31:06.000 --> 00:31:17.000]  我們剛才很快把聖經裏面的藍圖講了 我們看歷史的現實 由那時候到現在差不多2000年
[00:31:17.000 --> 00:31:31.000]  我們先看教會在西方的傳統具體出現的時候 我們不是跟這個目標量度 從一個社會學的角度來看
[00:31:31.000 --> 00:31:43.000]  教會的結構表達出來有很多不同的形式 儘管只是在西方的文化當中出現過不同的類型
[00:31:43.000 --> 00:31:54.000]  大概可以分為六種類型 哪一種最好呢?我自己也有一點傾向的 講出來的時候也會聽得出來
[00:31:54.000 --> 00:32:15.000]  基本上我只能說這六種都是不斷出現的 已經出現過的形態 而沒有一種已經消亡了 很古怪的形態 很少人曾經嘗試過的就算了
[00:32:15.000 --> 00:32:36.000]  而主要的類別大概有六種 第一種和第二種都是較為邊緣性的 一直都沒有成為主流教會的形態
[00:32:36.000 --> 00:32:52.000]  第二種從來沒有消失過的 經常出現的 一種我們叫monastic修道式的團體 另一種就是sectarian 就是一種小群式的支流
[00:32:52.000 --> 00:33:09.000]  初期教會一直都有的支流 第三和第四種就是皇國式的imperial和contractual 可以說是較為靜態的
[00:33:09.000 --> 00:33:28.000]  當然靜態是一個中性的字眼 我不會說是僵化 但是靜態的 強調impersonal side 是非具體有感性有生命力的類別
[00:33:28.000 --> 00:33:44.000]  然後第五和第六種強調較為personal side 即是較為有動感的 有生命力的教會形態
[00:33:44.000 --> 00:34:01.000]  我每次說的時候都會舉出一些較為典型的代表 但那些不一定限制了他 大家知道imperial是天主教教會的結構 較為接近皇國式的
[00:34:01.000 --> 00:34:19.000]  但天主教教會的結構有很多不同的變化 中世紀教皇權力高漲的時間 即是第十一世紀到十三世紀 這段時間當然是很典型 但到現在的天主教教會的形態結構和那時候不同
[00:34:19.000 --> 00:34:38.000]  尤其是1960年之後的梵蒂岡第二會議之後的教會 天主教教會的形態發展了很多不同的類別 到現在天主教也有靈因運動的 小群式的天主教很難類別的 有些圍在沙灘裡祈禱唱詩
