
[00:00:00.000 --> 00:00:06.000]  多謝甄太的介紹
[00:02:48.000 --> 00:02:50.000]  但是同工叫我寫
[00:02:50.000 --> 00:02:52.000]  同工叫我寫我通常都會做的
[00:02:52.000 --> 00:02:56.000]  我都是一個很容易相處的人
[00:02:56.000 --> 00:02:58.000]  所以我就寫了
[00:02:58.000 --> 00:03:01.000]  有16個月的安息年
[00:03:01.000 --> 00:03:03.000]  這16個月的安息年裡
[00:03:03.000 --> 00:03:05.000]  我都很感恩
[00:03:05.000 --> 00:03:08.000]  也完成了一些如果不是因為安息年的緣故
[00:03:08.000 --> 00:03:10.000]  沒辦法完成的事
[00:03:10.000 --> 00:03:12.000]  所以換句話說
[00:03:12.000 --> 00:03:14.000]  我今天成為何等樣人
[00:03:14.000 --> 00:03:17.000]  除了因為神的恩財成
[00:03:17.000 --> 00:03:20.000]  極有可能都是因為頌恩堂財成
[00:03:20.000 --> 00:03:25.000]  2007年離開這裡回香港
[00:03:25.000 --> 00:03:28.000]  在建道有七年的侍奉
[00:03:28.000 --> 00:03:31.000]  今年也可以有一個安息年
[00:03:31.000 --> 00:03:38.000]  安息年我很多時候都會去教會講道
[00:03:38.000 --> 00:03:42.000]  不過今年的頭兩個星期
[00:03:42.000 --> 00:03:44.000]  我就不需要去教會講道
[00:03:44.000 --> 00:03:50.000]  因為要教崇拜學的緣故
[00:03:50.000 --> 00:03:52.000]  所以我不用去教會講道
[00:03:52.000 --> 00:03:54.000]  我都喜歡去不同的教會裡面
[00:03:54.000 --> 00:03:59.000]  體驗不同教會的主要崇拜的形式
[00:03:59.000 --> 00:04:05.000]  1月11日我就去了一間門徽弟兄會
[00:04:05.000 --> 00:04:07.000]  叫West Side Church
[00:04:07.000 --> 00:04:13.000]  在中央圖書館對面的
[00:04:13.000 --> 00:04:16.000]  以前是一間劇院叫The Center
[00:04:16.000 --> 00:04:18.000]  那裡來聚會
[00:04:18.000 --> 00:04:25.000]  在那個狼牙鬥獸場的設計
[00:04:25.000 --> 00:04:31.000]  圖書館對面
[00:04:31.000 --> 00:04:35.000]  當然教會很漂亮
[00:04:35.000 --> 00:04:37.000]  進去的時候
[00:04:37.000 --> 00:04:39.000]  崇拜唱詩完之後
[00:04:39.000 --> 00:04:41.000]  主任牧師就出來講道
[00:04:41.000 --> 00:04:44.000]  講道之前就有一個報告
[00:04:44.000 --> 00:04:48.000]  報告說我們進來一段時間
[00:04:48.000 --> 00:04:53.000]  進來的時候就有一些裝修
[00:04:53.000 --> 00:04:55.000]  大概四十萬左右
[00:04:55.000 --> 00:04:57.000]  我們籌了三十九萬
[00:04:57.000 --> 00:04:59.000]  很感恩的 每個白手
[00:04:59.000 --> 00:05:02.000]  現在我們還需要一個
[00:05:02.000 --> 00:05:05.000]  他用一個字叫refurbishing
[00:05:05.000 --> 00:05:07.000]  refurbishing of the church
[00:05:07.000 --> 00:05:10.000]  refurbishing of this center
[00:05:10.000 --> 00:05:13.000]  然後就需要二百萬
[00:05:13.000 --> 00:05:14.000]  很感恩
[00:05:14.000 --> 00:05:17.000]  二百萬都籌到了
[00:05:17.000 --> 00:05:19.000]  我也很為他們感恩
[00:05:19.000 --> 00:05:21.000]  感恩之餘
[00:05:21.000 --> 00:05:26.000]  我就留意到那個字refurbishing
[00:05:26.000 --> 00:05:29.000]  通常我們講裝修
[00:05:29.000 --> 00:05:33.000]  如果我用多數用renovation
[00:05:33.000 --> 00:05:35.000]  他用refurbishing
[00:05:35.000 --> 00:05:38.000]  我就想為什麼他用這個字呢
[00:05:38.000 --> 00:05:43.000]  我記得有時候我去買一些
[00:05:43.000 --> 00:05:52.000]  二手或者是再裝修的電器
[00:05:52.000 --> 00:05:54.000]  可能都會用這個字
[00:05:54.000 --> 00:05:56.000]  refurbishing of the equipment
[00:05:56.000 --> 00:05:58.000]  但用在一個building
[00:05:58.000 --> 00:06:01.000]  refurbishing我第一次聽
[00:06:01.000 --> 00:06:04.000]  我就找找 問問人
[00:06:04.000 --> 00:06:06.000]  有人就告訴我
[00:06:06.000 --> 00:06:10.000]  refurbishing和renovation有什麼分別呢
[00:06:10.000 --> 00:06:15.000]  他說如果用在建築物
[00:06:15.000 --> 00:06:19.000]  renovation可以把整個建築物都拆掉
[00:06:19.000 --> 00:06:22.000]  然後重新再建造
[00:06:22.000 --> 00:06:24.000]  那就可以叫renovation
[00:06:24.000 --> 00:06:26.000]  但refurbishing就有些不同
[00:06:26.000 --> 00:06:29.000]  一定要留一個外殼
[00:06:29.000 --> 00:06:32.000]  然後裡面可以怎樣裝都可以
[00:06:32.000 --> 00:06:34.000]  我就學到一些新的東西
[00:06:34.000 --> 00:06:36.000]  我不知道中文怎麼翻譯
[00:06:36.000 --> 00:06:38.000]  翻新裝修怎樣翻譯
[00:06:38.000 --> 00:06:41.000]  總之就學了re-furbishing
[00:06:41.000 --> 00:06:43.000]  那我講這件事是為什麼呢
[00:06:43.000 --> 00:06:49.000]  我今天講到re-furbishing
[00:06:49.000 --> 00:06:51.000]  在十二年前
[00:06:51.000 --> 00:06:53.000]  我和大家一起思想
[00:06:53.000 --> 00:06:55.000]  貼上前後書
[00:06:55.000 --> 00:06:57.000]  講了八堂
[00:06:57.000 --> 00:07:00.000]  寫了一本書叫做寒梅綻放
[00:07:00.000 --> 00:07:04.000]  在四月尾至五月頭
[00:07:04.000 --> 00:07:10.000]  溫哥華的華聯會邀請我
[00:07:10.000 --> 00:07:14.000]  講大溫的佩靈會
[00:07:14.000 --> 00:07:18.000]  我就是re-furbish
[00:07:18.000 --> 00:07:22.000]  貼上前後書的五篇講章
[00:07:22.000 --> 00:07:26.000]  重新裝修包裝翻新
[00:07:26.000 --> 00:07:30.000]  然後將會在那裡講
[00:07:30.000 --> 00:07:33.000]  當然貼上前後書有五章
[00:07:33.000 --> 00:07:43.000]  每一章都探討信徒和在神學或生活上的課題
[00:07:43.000 --> 00:07:51.000]  在今年羅木斯很客氣
[00:07:51.000 --> 00:07:54.000]  邀請我在安息年的時候
[00:07:54.000 --> 00:07:58.000]  和大家分享有三次的講道
[00:07:58.000 --> 00:08:01.000]  我就想我來講什麼呢
[00:08:01.000 --> 00:08:04.000]  最初我曾經想過
[00:08:04.000 --> 00:08:09.000]  不如將那四篇前後書再濃縮
[00:08:09.000 --> 00:08:11.000]  四篇講完三篇
[00:08:11.000 --> 00:08:13.000]  不用太多預備
[00:08:13.000 --> 00:08:17.000]  可以有些預先的溫習
[00:08:17.000 --> 00:08:19.000]  或者對我來說是實習
[00:08:19.000 --> 00:08:21.000]  預先講一下
[00:08:21.000 --> 00:08:23.000]  講的時候就會順一點
[00:08:23.000 --> 00:08:26.000]  但又覺得好像都不是太好
[00:08:26.000 --> 00:08:28.000]  特別現在很流行的電影
[00:08:28.000 --> 00:08:31.000]  叫前傳後傳
[00:08:31.000 --> 00:08:37.000]  先講後話再講前傳
[00:08:37.000 --> 00:08:40.000]  所以我就決定在這三次
[00:08:40.000 --> 00:08:46.000]  包括這次和大家分享貼上後書的信息
[00:08:46.000 --> 00:08:49.000]  好像炒冷飯一樣
[00:08:49.000 --> 00:08:51.000]  炒冷飯有沒有問題呢
[00:08:51.000 --> 00:08:57.000]  我記得有一次我預備講章
[00:08:57.000 --> 00:08:58.000]  突然問我太太
[00:08:58.000 --> 00:09:00.000]  我上星期講什麼
[00:09:00.000 --> 00:09:02.000]  我太太回答
[00:09:02.000 --> 00:09:04.000]  你上星期講什麼
[00:09:04.000 --> 00:09:05.000]  你都不記得
[00:09:05.000 --> 00:09:06.000]  我怎會記得
[00:09:06.000 --> 00:09:09.000]  如果上星期講的道我都不記得
[00:09:09.000 --> 00:09:11.000]  我太太都不記得
[00:09:11.000 --> 00:09:15.000]  十二年前講的道你又怎會記得呢
[00:09:15.000 --> 00:09:17.000]  所以這個重新講
[00:09:17.000 --> 00:09:21.000]  我覺得都未必一定是這麼差
[00:09:21.000 --> 00:09:22.000]  不過我真的
[00:09:22.000 --> 00:09:23.000]  你一會兒看
[00:09:23.000 --> 00:09:26.000]  我的例子全部都是比較新的例子
[00:09:26.000 --> 00:09:29.000]  當然貼上羅尼加後書
[00:09:29.000 --> 00:09:32.000]  基本上就是繼續傳輸的信息
[00:09:32.000 --> 00:09:40.000]  繼續探討信徒和他們面對今世
[00:09:40.000 --> 00:09:43.000]  等候耶穌基督再來
[00:09:43.000 --> 00:09:45.000]  然後末世的開始
[00:09:45.000 --> 00:09:48.000]  有這個課題和他們的關係
[00:09:48.000 --> 00:09:54.000]  當然純粹是一個主題式
[00:09:54.000 --> 00:09:57.000]  來看貼上羅尼加後書
[00:09:57.000 --> 00:10:05.000]  但如果講到就要將這些所謂賢經的內容
[00:10:05.000 --> 00:10:07.000]  當時怎樣講
[00:10:07.000 --> 00:10:09.000]  就帶回到今天
[00:10:09.000 --> 00:10:14.000]  應該怎樣去實踐
[00:10:14.000 --> 00:10:20.000]  所以我將它列了有三個題目
[00:10:20.000 --> 00:10:23.000]  當然今天會先講第一個題目
[00:10:23.000 --> 00:10:27.000]  如果看貼上羅尼加後書第一章
[00:10:27.000 --> 00:10:29.000]  將它分析
[00:10:29.000 --> 00:10:35.000]  似乎這章保羅繼續講
[00:10:35.000 --> 00:10:39.000]  當貼上羅尼加教會的弟兄姊妹
[00:10:39.000 --> 00:10:41.000]  面對壁壩的時候
[00:10:41.000 --> 00:10:45.000]  他們應該怎樣自處
[00:10:45.000 --> 00:10:49.000]  你會問他們面對什麼壁壩
[00:10:49.000 --> 00:10:53.000]  當我們看貼上羅尼加前後書和士多寒川的時候
[00:10:53.000 --> 00:10:58.000]  我們就明白保羅和提摩泰和西拉
[00:10:58.000 --> 00:11:03.000]  他們在菲律賓受到羞辱之後
[00:11:03.000 --> 00:11:09.000]  他們離開菲律賓去到50里外的貼上羅尼加
[00:11:09.000 --> 00:11:14.000]  保羅在那裡最低限度度過了三個安息日
[00:11:14.000 --> 00:11:20.000]  當然安息日他首先在會堂裡講道服事
[00:11:20.000 --> 00:11:24.000]  不過在貼上羅尼加城裡的猶太人
[00:11:24.000 --> 00:11:28.000]  看到保羅講道很有效果
[00:11:28.000 --> 00:11:31.000]  甚至有些尊貴的婦女信主
[00:11:31.000 --> 00:11:34.000]  所以就有這個妒忌
[00:11:34.000 --> 00:11:42.000]  憤怒保羅宣講有關耶穌基督和他復活的道理
[00:11:42.000 --> 00:11:44.000]  就發起了一個暴動
[00:11:44.000 --> 00:11:49.000]  甚至就抓了收留保羅的一個人叫做耶穌
[00:11:49.000 --> 00:11:54.000]  就要他為保羅這個不當的行為負責
[00:11:54.000 --> 00:11:58.000]  所以保羅聽了貼上羅尼加弟兄姊妹的勸告
[00:11:58.000 --> 00:12:06.000]  就逃離貼上羅尼加去到南邊的一個地方叫做比利亞
[00:12:06.000 --> 00:12:09.000]  比利亞地方的人聖經說
[00:12:09.000 --> 00:12:15.000]  懸於貼上羅尼加人然後很願意繼續領受城的道
[00:12:15.000 --> 00:12:23.000]  但是貼上羅尼加教會的弟兄姊妹仍然面對困難
[00:12:23.000 --> 00:12:29.000]  而貼上羅尼加的猶太人也追到比利亞
[00:12:29.000 --> 00:12:32.000]  所以保羅繼續要走到雅典
[00:12:32.000 --> 00:12:35.000]  甚至逗留一段時間去到哥倫多
[00:12:35.000 --> 00:12:40.000]  當他在哥倫多的時候仍然掛念貼上羅尼加的弟兄姊妹
[00:12:40.000 --> 00:12:47.000]  所以他就寫信叫他的同工帶去貼上羅尼加
[00:12:47.000 --> 00:12:52.000]  所以貼上羅尼加的前書和後書就是這樣成書的
[00:12:52.000 --> 00:12:57.000]  所以大家可以想像當他寫信的時候
[00:12:57.000 --> 00:13:01.000]  他想起自己曾經面對的困難逼迫
[00:13:01.000 --> 00:13:13.000]  現在已經離開了一定會更加面對猶太人甚至其他反對的人的迫迫
[00:13:13.000 --> 00:13:20.000]  所以就寫了貼上羅尼加的前書和後書
[00:13:20.000 --> 00:13:24.000]  這是第一章的內容
[00:13:24.000 --> 00:13:29.000]  當然這樣說是很悶的
[00:13:29.000 --> 00:13:32.000]  叫做Running Commentary
[00:13:32.000 --> 00:13:38.000]  我將這章用四個觀點和大家來思想
[00:13:38.000 --> 00:13:42.000]  這四個觀點的有詩
[00:13:42.000 --> 00:13:46.000]  因為最近我看到一篇文章
[00:13:46.000 --> 00:13:49.000]  這篇文章有四個E
[00:13:49.000 --> 00:13:52.000]  這篇文章有可能在外面還沒拿完
[00:13:52.000 --> 00:13:54.000]  都可以大家看的
[00:13:54.000 --> 00:13:57.000]  因為我上兩星期回來剛剛pick up在這裡拿的
[00:13:57.000 --> 00:14:05.000]  加國環教會一邊講到教會領導模式的一個探討
[00:14:05.000 --> 00:14:09.000]  他說如果教會當他好像有些外制的時候
[00:14:09.000 --> 00:14:11.000]  當然這個不是中了糖
[00:14:11.000 --> 00:14:14.000]  外制的時候就有四樣東西
[00:14:14.000 --> 00:14:20.000]  我想我們可以將他來到去revitalize
[00:14:20.000 --> 00:14:24.000]  叫做翻新他
[00:14:24.000 --> 00:14:29.000]  強化了意象和毀身來執行
[00:14:29.000 --> 00:14:32.000]  今天我8點30分左右回來教會
[00:14:32.000 --> 00:14:34.000]  看到羅志明牧師就在外面
[00:14:34.000 --> 00:14:36.000]  他第一隻手出來幫我握
[00:14:36.000 --> 00:14:38.000]  本來我就不想和他握的
[00:14:38.000 --> 00:14:40.000]  因為他剛剛從非洲回來
[00:14:40.000 --> 00:14:42.000]  怎知道他帶了什麼菌回來
[00:14:42.000 --> 00:14:44.000]  但也不要緊
[00:14:44.000 --> 00:14:47.000]  我看他的facebook就說
[00:14:47.000 --> 00:14:51.000]  這個加納沒有這個伊波拉
[00:14:51.000 --> 00:14:54.000]  然後就幫他握手
[00:14:54.000 --> 00:14:56.000]  繼續幫蘇傳道握手
[00:14:56.000 --> 00:14:59.000]  不過蘇傳道說他好像有感冒
[00:14:59.000 --> 00:15:02.000]  好感謝主
[00:15:02.000 --> 00:15:06.000]  因為你們的或者我們的目者
[00:15:06.000 --> 00:15:09.000]  一直都很注重猜拳
[00:15:09.000 --> 00:15:13.000]  這個也是我們PGMBC的中心核心的M
[00:15:13.000 --> 00:15:15.000]  那個價值
[00:15:15.000 --> 00:15:17.000]  不單止是admission
[00:15:17.000 --> 00:15:19.000]  更加是毀身去執行
[00:15:19.000 --> 00:15:21.000]  拋妻棄子棄女
[00:15:21.000 --> 00:15:25.000]  這樣去冒一個另外的風險
[00:15:25.000 --> 00:15:28.000]  去到一些有需要的地方
[00:15:28.000 --> 00:15:31.000]  拜回那個宣教意象
[00:15:31.000 --> 00:15:33.000]  不單止這樣
[00:15:33.000 --> 00:15:34.000]  更加是增加活力
[00:15:34.000 --> 00:15:36.000]  也是授權支援
[00:15:36.000 --> 00:15:40.000]  香港行政會其中一位成員在電台說
[00:15:40.000 --> 00:15:45.000]  說他有些朋友搞移民離開香港
[00:15:45.000 --> 00:15:47.000]  不是怕共產黨
[00:15:47.000 --> 00:15:49.000]  是怕香港的青年人
[00:15:49.000 --> 00:15:51.000]  有些青年人回應說
[00:15:51.000 --> 00:15:55.000]  你移民去哪個地方都有青年人
[00:15:55.000 --> 00:15:57.000]  有哪個地方沒有青年人
[00:15:57.000 --> 00:16:01.000]  青年人和成年人怎樣來合作
[00:16:01.000 --> 00:16:03.000]  新的一代和舊的一代
[00:16:03.000 --> 00:16:05.000]  年老的和年幼的
[00:16:05.000 --> 00:16:07.000]  年青的和中年的
[00:16:07.000 --> 00:16:11.000]  Local born的和foreign born的
[00:16:11.000 --> 00:16:14.000]  土生的和華裔的
[00:16:14.000 --> 00:16:16.000]  怎樣來合作
[00:16:16.000 --> 00:16:18.000]  怎樣增加活力
[00:16:18.000 --> 00:16:22.000]  怎樣給予受權支援
[00:16:22.000 --> 00:16:26.000]  這四個E我覺得對教會很重要
[00:16:26.000 --> 00:16:29.000]  我都想到四個E
[00:16:29.000 --> 00:16:33.000]  就將貼述羅尼加一章十二節經文章
[00:16:33.000 --> 00:16:40.000]  用這四個E和大家一齊思想
[00:16:40.000 --> 00:16:42.000]  願意這四個E幫助我們
[00:16:42.000 --> 00:16:45.000]  在主耶穌基督再來的眼光
[00:16:45.000 --> 00:16:48.000]  主耶穌基督再來的事實裏面
[00:16:48.000 --> 00:16:50.000]  當然我們不知道他何時回來
[00:16:50.000 --> 00:16:54.000]  但我們可以繼續來過日子
[00:16:54.000 --> 00:16:58.000]  怎樣來面對不同的逼迫
[00:16:58.000 --> 00:17:00.000]  我都沒有什麼逼迫
[00:17:00.000 --> 00:17:02.000]  我最大的逼迫就是
[00:17:02.000 --> 00:17:06.000]  我想訂的Cruise訂不到
[00:17:06.000 --> 00:17:08.000]  我最大的逼迫就是
[00:17:08.000 --> 00:17:12.000]  我回香港的時候要貴二百元
[00:17:12.000 --> 00:17:14.000]  機票不知的
[00:17:14.000 --> 00:17:16.000]  我們不知道
[00:17:16.000 --> 00:17:18.000]  但可能我們都會有些困難
[00:17:18.000 --> 00:17:22.000]  我們都會甚至面對一些突然的苦難
[00:17:22.000 --> 00:17:24.000]  我們不明白
[00:17:24.000 --> 00:17:26.000]  但我們信仰未難
[00:17:26.000 --> 00:17:30.000]  我們首先看第一個的E
[00:17:30.000 --> 00:17:34.000]  第二章第一至第四節
[00:17:34.000 --> 00:17:36.000]  如果我們將第二章
[00:17:36.000 --> 00:17:38.000]  對不起 第一章
[00:17:38.000 --> 00:17:40.000]  貼壽羅尼加後書第一章
[00:17:40.000 --> 00:17:42.000]  第一及第四節
[00:17:42.000 --> 00:17:44.000]  和貼壽羅尼加前書第一章
[00:17:44.000 --> 00:17:46.000]  一至三節的時候
[00:17:46.000 --> 00:17:48.000]  可能我們會有一個觀察
[00:17:48.000 --> 00:17:50.000]  那個觀察是什麼呢
[00:17:50.000 --> 00:17:55.000]  那個觀察就是當保羅說完一些問安的話
[00:17:55.000 --> 00:17:59.000]  說到因為平安歸於他們
[00:17:59.000 --> 00:18:01.000]  然後說到怎樣呢
[00:18:01.000 --> 00:18:03.000]  為他們感謝神之後
[00:18:03.000 --> 00:18:08.000]  似乎那個感謝的內容是有些不同
[00:18:08.000 --> 00:18:10.000]  貼壽羅尼加前書第一封信
[00:18:10.000 --> 00:18:12.000]  剛剛寫的
[00:18:12.000 --> 00:18:16.000]  不絕的紀念因信心所作的功夫
[00:18:16.000 --> 00:18:18.000]  因愛心所受的勞苦
[00:18:18.000 --> 00:18:22.000]  因盼望我們主耶穌基督全的忍耐
[00:18:22.000 --> 00:18:24.000]  到了後書的時候
[00:18:24.000 --> 00:18:26.000]  隔一段時間
[00:18:26.000 --> 00:18:29.000]  然後那個感謝就是
[00:18:29.000 --> 00:18:32.000]  因你們信心加愛的增長
[00:18:32.000 --> 00:18:36.000]  從前書到後書寫作的那段期間
[00:18:36.000 --> 00:18:38.000]  你們的信心加愛的增長
[00:18:38.000 --> 00:18:40.000]  加愛的增長的字
[00:18:40.000 --> 00:18:42.000]  保羅只是在書信裡出現過一次
[00:18:42.000 --> 00:18:44.000]  就在這裡
[00:18:44.000 --> 00:18:46.000]  所以對這些貼壽羅尼加教會的弟兄姊妹
[00:18:46.000 --> 00:18:49.000]  信心是一個特別的稱讚
[00:18:49.000 --> 00:18:51.000]  是一個加愛的稱讚
[00:18:51.000 --> 00:18:53.000]  是一個很高度的讚賞
[00:18:53.000 --> 00:18:58.000]  然後說並且你們眾人彼此相愛的心也都充足
[00:18:58.000 --> 00:19:00.000]  都是讚
[00:19:00.000 --> 00:19:03.000]  前書說因愛心所受的勞苦
[00:19:03.000 --> 00:19:06.000]  這裡說到愛心有後果
[00:19:06.000 --> 00:19:10.000]  這裡稱讚他們愛心是充足的
[00:19:10.000 --> 00:19:12.000]  不過留意
[00:19:12.000 --> 00:19:15.000]  他沒有說因盼望我們主耶穌基督所傳的忍耐
[00:19:15.000 --> 00:19:17.000]  也都提升
[00:19:17.000 --> 00:19:19.000]  他沒有說
[00:19:19.000 --> 00:19:20.000]  反而他怎麼說呢
[00:19:20.000 --> 00:19:23.000]  甚至我們在神的教會裡為你們掛口也好
[00:19:23.000 --> 00:19:26.000]  都因你們在所受一切的逼迫患難中
[00:19:26.000 --> 00:19:29.000]  特別的提到逼迫患難
[00:19:29.000 --> 00:19:31.000]  但似乎沒有說到
[00:19:31.000 --> 00:19:36.000]  因盼望我們主耶穌基督所傳的忍耐
[00:19:36.000 --> 00:19:39.000]  這裡只是說仍不夠傳忍耐和信心
[00:19:39.000 --> 00:19:43.000]  所以肯定他們面對的逼迫患難是加多了
[00:19:43.000 --> 00:19:46.000]  第二為什麼不提主耶穌基督
[00:19:46.000 --> 00:19:51.000]  再來或者盼望主耶穌基督所傳的忍耐呢
[00:19:51.000 --> 00:19:55.000]  因為如果再看下去的時候就明白
[00:19:55.000 --> 00:19:59.000]  其中一個保羅寫貼實來的後書的原因
[00:19:59.000 --> 00:20:05.000]  就是因為他們對主耶穌基督的觀念有些偏差
[00:20:05.000 --> 00:20:12.000]  所以保羅再沒有提這個因盼望我們主耶穌基督所傳的忍耐
[00:20:12.000 --> 00:20:14.000]  但是弟兄姊妹
[00:20:14.000 --> 00:20:19.000]  偏差那方面怎樣的保羅去矯正他
[00:20:19.000 --> 00:20:22.000]  下一次有機會和大家詳細的說
[00:20:22.000 --> 00:20:25.000]  但這次強調的是
[00:20:25.000 --> 00:20:30.000]  強調他們因你們所受的一切逼迫患難中
[00:20:30.000 --> 00:20:32.000]  所以保羅特別提醒他們
[00:20:32.000 --> 00:20:34.000]  在逼迫患難的時候
[00:20:34.000 --> 00:20:37.000]  仍然的因著主耶穌基督的緣故
[00:20:37.000 --> 00:20:39.000]  因著主耶穌基督的再來的緣故
[00:20:39.000 --> 00:20:40.000]  雖然他沒有提
[00:20:40.000 --> 00:20:45.000]  因著正確主耶穌基督回來的緣故
[00:20:45.000 --> 00:20:47.000]  能夠被鼓勵
[00:20:47.000 --> 00:20:50.000]  面對什麼的逼迫困難呢
[00:20:50.000 --> 00:20:53.000]  根據一個這樣的調查
[00:20:53.000 --> 00:20:56.000]  2014年
[00:20:56.000 --> 00:20:57.000]  基督徒
[00:20:57.000 --> 00:21:03.000]  當然基督徒特別是包括一些在加拿大以外的基督徒
[00:21:03.000 --> 00:21:06.000]  基督徒為主喪生
[00:21:06.000 --> 00:21:09.000]  是2013年的一倍
[00:21:09.000 --> 00:21:14.000]  2013年為主喪生的基督徒是2012年的一倍
[00:21:14.000 --> 00:21:16.000]  我求神幫助我們
[00:21:16.000 --> 00:21:18.000]  你說這個都不是很關我們事的
[00:21:18.000 --> 00:21:20.000]  可能不是很關我們事
[00:21:20.000 --> 00:21:26.000]  但是今天很多地方的教會都是被迫迫
[00:21:26.000 --> 00:21:28.000]  有很多的困難
[00:21:28.000 --> 00:21:30.000]  有很多的壓力
[00:21:30.000 --> 00:21:32.000]  基督徒有很多的苦難
[00:21:32.000 --> 00:21:38.000]  有這個中國耶路撒冷之稱的溫州
[00:21:38.000 --> 00:21:40.000]  特別在去年
[00:21:40.000 --> 00:21:42.000]  在很多地方
[00:21:42.000 --> 00:21:44.000]  很多方面
[00:21:44.000 --> 00:21:46.000]  大家知道溫州杭州都在浙江省
[00:21:46.000 --> 00:21:50.000]  在很多的城市
[00:21:50.000 --> 00:21:52.000]  他們的十字架
[00:21:52.000 --> 00:21:56.000]  被一個省委書記的一句話就要被拆下來
[00:21:56.000 --> 00:22:02.000]  而這個這樣的清拆似乎不是一次個別的事件
[00:22:02.000 --> 00:22:06.000]  是一個可能是整肅的行動
[00:22:06.000 --> 00:22:09.000]  所以明報的一個這樣的報導
[00:22:09.000 --> 00:22:11.000]  讓我們看到
[00:22:11.000 --> 00:22:14.000]  希望這個行動是可以停止
[00:22:14.000 --> 00:22:16.000]  但是我們不知道是怎樣
[00:22:16.000 --> 00:22:18.000]  不單止十字架被清拆
[00:22:18.000 --> 00:22:20.000]  甚至一些很大的教堂
[00:22:20.000 --> 00:22:23.000]  好像這間教堂
[00:22:23.000 --> 00:22:26.000]  整間教堂被清拆
[00:22:26.000 --> 00:22:28.000]  所以求神幫助我們
[00:22:28.000 --> 00:22:30.000]  叫我們明白
[00:22:30.000 --> 00:22:34.000]  有時當我們在這裡享受
[00:22:34.000 --> 00:22:41.000]  在這裡仍然享有很多的自由的時候
[00:22:41.000 --> 00:22:44.000]  或者不用擔心
[00:22:44.000 --> 00:22:47.000]  我們好像那兩個日本人一樣
[00:22:47.000 --> 00:22:49.000]  要跪在這裡隨時被殺
[00:22:49.000 --> 00:22:52.000]  我們仍然可以享受這個自由的時候
[00:22:52.000 --> 00:22:54.000]  我們不以福音為恥
[00:22:54.000 --> 00:22:57.000]  我們不單止同神同工
[00:22:57.000 --> 00:22:59.000]  一同的來做工
[00:22:59.000 --> 00:23:02.000]  今世道同孫
[00:23:02.000 --> 00:23:04.000]  不以福音為恥
[00:23:04.000 --> 00:23:07.000]  當然我們也要感恩的就是
[00:23:07.000 --> 00:23:09.000]  雖然走過死刃的幽谷
