
[00:00:00.000 --> 00:00:06.560]  各位晚安 很高興回到家裡
[00:03:54.600 --> 00:03:58.460]  他早在1945年已經是獨排眾議
[00:03:58.460 --> 00:04:02.480]  預言到共產黨一定最終會勝利
[00:04:02.480 --> 00:04:07.300]  在抗戰期間 他看到國民黨和共產黨的軍隊
[00:04:07.300 --> 00:04:11.180]  在分級是有很大很大的分別
[00:04:11.180 --> 00:04:13.300]  他看到士氣更加不同
[00:04:13.300 --> 00:04:16.180]  他預計到國民黨是沒辦法在戰後
[00:04:16.180 --> 00:04:19.460]  能夠統治中國 統治得妥當
[00:04:19.460 --> 00:04:22.260]  也都未必有能力在經濟上 在管治上
[00:04:22.260 --> 00:04:24.700]  在軍事上佔到任何的優勢
[00:04:24.700 --> 00:04:26.460]  他更加預言到
[00:04:26.460 --> 00:04:29.380]  當中國落在共產黨手中的時候
[00:04:29.380 --> 00:04:33.520]  傳教士沒機會再有在中國裡面受歡迎
[00:04:33.520 --> 00:04:36.500]  教會也都會受到空前的一個壓迫
[00:04:36.500 --> 00:04:38.820]  就因為他有這個這樣的預見
[00:04:38.820 --> 00:04:42.340]  他就積極在1946年到50年期間
[00:04:42.340 --> 00:04:47.840]  去預備將來的風浪
[00:04:47.840 --> 00:04:52.140]  首先他選了一個最戰略性的一個士工
[00:04:52.140 --> 00:04:55.260]  他去到北京 在北京裡面
[00:04:55.260 --> 00:04:57.660]  他不是在教會裡面侍奉
[00:04:57.660 --> 00:05:00.600]  他也都不是在一些機構裡面侍奉
[00:05:00.600 --> 00:05:03.060]  他在著名的大學裡面
[00:05:03.060 --> 00:05:05.920]  包括北京大學、清華大學、燕京大學
[00:05:05.920 --> 00:05:09.780]  協和臣學院、復旦大學
[00:05:09.780 --> 00:05:12.420]  很多很出名的大學裡面
[00:05:12.420 --> 00:05:16.380]  是全國最精銳的一個學生裡面
[00:05:16.380 --> 00:05:22.000]  去搞查經班、傳福音
[00:05:22.000 --> 00:05:23.860]  就在短短幾年之間
[00:05:23.860 --> 00:05:27.580]  揭起了從未所有的在中國的教會歷史裡面
[00:05:27.580 --> 00:05:32.780]  一個很大的基督徒學生的復興運動
[00:05:32.780 --> 00:05:35.020]  他做些什麼呢?
[00:05:35.020 --> 00:05:38.060]  他很聰明、很有睿智
[00:05:38.060 --> 00:05:39.860]  他不是做領袖
[00:05:39.860 --> 00:05:43.240]  他主要是訓練有潛質的大學生
[00:05:43.240 --> 00:05:47.140]  成為了當時這個運動的領袖
[00:05:47.140 --> 00:05:54.540]  又賦予這一幫學生的領袖相當的決定權
[00:05:54.540 --> 00:05:58.020]  在他們的團體、在他們的士工裡面策劃
[00:05:58.020 --> 00:05:59.620]  他更加和王明道合作
[00:05:59.620 --> 00:06:01.060]  展開了這個學生運動
[00:06:01.060 --> 00:06:04.500]  這個學生運動不單影響當時的教會
[00:06:04.500 --> 00:06:07.180]  是影響了以後中國幾十年的教會
[00:06:07.180 --> 00:06:13.260]  所以一個很出名的家庭教會的一個牧者說
[00:06:13.260 --> 00:06:16.820]  今天中國教會之所以這麼復興
[00:06:16.820 --> 00:06:20.300]  是和這個學生運動有息息相關的
[00:06:20.300 --> 00:06:22.540]  事實上我們看看不單是對著中國
[00:06:22.540 --> 00:06:27.260]  在台灣 台灣的校園團體的創辦人
[00:06:27.260 --> 00:06:29.060]  我們看看香港
[00:06:29.060 --> 00:06:32.020]  當時其中一個學生的領袖滕振輝牧師
[00:06:32.020 --> 00:06:35.460]  都是受這個學生運動的影響
[00:06:35.460 --> 00:06:38.620]  他不單是看到什麼叫做最戰略性
[00:06:38.620 --> 00:06:40.300]  去預備這一幫人
[00:06:40.300 --> 00:06:43.740]  他用差遣當時的領袖去到邊區
[00:06:43.740 --> 00:06:49.300]  去到西北的地方散佈整個中國
[00:06:49.300 --> 00:06:52.020]  不同的地方裡面 打散了
[00:06:52.020 --> 00:06:54.740]  而不是去建立一個王朝
[00:06:54.740 --> 00:06:57.220]  然後滲透整個中國
[00:06:57.220 --> 00:07:00.260]  他又考慮 他又用大多數的時間
[00:07:00.260 --> 00:07:03.940]  和這一幫的學生去查口比特前書
[00:07:03.940 --> 00:07:09.220]  預備他們將來面對一個艱難的日子
[00:07:09.220 --> 00:07:12.660]  就因為賴欣榮的眼光
[00:07:12.660 --> 00:07:16.620]  為中國奠定了一個很好的基礎
[00:07:16.620 --> 00:07:20.060]  在幾十年的風雨飄搖的時候
[00:07:20.060 --> 00:07:26.500]  屹立不移 成為美好的見證
[00:07:26.500 --> 00:07:28.740]  我們讀歷史的人
[00:07:28.740 --> 00:07:32.140]  或者我們看的人 我們都很明白一件事
[00:07:32.140 --> 00:07:35.580]  眼光是很重要的
[00:07:35.580 --> 00:07:39.260]  如果我們能夠洞悉這是一個什麼世代
[00:07:39.260 --> 00:07:43.220]  這個世代將來會帶去一個什麼時機
[00:07:43.220 --> 00:07:45.220]  這個就是英雄
[00:07:45.220 --> 00:07:49.140]  一個看不見這個世代是一個什麼的時代
[00:07:49.140 --> 00:07:52.140]  就是蠢材
[00:07:52.140 --> 00:07:54.700]  Sign of the time
[00:07:54.700 --> 00:07:58.060]  今天這個世代是一個什麼的世代
[00:07:58.060 --> 00:08:00.460]  是有什麼象徵告訴我們
[00:08:00.460 --> 00:08:02.460]  我們怎樣去洞悉
[00:08:02.460 --> 00:08:05.260]  耶穌在路加福音第十二章54節
[00:08:05.260 --> 00:08:07.380]  講了非常精彩的話
[00:08:07.380 --> 00:08:09.980]  耶穌對著這一幫人說
[00:08:09.980 --> 00:08:13.140]  你們見到西邊起了雲彩就說
[00:08:13.140 --> 00:08:16.420]  要下雨了 說完就下雨了
[00:08:16.420 --> 00:08:18.940]  你看到有南風吹來的時候就說
[00:08:18.940 --> 00:08:21.820]  天氣乾燥了 就有了
[00:08:21.820 --> 00:08:23.980]  你預測天氣預測得很好
[00:08:23.980 --> 00:08:26.540]  假冒為善的人
[00:08:26.540 --> 00:08:28.860]  你們知道分辨天地的景色
[00:08:28.860 --> 00:08:30.860]  怎麽不知道分辨
[00:08:30.860 --> 00:08:34.860]  究竟我們現在是一個什麼時候呢?
[00:08:34.860 --> 00:08:38.060]  耶穌指斥這一幫猶太人
[00:08:38.060 --> 00:08:41.420]  你能夠見到有雲來你就知道下雨了
[00:08:41.420 --> 00:08:45.020]  你看到南面來的時候風沙就來了
[00:08:45.020 --> 00:08:47.660]  天氣就會熱了
[00:08:47.660 --> 00:08:51.020]  你們懂得看氣息 懂得看天文
[00:08:51.020 --> 00:08:55.420]  但為什麼你不能夠洞悉現在是一個什麼時候呢?
[00:08:55.420 --> 00:08:58.060]  中國人所說的一句話很對
[00:08:58.060 --> 00:09:00.380]  識事務者為俊傑
[00:09:00.380 --> 00:09:03.580]  一個英雄和一個狗熊的分別在哪裡呢?
[00:09:03.580 --> 00:09:06.700]  就是在乎他懂不懂得看現在是一個什麼世代
[00:09:06.700 --> 00:09:09.020]  如果不懂得看現在是一個什麼世代
[00:09:09.020 --> 00:09:10.860]  他就不懂得去預備
[00:09:10.860 --> 00:09:12.220]  傳道書說得很好
[00:09:12.220 --> 00:09:15.780]  智慧的心能辨別時候和定理
[00:09:15.780 --> 00:09:19.260]  各樣事務都有時候和定理
[00:09:19.260 --> 00:09:21.660]  Time and Procedure
[00:09:21.660 --> 00:09:25.260]  我們看不看到我們在一個什麼時候呢?
[00:09:25.260 --> 00:09:29.100]  看不看到在今天的時候我們應該要做些什麼?
[00:09:29.100 --> 00:09:31.020]  今天的香港
[00:09:31.020 --> 00:09:33.820]  教會有沒有這樣的眼光?
[00:09:33.820 --> 00:09:37.100]  我們會在香港這個時代有沒有這個眼光?
[00:09:37.100 --> 00:09:40.140]  究竟這個時代給我們一個什麼樣的象徵?
[00:09:40.140 --> 00:09:42.620]  What are the signs of the time?
[00:09:42.620 --> 00:09:44.780]  我們怎麼去預備呢?
[00:09:44.780 --> 00:09:47.100]  面對一個更大的挑戰呢?
[00:09:47.100 --> 00:09:50.060]  我們看《馬大夫》24章
[00:09:50.060 --> 00:09:53.980]  當時的門徒正是面對一個關鍵的時刻
[00:09:53.980 --> 00:09:59.340]  耶穌就要對門徒說得非常精彩的一句話
[00:09:59.340 --> 00:10:01.340]  你要看得準
[00:10:01.340 --> 00:10:03.740]  這是一個什麼時候呢?
[00:10:03.740 --> 00:10:09.260]  無可否認《馬大夫》24章是一段很爭議性的聖經
[00:10:09.260 --> 00:10:11.980]  正如三一神學院的D.A. Carson所說
[00:10:11.980 --> 00:10:15.420]  他說在聖經裏面很少經文像《馬大夫》第14章
[00:10:15.420 --> 00:10:18.300]  是這麼複雜、這麼多爭論性
[00:10:18.300 --> 00:10:21.260]  但事實上這個複雜的經文
[00:10:21.260 --> 00:10:23.900]  卻是一個極精彩的一段聖經
[00:10:23.900 --> 00:10:25.260]  去告訴我們
[00:10:25.260 --> 00:10:27.660]  究竟我們活在今天的時代裏面
[00:10:27.660 --> 00:10:29.420]  怎麼去看
[00:10:29.420 --> 00:10:30.700]  What are the signs of the time?
[00:10:30.700 --> 00:10:36.540]  這個時代是給我們一個什麼樣的指引?
[00:10:36.540 --> 00:10:40.140]  我們試試用這個時候來看看這段聖經
[00:10:40.140 --> 00:10:42.300]  一個弔詭性的真理
[00:10:42.300 --> 00:10:44.060]  當我們剛才看那段聖經
[00:10:44.060 --> 00:10:47.020]  除了大家覺得 哇 這麼長啊 50字的聖經
[00:10:47.020 --> 00:10:49.100]  除了這個之外 你再看下去的時候
[00:10:49.100 --> 00:10:52.700]  你會發覺是充滿了矛盾
[00:10:52.700 --> 00:10:55.740]  前後不一致的
[00:10:55.740 --> 00:10:57.180]  不知所謂的
[00:10:57.180 --> 00:11:00.860]  難以理解的
[00:11:00.860 --> 00:11:03.420]  或者我們試試從三方面來看
[00:11:03.420 --> 00:11:04.860]  第一個矛盾在哪裏呢?
[00:11:04.860 --> 00:11:07.180]  前言不對後語
[00:11:07.180 --> 00:11:10.540]  剛才我們特別提到32至33節耶穌說
[00:11:10.540 --> 00:11:13.900]  你們從無花果樹學過比方
[00:11:13.900 --> 00:11:19.580]  當樹枝發亂的時候 你們就知道夏天近了
[00:11:19.580 --> 00:11:22.780]  他說 你們看見這一切事就知道人子近了
[00:11:22.780 --> 00:11:25.340]  就在門口了
[00:11:25.340 --> 00:11:27.500]  耶穌這個話不是很難明白
[00:11:27.500 --> 00:11:31.100]  耶穌的說話 你看看那些無花果樹
[00:11:31.100 --> 00:11:36.140]  當你的無花果樹開始發葉 有亂葉的時候
[00:11:36.140 --> 00:11:37.820]  你就知道夏天來了
[00:11:37.820 --> 00:11:40.700]  我家裏有三棵樹
[00:11:40.700 --> 00:11:43.260]  一棵就是無花果樹
[00:11:43.260 --> 00:11:45.660]  去年是最佳的收成
[00:11:46.620 --> 00:11:48.300]  吃了很多很好的無花果
[00:11:48.300 --> 00:11:50.860]  只吃那些無花果樹很甜
[00:11:50.860 --> 00:11:52.460]  一到四月的時候
[00:11:52.460 --> 00:11:55.420]  本來一到冬天所有的葉都下了
[00:11:55.420 --> 00:12:00.140]  一到三、四月的時候就開始發一些亂葉出來
[00:12:00.140 --> 00:12:02.460]  當那些亂葉出來的時候
[00:12:02.460 --> 00:12:05.900]  我和我太太說應該要將這些冬天的衣服收起來
[00:12:05.900 --> 00:12:07.660]  因為夏天就到了
[00:12:07.660 --> 00:12:10.700]  因為當你看到亂葉出來的時候
[00:12:10.700 --> 00:12:13.020]  你就知道天氣開始轉暖
[00:12:13.020 --> 00:12:15.340]  夏天會近了
[00:12:15.340 --> 00:12:17.180]  耶穌就告訴我們
[00:12:17.180 --> 00:12:22.460]  你看看夏天來的都有一些預兆在裏面
[00:12:22.460 --> 00:12:26.780]  當無花果樹的樹葉開始出來的時候
[00:12:26.780 --> 00:12:29.340]  你就知道夏天近了
[00:12:29.340 --> 00:12:32.220]  當然耶穌就跟著告訴我們
[00:12:32.220 --> 00:12:34.220]  你們都要明白一些東西
[00:12:34.220 --> 00:12:36.380]  當這些事情發生的時候
[00:12:36.380 --> 00:12:42.220]  你們就知道人子就已經近了
[00:12:42.220 --> 00:12:45.420]  就在門口了
[00:12:45.420 --> 00:12:48.300]  我們不要理會甚麼叫這些事
[00:12:48.300 --> 00:12:49.740]  我們一會兒再說
[00:12:49.740 --> 00:12:51.820]  耶穌說的很明顯的一件事
[00:12:51.820 --> 00:12:55.180]  樹葉出來的時候你就知道夏天近了
[00:12:55.180 --> 00:12:57.100]  正如你看到這些事情發生的時候
[00:12:57.100 --> 00:12:59.500]  你就知道是主臨近了
[00:12:59.500 --> 00:13:03.820]  尼塞亞臨近了
[00:13:03.820 --> 00:13:05.660]  我們要明白一件事
[00:13:05.660 --> 00:13:07.900]  耶穌說這番話的時候
[00:13:07.900 --> 00:13:09.980]  是針對門徒的一個問題
[00:13:09.980 --> 00:13:11.580]  門徒在第三節的時候說
[00:13:11.580 --> 00:13:14.220]  請你告訴我們甚麼時候有這些事
[00:13:14.220 --> 00:13:18.060]  你降臨和世間沒了有甚麼預兆
[00:13:18.060 --> 00:13:20.860]  耶穌的意思就是說有預兆
[00:13:20.860 --> 00:13:22.540]  有徵兆
[00:13:22.540 --> 00:13:25.100]  你看到無花果樹發現
[00:13:25.100 --> 00:13:26.140]  你就知道夏天來了
[00:13:26.140 --> 00:13:27.900]  你看到這些事情發生的時候
[00:13:27.900 --> 00:13:29.660]  你就知道人子近了
[00:13:29.660 --> 00:13:31.500]  正在門口裏面
[00:13:31.500 --> 00:13:32.940]  即是告訴我們
[00:13:32.940 --> 00:13:35.340]  基督的來臨的時候
[00:13:35.340 --> 00:13:37.100]  是世間沒了的來臨
[00:13:37.100 --> 00:13:38.780]  是可知道的
[00:13:38.780 --> 00:13:40.700]  是可以查到的
[00:13:40.700 --> 00:13:43.260]  你是有東西給你看的
[00:13:43.260 --> 00:13:44.700]  你就可以知道的
[00:13:44.700 --> 00:13:46.460]  你一定會知道的
[00:13:46.460 --> 00:13:48.940]  因為有象徵的
[00:13:48.940 --> 00:13:50.700]  但是隔了沒多久
[00:13:50.700 --> 00:13:51.980]  我們看到36節
[00:13:51.980 --> 00:13:55.660]  耶穌幾乎和他剛才所說相反的話
[00:13:55.660 --> 00:13:58.700]  說哪些日子哪些時辰
[00:13:58.700 --> 00:13:59.980]  沒有人知道
[00:13:59.980 --> 00:14:03.100]  連天上的使者也不知道
[00:14:03.100 --> 00:14:04.460]  我也不知道
[00:14:04.460 --> 00:14:06.940]  唯獨父天知道
[00:14:06.940 --> 00:14:09.740]  祂剛剛才告訴你
[00:14:09.740 --> 00:14:11.020]  人子就快要近了
[00:14:11.020 --> 00:14:11.980]  就快到門口了
[00:14:11.980 --> 00:14:12.940]  你每個人都知道
[00:14:12.940 --> 00:14:15.580]  正如你看到那些樹葉出來的時候
[00:14:15.580 --> 00:14:16.860]  你就知道夏天快到了
[00:14:16.860 --> 00:14:18.460]  你看到這些事情發生的時候
[00:14:18.460 --> 00:14:20.620]  你就知道人子已經近了
[00:14:20.620 --> 00:14:21.580]  到了
[00:14:21.580 --> 00:14:22.540]  就在門口了
[00:14:22.540 --> 00:14:24.940]  很快就到了
[00:14:24.940 --> 00:14:26.620]  話不未完
[00:14:26.620 --> 00:14:28.620]  接著第36節就說
[00:14:28.620 --> 00:14:31.340]  哪時晝哪時晨哪時後
[00:14:31.340 --> 00:14:32.780]  沒有人知道
[00:14:32.780 --> 00:14:34.780]  我不知道
[00:14:34.780 --> 00:14:35.980]  每個人都不知道
[00:14:35.980 --> 00:14:37.580]  唯有父知道
[00:14:37.580 --> 00:14:41.420]  他說什麼的
[00:14:41.420 --> 00:14:44.140]  就好像有人告訴你
[00:14:44.140 --> 00:14:51.180]  你問阿波福幾點做的
[00:14:51.180 --> 00:14:53.260]  當日落的時候
[00:14:53.260 --> 00:14:54.460]  你就知道
[00:14:54.460 --> 00:14:56.780]  崇拜就快要開始了
[00:14:56.780 --> 00:14:59.100]  但是什麼時候開始沒有人知道的
[00:14:59.100 --> 00:15:00.860]  我也不知道
[00:15:00.860 --> 00:15:01.980]  離開了兩三年
[00:15:01.980 --> 00:15:03.260]  我也不記得了
[00:15:03.260 --> 00:15:04.460]  全部都不知道
[00:15:04.460 --> 00:15:05.340]  你說什麼的
[00:15:05.340 --> 00:15:07.340]  你是不是有些精神問題
[00:15:07.340 --> 00:15:09.340]  耶穌說的真是語無倫次
[00:15:09.340 --> 00:15:10.780]  這一頭才告訴你
[00:15:10.780 --> 00:15:11.580]  每個人都知道
[00:15:11.580 --> 00:15:12.700]  接著就說他不知道
[00:15:12.700 --> 00:15:13.900]  每個人都不知道
[00:15:13.900 --> 00:15:15.660]  這是第一個矛盾
[00:15:15.660 --> 00:15:18.620]  第二個矛盾我們再來看
[00:15:18.620 --> 00:15:19.500]  更加矛盾
[00:15:19.500 --> 00:15:20.620]  現在我們看36節
[00:15:20.620 --> 00:15:22.700]  說一些幾乎相反的說話
[00:15:22.700 --> 00:15:25.180]  說哪日子哪時晨沒有人知道
[00:15:25.180 --> 00:15:27.340]  連天上的使者也不知道
[00:15:27.340 --> 00:15:28.380]  人子也不知道
[00:15:28.380 --> 00:15:31.020]  唯獨天父知道
[00:15:31.020 --> 00:15:32.540]  沒有人知道
[00:15:32.540 --> 00:15:34.860]  接著呢
[00:15:34.860 --> 00:15:37.260]  接著就說一些很破壞的話
[00:15:37.260 --> 00:15:38.940]  哪些事
[00:15:38.940 --> 00:15:40.300]  剛才第三節
[00:15:40.300 --> 00:15:41.820]  那些門徒說
[00:15:41.820 --> 00:15:43.660]  那些事發生了
[00:15:43.660 --> 00:15:45.580]  耶穌就說那些這些事
[00:15:45.580 --> 00:15:48.700]  究竟這些事和預兆是什麼來的呢?
[00:15:48.700 --> 00:15:50.300]  究竟哪些事是怎麼樣的
[00:15:50.300 --> 00:15:51.340]  很明顯
[00:15:51.340 --> 00:15:55.580]  耶穌是回答門徒的問題
[00:15:55.580 --> 00:15:58.460]  門徒問過什麼問題
[00:15:58.460 --> 00:16:02.220]  他說你降臨和世界的末了有什麼預兆呢?
[00:16:02.220 --> 00:16:03.740]  門徒的問題就問
[00:16:03.740 --> 00:16:05.100]  耶穌啊
[00:16:05.100 --> 00:16:06.540]  你降臨的時候
[00:16:06.540 --> 00:16:08.380]  和世界的末了
[00:16:08.380 --> 00:16:10.300]  有什麼徵兆
[00:16:10.300 --> 00:16:11.660]  有什麼sign
[00:16:11.660 --> 00:16:13.980]  有什麼預兆
[00:16:13.980 --> 00:16:17.260]  於是耶穌在第五節至三一節就說出預兆
[00:16:17.260 --> 00:16:20.060]  這些事就是第五節至三一節
[00:16:20.060 --> 00:16:22.540]  你再詳細來看第五節至三一節的時候
[00:16:22.540 --> 00:16:25.580]  你真的摸一下膠口頭究竟要說什麼
[00:16:25.580 --> 00:16:28.460]  第五節說有好些人冒耶穌的名出來
[00:16:28.460 --> 00:16:30.300]  我是基督我是基督
[00:16:30.300 --> 00:16:31.340]  迷惑很多人
[00:16:31.340 --> 00:16:33.660]  第六節說打仗說打仗的風聲
[00:16:33.660 --> 00:16:35.820]  第七節多處有饑荒有地震
[00:16:35.820 --> 00:16:37.340]  第九節說殺害信徒
[00:16:37.340 --> 00:16:41.180]  信徒為主的名被萬民恨惡
[00:16:41.180 --> 00:16:44.860]  第十節許多人跌倒彼此陷害彼此恨惡
[00:16:44.860 --> 00:16:47.180]  第十一節有假先知迷惑多人
[00:16:47.180 --> 00:16:49.100]  第十二節不化事情爭當
[00:16:49.100 --> 00:16:50.700]  內心漸漸冷淡
[00:16:50.700 --> 00:16:52.700]  第十四節說福音傳遍天下
[00:16:52.700 --> 00:16:54.620]  第十四節二十節逃難
[00:16:54.620 --> 00:16:58.220]  二十四節假先知假基督
[00:16:58.220 --> 00:17:01.100]  你再詳細來看看這些所謂的預兆
[00:17:01.100 --> 00:17:04.620]  那些是不是預兆呢?
[00:17:04.620 --> 00:17:10.700]  就好像無花果的亂葉長出來
[00:17:10.700 --> 00:17:12.300]  你就知道夏天快到了
[00:17:12.300 --> 00:17:17.020]  因為這個預兆是很明顯不過的
[00:17:17.020 --> 00:17:21.900]  但是當耶穌在第五節到二十四節說預兆的時候
[00:17:21.900 --> 00:17:24.220]  我想問一問大家一個問題
[00:17:24.220 --> 00:17:27.500]  自從新約聖經開始直到現在
[00:17:27.500 --> 00:17:31.100]  有哪個時代不是有這些事情發生的?
[00:17:31.100 --> 00:17:34.540]  有哪個時代不是有冒著基督的名字
[00:17:34.540 --> 00:17:36.300]  說他是基督呢?
[00:17:36.300 --> 00:17:38.300]  早在耶穌基督出生的時候
[00:17:38.300 --> 00:17:40.780]  沒多久就已經有人說自己是基督了
[00:17:40.780 --> 00:17:44.140]  一直到二十個世紀都有人了
[00:17:44.140 --> 00:17:46.620]  有哪個時代是沒有饑荒呢?
[00:17:46.620 --> 00:17:48.620]  有哪個時代沒有地震呢?
[00:17:48.620 --> 00:17:49.820]  我去Google一下
[00:17:49.820 --> 00:17:51.420]  哪個世代最多地震呢?
[00:17:51.420 --> 00:17:53.820]  第八世紀
[00:17:53.820 --> 00:17:55.820]  第八世紀是最多地震的
[00:17:55.820 --> 00:17:57.740]  比現在更多地震
[00:17:57.740 --> 00:18:01.740]  打仗有哪個世代是沒有打仗的?
[00:18:01.740 --> 00:18:05.020]  在信使當中只有三百多人是沒有仗打的
[00:18:05.020 --> 00:18:07.020]  其餘經常都有仗打的
[00:18:07.020 --> 00:18:09.020]  信徒跌倒
[00:18:09.020 --> 00:18:11.020]  你說什麼時候沒有信徒跌倒呢?
[00:18:11.020 --> 00:18:13.740]  哪個時代是沒有饑荒?
[00:18:13.740 --> 00:18:14.860]  哪個時代沒有地震?
[00:18:14.860 --> 00:18:15.980]  哪個時代沒有打仗?
[00:18:15.980 --> 00:18:18.380]  哪個時代沒有假先知?
[00:18:18.380 --> 00:18:20.380]  哪個時代沒有假基督徒?
[00:18:20.380 --> 00:18:25.420]  如果硬是說這個是主宰來的預兆的時候
[00:18:25.420 --> 00:18:27.420]  就容許我做個比方
[00:18:27.420 --> 00:18:29.420]  如果有人問我
[00:18:29.420 --> 00:18:34.540]  「宋律師 你什麼時候回來香港長期居留?」
[00:18:34.540 --> 00:18:36.540]  我就會這樣回答
[00:18:36.540 --> 00:18:38.540]  我回來的時候是有些預兆的
[00:18:38.540 --> 00:18:41.100]  於是你問我有什麼預兆?
[00:18:41.100 --> 00:18:43.100]  當你看到香港有人打架
[00:18:43.100 --> 00:18:45.820]  當你在香港看到有人跳舞
[00:18:45.820 --> 00:18:47.820]  當你看到香港有人唱K
[00:18:47.820 --> 00:18:50.540]  當你看到香港有人被人抓
[00:18:50.540 --> 00:18:52.540]  你就知道我來的日子近了
[00:18:52.540 --> 00:18:55.420]  就在門口了
[00:18:55.420 --> 00:18:57.420]  我想問一問
[00:18:57.420 --> 00:18:59.420]  哪個時代香港沒有人跳舞的?
[00:18:59.420 --> 00:19:03.180]  哪個時代香港沒有人唱K的?
[00:19:03.180 --> 00:19:06.940]  哪個時代香港沒有人被警察抓的?
[00:19:06.940 --> 00:19:08.940]  For what reason?
[00:19:08.940 --> 00:19:10.940]  抓在香港也沒所謂
[00:19:10.940 --> 00:19:12.940]  總之不要抓上去就行了
