
[00:00:00.000 --> 00:00:09.200]  我想問大家的問題是一個公義的社會是怎樣能夠形成的呢?
[00:06:55.520 --> 00:06:59.920]  生命記很難讀的,所以那些團契叫我講,我一定先講生命記
[00:06:59.920 --> 00:07:01.520]  為什麼那些人會覺得很悶
[00:07:01.520 --> 00:07:05.240]  生命記是整個教育裏面神學總綱的總綱
[00:07:05.240 --> 00:07:10.280]  每一個重要的神學教義都必定在生命記裏面找得到
[00:07:10.280 --> 00:07:15.000]  而生命記簡單來說就是十誡的延伸
[00:07:15.000 --> 00:07:16.920]  第五章就是講十誡
[00:07:16.920 --> 00:07:21.560]  第六至第二十五章就是將十誡來發展
[00:07:21.560 --> 00:07:25.000]  而發展的時候每一誡是跟著章節的
[00:07:25.000 --> 00:07:31.480]  為了要講這句話,十六章是屬於哪一屆的呢?
[00:07:31.480 --> 00:07:33.480]  生命記是怎樣讀呢?
[00:07:33.480 --> 00:07:36.120]  後面的經文每一節你都可以找到
[00:07:36.120 --> 00:07:38.440]  它是哪一屆十屆的延伸
[00:07:38.440 --> 00:07:41.520]  答案就是孝敬父母
[00:07:41.520 --> 00:07:45.360]  孝敬父母的原則是什麼?Honor the authority
[00:07:45.360 --> 00:07:51.240]  如果每一個子民都尊重他們在上的權柄的時候
[00:07:51.240 --> 00:07:53.240]  這個社會就有公義了
[00:07:53.240 --> 00:07:55.480]  父母教導子女的時候
[00:07:55.480 --> 00:07:57.960]  跟著律法來行,這樣就有公義了
[00:07:57.960 --> 00:08:00.800]  好了,就是說我們是這樣來讀的時候
[00:08:00.800 --> 00:08:02.320]  然後它這裏說什麼?
[00:08:02.320 --> 00:08:05.760]  然後之後第十九節它說
[00:08:05.760 --> 00:08:07.880]  不可屈往正直
[00:08:07.880 --> 00:08:11.120]  我們平時讀讀不到這個最重要的觀察
[00:08:11.120 --> 00:08:12.520]  前面是什麼?
[00:08:12.520 --> 00:08:15.160]  他們是指什麼?
[00:08:15.160 --> 00:08:16.120]  指什麼?
[00:08:16.120 --> 00:08:18.800]  審判官和官長
[00:08:18.800 --> 00:08:20.440]  法官,然後之後呢
[00:08:20.440 --> 00:08:22.440]  不可屈往正直
[00:08:22.440 --> 00:08:25.480]  原文是你不可屈往正直
[00:08:25.480 --> 00:08:27.800]  律法呢,如果我們讀律法的時候
[00:08:27.800 --> 00:08:30.760]  突然間這些轉換是非常重要的
[00:08:30.760 --> 00:08:34.680]  之後由third person,第三身變成第二身
[00:08:34.680 --> 00:08:36.480]  你是指哪一個?
[00:08:36.480 --> 00:08:38.720]  全議席的人
[00:08:38.720 --> 00:08:41.440]  不是指審判官
[00:08:41.440 --> 00:08:43.120]  哇,這麼奇怪
[00:08:43.120 --> 00:08:46.480]  這裏明明是教審判官
[00:08:46.480 --> 00:08:49.040]  怎樣才能夠可以施行公義
[00:08:49.040 --> 00:08:51.000]  就是因為這個觀察
[00:08:51.000 --> 00:08:52.640]  給我很深的體會
[00:08:52.640 --> 00:08:54.240]  其實真正的公義
[00:08:54.240 --> 00:08:57.960]  不是單是在乎審判官是不能夠履行公義
[00:08:57.960 --> 00:08:59.800]  是你啊
[00:08:59.800 --> 00:09:01.680]  就是說這個屈往正直
[00:09:01.680 --> 00:09:05.000]  不是上到法庭才屈往正直的
[00:09:05.000 --> 00:09:07.680]  你家裏的姐姐也是屈往正直的
[00:09:07.680 --> 00:09:08.880]  行不行?
[00:09:08.880 --> 00:09:10.440]  有沒有看到?
[00:09:10.440 --> 00:09:11.480]  有
[00:09:11.480 --> 00:09:13.760]  你的大兒子可以屈往正直
[00:09:13.760 --> 00:09:15.880]  你的小兒子
[00:09:15.880 --> 00:09:17.840]  所以這個你是很重要的
[00:09:17.840 --> 00:09:18.720]  你是怎樣?
[00:09:18.720 --> 00:09:21.040]  是說到每一個意識形態突然間轉了
[00:09:21.040 --> 00:09:22.640]  我們平時讀不到的
[00:09:22.640 --> 00:09:23.640]  接著他說
[00:09:23.640 --> 00:09:24.840]  不可屈往正直
[00:09:24.840 --> 00:09:26.200]  不可信人情面
[00:09:26.200 --> 00:09:29.040]  不可收受賄賂
[00:09:29.040 --> 00:09:31.040]  這個是每一個人都發生的
[00:09:31.040 --> 00:09:32.080]  接著他要解釋
[00:09:32.080 --> 00:09:35.240]  因為賄賂能夠使智慧人的眼變黑
[00:09:35.240 --> 00:09:38.160]  能夠使異人的說話顛倒
[00:09:38.160 --> 00:09:39.720]  原來問題就是
[00:09:39.720 --> 00:09:40.880]  是非顛倒
[00:09:40.880 --> 00:09:43.600]  為什麼這麼不公義的社會
[00:09:43.600 --> 00:09:44.160]  哦
[00:09:44.160 --> 00:09:47.320]  就因為我們將黑白調轉了
[00:09:47.320 --> 00:09:51.680]  接著這裡有三個很重要的敵人
[00:09:51.680 --> 00:09:54.320]  公義最大的三個敵人
[00:09:54.320 --> 00:09:56.640]  第一個就是屈往正直
[00:09:56.640 --> 00:09:58.040]  屈往正直是什麼?
[00:09:58.040 --> 00:09:59.800]  是twist的意思
[00:09:59.800 --> 00:10:01.840]  將一些東西扭曲它
[00:10:01.840 --> 00:10:03.840]  不是完全錯的
[00:10:03.840 --> 00:10:06.520]  就是說有一點點那些white lies
[00:10:06.520 --> 00:10:08.840]  說對一半不對一半
[00:10:08.840 --> 00:10:10.520]  教會裏面有沒有這樣?
[00:10:10.520 --> 00:10:11.360]  有
[00:10:11.360 --> 00:10:13.400]  牧者裏面有沒有?
[00:10:13.400 --> 00:10:13.800]  有
[00:10:13.800 --> 00:10:15.560]  你說的不是我說的
[00:10:15.560 --> 00:10:16.240]  不關我的事
[00:10:16.240 --> 00:10:17.040]  我沒有說
[00:10:17.040 --> 00:10:17.600]  喂
[00:10:17.600 --> 00:10:19.720]  教會裏面都有啊
[00:10:19.720 --> 00:10:20.360]  行不行?
[00:10:20.360 --> 00:10:21.160]  接著就怎樣呢?
[00:10:21.160 --> 00:10:22.240]  所以這裡
[00:10:22.240 --> 00:10:25.240]  我這裏就
[00:10:25.240 --> 00:10:27.400]  我不應該這樣
[00:10:27.400 --> 00:10:28.280]  這裏就怎樣呢?
[00:10:28.280 --> 00:10:31.680]  就引了《新命記》27章19節
[00:10:31.680 --> 00:10:34.960]  和16章19節一起讀
[00:10:34.960 --> 00:10:35.680]  它說什麼?
[00:10:35.680 --> 00:10:39.080]  對寄居和孤兒寡婦屈往正直的
[00:10:39.080 --> 00:10:42.080]  下面那四個字是什麼?
[00:10:42.080 --> 00:10:44.840]  沒有想過這麼嚴重啊
[00:10:44.840 --> 00:10:48.720]  我們看下去扭曲的東西有什麼所謂
[00:10:48.720 --> 00:10:51.160]  我們每個人都很喜歡扭曲的東西
[00:10:51.160 --> 00:10:53.040]  那看你怎樣扭曲
[00:10:53.040 --> 00:10:57.040]  你扭曲的東西為了欺壓孤兒寡婦
[00:10:57.040 --> 00:10:58.120]  你就死定了
[00:10:58.120 --> 00:11:00.040]  不過如果我們習慣了扭曲的話
[00:11:00.040 --> 00:11:02.400]  我不管他是孤兒寡婦還是誰
[00:11:02.400 --> 00:11:03.400]  有我好處的時候
[00:11:03.400 --> 00:11:05.400]  我就扭曲他
[00:11:05.400 --> 00:11:07.000]  是受咒咒
[00:11:07.000 --> 00:11:11.360]  是比我們想像之中嚴重得多
[00:11:11.360 --> 00:11:13.920]  第二個就叫殉人情面
[00:11:13.920 --> 00:11:16.320]  所以為什麼第二部分就會說
[00:11:16.320 --> 00:11:18.680]  摩西在第一章一開始的時候
[00:11:18.680 --> 00:11:20.680]  再說這個殉人情面
[00:11:20.680 --> 00:11:22.680]  殉人情面是什麼意思?
[00:11:22.680 --> 00:11:24.680]  給面子派對
[00:11:24.680 --> 00:11:27.480]  那就是犧牲了公義
[00:11:27.480 --> 00:11:29.680]  公義就是那個代價
[00:11:29.680 --> 00:11:32.680]  這裏原來是有遞進式的
[00:11:32.680 --> 00:11:34.920]  最高層次是什麼?
[00:11:34.920 --> 00:11:36.480]  賄賂
[00:11:36.480 --> 00:11:37.480]  行不行?
[00:11:37.480 --> 00:11:39.680]  最初就是扭曲那些東西
[00:11:39.680 --> 00:11:40.880]  然後怎麼樣呢?
[00:11:40.880 --> 00:11:43.880]  給面子 接著收錢
[00:11:43.880 --> 00:11:44.880]  那就是說
[00:11:44.880 --> 00:11:46.880]  摩西被我們這個層底式
[00:11:46.880 --> 00:11:48.880]  去到賄賂的時候
[00:11:48.880 --> 00:11:50.880]  整個司法制度破
[00:11:50.880 --> 00:11:53.880]  崩潰 玩完了
[00:11:53.880 --> 00:11:55.880]  但這裏我想解釋是什麼?
[00:11:55.880 --> 00:11:58.880]  我想解釋眼邊核
[00:11:58.880 --> 00:12:01.880]  要研究原文才行
[00:12:01.880 --> 00:12:04.880]  眼邊核 核眼是形容詞
[00:12:04.880 --> 00:12:05.880]  那個人瞎了
[00:12:05.880 --> 00:12:08.880]  眼邊核是動詞
[00:12:08.880 --> 00:12:11.880]  所以希伯來文的名詞
[00:12:11.880 --> 00:12:12.880]  可以變成動詞
[00:12:12.880 --> 00:12:15.880]  還有一個史奇式
[00:12:15.880 --> 00:12:18.880]  就是令到眼睛看不到東西
[00:12:18.880 --> 00:12:20.880]  令到眼睛瞎了
[00:12:20.880 --> 00:12:24.880]  為什麼會令到眼睛瞎了?
[00:12:24.880 --> 00:12:27.880]  然後我研究原來這個屎眼邊核
[00:12:27.880 --> 00:12:30.880]  整個舊的聖經出現了五次
[00:12:30.880 --> 00:12:33.880]  然後五次裏面
[00:12:33.880 --> 00:12:37.880]  有三次是形容一個人
[00:12:37.880 --> 00:12:41.880]  然後有兩次是冤枉正直
[00:12:41.880 --> 00:12:44.880]  令到冤枉正直的人看不到東西
[00:12:44.880 --> 00:12:46.880]  我解釋這個眼邊核
[00:12:46.880 --> 00:12:49.880]  有多少人認識西底家?
[00:12:49.880 --> 00:12:51.880]  沒有人認識西底家
[00:12:51.880 --> 00:12:53.880]  牧師認識西底家
[00:12:53.880 --> 00:12:58.880]  西底家是南國亡國的末代皇帝
[00:12:58.880 --> 00:13:01.880]  講故事如果長了你原諒我
[00:13:01.880 --> 00:13:03.880]  講得太多故事
[00:13:03.880 --> 00:13:09.880]  耶利米和他對抗得最緊要
[00:13:09.880 --> 00:13:11.880]  然後他怎樣亡國呢?
[00:13:11.880 --> 00:13:12.880]  他知道巴比倫入侵
[00:13:12.880 --> 00:13:15.880]  原來那些壞皇帝都有條秘道
[00:13:15.880 --> 00:13:18.880]  他知道別人抓他的時候會逃脫
[00:13:18.880 --> 00:13:19.880]  他就建了一條秘道
[00:13:19.880 --> 00:13:21.880]  今天找到以色列
[00:13:21.880 --> 00:13:23.880]  有機會不過不是很出名
[00:13:23.880 --> 00:13:24.880]  所以沒有人去看
[00:13:24.880 --> 00:13:26.880]  你去看今天那條秘道很漂亮
[00:13:26.880 --> 00:13:28.880]  打了燈光開演唱會
[00:13:28.880 --> 00:13:31.880]  然後他在耶路撒冷那條秘道
[00:13:31.880 --> 00:13:33.880]  走到耶利哥
[00:13:33.880 --> 00:13:35.880]  野史告訴他們
[00:13:35.880 --> 00:13:40.880]  野史說神用一隻烏鴉
[00:13:40.880 --> 00:13:42.880]  還是一隻鳥
[00:13:42.880 --> 00:13:45.880]  帶一些巴比倫士兵
[00:13:45.880 --> 00:13:50.880]  在西底家那條隧道出門口
[00:13:50.880 --> 00:13:52.880]  他鑽上來的時候
[00:13:52.880 --> 00:13:54.880]  巴比倫王就在等他
[00:13:54.880 --> 00:13:56.880]  野史就是這麼好看
[00:13:56.880 --> 00:14:00.880]  然後巴比倫王在西底家面前
[00:14:00.880 --> 00:14:02.880]  殺了他的兒子
[00:14:02.880 --> 00:14:04.880]  弄盲了西底家
[00:14:04.880 --> 00:14:05.880]  這個就是結局
[00:14:05.880 --> 00:14:08.880]  所以我覺得這個故事給我們一個很深
[00:14:08.880 --> 00:14:10.880]  如果用這個圖像來看
[00:14:10.880 --> 00:14:11.880]  使眼瞎
[00:14:11.880 --> 00:14:13.880]  如果真的盲了也不是很可憐
[00:14:13.880 --> 00:14:16.880]  而有眼但看不到真理
[00:14:16.880 --> 00:14:18.880]  這個是最可憐的
[00:14:18.880 --> 00:14:20.880]  有很多微信主人
[00:14:20.880 --> 00:14:21.880]  他們看不到真理
[00:14:21.880 --> 00:14:22.880]  覺得很慘
[00:14:22.880 --> 00:14:27.880]  所以為什麼會令到什麼人眼瞎
[00:14:27.880 --> 00:14:32.880]  令到有智慧的人眼瞎
[00:14:32.880 --> 00:14:34.880]  我以為智慧是無敵
[00:14:34.880 --> 00:14:35.880]  智慧是什麼
[00:14:35.880 --> 00:14:36.880]  智慧就是有亮光
[00:14:36.880 --> 00:14:38.880]  能夠看到深層的東西
[00:14:38.880 --> 00:14:43.880]  為什麼智慧的人都不能敵得過賄賂
[00:14:43.880 --> 00:14:46.880]  因為貪
[00:14:46.880 --> 00:14:48.880]  不是每個人都貪
[00:14:48.880 --> 00:14:50.880]  貪是在裡面的
[00:14:50.880 --> 00:14:55.880]  所以貪就會破解了這件事
[00:14:55.880 --> 00:14:57.880]  接著第20節
[00:14:57.880 --> 00:14:59.880]  你要追求
[00:14:59.880 --> 00:15:01.880]  怎樣解讀
[00:15:01.880 --> 00:15:04.880]  追求就是破解社會不公義的鑰匙
[00:15:04.880 --> 00:15:07.880]  你把問題說出來是沒有意思的
[00:15:07.880 --> 00:15:09.880]  怎樣才能解決問題
[00:15:09.880 --> 00:15:13.880]  摩西說要一個社會能夠公義
[00:15:13.880 --> 00:15:16.880]  要每一個人能夠公義
[00:15:16.880 --> 00:15:18.880]  要追求公正公義
[00:15:18.880 --> 00:15:20.880]  我特意印了一些原文
[00:15:20.880 --> 00:15:21.880]  你不會的
[00:15:21.880 --> 00:15:22.880]  重複了
[00:15:22.880 --> 00:15:25.880]  抽象名詞從來不會這樣重複
[00:15:25.880 --> 00:15:28.880]  追求公義已經夠了
[00:15:28.880 --> 00:15:29.880]  追求公義公義
[00:15:29.880 --> 00:15:32.880]  譯不了公義公義就譯成公正公義
[00:15:32.880 --> 00:15:33.880]  那是什麼意思
[00:15:33.880 --> 00:15:35.880]  在希伯來文裡面重複
[00:15:35.880 --> 00:15:36.880]  平安了平安了
[00:15:36.880 --> 00:15:38.880]  極度平安
[00:15:38.880 --> 00:15:42.880]  追求至極的公義就是這個意思
[00:15:42.880 --> 00:15:44.880]  人生裡面
[00:15:44.880 --> 00:15:47.880]  舊約聖經告訴我們要追求什麼
[00:15:47.880 --> 00:15:49.880]  三樣東西
[00:15:49.880 --> 00:15:50.880]  你寫下來
[00:15:50.880 --> 00:15:52.880]  如果在我們的人生裡面
[00:15:52.880 --> 00:15:53.880]  追求這三樣東西
[00:15:53.880 --> 00:15:55.880]  你一定是土神起源
[00:15:55.880 --> 00:15:57.880]  歐史你存活
[00:15:57.880 --> 00:15:58.880]  你就生存到
[00:15:58.880 --> 00:16:00.880]  在一個不公義的世界裡面
[00:16:00.880 --> 00:16:02.880]  你追求公義其實剛剛相反
[00:16:02.880 --> 00:16:03.880]  你是生存不到
[00:16:03.880 --> 00:16:04.880]  不過不是
[00:16:04.880 --> 00:16:05.880]  摩西告訴你
[00:16:05.880 --> 00:16:06.880]  你這樣才能生存
[00:16:06.880 --> 00:16:08.880]  還要承受什麼
[00:16:08.880 --> 00:16:10.880]  神給你的應許
[00:16:10.880 --> 00:16:12.880]  承受產業
[00:16:12.880 --> 00:16:13.880]  今天很多時候我們
[00:16:13.880 --> 00:16:16.880]  為什麼神很多應許我們拿不到
[00:16:16.880 --> 00:16:18.880]  因為我們沒有追求公義
[00:16:18.880 --> 00:16:20.880]  我引了兩節經文
[00:16:20.880 --> 00:16:22.880]  眾多經文裡面
[00:16:22.880 --> 00:16:24.880]  去解釋這三樣追求的東西
[00:16:24.880 --> 00:16:25.880]  第一
[00:16:25.880 --> 00:16:26.880]  針研告訴你
[00:16:26.880 --> 00:16:28.880]  追求公義和慈愛
[00:16:28.880 --> 00:16:31.880]  公義和慈愛是什麼
[00:16:31.880 --> 00:16:34.880]  是神兩個最重要的屬性
[00:16:34.880 --> 00:16:36.880]  那就是什麼
[00:16:36.880 --> 00:16:37.880]  就像主基督
[00:16:37.880 --> 00:16:38.880]  必得著什麼
[00:16:38.880 --> 00:16:39.880]  生命
[00:16:39.880 --> 00:16:41.880]  和五經一樣
[00:16:41.880 --> 00:16:42.880]  和生命一樣
[00:16:42.880 --> 00:16:44.880]  所以說生命是神學的總綱
[00:16:44.880 --> 00:16:46.880]  每一個重要的觀念都在
[00:16:46.880 --> 00:16:48.880]  然後他說得著公義
[00:16:48.880 --> 00:16:51.880]  不只是生命
[00:16:51.880 --> 00:16:52.880]  公義和榮耀
[00:16:52.880 --> 00:16:53.880]  這個非常重要
[00:16:53.880 --> 00:16:57.880]  重覆正向循環
[00:16:57.880 --> 00:17:01.880]  你越追求公義就越得到公義
[00:17:01.880 --> 00:17:04.880]  得到公義是得到公義的對待
[00:17:04.880 --> 00:17:07.880]  你很怕別人不公義對待你
[00:17:07.880 --> 00:17:09.880]  你不公義對待別人的時候
[00:17:09.880 --> 00:17:11.880]  你就得不著這個公義
[00:17:11.880 --> 00:17:12.880]  所以這個就是公義
[00:17:12.880 --> 00:17:13.880]  然後榮耀是什麼
[00:17:13.880 --> 00:17:14.880]  榮耀是神那裡來
[00:17:14.880 --> 00:17:16.880]  不是人那裡來
[00:17:16.880 --> 00:17:19.880]  到最後就是忠心良善的僕人
[00:17:19.880 --> 00:17:20.880]  然後另外一樣東西
[00:17:20.880 --> 00:17:21.880]  我們要追求的就是
[00:17:21.880 --> 00:17:22.880]  詩篇34篇14字
[00:17:22.880 --> 00:17:24.880]  要離惡行善
[00:17:24.880 --> 00:17:26.880]  尋找並追求什麼
[00:17:26.880 --> 00:17:29.880]  和睦就是平安
[00:17:29.880 --> 00:17:31.880]  公義慈愛平安
[00:17:31.880 --> 00:17:33.880]  三樣東西
[00:17:33.880 --> 00:17:34.880]  平安是什麼
[00:17:34.880 --> 00:17:35.880]  和人之間的關係
[00:17:35.880 --> 00:17:37.880]  這個就是智慧
[00:17:37.880 --> 00:17:39.880]  在公義裡面
[00:17:39.880 --> 00:17:40.880]  其實你以為公義會破壞關係
[00:17:40.880 --> 00:17:41.880]  剛剛相反
[00:17:41.880 --> 00:17:42.880]  你追求公義
[00:17:42.880 --> 00:17:44.880]  你就建立和睦
[00:17:44.880 --> 00:17:47.880]  你平反見到不公義的事情
[00:17:47.880 --> 00:17:49.880]  這個就是神給我們的
[00:17:49.880 --> 00:17:51.880]  英許賜福
[00:17:51.880 --> 00:17:54.880]  第二段經文就是利未記十九章
[00:17:54.880 --> 00:17:56.880]  利未記十九章是說什麼
[00:17:56.880 --> 00:17:58.880]  利未記十九章其實是
[00:17:58.880 --> 00:18:00.880]  又是十誡的縮影
[00:18:00.880 --> 00:18:03.880]  利未記是說那些憲制那些
[00:18:03.880 --> 00:18:05.880]  一章聖經十九章
[00:18:05.880 --> 00:18:07.880]  安人如己出現兩次
[00:18:07.880 --> 00:18:09.880]  就在利未記十九章
[00:18:09.880 --> 00:18:12.880]  然後這裡說什麼你審判的時候
[00:18:12.880 --> 00:18:14.880]  講到社會公義
[00:18:14.880 --> 00:18:16.880]  不可以行不義
[00:18:16.880 --> 00:18:18.880]  行不義就和公義剛剛相反
[00:18:18.880 --> 00:18:21.880]  審判的時候行不義
[00:18:21.880 --> 00:18:22.880]  很震撼
[00:18:22.880 --> 00:18:23.880]  審判是什麼
[00:18:23.880 --> 00:18:26.880]  就是要讓公義得到彰顯
[00:18:26.880 --> 00:18:28.880]  但是當屈往正直
[00:18:28.880 --> 00:18:30.880]  賄賂的時候
[00:18:30.880 --> 00:18:32.880]  就剛剛相反
[00:18:32.880 --> 00:18:33.880]  行審判的時候
[00:18:33.880 --> 00:18:35.880]  就是行不義的時候
[00:18:35.880 --> 00:18:38.880]  社會可以落到這樣的地步
[00:18:38.880 --> 00:18:39.880]  沒得救
[00:18:39.880 --> 00:18:41.880]  第二就是不可以偏袒窮人
[00:18:41.880 --> 00:18:44.880]  不可以偏幫有權勢的人
[00:18:44.880 --> 00:18:45.880]  只要什麼
[00:18:45.880 --> 00:18:47.880]  按著公義審判第二次出現
[00:18:47.880 --> 00:18:51.880]  所以這個公義審判的原則非常重要
[00:18:51.880 --> 00:18:55.880]  我們以為幫有錢人當然不行
[00:18:55.880 --> 00:18:58.880]  偏幫窮人都不行
[00:18:58.880 --> 00:19:01.880]  你不可以因為他窮
[00:19:01.880 --> 00:19:03.880]  你連戌而幫他
[00:19:03.880 --> 00:19:04.880]  這個是錯的
[00:19:04.880 --> 00:19:05.880]  聖經裡面很清楚
[00:19:05.880 --> 00:19:06.880]  為什麼呢
[00:19:06.880 --> 00:19:09.880]  是不是所有窮人都是好人
[00:19:09.880 --> 00:19:11.880]  有沒有聽過發窮惡
[00:19:11.880 --> 00:19:15.880]  窮人都可以是惡人
[00:19:15.880 --> 00:19:17.880]  所以要看事情
[00:19:17.880 --> 00:19:19.880]  不是看人
