
[00:00:00.000 --> 00:00:04.000]  各位節目的觀眾朋友 大家早安!
[00:03:54.000 --> 00:03:56.000]  叫你能夠熬過
[00:03:56.000 --> 00:03:58.000]  或者是能夠經歷這個災難
[00:03:58.000 --> 00:04:01.000]  仍然在主的道裡面
[00:04:01.000 --> 00:04:03.000]  所以我們看這章的時候
[00:04:03.000 --> 00:04:05.000]  我們就很小心看
[00:04:05.000 --> 00:04:08.000]  我們不要有一種觀念
[00:04:08.000 --> 00:04:10.000]  就是這樣就在飛機意外
[00:04:10.000 --> 00:04:11.000]  全部死了
[00:04:11.000 --> 00:04:13.000]  我死不去 因為我信耶穌
[00:04:13.000 --> 00:04:15.000]  在火車意外
[00:04:15.000 --> 00:04:16.000]  或者在街上
[00:04:16.000 --> 00:04:17.000]  在股票裡面
[00:04:17.000 --> 00:04:20.000]  每個人都輸得頭崩眼裂
[00:04:20.000 --> 00:04:21.000]  因為我信主祈禱
[00:04:21.000 --> 00:04:23.000]  所以我沒事
[00:04:23.000 --> 00:04:25.000]  我們不要有這樣的心態
[00:04:25.000 --> 00:04:27.000]  我們的心態就是
[00:04:27.000 --> 00:04:30.000]  我們和其他人都在災難裡面
[00:04:30.000 --> 00:04:33.000]  但是我們是有神的保守
[00:04:33.000 --> 00:04:35.000]  這個保守就是保守到
[00:04:35.000 --> 00:04:38.000]  我們和他的關係直到永恆
[00:04:38.000 --> 00:04:40.000]  我們在這章裡面
[00:04:40.000 --> 00:04:45.000]  我們就小心去看災難裡面的地位
[00:04:45.000 --> 00:04:48.000]  在歷史的長河
[00:04:48.000 --> 00:04:50.000]  在過去的歷史上
[00:04:50.000 --> 00:04:52.000]  末世是不斷有大災難
[00:04:52.000 --> 00:04:53.000]  我們有些看到
[00:04:53.000 --> 00:04:56.000]  有些看不到
[00:04:56.000 --> 00:04:57.000]  在上帝的僕人
[00:04:57.000 --> 00:04:59.000]  忠心使頂使媒
[00:04:59.000 --> 00:05:00.000]  就有一個保證
[00:05:00.000 --> 00:05:01.000]  這個保證就叫做
[00:05:01.000 --> 00:05:03.000]  「加封」就是上帝的印記
[00:05:03.000 --> 00:05:04.000]  我們看不到的
[00:05:04.000 --> 00:05:08.000]  神看到 天使看到 魔鬼看到
[00:05:08.000 --> 00:05:12.000]  上帝應許就是保守教會
[00:05:12.000 --> 00:05:14.000]  到最後教會得勝
[00:05:14.000 --> 00:05:16.000]  上帝親自牧養他們
[00:05:16.000 --> 00:05:18.000]  擦去信徒的眼淚
[00:05:18.000 --> 00:05:23.000]  這個就是啟示錄給我們最大的安慰
[00:05:23.000 --> 00:05:27.000]  有時我讀啟示錄讀到流淚
[00:05:27.000 --> 00:05:32.000]  那個安慰信息是很大的
[00:05:32.000 --> 00:05:37.000]  上帝保守教會
[00:05:37.000 --> 00:05:40.000]  一開始的時候我們就看到
[00:05:40.000 --> 00:05:44.000]  有14萬4千人
[00:05:44.000 --> 00:05:45.000]  這14萬4千人
[00:05:45.000 --> 00:05:48.000]  他們現在是在第七印之前
[00:05:48.000 --> 00:05:50.000]  就是六印和七印之間
[00:05:50.000 --> 00:05:53.000]  所以剛才讀那段經文
[00:05:53.000 --> 00:05:56.000]  14萬4千人不是末日
[00:05:56.000 --> 00:05:59.000]  而是仍然在災難裏面
[00:05:59.000 --> 00:06:03.000]  這些災難就是在第四印揭開之後發生的
[00:06:03.000 --> 00:06:06.000]  我們剛才讀的第七章
[00:06:06.000 --> 00:06:10.000]  第二到第三頁就是受印的信徒
[00:06:10.000 --> 00:06:13.000]  天使釋放四封
[00:06:13.000 --> 00:06:15.000]  四封就是災難
[00:06:15.000 --> 00:06:17.000]  所以那個不是將來
[00:06:17.000 --> 00:06:22.000]  是要補充前面第五印和第六印的災難
[00:06:22.000 --> 00:06:24.000]  是說在災難裏面
[00:06:24.000 --> 00:06:25.000]  神怎樣來保守他們
[00:06:25.000 --> 00:06:27.000]  所以你要看聖經
[00:06:27.000 --> 00:06:29.000]  你要拿著聖經前面第六章第七章
[00:06:29.000 --> 00:06:31.000]  你就不要蓋過它
[00:06:31.000 --> 00:06:34.000]  末日的審判
[00:06:34.000 --> 00:06:35.000]  現在不是末日的審判
[00:06:35.000 --> 00:06:38.000]  現在只是補充第五印第六印
[00:06:38.000 --> 00:06:41.000]  我們上次說地動山移等等災難的時候
[00:06:41.000 --> 00:06:46.000]  到末日的審判就是整個宇宙
[00:06:46.000 --> 00:06:48.000]  所有的人都受到刑罰
[00:06:48.000 --> 00:06:49.000]  無一倖免
[00:06:49.000 --> 00:06:53.000]  這一章就是說部分的人受刑罰
[00:06:53.000 --> 00:06:56.000]  所以我們說四封的災
[00:06:56.000 --> 00:07:01.000]  就是四印的災的補充和解釋
[00:07:01.000 --> 00:07:03.000]  現在是說前面那一章
[00:07:03.000 --> 00:07:08.000]  我們先看第七章第一節
[00:07:08.000 --> 00:07:13.000]  第六印是要看到將來降臨的大災難
[00:07:13.000 --> 00:07:15.000]  地裂山崩
[00:07:15.000 --> 00:07:18.000]  動星移就在前面第五第六印那裏
[00:07:18.000 --> 00:07:24.000]  整個世界和自然力量受到很大的運作
[00:07:24.000 --> 00:07:26.000]  高揚在上面審判
[00:07:26.000 --> 00:07:29.000]  上帝對於地上的罪惡
[00:07:29.000 --> 00:07:31.000]  上帝已經到了不能再容忍的時候
[00:07:31.000 --> 00:07:34.000]  現在災難開始發動
[00:07:34.000 --> 00:07:38.000]  但是突然間天上有聲音說
[00:07:38.000 --> 00:07:42.000]  等等還沒發作等等
[00:07:42.000 --> 00:07:44.000]  等等是什麼呢?
[00:07:44.000 --> 00:07:46.000]  就說到地的四方
[00:07:46.000 --> 00:07:50.000]  四指地的東南西北
[00:07:50.000 --> 00:07:52.000]  風的使者
[00:07:52.000 --> 00:07:54.000]  風就指災難
[00:07:54.000 --> 00:07:58.000]  要吹在地上、海上和樹上
[00:07:58.000 --> 00:08:00.000]  樹就在舊約裏面
[00:08:00.000 --> 00:08:01.000]  我們說要解釋
[00:08:01.000 --> 00:08:03.000]  啟示用舊約語言
[00:08:03.000 --> 00:08:06.000]  樹就是指人
[00:08:06.000 --> 00:08:08.000]  在舊約裏面很清楚的
[00:08:08.000 --> 00:08:09.000]  這個比喻
[00:08:09.000 --> 00:08:11.000]  樹就是指人
[00:08:11.000 --> 00:08:13.000]  風不要傷害人
[00:08:13.000 --> 00:08:17.000]  災難不要懲罰那些人
[00:08:17.000 --> 00:08:21.000]  而這個人特別是指上帝的子民
[00:08:21.000 --> 00:08:25.000]  因為這個民和後面的十四萬四千有關
[00:08:25.000 --> 00:08:29.000]  這張比較多要解釋
[00:08:29.000 --> 00:08:33.000]  四位天使拉著四風
[00:08:33.000 --> 00:08:37.000]  目的就是讓災難暫時不要傷害神的子民
[00:08:37.000 --> 00:08:39.000]  在這一刻裏
[00:08:39.000 --> 00:08:43.000]  約翰就看見原來上帝很憤怒
[00:08:43.000 --> 00:08:46.000]  他要將災難施行於世上
[00:08:46.000 --> 00:08:49.000]  但是他突然間看到他的子民
[00:08:49.000 --> 00:08:51.000]  這些子民還沒提
[00:08:51.000 --> 00:08:55.000]  我們暫時不說災前被提
[00:08:55.000 --> 00:08:58.000]  地上還有很多子民等等
[00:08:58.000 --> 00:09:05.000]  由什麼天使來宣告呢?
[00:09:05.000 --> 00:09:07.000]  天使是由日出之地
[00:09:07.000 --> 00:09:09.000]  又有意思的
[00:09:09.000 --> 00:09:15.000]  因為凡是指日出之地的東方都是善意的
[00:09:15.000 --> 00:09:19.000]  因為在舊約裏面是指從上帝的方向
[00:09:19.000 --> 00:09:22.000]  依典源在東方的
[00:09:22.000 --> 00:09:24.000]  會幕的門是朝東的
[00:09:24.000 --> 00:09:28.000]  所以向東面是指上帝的榮光
[00:09:28.000 --> 00:09:31.000]  所以這個天使是帶著善意的
[00:09:31.000 --> 00:09:33.000]  不是審判不是惡意的
[00:09:33.000 --> 00:09:34.000]  從日出之地
[00:09:34.000 --> 00:09:37.000]  這個天使帶著善意來
[00:09:37.000 --> 00:09:40.000]  他就有上帝的印
[00:09:40.000 --> 00:09:44.000]  東方的天使就要對這些子民
[00:09:44.000 --> 00:09:47.000]  為他們印上印
[00:09:47.000 --> 00:09:48.000]  印是什麼意思呢?
[00:09:48.000 --> 00:09:50.000]  印是指擁有的意思
[00:09:50.000 --> 00:09:52.000]  譬如你的書要吸印
[00:09:52.000 --> 00:09:54.000]  我經常都忘記吸印
[00:09:54.000 --> 00:09:56.000]  書寫給別人就不知道去了哪裡
[00:09:56.000 --> 00:09:58.000]  吸印有一個好處
[00:09:58.000 --> 00:09:59.000]  就是我忘記了
[00:09:59.000 --> 00:10:00.000]  那個人如果有良心
[00:10:00.000 --> 00:10:02.000]  見到是我的
[00:10:02.000 --> 00:10:03.000]  他會還給我
[00:10:03.000 --> 00:10:06.000]  因為印是指擁有的意思
[00:10:06.000 --> 00:10:08.000]  就是上帝擁有
[00:10:08.000 --> 00:10:10.000]  這班人是屬於神的
[00:10:10.000 --> 00:10:12.000]  那個印就是指這個意思
[00:10:12.000 --> 00:10:18.000]  這個印又是來自舊約
[00:10:18.000 --> 00:10:20.000]  所以我們要很熟悉舊約
[00:10:20.000 --> 00:10:24.000]  如果你在舊約以西傑書
[00:10:24.000 --> 00:10:25.000]  你就會看到
[00:10:25.000 --> 00:10:28.000]  當時以色列人拜偶像
[00:10:28.000 --> 00:10:29.000]  上帝很生氣
[00:10:29.000 --> 00:10:30.000]  就找天使殺他們
[00:10:30.000 --> 00:10:32.000]  就去耶路撒冷
[00:10:32.000 --> 00:10:35.000]  就將所有的以色列人殺了
[00:10:35.000 --> 00:10:38.000]  但在這個要殺的時候
[00:10:38.000 --> 00:10:39.000]  突然有天使說等等
[00:10:39.000 --> 00:10:42.000]  不是所有人都拜偶像
[00:10:42.000 --> 00:10:46.000]  應該讓一些上帝的子民有個記號
[00:10:46.000 --> 00:10:48.000]  於是就用一個墨盒
[00:10:48.000 --> 00:10:51.000]  就在每人頭上畫一個記號
[00:10:51.000 --> 00:10:52.000]  記號就說
[00:10:52.000 --> 00:10:53.000]  他們是屬於上帝的
[00:10:53.000 --> 00:10:55.000]  所以不要殺他們
[00:10:55.000 --> 00:10:57.000]  所以這個在舊約裡面已經提到
[00:10:57.000 --> 00:10:59.000]  就是災難臨到
[00:10:59.000 --> 00:11:01.000]  上帝會特別保守他的子民
[00:11:01.000 --> 00:11:06.000]  叫他們不要在災難裡面被殺
[00:11:06.000 --> 00:11:08.000]  或者好像多少人一樣
[00:11:08.000 --> 00:11:11.000]  那究竟是什麼記號呢?
[00:11:11.000 --> 00:11:18.000]  原來在舊約裡面提到的那個記號
[00:11:18.000 --> 00:11:20.000]  就是用一個字
[00:11:20.000 --> 00:11:22.000]  就是希伯來文最後的字母
[00:11:22.000 --> 00:11:23.000]  如果你讀希臘白文
[00:11:23.000 --> 00:11:24.000]  就知道它這個字母
[00:11:24.000 --> 00:11:26.000]  就好像日字一樣
[00:11:26.000 --> 00:11:28.000]  中文的日字
[00:11:28.000 --> 00:11:30.000]  這個字其實就是close
[00:11:30.000 --> 00:11:32.000]  靠差
[00:11:32.000 --> 00:11:35.000]  如果從那個字的意思
[00:11:35.000 --> 00:11:38.000]  如果我們從一個寓意解經
[00:11:38.000 --> 00:11:44.000]  唯一這個字是最接近新約的十字架
[00:11:44.000 --> 00:11:48.000]  所以它是和十字架很接近
[00:11:48.000 --> 00:11:51.000]  以色列是這樣
[00:11:51.000 --> 00:11:53.000]  但現在啟示錄
[00:11:53.000 --> 00:11:58.000]  引用以色列這樣的象徵的說法的時候
[00:11:58.000 --> 00:12:01.000]  它就賦予了新的意義
[00:12:01.000 --> 00:12:05.000]  就是說在十四萬四千
[00:12:05.000 --> 00:12:08.000]  在未來的大災難裡面
[00:12:08.000 --> 00:12:10.000]  那些信徒
[00:12:10.000 --> 00:12:12.000]  上帝要給他們一個印記
[00:12:12.000 --> 00:12:14.000]  這個印記是什麼呢?
[00:12:14.000 --> 00:12:16.000]  原來就是十字架
[00:12:16.000 --> 00:12:19.000]  就是基督的救恩
[00:12:19.000 --> 00:12:21.000]  原來就是這幫人是被救贖的
[00:12:21.000 --> 00:12:23.000]  被救贖的人
[00:12:23.000 --> 00:12:24.000]  神就給了印記
[00:12:24.000 --> 00:12:27.000]  有十字架在他的額頭和手上
[00:12:27.000 --> 00:12:29.000]  總之你看不到我看不到
[00:12:29.000 --> 00:12:31.000]  上帝看不到 天使看到 魔鬼看到
[00:12:31.000 --> 00:12:39.000]  這個救恩就是可以避免在災難裡面遭遇災殃
[00:12:39.000 --> 00:12:42.000]  所以這些眾人的印記
[00:12:42.000 --> 00:12:44.000]  就是基督的救恩
[00:12:44.000 --> 00:12:46.000]  就是羔羊的血所救贖
[00:12:46.000 --> 00:12:48.000]  所以後面提到
[00:12:48.000 --> 00:12:51.000]  有些人戴著棕樹枝 穿著白袍
[00:12:51.000 --> 00:12:54.000]  白袍就是被羔羊的血洗乾淨
[00:12:54.000 --> 00:12:58.000]  所以今天我們被拯救的人
[00:12:58.000 --> 00:13:00.000]  我們有一個很大的安慰
[00:13:00.000 --> 00:13:01.000]  就是無論災難有多大
[00:13:01.000 --> 00:13:03.000]  我們都在災難裡面
[00:13:03.000 --> 00:13:05.000]  我們沒有脫離現場
[00:13:05.000 --> 00:13:08.000]  但是我們是神認得的
[00:13:08.000 --> 00:13:10.000]  神知道的
[00:13:10.000 --> 00:13:12.000]  神沒有誤會的
[00:13:12.000 --> 00:13:13.000]  這個就是我們最大的安慰
[00:13:13.000 --> 00:13:14.000]  我們最怕什麼呢?
[00:13:14.000 --> 00:13:16.000]  就是我們受苦沒有人知道
[00:13:16.000 --> 00:13:18.000]  天沒有眼 沒眼就是沒眼看的
[00:13:18.000 --> 00:13:20.000]  現在不是 神看到
[00:13:20.000 --> 00:13:23.000]  神認得你 有記號
[00:13:23.000 --> 00:13:26.000]  所以我們仍然在災難的現場
[00:13:26.000 --> 00:13:29.000]  但是上帝看到 上帝會保守你
[00:13:29.000 --> 00:13:32.000]  這個就是我們今天信主的人
[00:13:32.000 --> 00:13:34.000]  最大的安慰就是這裡
[00:13:34.000 --> 00:13:38.000]  受了印記
[00:13:38.000 --> 00:13:41.000]  問題就是我們怎樣可以免受災難
[00:13:42.000 --> 00:13:46.000]  後面第九章 現在是第七章
[00:13:46.000 --> 00:13:48.000]  第八第九章都有很多災難
[00:13:48.000 --> 00:13:49.000]  末後災難
[00:13:49.000 --> 00:13:51.000]  第九章就說到
[00:13:51.000 --> 00:13:55.000]  崔第五號的災
[00:13:55.000 --> 00:13:58.000]  他提到有蠍子能力的蝗蟲
[00:13:58.000 --> 00:14:02.000]  在無底坑上來傷害人類
[00:14:02.000 --> 00:14:05.000]  但是上來印記的人就不受此災
[00:14:05.000 --> 00:14:07.000]  那是什麼都說不清楚
[00:14:07.000 --> 00:14:09.000]  要看見到的東西
[00:14:09.000 --> 00:14:15.000]  就說在後來崔號的大災難裏面
[00:14:15.000 --> 00:14:20.000]  信徒可以避免一些很嚴重的災難
[00:14:20.000 --> 00:14:24.000]  然後我們就問一些問題
[00:14:24.000 --> 00:14:26.000]  剛才我們討論的
[00:14:26.000 --> 00:14:28.000]  我們作為子民
[00:14:28.000 --> 00:14:30.000]  遇到戰爭機方是不是有特權呢?
[00:14:30.000 --> 00:14:32.000]  但其實沒有這樣說
[00:14:32.000 --> 00:14:35.000]  剛才說災難來到
[00:14:35.000 --> 00:14:38.000]  信徒不會特別被抽離牆
[00:14:38.000 --> 00:14:41.000]  我們仍然都在災難的現場
[00:14:41.000 --> 00:14:45.000]  因為上帝很公平的
[00:14:45.000 --> 00:14:47.000]  在整個世界裏面
[00:14:47.000 --> 00:14:49.000]  上帝對這個世界
[00:14:49.000 --> 00:14:51.000]  無論信主的人不信主的人
[00:14:51.000 --> 00:14:52.000]  很公平
[00:14:52.000 --> 00:14:54.000]  太陽照好人照打人
[00:14:54.000 --> 00:14:58.000]  旱災臨到好人也臨到壞人
[00:14:58.000 --> 00:15:00.000]  所以我們就說
[00:15:00.000 --> 00:15:03.000]  信徒不是有什麼特權可以離牆
[00:15:03.000 --> 00:15:05.000]  所以啟示六十三章
[00:15:05.000 --> 00:15:08.000]  再後一點
[00:15:08.000 --> 00:15:12.000]  他提到針對神的子民
[00:15:12.000 --> 00:15:16.000]  受要在人的右手或額上印記
[00:15:16.000 --> 00:15:17.000]  拒絕就不能做買賣
[00:15:17.000 --> 00:15:19.000]  那些就是另一個印記
[00:15:19.000 --> 00:15:21.000]  啟示六十六章你會發現
[00:15:21.000 --> 00:15:25.000]  魔鬼和上帝所做的事很相似
[00:15:25.000 --> 00:15:26.000]  上帝有三魂一體
[00:15:26.000 --> 00:15:28.000]  魔鬼有三魂一體
[00:15:28.000 --> 00:15:31.000]  上帝可以知道過去、今天、將來
[00:15:31.000 --> 00:15:32.000]  魔鬼可以知道過去、今天
[00:15:32.000 --> 00:15:34.000]  但他不知道將來
[00:15:34.000 --> 00:15:39.000]  上帝是高揚有被殺的痕跡
[00:15:39.000 --> 00:15:41.000]  獸又有被殺的痕跡
[00:15:41.000 --> 00:15:43.000]  魔鬼是用很多相同的東西
[00:15:43.000 --> 00:15:47.000]  現在上帝子民是有印記
[00:15:47.000 --> 00:15:50.000]  但世上的人
[00:15:50.000 --> 00:15:52.000]  屬魔鬼的人一樣有印記
[00:15:52.000 --> 00:15:55.000]  他們的印記就是
[00:15:55.000 --> 00:15:58.000]  讓他們在世上可以做買賣
[00:15:58.000 --> 00:16:01.000]  可以在一個有計劃的經濟壓迫裏面
[00:16:01.000 --> 00:16:03.000]  可以避免
[00:16:03.000 --> 00:16:05.000]  所以魔鬼做很多事
[00:16:05.000 --> 00:16:06.000]  是很相似的
[00:16:06.000 --> 00:16:08.000]  所以我們要很小心末世
[00:16:08.000 --> 00:16:10.000]  有很多事是假冒神
[00:16:10.000 --> 00:16:12.000]  甚至有些事很相似
[00:16:12.000 --> 00:16:13.000]  所以我們要很小心
[00:16:13.000 --> 00:16:16.000]  來看清楚整個聖經
[00:16:16.000 --> 00:16:18.000]  無論是舊約還是新約裏面
[00:16:18.000 --> 00:16:22.000]  怎樣看這個末世
[00:16:22.000 --> 00:16:25.000]  如果上帝子民是在災難裏面
[00:16:25.000 --> 00:16:27.000]  和其他人一起受災的時候
[00:16:27.000 --> 00:16:31.000]  我們有印記是甚麼意思呢?
[00:16:31.000 --> 00:16:33.000]  因為我們沒有離開災難現場
[00:16:33.000 --> 00:16:35.000]  那有甚麼意思呢?
[00:16:35.000 --> 00:16:37.000]  如果我們看回以西傑書
[00:16:37.000 --> 00:16:39.000]  我們就看到有一點
[00:16:39.000 --> 00:16:41.000]  就是當先知看回舊約
[00:16:41.000 --> 00:16:42.000]  以色列民被擄
[00:16:42.000 --> 00:16:44.000]  以色列民是上帝子民
[00:16:44.000 --> 00:16:46.000]  但他是在災難現場
[00:16:46.000 --> 00:16:47.000]  他被擄
[00:16:47.000 --> 00:16:48.000]  在戰爭裏面
[00:16:48.000 --> 00:16:49.000]  無論信耶穌
[00:16:49.000 --> 00:16:50.000]  或是信上帝
[00:16:50.000 --> 00:16:51.000]  敬虔的
[00:16:51.000 --> 00:16:52.000]  或者不信上帝
[00:16:52.000 --> 00:16:53.000]  不敬虔的
[00:16:53.000 --> 00:16:54.000]  都被擄
[00:16:54.000 --> 00:16:56.000]  都在那個戰爭裏面
[00:16:56.000 --> 00:16:59.000]  當時以色列人去背叛
[00:16:59.000 --> 00:17:01.000]  所以被擄的人
[00:17:01.000 --> 00:17:02.000]  受災的人
[00:17:02.000 --> 00:17:04.000]  就不單單是那些不敬虔
[00:17:04.000 --> 00:17:05.000]  拜口像的以色列人
[00:17:05.000 --> 00:17:06.000]  連敬虔的
[00:17:06.000 --> 00:17:07.000]  譬如說丹爾尼
[00:17:07.000 --> 00:17:08.000]  尼希米
[00:17:08.000 --> 00:17:09.000]  這些敬虔的人
[00:17:09.000 --> 00:17:11.000]  都一樣在災難的現場
[00:17:11.000 --> 00:17:14.000]  是有異有不異的人
[00:17:14.000 --> 00:17:16.000]  但是忠於上帝的人
[00:17:16.000 --> 00:17:17.000]  他有印記
[00:17:17.000 --> 00:17:18.000]  雖然在災難
[00:17:18.000 --> 00:17:20.000]  他們仍然有他們的信仰
[00:17:20.000 --> 00:17:21.000]  盼望
[00:17:21.000 --> 00:17:23.000]  所以譬如說丹爾尼
[00:17:23.000 --> 00:17:26.000]  他仍然被擄
[00:17:26.000 --> 00:17:29.000]  仍然和其他的猶太人一樣
[00:17:29.000 --> 00:17:33.000]  當做那些俘虜的人去到
[00:17:33.000 --> 00:17:34.000]  是受苦的
[00:17:34.000 --> 00:17:36.000]  但是他有信仰保守
[00:17:36.000 --> 00:17:38.000]  所以譬如說丹爾尼後來
[00:17:38.000 --> 00:17:39.000]  祝福他
[00:17:39.000 --> 00:17:42.000]  可以在異邦裏面行大事
[00:17:42.000 --> 00:17:43.000]  尼希米第二代
[00:17:43.000 --> 00:17:44.000]  也都一樣
[00:17:44.000 --> 00:17:45.000]  敬虔的人
[00:17:45.000 --> 00:17:47.000]  在這個外邦裏面
[00:17:47.000 --> 00:17:48.000]  祝福他
[00:17:48.000 --> 00:17:49.000]  雖然在災難現場
[00:17:49.000 --> 00:17:51.000]  但是在災難裏面
[00:17:51.000 --> 00:17:54.000]  他能夠保守著他信仰
[00:17:54.000 --> 00:17:56.000]  堅守著他所相信的
[00:17:56.000 --> 00:17:57.000]  雖然是有災難
[00:17:57.000 --> 00:17:59.000]  但他仍然是可以站立穩
[00:17:59.000 --> 00:18:02.000]  這個就是啟示錄
[00:18:02.000 --> 00:18:04.000]  所和我們說的
[00:18:04.000 --> 00:18:09.000]  所以受恩的人
[00:18:09.000 --> 00:18:11.000]  有上帝的應許和保障
[00:18:11.000 --> 00:18:13.000]  雖然經過水火
[00:18:13.000 --> 00:18:15.000]  但是不被打倒
[00:18:15.000 --> 00:18:16.000]  這個就是重要
[00:18:16.000 --> 00:18:18.000]  不怨天不怨人
[00:18:18.000 --> 00:18:19.000]  因為我們知道
[00:18:19.000 --> 00:18:21.000]  生命在上帝的手裏面
[00:18:21.000 --> 00:18:27.000]  我們知道神的拯救就在我們前面
[00:18:27.000 --> 00:18:29.000]  所以人是上帝的保守
[00:18:29.000 --> 00:18:32.000]  不一定是肉體不受苦難
[00:18:32.000 --> 00:18:36.000]  而是我們有力量去承擔
[00:18:36.000 --> 00:18:38.000]  有永恆的救恩
[00:18:38.000 --> 00:18:41.000]  今天信徒的盼望在這裏
[00:18:41.000 --> 00:18:44.000]  所以我們信徒不是盼望離開現場
[00:18:44.000 --> 00:18:46.000]  我們信徒的盼望
[00:18:46.000 --> 00:18:48.000]  是我們仍然在現場
[00:18:48.000 --> 00:18:50.000]  但是我們能夠得力經過
[00:18:50.000 --> 00:18:53.000]  在苦難裏面仍然有喜樂
[00:18:53.000 --> 00:18:58.000]  在這章裏面就說到十四萬四千
[00:18:58.000 --> 00:19:01.000]  在聖經裏面就看到
[00:19:01.000 --> 00:19:03.000]  十四萬四千裏面
[00:19:03.000 --> 00:19:06.000]  記載和舊約是有不同的
[00:19:06.000 --> 00:19:10.000]  十四萬四千就說到以色列十二個支派
