
[00:00:00.000 --> 00:00:07.000]  好,等節目讓我們聽上大家說話,以心讓我們同心的投放。
[00:02:07.000 --> 00:02:09.000]  各位基督徒是神的子民。
[00:02:09.000 --> 00:02:16.000]  我們也理應有上帝神的生命和養息在我們裏面慢慢散發出來。
[00:02:16.000 --> 00:02:20.000]  我們應該也有神的樣式慢慢的散發出來。
[00:02:20.000 --> 00:02:24.000]  不需要怎樣裝模作樣去做一些事情。
[00:02:24.000 --> 00:02:26.000]  不需要裝模作樣去做一些事情。
[00:02:26.000 --> 00:02:29.000]  很自然你就會流露出這樣的性情出來。
[00:02:29.000 --> 00:02:31.000]  很自然地流露出這樣的性情。
[00:02:31.000 --> 00:02:35.000]  所以有些人要去形容一對夫婦。
[00:02:35.000 --> 00:02:37.000]  有些人形容一對夫婦。
[00:02:37.000 --> 00:02:39.000]  說他們是老夫老妻。
[00:02:39.000 --> 00:02:41.000]  老夫老妻。
[00:02:41.000 --> 00:02:43.000]  老夫老妻不是形容他們很老。
[00:02:43.000 --> 00:02:45.000]  不是形容他們已經很老。
[00:02:45.000 --> 00:02:47.000]  是形容他們能夠經常在一起。
[00:02:47.000 --> 00:02:49.000]  大家開始一同的生活。
[00:02:49.000 --> 00:02:52.000]  就是說他們經常在一起一起生活。
[00:02:52.000 --> 00:02:54.000]  經過了一段時間之後呢?
[00:02:54.000 --> 00:02:56.000]  經過一段時間。
[00:02:56.000 --> 00:02:58.000]  他們無論生活的習慣。
[00:02:58.000 --> 00:03:00.000]  無論生活習慣。
[00:03:00.000 --> 00:03:02.000]  他們的喜好。
[00:03:02.000 --> 00:03:04.000]  甚至他們想吃的東西。
[00:03:04.000 --> 00:03:06.000]  甚至他們想吃的東西。
[00:03:06.000 --> 00:03:08.000]  甚至他們的樣子也會變相。
[00:03:08.000 --> 00:03:10.000]  甚至他們的樣子也會變相。
[00:03:10.000 --> 00:03:12.000]  所以有沒有聽過有些人說
[00:03:12.000 --> 00:03:14.000]  兩夫妻老夫老妻。
[00:03:14.000 --> 00:03:17.000]  有夫妻相就是這樣的情況。
[00:03:17.000 --> 00:03:20.000]  所以說形容那些老夫老妻有夫妻相。
[00:03:20.000 --> 00:03:22.000]  因為他們經常走在一起。
[00:03:22.000 --> 00:03:24.000]  所以他們的雜念漸漸改變。
[00:03:24.000 --> 00:03:25.000]  大家很像。
[00:03:25.000 --> 00:03:27.000]  因為經常在一起。
[00:03:27.000 --> 00:03:29.000]  所以他們漸漸長得很像。
[00:03:29.000 --> 00:03:32.000]  我想想看如果原本兩個獨立的人。
[00:03:32.000 --> 00:03:34.000]  如果兩個獨立的人。
[00:03:34.000 --> 00:03:36.000]  因爲他們大家願意同心走在一起的時候。
[00:03:36.000 --> 00:03:38.000]  他們會越來越相似。
[00:03:38.000 --> 00:03:40.000]  因為大家同心走在一起的時候。
[00:03:40.000 --> 00:03:41.000]  會越來越相似。
[00:03:41.000 --> 00:03:42.000]  基督徒。
[00:03:42.000 --> 00:03:43.000]  基督徒。
[00:03:43.000 --> 00:03:46.000]  如果我們經常和上帝走在一起的時候。
[00:03:46.000 --> 00:03:49.000]  如果我們經常和上帝走在一起的時候。
[00:03:49.000 --> 00:03:52.000]  又豈不會大家越來越像上帝呢?
[00:03:52.000 --> 00:03:55.000]  又豈不會更加像上帝呢?
[00:03:55.000 --> 00:03:56.000]  為什麼我說這件事?
[00:03:56.000 --> 00:03:59.000]  不是因爲純粹是因爲父親節。
[00:03:59.000 --> 00:04:00.000]  爲什麽要講這個呢?
[00:04:00.000 --> 00:04:02.000]  不是因爲今天是父親節。
[00:04:02.000 --> 00:04:04.000]  而是今天我們所看的經文。
[00:04:04.000 --> 00:04:10.000]  聖節上文在第23章的第1節至第5節。
[00:04:10.000 --> 00:04:12.000]  總結上次講的經文。
[00:04:12.000 --> 00:04:15.000]  23章1到5節。
[00:04:15.000 --> 00:04:20.000]  保羅被安排在千夫長的安排之下。
[00:04:20.000 --> 00:04:26.000]  和當時的沙蘭教會的工會大祭司。
[00:04:26.000 --> 00:04:29.000]  一起面對面去相議。
[00:04:29.000 --> 00:04:32.000]  保羅在千夫長的安排下。
[00:04:32.000 --> 00:04:34.000]  跟大祭司一起相議。
[00:04:34.000 --> 00:04:36.000]  讓保羅能夠向他陳述。
[00:04:36.000 --> 00:04:38.000]  保羅他的看法。
[00:04:38.000 --> 00:04:40.000]  和保羅所相信的道理。
[00:04:40.000 --> 00:04:44.000]  讓保羅能說出他的看法和道理。
[00:04:44.000 --> 00:04:46.000]  在這個時候一開始。
[00:04:46.000 --> 00:04:50.000]  同名叫做阿拉尼亞的大祭司。
[00:04:50.000 --> 00:04:53.000]  同名是亞南尼亞的這個大祭司。
[00:04:53.000 --> 00:04:55.000]  一出來就已經說要打保羅兩巴。
[00:04:55.000 --> 00:04:58.000]  一開始就要打他的嘴。
[00:04:58.000 --> 00:05:00.000]  於是保羅二話不說。
[00:05:00.000 --> 00:05:02.000]  保羅二話不說。
[00:05:02.000 --> 00:05:04.000]  就馬上指察。
[00:05:04.000 --> 00:05:05.000]  馬上對他說。
[00:05:05.000 --> 00:05:07.000]  你竟敢找人來打我。
[00:05:07.000 --> 00:05:09.000]  你竟然能叫人來打我。
[00:05:09.000 --> 00:05:10.000]  保羅怎麽回答他?
[00:05:10.000 --> 00:05:12.000]  我們看看。
[00:05:12.000 --> 00:05:13.000]  保羅是怎麽說的?
[00:05:13.000 --> 00:05:14.000]  第3節。
[00:05:14.000 --> 00:05:16.000]  保羅說這裏粉色的牆。
[00:05:16.000 --> 00:05:18.000]  保羅說你這粉色的牆。
[00:05:18.000 --> 00:05:20.000]  上帝來打你真。
[00:05:20.000 --> 00:05:21.000]  誰要打你?
[00:05:21.000 --> 00:05:25.000]  你坐堂,來到應該按律法來審問我的。
[00:05:25.000 --> 00:05:27.000]  你坐堂為的是按律法來審問我的。
[00:05:27.000 --> 00:05:31.000]  你竟然用違背律法的方法來叫人打我。
[00:05:31.000 --> 00:05:33.000]  你竟然違背律法,吩咐人來打我。
[00:05:33.000 --> 00:05:35.000]  其實保羅這句說話。
[00:05:35.000 --> 00:05:37.000]  用回很地道的廣東話的意思。
[00:05:37.000 --> 00:05:39.000]  或者今天的用語。
[00:05:39.000 --> 00:05:41.000]  保羅這句話呢,用今天的話來說。
[00:05:41.000 --> 00:05:44.000]  你只得由頭粉面的一個人。
[00:05:44.000 --> 00:05:46.000]  是一個由頭粉面的人。
[00:05:46.000 --> 00:05:48.000]  表面好曉得去裝飾自己。
[00:05:48.000 --> 00:05:50.000]  表面的裝飾自己。
[00:05:50.000 --> 00:05:52.000]  但你心底裏面。
[00:05:52.000 --> 00:05:53.000]  在心底裏面。
[00:05:53.000 --> 00:05:57.000]  其實根本你不配做上帝的大祭司。
[00:05:57.000 --> 00:05:59.000]  不配做上帝的大祭司。
[00:05:59.000 --> 00:06:01.000]  於是乎旁邊的人馬上去。
[00:06:01.000 --> 00:06:02.000]  去說保羅。
[00:06:02.000 --> 00:06:06.000]  說你竟敢責罵上帝的大祭司。
[00:06:06.000 --> 00:06:09.000]  旁邊的人就說你竟然辱罵神的大祭司。
[00:06:09.000 --> 00:06:12.000]  身邊的嘍囉根本他們都聽不明白保羅說的話。
[00:06:12.000 --> 00:06:16.000]  身邊的嘍囉根本聽不懂保羅在講。
[00:06:16.000 --> 00:06:19.000]  保羅於是再講得更明白一點。
[00:06:19.000 --> 00:06:21.000]  保羅更講得明白一點。
[00:06:21.000 --> 00:06:22.000]  第五節。
[00:06:22.000 --> 00:06:23.000]  第五節。
[00:06:23.000 --> 00:06:25.000]  甚至這樣講保羅真是。
[00:06:25.000 --> 00:06:28.000]  畫畫畫到腸都出賣了。
[00:06:28.000 --> 00:06:30.000]  保羅說的很清楚了。
[00:06:30.000 --> 00:06:33.000]  就是說根本我們看完你。
[00:06:33.000 --> 00:06:35.000]  一點都不像大祭司的風範。
[00:06:35.000 --> 00:06:37.000]  我真的看不出你有大祭司的風範。
[00:06:37.000 --> 00:06:39.000]  如果你是大祭司的話。
[00:06:39.000 --> 00:06:40.000]  如果你是大祭司。
[00:06:40.000 --> 00:06:41.000]  活出一點給我看一下。
[00:06:41.000 --> 00:06:43.000]  活出來表現出來。
[00:06:43.000 --> 00:06:44.000]  等等。
[00:06:44.000 --> 00:06:49.000]  保羅在這裡其實反映了一個很實際的現象給我們知道。
[00:06:49.000 --> 00:06:51.000]  保羅這是反映一個很現實的現象。
[00:06:51.000 --> 00:06:54.000]  我們應不應該作為一個基督徒。
[00:06:54.000 --> 00:06:59.000]  也是應該活到有上帝的生命在我們當中呢?
[00:06:59.000 --> 00:07:03.000]  作為基督徒我們是不是應該要活出上帝在我們心中呢?
[00:07:03.000 --> 00:07:04.000]  在這樣的情況之下。
[00:07:04.000 --> 00:07:05.000]  在這樣的情況下。
[00:07:05.000 --> 00:07:08.000]  其實保羅就打開了一個見證的機會。
[00:07:08.000 --> 00:07:10.000]  保羅就打開了一個見證的機會。
[00:07:10.000 --> 00:07:12.000]  是連保羅可能事先都未必想得到的。
[00:07:12.000 --> 00:07:14.000]  可能保羅事先都沒有想到。
[00:07:14.000 --> 00:07:15.000]  但上帝做事就是這麼奇妙。
[00:07:15.000 --> 00:07:17.000]  上帝的做事就是這麼奇妙。
[00:07:17.000 --> 00:07:20.000]  為保羅安排了一個這樣的機會。
[00:07:20.000 --> 00:07:21.000]  為保羅安排了這樣一個機會。
[00:07:21.000 --> 00:07:27.000]  去見證出保羅他自己怎樣在上帝裡面的領袖。
[00:07:27.000 --> 00:07:31.000]  保羅是怎樣見證在上帝面就是一個基督徒。
[00:07:31.000 --> 00:07:37.000]  怎樣憑著這份信心在這個時候見證出主。
[00:07:37.000 --> 00:07:39.000]  也是憑著信心這時候見證出主。
[00:07:39.000 --> 00:07:42.000]  勝過所有大祭司他們所說的話。
[00:07:42.000 --> 00:07:44.000]  勝過所有大祭司所說的話。
[00:07:44.000 --> 00:07:46.000]  好了,這段聖經說什麼呢?
[00:07:46.000 --> 00:07:47.000]  這段聖經說什麼呢?
[00:07:47.000 --> 00:07:52.000]  今天這個講題叫做憑良心而活在神面前的第二講。
[00:07:52.000 --> 00:07:56.000]  今天的題目是憑良心活在神的面前第二講。
[00:07:56.000 --> 00:07:58.000]  之前我已經講過了。
[00:07:58.000 --> 00:08:01.000]  21章31章30節。
[00:08:01.000 --> 00:08:06.000]  那是說千夫長活出一個良心的表現。
[00:08:06.000 --> 00:08:08.000]  千夫長活出一個良心的表現。
[00:08:08.000 --> 00:08:10.000]  總之他不是神的子民。
[00:08:10.000 --> 00:08:11.000]  他不是神的子民。
[00:08:11.000 --> 00:08:14.000]  他都有求真實事實的心。
[00:08:14.000 --> 00:08:16.000]  他還有求真實真相的心。
[00:08:16.000 --> 00:08:19.000]  這個要說世人應該有的態度。
[00:08:19.000 --> 00:08:21.000]  這是應該世人都有的態度。
[00:08:21.000 --> 00:08:22.000]  第二個層面。
[00:08:22.000 --> 00:08:25.000]  23章第一節第5節。
[00:08:25.000 --> 00:08:26.000]  23章1到5節。
[00:08:26.000 --> 00:08:32.000]  我們看到保羅形容到這幫大祭司為首的一幫工會人員。
[00:08:32.000 --> 00:08:35.000]  保羅面對這些以大祭司為首的工會人員。
[00:08:35.000 --> 00:08:38.000]  他根本不是在有良知之下。
[00:08:38.000 --> 00:08:39.000]  他沒有良知。
[00:08:39.000 --> 00:08:41.000]  他按照自己的意思而行。
[00:08:41.000 --> 00:08:42.000]  按照自己的意思而行。
[00:08:42.000 --> 00:08:49.000]  不過又背著一個宗教領袖的身份去做。
[00:08:49.000 --> 00:08:51.000]  又打著一個宗教領袖的身份。
[00:08:51.000 --> 00:08:53.000]  接著第6節開始。
[00:08:53.000 --> 00:08:56.000]  接著第6節開始。
[00:08:56.000 --> 00:09:01.000]  這一部分就說保羅如何活在上帝的良心。
[00:09:01.000 --> 00:09:03.000]  良心活在上帝的面前。
[00:09:03.000 --> 00:09:06.000]  保羅是怎樣?憑良心活在神的面前。
[00:09:06.000 --> 00:09:07.000]  那道良心呢?
[00:09:07.000 --> 00:09:08.000]  講到良心。
[00:09:08.000 --> 00:09:11.000]  就是有一樣很重要的元素。
[00:09:11.000 --> 00:09:12.000]  就是一個很重要的元素。
[00:09:12.000 --> 00:09:13.000]  就是一個人。
[00:09:13.000 --> 00:09:14.000]  一個人。
[00:09:14.000 --> 00:09:19.000]  他對於他的本,即他原本的來源,他的歷史是尊重的。
[00:09:19.000 --> 00:09:22.000]  對,他的本就是他的歷史,很尊重的。
[00:09:22.000 --> 00:09:24.000]  保羅是一個什麼人呢?
[00:09:24.000 --> 00:09:25.000]  保羅是一個什麼人呢?
[00:09:25.000 --> 00:09:28.000]  保羅本身是一個法尼塞人。
[00:09:28.000 --> 00:09:29.000]  保羅是一個法利塞人。
[00:09:29.000 --> 00:09:32.000]  在多次的保羅的見證裡面,
[00:09:32.000 --> 00:09:33.000]  包括他自己的德教見證啊,
[00:09:33.000 --> 00:09:36.000]  或者先前我們剛剛才看完第20章,
[00:09:36.000 --> 00:09:40.000]  第21章裡面,他向眾人去講述他信主的過程。
[00:09:40.000 --> 00:09:43.000]  在保羅多次的見證當中,
[00:09:43.000 --> 00:09:45.000]  包括前面21章,12章,
[00:09:45.000 --> 00:09:47.000]  所以他的見證當中。
[00:09:47.000 --> 00:09:52.000]  他都沒有遮掩過他是法尼塞人這個歷史身份。
[00:09:52.000 --> 00:09:55.000]  保羅從來沒有遮掩他是法利塞人這個身份。
[00:09:55.000 --> 00:09:57.000]  這個歷史的身份。
[00:09:57.000 --> 00:09:58.000]  這個歷史身份。
[00:09:58.000 --> 00:10:00.000]  對於保羅來講,
[00:10:00.000 --> 00:10:01.000]  對於保羅來講。
[00:10:01.000 --> 00:10:03.000]  其實可以是一個黑歷史。
[00:10:03.000 --> 00:10:04.000]  是一個黑歷史。
[00:10:04.000 --> 00:10:06.000]  知不知道什麼叫黑歷史啊?
[00:10:06.000 --> 00:10:07.000]  什麼是黑歷史呢?
[00:10:07.000 --> 00:10:10.000]  黑歷史就是說一些不好的東西。
[00:10:10.000 --> 00:10:13.000]  就是一個不好的,不好的,不見光。
[00:10:13.000 --> 00:10:16.000]  不可以見光,是一些不好的東西。
[00:10:17.000 --> 00:10:19.000]  他做過什麼呢?
[00:10:19.000 --> 00:10:20.000]  他做過什麼呢?
[00:10:20.000 --> 00:10:23.000]  他因為不信上帝的導以律法,
[00:10:23.000 --> 00:10:25.000]  行律法的思維去行。
[00:10:25.000 --> 00:10:29.000]  因為不信上帝,就是行律法而行。
[00:10:29.000 --> 00:10:31.000]  沒有理解律法的意義,
[00:10:31.000 --> 00:10:33.000]  而只是按律法的表面而行。
[00:10:33.000 --> 00:10:35.000]  沒有理解律法的意義,
[00:10:35.000 --> 00:10:36.000]  而是按表面去行。
[00:10:36.000 --> 00:10:38.000]  他甚至殺基督徒都做得出來。
[00:10:38.000 --> 00:10:40.000]  甚至他殺害基督徒。
[00:10:40.000 --> 00:10:42.000]  我們回心一下,想一下。
[00:10:42.000 --> 00:10:43.000]  我們回想。
[00:10:43.000 --> 00:10:44.000]  殺人這件事,
[00:10:44.000 --> 00:10:46.000]  不管你是什麼情況,
[00:10:46.000 --> 00:10:48.000]  已經違背十屆的標準。
[00:10:48.000 --> 00:10:50.000]  殺人不管是什麼狀況,
[00:10:50.000 --> 00:10:51.000]  都是已經違背了十屆。
[00:10:51.000 --> 00:10:53.000]  換句話來講,
[00:10:53.000 --> 00:10:56.000]  如果你是保羅的話,
[00:10:56.000 --> 00:10:59.000]  你想不想提這件事出來?
[00:10:59.000 --> 00:11:01.000]  你會不會把這些提出來呢?
[00:11:01.000 --> 00:11:03.000]  很醜啊。
[00:11:03.000 --> 00:11:05.000]  說出來都不見得人啊。
[00:11:05.000 --> 00:11:07.000]  講出來都見不得人。
[00:11:07.000 --> 00:11:09.000]  不要再提了。
[00:11:09.000 --> 00:11:12.000]  但保羅怎樣?多次提出啊。
[00:11:12.000 --> 00:11:13.000]  但保羅多次提出來。
[00:11:13.000 --> 00:11:15.000]  為什麼保羅這樣做呢?
[00:11:15.000 --> 00:11:16.000]  為什麼保羅這麼做呢?
[00:11:16.000 --> 00:11:18.000]  良心第一件事,我剛才已經講過了。
[00:11:18.000 --> 00:11:19.000]  良心是第一。
[00:11:19.000 --> 00:11:22.000]  尊重你自己的本來的現象。
[00:11:22.000 --> 00:11:24.000]  一個尊重自己本來。
[00:11:24.000 --> 00:11:26.000]  尊重歷史的事實。
[00:11:26.000 --> 00:11:28.000]  尊重歷史的事實。
[00:11:28.000 --> 00:11:30.000]  保羅他自己是一個法理塞人。
[00:11:30.000 --> 00:11:31.000]  保羅自己是一個法理塞人。
[00:11:31.000 --> 00:11:32.000]  他明白到,
[00:11:32.000 --> 00:11:35.000]  他昔日按照法理塞人的生活活,
[00:11:35.000 --> 00:11:37.000]  是活錯了。
[00:11:37.000 --> 00:11:40.000]  他明白,昔日按法理塞人的活是活錯了。
[00:11:40.000 --> 00:11:42.000]  但是法理塞人有些東西是對的。
[00:11:42.000 --> 00:11:45.000]  但是法理塞人有些東西是對的。
[00:11:45.000 --> 00:11:48.000]  而這個東西在上帝的真理裏面是同意的話呢?
[00:11:48.000 --> 00:11:51.000]  如果真是事呢?在上帝的真理是同意的話呢?
[00:11:51.000 --> 00:11:53.000]  他仍然堅持。
[00:11:53.000 --> 00:11:54.000]  他仍然可以堅持。
[00:11:54.000 --> 00:11:55.000]  怎樣看得到他堅持呢?
[00:11:55.000 --> 00:11:57.000]  這段聖經就講了。
[00:11:57.000 --> 00:11:58.000]  怎麼看得到他堅持呢?
[00:11:58.000 --> 00:11:59.000]  這段聖經就講了。
[00:11:59.000 --> 00:12:01.000]  我們再次打開這段聖經讀一次好不好?
[00:12:01.000 --> 00:12:03.000]  看這裏發生什麼事。
[00:12:03.000 --> 00:12:05.000]  再重新讀一遍。
[00:12:05.000 --> 00:12:07.000]  我們從第六節開始再讀一次好不好?
[00:12:07.000 --> 00:12:08.000]  我們從第六節開始。
[00:12:08.000 --> 00:12:09.000]  我們一起讀。
[00:12:09.000 --> 00:12:10.000]  我們讀到第十節好不好?
[00:12:10.000 --> 00:12:11.000]  我們一起讀到十節。
[00:12:11.000 --> 00:12:13.000]  好,我們一起讀。
[00:12:13.000 --> 00:12:20.000]  保羅看出大眾一半是薩都哥人,一半是法理塞人。
[00:12:20.000 --> 00:12:23.000]  就在公會中大聲說:
[00:12:23.000 --> 00:12:29.000]  弟兄們,我是法理塞人,也是法理塞人的子孫。
[00:12:29.000 --> 00:12:34.000]  我現在受審問,唯要盼望死人復活。
[00:12:34.000 --> 00:12:42.000]  說了者說,法理塞人和薩都哥人就爭論起來,會中分為兩黨。
[00:12:42.000 --> 00:12:48.000]  因為薩都哥人說,沒有復活,也沒有天使和鬼魂。
[00:12:48.000 --> 00:12:52.000]  法理塞人卻說,兩樣都有。
[00:12:52.000 --> 00:13:01.000]  於是大大地囂張起來,有幾個法理塞黨的民事站起來爭辯說:
[00:13:01.000 --> 00:13:05.000]  我們看不出這人有什麼惡處。
[00:13:05.000 --> 00:13:11.000]  倘若有鬼魂,或是天使對他說過話,怎麼樣呢?
[00:13:11.000 --> 00:13:17.000]  那時大起爭吵,千夫長恐怕保羅被他們扯碎了,
[00:13:17.000 --> 00:13:25.000]  就祝福兵丁下去,把他從眾人當眾搶出來,帶進營樓去。
[00:13:25.000 --> 00:13:27.000]  來到這段聖經,
[00:13:27.000 --> 00:13:37.000]  我們看到保羅不但不否認他是法理塞人的身份,
[00:13:37.000 --> 00:13:44.000]  而且他能夠準確地看見上帝在做什麼。
[00:13:44.000 --> 00:13:48.000]  很多時候我們經常都問一個問題,
[00:13:48.000 --> 00:13:54.000]  我到某個時刻,我怎知上帝的旨意,我在這一刻怎樣做呢?
[00:13:54.000 --> 00:14:01.000]  我很記得,我初初回教會的頭一年,
[00:14:01.000 --> 00:14:10.000]  有個姐妹跟我聊天,在團契的時候有個姊妹跟我聊天。
[00:14:10.000 --> 00:14:16.000]  那時候的團契很健康,現在的教會團契不健康,
[00:14:16.000 --> 00:14:24.000]  現在去玩、去吃、去玩去甘,去奧遜Park,是這樣的狀態。
[00:14:24.000 --> 00:14:31.000]  現在的教會就不同,以前我們很健康,討論神學問題。
[00:14:31.000 --> 00:14:38.000]  我們嘗試了解怎樣做一個好的基督徒。
[00:14:38.000 --> 00:14:46.000]  那姐妹就來問我,她說弟兄,我想問你一個問題,
[00:14:46.000 --> 00:14:52.000]  我怎知到那個時候,神有什麼旨意我怎樣做?
[00:14:52.000 --> 00:14:56.000]  我怎知道在那一時刻神要我去做什麼呢?
[00:14:56.000 --> 00:15:03.000]  當時我這樣回答她,我說,你如果想知道上帝的旨意是什麼,
[00:15:03.000 --> 00:15:09.000]  那現在的神的旨意是什麼?
[00:15:09.000 --> 00:15:17.000]  那你平時有沒有好好地讀聖經,了解聖經呢?
[00:15:17.000 --> 00:15:22.000]  記不記得我剛才引言的時候說的?
[00:15:22.000 --> 00:15:29.000]  你們夫妻走在一起越來越像樣,因為你們了解對方的生活習慣等等。
[00:15:29.000 --> 00:15:34.000]  你知道你丈夫喜歡什麼,不喜歡什麼。
[00:15:34.000 --> 00:15:39.000]  你要知道你太太喜歡什麼,不喜歡什麼。
[00:15:39.000 --> 00:15:45.000]  自然做丈夫就不會做太太不喜歡做的事。
[00:15:45.000 --> 00:15:53.000]  會盡量讓他喜歡做的事,你幫他做。
[00:15:53.000 --> 00:16:02.000]  讓他做一些喜歡的事情。保羅來到這裡,他看到的情況是怎樣呢?
[00:16:02.000 --> 00:16:04.000]  他看到什麼樣的情況呢?
[00:16:04.000 --> 00:16:09.000]  上帝讓他在這一刻開始了解到,上帝把他一個很特別的情況。
[00:16:09.000 --> 00:16:12.000]  上帝擺一個很特別的情況。
[00:16:12.000 --> 00:16:14.000]  上帝在做什麼旨意呢?
[00:16:14.000 --> 00:16:16.000]  上帝在做什麼旨意呢?
[00:16:16.000 --> 00:16:19.000]  我相信保羅來到這一刻,可能他最初都不知道,
[00:16:19.000 --> 00:16:25.000]  他覺得一個這樣的現象。不過保羅,他有一個真正的記憶,他有一個求真的事實。
[00:16:25.000 --> 00:16:30.000]  保羅可能在一開始都不明白,不過保羅是一個求尊的基督徒。
[00:16:30.000 --> 00:16:35.000]  所以他怎樣呢?他對上帝做的事情,他在那裡留心觀察。
[00:16:35.000 --> 00:16:38.000]  他對上帝留下的事情,他留心觀察。
[00:16:38.000 --> 00:16:43.000]  所以大家今天要多點來祈禱。彭靈今天剛剛分享了。
[00:16:43.000 --> 00:16:45.000]  今天希望大家多多來到祈禱會。
[00:16:45.000 --> 00:16:53.000]  為什麼在馬里亞,當耶穌降生的時候,他很多事情要藏在心裡反覆思想呢?
[00:16:53.000 --> 00:17:00.000]  為什麼在耶穌降生的時候,馬里亞是沉默不言,反覆思想呢?
[00:17:00.000 --> 00:17:04.000]  你知道嗎?很多事情我們活著,在當下我們根本不明白為什麼會這樣發生。
[00:17:04.000 --> 00:17:07.000]  很多事情活在當下,不明白為什麼會這樣。
[00:17:07.000 --> 00:17:11.000]  不明白就不要說,哦,那就算了,不是。
[00:17:11.000 --> 00:17:14.000]  不明白就不要說,哎,算了,不理會。
[00:17:14.000 --> 00:17:19.000]  不明白就留心看清楚。
[00:17:19.000 --> 00:17:23.000]  再求問神,你這個靈去幫我去想,究竟為什麼?
[00:17:23.000 --> 00:17:27.000]  我測驗上帝你的心是為什麼在這一刻這樣做呢?
[00:17:27.000 --> 00:17:31.000]  再去求問神,為什麼要這樣做?
[00:17:31.000 --> 00:17:37.000]  最近香港發生什麼事情,大家應該知道了,不知道了,應該要打手板了。
[00:17:37.000 --> 00:17:39.000]  最近香港發生什麼事情呢?
[00:17:39.000 --> 00:17:44.000]  上個星期又100萬遊行,今天又200萬。
[00:17:44.000 --> 00:17:47.000]  上個星期有100萬,今天有200萬遊行。
[00:17:47.000 --> 00:17:53.000]  有很多人走來問我,遠洋走來問我,究竟為什麼這樣?
[00:17:53.000 --> 00:17:54.000]  我都不知道。
[00:17:54.000 --> 00:17:57.000]  很多人來問為什麼發生這樣的狀況。
[00:17:57.000 --> 00:18:01.000]  但我們做基督徒,我們留心看看上帝怎麼做事才行。
[00:18:01.000 --> 00:18:04.000]  我們作為基督,應該要留心上帝是怎麼去做。
[00:18:04.000 --> 00:18:06.000]  但是我這一刻不知道。
[00:18:06.000 --> 00:18:07.000]  這一刻我不明白。
[00:18:07.000 --> 00:18:10.000]  我不知道,你慢慢反覆思想。
[00:18:10.000 --> 00:18:16.000]  在上帝的靈裡面,明白當中的意義。
[00:18:16.000 --> 00:18:19.000]  保羅在這一刻發生什麼事呢?
[00:18:19.000 --> 00:18:25.000]  根本不知道什麼事,又派來一個大祭司,又是叫阿拉尼亞。
[00:18:25.000 --> 00:18:27.000]  派來一個大祭司,叫阿拉尼亞。
[00:18:27.000 --> 00:18:31.000]  而那個阿拉尼亞根本也沒有祭司的心腸。
[00:18:31.000 --> 00:18:33.000]  這個大祭司也沒有大祭司的心腸。
[00:18:33.000 --> 00:18:37.000]  這個人也不像上帝,沒有上帝的心。
[00:18:37.000 --> 00:18:43.000]  上帝插句口,如果大家看到一個牧師,對上帝沒有心的,你會怎麼想?
[00:18:43.000 --> 00:18:48.000]  順便說一下,如果一個牧師沒有上帝的心,你會怎麼想呢?
