
[00:00:00.000 --> 00:00:09.000]  幾年前在北美有一個調查,其中一個問題是
[00:02:32.000 --> 00:02:37.000]  他主持婚禮的時候,他真的忽然間忘記了
[00:02:37.000 --> 00:02:40.000]  他忽然間忘記了下面要講些什麼
[00:02:40.000 --> 00:02:44.000]  他就忽然間腦海裡出了一節聖經
[00:02:44.000 --> 00:02:52.000]  主啊赦免他們,因為他們所作的,他們不曉得
[00:02:52.000 --> 00:02:57.000]  其實這個可能是一個編造出來的笑話
[00:02:57.000 --> 00:03:00.000]  但是我覺得挺對的
[00:03:00.000 --> 00:03:03.000]  有時真是兩個男女步上聖壇的時候
[00:03:03.000 --> 00:03:07.000]  他們所做的事,他們真的不知道自己在做什麼
[00:03:07.000 --> 00:03:13.000]  說和對方說我願意,到底是等於什麼呢?
[00:03:13.000 --> 00:03:18.000]  如果他們真的這麼嚴肅地面對他們所說的我願意
[00:03:18.000 --> 00:03:22.000]  為什麼離婚率會節節上升呢?
[00:03:22.000 --> 00:03:26.000]  這個我相信是一個誠信的問題
[00:03:26.000 --> 00:03:31.000]  是我們在人的面前,在神的面前所做出的誓言
[00:03:31.000 --> 00:03:35.000]  我們沒有辦法去實踐
[00:03:35.000 --> 00:03:38.000]  今天大家看我這次的講題
[00:03:38.000 --> 00:03:43.000]  可能你都不太明白這次的講題到底是什麼意思
[00:03:43.000 --> 00:03:48.000]  荀世旦旦,然後秉至不回
[00:03:48.000 --> 00:03:53.000]  荀世旦旦其實是出自中國的詩經
[00:03:53.000 --> 00:03:59.000]  講到一個年青貌美又多情的一個女子
[00:03:59.000 --> 00:04:05.000]  她被一個男子用甜言蜜語來哄她
[00:04:05.000 --> 00:04:08.000]  那個男子在講話的時候
[00:04:08.000 --> 00:04:15.000]  在詩經裡面說她是燕笑眼眼,然後荀世旦旦
[00:04:15.000 --> 00:04:18.000]  荀世旦旦是什麼意思呢?
[00:04:18.000 --> 00:04:22.000]  就是說她講話講得很誠懇
[00:04:22.000 --> 00:04:25.000]  她的誓言是很有誠意
[00:04:25.000 --> 00:04:30.000]  然後她旦旦的意思是她的樣子也非常誠懇
[00:04:30.000 --> 00:04:35.000]  所以這個女子就被她哄了,然後就和她結婚
[00:04:35.000 --> 00:04:39.000]  但結婚之後發現原來不是這樣的一回事
[00:04:39.000 --> 00:04:44.000]  所以這個荀世旦旦的意思就是說
[00:04:44.000 --> 00:04:50.000]  我們所起的誓言到底和實際走出來的是不是一樣呢?
[00:04:50.000 --> 00:04:53.000]  這個誓言是非常真誠
[00:04:53.000 --> 00:04:56.000]  也都是在講我們的誠信問題
[00:04:56.000 --> 00:05:01.000]  秉持不悔就是指定我們所立的心志
[00:05:01.000 --> 00:05:03.000]  永不反悔的意思
[00:05:03.000 --> 00:05:06.000]  今天我要和大家探討
[00:05:06.000 --> 00:05:09.000]  基督徒在這個關曲撥墓的世代裡
[00:05:09.000 --> 00:05:15.000]  怎樣能夠荀世旦旦然後對神秉持不悔
[00:05:15.000 --> 00:05:19.000]  今天我們要來看丹爾利的三個朋友
[00:05:19.000 --> 00:05:23.000]  昨天我們說了丹爾利的自己本人
[00:05:23.000 --> 00:05:32.000]  還有其他巴比倫望國路青年團契
[00:05:32.000 --> 00:05:35.000]  就是團長是丹爾利
[00:05:35.000 --> 00:05:37.000]  然後三個團友
[00:05:37.000 --> 00:05:42.000]  大家都知道今天我們要在第三章所說的這三個朋友
[00:05:42.000 --> 00:05:47.000]  丹爾利書其實有一個很簡單的結構
[00:05:47.000 --> 00:05:49.000]  就是第二到第七章
[00:05:49.000 --> 00:05:53.000]  第二到第七章就有一個叫做交叉文學的結構
[00:05:53.000 --> 00:06:01.000]  如果大家看第二章和第七章其實是搖搖呼應
[00:06:01.000 --> 00:06:05.000]  然後第三章和第六章也是搖搖呼應
[00:06:05.000 --> 00:06:10.000]  中間第四章和第五章就是緊接在一起
[00:06:10.000 --> 00:06:17.000]  第二章和第七章是說神掌管歷史
[00:06:17.000 --> 00:06:20.000]  大象夢和四獸夢
[00:06:20.000 --> 00:06:22.000]  明天我們要說第七章
[00:06:22.000 --> 00:06:27.000]  就是說四獸夢和神整體的計劃是怎樣
[00:06:27.000 --> 00:06:34.000]  今天我們要說火搖的試驗其實是和獅子坑的試驗是彼此對照
[00:06:34.000 --> 00:06:41.000]  然後中間第四第五章是說兩個驕傲的王給神來審判
[00:06:41.000 --> 00:06:44.000]  第二到第七章其實是用阿蘭文寫的
[00:06:44.000 --> 00:06:50.000]  第一章和第八到第十二章是用希伯來文寫
[00:06:50.000 --> 00:06:55.000]  阿蘭文其實就是當時通用的商業的語文
[00:06:55.000 --> 00:07:01.000]  所以這一段的經文是給所有的人來看
[00:07:01.000 --> 00:07:06.000]  是關於神對整體的幫國計劃
[00:07:06.000 --> 00:07:10.000]  今天我們來看第三章第一節
[00:07:10.000 --> 00:07:17.000]  尼泊爾加利薩造了一個金像高六十爪寬六爪
[00:07:17.000 --> 00:07:21.000]  立在巴比倫省杜拉的平原
[00:07:21.000 --> 00:07:28.000]  我們看這個像其實如果按照這個計算
[00:07:28.000 --> 00:07:33.000]  高六十爪寬六爪其實相等於甚麼呢
[00:07:33.000 --> 00:07:43.000]  如果我們現在計算差不多是高六十爪就是九十尺
[00:07:43.000 --> 00:07:46.000]  然後寬六爪就是九尺
[00:07:46.000 --> 00:07:55.000]  高九十尺如果用香港樓層的樓面來計算是多少層樓
[00:07:55.000 --> 00:07:59.000]  有十層嗎 有
[00:07:59.000 --> 00:08:03.000]  十層樓那麼高
[00:08:03.000 --> 00:08:07.000]  所以它放不在神廟裏面
[00:08:07.000 --> 00:08:10.000]  它要放在整個平原的上面
[00:08:10.000 --> 00:08:14.000]  整個平原的上面你遠遠就看到
[00:08:14.000 --> 00:08:17.000]  而且這個是全金的一個金像
[00:08:17.000 --> 00:08:23.000]  所以在太陽的照射底下是光輝燦爛
[00:08:23.000 --> 00:08:28.000]  金光四射所以是非常引人注目的
[00:08:28.000 --> 00:08:35.000]  這個金像和第二張大像有甚麼關係呢
[00:08:35.000 --> 00:08:37.000]  我相信應該有些關係
[00:08:37.000 --> 00:08:41.000]  在第二張結束的時候我們看到尼泊爾加利薩
[00:08:41.000 --> 00:08:46.000]  他非常的謙卑然後接受但爾利的講解
[00:08:46.000 --> 00:08:51.000]  但爾利說必有另一個興起不及於你
[00:08:51.000 --> 00:08:57.000]  但是最後有一塊石頭打在大像的腳底下
[00:08:57.000 --> 00:09:00.000]  然後整個像就粉碎
[00:09:00.000 --> 00:09:06.000]  我相信他過幾天之後他越聽越不舒服
[00:09:06.000 --> 00:09:09.000]  為甚麼這個大像的金頭是我呢
[00:09:09.000 --> 00:09:12.000]  其他的是其他的國家呢
[00:09:12.000 --> 00:09:16.000]  為甚麼我的金頭要被其他的國家來取代呢
[00:09:16.000 --> 00:09:23.000]  所以在這裡他希望自己的巴比倫帝國永遠被鞏固
[00:09:23.000 --> 00:09:27.000]  他不想被別的國家來取代
[00:09:27.000 --> 00:09:33.000]  有沒有可能是因為這樣而要建立一個全金的金像
[00:09:33.000 --> 00:09:38.000]  而代表巴比倫帝國永遠被鞏固呢
[00:09:38.000 --> 00:09:41.000]  有可能的
[00:09:41.000 --> 00:09:47.000]  也有可能是因為他用了當時的馬督臣的樣子
[00:09:47.000 --> 00:09:49.000]  大家要看下面
[00:09:49.000 --> 00:09:53.000]  當時馬督臣的樣子
[00:09:53.000 --> 00:09:58.000]  會不會這個像是照著馬督臣的樣子去做的呢
[00:09:58.000 --> 00:10:06.000]  也有些學者說很可能是用自己的樣子來建立這個金像
[00:10:06.000 --> 00:10:08.000]  無論是怎樣也好
[00:10:08.000 --> 00:10:14.000]  我們不知道當時的情況是怎樣
[00:10:14.000 --> 00:10:23.000]  有人說這個很可能是巴比倫尼布加利薩建造這個金像
[00:10:23.000 --> 00:10:26.000]  是代表他的自我形象
[00:10:26.000 --> 00:10:31.000]  用巴比倫尼布加利薩建立這個金像
[00:10:31.000 --> 00:10:33.000]  你說自我形象OK嗎
[00:10:33.000 --> 00:10:36.000]  在解經上有沒有問題呢
[00:10:36.000 --> 00:10:43.000]  如果解經是建立一個假設這個像的樣子就是尼布加利薩
[00:10:43.000 --> 00:10:45.000]  我覺得是沒有問題的
[00:10:45.000 --> 00:10:52.000]  但是如果他建立這個像是當時一個神明的樣子
[00:10:52.000 --> 00:10:54.000]  可能就遠了一點
[00:10:54.000 --> 00:10:59.000]  不過這個是尼布加利薩自己要建立
[00:10:59.000 --> 00:11:06.000]  而且他宣佈的時候要所有人來祝福敬拜
[00:11:06.000 --> 00:11:13.000]  而最終在背後主事一切的就是尼布加利薩王
[00:11:13.000 --> 00:11:15.000]  大家看他立像之後
[00:11:15.000 --> 00:11:18.000]  你看到他現在是獻禮
[00:11:18.000 --> 00:11:22.000]  在這段經文裏面我覺得有一個很特別的地方
[00:11:22.000 --> 00:11:30.000]  就是他把巴比倫的官銜寫得很詳細
[00:11:30.000 --> 00:11:33.000]  而且不單單是一次寫
[00:11:33.000 --> 00:11:35.000]  是很多次寫
[00:11:35.000 --> 00:11:38.000]  大家有沒有注意到
[00:11:38.000 --> 00:11:43.000]  但他沒有描述這個金像的樣子
[00:11:43.000 --> 00:11:46.000]  沒有說到這個金像的細節
[00:11:46.000 --> 00:11:55.000]  但他講到獻禮的時候所有的巴比倫的官銜的人全部都要出席
[00:11:55.000 --> 00:11:57.000]  表示什麼呢
[00:11:57.000 --> 00:12:01.000]  表示這個禮是非常隆重
[00:12:01.000 --> 00:12:04.000]  而不單單獻禮
[00:12:04.000 --> 00:12:12.000]  這些官銜是當時每一個層面的官職的人都出席
[00:12:12.000 --> 00:12:14.000]  我們不在這裡多注意
[00:12:14.000 --> 00:12:16.000]  我們要注意其他的東西
[00:12:16.000 --> 00:12:20.000]  然後就要跪拜
[00:12:20.000 --> 00:12:24.000]  跪拜的時候大家要注意
[00:12:24.000 --> 00:12:27.000]  他用很多音樂的樂器
[00:12:27.000 --> 00:12:29.000]  又不單單用一次
[00:12:29.000 --> 00:12:31.000]  用了很多次
[00:12:31.000 --> 00:12:36.000]  我相信但爾利他要鋪排一件事
[00:12:36.000 --> 00:12:41.000]  這件事就是開光之禮是非常隆重
[00:12:41.000 --> 00:12:46.000]  是招請了所有當地的文武百官
[00:12:46.000 --> 00:12:52.000]  而且用了當時所有的音樂人出席
[00:12:52.000 --> 00:12:55.000]  為了什麼呢
[00:12:55.000 --> 00:13:00.000]  就是為了要在這個偶像的敬拜之下
[00:13:00.000 --> 00:13:04.000]  利布加利薩其實是一個很驕傲的人
[00:13:04.000 --> 00:13:08.000]  這個很驕傲的人為什麼要做這個金像
[00:13:08.000 --> 00:13:11.000]  其實很多是為了他自己
[00:13:11.000 --> 00:13:14.000]  雖然是拜一個偶像
[00:13:14.000 --> 00:13:18.000]  但是他自己也在背後
[00:13:18.000 --> 00:13:24.000]  我相信可以用他來說到一個人想名留千古
[00:13:24.000 --> 00:13:27.000]  想被人紀念
[00:13:27.000 --> 00:13:33.000]  也將自己擺在一個平台上
[00:13:33.000 --> 00:13:38.000]  如果你看這段經文的時候
[00:13:38.000 --> 00:13:48.000]  你會發現沒有什麼可能有人可以在利布加利薩王的底下而不跪拜
[00:13:48.000 --> 00:13:56.000]  因為他說不跪拜就要掉到火爐裡去
[00:13:56.000 --> 00:14:06.000]  我們再看下去的時候就看到有幾個利布加利薩王的眼中釘
[00:14:06.000 --> 00:14:10.000]  利布加利薩王他沒辦法相信
[00:14:10.000 --> 00:14:15.000]  能夠有人竟然在所有的文武百官跪拜的時候
[00:14:15.000 --> 00:14:17.000]  竟然有幾個人不跪拜
[00:14:17.000 --> 00:14:20.000]  當然有人來舉報
[00:14:20.000 --> 00:14:23.000]  這班人就是迦勒底人
[00:14:23.000 --> 00:14:26.000]  他們遵前例, 胸高又大人
[00:14:26.000 --> 00:14:31.000]  我們看到這班人其實是被但義利拯救
[00:14:31.000 --> 00:14:34.000]  在第二章被但義利拯救
[00:14:34.000 --> 00:14:38.000]  因為但義利解夢而利布加利薩王
[00:14:38.000 --> 00:14:44.000]  他沒有繼續殺這班術士
[00:14:44.000 --> 00:14:49.000]  這班其實就是被但義利所拯救的一班人
[00:14:49.000 --> 00:14:59.000]  但是他們竟然忘恩負義來控告這班但義利的三個朋友
[00:14:59.000 --> 00:15:06.000]  大家看到政治的局面其實就是很現實
[00:15:06.000 --> 00:15:11.000]  沒有永遠的朋友也沒有永遠的敵人
[00:15:11.000 --> 00:15:15.000]  只有永遠的利益
[00:15:15.000 --> 00:15:23.000]  他們在利布加利薩王面前控訴這班但義利的三個朋友
[00:15:23.000 --> 00:15:25.000]  我們一起看第九節
[00:15:25.000 --> 00:15:27.000]  大家一起讀
[00:15:27.000 --> 00:15:49.000]  (主持人讀書)
[00:15:49.000 --> 00:16:07.000]  (主持人讀書)
[00:16:07.000 --> 00:16:09.000]  其實他們很聰明
[00:16:09.000 --> 00:16:11.000]  他們的策略是甚麼呢
[00:16:11.000 --> 00:16:16.000]  他們的策略是先引述王所定的禁令
[00:16:16.000 --> 00:16:19.000]  然後講到違反的嚴重性
[00:16:19.000 --> 00:16:24.000]  然後控訴這班人他們不理王
[00:16:24.000 --> 00:16:26.000]  這是最好的理解
[00:16:26.000 --> 00:16:28.000]  然後他們不侍奉王的神
[00:16:28.000 --> 00:16:34.000]  也不敬拜王所設立的禁章
[00:16:34.000 --> 00:16:38.000]  我相信他們是出於妒忌
[00:16:38.000 --> 00:16:42.000]  或者出於信仰的不同
[00:16:42.000 --> 00:16:50.000]  其實很多時候當人在地平線慢慢上的時候
[00:16:50.000 --> 00:16:52.000]  就一定會有人想把你拉下來
[00:16:52.000 --> 00:16:56.000]  為甚麼這三個朋友不據理力爭呢
[00:16:56.000 --> 00:17:05.000]  為甚麼他們不和這班迦勒底人去算一下他們所蒙但義利的恩惠呢
[00:17:05.000 --> 00:17:08.000]  我們看這個世界其實有很多種人
[00:17:08.000 --> 00:17:12.000]  有種人是事事必爭的
[00:17:12.000 --> 00:17:14.000]  每件事都要爭到底
[00:17:14.000 --> 00:17:18.000]  如果真理不清楚或者道理不清楚
[00:17:18.000 --> 00:17:20.000]  他不願意罷休
[00:17:20.000 --> 00:17:23.000]  這種人我們稱他為政客
[00:17:23.000 --> 00:17:26.000]  一定會和你爭到底
[00:17:26.000 --> 00:17:30.000]  有些人是可爭也可不爭
[00:17:30.000 --> 00:17:32.000]  就看情況
[00:17:32.000 --> 00:17:34.000]  這些是甚麼人呢
[00:17:34.000 --> 00:17:38.000]  這些我們稱他為俠客
[00:17:38.000 --> 00:17:42.000]  第三種人平時保持緘默
[00:17:42.000 --> 00:17:44.000]  他平時不說話
[00:17:44.000 --> 00:17:48.000]  但一說就像一把利劍
[00:17:48.000 --> 00:17:50.000]  當他出招的時候就很厲害
[00:17:50.000 --> 00:17:52.000]  這種是甚麼呢
[00:17:52.000 --> 00:17:56.000]  刺客
[00:17:56.000 --> 00:17:58.000]  第四種呢
[00:17:58.000 --> 00:18:02.000]  天下本無事容人自擾之言
[00:18:02.000 --> 00:18:04.000]  與世無爭
[00:18:04.000 --> 00:18:06.000]  這種是甚麼呢
[00:18:06.000 --> 00:18:08.000]  甚麼客呢
[00:18:08.000 --> 00:18:10.000]  這種就是遊客
[00:18:10.000 --> 00:18:14.000]  遊戲人間很多事都與我無關
[00:18:14.000 --> 00:18:18.000]  到底你是政客呢
[00:18:18.000 --> 00:18:20.000]  你是俠客呢
[00:18:20.000 --> 00:18:22.000]  你是刺客呢
[00:18:22.000 --> 00:18:24.000]  還是遊客呢
[00:18:24.000 --> 00:18:30.000]  我相信這班控訴但義烈的人
[00:18:30.000 --> 00:18:32.000]  他們是政客
[00:18:32.000 --> 00:18:34.000]  他們要爭權
[00:18:34.000 --> 00:18:36.000]  爭利益
[00:18:36.000 --> 00:18:40.000]  爭奪能上位的機會
[00:18:40.000 --> 00:18:44.000]  而這班但義烈的三個朋友
[00:18:44.000 --> 00:18:46.000]  是甚麼人呢
[00:18:46.000 --> 00:18:50.000]  我相信他們也知道
[00:18:50.000 --> 00:18:52.000]  有些事是可爭
[00:18:52.000 --> 00:18:54.000]  有些事是不能爭
[00:18:54.000 --> 00:18:58.000]  在尼布格尼塞王的底下
[00:18:58.000 --> 00:19:00.000]  有些事是不能爭的
[00:19:00.000 --> 00:19:08.000]  你只要做一個瀟灑的飄然的俠客就行
[00:19:08.000 --> 00:19:10.000]  在這個世界
[00:19:10.000 --> 00:19:12.000]  我們要有持守
[00:19:12.000 --> 00:19:14.000]  但我們也要知道
[00:19:14.000 --> 00:19:16.000]  在甚麼情況下
[00:19:16.000 --> 00:19:18.000]  有些事
[00:19:18.000 --> 00:19:22.000]  你持守也沒有甚麼大過後
[00:19:22.000 --> 00:19:26.000]  我們要看這段經文
[00:19:26.000 --> 00:19:28.000]  其實講敬拜講了很多次
[00:19:28.000 --> 00:19:30.000]  當我們讀經的時候
[00:19:30.000 --> 00:19:32.000]  如果這段經文講得多次
[00:19:32.000 --> 00:19:34.000]  就是很重要的地方
[00:19:34.000 --> 00:19:38.000]  為甚麼他們不拜金像呢
[00:19:38.000 --> 00:19:40.000]  甚麼原因
[00:19:40.000 --> 00:19:44.000]  甚麼原因他們不拜金像呢
[00:19:44.000 --> 00:19:48.000]  我們也明白一件事
[00:19:48.000 --> 00:19:50.000]  在舊約的經文裡
[00:19:50.000 --> 00:19:52.000]  十誡已經很清楚
[00:19:52.000 --> 00:19:54.000]  講明不可以敬拜偶像
[00:19:54.000 --> 00:19:58.000]  而在歷史上也很明顯的告訴我們
[00:19:58.000 --> 00:20:00.000]  他們敬拜偶像的時候
[00:20:00.000 --> 00:20:04.000]  是神所不喜悅
[00:20:04.000 --> 00:20:06.000]  耶羅邦安
[00:20:06.000 --> 00:20:08.000]  所羅門
[00:20:08.000 --> 00:20:10.000]  而他們敬拜偶像
[00:20:10.000 --> 00:20:13.000]  其實就是他們被擄去巴比倫
[00:20:13.000 --> 00:20:15.000]  最主要的原因
[00:20:15.000 --> 00:20:17.000]  被擄的原因
[00:20:17.000 --> 00:20:19.000]  就是他們拜偶像
[00:20:19.000 --> 00:20:21.000]  如果我們看耶利米書第八章
[00:20:21.000 --> 00:20:23.000]  我們就看得很清楚
[00:20:23.000 --> 00:20:26.000]  還有很多其他的經文都講到
[00:20:26.000 --> 00:20:29.000]  他們被擄的主要原因
[00:20:29.000 --> 00:20:31.000]  是拜偶像
[00:20:31.000 --> 00:20:33.000]  所以從歷史和神學的角度來看
[00:20:33.000 --> 00:20:35.000]  我們知道
[00:20:35.000 --> 00:20:37.000]  被擄到巴比倫
[00:20:37.000 --> 00:20:42.000]  是使他們從偶像敬拜的罪惡裡得釋放
[00:20:42.000 --> 00:20:45.000]  今天我們要明白
[00:20:45.000 --> 00:20:48.000]  甚麼是真正的敬拜
[00:20:48.000 --> 00:20:50.000]  甚麼是真正的敬拜呢
[00:20:50.000 --> 00:20:53.000]  敬拜可以說對人
[00:20:53.000 --> 00:20:56.000]  這個字可以說對人的一種尊崇
[00:20:56.000 --> 00:20:58.000]  都可以叫敬拜
[00:20:58.000 --> 00:21:00.000]  譬如我們經常聽到人說
[00:21:00.000 --> 00:21:02.000]  我封你偶像
[00:21:02.000 --> 00:21:04.000]  這種也就是說
[00:21:04.000 --> 00:21:07.000]  你真的得到我很高度的崇敬
[00:21:07.000 --> 00:21:10.000]  又或者我們見到一些小朋友
[00:21:10.000 --> 00:21:12.000]  我們會用英文說
[00:21:12.000 --> 00:21:14.000]  他很adorable
[00:21:14.000 --> 00:21:17.000]  如果adoration這個字
[00:21:17.000 --> 00:21:20.000]  都是敬拜的其中一個字
[00:21:20.000 --> 00:21:23.000]  就是說一個小朋友很adorable
[00:21:23.000 --> 00:21:25.000]  就是說他很可愛
[00:21:25.000 --> 00:21:28.000]  可愛到令人很尊敬
[00:21:28.000 --> 00:21:30.000]  很尊崇
[00:21:30.000 --> 00:21:33.000]  很高捧他的意思
[00:21:33.000 --> 00:21:38.000]  敬拜其實可以普遍的使用
[00:21:38.000 --> 00:21:40.000]  但聖經裡說的敬拜
[00:21:40.000 --> 00:21:43.000]  只是給獨一的真神
[00:21:43.000 --> 00:21:46.000]  所以今天你用敬拜這個字
[00:21:46.000 --> 00:21:48.000]  用在另一個地方
[00:21:48.000 --> 00:21:51.000]  其實就叫偶像敬拜
[00:21:51.000 --> 00:21:55.000]  我經常帶團去以色列
[00:21:55.000 --> 00:21:57.000]  去以色列
[00:21:57.000 --> 00:22:00.000]  很多地方我都看見有些人
[00:22:00.000 --> 00:22:04.000]  可能是因為天主教的影響
[00:22:04.000 --> 00:22:08.000]  或者他們宗教信仰的背景的影響
[00:22:08.000 --> 00:22:11.000]  他們見到一些聖物
[00:22:11.000 --> 00:22:15.000]  他們都會去親吻他一下
[00:22:15.000 --> 00:22:18.000]  最令我深印象的就是
[00:22:18.000 --> 00:22:22.000]  大家如果去主誕堂去伯利恆
[00:22:22.000 --> 00:22:26.000]  在東正教那邊的下面
[00:22:26.000 --> 00:22:28.000]  我們就要排隊
[00:22:28.000 --> 00:22:30.000]  有時可能要排兩個小時才能排到
[00:22:30.000 --> 00:22:32.000]  排兩個小時
[00:22:32.000 --> 00:22:34.000]  有時就去下面
[00:22:34.000 --> 00:22:37.000]  就看耶穌出生的地方
[00:22:37.000 --> 00:22:40.000]  然後旁邊有馬槽
[00:22:40.000 --> 00:22:43.000]  然後再有博士來朝拜的地方
[00:22:43.000 --> 00:22:48.000]  當然這些是後來人對聖經的講解
[00:22:48.000 --> 00:22:50.000]  而加上去
[00:22:50.000 --> 00:22:53.000]  不過耶穌出生的地方
[00:22:53.000 --> 00:22:58.000]  應該準確性都很高
[00:22:58.000 --> 00:23:04.000]  在那裏有一個十四角的一顆星
[00:23:04.000 --> 00:23:06.000]  就是大衛之星
[00:23:06.000 --> 00:23:08.000]  我看見那些人
[00:23:08.000 --> 00:23:11.000]  他們走過去排隊排兩個多小時
[00:23:11.000 --> 00:23:15.000]  然後就去那裏親吻那顆星
[00:23:15.000 --> 00:23:17.000]  我在旁邊
[00:23:17.000 --> 00:23:21.000]  我心裏面有少少的感觸
[00:23:21.000 --> 00:23:23.000]  我也覺得
[00:23:23.000 --> 00:23:25.000]  我感謝神
[00:23:25.000 --> 00:23:27.000]  我不像這班人
[00:23:27.000 --> 00:23:31.000]  我不是用這些實際的物件
[00:23:31.000 --> 00:23:34.000]  來驗證我的信仰
[00:23:34.000 --> 00:23:35.000]  我不需要
[00:23:35.000 --> 00:23:37.000]  我相信的神是靈
[00:23:37.000 --> 00:23:40.000]  用心靈聖實來敬拜祂
[00:23:40.000 --> 00:23:44.000]  但是當我出來之後
[00:23:44.000 --> 00:23:45.000]  我心裏面說
[00:23:45.000 --> 00:23:48.000]  感謝神我不是這班人
[00:23:48.000 --> 00:23:50.000]  但是我自己反省
[00:23:50.000 --> 00:23:51.000]  我也發現
[00:23:51.000 --> 00:23:56.000]  其實我們很多時候都像這班人
[00:23:56.000 --> 00:24:01.000]  只不過我們不用一些物質的偶像來敬拜
[00:24:01.000 --> 00:24:04.000]  我們不敬拜一些有形的偶像
[00:24:04.000 --> 00:24:11.000]  但是我們很多時候落入一些無形的偶像敬拜裏面
[00:24:11.000 --> 00:24:13.000]  今天我們要小心
[00:24:13.000 --> 00:24:18.000]  什麼能夠奪取我們對神最高崇敬的地位
[00:24:18.000 --> 00:24:21.000]  這個就是我們的偶像
[00:24:21.000 --> 00:24:24.000]  我在教會中牧養這麼多年
[00:24:24.000 --> 00:24:27.000]  我發現其中一個偶像
[00:24:27.000 --> 00:24:30.000]  我想大家可能都不一定會知道
[00:24:30.000 --> 00:24:32.000]  就是因為我們不知道
[00:24:32.000 --> 00:24:34.000]  所以我們陷入裏面的時候
[00:24:34.000 --> 00:24:36.000]  我們仍然覺得自己都幾好
[00:24:36.000 --> 00:24:39.000]  我們都覺得自己仍然幾熟靈
[00:24:39.000 --> 00:24:42.000]  我們看到那些異教的人
[00:24:42.000 --> 00:24:43.000]  外邦的人
[00:24:43.000 --> 00:24:44.000]  我們看到他們的時候
[00:24:44.000 --> 00:24:47.000]  我們說感謝神我不是他們
[00:24:47.000 --> 00:24:51.000]  但其實我們就落在同樣的情況下
[00:24:51.000 --> 00:24:53.000]  我講的是什麼呢
[00:24:53.000 --> 00:24:56.000]  很多時候我們將我們的兒女
[00:24:56.000 --> 00:24:58.000]  講到adorable
[00:24:58.000 --> 00:25:04.000]  將我們的兒女擺到一個偶像的地步
[00:25:04.000 --> 00:25:06.000]  特別是在這個時代
[00:25:06.000 --> 00:25:09.000]  越看我就越心驚
[00:25:09.000 --> 00:25:11.000]  為什麼呢
[00:25:11.000 --> 00:25:15.000]  因為我發現教會現在很多時候有一個斷層
[00:25:15.000 --> 00:25:19.000]  這個斷層是什麼情況下出現的呢
[00:25:19.000 --> 00:25:22.000]  就是當你看到一些年青人
[00:25:22.000 --> 00:25:26.000]  他們讀大學的時候
[00:25:26.000 --> 00:25:28.000]  他們會很熱心
[00:25:28.000 --> 00:25:31.000]  然後剛剛出來工作的時候
[00:25:31.000 --> 00:25:33.000]  都可能仍然是很熱心
[00:25:33.000 --> 00:25:35.000]  工作忙
[00:25:35.000 --> 00:25:38.000]  有時候不能攔阻他們來教會侍奉
[00:25:38.000 --> 00:25:42.000]  但到什麼時候他們的侍奉開始冷卻呢
[00:25:42.000 --> 00:25:44.000]  就是結了婚
[00:25:44.000 --> 00:25:47.000]  然後有了小孩
[00:25:47.000 --> 00:25:49.000]  當有了小孩的時候
