
[00:00:00.000 --> 00:00:08.380]  今天的題目是教會的誕生
[00:02:11.200 --> 00:02:12.000]  耶穌
[00:02:12.000 --> 00:02:15.440]  去到耶路撒冷
[00:02:15.440 --> 00:02:16.920]  而《使徒行傳》就是說
[00:02:16.920 --> 00:02:19.320]  由耶路撒冷開始
[00:02:19.320 --> 00:02:21.800]  然後福音一路擴展
[00:02:21.800 --> 00:02:24.240]  直到羅馬
[00:02:24.240 --> 00:02:26.960]  這是兩卷書的記載
[00:02:26.960 --> 00:02:28.560]  我又問大家多一次
[00:02:28.560 --> 00:02:32.680]  路加福音和《使徒行傳》
[00:02:32.680 --> 00:02:34.880]  寫給誰呢?
[00:02:34.880 --> 00:02:37.880]  剛才出現過兩次
[00:02:37.880 --> 00:02:39.560]  提阿非羅
[00:02:39.560 --> 00:02:41.360]  大家記性還不錯
[00:02:41.360 --> 00:02:42.440]  但是你有沒有留意到
[00:02:42.440 --> 00:02:44.680]  他第一次稱呼提阿非羅
[00:02:44.680 --> 00:02:46.200]  在路加福音一章一節
[00:02:46.200 --> 00:02:48.640]  和第二次稱呼提阿非羅
[00:02:48.640 --> 00:02:51.120]  在《使徒行傳》一章一節
[00:02:51.120 --> 00:02:53.040]  是有不同的
[00:02:53.040 --> 00:02:55.480]  有沒有留意到
[00:02:55.480 --> 00:02:57.400]  《使徒行傳》一章一節就說
[00:02:57.400 --> 00:02:59.320]  提阿非羅
[00:02:59.320 --> 00:03:00.440]  啊
[00:03:00.440 --> 00:03:01.360]  是不是?
[00:03:01.360 --> 00:03:03.800]  然後在約翰福音
[00:03:03.800 --> 00:03:04.920]  這裡他就說
[00:03:04.920 --> 00:03:06.120]  路加福音就說
[00:03:06.120 --> 00:03:09.080]  使你知道所學是確實的
[00:03:09.080 --> 00:03:10.720]  就是告訴提阿非羅
[00:03:10.720 --> 00:03:12.040]  我現在寫給你們聽
[00:03:12.040 --> 00:03:15.320]  就是讓你知道你所學的是真的
[00:03:15.320 --> 00:03:16.680]  而剛才我說的
[00:03:16.680 --> 00:03:19.240]  就是第二次稱呼提阿非羅
[00:03:19.240 --> 00:03:21.680]  是沒有了大人
[00:03:21.680 --> 00:03:24.280]  沒了大人
[00:03:24.280 --> 00:03:27.240]  原來大人當時是指到
[00:03:27.240 --> 00:03:29.480]  關於政府的官員
[00:03:29.480 --> 00:03:31.800]  或者說有一個特別的階級
[00:03:31.800 --> 00:03:34.240]  就叫做騎士階級
[00:03:34.240 --> 00:03:37.200]  就是當時在羅馬的社會
[00:03:37.200 --> 00:03:38.960]  是一些貴族來的
[00:03:38.960 --> 00:03:40.480]  如果你要做參議員
[00:03:40.480 --> 00:03:42.000]  如果你要做總督
[00:03:42.000 --> 00:03:43.920]  就需要在這個團體裡面
[00:03:43.920 --> 00:03:45.040]  去提拔出來
[00:03:45.040 --> 00:03:47.600]  所以提阿非羅
[00:03:47.600 --> 00:03:50.520]  是一個有地位
[00:03:50.520 --> 00:03:52.200]  有身份的人
[00:03:52.200 --> 00:03:54.760]  而路加是寫了封信給他
[00:03:54.760 --> 00:03:56.200]  而開頭在路加福音
[00:03:56.200 --> 00:03:58.080]  他就有稱呼大人
[00:03:58.080 --> 00:04:00.760]  去到市堂轉無呢?
[00:04:00.760 --> 00:04:01.960]  我不知道大家有沒有想過
[00:04:01.960 --> 00:04:02.760]  為什麼無呢?
[00:04:02.760 --> 00:04:06.080]  是不是無禮貌了呢?
[00:04:06.080 --> 00:04:07.040]  有可能的原因
[00:04:07.040 --> 00:04:07.720]  第一
[00:04:07.720 --> 00:04:11.320]  提阿非羅的身份轉變了
[00:04:11.320 --> 00:04:12.920]  可能退休了
[00:04:12.920 --> 00:04:13.280]  是不是?
[00:04:13.280 --> 00:04:14.680]  不是做官了
[00:04:14.720 --> 00:04:19.920]  又或者他和路加醫生的關係緊密了
[00:04:19.920 --> 00:04:21.160]  熟了
[00:04:21.160 --> 00:04:23.200]  大家友好了
[00:04:23.200 --> 00:04:23.720]  是不是有些人
[00:04:23.720 --> 00:04:25.120]  你開頭認識他的時候
[00:04:25.120 --> 00:04:27.720]  就可能要很尊敬地稱呼的
[00:04:27.720 --> 00:04:29.600]  但是熟了之後
[00:04:29.600 --> 00:04:31.720]  就沒那麼尊敬
[00:04:31.720 --> 00:04:32.680]  不是沒那麼尊敬
[00:04:32.680 --> 00:04:34.040]  而是好朋友了
[00:04:34.040 --> 00:04:36.000]  或者有時候你就直接說
[00:04:36.000 --> 00:04:37.320]  餵
[00:04:37.320 --> 00:04:38.160]  你打電話給人
[00:04:38.160 --> 00:04:38.720]  餵
[00:04:38.720 --> 00:04:40.040]  是我啊
[00:04:40.040 --> 00:04:41.480]  其實就可能代表著
[00:04:41.480 --> 00:04:45.080]  你們的關係很熟或者熟悉了
[00:04:45.080 --> 00:04:46.880]  但無論怎樣也好
[00:04:46.880 --> 00:04:48.840]  你猜一猜
[00:04:48.840 --> 00:04:52.040]  當路加去寫這本書
[00:04:52.040 --> 00:04:55.680]  就是寫寄信給提阿非羅的時候
[00:04:55.680 --> 00:04:56.880]  你猜路加知不知道
[00:04:56.880 --> 00:05:02.640]  將來會成為新約聖經的作者?
[00:05:02.640 --> 00:05:04.360]  你猜知不知道?
[00:05:04.360 --> 00:05:05.800]  應該不知道的
[00:05:05.800 --> 00:05:09.000]  他那時候只是想著寫信給他
[00:05:09.000 --> 00:05:09.280]  是不是?
[00:05:09.280 --> 00:05:10.120]  他不知道
[00:05:10.120 --> 00:05:13.600]  我既然成為新約的作者
[00:05:13.600 --> 00:05:14.800]  有些人也預計
[00:05:14.800 --> 00:05:17.240]  為什麼會特別寫給提阿非羅呢?
[00:05:17.240 --> 00:05:19.840]  很多人都在學上帝的道
[00:05:19.840 --> 00:05:22.960]  為什麼只寫給他那麼詳細呢?
[00:05:22.960 --> 00:05:24.040]  有另一個可能的原因
[00:05:24.040 --> 00:05:26.880]  當然是上帝感動他寫給提阿非羅
[00:05:26.880 --> 00:05:27.920]  但另一個原因就是
[00:05:27.920 --> 00:05:30.880]  因為他在社會上有地位
[00:05:30.880 --> 00:05:33.800]  當你令到這個人信主的靈命
[00:05:33.800 --> 00:05:35.600]  更加穩固的時候
[00:05:35.600 --> 00:05:40.000]  對推動福音工作肯定有幫助
[00:05:40.000 --> 00:05:44.560]  所以路加就寫了一封信給提阿非羅
[00:05:44.560 --> 00:05:46.320]  而大家現在看到PowerPoint裡面
[00:05:46.320 --> 00:05:49.360]  他說有五個負面的因素
[00:05:49.360 --> 00:05:50.760]  其實我們想說
[00:05:50.760 --> 00:05:53.640]  當我們瞭解了哪一個寫事團傳的時候
[00:05:53.640 --> 00:05:55.080]  很想大家瞭解一下
[00:05:55.080 --> 00:05:58.160]  第一間教會出現的時候
[00:05:58.160 --> 00:06:02.240]  究竟他面對什麼樣的情況
[00:06:02.240 --> 00:06:05.920]  他是面對著羅馬政府統治
[00:06:05.920 --> 00:06:09.000]  是羅馬、是希臘的文化
[00:06:09.000 --> 00:06:10.760]  有歷史學家就研究
[00:06:10.760 --> 00:06:13.440]  他說原來當時的羅馬
[00:06:13.440 --> 00:06:15.400]  他們的歷史進程
[00:06:15.400 --> 00:06:19.120]  可以用五個負面的因素去解釋
[00:06:19.120 --> 00:06:21.960]  第一個是貪婪
[00:06:21.960 --> 00:06:24.600]  原來當有戰爭開始的時候
[00:06:24.600 --> 00:06:27.560]  其中有一個原因就是有人貪
[00:06:27.560 --> 00:06:29.880]  所以才要打人家
[00:06:29.880 --> 00:06:31.800]  第二個是驕傲
[00:06:31.800 --> 00:06:33.200]  有些人覺得
[00:06:33.200 --> 00:06:35.360]  為什麼他有的東西
[00:06:35.360 --> 00:06:36.880]  我也要有
[00:06:36.880 --> 00:06:38.480]  我覺得我比他厲害
[00:06:38.480 --> 00:06:40.480]  所以我要搶了他回來
[00:06:40.480 --> 00:06:41.560]  驕傲
[00:06:41.560 --> 00:06:44.280]  第三個是嫉妒
[00:06:44.280 --> 00:06:46.520]  嫉妒就是看不過眼
[00:06:46.520 --> 00:06:47.440]  為什麼他有
[00:06:47.440 --> 00:06:48.680]  我沒有
[00:06:48.680 --> 00:06:51.240]  第四個是為了生存
[00:06:51.240 --> 00:06:53.000]  當你研究羅馬歷史的時候
[00:06:53.000 --> 00:06:55.760]  你發覺很多旁邊的小國家
[00:06:55.760 --> 00:06:56.840]  或者他自己
[00:06:56.840 --> 00:06:58.080]  當是小國的時候
[00:06:58.080 --> 00:06:59.360]  他為了生存
[00:06:59.360 --> 00:07:00.720]  他要做很多事
[00:07:00.720 --> 00:07:04.040]  確保自己的生存價值
[00:07:04.040 --> 00:07:05.720]  或者可以繼續存在
[00:07:05.720 --> 00:07:08.040]  第五個是報仇
[00:07:08.040 --> 00:07:10.200]  當有人被打完之後
[00:07:10.200 --> 00:07:12.080]  他們心心不忿
[00:07:12.080 --> 00:07:13.920]  他要打回人家
[00:07:13.920 --> 00:07:17.240]  羅馬是這樣發展
[00:07:17.240 --> 00:07:17.920]  第一
[00:07:17.920 --> 00:07:19.680]  初代的教會
[00:07:19.680 --> 00:07:22.040]  同樣是這五個因素
[00:07:22.040 --> 00:07:24.200]  當我們慢慢看仕途行傳的時候
[00:07:24.200 --> 00:07:26.480]  你會發覺第一間的教會
[00:07:26.480 --> 00:07:31.360]  都是面對著這五個負面的困難
[00:07:31.360 --> 00:07:31.840]  第一
[00:07:31.840 --> 00:07:33.200]  講到貪婪
[00:07:33.200 --> 00:07:35.280]  有一次在菲拉比
[00:07:35.280 --> 00:07:38.600]  當保羅趕走了一個邪靈
[00:07:38.600 --> 00:07:40.800]  在一個婢女
[00:07:40.800 --> 00:07:43.720]  即是一個大戶人家的工人
[00:07:43.720 --> 00:07:45.640]  被鬼附
[00:07:45.640 --> 00:07:49.640]  然後保羅將那個邪靈趕了出來
[00:07:49.640 --> 00:07:52.240]  誰知道反而主人不喜歡
[00:07:52.240 --> 00:07:53.200]  為什麼呢?
[00:07:53.200 --> 00:07:54.920]  因為這個人有了邪靈之後
[00:07:54.920 --> 00:07:56.160]  即是他的僕人
[00:07:56.160 --> 00:07:58.320]  原來可以預測一些東西
[00:07:58.320 --> 00:07:59.720]  原來這個主人
[00:07:59.720 --> 00:08:02.400]  就是用他來賺錢
[00:08:02.400 --> 00:08:05.760]  結果你趕走了那個邪靈
[00:08:05.760 --> 00:08:08.280]  令到他不可以再幫我賺錢
[00:08:08.280 --> 00:08:12.280]  結果那個人為了貪婪的主人
[00:08:12.280 --> 00:08:14.320]  然後他就去報官
[00:08:14.320 --> 00:08:16.480]  讓人抓了保羅
[00:08:16.480 --> 00:08:18.320]  抓了保羅去坐牢之後
[00:08:18.320 --> 00:08:19.480]  那個官講明
[00:08:19.480 --> 00:08:22.960]  請你嚴嚴地看守著他
[00:08:22.960 --> 00:08:24.960]  結果保羅那一晚
[00:08:24.960 --> 00:08:25.640]  在那裡做什麼呢?
[00:08:25.640 --> 00:08:27.280]  被人抓去坐牢
[00:08:27.280 --> 00:08:29.600]  他在那裡唱詩歌
[00:08:29.600 --> 00:08:31.160]  他在那裡祈禱
[00:08:31.160 --> 00:08:32.640]  一路唱詩歌的時候
[00:08:32.640 --> 00:08:35.080]  那些囚犯一路質疑聽
[00:08:35.080 --> 00:08:36.280]  聖經說
[00:08:36.280 --> 00:08:38.960]  然後忽然地帶震動
[00:08:38.960 --> 00:08:40.840]  地基都搖撼
[00:08:40.840 --> 00:08:42.880]  然後所有門都打開了
[00:08:42.880 --> 00:08:45.440]  然後鐵鍊都松開了
[00:08:45.440 --> 00:08:47.520]  哇!然後那個玉珠醒了之後
[00:08:47.520 --> 00:08:48.120]  一衝去
[00:08:48.120 --> 00:08:50.320]  看到整個監房的門都開了
[00:08:50.320 --> 00:08:51.680]  鐵鍊都松了
[00:08:51.680 --> 00:08:53.240]  那個玉珠想怎麼樣?
[00:08:53.240 --> 00:08:54.680]  想自殺啊
[00:08:54.680 --> 00:08:57.480]  因為背不起這只這麼大的鑊子
[00:08:57.480 --> 00:08:58.920]  然後他一自殺的時候
[00:08:58.920 --> 00:09:00.760]  保羅就大聲叫
[00:09:00.760 --> 00:09:02.240]  不要傷害自己
[00:09:02.240 --> 00:09:05.000]  我們都在這裡
[00:09:05.000 --> 00:09:06.280]  哇!結果
[00:09:06.280 --> 00:09:09.640]  他有機會和那個玉珠傳福音
[00:09:09.640 --> 00:09:12.320]  然後那個玉珠信了耶穌
[00:09:12.320 --> 00:09:15.040]  然後再帶著保羅去他家請他吃飯
[00:09:15.040 --> 00:09:17.080]  他家裡都信了耶穌
[00:09:17.080 --> 00:09:20.400]  福音也是這樣傳開了
[00:09:20.400 --> 00:09:22.760]  另一個關於驕傲
[00:09:22.760 --> 00:09:25.480]  就是當時史提反
[00:09:25.480 --> 00:09:28.920]  周圍和人家去講關於耶穌的事情
[00:09:28.920 --> 00:09:31.520]  也有很多人在不同的會堂
[00:09:31.520 --> 00:09:32.640]  看不順眼
[00:09:32.640 --> 00:09:34.920]  然後想和他辯論
[00:09:34.920 --> 00:09:39.040]  他們覺得自己的道理比仕途好
[00:09:39.040 --> 00:09:42.840]  但結果又是不夠史提反講
[00:09:42.840 --> 00:09:44.400]  結果他走了
[00:09:44.400 --> 00:09:46.320]  第三,嫉妒
[00:09:46.320 --> 00:09:49.400]  當保羅周圍去和人講道的時候
[00:09:49.400 --> 00:09:51.400]  很多人聽保羅講道
[00:09:51.400 --> 00:09:54.480]  結果其他人就去嫉妒保羅
[00:09:54.480 --> 00:09:58.680]  然後又是想抓保羅去下監
[00:09:58.680 --> 00:10:01.720]  第四,關於生存
[00:10:01.720 --> 00:10:05.960]  當使徒保羅一直去傳很多福音的時候
[00:10:05.960 --> 00:10:07.280]  保羅傳什麼福音?
[00:10:07.280 --> 00:10:11.520]  就是我們今天領受主餐的這個信息
[00:10:11.520 --> 00:10:15.560]  耶穌已經做了那個大祭司
[00:10:15.560 --> 00:10:18.440]  我們再不需要地上的祭司了
[00:10:18.440 --> 00:10:19.240]  我想問
[00:10:19.240 --> 00:10:23.840]  那影響了哪些人的生存?
[00:10:23.840 --> 00:10:27.400]  影響正在做祭司的那些
[00:10:27.400 --> 00:10:28.680]  影響正在做的
[00:10:28.680 --> 00:10:30.080]  那時候做祭司
[00:10:30.080 --> 00:10:32.520]  他要負責去獻祭
[00:10:32.520 --> 00:10:35.600]  獻祭就是需要什麼?
[00:10:35.600 --> 00:10:36.960]  祭生
[00:10:36.960 --> 00:10:37.960]  大家還記不記得
[00:10:37.960 --> 00:10:40.120]  耶穌有一天進去一個地方
[00:10:40.120 --> 00:10:41.960]  推倒兌換銀錢的人
[00:10:41.960 --> 00:10:44.880]  就因為那些人將上帝的電
[00:10:44.880 --> 00:10:46.120]  變成一個賊窩
[00:10:46.120 --> 00:10:47.640]  只是買賣
[00:10:47.640 --> 00:10:50.960]  祭司要靠收那些錢
[00:10:50.960 --> 00:10:52.400]  你可以說是回傭
[00:10:52.400 --> 00:10:53.760]  然後生存
[00:10:53.760 --> 00:10:55.240]  如果沒有了祭司
[00:10:55.240 --> 00:10:57.040]  不需要再獻祭的話
[00:10:57.040 --> 00:10:58.680]  他都不需要這份工作
[00:10:58.680 --> 00:10:59.600]  因為這樣
[00:10:59.600 --> 00:11:01.760]  他又要迫害使徒
[00:11:01.760 --> 00:11:03.840]  迫害保羅
[00:11:03.840 --> 00:11:05.520]  而去到第五
[00:11:05.520 --> 00:11:07.480]  是報仇
[00:11:07.480 --> 00:11:09.400]  有一次當保羅說
[00:11:09.400 --> 00:11:14.600]  你們不要再拜那些人手所做的偶像了
[00:11:14.600 --> 00:11:16.240]  那時候在那個地區
[00:11:16.240 --> 00:11:19.760]  有其中一個行業是很發達的
[00:11:19.760 --> 00:11:22.480]  就是做銀的偶像
[00:11:22.480 --> 00:11:24.320]  結果你令到整個
[00:11:24.320 --> 00:11:26.120]  你可以說是工會
[00:11:26.120 --> 00:11:27.320]  沒有收入
[00:11:27.320 --> 00:11:28.160]  沒得做
[00:11:28.160 --> 00:11:32.920]  結果那幫人要找保羅來報仇
[00:11:32.920 --> 00:11:34.240]  各位弟兄姐妹
[00:11:34.240 --> 00:11:36.440]  原來初代的教會
[00:11:36.440 --> 00:11:37.960]  初期的教會
[00:11:37.960 --> 00:11:43.200]  他面對著都是這五個負面的因素
[00:11:43.200 --> 00:11:46.680]  但是福音不但沒有被禁止
[00:11:46.680 --> 00:11:48.960]  反而一直傳開
[00:11:48.960 --> 00:11:51.960]  只是用了三十年的時間
[00:11:51.960 --> 00:11:54.280]  教會已經傳遍了
[00:11:54.280 --> 00:11:57.920]  羅馬的帝國主要城市都有教會
[00:11:57.920 --> 00:12:00.600]  原本一幫是愚夫的
[00:12:00.600 --> 00:12:03.040]  變成了偉大的報道家
[00:12:03.040 --> 00:12:05.240]  原本一幫是退縮的
[00:12:05.240 --> 00:12:06.760]  當耶穌一被人抓的時候
[00:12:06.760 --> 00:12:08.080]  全部都走了
[00:12:08.080 --> 00:12:09.440]  但是竟然變成
[00:12:09.440 --> 00:12:14.480]  可以夠膽和最大的宗教領袖來抗衡
[00:12:14.480 --> 00:12:17.000]  只有一個原因
[00:12:17.000 --> 00:12:19.240]  這個最關鍵的原因
[00:12:19.240 --> 00:12:22.240]  就是上帝的計劃
[00:12:22.240 --> 00:12:24.720]  上帝自己開始了這個計劃
[00:12:24.720 --> 00:12:27.200]  祂會帶領 祂會成就
[00:12:27.200 --> 00:12:30.800]  實行上帝的計劃是需要有人的
[00:12:30.800 --> 00:12:32.520]  上帝是選了一些人
[00:12:32.520 --> 00:12:36.680]  去實現祂這個福音抗戰的救贖計劃
[00:12:36.680 --> 00:12:40.080]  第一個祂選了哪一個人呢?
[00:12:40.080 --> 00:12:44.080]  第一個祂選了耶穌
[00:12:44.080 --> 00:12:49.120]  你猜耶穌何時知道祂是這個計劃的一部分呢?
[00:12:49.120 --> 00:12:54.040]  你猜耶穌何時知道祂是這個計劃的一部分呢?
[00:12:54.040 --> 00:12:56.880]  至少如果聖經有記載
[00:12:56.880 --> 00:12:59.200]  應該是多少歲呢?
[00:12:59.200 --> 00:13:02.440]  是12歲
[00:13:02.440 --> 00:13:05.000]  你怎麼知道是12歲呢?
[00:13:05.000 --> 00:13:07.680]  在聖經有一次說到
[00:13:07.680 --> 00:13:09.320]  剛才說的《使徒凌鈞》一章一節
[00:13:09.320 --> 00:13:13.160]  就是論到耶穌開頭的一切
[00:13:13.160 --> 00:13:14.520]  有一年就是
[00:13:14.520 --> 00:13:17.120]  應該說每一年的逾越節
[00:13:17.120 --> 00:13:21.040]  耶穌都會和祂的父母上耶路撒冷
[00:13:21.040 --> 00:13:22.360]  聖經就說
[00:13:22.360 --> 00:13:25.200]  當祂在路加福音2:42
[00:13:25.200 --> 00:13:26.960]  當祂12歲的時候
[00:13:26.960 --> 00:13:30.240]  他們按著節期的規矩上去守節
[00:13:30.240 --> 00:13:31.680]  守完節了
[00:13:31.680 --> 00:13:33.120]  回家了
[00:13:33.120 --> 00:13:34.200]  然後
[00:13:34.200 --> 00:13:38.240]  誰知道耶穌就繼續在耶路撒冷沒有走
[00:13:38.240 --> 00:13:41.640]  但是爸爸媽媽就以為耶穌在跟隨
[00:13:41.640 --> 00:13:42.560]  大家幻想一下
[00:13:42.560 --> 00:13:44.440]  你帶了小朋友
[00:13:44.440 --> 00:13:46.040]  去了Long weekend
[00:13:46.040 --> 00:13:47.200]  不知道去了哪裡
[00:13:47.200 --> 00:13:48.720]  然後你們就和人一起走了
[00:13:48.720 --> 00:13:49.720]  很開心的
[00:13:49.720 --> 00:13:50.840]  購物完
[00:13:50.840 --> 00:13:53.000]  拿著一袋二袋的回去
[00:13:53.000 --> 00:13:54.240]  誰知道你走著走著
[00:13:54.240 --> 00:13:55.600]  走了一天
[00:13:55.600 --> 00:13:56.800]  可能是晚上了
[00:13:56.800 --> 00:13:57.320]  然後想著
[00:13:57.320 --> 00:13:59.600]  哎呀 兒子還沒來找東西吃呢
[00:13:59.600 --> 00:14:02.160]  誰知道兒子不在
[00:14:02.160 --> 00:14:03.840]  我不知道你怕不怕呢
[00:14:03.840 --> 00:14:05.440]  很怕啊
[00:14:05.440 --> 00:14:07.520]  結果他們再沿路
[00:14:07.520 --> 00:14:09.000]  走回頭
[00:14:09.000 --> 00:14:11.520]  找了三天才找到
[00:14:11.520 --> 00:14:12.520]  哇
[00:14:12.520 --> 00:14:15.280]  敬祝三天
[00:14:15.280 --> 00:14:18.520]  然後在《路加福音2:48》說什麼呢?
[00:14:18.520 --> 00:14:21.120]  他父母看見很稀奇
[00:14:21.120 --> 00:14:21.920]  稀奇什麼呢?
[00:14:21.920 --> 00:14:23.080]  因為他回到家的時候
[00:14:23.080 --> 00:14:25.000]  看到耶穌和那些的
[00:14:25.000 --> 00:14:25.920]  民事啊
[00:14:25.920 --> 00:14:27.280]  和那些的長老
[00:14:27.280 --> 00:14:30.040]  在那裡聊得很投契之余
[00:14:30.040 --> 00:14:31.240]  連那些的民事
[00:14:31.240 --> 00:14:32.920]  那些法利塞人還很驚訝
[00:14:32.920 --> 00:14:34.840]  一個12歲的小朋友
[00:14:34.840 --> 00:14:37.160]  竟然可以和他們對答
[00:14:37.160 --> 00:14:40.280]  問了很多很有意思的問題
[00:14:40.280 --> 00:14:42.640]  但始終父母都是人來的
[00:14:42.640 --> 00:14:44.440]  他和耶穌說
[00:14:44.440 --> 00:14:46.480]  兒子啊
[00:14:46.480 --> 00:14:50.040]  為什麼你對我做這些事啊?
[00:14:50.040 --> 00:14:51.760]  找了你三天三夜
[00:14:51.760 --> 00:14:52.520]  兒子
[00:14:52.520 --> 00:14:55.000]  為什麼你這樣對我們?
[00:14:55.000 --> 00:14:55.480]  然後他說
[00:14:55.480 --> 00:14:56.280]  你看
[00:14:56.280 --> 00:15:00.640]  爸爸和我多傷心來找你
[00:15:00.640 --> 00:15:01.880]  耶穌怎麼回答?
[00:15:01.880 --> 00:15:02.880]  你記不記得?
[00:15:02.880 --> 00:15:05.320]  如果你是耶穌的父母呢
[00:15:05.320 --> 00:15:07.160]  不知道你會怎麼反應呢?
[00:15:07.160 --> 00:15:07.680]  他不是說
[00:15:07.680 --> 00:15:09.880]  對不起啊 父母
[00:15:09.880 --> 00:15:11.640]  他說什麼?
[00:15:11.640 --> 00:15:12.600]  耶穌說
[00:15:12.600 --> 00:15:14.720]  你為什麼找我啊?
[00:15:14.720 --> 00:15:15.840]  兒子這麼說
[00:15:15.840 --> 00:15:17.680]  你為什麼找我啊?
[00:15:17.680 --> 00:15:18.200]  耶穌說
[00:15:18.200 --> 00:15:19.240]  為什麼你找我呢?
[00:15:19.240 --> 00:15:25.520]  豈不知我應當以我父的事為念嗎?
[00:15:25.520 --> 00:15:26.520]  大家留意
[00:15:26.520 --> 00:15:28.680]  應當
[00:15:28.680 --> 00:15:31.600]  如果是有一個計劃的話
[00:15:31.600 --> 00:15:33.240]  中間有些部分
[00:15:33.240 --> 00:15:34.080]  有些人
[00:15:34.080 --> 00:15:37.120]  一定是應當去做那些事情
[00:15:37.120 --> 00:15:41.560]  才可以確保那個計劃得以實現
[00:15:41.560 --> 00:15:43.080]  而耶穌就知道
[00:15:43.080 --> 00:15:46.320]  祂應當是這樣做
[00:15:46.320 --> 00:15:48.000]  而在《使徒行傳》2:23
[00:15:48.000 --> 00:15:49.320]  祂說
[00:15:49.320 --> 00:15:53.160]  「他既按著神的定旨」
[00:15:53.160 --> 00:15:55.960]  上帝定了的旨意的計劃
[00:15:55.960 --> 00:15:58.880]  要耶穌去交給人
[00:15:58.880 --> 00:16:00.960]  然後流血
[00:16:00.960 --> 00:16:04.080]  在十字架被殺
[00:16:04.080 --> 00:16:05.880]  這是整個計劃
[00:16:05.880 --> 00:16:08.560]  當講完受苦之後
[00:16:08.560 --> 00:16:09.560]  聖經繼續說
[00:16:09.560 --> 00:16:12.240]  耶穌復活有四十天
[00:16:12.240 --> 00:16:13.880]  與門徒相處
[00:16:13.880 --> 00:16:16.040]  講了很多關於神國的事
[00:16:16.040 --> 00:16:19.560]  然後講了一節很重要的經文
[00:16:19.560 --> 00:16:23.360]  我們應該全部人都會背這段經文
[00:16:23.360 --> 00:16:24.480]  耶穌說
[00:16:24.480 --> 00:16:26.760]  「聖靈降臨在你們身上的時候
[00:16:26.760 --> 00:16:29.280]  你們必得著能力
[00:16:29.280 --> 00:16:31.960]  並要在耶路撒冷猶太全地
[00:16:31.960 --> 00:16:34.880]  和撒瑪利亞直到地極
