
[00:00:00.000 --> 00:00:05.480]  好 等一會讓我們在聆聽主導的意思
[00:05:24.480 --> 00:05:27.080]  讓我們進一步去認識一個屬神的人
[00:05:27.080 --> 00:05:33.080]  是如何去忠誠勇敢地去宣佈上帝的啟示
[00:05:33.080 --> 00:05:35.080]  在一個歷史洪流當中
[00:05:35.080 --> 00:05:39.080]  而引發了一個翻天覆地的發展
[00:05:39.080 --> 00:05:41.080]  讓我們再次去看看這段聖經講什麼
[00:05:41.080 --> 00:05:43.080]  如果大家有聖經的話
[00:05:43.080 --> 00:05:48.080]  我們再次一同打開但爾利書第二章
[00:05:48.080 --> 00:05:52.080]  從第36至下半節一直讀到第45節
[00:05:52.080 --> 00:05:53.080]  我們再讀一次
[00:05:53.080 --> 00:05:55.080]  就算讓經文更加使我們熟悉
[00:05:55.080 --> 00:05:57.080]  裡面所記載的什麼
[00:05:57.080 --> 00:05:59.080]  我們找到之後一起讀
[00:05:59.080 --> 00:06:04.080]  我們在王面前要講解那夢
[00:06:04.080 --> 00:06:08.080]  王啊!你是諸王之王
[00:06:08.080 --> 00:06:16.080]  天上的神已將國度、權柄、能力、尊榮都賜給你
[00:06:16.080 --> 00:06:20.080]  凡世人所住之地的走獸
[00:06:20.080 --> 00:06:22.080]  並天空都飛了
[00:06:22.080 --> 00:06:25.080]  他都交付你手
[00:06:25.080 --> 00:06:28.080]  使你掌管這一切
[00:06:28.080 --> 00:06:31.080]  你就是那金頭
[00:06:31.080 --> 00:06:36.080]  在你以後必另興一國
[00:06:36.080 --> 00:06:38.080]  不及於你
[00:06:38.080 --> 00:06:40.080]  又有第三國
[00:06:40.080 --> 00:06:42.080]  就是同的
[00:06:42.080 --> 00:06:44.080]  必掌管天下
[00:06:44.080 --> 00:06:46.080]  第四國
[00:06:46.080 --> 00:06:48.080]  必堅壯如鐵
[00:06:48.080 --> 00:06:52.080]  鐵能打碎黑製白物
[00:06:52.080 --> 00:06:54.080]  又能壓碎一切
[00:06:54.080 --> 00:06:59.080]  那國也必打碎壓制裂國
[00:06:59.080 --> 00:07:04.080]  你既堅壯的腳和腳趾頭
[00:07:04.080 --> 00:07:07.080]  一半是堯壯的泥
[00:07:07.080 --> 00:07:09.080]  一半是鐵
[00:07:09.080 --> 00:07:12.080]  那國將來也必分開
[00:07:12.080 --> 00:07:16.080]  你既堅鐵與泥參擇
[00:07:16.080 --> 00:07:19.080]  那國也必有鐵的力量
[00:07:19.080 --> 00:07:23.080]  那腳趾頭既是半鐵半泥
[00:07:23.080 --> 00:07:26.080]  那國也必半強半弱
[00:07:26.080 --> 00:07:30.080]  你既堅鐵與泥參擇
[00:07:30.080 --> 00:07:34.080]  那國民也必與各種人參擇
[00:07:34.080 --> 00:07:37.080]  卻不能彼此相合
[00:07:37.080 --> 00:07:41.080]  正如鐵與泥不能組合一樣
[00:07:41.080 --> 00:07:44.080]  當那裂黃在位的時候
[00:07:44.080 --> 00:07:47.080]  天上的神必另立一國
[00:07:47.080 --> 00:07:49.080]  永不敗位
[00:07:49.080 --> 00:07:52.080]  也不歸別國的人
[00:07:52.080 --> 00:07:56.080]  就要打碎滅絕那一切國
[00:07:56.080 --> 00:07:59.080]  這國必存到永遠
[00:07:59.080 --> 00:08:03.080]  你既看見非人所作出來的
[00:08:03.080 --> 00:08:06.080]  一塊石頭從山而出
[00:08:06.080 --> 00:08:10.080]  打碎金銀和鐵泥
[00:08:10.080 --> 00:08:13.080]  那就是至大的神
[00:08:13.080 --> 00:08:17.080]  把後來必有的事給王指明
[00:08:17.080 --> 00:08:20.080]  這夢準是這樣
[00:08:20.080 --> 00:08:23.080]  這講解也是確實的
[00:08:23.080 --> 00:08:27.080]  在上一堂或上一段經文
[00:08:27.080 --> 00:08:29.080]  我們已經看了
[00:08:29.080 --> 00:08:33.080]  哪一個才是真正掌管
[00:08:33.080 --> 00:08:36.080]  國道興衰的主宰
[00:08:36.080 --> 00:08:40.080]  原來就是天上的神
[00:08:40.080 --> 00:08:43.080]  而在同一段經文裡
[00:08:43.080 --> 00:08:46.080]  但爾理也解答了
[00:08:46.080 --> 00:08:51.080]  尼泊爾王第一個的挑戰
[00:08:51.080 --> 00:08:53.080]  就是解夢的人
[00:08:53.080 --> 00:08:58.080]  連夢的內容都要陳述出來
[00:08:58.080 --> 00:09:01.080]  但爾理做到了
[00:09:01.080 --> 00:09:04.080]  但爾理清楚知道這個訊息
[00:09:04.080 --> 00:09:07.080]  未必那麼容易接受
[00:09:07.080 --> 00:09:15.080]  因為這個訊息是衝著尼泊爾王知道而寫的
[00:09:15.080 --> 00:09:19.080]  在我們看見的種種情況下
[00:09:19.080 --> 00:09:22.080]  但爾理首先做了一件事
[00:09:22.080 --> 00:09:29.080]  至少讓當時的王的長官亞略
[00:09:29.080 --> 00:09:35.080]  免除了他要去殺死所有巴比倫國的
[00:09:35.080 --> 00:09:43.080]  哲士、術士、占卜、官星等的迦勒底人士
[00:09:43.080 --> 00:09:54.080]  免除了他陷入殺人的胸口、劊子手的位置
[00:09:54.080 --> 00:09:58.080]  完全合上帝心意的行為
[00:09:58.080 --> 00:10:00.080]  來到這段聖經
[00:10:00.080 --> 00:10:07.080]  他既然明白了這個夢裡的內容
[00:10:07.080 --> 00:10:11.080]  上帝最重要的目的是什麼
[00:10:11.080 --> 00:10:13.080]  上次已經說過了
[00:10:13.080 --> 00:10:14.080]  兩個很重要的目的
[00:10:14.080 --> 00:10:15.080]  第一
[00:10:15.080 --> 00:10:20.080]  要向尼泊爾王顯明奧秘的事
[00:10:20.080 --> 00:10:26.080]  上主將要行在他身上的事的一一詳細情況
[00:10:26.080 --> 00:10:27.080]  他要知道
[00:10:27.080 --> 00:10:31.080]  但同時間也要讓王明白
[00:10:31.080 --> 00:10:37.080]  但爾理在這個過程中不是去謀取個人利益
[00:10:37.080 --> 00:10:45.080]  而是向天上的主作出盡忠的侍奉
[00:10:45.080 --> 00:10:49.080]  但爾理在這個前設之下
[00:10:49.080 --> 00:10:52.080]  介紹了夢內容
[00:10:52.080 --> 00:10:54.080]  現在進入了他的棄欲
[00:10:54.080 --> 00:11:01.080]  這個棄欲就是要將夢的內容逐步陳述出來
[00:11:01.080 --> 00:11:04.080]  第一件事
[00:11:04.080 --> 00:11:07.080]  但爾理要做的
[00:11:07.080 --> 00:11:12.080]  就是讚揚源於上帝的授予
[00:11:12.080 --> 00:11:15.080]  這個恩典
[00:11:15.080 --> 00:11:20.080]  來到巴比倫王的身上
[00:11:20.080 --> 00:11:29.080]  這就是第36節的下半節至第38節所介紹的內容
[00:11:29.080 --> 00:11:33.080]  我們去看看內容是說什麼
[00:11:33.080 --> 00:11:40.080]  他說接下來要解釋這個夢的詳細內容
[00:11:40.080 --> 00:11:45.080]  第37節開始這樣說
[00:11:45.080 --> 00:11:48.080]  他說:王啊
[00:11:48.080 --> 00:11:54.080]  我想當你看到這個時候
[00:11:54.080 --> 00:11:58.080]  用這個陳述去介紹尼泊爾王
[00:11:58.080 --> 00:12:01.080]  你已經開始不舒服
[00:12:01.080 --> 00:12:04.080]  為什麼你會覺得不舒服呢?
[00:12:04.080 --> 00:12:05.080]  大家不要忘記
[00:12:05.080 --> 00:12:08.080]  但爾理是一個什麼人的背景
[00:12:08.080 --> 00:12:13.080]  他是一個猶太人的皇族的背景
[00:12:13.080 --> 00:12:17.080]  他是秘魯的年青一員
[00:12:17.080 --> 00:12:20.080]  你現在去到外國的地方
[00:12:20.080 --> 00:12:26.080]  而且這是努力家園的國家主宰的面前
[00:12:26.080 --> 00:12:32.080]  你竟然向他稱為王
[00:12:32.080 --> 00:12:35.080]  你已經覺得很不舒服了
[00:12:35.080 --> 00:12:37.080]  看下去
[00:12:37.080 --> 00:12:42.080]  你是諸王之王
[00:12:42.080 --> 00:12:47.080]  他不單稱他尼泊爾王是王
[00:12:47.080 --> 00:12:53.080]  而且他將尼泊爾王介紹為王中之王
[00:12:53.080 --> 00:12:56.080]  在神學上
[00:12:56.080 --> 00:12:58.080]  我相信你讀到這裡
[00:12:58.080 --> 00:13:01.080]  你更加覺得不舒服了
[00:13:01.080 --> 00:13:03.080]  因為我們經常覺得
[00:13:03.080 --> 00:13:07.080]  能夠配稱為萬王之王、萬主之主
[00:13:07.080 --> 00:13:09.080]  只有一個人
[00:13:09.080 --> 00:13:10.080]  不是人,對不起
[00:13:10.080 --> 00:13:12.080]  是上帝
[00:13:12.080 --> 00:13:16.080]  或者甚至有人說是耶穌
[00:13:16.080 --> 00:13:18.080]  不要緊,誰都不要緊
[00:13:18.080 --> 00:13:28.080]  怎能夠用在一個老弱的君王尼泊爾王中呢?
[00:13:28.080 --> 00:13:31.080]  不單稱他為王
[00:13:31.080 --> 00:13:36.080]  不單稱他為萬王之王
[00:13:36.080 --> 00:13:39.080]  而且我們再看這句話
[00:13:39.080 --> 00:13:48.080]  天上的神已將國道權並能力尊榮都賜給你
[00:13:48.080 --> 00:13:53.080]  這裡有個字眼叫做國道
[00:13:53.080 --> 00:13:57.080]  國道這個字眼在希伯來文裡
[00:13:57.080 --> 00:14:06.080]  和剛剛所用到的王與萬王之王裡的字根是一模一樣
[00:14:06.080 --> 00:14:09.080]  叫做Malak
[00:14:09.080 --> 00:14:15.080]  當你讀完這裡第37節的時候
[00:14:15.080 --> 00:14:19.080]  你應該覺得很困擾
[00:14:19.080 --> 00:14:22.080]  如果你作為一個信徒
[00:14:22.080 --> 00:14:26.080]  為什麼一個被擄的但爾利
[00:14:26.080 --> 00:14:31.080]  由猶太地、猶大地被擄到巴比倫
[00:14:31.080 --> 00:14:36.080]  是不是他在這個過程中出了什麼問題
[00:14:36.080 --> 00:14:38.080]  是不是神經有問題
[00:14:38.080 --> 00:14:40.080]  是不是被人洗腦了
[00:14:40.080 --> 00:14:43.080]  是不是在這一刻覺得自己有富貴
[00:14:43.080 --> 00:14:46.080]  所以不需要再想前事不計
[00:14:46.080 --> 00:14:49.080]  正所謂舊夢不衰記
[00:14:49.080 --> 00:14:51.080]  是不是這樣
[00:14:51.080 --> 00:14:58.080]  於是乎他就稱現在即使這是老弱你國家的王尼泊爾尼沙王
[00:14:58.080 --> 00:15:03.080]  都無所謂不單一次叫他王
[00:15:03.080 --> 00:15:06.080]  不單第二次叫他王中之王
[00:15:06.080 --> 00:15:13.080]  並且第三次說你的王權國道是上帝給你
[00:15:13.080 --> 00:15:21.080]  丁之梅很多信徒讀到這裡的時候
[00:15:21.080 --> 00:15:23.080]  就會指控但爾利
[00:15:23.080 --> 00:15:28.080]  當然你也有記兩三分的
[00:15:28.080 --> 00:15:30.080]  因為他先知
[00:15:30.080 --> 00:15:32.080]  所以不要給他這麼拼命
[00:15:32.080 --> 00:15:36.080]  但如果他是和你同教會的人
[00:15:36.080 --> 00:15:38.080]  一起會在巴比倫裡
[00:15:38.080 --> 00:15:41.080]  和會友一起被擄
[00:15:41.080 --> 00:15:43.080]  你會怎麼想
[00:15:43.080 --> 00:15:46.080]  你縮了嗎
[00:15:46.080 --> 00:15:48.080]  你是不是在這個時候
[00:15:48.080 --> 00:15:52.080]  看到自己可以安居樂業
[00:15:52.080 --> 00:15:56.080]  在外邦的人就算受敵在前
[00:15:56.080 --> 00:15:58.080]  你甚至要服侍他
[00:15:58.080 --> 00:16:00.080]  為他解夢
[00:16:00.080 --> 00:16:02.080]  分憂解難
[00:16:02.080 --> 00:16:06.080]  你在所不計都稱他為王
[00:16:06.080 --> 00:16:12.080]  剛才丁之梅說牧師你誤會了
[00:16:12.080 --> 00:16:14.080]  可能他知道他死定了
[00:16:14.080 --> 00:16:18.080]  所以現在幸災樂禍
[00:16:18.080 --> 00:16:20.080]  只是質他
[00:16:20.080 --> 00:16:21.080]  叫他做王
[00:16:21.080 --> 00:16:22.080]  捧他上天
[00:16:22.080 --> 00:16:23.080]  等他死定
[00:16:23.080 --> 00:16:25.080]  因為接下來我們會知道
[00:16:25.080 --> 00:16:27.080]  他的夢解釋的內容
[00:16:27.080 --> 00:16:32.080]  原來他的國道會毀滅
[00:16:32.080 --> 00:16:35.080]  丁之梅
[00:16:35.080 --> 00:16:38.080]  如果我們用這些思想
[00:16:38.080 --> 00:16:41.080]  去理解但爾利
[00:16:41.080 --> 00:16:44.080]  我們對但爾利
[00:16:44.080 --> 00:16:47.080]  對上帝忠誠的心智
[00:16:47.080 --> 00:16:51.080]  是完全沒有領受和領略
[00:16:51.080 --> 00:16:53.080]  我們看的但爾利
[00:16:53.080 --> 00:16:55.080]  只不過是一個唯利是圖的人
[00:16:55.080 --> 00:16:58.080]  為利益而去阿諛奉承
[00:16:58.080 --> 00:17:00.080]  又或者我們去看
[00:17:00.080 --> 00:17:03.080]  但爾利只是一個幸災樂禍的人
[00:17:03.080 --> 00:17:06.080]  看你什麼時候死
[00:17:06.080 --> 00:17:07.080]  我們完全看不到
[00:17:07.080 --> 00:17:12.080]  但爾利為什麼要說這番話
[00:17:12.080 --> 00:17:14.080]  我們多次提及過
[00:17:14.080 --> 00:17:16.080]  但爾利在外邦世界
[00:17:16.080 --> 00:17:21.080]  巴比倫的權力核心皇宮裡
[00:17:21.080 --> 00:17:23.080]  他做任何事
[00:17:23.080 --> 00:17:26.080]  縱使是要侍奉上帝
[00:17:26.080 --> 00:17:28.080]  他不會用特權
[00:17:28.080 --> 00:17:31.080]  他不會用自己超乎別人的能力
[00:17:31.080 --> 00:17:34.080]  於是喜歡怎麼做就怎麼做
[00:17:34.080 --> 00:17:36.080]  我們看過上文
[00:17:36.080 --> 00:17:41.080]  要求管理膳食的宮廷大長官
[00:17:41.080 --> 00:17:44.080]  要求只給白水和菜蔬
[00:17:44.080 --> 00:17:46.080]  不需要吃黃的膳
[00:17:46.080 --> 00:17:48.080]  不需要喝黃的酒
[00:17:48.080 --> 00:17:52.080]  他完全是按照當時的律例
[00:17:52.080 --> 00:17:56.080]  典章和系統來運作
[00:17:56.080 --> 00:18:00.080]  他得到允許才去進行測試
[00:18:00.080 --> 00:18:02.080]  測試十天
[00:18:02.080 --> 00:18:05.080]  看他喝了白水和吃了菜
[00:18:05.080 --> 00:18:08.080]  是否失敗了呢
[00:18:08.080 --> 00:18:12.080]  又或者在亞略的軍官裡
[00:18:12.080 --> 00:18:17.080]  要進行殺害巴比倫的節事
[00:18:17.080 --> 00:18:19.080]  這個命令
[00:18:19.080 --> 00:18:23.080]  他仍然按照宮廷的運作
[00:18:23.080 --> 00:18:29.080]  求亞略引薦自己進去見尼保加利沙皇
[00:18:29.080 --> 00:18:33.080]  縱使他已經進入訓練的最後階段
[00:18:33.080 --> 00:18:38.080]  他有權與尼保加利沙皇直接見面
[00:18:38.080 --> 00:18:41.080]  曾經記載在第一章和第二章裡
[00:18:41.080 --> 00:18:43.080]  但他有沒有這樣做?沒有
[00:18:43.080 --> 00:18:47.080]  按照系統的運作
[00:18:47.080 --> 00:18:49.080]  如果是這樣的話
[00:18:49.080 --> 00:18:54.080]  這裡講解為什麼他這樣稱呼尼保加利沙皇
[00:18:54.080 --> 00:18:57.080]  是萬王之王
[00:18:57.080 --> 00:19:00.080]  他的國度是被上帝成立
[00:19:00.080 --> 00:19:02.080]  我們會看到
[00:19:02.080 --> 00:19:07.080]  但他仍然按照宮廷的命令
[00:19:07.080 --> 00:19:09.080]  他是我們的王
[00:19:09.080 --> 00:19:12.080]  現在在你的王權之下的管治
[00:19:12.080 --> 00:19:15.080]  我稱呼你為王是一個尊重
[00:19:15.080 --> 00:19:20.080]  以前我記得
[00:19:20.080 --> 00:19:24.080]  我剛開始做牧師的時候
[00:19:25.080 --> 00:19:28.080]  有些人很奇怪
[00:19:28.080 --> 00:19:30.080]  接受不了
[00:19:30.080 --> 00:19:35.080]  於是見到我的時候
[00:19:35.080 --> 00:19:39.080]  以前會多說一句Alan或王全道
[00:19:39.080 --> 00:19:42.080]  後來見到我的時候
[00:19:42.080 --> 00:19:44.080]  他那口無言
[00:19:44.080 --> 00:19:48.080]  唯有說我變成了沒有性沒有摸明
[00:19:48.080 --> 00:19:50.080]  為什麼?
[00:19:50.080 --> 00:19:52.080]  說不出口
[00:19:52.080 --> 00:19:54.080]  為什麼他說不出口?
[00:19:54.080 --> 00:19:57.080]  因為他保持自己高高在上
[00:19:57.080 --> 00:19:59.080]  我是老人渣老牧者
[00:19:59.080 --> 00:20:01.080]  我怎能稱呼你為牧師
[00:20:01.080 --> 00:20:07.080]  這種態度
[00:20:07.080 --> 00:20:11.080]  是我們很多信徒不明白的
[00:20:11.080 --> 00:20:14.080]  認為自己做了神的子民
[00:20:14.080 --> 00:20:15.080]  做了基督徒
[00:20:15.080 --> 00:20:16.080]  我們高高在上
[00:20:16.080 --> 00:20:18.080]  超脫在這個世界裡
[00:20:18.080 --> 00:20:20.080]  我喜歡做什麼就做什麼
[00:20:20.080 --> 00:20:22.080]  我們看回這段聖經
[00:20:22.080 --> 00:20:28.080]  但你縱使三次用到王這個字眼
[00:20:28.080 --> 00:20:32.080]  來介紹尼布格尼沙王
[00:20:32.080 --> 00:20:35.080]  但他沒有離開一個很重要的原則
[00:20:35.080 --> 00:20:37.080]  他仍然看到
[00:20:37.080 --> 00:20:39.080]  即使你是我們的王
[00:20:39.080 --> 00:20:42.080]  即使你是諸王之王
[00:20:42.080 --> 00:20:46.080]  縱使你的王權是繼續長存
[00:20:46.080 --> 00:20:48.080]  繼續強大
[00:20:48.080 --> 00:20:54.080]  但這一切都在乎於天上的神
[00:20:54.080 --> 00:20:56.080]  弟兄姊妹
[00:20:56.080 --> 00:20:59.080]  這種就是一個屬靈人的
[00:20:59.080 --> 00:21:02.080]  我們叫做integrity
[00:21:02.080 --> 00:21:05.080]  integrity中文叫什麼?
[00:21:05.080 --> 00:21:07.080]  就是誠信
[00:21:07.080 --> 00:21:11.080]  他對上帝的尊重
[00:21:11.080 --> 00:21:14.080]  縱使他看到所有的東西
[00:21:14.080 --> 00:21:16.080]  好像都不理自己
[00:21:16.080 --> 00:21:20.080]  但他仍然看到這是上帝的安排
[00:21:20.080 --> 00:21:29.080]  我們很多時候對上帝的授予不尊重
[00:21:29.080 --> 00:21:31.080]  例如
[00:21:31.080 --> 00:21:33.080]  上帝有時
[00:21:33.080 --> 00:21:35.080]  譬如用我做例子
[00:21:35.080 --> 00:21:37.080]  我經常
[00:21:37.080 --> 00:21:40.080]  現在最壞就是COVID
[00:21:40.080 --> 00:21:42.080]  COVID完之後
[00:21:42.080 --> 00:21:45.080]  我很多機能上都差了
[00:21:45.080 --> 00:21:47.080]  很明顯是差了
[00:21:47.080 --> 00:21:50.080]  你經常有毛病
[00:21:50.080 --> 00:21:52.080]  專題又有毛病
[00:21:52.080 --> 00:21:54.080]  但在這個過程中
[00:21:54.080 --> 00:21:56.080]  我是否賴上帝
[00:21:56.080 --> 00:21:58.080]  上帝你不保護我呢?
[00:21:58.080 --> 00:22:03.080]  還是我反而在這個過程中
[00:22:03.080 --> 00:22:04.080]  看到上帝
[00:22:04.080 --> 00:22:06.080]  究竟我的身體
[00:22:06.080 --> 00:22:08.080]  年紀其實都大了
[00:22:08.080 --> 00:22:10.080]  逐漸大了
[00:22:10.080 --> 00:22:12.080]  雖然都年輕
[00:22:12.080 --> 00:22:13.080]  不像以前
[00:22:13.080 --> 00:22:15.080]  以前很能拼
[00:22:15.080 --> 00:22:17.080]  拼一塊石板
[00:22:17.080 --> 00:22:19.080]  80磅都這樣捧
[00:22:19.080 --> 00:22:21.080]  現在捧一塊石板80磅
[00:22:21.080 --> 00:22:23.080]  8磅都有點問題
[00:22:23.080 --> 00:22:25.080]  不要說80磅
[00:22:25.080 --> 00:22:28.080]  但在這個過程中
[00:22:28.080 --> 00:22:30.080]  有沒有測驗上帝的心思
[00:22:30.080 --> 00:22:31.080]  為何會這樣
[00:22:31.080 --> 00:22:32.080]  而在這個情況下
[00:22:32.080 --> 00:22:33.080]  我有什麼要調教
[00:22:33.080 --> 00:22:35.080]  去更加配合上帝
[00:22:35.080 --> 00:22:37.080]  讓我在這一刻的侍奉
[00:22:37.080 --> 00:22:39.080]  但以你做得到
[00:22:39.080 --> 00:22:42.080]  但不變的原則
[00:22:42.080 --> 00:22:46.080]  仍然是上帝授予
[00:22:46.080 --> 00:22:49.080]  一切的掌管
[00:22:49.080 --> 00:22:51.080]  地上沒有一個權
[00:22:51.080 --> 00:22:52.080]  並不是源自於上帝
[00:22:52.080 --> 00:22:54.080]  我們遲些在第四章會看到
[00:22:54.080 --> 00:22:56.080]  但以你其實要來報加比沙皇
[00:22:56.080 --> 00:22:58.080]  要清楚明白這一點
[00:22:58.080 --> 00:23:02.080]  當我們在聖經裡
[00:23:02.080 --> 00:23:04.080]  看到這種授予
[00:23:04.080 --> 00:23:06.080]  授權的時候
[00:23:06.080 --> 00:23:09.080]  就讓我們想起創世紀
[00:23:10.080 --> 00:23:13.080]  在創世紀第一章第26節裡
[00:23:13.080 --> 00:23:17.080]  我們記得上帝當創造人的時候
[00:23:17.080 --> 00:23:22.080]  同樣授予人在地上治理這地
[00:23:22.080 --> 00:23:24.080]  這個行動
[00:23:24.080 --> 00:23:29.080]  既然上帝授予利布加尼沙皇
[00:23:29.080 --> 00:23:33.080]  成為當時但以你服務的
[00:23:33.080 --> 00:23:36.080]  君王皇朝的主宰的時候
[00:23:36.080 --> 00:23:37.080]  或者君王的時候
[00:23:37.080 --> 00:23:42.080]  但以你仍然願意尊重他
[00:23:42.080 --> 00:23:45.080]  但同時他沒有忽略了
[00:23:45.080 --> 00:23:51.080]  上帝的絕對最終決定權
[00:23:51.080 --> 00:23:55.080]  而當我們回看
