
[00:00:00.000 --> 00:00:08.440]  第五章 行在地上的天國五廣的第三廣
[00:06:46.640 --> 00:06:50.640]  在讀的時候如果細心去看
[00:06:50.640 --> 00:06:52.640]  我們說他很工整
[00:06:52.640 --> 00:06:54.640]  他的structure是很工整的
[00:06:54.640 --> 00:06:57.640]  這三個儲石你再看的時候
[00:06:57.640 --> 00:07:00.640]  其實有一個公式在那裡
[00:07:00.640 --> 00:07:04.640]  他說你們做的時候就blah blah blah
[00:07:04.640 --> 00:07:07.640]  不可就blah blah blah
[00:07:07.640 --> 00:07:08.640]  不可以做這些事
[00:07:08.640 --> 00:07:10.640]  要blah blah blah就做這些事
[00:07:10.640 --> 00:07:13.640]  所以公式的formula是很清楚的
[00:07:13.640 --> 00:07:15.640]  你們做的時候就要blah blah blah
[00:07:15.640 --> 00:07:17.640]  不可就blah blah blah
[00:07:17.640 --> 00:07:19.640]  要blah blah blah
[00:07:19.640 --> 00:07:21.640]  舉個例子
[00:07:21.640 --> 00:07:23.640]  剛才我們讀的時候
[00:07:23.640 --> 00:07:24.640]  六章二節他講什麼
[00:07:24.640 --> 00:07:26.640]  你施捨的時候
[00:07:26.640 --> 00:07:29.640]  不可在你面前吹號
[00:07:29.640 --> 00:07:33.640]  要叫你施捨的時候
[00:07:33.640 --> 00:07:34.640]  是文在暗中
[00:07:34.640 --> 00:07:37.640]  六章五至六節裡面講禱告的時候
[00:07:37.640 --> 00:07:40.640]  你們禱告的時候是怎樣呢
[00:07:40.640 --> 00:07:43.640]  不可像那假冒為善的人
[00:07:43.640 --> 00:07:45.640]  你禱告的時候
[00:07:45.640 --> 00:07:49.640]  要進入你的內屋關上門
[00:07:49.640 --> 00:07:51.640]  第十六節
[00:07:51.640 --> 00:07:53.640]  第十八節
[00:07:53.640 --> 00:07:56.640]  第十八節他講禁食的時間
[00:07:56.640 --> 00:07:58.640]  禁食的時候
[00:07:58.640 --> 00:08:01.640]  不可像那假冒為善的人
[00:08:01.640 --> 00:08:04.640]  你禁食的時候要梳頭洗臉
[00:08:04.640 --> 00:08:08.640]  不叫人看著你在禁食
[00:08:08.640 --> 00:08:10.640]  這就是很清晰的
[00:08:10.640 --> 00:08:13.640]  三個儲石的formula
[00:08:13.640 --> 00:08:15.640]  做的時候要...
[00:08:15.640 --> 00:08:17.640]  不可...要...
[00:08:17.640 --> 00:08:19.640]  三個儲石之後
[00:08:19.640 --> 00:08:24.640]  每一個施捨的故事
[00:08:24.640 --> 00:08:27.640]  禱告的耶穌引述的故事
[00:08:27.640 --> 00:08:29.640]  禁食的故事
[00:08:29.640 --> 00:08:31.640]  最後的時間
[00:08:31.640 --> 00:08:33.640]  耶穌用這句話來總結
[00:08:33.640 --> 00:08:36.640]  就是你負在暗中察看
[00:08:36.640 --> 00:08:38.640]  必然報答你
[00:08:38.640 --> 00:08:42.640]  不是因為我們讀的時候
[00:08:42.640 --> 00:08:45.640]  我們做的事情要在暗中做
[00:08:45.640 --> 00:08:47.640]  躲在後巷
[00:08:47.640 --> 00:08:50.640]  做的時候房間有燈
[00:08:50.640 --> 00:08:52.640]  關掉它
[00:08:52.640 --> 00:08:56.640]  什麼伸五隻手指都看不到
[00:08:56.640 --> 00:08:58.640]  因為我們在暗中做
[00:08:58.640 --> 00:09:02.640]  所以我們的負在暗中察看
[00:09:02.640 --> 00:09:04.640]  是不是這樣 不是
[00:09:04.640 --> 00:09:06.640]  這句話的時間給我們看見
[00:09:06.640 --> 00:09:08.640]  我們做出來的事情
[00:09:08.640 --> 00:09:11.640]  喇叭是沒有其他人知道
[00:09:11.640 --> 00:09:13.640]  你自己想想
[00:09:13.640 --> 00:09:15.640]  在暗中 黑漆漆的
[00:09:15.640 --> 00:09:16.640]  在後巷做的
[00:09:16.640 --> 00:09:18.640]  是沒有人知道的
[00:09:18.640 --> 00:09:19.640]  沒有人知道
[00:09:19.640 --> 00:09:22.640]  但你負上帝是知道的
[00:09:22.640 --> 00:09:25.640]  這句話同一時間打開我們
[00:09:25.640 --> 00:09:27.640]  更廣泛的視野
[00:09:27.640 --> 00:09:30.640]  我們做的好事
[00:09:30.640 --> 00:09:32.640]  上帝暗中都察看到
[00:09:32.640 --> 00:09:34.640]  我們做的壞事
[00:09:34.640 --> 00:09:38.640]  其實天父上帝都察看到
[00:09:38.640 --> 00:09:40.640]  這裡說的是
[00:09:40.640 --> 00:09:42.640]  你做些好事
[00:09:42.640 --> 00:09:43.640]  其實不是的
[00:09:43.640 --> 00:09:44.640]  一個人看下去的時候
[00:09:44.640 --> 00:09:46.640]  其實假冒為善的那幫人
[00:09:46.640 --> 00:09:48.640]  其實是做些壞事
[00:09:48.640 --> 00:09:49.640]  是不是上帝看不到呢
[00:09:49.640 --> 00:09:51.640]  不是 上帝都看得到
[00:09:51.640 --> 00:09:53.640]  但這裡上帝給我們一個鼓勵
[00:09:53.640 --> 00:09:55.640]  是啊 你做出來的事情
[00:09:55.640 --> 00:09:57.640]  不是以為看得到的
[00:09:57.640 --> 00:10:01.640]  是天父上帝都會在暗中去看
[00:10:01.640 --> 00:10:02.640]  去察看
[00:10:02.640 --> 00:10:03.640]  察看的時候
[00:10:03.640 --> 00:10:04.640]  他說什麼
[00:10:04.640 --> 00:10:07.640]  是必然報答你的
[00:10:07.640 --> 00:10:09.640]  我們會再看報答
[00:10:09.640 --> 00:10:11.640]  或者賞賜是什麼意思
[00:10:11.640 --> 00:10:15.640]  這段經文從第二節開始
[00:10:15.640 --> 00:10:18.640]  到第十八節說三個儲石
[00:10:18.640 --> 00:10:19.640]  剛才說了
[00:10:19.640 --> 00:10:22.640]  施捨 禱告 和禁食
[00:10:22.640 --> 00:10:23.640]  六章一節
[00:10:23.640 --> 00:10:25.640]  剛才我們讀了但沒有特別說
[00:10:25.640 --> 00:10:26.640]  六章一節很有趣
[00:10:26.640 --> 00:10:28.640]  他說你們要小心
[00:10:28.640 --> 00:10:30.640]  這個是很重的提醒
[00:10:30.640 --> 00:10:32.640]  什麼時候要小心
[00:10:32.640 --> 00:10:33.640]  你自己想想
[00:10:33.640 --> 00:10:35.640]  過馬路很多車的時候
[00:10:35.640 --> 00:10:37.640]  很多車啊
[00:10:37.640 --> 00:10:39.640]  你過馬路的時候要特別小心
[00:10:39.640 --> 00:10:41.640]  要小心
[00:10:41.640 --> 00:10:44.640]  又或者打風的時候
[00:10:44.640 --> 00:10:45.640]  出街
[00:10:45.640 --> 00:10:46.640]  小心點
[00:10:46.640 --> 00:10:49.640]  看看招牌有沒有搖搖欲墜
[00:10:49.640 --> 00:10:52.640]  花盆會不會走過高樓大廈的時候
[00:10:52.640 --> 00:10:54.640]  不小心跌下來
[00:10:54.640 --> 00:10:56.640]  要小心
[00:10:56.640 --> 00:10:59.640]  又或者我們很大風的時候
[00:10:59.640 --> 00:11:02.640]  去到海灘那裡
[00:11:02.640 --> 00:11:03.640]  玩水
[00:11:03.640 --> 00:11:05.640]  今天很大浪
[00:11:05.640 --> 00:11:06.640]  很大風
[00:11:06.640 --> 00:11:08.640]  要特別小心
[00:11:08.640 --> 00:11:11.640]  有小朋友的大人要小心
[00:11:11.640 --> 00:11:13.640]  要小心的意思是什麼
[00:11:13.640 --> 00:11:14.640]  要小心就是
[00:11:14.640 --> 00:11:16.640]  原來我們一個不留神的時候
[00:11:16.640 --> 00:11:20.640]  我們就會落在危險的當中
[00:11:20.640 --> 00:11:22.640]  所以耶穌一開始的時候
[00:11:22.640 --> 00:11:23.640]  讀了一節
[00:11:23.640 --> 00:11:25.640]  祂給那些門徒
[00:11:25.640 --> 00:11:27.640]  當然都是給我們
[00:11:27.640 --> 00:11:30.640]  祂說你們是要小心
[00:11:30.640 --> 00:11:32.640]  如果我們不小心
[00:11:32.640 --> 00:11:34.640]  要be aware
[00:11:34.640 --> 00:11:35.640]  be cautious
[00:11:35.640 --> 00:11:39.640]  要特別提高警覺
[00:11:39.640 --> 00:11:42.640]  然後要特別去注意
[00:11:42.640 --> 00:11:44.640]  不然我們很容易
[00:11:44.640 --> 00:11:47.640]  都會落入一個這樣的情況當中
[00:11:47.640 --> 00:11:49.640]  當中
[00:11:49.640 --> 00:11:51.640]  不可將善事
[00:11:51.640 --> 00:11:52.640]  是怎樣說
[00:11:52.640 --> 00:11:54.640]  不可將善事
[00:11:54.640 --> 00:11:57.640]  在人的面前
[00:11:57.640 --> 00:12:00.640]  不可將善事恨在人的面前有沒有問題呢
[00:12:00.640 --> 00:12:01.640]  其實是沒有問題的
[00:12:01.640 --> 00:12:03.640]  問題是後面那句
[00:12:03.640 --> 00:12:07.640]  是故意叫其他人看見
[00:12:07.640 --> 00:12:09.640]  所以這裡出現了
[00:12:09.640 --> 00:12:11.640]  不是你做什麼
[00:12:11.640 --> 00:12:13.640]  善事在說的時候
[00:12:13.640 --> 00:12:16.640]  包括我們剛才看過的那三個向度
[00:12:16.640 --> 00:12:18.640]  耶穌分別所說的
[00:12:18.640 --> 00:12:20.640]  施捨 普告和禁食的向度
[00:12:20.640 --> 00:12:22.640]  對猶太人來說是善事
[00:12:22.640 --> 00:12:25.640]  你不要將善事恨在人的面前
[00:12:25.640 --> 00:12:27.640]  恨在人的面前有沒有問題
[00:12:27.640 --> 00:12:28.640]  是沒有問題
[00:12:28.640 --> 00:12:30.640]  問題就是恨在人的面前的時候
[00:12:30.640 --> 00:12:32.640]  你故意叫他們看見
[00:12:32.640 --> 00:12:35.640]  知道 拍手掌
[00:12:35.640 --> 00:12:37.640]  如果是這樣的話
[00:12:37.640 --> 00:12:38.640]  會說什麼
[00:12:38.640 --> 00:12:41.640]  就不能得到你天賦的賞賜
[00:12:41.640 --> 00:12:43.640]  賞賜
[00:12:43.640 --> 00:12:45.640]  一會兒我們會再看
[00:12:45.640 --> 00:12:47.640]  逐個去看的時候很有趣
[00:12:47.640 --> 00:12:50.640]  所以耶穌就開始說
[00:12:50.640 --> 00:12:53.640]  進入那三個猶太人
[00:12:53.640 --> 00:12:56.640]  關於信仰經典的儲石
[00:12:56.640 --> 00:12:58.640]  你施捨的時候
[00:12:58.640 --> 00:13:02.640]  不可在人的面前
[00:13:02.640 --> 00:13:04.640]  不可在你面前
[00:13:04.640 --> 00:13:09.640]  吹毫盡假冒為善的人在會堂和街道上所行
[00:13:09.640 --> 00:13:12.640]  不可以打鑼打鼓
[00:13:12.640 --> 00:13:14.640]  施捨就施捨
[00:13:14.640 --> 00:13:19.640]  捐五千元給歡樂滿東華
[00:13:19.640 --> 00:13:21.640]  現在沒有了
[00:13:21.640 --> 00:13:23.640]  捐五千元
[00:13:23.640 --> 00:13:25.640]  那你可以用無名氏的名字
[00:13:25.640 --> 00:13:26.640]  不是
[00:13:26.640 --> 00:13:28.640]  五千元
[00:13:28.640 --> 00:13:32.640]  大字寫陳大文捐的
[00:13:32.640 --> 00:13:34.640]  打出來
[00:13:34.640 --> 00:13:35.640]  那你都不止
[00:13:35.640 --> 00:13:38.640]  他發我那張收據給你的時候
[00:13:38.640 --> 00:13:39.640]  拍張照片
[00:13:39.640 --> 00:13:40.640]  放上你的Facebook
[00:13:40.640 --> 00:13:42.640]  今天很開心
[00:13:42.640 --> 00:13:43.640]  很開心的原因就是
[00:13:43.640 --> 00:13:48.640]  好像這個Boy Scout
[00:13:48.640 --> 00:13:49.640]  藍同軍那樣
[00:13:49.640 --> 00:13:50.640]  日行一線
[00:13:50.640 --> 00:13:53.640]  我今天捐了五千元給東華三院機構
[00:13:53.640 --> 00:13:55.640]  拍張照片
[00:13:55.640 --> 00:13:56.640]  你想做什麼
[00:13:56.640 --> 00:13:58.640]  很多人跑出來
[00:13:58.640 --> 00:13:59.640]  你真的很開心
[00:13:59.640 --> 00:14:00.640]  陳大文
[00:14:00.640 --> 00:14:01.640]  又給個like你
[00:14:01.640 --> 00:14:02.640]  那個又給個like你
[00:14:02.640 --> 00:14:04.640]  這個又說good job
[00:14:04.640 --> 00:14:06.640]  這個又說well done
[00:14:06.640 --> 00:14:07.640]  又說你真是好
[00:14:07.640 --> 00:14:08.640]  我們的榜樣
[00:14:08.640 --> 00:14:11.640]  果然是我們的大師兄
[00:14:11.640 --> 00:14:13.640]  這樣
[00:14:13.640 --> 00:14:14.640]  他說不是
[00:14:14.640 --> 00:14:17.640]  不是不可以做在人的面前
[00:14:17.640 --> 00:14:18.640]  重點是
[00:14:18.640 --> 00:14:21.640]  好像那些假冒為善的人一樣
[00:14:21.640 --> 00:14:23.640]  假冒為善是什麼意思
[00:14:23.640 --> 00:14:25.640]  假冒為善就是恐不對心
[00:14:25.640 --> 00:14:26.640]  我這樣做的時間
[00:14:26.640 --> 00:14:28.640]  不是因為陳大文捐五千元
[00:14:28.640 --> 00:14:30.640]  而是陳大文捐五千元
[00:14:30.640 --> 00:14:32.640]  是想全世界都拍拍手掌
[00:14:32.640 --> 00:14:34.640]  給個讚他
[00:14:34.640 --> 00:14:36.640]  這些就是假冒為善
[00:14:36.640 --> 00:14:38.640]  其實他背後有些hidden agenda
[00:14:38.640 --> 00:14:39.640]  擺在那裏
[00:14:39.640 --> 00:14:41.640]  我是想得到人的榮耀
[00:14:41.640 --> 00:14:43.640]  這些假冒為善的人
[00:14:43.640 --> 00:14:44.640]  他選擇在什麼地方
[00:14:44.640 --> 00:14:46.640]  耶穌說他選擇在會堂
[00:14:46.640 --> 00:14:48.640]  選擇在街道上
[00:14:48.640 --> 00:14:50.640]  去做這件事
[00:14:50.640 --> 00:14:51.640]  是要被人看見的
[00:14:51.640 --> 00:14:54.640]  會堂你知道當時是很重要的一個
[00:14:54.640 --> 00:14:57.640]  文化教育
[00:14:57.640 --> 00:15:01.640]  所有猶太人的重點活動的中心
[00:15:01.640 --> 00:15:02.640]  在那裏
[00:15:02.640 --> 00:15:04.640]  香港的時代廣場
[00:15:04.640 --> 00:15:06.640]  北京的三里屯
[00:15:06.640 --> 00:15:10.640]  紐約的時代廣場
[00:15:10.640 --> 00:15:11.640]  走到那裏
[00:15:11.640 --> 00:15:13.640]  大鑼大鼓說
[00:15:13.640 --> 00:15:15.640]  我今天陳大文捐了五千元
[00:15:15.640 --> 00:15:18.640]  在會堂和街道上
[00:15:18.640 --> 00:15:20.640]  是最多人的地方
[00:15:20.640 --> 00:15:21.640]  他做什麼呢
[00:15:21.640 --> 00:15:25.640]  他說故意要得人的榮耀
[00:15:25.640 --> 00:15:29.640]  其實耶穌說的很有趣
[00:15:29.640 --> 00:15:31.640]  他說我實在告訴你們
[00:15:31.640 --> 00:15:35.640]  他們已經得了他們的獎賞
[00:15:35.640 --> 00:15:38.640]  這裏的獎賞不要搞錯
[00:15:38.640 --> 00:15:40.640]  是人的獎賞
[00:15:40.640 --> 00:15:42.640]  他們已經得了
[00:15:42.640 --> 00:15:45.640]  從人而來的獎賞
[00:15:45.640 --> 00:15:48.640]  放在Facebook那裏點讚
[00:15:48.640 --> 00:15:49.640]  拍手掌
[00:15:49.640 --> 00:15:51.640]  留言說Welcome
[00:15:51.640 --> 00:15:53.640]  他們已經得了獎賞
[00:15:53.640 --> 00:15:57.640]  還用得著從上帝而來的獎賞嗎
[00:15:57.640 --> 00:15:58.640]  你們就看見
[00:15:58.640 --> 00:16:00.640]  這裏說的是人的獎賞
[00:16:00.640 --> 00:16:02.640]  一種是人的獎賞
[00:16:02.640 --> 00:16:05.640]  另一種就是從神而來的獎賞
[00:16:05.640 --> 00:16:06.640]  他說這班人
[00:16:06.640 --> 00:16:09.640]  施捨這個活動行為
[00:16:09.640 --> 00:16:11.640]  刻意的
[00:16:11.640 --> 00:16:12.640]  故意的
[00:16:12.640 --> 00:16:13.640]  在人的面前
[00:16:13.640 --> 00:16:15.640]  在會堂街道上
[00:16:15.640 --> 00:16:16.640]  很多人的地方
[00:16:16.640 --> 00:16:17.640]  打鑼打鼓
[00:16:17.640 --> 00:16:19.640]  告訴人做善事的時候
[00:16:19.640 --> 00:16:23.640]  他說很多人已經點讚你了
[00:16:23.640 --> 00:16:26.640]  但是你得不到從上帝而來的獎賞
[00:16:26.640 --> 00:16:28.640]  耶穌轉個彎的時候
[00:16:28.640 --> 00:16:30.640]  我們應該怎麼做呢
[00:16:30.640 --> 00:16:32.640]  他說你施捨的時候
[00:16:32.640 --> 00:16:36.640]  不要叫左手知道右手所做的事情
[00:16:36.640 --> 00:16:39.640]  哇 兩隻手這麼近
[00:16:39.640 --> 00:16:40.640]  左手右手
[00:16:40.640 --> 00:16:41.640]  有什麼理由
[00:16:41.640 --> 00:16:42.640]  左手做的事情
[00:16:42.640 --> 00:16:44.640]  不知道右手在做什麼
[00:16:44.640 --> 00:16:45.640]  不會的
[00:16:45.640 --> 00:16:47.640]  這個當然是一個
[00:16:47.640 --> 00:16:48.640]  耶穌很喜歡用的
[00:16:48.640 --> 00:16:51.640]  一些誇張一點的寓意
[00:16:51.640 --> 00:16:52.640]  一些比喻
[00:16:52.640 --> 00:16:55.640]  就說左手都不知道右手在做什麼
[00:16:55.640 --> 00:16:56.640]  就是說你最親的人
[00:16:56.640 --> 00:16:58.640]  很親密的人
[00:16:58.640 --> 00:17:01.640]  可能他都不知道你在做什麼
[00:17:01.640 --> 00:17:03.640]  不是說你刻意不告訴他
[00:17:03.640 --> 00:17:04.640]  而是你根本覺得
[00:17:04.640 --> 00:17:06.640]  這件事做了就很平常
[00:17:06.640 --> 00:17:09.640]  需要到處跟人說
[00:17:09.640 --> 00:17:10.640]  沒什麼特別
[00:17:10.640 --> 00:17:13.640]  不是說你告訴他
[00:17:13.640 --> 00:17:14.640]  就是你告訴你大大
[00:17:14.640 --> 00:17:15.640]  你做了
[00:17:15.640 --> 00:17:16.640]  就是神大文做了
[00:17:16.640 --> 00:17:18.640]  變成五千元
[00:17:18.640 --> 00:17:19.640]  或者你大大做了的
[00:17:19.640 --> 00:17:21.640]  都會告訴你老公
[00:17:21.640 --> 00:17:22.640]  不是說這件事
[00:17:22.640 --> 00:17:23.640]  而是這是一個
[00:17:23.640 --> 00:17:24.640]  比喻就說
[00:17:24.640 --> 00:17:28.640]  甚至左手都不知道右手在做什麼
[00:17:28.640 --> 00:17:31.640]  施捨的心態
[00:17:31.640 --> 00:17:32.640]  應該是這樣
[00:17:32.640 --> 00:17:35.640]  要叫你施捨的事
[00:17:35.640 --> 00:17:37.640]  是行在暗中
[00:17:37.640 --> 00:17:38.640]  然後怎樣說
[00:17:38.640 --> 00:17:40.640]  你負在暗中察案
[00:17:40.640 --> 00:17:41.640]  剛才我們解釋了
[00:17:41.640 --> 00:17:43.640]  不是因為我們在暗中
[00:17:43.640 --> 00:17:46.640]  所以負就刻意在暗中察案
[00:17:46.640 --> 00:17:48.640]  而是我們在暗中走的時間
[00:17:48.640 --> 00:17:49.640]  好像沒人看到
[00:17:49.640 --> 00:17:50.640]  不是的
[00:17:50.640 --> 00:17:53.640]  你天父雖然在這麼暗的地方
[00:17:53.640 --> 00:17:56.640]  他依然會察案
[00:17:56.640 --> 00:17:59.640]  是仔細的察案
[00:17:59.640 --> 00:18:01.640]  察案什麼
[00:18:01.640 --> 00:18:03.640]  暗黑的地方我們看不到
[00:18:03.640 --> 00:18:06.640]  實際上他在一條很黑的房間
