
[00:00:00.000 --> 00:00:08.000]  有一年的聖誕,Benny和Lily和我們玩了一個遊戲,
[00:03:01.000 --> 00:03:04.000]  季炎和說有七件事是他所憎恨的,
[00:03:04.000 --> 00:03:07.000]  其中有三件都是舌頭有關,
[00:03:07.000 --> 00:03:10.000]  第一件是殺光的舌頭,
[00:03:10.000 --> 00:03:12.000]  就是說謊話,
[00:03:12.000 --> 00:03:14.000]  第二件是作假見證,
[00:03:14.000 --> 00:03:18.000]  第三件是在弟兄中暴散紛爭的人,
[00:03:18.000 --> 00:03:23.000]  使弟兄不和,起紛爭的人,
[00:03:23.000 --> 00:03:27.000]  在《雅各書》的3章6至8節,
[00:03:27.000 --> 00:03:29.000]  說舌頭是火,
[00:03:29.000 --> 00:03:32.000]  在八體當中舌頭是罪惡的世界,
[00:03:32.000 --> 00:03:35.000]  可以污穢全身,
[00:03:35.000 --> 00:03:38.000]  也可以毀壞一切,
[00:03:38.000 --> 00:03:40.000]  可以成為殺蛋的工具,
[00:03:40.000 --> 00:03:43.000]  《雅各》說各類的動物,
[00:03:43.000 --> 00:03:45.000]  有走獸、飛禽、昆蟲,
[00:03:45.000 --> 00:03:48.000]  有水中的動物,
[00:03:48.000 --> 00:03:51.000]  都能夠被制服,
[00:03:51.000 --> 00:03:53.000]  唯有舌頭不能被制服,
[00:03:53.000 --> 00:03:55.000]  你想想在走獸當中,
[00:03:55.000 --> 00:03:57.000]  有些很兇猛的動物,
[00:03:57.000 --> 00:04:00.000]  獅子、老虎都可以被制服,
[00:04:00.000 --> 00:04:03.000]  水中的鯨魚、鯊魚都可以被制服,
[00:04:03.000 --> 00:04:07.000]  唯有舌頭沒有人能夠制服得住,
[00:04:07.000 --> 00:04:12.000]  《雅各》說舌頭充滿了害死人的毒氣,
[00:04:12.000 --> 00:04:15.000]  他剛才說舌頭是火,
[00:04:15.000 --> 00:04:18.000]  中國人說星星之火可以燎原,
[00:04:18.000 --> 00:04:23.000]  你想想舌頭能夠造成的後果有多厲害,
[00:04:23.000 --> 00:04:26.000]  是一發不可收拾,
[00:04:26.000 --> 00:04:29.000]  我們今天會說舌頭,
[00:04:29.000 --> 00:04:32.000]  剛才走回去那節的經文,
[00:04:32.000 --> 00:04:35.000]  說可以影響生死,
[00:04:35.000 --> 00:04:38.000]  《雅各》的《雅各》鑒賢十八章十一節,
[00:04:38.000 --> 00:04:41.000]  生就是正面的,死就是負面的,
[00:04:41.000 --> 00:04:44.000]  所以舌頭是有兩面的工作,
[00:04:44.000 --> 00:04:46.000]  有正面有負面,
[00:04:46.000 --> 00:04:48.000]  說得好令人絕處逢生,
[00:04:48.000 --> 00:04:51.000]  說得不好可能是陷入絕境,
[00:04:51.000 --> 00:04:53.000]  所以我們今天說舌頭的時候,
[00:04:53.000 --> 00:04:56.000]  我們都會說兩方面的舌頭,
[00:04:56.000 --> 00:04:58.000]  一方面是負面的,
[00:04:58.000 --> 00:05:00.000]  是拆毀的舌頭,
[00:05:00.000 --> 00:05:03.000]  我們會說是三種拆毀的舌頭,
[00:05:03.000 --> 00:05:05.000]  第一種是冒失的話,
[00:05:05.000 --> 00:05:07.000]  第二種是叛逆的話,
[00:05:07.000 --> 00:05:10.000]  第三種是奪方的話,
[00:05:10.000 --> 00:05:14.000]  在正面的,我們也會說三種,
[00:05:14.000 --> 00:05:17.000]  我叫做建立的舌頭,
[00:05:17.000 --> 00:05:20.000]  這些建立的舌頭也有三種,
[00:05:20.000 --> 00:05:22.000]  第一種是公義的話,
[00:05:22.000 --> 00:05:24.000]  第二種是造福的話,
[00:05:24.000 --> 00:05:27.000]  第三種是受控制的話,
[00:05:27.000 --> 00:05:31.000]  我們來看看第一種是負面的,
[00:05:31.000 --> 00:05:34.000]  就是拆毀的話,先苦後甜,
[00:05:34.000 --> 00:05:36.000]  先說這些是負面的,
[00:05:36.000 --> 00:05:39.000]  第一種是冒失的話,
[00:05:39.000 --> 00:05:43.000]  在《針研》裡面有說很多冒失的話的教導,
[00:05:43.000 --> 00:05:46.000]  例如《針研》的十二章、十三章、
[00:05:46.000 --> 00:05:48.000]  十五章和十六章,
[00:05:48.000 --> 00:05:52.000]  尤其是《針研》的十五章八節,
[00:05:52.000 --> 00:05:56.000]  說二人的心思量如何回答,
[00:05:56.000 --> 00:05:58.000]  惡人的口報出惡,
[00:05:58.000 --> 00:06:02.000]  一個有智慧的人,
[00:06:02.000 --> 00:06:05.000]  他會想過才回答,
[00:06:05.000 --> 00:06:07.000]  一個愚蠢的人,
[00:06:07.000 --> 00:06:09.000]  就會隨口而出,
[00:06:09.000 --> 00:06:11.000]  想到什麼就說什麼,
[00:06:11.000 --> 00:06:14.000]  約翰·威斯利,
[00:06:14.000 --> 00:06:17.000]  他是創立秦道會的始創人,
[00:06:17.000 --> 00:06:22.000]  他也是帶領英國人的福音派進入大獨卿,
[00:06:22.000 --> 00:06:26.000]  所以是很重要的一位人物,
[00:06:26.000 --> 00:06:29.000]  當他有一次在講道的時候,
[00:06:29.000 --> 00:06:31.000]  他帶了一條新的胞胎,
[00:06:31.000 --> 00:06:34.000]  原來古時的人的胞胎,
[00:06:34.000 --> 00:06:37.000]  有些可以是由兩條絲帶掉下來,
[00:06:37.000 --> 00:06:39.000]  他一邊在講,
[00:06:39.000 --> 00:06:41.000]  有個鬼姐妹就一邊在聽,
[00:06:41.000 --> 00:06:45.000]  但是她聽不到威斯利在講什麼,
[00:06:45.000 --> 00:06:50.000]  因為她的眼睛只注意威斯利胞胎的那兩條絲帶,
[00:06:50.000 --> 00:06:53.000]  整篇道他什麼都沒有聽到,
[00:06:53.000 --> 00:06:55.000]  而講完道之後,
[00:06:55.000 --> 00:06:57.000]  他走去找威斯利,
[00:06:57.000 --> 00:06:59.000]  他說:威斯利先生,
[00:06:59.000 --> 00:07:02.000]  你願不願意接受人家給你的批評?
[00:07:02.000 --> 00:07:03.000]  威斯利說,
[00:07:03.000 --> 00:07:05.000]  以為他要批評他的講道,
[00:07:05.000 --> 00:07:06.000]  當然啦,
[00:07:06.000 --> 00:07:09.000]  你有什麼不滿可以跟我說?
[00:07:09.000 --> 00:07:11.000]  這個女士說,
[00:07:11.000 --> 00:07:13.000]  我真的很不滿意,
[00:07:13.000 --> 00:07:16.000]  就是不滿意你那條胞胎那兩條絲帶,
[00:07:16.000 --> 00:07:18.000]  觸犯了我,
[00:07:18.000 --> 00:07:20.000]  他說我整篇道都沒有聽見你說什麼,
[00:07:20.000 --> 00:07:22.000]  就是因為我太注意你那兩條絲帶,
[00:07:22.000 --> 00:07:24.000]  你那兩條絲帶太長,
[00:07:24.000 --> 00:07:26.000]  這個威斯利立刻就說,
[00:07:26.000 --> 00:07:28.000]  你們有沒有人有剪刀,
[00:07:28.000 --> 00:07:31.000]  拿一把剪刀來給這個姐妹,
[00:07:31.000 --> 00:07:34.000]  然後說你可不可以幫我修改一下,
[00:07:34.000 --> 00:07:37.000]  這個姐妹毫不客氣,
[00:07:37.000 --> 00:07:39.000]  將兩條絲帶全部剪掉,
[00:07:39.000 --> 00:07:41.000]  於是威斯利說,
[00:07:41.000 --> 00:07:43.000]  你可不可以給我一把剪刀,
[00:07:43.000 --> 00:07:45.000]  然後就問這位姐妹,
[00:07:45.000 --> 00:07:48.000]  你又願不願意接受人家給你的批評?
[00:07:48.000 --> 00:07:49.000]  這個姐妹說,
[00:07:49.000 --> 00:07:50.000]  我做錯什麼了?
[00:07:50.000 --> 00:07:52.000]  你有什麼不滿意我?
[00:07:52.000 --> 00:07:53.000]  威斯利說,
[00:07:53.000 --> 00:07:56.000]  我不滿意的地方就是你那條舌頭,
[00:07:56.000 --> 00:07:58.000]  冒犯了我,得罪了我,
[00:07:58.000 --> 00:08:00.000]  你可不可以伸出來給我,
[00:08:00.000 --> 00:08:02.000]  也修改一下?
[00:08:02.000 --> 00:08:06.000]  那個女士當然是非常非常生氣,
[00:08:06.000 --> 00:08:08.000]  威斯利其實是開玩笑,
[00:08:08.000 --> 00:08:10.000]  但是其實是真的,
[00:08:10.000 --> 00:08:13.000]  如果我們說是冒失的話,
[00:08:13.000 --> 00:08:16.000]  完全想都沒有想過就說出來,
[00:08:16.000 --> 00:08:18.000]  很容易就會得罪人,
[00:08:18.000 --> 00:08:21.000]  這是第一種插位的話,
[00:08:21.000 --> 00:08:23.000]  是冒失的話,
[00:08:23.000 --> 00:08:26.000]  第二種是叛逆的話,
[00:08:26.000 --> 00:08:29.000]  叛逆這個字在和合本,
[00:08:29.000 --> 00:08:33.000]  是將它翻譯成乖貓,乖僻,
[00:08:33.000 --> 00:08:36.000]  這兩個字對我們來說都很陌生,
[00:08:36.000 --> 00:08:37.000]  不知道為什麼,
[00:08:37.000 --> 00:08:40.000]  但我們只知道乖是什麼意思,
[00:08:40.000 --> 00:08:43.000]  我們很多時候都會稱讚別人的小孩,
[00:08:43.000 --> 00:08:45.000]  乖兒子乖女乖孫,
[00:08:45.000 --> 00:08:47.000]  乖字是好的,
[00:08:47.000 --> 00:08:50.000]  但你千萬不要去稱讚大人是乖,
[00:08:50.000 --> 00:08:53.000]  不要稱讚你的伴偶是乖,
[00:08:53.000 --> 00:08:55.000]  原來稱讚大人是另有用意,
[00:08:55.000 --> 00:08:59.000]  是說他是一個轉彎或是顛簸正確,
[00:08:59.000 --> 00:09:01.000]  或是適當事的人,
[00:09:01.000 --> 00:09:04.000]  說他是任性,說他是衝動,
[00:09:04.000 --> 00:09:08.000]  不聽話,心想做什麼他就去做什麼那些人,
[00:09:08.000 --> 00:09:12.000]  在這三種插位的洩頭當中,
[00:09:12.000 --> 00:09:17.000]  最廣泛的就是這種乖貓說話的人,
[00:09:17.000 --> 00:09:20.000]  包括一切不好的話語,
[00:09:20.000 --> 00:09:23.000]  例如陰毒的話,貶低人的話,
[00:09:23.000 --> 00:09:28.000]  毒血氣的話,甚至是粗言粗語的粗話,
[00:09:28.000 --> 00:09:32.000]  現在我們很容易聽到別人說粗話,
[00:09:32.000 --> 00:09:37.000]  電影電視說出來的話真是不堪入,
[00:09:37.000 --> 00:09:43.000]  連在公眾場所辦公室說的這些粗言粗語都是一樣,
[00:09:43.000 --> 00:09:46.000]  我在以前辦公的地方,
[00:09:46.000 --> 00:09:50.000]  有一位是前部門的任,
[00:09:50.000 --> 00:09:55.000]  德高望重,很得到別人的器重,
[00:09:55.000 --> 00:09:57.000]  但是他樣樣都好,
[00:09:57.000 --> 00:10:00.000]  唯有一樣東西就是他喜歡說粗話,
[00:10:00.000 --> 00:10:04.000]  三句不埋兩句就會是蝕著神的命,
[00:10:04.000 --> 00:10:06.000]  他自己也是天主教徒,
[00:10:06.000 --> 00:10:08.000]  但是他就不斷蝕著神的命,
[00:10:08.000 --> 00:10:11.000]  於是有一天我實在忍不住,
[00:10:11.000 --> 00:10:14.000]  我跟他說,他的名字叫Mel,
[00:10:14.000 --> 00:10:17.000]  我說我是基督徒,
[00:10:17.000 --> 00:10:21.000]  你可不可以不在我面前蝕著神的命,
[00:10:21.000 --> 00:10:23.000]  我說你自己也是天主教徒,
[00:10:23.000 --> 00:10:26.000]  神都不會喜歡你蝕著祂的命,
[00:10:26.000 --> 00:10:29.000]  說完之後他生我的氣,
[00:10:29.000 --> 00:10:31.000]  生我的氣有好幾個星期,
[00:10:31.000 --> 00:10:33.000]  但是慢慢我們又沒事,
[00:10:33.000 --> 00:10:36.000]  還變成了很好的朋友,
[00:10:36.000 --> 00:10:38.000]  但是有件事真的要感謝神,
[00:10:38.000 --> 00:10:41.000]  就是自從我跟他說完之後,
[00:10:41.000 --> 00:10:43.000]  到他五年前去世,
[00:10:43.000 --> 00:10:48.000]  我沒有再聽見他有一次蝕著神的命,
[00:10:48.000 --> 00:10:49.000]  真的感謝神,
[00:10:49.000 --> 00:10:52.000]  在這裡鑒然的一章十一節,
[00:10:52.000 --> 00:10:54.000]  說謀略必護衛你,
[00:10:54.000 --> 00:10:56.000]  聰明必保守你,
[00:10:56.000 --> 00:10:58.000]  要救你脫離惡道,
[00:10:58.000 --> 00:11:01.000]  脫離脫乖謀華的人,
[00:11:01.000 --> 00:11:05.000]  神說要透過鑒然來教導我們,
[00:11:05.000 --> 00:11:11.000]  使我們有智慧能夠脫離乖謀叛逆的話,
[00:11:11.000 --> 00:11:14.000]  在這裡鑒然的十二章十八節,
[00:11:14.000 --> 00:11:17.000]  說話浮躁的如刀刺人,
[00:11:17.000 --> 00:11:22.000]  智慧人的舌頭卻為醫人的良藥,
[00:11:22.000 --> 00:11:24.000]  當我們說叛逆的話,
[00:11:24.000 --> 00:11:26.000]  當我們說乖謀的話,
[00:11:26.000 --> 00:11:30.000]  就好像利劍一樣很容易刺傷人,
[00:11:30.000 --> 00:11:35.000]  我們需要學習的是說出智慧人的話語,
[00:11:35.000 --> 00:11:39.000]  說出能夠醫治人的話語,
[00:11:39.000 --> 00:11:44.000]  很可惜我們每一個人都說過一些乖謀叛逆的話,
[00:11:44.000 --> 00:11:47.000]  我們都試過傷害別人,
[00:11:47.000 --> 00:11:51.000]  希望透過鑒然我們能夠學得,
[00:11:51.000 --> 00:11:53.000]  能夠說有智慧的話,
[00:11:53.000 --> 00:11:57.000]  說出來的話語成為醫治人的良藥,
[00:11:57.000 --> 00:12:02.000]  不單止拆毀的話,
[00:12:02.000 --> 00:12:06.000]  是有冒失的話,
[00:12:06.000 --> 00:12:08.000]  是有乖謀的話,
[00:12:08.000 --> 00:12:10.000]  還有說謊的話,
[00:12:10.000 --> 00:12:17.000]  鑒然裡面有很多是關於說謊話的教導,
[00:12:17.000 --> 00:12:20.000]  例如在這裡鑒然十二章十九節,
[00:12:20.000 --> 00:12:23.000]  說口吐真言永遠堅立,
[00:12:23.000 --> 00:12:27.000]  說謊話是指真言,
[00:12:27.000 --> 00:12:29.000]  如果你說出來的是真實的話,
[00:12:29.000 --> 00:12:31.000]  你可以這句話永遠立定,
[00:12:31.000 --> 00:12:34.000]  但是如果你是說謊話的時候,
[00:12:34.000 --> 00:12:37.000]  你很快就會被人識斷你,
[00:12:37.000 --> 00:12:40.000]  在鑒然十二章二十二節,
[00:12:40.000 --> 00:12:46.000]  也說說謊言的嘴為耶和華所珍惡,
[00:12:46.000 --> 00:12:49.000]  在鑒然裡面我們也說過,
[00:12:49.000 --> 00:12:52.000]  神說有七件事是祂所珍惡,
[00:12:52.000 --> 00:12:56.000]  其中一件就是說謊話,說謊的罪,
[00:12:56.000 --> 00:13:00.000]  十三章五節,鑒然說,
[00:13:00.000 --> 00:13:03.000]  說謊話的人會臭名遠播,
[00:13:03.000 --> 00:13:07.000]  甚至是自己得到慚愧,
[00:13:07.000 --> 00:13:10.000]  鑒然的二十一章六節說,
[00:13:10.000 --> 00:13:12.000]  說鬼詐因為是求財,
[00:13:12.000 --> 00:13:15.000]  這個人一定會取滅亡,
[00:13:15.000 --> 00:13:20.000]  有人說,哎呀,我很小事,說個謊話,
[00:13:20.000 --> 00:13:23.000]  很小事,小小的一個謊話,
[00:13:23.000 --> 00:13:25.000]  何必這麼緊張,
[00:13:25.000 --> 00:13:28.000]  你發覺說了一個小的謊話之後,
[00:13:28.000 --> 00:13:30.000]  你就會說第二個更大的謊話,
[00:13:30.000 --> 00:13:32.000]  來遮蓋第一個謊話,
[00:13:32.000 --> 00:13:34.000]  然後你又要說更大的謊話,
[00:13:34.000 --> 00:13:36.000]  來遮蓋第二個謊話,
[00:13:36.000 --> 00:13:40.000]  所以不是說很小事,說小小的謊話,
[00:13:40.000 --> 00:13:42.000]  這麼簡單,
[00:13:42.000 --> 00:13:47.000]  很可惜,大部分人家都是說謊,
[00:13:47.000 --> 00:13:52.000]  斬癌,在1991年美國做了一個調查,
[00:13:52.000 --> 00:13:56.000]  這個調查叫做美國說真心話的日子,
[00:13:56.000 --> 00:13:59.000]  為什麼會說真心話的日子,
[00:13:59.000 --> 00:14:01.000]  他會和那些調查的人,被調查的人說,
[00:14:01.000 --> 00:14:05.000]  你不用怕,你可以放心回答,
[00:14:05.000 --> 00:14:08.000]  因為你的名字不會被公開,
[00:14:08.000 --> 00:14:11.000]  所以很多人都說了真心話,
[00:14:11.000 --> 00:14:14.000]  原來87%的美國人,
[00:14:14.000 --> 00:14:16.000]  8個當中有7個,
[00:14:16.000 --> 00:14:20.000]  認為已經不再需要守十戒,
[00:14:20.000 --> 00:14:23.000]  也有91%的人,
[00:14:23.000 --> 00:14:27.000]  經常在家裡或辦公室說謊,
[00:14:27.000 --> 00:14:29.000]  如果我們大家留意的話,
[00:14:29.000 --> 00:14:31.000]  這兩件事是有連帶關係,
[00:14:31.000 --> 00:14:34.000]  當一個人認為不再需要守十戒的時候,
[00:14:34.000 --> 00:14:37.000]  他就會隨意說謊,
[00:14:37.000 --> 00:14:39.000]  大部分的美國人都承認,
[00:14:39.000 --> 00:14:42.000]  在他們工作的時候,
[00:14:42.000 --> 00:14:46.000]  一個星期有7個小時他們是偷懶,
[00:14:46.000 --> 00:14:50.000]  也就是說一個星期有差不多一天他們是偷懶,
[00:14:50.000 --> 00:14:54.000]  也有超過一半的美國人,
[00:14:54.000 --> 00:14:57.000]  說他們會打電話去告假,
[00:14:57.000 --> 00:15:00.000]  但是原因是因為他們有病,
[00:15:00.000 --> 00:15:03.000]  而他們不想上班,他們懶,
[00:15:03.000 --> 00:15:05.000]  有很多人都問我,
[00:15:05.000 --> 00:15:09.000]  穆基白色的謊言能不能說出來,
[00:15:09.000 --> 00:15:11.000]  什麼叫白色的謊言,
[00:15:11.000 --> 00:15:13.000]  西人說白色的謊言,
[00:15:13.000 --> 00:15:15.000]  就是那些不傷害人,
[00:15:15.000 --> 00:15:18.000]  那些是無傷大雅的謊言,
[00:15:18.000 --> 00:15:20.000]  甚至可能還能幫助人,
[00:15:20.000 --> 00:15:23.000]  你說謊言都能幫助人?
[00:15:23.000 --> 00:15:28.000]  你看看約書亞記裡面記載第二章,
[00:15:28.000 --> 00:15:33.000]  說有兩個探子躲在拉俠的家裡,
[00:15:33.000 --> 00:15:37.000]  有官兵來找這兩個探子,
[00:15:37.000 --> 00:15:40.000]  於是問拉俠有沒有看到探子,
[00:15:40.000 --> 00:15:43.000]  而拉俠說我沒有看到,
[00:15:43.000 --> 00:15:45.000]  這就是謊言,
[00:15:45.000 --> 00:15:50.000]  有人說聖經裡面有記載的東西,
[00:15:50.000 --> 00:15:52.000]  就是叫我們可以做,
[00:15:52.000 --> 00:15:57.000]  如果聖經裡面有記載拉俠說白色的謊言,
[00:15:57.000 --> 00:15:59.000]  我們都可以去做,
[00:15:59.000 --> 00:16:01.000]  但是我們要很小心,
[00:16:01.000 --> 00:16:05.000]  因為聖經裡面是記載了很多的歷史事實,
[00:16:05.000 --> 00:16:08.000]  有人殺人放火,有人監人擄掠,
[00:16:08.000 --> 00:16:12.000]  如果我們學足聖經裡面所記載的一切事去做,
[00:16:12.000 --> 00:16:14.000]  那就天下大亂,
[00:16:14.000 --> 00:16:16.000]  有人又說,
[00:16:16.000 --> 00:16:18.000]  但是不是的,
[00:16:18.000 --> 00:16:22.000]  在聖經裡面其實真的讚美拉俠,
[00:16:22.000 --> 00:16:25.000]  讚美他說謊,
[00:16:25.000 --> 00:16:27.000]  我們要很小心,
[00:16:27.000 --> 00:16:30.000]  是不是真的讚美拉俠說謊呢?
[00:16:30.000 --> 00:16:32.000]  是不是讚美他遞養東西呢?
[00:16:32.000 --> 00:16:36.000]  我們看看《雅各書》裡面的25節,
[00:16:36.000 --> 00:16:39.000]  是讚美拉俠接待使者,
[00:16:39.000 --> 00:16:42.000]  是讚美拉俠放使者,
[00:16:42.000 --> 00:16:45.000]  是運路回到他們自己的地方,
[00:16:45.000 --> 00:16:48.000]  不是說讚美拉俠說謊,
[00:16:48.000 --> 00:16:51.000]  在希伯來書的11章31節,
[00:16:51.000 --> 00:16:55.000]  也說拉俠是恩著信接待探子,
[00:16:55.000 --> 00:16:59.000]  不是說褒獎他說謊,
[00:16:59.000 --> 00:17:02.000]  神是接受我們每一個罪人,
[00:17:02.000 --> 00:17:04.000]  不是說要我們先改,
[00:17:04.000 --> 00:17:07.000]  但是不等於神是接受我們的罪,
[00:17:07.000 --> 00:17:09.000]  是接受了我們之後,
[00:17:09.000 --> 00:17:11.000]  讓我們慢慢能夠有改變,
[00:17:11.000 --> 00:17:14.000]  同樣神是接受拉俠,
[00:17:14.000 --> 00:17:17.000]  他是誇獎拉俠的信心,
[00:17:17.000 --> 00:17:20.000]  但是不是因為他是犯罪,
[00:17:20.000 --> 00:17:22.000]  不是因為他說謊,
[00:17:22.000 --> 00:17:25.000]  也有人說,如果是這樣的話,
[00:17:25.000 --> 00:17:27.000]  如果拉俠是說真話,
[00:17:27.000 --> 00:17:29.000]  探子豈不是死定了?
[00:17:29.000 --> 00:17:31.000]  如果是這樣想的話,
[00:17:31.000 --> 00:17:33.000]  你就看得人的作為太高,
[00:17:33.000 --> 00:17:36.000]  你就看得神的作為太低,
[00:17:36.000 --> 00:17:39.000]  如果神要保護那兩個探子,
[00:17:39.000 --> 00:17:41.000]  就算拉俠說真話,
[00:17:41.000 --> 00:17:43.000]  這兩個探子都不會死,
[00:17:43.000 --> 00:17:47.000]  所以我們不應該用自己的辦法,
[00:17:47.000 --> 00:17:49.000]  來犯罪,來說謊,
[00:17:49.000 --> 00:17:53.000]  以為自己是做了一件正確的事,
[00:17:53.000 --> 00:17:56.000]  我們說了這個謊言,
[00:17:56.000 --> 00:17:58.000]  其實謊言裡面,
[00:17:58.000 --> 00:18:02.000]  又包括有三種不同的謊言,
[00:18:02.000 --> 00:18:06.000]  第一種就是誹謗的話,
[00:18:06.000 --> 00:18:08.000]  什麼叫誹謗的話?
[00:18:08.000 --> 00:18:12.000]  誹謗的話其實就是謊言的一種,
[00:18:12.000 --> 00:18:18.000]  誹謗的話其實是有關第三者的謊言,
[00:18:18.000 --> 00:18:21.000]  在聖經裡,在十誡裡,
[00:18:21.000 --> 00:18:24.000]  我們很熟悉的第九誡,
[00:18:24.000 --> 00:18:27.000]  就是春埃及記二十章十六節,
[00:18:27.000 --> 00:18:30.000]  「不可作假見證陷害人」,
[00:18:30.000 --> 00:18:33.000]  這個就是誹謗的話,
[00:18:33.000 --> 00:18:36.000]  在這裡的十章十七節,
[00:18:36.000 --> 00:18:39.000]  「說說出真話的顯明公義,
[00:18:39.000 --> 00:18:42.000]  作假見證的顯出詭詐,
[00:18:42.000 --> 00:18:45.000]  神說作假見證絕對是詭詐,
[00:18:45.000 --> 00:18:46.000]  不蒙他的喜悅。」
[00:18:46.000 --> 00:18:48.000]  如果你記得我們剛才說,
[00:18:48.000 --> 00:18:51.000]  有七件事是耶和華所不喜愛,
[00:18:51.000 --> 00:18:52.000]  所憎惡的,
[00:18:52.000 --> 00:18:55.000]  其中一件就是作假見證,
[00:18:55.000 --> 00:19:00.000]  在禎賢的十九章五和九節,
[00:19:00.000 --> 00:19:02.000]  都說作假見證的,
[00:19:02.000 --> 00:19:04.000]  「必不免受罰,
[00:19:04.000 --> 00:19:07.000]  吐出謊言的終不能逃脫。」
[00:19:07.000 --> 00:19:09.000]  這個就是中國人所說,
[00:19:09.000 --> 00:19:11.000]  「天網恢恢疏而不漏,
[00:19:11.000 --> 00:19:13.000]  為神不可不起悅的」,
[00:19:13.000 --> 00:19:14.000]  這個作假見證,
[00:19:14.000 --> 00:19:17.000]  所以一定會被人罰,
[00:19:17.000 --> 00:19:19.000]  在禎賢裡面,
[00:19:19.000 --> 00:19:22.000]  對作假見證的人的描述,
[00:19:22.000 --> 00:19:24.000]  是非常非常露骨,
[00:19:24.000 --> 00:19:27.000]  在禎賢的二十五章十八節,
[00:19:27.000 --> 00:19:31.000]  說作假見證的人,
[00:19:31.000 --> 00:19:33.000]  好像是大錘,
[00:19:33.000 --> 00:19:34.000]  好像利刀,
[00:19:34.000 --> 00:19:36.000]  好像是快箭,
[00:19:36.000 --> 00:19:41.000]  很多利器來攻擊他們所攻擊的人,
[00:19:41.000 --> 00:19:44.000]  在禎賢的二十六章十八至十九節,
[00:19:44.000 --> 00:19:46.000]  說他們好像瘋狂的人,
