
[00:00:00.000 --> 00:00:05.240]  福底節目讓我們在靈天主導以先
[00:03:19.600 --> 00:03:21.600]  於是乎我們會留意到
[00:03:21.600 --> 00:03:24.600]  今天教會很多時候就會有信徒
[00:03:24.600 --> 00:03:27.600]  來教會支持你多少
[00:03:27.600 --> 00:03:33.600]  於是乎教會就要給多少環境給我看
[00:03:33.600 --> 00:03:35.600]  譬如建堂的
[00:03:35.600 --> 00:03:38.600]  很多教會很多教會很喜歡建堂
[00:03:38.600 --> 00:03:40.600]  我不是說建堂錯誤
[00:03:40.600 --> 00:03:43.600]  建堂的時候
[00:03:43.600 --> 00:03:45.600]  於是乎我有捐錢的
[00:03:45.600 --> 00:03:49.600]  我要教會那塊彩色玻璃是我捐的
[00:03:49.600 --> 00:03:53.600]  誰有沒有捐哪一間房的哪一張椅子的
[00:03:53.600 --> 00:03:55.600]  不知道大家有沒有去過一些教會
[00:03:55.600 --> 00:04:00.600]  那些教會的房間或者椅子全部都釘了名字的
[00:04:00.600 --> 00:04:03.600]  什麼什麼弟兄姊妹奉獻的
[00:04:03.600 --> 00:04:05.600]  為什麼要這樣做呢
[00:04:05.600 --> 00:04:08.600]  神的一殿是不是真的要
[00:04:08.600 --> 00:04:12.600]  是由弟兄姊妹你的名字刻上去這樣去建造的呢
[00:04:12.600 --> 00:04:17.600]  其實很多時候這些做法是人的討好的伎倆
[00:04:17.600 --> 00:04:20.600]  當人以為自己在教會裡
[00:04:20.600 --> 00:04:22.600]  我有份放進去
[00:04:22.600 --> 00:04:24.600]  我就要有個名字放進去
[00:04:24.600 --> 00:04:27.600]  其實這種思維是一種買賣的思維
[00:04:27.600 --> 00:04:31.600]  上帝和我們的關係不是在買賣的關係裡面
[00:04:31.600 --> 00:04:33.600]  如果要買賣的時候
[00:04:33.600 --> 00:04:35.600]  上帝根本不需要去拯救我們
[00:04:35.600 --> 00:04:39.600]  因為我們根本就是一個腐壞到腐敗到不堪的人
[00:04:39.600 --> 00:04:42.600]  怎麼值得去拯救呢
[00:04:42.600 --> 00:04:43.600]  不要說什麼
[00:04:43.600 --> 00:04:47.600]  我昨晚半夜兩點鐘坐飛機回來了
[00:04:47.600 --> 00:04:49.600]  坐飛機的時候
[00:04:49.600 --> 00:04:52.600]  有個人來到搭升降機
[00:04:52.600 --> 00:04:54.600]  升降機很大的
[00:04:54.600 --> 00:04:56.600]  他兩夫婦推車進去
[00:04:56.600 --> 00:04:58.600]  其實還有位置可以退一退就一走
[00:04:58.600 --> 00:05:01.600]  我們可以一家四口走進去的
[00:05:01.600 --> 00:05:03.600]  接著他怎麼樣呢
[00:05:03.600 --> 00:05:04.600]  他在升降機裡
[00:05:04.600 --> 00:05:06.600]  我的升降機
[00:05:06.600 --> 00:05:08.600]  只有兩個人而已
[00:05:08.600 --> 00:05:10.600]  不是吧,升降機這麼大
[00:05:10.600 --> 00:05:11.600]  人就是這樣
[00:05:11.600 --> 00:05:13.600]  我買了一張機票
[00:05:13.600 --> 00:05:14.600]  所以我來到這個機場
[00:05:14.600 --> 00:05:17.600]  所以這個升降機是我的專用的
[00:05:17.600 --> 00:05:19.600]  我沒辦法退給你
[00:05:19.600 --> 00:05:22.600]  我都不管他怎麼樣
[00:05:22.600 --> 00:05:24.600]  我只要說一聲對不起
[00:05:24.600 --> 00:05:25.600]  退一退
[00:05:25.600 --> 00:05:26.600]  我就退進去了
[00:05:26.600 --> 00:05:29.600]  人今天就在這個世界裡
[00:05:29.600 --> 00:05:31.600]  如果我們回教會
[00:05:31.600 --> 00:05:33.600]  也是處在一種這樣的感覺
[00:05:33.600 --> 00:05:34.600]  這樣的狀態
[00:05:34.600 --> 00:05:36.600]  這樣的思維裡
[00:05:36.600 --> 00:05:38.600]  這個不是教會
[00:05:38.600 --> 00:05:42.600]  所以教會如果你回來以為你奉獻了
[00:05:42.600 --> 00:05:45.600]  我就要在這間教會裡買回一個宗教感覺
[00:05:45.600 --> 00:05:48.600]  我在這間教會裡我要投資多少錢
[00:05:48.600 --> 00:05:50.600]  我就要在這間教會裡
[00:05:50.600 --> 00:05:53.600]  在屬靈的上面帶給我有多少光榮感
[00:05:53.600 --> 00:05:56.600]  在這種思想之下
[00:05:56.600 --> 00:05:59.600]  上帝是不是就是想建造這樣的教會呢
[00:05:59.600 --> 00:06:02.600]  而真正的教會是什麼呢
[00:06:02.600 --> 00:06:05.600]  反而今天已經逐步被人遺忘
[00:06:05.600 --> 00:06:08.600]  教會越來越變得很空虛
[00:06:08.600 --> 00:06:10.600]  空虛的不是人數這麼簡單
[00:06:10.600 --> 00:06:13.600]  而是它靈性的頻繁
[00:06:13.600 --> 00:06:15.600]  它搞的茶經班只是一個粉飾
[00:06:15.600 --> 00:06:18.600]  一個屬靈的活動
[00:06:18.600 --> 00:06:23.600]  崇拜已經變成一種演唱會形式的做法
[00:06:23.600 --> 00:06:24.600]  又要有燈光
[00:06:24.600 --> 00:06:25.600]  又要有投射
[00:06:25.600 --> 00:06:26.600]  我曾經聽過一個木姐
[00:06:26.600 --> 00:06:30.600]  後來她由香港來了加拿大木會
[00:06:30.600 --> 00:06:36.600]  她當年為了教會要有一個投影器
[00:06:36.600 --> 00:06:37.600]  200吋的
[00:06:37.600 --> 00:06:39.600]  那間教會很有錢
[00:06:39.600 --> 00:06:40.600]  在這樣的情況下
[00:06:40.600 --> 00:06:41.600]  為了教會如果爭端
[00:06:41.600 --> 00:06:42.600]  她說既然這樣
[00:06:42.600 --> 00:06:44.600]  我出錢做
[00:06:44.600 --> 00:06:46.600]  不過要告訴別人我出錢
[00:06:46.600 --> 00:06:50.600]  這種這樣的侍奉是上帝不起眼的
[00:06:50.600 --> 00:06:54.600]  但是很可惜今天是濃濃的
[00:06:54.600 --> 00:06:57.600]  籠罩著今天的教會
[00:06:57.600 --> 00:06:59.600]  每一個範疇裡面
[00:06:59.600 --> 00:07:01.600]  今天這段經文
[00:07:01.600 --> 00:07:05.600]  其實就是要告訴我們教會本質上的情況
[00:07:05.600 --> 00:07:09.600]  甚至告訴我們教會不應該是怎樣的情況
[00:07:09.600 --> 00:07:11.600]  而我們要學曉它辨認出來
[00:07:11.600 --> 00:07:15.600]  讓我們再次看看這段聖經說什麼
[00:07:15.600 --> 00:07:17.600]  讓我們一起打開
[00:07:17.600 --> 00:07:20.600]  馬太福音第十章
[00:07:20.600 --> 00:07:24.600]  從第十七節到二十二節
[00:07:24.600 --> 00:07:25.600]  我們先讀一下
[00:07:25.600 --> 00:07:29.600]  我今天會和大家透過三個部分一起去思想
[00:07:29.600 --> 00:07:34.600]  讓我們先多一點熟悉一下這段經文
[00:07:34.600 --> 00:07:36.600]  找到之後我們一起讀
[00:07:36.600 --> 00:07:37.600]  馬太福音第十章
[00:07:37.600 --> 00:07:41.600]  從第十七節開始讀
[00:07:41.600 --> 00:07:43.600]  找到之後我們一起讀
[00:07:43.600 --> 00:07:45.600]  你們要防備人
[00:07:45.600 --> 00:07:50.600]  因為他們要把你們交給工會
[00:07:50.600 --> 00:07:53.600]  也要在會堂裡打你們
[00:07:53.600 --> 00:07:56.600]  並且你們要為我的緣故
[00:07:56.600 --> 00:08:00.600]  被送到諸侯君王面前
[00:08:00.600 --> 00:08:03.600]  對他們王愛幫人作見證
[00:08:03.600 --> 00:08:05.600]  你們被交的時候
[00:08:05.600 --> 00:08:08.600]  不要思慮怎樣說話
[00:08:08.600 --> 00:08:10.600]  或說什麼話
[00:08:10.600 --> 00:08:14.600]  到那時候必似給你們當說的話
[00:08:14.600 --> 00:08:17.600]  因為不是你們自己說的
[00:08:17.600 --> 00:08:22.600]  乃是你們父的靈在你們說的
[00:08:22.600 --> 00:08:30.600]  弟兄要把弟兄父親要把兒子送到死地
[00:08:30.600 --> 00:08:34.600]  兒女要與父母為敵害死他們
[00:08:34.600 --> 00:08:39.600]  並且他們要為我的名辟眾人恨惡
[00:08:39.600 --> 00:08:44.600]  唯有忍耐到底的必然得救
[00:08:44.600 --> 00:08:47.600]  第一部分我想和大家一起思想的是
[00:08:47.600 --> 00:08:50.600]  第十七和第十八節
[00:08:50.600 --> 00:08:54.600]  這個部分首先讓我們去看一看
[00:08:54.600 --> 00:08:57.600]  神的子民就是你和我
[00:08:57.600 --> 00:08:59.600]  今天會在這個世界上
[00:08:59.600 --> 00:09:02.600]  我們所遭到的遭遇是什麼
[00:09:02.600 --> 00:09:03.600]  我給了一個副題
[00:09:03.600 --> 00:09:04.600]  它叫做神的子民
[00:09:04.600 --> 00:09:07.600]  在這個世界裡面
[00:09:07.600 --> 00:09:11.600]  本身是土人厭的一個群裏
[00:09:11.600 --> 00:09:15.600]  神人自然被世界恨恨
[00:09:15.600 --> 00:09:16.600]  在這段聖經裡面
[00:09:16.600 --> 00:09:19.600]  我們去看的是什麼呢
[00:09:19.600 --> 00:09:22.600]  上文其實我們之前已經說過了
[00:09:22.600 --> 00:09:25.600]  耶穌插門徒去到
[00:09:25.600 --> 00:09:28.600]  如同羊進入狼群一樣
[00:09:28.600 --> 00:09:31.600]  所以你們要靈巧像蛇
[00:09:31.600 --> 00:09:33.600]  信良如甲子
[00:09:33.600 --> 00:09:35.600]  我上一堂已經說過了
[00:09:35.600 --> 00:09:37.600]  我們本身作為基督徒
[00:09:37.600 --> 00:09:39.600]  在這個世界裡面
[00:09:39.600 --> 00:09:42.600]  其實本身不是好過的
[00:09:42.600 --> 00:09:47.600]  因為當我們要秉承上帝的說話而活
[00:09:47.600 --> 00:09:52.600]  這個世界的人會覺得我們阻礙地球轉的
[00:09:52.600 --> 00:09:55.600]  覺得我們需要這麼嚴謹嗎
[00:09:55.600 --> 00:09:57.600]  需要這麼緊張嗎
[00:09:57.600 --> 00:09:58.600]  每個人都是罪人
[00:09:58.600 --> 00:10:00.600]  一起犯罪有什麼所謂
[00:10:00.600 --> 00:10:02.600]  就像我們的總理一樣
[00:10:02.600 --> 00:10:04.600]  他吸大麻
[00:10:04.600 --> 00:10:05.600]  年輕人不想被人說
[00:10:05.600 --> 00:10:08.600]  大家就全部吸大麻
[00:10:08.600 --> 00:10:10.600]  你明白他們的思維是這樣嗎
[00:10:10.600 --> 00:10:12.600]  還有另一個好處就是
[00:10:12.600 --> 00:10:14.600]  當做一些大家都認為
[00:10:14.600 --> 00:10:16.600]  雖然不是好的事
[00:10:16.600 --> 00:10:18.600]  但造成了什麼
[00:10:18.600 --> 00:10:20.600]  造成了一群人的喜悅
[00:10:20.600 --> 00:10:24.600]  就是說犯罪不是一件很大的事
[00:10:24.600 --> 00:10:27.600]  所以當基督徒在這個世界
[00:10:27.600 --> 00:10:30.600]  要處理罪的時候
[00:10:30.600 --> 00:10:33.600]  是最討人厭的事情
[00:10:33.600 --> 00:10:35.600]  基督教經常去講到
[00:10:35.600 --> 00:10:38.600]  我們要尊重聖經的權威
[00:10:38.600 --> 00:10:42.600]  Sola Scriptura,拉丁文
[00:10:42.600 --> 00:10:46.600]  但究竟今天的教會
[00:10:46.600 --> 00:10:48.600]  是不是同時真的要去
[00:10:48.600 --> 00:10:51.600]  以聖經為中心而去活呢
[00:10:51.600 --> 00:10:54.600]  還是教會在這個世界裡面
[00:10:54.600 --> 00:10:59.600]  嘗試去收買土人喜悅的這種手段
[00:10:59.600 --> 00:11:02.600]  是更加廣泛去運用
[00:11:02.600 --> 00:11:04.600]  我留意得到今天教會
[00:11:04.600 --> 00:11:08.600]  做不到神原本在這個世界上
[00:11:08.600 --> 00:11:12.600]  說話活出一個聖經的生命
[00:11:12.600 --> 00:11:14.600]  反而今天的教會
[00:11:14.600 --> 00:11:18.600]  要將自己變成這個世界的一分子一樣
[00:11:18.600 --> 00:11:21.600]  然後將這個世界的人以為
[00:11:21.600 --> 00:11:25.600]  可以讓他容易納入教會當中
[00:11:25.600 --> 00:11:28.600]  希望這樣的人進入教會
[00:11:28.600 --> 00:11:31.600]  以為他們得救
[00:11:31.600 --> 00:11:33.600]  回教會不等同於得救
[00:11:33.600 --> 00:11:36.600]  這個神學大家應該很清楚了解
[00:11:36.600 --> 00:11:40.600]  回教會的人很多帶著不同的動機
[00:11:40.600 --> 00:11:42.600]  正如剛才隱言所說
[00:11:42.600 --> 00:11:45.600]  有很多人回教會好像有虔誠侍奉
[00:11:45.600 --> 00:11:49.600]  有去奉獻甚至做傳道人等等
[00:11:49.600 --> 00:11:52.600]  做很多角色形式的活動
[00:11:52.600 --> 00:11:56.600]  宗教活動用一個美名侍奉
[00:11:56.600 --> 00:11:58.600]  但其實這些侍奉
[00:11:58.600 --> 00:12:01.600]  最終他們都是為了自己
[00:12:01.600 --> 00:12:04.600]  去能夠吸納這麼多的人
[00:12:04.600 --> 00:12:06.600]  為自己的私利
[00:12:06.600 --> 00:12:09.600]  或者自己的受擁大程度
[00:12:09.600 --> 00:12:12.600]  來到去到吸引人
[00:12:12.600 --> 00:12:14.600]  簡單來說就是說
[00:12:14.600 --> 00:12:17.600]  去收買人心
[00:12:17.600 --> 00:12:21.600]  今天教會如果只是用這樣的方法
[00:12:21.600 --> 00:12:24.600]  我就要問一個問題
[00:12:24.600 --> 00:12:28.600]  上帝是不是要一間這樣的教會呢
[00:12:28.600 --> 00:12:30.600]  回到看看耶穌說什麼
[00:12:30.600 --> 00:12:34.600]  在一個這麼多狼的狀態
[00:12:34.600 --> 00:12:40.600]  耶穌叫他們你要防備人
[00:12:40.600 --> 00:12:41.600]  防備人
[00:12:41.600 --> 00:12:44.600]  這個人是一個很普及性
[00:12:44.600 --> 00:12:46.600]  一個簡單的字眼來的
[00:12:46.600 --> 00:12:49.600]  Anthropos就是希臘文來的
[00:12:49.600 --> 00:12:53.600]  人普羅大宗應該這麼說
[00:12:53.600 --> 00:12:56.600]  耶穌叫他們留意
[00:12:56.600 --> 00:12:58.600]  留意防備這個字眼
[00:12:58.600 --> 00:13:03.600]  甚至解釋為謹慎小心
[00:13:03.600 --> 00:13:05.600]  他說為什麼要這樣做
[00:13:05.600 --> 00:13:08.600]  因為有一個原因
[00:13:08.600 --> 00:13:12.600]  他們要把你們交給工會
[00:13:12.600 --> 00:13:17.600]  也要在會堂裡鞭打你們
[00:13:17.600 --> 00:13:20.600]  並且你們要為我的緣故
[00:13:20.600 --> 00:13:24.600]  被送到諸侯君皇面前
[00:13:24.600 --> 00:13:27.600]  對他們和外邦人作見證
[00:13:27.600 --> 00:13:29.600]  這兩節經文
[00:13:29.600 --> 00:13:33.600]  可以分為兩部分去看
[00:13:33.600 --> 00:13:35.600]  第一部分
[00:13:35.600 --> 00:13:42.600]  這些人他們把我們送到工會
[00:13:42.600 --> 00:13:44.600]  這個工會不是普通的
[00:13:44.600 --> 00:13:47.600]  現在不是經常罷工的工會
[00:13:47.600 --> 00:13:52.600]  這個工會是猶太人的宗教中心
[00:13:52.600 --> 00:13:54.600]  Sanhedrin
[00:13:54.600 --> 00:13:58.600]  他們是一個猶太人的宗教集團
[00:13:58.600 --> 00:14:02.600]  他們可以說是掌管了所有以色列民
[00:14:02.600 --> 00:14:04.600]  每一天的生命生活
[00:14:04.600 --> 00:14:06.600]  每個片段
[00:14:06.600 --> 00:14:08.600]  用神的所謂律法
[00:14:08.600 --> 00:14:11.600]  他們所規定的613條條例
[00:14:11.600 --> 00:14:14.600]  去綑綁著他們
[00:14:14.600 --> 00:14:16.600]  耶穌說這些人
[00:14:16.600 --> 00:14:19.600]  會抓你去到這個工會那裡
[00:14:19.600 --> 00:14:20.600]  做什麼事
[00:14:20.600 --> 00:14:22.600]  抓你去那裡打一頓
[00:14:22.600 --> 00:14:26.600]  以前的工會
[00:14:26.600 --> 00:14:29.600]  如果以色列民不按照神的律例
[00:14:29.600 --> 00:14:31.600]  或者他們所訂立的條例
[00:14:31.600 --> 00:14:34.600]  抓去他們有一個權兵
[00:14:34.600 --> 00:14:36.600]  在宗教層面上去打你
[00:14:36.600 --> 00:14:38.600]  你說這樣還成世界
[00:14:38.600 --> 00:14:40.600]  你不要這樣說
[00:14:40.600 --> 00:14:43.600]  今天這個世界還有這樣的國家
[00:14:43.600 --> 00:14:45.600]  不過他不是用宗教條例
[00:14:45.600 --> 00:14:47.600]  是宗教政治的條例
[00:14:47.600 --> 00:14:49.600]  用打你的做法
[00:14:49.600 --> 00:14:51.600]  所以有些人說
[00:14:51.600 --> 00:14:52.600]  簡單啦不要這樣說
[00:14:52.600 --> 00:14:54.600]  有些國家不讓你吃香口膠的
[00:14:54.600 --> 00:14:59.600]  吃香口膠是自由國家的做法
[00:14:59.600 --> 00:15:01.600]  但是他有這樣的條例
[00:15:01.600 --> 00:15:04.600]  因為他已經淪落了權力
[00:15:04.600 --> 00:15:06.600]  一個個方面
[00:15:06.600 --> 00:15:08.600]  這幫人在這個情況
[00:15:08.600 --> 00:15:10.600]  用他們的權兵
[00:15:10.600 --> 00:15:13.600]  來威嚇身邊的人
[00:15:13.600 --> 00:15:15.600]  讓其他人去聽他們說
[00:15:15.600 --> 00:15:18.600]  最好就是找一幫待罪羔羊
[00:15:18.600 --> 00:15:20.600]  這些人就是做待罪羔羊
[00:15:20.600 --> 00:15:24.600]  誰阻止他們做待罪羔羊就最好了
[00:15:24.600 --> 00:15:28.600]  耶穌你差派十二個門徒出去傳禱
[00:15:28.600 --> 00:15:30.600]  要按照神的說話來做事
[00:15:30.600 --> 00:15:33.600]  那就是擺明是跟我過不去的
[00:15:33.600 --> 00:15:35.600]  你說的神的說話
[00:15:35.600 --> 00:15:40.600]  先前的登山部分已經說過了
[00:15:40.600 --> 00:15:42.600]  句句你都解錯了
[00:15:42.600 --> 00:15:45.600]  其實登山部分最簡單的一句說話就是
[00:15:45.600 --> 00:15:48.600]  你解經全部不理解上帝的心
[00:15:48.600 --> 00:15:50.600]  只是靠字面
[00:15:50.600 --> 00:15:54.600]  於是乎你根本就做不成一個神的子民
[00:15:54.600 --> 00:15:58.600]  不如我教你怎麼做
[00:15:58.600 --> 00:16:00.600]  耶穌的動機是這樣
[00:16:00.600 --> 00:16:01.600]  請教的意義也是這樣
[00:16:01.600 --> 00:16:04.600]  但是在這樣的情況
[00:16:04.600 --> 00:16:06.600]  人們就說既然你擋我
[00:16:06.600 --> 00:16:08.600]  那你就不要開日子過了
[00:16:08.600 --> 00:16:10.600]  於是乎怎麼樣
[00:16:10.600 --> 00:16:13.600]  抓了你們去到這個會堂裡面
[00:16:13.600 --> 00:16:16.600]  以警效尤
[00:16:16.600 --> 00:16:20.600]  這些做法其實不是以前才有
[00:16:20.600 --> 00:16:21.600]  現在也有的
[00:16:21.600 --> 00:16:24.600]  殺一警百這些做法
[00:16:24.600 --> 00:16:27.600]  但是另一個緣故
[00:16:27.600 --> 00:16:30.600]  耶穌就在這裡告訴我們
[00:16:30.600 --> 00:16:34.600]  你不要怕那些人抓你去
[00:16:34.600 --> 00:16:36.600]  為什麼
[00:16:36.600 --> 00:16:37.600]  看多一次
[00:16:37.600 --> 00:16:38.600]  十九次
[00:16:38.600 --> 00:16:42.600]  並且你們要為我的緣故
[00:16:42.600 --> 00:16:47.600]  被送到諸侯君王面前
[00:16:47.600 --> 00:16:51.600]  耶穌說是因為他的緣故
[00:16:51.600 --> 00:16:53.600]  不是為你自己緣故
[00:16:53.600 --> 00:16:57.600]  今天侍奉很多人是為自己緣故侍奉
[00:16:57.600 --> 00:16:58.600]  我想怎樣
[00:16:58.600 --> 00:16:59.600]  我想做什麼侍奉
[00:16:59.600 --> 00:17:00.600]  不是
[00:17:00.600 --> 00:17:02.600]  是上帝的緣故
[00:17:02.600 --> 00:17:04.600]  是耶穌基督的緣故
[00:17:04.600 --> 00:17:07.600]  因為你遵行上帝的說話
[00:17:07.600 --> 00:17:09.600]  所以為什麼我這麼強調
[00:17:09.600 --> 00:17:12.600]  因為你行事為人要讀好聖經就是這個原因
[00:17:12.600 --> 00:17:15.600]  因為你不是按照你自己而活
[00:17:15.600 --> 00:17:17.600]  你是按照上帝的意思而活
[00:17:17.600 --> 00:17:20.600]  當你按上帝意思而活
[00:17:20.600 --> 00:17:21.600]  就是為他的緣故
[00:17:21.600 --> 00:17:22.600]  那些人不喜歡你
[00:17:22.600 --> 00:17:27.600]  那他就會押送你去諸侯君王
[00:17:27.600 --> 00:17:29.600]  諸侯君王這個字不是在這裡出的
[00:17:29.600 --> 00:17:31.600]  就是在這裡出的
[00:17:31.600 --> 00:17:33.600]  如果大家會記得這個字眼
[00:17:33.600 --> 00:17:37.600]  早在耶穌基督出生之前
[00:17:37.600 --> 00:17:39.600]  已經用過了
[00:17:39.600 --> 00:17:43.600]  當耶穌基督出生的時候
[00:17:43.600 --> 00:17:48.600]  記載他有什麼人從東方而來
[00:17:48.600 --> 00:17:50.600]  幾個博士
[00:17:50.600 --> 00:17:53.600]  這幾個博士其實這個字眼
[00:17:53.600 --> 00:17:55.600]  也是一些王子的意思
[00:17:55.600 --> 00:17:57.600]  就是這個字眼
[00:17:57.600 --> 00:18:00.600]  然後諸侯這個字眼
[00:18:00.600 --> 00:18:04.600]  君王管管管束的人
[00:18:04.600 --> 00:18:09.600]  這個字眼在先前也曾經用了一個同義詞的
[00:18:09.600 --> 00:18:11.600]  管會堂的人
[00:18:11.600 --> 00:18:14.600]  一個女兒
[00:18:14.600 --> 00:18:15.600]  記不記得
[00:18:15.600 --> 00:18:17.600]  死了
[00:18:17.600 --> 00:18:18.600]  就是這樣緣故
[00:18:18.600 --> 00:18:20.600]  這個字眼絕對不是陌生
[00:18:20.600 --> 00:18:23.600]  不過這套聖經說了一樣東西
[00:18:23.600 --> 00:18:27.600]  原來因為我們行主的道
[00:18:27.600 --> 00:18:33.600]  於是乎人們送我們這些政治上有權力的人
[00:18:33.600 --> 00:18:35.600]  這些人是什麼人
[00:18:35.600 --> 00:18:37.600]  看下半句
[00:18:37.600 --> 00:18:41.600]  對他們和外邦人作見證
[00:18:41.600 --> 00:18:47.600]  原來這幫人是非猶太裔的人
[00:18:47.600 --> 00:18:51.600]  當時以色列巴勒斯坦地是什麼人做主
[00:18:51.600 --> 00:18:53.600]  羅馬人
[00:18:53.600 --> 00:18:55.600]  羅馬政權在巴勒斯坦地
[00:18:55.600 --> 00:18:58.600]  有它自己不同類型的管治層次
[00:18:58.600 --> 00:19:01.600]  和它的管治層面
[00:19:01.600 --> 00:19:04.600]  有軍隊的,有政治的
[00:19:04.600 --> 00:19:06.600]  有用本土的
[00:19:06.600 --> 00:19:10.600]  希律是一個本土的猶太習
[00:19:10.600 --> 00:19:13.600]  薩馬利亞人的,血裔的一個君王
[00:19:13.600 --> 00:19:16.600]  用錢收買了一個王權回來去做的
[00:19:16.600 --> 00:19:19.600]  種種是利益關係
[00:19:19.600 --> 00:19:23.600]  但是這段聖經最有意思的說的是什麼
[00:19:23.600 --> 00:19:25.600]  人們這麼討厭我們
