
[00:00:00.000 --> 00:00:02.000]  各位電影節的平安
[00:03:24.000 --> 00:03:28.000]  主我們仰望你自己在這個邪惡的世代當中
[00:03:28.000 --> 00:03:31.000]  保守我們的心仍然可以剛強
[00:03:31.000 --> 00:03:33.000]  行在良善當中
[00:03:33.000 --> 00:03:36.000]  也都有很多的人在這些日子
[00:03:36.000 --> 00:03:38.000]  見到這些事情的時候
[00:03:38.000 --> 00:03:41.000]  心靈反而給你自己去光照
[00:03:41.000 --> 00:03:44.000]  更加知道能在良善當中
[00:03:44.000 --> 00:03:48.000]  去避免邪惡、避免兇殘的事情
[00:03:48.000 --> 00:03:52.000]  主啊你也親自憐憫極端的伊斯蘭組織
[00:03:52.000 --> 00:03:55.000]  很多的青年人他們成為槍手
[00:03:55.000 --> 00:03:57.000]  在無知當中去殘害別人
[00:03:57.000 --> 00:04:01.000]  主啊願你自己也隨故憐憫一個群體
[00:04:01.000 --> 00:04:02.000]  光照他們
[00:04:02.000 --> 00:04:05.000]  救他們脫離這些殘暴的事情
[00:04:05.000 --> 00:04:07.000]  讓他們知道迴轉
[00:04:07.000 --> 00:04:10.000]  主啊我們獻上微小的禱告
[00:04:10.000 --> 00:04:12.000]  求你垂聽
[00:04:12.000 --> 00:04:13.000]  我們也為到今天
[00:04:13.000 --> 00:04:16.000]  你給我們再有機會同心的敬拜你
[00:04:16.000 --> 00:04:17.000]  獻上感恩
[00:04:17.000 --> 00:04:18.000]  我們仰望恩主
[00:04:18.000 --> 00:04:20.000]  你自己堅固我們
[00:04:20.000 --> 00:04:22.000]  信靠你的心
[00:04:22.000 --> 00:04:24.000]  讓我們在跟隨你的路上
[00:04:24.000 --> 00:04:26.000]  無論經歷什麼事情
[00:04:26.000 --> 00:04:29.000]  我們仍然可以確信、明白
[00:04:29.000 --> 00:04:31.000]  你的慈愛永不改變
[00:04:31.000 --> 00:04:35.000]  我們就緊緊的來去依靠你
[00:04:35.000 --> 00:04:38.000]  帶領我們如今一切思想聖經的時候
[00:04:38.000 --> 00:04:40.000]  賜下你的恩賢
[00:04:40.000 --> 00:04:41.000]  我們仰望祈禱
[00:04:41.000 --> 00:04:43.000]  奉耶穌基督 聖名求
[00:04:43.000 --> 00:04:50.000]  我們今天思想回聖經詩篇裏面的禱告詩
[00:04:50.000 --> 00:04:52.000]  我們的題目是這樣讀的
[00:04:52.000 --> 00:04:56.000]  是「堅信靠主可得成」
[00:04:56.000 --> 00:04:58.000]  請大家一起再讀一讀
[00:04:58.000 --> 00:05:02.000]  再看看聖經詩篇44篇的經文
[00:05:02.000 --> 00:05:04.000]  當我們看44篇的時候
[00:05:04.000 --> 00:05:06.000]  你會看到有很多的教徒
[00:05:06.000 --> 00:05:11.000]  在人生的路上遇到不少的困難
[00:05:11.000 --> 00:05:13.000]  甚至是患難的事情
[00:05:13.000 --> 00:05:15.000]  我們都很快就會問
[00:05:15.000 --> 00:05:19.000]  為什麼會有一些這樣的事情臨到神的子民
[00:05:19.000 --> 00:05:22.000]  神豈不是會保護我們嗎?
[00:05:22.000 --> 00:05:25.000]  為什麼會有一些這樣的事情在我們身上發生?
[00:05:25.000 --> 00:05:26.000]  簡單來說
[00:05:26.000 --> 00:05:30.000]  你發覺聖經裏面有很多的原因提出來
[00:05:30.000 --> 00:05:34.000]  第一 因為我們生活在一個罪惡的世界
[00:05:34.000 --> 00:05:37.000]  這個世界的罪是傷害我們
[00:05:37.000 --> 00:05:41.000]  第二 也都可能是我們自己生命的罪
[00:05:41.000 --> 00:05:43.000]  帶來給自己的傷害
[00:05:43.000 --> 00:05:46.000]  又或者在罪當中神賜下他的管教
[00:05:46.000 --> 00:05:48.000]  要挽回我們
[00:05:48.000 --> 00:05:51.000]  第三 有些情況你會發覺
[00:05:51.000 --> 00:05:53.000]  聖經清楚說
[00:05:53.000 --> 00:05:57.000]  光明和黑暗之間有一個很大的衝突
[00:05:57.000 --> 00:06:00.000]  當屬神的人要走在光明的路上
[00:06:00.000 --> 00:06:02.000]  要走在良善當中
[00:06:02.000 --> 00:06:04.000]  黑暗的勢力不喜歡
[00:06:04.000 --> 00:06:09.000]  也都會嘗試傷害走在光明的人
[00:06:09.000 --> 00:06:12.000]  當然這種傷害也都包括了
[00:06:12.000 --> 00:06:14.000]  在邪惡的世界裏面
[00:06:14.000 --> 00:06:16.000]  靈界裏面的攻擊
[00:06:16.000 --> 00:06:20.000]  因此我們見到聖經描述有不少的情況
[00:06:20.000 --> 00:06:23.000]  撒旦要去攻擊屬神的人
[00:06:23.000 --> 00:06:26.000]  因此你和我在其中
[00:06:26.000 --> 00:06:30.000]  如果你是要跟隨上帝的
[00:06:30.000 --> 00:06:32.000]  如果你是要敬虔道日的
[00:06:32.000 --> 00:06:34.000]  正如聖經所說
[00:06:34.000 --> 00:06:36.000]  你可以有一種心理準備
[00:06:36.000 --> 00:06:40.000]  我們會面對不同程度的困難
[00:06:40.000 --> 00:06:42.000]  聖經所說的逼迫
[00:06:42.000 --> 00:06:44.000]  或者是各樣的患難
[00:06:44.000 --> 00:06:47.000]  在這些困難當中有人會灰心
[00:06:47.000 --> 00:06:49.000]  覺得神不可靠
[00:06:49.000 --> 00:06:51.000]  因此離開神
[00:06:51.000 --> 00:06:53.000]  但是我們看詩篇的時候
[00:06:53.000 --> 00:06:55.000]  見到有很多歷代的聖徒
[00:06:55.000 --> 00:06:58.000]  他們面對著一些患難的時候
[00:06:58.000 --> 00:07:02.000]  他們很清楚表明出他們對神的信心
[00:07:02.000 --> 00:07:05.000]  然後繼續放膽去尋求恩惠
[00:07:05.000 --> 00:07:08.000]  而經歷神保奇妙的保守
[00:07:08.000 --> 00:07:10.000]  就算有些時候
[00:07:10.000 --> 00:07:13.000]  好像神沒有保守到他
[00:07:13.000 --> 00:07:15.000]  但是他們仍然會說
[00:07:15.000 --> 00:07:16.000]  織畫不言
[00:07:16.000 --> 00:07:19.000]  我們仍然相信這位上帝
[00:07:19.000 --> 00:07:21.000]  有祂最高的美意
[00:07:21.000 --> 00:07:24.000]  而在當中繼續堅定地去信靠
[00:07:24.000 --> 00:07:26.000]  去跟隨上帝
[00:07:26.000 --> 00:07:28.000]  我們今天讀這篇詩篇的時候
[00:07:28.000 --> 00:07:31.000]  也去思想我們今天在我們身處的環境
[00:07:31.000 --> 00:07:34.000]  我們怎樣能夠去繼續堅信
[00:07:34.000 --> 00:07:37.000]  靠主可以得勝
[00:07:37.000 --> 00:07:38.000]  大家看聖經的時候
[00:07:38.000 --> 00:07:40.000]  詩篇44篇一開始
[00:07:40.000 --> 00:07:43.000]  詩人就禱告神
[00:07:43.000 --> 00:07:45.000]  而他的禱告的開始
[00:07:45.000 --> 00:07:49.000]  是表明他那種心中的信念
[00:07:49.000 --> 00:07:51.000]  在第一第二節提及到
[00:07:51.000 --> 00:07:53.000]  想起他們的祖先
[00:07:53.000 --> 00:07:56.000]  他們的先祖
[00:07:56.000 --> 00:07:58.000]  怎樣經歷神的保守
[00:07:58.000 --> 00:08:00.000]  曾經神帶領他們進入到迦南美地
[00:08:00.000 --> 00:08:04.000]  將美善的土地賜給他們
[00:08:04.000 --> 00:08:05.000]  趕出滅國
[00:08:05.000 --> 00:08:08.000]  讓他們得著昌盛
[00:08:08.000 --> 00:08:12.000]  描述回過去他們所經歷的事情
[00:08:12.000 --> 00:08:13.000]  然後第三節就說
[00:08:13.000 --> 00:08:16.000]  因為他們取得那地
[00:08:16.000 --> 00:08:18.000]  不是靠自己的刀劍
[00:08:18.000 --> 00:08:20.000]  他們得勝不是靠自己的棒臂
[00:08:20.000 --> 00:08:23.000]  而是靠你的右手
[00:08:23.000 --> 00:08:27.000]  你的棒臂和你面上的光
[00:08:27.000 --> 00:08:30.000]  因為你喜悅他們
[00:08:30.000 --> 00:08:32.000]  他們很清楚知道
[00:08:32.000 --> 00:08:34.000]  這篇詩是一篇集體的詩
[00:08:34.000 --> 00:08:39.000]  國家的領袖代表百姓向神發出呼求
[00:08:39.000 --> 00:08:41.000]  他們講述回過去的時候
[00:08:41.000 --> 00:08:44.000]  清楚知道過去我們能夠得到勝利
[00:08:44.000 --> 00:08:47.000]  面對很多受敵很多攻擊的時候
[00:08:47.000 --> 00:08:50.000]  絕對不是自己的刀劍
[00:08:50.000 --> 00:08:52.000]  在當時的時代
[00:08:52.000 --> 00:08:55.000]  刀劍是代表勝利
[00:08:55.000 --> 00:08:58.000]  也代表重要的資源
[00:08:58.000 --> 00:08:59.000]  有刀有劍
[00:08:59.000 --> 00:09:01.000]  有鋒利的利器
[00:09:01.000 --> 00:09:04.000]  就有把握能夠得勝
[00:09:04.000 --> 00:09:07.000]  但他們反而清楚知道
[00:09:07.000 --> 00:09:08.000]  不是靠我們的刀劍
[00:09:08.000 --> 00:09:10.000]  不是靠我們自己的力量
[00:09:10.000 --> 00:09:12.000]  自己的棒臂
[00:09:12.000 --> 00:09:15.000]  而是很清楚靠著神的右手
[00:09:15.000 --> 00:09:18.000]  滿有權能的右手
[00:09:18.000 --> 00:09:19.000]  神的力量
[00:09:19.000 --> 00:09:21.000]  神面上的光
[00:09:21.000 --> 00:09:24.000]  或者翻譯為神的幫助
[00:09:24.000 --> 00:09:26.000]  完全是神的幫助
[00:09:26.000 --> 00:09:29.000]  我們能夠得到勝利
[00:09:29.000 --> 00:09:33.000]  然後詩人也很清楚講述
[00:09:33.000 --> 00:09:35.000]  這正是我們今天的信念
[00:09:35.000 --> 00:09:38.000]  在下面你再下去第五節
[00:09:38.000 --> 00:09:43.000]  我們靠著你可以打倒我們的敵人
[00:09:43.000 --> 00:09:45.000]  靠著你的名
[00:09:45.000 --> 00:09:49.000]  名代表著神整體的權能
[00:09:49.000 --> 00:09:51.000]  祂的屬性
[00:09:51.000 --> 00:09:52.000]  靠著神的名
[00:09:52.000 --> 00:09:55.000]  踐踏那些起來攻擊我們的人
[00:09:55.000 --> 00:09:56.000]  然後第六節說
[00:09:56.000 --> 00:10:00.000]  因為我不是依靠我的功
[00:10:00.000 --> 00:10:05.000]  我的刀劍也不能使我得勝
[00:10:05.000 --> 00:10:09.000]  兩堂聖經講了四次
[00:10:09.000 --> 00:10:12.000]  我 我 我 我
[00:10:12.000 --> 00:10:14.000]  我自己
[00:10:14.000 --> 00:10:18.000]  是詩人每當想起過去的經歷的時候
[00:10:18.000 --> 00:10:22.000]  整體的體會清楚知道是神的工作
[00:10:22.000 --> 00:10:23.000]  各位靈智妹妹
[00:10:23.000 --> 00:10:25.000]  有些時候我們有刀有劍
[00:10:25.000 --> 00:10:28.000]  有某些人生的資源力量
[00:10:28.000 --> 00:10:30.000]  可以面對我們所面對的困難
[00:10:30.000 --> 00:10:33.000]  甚至是苦難的事情
[00:10:33.000 --> 00:10:35.000]  但是很多時候
[00:10:35.000 --> 00:10:36.000]  到了一個階段
[00:10:36.000 --> 00:10:39.000]  都會很深刻體會自己的力量
[00:10:39.000 --> 00:10:43.000]  都不能夠去面對這些困難
[00:10:43.000 --> 00:10:46.000]  因為弟兄當他被他的上司
[00:10:46.000 --> 00:10:50.000]  多方來傷害的時候
[00:10:50.000 --> 00:10:52.000]  他很深刻體會到
[00:10:52.000 --> 00:10:54.000]  就算自己怎樣勤力
[00:10:54.000 --> 00:10:55.000]  怎樣努力
[00:10:55.000 --> 00:10:58.000]  都不能夠解決這種困難
[00:10:58.000 --> 00:10:59.000]  直到有一天
[00:10:59.000 --> 00:11:00.000]  他真的知道
[00:11:00.000 --> 00:11:02.000]  全心將事情交託給神
[00:11:02.000 --> 00:11:05.000]  神在當中來幫助他
[00:11:05.000 --> 00:11:07.000]  很多時候你會發覺
[00:11:07.000 --> 00:11:09.000]  人什麼時候覺得
[00:11:09.000 --> 00:11:13.000]  我可以去幫助自己的時候
[00:11:13.000 --> 00:11:16.000]  內心就會有很多恐懼
[00:11:16.000 --> 00:11:18.000]  我想說一件事情
[00:11:18.000 --> 00:11:19.000]  我曾經提及過
[00:11:19.000 --> 00:11:20.000]  很多年之前
[00:11:20.000 --> 00:11:24.000]  我記得有一次我約了一位朋友
[00:11:24.000 --> 00:11:26.000]  我特別震驚
[00:11:26.000 --> 00:11:28.000]  因為我認識這位朋友
[00:11:28.000 --> 00:11:30.000]  是很難溝通的
[00:11:30.000 --> 00:11:32.000]  而且要談一件事情
[00:11:32.000 --> 00:11:33.000]  是很複雜的事情
[00:11:33.000 --> 00:11:36.000]  不容易去談得妥
[00:11:36.000 --> 00:11:38.000]  而且可能會被拒絕
[00:11:38.000 --> 00:11:42.000]  或者會被奚落
[00:11:42.000 --> 00:11:45.000]  我去到餐廳約了他談天
[00:11:45.000 --> 00:11:46.000]  坐下的時候
[00:11:46.000 --> 00:11:48.000]  我先到
[00:11:48.000 --> 00:11:50.000]  我覺得自己的心在那裏
[00:11:50.000 --> 00:11:52.000]  在那裏不安
[00:11:52.000 --> 00:11:54.000]  不安 很不安
[00:11:54.000 --> 00:11:56.000]  然後我在盤算
[00:11:56.000 --> 00:11:58.000]  待會說些什麼
[00:11:58.000 --> 00:12:00.000]  在那個時間
[00:12:00.000 --> 00:12:02.000]  我突然間看到餐桌上
[00:12:02.000 --> 00:12:04.000]  有一個小的花瓶
[00:12:04.000 --> 00:12:06.000]  很小的花
[00:12:06.000 --> 00:12:07.000]  但我小心看的時候
[00:12:07.000 --> 00:12:09.000]  那朵花很漂亮
[00:12:09.000 --> 00:12:10.000]  很完整
[00:12:10.000 --> 00:12:14.000]  那些花瓣是恰到好處
[00:12:14.000 --> 00:12:16.000]  那種顏色很漂亮
[00:12:16.000 --> 00:12:17.000]  我看的時候
[00:12:17.000 --> 00:12:20.000]  突然間有一種提醒
[00:12:20.000 --> 00:12:22.000]  你相不相信這位上帝
[00:12:22.000 --> 00:12:25.000]  是真是偉大的上帝
[00:12:25.000 --> 00:12:27.000]  你相不相信這位神
[00:12:27.000 --> 00:12:31.000]  是真是人的幫助
[00:12:31.000 --> 00:12:32.000]  在那個時候
[00:12:32.000 --> 00:12:34.000]  我念了四個字
[00:12:34.000 --> 00:12:35.000]  很簡單
[00:12:35.000 --> 00:12:36.000]  四個字
[00:12:36.000 --> 00:12:40.000]  不在乎我
[00:12:40.000 --> 00:12:41.000]  也不在乎你
[00:12:41.000 --> 00:12:43.000]  你放心在裏面
[00:12:43.000 --> 00:12:45.000]  讓神帶著你去傾談
[00:12:45.000 --> 00:12:49.000]  讓神引導著你去溝通
[00:12:49.000 --> 00:12:50.000]  在那個時候
[00:12:50.000 --> 00:12:51.000]  我再次祈禱
[00:12:51.000 --> 00:12:53.000]  神待會的時間交託給你
[00:12:53.000 --> 00:12:54.000]  我依靠你
[00:12:54.000 --> 00:12:56.000]  然後就繼續
[00:12:56.000 --> 00:12:58.000]  心裏面多了一份平安
[00:12:58.000 --> 00:13:00.000]  然後在過程當中
[00:13:00.000 --> 00:13:02.000]  你與這位朋友傾談
[00:13:02.000 --> 00:13:04.000]  這樣上帝在過程當中
[00:13:04.000 --> 00:13:07.000]  有很好的溝通
[00:13:07.000 --> 00:13:08.000]  在這時候想起
[00:13:08.000 --> 00:13:09.000]  何時我們會覺得
[00:13:09.000 --> 00:13:11.000]  我的刀劍
[00:13:11.000 --> 00:13:12.000]  我的防備
[00:13:12.000 --> 00:13:14.000]  可以解決問題
[00:13:14.000 --> 00:13:15.000]  反而你會察覺到
[00:13:15.000 --> 00:13:16.000]  內心那種恐懼
[00:13:16.000 --> 00:13:18.000]  那個不安
[00:13:18.000 --> 00:13:21.000]  令你做不到你要做的事情
[00:13:21.000 --> 00:13:23.000]  唯有你自己清楚的知道
[00:13:23.000 --> 00:13:26.000]  是靠著上帝的防備
[00:13:26.000 --> 00:13:30.000]  才有去面對這些困難
[00:13:30.000 --> 00:13:33.000]  你可以去經歷到神的工作
[00:13:33.000 --> 00:13:35.000]  在你的身上
[00:13:35.000 --> 00:13:36.000]  當他回想起
[00:13:36.000 --> 00:13:38.000]  生活上面對的困難的時候
[00:13:38.000 --> 00:13:40.000]  首先他要說的就是
[00:13:40.000 --> 00:13:42.000]  我仍然相信
[00:13:42.000 --> 00:13:44.000]  是神是我的幫助
[00:13:44.000 --> 00:13:47.000]  以致他放膽地一路向神求
[00:13:47.000 --> 00:13:48.000]  一路向神求
[00:13:48.000 --> 00:13:50.000]  所以你再看下去的時候
[00:13:50.000 --> 00:13:52.000]  他開始轉入他自己
[00:13:52.000 --> 00:13:55.000]  所實在面對的困難
[00:13:55.000 --> 00:13:57.000]  第九節
[00:13:57.000 --> 00:13:58.000]  第九節
[00:13:58.000 --> 00:13:59.000]  他就說
[00:13:59.000 --> 00:14:02.000]  現在你卻棄絕了我們
[00:14:02.000 --> 00:14:04.000]  使我們受辱
[00:14:04.000 --> 00:14:06.000]  不在我們的軍隊一同出征
[00:14:06.000 --> 00:14:08.000]  你使我們在敵人面前
[00:14:08.000 --> 00:14:09.000]  轉身後退
[00:14:09.000 --> 00:14:11.000]  憎恨我們的人
[00:14:11.000 --> 00:14:13.000]  都任意搶掠
[00:14:13.000 --> 00:14:14.000]  你一路讀的時候
[00:14:14.000 --> 00:14:15.000]  你會發覺
[00:14:15.000 --> 00:14:17.000]  很沉重的描述
[00:14:17.000 --> 00:14:20.000]  面對著很大的艱難
[00:14:20.000 --> 00:14:23.000]  而且內心有一種不明白
[00:14:23.000 --> 00:14:26.000]  為什麼神讓我面對這些事
[00:14:26.000 --> 00:14:28.000]  神豈不是我的傍臂
[00:14:28.000 --> 00:14:29.000]  是我的幫助嗎
[00:14:29.000 --> 00:14:33.000]  為什麼會有這樣的事情發生呢
[00:14:33.000 --> 00:14:35.000]  一路在問問題
[00:14:35.000 --> 00:14:36.000]  但當你問問題的時候
[00:14:36.000 --> 00:14:38.000]  你再讀的時候
[00:14:38.000 --> 00:14:43.000]  你遣去後面的十七節
[00:14:43.000 --> 00:14:45.000]  第十七節
[00:14:45.000 --> 00:14:47.000]  一路講述自己的情況的時候
[00:14:47.000 --> 00:14:49.000]  突然間
[00:14:49.000 --> 00:14:50.000]  詩人就說
[00:14:50.000 --> 00:14:53.000]  這一切臨到我們身上
[00:14:53.000 --> 00:14:56.000]  我們卻沒有忘記你
[00:14:56.000 --> 00:14:59.000]  你都沒有違背你的約十八節
[00:14:59.000 --> 00:15:01.000]  我們的心沒有退後
[00:15:01.000 --> 00:15:06.000]  我們的腳步也沒有偏離你的路
[00:15:06.000 --> 00:15:08.000]  這個好像很矛盾
[00:15:08.000 --> 00:15:09.000]  之前在說
[00:15:09.000 --> 00:15:12.000]  為什麼神讓我遇到這麼多困難
[00:15:12.000 --> 00:15:13.000]  很多羞辱
[00:15:13.000 --> 00:15:15.000]  很多的逼迫
[00:15:15.000 --> 00:15:16.000]  但突然間
[00:15:16.000 --> 00:15:17.000]  詩人就說
[00:15:17.000 --> 00:15:18.000]  在一切的情況之下
[00:15:18.000 --> 00:15:20.000]  我們不會忘記你的
[00:15:20.000 --> 00:15:22.000]  我們不會違背你的約
[00:15:22.000 --> 00:15:25.000]  仍然堅持要走在你的路上
[00:15:25.000 --> 00:15:27.000]  堅持去遵行你的心意
[00:15:27.000 --> 00:15:29.000]  做你要我做的事情
[00:15:29.000 --> 00:15:32.000]  你發覺當詩人一路開始的時候
[00:15:32.000 --> 00:15:34.000]  講述過去的經歷
[00:15:34.000 --> 00:15:35.000]  沒錯
[00:15:35.000 --> 00:15:37.000]  他發覺現在的經歷
[00:15:37.000 --> 00:15:40.000]  和以前的信念好像有違背
[00:15:40.000 --> 00:15:42.000]  但他很清楚向神表明
[00:15:42.000 --> 00:15:43.000]  無論怎樣也好
[00:15:43.000 --> 00:15:44.000]  上帝啊
[00:15:44.000 --> 00:15:46.000]  我們不會違背你
[00:15:46.000 --> 00:15:48.000]  我們不會偏離你自己的路
[00:15:48.000 --> 00:15:50.000]  我們會跟隨著你
[00:15:50.000 --> 00:15:52.000]  我想說一件事情
[00:15:52.000 --> 00:15:56.000]  我在早前遇到一位在中國內地的同工
[00:15:56.000 --> 00:15:57.000]  一位牧師
[00:15:57.000 --> 00:15:59.000]  我和他聊天的時候
[00:15:59.000 --> 00:16:00.000]  他告訴我一件事
[00:16:00.000 --> 00:16:02.000]  我心裏面有很多感動
[00:16:02.000 --> 00:16:04.000]  他說他自己在早期
[00:16:04.000 --> 00:16:05.000]  1980年代
[00:16:05.000 --> 00:16:08.000]  大家可能知道中國在改革開放之後
[00:16:08.000 --> 00:16:10.000]  很多教會重新再建立
[00:16:10.000 --> 00:16:13.000]  他們教會已經封了
[00:16:13.000 --> 00:16:15.000]  封查了很多年
[00:16:15.000 --> 00:16:16.000]  在那段時間
[00:16:16.000 --> 00:16:19.000]  突然之間很開心重新建立教會
[00:16:19.000 --> 00:16:21.000]  在教會開始建立的時候
[00:16:21.000 --> 00:16:23.000]  他們發覺可以籌到一些錢
[00:16:23.000 --> 00:16:27.000]  大家就重建破爛了的教堂
[00:16:27.000 --> 00:16:29.000]  後來建築性好的教堂
[00:16:29.000 --> 00:16:31.000]  很多人來到教會崇拜
[00:16:31.000 --> 00:16:33.000]  突然間出現了一批人
[00:16:33.000 --> 00:16:35.000]  這批人告訴牧師知道
[00:16:35.000 --> 00:16:38.000]  我們是以前牧師的兒子
[00:16:38.000 --> 00:16:41.000]  以前的長老是負責人
[00:16:41.000 --> 00:16:43.000]  我們是他的後代
[00:16:43.000 --> 00:16:46.000]  這些人當中有幾個是未信主的
[00:16:46.000 --> 00:16:50.000]  他說這間教堂我們有份的
[00:16:50.000 --> 00:16:52.000]  因此就留在那裏
[00:16:52.000 --> 00:16:57.000]  而且慢慢拉攏了一批弟兄姊妹支持他們
[00:16:57.000 --> 00:16:58.000]  在這個情況之下
[00:16:58.000 --> 00:17:00.000]  他們不斷來批評牧師
[00:17:00.000 --> 00:17:03.000]  也覺得牧師不信任他們
[00:17:03.000 --> 00:17:05.000]  不交責任給他們
[00:17:05.000 --> 00:17:07.000]  後來甚至去到宗教局
[00:17:07.000 --> 00:17:09.000]  去誣告牧師
[00:17:09.000 --> 00:17:14.000]  去批評很多當時的領袖
[00:17:14.000 --> 00:17:19.000]  因此教會裏面沒有一個安定的日子
[00:17:19.000 --> 00:17:20.000]  很多的爭執
[00:17:20.000 --> 00:17:21.000]  很多的說話
[00:17:21.000 --> 00:17:22.000]  在這個時候
[00:17:22.000 --> 00:17:24.000]  因為牧師一直思想的情況
[00:17:24.000 --> 00:17:27.000]  他知道在這種情況之下
[00:17:27.000 --> 00:17:29.000]  他要做一件事情
[00:17:29.000 --> 00:17:33.000]  就是保持自己的良善
[00:17:33.000 --> 00:17:35.000]  他不知道神的帶領是怎樣
[00:17:35.000 --> 00:17:36.000]  但是他很清楚知道
[00:17:36.000 --> 00:17:40.000]  如果要得到神的賜福
[00:17:40.000 --> 00:17:43.000]  他必須要保持自己的良善
[00:17:43.000 --> 00:17:46.000]  行在神的心意當中
[00:17:46.000 --> 00:17:48.000]  最終經過很多的考慮之後
