
[00:00:00.000 --> 00:00:06.000]  很多年前當我剛出來做傳道的時候
[00:02:49.000 --> 00:02:50.000]  應該知道吧?
[00:02:50.000 --> 00:02:53.000]  不是代溝這麼嚴重
[00:02:53.000 --> 00:02:58.000]  或者最多是我們那一代
[00:02:58.000 --> 00:03:03.000]  我們說我們去做夢或者睡覺就是找周公
[00:03:03.000 --> 00:03:06.000]  OK嗎?大家同意嗎?
[00:03:06.000 --> 00:03:08.000]  同意的都是上一年代的
[00:03:08.000 --> 00:03:10.000]  找周公
[00:03:10.000 --> 00:03:15.000]  而聖經裡面也有很多人是做夢王
[00:03:15.000 --> 00:03:17.000]  譬如約瑟
[00:03:17.000 --> 00:03:19.000]  一生很多很重要的夢
[00:03:19.000 --> 00:03:21.000]  上帝指示透過夢告訴他
[00:03:21.000 --> 00:03:22.000]  雅各等等
[00:03:22.000 --> 00:03:24.000]  還有一個就是誕日利
[00:03:24.000 --> 00:03:25.000]  誕日利不是他自己做夢
[00:03:25.000 --> 00:03:27.000]  他是幫人解夢
[00:03:27.000 --> 00:03:30.000]  但是你見到中國人說的夢
[00:03:30.000 --> 00:03:32.000]  和聖經裡面所說的夢
[00:03:32.000 --> 00:03:34.000]  是兩碼子的事
[00:03:34.000 --> 00:03:36.000]  中國人說找周公
[00:03:36.000 --> 00:03:38.000]  大家不知道這個典故是為什麼
[00:03:38.000 --> 00:03:41.000]  不知道找周公為什麼
[00:03:41.000 --> 00:03:43.000]  周公就是周公誕
[00:03:43.000 --> 00:03:48.000]  就是說他很想回到以前復古
[00:03:48.000 --> 00:03:51.000]  找回周公誕的時代
[00:03:51.000 --> 00:03:54.000]  去行使那些古代的禮法
[00:03:54.000 --> 00:03:55.000]  所以中國人說夢
[00:03:55.000 --> 00:03:57.000]  特別是老人家說夢
[00:03:57.000 --> 00:03:59.000]  是說我追上以前
[00:03:59.000 --> 00:04:01.000]  以前就好了
[00:04:01.000 --> 00:04:04.000]  我們經常都會說就是這個時代慢慢變了
[00:04:04.000 --> 00:04:06.000]  是不及以前那麼好了
[00:04:06.000 --> 00:04:08.000]  這個是很多上一代
[00:04:08.000 --> 00:04:10.000]  或者很長時間上一代經常想
[00:04:10.000 --> 00:04:12.000]  就是以前就好了
[00:04:12.000 --> 00:04:13.000]  人心不古了
[00:04:13.000 --> 00:04:14.000]  現在真的不要了
[00:04:14.000 --> 00:04:16.000]  世風日下不要
[00:04:16.000 --> 00:04:19.000]  但是聖經裡面說的夢
[00:04:19.000 --> 00:04:21.000]  全部都是向前的
[00:04:21.000 --> 00:04:23.000]  有沒有留意到呢
[00:04:23.000 --> 00:04:25.000]  聖經裡面無論《約瑟》
[00:04:25.000 --> 00:04:28.000]  《達爾利書》記載夢
[00:04:28.000 --> 00:04:30.000]  甚至是《新約》裡面說的夢
[00:04:30.000 --> 00:04:33.000]  全部都是說面前向前的
[00:04:33.000 --> 00:04:35.000]  兩個很不同的方向
[00:04:35.000 --> 00:04:37.000]  所以很多年前我聽到一個目者這樣分析
[00:04:37.000 --> 00:04:39.000]  到現在我還是很深印象的
[00:04:39.000 --> 00:04:42.000]  所以我們今天說的夢想
[00:04:42.000 --> 00:04:44.000]  我都希望我們照回聖經所說
[00:04:44.000 --> 00:04:45.000]  不是我們想復古
[00:04:45.000 --> 00:04:47.000]  不是我們想維持
[00:04:47.000 --> 00:04:49.000]  我們那個年代的價值觀
[00:04:49.000 --> 00:04:51.000]  或者手舊的做事方法
[00:04:51.000 --> 00:04:52.000]  希望這一代做
[00:04:52.000 --> 00:04:53.000]  如果這樣的話
[00:04:53.000 --> 00:04:56.000]  我估計我們一定得不到這一代的青年人
[00:04:56.000 --> 00:04:57.000]  但是我們回到聖經
[00:04:57.000 --> 00:05:00.000]  聖經是我們共同的一個地方
[00:05:00.000 --> 00:05:01.000]  無論什麼年紀什麼時代
[00:05:01.000 --> 00:05:05.000]  是有共同的一個尊重的根據
[00:05:05.000 --> 00:05:06.000]  就是神的說話
[00:05:06.000 --> 00:05:08.000]  聖經裡面說的夢
[00:05:08.000 --> 00:05:10.000]  是說向前望的
[00:05:10.000 --> 00:05:12.000]  今天我選了《達爾利書》第一章
[00:05:12.000 --> 00:05:15.000]  我試試跟大家溫習一下背景
[00:05:15.000 --> 00:05:21.000]  《達爾利書》的背景
[00:05:21.000 --> 00:05:22.000]  我相信這裡我不會多說
[00:05:22.000 --> 00:05:24.000]  因為我怕大家會睡著
[00:05:24.000 --> 00:05:25.000]  真的會找周公
[00:05:25.000 --> 00:05:28.000]  《達爾利書》在
[00:05:28.000 --> 00:05:29.000]  《達爾利》本身是在
[00:05:29.000 --> 00:05:32.000]  秘魯巴比倫的第一批的秘魯者
[00:05:32.000 --> 00:05:34.000]  約是公元前的685年
[00:05:34.000 --> 00:05:35.000]  我相信大家
[00:05:35.000 --> 00:05:38.000]  如果你回去教會有主學
[00:05:38.000 --> 00:05:39.000]  或者有認識的話
[00:05:39.000 --> 00:05:41.000]  這個不陌生的事了
[00:05:41.000 --> 00:05:44.000]  這裡我不多說大詳細的背景
[00:05:44.000 --> 00:05:47.000]  《達爾利書》在
[00:05:47.000 --> 00:05:55.000]  做巴比倫的大臣
[00:05:55.000 --> 00:05:57.000]  一直到另外一個王朝
[00:05:57.000 --> 00:05:59.000]  就是波斯王的王朝叫古列
[00:05:59.000 --> 00:06:01.000]  或者現在新的翻譯
[00:06:01.000 --> 00:06:05.000]  是在西普拉斯皇帝為止
[00:06:05.000 --> 00:06:06.000]  《達爾利書》第一章
[00:06:06.000 --> 00:06:07.000]  特別說一章
[00:06:07.000 --> 00:06:08.000]  所以《達爾利書》第一章
[00:06:08.000 --> 00:06:09.000]  好像將《達爾利書》
[00:06:09.000 --> 00:06:11.000]  一個濃縮的記載一樣
[00:06:11.000 --> 00:06:13.000]  然後根據《達爾利書》第十章中說
[00:06:13.000 --> 00:06:16.000]  到古列皇帝三年的時間
[00:06:16.000 --> 00:06:19.000]  《達爾利書》仍然全講這個信息
[00:06:19.000 --> 00:06:20.000]  換言之
[00:06:20.000 --> 00:06:22.000]  它總共在位
[00:06:22.000 --> 00:06:25.000]  做大臣超過70年
[00:06:25.000 --> 00:06:26.000]  真的很厲害
[00:06:26.000 --> 00:06:30.000]  兩個不同的帝王帝國之下
[00:06:30.000 --> 00:06:33.000]  它總共做了70年的時間
[00:06:33.000 --> 00:06:35.000]  如果他被擄
[00:06:35.000 --> 00:06:36.000]  當然他是一個年輕人
[00:06:36.000 --> 00:06:38.000]  他不會是一個嬰兒
[00:06:38.000 --> 00:06:40.000]  所以大概他年數
[00:06:40.000 --> 00:06:43.000]  起碼85至90歲以上
[00:06:43.000 --> 00:06:45.000]  因此《達爾利》
[00:06:45.000 --> 00:06:46.000]  數回頭來說
[00:06:46.000 --> 00:06:48.000]  他是teenager的時候
[00:06:48.000 --> 00:06:51.000]  就被擄到去巴比倫
[00:06:51.000 --> 00:06:53.000]  沒有可能他已經20、30歲
[00:06:53.000 --> 00:06:54.000]  才被到巴比倫
[00:06:54.000 --> 00:06:56.000]  這個差不多不可能的事了
[00:06:56.000 --> 00:06:58.000]  《達爾利書》第一章
[00:06:58.000 --> 00:07:00.000]  是一個很巧妙的佈局
[00:07:00.000 --> 00:07:02.000]  其實聖經裡面很多經文都是這樣的
[00:07:02.000 --> 00:07:06.000]  是一個善刑式的佈局
[00:07:06.000 --> 00:07:08.000]  首先我們看看最先那一段
[00:07:08.000 --> 00:07:11.000]  就是巴比倫超越以色列
[00:07:11.000 --> 00:07:12.000]  為什麼超越以色列呢?
[00:07:12.000 --> 00:07:15.000]  就是他們被擄了之後
[00:07:15.000 --> 00:07:19.000]  還拿了當時聖殿裡面的器皿
[00:07:19.000 --> 00:07:22.000]  放在巴比倫人
[00:07:22.000 --> 00:07:25.000]  適拿地的神廟裡面
[00:07:25.000 --> 00:07:26.000]  這就很明顯了
[00:07:26.000 --> 00:07:28.000]  就好像一個戰利品
[00:07:28.000 --> 00:07:29.000]  還有一種羞辱的成分
[00:07:29.000 --> 00:07:31.000]  你的神現在在我的神廟裡面
[00:07:31.000 --> 00:07:33.000]  好像在服侍著
[00:07:33.000 --> 00:07:36.000]  是一個很羞辱的行動
[00:07:36.000 --> 00:07:39.000]  然後結束的時間
[00:07:39.000 --> 00:07:43.000]  在《達爾利書》的一章21節
[00:07:43.000 --> 00:07:44.000]  就是說
[00:07:44.000 --> 00:07:48.000]  達爾利能夠超越當時所有的神載
[00:07:48.000 --> 00:07:52.000]  甚至聖經的第20節是比他們聖十倍
[00:07:52.000 --> 00:07:55.000]  直到古列的時候
[00:07:55.000 --> 00:07:57.000]  明言還在是什麼意思呢?
[00:07:57.000 --> 00:07:59.000]  是一個很明顯的諷刺
[00:07:59.000 --> 00:08:02.000]  到巴比倫整個帝國滅亡的時候
[00:08:02.000 --> 00:08:05.000]  達爾利還在
[00:08:05.000 --> 00:08:09.000]  就是說達爾利勝過巴比倫
[00:08:09.000 --> 00:08:11.000]  是一個很強烈的對比
[00:08:11.000 --> 00:08:16.000]  而中間在一章3節到7節
[00:08:16.000 --> 00:08:19.000]  和後面的17到20節
[00:08:19.000 --> 00:08:20.000]  首先是說
[00:08:20.000 --> 00:08:24.000]  這幫少年人接受異教的訓練
[00:08:24.000 --> 00:08:27.000]  後來記載這幫少年人
[00:08:27.000 --> 00:08:29.000]  是勝過這些考驗
[00:08:29.000 --> 00:08:31.000]  而且比一切的官員更好
[00:08:31.000 --> 00:08:32.000]  而中間一段
[00:08:32.000 --> 00:08:34.000]  好像三文字的餡
[00:08:34.000 --> 00:08:36.000]  最重要就是中間一段
[00:08:36.000 --> 00:08:39.000]  就是達爾利對上帝的精忠
[00:08:39.000 --> 00:08:40.000]  對上帝的忠心
[00:08:40.000 --> 00:08:42.000]  他立志
[00:08:42.000 --> 00:08:45.000]  不用食物來碰壞自己
[00:08:45.000 --> 00:08:47.000]  所以你看到大概這樣的記載
[00:08:47.000 --> 00:08:49.000]  就要突出了中間那部分
[00:08:49.000 --> 00:08:53.000]  然後前後是一個平衡的說法
[00:08:53.000 --> 00:08:58.000]  我說這個是一個夢想
[00:08:58.000 --> 00:09:01.000]  或者是夢想幻滅的現實
[00:09:01.000 --> 00:09:04.000]  夢想幻滅的時代
[00:09:04.000 --> 00:09:05.000]  我不知道你同不同意
[00:09:05.000 --> 00:09:08.000]  現在香港人生活得好像很慘
[00:09:08.000 --> 00:09:09.000]  好像很慘
[00:09:09.000 --> 00:09:11.000]  上不了樓
[00:09:11.000 --> 00:09:13.000]  有些住劏房
[00:09:13.000 --> 00:09:16.000]  甚至現在有些大學生
[00:09:16.000 --> 00:09:18.000]  或者是睡街的露宿者當中
[00:09:18.000 --> 00:09:20.000]  有些是大學生
[00:09:20.000 --> 00:09:22.000]  你很難想像
[00:09:22.000 --> 00:09:24.000]  香港這麼富庶的城市
[00:09:24.000 --> 00:09:29.000]  竟然有人生活得這麼老倒
[00:09:29.000 --> 00:09:31.000]  政治上的爭拗
[00:09:31.000 --> 00:09:34.000]  令到很多大家有不同的看法
[00:09:34.000 --> 00:09:36.000]  甚至是撕裂
[00:09:36.000 --> 00:09:40.000]  教會也很難置身獨立
[00:09:40.000 --> 00:09:44.000]  看到很多不公平的事情
[00:09:44.000 --> 00:09:45.000]  想發聲
[00:09:45.000 --> 00:09:47.000]  其實就好像被人覺得
[00:09:47.000 --> 00:09:48.000]  你都不懂做人
[00:09:48.000 --> 00:09:52.000]  不懂迎合這個時代的需要
[00:09:52.000 --> 00:09:54.000]  好像很多的事情
[00:09:54.000 --> 00:09:56.000]  我們不單止沒有進步到
[00:09:56.000 --> 00:09:58.000]  還在倒退
[00:09:58.000 --> 00:09:59.000]  如果你有錢
[00:09:59.000 --> 00:10:02.000]  你還可以考慮移民他國
[00:10:02.000 --> 00:10:04.000]  不過移民也有移民的代價
[00:10:04.000 --> 00:10:05.000]  當然了
[00:10:05.000 --> 00:10:08.000]  好像在這個年代裡面
[00:10:08.000 --> 00:10:12.000]  特別一班很有為的年輕人
[00:10:12.000 --> 00:10:14.000]  他們很想做這個事情
[00:10:14.000 --> 00:10:15.000]  但有些人結果
[00:10:15.000 --> 00:10:17.000]  可能他自己和周圍的人
[00:10:17.000 --> 00:10:19.000]  都受到很多的痛苦
[00:10:19.000 --> 00:10:21.000]  最好不要說夢想
[00:10:21.000 --> 00:10:22.000]  最好說現實一點
[00:10:22.000 --> 00:10:23.000]  你賺多少錢
[00:10:23.000 --> 00:10:26.000]  有什麼前途就最好了
[00:10:26.000 --> 00:10:28.000]  同樣在丹尼的時代裡面
[00:10:28.000 --> 00:10:30.000]  也許他面對的挑戰
[00:10:30.000 --> 00:10:32.000]  不會少得過現在
[00:10:32.000 --> 00:10:33.000]  我相信大家同意
[00:10:33.000 --> 00:10:35.000]  譬如包括了
[00:10:35.000 --> 00:10:38.000]  他在以色列快要亡國的時候
[00:10:38.000 --> 00:10:41.000]  或者他沒多久以色列真的亡國了
[00:10:41.000 --> 00:10:44.000]  在一個亡國的環境
[00:10:44.000 --> 00:10:45.000]  沒有了國家
[00:10:45.000 --> 00:10:46.000]  沒有了身份
[00:10:46.000 --> 00:10:48.000]  沒有了自己的身份
[00:10:48.000 --> 00:10:50.000]  然後他地點
[00:10:50.000 --> 00:10:52.000]  要用今天香港的說話說
[00:10:52.000 --> 00:10:56.000]  是從本土到移鄉人
[00:10:56.000 --> 00:11:00.000]  是一個本來土生土長的地方
[00:11:00.000 --> 00:11:02.000]  變成一個作客他方的人
[00:11:02.000 --> 00:11:05.000]  更加是當然不是移民
[00:11:05.000 --> 00:11:09.000]  是從貴族變成老弟
[00:11:09.000 --> 00:11:12.000]  然後他最大的問題
[00:11:12.000 --> 00:11:15.000]  是接受一個去除核心價值
[00:11:15.000 --> 00:11:17.000]  我也是用香港現在用的字眼
[00:11:17.000 --> 00:11:19.000]  就是說猶太人的價值觀
[00:11:19.000 --> 00:11:21.000]  宗教觀和他們生活的模式
[00:11:21.000 --> 00:11:23.000]  完全改變
[00:11:23.000 --> 00:11:25.000]  要被同化
[00:11:25.000 --> 00:11:27.000]  當時你看這件事情你也知道
[00:11:27.000 --> 00:11:29.000]  巴比倫人用的方法就是
[00:11:29.000 --> 00:11:31.000]  軟硬劍士
[00:11:31.000 --> 00:11:33.000]  硬的就是將他的城市摧毀
[00:11:33.000 --> 00:11:35.000]  將人們擄走
[00:11:35.000 --> 00:11:37.000]  軟的就是找一些最精銳的人
[00:11:37.000 --> 00:11:39.000]  在貴族或者年輕
[00:11:39.000 --> 00:11:41.000]  甚至形容他的樣子也有關係的
[00:11:41.000 --> 00:11:44.000]  沒有殘疾的相貌盡美的
[00:11:44.000 --> 00:11:47.000]  所以生得帥又好又不好
[00:11:47.000 --> 00:11:52.000]  生帥就被人帶到皇宮裡面
[00:11:52.000 --> 00:11:56.000]  訓練他們
[00:11:56.000 --> 00:11:57.000]  訓練他們其中一個方法
[00:11:57.000 --> 00:11:58.000]  這個說得很清楚的
[00:11:58.000 --> 00:12:00.000]  就是學加勒底的文字
[00:12:00.000 --> 00:12:04.000]  學這個加勒底巴比倫的文字
[00:12:04.000 --> 00:12:07.000]  你知道文字就會改變一個人
[00:12:07.000 --> 00:12:09.000]  就是完全改變的
[00:12:09.000 --> 00:12:11.000]  有人這樣說過
[00:12:11.000 --> 00:12:13.000]  你怎樣想東西
[00:12:13.000 --> 00:12:16.000]  跟著就影響你怎樣做東西
[00:12:16.000 --> 00:12:19.000]  然後你持續這樣做東西
[00:12:19.000 --> 00:12:21.000]  就變成你的習慣
[00:12:21.000 --> 00:12:24.000]  當你累積你的習慣之後
[00:12:24.000 --> 00:12:27.000]  就會成為你的性格
[00:12:27.000 --> 00:12:29.000]  所以起點是怎樣想東西
[00:12:29.000 --> 00:12:31.000]  而所有想東西
[00:12:31.000 --> 00:12:34.000]  都要透過文字
[00:12:34.000 --> 00:12:36.000]  所有所謂的cognitive
[00:12:36.000 --> 00:12:37.000]  有些認知性的知識
[00:12:37.000 --> 00:12:39.000]  無論寫的、講的都要透過文字
[00:12:39.000 --> 00:12:41.000]  所以當你影響到文字的時候
[00:12:41.000 --> 00:12:45.000]  你就慢慢完全可以影響整個人
[00:12:45.000 --> 00:12:48.000]  三年時間年輕的時候
[00:12:48.000 --> 00:12:50.000]  要改變整個文化
[00:12:50.000 --> 00:12:51.000]  不單止這樣
[00:12:51.000 --> 00:12:54.000]  還當時很精心策劃的
[00:12:54.000 --> 00:12:56.000]  就是幫我們改名
[00:12:56.000 --> 00:13:01.000]  但你和三個朋友要改名
[00:13:01.000 --> 00:13:02.000]  我試試問問大家
[00:13:02.000 --> 00:13:03.000]  你不看《聖經》你判不判得出
[00:13:03.000 --> 00:13:05.000]  但你和三個朋友的名字
[00:13:05.000 --> 00:13:08.000]  不知道為什麼讀不讀
[00:13:08.000 --> 00:13:13.000]  我們講這個故事給小朋友聽
[00:13:13.000 --> 00:13:15.000]  都是大大蓋蓋的
[00:13:15.000 --> 00:13:18.000]  我們對人名、地方名
[00:13:18.000 --> 00:13:19.000]  全部都不理的
[00:13:19.000 --> 00:13:21.000]  你說不說得到
[00:13:21.000 --> 00:13:22.000]  現在找找
[00:13:22.000 --> 00:13:23.000]  希望你今天晚上結束後
[00:13:23.000 --> 00:13:24.000]  起碼都認識了
[00:13:24.000 --> 00:13:25.000]  但以你三個朋友的名字
[00:13:25.000 --> 00:13:30.000]  但以你改名叫做白堤莎莎
[00:13:30.000 --> 00:13:32.000]  她第一個朋友叫做
[00:13:32.000 --> 00:13:34.000]  叫做哈拿尼亞
[00:13:34.000 --> 00:13:37.000]  改名叫做薩達拉
[00:13:37.000 --> 00:13:42.000]  然後她第二個朋友名叫做
[00:13:42.000 --> 00:13:45.000]  為什麼這個好像經常不聽話
[00:13:45.000 --> 00:13:48.000]  米莎尼
[00:13:48.000 --> 00:13:50.000]  然後改名叫做
[00:13:50.000 --> 00:13:52.000]  這個序容要記
[00:13:52.000 --> 00:13:54.000]  縮短一個字叫做
[00:13:54.000 --> 00:13:56.000]  米莎尼
[00:13:56.000 --> 00:13:58.000]  然後改名叫做
[00:13:58.000 --> 00:13:59.000]  這個序容要記
[00:13:59.000 --> 00:14:02.000]  縮短一個字叫做
[00:14:02.000 --> 00:14:05.000]  為什麼不聽話
[00:14:05.000 --> 00:14:06.000]  是不是還沒開呢
[00:14:06.000 --> 00:14:09.000]  應該開了
[00:14:09.000 --> 00:14:10.000]  在那裡
[00:14:10.000 --> 00:14:11.000]  在上面
[00:14:11.000 --> 00:14:13.000]  在上面OK
[00:14:13.000 --> 00:14:19.000]  然後第三
[00:14:19.000 --> 00:14:20.000]  阿薩利亞
[00:14:20.000 --> 00:14:23.000]  改名叫做阿白尼哥
[00:14:23.000 --> 00:14:25.000]  我不是真的想叫你記得這些名字
[00:14:25.000 --> 00:14:27.000]  我想你看一下這些名字後面的意思
[00:14:27.000 --> 00:14:28.000]  是什麼
[00:14:28.000 --> 00:14:30.000]  你知道為什麼她這樣改名
[00:14:30.000 --> 00:14:33.000]  當然這些都是你查字典
[00:14:33.000 --> 00:14:35.000]  或者你查的清境書你查得到的
[00:14:35.000 --> 00:14:41.000]  但以你本來的名字就是
[00:14:41.000 --> 00:14:43.000]  神為我施行審判
[00:14:43.000 --> 00:14:45.000]  上帝為我施行審判的人
[00:14:45.000 --> 00:14:47.000]  所以不知道我們當中有沒有人起
[00:14:47.000 --> 00:14:48.000]  叫做Daniel
[00:14:48.000 --> 00:14:49.000]  所以如果你起到Daniel
[00:14:49.000 --> 00:14:52.000]  應該你就最沒有怨言的
[00:14:52.000 --> 00:14:53.000]  因為上帝會幫我審判
[00:14:53.000 --> 00:14:55.000]  你就不用吵了自己
[00:14:55.000 --> 00:14:58.000]  Daniel
[00:14:58.000 --> 00:15:01.000]  起做伯提莎薩的名字的意思
[00:15:01.000 --> 00:15:04.000]  是Bell的王子
[00:15:04.000 --> 00:15:06.000]  紅色的地方Bell的意思
[00:15:06.000 --> 00:15:10.000]  是當時巴比倫的其中偶像的名字
[00:15:10.000 --> 00:15:11.000]  巴比倫有很多神
[00:15:11.000 --> 00:15:13.000]  其中一個叫Bell
[00:15:13.000 --> 00:15:17.000]  即是說是這個偶像的神明的王子
[00:15:17.000 --> 00:15:18.000]  神明的兒子
[00:15:18.000 --> 00:15:20.000]  伯提莎薩
[00:15:20.000 --> 00:15:22.000]  然後
[00:15:22.000 --> 00:15:25.000]  阿薩利亞原本的意思神以眷顧
[00:15:25.000 --> 00:15:27.000]  然後改成莎德拉
[00:15:27.000 --> 00:15:31.000]  就是阿庫的命令
[00:15:31.000 --> 00:15:35.000]  就是另外一個偶像的一個名字
[00:15:35.000 --> 00:15:37.000]  他的命令叫做莎德拉
[00:15:37.000 --> 00:15:41.000]  米沙尼就是有誰是將神馬揚的
[00:15:41.000 --> 00:15:43.000]  有誰像神呢
[00:15:43.000 --> 00:15:45.000]  改成米薩就是王的客人
[00:15:45.000 --> 00:15:46.000]  這個好一點
[00:15:46.000 --> 00:15:47.000]  這個沒有偶像的名字
[00:15:47.000 --> 00:15:48.000]  就是王的客人
[00:15:48.000 --> 00:15:50.000]  即是你在這裡做客人
[00:15:50.000 --> 00:15:53.000]  阿薩利亞就是耶和華爾邦族
[00:15:53.000 --> 00:15:55.000]  然後改成阿伯尼哥
[00:15:55.000 --> 00:15:57.000]  就是尼布的僕人
[00:15:57.000 --> 00:15:59.000]  尼布是什麼呢
[00:15:59.000 --> 00:16:01.000]  尼布格尼薩
[00:16:01.000 --> 00:16:03.000]  尼布就是尼布這個字
[00:16:03.000 --> 00:16:11.000]  尼布格尼薩是這個偶像的一個代表
[00:16:11.000 --> 00:16:12.000]  尼布格尼薩
[00:16:12.000 --> 00:16:15.000]  所以你看到改名整體上來說
[00:16:15.000 --> 00:16:21.000]  就是希望他們連根拔起忘記了自己的背景
[00:16:21.000 --> 00:16:23.000]  特別包括了他們宗教上的背景
[00:16:23.000 --> 00:16:27.000]  要投入在這個新的環境當中
[00:16:27.000 --> 00:16:32.000]  所以說沒有夢想其中的影響原因
[00:16:32.000 --> 00:16:35.000]  就是周圍環境似乎沒有機會
[00:16:35.000 --> 00:16:43.000]  甚至好像要逼使你慢慢放棄了一些持有的持守的價值
[00:16:43.000 --> 00:16:46.000]  我不知道我們當中有沒有人你記不記得
[00:16:46.000 --> 00:16:50.000]  當你剛剛讀完書出來工作的那個階段
[00:16:50.000 --> 00:16:52.000]  剛剛讀完書出來工作的階段
[00:16:52.000 --> 00:16:56.000]  是不是很多挑戰
[00:16:56.000 --> 00:16:58.000]  我舉個例子
[00:16:58.000 --> 00:17:02.000]  有沒有人笑剛剛出來工作的時候
[00:17:02.000 --> 00:17:06.000]  要面對公司要你講謊的那些挑戰
[00:17:06.000 --> 00:17:07.000]  不知道你記不記得
[00:17:07.000 --> 00:17:08.000]  我不知道你記不記得
[00:17:08.000 --> 00:17:09.000]  如果你真的發生過
[00:17:09.000 --> 00:17:11.000]  你有沒有面對你怎樣回應
[00:17:11.000 --> 00:17:13.000]  好幾個年青人跟我說
[00:17:13.000 --> 00:17:14.000]  他說他真的不行了
[00:17:14.000 --> 00:17:15.000]  我做了一段時間
[00:17:15.000 --> 00:17:17.000]  我昨天才跟那個年青人吃早餐
[00:17:17.000 --> 00:17:18.000]  他跟我說
[00:17:18.000 --> 00:17:20.000]  他說為什麼你有一份工作呢
[00:17:20.000 --> 00:17:23.000]  因為公司要去講謊的
[00:17:23.000 --> 00:17:26.000]  公司要做的時候要講謊的
[00:17:26.000 --> 00:17:28.000]  有的甚至乎牽涉到法律的問題的
[00:17:28.000 --> 00:17:31.000]  所以覺得他不行了 他要離開了
[00:17:31.000 --> 00:17:32.000]  我不知道你有沒有
[00:17:32.000 --> 00:17:34.000]  舉手我們試一下
