
[00:00:00.000 --> 00:00:09.000]  近年來在教會裏經常推行一種叫做師徒傳承的關係
[00:03:49.000 --> 00:03:51.000]  就變成什麼呢
[00:03:51.000 --> 00:03:54.000]  就變成工隊完成工作
[00:03:54.000 --> 00:03:57.000]  工隊完成工作好不好呢
[00:03:57.000 --> 00:03:58.000]  好不好呢
[00:03:58.000 --> 00:04:01.000]  不好 為什麼不好呢
[00:04:01.000 --> 00:04:04.000]  因為各自為政
[00:04:04.000 --> 00:04:08.000]  大家都有自己的地盤 有自己的山頭
[00:04:08.000 --> 00:04:11.000]  然後慢慢的你不服我 我不服你
[00:04:11.000 --> 00:04:14.000]  沒有一個人在這裡做帶領
[00:04:14.000 --> 00:04:17.000]  所以工隊完成工作
[00:04:17.000 --> 00:04:20.000]  其實很多時候會產生不和
[00:04:20.000 --> 00:04:22.000]  會互相抵觸
[00:04:22.000 --> 00:04:26.000]  今天我們需要在接棒這件事上
[00:04:26.000 --> 00:04:29.000]  有更深的一些思考
[00:04:29.000 --> 00:04:31.000]  在接棒和交棒的事上
[00:04:31.000 --> 00:04:33.000]  我們有更深的體會
[00:04:33.000 --> 00:04:38.000]  而也要做很多的預先的準備
[00:04:38.000 --> 00:04:41.000]  大家都聽聞現在有很多的說法
[00:04:41.000 --> 00:04:46.000]  叫做富二代 叫做官二代
[00:04:46.000 --> 00:04:49.000]  然後叫做星二代
[00:04:49.000 --> 00:04:52.000]  或者叫做明星的後代
[00:04:52.000 --> 00:04:54.000]  教會有沒有呢
[00:04:54.000 --> 00:04:59.000]  教會有信二代 有教義代
[00:04:59.000 --> 00:05:02.000]  你要安個名字其實很容易
[00:05:02.000 --> 00:05:08.000]  我問你到底我們下一代比上一代更好呢
[00:05:08.000 --> 00:05:10.000]  還是更差呢
[00:05:10.000 --> 00:05:15.000]  一代不如一代 還是青出於藍呢
[00:05:15.000 --> 00:05:20.000]  很多時候我們很怕下面的人爬上來
[00:05:20.000 --> 00:05:21.000]  比我們厲害
[00:05:21.000 --> 00:05:25.000]  所以他一爬上來就拿個鎚子打他
[00:05:25.000 --> 00:05:27.000]  打他下去
[00:05:27.000 --> 00:05:30.000]  打個頭出來
[00:05:30.000 --> 00:05:33.000]  打他下去
[00:05:33.000 --> 00:05:37.000]  所以永遠都沒有辦法下一代能勝過你這一代
[00:05:37.000 --> 00:05:41.000]  如果下一代能夠有你的80%
[00:05:41.000 --> 00:05:44.000]  然後他的下一代又只有80%
[00:05:44.000 --> 00:05:47.000]  那到第三代剩下多少呢
[00:05:47.000 --> 00:05:48.000]  64%
[00:05:48.000 --> 00:05:50.000]  然後再下一代呢
[00:05:50.000 --> 00:05:53.000]  這樣想下去
[00:05:53.000 --> 00:05:58.000]  我們中國人說富不過三代
[00:05:58.000 --> 00:06:00.000]  我們基督徒呢
[00:06:00.000 --> 00:06:02.000]  我想不過五代
[00:06:02.000 --> 00:06:06.000]  根本沒有辦法傳承下去
[00:06:06.000 --> 00:06:13.000]  所以頂智慧我們千萬不要一代不如一代
[00:06:13.000 --> 00:06:17.000]  在摩西他自己失位
[00:06:17.000 --> 00:06:19.000]  自己脫位
[00:06:19.000 --> 00:06:25.000]  然後神在他的計劃裏面預備了一個人來接他的棚
[00:06:25.000 --> 00:06:28.000]  這個人叫什麼名字呢
[00:06:28.000 --> 00:06:29.000]  約書亞
[00:06:29.000 --> 00:06:31.000]  在出埃及的初期呢
[00:06:31.000 --> 00:06:35.000]  其實約書亞就已經是摩西的最佳拍檔
[00:06:35.000 --> 00:06:37.000]  在出埃及
[00:06:37.000 --> 00:06:42.000]  摩西就和約書亞有合作的機會
[00:06:42.000 --> 00:06:48.000]  今天我要和大家說摩西和約書亞生平裏面有三個交接
[00:06:48.000 --> 00:06:51.000]  三個交接是記錄在聖經裏面
[00:06:51.000 --> 00:06:54.000]  從這三個交接我們來看一下
[00:06:54.000 --> 00:06:56.000]  怎樣來交棒
[00:06:56.000 --> 00:06:58.000]  怎樣來接棒
[00:06:58.000 --> 00:07:04.000]  第一段就是在出埃及記第17章第8到第16節
[00:07:04.000 --> 00:07:09.000]  那時阿瑪利人來到尼非定和以色列人爭戰
[00:07:09.000 --> 00:07:11.000]  摩西對約書亞說
[00:07:11.000 --> 00:07:15.000]  你為我們選出人來和阿瑪利人爭戰
[00:07:15.000 --> 00:07:19.000]  明天我手裏要拿著神的像站在山頂上
[00:07:19.000 --> 00:07:23.000]  於是約書亞照著摩西對他所說的話去行
[00:07:23.000 --> 00:07:25.000]  和阿瑪利人爭戰
[00:07:25.000 --> 00:07:28.000]  摩西、亞倫和胡爾都上了山頂
[00:07:28.000 --> 00:07:31.000]  摩西何時舉手以色列人就得勝
[00:07:31.000 --> 00:07:35.000]  何時垂手阿瑪利人就得勝
[00:07:35.000 --> 00:07:39.000]  但摩西的手發沉他們就搬石頭來放在他以下
[00:07:39.000 --> 00:07:41.000]  他就坐在上面
[00:07:41.000 --> 00:07:45.000]  亞倫、胡爾扶著他的手
[00:07:45.000 --> 00:07:47.000]  一個在這邊一個在那邊
[00:07:47.000 --> 00:07:53.000]  他的手就穩住直到日落的時候
[00:07:53.000 --> 00:07:58.000]  約書亞用刀殺了阿瑪利王和他的百姓
[00:07:58.000 --> 00:08:00.000]  約書亞對摩西說
[00:08:00.000 --> 00:08:04.000]  我要將阿瑪利人的名號從天下傳言圖沒了
[00:08:04.000 --> 00:08:08.000]  你要將這話寫在書上作為紀念
[00:08:08.000 --> 00:08:10.000]  又唸給約書亞聽
[00:08:10.000 --> 00:08:13.000]  摩西續了一座壇起名叫耶和華尼西
[00:08:13.000 --> 00:08:15.000]  又說耶和華已經起了誓
[00:08:15.000 --> 00:08:20.000]  必世世代代和阿瑪利人爭戰
[00:08:20.000 --> 00:08:23.000]  摩西帶領以色列人出埃及
[00:08:23.000 --> 00:08:26.000]  其實他們人是很多的
[00:08:26.000 --> 00:08:29.000]  不過是烏合之眾
[00:08:29.000 --> 00:08:31.000]  他們沒有受過軍訓
[00:08:31.000 --> 00:08:33.000]  他們未經過這個爭戰
[00:08:33.000 --> 00:08:36.000]  他們出埃及的時候
[00:08:36.000 --> 00:08:40.000]  不費一兵一卒就得勝了埃及人
[00:08:40.000 --> 00:08:43.000]  是誰和他們爭戰呢?
[00:08:43.000 --> 00:08:44.000]  是神
[00:08:44.000 --> 00:08:46.000]  他們根本不用打
[00:08:46.000 --> 00:08:50.000]  在紅海的水復合的時候
[00:08:50.000 --> 00:08:55.000]  將所有的埃及的軍兵埋在水底下
[00:08:55.000 --> 00:08:58.000]  所以實際來說他們出埃及
[00:08:58.000 --> 00:09:00.000]  他們從未打過一次的仗
[00:09:00.000 --> 00:09:02.000]  他們沒有作戰經驗
[00:09:02.000 --> 00:09:04.000]  他們沒有組織
[00:09:04.000 --> 00:09:07.000]  他們也沒有經過嚴格的訓練
[00:09:07.000 --> 00:09:10.000]  是一支的集牌軍
[00:09:10.000 --> 00:09:12.000]  現在他們面對的是什麼呢?
[00:09:12.000 --> 00:09:14.000]  面對的是非常兇狠
[00:09:14.000 --> 00:09:18.000]  強悍又殘忍
[00:09:18.000 --> 00:09:20.000]  而且是熟悉當地的地頭蟲
[00:09:20.000 --> 00:09:22.000]  就是阿瑪利人
[00:09:22.000 --> 00:09:26.000]  他們要出來和以色列人爭戰
[00:09:26.000 --> 00:09:30.000]  阿瑪利人他們是以東派的一個支派
[00:09:30.000 --> 00:09:34.000]  住在巴勒斯坦的西南的地方
[00:09:34.000 --> 00:09:37.000]  摩西在這一刻
[00:09:37.000 --> 00:09:40.000]  他想到一個方法
[00:09:40.000 --> 00:09:44.000]  就是他叫約書亞出來
[00:09:44.000 --> 00:09:46.000]  約書亞他第一次出現
[00:09:46.000 --> 00:09:49.000]  就是在《出拉圖記》第17章
[00:09:49.000 --> 00:09:53.000]  而摩西他賞識約書亞
[00:09:53.000 --> 00:09:56.000]  摩西他選召了約書亞出來
[00:09:56.000 --> 00:10:00.000]  我相信摩西也不會隨便找人
[00:10:00.000 --> 00:10:03.000]  約書亞一定有他的潛質
[00:10:03.000 --> 00:10:06.000]  約書亞一定有他的實力
[00:10:06.000 --> 00:10:09.000]  也很可能他已經預備好
[00:10:09.000 --> 00:10:15.000]  而在這一刻他可以迎接更大的呼喚
[00:10:15.000 --> 00:10:19.000]  丙姐妹我問你一個問題
[00:10:19.000 --> 00:10:22.000]  到底是時勢做英雄呢?
[00:10:22.000 --> 00:10:24.000]  還是英雄做時勢呢?
[00:10:24.000 --> 00:10:27.000]  時勢做英雄是第一
[00:10:27.000 --> 00:10:29.000]  英雄做時勢是第二
[00:10:29.000 --> 00:10:31.000]  第一還是第二呢?
[00:10:31.000 --> 00:10:33.000]  第一
[00:10:33.000 --> 00:10:35.000]  第二
[00:10:35.000 --> 00:10:37.000]  第一
[00:10:37.000 --> 00:10:40.000]  如果時勢做英雄
[00:10:40.000 --> 00:10:43.000]  那個不是英雄是狗熊那怎麼辦呢?
[00:10:43.000 --> 00:10:46.000]  有時勢做不做到英雄呢?
[00:10:46.000 --> 00:10:47.000]  做不做到?
[00:10:47.000 --> 00:10:49.000]  做不到
[00:10:49.000 --> 00:10:51.000]  而英雄他有本質
[00:10:51.000 --> 00:10:54.000]  但沒有機會上位
[00:10:54.000 --> 00:10:55.000]  懷才不遇
[00:10:55.000 --> 00:10:59.000]  那能不能製造出英雄的本質呢?
[00:10:59.000 --> 00:11:01.000]  又不行
[00:11:01.000 --> 00:11:04.000]  所以我覺得兩個都對
[00:11:04.000 --> 00:11:07.000]  在什麼情況下
[00:11:07.000 --> 00:11:09.000]  英雄做時勢
[00:11:09.000 --> 00:11:12.000]  如果你自己沒有才幹
[00:11:12.000 --> 00:11:15.000]  你裡面是空空洞洞的
[00:11:15.000 --> 00:11:17.000]  你根本沒有預備好
[00:11:17.000 --> 00:11:20.000]  真的有個機會給你
[00:11:20.000 --> 00:11:21.000]  時勢給你
[00:11:21.000 --> 00:11:23.000]  你能不能上位呢?
[00:11:23.000 --> 00:11:25.000]  上不到
[00:11:25.000 --> 00:11:27.000]  我教一些神學生
[00:11:27.000 --> 00:11:31.000]  我說你們想不想在一千人
[00:11:31.000 --> 00:11:34.000]  兩千人甚至一萬人面前講道
[00:11:34.000 --> 00:11:36.000]  想不想呢?
[00:11:36.000 --> 00:11:38.000]  很多人都說想
[00:11:38.000 --> 00:11:43.000]  但如果現在真的給你一個機會上去
[00:11:43.000 --> 00:11:45.000]  我想你上去之後
[00:11:45.000 --> 00:11:47.000]  從此你就銷聲匿跡
[00:11:47.000 --> 00:11:49.000]  沒有人再請你
[00:11:49.000 --> 00:11:52.000]  因為有個平台給你
[00:11:52.000 --> 00:11:54.000]  你要有實力才行
[00:11:54.000 --> 00:11:56.000]  你是英雄
[00:11:56.000 --> 00:11:58.000]  而時勢給你
[00:11:58.000 --> 00:12:01.000]  你才能製造出英雄
[00:12:01.000 --> 00:12:05.000]  當然如果你有實質的話
[00:12:05.000 --> 00:12:07.000]  我相信神會給你有機會
[00:12:07.000 --> 00:12:09.000]  如果你有實力
[00:12:09.000 --> 00:12:11.000]  所以我經常勸弟兄姊妹
[00:12:11.000 --> 00:12:14.000]  不要一下就露頭角
[00:12:14.000 --> 00:12:16.000]  信主沒多久
[00:12:16.000 --> 00:12:18.000]  這又做那又做
[00:12:18.000 --> 00:12:20.000]  全部包攬在你的身上
[00:12:20.000 --> 00:12:22.000]  很多的侍奉
[00:12:22.000 --> 00:12:25.000]  覺得自己忙得不亦樂乎
[00:12:25.000 --> 00:12:27.000]  也很威風
[00:12:27.000 --> 00:12:30.000]  你看我信主沒多久
[00:12:30.000 --> 00:12:33.000]  教會多少東西都在我的手上
[00:12:33.000 --> 00:12:34.000]  我告訴你
[00:12:34.000 --> 00:12:38.000]  你是為自己製造災難
[00:12:38.000 --> 00:12:41.000]  因為有一天
[00:12:41.000 --> 00:12:43.000]  你裏面不夠料
[00:12:43.000 --> 00:12:45.000]  靈性不夠好
[00:12:45.000 --> 00:12:47.000]  你遇到困難
[00:12:47.000 --> 00:12:50.000]  你以為侍奉那麼容易嗎
[00:12:50.000 --> 00:12:53.000]  你以為侍奉就是平步精雲
[00:12:53.000 --> 00:12:55.000]  你遇到困難的時候
[00:12:55.000 --> 00:12:58.000]  你裏面沒有那種靈性的實力去應付
[00:12:58.000 --> 00:13:01.000]  你一下子就摔下來
[00:13:01.000 --> 00:13:05.000]  而摔下來可能起不了身
[00:13:05.000 --> 00:13:08.000]  到有一天你可能消失了
[00:13:08.000 --> 00:13:14.000]  所以不要出名出得太早
[00:13:14.000 --> 00:13:16.000]  我對很多傳道人說
[00:13:16.000 --> 00:13:19.000]  不要出名出得太早
[00:13:19.000 --> 00:13:22.000]  有時要躲在自己的基立溪
[00:13:22.000 --> 00:13:25.000]  躲在薩勒法
[00:13:25.000 --> 00:13:29.000]  然後在那裏學習
[00:13:29.000 --> 00:13:31.000]  等候信服
[00:13:31.000 --> 00:13:35.000]  然後內在自我增值
[00:13:35.000 --> 00:13:37.000]  當我們預備好之後
[00:13:37.000 --> 00:13:40.000]  神如果給我們一個平台一個崗位
[00:13:40.000 --> 00:13:44.000]  我們就可以勝任愉快
[00:13:44.000 --> 00:13:46.000]  如果你看這個地方
[00:13:46.000 --> 00:13:49.000]  我相信約書亞已經預備好
[00:13:49.000 --> 00:13:52.000]  他預備好然後有一個時勢來
[00:13:52.000 --> 00:13:56.000]  他這個英雄的本質就可以彰顯
[00:13:56.000 --> 00:13:59.000]  所以當這個時勢來的時候
[00:13:59.000 --> 00:14:04.000]  我們看到摩西和約書亞這兩代
[00:14:04.000 --> 00:14:07.000]  他們配搭侍奉
[00:14:07.000 --> 00:14:09.000]  而最重要的一件事
[00:14:09.000 --> 00:14:12.000]  就是一種叫做生命的感染
[00:14:12.000 --> 00:14:16.000]  讓他們配搭一起侍奉
[00:14:16.000 --> 00:14:21.000]  長有配搭然後神人同供
[00:14:21.000 --> 00:14:24.000]  摩西對約書亞第九節說
[00:14:24.000 --> 00:14:27.000]  你為我們選出人來出去和阿瑪利人爭戰
[00:14:27.000 --> 00:14:32.000]  明天我手裏拿著神的像站在山頂上
[00:14:32.000 --> 00:14:37.000]  如果你是約書亞你會怎樣呢?
[00:14:37.000 --> 00:14:40.000]  聽又不聽呢?
[00:14:40.000 --> 00:14:45.000]  如果約書亞是一個小心眼的人
[00:14:45.000 --> 00:14:48.000]  他不是那些寬宏大量的人
[00:14:48.000 --> 00:14:50.000]  我想他會這樣想
[00:14:50.000 --> 00:14:53.000]  哇 你就好了
[00:14:53.000 --> 00:14:55.000]  你上山看風景
[00:14:55.000 --> 00:14:58.000]  我們在下面打死
[00:14:58.000 --> 00:15:00.000]  你不就好處多了
[00:15:00.000 --> 00:15:03.000]  在最緊急的關頭
[00:15:03.000 --> 00:15:08.000]  你的總司令總指揮不在地上指揮
[00:15:08.000 --> 00:15:09.000]  你走了上山
[00:15:09.000 --> 00:15:11.000]  那時又沒有手機
[00:15:11.000 --> 00:15:14.000]  又沒有WhatsApp
[00:15:14.000 --> 00:15:20.000]  你怎樣可以在山上指示下面的人去打仗呢?
[00:15:20.000 --> 00:15:22.000]  如果你是約書亞
[00:15:22.000 --> 00:15:26.000]  你會覺得這個建議匪夷所思
[00:15:26.000 --> 00:15:27.000]  是嗎?
[00:15:27.000 --> 00:15:30.000]  怪啊 這是怪招來的
[00:15:30.000 --> 00:15:33.000]  但是聖經告訴我們
[00:15:33.000 --> 00:15:35.000]  約書亞他就順服了
[00:15:35.000 --> 00:15:37.000]  他就照著去做
[00:15:37.000 --> 00:15:40.000]  可能你不是很明白
[00:15:40.000 --> 00:15:44.000]  但你相信領袖不是為自己
[00:15:44.000 --> 00:15:50.000]  我說這個地方摩西有種生命的感染
[00:15:50.000 --> 00:15:54.000]  讓下面的人能夠信服他
[00:15:54.000 --> 00:15:58.000]  下面的副手也有一種生命的特質
[00:15:58.000 --> 00:16:02.000]  就是他願意順服他的頂頭上司
[00:16:02.000 --> 00:16:06.000]  頂尖的副手你不懂得去順服
[00:16:06.000 --> 00:16:08.000]  我告訴你
[00:16:08.000 --> 00:16:10.000]  你一直想出頭的話
[00:16:10.000 --> 00:16:12.000]  你不會做一個好的領袖
[00:16:12.000 --> 00:16:14.000]  不會
[00:16:14.000 --> 00:16:18.000]  因為你是要顯揚自己
[00:16:18.000 --> 00:16:21.000]  你不願意服在別人的大令底下
[00:16:21.000 --> 00:16:24.000]  你根本就不配去做領袖
[00:16:24.000 --> 00:16:27.000]  今天我覺得在教會裏面
[00:16:27.000 --> 00:16:29.000]  有一種叫獨立的靈
[00:16:29.000 --> 00:16:32.000]  英文叫做independent spirit
[00:16:32.000 --> 00:16:37.000]  我覺得基督中心堂的頂姐妹你們很乖
[00:16:37.000 --> 00:16:41.000]  你們在這個傳統的底下
[00:16:41.000 --> 00:16:43.000]  你們是受很好的訓練
[00:16:43.000 --> 00:16:47.000]  我都相信你們是很順服的頂姐妹
[00:16:47.000 --> 00:16:50.000]  不過我們都要小心
[00:16:50.000 --> 00:16:53.000]  有時在一個很好的傳統
[00:16:53.000 --> 00:16:56.000]  一個的道統的底下
[00:16:56.000 --> 00:16:59.000]  有時難免我們受世界的影響
[00:16:59.000 --> 00:17:02.000]  這種叫做有害的獨立性
[00:17:02.000 --> 00:17:05.000]  叫做harmful independence
[00:17:05.000 --> 00:17:09.000]  即是說我為什麼要服你
[00:17:09.000 --> 00:17:11.000]  我為什麼要服你
[00:17:11.000 --> 00:17:13.000]  你是誰呀
[00:17:13.000 --> 00:17:15.000]  誰立你做我們的審判官
[00:17:15.000 --> 00:17:18.000]  我們自己有我們的議程
[00:17:18.000 --> 00:17:20.000]  我們自己有我們的意見
[00:17:20.000 --> 00:17:23.000]  我們就不願意去順服
[00:17:23.000 --> 00:17:25.000]  特別是在位的
[00:17:25.000 --> 00:17:29.000]  這個世上有些人說民主
[00:17:29.000 --> 00:17:32.000]  說到一個地步就反權威
[00:17:32.000 --> 00:17:34.000]  反權威到一個地步
[00:17:34.000 --> 00:17:36.000]  無論怎樣都可以
[00:17:36.000 --> 00:17:40.000]  總之有權威的人士就反
[00:17:40.000 --> 00:17:45.000]  這種就是所謂的民主傾向
[00:17:45.000 --> 00:17:48.000]  我覺得在聖經裏面
[00:17:48.000 --> 00:17:51.000]  他不是很強調民主
[00:17:51.000 --> 00:17:53.000]  他是強調什麼
[00:17:53.000 --> 00:17:55.000]  強調神主
[00:17:55.000 --> 00:17:58.000]  神來主導
[00:17:58.000 --> 00:18:03.000]  聖經裏面有幾次民主都不是很好結果
[00:18:03.000 --> 00:18:05.000]  十比二
[00:18:05.000 --> 00:18:10.000]  最後十個探子說不要去
[00:18:10.000 --> 00:18:11.000]  兩個說去
[00:18:11.000 --> 00:18:12.000]  那誰好呢
[00:18:12.000 --> 00:18:15.000]  投票大多數贊成
[00:18:15.000 --> 00:18:16.000]  那怎樣
[00:18:16.000 --> 00:18:18.000]  不要入加藍
[00:18:18.000 --> 00:18:25.000]  總言之民主要在舊有裏面要王
[00:18:25.000 --> 00:18:27.000]  大家投票說要不要個王呢
[00:18:27.000 --> 00:18:28.000]  要
[00:18:28.000 --> 00:18:32.000]  然後就將神推出門外
[00:18:32.000 --> 00:18:39.000]  然後將薩姆爾的領導和他的勸勉都置之不聽
[00:18:39.000 --> 00:18:44.000]  這種叫做有害的獨立的靈
[00:18:44.000 --> 00:18:49.000]  如果看摩西約書亞
[00:18:49.000 --> 00:18:51.000]  他們有一種生命的結連
[00:18:51.000 --> 00:18:53.000]  那種生命的結連
[00:18:53.000 --> 00:18:56.000]  就從一開始就已經有
[00:18:56.000 --> 00:18:59.000]  所以他們兩個其實是有些緣份
[00:18:59.000 --> 00:19:01.000]  我們說普通叫緣份
[00:19:01.000 --> 00:19:02.000]  但其實不是
[00:19:02.000 --> 00:19:04.000]  是神的安排
[00:19:04.000 --> 00:19:06.000]  摩西連事議長
[00:19:06.000 --> 00:19:10.000]  他缺乏體力
[00:19:10.000 --> 00:19:11.000]  但他有靈力
[00:19:11.000 --> 00:19:12.000]  他有定力
[00:19:12.000 --> 00:19:14.000]  他有影響力
[00:19:14.000 --> 00:19:17.000]  而約書亞年輕的時候
[00:19:17.000 --> 00:19:18.000]  他衝突
[00:19:18.000 --> 00:19:19.000]  他有什麼力
[00:19:19.000 --> 00:19:21.000]  他有氣力
[00:19:21.000 --> 00:19:22.000]  他有魄力
[00:19:22.000 --> 00:19:24.000]  他有動力
[00:19:24.000 --> 00:19:28.000]  這兩種力其實都需要在教會裏面
[00:19:28.000 --> 00:19:31.000]  靈力定力影響力
[00:19:31.000 --> 00:19:34.000]  加上這些魄力氣力動力
[00:19:34.000 --> 00:19:43.000]  這兩股的流合在一起是不得了的
[00:19:43.000 --> 00:19:46.000]  今天教會裏面需要有屬靈遠見的領袖
[00:19:46.000 --> 00:19:49.000]  今天教會有這些領袖
[00:19:49.000 --> 00:19:51.000]  就可以持定教會屬靈的方向
[00:19:51.000 --> 00:19:55.000]  不會隨便變為創新而創新
[00:19:55.000 --> 00:20:00.000]  就將很久很久的這些美好的傳統
[00:20:00.000 --> 00:20:02.000]  一下子就打走
[00:20:02.000 --> 00:20:05.000]  但教會也需要有些衝勁
[00:20:05.000 --> 00:20:06.000]  有些幹勁
[00:20:06.000 --> 00:20:10.000]  甚至有些傻勁的人
[00:20:10.000 --> 00:20:12.000]  你有沒有注意到
[00:20:12.000 --> 00:20:17.000]  教會有些人其實真的有些傻勁
[00:20:17.000 --> 00:20:21.000]  而有些傻勁的才做到神的工作
[00:20:21.000 --> 00:20:23.000]  如果你計較得太多
[00:20:23.000 --> 00:20:25.000]  然後想得太多
[00:20:25.000 --> 00:20:27.000]  然後保護自己太多
[00:20:27.000 --> 00:20:29.000]  你做不到事
[00:20:29.000 --> 00:20:33.000]  傻傻地就做到事
[00:20:33.000 --> 00:20:35.000]  記不記得我說
[00:20:35.000 --> 00:20:37.000]  那些很有信心的人
[00:20:37.000 --> 00:20:39.000]  在人看來都是傻傻地
[00:20:39.000 --> 00:20:44.000]  因為他做的事是普通人不會去做的
[00:20:44.000 --> 00:20:46.000]  普通人不會去做
[00:20:46.000 --> 00:20:48.000]  他們就會說傻的
[00:20:48.000 --> 00:20:49.000]  是呀
[00:20:49.000 --> 00:20:54.000]  有時要為基督的遠古做個傻人
[00:20:54.000 --> 00:20:56.000]  有些傻勁
[00:20:56.000 --> 00:21:00.000]  才可以完成神的工作
[00:21:00.000 --> 00:21:03.000]  很多宣教士其實都很傻的
[00:21:03.000 --> 00:21:06.000]  去到一些蠻荒的地方
[00:21:06.000 --> 00:21:08.000]  自己都不知道那是甚麼地方
[00:21:08.000 --> 00:21:09.000]  他們就走了
[00:21:09.000 --> 00:21:10.000]  傻
[00:21:10.000 --> 00:21:15.000]  但是在神的角度裏面就需要這些人
[00:21:15.000 --> 00:21:18.000]  我們看到他們長有佩戴
[00:21:18.000 --> 00:21:19.000]  一弓一手
[00:21:19.000 --> 00:21:20.000]  一前一後
[00:21:20.000 --> 00:21:24.000]  這兩種人都是非常之需要
[00:21:24.000 --> 00:21:26.000]  不單單看到長有佩戴
[00:21:26.000 --> 00:21:29.000]  而他們是在神人同弓的底下
[00:21:29.000 --> 00:21:32.000]  去打這場仗
[00:21:32.000 --> 00:21:33.000]  摩西賀氏舉手
[00:21:33.000 --> 00:21:35.000]  以色列人就得勝
[00:21:35.000 --> 00:21:36.000]  賀氏垂手
[00:21:36.000 --> 00:21:38.000]  亞馬力人就得勝
[00:21:38.000 --> 00:21:42.000]  你看到這個舉手其實就是一個象徵
