
[00:00:00.000 --> 00:00:08.640]  我認為Steven的離開不是終結,而是應該開始
[00:06:07.440 --> 00:06:09.440]  難得有這個機會
[00:06:09.440 --> 00:06:11.440]  一班小學同學聚在一起
[00:06:11.440 --> 00:06:13.440]  當然是欣然答應
[00:06:13.440 --> 00:06:15.440]  到時我去到茶樓
[00:06:15.440 --> 00:06:22.440]  去到茶樓見到一班像我一樣的頭髮
[00:06:22.440 --> 00:06:27.440]  又沒有,又是白色的,全部都是老坑
[00:06:27.440 --> 00:06:35.440]  第一件事,不明文的規矩隊是在錢包裡拿卡片出來
[00:06:35.440 --> 00:06:37.440]  一個一個派卡片
[00:06:37.440 --> 00:06:40.440]  我沒有卡片,一向都沒有卡片
[00:06:40.440 --> 00:06:42.440]  所以我沒得派
[00:06:42.440 --> 00:06:46.440]  我是唯一一個沒有卡片的,他們每個人都有卡片
[00:06:46.440 --> 00:06:49.440]  拿卡片就每個人都拿來看
[00:06:49.440 --> 00:06:51.440]  一看,我的小學同學都很厲害
[00:06:51.440 --> 00:06:54.440]  有些是教授,有些是做官
[00:06:54.440 --> 00:06:56.440]  在香港有些是做官
[00:06:56.440 --> 00:06:58.440]  有些是做老闆
[00:06:58.440 --> 00:07:02.440]  有些是做醫生
[00:07:02.440 --> 00:07:05.440]  因為我很突出
[00:07:05.440 --> 00:07:07.440]  因為我沒有卡片
[00:07:07.440 --> 00:07:12.440]  所以一開始話題的焦點就放在我身上
[00:07:12.440 --> 00:07:14.440]  問我,宋永裕你做什麼的?
[00:07:14.440 --> 00:07:16.440]  沒有卡片
[00:07:16.440 --> 00:07:19.440]  我就說,我做牧師
[00:07:19.440 --> 00:07:23.440]  想不到的反應非常有趣
[00:07:23.440 --> 00:07:24.440]  非常激烈
[00:07:24.440 --> 00:07:26.440]  牧師?
[00:07:26.440 --> 00:07:28.440]  可想而知我小學的學生是什麼人
[00:07:28.440 --> 00:07:31.440]  想不到宋永裕會做牧師
[00:07:31.440 --> 00:07:33.440]  我就說,是的,做牧師
[00:07:33.440 --> 00:07:37.440]  於是我們一開始,所有話題就放在牧師身上
[00:07:37.440 --> 00:07:39.440]  牧師做什麼的?
[00:07:39.440 --> 00:07:40.440]  牧師能不能結婚?
[00:07:40.440 --> 00:07:43.440]  我當然能結婚,不結婚我怎會有兩個兒女
[00:07:43.440 --> 00:07:46.440]  於是有很多人問一連串的問題
[00:07:46.440 --> 00:07:48.440]  怎樣才能做牧師?
[00:07:48.440 --> 00:07:50.440]  講了很多問題
[00:07:50.440 --> 00:07:54.440]  終於忍不住就跟我說
[00:07:54.440 --> 00:07:56.440]  做牧師也不簡單
[00:07:56.440 --> 00:07:58.440]  我小學畢業後
[00:07:58.440 --> 00:08:01.440]  我就去黃印書院讀書
[00:08:01.440 --> 00:08:03.440]  黃印書院讀完之後
[00:08:03.440 --> 00:08:06.440]  我就入了香港大學讀書
[00:08:06.440 --> 00:08:08.440]  一級榮譽畢業
[00:08:08.440 --> 00:08:12.440]  然後我就去美國西敏寺神學院讀書
[00:08:12.440 --> 00:08:14.440]  然後我就去普林斯頓神學院
[00:08:14.440 --> 00:08:17.440]  我住的那條街是愛因斯坦住過的
[00:08:17.440 --> 00:08:19.440]  然後去香港
[00:08:19.440 --> 00:08:21.440]  我又拿到博士學位
[00:08:21.440 --> 00:08:24.440]  我突然間停下來問,我說什麼?
[00:08:24.440 --> 00:08:27.440]  我好像告訴他,你不要小看我
[00:08:27.440 --> 00:08:29.440]  雖然我沒有卡片
[00:08:29.440 --> 00:08:33.440]  你有誰像我這樣跟孫中山同校?
[00:08:33.440 --> 00:08:35.440]  黃印書院
[00:08:35.440 --> 00:08:36.440]  有誰這樣去港大?
[00:08:36.440 --> 00:08:38.440]  有誰拿到一級榮譽?
[00:08:38.440 --> 00:08:42.440]  有誰在愛因斯坦住過的那條街住過?
[00:08:42.440 --> 00:08:43.440]  有誰去普林斯頓?
[00:08:43.440 --> 00:08:45.440]  有誰有博士學位?
[00:08:45.440 --> 00:08:48.440]  其實我想告訴你
[00:08:48.440 --> 00:08:50.440]  你不要小看我
[00:08:50.440 --> 00:08:52.440]  用這些虛銜
[00:08:52.440 --> 00:08:56.440]  用這些人看來以為可以抬高你的身份
[00:08:56.440 --> 00:08:58.440]  所以刪人的嘴
[00:08:58.440 --> 00:09:01.440]  其實是自卑
[00:09:01.440 --> 00:09:03.440]  其實是愚昧
[00:09:03.440 --> 00:09:05.440]  其實是以為自己這些東西
[00:09:05.440 --> 00:09:09.440]  可以讓別人看得起
[00:09:09.440 --> 00:09:11.440]  以為這樣別人會接受
[00:09:11.440 --> 00:09:14.440]  其實這些是一些愚昧的行為
[00:09:14.440 --> 00:09:18.440]  如果你看看聖經裏面所說的蠢這個字
[00:09:18.440 --> 00:09:19.440]  非常有趣
[00:09:19.440 --> 00:09:22.440]  希伯來文這個蠢字叫拿包
[00:09:22.440 --> 00:09:25.440]  這個字的釋義最好解釋
[00:09:25.440 --> 00:09:27.440]  聖經裏面所說的蠢是什麼呢?
[00:09:27.440 --> 00:09:30.440]  就是以賽亞書32章第6節
[00:09:30.440 --> 00:09:33.440]  以賽亞書第32章第6節怎麼說呢?
[00:09:33.440 --> 00:09:37.440]  因為愚頑人必說愚頑話
[00:09:37.440 --> 00:09:39.440]  心裡想作業
[00:09:39.440 --> 00:09:41.440]  慣行竊俗的事
[00:09:41.440 --> 00:09:43.440]  說錯謬的話
[00:09:43.440 --> 00:09:44.440]  攻擊耶和華
[00:09:44.440 --> 00:09:46.440]  使饑餓的人無食
[00:09:46.440 --> 00:09:49.440]  使口渴的人無水可飲
[00:09:49.440 --> 00:09:53.440]  淪食人所用的法子是惡的
[00:09:53.440 --> 00:09:55.440]  他圖謀惡計
[00:09:55.440 --> 00:09:59.440]  用謊言言語委懷謙卑人
[00:09:59.440 --> 00:10:02.440]  窮乏人講功利的時候
[00:10:02.440 --> 00:10:04.440]  他也是長眼
[00:10:04.440 --> 00:10:07.440]  聖經裏面所說的蠢
[00:10:07.440 --> 00:10:09.440]  蠢才
[00:10:09.440 --> 00:10:11.440]  愚昧是什麼意思呢?
[00:10:11.440 --> 00:10:13.440]  愚昧
[00:10:13.440 --> 00:10:15.440]  蠢不只是智商低
[00:10:15.440 --> 00:10:17.440]  不只是智商不夠高
[00:10:17.440 --> 00:10:20.440]  不只是不夠聰明
[00:10:20.440 --> 00:10:22.440]  不只是不懂事
[00:10:22.440 --> 00:10:24.440]  沒有讀書
[00:10:24.440 --> 00:10:27.440]  耶穌所說的蠢
[00:10:27.440 --> 00:10:31.440]  你記不記得耶穌說的蠢的財主
[00:10:31.440 --> 00:10:33.440]  這是商業奇才
[00:10:33.440 --> 00:10:36.440]  好像李嘉誠、標基、史蒂夫
[00:10:36.440 --> 00:10:38.440]  馬雲之輩
[00:10:38.440 --> 00:10:41.440]  他們學問可能很高
[00:10:41.440 --> 00:10:43.440]  做事效率非常高
[00:10:43.440 --> 00:10:48.440]  很可能他們是世界上最厲害的人
[00:10:48.440 --> 00:10:52.440]  但耶穌認為這個人是無知
[00:10:52.440 --> 00:10:59.440]  耶穌說過在馬太福音第七章
[00:10:59.440 --> 00:11:00.440]  登山補訓
[00:11:00.440 --> 00:11:03.440]  那些蠢人在河邊建屋
[00:11:03.440 --> 00:11:05.440]  又快又靚
[00:11:05.440 --> 00:11:07.440]  在無風無雨的時候風涼水冷
[00:11:07.440 --> 00:11:09.440]  這個好像很靚
[00:11:09.440 --> 00:11:10.440]  很便宜
[00:11:10.440 --> 00:11:12.440]  很快就建好了
[00:11:12.440 --> 00:11:14.440]  但風雨一來的時候
[00:11:14.440 --> 00:11:15.440]  馬上就塌了
[00:11:15.440 --> 00:11:17.440]  耶穌說這些就是蠢才
[00:11:17.440 --> 00:11:21.440]  所以我們看到在聖經裡面所說的蠢字
[00:11:21.440 --> 00:11:23.440]  和嘴巴有很多關係
[00:11:23.440 --> 00:11:25.440]  就好像倚唱仙主書
[00:11:25.440 --> 00:11:27.440]  他說愚昧人說愚昧的話
[00:11:27.440 --> 00:11:29.440]  沒有神的
[00:11:29.440 --> 00:11:31.440]  愚頑人心裡說沒有神的
[00:11:31.440 --> 00:11:33.440]  愚頑人口裡說不相信神的
[00:11:33.440 --> 00:11:35.440]  說假話吹噓攻擊耶華
[00:11:35.440 --> 00:11:37.440]  抬高自己
[00:11:37.440 --> 00:11:39.440]  用謊言攻擊那些謙卑人
[00:11:39.440 --> 00:11:41.440]  心裡惡敵心裡作孽
[00:11:41.440 --> 00:11:44.440]  行為不好沒有公理沒有道德
[00:11:44.440 --> 00:11:47.440]  不過最重要的都不是這些
[00:11:47.440 --> 00:11:49.440]  原來聖經裡面所說的蠢
[00:11:49.440 --> 00:11:51.440]  不是說IQ
[00:11:51.440 --> 00:11:52.440]  甚至不是說道德
[00:11:52.440 --> 00:11:56.440]  主要是說他心裡沒有上帝
[00:11:56.440 --> 00:12:00.440]  愚頑人說心裡沒有神
[00:12:00.440 --> 00:12:03.440]  我記得有一次我和一個朋友
[00:12:03.440 --> 00:12:05.440]  傳福音
[00:12:05.440 --> 00:12:06.440]  好朋友來
[00:12:06.440 --> 00:12:08.440]  他說你不用跟我說了
[00:12:08.440 --> 00:12:09.440]  我有宗教信仰
[00:12:09.440 --> 00:12:10.440]  我說你有什麼宗教信仰
[00:12:10.440 --> 00:12:12.440]  我宗教信仰一定比你好
[00:12:12.440 --> 00:12:13.440]  我說又是
[00:12:13.440 --> 00:12:15.440]  是啊我叫習大成的信仰
[00:12:15.440 --> 00:12:17.440]  我將佛教最好的
[00:12:17.440 --> 00:12:18.440]  天主教最好的
[00:12:18.440 --> 00:12:19.440]  回教最好的
[00:12:19.440 --> 00:12:21.440]  基督教最好的
[00:12:21.440 --> 00:12:22.440]  拿出來炒在一起
[00:12:22.440 --> 00:12:24.440]  這個就是我的宗教
[00:12:24.440 --> 00:12:27.440]  所有最好的拿在一起
[00:12:27.440 --> 00:12:28.440]  一定比你好
[00:12:28.440 --> 00:12:30.440]  於是我就會問
[00:12:30.440 --> 00:12:33.440]  誰選擇哪些好哪些不好
[00:12:33.440 --> 00:12:34.440]  當然是我
[00:12:34.440 --> 00:12:37.440]  那就是說你相信你自己
[00:12:37.440 --> 00:12:38.440]  我當然相信我自己
[00:12:38.440 --> 00:12:39.440]  不相信我自己
[00:12:39.440 --> 00:12:40.440]  你相信誰
[00:12:40.440 --> 00:12:41.440]  當然是我選擇
[00:12:41.440 --> 00:12:43.440]  難道你告訴我我就相信什麼嗎
[00:12:43.440 --> 00:12:47.440]  這個就是聖經裡面所說的愚昧人
[00:12:47.440 --> 00:12:48.440]  抬高自己
[00:12:48.440 --> 00:12:50.440]  在上帝
[00:12:50.440 --> 00:12:51.440]  對他來說
[00:12:51.440 --> 00:12:53.440]  上帝已經沒有了地位
[00:12:53.440 --> 00:12:54.440]  沒有了權柄
[00:12:54.440 --> 00:12:57.440]  他才是上帝
[00:12:57.440 --> 00:12:59.440]  這個是最大的問題
[00:12:59.440 --> 00:13:01.440]  聖經威神
[00:13:01.440 --> 00:13:04.440]  這個帶來的殺傷力是極大的
[00:13:04.440 --> 00:13:08.440]  使飢餓的人不得飽
[00:13:08.440 --> 00:13:11.440]  使口渴的人不得寒
[00:13:11.440 --> 00:13:13.440]  不是說他搶食
[00:13:13.440 --> 00:13:15.440]  不是說搶水
[00:13:15.440 --> 00:13:16.440]  不是這個意思
[00:13:16.440 --> 00:13:18.440]  是生命的糧沒了
[00:13:18.440 --> 00:13:21.440]  生命的活水沒了
[00:13:21.440 --> 00:13:24.440]  因為他是離開了上帝
[00:13:24.440 --> 00:13:26.440]  這些就叫愚昧
[00:13:26.440 --> 00:13:28.440]  或者我們今天來看看
[00:13:28.440 --> 00:13:30.440]  聖經裡面所說的這個愚昧人
[00:13:30.440 --> 00:13:32.440]  我們就要看看
[00:13:32.440 --> 00:13:36.440]  究竟在所羅門王的最智慧人
[00:13:36.440 --> 00:13:38.440]  什麼才是愚昧
[00:13:38.440 --> 00:13:40.440]  做人最怕三樣東西
[00:13:40.440 --> 00:13:42.440]  第一,嘴不收
[00:13:42.440 --> 00:13:47.440]  第二,第二個愚昧是什麼
[00:13:47.440 --> 00:13:49.440]  糊塗塗,不知道去哪裡
[00:13:49.440 --> 00:13:52.440]  第三,拖延
[00:13:52.440 --> 00:13:53.440]  這三大忌
[00:13:53.440 --> 00:13:56.440]  也是今天我們只說
[00:13:56.440 --> 00:13:58.440]  我做什麼,我做什麼
[00:13:58.440 --> 00:14:02.440]  第二,糊塗,不知道自己在做什麼
[00:14:02.440 --> 00:14:04.440]  你想想,我逛街的時候
[00:14:04.440 --> 00:14:06.440]  宋元老,你去哪裡
[00:14:06.440 --> 00:14:07.440]  我不知道,有地方去
[00:14:07.440 --> 00:14:09.440]  你說真是蠢材,你是不是瘋了
[00:14:09.440 --> 00:14:12.440]  今天有很多人不知道自己在做什麼
[00:14:12.440 --> 00:14:14.440]  活了幾十年都不知道自己在做什麼
[00:14:14.440 --> 00:14:16.440]  糊塗塗做人
[00:14:16.440 --> 00:14:17.440]  第三,拖延
[00:14:17.440 --> 00:14:19.440]  你知道你不肯去做
[00:14:19.440 --> 00:14:21.440]  拖延,等下先,遲下先
[00:14:21.440 --> 00:14:22.440]  我們看看所羅門王
[00:14:22.440 --> 00:14:23.440]  告訴我們
[00:14:23.440 --> 00:14:26.440]  今天這三大忌和你和我有什麼關係
[00:14:26.440 --> 00:14:28.440]  首先我們看看第一個特色
[00:14:28.440 --> 00:14:30.440]  嘴不收
[00:14:30.440 --> 00:14:32.440]  十二節至十四節
[00:14:32.440 --> 00:14:34.440]  智慧人的口說出恩言
[00:14:34.440 --> 00:14:37.440]  愚昧人的嘴吞滅自己
[00:14:37.440 --> 00:14:41.440]  他口中的言語起頭是愚昧
[00:14:41.440 --> 00:14:45.440]  他說的末尾是奸惡的狂妄
[00:14:45.440 --> 00:14:47.440]  愚昧人多言多語
[00:14:47.440 --> 00:14:49.440]  人卻不知將來有什麼事
[00:14:49.440 --> 00:14:51.440]  他神而是
[00:14:51.440 --> 00:14:53.440]  誰可以告訴他呢
[00:14:53.440 --> 00:14:58.440]  愚昧人第一個問題就是死剪嘴
[00:14:58.440 --> 00:15:01.440]  正如我剛才所說
[00:15:01.440 --> 00:15:03.440]  這不是道德的問題
[00:15:03.440 --> 00:15:06.440]  所羅門王所說和中國人所說的
[00:15:06.440 --> 00:15:09.440]  腎言病從口入禍從口出
[00:15:09.440 --> 00:15:11.440]  表裡一致
[00:15:11.440 --> 00:15:12.440]  不是
[00:15:12.440 --> 00:15:14.440]  聖經所說嘴不收
[00:15:14.440 --> 00:15:19.440]  是和信仰和宗教有關係
[00:15:20.440 --> 00:15:21.440]  換句話說
[00:15:21.440 --> 00:15:23.440]  就算你像中國人一樣腎言
[00:15:23.440 --> 00:15:27.440]  就算你少說話多做事
[00:15:27.440 --> 00:15:29.440]  不等於你的口不收
[00:15:29.440 --> 00:15:32.440]  根據聖經所說的定義
[00:15:32.440 --> 00:15:37.440]  你的口不是和信仰相悖
[00:15:37.440 --> 00:15:41.440]  你的口不承認耶和華是真神的時候
[00:15:41.440 --> 00:15:43.440]  這就是聖經所說的問題
[00:15:43.440 --> 00:15:44.440]  就是愚昧
[00:15:44.440 --> 00:15:46.440]  何以見得呢
[00:15:46.440 --> 00:15:48.440]  我們看看所羅門王怎麼說
[00:15:48.440 --> 00:15:51.440]  他說:智慧人的口必出恩言
[00:15:51.440 --> 00:15:54.440]  愚昧人的嘴吞滅自己
[00:15:54.440 --> 00:15:56.440]  首先我們看到
[00:15:56.440 --> 00:15:58.440]  所羅門王比較兩件事
[00:15:58.440 --> 00:16:00.440]  恩和吞滅
[00:16:00.440 --> 00:16:03.440]  智慧人的口是帶給人恩典的
[00:16:03.440 --> 00:16:05.440]  是恩慰的
[00:16:05.440 --> 00:16:08.440]  這個恩典恩慰是從神而來的
[00:16:08.440 --> 00:16:11.440]  愚昧人的言語
[00:16:11.440 --> 00:16:13.440]  不是帶給人恩慰
[00:16:13.440 --> 00:16:15.440]  不是帶給人救恩
[00:16:15.440 --> 00:16:17.440]  不是帶給人上帝的祝福
[00:16:17.440 --> 00:16:19.440]  而是帶給自己的滅亡
[00:16:19.440 --> 00:16:24.440]  所以所羅門王說智慧人的口是吸引恩典
[00:16:24.440 --> 00:16:28.440]  愚昧人是叫人離開上帝
[00:16:28.440 --> 00:16:31.440]  最近我看了一本很暢銷的書
[00:16:31.440 --> 00:16:34.440]  這本書是斯蒂芬·霍根
[00:16:34.440 --> 00:16:36.440]  在臨終的時候寫的一本書
[00:16:36.440 --> 00:16:43.440]  叫做《A Brief Answer to Big Questions》
[00:16:43.440 --> 00:16:45.440]  他還沒寫完這本書就離開了世界
[00:16:45.440 --> 00:16:48.440]  我有機會看這本書
[00:16:48.440 --> 00:16:50.440]  斯蒂芬·霍根是誰呢?
[00:16:50.440 --> 00:16:52.440]  他是英國的科學家
[00:16:52.440 --> 00:16:54.440]  可以說是愛因斯坦以後
[00:16:54.440 --> 00:16:58.440]  其中一個最有成就的物理天文學家
[00:16:58.440 --> 00:17:00.440]  他是劍橋大學的教授
[00:17:00.440 --> 00:17:03.440]  一個非常出色、非常聰明的人
[00:17:03.440 --> 00:17:06.440]  他自小就患有一種病
[00:17:06.440 --> 00:17:08.440]  這種病叫ALS
[00:17:08.440 --> 00:17:10.440]  這是一個什麼病呢?
[00:17:10.440 --> 00:17:12.440]  這是一件很痛苦的病
[00:17:12.440 --> 00:17:14.440]  是腦病,與腦科有關係
[00:17:14.440 --> 00:17:17.440]  因為腦細胞死亡的原因
[00:17:17.440 --> 00:17:19.440]  他全身的肌肉漸漸萎縮
[00:17:19.440 --> 00:17:22.440]  漸漸失去語言的能力
[00:17:22.440 --> 00:17:24.440]  失去其他能力
[00:17:24.440 --> 00:17:27.440]  一直痛苦、折磨而死
[00:17:27.440 --> 00:17:32.440]  他患了這個病的年日有50年之久
[00:17:32.440 --> 00:17:34.440]  到76歲才死
[00:17:34.440 --> 00:17:37.440]  是世界歷史以來患了這個病
[00:17:37.440 --> 00:17:39.440]  活得最長久的一個人
[00:17:39.440 --> 00:17:43.440]  但是他是一個無神論者
[00:17:43.440 --> 00:17:46.440]  他不相信上帝的存在
[00:17:46.440 --> 00:17:50.440]  他在臨終時就寫了這本書
[00:17:50.440 --> 00:17:53.440]  《The Brief Answer to Big Questions》
[00:17:53.440 --> 00:17:56.440]  第一個章節是說為什麼我是一個無神論者
[00:17:56.440 --> 00:17:58.440]  根據他的看法
[00:17:58.440 --> 00:18:02.440]  他認為世界上為什麼會有宗教的存在呢?
[00:18:02.440 --> 00:18:06.440]  因為人類看到這個世界有很多答不上的問題
[00:18:06.440 --> 00:18:08.440]  科學也答不上的問題
[00:18:08.440 --> 00:18:11.440]  有很多奧秘是無法找到的
[00:18:11.440 --> 00:18:13.440]  於是就拿了上帝出來
[00:18:13.440 --> 00:18:15.440]  解決人類一切的問題
[00:18:15.440 --> 00:18:17.440]  他說這就是宗教的起源
[00:18:17.440 --> 00:18:19.440]  他相信相反的
[00:18:19.440 --> 00:18:24.440]  他相信人類有奧秘解不開的問題
[00:18:24.440 --> 00:18:28.440]  其實所有都可以用科學去解決
[00:18:28.440 --> 00:18:31.440]  他認為科學可以解決所有的問題
[00:18:31.440 --> 00:18:33.440]  只不過是現代人的愚昧
[00:18:33.440 --> 00:18:38.440]  所以他就把上帝拉到一起
[00:18:38.440 --> 00:18:42.440]  他就認為科學可以解決所有的問題
[00:18:42.440 --> 00:18:46.440]  他第一個太太叫做Jane
[00:18:46.440 --> 00:18:48.440]  他結婚二十多三十年
[00:18:48.440 --> 00:18:50.440]  有三個兒女
[00:18:50.440 --> 00:18:53.440]  他的太太Jane是一個虔誠的基督徒
[00:18:53.440 --> 00:18:55.440]  也是一個極有學問的人
[00:18:55.440 --> 00:18:58.440]  也擁有一個PhD
[00:18:58.440 --> 00:19:01.440]  他的信仰是很不同的
[00:19:01.440 --> 00:19:05.440]  Jane她服侍了她有病的丈夫
[00:19:05.440 --> 00:19:08.440]  守住了他的本位
[00:19:08.440 --> 00:19:10.440]  幾十年生了三個兒子
[00:19:10.440 --> 00:19:12.440]  後來他寫了一本書
[00:19:12.440 --> 00:19:14.440]  叫做Music to Move the Star
[00:19:14.440 --> 00:19:19.440]  這本書是一個很有感染力的書
[00:19:19.440 --> 00:19:22.440]  後來他寫了兩本書拍成了電影
[00:19:22.440 --> 00:19:30.440]  他生前和Steven Hawking討論過無數次
[00:19:30.440 --> 00:19:32.440]  關於宗教信仰
[00:19:32.440 --> 00:19:35.440]  最後他們同意了一件事
[00:19:35.440 --> 00:19:39.440]  Steven Hawking認為沒有神
[00:19:39.440 --> 00:19:43.440]  不是因為他用科學證明沒有神
[00:19:43.440 --> 00:19:45.440]  而是他的信念
[00:19:45.440 --> 00:19:48.440]  是他的假設
[00:19:48.440 --> 00:19:51.440]  Steven Hawking他自己也承認
[00:19:51.440 --> 00:19:53.440]  他沒有證據證明沒有神
[00:19:53.440 --> 00:19:56.440]  他只是推論
[00:19:56.440 --> 00:19:58.440]  只是他的假設
[00:19:59.440 --> 00:20:03.440]  後來Steven Hawking愛上了
[00:20:03.440 --> 00:20:05.440]  他和他服侍的護士
[00:20:05.440 --> 00:20:08.440]  叫做Elaine Mason
[00:20:08.440 --> 00:20:12.440]  他和他太太Jane離婚
[00:20:12.440 --> 00:20:14.440]  很不幸
[00:20:14.440 --> 00:20:17.440]  這個第二任太太是一個主觀極強的人
[00:20:17.440 --> 00:20:19.440]  結婚之後
[00:20:19.440 --> 00:20:24.440]  Steven Hawking就被迫和他兒子和前妻疏遠
[00:20:24.440 --> 00:20:28.440]  到了2000年初的時候
[00:20:28.440 --> 00:20:33.440]  他的家人就懷疑Steven Hawking因為身體一直弱的時候
[00:20:33.440 --> 00:20:36.440]  就被他的妻子Elaine虐待
[00:20:36.440 --> 00:20:42.440]  曾經提議Steven Hawking去報警
[00:20:42.440 --> 00:20:46.440]  但是Steven Hawking是不報
[00:20:46.440 --> 00:20:48.440]  到了2006年的時候
[00:20:48.440 --> 00:20:54.440]  他和他第二任太太離婚
[00:20:54.440 --> 00:20:59.440]  再去找他的前妻和兒女接近
[00:20:59.440 --> 00:21:02.440]  Steven Hawking的後半生
[00:21:02.440 --> 00:21:04.440]  其實相當淒慘
[00:21:04.440 --> 00:21:07.440]  在某個程度來說
[00:21:07.440 --> 00:21:10.440]  他過著很孤單的日子
[00:21:10.440 --> 00:21:14.440]  他的口是不出音言
[00:21:14.440 --> 00:21:17.440]  他沒有錯
[00:21:17.440 --> 00:21:19.440]  頭腦很厲害
[00:21:19.440 --> 00:21:21.440]  但是人際關係很差
[00:21:21.440 --> 00:21:24.440]  婚姻論道一團糟
[00:21:24.440 --> 00:21:28.440]  會不會這個就是所羅門王所說的
[00:21:28.440 --> 00:21:32.440]  智慧人口出音言是帶給人恩典
[00:21:32.440 --> 00:21:37.440]  去自己愚昧人吞滅自己
