
[00:00:00.000 --> 00:00:06.360]  列王紀合一王朝系列的第十一講
[00:02:19.680 --> 00:02:24.400]  羅波安的母親就是阿門人那瑪
[00:02:24.400 --> 00:02:29.720]  所以所羅門在列王紀上的三章一節
[00:02:29.720 --> 00:02:35.640]  他娶埃及的公主絕對不是他第一任的妻子
[00:02:35.640 --> 00:02:42.760]  所羅門的父親大衛就娶了敘利亞基述的公主做妻子
[00:02:42.760 --> 00:02:47.640]  這就是亞瑟龍的媽媽瑪迦公主
[00:02:47.640 --> 00:02:51.840]  毫無疑問這場婚姻是有政治的動機
[00:02:51.840 --> 00:02:56.720]  所以所羅門娶阿門的女子為妻
[00:02:56.720 --> 00:02:59.640]  也可能是有政治的動機
[00:02:59.640 --> 00:03:05.800]  羅波安偶然會做出有精明的決定
[00:03:05.800 --> 00:03:09.640]  但基本上他就是一個愚蠢的領袖
[00:03:09.640 --> 00:03:13.400]  從以下的五點我們可以看出他的品格
[00:03:13.400 --> 00:03:15.000]  看出他的愚昧
[00:03:15.000 --> 00:03:17.760]  也是我們今天的大綱
[00:03:17.760 --> 00:03:20.960]  第一點就是王的傲慢
[00:03:20.960 --> 00:03:23.080]  說到羅波安的傲慢
[00:03:23.080 --> 00:03:24.280]  第二點呢
[00:03:24.280 --> 00:03:28.960]  因為他傲慢以至他作出了一個不治的公報
[00:03:28.960 --> 00:03:30.480]  這是第二點
[00:03:30.480 --> 00:03:32.040]  第三點呢
[00:03:32.040 --> 00:03:37.720]  因為這個公報以至以色列人十個支派背叛他
[00:03:37.720 --> 00:03:39.720]  所以帶來他的憤怒
[00:03:39.720 --> 00:03:41.720]  這是第三點
[00:03:41.720 --> 00:03:43.160]  而第四點呢
[00:03:43.160 --> 00:03:46.720]  就是當他去攻打十個支派的時候
[00:03:46.720 --> 00:03:49.280]  神差派先知跟他說
[00:03:49.280 --> 00:03:51.480]  你們兄弟不要爭鬥
[00:03:51.480 --> 00:03:53.040]  你不要這樣做
[00:03:53.040 --> 00:03:57.920]  所以羅波安就沒有攻打到以色列十個支派
[00:03:57.920 --> 00:04:02.400]  他反過來就開始他建築的基業
[00:04:02.400 --> 00:04:04.880]  就好像他爸爸所羅門一樣
[00:04:04.880 --> 00:04:09.920]  建造城牆建造城邑來保護自己
[00:04:09.920 --> 00:04:11.520]  而最後一點
[00:04:11.520 --> 00:04:13.720]  就是他的背道
[00:04:13.720 --> 00:04:15.320]  羅波安的背道
[00:04:15.320 --> 00:04:17.480]  他三年與神同行
[00:04:17.480 --> 00:04:19.480]  但是第四年開始
[00:04:19.480 --> 00:04:21.680]  他就開始離棄神
[00:04:21.680 --> 00:04:23.640]  你又說五點
[00:04:23.640 --> 00:04:25.680]  為什麼大綱有第六點
[00:04:25.680 --> 00:04:30.120]  第六點就是說到羅波安的死亡
[00:04:30.120 --> 00:04:32.440]  讓我們一起來看第一點
[00:04:32.440 --> 00:04:35.240]  就是王的傲慢
[00:04:35.240 --> 00:04:38.360]  從羅波安的故事我們看到
[00:04:38.360 --> 00:04:41.600]  其實羅波安他絕對沒有跟人交往
[00:04:41.600 --> 00:04:44.800]  或者理解人的恩賜
[00:04:44.800 --> 00:04:49.520]  這個和他的祖父大衛有很大的分別
[00:04:49.520 --> 00:04:52.520]  大衛是一個熱愛子民的人
[00:04:52.520 --> 00:04:56.000]  他甚至願意為他人民的利益
[00:04:56.000 --> 00:04:57.520]  為人民的福利
[00:04:57.520 --> 00:04:59.520]  而冒生命的危險
[00:04:59.520 --> 00:05:01.800]  這個就是大衛
[00:05:01.800 --> 00:05:03.800]  大衛的兒子所羅門
[00:05:03.800 --> 00:05:06.080]  不像他爸爸一樣
[00:05:06.080 --> 00:05:09.520]  所羅門不願意為人民服務
[00:05:09.520 --> 00:05:13.880]  反而他利用人民來滿足他自己的私慾
[00:05:13.880 --> 00:05:15.880]  這個就是所羅門
[00:05:15.880 --> 00:05:18.360]  而他的兒子羅波安
[00:05:18.360 --> 00:05:23.280]  也沒有學到他爸爸身上的功課
[00:05:23.280 --> 00:05:27.000]  而他明明聽見人民叫苦連天
[00:05:27.000 --> 00:05:29.640]  但是他就好像視而不見一樣
[00:05:29.640 --> 00:05:33.240]  他絕對不適合成為以色列人的王
[00:05:33.240 --> 00:05:37.400]  他絕對不適合來統治以色列國
[00:05:37.400 --> 00:05:43.320]  相信是所羅門揀選羅波安成為以色列人的王
[00:05:43.320 --> 00:05:48.320]  但是人民仍然需要認同這個揀選
[00:05:48.320 --> 00:05:51.760]  而羅波安也需要在神的面前
[00:05:51.760 --> 00:05:54.160]  跟人民來納約
[00:05:54.160 --> 00:05:59.240]  這些在訴羅大衛和所羅門的身上
[00:05:59.240 --> 00:06:00.520]  我們都見到
[00:06:00.520 --> 00:06:03.800]  這個就在加冕的時候會發生
[00:06:03.800 --> 00:06:07.720]  人民會跟他們的新王來納約
[00:06:07.720 --> 00:06:12.760]  所以羅波安也需要有加冕的典禮
[00:06:12.760 --> 00:06:15.000]  羅波安就選擇
[00:06:15.000 --> 00:06:19.320]  他加冕的典禮將會在事劍來舉行
[00:06:19.320 --> 00:06:23.960]  事劍就是在耶路撒冷北面大概四十里
[00:06:23.960 --> 00:06:29.720]  阿伯拉罕和雅各都有和事劍有很大的淵源
[00:06:29.720 --> 00:06:34.120]  而事劍也是約瑟被埋葬的地方
[00:06:34.120 --> 00:06:37.640]  在《約書亞記》的二十四章三十二節
[00:06:37.640 --> 00:06:41.480]  而在約書亞和時斯時代
[00:06:41.480 --> 00:06:44.920]  事劍也成為一個很重要的地方
[00:06:44.920 --> 00:06:47.960]  是以色列中心的地帶
[00:06:47.960 --> 00:06:51.320]  事劍是位於以法連的山區
[00:06:51.320 --> 00:06:55.400]  以法連就是北方一個非常重要的部落
[00:06:55.400 --> 00:07:00.600]  其實以法連和馬拿西都是約瑟的後裔
[00:07:00.600 --> 00:07:03.080]  在歷史當中這兩個支派
[00:07:03.080 --> 00:07:06.680]  都曾經對猶大的領袖不滿
[00:07:06.680 --> 00:07:09.400]  而大衛在位的時候
[00:07:09.400 --> 00:07:13.080]  也歡迎以法連支派和馬拿西支派
[00:07:13.080 --> 00:07:15.640]  加入他勇士的隊伍
[00:07:15.640 --> 00:07:19.160]  但是多年來以法連和馬拿西
[00:07:19.160 --> 00:07:24.040]  都有在以色列國裡面搞分裂搞紛爭
[00:07:24.040 --> 00:07:29.400]  這次羅伯安要前往事劍來加冕
[00:07:29.400 --> 00:07:33.800]  反映出以色列早在分開南北國之前
[00:07:33.800 --> 00:07:37.320]  已經存在有政治的競爭
[00:07:37.320 --> 00:07:39.640]  而大衛記不記得
[00:07:39.640 --> 00:07:43.480]  他在成為全以色列的王之前
[00:07:43.480 --> 00:07:47.560]  他曾經在希伯倫作猶大王七年半
[00:07:47.560 --> 00:07:49.560]  這也讓我們看到
[00:07:49.560 --> 00:07:53.000]  其實以色列國在分裂南北國之前
[00:07:53.000 --> 00:07:56.520]  已經有很大的政治競爭
[00:07:56.520 --> 00:08:02.920]  北方的支派不來耶路撒冷參加羅伯安的加冕
[00:08:02.920 --> 00:08:07.800]  而是要羅伯安去到事劍來舉行加冕典禮
[00:08:07.800 --> 00:08:09.800]  已經讓我們看到
[00:08:09.800 --> 00:08:15.080]  羅伯安其實他的勢力已經是非常之衰弱
[00:08:15.080 --> 00:08:18.040]  上一次我們已經說過
[00:08:18.040 --> 00:08:21.480]  所羅門在他末期的時候
[00:08:21.480 --> 00:08:25.960]  已經是有一個神僕開始反叛所羅門
[00:08:25.960 --> 00:08:28.200]  這個就是耶羅伯安
[00:08:28.200 --> 00:08:30.920]  他因為反叛所羅門
[00:08:30.920 --> 00:08:34.600]  最後被所羅門追趕他去到埃及
[00:08:34.600 --> 00:08:40.360]  而埃及白老王就被耶羅伯安有政治的庇護
[00:08:40.360 --> 00:08:42.360]  現在所羅門死了
[00:08:42.360 --> 00:08:45.960]  耶羅伯安可以名正言順回來
[00:08:45.960 --> 00:08:50.440]  帶領十個支派和羅伯安來談判
[00:08:50.440 --> 00:08:52.760]  你說談判什麼?
[00:08:52.760 --> 00:08:57.720]  因為所羅門給人民有很大的重擔
[00:08:57.720 --> 00:08:59.400]  勞動人民
[00:08:59.400 --> 00:09:03.480]  所以北方的領袖都抗議所羅門所做
[00:09:03.480 --> 00:09:05.080]  而其中一樣
[00:09:05.080 --> 00:09:10.120]  就是所羅門將以色列地劃分為十二個地區
[00:09:10.120 --> 00:09:12.680]  而在這十二個地區當中
[00:09:12.680 --> 00:09:14.680]  是沒有猶大支派
[00:09:14.680 --> 00:09:18.920]  而這十二個地區主要的任務
[00:09:18.920 --> 00:09:20.600]  就是要徵稅
[00:09:20.600 --> 00:09:22.600]  要納稅給政府
[00:09:22.600 --> 00:09:27.400]  如果猶大支派不在這十二個地區裏面
[00:09:27.400 --> 00:09:30.760]  也就是說猶大支派不需要納稅
[00:09:30.760 --> 00:09:34.200]  為什麼猶大支派不需要納稅?
[00:09:34.200 --> 00:09:37.560]  因為猶大支派是王的支派
[00:09:37.560 --> 00:09:41.560]  大衛和所羅門都是屬於猶大支派
[00:09:41.560 --> 00:09:44.280]  所以從這件事就讓我們看到
[00:09:44.280 --> 00:09:47.960]  其實所羅門是非常偏視
[00:09:47.960 --> 00:09:51.960]  而這也是使得以色列人不滿
[00:09:51.960 --> 00:09:55.800]  所以以色列人都感到厭倦
[00:09:55.800 --> 00:09:58.760]  所羅門為了要建聖殿
[00:09:58.760 --> 00:10:00.440]  為了要建皇宮
[00:10:00.440 --> 00:10:01.800]  勞動人民
[00:10:01.800 --> 00:10:04.760]  而且他還建立了很多的城邑
[00:10:04.760 --> 00:10:08.040]  使得以色列人都感到非常的不滿
[00:10:08.040 --> 00:10:10.040]  非常的厭倦
[00:10:10.040 --> 00:10:15.240]  所以他們揀選耶羅伯安成為他們的領袖
[00:10:15.240 --> 00:10:21.240]  在這裏講到所羅門勞動人民的言語
[00:10:21.240 --> 00:10:24.280]  其實是和以色列人在埃及
[00:10:24.280 --> 00:10:27.480]  被法老王使他們負重額
[00:10:27.480 --> 00:10:29.480]  使他們來做苦工
[00:10:29.480 --> 00:10:32.600]  是非常相似的言語
[00:10:32.600 --> 00:10:36.680]  這些經文在舊約一共出現有五次
[00:10:36.680 --> 00:10:41.240]  兩次是以色列人被耶羅伯安帶領
[00:10:41.240 --> 00:10:44.280]  來到和羅伯安交涉
[00:10:44.280 --> 00:10:49.880]  而有三次就是講到以色列人在埃及被奴役
[00:10:49.880 --> 00:10:55.160]  所以其實作者已經將所羅門和法老王來比較
[00:10:55.160 --> 00:10:57.160]  就好像告訴我們
[00:10:57.160 --> 00:11:01.400]  所羅門再一次將以色列人帶回埃及
[00:11:01.400 --> 00:11:03.400]  使他們成為奴僕
[00:11:03.400 --> 00:11:05.400]  使他們來做苦工
[00:11:05.400 --> 00:11:09.320]  其實早在撒姆爾的時代
[00:11:09.320 --> 00:11:12.360]  當以色列人要求有一位王的時候
[00:11:12.360 --> 00:11:14.840]  撒姆爾已經警告他們
[00:11:14.840 --> 00:11:19.320]  你們要這位王其實有很高的代價
[00:11:19.320 --> 00:11:22.600]  就是這個王會徵重稅
[00:11:22.600 --> 00:11:24.600]  會得勞動人民
[00:11:24.600 --> 00:11:29.800]  而在所羅門的身上我們見到這一切都實驗了
[00:11:29.800 --> 00:11:34.600]  現在羅伯安希望繼續所羅門的政策
[00:11:34.600 --> 00:11:39.800]  耶羅伯安他成為了北方十個支派的發言人
[00:11:39.800 --> 00:11:43.320]  這件事當然激怒了羅伯安
[00:11:43.320 --> 00:11:48.680]  而相信羅伯安也知道亞希雅的預言
[00:11:48.680 --> 00:11:53.640]  神差派先知亞希雅走去見耶羅伯安
[00:11:53.640 --> 00:11:57.400]  還在他的面前演繹了一個預言
[00:11:57.400 --> 00:12:01.800]  就是把他身上的一件新衣服脫下來
[00:12:01.800 --> 00:12:03.800]  然後撕成十二塊
[00:12:03.800 --> 00:12:07.000]  將其中的十塊給了耶羅伯安
[00:12:07.000 --> 00:12:09.400]  這個就是預言
[00:12:09.400 --> 00:12:12.600]  神將會將以色列十二支派
[00:12:12.600 --> 00:12:17.400]  其中十個支派給耶羅伯安來帶領
[00:12:17.400 --> 00:12:23.560]  羅伯安也不知道耶羅伯安和法老王的關係
[00:12:23.560 --> 00:12:26.760]  所以他也不敢輕舉妄動
[00:12:26.760 --> 00:12:33.400]  其實以色列的人民也很願意繼續侍奉羅伯安
[00:12:33.400 --> 00:12:37.000]  只要他願意減低他們的苦功
[00:12:37.000 --> 00:12:39.000]  減低他們的重壓
[00:12:39.000 --> 00:12:42.280]  羅伯安就叫他們三天後回來
[00:12:42.280 --> 00:12:45.240]  他會給他們一個答覆
[00:12:45.240 --> 00:12:48.280]  首先羅伯安就去請問
[00:12:48.280 --> 00:12:53.240]  侍奉所羅門的老臣子一些長老
[00:12:53.240 --> 00:12:56.520]  這些長老都是非常有智慧
[00:12:56.520 --> 00:12:59.720]  在《曰歷代之下》的十章第七節
[00:12:59.720 --> 00:13:00.760]  他們說
[00:13:00.760 --> 00:13:03.800]  「旺若服侍者民如僕人
[00:13:03.800 --> 00:13:06.760]  他們就永遠作王的僕人」
[00:13:06.760 --> 00:13:10.600]  喂 這些長老勸羅伯安
[00:13:10.600 --> 00:13:14.120]  如果你願意在人民面前謙卑的話
[00:13:14.120 --> 00:13:17.880]  這些人民是會誓死來效忠你
[00:13:17.880 --> 00:13:19.880]  在聖經裏面
[00:13:19.880 --> 00:13:23.960]  很多偉大的領袖都是百姓的僕人
[00:13:23.960 --> 00:13:25.960]  例如摩西
[00:13:25.960 --> 00:13:27.960]  還有約書亞
[00:13:27.960 --> 00:13:30.440]  撒姆爾和大衛都是
[00:13:30.440 --> 00:13:31.960]  而在聖經裏面
[00:13:31.960 --> 00:13:37.000]  時時都會用牧羊人來比喻這些好的皇上
[00:13:37.000 --> 00:13:39.960]  就是照顧他們的人民
[00:13:39.960 --> 00:13:43.240]  好像牧羊人照顧羊群一樣
[00:13:43.240 --> 00:13:46.200]  例如在詩篇的七十二篇
[00:13:46.200 --> 00:13:49.000]  和以西傑書的三十四章
[00:13:49.000 --> 00:13:52.680]  所羅門剛剛相反
[00:13:52.680 --> 00:13:56.040]  他不願意成為人民的僕人
[00:13:56.040 --> 00:13:57.800]  他高高在上
[00:13:57.800 --> 00:14:01.400]  反而就是要人民來交重稅
[00:14:01.400 --> 00:14:03.880]  來做他的僕人
[00:14:03.880 --> 00:14:09.240]  羅伯安也效法他自己爸爸所羅門的壞榜樣
[00:14:09.240 --> 00:14:13.480]  當神的兒子耶穌基督來到世上的時候
[00:14:13.480 --> 00:14:17.000]  他都是以僕人的身份來到世上
[00:14:17.000 --> 00:14:18.760]  他以身作則
[00:14:18.760 --> 00:14:21.720]  甚至願意為門徒來洗腳
[00:14:21.720 --> 00:14:26.600]  有個謙卑的榜樣在約翰福音第十三章
[00:14:26.600 --> 00:14:31.160]  耶穌基督也希望我們能夠效法他的榜樣
[00:14:31.160 --> 00:14:32.840]  但是很可惜
[00:14:32.840 --> 00:14:38.360]  羅伯安和所羅門不願意成為人民的僕人
[00:14:38.360 --> 00:14:41.720]  他們不願意為人民犧牲
[00:14:41.720 --> 00:14:43.720]  經文沒有告訴他們
[00:14:43.720 --> 00:14:47.560]  羅伯安有禱告尋求神的旨意
[00:14:47.560 --> 00:14:53.960]  甚至經文沒有說他有尋求祭司或先知的意見
[00:14:53.960 --> 00:14:56.600]  大衛就是一個謙卑的人
[00:14:56.600 --> 00:14:59.320]  他願意尋求神的心意
[00:14:59.320 --> 00:15:02.680]  每當大衛尋求神的心意的時候
[00:15:02.680 --> 00:15:05.480]  他都會作出正確的決定
[00:15:05.480 --> 00:15:08.760]  但是當他不尋求神的心意的時候
[00:15:08.760 --> 00:15:12.200]  他往往就會作出愚蠢的決定
[00:15:12.200 --> 00:15:16.280]  而羅伯安他拒絕了長老的建議
[00:15:16.280 --> 00:15:21.720]  他反而去問一班和他一起長大的年輕人
[00:15:21.720 --> 00:15:25.480]  當羅伯安是重複人民的要求
[00:15:25.480 --> 00:15:28.040]  告訴這班年輕人的時候
[00:15:28.040 --> 00:15:31.160]  他省略了苦工的字眼
[00:15:31.160 --> 00:15:35.640]  也就是說他根本不覺得他自己是有勞動人民
[00:15:35.640 --> 00:15:38.040]  是給人民有苦工
[00:15:38.040 --> 00:15:42.760]  他選擇用很藐視的話語來回答
[00:15:42.760 --> 00:15:48.280]  他說「我的小拇指頭比我父親的腰還粗」
[00:15:48.280 --> 00:15:53.240]  證明羅伯安和他的朋友其實都是不成熟的人
[00:15:53.240 --> 00:15:57.560]  他們希望用強硬的手段來對付人民
[00:15:57.560 --> 00:16:02.200]  他們甚至說「我父親用鞭子砸打你們
[00:16:02.200 --> 00:16:05.320]  我要用蠍子的鞭子砸打你們」
[00:16:05.320 --> 00:16:07.560]  什麼叫做蠍子的鞭子?
[00:16:07.560 --> 00:16:11.640]  就是在鞭子的上方綁上有金屬的碎片
[00:16:11.640 --> 00:16:14.360]  當這些鞭子打在人民的身上
[00:16:14.360 --> 00:16:17.640]  就會令人民皮開肉裂
[00:16:17.640 --> 00:16:19.400]  所以第一點
[00:16:19.400 --> 00:16:22.360]  羅伯安是一個非常傲慢的人
[00:16:22.360 --> 00:16:26.680]  第二點他作出了他傲慢的宣佈
[00:16:26.680 --> 00:16:28.840]  是一個錯誤的宣佈
[00:16:28.840 --> 00:16:33.320]  羅伯安的父親所羅門寫了《針研》
[00:16:33.320 --> 00:16:35.240]  在《針研》裡面怎麼說呢?
[00:16:35.240 --> 00:16:37.400]  《針研》的十五章第一節
[00:16:37.400 --> 00:16:43.800]  回答「由和氏怒氣消退,言語暴戾,觸動怒氣」
[00:16:43.800 --> 00:16:46.440]  羅伯安他是一個非常驕傲的人
[00:16:46.440 --> 00:16:48.200]  他絕對不謙卑
[00:16:48.200 --> 00:16:51.240]  他根本不懂得什麼叫做溫柔
[00:16:51.240 --> 00:16:53.160]  什麼叫做仁慈
[00:16:53.160 --> 00:16:56.360]  而在《針研》的十二章第十八節
[00:16:56.360 --> 00:16:59.880]  「說話浮躁的如刀刺入
[00:16:59.880 --> 00:17:04.040]  智慧人的舌頭卻為醫人的良藥」
[00:17:04.040 --> 00:17:07.240]  羅伯安對以色列人的回答
[00:17:07.240 --> 00:17:09.320]  非常的浮躁
[00:17:09.320 --> 00:17:13.560]  就好像一把利刀刺入他們的心裡面一樣
[00:17:13.560 --> 00:17:17.160]  顯然羅伯安是沒有花時間來閱讀
[00:17:17.160 --> 00:17:20.520]  他自己所抄寫神的律例典章
[00:17:20.520 --> 00:17:23.720]  每一個王根據《生命記》的十七章
[00:17:23.720 --> 00:17:25.480]  十八至二十節
[00:17:25.480 --> 00:17:29.000]  都要為自己抄寫神的律例典章
[00:17:29.000 --> 00:17:31.720]  並且是要時時來閱讀
[00:17:31.720 --> 00:17:35.160]  他根本沒有閱讀到神的律例典章
[00:17:35.160 --> 00:17:40.600]  是叫他不要將人民再一次放在綑綁之下
[00:17:40.600 --> 00:17:45.400]  這個就是出埃及記的第五章第九節
[00:17:45.400 --> 00:17:49.640]  看著列王紀上的第十二章第十五節
[00:17:49.640 --> 00:17:52.520]  「說王不肯依從百姓
[00:17:52.520 --> 00:17:56.120]  羅伯安不肯聽百姓的話」
[00:17:56.120 --> 00:17:57.720]  跟著經文說
[00:17:57.720 --> 00:18:00.760]  「這事乃出於耶和華
[00:18:00.760 --> 00:18:05.400]  為要應驗他直是羅人阿希雅
[00:18:05.400 --> 00:18:09.080]  對尼伯兒子耶羅伯安所說的話」
[00:18:09.080 --> 00:18:11.240]  這個就是我剛才所說
[00:18:11.240 --> 00:18:16.920]  神叫先知阿希雅走去告訴耶羅伯安
[00:18:16.920 --> 00:18:20.840]  神將會將十個支派賜給他
[00:18:20.840 --> 00:18:25.480]  這個就是因為羅伯安不依從百姓的話
[00:18:25.480 --> 00:18:29.880]  但是這一切都是出於耶和華的旨意
[00:18:29.880 --> 00:18:33.400]  於是人民就怎樣回答羅伯安呢?
[00:18:33.400 --> 00:18:37.320]  他們說我們與大衛有什麼分別呢?
[00:18:37.320 --> 00:18:40.840]  與耶西的兒子並沒有關係
[00:18:40.840 --> 00:18:44.840]  以色列人各回國家去罷
[00:18:44.840 --> 00:18:48.840]  其實這一番話熟口熟面
[00:18:48.840 --> 00:18:50.920]  記不記得在大衛的時候
[00:18:50.920 --> 00:18:52.920]  當亞沙隆背叛他
[00:18:52.920 --> 00:18:54.680]  亞沙隆死了之後
[00:18:54.680 --> 00:18:58.280]  有一個變亞敏支派的人叫做士巴
[00:18:58.280 --> 00:19:02.360]  他希望以色列人會離棄大衛
[00:19:02.360 --> 00:19:05.160]  當時他說的話是一模一樣
[00:19:05.160 --> 00:19:08.840]  而當時也只有猶大支派
[00:19:08.840 --> 00:19:11.880]  猶大人願意跟隨大衛
[00:19:11.880 --> 00:19:15.720]  在撒慕爾夏的第二十章一至二節
[00:19:15.720 --> 00:19:20.200]  現在同樣只有猶大城裏的人
[00:19:20.200 --> 00:19:23.880]  願意承認羅伯安成為他們的王
[00:19:23.880 --> 00:19:29.720]  其他的以色列人都回到自己的家裏去
[00:19:29.720 --> 00:19:33.560]  所羅門當他成為以色列人的王
[00:19:33.560 --> 00:19:36.840]  他作出第一個公開的決定的時候
[00:19:36.840 --> 00:19:38.600]  顯出他的智慧
[00:19:38.600 --> 00:19:40.840]  在列王紀上的第三章
[00:19:40.840 --> 00:19:43.720]  他是為兩個妓女來破案
[00:19:43.720 --> 00:19:46.680]  顯出他滿有從臣而來的智慧
[00:19:46.680 --> 00:19:50.440]  但是他的兒子羅伯安成為王之後
[00:19:50.440 --> 00:19:52.840]  作出第一個公開的決定
[00:19:52.840 --> 00:19:55.880]  居然顯出他的愚蠢
[00:19:55.880 --> 00:19:57.640]  幾個世紀以來
[00:19:57.640 --> 00:20:01.720]  猶太人仍然認為國家的分裂
[00:20:01.720 --> 00:20:04.360]  是他們歷史上最大的悲劇
[00:20:04.360 --> 00:20:08.600]  而也是用這件事來衡量其他的災難
[00:20:08.600 --> 00:20:13.560]  就好像以塞亞書的七章十七節所說
[00:20:13.560 --> 00:20:15.720]  我們說了兩點
[00:20:15.720 --> 00:20:18.360]  第一點就是王的傲慢
[00:20:18.360 --> 00:20:21.080]  第二點就是因為他的傲慢
[00:20:21.080 --> 00:20:23.800]  他作出了錯誤的宣佈
[00:20:23.800 --> 00:20:27.320]  而第三點就是要說王的怒氣
[00:20:27.320 --> 00:20:28.760]  王的憤怒
[00:20:28.760 --> 00:20:32.840]  當人民回到自己不變的支派
[00:20:32.840 --> 00:20:36.200]  羅伯安當時仍然在事件
[00:20:36.200 --> 00:20:40.360]  於是他就希望派一個他所信任的官長
[00:20:40.360 --> 00:20:44.280]  前往十個部落來調解這件事
[00:20:44.280 --> 00:20:47.800]  他希望十個支派能夠回心轉意
[00:20:47.800 --> 00:20:50.360]  但是他揀選錯了人
[00:20:50.360 --> 00:20:52.920]  他揀選了亞多蘭
[00:20:52.920 --> 00:20:55.480]  這是極之不明智的事
[00:20:55.480 --> 00:20:57.400]  亞多蘭是誰?
[00:20:57.400 --> 00:20:59.960]  就是苦宮的公頭
[00:20:59.960 --> 00:21:03.160]  當以色列人見到亞多蘭的時候
[00:21:03.160 --> 00:21:07.560]  就提醒他們所羅門加在他們身上的重壓
[00:21:07.560 --> 00:21:09.320]  所以他們非常憤怒
[00:21:09.320 --> 00:21:12.520]  他們用石頭扔死了亞多蘭
[00:21:12.520 --> 00:21:15.800]  而羅伯安也很驚怕很驚恐
[00:21:15.800 --> 00:21:19.640]  於是他逃回耶路撒冷
[00:21:19.640 --> 00:21:21.240]  經過這件事
[00:21:21.240 --> 00:21:26.040]  以色列人就擁納耶羅伯安成為他們的王
[00:21:26.040 --> 00:21:29.640]  羅伯安聽了錯誤的忠告
[00:21:29.640 --> 00:21:31.800]  就是那群年輕人的忠告
[00:21:31.800 --> 00:21:34.360]  作出了錯誤的宣佈
[00:21:34.360 --> 00:21:36.920]  現在他又揀選錯誤的人
[00:21:36.920 --> 00:21:39.640]  去北方十個支派來調解
[00:21:39.640 --> 00:21:43.560]  他一次又一次地讓我們見到他犯錯
[00:21:43.560 --> 00:21:47.000]  其實他真是一個非常愚蠢的人
[00:21:47.000 --> 00:21:49.880]  他回到耶路撒冷之後
[00:21:49.880 --> 00:21:53.880]  他就希望向北方十個支派來宣戰
[00:21:53.880 --> 00:21:57.640]  他召集了猶大和變雅敏支派
[00:21:57.640 --> 00:22:02.120]  一共有十八萬的戰士來攻擊以色列
[00:22:02.120 --> 00:22:06.360]  他希望奪回他失去的王國
[00:22:06.360 --> 00:22:10.040]  他希望十個支派能夠回心轉意
[00:22:10.040 --> 00:22:13.080]  回轉這個字或者奪回這個字
[00:22:13.080 --> 00:22:17.160]  就是「失」 我之前也跟大家說過
