
[00:00:00.000 --> 00:00:08.480]  很高興再一次來到唐宣喜主日崇拜的時候
[00:03:28.640 --> 00:03:32.960]  看看故事如何描繪這件事
[00:03:32.960 --> 00:03:36.480]  因為裡面的角色基本上
[00:03:36.480 --> 00:03:40.240]  最不濟的那個也挺強勢的
[00:03:40.240 --> 00:03:45.600]  除了那個小女子
[00:03:45.600 --> 00:03:50.880]  看看大男人他們的行為
[00:03:50.880 --> 00:03:52.320]  他們的態度
[00:03:52.320 --> 00:03:54.560]  他們做事的方式
[00:03:54.560 --> 00:03:57.840]  思維的方式是如何
[00:03:57.840 --> 00:04:00.800]  來看看上帝的話語裡面
[00:04:00.800 --> 00:04:04.240]  擺了這個故事對我們有什麼啟迪
[00:04:04.240 --> 00:04:07.040]  第一個出場的大男人是誰
[00:04:07.040 --> 00:04:11.280]  是誰
[00:04:11.280 --> 00:04:12.480]  阿蘭王
[00:04:12.480 --> 00:04:18.640]  阿蘭王其實是故事裡面提他
[00:04:18.640 --> 00:04:20.800]  但他其實沒有走出來
[00:04:20.800 --> 00:04:24.080]  因為焦點擺在阿蘭王的元帥奶饅那裡
[00:04:24.080 --> 00:04:27.280]  提就先提阿蘭王
[00:04:27.280 --> 00:04:29.520]  皇帝當然是大男人
[00:04:29.520 --> 00:04:34.000]  但我想大男人也未必一定是男人
[00:04:34.000 --> 00:04:36.400]  大男人也未必一定很大
[00:04:36.400 --> 00:04:40.080]  我覺得大男人往往就是一種心態
[00:04:40.080 --> 00:04:43.920]  是他想事情做事的方式
[00:04:43.920 --> 00:04:47.280]  令到別人覺得他是個大男人
[00:04:47.280 --> 00:04:49.520]  其實他未必是個大男人
[00:04:49.520 --> 00:04:55.040]  在地位身份權力財富各方面
[00:04:55.040 --> 00:05:00.400]  未必一定是一個很大很勁的男人
[00:05:00.400 --> 00:05:04.400]  但他的態度和行為取態
[00:05:04.400 --> 00:05:07.200]  往往讓人覺得他是大男人
[00:05:07.200 --> 00:05:09.760]  但阿蘭王作為皇帝
[00:05:09.760 --> 00:05:13.840]  無論任何角度看他都是大男人
[00:05:13.840 --> 00:05:16.960]  這個大男人做了一些事情
[00:05:16.960 --> 00:05:21.520]  大男人在這裡唯一所做的事情
[00:05:21.520 --> 00:05:27.120]  就是聽奶饅說要請假到以色列
[00:05:27.120 --> 00:05:29.040]  他批准了
[00:05:29.040 --> 00:05:32.400]  然後叫奶饅帶一封信到以色列給皇帝
[00:05:32.400 --> 00:05:33.680]  他的角色就是這麼多
[00:05:33.680 --> 00:05:35.440]  後面還會提醒他
[00:05:35.440 --> 00:05:38.640]  這個阿蘭王在以色列人眼中當然是霸王
[00:05:38.640 --> 00:05:40.400]  到了最後的故事
[00:05:40.400 --> 00:05:43.920]  奶饅是求以利沙向上帝
[00:05:43.920 --> 00:05:48.720]  祈求饒恕他人在江湖
[00:05:48.720 --> 00:05:51.280]  將來回去服侍皇帝
[00:05:51.280 --> 00:05:56.400]  即使他承認天地主別無他神
[00:05:56.400 --> 00:06:01.440]  他都可能會做一些他覺得不應該做的
[00:06:01.440 --> 00:06:03.600]  但他都被迫要做的事情
[00:06:03.600 --> 00:06:06.160]  那裡還會提醒阿蘭王
[00:06:06.160 --> 00:06:10.640]  但阿蘭王的角色最重要就是寫那封信
[00:06:10.640 --> 00:06:14.080]  第二個大男人當然是奶饅自己
[00:06:14.080 --> 00:06:16.720]  在經文第一節告訴你
[00:06:16.720 --> 00:06:21.120]  他在主人阿蘭王面前為尊為大
[00:06:21.120 --> 00:06:25.440]  因為曾經使他將軍
[00:06:25.440 --> 00:06:28.640]  阿蘭人德性是大男人的勇士
[00:06:28.640 --> 00:06:32.240]  不過生了大麻瘋
[00:06:32.240 --> 00:06:37.600]  一般都認為在舊約裡面大麻瘋這個名詞
[00:06:37.600 --> 00:06:38.960]  是一個統稱
[00:06:38.960 --> 00:06:40.880]  即是繪陽性的皮膚病
[00:06:40.880 --> 00:06:43.200]  或者脫皮性的皮膚病
[00:06:43.200 --> 00:06:45.120]  可能真是大麻瘋
[00:06:45.120 --> 00:06:46.960]  但又未必一定是大麻瘋
[00:06:47.040 --> 00:06:51.440]  在這個位置我們都不是最清楚這隻是不是大麻瘋
[00:06:51.440 --> 00:06:54.800]  不過後來看以利沙的僕人基哈西
[00:06:54.800 --> 00:06:58.640]  基哈西是主人的師父
[00:06:58.640 --> 00:07:00.800]  不要奶饅的禮金
[00:07:00.800 --> 00:07:03.680]  他就走上去反應要了
[00:07:03.680 --> 00:07:06.160]  結果上帝懲罰他
[00:07:06.160 --> 00:07:10.960]  奶饅的大麻瘋就移了到他和他的子孫身上
[00:07:10.960 --> 00:07:16.240]  他說全身都長了大麻瘋
[00:07:16.240 --> 00:07:17.520]  好像雪一樣
[00:07:17.520 --> 00:07:19.520]  似乎是脫皮性的
[00:07:19.520 --> 00:07:21.040]  未必一定是繪陽性
[00:07:21.040 --> 00:07:24.240]  是脫皮性的一種嚴重的皮膚病
[00:07:24.240 --> 00:07:25.280]  但無論如何
[00:07:25.280 --> 00:07:28.800]  這個是大男人來的
[00:07:28.800 --> 00:07:32.000]  東征西伐打得
[00:07:32.000 --> 00:07:40.400]  對他來說唯一的缺陷就是他那隻大麻瘋
[00:07:40.400 --> 00:07:42.640]  就是他嚴重的病
[00:07:42.640 --> 00:07:45.840]  如果他真是大麻瘋
[00:07:45.840 --> 00:07:48.240]  照計就沒辦法和他家人
[00:07:48.240 --> 00:07:50.080]  也沒辦法來到皇面前
[00:07:50.080 --> 00:07:52.480]  皇還要扶著他的手
[00:07:52.480 --> 00:07:56.480]  慣常地參附皇帝
[00:07:56.480 --> 00:07:58.880]  進入臨門廟拜偶像
[00:07:58.880 --> 00:08:01.200]  照計就不會這樣了
[00:08:01.200 --> 00:08:02.240]  但無論如何
[00:08:02.240 --> 00:08:09.840]  奶饅的大麻瘋令到他很煩惱
[00:08:09.840 --> 00:08:11.840]  需要解決這個問題
[00:08:11.840 --> 00:08:13.680]  當然我們可以想像到
[00:08:13.680 --> 00:08:15.120]  故事沒有說
[00:08:15.120 --> 00:08:17.120]  我們可以想像到
[00:08:17.120 --> 00:08:20.960]  他求醫在阿蘭地區
[00:08:20.960 --> 00:08:26.240]  即是我們現在的敘利亞黎巴嫩
[00:08:26.240 --> 00:08:29.280]  所有能夠找得到的辦法
[00:08:29.280 --> 00:08:31.760]  找得到的神醫也好
[00:08:31.760 --> 00:08:32.640]  什麼醫也好
[00:08:32.640 --> 00:08:33.280]  蓉醫也好
[00:08:33.280 --> 00:08:34.640]  總之都找過了
[00:08:34.640 --> 00:08:36.320]  總之就是搞不定
[00:08:36.320 --> 00:08:38.320]  所以這個大男人
[00:08:38.320 --> 00:08:39.760]  在這些位置上
[00:08:39.760 --> 00:08:41.200]  碰到病的時候
[00:08:41.200 --> 00:08:42.880]  其實都是很無助的
[00:08:42.880 --> 00:08:45.600]  不過在這故事裡面
[00:08:45.600 --> 00:08:50.000]  我們就看大男人所用的語言
[00:08:50.000 --> 00:08:53.520]  大男人說話是以什麼方式
[00:08:53.520 --> 00:08:56.640]  有什麼慣常的溝通方式
[00:08:56.640 --> 00:08:59.760]  我覺得大男人慣常有兩種溝通方式
[00:08:59.760 --> 00:09:01.040]  以前是這樣
[00:09:01.040 --> 00:09:02.640]  今天也是這樣
[00:09:02.640 --> 00:09:04.160]  第一種溝通方式
[00:09:04.160 --> 00:09:07.200]  就是權力語言
[00:09:07.200 --> 00:09:09.360]  因為大男人懂得用權
[00:09:09.360 --> 00:09:10.640]  他覺得他自己有權
[00:09:10.640 --> 00:09:12.400]  也可能實在是有權的
[00:09:12.400 --> 00:09:15.360]  其實權是我們每個人都有的
[00:09:15.360 --> 00:09:17.840]  無論我們在家裡
[00:09:17.840 --> 00:09:20.240]  在我們工作的地方
[00:09:20.240 --> 00:09:22.800]  在教會裡面都會有的
[00:09:22.800 --> 00:09:24.640]  在社會上
[00:09:24.640 --> 00:09:29.360]  因為有地位上要做決定的差別
[00:09:29.360 --> 00:09:32.000]  總之就有權力上的因素
[00:09:32.000 --> 00:09:35.520]  所以當我說大男人用的權力語言
[00:09:35.520 --> 00:09:37.760]  就不是帶著貶義的
[00:09:37.760 --> 00:09:42.240]  因為你和我都沒辦法脫離權力語言
[00:09:42.240 --> 00:09:44.320]  事實上我們很多時候工作
[00:09:44.320 --> 00:09:46.480]  因為我們自己身份
[00:09:46.480 --> 00:09:49.680]  因為我們自己賦予
[00:09:49.680 --> 00:09:51.120]  好像我們特首說的
[00:09:51.120 --> 00:09:53.840]  憲制賦予的權力
[00:09:53.840 --> 00:09:55.200]  你要做好你的事情
[00:09:55.200 --> 00:09:57.360]  就是要運用你的權力
[00:09:57.360 --> 00:09:58.880]  而運用權力的過程當中
[00:09:58.880 --> 00:10:00.560]  你就是要用權力語言的
[00:10:00.560 --> 00:10:02.320]  所以不是貶義的
[00:10:02.320 --> 00:10:04.160]  是忠誠的
[00:10:04.160 --> 00:10:06.400]  他們很會用權力語言
[00:10:06.400 --> 00:10:08.640]  阿蘭王寫一封信
[00:10:08.640 --> 00:10:11.040]  那封信就是權力語言
[00:10:11.040 --> 00:10:12.800]  而還有一個大男人的角色
[00:10:12.800 --> 00:10:16.000]  剛才沒提到的第三個大男人的角色是誰
[00:10:16.000 --> 00:10:18.640]  就是以色列王
[00:10:18.640 --> 00:10:20.240]  另外一個皇帝
[00:10:20.240 --> 00:10:22.480]  但這個以色列王就低B很多
[00:10:22.480 --> 00:10:24.480]  同樣人做皇帝他做皇帝
[00:10:24.480 --> 00:10:28.080]  他就打輸那個被人打贏的皇帝
[00:10:28.080 --> 00:10:30.560]  所以他就很忌諱
[00:10:30.560 --> 00:10:34.960]  他輸給對方的那位阿蘭王
[00:10:34.960 --> 00:10:36.480]  突然間來封信
[00:10:36.480 --> 00:10:40.640]  那封信裡面寫的
[00:10:40.640 --> 00:10:45.200]  說話就是在第六節
[00:10:45.200 --> 00:10:48.320]  你接到這封信就要醫治好
[00:10:48.320 --> 00:10:52.640]  乃萬我的神僕大麻蜂
[00:10:52.640 --> 00:10:54.000]  就是這麼多
[00:10:54.000 --> 00:10:56.560]  阿蘭王當然知道
[00:10:56.560 --> 00:11:00.400]  那封信對以色列王的作用在哪裡
[00:11:00.400 --> 00:11:04.720]  因為他是敗軍之將手下的敗將
[00:11:04.720 --> 00:11:06.960]  寫了這封信一壓下來
[00:11:06.960 --> 00:11:09.360]  以色列王就一定發了鐵騰
[00:11:09.360 --> 00:11:12.160]  以色列王也明白這種權力語言
[00:11:12.160 --> 00:11:13.600]  因為他自己是皇帝
[00:11:13.600 --> 00:11:18.240]  他在自己的地方也是兒子
[00:11:18.240 --> 00:11:21.440]  所以他完全明白權力語言
[00:11:21.440 --> 00:11:22.640]  一封信下來
[00:11:22.640 --> 00:11:24.640]  他就說你以為我是神嗎
[00:11:24.640 --> 00:11:25.920]  叫人生叫人死
[00:11:25.920 --> 00:11:26.880]  他寫了這封信來
[00:11:26.880 --> 00:11:30.560]  明顯就是撩交捱
[00:11:30.560 --> 00:11:32.240]  其實是找架打
[00:11:32.240 --> 00:11:33.760]  尋規攻擊我
[00:11:33.760 --> 00:11:35.600]  他就怕別人找交捱
[00:11:35.600 --> 00:11:37.040]  明顯是醫不了
[00:11:37.040 --> 00:11:39.040]  沒辦法醫乃萬
[00:11:39.040 --> 00:11:41.040]  就算有名醫也醫不了
[00:11:41.040 --> 00:11:42.720]  他知道這些事
[00:11:42.720 --> 00:11:46.000]  所以一方面
[00:11:46.000 --> 00:11:49.440]  阿蘭王使用權力語言
[00:11:49.440 --> 00:11:53.840]  以色列王接受了那封信之後
[00:11:53.840 --> 00:11:56.000]  他也明白裡面的說話
[00:11:56.000 --> 00:11:57.680]  還有一個大男人
[00:11:57.680 --> 00:11:58.720]  其實故事裡面
[00:11:58.720 --> 00:12:00.560]  第四個大男人
[00:12:00.560 --> 00:12:01.440]  是誰
[00:12:01.440 --> 00:12:03.440]  是以利沙
[00:12:03.440 --> 00:12:05.440]  以利沙也是大男人
[00:12:05.440 --> 00:12:07.440]  如果從權力語言的角度來看
[00:12:07.440 --> 00:12:09.440]  以利沙也懂得農權
[00:12:09.440 --> 00:12:12.640]  乃萬叮叮咚咚
[00:12:12.640 --> 00:12:16.320]  帶著隨從走到他家裡
[00:12:16.320 --> 00:12:18.320]  以利沙所居之地
[00:12:18.320 --> 00:12:23.520]  以利沙當然知道對方是誰
[00:12:23.520 --> 00:12:25.520]  因為他已經見過以色列王
[00:12:25.520 --> 00:12:27.520]  他叫以色列王
[00:12:27.520 --> 00:12:29.520]  你找乃萬過來吧
[00:12:29.520 --> 00:12:30.880]  所以他知道乃萬是誰
[00:12:30.880 --> 00:12:33.840]  是阿蘭人的將軍
[00:12:33.840 --> 00:12:37.280]  以色列人打敗過他們
[00:12:37.280 --> 00:12:38.560]  是敵人
[00:12:38.560 --> 00:12:39.760]  而且帶著隨從
[00:12:39.760 --> 00:12:41.760]  隨從也不算是好東西
[00:12:41.760 --> 00:12:47.520]  不是能夠惹他們發怒的東西
[00:12:47.520 --> 00:12:49.520]  應該是不好的東西
[00:12:49.520 --> 00:12:51.520]  但是他怎麼做
[00:12:51.520 --> 00:12:53.520]  去到他家門口
[00:12:53.520 --> 00:12:55.520]  家門口就是外面的門
[00:12:55.520 --> 00:12:58.400]  以利沙家裡也是富戶
[00:12:58.400 --> 00:13:01.680]  大家記得在聶王記上19章
[00:13:01.680 --> 00:13:09.920]  上帝叫以利亞找沙發的兒子以利沙做徒弟
[00:13:09.920 --> 00:13:13.280]  以利亞就去找以利沙
[00:13:13.280 --> 00:13:16.480]  那時候以利沙在耕田
[00:13:16.480 --> 00:13:20.800]  以利沙家裡有12對牛
[00:13:20.800 --> 00:13:26.400]  他自己就驅著最後一對牛在耕田
[00:13:26.400 --> 00:13:30.000]  你看看那時候的人有12對牛
[00:13:30.000 --> 00:13:32.000]  田地多大多富戶
[00:13:32.000 --> 00:13:36.800]  所以以利沙住的地方應該不會太小
[00:13:36.800 --> 00:13:40.800]  不過大極也沒有禮堂這麼大
[00:13:40.800 --> 00:13:42.800]  你走到門口
[00:13:42.800 --> 00:13:44.800]  對方來到你親自去迎接
[00:13:44.800 --> 00:13:48.400]  按照按理來說應該
[00:13:48.400 --> 00:13:50.400]  而且人家比你大比你兇
[00:13:50.400 --> 00:13:52.400]  誰知道他找他自己
[00:13:52.400 --> 00:13:54.400]  經文說
[00:13:54.400 --> 00:13:58.400]  找他的使者去見他
[00:13:58.400 --> 00:14:00.400]  講故事
[00:14:00.400 --> 00:14:04.400]  以利沙記載寫過也有意思
[00:14:04.400 --> 00:14:09.680]  他就不寫以利沙找他的僕人去見賴孟
[00:14:09.680 --> 00:14:12.880]  第十節說以利沙打發一個使者
[00:14:12.880 --> 00:14:14.880]  什麼人才有使者
[00:14:14.880 --> 00:14:16.880]  大官才有使者
[00:14:16.880 --> 00:14:18.880]  皇帝才有使者
[00:14:18.880 --> 00:14:22.880]  一個先知有自己的使者
[00:14:22.880 --> 00:14:24.880]  在自己門口不出來見他
[00:14:24.880 --> 00:14:26.880]  也要找個使者去見他
[00:14:26.880 --> 00:14:28.880]  這也是權力語言
[00:14:28.880 --> 00:14:30.880]  你來找我
[00:14:30.880 --> 00:14:32.880]  你來求我
[00:14:32.880 --> 00:14:34.880]  我比你大
[00:14:34.880 --> 00:14:36.880]  所以我就不需要親身
[00:14:36.880 --> 00:14:38.880]  即使你本來威風過我
[00:14:38.880 --> 00:14:40.880]  我也不需要親身見你
[00:14:40.880 --> 00:14:42.880]  我就找個手下來見你
[00:14:42.880 --> 00:14:44.880]  傳話給你
[00:14:44.880 --> 00:14:48.800]  然後叫你去做這樣那樣的事
[00:14:48.800 --> 00:14:50.800]  你根本見不到我
[00:14:50.800 --> 00:14:52.800]  我們也知道
[00:14:52.800 --> 00:14:54.800]  如果是跨國企業或大公司
[00:14:54.800 --> 00:14:56.800]  員工很多
[00:14:56.800 --> 00:14:58.800]  你要見頂頭老闆也很難
[00:14:58.800 --> 00:15:00.800]  一層層的
[00:15:00.800 --> 00:15:04.800]  越是規模越大
[00:15:04.800 --> 00:15:06.800]  勢力越龐大的
[00:15:06.800 --> 00:15:08.800]  無論是政府或機構
[00:15:08.800 --> 00:15:10.800]  你要見老頂
[00:15:10.800 --> 00:15:12.800]  也越來越難
[00:15:12.800 --> 00:15:14.800]  所以見到是很簡單
[00:15:14.800 --> 00:15:16.800]  隨時可以見到院長
[00:15:16.800 --> 00:15:18.800]  每天吃飯都見到院長
[00:15:18.800 --> 00:15:20.800]  應該這樣說
[00:15:20.800 --> 00:15:22.800]  其實規模不大
[00:15:22.800 --> 00:15:24.800]  院長也沒有架子
[00:15:24.800 --> 00:15:26.800]  所以隨時
[00:15:26.800 --> 00:15:28.800]  見到他
[00:15:28.800 --> 00:15:30.800]  院長就不會說找他的秘書
[00:15:30.800 --> 00:15:32.800]  我太忙了
[00:15:32.800 --> 00:15:34.800]  你不用見我
[00:15:34.800 --> 00:15:36.800]  你聽我秘書說就好
[00:15:36.800 --> 00:15:38.800]  所以以利沙也會用權力語言
[00:15:38.800 --> 00:15:40.800]  他這樣一來
[00:15:40.800 --> 00:15:42.800]  這樣一做
[00:15:42.800 --> 00:15:44.800]  讓乃萬知道
[00:15:44.800 --> 00:15:46.800]  你打贏以色列人
[00:15:46.800 --> 00:15:48.800]  你是敵方的長勝將軍
[00:15:48.800 --> 00:15:50.800]  我就一定要賣你的帳
[00:15:50.800 --> 00:15:52.800]  倒過來
[00:15:52.800 --> 00:15:54.800]  你來求我
[00:15:54.800 --> 00:15:56.800]  所以我也要給你顏色
[00:15:56.800 --> 00:15:58.800]  所以以利沙也知道
[00:15:58.800 --> 00:16:00.800]  連乃萬也接受
[00:16:00.800 --> 00:16:02.800]  乃萬沒有發脾氣
[00:16:02.800 --> 00:16:04.800]  乃萬有沒有發脾氣
[00:16:04.800 --> 00:16:06.800]  豈有此理
[00:16:06.800 --> 00:16:08.800]  自己不親自出來迎
[00:16:08.800 --> 00:16:10.800]  找個二打六
[00:16:10.800 --> 00:16:12.800]  來見我
[00:16:12.800 --> 00:16:14.800]  沒有
[00:16:14.800 --> 00:16:16.800]  直等到
[00:16:16.800 --> 00:16:18.800]  另一件事發生
[00:16:18.800 --> 00:16:20.800]  他就發脾氣
[00:16:20.800 --> 00:16:22.800]  這就牽涉到
[00:16:22.800 --> 00:16:24.800]  大男人的第二種語言
[00:16:24.800 --> 00:16:26.800]  第一種語言是權力語言
[00:16:26.800 --> 00:16:28.800]  是必須
[00:16:28.800 --> 00:16:30.800]  我們說是我們的人
[00:16:30.800 --> 00:16:32.800]  聚居在一起
[00:16:32.800 --> 00:16:34.800]  必然要有一種命令
[00:16:34.800 --> 00:16:36.800]  一種次序一種秩序
[00:16:36.800 --> 00:16:38.800]  在秩序的安排當中
[00:16:38.800 --> 00:16:40.800]  自然有權力的差距
[00:16:40.800 --> 00:16:42.800]  是很自然的
[00:16:42.800 --> 00:16:44.800]  第二種語言
[00:16:44.800 --> 00:16:46.800]  就是金錢的語言
[00:16:46.800 --> 00:16:48.800]  大男人也會用金錢
[00:16:48.800 --> 00:16:50.800]  金錢和權力
[00:16:50.800 --> 00:16:52.800]  是可以混為一談
[00:16:52.800 --> 00:16:54.800]  又不是一樣
[00:16:54.800 --> 00:16:56.800]  但是有錢
[00:16:56.800 --> 00:16:58.800]  就可以慢慢儲到權
[00:16:58.800 --> 00:17:00.800]  有權也可以賺到錢
[00:17:00.800 --> 00:17:02.800]  兩個是有緊密的關係
[00:17:02.800 --> 00:17:04.800]  在這裡乃萬要別人治好他的病
[00:17:04.800 --> 00:17:06.800]  他自己就要去做
[00:17:06.800 --> 00:17:08.800]  他自己就要去做
[00:17:08.800 --> 00:17:10.800]  如果別人治好他的病
[00:17:10.800 --> 00:17:12.800]  他自己也會聰明
[00:17:12.800 --> 00:17:14.800]  就算你威風你聰明你能打
[00:17:14.800 --> 00:17:16.800]  別人不理你
[00:17:16.800 --> 00:17:18.800]  你也會有問題
[00:17:18.800 --> 00:17:20.800]  所以他帶了很多禮物
[00:17:20.800 --> 00:17:22.800]  銀十他年得
[00:17:22.800 --> 00:17:24.800]  金六千四克
[00:17:24.800 --> 00:17:26.800]  一他年得就七十五鎊左右
[00:17:26.800 --> 00:17:28.800]  所以你說七百多鎊的銀
[00:17:28.800 --> 00:17:30.800]  我想
[00:17:30.800 --> 00:17:32.800]  香港彌敦道一間銀行
[00:17:32.800 --> 00:17:34.800]  放在店裡也沒有七百多鎊的銀
[00:17:34.800 --> 00:17:36.800]  應該
[00:17:36.800 --> 00:17:38.800]  銀都融了也沒有七百多鎊
[00:17:38.800 --> 00:17:40.800]  金就八多鎊
[00:17:40.800 --> 00:17:42.800]  六千四克大概
[00:17:42.800 --> 00:17:44.800]  八五鎊左右
[00:17:44.800 --> 00:17:46.800]  也很厲害
[00:17:46.800 --> 00:17:48.800]  應該兩三條金條
[00:17:48.800 --> 00:17:50.800]  差不多
[00:17:50.800 --> 00:17:52.800]  金很重
[00:17:52.800 --> 00:17:54.800]  所以不簡單還有十套的衣裳
[00:17:54.800 --> 00:17:56.800]  我們又沒有
[00:17:56.800 --> 00:17:58.800]  金銀這麼多
[00:17:58.800 --> 00:18:00.800]  十套衣服很大對比
[00:18:00.800 --> 00:18:02.800]  這個用來做什麼呢
[00:18:02.800 --> 00:18:04.800]  不是我們現在買衣服
[00:18:04.800 --> 00:18:06.800]  我又不是說隨便買衣服
[00:18:06.800 --> 00:18:08.800]  買衣服也可以很講究
[00:18:08.800 --> 00:18:10.800]  就是太普通
[00:18:10.800 --> 00:18:12.800]  我們小時候
[00:18:12.800 --> 00:18:14.800]  就算新年到才穿新衣服
[00:18:14.800 --> 00:18:16.800]  也不代表過去那一年
[00:18:16.800 --> 00:18:18.800]  天天都穿那件舊衣服
[00:18:18.800 --> 00:18:20.800]  也有不同的衣服換
[00:18:20.800 --> 00:18:22.800]  只不過到新年
[00:18:22.800 --> 00:18:24.800]  小朋友往往又會有新衣服
[00:18:24.800 --> 00:18:26.800]  新鞋穿
[00:18:26.800 --> 00:18:28.800]  但以前就不是了
[00:18:28.800 --> 00:18:30.800]  無論是紡織
[00:18:30.800 --> 00:18:32.800]  不發達
[00:18:32.800 --> 00:18:34.800]  沒有機器
[00:18:34.800 --> 00:18:36.800]  人手和材料都很困難
[00:18:36.800 --> 00:18:38.800]  所以以前
[00:18:38.800 --> 00:18:40.800]  衣食父母
[00:18:40.800 --> 00:18:42.800]  春秋戰國時代養了很多食客
[00:18:42.800 --> 00:18:44.800]  公子萬常軍平原軍
[00:18:44.800 --> 00:18:46.800]  他們一群人
[00:18:46.800 --> 00:18:48.800]  服侍
[00:18:48.800 --> 00:18:50.800]  君子
[00:18:50.800 --> 00:18:52.800]  君子就做他們的
[00:18:52.800 --> 00:18:54.800]  衣食父母
[00:18:54.800 --> 00:18:56.800]  所以衣和食是很重要
[00:18:56.800 --> 00:18:58.800]  一年只能給一套衣服
[00:18:58.800 --> 00:19:00.800]  一套衣服
[00:19:00.800 --> 00:19:02.800]  羅馬世界也是這樣
[00:19:02.800 --> 00:19:04.800]  他們留下來的文獻
[00:19:04.800 --> 00:19:06.800]  也有這樣說
[00:19:06.800 --> 00:19:08.800]  如果是做食客的話
[00:19:08.800 --> 00:19:10.800]  每年會給一套衣服
[00:19:10.800 --> 00:19:12.800]  這裡有十套
[00:19:12.800 --> 00:19:14.800]  十套衣服是很嚴重的
[00:19:14.800 --> 00:19:16.800]  和金和銀合得來
[00:19:16.800 --> 00:19:18.800]  我們應該這樣想
[00:19:18.800 --> 00:19:20.800]  那麼多的禮物
