
[00:00:00.000 --> 00:00:03.000]  我相信讀著的華語的重要性
[00:05:30.000 --> 00:05:33.000]  淋在耶穌的頭上
[00:05:33.000 --> 00:05:35.000]  一路淋到祂的腳
[00:05:35.000 --> 00:05:37.000]  按照三個福音對照的時候
[00:05:37.000 --> 00:05:38.000]  我們就看到這個情況
[00:05:38.000 --> 00:05:40.000]  由頭一路淋到腳
[00:05:40.000 --> 00:05:43.000]  然後瑪利亞還用她的頭髮
[00:05:43.000 --> 00:05:44.000]  擦耶穌的腳
[00:05:44.000 --> 00:05:46.000]  滿室都昏慌
[00:05:46.000 --> 00:05:48.000]  這是一件很奇怪
[00:05:48.000 --> 00:05:50.000]  很不尋常的事
[00:05:50.000 --> 00:05:53.000]  因為在宴會裡沒有人會做這樣的事
[00:05:53.000 --> 00:05:56.000]  尤其是當時女人的地位很低
[00:05:56.000 --> 00:05:58.000]  只是在後面做服事
[00:05:58.000 --> 00:05:59.000]  躲在後面
[00:05:59.000 --> 00:06:02.000]  竟然走到前面做一個眾目睽睽
[00:06:02.000 --> 00:06:04.000]  做一件這樣的事
[00:06:04.000 --> 00:06:07.000]  果然門徒反應不是很高興
[00:06:07.000 --> 00:06:09.000]  第一這個女人搞搞震
[00:06:09.000 --> 00:06:11.000]  打破打破
[00:06:11.000 --> 00:06:12.000]  這個時候不適合
[00:06:12.000 --> 00:06:14.000]  不應該搞這樣的事
[00:06:14.000 --> 00:06:17.000]  第二門徒覺得這個女人很浪費錢
[00:06:17.000 --> 00:06:20.000]  尤其是尤大作為代表
[00:06:20.000 --> 00:06:22.000]  說為什麼你這麼浪費錢
[00:06:22.000 --> 00:06:25.000]  這個香膏可以救治很多窮人
[00:06:25.000 --> 00:06:27.000]  這個香膏是不是很貴呢
[00:06:27.000 --> 00:06:28.000]  是很貴
[00:06:28.000 --> 00:06:29.000]  為什麼這麼貴呢
[00:06:29.000 --> 00:06:31.000]  因為這個真拿達香膏
[00:06:31.000 --> 00:06:32.000]  或者叫拿達香膏
[00:06:32.000 --> 00:06:34.000]  按照我們今天所知道的研究
[00:06:34.000 --> 00:06:37.000]  肯定不是在巴勒斯坦可以找得到
[00:06:37.000 --> 00:06:38.000]  要去到哪裡呢
[00:06:38.000 --> 00:06:41.000]  去到差不多印度邊境的區域
[00:06:41.000 --> 00:06:43.000]  才有那種香料
[00:06:43.000 --> 00:06:46.000]  回來還要很多才能夠提煉一點一滴
[00:06:46.000 --> 00:06:49.000]  這裡聖經說有半公斤
[00:06:49.000 --> 00:06:51.000]  就是一磅多重
[00:06:51.000 --> 00:06:52.000]  很大
[00:06:52.000 --> 00:06:54.000]  很貴
[00:06:54.000 --> 00:06:55.000]  貴到怎樣呢
[00:06:55.000 --> 00:07:01.000]  尤大果然是消費者委員會資深成員
[00:07:01.000 --> 00:07:02.000]  一看尺寸
[00:07:02.000 --> 00:07:05.000]  一看品牌就知道值多少錢
[00:07:05.000 --> 00:07:08.000]  他說值300銀錢
[00:07:08.000 --> 00:07:10.000]  300銀幣多少錢呢
[00:07:10.000 --> 00:07:15.000]  300銀幣就是300銀幣等於當時一個人的
[00:07:15.000 --> 00:07:17.000]  中產
[00:07:17.000 --> 00:07:21.000]  當時一個人的一年的薪金
[00:07:21.000 --> 00:07:23.000]  一年的收入
[00:07:23.000 --> 00:07:25.000]  一年的薪金
[00:07:25.000 --> 00:07:28.000]  幾分鐘打爛了它
[00:07:28.000 --> 00:07:30.000]  那就完蛋了
[00:07:30.000 --> 00:07:32.000]  是不是浪費錢呢
[00:07:32.000 --> 00:07:34.000]  所以聖經那裡說
[00:07:34.000 --> 00:07:38.000]  那些門徒就向這個女人發脾氣
[00:07:38.000 --> 00:07:39.000]  生氣
[00:07:39.000 --> 00:07:41.000]  在《馬太馬可》那裡說的
[00:07:41.000 --> 00:07:43.000]  還有不高興
[00:07:43.000 --> 00:07:46.000]  恨不起悅她
[00:07:46.000 --> 00:07:47.000]  好了
[00:07:47.000 --> 00:07:48.000]  這個就是門徒的反應
[00:07:48.000 --> 00:07:50.000]  這個反應是很正常的
[00:07:50.000 --> 00:07:52.000]  但是呢
[00:07:52.000 --> 00:07:54.000]  更加令我們震驚的
[00:07:54.000 --> 00:07:56.000]  耶穌不是這樣看
[00:07:56.000 --> 00:07:58.000]  聖經說耶穌
[00:07:58.000 --> 00:08:01.000]  如果只是看《約翰福音》可能沒那麼清楚
[00:08:01.000 --> 00:08:04.000]  讓方向是耶穌說你由他吧
[00:08:04.000 --> 00:08:05.000]  好像很消極那樣
[00:08:05.000 --> 00:08:06.000]  很無奈的
[00:08:06.000 --> 00:08:08.000]  你做了就算了
[00:08:08.000 --> 00:08:09.000]  不是
[00:08:09.000 --> 00:08:12.000]  《馬太馬可》那裡說得很清楚
[00:08:12.000 --> 00:08:16.000]  耶穌說這個女人為我做的是一件美事
[00:08:16.000 --> 00:08:18.000]  這個很不同
[00:08:18.000 --> 00:08:20.000]  他說不單止由她做
[00:08:20.000 --> 00:08:24.000]  並且她做在我身上的是一件美事
[00:08:24.000 --> 00:08:29.000]  因為這個女人所做的已經盡她所能為我而做
[00:08:29.000 --> 00:08:32.000]  還有一個很重要的話
[00:08:32.000 --> 00:08:34.000]  除了剛才我們所說的
[00:08:34.000 --> 00:08:39.000]  以後你們的福音去到世界任何一個地方
[00:08:39.000 --> 00:08:41.000]  歷代歷世傳講的時候
[00:08:41.000 --> 00:08:45.000]  都要說這個女人所做的事來紀念她
[00:08:45.000 --> 00:08:46.000]  還有一句
[00:08:46.000 --> 00:08:49.000]  是三個福音都同樣記載
[00:08:49.000 --> 00:08:51.000]  我相信當時的人一定很記得
[00:08:51.000 --> 00:08:54.000]  《馬太馬可》和《約翰》都有記載的
[00:08:54.000 --> 00:08:55.000]  就是說
[00:08:55.000 --> 00:08:58.000]  尚有窮人與你們同在
[00:08:58.000 --> 00:09:03.000]  只是你們不常有我
[00:09:03.000 --> 00:09:06.000]  門徒說為什麼不拿來奏祭窮人呢?
[00:09:06.000 --> 00:09:07.000]  耶穌說
[00:09:07.000 --> 00:09:10.000]  尚有窮人與你們同在
[00:09:10.000 --> 00:09:13.000]  只是你們不常有我
[00:09:13.000 --> 00:09:15.000]  今天我想用這一句話
[00:09:15.000 --> 00:09:17.000]  和大家展開我們的分享
[00:09:17.000 --> 00:09:21.000]  只是你們不常有我
[00:09:21.000 --> 00:09:24.000]  如果是我今天講道的題目
[00:09:24.000 --> 00:09:26.000]  這個題目是我自己作出來的
[00:09:26.000 --> 00:09:29.000]  也都是用了這一節的聖經
[00:09:29.000 --> 00:09:32.000]  我就要講到你們今晚做夢都記得
[00:09:32.000 --> 00:09:35.000]  只是你們不常有我
[00:09:35.000 --> 00:09:37.000]  耶穌為什麼說這個話?
[00:09:37.000 --> 00:09:39.000]  我們試一下追蹤主耶穌的心境
[00:09:39.000 --> 00:09:41.000]  神自己的標準
[00:09:41.000 --> 00:09:43.000]  又追蹤一下這些門徒在想什麼
[00:09:43.000 --> 00:09:46.000]  又追蹤一下瑪利亞在想什麼
[00:09:46.000 --> 00:09:47.000]  然後就明白
[00:09:47.000 --> 00:09:50.000]  耶穌說只是你們不常有我
[00:09:50.000 --> 00:09:52.000]  我將它分為兩個部分
[00:09:52.000 --> 00:09:53.000]  第一
[00:09:53.000 --> 00:09:56.000]  主耶穌說只是你們不常
[00:09:56.000 --> 00:10:00.000]  這個女人做的是一件很不尋常的事
[00:10:00.000 --> 00:10:03.000]  但是你們剛剛的問題就是在於
[00:10:03.000 --> 00:10:05.000]  你們太尋常了
[00:10:05.000 --> 00:10:06.000]  第二
[00:10:06.000 --> 00:10:08.000]  主耶穌說
[00:10:08.000 --> 00:10:10.000]  你有很多的東西
[00:10:10.000 --> 00:10:11.000]  包括窮人
[00:10:11.000 --> 00:10:13.000]  奏祭的機會
[00:10:13.000 --> 00:10:16.000]  但是你不常有我
[00:10:16.000 --> 00:10:18.000]  你們沒有我
[00:10:18.000 --> 00:10:19.000]  好
[00:10:19.000 --> 00:10:20.000]  我想和大家試一下
[00:10:20.000 --> 00:10:23.000]  再深入一點看看這兩件事
[00:10:23.000 --> 00:10:26.000]  不尋常和有耶穌
[00:10:26.000 --> 00:10:29.000]  在這句話裡面是什麼意思
[00:10:29.000 --> 00:10:31.000]  第一我們說這個女人所做的事
[00:10:31.000 --> 00:10:33.000]  是不尋常
[00:10:33.000 --> 00:10:36.000]  如果再直接一點說不是很正常
[00:10:36.000 --> 00:10:38.000]  是不是?
[00:10:38.000 --> 00:10:41.000]  用我們香港的說法很奇怪
[00:10:41.000 --> 00:10:44.000]  人家的宴會
[00:10:44.000 --> 00:10:46.000]  很不適合
[00:10:46.000 --> 00:10:47.000]  是不是?
[00:10:47.000 --> 00:10:48.000]  在這樣的場合
[00:10:48.000 --> 00:10:51.000]  在這樣的社交場合裡面
[00:10:51.000 --> 00:10:55.000]  一個女人走到一個核心的
[00:10:55.000 --> 00:10:59.000]  大家注目的一個最重要的嘉賓面前
[00:10:59.000 --> 00:11:03.000]  將香料倒在她的身上
[00:11:03.000 --> 00:11:05.000]  還要用頭髮去擦
[00:11:05.000 --> 00:11:09.000]  雖然滿屋都是香氣
[00:11:09.000 --> 00:11:12.000]  但是整個行動是很礙眼的
[00:11:12.000 --> 00:11:13.000]  很不適合的
[00:11:13.000 --> 00:11:15.000]  很沒味道的
[00:11:15.000 --> 00:11:18.000]  我們三八婦女節說一下男人女人的分別
[00:11:18.000 --> 00:11:21.000]  在男人門徒的心目中
[00:11:21.000 --> 00:11:23.000]  很不適當
[00:11:23.000 --> 00:11:24.000]  很浪費
[00:11:24.000 --> 00:11:26.000]  所以門徒說很浪費
[00:11:26.000 --> 00:11:28.000]  何必這麼浪費呢?
[00:11:28.000 --> 00:11:30.000]  尤大就特別敏感
[00:11:30.000 --> 00:11:32.000]  因為他看錢看得很緊要
[00:11:32.000 --> 00:11:33.000]  約翰不值得
[00:11:33.000 --> 00:11:36.000]  記載的時候說這個人經常偷錢
[00:11:36.000 --> 00:11:38.000]  是不是事實上是
[00:11:38.000 --> 00:11:41.000]  因為他在門徒當中是管錢的
[00:11:41.000 --> 00:11:43.000]  我不想只是說錢的問題
[00:11:43.000 --> 00:11:45.000]  我想說分別在哪裡
[00:11:45.000 --> 00:11:49.000]  這班門徒的心目中就代表很多人一樣
[00:11:49.000 --> 00:11:51.000]  馬利亞所做的事
[00:11:51.000 --> 00:11:52.000]  不單止無謂
[00:11:52.000 --> 00:11:54.000]  並且很浪費
[00:11:54.000 --> 00:11:56.000]  很不正常
[00:11:56.000 --> 00:11:57.000]  為什麼不正常?
[00:11:57.000 --> 00:11:59.000]  因為他們想不清楚
[00:11:59.000 --> 00:12:01.000]  為什麼這個女人要這樣做
[00:12:01.000 --> 00:12:03.000]  浪費錢
[00:12:03.000 --> 00:12:08.000]  這個女人為什麼要這樣做?
[00:12:08.000 --> 00:12:10.000]  我們先想想
[00:12:10.000 --> 00:12:13.000]  是不是馬利亞愛作戰呢?
[00:12:13.000 --> 00:12:16.000]  不是
[00:12:16.000 --> 00:12:18.000]  因為馬利亞
[00:12:18.000 --> 00:12:22.000]  如果我們追蹤她的心靈思想
[00:12:22.000 --> 00:12:24.000]  我相信當時她站在那裡
[00:12:24.000 --> 00:12:26.000]  可能眾人在後面
[00:12:26.000 --> 00:12:28.000]  男人在那裡不停地聊天
[00:12:28.000 --> 00:12:30.000]  這位女子
[00:12:30.000 --> 00:12:32.000]  她看到兩件事
[00:12:32.000 --> 00:12:35.000]  第一,她看到她身邊的弟弟
[00:12:35.000 --> 00:12:37.000]  拉薩路
[00:12:37.000 --> 00:12:38.000]  大家記得嗎?
[00:12:38.000 --> 00:12:41.000]  馬大馬利亞的弟弟拉薩路
[00:12:41.000 --> 00:12:43.000]  剛剛在前一章
[00:12:43.000 --> 00:12:45.000]  十一章的時候
[00:12:45.000 --> 00:12:46.000]  說什麼呢?
[00:12:46.000 --> 00:12:48.000]  他弟弟病死了
[00:12:48.000 --> 00:12:51.000]  耶穌來到的時候已經死了
[00:12:51.000 --> 00:12:53.000]  他最心愛的弟弟死了
[00:12:53.000 --> 00:12:55.000]  然後他親眼看見
[00:12:55.000 --> 00:12:57.000]  就是這位主耶穌
[00:12:57.000 --> 00:13:00.000]  將他的弟弟從墳墓裡復活過來
[00:13:00.000 --> 00:13:02.000]  死而復得
[00:13:02.000 --> 00:13:04.000]  所以他看到聖經特別有意思
[00:13:04.000 --> 00:13:06.000]  他說拉薩路也在其中
[00:13:06.000 --> 00:13:08.000]  其實這是很重要的
[00:13:08.000 --> 00:13:10.000]  因為他幾天前已經死了
[00:13:10.000 --> 00:13:12.000]  他現在復活了
[00:13:12.000 --> 00:13:14.000]  就是說這位主耶穌將生命
[00:13:14.000 --> 00:13:16.000]  給了他弟弟
[00:13:16.000 --> 00:13:18.000]  這位很愛他弟弟的姐姐
[00:13:18.000 --> 00:13:20.000]  這位主為他所做的事
[00:13:20.000 --> 00:13:23.000]  有什麼太過浪費?
[00:13:23.000 --> 00:13:25.000]  有什麼不值得?
[00:13:25.000 --> 00:13:28.000]  他為主所做的事有什麼太離譜?
[00:13:28.000 --> 00:13:29.000]  任何事情都可以做
[00:13:29.000 --> 00:13:31.000]  因為這是他最愛的弟弟
[00:13:31.000 --> 00:13:34.000]  生命是這位主給他的
[00:13:34.000 --> 00:13:36.000]  第二,他看著這位主
[00:13:36.000 --> 00:13:37.000]  他記得的
[00:13:37.000 --> 00:13:39.000]  我相信姐妹一定記得
[00:13:39.000 --> 00:13:40.000]  這位姐妹一定記得
[00:13:40.000 --> 00:13:43.000]  那些門徒有時記得有時不記得
[00:13:43.000 --> 00:13:45.000]  主耶穌其實說清楚的
[00:13:45.000 --> 00:13:47.000]  他說過幾次
[00:13:47.000 --> 00:13:49.000]  現在我進耶路撒冷的時候
[00:13:49.000 --> 00:13:53.000]  是要接受文氏和法利塞人的殺害
[00:13:53.000 --> 00:13:55.000]  門徒說過的
[00:13:55.000 --> 00:13:57.000]  不過後來他又不記得了
[00:13:57.000 --> 00:14:00.000]  但是瑪利亞我相信一定記得
[00:14:00.000 --> 00:14:02.000]  瑪利亞會想到今天
[00:14:02.000 --> 00:14:05.000]  明天我的主就要進耶路撒冷
[00:14:05.000 --> 00:14:06.000]  他所面對的日子
[00:14:06.000 --> 00:14:08.000]  我可能沒有機會再見到他
[00:14:08.000 --> 00:14:10.000]  就在他離開我最後有機會的時候
[00:14:10.000 --> 00:14:12.000]  我要為他做一件事
[00:14:12.000 --> 00:14:15.000]  是我一生都不會再後悔的
[00:14:15.000 --> 00:14:18.000]  於是他就將他所有的積蓄
[00:14:18.000 --> 00:14:19.000]  家財拿了出來
[00:14:19.000 --> 00:14:20.000]  我相信是他最所有的
[00:14:20.000 --> 00:14:22.000]  因為他其實不是有錢人
[00:14:22.000 --> 00:14:26.000]  就將他買了最香的香膏
[00:14:26.000 --> 00:14:27.000]  澆在耶穌的身上
[00:14:27.000 --> 00:14:30.000]  還要打爛瓶子
[00:14:30.000 --> 00:14:32.000]  要不要打爛瓶子
[00:14:32.000 --> 00:14:34.000]  洗乾淨再用也可以
[00:14:34.000 --> 00:14:35.000]  他沒有你那麼多
[00:14:35.000 --> 00:14:37.000]  他不顧一切我們叫他豁出去
[00:14:37.000 --> 00:14:40.000]  我為我的主要做一件事
[00:14:40.000 --> 00:14:41.000]  在那些男人
[00:14:41.000 --> 00:14:42.000]  就是這班門徒那種
[00:14:42.000 --> 00:14:45.000]  那麼懂得計算精打細算的人心目中
[00:14:45.000 --> 00:14:46.000]  很多餘
[00:14:46.000 --> 00:14:48.000]  因為他做的事太不正常了
[00:14:48.000 --> 00:14:50.000]  弟兄姊妹我想問
[00:14:50.000 --> 00:14:52.000]  究竟為什麼我們說他不正常
[00:14:52.000 --> 00:14:55.000]  我想和大家說一個很嚴重的事實
[00:14:55.000 --> 00:14:57.000]  就是如果你要做基督徒的話
[00:14:57.000 --> 00:14:58.000]  在某一個意義來說
[00:14:58.000 --> 00:15:00.000]  應該不是很正常
[00:15:00.000 --> 00:15:02.000]  你不要笑
[00:15:02.000 --> 00:15:05.000]  我們做基督徒應該是有點不正常
[00:15:05.000 --> 00:15:06.000]  如果不是
[00:15:06.000 --> 00:15:11.000]  我們就不是真的做基督徒
[00:15:11.000 --> 00:15:14.000]  基督徒他沒有了那份工作
[00:15:14.000 --> 00:15:16.000]  他仍然可以心裡有平安
[00:15:16.000 --> 00:15:19.000]  你說是不是不正常
[00:15:19.000 --> 00:15:20.000]  是不是
[00:15:20.000 --> 00:15:22.000]  有人不斷對付你
[00:15:22.000 --> 00:15:23.000]  不斷說你
[00:15:23.000 --> 00:15:24.000]  不斷陷害你
[00:15:24.000 --> 00:15:25.000]  你仍然可以饒恕他
[00:15:25.000 --> 00:15:29.000]  你說是不是不正常
[00:15:29.000 --> 00:15:32.000]  你患了這樣的重病
[00:15:32.000 --> 00:15:34.000]  你仍然可以笑著安慰那些
[00:15:34.000 --> 00:15:35.000]  本來想安慰你的人
[00:15:35.000 --> 00:15:37.000]  你說是不是不正常
[00:15:37.000 --> 00:15:39.000]  弟兄姊妹我們做就不要做基督徒
[00:15:39.000 --> 00:15:41.000]  做基督徒的時候
[00:15:41.000 --> 00:15:43.000]  總有一個意義上來說
[00:15:43.000 --> 00:15:45.000]  我們是不正常的
[00:15:45.000 --> 00:15:47.000]  現在我們香港教我們太正常了
[00:15:47.000 --> 00:15:49.000]  我們太懂得計算了
[00:15:49.000 --> 00:15:50.000]  就好像猶大那樣
[00:15:50.000 --> 00:15:52.000]  猶大真是醒目到不得了
[00:15:52.000 --> 00:15:53.000]  如果我們這麼多人裡面
[00:15:53.000 --> 00:15:54.000]  最精明其中一個肯定是他
[00:15:54.000 --> 00:15:55.000]  我們不是讚他
[00:15:55.000 --> 00:15:57.000]  也不是因為他出賣耶穌
[00:15:57.000 --> 00:15:59.000]  我們是特意拿他來詆毀
[00:15:59.000 --> 00:16:01.000]  猶大肯定是聰明人
[00:16:01.000 --> 00:16:03.000]  比很多人都聰明
[00:16:03.000 --> 00:16:04.000]  很精明
[00:16:04.000 --> 00:16:05.000]  但是太精明
[00:16:05.000 --> 00:16:06.000]  精明有什麼用
[00:16:06.000 --> 00:16:07.000]  他出賣耶穌
[00:16:07.000 --> 00:16:08.000]  現在他精明
[00:16:08.000 --> 00:16:09.000]  我經常說他為什麼這麼精明
[00:16:09.000 --> 00:16:10.000]  我不知道有沒有跟大家說過
[00:16:10.000 --> 00:16:11.000]  我越研究猶大
[00:16:11.000 --> 00:16:13.000]  我越覺得他精明
