
[00:00:00.000 --> 00:00:07.320]  我講新約 很多人說:你講新約的?
[00:10:07.320 --> 00:10:09.320]  我不是很認同
[00:10:09.320 --> 00:10:11.320]  可能我錯了
[00:10:11.320 --> 00:10:13.320]  我覺得耶穌說話光明正大
[00:10:13.320 --> 00:10:15.320]  他未必很大聲說
[00:10:15.320 --> 00:10:17.320]  但我的意思是女人一定聽到
[00:10:17.320 --> 00:10:19.320]  如果這樣說
[00:10:19.320 --> 00:10:21.320]  女子就真的很堅韌
[00:10:21.320 --> 00:10:23.320]  聽到就繼續跟著
[00:10:23.320 --> 00:10:25.320]  跟著說話
[00:10:25.320 --> 00:10:27.320]  回到
[00:10:27.320 --> 00:10:29.320]  耶穌說的那件事
[00:10:29.320 --> 00:10:31.320]  耶穌為什麼這樣說
[00:10:31.320 --> 00:10:33.320]  其實耶穌這樣說
[00:10:33.320 --> 00:10:35.320]  也是和舊約有關係
[00:10:35.320 --> 00:10:37.320]  現在你就知道為什麼我喜歡這段英文
[00:10:37.320 --> 00:10:39.320]  很多段英文有這樣說
[00:10:39.320 --> 00:10:41.320]  不過我找一段
[00:10:41.320 --> 00:10:43.320]  是《二賽亞書》49章第五節
[00:10:43.320 --> 00:10:45.320]  為什麼選這段英文
[00:10:45.320 --> 00:10:47.320]  因為《二賽亞書》49章
[00:10:47.320 --> 00:10:49.320]  第五節那段
[00:10:49.320 --> 00:10:51.320]  是僕人之歌
[00:10:51.320 --> 00:10:53.320]  我們最熟悉的僕人之歌
[00:10:53.320 --> 00:10:55.320]  就是還有幾個月之後
[00:10:55.320 --> 00:10:57.320]  受難節
[00:10:57.320 --> 00:10:59.320]  其中53章
[00:10:59.320 --> 00:11:01.320]  我們經常讀
[00:11:01.320 --> 00:11:03.320]  實在有四首
[00:11:03.320 --> 00:11:05.320]  這是其中一首
[00:11:05.320 --> 00:11:07.320]  是預表未出的
[00:11:07.320 --> 00:11:09.320]  第五節說
[00:11:09.320 --> 00:11:11.320]  現在耶和華說
[00:11:11.320 --> 00:11:13.320]  他從我出母胎
[00:11:13.320 --> 00:11:15.320]  就我作他的僕人
[00:11:15.320 --> 00:11:17.320]  要使雅各歸回他
[00:11:17.320 --> 00:11:19.320]  使以色列
[00:11:19.320 --> 00:11:21.320]  召集在他那裡
[00:11:21.320 --> 00:11:23.320]  要看我為尊貴
[00:11:23.320 --> 00:11:25.320]  我的神
[00:11:25.320 --> 00:11:27.320]  是我的力量
[00:11:27.320 --> 00:11:29.320]  這裡說得很清楚
[00:11:29.320 --> 00:11:31.320]  這個微賽亞
[00:11:31.320 --> 00:11:33.320]  即是這個僕人
[00:11:33.320 --> 00:11:35.320]  就是微賽亞
[00:11:35.320 --> 00:11:37.320]  來的時候
[00:11:37.320 --> 00:11:39.320]  他第一件事要做
[00:11:39.320 --> 00:11:41.320]  就是召集以色列
[00:11:41.320 --> 00:11:43.320]  回到神那裡
[00:11:43.320 --> 00:11:45.320]  即是帶領以色列
[00:11:45.320 --> 00:11:47.320]  回到神那裡
[00:11:47.320 --> 00:11:49.320]  耶穌出現的時候
[00:11:49.320 --> 00:11:51.320]  他就做了一件事
[00:11:51.320 --> 00:11:53.320]  如果你看馬達福音
[00:11:53.320 --> 00:11:55.320]  十章五到六節
[00:11:55.320 --> 00:11:57.320]  五到六節又是那句話
[00:11:57.320 --> 00:11:59.320]  很符合這句
[00:11:59.320 --> 00:12:01.320]  第一次猜拳的十二智徒
[00:12:01.320 --> 00:12:03.320]  他也是這樣跟他們說
[00:12:03.320 --> 00:12:05.320]  你不要去遞樹
[00:12:05.320 --> 00:12:07.320]  你不要去其他人
[00:12:07.320 --> 00:12:09.320]  你只去以色列家那裡
[00:12:09.320 --> 00:12:11.320]  為什麼?因為他是微賽亞
[00:12:11.320 --> 00:12:13.320]  所以他來的時候
[00:12:13.320 --> 00:12:15.320]  他第一件事要做
[00:12:15.320 --> 00:12:17.320]  就是以色列人
[00:12:17.320 --> 00:12:19.320]  猶太人
[00:12:19.320 --> 00:12:21.320]  帶領猶太人
[00:12:21.320 --> 00:12:23.320]  回到神那裡
[00:12:23.320 --> 00:12:25.320]  不過
[00:12:25.320 --> 00:12:27.320]  說話這樣說
[00:12:27.320 --> 00:12:29.320]  還沒完的
[00:12:29.320 --> 00:12:31.320]  因為我剛才讀了以色列書第五節
[00:12:31.320 --> 00:12:33.320]  有第六節
[00:12:33.320 --> 00:12:35.320]  第六節是這樣說的
[00:12:35.320 --> 00:12:37.320]  他說你作我這僕人
[00:12:37.320 --> 00:12:41.320]  使亞各眾之派復興
[00:12:41.320 --> 00:12:43.320]  使以色列人
[00:12:43.320 --> 00:12:49.320]  中蒙保存的人歸回
[00:12:49.320 --> 00:12:51.320]  接著那句
[00:12:51.320 --> 00:12:53.320]  然而此事尚小
[00:12:53.320 --> 00:12:57.320]  我還要使你作萬邦之光
[00:12:57.320 --> 00:13:01.320]  使你施行我的救恩直到地極
[00:13:01.320 --> 00:13:03.320]  原來第六節
[00:13:03.320 --> 00:13:05.320]  那個僕人還有一個
[00:13:05.320 --> 00:13:10.320]  責任的
[00:13:10.320 --> 00:13:14.320]  就是將神的公義
[00:13:14.320 --> 00:13:16.320]  傳到萬邦
[00:13:16.320 --> 00:13:18.320]  那耶穌有沒有做呢?
[00:13:18.320 --> 00:13:20.320]  耶穌死了之後
[00:13:20.320 --> 00:13:23.320]  復活就是我們很出名的
[00:13:23.320 --> 00:13:25.320]  馬太福音28章
[00:13:25.320 --> 00:13:28.320]  你們要去使萬民作我的門徒
[00:13:28.320 --> 00:13:31.320]  所以在這裡他做了第一部分
[00:13:31.320 --> 00:13:33.320]  第二部分
[00:13:33.320 --> 00:13:36.320]  他在侍奉的時候
[00:13:36.320 --> 00:13:38.320]  也有做一點點
[00:13:38.320 --> 00:13:40.320]  不是有什麼外邦人
[00:13:40.320 --> 00:13:42.320]  他沒有的
[00:13:42.320 --> 00:13:44.320]  他的重點就在猶太人那裡
[00:13:44.320 --> 00:13:48.320]  接著就交了責任給門徒
[00:13:48.320 --> 00:13:50.320]  將福音傳到地極
[00:13:50.320 --> 00:13:53.320]  所以兩樣東西都有的
[00:13:53.320 --> 00:13:55.320]  好像解釋了耶穌說的話
[00:13:55.320 --> 00:13:57.320]  又不是那麼可怕
[00:13:57.320 --> 00:14:00.320]  誰知道耶穌接著那句
[00:14:00.320 --> 00:14:02.320]  還那麼可怕
[00:14:02.320 --> 00:14:04.320]  我不知道怎麼說
[00:14:04.320 --> 00:14:06.320]  耶穌在第26節說什麼呢?
[00:14:06.320 --> 00:14:08.320]  拿孩子的餅
[00:14:08.320 --> 00:14:10.320]  叼給小狗
[00:14:10.320 --> 00:14:13.320]  吃是不妥的
[00:14:13.320 --> 00:14:15.320]  剛才大家讀的時候
[00:14:15.320 --> 00:14:19.320]  我也看了一下讀經的人士
[00:14:19.320 --> 00:14:22.320]  看他們有沒有覺得驚訝
[00:14:22.320 --> 00:14:24.320]  耶穌這樣跟女人說
[00:14:24.320 --> 00:14:26.320]  大家有沒有想過
[00:14:26.320 --> 00:14:28.320]  今天你這樣聽
[00:14:28.320 --> 00:14:31.320]  也有一點反感
[00:14:31.320 --> 00:14:34.320]  人家走過來叫你幫忙
[00:14:34.320 --> 00:14:36.320]  你不幫就算了
[00:14:36.320 --> 00:14:38.320]  還拿個小狗出來幹什麼呢?
[00:14:38.320 --> 00:14:42.320]  又要問這個問題
[00:14:42.320 --> 00:14:46.320]  首先剛才和合本應該是說狗
[00:14:46.320 --> 00:14:48.320]  實際字質是小狗
[00:14:48.320 --> 00:14:49.320]  所以你看和修說的
[00:14:49.320 --> 00:14:51.320]  都是寫小狗的
[00:14:51.320 --> 00:14:53.320]  不過小狗不是好一點嗎?
[00:14:53.320 --> 00:14:54.320]  小狗可愛一點
[00:14:54.320 --> 00:14:55.320]  所以你說人家小狗
[00:14:55.320 --> 00:14:57.320]  就比說人家狗好
[00:14:57.320 --> 00:14:59.320]  不是的
[00:14:59.320 --> 00:15:01.320]  有一個學者說
[00:15:01.320 --> 00:15:03.320]  小狗大狗都是不潔淨
[00:15:03.320 --> 00:15:05.320]  是猶太人來的
[00:15:05.320 --> 00:15:07.320]  叫人家狗就是不潔淨的東西
[00:15:07.320 --> 00:15:09.320]  我們明白的
[00:15:09.320 --> 00:15:11.320]  因為他是外邦人
[00:15:11.320 --> 00:15:13.320]  不潔淨是對的
[00:15:13.320 --> 00:15:15.320]  但你也不用這樣說
[00:15:15.320 --> 00:15:19.320]  說話也不是這樣說
[00:15:19.320 --> 00:15:21.320]  為什麼呢?
[00:15:21.320 --> 00:15:23.320]  你對誰說某些話
[00:15:23.320 --> 00:15:28.320]  他聽到的東西有點不同
[00:15:28.320 --> 00:15:32.320]  在街上聽到的那句話
[00:15:32.320 --> 00:15:33.320]  我和你說
[00:15:33.320 --> 00:15:34.320]  我新來的時候
[00:15:34.320 --> 00:15:35.320]  我自己也說過
[00:15:35.320 --> 00:15:37.320]  因為我不懂
[00:15:37.320 --> 00:15:39.320]  每個學生都說
[00:15:39.320 --> 00:15:41.320]  哇 黃醫生你不要這樣說
[00:15:41.320 --> 00:15:43.320]  我說什麼事?
[00:15:43.320 --> 00:15:45.320]  根本沒有概念
[00:15:45.320 --> 00:15:46.320]  我來了這麼久
[00:15:46.320 --> 00:15:47.320]  如果有一個人這樣和我說
[00:15:47.320 --> 00:15:49.320]  我就知道他在侮辱我
[00:15:49.320 --> 00:15:51.320]  或者是在咒詛我
[00:15:51.320 --> 00:15:53.320]  我一點也不知道
[00:15:53.320 --> 00:15:55.320]  所以就這樣說了
[00:15:55.320 --> 00:15:58.320]  所以你對誰說什麼
[00:15:58.320 --> 00:16:00.320]  是有點不同的
[00:16:00.320 --> 00:16:02.320]  如果你當他是猶太人說
[00:16:02.320 --> 00:16:05.320]  小狗大狗多可愛的狗
[00:16:05.320 --> 00:16:07.320]  他也會很生氣的
[00:16:07.320 --> 00:16:09.320]  但對外邦人來說又如何呢?
[00:16:09.320 --> 00:16:11.320]  我們要看看外邦人怎樣看待狗
[00:16:11.320 --> 00:16:15.320]  原來希臘和羅馬人
[00:16:15.320 --> 00:16:17.320]  喜歡狗
[00:16:17.320 --> 00:16:19.320]  想不到的
[00:16:19.320 --> 00:16:21.320]  現在你看外國人
[00:16:21.320 --> 00:16:23.320]  小孩也不要
[00:16:23.320 --> 00:16:24.320]  但要狗
[00:16:24.320 --> 00:16:26.320]  和狗睡覺
[00:16:26.320 --> 00:16:27.320]  很喜歡狗
[00:16:27.320 --> 00:16:28.320]  你以為那些是哪裡來的?
[00:16:28.320 --> 00:16:31.320]  是希臘和羅馬世界
[00:16:31.320 --> 00:16:33.320]  那個時候出來的
[00:16:33.320 --> 00:16:35.320]  我們有證據的
[00:16:35.320 --> 00:16:36.320]  你知不知道
[00:16:36.320 --> 00:16:37.320]  一直從遠古
[00:16:37.320 --> 00:16:39.320]  希臘和羅馬的人
[00:16:39.320 --> 00:16:41.320]  是很喜歡狗的
[00:16:41.320 --> 00:16:46.320]  讚揚狗是人的最好朋友
[00:16:46.320 --> 00:16:50.320]  甚至狗是象徵忠誠的
[00:16:50.320 --> 00:16:52.320]  立刻不同了
