
[00:00:00.000 --> 00:00:09.440]  信和不信最大的分別在哪裡呢?
[00:02:17.040 --> 00:02:20.520]  不要以為
[00:02:20.520 --> 00:02:22.960]  他們是全部不同
[00:02:22.960 --> 00:02:24.360]  一個心目中有神
[00:02:24.360 --> 00:02:26.080]  一個心目中沒有神
[00:02:26.080 --> 00:02:28.720]  不是啊
[00:02:28.720 --> 00:02:29.880]  我們看到這裡
[00:02:29.880 --> 00:02:33.760]  聖經裡面的記載和《創世紀》第四章的記載
[00:02:33.760 --> 00:02:37.920]  你會發覺到其實兩個人都有獻祭
[00:02:37.920 --> 00:02:38.640]  第二
[00:02:38.640 --> 00:02:43.320]  其實兩個人都是稱耶和華是神的
[00:02:43.320 --> 00:02:44.320]  而第三
[00:02:44.320 --> 00:02:48.440]  兩個人的背景都是亞當夏娃的後裔
[00:02:48.440 --> 00:02:50.440]  都是他的兒子
[00:02:50.440 --> 00:02:52.000]  我們現在就要試一試
[00:02:52.000 --> 00:02:53.280]  來看一看
[00:02:53.280 --> 00:02:58.080]  到底希伯來書在引用《創世紀》第四章的時間
[00:02:58.080 --> 00:03:01.600]  為什麼他特意提出
[00:03:01.600 --> 00:03:05.440]  拿出阿伯和該人的比較
[00:03:05.440 --> 00:03:07.840]  來做一個這樣的比較呢?
[00:03:07.840 --> 00:03:12.000]  我們一起回到《創世紀》第四章
[00:03:12.000 --> 00:03:14.560]  讓我們從這一段聖經裡面看一看
[00:03:14.560 --> 00:03:16.840]  到底那個森林
[00:03:16.840 --> 00:03:23.320]  到底整段聖經的中心主題是說什麼呢?
[00:03:23.320 --> 00:03:25.240]  我們打開這段經文
[00:03:25.240 --> 00:03:27.600]  一起讀一讀
[00:03:27.600 --> 00:03:36.160]  由第一節一直到十一節
[00:03:36.160 --> 00:03:38.960]  第一到十一節
[00:03:38.960 --> 00:03:42.960]  我們特別是從第一節讀到第八節
[00:03:42.960 --> 00:03:43.600]  我讀一次
[00:03:43.600 --> 00:03:44.440]  大家讀一次
[00:03:44.440 --> 00:03:46.280]  讀完這一段經文
[00:03:46.280 --> 00:03:51.600]  「有一日哪人和他妻子夏娃同房
[00:03:51.600 --> 00:03:53.120]  夏娃就懷孕
[00:03:53.120 --> 00:03:56.680]  生了該人就是德的意思
[00:03:56.680 --> 00:04:00.720]  便說:要話使我得了一個男子
[00:04:00.720 --> 00:04:03.640]  又生了該人的兄弟阿伯
[00:04:03.640 --> 00:04:05.440]  阿伯是牧羊的
[00:04:05.440 --> 00:04:07.200]  該人是種地的
[00:04:07.200 --> 00:04:12.520]  有一日該人拿地裡的出產為貢物獻給耶和華
[00:04:12.520 --> 00:04:18.120]  阿伯也將他羊群中投生的和羊的雞肉獻上
[00:04:18.120 --> 00:04:21.360]  又話看中了阿伯和他的貢物
[00:04:21.360 --> 00:04:24.400]  只是看不中該人和他的貢物
[00:04:24.400 --> 00:04:26.880]  該人就大大地發怒
[00:04:26.880 --> 00:04:28.720]  變了臉色
[00:04:28.720 --> 00:04:30.480]  又話對該人說:
[00:04:30.480 --> 00:04:32.360]  你為什麼發怒呢?
[00:04:32.360 --> 00:04:34.600]  你為什麼變了臉色呢?
[00:04:34.600 --> 00:04:36.200]  你若行得好
[00:04:36.200 --> 00:04:37.600]  豈不蒙越立
[00:04:37.600 --> 00:04:39.040]  你若行得不好
[00:04:39.040 --> 00:04:41.800]  罪就伏在滿前
[00:04:41.800 --> 00:04:43.040]  他必戀慕你
[00:04:43.040 --> 00:04:45.080]  你卻要制伏他
[00:04:45.080 --> 00:04:47.840]  該人與他的兄弟發說話
[00:04:47.840 --> 00:04:49.880]  伊人正在田間
[00:04:49.880 --> 00:04:52.400]  該人起來打他的兄弟阿伯
[00:04:52.400 --> 00:04:54.080]  把他殺了
[00:04:54.080 --> 00:04:55.920]  在這段聖經
[00:04:55.920 --> 00:04:58.880]  到底他最主要講的是什麼呢?
[00:04:58.880 --> 00:05:03.560]  我讓大家從一個解經的原則裡面
[00:05:03.560 --> 00:05:06.000]  來知道一件事
[00:05:06.000 --> 00:05:09.920]  就是說到底一段經文的重心是什麼
[00:05:09.920 --> 00:05:12.720]  有幾件事可以留意
[00:05:12.720 --> 00:05:13.720]  第一個
[00:05:13.720 --> 00:05:15.720]  是那些命令的動詞
[00:05:15.720 --> 00:05:17.040]  如果有命令的時間
[00:05:17.040 --> 00:05:19.680]  你一定要將那些命令全圈出來
[00:05:19.680 --> 00:05:22.000]  因為這是非要聽不可的
[00:05:22.000 --> 00:05:23.840]  這是第一個
[00:05:23.840 --> 00:05:25.000]  第二
[00:05:25.000 --> 00:05:28.720]  就是將那些重復出現的字句
[00:05:28.720 --> 00:05:31.080]  全部抽出來
[00:05:31.080 --> 00:05:35.760]  如果這些是經文的重心的時間
[00:05:35.760 --> 00:05:39.800]  這些字句一定重復出現多次
[00:05:39.800 --> 00:05:41.280]  這是第二個
[00:05:41.280 --> 00:05:42.360]  第三
[00:05:42.360 --> 00:05:45.640]  就是從整個過程的發展
[00:05:45.640 --> 00:05:49.680]  來摸到到底高潮是什麼
[00:05:49.680 --> 00:05:51.480]  這幾個方法
[00:05:51.480 --> 00:05:55.040]  是我們在解經裡面經常要留意的
[00:05:55.040 --> 00:05:57.080]  現在我們就來看看
[00:05:57.080 --> 00:05:59.280]  到底創世紀第四章一到十六節
[00:05:59.280 --> 00:06:03.800]  最主要講的是什麼呢?
[00:06:03.800 --> 00:06:05.680]  有兩個字
[00:06:05.680 --> 00:06:09.760]  是出現非常非常多
[00:06:09.760 --> 00:06:11.160]  第一個字
[00:06:11.160 --> 00:06:12.960]  是King
[00:06:12.960 --> 00:06:14.520]  就是該人
[00:06:14.520 --> 00:06:15.960]  該人這個字
[00:06:15.960 --> 00:06:20.200]  在整段經文裡面出現十三次
[00:06:20.200 --> 00:06:22.000]  十三次
[00:06:22.000 --> 00:06:23.600]  第二個字
[00:06:23.600 --> 00:06:25.280]  就是Abel
[00:06:25.280 --> 00:06:26.840]  阿伯
[00:06:26.840 --> 00:06:32.280]  阿伯這個字本來的意思就是一口氣
[00:06:32.280 --> 00:06:34.800]  或者是正氣
[00:06:34.800 --> 00:06:37.000]  直接出現有七次
[00:06:37.000 --> 00:06:38.920]  然後用間接出現就是
[00:06:38.920 --> 00:06:41.040]  該人的兄弟
[00:06:41.040 --> 00:06:42.360]  出現了三次
[00:06:42.360 --> 00:06:43.280]  換句話來說
[00:06:43.280 --> 00:06:46.360]  他的名字出現了十次
[00:06:46.360 --> 00:06:50.280]  所以我們留意這段經文的時間
[00:06:50.280 --> 00:06:52.200]  其實很清楚
[00:06:52.200 --> 00:06:55.440]  是從一個重復出現的裡面
[00:06:55.440 --> 00:06:56.960]  讓我們看得見
[00:06:56.960 --> 00:06:59.880]  其實從創世紀第四章也好
[00:06:59.880 --> 00:07:03.120]  你也會看得見是非常清楚的一個比較
[00:07:03.120 --> 00:07:06.840]  就是該人和阿伯的比較
[00:07:06.840 --> 00:07:09.600]  或者我們從這段比較當中
[00:07:09.600 --> 00:07:11.440]  首先
[00:07:11.440 --> 00:07:13.120]  我希望大家留意
[00:07:13.120 --> 00:07:15.600]  不要以為不信
[00:07:15.600 --> 00:07:17.120]  就是等於那些沒有聽到福音
[00:07:17.120 --> 00:07:17.680]  沒有得救
[00:07:17.680 --> 00:07:23.960]  或者是完全對基督教完全不認識的人
[00:07:23.960 --> 00:07:25.320]  在這段聖經裡面
[00:07:25.320 --> 00:07:27.120]  或者我們可以看一看
[00:07:27.120 --> 00:07:28.560]  當中有很多
[00:07:28.560 --> 00:07:30.920]  我不是說全部都是
[00:07:30.920 --> 00:07:32.440]  就是從這段聖經裡面
[00:07:32.440 --> 00:07:34.880]  對我們一個最大的提醒
[00:07:34.880 --> 00:07:36.480]  就是一個信仰
[00:07:36.480 --> 00:07:39.720]  不要只是在形式上
[00:07:39.720 --> 00:07:43.440]  信仰不是只是在口頭上
[00:07:43.440 --> 00:07:48.120]  信仰不是只是在一個生活習慣上
[00:07:48.120 --> 00:07:49.640]  真正的信
[00:07:49.640 --> 00:07:52.000]  從希伯來書和創世紀
[00:07:52.000 --> 00:07:53.200]  大家也看得見
[00:07:53.200 --> 00:07:55.640]  是從心靈和誠實
[00:07:55.640 --> 00:07:57.840]  和實際的行動上
[00:07:57.840 --> 00:08:00.360]  首先我們想大家留意一下
[00:08:00.360 --> 00:08:04.200]  一些特別的地方
[00:08:04.200 --> 00:08:05.400]  第一節
[00:08:05.400 --> 00:08:07.640]  有一日
[00:08:07.640 --> 00:08:10.480]  它是在說某一日
[00:08:10.480 --> 00:08:13.160]  這個字在希伯來文
[00:08:13.160 --> 00:08:15.360]  和第三節
[00:08:15.360 --> 00:08:16.800]  那個有一日
[00:08:16.800 --> 00:08:19.800]  是完全不同的字來的
[00:08:19.800 --> 00:08:22.080]  第三節那個有一日
[00:08:22.080 --> 00:08:24.160]  從希伯來文的解釋
[00:08:24.160 --> 00:08:26.760]  你應該是將它解成
[00:08:26.760 --> 00:08:30.560]  就是日子的末了
[00:08:30.560 --> 00:08:34.640]  或者某一段日子的末了
[00:08:34.640 --> 00:08:36.640]  這樣解釋
[00:08:36.640 --> 00:08:38.480]  到底這個某一段日子
[00:08:38.480 --> 00:08:41.560]  是什麼日子呢?
[00:08:41.560 --> 00:08:43.520]  是不是一年的末了呢?
[00:08:43.520 --> 00:08:45.240]  是不是一個月的末了呢?
[00:08:45.240 --> 00:08:47.360]  還是一個星期的末了呢?
[00:08:47.360 --> 00:08:50.720]  你就要看回創世紀第一章到第三章
[00:08:50.720 --> 00:08:52.640]  到底一段的日子
[00:08:52.640 --> 00:08:54.440]  從聖經裡面出現過
[00:08:54.440 --> 00:08:56.840]  是什麼一段的日子呢?
[00:08:56.840 --> 00:08:58.800]  你就一定會看得見
[00:08:58.800 --> 00:09:01.240]  原來說到一段的日子
[00:09:01.240 --> 00:09:02.800]  一個字
[00:09:02.800 --> 00:09:05.280]  是只出現過一樣東西
[00:09:05.280 --> 00:09:06.680]  這樣東西是什麼呢?
[00:09:06.680 --> 00:09:08.280]  就是一個星期
[00:09:08.280 --> 00:09:09.600]  有七天
[00:09:09.600 --> 00:09:11.880]  臣用六日創造天地
[00:09:11.880 --> 00:09:12.920]  第七日
[00:09:12.920 --> 00:09:14.160]  按食
[00:09:14.160 --> 00:09:16.400]  就是這一段的日子
[00:09:16.400 --> 00:09:17.840]  曾經出現過
[00:09:17.840 --> 00:09:19.200]  換句話來說
[00:09:19.200 --> 00:09:20.800]  我們看得見
[00:09:20.800 --> 00:09:21.600]  該人
[00:09:21.600 --> 00:09:22.560]  阿伯
[00:09:22.560 --> 00:09:24.240]  他們都知道
[00:09:24.240 --> 00:09:26.120]  是一段日子的末了
[00:09:26.120 --> 00:09:28.040]  就是一個星期的末了
[00:09:28.040 --> 00:09:30.840]  或者安息日
[00:09:30.840 --> 00:09:33.120]  他們要去獻祭
[00:09:33.120 --> 00:09:34.560]  去敬拜
[00:09:34.560 --> 00:09:38.240]  這個已經成為他們的習慣
[00:09:38.240 --> 00:09:39.800]  所以弟兄姊妹
[00:09:39.800 --> 00:09:41.400]  我希望我們都留意到
[00:09:41.400 --> 00:09:42.280]  聖經裡面
[00:09:42.280 --> 00:09:43.400]  來到講及到
[00:09:43.400 --> 00:09:47.560]  當講信和不信的時間
[00:09:47.560 --> 00:09:51.000]  它特別針對是真的信
[00:09:51.000 --> 00:09:52.800]  還是形式上的信
[00:09:52.800 --> 00:09:54.880]  習慣的信呢?
[00:09:54.880 --> 00:09:57.760]  現在我們就很想給大家看看
[00:09:57.760 --> 00:10:01.520]  兩者還有很多相近的地方
[00:10:01.520 --> 00:10:04.960]  兩個都紀念安息日
[00:10:04.960 --> 00:10:07.960]  兩個都有去獻祭
[00:10:07.960 --> 00:10:10.920]  那為什麼神就是看中了
[00:10:10.920 --> 00:10:13.160]  阿伯和他的貢物
[00:10:13.160 --> 00:10:17.600]  而看不中該人和該人的貢物呢?
[00:10:17.600 --> 00:10:19.520]  希伯來書十一章第四節就說
[00:10:19.520 --> 00:10:24.440]  是因為阿伯的獻祭
[00:10:24.440 --> 00:10:28.720]  是因著信來獻祭
[00:10:28.720 --> 00:10:32.200]  各位聽我的弟兄姊妹
[00:10:32.200 --> 00:10:35.160]  很多時候看到這些經文
[00:10:35.160 --> 00:10:37.720]  我都很想轉下去留意一下
[00:10:37.720 --> 00:10:40.560]  我們怎知道阿伯的獻祭
[00:10:40.560 --> 00:10:43.480]  是因著信來獻祭呢?
[00:10:43.480 --> 00:10:45.480]  我們看一看
[00:10:45.480 --> 00:10:49.440]  聖經裡面告訴我們
[00:10:49.440 --> 00:10:53.400]  有一日或者日子的末了
[00:10:53.400 --> 00:10:58.840]  該人就拿地裡的出產為貢物獻給耶和華
[00:10:58.840 --> 00:11:00.280]  然後第四節就說
[00:11:00.280 --> 00:11:05.480]  阿伯也將他羊群中投生的和羊的自由獻上
[00:11:05.480 --> 00:11:06.440]  然後就說
[00:11:06.440 --> 00:11:08.960]  耶和華就看中阿伯和他的貢物
[00:11:08.960 --> 00:11:13.040]  此事看不中該人和他的貢物
[00:11:13.040 --> 00:11:14.880]  我覺得我們以前
[00:11:14.880 --> 00:11:17.400]  我瞭解這段經文的時間
[00:11:17.400 --> 00:11:23.960]  我就以為神是吃肉的
[00:11:23.960 --> 00:11:25.640]  他不吃素的
[00:11:25.640 --> 00:11:30.200]  所以他喜歡阿伯的貢物
[00:11:30.200 --> 00:11:31.680]  但是留意看一看
[00:11:31.680 --> 00:11:32.960]  不是哦
[00:11:32.960 --> 00:11:34.880]  去到利美紀、春艾級紀
[00:11:34.880 --> 00:11:37.120]  神也叫他的子民
[00:11:37.120 --> 00:11:40.600]  將出產中初熟的果子
[00:11:40.600 --> 00:11:45.120]  是最早熟的裝架都獻給他
[00:11:45.120 --> 00:11:48.080]  然後從獻祭裡面
[00:11:48.080 --> 00:11:49.600]  你會看到很多不同的祭
[00:11:49.600 --> 00:11:52.240]  其中一些的祭都是植物
[00:11:52.240 --> 00:11:53.880]  都是一些水果
[00:11:53.880 --> 00:11:55.280]  都是一些菜蔬
[00:11:55.280 --> 00:11:57.960]  都是一些植物來獻上
[00:11:57.960 --> 00:11:59.520]  很明顯地
[00:11:59.520 --> 00:12:02.080]  我們的神不是吃肉的
[00:12:02.080 --> 00:12:05.400]  所以他喜歡阿伯的貢物
[00:12:05.400 --> 00:12:09.240]  到底他的貢物有什麼特別的地方
[00:12:09.240 --> 00:12:11.920]  是要神喜歡他呢?
[00:12:11.920 --> 00:12:15.000]  我們留意去看一看
[00:12:15.000 --> 00:12:18.760]  有一段日子的末了
[00:12:18.760 --> 00:12:19.880]  我們看看
[00:12:19.880 --> 00:12:21.760]  該隱就是地裡的出產
[00:12:21.760 --> 00:12:24.760]  阿伯就是羊群中投生的羊
[00:12:24.760 --> 00:12:26.560]  第二個問題
[00:12:26.560 --> 00:12:27.920]  我都很大氣的
[00:12:27.920 --> 00:12:29.920]  經常去問的
[00:12:29.920 --> 00:12:32.320]  就是因為阿伯是牧羊
[00:12:32.320 --> 00:12:33.920]  那你當然拿羊
[00:12:33.920 --> 00:12:34.880]  是不是?
[00:12:34.880 --> 00:12:36.760]  但是該隱是種田的
[00:12:36.760 --> 00:12:38.080]  他是種地的
[00:12:38.080 --> 00:12:40.520]  所以他當然拿地裡的出產來獻
[00:12:40.520 --> 00:12:43.760]  那為什麼神這麼沒有道理
[00:12:43.760 --> 00:12:46.040]  他要怪該隱
[00:12:46.040 --> 00:12:48.160]  而喜歡阿伯呢?
[00:12:48.160 --> 00:12:49.640]  我想來想去
[00:12:49.640 --> 00:12:51.640]  我都想不通
[00:12:51.640 --> 00:12:58.120]  但是當我留意看到是因著信
[00:12:58.120 --> 00:13:00.240]  我就開始鑽研
[00:13:00.240 --> 00:13:02.400]  到底阿伯的獻祭
[00:13:02.400 --> 00:13:03.520]  和該隱的獻祭
[00:13:03.520 --> 00:13:07.720]  特別不同的地方在哪裡?
[00:13:07.720 --> 00:13:10.200]  我首先看到
[00:13:10.200 --> 00:13:13.920]  就是該隱拿地裡的出產
[00:13:13.920 --> 00:13:15.280]  這個拿
[00:13:15.280 --> 00:13:17.880]  就是沒有特別標明
[00:13:17.880 --> 00:13:19.160]  是拿哪一種
[00:13:19.160 --> 00:13:20.280]  是怎麼拿
[00:13:20.280 --> 00:13:22.920]  他就是隨意拿一些
[00:13:22.920 --> 00:13:23.920]  就去拿
[00:13:23.920 --> 00:13:28.520]  但是當講到阿伯的時候
[00:13:28.520 --> 00:13:31.920]  聖經無論《創世紀》或者《希伯來書》
[00:13:31.920 --> 00:13:35.280]  它特別提出了一件事
[00:13:35.280 --> 00:13:38.120]  就是他有心思
[00:13:38.120 --> 00:13:41.040]  這個心思在哪裡呢?
[00:13:41.040 --> 00:13:46.160]  他是在他的羊群中投生
[00:13:46.160 --> 00:13:49.760]  他沒有說是一隻羊的投生
[00:13:49.760 --> 00:13:53.160]  是羊群裡面這麼多羊當中
[00:13:53.160 --> 00:13:55.760]  第一隻
[00:13:55.760 --> 00:13:57.800]  這個投生是像什麼呢?
[00:13:57.800 --> 00:13:59.840]  是最好的
[00:13:59.840 --> 00:14:02.760]  最寶貝的
[00:14:02.760 --> 00:14:04.600]  也就是說
[00:14:04.600 --> 00:14:06.280]  當你有了這個投生的時候
[00:14:06.280 --> 00:14:07.200]  其他的有沒有呢?
[00:14:07.200 --> 00:14:07.920]  我不知道的
[00:14:07.920 --> 00:14:10.080]  不過既然這個是這樣
[00:14:10.080 --> 00:14:13.080]  我就將它首先拿出來
[00:14:13.080 --> 00:14:14.000]  第二
[00:14:14.000 --> 00:14:17.280]  是羊的滋養
[00:14:17.280 --> 00:14:20.520]  那為什麼要將羊的滋養來獻上呢?
[00:14:20.520 --> 00:14:21.480]  因為大家知道
[00:14:21.480 --> 00:14:24.880]  以前的獻祭是燒給神
[00:14:24.880 --> 00:14:27.480]  是將這些祭物來燒
[00:14:27.480 --> 00:14:28.560]  而第二部分
[00:14:28.560 --> 00:14:32.680]  我們看到《利未記》記載到祭司獻祭的時間
[00:14:32.680 --> 00:14:35.720]  同樣不只是將羊來宰了
[00:14:35.720 --> 00:14:38.200]  而是放在炭上
[00:14:38.200 --> 00:14:42.040]  而且也要將豬油放進去
[00:14:42.040 --> 00:14:43.560]  為什麼會這樣呢?
[00:14:43.560 --> 00:14:45.960]  是唯有這樣
[00:14:45.960 --> 00:14:47.880]  我們才會聞到
[00:14:47.880 --> 00:14:51.160]  清香的祭物
[00:14:51.160 --> 00:14:53.400]  我不知道大家知不知道
[00:14:53.400 --> 00:14:56.120]  你煎牛排的時候怎麼煎呢?
[00:14:56.120 --> 00:14:59.360]  我在師傅那裡可能也學了一些
[00:14:59.360 --> 00:15:03.280]  就是你最好要拿一塊牛膏
[00:15:03.280 --> 00:15:05.600]  或者牛排的邊部
[00:15:05.600 --> 00:15:06.360]  有些肥的
[00:15:06.360 --> 00:15:07.480]  割了它出來
[00:15:07.480 --> 00:15:09.880]  首先放在那裡起鍋
[00:15:09.880 --> 00:15:11.680]  放些蒜下去
[00:15:11.680 --> 00:15:12.840]  起鍋後
[00:15:12.840 --> 00:15:16.440]  然後一段時間才放牛排
[00:15:16.440 --> 00:15:20.720]  封住了牛排的汁在裡面
[00:15:20.720 --> 00:15:22.840]  外面就香一點
[00:15:22.840 --> 00:15:24.640]  清香
[00:15:24.640 --> 00:15:27.360]  原來牛排如果全瘦
[00:15:27.360 --> 00:15:29.200]  是沒有什麼香味的
[00:15:29.200 --> 00:15:31.960]  你是有些肥的脂油在裡面
[00:15:31.960 --> 00:15:33.360]  煎的時候
[00:15:33.360 --> 00:15:36.680]  那些香味才濃郁
[00:15:36.680 --> 00:15:38.200]  我也告訴大家
[00:15:38.200 --> 00:15:41.280]  以前鄉下沒有什麼吃的時間
[00:15:41.280 --> 00:15:44.080]  我們最喜愛的一樣東西
[00:15:44.080 --> 00:15:45.520]  就是豬油糕
[00:15:45.520 --> 00:15:47.400]  豉油拌飯
[00:15:47.400 --> 00:15:49.520]  是特別香
[00:15:49.520 --> 00:15:50.280]  偶然之間
[00:15:50.280 --> 00:15:51.960]  幾年前去過元朗
[00:15:51.960 --> 00:15:55.240]  有一家餐室酒樓
[00:15:55.240 --> 00:15:57.360]  原來它還有這一道東西
[00:15:57.360 --> 00:15:58.680]  重溫舊夢
[00:15:58.680 --> 00:16:00.440]  特別不同
[00:16:00.440 --> 00:16:01.680]  有些豬油在裡面
[00:16:01.680 --> 00:16:02.840]  加一點點豉油
[00:16:02.840 --> 00:16:03.880]  拌一拌之後
[00:16:03.880 --> 00:16:06.200]  那碗飯根本不用送
[00:16:06.200 --> 00:16:07.840]  你已經吃完了
[00:16:07.840 --> 00:16:09.400]  親愛的弟兄姊妹
[00:16:09.400 --> 00:16:11.520]  我們看到在舊約的時代
[00:16:11.520 --> 00:16:14.360]  神給以色列人一個指令
[00:16:14.360 --> 00:16:16.120]  就是要他們將這些東西
[00:16:16.120 --> 00:16:17.320]  來到這裡獻給他
[00:16:17.320 --> 00:16:19.280]  或者我們不明白
[00:16:19.280 --> 00:16:21.200]  我們不明白神為什麼要這樣
[00:16:21.200 --> 00:16:22.560]  我也相信
[00:16:22.560 --> 00:16:23.920]  該人和阿伯
[00:16:23.920 --> 00:16:24.760]  他們聽完的時候
[00:16:24.760 --> 00:16:26.960]  或者都未必完全明白
[00:16:26.960 --> 00:16:29.520]  但是阿伯就照著來做
[00:16:29.520 --> 00:16:31.840]  我不管我明不明白也好
[00:16:31.840 --> 00:16:33.480]  既然神是這樣吩咐
[00:16:33.480 --> 00:16:36.480]  我就是這樣去做
[00:16:36.480 --> 00:16:38.320]  可惜
[00:16:38.320 --> 00:16:40.480]  我們看到該人
[00:16:40.480 --> 00:16:42.400]  他看不到
[00:16:42.400 --> 00:16:45.480]  也可能他不相信這一件事
[00:16:45.480 --> 00:16:47.200]  所以就隨便這樣
[00:16:47.200 --> 00:16:48.400]  另一方面來說
[00:16:48.400 --> 00:16:49.960]  其實他可以和弟弟拿
[00:16:49.960 --> 00:16:51.280]  一隻羊也行
[00:16:51.280 --> 00:16:53.080]  然後用盡他的心思
[00:16:53.080 --> 00:16:54.480]  來獻祭也行
[00:16:54.480 --> 00:16:57.320]  但是他沒有這樣做
[00:16:57.320 --> 00:16:58.840]  我現在就很想
[00:16:58.840 --> 00:17:01.520]  讓大家來知道一下
[00:17:01.520 --> 00:17:05.120]  到底是誰告訴他們兄弟
[00:17:05.120 --> 00:17:07.400]  在一個日子的末了
[00:17:07.400 --> 00:17:08.680]  你就要獻祭
[00:17:08.680 --> 00:17:12.640]  你就要敬拜呢?
[00:17:12.640 --> 00:17:15.240]  聖經沒有很清楚交代
[00:17:15.240 --> 00:17:16.960]  但有一個可能的原因
[00:17:16.960 --> 00:17:19.240]  只有兩個
[00:17:19.240 --> 00:17:20.320]  第一個
[00:17:20.320 --> 00:17:22.480]  是神直接告訴他們
[00:17:22.480 --> 00:17:24.720]  阿當為什麼知道要獻祭
[00:17:24.720 --> 00:17:26.480]  是神告訴他們
[00:17:26.480 --> 00:17:29.720]  也有可能神也都告訴他們
[00:17:29.720 --> 00:17:31.600]  日子的末了的時候
[00:17:31.600 --> 00:17:35.080]  你就要敬拜、獻祭了
[00:17:35.080 --> 00:17:36.120]  這是第一個原因
[00:17:36.120 --> 00:17:38.040]  是直接說的
[00:17:38.040 --> 00:17:39.160]  第二個原因
[00:17:39.160 --> 00:17:41.320]  神是透過該人
[00:17:41.320 --> 00:17:41.920]  不是
[00:17:41.920 --> 00:17:44.560]  該人的爸爸和媽媽
[00:17:44.560 --> 00:17:46.160]  和阿伯的爸爸媽媽
[00:17:46.160 --> 00:17:47.360]  即是誰?
[00:17:47.360 --> 00:17:48.560]  即是阿當、華夏
[00:17:48.560 --> 00:17:50.240]  來告訴他們
[00:17:50.240 --> 00:17:53.280]  父母是因為看到
[00:17:53.280 --> 00:17:54.240]  有可能
[00:17:54.240 --> 00:17:56.880]  是看到神在他們犯罪之後
[00:17:56.880 --> 00:17:59.360]  他們本來用無花果葉遮身的
[00:17:59.360 --> 00:18:00.880]  但是神不用了
[00:18:00.880 --> 00:18:04.320]  他就用了一塊皮紙
[00:18:04.320 --> 00:18:06.320]  來遮蓋他們
[00:18:06.320 --> 00:18:10.480]  就是因為他們看到一塊皮紙遮蓋他們
[00:18:10.480 --> 00:18:13.240]  就看到神其實是殺了一隻生豬
[00:18:13.240 --> 00:18:15.240]  來遮蓋他們的身體
[00:18:15.240 --> 00:18:16.480]  也都有可能
[00:18:16.480 --> 00:18:17.920]  解經家絕對相信
