
[00:00:00.000 --> 00:00:04.600]  各位電影節目的觀眾朋友大家好
[00:06:32.000 --> 00:06:34.000]  到現在越來越快
[00:06:34.000 --> 00:06:36.000]  因為我們不能等
[00:06:36.000 --> 00:06:38.000]  我們快速快速最重要
[00:06:38.000 --> 00:06:40.000]  這個世代是講快速
[00:06:40.000 --> 00:06:42.000]  fast food, fast pass
[00:06:42.000 --> 00:06:44.000]  fast check, fast lane
[00:06:44.000 --> 00:06:46.000]  fast slim
[00:06:46.000 --> 00:06:48.000]  什麼都要立即
[00:06:48.000 --> 00:06:50.000]  美國有一個這樣的祈禱
[00:06:50.000 --> 00:06:52.000]  神啊求祢讓我懂得如何忍耐
[00:06:52.000 --> 00:06:54.000]  但我不能夠等
[00:06:54.000 --> 00:06:56.000]  我要馬上要
[00:06:56.000 --> 00:06:58.000]  如果人不懂得去等
[00:06:58.000 --> 00:07:00.000]  每件事都要死衝死衝
[00:07:00.000 --> 00:07:02.000]  橫衝直撞
[00:07:02.000 --> 00:07:04.000]  開車不懂得在紅綠燈
[00:07:04.000 --> 00:07:06.000]  面前做了紅燈的時候
[00:07:06.000 --> 00:07:08.000]  等候
[00:07:08.000 --> 00:07:10.000]  你想想你是一個非常危險的人物
[00:07:10.000 --> 00:07:12.000]  一篇的諾章
[00:07:12.000 --> 00:07:14.000]  沒有了優子乎只會衝衝衝
[00:07:14.000 --> 00:07:16.000]  衝下去
[00:07:16.000 --> 00:07:18.000]  這不是一個美妙的諾章
[00:07:18.000 --> 00:07:20.000]  一個不懂得等待的人
[00:07:20.000 --> 00:07:22.000]  就好像萬子說過
[00:07:22.000 --> 00:07:24.000]  鴨苗座長的故事
[00:07:24.000 --> 00:07:26.000]  種和
[00:07:26.000 --> 00:07:28.000]  種了很多和都發覺不長
[00:07:28.000 --> 00:07:30.000]  於是他不耐煩
[00:07:30.000 --> 00:07:32.000]  有一天就起來
[00:07:32.000 --> 00:07:34.000]  你不長讓我幫幫你
[00:07:34.000 --> 00:07:36.000]  全部都拉高一點
[00:07:36.000 --> 00:07:38.000]  以為高了
[00:07:38.000 --> 00:07:40.000]  結果
[00:07:40.000 --> 00:07:42.000]  第二天就全部死了
[00:07:42.000 --> 00:07:44.000]  這叫鴨苗座長
[00:07:44.000 --> 00:07:46.000]  事實上有趣的地方
[00:07:46.000 --> 00:07:48.000]  等候是聖經的主題
[00:07:48.000 --> 00:07:50.000]  等候是聖經的主題
[00:07:50.000 --> 00:07:52.000]  我們在詩篇時常都聽到這句話
[00:07:52.000 --> 00:07:54.000]  我們在詩篇時常都聽到這句話
[00:07:54.000 --> 00:07:56.000]  你們要等候耶和華
[00:07:56.000 --> 00:07:58.000]  耳塞亞先知書第40章31句話
[00:07:58.000 --> 00:08:00.000]  耳塞亞先知書第40章31句話
[00:08:00.000 --> 00:08:02.000]  等候耶和華都必從新得力
[00:08:02.000 --> 00:08:04.000]  不單舊約是這樣
[00:08:04.000 --> 00:08:06.000]  新約的等候也是一個非常重要的訊息
[00:08:06.000 --> 00:08:08.000]  新約的等候也是一個非常重要的訊息
[00:08:08.000 --> 00:08:10.000]  耶穌升天的時候
[00:08:10.000 --> 00:08:12.000]  他不是等到聖靈來到
[00:08:12.000 --> 00:08:14.000]  交代完然後才走
[00:08:14.000 --> 00:08:16.000]  他叫門徒在耶路撒冷城
[00:08:16.000 --> 00:08:18.000]  等候聖靈的降臨
[00:08:18.000 --> 00:08:20.000]  等候聖靈的降臨
[00:08:20.000 --> 00:08:22.000]  亞各書第7節說
[00:08:22.000 --> 00:08:24.000]  亞各書第7節說
[00:08:24.000 --> 00:08:26.000]  農夫要等候春雨秋雨的來臨
[00:08:26.000 --> 00:08:28.000]  農夫要等候春雨秋雨的來臨
[00:08:28.000 --> 00:08:30.000]  他一定要忍耐
[00:08:30.000 --> 00:08:32.000]  等候這個字
[00:08:32.000 --> 00:08:34.000]  希臘文中有一個希臘文叫hopomone
[00:08:34.000 --> 00:08:36.000]  不單是等候
[00:08:36.000 --> 00:08:38.000]  也可以解作堅忍
[00:08:38.000 --> 00:08:40.000]  行忍
[00:08:40.000 --> 00:08:42.000]  堅持
[00:08:42.000 --> 00:08:44.000]  順
[00:08:44.000 --> 00:08:46.000]  和等候這兩個字
[00:08:46.000 --> 00:08:48.000]  事實上走在一起
[00:08:48.000 --> 00:08:50.000]  你要相信
[00:08:50.000 --> 00:08:52.000]  人們等候
[00:08:52.000 --> 00:08:54.000]  等候你要相信
[00:08:54.000 --> 00:08:56.000]  希伯來書第11章第9至10節
[00:08:56.000 --> 00:08:58.000]  亞伯拉罕因著順
[00:08:58.000 --> 00:09:00.000]  就在應許之地作客
[00:09:00.000 --> 00:09:02.000]  好在異地居住帳篷
[00:09:02.000 --> 00:09:04.000]  與那同無一個
[00:09:04.000 --> 00:09:06.000]  應許的以撒瓦國一樣
[00:09:06.000 --> 00:09:08.000]  因為他等候那在有
[00:09:08.000 --> 00:09:10.000]  根基的食
[00:09:10.000 --> 00:09:12.000]  同樣在我們今天
[00:09:12.000 --> 00:09:14.000]  所讀的這段經文裡
[00:09:14.000 --> 00:09:16.000]  我們也看到這兩個重要的觀念
[00:09:16.000 --> 00:09:18.000]  等候和順
[00:09:18.000 --> 00:09:20.000]  在一起
[00:09:20.000 --> 00:09:22.000]  第三句話還要等候
[00:09:22.000 --> 00:09:24.000]  第四句話
[00:09:24.000 --> 00:09:26.000]  二人必一順得生
[00:09:26.000 --> 00:09:28.000]  所以順就是等候
[00:09:28.000 --> 00:09:30.000]  等候就必須相信
[00:09:30.000 --> 00:09:32.000]  或者我們詳細來看看
[00:09:32.000 --> 00:09:34.000]  哈伯局書
[00:09:34.000 --> 00:09:36.000]  第二章一節至四節
[00:09:36.000 --> 00:09:38.000]  等的藝術是什麼
[00:09:38.000 --> 00:09:40.000]  首先我們看看第一節
[00:09:40.000 --> 00:09:42.000]  我要站在守望所
[00:09:42.000 --> 00:09:44.000]  立在
[00:09:44.000 --> 00:09:46.000]  望樓上觀看
[00:09:46.000 --> 00:09:48.000]  看夜話對我說什麼話
[00:09:48.000 --> 00:09:50.000]  我要用什麼話
[00:09:50.000 --> 00:09:52.000]  向他伸冤
[00:09:52.000 --> 00:09:54.000]  什麼叫守望所
[00:09:54.000 --> 00:09:56.000]  什麼叫望樓呢
[00:09:56.000 --> 00:09:58.000]  守望所這個希伯來文
[00:09:58.000 --> 00:10:00.000]  Miserat
[00:10:00.000 --> 00:10:02.000]  這個字
[00:10:02.000 --> 00:10:04.000]  是一個軍事的設備
[00:10:04.000 --> 00:10:06.000]  是一個瞭望站
[00:10:06.000 --> 00:10:08.000]  同樣這個望樓
[00:10:08.000 --> 00:10:10.000]  Masur這個字
[00:10:10.000 --> 00:10:12.000]  也是一個軍事設施
[00:10:12.000 --> 00:10:14.000]  英文叫做Watch Tower
[00:10:14.000 --> 00:10:16.000]  通常那些人
[00:10:16.000 --> 00:10:18.000]  在守望台或望樓
[00:10:18.000 --> 00:10:20.000]  有兩個作用
[00:10:20.000 --> 00:10:22.000]  第一就是看看有沒有敵人進攻
[00:10:22.000 --> 00:10:24.000]  瞭望站
[00:10:24.000 --> 00:10:26.000]  看看有沒有敵人
[00:10:26.000 --> 00:10:28.000]  從高處望下
[00:10:28.000 --> 00:10:30.000]  一目了然看看有沒有敵人進攻
[00:10:30.000 --> 00:10:32.000]  另外一個目的就是
[00:10:32.000 --> 00:10:34.000]  等候救兵來到
[00:10:34.000 --> 00:10:36.000]  等候救兵什麼時候來到
[00:10:36.000 --> 00:10:38.000]  你大開中門
[00:10:38.000 --> 00:10:40.000]  等他來到
[00:10:40.000 --> 00:10:42.000]  守望所和望樓
[00:10:42.000 --> 00:10:44.000]  都是城裏最高的地方
[00:10:44.000 --> 00:10:46.000]  也是最危險
[00:10:46.000 --> 00:10:48.000]  最突出的地方
[00:10:48.000 --> 00:10:50.000]  敵人進攻你的時候
[00:10:50.000 --> 00:10:52.000]  首先要砌下你的守望所
[00:10:52.000 --> 00:10:54.000]  望樓
[00:10:54.000 --> 00:10:56.000]  好像今天那些雷達站
[00:10:56.000 --> 00:10:58.000]  或者雷達網
[00:10:58.000 --> 00:11:00.000]  偵察敵機來到
[00:11:00.000 --> 00:11:02.000]  如果飛機炸毀所有雷達的時候
[00:11:02.000 --> 00:11:04.000]  你就不可以
[00:11:04.000 --> 00:11:06.000]  去追查飛機的行蹤
[00:11:06.000 --> 00:11:08.000]  所以
[00:11:08.000 --> 00:11:10.000]  這是很危險的
[00:11:10.000 --> 00:11:12.000]  要告訴我們一件事
[00:11:12.000 --> 00:11:14.000]  才知道哈伯高娃
[00:11:14.000 --> 00:11:16.000]  我要去到這個守望所
[00:11:16.000 --> 00:11:18.000]  站在守望所
[00:11:18.000 --> 00:11:20.000]  立在望樓上
[00:11:20.000 --> 00:11:22.000]  其中一個很重要的訊息就是
[00:11:22.000 --> 00:11:24.000]  作為一個守望者
[00:11:24.000 --> 00:11:26.000]  他第一個任務就是
[00:11:26.000 --> 00:11:28.000]  要離開他的安樂窩
[00:11:28.000 --> 00:11:30.000]  去到這個
[00:11:30.000 --> 00:11:32.000]  危險的
[00:11:32.000 --> 00:11:34.000]  守望所和望樓裏面
[00:11:34.000 --> 00:11:36.000]  觀看
[00:11:36.000 --> 00:11:38.000]  情況
[00:11:38.000 --> 00:11:40.000]  看救兵何時來到
[00:11:40.000 --> 00:11:42.000]  作為先知他有責任
[00:11:42.000 --> 00:11:44.000]  去看利塞亞何時來到
[00:11:44.000 --> 00:11:46.000]  並且要將這個
[00:11:46.000 --> 00:11:48.000]  消息立即通知
[00:11:48.000 --> 00:11:50.000]  所有的百姓
[00:11:50.000 --> 00:11:52.000]  這個就是先知的角色
[00:11:52.000 --> 00:11:54.000]  他要站在前線
[00:11:54.000 --> 00:11:56.000]  為以色列等候
[00:11:56.000 --> 00:11:58.000]  利塞亞降臨
[00:11:58.000 --> 00:12:00.000]  當他看到的時候
[00:12:00.000 --> 00:12:02.000]  就立即回報眾人
[00:12:02.000 --> 00:12:04.000]  好叫眾人有所預備
[00:12:04.000 --> 00:12:06.000]  今天作為首領
[00:12:06.000 --> 00:12:08.000]  作為先知
[00:12:08.000 --> 00:12:10.000]  並不是栽身在後方
[00:12:10.000 --> 00:12:12.000]  最認為最安全
[00:12:12.000 --> 00:12:14.000]  最嚴密的地方
[00:12:14.000 --> 00:12:16.000]  不是
[00:12:16.000 --> 00:12:18.000]  是甘心樂意離開
[00:12:18.000 --> 00:12:20.000]  這一塊安樂土
[00:12:20.000 --> 00:12:22.000]  打聽情報
[00:12:22.000 --> 00:12:24.000]  向人民宣告
[00:12:24.000 --> 00:12:26.000]  事實上信第一步
[00:12:26.000 --> 00:12:28.000]  是要走出這個安樂窩
[00:12:28.000 --> 00:12:30.000]  因為安樂窩
[00:12:30.000 --> 00:12:32.000]  是一個假象
[00:12:32.000 --> 00:12:34.000]  以為安全
[00:12:34.000 --> 00:12:36.000]  以為可以放鬆
[00:12:36.000 --> 00:12:38.000]  以為可以安逸
[00:12:38.000 --> 00:12:40.000]  其實是假象
[00:12:40.000 --> 00:12:42.000]  就好像青蛙
[00:12:42.000 --> 00:12:44.000]  青蛙很聰明
[00:12:44.000 --> 00:12:46.000]  如果你想捉牠
[00:12:46.000 --> 00:12:48.000]  牠會跑掉
[00:12:48.000 --> 00:12:50.000]  但你將青蛙放在冷水中
[00:12:50.000 --> 00:12:52.000]  然後加熱煮食
[00:12:52.000 --> 00:12:54.000]  青蛙不知道危險
[00:12:54.000 --> 00:12:56.000]  因為牠是涼血動物
[00:12:56.000 --> 00:12:58.000]  外面的水溫一直升高
[00:12:58.000 --> 00:13:00.000]  牠的體溫隨之上升
[00:13:00.000 --> 00:13:02.000]  所以察覺不到
[00:13:02.000 --> 00:13:04.000]  危險性
[00:13:04.000 --> 00:13:06.000]  人在安逸中生活一樣
[00:13:06.000 --> 00:13:08.000]  基督徒在安逸中生活一樣
[00:13:08.000 --> 00:13:10.000]  我相信
[00:13:10.000 --> 00:13:12.000]  美國的疫情
[00:13:12.000 --> 00:13:14.000]  為什麼會搞成這樣呢
[00:13:14.000 --> 00:13:16.000]  因為太過抱怨
[00:13:16.000 --> 00:13:18.000]  不是站在守望台
[00:13:18.000 --> 00:13:20.000]  望所
[00:13:20.000 --> 00:13:22.000]  當你在守望台
[00:13:22.000 --> 00:13:24.000]  當你在望樓的時候
[00:13:24.000 --> 00:13:26.000]  你就會發覺
[00:13:26.000 --> 00:13:28.000]  原來你是一個天使
[00:13:28.000 --> 00:13:30.000]  當你在望樓的時候
[00:13:30.000 --> 00:13:32.000]  你就會發覺原來你是一個戰爭的狀態
[00:13:32.000 --> 00:13:34.000]  你要知道
[00:13:34.000 --> 00:13:36.000]  等候救兵的來到
[00:13:36.000 --> 00:13:38.000]  這個就是
[00:13:38.000 --> 00:13:40.000]  守望台的意思
[00:13:40.000 --> 00:13:42.000]  哈伯公先知的身份
[00:13:42.000 --> 00:13:44.000]  來到守望所
[00:13:44.000 --> 00:13:46.000]  望台等候耶和華的降臨
[00:13:46.000 --> 00:13:48.000]  看耶和華對我說什麼話
[00:13:48.000 --> 00:13:50.000]  我可以用什麼話
[00:13:50.000 --> 00:13:52.000]  向他申訴
[00:13:52.000 --> 00:13:54.000]  有些色經家就以為
[00:13:54.000 --> 00:13:56.000]  伸冤這個字
[00:13:56.000 --> 00:13:58.000]  是埋怨或是疑問
[00:13:58.000 --> 00:14:00.000]  換句話說
[00:14:00.000 --> 00:14:02.000]  埋怨的不是先知
[00:14:02.000 --> 00:14:04.000]  是耶和華
[00:14:04.000 --> 00:14:06.000]  聽見先知埋怨
[00:14:06.000 --> 00:14:08.000]  他就會
[00:14:08.000 --> 00:14:10.000]  向先知質問
[00:14:10.000 --> 00:14:12.000]  所以哈伯公先知
[00:14:12.000 --> 00:14:14.000]  就看一看
[00:14:14.000 --> 00:14:16.000]  質問我的時候我應該怎麼回答
[00:14:16.000 --> 00:14:18.000]  但我想這個解釋是錯的
[00:14:18.000 --> 00:14:20.000]  因為為什麼
[00:14:20.000 --> 00:14:22.000]  上帝不會秋後善詳
[00:14:22.000 --> 00:14:24.000]  上帝不會這麼小器
[00:14:24.000 --> 00:14:26.000]  有些新素想質問
[00:14:26.000 --> 00:14:28.000]  並非如此
[00:14:28.000 --> 00:14:30.000]  所以我覺得
[00:14:30.000 --> 00:14:32.000]  和合本的翻譯
[00:14:32.000 --> 00:14:34.000]  是比較可信的
[00:14:34.000 --> 00:14:36.000]  耶和華對我說什麼話
[00:14:36.000 --> 00:14:38.000]  我可以用什麼話向他申怨
[00:14:38.000 --> 00:14:40.000]  就是說
[00:14:40.000 --> 00:14:42.000]  他如果見到尼塞亞降臨的時候
[00:14:42.000 --> 00:14:44.000]  他見到耶和華
[00:14:44.000 --> 00:14:46.000]  來到的時候
[00:14:46.000 --> 00:14:48.000]  我就要問他
[00:14:48.000 --> 00:14:50.000]  我用什麼話去向他申怨
[00:14:50.000 --> 00:14:52.000]  為什麼他看不到
[00:14:52.000 --> 00:14:54.000]  這些迦勒底人
[00:14:54.000 --> 00:14:56.000]  是不義不公
[00:14:56.000 --> 00:14:58.000]  殘酷的
[00:14:58.000 --> 00:15:00.000]  對待他的子民
[00:15:00.000 --> 00:15:02.000]  我要向耶和華問得清清楚楚
[00:15:02.000 --> 00:15:04.000]  這裡絕對不是說
[00:15:04.000 --> 00:15:06.000]  耶和華去埋怨他
[00:15:06.000 --> 00:15:08.000]  去申訴
[00:15:08.000 --> 00:15:10.000]  事實上質問
[00:15:10.000 --> 00:15:12.000]  懷疑
[00:15:12.000 --> 00:15:14.000]  並非一定要消極
[00:15:14.000 --> 00:15:16.000]  就好像菲利普耶穌說的話
[00:15:16.000 --> 00:15:18.000]  懷疑是信心的種子
[00:15:18.000 --> 00:15:20.000]  一切信心
[00:15:20.000 --> 00:15:22.000]  起初是根源於
[00:15:22.000 --> 00:15:24.000]  懷疑和質問
[00:15:24.000 --> 00:15:26.000]  神絕對不會因為我們質問
[00:15:26.000 --> 00:15:28.000]  而秋後算帳
[00:15:28.000 --> 00:15:30.000]  事實上
[00:15:30.000 --> 00:15:32.000]  我們發覺懷疑
[00:15:32.000 --> 00:15:34.000]  申怨和信心
[00:15:34.000 --> 00:15:36.000]  是有很大很大的關係
[00:15:36.000 --> 00:15:38.000]  比如我們看看路加福音第十八章
[00:15:38.000 --> 00:15:40.000]  耶穌說了一個比喻
[00:15:40.000 --> 00:15:42.000]  是說寡婦的比喻
[00:15:42.000 --> 00:15:44.000]  他就向那個不怕神
[00:15:44.000 --> 00:15:46.000]  不尊重世人的官
[00:15:46.000 --> 00:15:48.000]  給他申怨
[00:15:48.000 --> 00:15:50.000]  其後
[00:15:50.000 --> 00:15:52.000]  耶穌就做了一個結論
[00:15:52.000 --> 00:15:54.000]  神的選民晝夜呼籲他
[00:15:54.000 --> 00:15:56.000]  他終於為他們飲料多時
[00:15:56.000 --> 00:15:58.000]  豈不終究給他們申冤
[00:15:58.000 --> 00:16:00.000]  我告訴你們
[00:16:00.000 --> 00:16:02.000]  要快快的給他們申冤
[00:16:02.000 --> 00:16:04.000]  而人子來的時候
[00:16:04.000 --> 00:16:06.000]  與得見世上有信德嗎
[00:16:06.000 --> 00:16:08.000]  申冤
[00:16:08.000 --> 00:16:10.000]  等候 信心
[00:16:10.000 --> 00:16:12.000]  事實上走在一起
[00:16:12.000 --> 00:16:14.000]  耶穌是想告訴我們
[00:16:14.000 --> 00:16:16.000]  一件事
[00:16:16.000 --> 00:16:18.000]  上帝應許過
[00:16:18.000 --> 00:16:20.000]  他一定會為我們申冤
[00:16:20.000 --> 00:16:22.000]  不過時候未到
[00:16:22.000 --> 00:16:24.000]  我們儘管在這裡有信心
[00:16:24.000 --> 00:16:26.000]  去等候他
[00:16:26.000 --> 00:16:28.000]  所以啟示錄第六章第十節說
[00:16:28.000 --> 00:16:30.000]  那些被殺的信徒問
[00:16:30.000 --> 00:16:32.000]  你上帝不審判
[00:16:32.000 --> 00:16:34.000]  住在地上的人
[00:16:34.000 --> 00:16:36.000]  給我們流血的申冤
[00:16:36.000 --> 00:16:38.000]  要等到何時呢
[00:16:38.000 --> 00:16:40.000]  上帝的答覆說
[00:16:40.000 --> 00:16:42.000]  上帝一定會為你申冤
[00:16:42.000 --> 00:16:44.000]  你相信他
[00:16:44.000 --> 00:16:46.000]  耶穌基督就這樣說
[00:16:46.000 --> 00:16:48.000]  人子來的時候
[00:16:48.000 --> 00:16:50.000]  與得見世上有信德嗎
[00:16:50.000 --> 00:16:52.000]  信德的意思
[00:16:52.000 --> 00:16:54.000]  有沒有信心
[00:16:54.000 --> 00:16:56.000]  同樣在哈佛的書第二章
[00:16:56.000 --> 00:16:58.000]  我們同樣看到同樣的模式
[00:16:58.000 --> 00:17:00.000]  耶和華出現了
[00:17:00.000 --> 00:17:02.000]  他怎樣回答才知道
[00:17:02.000 --> 00:17:04.000]  雖然遲疑
[00:17:04.000 --> 00:17:06.000]  還要等候
[00:17:06.000 --> 00:17:08.000]  為義人必因信德生
