
[00:00:00.000 --> 00:00:04.380]  各位大宇宙的主持人、各位朋友
[00:01:36.980 --> 00:01:39.820]  所謂「世風日下」越來越不像樣
[00:01:39.820 --> 00:01:43.860]  我們要表達這個時候的需要給市長知道
[00:01:43.860 --> 00:01:49.740]  還有我們教會怎樣可以參與去改變這個社會
[00:01:49.740 --> 00:01:54.000]  事隔了三十多年 三藩市有沒有進步呢?
[00:01:54.000 --> 00:01:57.540]  你只要打開報紙或者聽一聽新聞
[00:01:57.540 --> 00:02:04.420]  你會發覺到三藩市比起三十年前相差很多很多
[00:02:04.420 --> 00:02:08.620]  特別是2019年之後更加是亂局一個
[00:02:08.620 --> 00:02:12.140]  三藩市的市民也都越來越憤怒不滿
[00:02:12.140 --> 00:02:13.820]  以至於過去一兩年
[00:02:13.820 --> 00:02:20.260]  D.A.Bowdoin和教育局三個委員
[00:02:20.260 --> 00:02:28.980]  表示對這個社會、對這個城市的管治非常的不滿
[00:02:28.980 --> 00:02:31.740]  究竟三藩市的問題在哪裡呢?
[00:02:31.740 --> 00:02:33.640]  根據三藩市紀事報
[00:02:33.640 --> 00:02:36.520]  San Francisco Chronicle的一篇專文
[00:02:36.520 --> 00:02:38.120]  它有這樣記載
[00:02:38.120 --> 00:02:40.960]  它說有30%的三藩市居民
[00:02:40.960 --> 00:02:45.060]  預備在三年內搬離三藩市
[00:02:45.060 --> 00:02:50.180]  其中年輕的一輩18至34歲佔了54%
[00:02:50.180 --> 00:02:54.400]  35至49歲佔了38%
[00:02:54.400 --> 00:02:58.140]  就是說越年輕的就越想離開
[00:02:58.140 --> 00:03:00.140]  這三年內就離開
[00:03:00.140 --> 00:03:02.400]  留下來的只有老人家
[00:03:02.400 --> 00:03:06.240]  其實這些老人家都不是說他們不想離開
[00:03:06.240 --> 00:03:08.640]  而是他們沒有能力離開
[00:03:08.640 --> 00:03:12.320]  離開的問題可能更加大
[00:03:12.320 --> 00:03:14.320]  為什麼會有這樣的情形呢?
[00:03:14.320 --> 00:03:15.640]  更加令人憂慮的
[00:03:15.640 --> 00:03:20.520]  其中想離開的多數是比較高收入的那些
[00:03:20.520 --> 00:03:22.660]  他們的意欲就更加強
[00:03:22.660 --> 00:03:25.480]  究竟三藩市有什麼問題呢?
[00:03:25.480 --> 00:03:27.600]  紀事報就提出有幾個問題
[00:03:27.600 --> 00:03:29.600]  也是眾所周知的
[00:03:29.600 --> 00:03:31.000]  第一是治安問題
[00:03:31.000 --> 00:03:33.360]  尤其是對亞裔人士來說
[00:03:33.360 --> 00:03:38.080]  搶劫、毒打、欺凌幾乎是每天都發生的
[00:03:38.080 --> 00:03:40.080]  在這個城市裏面
[00:03:40.080 --> 00:03:41.720]  更加離譜的是
[00:03:41.720 --> 00:03:46.640]  犯案是得不到適當的刑罰
[00:03:46.640 --> 00:03:49.320]  不用出錢就可以保釋了
[00:03:49.320 --> 00:03:51.320]  也不用坐牢
[00:03:51.320 --> 00:03:57.280]  搶錢少於900元的時候就免於告了
[00:03:57.280 --> 00:03:59.520]  就算警察抓到犯人
[00:03:59.520 --> 00:04:03.160]  往往去到法庭的時候很快就恢復自由
[00:04:03.160 --> 00:04:09.040]  也不會負上任何的責任
[00:04:09.040 --> 00:04:11.040]  沒有後果的
[00:04:11.040 --> 00:04:14.240]  所以為什麼三藩市的DA
[00:04:14.240 --> 00:04:17.680]  District Attorney Bouldin
[00:04:17.680 --> 00:04:20.080]  被選民recall炒友
[00:04:20.080 --> 00:04:25.160]  就是表示對這種情形非常的不滿
[00:04:25.160 --> 00:04:28.280]  第二 住屋昂貴
[00:04:28.280 --> 00:04:30.080]  物價高漲
[00:04:30.080 --> 00:04:33.920]  一個中等收入的家庭要養家
[00:04:33.920 --> 00:04:37.240]  要租屋或者要生活
[00:04:37.240 --> 00:04:39.240]  在三藩市不簡單
[00:04:39.240 --> 00:04:42.760]  買屋加上利息在這裏增加
[00:04:42.760 --> 00:04:45.000]  屋價也不是跌得那麼厲害
[00:04:45.000 --> 00:04:47.680]  這是很困難的事 租屋也不容易
[00:04:47.680 --> 00:04:49.680]  一般人住不起
[00:04:49.680 --> 00:04:53.480]  住不起於是你發覺學校很多老師
[00:04:53.480 --> 00:04:59.360]  都不願意來三藩市去任職了
[00:04:59.360 --> 00:05:01.680]  又更加造成了homeless的問題
[00:05:01.680 --> 00:05:03.680]  其實homeless的問題
[00:05:03.680 --> 00:05:05.680]  是帶出一個更加基本的問題
[00:05:05.680 --> 00:05:10.240]  不少人從外州買了一條單程的Greyhound bus
[00:05:10.240 --> 00:05:12.240]  來到三藩市
[00:05:12.240 --> 00:05:14.400]  為什麼呢?三藩市天氣比較好
[00:05:14.400 --> 00:05:15.880]  福利也不錯
[00:05:15.880 --> 00:05:18.880]  於是市政府就要解決這些homeless的問題
[00:05:18.880 --> 00:05:21.440]  而似乎是永遠解決不了的
[00:05:21.440 --> 00:05:23.440]  30年前已經有homeless的問題
[00:05:23.440 --> 00:05:24.880]  今天也解決不了的
[00:05:24.880 --> 00:05:28.720]  再加上不少的homeless的人
[00:05:28.720 --> 00:05:33.520]  和精神病患者或者毒品使用者是息息相關的
[00:05:33.520 --> 00:05:36.520]  這些也是帶來了治安的問題
[00:05:36.520 --> 00:05:39.840]  市政府以為建多些affordable housing就可以解決
[00:05:39.840 --> 00:05:41.840]  但基本上的問題
[00:05:41.840 --> 00:05:44.720]  吸毒的問題、精神病的問題
[00:05:44.720 --> 00:05:48.480]  一天不解決 仍然有問題
[00:05:48.480 --> 00:05:50.480]  還有教育的問題
[00:05:50.480 --> 00:05:52.480]  然後三藩市物價高漲
[00:05:52.480 --> 00:05:55.920]  治安欠佳不少的教師卻步
[00:05:55.920 --> 00:06:01.360]  於是我們就發覺教育也太自由化了
[00:06:01.360 --> 00:06:04.560]  沒有什麼紀律 成績開始低落
[00:06:04.560 --> 00:06:09.040]  不少家長都擔心甚至離去
[00:06:09.040 --> 00:06:12.800]  還有前幾年不少的大公司
[00:06:12.800 --> 00:06:19.440]  尤其是那些高科技公司搬離三藩市的downtown
[00:06:19.440 --> 00:06:21.040]  引起物價高漲
[00:06:21.040 --> 00:06:24.080]  市政府又要加建不少的設施
[00:06:24.080 --> 00:06:29.600]  公路、地鐵 但COVID-19來了
[00:06:29.600 --> 00:06:33.040]  整個社會有極大的影響
[00:06:33.040 --> 00:06:35.040]  經濟又衰退了
[00:06:35.040 --> 00:06:38.880]  每個人都不上班 在家裡上班
[00:06:38.880 --> 00:06:42.640]  忽然間三藩市的downtown水靜河飛
[00:06:42.640 --> 00:06:47.600]  那些店鋪、酒吧、地鐵的人口大減
[00:06:47.600 --> 00:06:51.920]  市政府的預算就發覺搞不定
[00:06:51.920 --> 00:06:53.920]  再加上COVID-19的問題
[00:06:53.920 --> 00:06:55.680]  科技公司大裁員
[00:06:55.680 --> 00:06:58.480]  於是你發覺在整個的社會
[00:06:58.480 --> 00:07:02.320]  是發生很大的困難在裡面
[00:07:02.320 --> 00:07:04.800]  在這樣的情形之下
[00:07:04.800 --> 00:07:07.840]  我們三藩市搞得怎麼樣呢?
[00:07:07.840 --> 00:07:12.080]  有不少搬離或者不再回來三藩市
[00:07:12.080 --> 00:07:15.360]  留下來的又怎麼樣呢?
[00:07:15.360 --> 00:07:19.600]  何況我們帶著一種冷漠的態度
[00:07:19.600 --> 00:07:20.880]  我都做不到什麼
[00:07:20.880 --> 00:07:23.600]  或者帶著一種很命運色彩的態度
[00:07:23.600 --> 00:07:25.120]  一於躺平
[00:07:25.120 --> 00:07:28.240]  但這個不是耶穌所教導我們的
[00:07:28.240 --> 00:07:30.000]  耶穌不是這樣的
[00:07:30.000 --> 00:07:32.320]  耶穌給我們一個簡而清的方法
[00:07:32.320 --> 00:07:33.920]  就是將這個世界改變過來
[00:07:33.920 --> 00:07:37.760]  所以祂告訴你 你是世上的鹽、世上的剛
[00:07:37.760 --> 00:07:39.920]  鹽是要殺在這裡的
[00:07:39.920 --> 00:07:42.400]  不是混在一起的
[00:07:42.400 --> 00:07:44.560]  是要殺在食物不同的地方
[00:07:44.560 --> 00:07:49.680]  你才能夠防腐
[00:07:49.680 --> 00:07:51.680]  剛也要射出去的
[00:07:51.680 --> 00:07:56.400]  所以Chuck Wendel稱這個叫Shake and Shine Strategy
[00:07:56.400 --> 00:07:57.680]  耶穌怎麼說呢?
[00:07:57.680 --> 00:07:59.520]  你們是世上的鹽
[00:07:59.520 --> 00:08:02.320]  鹽若失了味怎能叫它再鹹呢?
[00:08:02.320 --> 00:08:03.280]  以後無用
[00:08:03.280 --> 00:08:05.600]  不過掉在外面被人踐踏了
[00:08:05.600 --> 00:08:07.440]  你們是世上的剛
[00:08:07.440 --> 00:08:08.960]  承造在身上
[00:08:08.960 --> 00:08:10.000]  是不能隱藏的
[00:08:10.000 --> 00:08:11.120]  人點燈
[00:08:11.120 --> 00:08:12.720]  不放在斗底下
[00:08:12.720 --> 00:08:14.240]  是放在燈台上
[00:08:14.240 --> 00:08:16.800]  就照亮一家人
[00:08:16.800 --> 00:08:19.040]  所以耶穌告訴你
[00:08:19.040 --> 00:08:21.840]  你們是世上的鹽、世上的剛
[00:08:21.840 --> 00:08:24.480]  對社會是有防腐的作用的
[00:08:24.480 --> 00:08:26.240]  我想起Peter Marshall
[00:08:26.240 --> 00:08:27.920]  是一個很出色的講員
[00:08:27.920 --> 00:08:30.240]  也是美國參議員的牧師
[00:08:30.240 --> 00:08:32.640]  他曾經說過一個非常有趣的故事
[00:08:32.640 --> 00:08:36.000]  他說在澳大利亞阿比斯山脈
[00:08:36.000 --> 00:08:38.800]  有一個風景非常優美的小村莊
[00:08:38.800 --> 00:08:40.160]  這個村莊的河流
[00:08:40.160 --> 00:08:42.160]  那些山水非常清晰
[00:08:42.160 --> 00:08:44.080]  原因就是
[00:08:44.080 --> 00:08:48.480]  原來這條村子過了這個小鎮的議會
[00:08:48.480 --> 00:08:51.760]  就僱用了一個工人
[00:08:51.760 --> 00:08:54.640]  他住在河的上流
[00:08:54.640 --> 00:08:56.800]  這個工人天天辛勤工作
[00:08:56.800 --> 00:09:03.440]  把落葉那些污染了上流的掃除乾淨
[00:09:03.440 --> 00:09:07.120]  以致流出來的水是非常的清晰的
[00:09:07.120 --> 00:09:09.280]  吸引了不少的遊客
[00:09:09.280 --> 00:09:12.640]  這個鎮也都越來越繁盛了
[00:09:12.640 --> 00:09:15.200]  生意也都非常好
[00:09:15.200 --> 00:09:16.800]  隔了很久很久
[00:09:16.800 --> 00:09:20.160]  有一次這個小鎮的議會開會
[00:09:20.160 --> 00:09:21.520]  那些議員開會
[00:09:21.520 --> 00:09:24.240]  包括財政預算裡面有一項叫做
[00:09:24.240 --> 00:09:28.240]  老人故宮的公知
[00:09:28.240 --> 00:09:30.640]  那個時候沒有人知道這個老人
[00:09:30.640 --> 00:09:32.320]  沒有人知道這個老人
[00:09:32.320 --> 00:09:36.000]  是去清除上流的垃圾的
[00:09:36.000 --> 00:09:37.760]  他們也都從沒有見過
[00:09:37.760 --> 00:09:40.960]  他們為了節省開支就把他解僱了
[00:09:40.960 --> 00:09:44.160]  頭幾個月沒有什麼大改變
[00:09:44.160 --> 00:09:46.000]  小鎮一樣是這麼繁盛
[00:09:46.000 --> 00:09:47.280]  生意一樣這麼好
[00:09:47.280 --> 00:09:49.680]  秋天來到落葉下降
[00:09:49.680 --> 00:09:51.440]  水開始發霉
[00:09:51.440 --> 00:09:52.560]  變黑色
[00:09:52.560 --> 00:09:53.360]  污染
[00:09:53.360 --> 00:09:54.720]  臭氣昏天
[00:09:54.720 --> 00:09:56.000]  那些小鳥不來了
[00:09:56.000 --> 00:09:57.360]  遊客也都不來了
[00:09:57.360 --> 00:09:59.440]  生意都沒有了
[00:09:59.440 --> 00:10:01.680]  現在這個時候議會才發覺
[00:10:01.680 --> 00:10:04.640]  他們犯了彌天大錯
[00:10:04.640 --> 00:10:06.160]  問題就是這樣
[00:10:06.160 --> 00:10:09.920]  他們發覺不到原來這個老人清潔上流
[00:10:09.920 --> 00:10:12.240]  原來就是小鎮經濟的心臟
[00:10:12.240 --> 00:10:14.000]  這個故事正好告訴你
[00:10:14.000 --> 00:10:18.800]  江和鹽對社會影響很大
[00:10:18.800 --> 00:10:20.640]  老人和小鎮的關係
[00:10:20.640 --> 00:10:22.960]  基督徒和社會的關係一樣
[00:10:22.960 --> 00:10:25.520]  如果你和我不能夠作鹽作江
[00:10:25.520 --> 00:10:27.280]  這個社會就越來越壞
[00:10:27.280 --> 00:10:29.840]  越來越臭
[00:10:29.840 --> 00:10:32.880]  什麼叫世上的鹽
[00:10:32.880 --> 00:10:35.440]  耶穌說你們是世上的鹽
[00:10:35.440 --> 00:10:38.480]  我想到中國有一個很出名的傳道人
[00:10:38.480 --> 00:10:40.640]  叫做宋尚哲
[00:10:40.640 --> 00:10:46.080]  宋尚哲是一個美國大學畢業
[00:10:46.080 --> 00:10:49.840]  獲取一個化學的PhD
[00:10:49.840 --> 00:10:53.120]  但是他回去中國的時候
[00:10:53.120 --> 00:10:54.560]  他就沒有在大學教書
[00:10:54.560 --> 00:11:00.080]  拋棄了在北大任職這個職位
[00:11:00.080 --> 00:11:02.240]  去做傳道人
[00:11:02.240 --> 00:11:04.640]  可能這位化學博士
[00:11:04.640 --> 00:11:08.880]  他對解經、識經都挺化學的
[00:11:08.880 --> 00:11:10.240]  他說鹽是什麼?
[00:11:10.240 --> 00:11:13.760]  鹽的化學名詞就是NaCl
[00:11:13.760 --> 00:11:15.520]  Sodium Chloride
[00:11:15.520 --> 00:11:18.080]  原來鹽是由兩種元素組成
[00:11:18.080 --> 00:11:19.760]  一個是鈉 Sodium
[00:11:19.760 --> 00:11:22.160]  一個是氯 Chlorine
[00:11:22.160 --> 00:11:23.360]  鈉呢
[00:11:23.360 --> 00:11:24.960]  如果我們讀過化學就知道
[00:11:24.960 --> 00:11:27.520]  少少鈉一放進水裡
[00:11:27.520 --> 00:11:28.800]  反應很激烈的
[00:11:28.800 --> 00:11:30.880]  火花四濺的
[00:11:30.880 --> 00:11:32.160]  氯就更加厲害了
[00:11:32.160 --> 00:11:33.520]  氯氣是毒的
[00:11:33.520 --> 00:11:35.280]  會毒死人的
[00:11:35.360 --> 00:11:39.200]  誰知道鈉加氯
[00:11:39.200 --> 00:11:42.640]  就成為了一個溫柔有用的鹽
[00:11:42.640 --> 00:11:45.520]  所以宋尚哲博士就說
[00:11:45.520 --> 00:11:47.120]  人們未信耶穌之前
[00:11:47.120 --> 00:11:49.120]  就像那些鈉那麼惡死
[00:11:49.120 --> 00:11:51.440]  好像那些氯那麼毒
[00:11:51.440 --> 00:11:54.160]  但是信了之後就變成了Sodium Chloride
[00:11:54.160 --> 00:11:57.200]  又溫和又有用的鹽
[00:11:57.200 --> 00:12:00.080]  他這樣解釋不是錯的
[00:12:00.080 --> 00:12:02.160]  不過就不是正確
[00:12:02.160 --> 00:12:04.160]  耶穌稱我們是鹽
[00:12:04.160 --> 00:12:05.440]  是有幾個意思的
[00:12:05.440 --> 00:12:06.560]  首先
[00:12:06.560 --> 00:12:10.480]  在古代鹽是用來做防腐的作用
[00:12:10.480 --> 00:12:13.280]  我記得我小時候在新界住
[00:12:13.280 --> 00:12:14.400]  沒有雪櫃的
[00:12:14.400 --> 00:12:17.600]  我們買了肉就撒鹽去防腐
[00:12:17.600 --> 00:12:20.080]  讓它不會那麼快就發臭了
[00:12:20.080 --> 00:12:22.880]  沒有冰箱、沒有冰、沒有雪櫃
[00:12:22.880 --> 00:12:24.640]  就只有用鹽
[00:12:24.640 --> 00:12:26.480]  所以為什麼中國的菜式
[00:12:26.480 --> 00:12:28.640]  有那麼多是鹹什麼鹹什麼的呢?
[00:12:28.640 --> 00:12:34.800]  鹹豬手、鹹魚、鹹蝦、鹹豬肉、鹹牛肉、鹹菜
[00:12:34.800 --> 00:12:38.240]  全部為什麼要放鹽呢?
[00:12:38.240 --> 00:12:40.240]  不僅是好吃一點
[00:12:40.240 --> 00:12:42.640]  而且有防腐的作用
[00:12:42.640 --> 00:12:44.960]  原來這個世界就好像那些
[00:12:44.960 --> 00:12:46.800]  豬肉、蝦、菜一樣
[00:12:46.800 --> 00:12:50.400]  如果沒有鹽放在其中作防腐的作用
[00:12:50.400 --> 00:12:54.400]  這個世界就會越來越壞、越來越腐敗了
[00:12:54.400 --> 00:12:57.040]  所以鹽第一個作用是什麼?
[00:12:57.040 --> 00:12:58.800]  防腐的作用
[00:12:58.800 --> 00:13:00.800]  鹽除了防腐的作用之外
[00:13:00.800 --> 00:13:02.800]  還有醫治的作用
[00:13:02.800 --> 00:13:05.280]  病人就要吊鹽水
[00:13:05.280 --> 00:13:07.520]  這個是醫治極之有效的
[00:13:07.520 --> 00:13:08.960]  如果你喉嚨痛的時候
[00:13:08.960 --> 00:13:11.680]  拿鹽水加熱、掃一下口
[00:13:11.680 --> 00:13:15.760]  你就會發覺可以清除微菌的作用
[00:13:15.760 --> 00:13:18.480]  同樣基督徒也是一個治療的群體
[00:13:18.480 --> 00:13:20.000]  教會也是一個治療的群體
[00:13:20.000 --> 00:13:22.160]  這個世界好像病了一樣
[00:13:22.160 --> 00:13:23.280]  屬靈的病
[00:13:23.280 --> 00:13:26.080]  教會就是有醫治的作用
[00:13:26.080 --> 00:13:29.280]  不過鹽最大的作用也是調味的
[00:13:29.280 --> 00:13:32.160]  我不知道你有沒有這樣的感覺
[00:13:32.160 --> 00:13:33.760]  你煲湯
[00:13:33.760 --> 00:13:35.200]  你忘記了放鹽
[00:13:35.200 --> 00:13:36.800]  喝一口湯看看怎樣
[00:13:36.800 --> 00:13:38.400]  沒有味道的
[00:13:38.400 --> 00:13:39.440]  於是你說
[00:13:39.440 --> 00:13:40.640]  沒理由啊
[00:13:40.640 --> 00:13:41.360]  怎麼會沒有味道
[00:13:41.360 --> 00:13:43.200]  我都是一隻雞啊
[00:13:43.200 --> 00:13:45.520]  為什麼會沒有味道呢?
[00:13:45.520 --> 00:13:48.320]  哦 原來你忘記了放鹽
[00:13:48.320 --> 00:13:50.560]  於是你一放鹽
[00:13:50.560 --> 00:13:52.240]  鹽本來是鹹的
[00:13:52.240 --> 00:13:53.680]  你喝了湯
[00:13:53.680 --> 00:13:54.960]  你發覺
[00:13:54.960 --> 00:13:56.560]  啊 這湯真是鹹
[00:13:56.560 --> 00:13:57.760]  不是啊
[00:13:57.760 --> 00:13:58.640]  你會說
[00:13:58.640 --> 00:14:04.240]  哇 這湯很甜、很鮮味、很有雞味啊
[00:14:04.240 --> 00:14:07.120]  我就想很奇怪
[00:14:07.120 --> 00:14:09.280]  那些鹽是鹹的
[00:14:09.280 --> 00:14:12.080]  那些鹽放在雞湯裡的時候
[00:14:12.080 --> 00:14:14.000]  會引申那些雞味
[00:14:14.000 --> 00:14:15.840]  不是鹹味的
[00:14:15.840 --> 00:14:18.240]  我記得有一次教會有一次是夏令會
[00:14:18.240 --> 00:14:20.640]  預備吃粥做早餐
[00:14:20.640 --> 00:14:22.960]  那些粥淡而無味的
[00:14:22.960 --> 00:14:27.840]  那些人只是想抱怨的時候
[00:14:27.840 --> 00:14:29.840]  團長大聲讀這段聖經
[00:14:29.840 --> 00:14:31.600]  你們試試世上的鹽
[00:14:31.600 --> 00:14:35.200]  然後就派每個台台拿鹽
[00:14:35.200 --> 00:14:37.520]  把鹽放進粥裡的時候
[00:14:37.520 --> 00:14:40.960]  哇 都變得很漂亮
[00:14:40.960 --> 00:14:44.400]  原來鹽的作用是可以調味的
[00:14:44.400 --> 00:14:48.240]  也叫人很想去喝的
[00:14:48.240 --> 00:14:52.800]  所以艾爾·帕瑪是伯克利第一長老會的主任牧師
[00:14:52.800 --> 00:14:56.800]  他有一次講道的時候就引申了一個故事
[00:14:56.800 --> 00:14:58.640]  他說因為在UC伯克利讀書
[00:14:58.640 --> 00:15:00.320]  他讀pre-med的學生
[00:15:00.320 --> 00:15:01.840]  有一天感冒了
[00:15:01.840 --> 00:15:03.440]  十天都上不了學
[00:15:03.440 --> 00:15:05.440]  功課缺了很多
[00:15:05.440 --> 00:15:07.360]  他本來就很擔心
[00:15:07.360 --> 00:15:10.160]  誰知道有一天一個基督徒的同學來
[00:15:10.160 --> 00:15:13.120]  他將他每天的功課、每天教的課程
[00:15:13.120 --> 00:15:15.280]  來探他詳細的解釋
[00:15:15.280 --> 00:15:18.560]  願意犧牲他自己的時間來幫助這位同學
[00:15:18.560 --> 00:15:21.200]  最後他就跟著這位同學去到教會
[00:15:21.200 --> 00:15:23.840]  去到教會的時候他就對帕瑪牧師說
[00:15:23.840 --> 00:15:26.080]  相信沒有人這麼好心的
[00:15:26.080 --> 00:15:32.000]  我們要知道在我們的學校裡面
[00:15:32.000 --> 00:15:34.000]  很多人都很討厭的
[00:15:34.000 --> 00:15:36.000]  為什麼這個同學這麼好心
[00:15:36.000 --> 00:15:41.680]  有什麼驅使他付出這麼大的時間、精力
[00:15:41.680 --> 00:15:44.320]  來幫我補習呢?
[00:15:44.320 --> 00:15:45.760]  原來他是基督徒
[00:15:45.760 --> 00:15:48.800]  所以我就需要來看一看
[00:15:48.800 --> 00:15:54.560]  因為這位仁兄吃過鹽
[00:15:54.560 --> 00:15:56.240]  開始口渴
[00:15:56.240 --> 00:15:59.760]  然後就嘗到生命的活水
[00:15:59.760 --> 00:16:03.760]  這個就是做鹽做光
[00:16:03.760 --> 00:16:05.760]  或者我們會問
[00:16:05.760 --> 00:16:08.880]  我們怎樣可以做世上的鹽?
[00:16:08.880 --> 00:16:12.800]  世上的鹽有兩個很重要的方法
[00:16:12.800 --> 00:16:18.880]  首先我們要了解鹽是要殺的
[00:16:18.880 --> 00:16:20.880]  不是堆放在一起
[00:16:20.880 --> 00:16:23.200]  鹽之所以能夠發揮作用
[00:16:23.200 --> 00:16:28.000]  是要滲透到肉中才可以調味的
[00:16:28.000 --> 00:16:30.720]  才可以防腐的
[00:16:30.720 --> 00:16:33.120]  今天基督教最大的一個問題
[00:16:33.120 --> 00:16:36.160]  就是將基督徒困在四塊牆之內
[00:16:36.160 --> 00:16:39.600]  不滲入到人群當中
[00:16:39.600 --> 00:16:41.760]  這是一個很重要的
[00:16:41.760 --> 00:16:43.440]  你想一想
[00:16:43.440 --> 00:16:45.440]  所謂清零政策
[00:16:45.440 --> 00:16:50.720]  將所有的COVID-19的人關在一起
[00:16:50.720 --> 00:16:52.720]  不和其他人來往
[00:16:52.720 --> 00:16:58.560]  自然那些病菌就不會散開
[00:16:58.560 --> 00:17:01.120]  一清零政策改變了
[00:17:01.120 --> 00:17:03.440]  散開的時候 噢 噢 噢
[00:17:03.440 --> 00:17:05.120]  多厲害啊
[00:17:05.120 --> 00:17:06.960]  問題就是一樣
[00:17:06.960 --> 00:17:09.440]  基督徒如果關在自己一起
[00:17:09.440 --> 00:17:11.120]  那就清零政策了
[00:17:11.120 --> 00:17:13.120]  你永遠發揮不了作用
[00:17:13.120 --> 00:17:16.240]  如果你是散在這個社區裏面
[00:17:16.240 --> 00:17:19.040]  就會影響人了
[00:17:19.040 --> 00:17:20.560]  這是第一點
[00:17:20.560 --> 00:17:22.400]  鹽是要散開的
[00:17:22.400 --> 00:17:25.760]  基督徒是要滲入在這個社區當中的
[00:17:25.760 --> 00:17:29.280]  如果基督徒或者教會不滲入在教會當中
[00:17:29.280 --> 00:17:30.880]  教會還有教會
[00:17:30.880 --> 00:17:33.920]  重門深鎖的時候就一定有問題了
[00:17:33.920 --> 00:17:35.520]  第二 耶穌說
[00:17:35.520 --> 00:17:38.480]  鹽若失去鹹味就沒有用了
[00:17:38.480 --> 00:17:40.240]  被人踐踏
[00:17:40.240 --> 00:17:43.120]  或者我們奇怪 鹽怎麼會失去鹹味呢?
[00:17:43.120 --> 00:17:45.120]  鹹味就已經不是鹽了
[00:17:45.120 --> 00:17:47.920]  鹽的特性就是鹹嘛
[00:17:47.920 --> 00:17:49.760]  怎麼可能會失去鹹味呢?
[00:17:49.760 --> 00:17:51.760]  唯一的解釋 有兩個解釋
[00:17:51.760 --> 00:17:53.760]  第一個解釋就是
[00:17:53.760 --> 00:17:55.760]  鹽有雜質在裏面
[00:17:55.760 --> 00:17:57.600]  有些沙啊 有其他的東西
[00:17:57.600 --> 00:17:59.200]  那些不是鹽來的 有雜質在裏面
[00:17:59.200 --> 00:18:01.360]  那就很自然鹽就沒有了鹹味了
[00:18:01.360 --> 00:18:06.000]  又或者 以前那些猶太人是用鹽
[00:18:06.000 --> 00:18:11.360]  在煮飯的灶裏面放一些鹽在裏面
[00:18:11.360 --> 00:18:17.040]  讓它… 那些鹽放一些鹽在灶裏面的時候
[00:18:17.040 --> 00:18:20.160]  已經那個火燒 鹽就變成了質了
[00:18:20.160 --> 00:18:22.640]  chemical reaction變成了質
[00:18:22.640 --> 00:18:28.240]  變成已經不再是鹽了 是第二樣東西來的
[00:18:28.240 --> 00:18:30.800]  那就很自然失去鹹味了
[00:18:30.800 --> 00:18:35.760]  同樣的 基督徒的信仰
[00:18:35.760 --> 00:18:38.720]  如果是混合了很多雜質
[00:18:38.720 --> 00:18:42.720]  讓世界的價值觀 世界人的思想變成了質
[00:18:42.720 --> 00:18:45.920]  那它就不像鹽了 不像鹽就失去了鹹味了
[00:18:45.920 --> 00:18:53.200]  就沒有用了 又或者它已經是經過一連串的改變
[00:18:53.200 --> 00:18:56.720]  已經是走樣了 已經不是鹽了
[00:18:56.720 --> 00:18:58.720]  那就自然失去味道了
[00:18:58.720 --> 00:19:03.040]  所以聖經告訴你 你是鹽的時候
[00:19:03.040 --> 00:19:07.760]  第一要散開 第二你不要有雜質
