
[00:00:00.000 --> 00:00:03.000]  各位親愛的親愛的各位
[00:03:41.000 --> 00:03:46.000]  今天我其實希望透過這個講題
[00:03:46.000 --> 00:03:49.000]  我們真的相信上帝嗎
[00:03:49.000 --> 00:03:57.000]  來嘗試做一個靈性上的反思的練習
[00:03:57.000 --> 00:04:01.000]  我不嘗試給一個很肯定的答案給你
[00:04:01.000 --> 00:04:04.000]  我希望透過這段聖經誘發你去想多一點
[00:04:04.000 --> 00:04:06.000]  究竟我們今天的侍奉
[00:04:06.000 --> 00:04:10.000]  我們的敬拜甚至我們基督徒的生命生活
[00:04:10.000 --> 00:04:16.000]  是不是真是相信上帝去參與呢
[00:04:16.000 --> 00:04:19.000]  而且我們的侍奉
[00:04:19.000 --> 00:04:27.000]  是不是因為一個真正讓人委身在上帝為目標的設計呢
[00:04:27.000 --> 00:04:31.000]  還是很多時候我們只不過是為了幫助信徒
[00:04:31.000 --> 00:04:34.000]  去渲染一個氛圍氣氛
[00:04:34.000 --> 00:04:38.000]  使他們以為自己很有靈性呢
[00:04:38.000 --> 00:04:41.000]  讓我們一起去看看這段聖經
[00:04:41.000 --> 00:04:43.000]  今天我們所看的經文就是
[00:04:43.000 --> 00:04:46.000]  但以理書第四章第一至三節
[00:04:46.000 --> 00:04:50.000]  很短的經文
[00:04:50.000 --> 00:04:59.000]  這段經文甚至可以說是這位作出宣告的人
[00:04:59.000 --> 00:05:03.000]  尼波加尼撒王的第二次了
[00:05:03.000 --> 00:05:06.000]  來贊頌一位神
[00:05:06.000 --> 00:05:08.000]  這位神究竟是怎樣呢
[00:05:08.000 --> 00:05:12.000]  不如讓我們再次看看他的贊頌是怎樣陳述
[00:05:12.000 --> 00:05:14.000]  讓我們一起打開
[00:05:14.000 --> 00:05:18.000]  但以理書第四章第一至第三節
[00:05:18.000 --> 00:05:20.000]  讀讀看吧
[00:05:20.000 --> 00:05:22.000]  既然這麼短的就讀吧
[00:05:22.000 --> 00:05:24.000]  讀讀看吧
[00:05:25.000 --> 00:05:32.000]  尼波加尼撒王曉遇住在全地各方
[00:05:32.000 --> 00:05:35.000]  各國各族的人說
[00:05:35.000 --> 00:05:38.000]  願你們大享平安
[00:05:38.000 --> 00:05:41.000]  可以將至高的神
[00:05:41.000 --> 00:05:46.000]  向我所行的神跡騎士宣揚出來
[00:05:46.000 --> 00:05:49.000]  他的神跡何其大
[00:05:49.000 --> 00:05:52.000]  他的騎士何其盛
[00:05:52.000 --> 00:05:55.000]  他的國是永遠的
[00:05:55.000 --> 00:05:59.000]  他的權並存在萬代
[00:05:59.000 --> 00:06:01.000]  很多時候當我們去聚會裏面
[00:06:01.000 --> 00:06:04.000]  如果一些基督徒作出一番這樣的說話的時候
[00:06:04.000 --> 00:06:09.000]  我們就會覺得他是幾件虔誠和委身在上帝裏面
[00:06:09.000 --> 00:06:11.000]  或者甚至引用到
[00:06:11.000 --> 00:06:14.000]  你看看他所說的話
[00:06:14.000 --> 00:06:17.000]  真是心裏相信口裏承認
[00:06:17.000 --> 00:06:20.000]  所以他願意說出來
[00:06:20.000 --> 00:06:24.000]  不過最近我發現原來很多信徒
[00:06:24.000 --> 00:06:27.000]  他們只是空有這些說話
[00:06:27.000 --> 00:06:32.000]  但卻沒有基督在他們的生命裏面
[00:06:32.000 --> 00:06:37.000]  所以最近我聽到一個陳述很有意思
[00:06:37.000 --> 00:06:40.000]  說我們基督徒很多的情況
[00:06:40.000 --> 00:06:42.000]  我們只懂得宣揚
[00:06:42.000 --> 00:06:43.000]  Profess Christ
[00:06:43.000 --> 00:06:46.000]  但我們卻沒有Process Christ
[00:06:46.000 --> 00:06:50.000]  我們根本沒有接受我們這位基督的主權
[00:06:50.000 --> 00:06:55.000]  這就是這段聖經的背景
[00:06:55.000 --> 00:06:58.000]  我們看看這段聖經的環境究竟說什麼
[00:06:58.000 --> 00:07:01.000]  剛剛我們仔細去看這段聖經
[00:07:01.000 --> 00:07:05.000]  談論到尼布甲尼撒王
[00:07:05.000 --> 00:07:11.000]  正正就是經歷了一個史無前例的神跡
[00:07:11.000 --> 00:07:18.000]  他看到原本藉著這三個年青人
[00:07:18.000 --> 00:07:20.000]  在聖經裏面記載的就是
[00:07:20.000 --> 00:07:24.000]  撒德拉 米薩 阿伯尼哥
[00:07:24.000 --> 00:07:29.000]  三個由猶大地老到去巴比倫國裏面
[00:07:29.000 --> 00:07:32.000]  而且甚至成為了管理階層
[00:07:32.000 --> 00:07:38.000]  而且是管理階層的最高級的水平
[00:07:38.000 --> 00:07:40.000]  但有些人抵得頸
[00:07:40.000 --> 00:07:47.000]  於是在政治上有一些爭鬥
[00:07:47.000 --> 00:07:51.000]  或者奪權 或者爭權奪利
[00:07:51.000 --> 00:07:53.000]  他們設了一個局
[00:07:53.000 --> 00:07:59.000]  就是迦勒底人希望藉著尼布甲尼撒王
[00:07:59.000 --> 00:08:03.000]  在獻金像的時候
[00:08:03.000 --> 00:08:05.000]  去裝一個局
[00:08:05.000 --> 00:08:08.000]  希望這三個年青人看著他們
[00:08:08.000 --> 00:08:10.000]  如果他們不肯跪拜的話
[00:08:10.000 --> 00:08:11.000]  就馬上自死
[00:08:11.000 --> 00:08:14.000]  結果他們似乎得逞
[00:08:14.000 --> 00:08:18.000]  尼布甲尼撒王也利用了這個機會
[00:08:18.000 --> 00:08:24.000]  來嘗試平息政治的奔波
[00:08:24.000 --> 00:08:29.000]  這種情況其實就告訴他們
[00:08:29.000 --> 00:08:31.000]  有很多的情形
[00:08:31.000 --> 00:08:33.000]  我們表達一些東西出來
[00:08:33.000 --> 00:08:35.000]  其實背後有另類的意思
[00:08:35.000 --> 00:08:37.000]  其實是隱藏在當中的
[00:08:37.000 --> 00:08:39.000]  就好像今天很多基督徒
[00:08:39.000 --> 00:08:41.000]  當我們回到教會
[00:08:41.000 --> 00:08:43.000]  我們所謂的侍奉
[00:08:43.000 --> 00:08:44.000]  或者我們參與聚會
[00:08:44.000 --> 00:08:47.000]  我們當中歌頌上帝
[00:08:47.000 --> 00:08:50.000]  其實是不是真的有一個相信上帝的心
[00:08:50.000 --> 00:08:53.000]  還是有另外其他的原因在背後呢
[00:08:53.000 --> 00:08:55.000]  我不敢說其他人
[00:08:55.000 --> 00:08:57.000]  我只是說我做牧師的
[00:08:57.000 --> 00:09:01.000]  經常聽到很多牧師之間的溝通
[00:09:01.000 --> 00:09:04.000]  其實他們經常很多時候的對答
[00:09:04.000 --> 00:09:10.000]  都談論到究竟教會最近多了多少人
[00:09:10.000 --> 00:09:12.000]  為什麼要經常討論這個問題呢
[00:09:12.000 --> 00:09:16.000]  因為這個成為他們的Benchmark
[00:09:16.000 --> 00:09:21.000]  他們侍奉的成功的標準
[00:09:21.000 --> 00:09:24.000]  人多了就代表教會興盛了
[00:09:24.000 --> 00:09:30.000]  所以自從這個疫情開始到結束之後
[00:09:30.000 --> 00:09:31.000]  我們不住聽見的就是
[00:09:31.000 --> 00:09:36.000]  教會很多教會都一起不斷強調
[00:09:36.000 --> 00:09:38.000]  叫人們怎樣回到教會
[00:09:38.000 --> 00:09:40.000]  實體的崇拜
[00:09:40.000 --> 00:09:42.000]  我不怕老實說
[00:09:42.000 --> 00:09:44.000]  我很直接的說
[00:09:44.000 --> 00:09:48.000]  崇拜不是真的你的人存在在裏面
[00:09:48.000 --> 00:09:50.000]  就真的有崇拜
[00:09:50.000 --> 00:09:52.000]  很多人存在在教會裏面
[00:09:52.000 --> 00:09:54.000]  不是在崇拜的
[00:09:54.000 --> 00:09:57.000]  他只是希望有一個渲染的環境
[00:09:57.000 --> 00:10:00.000]  使他自覺滿足了一個宗教需求
[00:10:00.000 --> 00:10:04.000]  所以在教會的崇拜裏面
[00:10:04.000 --> 00:10:07.000]  我絕對不會去否定那些
[00:10:07.000 --> 00:10:10.000]  透過網上去崇拜的弟兄姊妹
[00:10:10.000 --> 00:10:15.000]  有些人就說牧師你這樣說就不對了
[00:10:15.000 --> 00:10:17.000]  你只是跟他們踩對台
[00:10:17.000 --> 00:10:19.000]  我不是踩對台
[00:10:19.000 --> 00:10:21.000]  我發覺有些追求的信徒
[00:10:21.000 --> 00:10:24.000]  寧願在上網來追求認識
[00:10:24.000 --> 00:10:29.000]  特別是我們教會現在就像網台一樣
[00:10:29.000 --> 00:10:31.000]  網上崇拜
[00:10:31.000 --> 00:10:33.000]  每次崇拜完之後
[00:10:33.000 --> 00:10:36.000]  有不少弟兄姊妹真的有回覆
[00:10:36.000 --> 00:10:40.000]  無論說今天的崇拜我學到些什麼
[00:10:40.000 --> 00:10:45.000]  或者多謝今天在崇拜裏面學習到的東西
[00:10:45.000 --> 00:10:47.000]  感謝我們上帝
[00:10:47.000 --> 00:10:49.000]  我順帶說一句
[00:10:49.000 --> 00:10:51.000]  如果你在上網參加二馬雷華
[00:10:51.000 --> 00:10:53.000]  華人浸水會崇拜
[00:10:53.000 --> 00:10:55.000]  或者之後再聽到
[00:10:55.000 --> 00:10:57.000]  聽到講道也好崇拜也好
[00:10:57.000 --> 00:10:59.000]  哪裏好的時候
[00:10:59.000 --> 00:11:00.000]  你不用走來跟我說
[00:11:00.000 --> 00:11:02.000]  黃牧師你真是好
[00:11:02.000 --> 00:11:05.000]  你應該說上帝你的說話真是好
[00:11:05.000 --> 00:11:07.000]  感謝我們上帝就可以了
[00:11:07.000 --> 00:11:09.000]  這是我們最終的目的
[00:11:09.000 --> 00:11:11.000]  同樣好像上個星期一樣
[00:11:11.000 --> 00:11:13.000]  我講完道之後有個弟兄走來問我
[00:11:13.000 --> 00:11:16.000]  有關於講見證的問題
[00:11:16.000 --> 00:11:19.000]  我很清楚告訴他
[00:11:19.000 --> 00:11:22.000]  講見證很多時候的目標
[00:11:22.000 --> 00:11:25.000]  是變成講見證的人所講的東西
[00:11:25.000 --> 00:11:26.000]  變成一個樣板
[00:11:26.000 --> 00:11:29.000]  如果你沒有見證就好像你不屬靈
[00:11:29.000 --> 00:11:32.000]  相反在聖經裏面所講的
[00:11:32.000 --> 00:11:36.000]  講見證這件事不是見證我自己
[00:11:36.000 --> 00:11:38.000]  耶穌親口講過的
[00:11:38.000 --> 00:11:40.000]  我們要見證的是他
[00:11:40.000 --> 00:11:43.000]  所以如果有人是講見證
[00:11:43.000 --> 00:11:45.000]  或者你去講見證的時候
[00:11:45.000 --> 00:11:47.000]  而是要帶人回到神的說話
[00:11:47.000 --> 00:11:49.000]  就絕對沒有問題
[00:11:49.000 --> 00:11:52.000]  不要將自己成為一個典型例子
[00:11:52.000 --> 00:11:54.000]  或者標榜你自己是多屬靈
[00:11:54.000 --> 00:11:56.000]  在當中以為鼓勵信徒
[00:11:56.000 --> 00:11:57.000]  那些不是鼓勵
[00:11:57.000 --> 00:11:59.000]  那些是欺騙
[00:11:59.000 --> 00:12:03.000]  你欺騙信徒以為他們聽完見證
[00:12:03.000 --> 00:12:05.000]  都等同於講見證
[00:12:05.000 --> 00:12:07.000]  今天我們來看回這段聖經
[00:12:07.000 --> 00:12:11.000]  這段聖經正正就是尼布甲尼撒王
[00:12:11.000 --> 00:12:13.000]  剛剛經歷了一件這樣的事件
[00:12:13.000 --> 00:12:19.000]  不過他利用了這個事件去平息政治的風波
[00:12:19.000 --> 00:12:21.000]  所有的人
[00:12:21.000 --> 00:12:27.000]  以後如果誰再講這個沙特拉米薩阿伯尼哥
[00:12:27.000 --> 00:12:30.000]  他們有任何的問題的
[00:12:30.000 --> 00:12:33.000]  尤其是他們的神的問題
[00:12:33.000 --> 00:12:35.000]  他們必被凌遲處死
[00:12:35.000 --> 00:12:40.000]  這個就是借刀殺人的典型例子
[00:12:40.000 --> 00:12:44.000]  尼布甲尼撒王不要想著他很虔誠
[00:12:44.000 --> 00:12:46.000]  雖然上帝不放過他
[00:12:46.000 --> 00:12:48.000]  一步一步帶領他認識主
[00:12:48.000 --> 00:12:50.000]  但直到這一刻
[00:12:50.000 --> 00:12:54.000]  究竟尼布甲尼撒王是否真的這麼尊重這位
[00:12:54.000 --> 00:13:00.000]  由但爾利沙特拉米薩阿伯尼哥所相信的神呢
[00:13:00.000 --> 00:13:05.000]  還是他只不過是作為一個機會
[00:13:05.000 --> 00:13:12.000]  來滿足自己去調停政治爭鬥的技巧呢
[00:13:12.000 --> 00:13:14.000]  我交給你自己去想
[00:13:14.000 --> 00:13:17.000]  但是從這段聖經裏面
[00:13:17.000 --> 00:13:22.000]  一開始今天我們所看的第四章第一節
[00:13:22.000 --> 00:13:25.000]  就進入了另一個階段
[00:13:25.000 --> 00:13:30.000]  上帝不是不知道尼布甲尼撒王的屬靈狀態
[00:13:30.000 --> 00:13:35.000]  不過他自己還不知道自己的屬靈狀態是怎樣
[00:13:35.000 --> 00:13:40.000]  尼布甲尼撒王還沒有搞清楚自己的屬靈生命
[00:13:40.000 --> 00:13:41.000]  還有什麼問題呢
[00:13:41.000 --> 00:13:45.000]  其中一個最大的問題就是只能說
[00:13:45.000 --> 00:13:47.000]  說就無敵
[00:13:47.000 --> 00:13:50.000]  但是真真正正是否相信主呢
[00:13:50.000 --> 00:13:52.000]  我們仔細去看
[00:13:52.000 --> 00:13:56.000]  第一部分
[00:13:56.000 --> 00:14:10.000]  第四章第一節尼布甲尼撒王曉如住在全地各方各國各族的人說
[00:14:10.000 --> 00:14:14.000]  願你們大享平安
[00:14:14.000 --> 00:14:24.000]  這句話聽下去就很中聽
[00:14:24.000 --> 00:14:29.000]  基督徒也是這樣
[00:14:29.000 --> 00:14:32.000]  很多事情亂口講
[00:14:32.000 --> 00:14:36.000]  尤其是當你回教會久了
[00:14:36.000 --> 00:14:39.000]  你就會發覺大英姐妹上台
[00:14:39.000 --> 00:14:41.000]  特別是上台的那些
[00:14:41.000 --> 00:14:45.000]  一開始第一句就說大英姐妹平安
[00:14:45.000 --> 00:14:47.000]  希望大英姐妹有回應
[00:14:47.000 --> 00:14:49.000]  大家都平安
[00:14:49.000 --> 00:14:51.000]  因為有些中派
[00:14:51.000 --> 00:14:59.000]  在聖經裏面我們發覺尼布甲尼撒王開始有些改變
[00:14:59.000 --> 00:15:01.000]  有什麼改變呢
[00:15:01.000 --> 00:15:03.000]  我們留心去看
[00:15:03.000 --> 00:15:08.000]  他向著什麼人去宣告
[00:15:08.000 --> 00:15:11.000]  既然前文剛剛談論到的
[00:15:11.000 --> 00:15:18.000]  他也說到有關於創至高神的特色
[00:15:18.000 --> 00:15:24.000]  我們看看第31至33節的經文
[00:15:24.000 --> 00:15:30.000]  正正就是當尼布甲尼撒王經歷了這三個人都燒不死之後
[00:15:30.000 --> 00:15:34.000]  他作了一個這樣的陳述
[00:15:34.000 --> 00:15:43.000]  大家說牧師為什麼我看不到三章第31至33節
[00:15:43.000 --> 00:15:48.000]  你們不會問的
[00:15:48.000 --> 00:15:52.000]  因為我引用的是希伯來文聖經
[00:15:52.000 --> 00:16:00.000]  正式是從我們的和合本28節到第30節
[00:16:00.000 --> 00:16:03.000]  那你開始明白了
[00:16:03.000 --> 00:16:12.000]  在聖經裏面尼布甲尼撒王談論到這三個人物之後
[00:16:12.000 --> 00:16:16.000]  你留意一下他在第29節說
[00:16:16.000 --> 00:16:26.000]  我現在降旨無論何方何國何族的人去誹謗這三個人
[00:16:26.000 --> 00:16:28.000]  必然凌遲處死
[00:16:28.000 --> 00:16:36.000]  我從來沒見過有別的神能夠這樣施行拯救
[00:16:36.000 --> 00:16:43.000]  和我們剛剛讀第4章第1節有些不同
[00:16:43.000 --> 00:16:45.000]  有什麼不同呢
[00:16:45.000 --> 00:16:49.000]  宣告的對象有些不同
[00:16:49.000 --> 00:16:57.000]  在第29節裏面說無論何方何國何族
[00:16:57.000 --> 00:17:07.000]  第4章第1節說是全地各方各國各族的人
[00:17:07.000 --> 00:17:13.000]  最大的分別就是多了兩個字眼
[00:17:13.000 --> 00:17:16.000]  是全地
[00:17:16.000 --> 00:17:21.000]  為什麼有這樣的記載分別呢
[00:17:21.000 --> 00:17:27.000]  因為原來在前文所說的希伯來文聖經
[00:17:27.000 --> 00:17:31.000]  第3章31至33節和合本聖經
[00:17:31.000 --> 00:17:36.000]  從第29至30節裏面我們會發現
[00:17:36.000 --> 00:17:42.000]  那段經文仍然針對一個國內的事情
[00:17:42.000 --> 00:17:50.000]  所以尼布甲尼撒王刻意針對誰在外國國家裏面
[00:17:50.000 --> 00:18:01.000]  所以只說到何方何國何族的人
[00:18:01.000 --> 00:18:05.000]  但來到第4章第1節
[00:18:05.000 --> 00:18:09.000]  他就顯出自己對這位神很虔誠
[00:18:09.000 --> 00:18:13.000]  他將這位神擺在一個很不同的位置
[00:18:13.000 --> 00:18:16.000]  不是一個國家的神
[00:18:16.000 --> 00:18:21.000]  而是一個全世界全地的神
[00:18:21.000 --> 00:18:30.000]  所以這個宣告要向全地各方各國各族的人宣告
[00:18:30.000 --> 00:18:34.000]  對象有些不同了
[00:18:34.000 --> 00:18:37.000]  你就會在這裏馬上發現
[00:18:37.000 --> 00:18:47.000]  似乎尼布甲尼撒王對這位至高神有些不同的看法
[00:18:47.000 --> 00:18:51.000]  以前他管理自己的國家
[00:18:51.000 --> 00:18:55.000]  全部要向自己國家的人宣告
[00:18:55.000 --> 00:18:58.000]  拿到權力就行了
[00:18:58.000 --> 00:19:01.000]  現在似乎擴展了
[00:19:01.000 --> 00:19:10.000]  他對於但爾利他們的神擴展到一個普世性的上帝
[00:19:10.000 --> 00:19:22.000]  這個說法其實是回應創世紀裏面所記載的上帝的特色
[00:19:22.000 --> 00:19:29.000]  如果我們參考猶太人的世界觀宇宙觀
[00:19:29.000 --> 00:19:32.000]  我們就會留意到
[00:19:32.000 --> 00:19:38.000]  我們的神在創世紀裏面記載的是全地的神
[00:19:38.000 --> 00:19:42.000]  不是只限於某個國家的神
[00:19:42.000 --> 00:19:45.000]  某個地區某個家人裏面的神
[00:19:45.000 --> 00:19:50.000]  而是整體全世界創造的神
[00:19:50.000 --> 00:19:53.000]  所以他統管所有的東西
[00:19:53.000 --> 00:19:56.000]  來到這裏我們就會問一個問題
[00:19:56.000 --> 00:20:03.000]  如果這樣說尼布甲尼撒王都很領略到這位神是截然不同的
[00:20:03.000 --> 00:20:09.000]  越來越接近聖經創造的神的特色
[00:20:09.000 --> 00:20:11.000]  你可以這樣說
[00:20:11.000 --> 00:20:22.000]  他的神觀開始超脫了傳統一個迦勒底的君王那種的相信
[00:20:22.000 --> 00:20:23.000]  什麼是相信呢?
[00:20:23.000 --> 00:20:31.000]  我們說過很多次迦勒底的神的觀念是多神觀的觀念
[00:20:31.000 --> 00:20:34.000]  神集合在一起
[00:20:34.000 --> 00:20:36.000]  每個人做不同的事
[00:20:36.000 --> 00:20:40.000]  有空去開會見面
[00:20:40.000 --> 00:20:45.000]  所以在迦勒底人的文化裏面
[00:20:45.000 --> 00:20:47.000]  什麼神都相信
[00:20:47.000 --> 00:20:49.000]  雨水的神也相信
[00:20:49.000 --> 00:20:51.000]  風雷電的神也相信
[00:20:51.000 --> 00:20:53.000]  太陽的神也相信
[00:20:53.000 --> 00:20:56.000]  月亮的神也相信
[00:20:56.000 --> 00:20:59.000]  遲些我們去到第四章的時候
[00:20:59.000 --> 00:21:02.000]  我們會見到一個君王
[00:21:02.000 --> 00:21:04.000]  他們就在這個背景
[00:21:04.000 --> 00:21:06.000]  連月亮都拜的
[00:21:06.000 --> 00:21:08.000]  拜到變了君王
[00:21:08.000 --> 00:21:13.000]  或者因為拜月亮所以有機會做君王
[00:21:13.000 --> 00:21:14.000]  應該這樣說
[00:21:14.000 --> 00:21:17.000]  所以我們第四章才這樣說
[00:21:17.000 --> 00:21:23.000]  但我們去看看尼泊爾迦勒底王在這裏是不是有一個整全的神觀呢?
[00:21:23.000 --> 00:21:27.000]  他開始認為這位神不是多神的了
[00:21:27.000 --> 00:21:31.000]  是全世界所有的神
[00:21:31.000 --> 00:21:35.000]  所以這個宣告要向所有的人宣告
[00:21:35.000 --> 00:21:42.000]  上帝是不是在調整尼泊爾迦勒底王的相信呢?
[00:21:42.000 --> 00:21:44.000]  我可以相信是
[00:21:44.000 --> 00:21:46.000]  但是不是完備呢?
[00:21:46.000 --> 00:21:48.000]  又不是
[00:21:48.000 --> 00:21:50.000]  當我們繼續看的時候
[00:21:50.000 --> 00:21:55.000]  我們會發現尼泊爾迦勒底王原來這個介紹
[00:21:55.000 --> 00:21:58.000]  有一些弊端
[00:21:58.000 --> 00:21:59.000]  一會兒我們再去看
[00:21:59.000 --> 00:22:04.000]  不過從這段聖經裏給我們一個熟悉的反思
[00:22:04.000 --> 00:22:08.000]  究竟今天我們所相信的神
[00:22:08.000 --> 00:22:12.000]  是不是一位宇宙的上帝呢?
[00:22:14.000 --> 00:22:16.000]  頂主在我上教會這麼多年
[00:22:16.000 --> 00:22:20.000]  有一句說話其實從我第一天上教會時
[00:22:20.000 --> 00:22:23.000]  到我信主時都有人說
[00:22:23.000 --> 00:22:26.000]  我自己以前還沒搞清楚
[00:22:26.000 --> 00:22:27.000]  都有這樣說的
[00:22:27.000 --> 00:22:29.000]  那句說話就是說
[00:22:29.000 --> 00:22:37.000]  你有沒有接受耶穌基督或上帝是你唯一的個人救主呢?
[00:22:37.000 --> 00:22:39.000]  這句說話有些人會說
[00:22:39.000 --> 00:22:45.000]  你有沒有接受耶穌基督或上帝是你唯一的個人救主呢?
[00:22:45.000 --> 00:22:47.000]  這句說話有些什麼問題呢?
[00:22:47.000 --> 00:22:49.000]  親姐妹
[00:22:49.000 --> 00:22:53.000]  問題就是為什麼要是個人救主呢?
[00:22:53.000 --> 00:23:00.000]  耶穌救的是不是救一個人呢?
[00:23:00.000 --> 00:23:03.000]  耶穌是不是救你一個人呢?
[00:23:03.000 --> 00:23:05.000]  或者救我這個人呢?
[00:23:05.000 --> 00:23:10.000]  還是耶穌和上帝在他們的腦海裡
[00:23:10.000 --> 00:23:13.000]  他們其實是想救普世的人呢?
[00:23:13.000 --> 00:23:18.000]  如果對聖經熟悉的人
[00:23:18.000 --> 00:23:20.000]  我們就會看到
[00:23:20.000 --> 00:23:23.000]  我們的神是一位普世的神
[00:23:23.000 --> 00:23:28.000]  他的拯救也是向普世的宣告
[00:23:28.000 --> 00:23:30.000]  人接不接受是另一回事
[00:23:30.000 --> 00:23:33.000]  上帝有沒有選擇了那個人可以得救
[00:23:33.000 --> 00:23:34.000]  也是另一回事
[00:23:34.000 --> 00:23:38.000]  上帝的心願意萬人得救
[00:23:38.000 --> 00:23:40.000]  不願一人沉淪
[00:23:40.000 --> 00:23:42.000]  這句說話我們讀過很多次
[00:23:42.000 --> 00:23:44.000]  當一講到信主的時候
[00:23:44.000 --> 00:23:48.000]  為什麼要是耶穌是我們的個人救主呢?
[00:23:48.000 --> 00:23:49.000]  問題在哪裡呢?
[00:23:49.000 --> 00:23:52.000]  你究竟相信這位神是全世界的神
[00:23:52.000 --> 00:23:54.000]  宇宙的神呢?
[00:23:54.000 --> 00:23:56.000]  還是你自己的神呢?
[00:23:56.000 --> 00:24:03.000]  因為講個人救主就貼身
[00:24:04.000 --> 00:24:08.000]  但同時反映出你對神的神觀
[00:24:08.000 --> 00:24:11.000]  是將祂變成私有化
[00:24:11.000 --> 00:24:14.000]  私有化有什麼好處呢?
[00:24:14.000 --> 00:24:16.000]  適合我需要
[00:24:16.000 --> 00:24:19.000]  我信得這個神
[00:24:19.000 --> 00:24:21.000]  就為我而去需要
[00:24:21.000 --> 00:24:23.000]  來處理而去相信
[00:24:23.000 --> 00:24:29.000]  這是很傳統的宗教觀
[00:24:29.000 --> 00:24:32.000]  我拜得那個神當然想那個神庇佑
