
[00:00:00.000 --> 00:00:06.440]  隨著2019年的結束 講完《羅馬書》
[00:04:51.660 --> 00:04:56.900]  可能在路上憑記憶不斷去唱這些詩歌
[00:04:56.900 --> 00:05:01.060]  還有這些詩歌通常都有一個
[00:05:01.060 --> 00:05:03.420]  很多時候都提到耶路撒冷
[00:05:03.420 --> 00:05:06.060]  或者提到聖殿
[00:05:06.060 --> 00:05:10.580]  你就想像那些人正在走朝向聖殿的時候
[00:05:10.580 --> 00:05:13.180]  就唱這些詩歌
[00:05:13.180 --> 00:05:16.500]  所以當這個詩人第一節說
[00:05:16.500 --> 00:05:20.620]  「我要向山舉目 我的幫助從何而來」
[00:05:20.620 --> 00:05:23.860]  在那些詩的原本處境裏面
[00:05:23.860 --> 00:05:26.140]  可能這個真是一個所謂很寫實的
[00:05:26.140 --> 00:05:29.060]  我們要向字面去了解的
[00:05:29.060 --> 00:05:31.700]  因為他們聖殿在耶路撒冷
[00:05:31.700 --> 00:05:34.820]  耶路撒冷其實聖殿你讀聖經都知道
[00:05:34.820 --> 00:05:38.180]  實際上建在石安山上
[00:05:38.180 --> 00:05:39.660]  你今天去到耶路撒冷
[00:05:39.660 --> 00:05:42.740]  你知道耶路撒冷大概是大一點的一個城
[00:05:42.740 --> 00:05:45.980]  石安山其實是一個很小的山
[00:05:45.980 --> 00:05:50.220]  不過石安山就在以色列的一個山脊上
[00:05:50.220 --> 00:05:52.340]  如果你去過以色列
[00:05:52.340 --> 00:05:55.860]  你知道以色列由北到南是一個長的山脊
[00:05:55.860 --> 00:06:00.260]  石安山就是這個山脊上其中一個山脊
[00:06:00.260 --> 00:06:03.380]  所以對很多朝聖的人來說
[00:06:03.380 --> 00:06:07.180]  他們的確是要走上山
[00:06:07.180 --> 00:06:11.740]  走上石安山 然後才去到這個聖殿
[00:06:11.740 --> 00:06:13.740]  所以我要向山舉目
[00:06:13.740 --> 00:06:17.020]  對於那些原本唱這首詩的人
[00:06:17.020 --> 00:06:19.940]  他真是望著耶路撒冷城
[00:06:19.940 --> 00:06:21.900]  他為甚麼要向山舉目呢?
[00:06:21.900 --> 00:06:25.540]  因為他要望著山 他才知道哪裡走
[00:06:25.540 --> 00:06:28.740]  你要想像以前是沒有路牌的
[00:06:28.740 --> 00:06:30.500]  不會有一個掛著
[00:06:30.500 --> 00:06:34.260]  寫著耶路撒冷那裡 提出沒有路牌
[00:06:34.260 --> 00:06:37.260]  古代的人怎樣去認路呢?
[00:06:37.260 --> 00:06:39.220]  通常是認山脊
[00:06:39.220 --> 00:06:42.420]  他記得這個山脊是這樣起起伏伏的
[00:06:42.420 --> 00:06:43.900]  他看到這樣的形狀
[00:06:43.900 --> 00:06:46.260]  他就知道原來是那個方向走
[00:06:46.260 --> 00:06:49.660]  走到這個山頂就是耶路撒冷了
[00:06:49.660 --> 00:06:51.500]  他就走到那裡了
[00:06:51.500 --> 00:06:55.540]  所以你可以想像詩人原本唱這首詩的時候
[00:06:55.540 --> 00:06:59.140]  真是望著山 一直走
[00:06:59.140 --> 00:07:03.620]  今天比如有些人可能遠一點的
[00:07:03.620 --> 00:07:06.540]  住在加利利的 所謂以色列北部的
[00:07:06.540 --> 00:07:08.900]  如果你今天從加利利去耶路撒冷
[00:07:08.900 --> 00:07:11.700]  搭車其實幾個小時就到了
[00:07:11.700 --> 00:07:14.500]  不過當然在古代走路的話
[00:07:14.500 --> 00:07:16.580]  就走幾個星期
[00:07:16.580 --> 00:07:18.460]  你可以想像你一路走
[00:07:18.460 --> 00:07:21.420]  就望著山脊知道再過這個山頭
[00:07:21.420 --> 00:07:24.060]  差不多就到了
[00:07:24.060 --> 00:07:26.940]  於是他就唱這首詩
[00:07:26.940 --> 00:07:33.700]  所以我想詩人在原本的處境裡面去說
[00:07:33.700 --> 00:07:37.980]  我要向山舉目 我的幫助從何而來呢?
[00:07:37.980 --> 00:07:40.460]  可能他有兩種感受
[00:07:40.460 --> 00:07:43.620]  一種是有張力的感受
[00:07:43.620 --> 00:07:46.940]  一方面當他望著山的時候
[00:07:46.940 --> 00:07:49.100]  他可能詩人的第一個感受就是
[00:07:49.100 --> 00:07:52.100]  這個山是很穩固的
[00:07:52.100 --> 00:07:56.100]  我們打風的時候山竹吹倒了樹
[00:07:56.100 --> 00:07:59.060]  吹到玻璃窗、玻璃幕牆飛出來
[00:07:59.060 --> 00:08:01.540]  人做的事情吹爛了
[00:08:01.540 --> 00:08:04.020]  但是獅子山是吹不倒的
[00:08:04.020 --> 00:08:08.300]  甚麼颱風都吹不倒獅子山的
[00:08:08.300 --> 00:08:10.820]  所以我的幫助從何而來
[00:08:10.820 --> 00:08:12.260]  可能第一個感覺就是說
[00:08:12.260 --> 00:08:14.340]  耶和華是很穩固
[00:08:14.340 --> 00:08:19.220]  耶和華如一個所謂中文來講泰山
[00:08:19.220 --> 00:08:21.140]  如泰山般穩固
[00:08:21.140 --> 00:08:23.740]  所以有耶和華做幫助
[00:08:23.740 --> 00:08:26.940]  我何需要懼怕呢?
[00:08:26.940 --> 00:08:28.620]  不過有第二個感覺
[00:08:28.620 --> 00:08:30.380]  其實你可以想像
[00:08:30.380 --> 00:08:33.020]  這個一般我們看這首詩未必想得到的
[00:08:33.020 --> 00:08:35.860]  就是你想像如果你望著山
[00:08:35.860 --> 00:08:38.940]  你要爬上去的時候
[00:08:38.940 --> 00:08:40.900]  其實真的是一個挑戰
[00:08:40.900 --> 00:08:46.140]  就是大家不知道有沒有爬過山、行過山
[00:08:46.140 --> 00:08:49.820]  我喜歡行山的
[00:08:49.820 --> 00:08:54.380]  所以有時候都會抓老婆一起去行山的
[00:08:54.380 --> 00:08:57.180]  我老婆就不是特別喜歡行山的
[00:08:57.180 --> 00:08:59.820]  不過嫁雞隨雞、嫁狗隨狗
[00:08:59.820 --> 00:09:02.460]  嫁行山老公就行山
[00:09:02.460 --> 00:09:07.980]  所以她望著山對她都可能有些心理壓力
[00:09:07.980 --> 00:09:09.860]  如果你不是行山的人
[00:09:09.860 --> 00:09:13.660]  我告訴你要爬上這個獅子山
[00:09:13.660 --> 00:09:14.620]  不知道你行過沒有呢?
[00:09:14.620 --> 00:09:16.620]  其實很容易行的
[00:09:16.620 --> 00:09:19.020]  無論如何你不喜歡行山的
[00:09:19.020 --> 00:09:21.660]  你望著獅子山我說要行上去
[00:09:21.660 --> 00:09:25.500]  可能你會覺得我的幫助從何而來呢?
[00:09:25.500 --> 00:09:28.140]  這個就真的問這個問題了
[00:09:28.140 --> 00:09:32.260]  我怎樣可以行到上這個山呢?
[00:09:32.260 --> 00:09:36.580]  所以這個是原本的背景
[00:09:36.580 --> 00:09:39.340]  可能兩重意義都有的
[00:09:39.340 --> 00:09:41.340]  其實這個是一個張力來的
[00:09:41.340 --> 00:09:43.580]  雖然山是很難行
[00:09:43.580 --> 00:09:46.460]  但是因為耶和華是我的幫助
[00:09:46.460 --> 00:09:47.620]  它這麼穩固
[00:09:47.620 --> 00:09:49.660]  所以山雖然難行
[00:09:49.660 --> 00:09:52.300]  我也能行的
[00:09:52.300 --> 00:10:00.220]  其實詩人從實際上行山的經驗
[00:10:00.220 --> 00:10:03.660]  其實是比喻成人生的一個經驗
[00:10:03.660 --> 00:10:07.660]  這些上行之詩很多都是講到一些旅程的
[00:10:07.660 --> 00:10:11.420]  有另一首講避老歸回各種的旅程
[00:10:11.420 --> 00:10:17.820]  他們用一些旅程去比喻人生的旅程
[00:10:17.820 --> 00:10:21.420]  即行山 你行一個真正存在的山
[00:10:21.420 --> 00:10:24.700]  就仿若你正在行人生的旅程
[00:10:24.700 --> 00:10:29.180]  其實詩篇121篇的位置都很有趣的
[00:10:29.180 --> 00:10:30.380]  詩人放在這裏
[00:10:30.380 --> 00:10:31.740]  我們不知道哪個篇
[00:10:31.740 --> 00:10:33.420]  即詩篇我講過
[00:10:33.420 --> 00:10:37.820]  但是如果你將詩篇121篇前後對比
[00:10:37.820 --> 00:10:41.900]  詩篇121篇前面那篇是120
[00:10:41.900 --> 00:10:46.620]  詩篇121篇後面那篇是122
[00:10:46.620 --> 00:10:49.820]  你會知道回到《看聖經》的話
[00:10:49.820 --> 00:10:53.980]  前面那篇其實是講人生一些幽暗面的
[00:10:53.980 --> 00:10:58.460]  詩篇121篇即是前面那一首120篇
[00:10:58.460 --> 00:10:59.740]  第一節那裏說
[00:10:59.740 --> 00:11:01.900]  「我在急難中求告耶和華」
[00:11:01.900 --> 00:11:05.900]  他就應運耶和華求你救我出來
[00:11:05.900 --> 00:11:09.820]  雪荒的嘴唇和鬼咋的舌頭
[00:11:09.820 --> 00:11:14.540]  即120篇是講人生處於一個黑暗的幽谷
[00:11:14.540 --> 00:11:18.780]  然後詩篇122即後一首詩篇
[00:11:18.780 --> 00:11:23.820]  就已經講到他去到耶路撒冷的門內
[00:11:23.820 --> 00:11:29.980]  所以你可以想像其實由120到122這三首詩
[00:11:29.980 --> 00:11:32.700]  就仿若人生的一個旅程
[00:11:32.700 --> 00:11:35.420]  就由一個幽暗的谷裏面
[00:11:35.420 --> 00:11:38.140]  所謂死暗的幽谷120篇
[00:11:38.140 --> 00:11:42.540]  走到進入到耶路撒冷聖城的門內
[00:11:42.540 --> 00:11:46.620]  122篇中間就是121篇
[00:11:46.620 --> 00:11:48.620]  就是他在行山的時候
[00:11:48.620 --> 00:11:52.060]  所作的一首詩 所唱的歌
[00:11:52.060 --> 00:11:58.460]  所以詩篇121篇其實基本上分開兩大部分
[00:11:58.460 --> 00:12:03.260]  頭兩節就是形容人生比喻一個行山的旅程
[00:12:03.260 --> 00:12:05.660]  我們需要耶和華的幫助
[00:12:05.660 --> 00:12:09.420]  然後第三節一直到第八到八節
[00:12:09.420 --> 00:12:15.260]  其實就是詩人在反省神的幫助是怎樣的幫助
[00:12:15.260 --> 00:12:18.300]  然後最後是一個所謂的立志
[00:12:18.300 --> 00:12:24.620]  我們看回這個人生的旅程與行山一樣
[00:12:24.620 --> 00:12:27.740]  詩人在這個第一部分就承認
[00:12:27.740 --> 00:12:30.380]  行山是有它的困難的
[00:12:30.380 --> 00:12:33.740]  不過同一時間他們就相信
[00:12:33.740 --> 00:12:36.140]  因為既然神做得那個山
[00:12:36.140 --> 00:12:38.460]  神也給他力量去行
[00:12:38.460 --> 00:12:43.420]  為甚麼他要強調神是創天造地的耶和華
[00:12:43.420 --> 00:12:47.820]  因為祂也是製造這個山的那個神
[00:12:47.820 --> 00:12:49.820]  所以祂也有能力
[00:12:49.820 --> 00:12:52.060]  祂也是製造我的那個神
[00:12:52.060 --> 00:12:55.740]  所以祂有能力給我可以爬到這個山的
[00:12:55.740 --> 00:12:58.380]  如果神要我去爬這個山的話
[00:12:58.380 --> 00:13:01.580]  祂一定可以給我能力爬到的
[00:13:01.580 --> 00:13:05.580]  我們詩人就鼓勵我們以這個角度
[00:13:05.580 --> 00:13:08.060]  去看我們人生的旅程
[00:13:08.060 --> 00:13:10.700]  如果你用這個角度去看你人生的旅程
[00:13:10.700 --> 00:13:12.780]  你就開始明白
[00:13:12.780 --> 00:13:16.300]  我覺得有兩點很重要的提醒
[00:13:16.300 --> 00:13:21.100]  第一點就是我們一定要搞清楚人生的大方向
[00:13:21.100 --> 00:13:24.780]  為甚麼要向山舉目呢?
[00:13:24.780 --> 00:13:27.020]  為甚麼不是就這樣看周圍
[00:13:27.020 --> 00:13:28.940]  為甚麼不是看著棵樹
[00:13:28.940 --> 00:13:30.540]  我看著這棵大樹
[00:13:30.540 --> 00:13:34.860]  然後問耶和華我的幫助從何而來呢?
[00:13:34.860 --> 00:13:35.980]  正如我說過的
[00:13:35.980 --> 00:13:40.300]  因為在古代你要行一個長的旅程
[00:13:40.300 --> 00:13:44.140]  你的引導方向就是看那個山
[00:13:44.140 --> 00:13:46.860]  你看那棵樹你是不知道怎樣行的
[00:13:46.860 --> 00:13:48.700]  那棵樹都差不多的
[00:13:48.700 --> 00:13:52.540]  你要看著山脊你認得山脊的形狀
[00:13:52.540 --> 00:13:54.700]  你就知道是這個方向
[00:13:54.700 --> 00:13:57.180]  古代要麼看山要麼看太陽
[00:13:57.180 --> 00:13:59.580]  你就知道向哪個方向走
[00:13:59.580 --> 00:14:01.660]  怎樣走上去
[00:14:01.660 --> 00:14:04.620]  所以如果重回人生的比喻
[00:14:04.620 --> 00:14:08.540]  人生最重要是知道我們的大方向
[00:14:08.540 --> 00:14:11.500]  我們最終的方向在哪裏
[00:14:11.500 --> 00:14:13.900]  詩人鼓勵我們向山舉目
[00:14:13.900 --> 00:14:17.820]  所以我們人生要經常看著聖城耶路撒冷
[00:14:17.820 --> 00:14:21.100]  我們知道我們人生的大方向
[00:14:21.100 --> 00:14:24.860]  或者最終的方向就是向著耶路撒冷走
[00:14:24.860 --> 00:14:28.380]  第二、三堂的主席
[00:14:28.380 --> 00:14:29.980]  大家不知道知不知道
[00:14:29.980 --> 00:14:33.500]  如果你經常來第三堂就不知道你知不知道
[00:14:33.500 --> 00:14:36.540]  通常第二、三堂
[00:14:36.540 --> 00:14:39.260]  我應該再說過
[00:14:39.260 --> 00:14:41.820]  因為有四堂崇拜所以有點混亂
[00:14:41.820 --> 00:14:43.900]  星期日就只有三堂
[00:14:43.900 --> 00:14:48.060]  星期日第一、二堂崇拜大唱歌的
[00:14:48.060 --> 00:14:50.620]  通常都是人生經驗豐富一點
[00:14:50.620 --> 00:14:54.300]  第三堂大唱歌的通常都是年紀輕一點的
[00:14:54.300 --> 00:14:58.620]  所以他們大唱歌的時候都會說些不同的東西
[00:14:58.620 --> 00:15:03.980]  第一、二堂今天說的第一、二堂主席那位弟兄
[00:15:03.980 --> 00:15:05.900]  年紀和我都差不多
[00:15:05.900 --> 00:15:07.900]  人生經驗豐富一點
[00:15:07.900 --> 00:15:11.500]  所以他提到很多時候我們人生
[00:15:11.500 --> 00:15:15.180]  年初的時候都會許願的
[00:15:15.180 --> 00:15:17.660]  就是我今年要做些甚麼
[00:15:17.660 --> 00:15:22.060]  姐妹很多時候年初就許願我今年要減肥
[00:15:22.060 --> 00:15:25.260]  不過年中的時候就發覺原來增了三磅
[00:15:25.260 --> 00:15:28.620]  這個都是人生常有的情況
[00:15:28.620 --> 00:15:32.460]  所以我頭兩堂的主席就說
[00:15:32.460 --> 00:15:34.700]  所以他和我差不多年紀
[00:15:34.700 --> 00:15:38.780]  所以他去到人生這個階段就懶得許願了
[00:15:38.780 --> 00:15:43.420]  因為許甚麼許願 許的願通常十個、九個都做不到的
[00:15:43.420 --> 00:15:45.100]  那就算了
[00:15:45.100 --> 00:15:49.340]  不過人生到我這個階段又會學習一件事
[00:15:49.340 --> 00:15:53.340]  其實人生有很多得得失失都沒有甚麼所謂的
[00:15:53.340 --> 00:15:56.620]  一個十多歲的女孩子就會覺得
[00:15:56.620 --> 00:15:59.980]  鼻子長了一個暗瘡是很嚴重的事情
[00:15:59.980 --> 00:16:03.740]  怎麼辦?怎麼見到人鼻子有個暗瘡?
[00:16:03.740 --> 00:16:08.060]  去到人生五十多歲就會覺得有個暗瘡有甚麼所謂
[00:16:08.060 --> 00:16:10.860]  最重要那個不是癌症就行了
[00:16:10.860 --> 00:16:15.420]  就會發覺人生很多事情得得失失都沒有甚麼所謂的
[00:16:15.420 --> 00:16:18.380]  最重要人生的大方向知道
[00:16:18.380 --> 00:16:22.620]  我整個人的生命正在朝著哪個方向
[00:16:22.620 --> 00:16:25.420]  我人生活著是為了甚麼
[00:16:25.420 --> 00:16:30.140]  我見得到遠景 見得到山的目的地
[00:16:30.140 --> 00:16:32.780]  中間路途有些高高低低
[00:16:32.780 --> 00:16:37.660]  有條路要多轉幾個彎爬上去一點吃力一點
[00:16:37.660 --> 00:16:41.500]  OK的 沒所謂的 人生本來就是這樣的
[00:16:41.500 --> 00:16:44.460]  大方向搞對就行了
[00:16:44.460 --> 00:16:47.180]  所以其實說起行山
[00:16:47.180 --> 00:16:48.940]  對不起 行山很過癮
[00:16:48.940 --> 00:16:52.220]  對不起 又讓我說一下行山的經驗
[00:16:52.220 --> 00:16:57.740]  我行山其中一次略為有些驚險的經驗
[00:16:57.740 --> 00:17:02.460]  就是有一次我行大東山 有沒有人行過?
[00:17:02.460 --> 00:17:06.380]  大東山就是全香港第三高的山
[00:17:06.380 --> 00:17:07.980]  不知道大家知不知道
[00:17:07.980 --> 00:17:09.980]  大嶼山基本上分開兩段
[00:17:09.980 --> 00:17:12.300]  南邊就是鳳凰山 北邊就是大東山
[00:17:12.300 --> 00:17:15.820]  鳳凰山就是第二高 大東山就是全港第三高
[00:17:15.820 --> 00:17:22.940]  有一次我和太太和幾位美少女一起走去行大東山
[00:17:22.940 --> 00:17:24.780]  那次為甚麼有驚險呢?
[00:17:24.780 --> 00:17:28.380]  不是山的問題 是那些美少女的問題
[00:17:28.380 --> 00:17:31.500]  美少女的問題就不是在於她行不了山
[00:17:31.500 --> 00:17:34.460]  香港的美少女都很健康的
[00:17:34.460 --> 00:17:37.420]  而是在於那些美少女很愛拍照
[00:17:37.420 --> 00:17:40.940]  所以去到哪裡都覺得有美景要拍
[00:17:40.940 --> 00:17:44.940]  所以拍得照多的時候就走了很久了
[00:17:44.940 --> 00:17:48.220]  所以那次行山結果天黑了
[00:17:48.220 --> 00:17:51.020]  我們都還沒有走回馬路那裡
[00:17:51.020 --> 00:17:53.100]  還在山裏面走
[00:17:53.100 --> 00:17:56.940]  差點就不知道怎麼走 黑漆漆的到處
[00:17:56.940 --> 00:17:58.620]  因為看不到東西
[00:17:58.620 --> 00:18:01.820]  看不到向山舉目是黑漆漆的一塊東西
[00:18:01.820 --> 00:18:03.020]  差點迷路了
[00:18:03.020 --> 00:18:05.580]  不過總之神有祂的恩典
[00:18:05.580 --> 00:18:09.580]  最後都走回馬路搭巴士等等回到家裡
[00:18:09.580 --> 00:18:12.940]  這個小故事就是說人生最怕就是這樣
[00:18:12.940 --> 00:18:15.740]  做一個比喻就是最怕你進入一個黑夜
[00:18:15.740 --> 00:18:18.300]  你都不知道方向在哪裡
[00:18:18.300 --> 00:18:21.260]  每一個困難對你都是一個擔子
[00:18:21.260 --> 00:18:23.980]  但是如果你知道人生的大方向
[00:18:23.980 --> 00:18:27.500]  有困難就去克服它 當然有些挑戰的
[00:18:27.500 --> 00:18:30.220]  山太好走不好玩的
[00:18:30.220 --> 00:18:32.460]  所以我不是很喜歡行大霧山的
[00:18:32.460 --> 00:18:34.780]  就是那條路鋪到山頂
[00:18:34.780 --> 00:18:37.500]  然後上面一大堆的雷達
[00:18:37.500 --> 00:18:38.860]  有什麼好走的
[00:18:38.860 --> 00:18:40.540]  人生是有些彎彎曲曲
[00:18:40.540 --> 00:18:43.580]  有些沙沙石石才好玩的
[00:18:43.580 --> 00:18:46.140]  最重要是你知道那個大方向
[00:18:46.140 --> 00:18:48.940]  所以希望2019回顧的時候
[00:18:48.940 --> 00:18:53.180]  其實有些困難經過一些社會運動
[00:18:53.180 --> 00:18:56.220]  可能有些鏡頭令你不開心
[00:18:56.220 --> 00:18:58.300]  這些都不要掛在心裏面
[00:18:58.300 --> 00:18:59.740]  行山就是這樣
[00:18:59.740 --> 00:19:02.460]  是會有沙石走進你的鞋子裏
[00:19:02.460 --> 00:19:06.380]  最重要是知道你知不知道你生命的方向
[00:19:06.380 --> 00:19:09.740]  過去一年你是不是對於上主的恩典
[00:19:09.740 --> 00:19:11.340]  了解多了一點呢?
[00:19:11.340 --> 00:19:15.260]  你是不是對於上主交託你要做的事
[00:19:15.260 --> 00:19:17.580]  體會深了一點呢?
[00:19:17.580 --> 00:19:21.180]  如果你能夠回答這兩個問題都是的話
[00:19:21.180 --> 00:19:22.220]  那就可以了
[00:19:22.220 --> 00:19:25.580]  這個應該是你值得很感恩的一年
[00:19:25.580 --> 00:19:30.860]  你能夠明白你人生大方向走在哪條路上
[00:19:30.860 --> 00:19:35.660]  第二件事我想如果用行山去比喻人生
[00:19:35.660 --> 00:19:40.540]  第二件事提醒我們就是你不要停在那裏
[00:19:40.540 --> 00:19:45.020]  好像我剛才說的那次跟美少女行山
[00:19:45.020 --> 00:19:46.860]  最後搞到有一點點危險
[00:19:46.860 --> 00:19:48.780]  就是因為她太喜歡拍照了
[00:19:48.780 --> 00:19:51.020]  不停留在那裏 拍照留在那裏
[00:19:51.020 --> 00:19:52.940]  美景經常要看著
[00:19:52.940 --> 00:19:55.660]  所以有時候人生都是這樣的
[00:19:55.660 --> 00:19:58.860]  如果我們住足在一個地方
[00:19:58.860 --> 00:20:03.260]  只是懷緬某一個人生階段的美景
[00:20:03.260 --> 00:20:06.140]  會令我們的生命很不開心的
[00:20:06.140 --> 00:20:09.340]  會令我們生命可能會有很多遺憾
[00:20:09.340 --> 00:20:14.140]  我不知道你覺得你人生哪個階段最美麗
[00:20:14.140 --> 00:20:17.020]  很多人一想起光輝燦爛
[00:20:17.020 --> 00:20:19.660]  都是想起年輕的歲月 是不是?
[00:20:19.660 --> 00:20:25.180]  所以以前有一間服裝店叫做Forever 21
[00:20:25.180 --> 00:20:26.540]  有沒有去買過衣服?
[00:20:26.540 --> 00:20:29.660]  我的女兒也去買過Forever 21的
[00:20:29.660 --> 00:20:31.820]  不過如果你喜歡買衣服
[00:20:31.820 --> 00:20:35.420]  你又知道Forever 21現在已經關門了
[00:20:35.420 --> 00:20:38.780]  關門了 這個也是一個很好的比喻
[00:20:38.780 --> 00:20:44.460]  證明你不能永遠留在這個21歲的你
