
[00:00:00.000 --> 00:00:10.000]  我們一直在說土告的系列,今天想跟大家說一個很重要的課題,土語辯。
[00:02:27.000 --> 00:02:33.000]  現在我們唱什麼?現在我們不是唱這些的,現在我們唱《明天會更好》,
[00:02:33.000 --> 00:02:40.000]  我記得我小時候,一個律師在中環寫字出來,被人殺了,
[00:02:40.000 --> 00:02:47.000]  哇,軍動整個香港,今時不同往日了,罪惡瀕聲,離家出走,屍胸見怪,
[00:02:47.000 --> 00:02:55.000]  真是,嘆一句,誓風日下,還有,我們做爸爸媽媽,就更加多話說了,
[00:02:55.000 --> 00:03:01.000]  我們慨嘆一聲,舊時,爸爸一開口,我們哪敢駁嘴的?
[00:03:01.000 --> 00:03:09.000]  我八歲就開始煮飯,斬柴,擔水,我一年級就自己上學,哪有人來送啊?
[00:03:09.000 --> 00:03:15.000]  今天的子女,說一句就駁你十句,叫做一言十鼎啊,不是九鼎啊,
[00:03:15.000 --> 00:03:21.000]  你再大聲一點,就說,若異的,你再說了,我跳樓的,你死不死?
[00:03:21.000 --> 00:03:27.000]  嚇到你真是,嘆一句,最後你只要說,我們這一代,是第一代孝敬父母,
[00:03:27.000 --> 00:03:36.000]  第一代孝敬子女,真是誓風日下,今時不同往日,是不是呢?
[00:03:36.000 --> 00:03:42.000]  我讀一篇社論給大家,這個社論這樣寫法,
[00:03:42.000 --> 00:03:50.000]  這世界實在變得太快太促了,誓風日下,道德淪亡,罪惡瀕聲,
[00:03:50.000 --> 00:03:58.000]  滿街滿巷都是打劫,強姦,犯罪,人人只懂得享受,只罪甘為,
[00:03:58.000 --> 00:04:05.000]  你是沒辦法趕得及這個急速的變化,不單道德淪落,心靈也越來越虛空,
[00:04:05.000 --> 00:04:11.000]  在政治舞台裏面,有人辭官歸故里,有人漏夜趕科場,
[00:04:11.000 --> 00:04:18.000]  不是這個上場,就另一個上場,不是這個回鄉下,就另一個入官場,
[00:04:18.000 --> 00:04:25.000]  彼此喜樂,樣樣都是變,壓力隨而更加,我們真是不敢想像,
[00:04:25.000 --> 00:04:30.000]  人怎可以在這樣的環境下去,繼續的捱下去,
[00:04:30.000 --> 00:04:37.000]  你猜一下這篇社論是引至哪個年代的呢?
[00:04:37.000 --> 00:04:43.000]  你以為是2006年明報的社論,是不是呢?
[00:04:43.000 --> 00:04:49.000]  你當然以為,或者是,看這個當然是可能老番,
[00:04:49.000 --> 00:04:55.000]  2004年新聞週的社論,錯了,我剛才讀這篇文章是我翻譯,
[00:04:55.000 --> 00:05:07.000]  是1833年6月16日,Atlantic Journal的社評,我再讀多一次,
[00:05:07.000 --> 00:05:13.000]  這篇文章是160年前,差不多是170年前的社論,
[00:05:13.000 --> 00:05:25.000]  是1833年6月16日,美國阿蘭大的一個著名的報章,叫做Atlantic Journal寫的社論,
[00:05:25.000 --> 00:05:33.000]  啊?160多年前的社論和今天有什麼分別?
[00:05:33.000 --> 00:05:40.000]  你看看,好像沒什麼分別,我們所謂今時和往日究竟有什麼分別?
[00:05:40.000 --> 00:05:46.000]  究竟金飛色比,究竟是說什麼?
[00:05:46.000 --> 00:05:52.000]  不久之前,我有機會看張藝謀導演一部電影,叫做《活著》,
[00:05:52.000 --> 00:05:58.000]  有多少人看過這部電影?《活著》這部電影,這麼少人看過,《活著》這部電影,張藝謀,
[00:05:58.000 --> 00:06:03.000]  他講到一個中國人的家庭由1940年講到1970年代,
[00:06:03.000 --> 00:06:10.000]  經歷歷史的轉替,政治的變化,總之從頭到尾都是哭的,哭哭哭,
[00:06:10.000 --> 00:06:14.000]  有時候我們會想,是不是真的金飛色比呢?
[00:06:14.000 --> 00:06:20.000]  就是色比金飛,我是1946年出生,我四歲就走難,
[00:06:20.000 --> 00:06:25.000]  我1950年代,1960年代,我們睡覺的時候都是要下蚊帳的,
[00:06:25.000 --> 00:06:29.000]  我到了中四年,我才第一次打電話,我記得八歲的時候,
[00:06:29.000 --> 00:06:35.000]  我就要學煮飯,擔水,破柴,還要捱一樣很重要的事,捱更辛苦的事,
[00:06:35.000 --> 00:06:41.000]  就是跟豬婆接生,我們在新界長大養豬的,
[00:06:41.000 --> 00:06:50.000]  那你說現在好還是以前好呢?是金飛色比,還是色飛金比呢?
[00:06:50.000 --> 00:06:54.000]  或者你說完一大輪,你說什麼呢?我的結論是什麼呢?
[00:06:54.000 --> 00:06:57.000]  都用英國大文豪Charles Dickens這一句,
[00:06:57.000 --> 00:07:03.000]  同一個時代是最好的年日,也是最壞的年日,
[00:07:03.000 --> 00:07:09.000]  有人想到舊時夜不閉戶,家庭溫暖,出夜街平安,
[00:07:09.000 --> 00:07:12.000]  不用怕人打劫,於是我們就金飛色比,
[00:07:12.000 --> 00:07:19.000]  有人想到舊時要走難,捱餓,不方便,於是你就說色飛金比,
[00:07:19.000 --> 00:07:25.000]  社會的進步和文明,於是我們就會覺得明天會更好,
[00:07:25.000 --> 00:07:29.000]  但是我們覺得道德淪亡,於是就說舊時今時不同往日,
[00:07:29.000 --> 00:07:33.000]  我們的結論是什麼呢?其實每天都是一樣的,
[00:07:33.000 --> 00:07:39.000]  每一個時代都是一樣的,是最好的時間,也是最壞的時間,
[00:07:39.000 --> 00:07:44.000]  只不過看你用什麼眼鏡去看,你戴著什麼眼鏡去看這個時代,
[00:07:44.000 --> 00:07:51.000]  是在乎你的角度和觀點,這個世代是沒有完美的,哪裡有完美的,
[00:07:51.000 --> 00:07:55.000]  這個周圍的環境是沒有完美的,你知道我們的問題在哪裡,
[00:07:55.000 --> 00:08:01.000]  人的問題在哪裡,我們的問題就是以為環境改變的時候我們就會開心,
[00:08:01.000 --> 00:08:06.000]  政治改變的時候我們就會開心,總之搞定某個人的時候誰上場,
[00:08:06.000 --> 00:08:14.000]  於是天都亮了,是不是呢?錯了,你以為明天會更好,
[00:08:14.000 --> 00:08:19.000]  今天是不好,明天會更好,今天環境改變,明天環境改變,
[00:08:19.000 --> 00:08:25.000]  這樣會好,經濟會好一點,人生會開心一點,於是我們的禱告是什麼禱告?
[00:08:25.000 --> 00:08:31.000]  於是我們的禱告神學是注重改變外面的環境,我們求神改變我們的環境,
[00:08:31.000 --> 00:08:35.000]  求神去變這個世局,求神叫另外一個特首出來,好過這個特首,
[00:08:35.000 --> 00:08:40.000]  於是另外一個特首不用這麼糊塗,不用八萬五千元,
[00:08:40.000 --> 00:08:45.000]  於是我們更加更加以為這樣就開心了,我們求神改變我們的環境,
[00:08:45.000 --> 00:08:50.000]  改變我們外面的事情,改變我們周圍的東西,改變我們的經濟,
[00:08:50.000 --> 00:08:57.000]  改變我們的健康,改變我們的子女的讀書的環境,於是我們就搞定了,
[00:08:57.000 --> 00:09:03.000]  我們就做外面的改變,環境的改變,沒錯,我相信上帝都會聽我們的祈禱,
[00:09:03.000 --> 00:09:11.000]  但我有一件事是最重要的,你看看聖經,你會發覺聖經裏面很多時候的祈禱不是去改變周圍的環境,
[00:09:11.000 --> 00:09:19.000]  是改變你自己的,是改變我們的自己,是改變我們的心態,我們叫這個叫變土,
[00:09:19.000 --> 00:09:24.000]  神學上叫Formation Prayer,變土就好像一個小細蚊,
[00:09:24.000 --> 00:09:29.000]  求爸爸,爸爸你不要只拖一條直路給我走,不要只拖一條最好的路給我走,
[00:09:29.000 --> 00:09:39.000]  你給我時間訓練我,栽培我,培植我,就算在風雨的路上,在崎嶇的路上,
[00:09:39.000 --> 00:09:48.000]  都給我能夠有勇氣有智慧的勇往直前,這個叫變土,不是改變環境外,
[00:09:48.000 --> 00:09:55.000]  什麼叫變土,什麼叫Formation Prayer,變土是一個很古老的神學觀念,
[00:09:55.000 --> 00:10:04.000]  早期的教父用一個很有趣的拉丁文,描述這種禱告,叫Conversatio Morum,
[00:10:04.000 --> 00:10:12.000]  Conversatio Morum是一個拉丁文,我們翻譯成變土,其實有兩層的意思,
[00:10:12.000 --> 00:10:21.000]  第一層的意思是從消極的角度去看,從消極的角度去看,是致死一切的安逸,自滿,慰治現狀的心態,
[00:10:21.000 --> 00:10:30.000]  這個祈禱是教神幫我們去改變我們這種自滿,自足,外濟,安逸的心態,
[00:10:30.000 --> 00:10:39.000]  今天是人最大的問題,老法英文叫Deadwood,我們叫死火,今天很多基督徒就是死火,
[00:10:39.000 --> 00:10:48.000]  上帝做的青蛙很有趣,我小時候不打遊戲,我們玩的遊戲好玩過打遊戲很多,
[00:10:48.000 --> 00:10:54.000]  我們捉青蛙,有時捉到滿身泥巴都捉不到,青蛙好醒目,你動一動牠就會走,
[00:10:54.000 --> 00:11:00.000]  但青蛙有一個弱點,你把青蛙放在凍水裏面煲一煲的時候,牠不知道危險,
[00:11:00.000 --> 00:11:06.000]  因為牠是兩血動物,直到煲熟為止,人就是這樣,你和我就是這樣,
[00:11:06.000 --> 00:11:13.000]  在一個安逸的環境,自滿的環境,多好,我現在不錯,煲一煲你就煲熟了,
[00:11:13.000 --> 00:11:18.000]  變土是什麼意思,Formation Prayer是什麼意思,是叫上帝,
[00:11:18.000 --> 00:11:25.000]  是叫我們自死一切的安逸,自滿,維持現狀的心態,這種心態是叫我們外濟的,
[00:11:25.000 --> 00:11:32.000]  叫我們死板的,叫我們麻木的,叫我們老化的,但這個是從一個消極的角度去看,
[00:11:32.000 --> 00:11:38.000]  從一個積極的角度去看,是叫我們不住的更生,是改變成長變化,除了聖靈的緣故,
[00:11:38.000 --> 00:11:45.000]  叫我們更加像耶穌基督,就好像我們,我想如果大家有機會看毛語錄,
[00:11:45.000 --> 00:11:50.000]  毛語錄有一句話,我們最重要的是什麼,是不住革命,
[00:11:50.000 --> 00:11:55.000]  他說到一句話,湖南草鞋是越打越像樣的,毛澤東說這句話,
[00:11:55.000 --> 00:12:00.000]  他說湖南草鞋以前是拖著的,鞋子不像鞋子,穿著穿著就像鞋子,
[00:12:00.000 --> 00:12:04.000]  所以說國家要不住的革命,不住的革命,搞出一個文化大革命出來,
[00:12:04.000 --> 00:12:12.000]  但我們聖經不是說不住革命,是不住的更生,是不住的變化,不住的成長,
[00:12:12.000 --> 00:12:17.000]  你記不記得我們初初說這個系列的時候說祈禱,我說祈禱的初階,
[00:12:17.000 --> 00:12:25.000]  是要將我們的憤怒,埋怨,不滿,全部告訴上帝,掃垃圾,在上帝面前掃完,
[00:12:25.000 --> 00:12:33.000]  就好像雅各祈禱,討價還價,我想不少的信徒都有這個經歷,
[00:12:33.000 --> 00:12:40.000]  我記得我初初信耶穌的時候,真的很靈驗,我求明天去旅行,
[00:12:40.000 --> 00:12:44.000]  陰陰天天,上帝求你叫明天好天,哇,真的好天,多麼開心,
[00:12:44.000 --> 00:12:48.000]  上帝聽了,聽了很高興,我還記得有一次圖書館不見了一本書,
[00:12:48.000 --> 00:12:53.000]  於是我經常被人找到一本書,突然間從床底下找到一本出來,
[00:12:53.000 --> 00:12:56.000]  有個弟兄和我剛剛信耶穌,他不見了一條鎖匙,
[00:12:56.000 --> 00:13:01.000]  突然間就啪一聲,鎖匙掉了下去,原來掛在衣袋上,
[00:13:01.000 --> 00:13:06.000]  忘記了,掉了下去,我想很多人初信耶穌的時候,
[00:13:06.000 --> 00:13:11.000]  就有很多這樣的經歷,開車找到位置拍,旅行就可以趕到車,
[00:13:11.000 --> 00:13:17.000]  很多時候信得久一點的時候,這些祈禱全部不靈,
[00:13:17.000 --> 00:13:21.000]  你越是愛主的時候,你越是信耶穌久一點的時候,
[00:13:21.000 --> 00:13:27.000]  你越是獎項的時候,你發覺不靈,祈禱的時候一樣是下雨,
[00:13:27.000 --> 00:13:32.000]  拍位的時候一樣是沒有位置拍,找到鎖匙,鎖匙一樣是不見了,
[00:13:32.000 --> 00:13:39.000]  一樣要賠錢去圖書館,於是你就告訴你,這個不靈,
[00:13:39.000 --> 00:13:47.000]  不是,我想告訴你,不是不靈,上帝是一個很重要的訊息告訴你,
[00:13:47.000 --> 00:13:50.000]  上帝想告訴你一個什麼訊息,上帝就告訴你,
[00:13:50.000 --> 00:13:54.000]  你的土共蒙英文不是蒙英文,但是上帝的英文是怎樣說,
[00:13:54.000 --> 00:14:00.000]  我不是王大仙,我不是你無限的供應商,但是我有一個更好的東西給你,
[00:14:00.000 --> 00:14:05.000]  我不單要改變你周圍的環境,更加要改變你自己,
[00:14:05.000 --> 00:14:09.000]  當你改變了你自己之後,你的貪念,你的焦慮,你的憤怒,
[00:14:09.000 --> 00:14:15.000]  你就會一掃而空,你會享受更大的自由,這個豈不是給你找回一條鎖匙,
[00:14:15.000 --> 00:14:21.000]  給你找回一本書,給你周圍環境改變,是正得多,精得多,好得多嗎?
[00:14:21.000 --> 00:14:27.000]  你想想是不是?但是我們不喜歡,我們不喜歡,
[00:14:27.000 --> 00:14:35.000]  我們只喜歡神啊,改變這個環境來咒我,我們要求上帝改變一切來咒我,
[00:14:35.000 --> 00:14:41.000]  我不喜歡走這條路,你拖平這條路給我走,這個是最蠢的,
[00:14:41.000 --> 00:14:48.000]  或許你BB的時候,上帝會給你的,但是當你長大的時候,上帝不會,
[00:14:48.000 --> 00:14:58.000]  Formation Prayer,變土,就是叫上帝去改變我們的心態,去改變我們,
[00:14:58.000 --> 00:15:03.000]  聖經有一個很重要的主題,尤其在新的聖經裡面,特別提到這個主題,
[00:15:03.000 --> 00:15:09.000]  就是叫心意更新而變化,羅馬詩第十二章第一節就告訴你,
[00:15:09.000 --> 00:15:16.000]  不要合法這個世界,只要心意更新而變化,叫我們測驗何謂神純全可喜悅的旨意,
[00:15:16.000 --> 00:15:21.000]  原來保羅在聖經裡面用了兩個很重要的希臘文字,
[00:15:21.000 --> 00:15:26.000]  這兩個字我們一定要明白,第一個字,不要效法這個世界,
[00:15:26.000 --> 00:15:30.000]  效法這個字希臘文叫Schema,這個字是什麼意思呢?
[00:15:30.000 --> 00:15:37.000]  外表的改變,環境的改變,外形的改變,譬如像我這樣,
[00:15:37.000 --> 00:15:46.000]  七歲的我,和我現在的我不同,我和我太太三十五週年結婚,
[00:15:46.000 --> 00:15:51.000]  我女兒就拍了一些我們的照片的片集給我們看,
[00:15:51.000 --> 00:15:56.000]  我看回那時候的照片,真的不同現在的,
[00:15:56.000 --> 00:16:02.000]  真的一看下去,自己都認不出那個帥哥是誰來的,
[00:16:02.000 --> 00:16:10.000]  認不出的,和現在不同的,頭髮多了很多,黑很多,身材苗條很多,
[00:16:10.000 --> 00:16:18.000]  外形改變,Schema,七歲的我和七十歲的我不同,
[00:16:18.000 --> 00:16:25.000]  睡覺的時候我穿睡衣睡,廣道我不會穿睡衣,我會穿一條領帶,
[00:16:25.000 --> 00:16:31.000]  外形會改變,但那個都是我,仍然是過往,
[00:16:31.000 --> 00:16:37.000]  如果我們的禱告只掛著Schema的改變,外面的環境的改變,這個是最蠢的,
[00:16:37.000 --> 00:16:43.000]  保羅就告訴我們不要下化這個世界,不要隨波逐流,不要跟風埋堆,
[00:16:43.000 --> 00:16:48.000]  不要只掛著外面環境的改變,是要你自己去改變,
[00:16:48.000 --> 00:16:55.000]  所以聖經就跟著告訴你要心意更新而變化,什麼叫心意更新而變化?
[00:16:55.000 --> 00:16:59.000]  原來保羅用了另外一個希臘文的字叫Morphe這個字,
[00:16:59.000 --> 00:17:05.000]  Morphe這個字是內面的成長,心態的改變,心意更新而變化,
[00:17:05.000 --> 00:17:13.000]  這是一個很好的翻譯,用拉丁語來說就是conversatio moram,就是改變我們自己,
[00:17:13.000 --> 00:17:18.000]  就好像羅馬書第八章二十九節叫我們跟此主耶穌,
[00:17:18.000 --> 00:17:21.000]  就好像菲律賓書第一章二十二節說活著就是基督,
[00:17:21.000 --> 00:17:25.000]  就好像哥羅西書第三章第四節說基督就是我的生命,
[00:17:25.000 --> 00:17:29.000]  就好像加拉提書第二章二十節說現在活著的不再是我,
[00:17:29.000 --> 00:17:34.000]  乃是基督活在我裡面,這個就叫變圖,像耶穌,
[00:17:34.000 --> 00:17:39.000]  或者未繼續講下去之前,我想再講一講,
[00:17:39.000 --> 00:17:47.000]  整個基督教想講的一樣東西是什麼?是改變,是叫我們生命的改變,
[00:17:47.000 --> 00:17:54.000]  所以耶穌我們叫他重生,conversion,conversion是改變,是你生命的改變,
[00:17:54.000 --> 00:17:58.000]  你信了耶穌之後要不住的更新,不住的改變,
[00:17:58.000 --> 00:18:02.000]  禱告是一個方法,但不只是禱告,
[00:18:02.000 --> 00:18:07.000]  Dallas Wheeler他講過這個所謂金三角,有什麼可以改變我們呢?
[00:18:07.000 --> 00:18:09.000]  有什麼可以改變我們的心態呢?
[00:18:09.000 --> 00:18:14.000]  第一個是禱告,第二個是靈修,或者其他屬靈的操練,
[00:18:14.000 --> 00:18:19.000]  並拜,禁食,讀經,聽道,是可以改變我們的心態,
[00:18:19.000 --> 00:18:26.000]  但第三個很重要,就是馴服,降服,馴服聖靈的引導,
[00:18:26.000 --> 00:18:34.000]  禱告是其中一個,禱告不是打boxing,
[00:18:34.000 --> 00:18:43.000]  打完一個round之後去抹油,又再打,不是,禱告不是去舒暢一下,
[00:18:43.000 --> 00:18:49.000]  禱告就好像上星期我和大家講,你和上帝在摔跤,
[00:18:49.000 --> 00:18:59.000]  禱告是和上帝咬手瓜,就像哪個和上帝在打仗,和上帝在握手瓜,我不馴服你,
[00:18:59.000 --> 00:19:05.000]  最後當你看到自己軟弱的時候,就抓住上帝說,祝福我,
[00:19:05.000 --> 00:19:09.000]  就好像羅馬書在他掙扎期間的時候,古羅說,
[00:19:09.000 --> 00:19:15.000]  我辛苦誰能救我出來的取死的身體,這就是我所謂的變土,
[00:19:15.000 --> 00:19:23.000]  就是神學家所講的formation prayer,或者我們看看今天這段經文,
[00:19:23.000 --> 00:19:29.000]  是一個典型古羅的禱告,古羅西書第一章,第九至十一節,
[00:19:29.000 --> 00:19:34.000]  是所謂變土的典範,我們一起讀一讀,好嗎?
[00:19:34.000 --> 00:19:37.000]  這三段聖經,好精彩,這三段聖經,
[00:19:37.000 --> 00:19:43.000]  因此,我們自從聽見這日子,也就為你們不住地禱告祈求,
[00:19:43.000 --> 00:19:48.000]  願你們在一切數年的自慰悟性上,滿心知道神的旨意,
[00:19:48.000 --> 00:19:55.000]  好叫你們行事為人,對得起主,凡事蒙他喜願,在他一切善事上多結果子,
[00:19:55.000 --> 00:20:01.000]  漸漸地多知道神,照他榮耀的權能,得以在各樣的力上加力,
[00:20:01.000 --> 00:20:06.000]  好叫你們凡事歡歡喜喜地,忍耐寬容。
[00:20:06.000 --> 00:20:12.000]  我做了牧師這麼久,從未曾有一個會友,
[00:20:12.000 --> 00:20:15.000]  跟我說,牧師,你可不可以為我祈禱?
[00:20:15.000 --> 00:20:18.000]  我回答,為你什麼祈禱?
[00:20:18.000 --> 00:20:23.000]  你可不可以為我祈禱,讓我有多些寬容,有多些忍耐,
[00:20:23.000 --> 00:20:30.000]  讓我滿心知道上帝的旨意,在屬靈悟性上,日漸多知道上帝?
[00:20:33.000 --> 00:20:37.000]  好笑,或者有,我忘記了,好笑,
[00:20:37.000 --> 00:20:39.000]  通常,牧師,你可不可以為我祈禱?
[00:20:39.000 --> 00:20:42.000]  我兒子會考,你為他祈禱,他要找工作,
[00:20:42.000 --> 00:20:45.000]  我誰病了,你可不可以為他祈禱?
[00:20:45.000 --> 00:20:48.000]  誰生意有些問題,你可不可以為他祈禱?
[00:20:48.000 --> 00:20:50.000]  誰他就是什麼?
[00:20:50.000 --> 00:20:57.000]  我要求的,全部是外面環境的改變,
[00:20:59.000 --> 00:21:02.000]  沒有人跟我說,牧師,你可不可以為我祈禱,
[00:21:02.000 --> 00:21:08.000]  讓我更多知道上帝,更多的忍耐,更多的寬容。
[00:21:08.000 --> 00:21:14.000]  哥羅西教會是一個充滿挑戰的教會,
[00:21:14.000 --> 00:21:19.000]  有逼迫,有人的問題,有失業,
[00:21:19.000 --> 00:21:22.000]  我相信那個時候不知道有沒有抑鬱症,
[00:21:22.000 --> 00:21:24.000]  一樣有很多很多的問題存在,
[00:21:24.000 --> 00:21:28.000]  但保羅為了這一班弟兄姊妹祈禱的時候,
[00:21:28.000 --> 00:21:33.000]  他不是為他的經濟狀況,不是健康狀況,
[00:21:33.000 --> 00:21:36.000]  逼迫,或者他有,但是在這條聖經裡面,
[00:21:36.000 --> 00:21:39.000]  很強調的是什麼?
[00:21:39.000 --> 00:21:43.000]  不是他們的際遇,不是他們的環境,
[00:21:43.000 --> 00:21:45.000]  神改變他們自己。
[00:21:45.000 --> 00:21:48.000]  首先我們看看第一句,
[00:21:48.000 --> 00:21:54.000]  第一句,他說:因此我們知道聽見你日子,
[00:21:54.000 --> 00:21:58.000]  就為你們不住地禱告祈求,
[00:21:58.000 --> 00:22:02.000]  祈求什麼?願你們在一切屬靈的智慧和悟性上,
[00:22:02.000 --> 00:22:05.000]  滿心知道上帝的旨意。
[00:22:05.000 --> 00:22:09.000]  保羅為這一班弟兄姊妹祈禱,
[00:22:09.000 --> 00:22:13.000]  就祈禱一件事,叫他們知道上帝的旨意,
[00:22:13.000 --> 00:22:16.000]  滿心知道上帝的旨意,就好像羅馬書第十二章一節說,
[00:22:16.000 --> 00:22:19.000]  知道神順傳可喜悅的旨意,
[00:22:19.000 --> 00:22:26.000]  很奇怪,你覺不覺得這段聖經很奇怪,很奇怪?
[00:22:26.000 --> 00:22:33.000]  祈禱,基本上不是叫上帝去聽我們說話,
[00:22:33.000 --> 00:22:37.000]  祈禱不是我們去說話,
[00:22:37.000 --> 00:22:43.000]  祈禱是聆聽,是聽上帝說話,
[00:22:43.000 --> 00:22:47.000]  祈禱不是單單去傾訴,
[00:22:47.000 --> 00:22:50.000]  祈禱不是一輪機關槍掃過去,
[00:22:50.000 --> 00:22:52.000]  上帝你聽,
[00:22:52.000 --> 00:22:57.000]  祈禱是叫你滿心知道上帝的旨意,
[00:22:57.000 --> 00:23:02.000]  禱告不是說服上帝改變他的心意,
[00:23:02.000 --> 00:23:08.000]  祈禱那是叫你和我知道上帝的心意,然後跟著去行,
[00:23:08.000 --> 00:23:13.000]  上帝不是叫我們說,我們祈禱不是說,
[00:23:13.000 --> 00:23:16.000]  My will be done,要我的旨意成就,
[00:23:16.000 --> 00:23:20.000]  我們禱告是My will be done,你的旨意成就,
[00:23:20.000 --> 00:23:24.000]  如果你要讓上帝的旨意成就在你身上的時候,
[00:23:24.000 --> 00:23:26.000]  第一件事你需要知道的,
[00:23:26.000 --> 00:23:28.000]  神啊,你的旨意是什麼?
[00:23:28.000 --> 00:23:30.000]  究竟你想我怎樣做?
[00:23:30.000 --> 00:23:34.000]  我們有一個很錯愕的想法,
[00:23:34.000 --> 00:23:37.000]  以為祈禱就是說話,
[00:23:37.000 --> 00:23:41.000]  上帝你不要吵,聽著我說,我告訴你,
[00:23:41.000 --> 00:23:43.000]  你錯愕了,
[00:23:43.000 --> 00:23:49.000]  祈禱是聽話,聆聽上帝要跟你說什麼,
[00:23:49.000 --> 00:23:53.000]  安靜是很重要的,
[00:23:53.000 --> 00:23:59.000]  魔鬼字典,有一個很出名的作家寫了一本書叫做Devil's Dictionary,
[00:23:59.000 --> 00:24:03.000]  魔鬼字典,其中有一個行就叫做地獄,
[00:24:03.000 --> 00:24:04.000]  什麼叫地獄呢?
[00:24:04.000 --> 00:24:08.000]  很有趣,這個魔鬼字典,地獄是什麼呢?
[00:24:08.000 --> 00:24:12.000]  就是一個地方,沒有人聽我說話,
[00:24:12.000 --> 00:24:15.000]  只有我聽別人說話,這個就是地獄,
[00:24:15.000 --> 00:24:18.000]  人很奇怪,
[00:24:18.000 --> 00:24:24.000]  人呢,我想問有多少父母在你小時候,
[00:24:24.000 --> 00:24:29.000]  一開始,兒子,我首先教你聽話,不要說話,
[00:24:29.000 --> 00:24:31.000]  有多少人是教你聽話的?
[00:24:31.000 --> 00:24:33.000]  沒有,我們教人說話的,
[00:24:33.000 --> 00:24:35.000]  父母就是教你說話,
[00:24:35.000 --> 00:24:37.000]  當然你一會說話之後,
[00:24:37.000 --> 00:24:39.000]  接著叫你shut up for the rest of your life,
[00:24:39.000 --> 00:24:44.000]  聖經裡面告訴你什麼?
[00:24:44.000 --> 00:24:47.000]  禱告是去聆聽,
[00:24:47.000 --> 00:24:52.000]  怎樣去知道上帝的心意,
[00:24:52.000 --> 00:24:55.000]  接著,保羅就繼續祈禱了,
[00:24:55.000 --> 00:24:57.000]  他提到有兩樣東西,
[00:24:57.000 --> 00:25:04.000]  怨你們在一切屬靈的智慧不勝常,滿心知道上帝的旨意,
[00:25:04.000 --> 00:25:07.000]  怎樣可以知道上帝的旨意呢?
[00:25:07.000 --> 00:25:10.000]  他提到有兩樣東西,第一是智慧,
[00:25:10.000 --> 00:25:12.000]  第二是誤乘,
[00:25:12.000 --> 00:25:14.000]  首先我們看看智慧,
[00:25:14.000 --> 00:25:16.000]  什麼叫智慧?
[00:25:16.000 --> 00:25:18.000]  希臘文這個字叫Sophia,
[00:25:18.000 --> 00:25:20.000]  Sophia這個字不是指IQ高,
[00:25:20.000 --> 00:25:22.000]  不是上帝比我有IQ高一點,
[00:25:22.000 --> 00:25:27.000]  不是,這個只是對聖經真理的認識,
[00:25:27.000 --> 00:25:29.000]  聖經教導的認識,
