
[00:00:00.000 --> 00:00:09.000]  頂姐妹你好 剛才我來的時候在外面已經聽到你們的歌聲很好聽
[00:03:34.000 --> 00:03:37.000]  耶穌與不同的人的對話
[00:03:37.000 --> 00:03:40.000]  第十到十七節是第二個段落
[00:03:40.000 --> 00:03:42.000]  不過我猜這個大段落
[00:03:42.000 --> 00:03:46.000]  十到十七節還可以分為三個小段落
[00:03:46.000 --> 00:03:49.000]  第一個段落是第十節十三節
[00:03:49.000 --> 00:03:53.000]  就是耶穌與宗教領袖 法利塞人的對話
[00:03:53.000 --> 00:03:56.000]  第二個段落是十四節
[00:03:56.000 --> 00:03:59.000]  到十五節兩節聖經
[00:03:59.000 --> 00:04:01.000]  就是耶穌與約翰的門徒
[00:04:01.000 --> 00:04:04.000]  很明顯是指施洗約翰的門徒的對話
[00:04:04.000 --> 00:04:06.000]  十四到十五節
[00:04:06.000 --> 00:04:09.000]  然後就是耶穌為了這件事
[00:04:09.000 --> 00:04:11.000]  包括了與法利塞人
[00:04:11.000 --> 00:04:14.000]  與施洗約翰的門徒對話
[00:04:14.000 --> 00:04:18.000]  還包括了第九節呼召馬太這件事蹟
[00:04:18.000 --> 00:04:21.000]  一個結論就是十六、十七節
[00:04:21.000 --> 00:04:23.000]  大概大家知道我的分段
[00:04:23.000 --> 00:04:25.000]  今天我打算先解釋聖經
[00:04:25.000 --> 00:04:29.000]  然後我想在聖經裏面提出幾個
[00:04:29.000 --> 00:04:33.000]  我覺得成為我意象關鍵的挑戰給大家
[00:04:33.000 --> 00:04:35.000]  首先我們看第九節
[00:04:35.000 --> 00:04:37.000]  耶穌從那裏往前走
[00:04:37.000 --> 00:04:40.000]  看見一個人名叫馬太坐在稅關上
[00:04:40.000 --> 00:04:43.000]  這裏記載耶穌出去傳道的時間
[00:04:43.000 --> 00:04:46.000]  在不同的時候呼召門徒
[00:04:46.000 --> 00:04:51.000]  這個呼召在馬太裏面寫得非常簡單
[00:04:51.000 --> 00:04:54.000]  可能呼召馬太寫得這麼簡單的原因
[00:04:54.000 --> 00:04:59.000]  是聖經作者馬太本身很謙卑地
[00:04:59.000 --> 00:05:01.000]  沒有將事蹟講得太詳盡
[00:05:01.000 --> 00:05:02.000]  如果比較其他方書的時候
[00:05:02.000 --> 00:05:03.000]  我們會看見比較多一點
[00:05:03.000 --> 00:05:06.000]  在這裏說耶穌呼召馬太的時間
[00:05:06.000 --> 00:05:10.000]  馬太就在關稅上起離婚重主
[00:05:10.000 --> 00:05:12.000]  我猜這是一個很精簡的記載
[00:05:12.000 --> 00:05:15.000]  可能馬太對耶穌有相當的認識
[00:05:15.000 --> 00:05:17.000]  可能跟群眾的聽道裏面
[00:05:17.000 --> 00:05:19.000]  甚至見過耶穌走過的神蹟
[00:05:19.000 --> 00:05:20.000]  所以這個時間
[00:05:20.000 --> 00:05:26.000]  她立志將她自己一路走開的人生的方向
[00:05:26.000 --> 00:05:29.000]  一路以為可能賺錢
[00:05:29.000 --> 00:05:33.000]  或者在社會上有一個比較好的地位
[00:05:33.000 --> 00:05:35.000]  這個目標房地
[00:05:35.000 --> 00:05:38.000]  現在全心全意跟從著
[00:05:38.000 --> 00:05:41.000]  所以你明白為何我簡短的經文說
[00:05:41.000 --> 00:05:43.000]  如果我說成為我意象
[00:05:43.000 --> 00:05:44.000]  我理解的意思就是
[00:05:44.000 --> 00:05:47.000]  將神的意思成為了我們的意思
[00:05:47.000 --> 00:05:50.000]  將上帝的要求成為我們人生的方向
[00:05:50.000 --> 00:05:53.000]  馬太在這裏很明顯就是一個例子
[00:05:53.000 --> 00:05:56.000]  她放下所有的東西跟從著
[00:05:56.000 --> 00:05:58.000]  這件事很簡單
[00:05:58.000 --> 00:06:00.000]  差不多沒有甚麼特別地方
[00:06:00.000 --> 00:06:02.000]  我們可以再知道多一點
[00:06:02.000 --> 00:06:07.000]  但是這件事卻引起夏文一個激烈的討論
[00:06:07.000 --> 00:06:10.000]  第一個討論就是耶穌和伐利賽人的討論
[00:06:10.000 --> 00:06:14.000]  當耶穌在屋裏面坐直的時候
[00:06:14.000 --> 00:06:18.000]  有些稅吏和罪人吏和耶穌一起坐直
[00:06:18.000 --> 00:06:21.000]  當馬太跟從主之後
[00:06:21.000 --> 00:06:25.000]  她大排筵席請耶穌
[00:06:25.000 --> 00:06:27.000]  請耶穌的門徒和他的朋友
[00:06:27.000 --> 00:06:31.000]  好像是宣佈了她生命上的改變
[00:06:31.000 --> 00:06:37.000]  在這個筵席上引起了一些伐利賽人的不滿
[00:06:37.000 --> 00:06:40.000]  我也很少聽到這樣的筵席
[00:06:40.000 --> 00:06:49.000]  多數是婚宴、白日宴、壽宴
[00:06:49.000 --> 00:06:53.000]  但很少聽到是跟從耶穌的宴席
[00:06:53.000 --> 00:06:55.000]  從今天起我跟從耶穌了
[00:06:55.000 --> 00:06:56.000]  開了一個筵席
[00:06:56.000 --> 00:06:58.000]  或是從今天起我立志做傳道人了
[00:06:58.000 --> 00:07:00.000]  所以開了一個派對
[00:07:00.000 --> 00:07:04.000]  或是我在下令會裏面決定了
[00:07:04.000 --> 00:07:06.000]  我要立志做傳道人
[00:07:06.000 --> 00:07:08.000]  所以我出去搞了一個派對
[00:07:08.000 --> 00:07:10.000]  請一些朋友來 有沒有聽過?
[00:07:10.000 --> 00:07:12.000]  或者你試試搞吧
[00:07:12.000 --> 00:07:14.000]  我也很少聽到這樣的
[00:07:14.000 --> 00:07:17.000]  在這個時候 馬太宣佈
[00:07:17.000 --> 00:07:19.000]  她說很想請一些朋友來
[00:07:19.000 --> 00:07:20.000]  當然她的朋友當中
[00:07:20.000 --> 00:07:24.000]  她的行家和朋友都是做稅吏的工作
[00:07:24.000 --> 00:07:26.000]  如果大家可能聽過很多次
[00:07:26.000 --> 00:07:29.000]  稅吏是當時不受歡迎的人物
[00:07:29.000 --> 00:07:31.000]  在《西洋聖經》裏面
[00:07:31.000 --> 00:07:32.000]  在科林書裏面
[00:07:32.000 --> 00:07:36.000]  稅吏是跟哪個名詞放在一起呢?
[00:07:36.000 --> 00:07:39.000]  罪人 人時從稅放為妓女
[00:07:39.000 --> 00:07:41.000]  這些都是不受歡迎的人物
[00:07:41.000 --> 00:07:44.000]  這個好像幫外國收稅的人
[00:07:44.000 --> 00:07:47.000]  成為一個他們認為罪人
[00:07:47.000 --> 00:07:50.000]  有很多原因 實際原因 宗教原因等等
[00:07:50.000 --> 00:07:54.000]  她覺得這是罪人
[00:07:54.000 --> 00:07:56.000]  所以第十一節
[00:07:56.000 --> 00:07:58.000]  法利賽人不滿
[00:07:58.000 --> 00:08:00.000]  第十一節說
[00:08:00.000 --> 00:08:02.000]  法利賽人要留意一下
[00:08:02.000 --> 00:08:04.000]  他對耶穌的門徒說的
[00:08:04.000 --> 00:08:06.000]  有看到嗎?
[00:08:06.000 --> 00:08:07.000]  是對耶穌的門徒說的
[00:08:07.000 --> 00:08:08.000]  你看看兩個比較一下
[00:08:08.000 --> 00:08:12.000]  十四節 約翰的門徒是對耶穌說的
[00:08:12.000 --> 00:08:14.000]  看到嗎?
[00:08:14.000 --> 00:08:15.000]  程度加深了
[00:08:15.000 --> 00:08:18.000]  即是說在這個階段或這個場合裏面
[00:08:18.000 --> 00:08:22.000]  那些宗教領袖未直接和耶穌提出質詢
[00:08:22.000 --> 00:08:24.000]  問耶穌的門徒
[00:08:24.000 --> 00:08:26.000]  問題是你們的先生
[00:08:26.000 --> 00:08:33.000]  為何跟稅吏罪人一同吃飯呢?
[00:08:33.000 --> 00:08:35.000]  第二個問題是
[00:08:35.000 --> 00:08:37.000]  我們這班法利賽人
[00:08:37.000 --> 00:08:38.000]  我們這班宗教領袖
[00:08:38.000 --> 00:08:40.000]  我們這班所謂神職人員
[00:08:40.000 --> 00:08:42.000]  一直都不做的事
[00:08:42.000 --> 00:08:46.000]  為何現在你做呢?
[00:08:46.000 --> 00:08:49.000]  請你再留心聽我解釋一下
[00:08:49.000 --> 00:08:51.000]  這裡的問題是
[00:08:51.000 --> 00:08:53.000]  我們已經有一個傳統
[00:08:53.000 --> 00:08:55.000]  我們有一個做法
[00:08:55.000 --> 00:08:57.000]  我們一直都不做的
[00:08:57.000 --> 00:09:00.000]  為何現在好像你加入了傳道的行列
[00:09:00.000 --> 00:09:05.000]  你做一些我們不會做的事呢?
[00:09:05.000 --> 00:09:07.000]  耶穌回答說
[00:09:07.000 --> 00:09:09.000]  如果你真的健康的話
[00:09:09.000 --> 00:09:10.000]  容不著醫生
[00:09:10.000 --> 00:09:12.000]  當然今天我們從我們的角度來說
[00:09:12.000 --> 00:09:14.000]  我們健康的時候都容得著醫生
[00:09:14.000 --> 00:09:16.000]  身體檢查
[00:09:16.000 --> 00:09:18.000]  但是一般的情況
[00:09:18.000 --> 00:09:20.000]  或者在古時來說
[00:09:20.000 --> 00:09:22.000]  看病才會看醫生
[00:09:22.000 --> 00:09:24.000]  有病才看醫生
[00:09:24.000 --> 00:09:26.000]  然後他還引用了一節聖經
[00:09:26.000 --> 00:09:28.000]  看病 有病看醫生
[00:09:28.000 --> 00:09:30.000]  看醫生是什麼意思呢?
[00:09:30.000 --> 00:09:33.000]  13節引用何西亞書一節的聖經
[00:09:33.000 --> 00:09:35.000]  我喜愛憐恤
[00:09:35.000 --> 00:09:38.000]  不起愛濟滓
[00:09:38.000 --> 00:09:40.000]  如果看何西亞書6章6節
[00:09:40.000 --> 00:09:42.000]  我喜歡你認識神
[00:09:42.000 --> 00:09:45.000]  多過你獻上的煩際
[00:09:45.000 --> 00:09:47.000]  意思就是說
[00:09:47.000 --> 00:09:52.000]  如果你只是看見那個是罪人
[00:09:52.000 --> 00:09:55.000]  然後你認為你比他好
[00:09:55.000 --> 00:09:57.000]  你看不出自己本身也是罪人
[00:09:57.000 --> 00:09:59.000]  神說
[00:09:59.000 --> 00:10:01.000]  我希望你明白我的心
[00:10:01.000 --> 00:10:06.000]  我希望你不單止放下你的憲制
[00:10:06.000 --> 00:10:09.000]  你還能夠明白上帝的心腸
[00:10:09.000 --> 00:10:12.000]  上帝的心腸不是要定人的罪
[00:10:12.000 --> 00:10:15.000]  上帝的心腸是要人悔改
[00:10:15.000 --> 00:10:21.000]  上帝的心腸是希望他能夠解決他人生最大給他
[00:10:21.000 --> 00:10:23.000]  和整個他的家庭
[00:10:23.000 --> 00:10:27.000]  他的生活接觸層面所牽涉的問題
[00:10:27.000 --> 00:10:30.000]  上帝來到是要憐恤人
[00:10:30.000 --> 00:10:32.000]  然後13節說
[00:10:32.000 --> 00:10:34.000]  這句話你且去揣摩
[00:10:34.000 --> 00:10:36.000]  揣摩這個翻譯比較特別
[00:10:36.000 --> 00:10:38.000]  大概的意思就是說
[00:10:38.000 --> 00:10:40.000]  你思想尋找一下
[00:10:40.000 --> 00:10:42.000]  你想清楚這句話是什麼意思
[00:10:42.000 --> 00:10:44.000]  既然你是宗教領袖
[00:10:44.000 --> 00:10:47.000]  你覺得你自己是一個聖潔的人
[00:10:47.000 --> 00:10:49.000]  是一個猶太人的領袖
[00:10:49.000 --> 00:10:53.000]  更加去尋找聖經根本的意思是什麼
[00:10:53.000 --> 00:10:56.000]  這個神的心意
[00:10:56.000 --> 00:11:02.000]  本不是召喚人乃是召罪人
[00:11:02.000 --> 00:11:04.000]  這個心意不僅是耶穌的時候才有的
[00:11:04.000 --> 00:11:06.000]  是源自舊約
[00:11:06.000 --> 00:11:09.000]  神喜歡憐恤罪人
[00:11:09.000 --> 00:11:12.000]  神喜歡人撕裂他的心腸
[00:11:12.000 --> 00:11:15.000]  多於獻上他的牛肉
[00:11:16.000 --> 00:11:17.000]  我再說
[00:11:17.000 --> 00:11:20.000]  問題是那些法理賽人說
[00:11:20.000 --> 00:11:23.000]  為什麼我們一向不做的事
[00:11:23.000 --> 00:11:25.000]  你現在去做
[00:11:25.000 --> 00:11:27.000]  這是第一點請大家留意
[00:11:27.000 --> 00:11:30.000]  然後我們看第十四節第十五節
[00:11:30.000 --> 00:11:33.000]  是另外一個情況
[00:11:33.000 --> 00:11:36.000]  這個情況是約翰的門徒
[00:11:36.000 --> 00:11:39.000]  起碼他們在我們印象中
[00:11:39.000 --> 00:11:40.000]  應該是正氣一點
[00:11:40.000 --> 00:11:42.000]  比法理賽人好一點
[00:11:42.000 --> 00:11:44.000]  法理賽人可能是很多挑剔
[00:11:44.000 --> 00:11:46.000]  或者為了自己利益的緣故
[00:11:46.000 --> 00:11:50.000]  對耶穌的門徒有很多阻攔的地方
[00:11:50.000 --> 00:11:52.000]  但約翰的門徒
[00:11:52.000 --> 00:11:54.000]  施洗約翰本身都服從耶穌
[00:11:54.000 --> 00:11:57.000]  所以約翰的門徒大概都是出於真誠
[00:11:57.000 --> 00:11:58.000]  去問耶穌的問題
[00:11:58.000 --> 00:12:02.000]  問題是我們法理賽人上上甘色
[00:12:02.000 --> 00:12:04.000]  你的門徒倒不甘色
[00:12:04.000 --> 00:12:05.000]  這是為什麼呢?
[00:12:05.000 --> 00:12:10.000]  可能真是他們心中一個比較困擾的問題
[00:12:10.000 --> 00:12:12.000]  問題是我們時時
[00:12:12.000 --> 00:12:14.000]  和法理賽人一樣都會禁食
[00:12:14.000 --> 00:12:16.000]  為什麼你不禁食呢?
[00:12:16.000 --> 00:12:18.000]  我們先解釋一下禁食
[00:12:18.000 --> 00:12:20.000]  我問問大家有條聖經問題
[00:12:20.000 --> 00:12:22.000]  好像昨天一樣
[00:12:22.000 --> 00:12:24.000]  補健練習
[00:12:24.000 --> 00:12:26.000]  在舊約聖經裏面
[00:12:26.000 --> 00:12:32.000]  規定以色列人要禁食的一年要多少次呢?
[00:12:32.000 --> 00:12:40.000]  明文規定猶太人要禁食一年要多少次呢?
[00:12:41.000 --> 00:12:44.000]  我們用補健操練一下
[00:12:44.000 --> 00:12:48.000]  多少次呢?
[00:12:48.000 --> 00:12:52.000]  當時的法理賽人
[00:12:52.000 --> 00:12:55.000]  他們一年有多少次禁食呢?
[00:12:55.000 --> 00:12:59.000]  又不懂的
[00:12:59.000 --> 00:13:01.000]  兩條都不懂的
[00:13:01.000 --> 00:13:03.000]  我先回答第二條問題
[00:13:03.000 --> 00:13:05.000]  你記得路加十八章
[00:13:05.000 --> 00:13:10.000]  瑞利和聚人上聖殿祈禱
[00:13:10.000 --> 00:13:14.000]  法理賽人說
[00:13:14.000 --> 00:13:16.000]  我一星期禁食多少次呢?
[00:13:16.000 --> 00:13:17.000]  兩次
[00:13:17.000 --> 00:13:19.000]  如果用今天的說法來說
[00:13:19.000 --> 00:13:21.000]  一年禁食多少次呢?
[00:13:21.000 --> 00:13:23.000]  104次
[00:13:23.000 --> 00:13:25.000]  52乘2次
[00:13:25.000 --> 00:13:31.000]  在舊約聖經要求以色列人禁食多少次呢?
[00:13:33.000 --> 00:13:35.000]  一年是一次
[00:13:35.000 --> 00:13:39.000]  就是在7月10日那個贖罪日
[00:13:39.000 --> 00:13:41.000]  全體百姓要禁食
[00:13:41.000 --> 00:13:43.000]  除此之外
[00:13:43.000 --> 00:13:48.000]  舊約聖經並沒有明文規定以色列人要禁食
[00:13:48.000 --> 00:13:55.000]  即是法理賽人做足律法的104倍
[00:13:55.000 --> 00:13:58.000]  很厲害
[00:13:58.000 --> 00:14:02.000]  禁食對他們來說
[00:14:02.000 --> 00:14:05.000]  特別是在兩約之間
[00:14:05.000 --> 00:14:09.000]  形成了更加強烈的做法
[00:14:09.000 --> 00:14:13.000]  原因是他們渴望彌賽的來臨
[00:14:13.000 --> 00:14:18.000]  渴望神可以解決他們民族之間被壓迫的困難
[00:14:18.000 --> 00:14:20.000]  所以很多人
[00:14:20.000 --> 00:14:22.000]  特別是經乾的人會禁食
[00:14:22.000 --> 00:14:24.000]  法理賽人是表表姐
[00:14:24.000 --> 00:14:25.000]  我特別提醒大家
[00:14:25.000 --> 00:14:30.000]  法理賽人不是一個種族的關係
[00:14:30.000 --> 00:14:33.000]  不是一個生育的關係
[00:14:33.000 --> 00:14:35.000]  即是說我爸爸是法理賽人
[00:14:35.000 --> 00:14:36.000]  所以生一個兒子就是法理賽人
[00:14:36.000 --> 00:14:38.000]  兒子不是這樣的
[00:14:38.000 --> 00:14:41.000]  是一個黨派
[00:14:41.000 --> 00:14:43.000]  是一個宗教的派別
[00:14:43.000 --> 00:14:45.000]  即是說他成年之後
[00:14:45.000 --> 00:14:48.000]  他立願做法理賽人
[00:14:48.000 --> 00:14:50.000]  法理賽人是很高要求的
[00:14:50.000 --> 00:14:52.000]  包括要背誦聖經
[00:14:52.000 --> 00:14:55.000]  要背誦整個摩西人經
[00:14:55.000 --> 00:14:57.000]  摩西人經
[00:14:57.000 --> 00:14:58.000]  到現在我還未懂得背誦
[00:14:58.000 --> 00:15:00.000]  創世的道生命記
[00:15:00.000 --> 00:15:01.000]  基本的
[00:15:01.000 --> 00:15:03.000]  然後還包括很多條文
[00:15:03.000 --> 00:15:04.000]  舊式的沒有
[00:15:04.000 --> 00:15:05.000]  不過他要求有
[00:15:05.000 --> 00:15:07.000]  其中一個就是禁食
[00:15:07.000 --> 00:15:10.000]  要求他們很認真的
[00:15:10.000 --> 00:15:12.000]  有一個懊悔的心
[00:15:12.000 --> 00:15:14.000]  去祈求彌賽的來臨
[00:15:14.000 --> 00:15:16.000]  在這樣的情況裏
[00:15:16.000 --> 00:15:19.000]  他說我們是一班敬儉的猶太人
[00:15:19.000 --> 00:15:21.000]  包括施洗門徒在內
[00:15:21.000 --> 00:15:23.000]  我們禁食 為甚麼你不禁食呢?
[00:15:23.000 --> 00:15:26.000]  你明白背景是為甚麼耶穌這樣回答他嗎?
[00:15:26.000 --> 00:15:30.000]  原來猶太人的禁食是期望最終的彌賽
[00:15:30.000 --> 00:15:32.000]  他們期望的救世主會來
[00:15:32.000 --> 00:15:34.000]  所以在這樣的背景下問
[00:15:34.000 --> 00:15:36.000]  為甚麼你們門徒不禁食呢?
[00:15:36.000 --> 00:15:38.000]  耶穌回答說
[00:15:38.000 --> 00:15:40.000]  新郎和陪伴的人同在的時候
[00:15:40.000 --> 00:15:42.000]  陪伴的人豈能哀動呢?
[00:15:42.000 --> 00:15:44.000]  陪伴的人
[00:15:44.000 --> 00:15:46.000]  大概用我們今天廣東話說
[00:15:46.000 --> 00:15:48.000]  等於我們說的伴郎
[00:15:48.000 --> 00:15:51.000]  或者是否叫鄧穿石?
[00:15:51.000 --> 00:15:53.000]  現在叫兄弟
[00:15:53.000 --> 00:15:55.000]  我們早些叫鄧穿石
[00:15:55.000 --> 00:15:57.000]  即是陪伴新郎的那個
[00:15:57.000 --> 00:16:00.000]  他說如果在他們結婚的時間
[00:16:00.000 --> 00:16:03.000]  那些鄧穿石或者那些伴郎
[00:16:03.000 --> 00:16:05.000]  那些兄弟們
[00:16:05.000 --> 00:16:07.000]  他沒理由在這個時間
[00:16:07.000 --> 00:16:09.000]  在這個時間禁食
[00:16:09.000 --> 00:16:11.000]  你知不知道這個問題是甚麼意思呢?
[00:16:11.000 --> 00:16:14.000]  舊約一直期望的
[00:16:14.000 --> 00:16:16.000]  或者那班敬儉猶太人所祈禱的
[00:16:16.000 --> 00:16:18.000]  就是那個彌賽來了
[00:16:18.000 --> 00:16:21.000]  現在耶穌就是那個彌賽來到了
[00:16:21.000 --> 00:16:23.000]  那班伴郎
[00:16:23.000 --> 00:16:25.000]  在這個時間耶穌的門徒
[00:16:25.000 --> 00:16:27.000]  沒理由走去禁食
[00:16:27.000 --> 00:16:29.000]  因為禁食的目的就是
[00:16:29.000 --> 00:16:31.000]  希望更加接近上帝
[00:16:31.000 --> 00:16:33.000]  但現在上帝在這裡
[00:16:33.000 --> 00:16:34.000]  為何你離開上帝
[00:16:34.000 --> 00:16:36.000]  走去角落自己祈禱呢?
[00:16:36.000 --> 00:16:38.000]  所以耶穌說
[00:16:38.000 --> 00:16:40.000]  當新郎來到的時候
[00:16:40.000 --> 00:16:42.000]  你不需要禁食
[00:16:42.000 --> 00:16:45.000]  但是如果日子將到
[00:16:45.000 --> 00:16:47.000]  新郎離開他們的時候
[00:16:47.000 --> 00:16:48.000]  那時候他就要禁食了
[00:16:48.000 --> 00:16:51.000]  即是當耶穌不在地上的時候
[00:16:51.000 --> 00:16:52.000]  離開的時候
[00:16:52.000 --> 00:16:54.000]  門徒或者以後所有跟從耶穌的人
[00:16:54.000 --> 00:16:56.000]  他就要禁食了
[00:16:56.000 --> 00:16:58.000]  當然禁食的意思
[00:16:58.000 --> 00:16:59.000]  我再說
[00:16:59.000 --> 00:17:01.000]  禁食不只是不吃東西
[00:17:01.000 --> 00:17:05.000]  禁食主要的意思是祈禱
[00:17:05.000 --> 00:17:07.000]  禁食不用說
[00:17:07.000 --> 00:17:10.000]  祈禱你都知道禁食的意思是為了祈禱
[00:17:10.000 --> 00:17:12.000]  如果只是禁食
[00:17:12.000 --> 00:17:13.000]  不祈禱
[00:17:13.000 --> 00:17:14.000]  那個不是禁食
[00:17:14.000 --> 00:17:16.000]  那個絕食最多都是
[00:17:16.000 --> 00:17:18.000]  或者是減肥
[00:17:18.000 --> 00:17:20.000]  禁食是為了祈禱
[00:17:20.000 --> 00:17:22.000]  希望更明白神的意思
[00:17:22.000 --> 00:17:24.000]  所以如果簡單問
[00:17:24.000 --> 00:17:26.000]  今天我們需要禁食嗎?
[00:17:26.000 --> 00:17:27.000]  答案就是
[00:17:27.000 --> 00:17:29.000]  按著神給你感動
[00:17:29.000 --> 00:17:31.000]  在某些事情上
[00:17:31.000 --> 00:17:34.000]  特別是人生比較重大的決定的事情上
[00:17:34.000 --> 00:17:36.000]  或者你心裏面有個感動
[00:17:36.000 --> 00:17:37.000]  為罪
[00:17:37.000 --> 00:17:39.000]  或者為了尋求神的意思
[00:17:39.000 --> 00:17:41.000]  你去禁食
[00:17:41.000 --> 00:17:42.000]  按著神給你感動
[00:17:42.000 --> 00:17:44.000]  並不是律法
[00:17:44.000 --> 00:17:47.000]  每個教徒應該每個禮拜禁食多少次
[00:17:47.000 --> 00:17:48.000]  不是這樣的
[00:17:48.000 --> 00:17:49.000]  是按著神給你感動
[00:17:49.000 --> 00:17:50.000]  目的是
[00:17:50.000 --> 00:17:51.000]  透過這個方法
[00:17:51.000 --> 00:17:52.000]  我放下所有的東西
[00:17:52.000 --> 00:17:54.000]  包括日常生活所需
[00:17:54.000 --> 00:17:56.000]  吃飯的事情
[00:17:56.000 --> 00:17:58.000]  我暫時都放下
[00:17:58.000 --> 00:18:00.000]  我專心地投靠上帝
[00:18:00.000 --> 00:18:02.000]  按著神給你感動
[00:18:02.000 --> 00:18:04.000]  你可以繼續禁食
[00:18:04.000 --> 00:18:06.000]  禁食的人不要批評
[00:18:06.000 --> 00:18:08.000]  沒有禁食的人
[00:18:08.000 --> 00:18:12.000]  也不要反過來說禁食的人不需要
[00:18:12.000 --> 00:18:13.000]  按著神給你感動
[00:18:13.000 --> 00:18:15.000]  特別是耶穌說
[00:18:15.000 --> 00:18:17.000]  新郎不在的時間
[00:18:17.000 --> 00:18:18.000]  他們就有禁食
[00:18:18.000 --> 00:18:20.000]  當你真的要尋求神
[00:18:20.000 --> 00:18:22.000]  好像尋求新郎一樣
[00:18:22.000 --> 00:18:26.000]  你就真的要更加專心尋求祂
[00:18:26.000 --> 00:18:29.000]  第二個問題我想高亮的地方是
[00:18:29.000 --> 00:18:31.000]  如果留意剛才第一個問題
[00:18:31.000 --> 00:18:33.000]  花利賽人問的問題是
[00:18:33.000 --> 00:18:37.000]  為什麼我們不會做的事情
[00:18:37.000 --> 00:18:39.000]  你會做呢?
[00:18:39.000 --> 00:18:41.000]  現在反過來
[00:18:41.000 --> 00:18:43.000]  十四十五節約翰門問什麼問題呢?
[00:18:43.000 --> 00:18:46.000]  為什麼我們做的事情
[00:18:46.000 --> 00:18:48.000]  你又不做呢?
