
[00:00:00.000 --> 00:00:07.520]  我們今早的崇拜就是選了剛才我們所讀的那篇很美麗的詩篇
[00:06:18.960 --> 00:06:20.720]  我們知道過不了
[00:06:20.720 --> 00:06:22.520]  但是無論如何我們都要走過去
[00:06:22.520 --> 00:06:25.040]  於是走過去 果然發覺自己過不了
[00:06:25.040 --> 00:06:28.200]  就是這個發現自己過不了 想放棄的時候
[00:06:28.200 --> 00:06:29.280]  神出現了
[00:06:29.280 --> 00:06:30.400]  就在那裏我們經歷過
[00:06:30.400 --> 00:06:33.080]  從來沒有經歷過神的真實和能力
[00:06:33.080 --> 00:06:35.200]  這個就是山的意義
[00:06:35.200 --> 00:06:36.840]  這個詩人所以一開頭就說
[00:06:36.840 --> 00:06:38.320]  我要向山舉目
[00:06:38.320 --> 00:06:39.920]  不過我想再說一樣東西
[00:06:39.920 --> 00:06:41.400]  可能你沒有留意
[00:06:41.400 --> 00:06:44.880]  詩人有一個態度可能你和我不同
[00:06:44.880 --> 00:06:47.400]  面對這個山的時候
[00:06:47.400 --> 00:06:50.320]  詩人沒有說我見到山我就走了
[00:06:50.320 --> 00:06:52.000]  回頭了 不要走
[00:06:52.000 --> 00:06:54.960]  見到山我坐下了 我不敢再走下去
[00:06:54.960 --> 00:06:57.160]  沒有啊 詩人說什麼呢?
[00:06:57.160 --> 00:07:00.360]  我要向山舉目
[00:07:00.360 --> 00:07:01.920]  詩人帶著一種勇氣說
[00:07:01.920 --> 00:07:03.200]  是嗎?有山嗎?
[00:07:03.200 --> 00:07:05.640]  我看著它 我要看上去
[00:07:05.640 --> 00:07:07.040]  不過看上去也不容易
[00:07:07.040 --> 00:07:09.880]  一看上去 哇 舉目的時候這麼高
[00:07:09.880 --> 00:07:11.960]  一看上去 哇 這麼高
[00:07:11.960 --> 00:07:13.640]  不過我想大家特別留意
[00:07:13.640 --> 00:07:15.640]  跟著詩人的回答
[00:07:15.640 --> 00:07:17.920]  因為詩歌是一個對唱的
[00:07:17.920 --> 00:07:20.360]  當時或者你和你自己的回答
[00:07:20.360 --> 00:07:22.960]  沒有所謂的 你問你自己
[00:07:22.960 --> 00:07:25.680]  我要向山舉目
[00:07:25.680 --> 00:07:27.440]  我的幫助從哪裡來
[00:07:27.440 --> 00:07:28.600]  於是你回答
[00:07:28.600 --> 00:07:32.560]  或者當日他們祭司回答的唱和裏面說
[00:07:32.560 --> 00:07:38.720]  我的幫助是從做天地的耶和華而來
[00:07:38.720 --> 00:07:41.920]  有什麼特別?很特別
[00:07:41.920 --> 00:07:44.480]  因為詩人的眼光
[00:07:44.480 --> 00:07:46.840]  跟你和我可能很不同
[00:07:46.840 --> 00:07:48.600]  他看到的東西不同
[00:07:48.600 --> 00:07:51.200]  我們看到山 詩人也看到山
[00:07:51.200 --> 00:07:53.280]  這些困難誰看不到呢?
[00:07:53.280 --> 00:07:55.800]  你不看也要看的了 人生的山
[00:07:55.800 --> 00:07:57.920]  不過詩人說我要看見山的時候
[00:07:57.920 --> 00:07:59.600]  我還沒停在山那裡
[00:07:59.600 --> 00:08:01.120]  我不是只是停在山那裡說
[00:08:01.120 --> 00:08:04.520]  你真是難 怎麼辦?怎麼搞?怎麼走?
[00:08:04.520 --> 00:08:05.680]  過不了的
[00:08:05.680 --> 00:08:10.200]  不是 詩人說我要向山再舉目看向
[00:08:10.200 --> 00:08:11.200]  還沒完
[00:08:11.200 --> 00:08:15.000]  我要看到這個山後面那位創造天地的耶和華
[00:08:15.000 --> 00:08:17.280]  這個分別就是你看些什麼
[00:08:17.280 --> 00:08:19.560]  剛才我們唱詩歌讚你的時候
[00:08:19.560 --> 00:08:21.440]  很有意思的 其中一首詩歌說
[00:08:21.440 --> 00:08:23.200]  我們將我們的焦點
[00:08:23.200 --> 00:08:26.280]  神啊 我們將焦點來指向你
[00:08:26.280 --> 00:08:28.400]  今天你和我很多時候的分別就是
[00:08:28.400 --> 00:08:29.920]  我們看到些什麼?
[00:08:29.920 --> 00:08:31.160]  你看到些什麼?
[00:08:31.160 --> 00:08:33.000]  沒錯 你和我都看到山
[00:08:33.000 --> 00:08:34.240]  怎麼可以不看到呢?
[00:08:34.240 --> 00:08:36.400]  人生是這麼複雜 是這麼困難的了
[00:08:36.400 --> 00:08:38.320]  不過神教我們 詩人教我們
[00:08:38.320 --> 00:08:39.400]  你不只是看到山
[00:08:39.400 --> 00:08:41.040]  你不可以停在只是看到山
[00:08:41.040 --> 00:08:44.120]  今天我教你從山看到山頂
[00:08:44.120 --> 00:08:46.200]  仰望 舉目
[00:08:46.200 --> 00:08:48.400]  然後再從山頂看過去
[00:08:48.400 --> 00:08:52.000]  看到那位創造天地的耶和華
[00:08:52.000 --> 00:08:54.520]  這個就是最重要的分別
[00:08:54.520 --> 00:08:56.000]  今天你看見的是什麼?
[00:08:56.000 --> 00:08:57.960]  詩人說我看見的不是山
[00:08:57.960 --> 00:09:01.960]  我詩人說是山 我看見耶和華
[00:09:01.960 --> 00:09:03.560]  我看見耶和華的時候
[00:09:03.560 --> 00:09:06.240]  我就能夠向山舉目
[00:09:06.240 --> 00:09:07.480]  有這種勇氣
[00:09:07.480 --> 00:09:09.760]  有勇氣和放棄的分別
[00:09:09.760 --> 00:09:11.880]  就是你看不看到有耶和華
[00:09:11.880 --> 00:09:13.120]  我知道大家姐妹心裡說
[00:09:13.120 --> 00:09:15.240]  那耶和華我看到有什麼分別呢?
[00:09:15.240 --> 00:09:17.360]  於是聖經很有意思的
[00:09:17.360 --> 00:09:20.600]  神的說話由第三節一直到第八節
[00:09:20.600 --> 00:09:22.040]  就告訴你那位耶和華
[00:09:22.040 --> 00:09:24.280]  你看到的是什麼樣的耶和華
[00:09:24.280 --> 00:09:26.680]  所以今天讓我們集中我們的注意力
[00:09:26.680 --> 00:09:29.000]  我們的焦點去看這位耶和華
[00:09:29.000 --> 00:09:31.280]  我不是說你不需要看那個山
[00:09:31.280 --> 00:09:33.480]  人生的山都要走過去的
[00:09:33.480 --> 00:09:35.040]  但今天我們試一下
[00:09:35.040 --> 00:09:36.560]  我們用半個小時的時間
[00:09:36.560 --> 00:09:38.000]  我們集中我們的焦點
[00:09:38.000 --> 00:09:40.200]  我們先看看那位耶和華怎麼樣好不好?
[00:09:40.200 --> 00:09:42.040]  我們不要看我們的山字
[00:09:42.040 --> 00:09:43.720]  人生總是會有的
[00:09:43.720 --> 00:09:48.040]  不過我們看看這位耶和華的時候
[00:09:48.040 --> 00:09:50.280]  從這位耶和華的身上
[00:09:50.280 --> 00:09:53.240]  我們得到那位向山舉目
[00:09:53.240 --> 00:09:56.440]  那種這樣的勇氣
[00:09:56.440 --> 00:09:59.920]  第三節一直到第八節、第六節的聖經
[00:09:59.920 --> 00:10:02.720]  兩節、兩節、兩節
[00:10:02.720 --> 00:10:07.240]  我覺得它是代表了有三方面提醒我們
[00:10:07.240 --> 00:10:09.920]  我們所看見的那位耶和華
[00:10:09.920 --> 00:10:12.880]  是一位怎麼樣的耶和華上帝
[00:10:12.880 --> 00:10:14.560]  我們一起來研究一下好不好?
[00:10:14.560 --> 00:10:19.640]  第一、第三節到第四節
[00:10:19.640 --> 00:10:21.640]  我想和大家一起讀好不好?
[00:10:21.640 --> 00:10:23.600]  你沒有聖經就沒有辦法了
[00:10:23.600 --> 00:10:25.160]  那就由你和我一起讀好不好?
[00:10:25.160 --> 00:10:26.760]  我們讀和諧本
[00:10:26.760 --> 00:10:29.960]  第一、關於耶和華的第三和第四節
[00:10:29.960 --> 00:10:34.040]  「他必不叫你的腳搖動
[00:10:34.040 --> 00:10:37.240]  保護你的必不打頓
[00:10:37.240 --> 00:10:41.160]  保護以色列的也不打頓
[00:10:41.160 --> 00:10:43.160]  不睡覺」
[00:10:43.160 --> 00:10:52.760]  保護你的不打頓、不睡覺
[00:10:52.760 --> 00:10:55.160]  我們這一位神 詩人說
[00:10:55.160 --> 00:11:01.160]  祂是不會叫你的腳搖動
[00:11:01.160 --> 00:11:03.160]  有學者研究這一段聖經
[00:11:03.160 --> 00:11:06.160]  當然都會發現
[00:11:06.160 --> 00:11:08.960]  在這裡祂所說的神
[00:11:08.960 --> 00:11:11.560]  是特別是對比當時
[00:11:11.560 --> 00:11:15.760]  在巴勒斯坦這些異邦的假神
[00:11:15.760 --> 00:11:17.760]  巴力那些 為什麼?
[00:11:17.760 --> 00:11:20.160]  祂說了兩次
[00:11:20.160 --> 00:11:25.160]  詩人說我們的神是不會打頓的
[00:11:25.160 --> 00:11:28.760]  祂不打頓 不睡覺
[00:11:28.760 --> 00:11:30.160]  在巴勒斯坦的神
[00:11:30.160 --> 00:11:33.160]  比如巴力這些 祂要睡覺的
[00:11:33.160 --> 00:11:37.160]  因為巴勒斯坦進到加拿大的地方
[00:11:37.160 --> 00:11:39.160]  是一個農耕的社會
[00:11:39.160 --> 00:11:41.160]  農耕社會有四季
[00:11:41.160 --> 00:11:42.760]  所以四季裏面
[00:11:42.760 --> 00:11:46.160]  有些冬季沒辦法生長的植物
[00:11:46.160 --> 00:11:49.760]  那些田野的栽種沒辦法生長
[00:11:49.760 --> 00:11:51.160]  他們就相信
[00:11:51.160 --> 00:11:54.160]  保護這些大地的巴力
[00:11:54.160 --> 00:11:55.760]  那時祂要睡覺的
[00:11:55.760 --> 00:11:56.760]  那怎麼辦?
[00:11:56.760 --> 00:11:58.560]  到春天的時候叫醒祂
[00:11:58.560 --> 00:12:01.360]  所以很多淫邪的禮儀
[00:12:01.360 --> 00:12:02.760]  他們在宗教上
[00:12:02.760 --> 00:12:04.360]  因為他們迷信
[00:12:04.360 --> 00:12:07.960]  他們相信 以為看到男女有性的關係
[00:12:07.960 --> 00:12:09.160]  就生個嬰兒出來
[00:12:09.160 --> 00:12:11.160]  所以相信這些活動
[00:12:11.160 --> 00:12:13.160]  可以生長到生命
[00:12:13.160 --> 00:12:15.160]  所以到了春季來臨之前
[00:12:15.160 --> 00:12:16.760]  冬季結束後
[00:12:16.760 --> 00:12:18.760]  就開始有很多這樣的禮儀
[00:12:18.760 --> 00:12:23.160]  很多妓女在神廟裏面
[00:12:23.160 --> 00:12:25.360]  進行這些性的活動
[00:12:25.360 --> 00:12:28.160]  希望透過這些活動
[00:12:28.160 --> 00:12:31.160]  將生命叫醒巴力
[00:12:31.160 --> 00:12:33.760]  所以他們的神是要睡覺的
[00:12:33.760 --> 00:12:35.360]  睡到差不多的時候
[00:12:35.360 --> 00:12:36.360]  你要叫醒祂
[00:12:36.360 --> 00:12:40.360]  祂才出來幫你栽種那些植物
[00:12:40.360 --> 00:12:44.360]  只是說我們的神是不用睡覺的
[00:12:44.360 --> 00:12:47.560]  世間上的其他的宗教
[00:12:47.560 --> 00:12:48.560]  其他的神
[00:12:48.560 --> 00:12:49.760]  這個迷信
[00:12:49.760 --> 00:12:51.160]  他們是隨著時間
[00:12:51.160 --> 00:12:53.560]  隨著環境的改變而改變的
[00:12:53.560 --> 00:12:55.960]  他們是不能夠不變的
[00:12:55.960 --> 00:12:57.360]  但是我們的神是不變的
[00:12:57.360 --> 00:12:58.360]  你睡覺的時候
[00:12:58.360 --> 00:12:59.560]  祂都不用睡覺
[00:12:59.560 --> 00:13:02.760]  祂是一位這樣的不改變的神
[00:13:02.760 --> 00:13:03.760]  還有
[00:13:03.760 --> 00:13:06.760]  祂是一位不會令我們的腳搖動的神
[00:13:06.760 --> 00:13:09.760]  這個我們中文翻譯都很斯文
[00:13:09.760 --> 00:13:12.160]  如果廣東話翻譯做希伯來文
[00:13:12.160 --> 00:13:13.160]  最全神的
[00:13:13.160 --> 00:13:14.960]  不過可惜沒有廣東話聖經
[00:13:14.960 --> 00:13:15.960]  最全神的
[00:13:15.960 --> 00:13:19.360]  這個人說祂是不會煽我的
[00:13:19.360 --> 00:13:20.960]  祂不煽我的
[00:13:20.960 --> 00:13:21.760]  沒錯
[00:13:21.760 --> 00:13:23.160]  神是不煽你的
[00:13:23.160 --> 00:13:23.760]  弟兄姐妹
[00:13:23.760 --> 00:13:24.560]  你有沒有想過
[00:13:24.560 --> 00:13:25.360]  或者你記得
[00:13:25.360 --> 00:13:27.960]  當你面對人生最大的挑戰
[00:13:27.960 --> 00:13:28.960]  挫敗
[00:13:28.960 --> 00:13:30.160]  困難的時候
[00:13:30.160 --> 00:13:31.160]  那些山的時候
[00:13:31.160 --> 00:13:32.760]  經常出現兩個問題
[00:13:32.760 --> 00:13:33.560]  神的愛
[00:13:33.560 --> 00:13:34.360]  神的能力
[00:13:34.360 --> 00:13:35.360]  是吧
[00:13:35.360 --> 00:13:37.960]  神有沒有還說是不是愛我的
[00:13:37.960 --> 00:13:40.360]  祂沒有不記得我的
[00:13:40.360 --> 00:13:41.360]  如果祂記得我
[00:13:41.360 --> 00:13:41.960]  愛我
[00:13:41.960 --> 00:13:44.160]  但是為什麼事情會搞成這樣
[00:13:44.160 --> 00:13:45.360]  是不是祂想愛我
[00:13:45.360 --> 00:13:46.760]  但是祂搞不定
[00:13:46.760 --> 00:13:47.960]  神的能力的問題
[00:13:47.960 --> 00:13:49.960]  或者說神什麼都可以做到
[00:13:49.960 --> 00:13:52.560]  但是我竟然仍然碰見這樣的困難的時候
[00:13:52.560 --> 00:13:53.760]  是不是祂不愛我
[00:13:53.760 --> 00:13:55.560]  已經忘記了我不理我
[00:13:55.560 --> 00:13:56.360]  神的愛
[00:13:56.360 --> 00:13:57.360]  神的能力
[00:13:57.360 --> 00:13:58.760]  經常都在我們的腦裏
[00:13:58.760 --> 00:14:01.360]  成為我們兩個很大的危機
[00:14:01.360 --> 00:14:02.560]  很大的懷疑
[00:14:02.560 --> 00:14:05.160]  詩人說不會的
[00:14:05.160 --> 00:14:06.360]  你看看神
[00:14:06.360 --> 00:14:07.560]  神是不會的
[00:14:07.560 --> 00:14:08.160]  神是第一
[00:14:08.160 --> 00:14:09.360]  祂是不會煽你的
[00:14:09.360 --> 00:14:10.560]  祂的愛
[00:14:10.560 --> 00:14:11.960]  是怎麼會煽你的
[00:14:11.960 --> 00:14:15.160]  祂是一位不會改變祂的愛的神
[00:14:15.160 --> 00:14:18.560]  靖姐妹你都記得
[00:14:18.560 --> 00:14:20.560]  你未信耶穌的時候
[00:14:20.560 --> 00:14:23.160]  你幻作罪人的時候
[00:14:23.160 --> 00:14:24.160]  神已經愛你了
[00:14:24.160 --> 00:14:24.760]  是不是
[00:14:24.760 --> 00:14:25.960]  你怎麼想
[00:14:25.960 --> 00:14:26.560]  我不知道
[00:14:26.560 --> 00:14:27.760]  我就是很知道的
[00:14:27.760 --> 00:14:28.760]  我經常都告訴人
[00:14:28.760 --> 00:14:31.960]  我記得溫慧瑤未信耶穌之前的那個樣子
[00:14:31.960 --> 00:14:32.960]  我一想起自己
[00:14:32.960 --> 00:14:33.760]  我都覺得醜
[00:14:33.760 --> 00:14:34.960]  那時讀基督教學校
[00:14:34.960 --> 00:14:36.360]  是不是
[00:14:36.360 --> 00:14:39.960]  那我就不知道自己在哪裡發明一個這麼無聊的遊戲
[00:14:39.960 --> 00:14:41.560]  就在中間
[00:14:41.560 --> 00:14:43.160]  找幾個同學坐在一起
[00:14:43.160 --> 00:14:44.360]  每人說一句醜話
[00:14:44.360 --> 00:14:44.960]  罵基督教
[00:14:44.960 --> 00:14:45.560]  罵耶穌
[00:14:45.560 --> 00:14:46.960]  罵到最噁心的那個吃一顆
[00:14:46.960 --> 00:14:48.560]  一見到這麼無聊的東西
[00:14:48.560 --> 00:14:49.360]  就搞出這樣的東西
[00:14:49.360 --> 00:14:50.960]  我發明出來的
[00:14:50.960 --> 00:14:52.360]  就在這樣的時間
[00:14:52.360 --> 00:14:53.560]  靖姐妹你知不知道
[00:14:53.560 --> 00:14:54.960]  溫慧瑤在這麼噁心
[00:14:54.960 --> 00:14:55.960]  這麼差的時間
[00:14:55.960 --> 00:14:57.160]  這麼討人厭的時間
[00:14:57.160 --> 00:14:58.360]  對神這麼無禮
[00:14:58.360 --> 00:14:59.960]  這麼囂張的時間
[00:14:59.960 --> 00:15:01.360]  神就已經為我而死
[00:15:01.360 --> 00:15:02.360]  是愛我
[00:15:02.360 --> 00:15:03.960]  所以我時常都記得這件事
[00:15:03.960 --> 00:15:05.160]  為什麼我告訴自己
[00:15:05.160 --> 00:15:06.960]  如果那個時間的溫慧瑤
[00:15:06.960 --> 00:15:07.760]  神已經愛我
[00:15:07.760 --> 00:15:10.560]  怎麼會現在煽我
[00:15:10.560 --> 00:15:11.360]  是不是
[00:15:11.360 --> 00:15:12.360]  靖姐妹
[00:15:12.360 --> 00:15:13.560]  你問你自己
[00:15:13.560 --> 00:15:15.560]  你記得你未信耶穌的時候
[00:15:15.560 --> 00:15:18.360]  那種對神的囂張和無知
[00:15:18.360 --> 00:15:19.360]  而在那個時間
[00:15:19.360 --> 00:15:20.760]  神已經愛你了
[00:15:20.760 --> 00:15:21.960]  神已經找你回來
[00:15:21.960 --> 00:15:23.960]  神是無條件的找你回來
[00:15:23.960 --> 00:15:24.760]  神的愛
[00:15:24.760 --> 00:15:26.960]  怎麼會在那個時候已經這麼愛你
[00:15:26.960 --> 00:15:29.560]  到現在祂會煽你
[00:15:29.560 --> 00:15:31.560]  神說我不會煽你的
[00:15:31.560 --> 00:15:32.760]  我怎麼會煽你
[00:15:32.760 --> 00:15:35.960]  你不要懷疑我會煽你
[00:15:35.960 --> 00:15:39.560]  然後神說我不會睡眠不休
[00:15:39.560 --> 00:15:42.560]  我的能力是不會改變的
[00:15:42.560 --> 00:15:44.560]  人家會打瞌睡
[00:15:44.560 --> 00:15:46.560]  有些異邦的神會打瞌睡
[00:15:46.560 --> 00:15:48.560]  有些異邦的神會隨著時間
[00:15:48.560 --> 00:15:50.960]  隨著環境的改變就改變
[00:15:50.960 --> 00:15:51.760]  是不是
[00:15:51.760 --> 00:15:52.560]  我都提過了
[00:15:52.560 --> 00:15:55.560]  王大仙說搬了來多倫多是不靈的
[00:15:55.560 --> 00:15:57.160]  是不是
[00:15:57.160 --> 00:15:59.960]  以前靖哥雙胞胎的
[00:15:59.960 --> 00:16:02.960]  在北美影城那個年代還記得嗎
[00:16:02.960 --> 00:16:05.560]  現在兩間都倒閉了
[00:16:05.560 --> 00:16:07.560]  上一日再開過一間
[00:16:07.560 --> 00:16:08.760]  我不理別人
[00:16:08.760 --> 00:16:09.760]  我們問
[00:16:09.760 --> 00:16:14.360]  有些宗教轉了就不靈了
[00:16:14.360 --> 00:16:16.360]  但是我們的神是不需要的
[00:16:16.360 --> 00:16:17.760]  什麼時間什麼地點
