
[00:00:00.000 --> 00:00:04.700]  好的 先輩 大家好
[00:01:33.980 --> 00:01:39.380]  讓我們能夠在真理上不斷去學習並且去尋求
[00:01:39.380 --> 00:01:42.380]  多謝祢讓我們能夠有這份生命
[00:01:42.380 --> 00:01:47.380]  能夠再繼續走在這條屬靈的道路上
[00:01:47.380 --> 00:01:50.380]  蒙受聖靈的帶領和去做
[00:01:50.380 --> 00:01:52.980]  就是我們為此獻上感恩
[00:01:52.980 --> 00:01:56.980]  又是能夠在新的一卷書卷裏面
[00:01:56.980 --> 00:02:01.780]  打開有更加透徹明白上主祢的心思意念
[00:02:01.780 --> 00:02:05.380]  為此在這個時候加上禱告
[00:02:05.380 --> 00:02:11.380]  祈求祢的帶領讓每一個無論是聽的或者說的
[00:02:11.380 --> 00:02:15.780]  都能夠在這卷書俄巴底亞書的當中
[00:02:15.780 --> 00:02:20.180]  能夠更加將我們的屬靈生命深化
[00:02:20.180 --> 00:02:24.780]  而不是留於浮面、膚淺的狀態
[00:02:24.780 --> 00:02:28.980]  求祢也幫助我們每一個弟兄姊妹
[00:02:28.980 --> 00:02:31.980]  能夠在這個學習的過程當中
[00:02:31.980 --> 00:02:34.380]  我們能夠彼此守望
[00:02:34.380 --> 00:02:40.380]  透過大家在認識這卷書的過程當中的領受
[00:02:40.380 --> 00:02:44.580]  透過分享、透過鼓勵和提醒
[00:02:44.580 --> 00:02:50.580]  又是能夠更加實質地去將主祢的教訓
[00:02:50.580 --> 00:02:54.980]  融合進到我們生命每一個的環節
[00:02:54.980 --> 00:02:56.780]  求祢的帶領
[00:02:56.780 --> 00:03:01.380]  禱告奉靠主耶穌基督得勝明智而求
[00:03:01.380 --> 00:03:02.380]  阿們
[00:03:02.380 --> 00:03:10.980]  如果當我們去看回在新約書卷的約翰福音裏面的時候
[00:03:10.980 --> 00:03:15.380]  大家會留意到去到約翰福音的最後一章
[00:03:15.380 --> 00:03:19.380]  彼得給耶穌三次問祂
[00:03:19.380 --> 00:03:22.180]  祢是不是愛我
[00:03:22.180 --> 00:03:27.780]  如果當我們仔細去看回約翰福音那段經文的時候
[00:03:27.780 --> 00:03:35.380]  其實耶穌的問題不單只是問愛不愛耶穌這個問題
[00:03:35.380 --> 00:03:41.980]  一方面當然是指到彼得究竟是不是愛主耶穌基督
[00:03:41.980 --> 00:03:51.180]  但其實同時間也都展示出彼得對於身邊他一起同伴的門徒
[00:03:51.180 --> 00:03:56.780]  或者甚至這班門徒的所作所為
[00:03:56.780 --> 00:04:03.180]  是不是彼得都帶著愛心來去接受和面對呢
[00:04:03.180 --> 00:04:10.180]  這個約翰福音的記載其實是一個很有深度的介紹
[00:04:10.180 --> 00:04:15.780]  也都讓我們去看到在往後日子甚至去到仕途行傳的當中
[00:04:15.780 --> 00:04:21.780]  彼得怎樣去看待身邊的門徒
[00:04:21.780 --> 00:04:28.380]  甚至是一些我們稱之為仕途的保羅
[00:04:28.380 --> 00:04:35.180]  他是怎樣去面對彼得或者彼得怎樣面對他們
[00:04:35.180 --> 00:04:41.180]  但是在這段聖經裏面尤其是在第21章約翰福音第21章
[00:04:41.180 --> 00:04:45.380]  第20節至到23節裏面
[00:04:45.380 --> 00:04:50.780]  這段經文是非常之有趣但是也都非常之難解釋
[00:04:50.780 --> 00:04:54.180]  如果大家有機會的或者和我一起去打開
[00:04:54.180 --> 00:05:04.380]  約翰福音的第21章第21節至到第23節
[00:05:04.380 --> 00:05:07.180]  我讀出給大家聽聽這段聖經
[00:05:07.180 --> 00:05:10.780]  其實我們明不明白他當中想說些什麼
[00:05:10.780 --> 00:05:12.780]  這段聖經這樣說
[00:05:12.780 --> 00:05:19.580]  他說彼得轉過來看見耶穌所愛的那門徒跟著
[00:05:19.580 --> 00:05:24.180]  就是在晚飯的時候靠著耶穌胸膛說
[00:05:24.180 --> 00:05:27.980]  主啊賣你的是誰的那門徒
[00:05:27.980 --> 00:05:31.380]  彼得看見他就問耶穌說
[00:05:31.380 --> 00:05:34.380]  主啊這人將來如何
[00:05:34.380 --> 00:05:35.980]  耶穌對他說
[00:05:35.980 --> 00:05:41.180]  我若要他等到我來的時候與你何干
[00:05:41.180 --> 00:05:42.780]  你跟從我吧
[00:05:42.780 --> 00:05:45.980]  於是這話傳在弟兄中間
[00:05:45.980 --> 00:05:48.380]  說那門徒不死
[00:05:48.380 --> 00:05:51.780]  其實耶穌不是說他不死
[00:05:51.780 --> 00:05:59.780]  乃是說我若要他等到我來的時候與你何干
[00:05:59.780 --> 00:06:01.980]  這段聖經看似很簡單
[00:06:01.980 --> 00:06:05.780]  甚至在基督教會的傳道之間
[00:06:05.780 --> 00:06:11.980]  有時甚至將彼得對身邊這位耶穌所愛的門徒
[00:06:11.980 --> 00:06:15.780]  有一種不客氣的態度
[00:06:15.780 --> 00:06:20.980]  似乎彼得有一種增敬的心智
[00:06:20.980 --> 00:06:23.380]  究竟是不是這樣呢
[00:06:23.380 --> 00:06:26.580]  我在對於約翰福音的詮釋的時候
[00:06:26.580 --> 00:06:28.580]  來到這一段聖經
[00:06:28.580 --> 00:06:32.580]  當然有幾個比較難處理的問題
[00:06:32.580 --> 00:06:37.380]  第一這段聖經是否真是在原文聖經裡面存在的
[00:06:37.380 --> 00:06:40.580]  因為約翰福音的最後這一部分
[00:06:40.580 --> 00:06:45.580]  是稱之為一個增長版本的結束
[00:06:45.580 --> 00:06:47.580]  究竟是不是原本
[00:06:47.580 --> 00:06:52.180]  耶穌在聖經的新約啟示裡面的一部分呢
[00:06:52.180 --> 00:06:55.380]  這個其中在學術上其中一個掙扎
[00:06:55.380 --> 00:06:57.580]  不過我不在這裡和大家去看
[00:06:57.580 --> 00:07:01.780]  我們當這段聖經都是上帝的啟示的時候
[00:07:01.780 --> 00:07:06.780]  彼得是不是出於真是與這位耶穌所愛的門徒
[00:07:06.780 --> 00:07:10.380]  或者我們所知道的這位約翰
[00:07:10.380 --> 00:07:13.180]  是有一個比較呢
[00:07:13.180 --> 00:07:15.980]  還是彼得是出於
[00:07:15.980 --> 00:07:20.180]  因為這位是耶穌所愛的門徒
[00:07:20.180 --> 00:07:23.980]  所以彼得同樣關心到這位門徒
[00:07:23.980 --> 00:07:28.780]  他的未來發展是怎麼一回事呢
[00:07:28.780 --> 00:07:32.780]  在這種的解釋上面
[00:07:32.780 --> 00:07:35.180]  其實當然你問我
[00:07:35.180 --> 00:07:37.380]  我有我個人的看法
[00:07:37.380 --> 00:07:41.380]  但是不少我們活在這個地上
[00:07:41.380 --> 00:07:43.180]  作為一個基督徒
[00:07:43.180 --> 00:07:45.980]  其實不多不少我們都會
[00:07:45.980 --> 00:07:49.980]  可能掉在這種矛盾的裡面
[00:07:49.980 --> 00:07:53.180]  一方面我們似乎是要
[00:07:53.180 --> 00:07:57.380]  需要按照耶穌基督的教訓
[00:07:57.380 --> 00:08:00.180]  我們要去彼此相愛
[00:08:00.180 --> 00:08:03.380]  去彼此接待
[00:08:03.380 --> 00:08:05.580]  我們很想做到的
[00:08:05.580 --> 00:08:07.780]  作為教會的一份子
[00:08:07.780 --> 00:08:09.380]  我們通常都會說
[00:08:09.380 --> 00:08:14.980]  弟兄姊妹要大家彼此照顧關懷守望
[00:08:14.980 --> 00:08:19.180]  但是也都有同時一種矛盾
[00:08:19.180 --> 00:08:22.380]  就是我們會有一種比較
[00:08:22.380 --> 00:08:26.380]  我曾經和一位弟兄分享到的時候
[00:08:26.380 --> 00:08:27.580]  他分享到一個
[00:08:27.580 --> 00:08:31.380]  他在教會裡面的一個難處
[00:08:31.380 --> 00:08:32.180]  他和我說到
[00:08:32.180 --> 00:08:33.980]  他說在教會當中
[00:08:33.980 --> 00:08:37.980]  他回到一間教會已經接近十年的時間
[00:08:37.980 --> 00:08:41.180]  和一對夫婦非常熟悉
[00:08:41.180 --> 00:08:45.180]  兩家人一起經常去出遊
[00:08:45.180 --> 00:08:47.780]  甚至大家一起坐下來傾談
[00:08:47.780 --> 00:08:52.580]  在信仰上面彼此信心上支援
[00:08:52.580 --> 00:08:56.180]  但是當一去到他們自己的
[00:08:56.180 --> 00:08:59.580]  子女的層面上面
[00:08:59.580 --> 00:09:02.780]  他就突然打了一個突
[00:09:02.780 --> 00:09:10.580]  他說有一次當他的兩個小朋友參加一個比賽的時候
[00:09:10.580 --> 00:09:11.980]  那一次呢
[00:09:11.980 --> 00:09:13.580]  你說不幸也好
[00:09:13.580 --> 00:09:15.580]  你說榮譽也好
[00:09:15.580 --> 00:09:18.780]  我的朋友的小朋友就得獎
[00:09:18.780 --> 00:09:21.580]  贏出這個比賽
[00:09:21.580 --> 00:09:27.580]  但是同樣參賽的這位很好的朋友的小朋友
[00:09:27.580 --> 00:09:31.780]  因為輸了的緣故
[00:09:31.780 --> 00:09:34.180]  就覺得很不開心
[00:09:34.180 --> 00:09:40.180]  而這對夫婦就突然間有一次和他這樣說
[00:09:40.180 --> 00:09:45.580]  他說你的女兒或者你的小朋友就厲害了
[00:09:45.580 --> 00:09:47.780]  他突然間覺得
[00:09:47.780 --> 00:09:51.380]  為什麼會有一個這樣的比較呢?
[00:09:51.380 --> 00:09:55.980]  既然大家在主裡面都有這麼親密的關係
[00:09:55.980 --> 00:10:00.180]  為什麼我要引《約翰福音》這段聖經
[00:10:00.180 --> 00:10:04.380]  就是因為彼得這段聖經裡面的表達
[00:10:04.380 --> 00:10:08.980]  可以有兩種很不同的詮釋
[00:10:08.980 --> 00:10:11.180]  他究竟是一種比較
[00:10:11.180 --> 00:10:13.580]  和耶穌這位所愛的門徒
[00:10:13.580 --> 00:10:20.380]  是不是一種在屬靈上面都要爭耶穌的愛多一點
[00:10:20.380 --> 00:10:24.180]  還是他真是體貼耶穌基督
[00:10:24.180 --> 00:10:27.780]  他那個教導叫彼此守望
[00:10:27.780 --> 00:10:34.580]  尤其是彼得是耶穌門徒當中的領袖
[00:10:34.580 --> 00:10:37.580]  他是不是真的很關懷這位
[00:10:37.580 --> 00:10:42.580]  耶穌所愛的門徒的未來呢?
[00:10:42.580 --> 00:10:46.380]  我不在這裡給一個答案給大家
[00:10:46.380 --> 00:10:49.180]  不過我想給大家去看到
[00:10:49.180 --> 00:10:58.380]  你和我都會可能跌在一種這樣的屬靈的矛盾裡面
[00:10:58.380 --> 00:10:59.380]  你說牧師
[00:10:59.380 --> 00:11:01.780]  你又說俄巴底亞書
[00:11:01.780 --> 00:11:04.980]  為什麼變成講新約的呢?
[00:11:04.980 --> 00:11:07.580]  因為這種矛盾
[00:11:07.580 --> 00:11:12.980]  就正正是在俄巴底亞書裡面
[00:11:12.980 --> 00:11:15.380]  去陳述了出來
[00:11:15.380 --> 00:11:16.780]  在這段聖經當中
[00:11:16.780 --> 00:11:18.780]  我們會發現到
[00:11:18.780 --> 00:11:23.180]  原來俄巴底亞書裡面所提及到的
[00:11:23.180 --> 00:11:26.980]  以東以及猶大國
[00:11:26.980 --> 00:11:32.980]  原來是源自於舊約聖經裡面一對親生兄弟
[00:11:32.980 --> 00:11:36.580]  以素和雅各
[00:11:36.580 --> 00:11:39.980]  這一對兄弟從出生
[00:11:39.980 --> 00:11:44.180]  之前到出生的那一刻開始
[00:11:44.180 --> 00:11:53.180]  以至於他往後他們兩兄弟以及他們所衍生出來的兩個邦國
[00:11:53.180 --> 00:12:02.380]  他們都不斷是沉醉在一種鬥爭或者比較的裡面
[00:12:02.380 --> 00:12:06.580]  結果就發展成為一種互相攻擊
[00:12:06.580 --> 00:12:10.980]  甚至互相陷害的狀態
[00:12:10.980 --> 00:12:15.380]  當見到對方失敗的時候
[00:12:15.380 --> 00:12:20.380]  在俄巴底亞書我們見到以東人
[00:12:20.380 --> 00:12:28.580]  當看到猶大國被擄滅亡這件事情發生的時候
[00:12:28.580 --> 00:12:33.180]  他們充滿沾沾自喜
[00:12:33.180 --> 00:12:37.180]  甚至可以用熟稔一點的說法
[00:12:37.180 --> 00:12:42.380]  這位的以東民族他們覺得
[00:12:42.380 --> 00:12:48.980]  好了 上帝伸張正義為我們都出一口氣
[00:12:48.980 --> 00:12:51.180]  出些什麼氣呢?
[00:12:51.180 --> 00:12:58.780]  這個正正就是在整段我們去看俄巴底亞書的基礎觀念
[00:12:58.780 --> 00:13:01.980]  也都給我們重新想一下
[00:13:01.980 --> 00:13:05.980]  在聖經的本意當中
[00:13:05.980 --> 00:13:12.380]  屬靈人在他之間或者屬神的子民的之間
[00:13:12.380 --> 00:13:15.980]  或者甚至親兄弟之間
[00:13:15.980 --> 00:13:19.380]  是不是真的有一份這樣的比較
[00:13:19.380 --> 00:13:22.980]  或者一份這樣的作為
[00:13:22.980 --> 00:13:29.980]  成為我們在這個地上要去到掙扎的題目呢?
[00:13:29.980 --> 00:13:33.780]  所以讓我們一起去打開俄巴底亞書
[00:13:33.780 --> 00:13:36.780]  讓我們看一下在這本書裡面
[00:13:36.780 --> 00:13:44.180]  耶和華神怎樣向以東人的一連串異象宣佈之後
[00:13:44.180 --> 00:13:50.180]  猶大國的國民是不是應該讀了俄巴底亞書
[00:13:50.180 --> 00:13:54.180]  他們就應該大開慶祝會呢?
[00:13:54.180 --> 00:13:59.780]  還是在這段聖經有更深一層的意義呢?
[00:13:59.780 --> 00:14:01.980]  讓我們一起去看看這本書
[00:14:01.980 --> 00:14:06.980]  所以為什麼今天我給了這段聖經的題目叫做
[00:14:06.980 --> 00:14:09.780]  不要沾沾自喜
[00:14:09.780 --> 00:14:12.780]  我們會在這段聖經裡面會去看到
[00:14:12.780 --> 00:14:17.180]  有很多人都在見到對方失敗的時候
[00:14:17.180 --> 00:14:22.980]  似乎好像一步自己的恩仇
[00:14:22.980 --> 00:14:28.780]  或者可以說是見到對方被上帝懲罰
[00:14:28.780 --> 00:14:34.380]  就好像一口冤屈氣被紓緩一樣
[00:14:34.380 --> 00:14:37.380]  那我們一起去打開這本書
[00:14:37.380 --> 00:14:39.980]  去看一下俄巴底亞書
[00:14:39.980 --> 00:14:44.580]  我相信現在這個世界應該沒有人找不到俄巴底亞書的了
[00:14:44.580 --> 00:14:49.380]  如果你用手機電子版一戳就中了
[00:14:49.380 --> 00:14:54.380]  但是如果我們下次有機會玩個遊戲的
[00:14:54.380 --> 00:14:58.980]  我們就不如拿一本聖經出來
[00:14:58.980 --> 00:15:02.980]  看看你能不能掀起俄巴底亞書
[00:15:02.980 --> 00:15:06.780]  又看看你能不能掀起猶大書
[00:15:06.780 --> 00:15:09.180]  保證這個遊戲蠻好玩的
[00:15:09.180 --> 00:15:10.980]  回去有空練習一下
[00:15:10.980 --> 00:15:13.780]  我們一起打開俄巴底亞書
[00:15:13.780 --> 00:15:19.380]  我們今天會和大家一起去看的就是第一節的經文
[00:15:19.380 --> 00:15:21.980]  沒有哪一章的了 只有一章而已
[00:15:21.980 --> 00:15:24.780]  所以不需要看哪一章的了
[00:15:24.780 --> 00:15:26.780]  我只是看第一節
[00:15:26.780 --> 00:15:29.780]  有弟兄姊妹我們都打開聖經
[00:15:29.780 --> 00:15:31.780]  我們一起讀一次好嗎?
[00:15:31.780 --> 00:15:33.780]  好 找到之後我們一起讀
[00:15:33.780 --> 00:15:40.780]  俄巴底亞得了耶和華的默示
[00:15:40.780 --> 00:15:42.780]  論爾東說
[00:15:42.780 --> 00:15:46.780]  我從耶和華那裡聽見訊息
[00:15:46.780 --> 00:15:51.780]  並有使者被差往列國去
[00:15:51.780 --> 00:15:57.780]  說一同起來與爾東爭戰
[00:15:57.780 --> 00:16:01.780]  這個聖經想說什麼呢?
[00:16:01.780 --> 00:16:05.780]  一般就這樣納下去
[00:16:05.780 --> 00:16:09.780]  就很簡單 開頭說到俄巴底亞
[00:16:09.780 --> 00:16:13.780]  一位先知他得了耶和華的啟示
[00:16:13.780 --> 00:16:19.780]  然後說一大堆有關於爾東的事情
[00:16:19.780 --> 00:16:22.780]  究竟是說些什麼呢?
[00:16:22.780 --> 00:16:24.780]  很簡單 就是這麼多
[00:16:24.780 --> 00:16:27.780]  上帝有話要說
[00:16:27.780 --> 00:16:29.780]  當我們去了解這段聖經的時候
[00:16:29.780 --> 00:16:32.780]  第一個我們要考慮的問題就是
[00:16:32.780 --> 00:16:39.780]  上帝為什麼在一本希伯來人聖經裡面
[00:16:39.780 --> 00:16:45.780]  要說一些關於另一個族群
[00:16:45.780 --> 00:16:49.780]  叫做爾東的事情呢?
[00:16:49.780 --> 00:16:51.780]  為什麼呢?
[00:16:51.780 --> 00:16:53.780]  有些少的背景
[00:16:53.780 --> 00:16:56.780]  當我們去讀俄巴底亞書
[00:16:56.780 --> 00:16:58.780]  第一個問題就是
[00:16:58.780 --> 00:17:04.780]  究竟俄巴底亞書的寫作的歷史背景
[00:17:04.780 --> 00:17:08.780]  是什麼時間呢?
[00:17:08.780 --> 00:17:12.780]  在研究聖經裡面的學者是很厲害的
[00:17:12.780 --> 00:17:15.780]  很多時候永遠給你兩個答案
[00:17:15.780 --> 00:17:18.780]  又不告訴你實際的答案是什麼
[00:17:18.780 --> 00:17:20.780]  我們神學院也是這樣
[00:17:20.780 --> 00:17:24.780]  很多時候我們的同學
[00:17:24.780 --> 00:17:28.780]  我們叫做功力未深的時候
[00:17:28.780 --> 00:17:30.780]  都會有這個問題
[00:17:30.780 --> 00:17:34.780]  為什麼教授說的事情是模棱兩可?
[00:17:36.780 --> 00:17:40.780]  宗教不是很實在的東西嗎?
[00:17:40.780 --> 00:17:43.780]  尤其是我們將來出來會議
[00:17:43.780 --> 00:17:48.780]  或者有弟兄姊妹問俄巴底亞書是什麼時候寫的
[00:17:48.780 --> 00:17:50.780]  學者通常給兩個答案
[00:17:50.780 --> 00:17:52.780]  一個叫做早期寫作
[00:17:52.780 --> 00:17:55.780]  一個叫做末期寫作
[00:17:55.780 --> 00:17:59.780]  兩者之間的分別
[00:17:59.780 --> 00:18:02.780]  其實就是告訴我們這本書究竟
[00:18:02.780 --> 00:18:06.780]  他想成書的時間是什麼時候
[00:18:06.780 --> 00:18:11.780]  還是他寫的時候是哪一段時間
[00:18:11.780 --> 00:18:16.780]  其中早期理解的
[00:18:16.780 --> 00:18:20.780]  或者很多時候說到早期理解
[00:18:20.780 --> 00:18:23.780]  就是按照俄巴底亞書的內文
[00:18:23.780 --> 00:18:27.780]  來嘗試去斷定他的歷史背景
[00:18:30.780 --> 00:18:32.780]  很大部份的學者
[00:18:32.780 --> 00:18:35.780]  都認為俄巴底亞書所寫的
[00:18:35.780 --> 00:18:41.780]  正正就是新巴比倫的時代興起
[00:18:41.780 --> 00:18:45.780]  而進攻猶大國的時間
[00:18:45.780 --> 00:18:49.780]  如果說到用洋曆來講
[00:18:49.780 --> 00:18:55.780]  大約是主前的第六百年至六百零二年
[00:18:55.780 --> 00:18:57.780]  這段時間
[00:18:57.780 --> 00:19:00.780]  因為在這段時間我們知道
[00:19:00.780 --> 00:19:03.780]  猶大國是被新巴比倫國
[00:19:03.780 --> 00:19:08.780]  從北往南進攻
[00:19:08.780 --> 00:19:14.780]  所以這段聖經的直根點
[00:19:14.780 --> 00:19:17.780]  是秘魯的過程
[00:19:17.780 --> 00:19:24.780]  尤其是秘魯剛剛完成的時間
[00:19:24.780 --> 00:19:29.780]  相信是主前第六百零二年
[00:19:29.780 --> 00:19:34.780]  這是很多學者的解釋
[00:19:34.780 --> 00:19:41.780]  另一些學者提供後期成書的時間表
[00:19:41.780 --> 00:19:43.780]  後期成書的時間表
[00:19:43.780 --> 00:19:48.780]  往往是說到這本書寫了之後
[00:19:48.780 --> 00:19:50.780]  寄了下來
[00:19:50.780 --> 00:19:52.780]  然後真正成為一個書卷
[00:19:52.780 --> 00:19:56.780]  傳遞給人去讀的時間
[00:19:56.780 --> 00:19:59.780]  因此很多時候就說到
[00:19:59.780 --> 00:20:02.780]  這不是在秘魯期間
[00:20:02.780 --> 00:20:05.780]  或者剛剛秘魯完結的時間
[00:20:05.780 --> 00:20:09.780]  是已經在秘魯過了好一段時日
[00:20:09.780 --> 00:20:14.780]  甚至猶大國不僅不再存在
[00:20:14.780 --> 00:20:17.780]  是在羅馬世界的時間
[00:20:17.780 --> 00:20:24.780]  而寫成的一本書去重提這段歷史的因素
[00:20:24.780 --> 00:20:33.780]  成為在後世歷代讀這本書的讀者的一個境界
[00:20:33.780 --> 00:20:38.780]  究竟是哪一個的詮釋比較好呢?
[00:20:38.780 --> 00:20:41.780]  或者才是對的呢?
[00:20:41.780 --> 00:20:47.780]  穆會很多時候信徒要求一個答案
[00:20:47.780 --> 00:20:50.780]  我就將這兩個答案告訴你
[00:20:50.780 --> 00:20:54.780]  因為我相信這兩個的作用
[00:20:54.780 --> 00:20:58.780]  是同時在一本書裏面發生的
[00:20:58.780 --> 00:21:00.780]  一方面要告訴我們
[00:21:00.780 --> 00:21:04.780]  在當寫俄巴底亞書的時候
[00:21:04.780 --> 00:21:06.780]  作為一位先知
[00:21:06.780 --> 00:21:10.780]  他將這一大堆的內容去寫下來
[00:21:10.780 --> 00:21:12.780]  其實他的心路歷程
[00:21:12.780 --> 00:21:16.780]  以及當時猶大國被滅的時候
[00:21:16.780 --> 00:21:17.780]  他們的掙扎
[00:21:17.780 --> 00:21:22.780]  以及這段聖經裏面所說的主人翁
[00:21:22.780 --> 00:21:24.780]  或者叫做以東人
[00:21:24.780 --> 00:21:26.780]  啟示的對象
[00:21:26.780 --> 00:21:31.780]  究竟他們的心情、靈性
[00:21:31.780 --> 00:21:34.780]  以及他們的下場是怎樣?
[00:21:34.780 --> 00:21:38.780]  這兩個不同的解釋
[00:21:38.780 --> 00:21:41.780]  說到後期的話
[00:21:41.780 --> 00:21:43.780]  就會好像是一種
[00:21:43.780 --> 00:21:49.780]  可以值得被人們去到滿心歡喜
[00:21:49.780 --> 00:21:55.780]  因為終於有人行惡被懲治
[00:21:55.780 --> 00:21:58.780]  而且是被上帝懲治
[00:21:58.780 --> 00:22:01.780]  在這樣的情況之下
[00:22:01.780 --> 00:22:05.780]  那就彰顯上帝公義
[00:22:05.780 --> 00:22:08.780]  究竟是不是這個意思呢?
[00:22:08.780 --> 00:22:12.780]  我們用兩方面來看看
[00:22:12.780 --> 00:22:13.780]  第一部分
[00:22:13.780 --> 00:22:17.780]  第一節的上半節
[00:22:17.780 --> 00:22:19.780]  上半節說什麼呢?
[00:22:19.780 --> 00:22:26.780]  他說俄巴底亞得了耶和華的默示
[00:22:26.780 --> 00:22:28.780]  在一開始
[00:22:28.780 --> 00:22:34.780]  這裏要讓我們去理解這本書
[00:22:34.780 --> 00:22:43.780]  是要從上帝的意象的角度來詮釋
[00:22:43.780 --> 00:22:46.780]  換句話來說
[00:22:46.780 --> 00:22:49.780]  我們不是將這本書套入
[00:22:49.780 --> 00:22:51.780]  我覺得他看完之後
[00:22:51.780 --> 00:22:54.780]  我覺得他是什麼意義
[00:22:54.780 --> 00:22:57.780]  反而我們要去問的是
[00:22:57.780 --> 00:23:03.780]  上帝想說什麼訊息呢?
[00:23:03.780 --> 00:23:06.780]  這個詮釋
[00:23:06.780 --> 00:23:13.780]  是涉及我們很多時候解釋聖經的兩個原則
[00:23:13.780 --> 00:23:14.780]  一個是對的
[00:23:14.780 --> 00:23:15.780]  一個是錯的
[00:23:15.780 --> 00:23:18.780]  對的原則叫Exegesis
[00:23:18.780 --> 00:23:22.780]  我們是要從上帝的內容
[00:23:22.780 --> 00:23:29.780]  去找回上帝講解的動機和目的
[00:23:29.780 --> 00:23:31.780]  所以我們是從聖經裏
[00:23:31.780 --> 00:23:33.780]  去告訴我們
[00:23:33.780 --> 00:23:37.780]  從聖經向外來告訴我們
[00:23:37.780 --> 00:23:42.780]  另一個錯誤的詮釋叫Exegesis
[00:23:42.780 --> 00:23:44.780]  Exegesis是什麼意思呢?
[00:23:44.780 --> 00:23:48.780]  由我的角度套入聖經
[00:23:48.780 --> 00:23:50.780]  覺得聖經是怎樣解釋
[00:23:50.780 --> 00:23:55.780]  為什麼我在這裏要強調一點呢?
[00:23:55.780 --> 00:23:57.780]  首先可以幫助到大家
[00:23:57.780 --> 00:23:59.780]  等下會讀聖經的時候
[00:23:59.780 --> 00:24:08.780]  尤其是我們要做一些聖經分享的時候
[00:24:08.780 --> 00:24:14.780]  我們很容易跌入Exegesis的局面
[00:24:14.780 --> 00:24:18.780]  我覺得聖經怎樣適合我的情況
[00:24:18.780 --> 00:24:22.780]  按照我的理解和我的歷史背景
[00:24:22.780 --> 00:24:24.780]  我人世的遭遇
[00:24:24.780 --> 00:24:28.780]  來詮釋上帝應該是這樣的意思
[00:24:28.780 --> 00:24:32.780]  但是上帝往往的解釋
[00:24:32.780 --> 00:24:36.780]  不是按照你和我的狀態來去陳述
[00:24:36.780 --> 00:24:42.780]  所以一開始俄巴底亞書
[00:24:42.780 --> 00:24:44.780]  要講得很清楚
[00:24:44.780 --> 00:24:50.780]  這個必須要從神的角度來詮釋
[00:24:50.780 --> 00:24:56.780]  神以下一連串的異象陳述
[00:24:56.780 --> 00:24:58.780]  為什麼說異象呢?
[00:24:58.780 --> 00:25:02.780]  這裏明明中文寫明是默示的
[00:25:02.780 --> 00:25:06.780]  如果大家有聖經其他的譯本
[00:25:06.780 --> 00:25:08.780]  尤其是英文
[00:25:08.780 --> 00:25:11.780]  這裏用到一個英文翻譯
[00:25:11.780 --> 00:25:15.780]  希伯來文叫做Vision
[00:25:15.780 --> 00:25:22.780]  我可以說穿著90%的翻譯譯本
[00:25:22.780 --> 00:25:25.780]  都是用Vision這個字眼
[00:25:25.780 --> 00:25:33.780]  Vision和默示有一些意義上的深度不同
[00:25:33.780 --> 00:25:36.780]  默示就好像某一樣東西
[00:25:36.780 --> 00:25:41.780]  我靜靜地跟你說了
[00:25:41.780 --> 00:25:46.780]  上帝是不是靜靜地躲起來
[00:25:46.780 --> 00:25:50.780]  和俄巴底亞這位先知說呢?
[00:25:50.780 --> 00:25:53.780]  似乎不只是這樣
