
[00:00:00.000 --> 00:00:10.760]  今天和大家一起思想的經文是出自《加拉太書》第三章第六節至第十四節
[00:02:23.720 --> 00:02:25.720]  《創世紀》十七章
[00:02:25.720 --> 00:02:28.760]  我們又馬上見到神命令
[00:02:28.760 --> 00:02:31.560]  或與阿伯拉罕講明
[00:02:31.560 --> 00:02:34.120]  他所有本族本鄉的人
[00:02:34.120 --> 00:02:36.120]  在他的家族裏面
[00:02:36.120 --> 00:02:38.120]  只要歸入他當中的人
[00:02:38.120 --> 00:02:41.880]  無論是外邦的人也好
[00:02:41.880 --> 00:02:43.400]  非猶太裔的人也好
[00:02:43.400 --> 00:02:45.400]  都同樣要受割禮
[00:02:45.400 --> 00:02:49.120]  所以從在《創世紀》裏面
[00:02:49.120 --> 00:02:51.120]  我們已經看見阿伯拉罕
[00:02:51.120 --> 00:02:55.840]  既是談論所謂信心的重要人物
[00:02:55.840 --> 00:02:59.200]  但同樣談到要守律法行動的
[00:02:59.200 --> 00:03:03.120]  亦都要講到阿伯拉罕的割禮
[00:03:03.120 --> 00:03:08.240]  雖然猶太人自稱為阿伯拉罕的後裔
[00:03:08.240 --> 00:03:11.600]  但往往他們亦都同時
[00:03:11.600 --> 00:03:15.600]  不斷高舉要遵行律法這件事
[00:03:15.600 --> 00:03:18.880]  所以其實猶太人本身
[00:03:18.880 --> 00:03:25.960]  都同樣在信心和行為兩者之間的掙扎
[00:03:25.960 --> 00:03:29.160]  特別是透過行律法的行為
[00:03:29.160 --> 00:03:31.640]  對於他們是更大的掙扎
[00:03:31.640 --> 00:03:34.640]  但我相信這類型的掙扎
[00:03:34.640 --> 00:03:38.080]  不只是在猶太人裏面
[00:03:38.080 --> 00:03:40.880]  尤其是每一個基督徒
[00:03:40.880 --> 00:03:42.480]  我相信我們每一個
[00:03:42.480 --> 00:03:44.320]  都直著相信耶穌基督
[00:03:44.320 --> 00:03:47.760]  能夠成為神子民的基督徒
[00:03:47.760 --> 00:03:51.680]  我們同樣都有類似的掙扎
[00:03:51.680 --> 00:03:53.360]  在我們的生命裏面
[00:03:53.360 --> 00:03:55.760]  因為我們一方面要聲稱
[00:03:55.760 --> 00:03:59.240]  我們是直著相信耶穌基督
[00:03:59.240 --> 00:04:01.560]  然後我們成為神的子民
[00:04:01.560 --> 00:04:04.920]  但同時間我們又很難擺脫到
[00:04:04.920 --> 00:04:08.040]  由宗教甚至教會傳統
[00:04:08.040 --> 00:04:10.920]  所遺留下來的種種的行為
[00:04:10.920 --> 00:04:13.520]  我們不斷地重複這些行為
[00:04:13.520 --> 00:04:17.560]  在教會千多二千年裏面的歷史當中
[00:04:17.560 --> 00:04:18.600]  讓我們看到
[00:04:18.600 --> 00:04:20.760]  其實基督徒同樣是面對了
[00:04:20.760 --> 00:04:24.560]  一個所謂信心和傳統的問題
[00:04:24.560 --> 00:04:29.200]  而教會的傳統本身亦都是一個
[00:04:29.200 --> 00:04:34.400]  很難使人能夠有抵擋的一種攝力在其中
[00:04:34.400 --> 00:04:38.560]  很容易讓人很直著依從著
[00:04:38.560 --> 00:04:41.920]  這個遵行教會的傳統
[00:04:41.920 --> 00:04:44.280]  而產生一種我們所稱為
[00:04:44.280 --> 00:04:46.000]  一種誠信感
[00:04:46.000 --> 00:04:48.000]  Sanctified Feeling
[00:04:48.000 --> 00:04:53.360]  因此很多基督徒就依賴著這種感覺
[00:04:53.360 --> 00:04:55.920]  而存留在教會裏面
[00:04:55.920 --> 00:05:00.640]  而加拉太教會就是因為這樣的情況之下
[00:05:00.640 --> 00:05:04.280]  很容易地就將他們帶離開
[00:05:04.280 --> 00:05:08.120]  原本那個以信為本的福音
[00:05:08.120 --> 00:05:13.440]  而讓他們走上了一條錯誤的信仰的道路
[00:05:13.440 --> 00:05:16.240]  因此加拉太書其實對於
[00:05:16.240 --> 00:05:19.040]  不論是昔日的加拉太教會
[00:05:19.040 --> 00:05:21.440]  或是今日的我們都好
[00:05:21.440 --> 00:05:23.760]  當我們去讀加拉太書
[00:05:23.760 --> 00:05:26.600]  看到保羅寫這封書信的時候
[00:05:26.600 --> 00:05:29.840]  其實都讓我們有很大的幫助
[00:05:29.840 --> 00:05:33.160]  使我們明白在這兩者之間
[00:05:33.160 --> 00:05:38.240]  信心和行為兩者之間那種掙扎的情況
[00:05:38.240 --> 00:05:44.680]  使我們更加能夠學曉如何去精準掌握福音的要義
[00:05:44.680 --> 00:05:46.840]  既然如此重要
[00:05:46.840 --> 00:05:49.480]  我們馬上回去看回這段經文
[00:05:49.480 --> 00:05:51.400]  剛才已經讀過這段經文
[00:05:51.400 --> 00:05:53.400]  我現在不詳細再讀了
[00:05:53.400 --> 00:05:57.040]  不過我談論一下
[00:05:57.040 --> 00:06:02.160]  為什麼我會將這段聖經從第六節分到第十四節
[00:06:02.160 --> 00:06:04.480]  很多聖經的翻譯
[00:06:04.480 --> 00:06:06.080]  你們可能都會留意到
[00:06:06.080 --> 00:06:08.720]  包括我們的和合本聖經
[00:06:08.720 --> 00:06:15.920]  其實他們都將第六節歸入第五節的經文裡
[00:06:15.920 --> 00:06:17.120]  所以簡單來說
[00:06:17.120 --> 00:06:20.160]  很多翻譯者都認為
[00:06:20.160 --> 00:06:22.680]  一至六節應該是一個段落
[00:06:22.680 --> 00:06:26.840]  然後從第七至十四節是第二個段落
[00:06:26.840 --> 00:06:29.840]  但如果當我仔細看的時候
[00:06:29.840 --> 00:06:31.840]  我們會發現
[00:06:31.840 --> 00:06:36.960]  在第六節其實是談論到阿伯拉罕的事情
[00:06:36.960 --> 00:06:39.920]  而同樣到了最後第十四節
[00:06:39.920 --> 00:06:44.520]  也再次提到阿伯拉罕的事情
[00:06:44.520 --> 00:06:46.320]  所以簡單來說
[00:06:46.320 --> 00:06:50.640]  從希伯來人的傳統寫作的手法
[00:06:50.640 --> 00:06:52.800]  我們可以明白到
[00:06:52.800 --> 00:06:56.720]  這個起承轉合的結構
[00:06:56.720 --> 00:07:02.840]  是包括整段從第六節至第十四節的段落
[00:07:02.840 --> 00:07:11.360]  而且加上在希臘文的第27和28翻譯
[00:07:11.360 --> 00:07:14.000]  在希臘文的版本裏面
[00:07:14.000 --> 00:07:16.800]  NA27或者28的裏面
[00:07:16.800 --> 00:07:21.600]  都同時將第六節歸入這個段落裏面
[00:07:21.600 --> 00:07:23.240]  所以既然是這樣
[00:07:23.240 --> 00:07:25.080]  從文字結構
[00:07:25.080 --> 00:07:27.280]  讓我們可以更加精準看到
[00:07:27.280 --> 00:07:30.000]  應該從第六節至十四節
[00:07:30.000 --> 00:07:31.680]  是歸為一個段落
[00:07:31.680 --> 00:07:33.080]  不過在這個段落裏面
[00:07:33.080 --> 00:07:36.600]  他要將它分為兩個部分
[00:07:36.600 --> 00:07:41.800]  這個就是今天我想和大家一起去看的兩個部分
[00:07:41.800 --> 00:07:43.000]  第一個部分
[00:07:43.000 --> 00:07:49.720]  是談論到神在信月二當中的祝福的判斷
[00:07:49.720 --> 00:07:54.000]  God's decision among faith and righteousness
[00:07:54.000 --> 00:07:58.400]  經文是從第三節章的第六節至第九節
[00:07:58.400 --> 00:08:00.480]  然後到稍後的經文
[00:08:00.480 --> 00:08:04.240]  就是從第三章的第十節至十四節
[00:08:04.240 --> 00:08:05.680]  在那段聖經裏面
[00:08:05.680 --> 00:08:10.520]  我們就看到糾纏於一個守律法的結構之下
[00:08:10.520 --> 00:08:12.640]  最終所面對的奏作
[00:08:12.640 --> 00:08:14.440]  我們就分為這兩部分
[00:08:14.440 --> 00:08:16.320]  今天和大家一起的思想
[00:08:16.320 --> 00:08:21.720]  第一部分我們先看第三章的第六節至第九節
[00:08:21.720 --> 00:08:27.520]  神在信與義當中的祝福的判斷
[00:08:27.520 --> 00:08:29.440]  在這段經文裏面
[00:08:29.440 --> 00:08:32.880]  一開始第六節就已經告訴你
[00:08:32.880 --> 00:08:36.480]  引用了一段很重要的舊約聖經
[00:08:36.480 --> 00:08:41.120]  就是出自於創世紀第十五章第六節
[00:08:41.120 --> 00:08:43.920]  在這段聖經裏面他引用了什麼呢?
[00:08:43.920 --> 00:08:46.080]  保羅是這樣寫出來給我們知道的
[00:08:46.080 --> 00:08:52.240]  「阿伯拉罕信上帝,這就算為他的義」
[00:08:52.240 --> 00:08:58.160]  這句話基本上是從創世紀裏面談論到
[00:08:58.160 --> 00:09:02.000]  上帝怎樣去看阿伯拉罕
[00:09:02.000 --> 00:09:04.640]  是有一個義的身份
[00:09:04.640 --> 00:09:12.040]  也可以說是歸納了我們先前從第三章的一至五節
[00:09:12.040 --> 00:09:15.760]  特別是從第二節至第五節裏面
[00:09:15.760 --> 00:09:18.320]  連串的問題
[00:09:18.320 --> 00:09:20.360]  我們上一課已經說過了
[00:09:20.360 --> 00:09:23.640]  在第三章的第二至第五節裏面
[00:09:23.640 --> 00:09:29.400]  保羅是連珠炮式列舉了五條的問題
[00:09:29.400 --> 00:09:33.000]  去讓加拉太教會的信徒
[00:09:33.000 --> 00:09:37.480]  有法他們對信仰上的反思
[00:09:37.480 --> 00:09:40.080]  在這段經文裏面
[00:09:40.080 --> 00:09:44.640]  焦點總歸於在這一個題目
[00:09:44.640 --> 00:09:51.280]  信和義兩者之間的關係如何拼合而成
[00:09:51.280 --> 00:09:54.080]  Faith and righteousness
[00:09:54.080 --> 00:09:58.320]  How these two things bond together
[00:09:58.320 --> 00:10:02.320]  其實在第六節裏面有一個特點
[00:10:02.320 --> 00:10:06.880]  就是要重提在創世紀裏面
[00:10:06.880 --> 00:10:13.280]  神怎樣指出信將阿伯拉罕在他的時代
[00:10:13.280 --> 00:10:20.720]  將整個義的主題掛勾在一起
[00:10:20.720 --> 00:10:24.160]  神怎樣去斷定一個人的身份呢?
[00:10:24.160 --> 00:10:27.360]  不是因為人做了甚麼行為
[00:10:27.360 --> 00:10:31.520]  如果我們仔細去看阿伯拉罕的行為
[00:10:31.520 --> 00:10:36.960]  其實很多地方後來不配稱為義人
[00:10:36.960 --> 00:10:38.480]  我們一會兒會去看
[00:10:38.480 --> 00:10:43.520]  原來早在創世紀第十五章的時候
[00:10:43.520 --> 00:10:49.360]  當上帝和阿伯蘭建立約的關係的時候
[00:10:49.360 --> 00:10:54.240]  阿伯拉罕未完全和上帝納約之前
[00:10:54.240 --> 00:10:57.600]  這個未在英雄之前的名稱
[00:10:58.560 --> 00:11:07.200]  當上帝早在阿伯拉罕還未和他訂立英雄之前
[00:11:07.200 --> 00:11:11.680]  阿伯蘭和耶和華神怎樣走在一起呢?
[00:11:11.680 --> 00:11:15.680]  耶和華神說原來阿伯蘭是靠著信
[00:11:15.680 --> 00:11:18.080]  信是一件甚麼呢?
[00:11:18.080 --> 00:11:20.400]  其實很多時候我們作為基督徒
[00:11:20.400 --> 00:11:23.520]  我們在這方面都未必這麼搞得清楚
[00:11:23.760 --> 00:11:28.640]  信是否指我對一件事的信心有多少呢?
[00:11:28.640 --> 00:11:31.840]  或者我感受上我認為
[00:11:31.840 --> 00:11:35.520]  那件事能夠給我有多少信賴性
[00:11:35.520 --> 00:11:38.000]  可以依賴下去呢?
[00:11:38.000 --> 00:11:41.760]  其實信在聖經裏面
[00:11:41.760 --> 00:11:46.720]  Faith是指從神而來的一個特性
[00:11:46.720 --> 00:11:51.600]  這件事是將上帝放在我們裏面
[00:11:52.560 --> 00:11:54.800]  當這件事放在我們裏面的時候
[00:11:54.800 --> 00:11:59.600]  我們就會和上帝的靈能夠互通
[00:11:59.600 --> 00:12:01.680]  換句話來說
[00:12:01.680 --> 00:12:05.200]  類似一個儀器
[00:12:05.200 --> 00:12:09.040]  可以收到上帝的訊息
[00:12:09.040 --> 00:12:12.240]  並且能夠回應上帝
[00:12:12.240 --> 00:12:14.080]  用今日最好的例子
[00:12:14.080 --> 00:12:15.840]  就好像一部手提電話
[00:12:15.840 --> 00:12:20.560]  我們就好像擁有了一部能夠和上帝的靈
[00:12:20.560 --> 00:12:24.400]  能夠通話的一個元素
[00:12:24.400 --> 00:12:26.640]  放在我們生命當中
[00:12:26.640 --> 00:12:29.520]  這件事是只有上帝而來
[00:12:29.520 --> 00:12:30.800]  我們才能夠通
[00:12:30.800 --> 00:12:34.880]  因為這件事是用來和上帝聯絡的
[00:12:34.880 --> 00:12:36.800]  有獨有的frequency
[00:12:36.800 --> 00:12:39.280]  如果大家明白手提電話
[00:12:39.280 --> 00:12:41.680]  你不是說拿著手提電話到處都可以
[00:12:41.680 --> 00:12:45.360]  譬如現在說5G手提電話
[00:12:45.360 --> 00:12:46.480]  很多人都說
[00:12:46.480 --> 00:12:50.240]  我擁有5G的電話可以通遍全世界
[00:12:50.240 --> 00:12:54.720]  然後我可以用最高的速度和這個世界聯繫
[00:12:54.720 --> 00:12:59.200]  原來大家知不知道5G的電話
[00:12:59.200 --> 00:13:02.560]  都有分為微波
[00:13:02.560 --> 00:13:07.440]  和這個所謂16GHz的頻率
[00:13:07.440 --> 00:13:10.960]  兩種不同的頻譜
[00:13:10.960 --> 00:13:15.520]  如果你說我的電話沒有這兩樣的頻譜的話
[00:13:15.520 --> 00:13:17.200]  你以為我有5G
[00:13:17.200 --> 00:13:21.440]  其實你的5G可能是15/6GHz
[00:13:21.440 --> 00:13:28.640]  等同於這個次六頻的訊號
[00:13:28.640 --> 00:13:32.560]  你收不到最快的5G網絡
[00:13:32.560 --> 00:13:38.320]  只是比我們現在用的4G快一點點
[00:13:38.320 --> 00:13:41.600]  所以鄧小平我們要非常小心
[00:13:41.600 --> 00:13:42.800]  信其實是什麼
[00:13:42.800 --> 00:13:44.000]  就好像一個手提電話
[00:13:44.000 --> 00:13:51.040]  信是將獨特和它聯繫的頻譜放在裡面
[00:13:51.040 --> 00:13:52.960]  讓我們可以回應
[00:13:52.960 --> 00:13:58.000]  又能夠準確收到上帝的訊息
[00:13:58.000 --> 00:14:02.000]  而這個回應一定要從上帝給的特別頻譜
[00:14:02.000 --> 00:14:03.840]  好像軍事頻譜一樣
[00:14:03.840 --> 00:14:04.720]  它是獨特的
[00:14:04.720 --> 00:14:06.560]  它不可以隨便給獨立的人
[00:14:06.560 --> 00:14:08.560]  隨時好像我這樣按兩個按鈕
[00:14:08.560 --> 00:14:09.280]  扭兩個按鈕
[00:14:09.280 --> 00:14:11.040]  就馬上收到
[00:14:11.040 --> 00:14:12.080]  不是的
[00:14:12.080 --> 00:14:14.080]  有獨特的編碼
[00:14:14.080 --> 00:14:16.080]  有獨特的加密
[00:14:16.080 --> 00:14:18.080]  我們才能和上帝收到這個訊息
[00:14:18.080 --> 00:14:20.080]  信其實就是這樣的
[00:14:20.080 --> 00:14:24.880]  在創世紀第15章裡面
[00:14:24.880 --> 00:14:26.880]  告訴我們
[00:14:26.880 --> 00:14:32.800]  上帝視阿伯拉罕為異
[00:14:32.800 --> 00:14:35.280]  如果我們看回原文聖經
[00:14:35.280 --> 00:14:39.280]  上帝視阿伯拉罕為異人
[00:14:39.280 --> 00:14:42.320]  其實在這個記載裡
[00:14:42.320 --> 00:14:49.520]  不代表阿伯拉罕已經成為一個完全無可批評的人
[00:14:49.520 --> 00:14:50.960]  不是
[00:14:50.960 --> 00:14:52.960]  在上帝裡面
[00:14:52.960 --> 00:14:56.160]  上帝用他自己獨立的判斷
[00:14:56.160 --> 00:15:01.120]  知道阿伯拉罕和自己的關係建立
[00:15:01.120 --> 00:15:03.120]  是完全密不可分的
[00:15:03.120 --> 00:15:04.640]  換句話來說
[00:15:04.640 --> 00:15:09.600]  阿伯拉罕是完全不會收錯消息
[00:15:09.600 --> 00:15:14.560]  也不會錯解上帝的意思
[00:15:14.560 --> 00:15:20.800]  而且他還會向上帝作一個準確的投靠
[00:15:20.800 --> 00:15:21.840]  信任
[00:15:21.840 --> 00:15:26.720]  完全不會有任何走漏的鬼身在裡面
[00:15:26.720 --> 00:15:30.960]  阿伯拉罕為什麼能夠有這樣的回應
[00:15:30.960 --> 00:15:32.960]  就是完全因為上帝
[00:15:32.960 --> 00:15:35.840]  上帝放了這件事在他裡面
[00:15:35.840 --> 00:15:38.320]  而上帝也印證了
[00:15:38.320 --> 00:15:39.440]  審定了
[00:15:39.440 --> 00:15:43.200]  阿伯拉罕當他擁有這件信的東西
[00:15:43.200 --> 00:15:46.400]  能夠準確和他建立一個關係的時候
[00:15:46.400 --> 00:15:52.160]  上帝在縱使阿伯拉罕仍然未完全的時候
[00:15:52.160 --> 00:15:54.560]  就已經稱他為異人
[00:15:54.560 --> 00:15:56.960]  換句話來說
[00:15:56.960 --> 00:15:58.960]  上帝其實看一個人
[00:15:58.960 --> 00:16:02.000]  不是因為他做了什麼
[00:16:02.000 --> 00:16:03.520]  好了
[00:16:03.520 --> 00:16:04.640]  上帝說好了
[00:16:04.640 --> 00:16:06.000]  那我就相信你了
[00:16:06.000 --> 00:16:07.280]  你也相信我了
[00:16:07.280 --> 00:16:08.080]  不是的
[00:16:08.080 --> 00:16:09.440]  原來上帝看見
[00:16:09.440 --> 00:16:12.240]  他最終極的是這個人
[00:16:12.240 --> 00:16:14.400]  擦透了
[00:16:14.400 --> 00:16:15.680]  讓他知道
[00:16:15.680 --> 00:16:18.160]  這個人對上帝的心思意念
[00:16:18.160 --> 00:16:20.800]  是毫無疑問地相信
[00:16:20.800 --> 00:16:23.440]  簡單來說
[00:16:23.440 --> 00:16:28.080]  上帝讓阿伯拉罕完全地認識到
[00:16:28.080 --> 00:16:30.880]  阿伯拉罕是一個怎樣的人
[00:16:30.880 --> 00:16:34.080]  所以另一樣東西也讓我們看到
[00:16:34.080 --> 00:16:36.640]  阿伯拉罕其實在上帝的裡面
[00:16:36.640 --> 00:16:41.280]  也坦然無懼地將自己躺開在上帝的面前
[00:16:41.280 --> 00:16:45.120]  隨上帝去監察
[00:16:45.120 --> 00:16:46.880]  阿伯拉罕是怎樣
[00:16:46.880 --> 00:16:48.560]  所以在《創世紀》裡面
[00:16:48.560 --> 00:16:50.560]  我們就體現一連串的介紹
[00:16:50.560 --> 00:16:53.280]  從第十五章的裡面開始
[00:16:53.280 --> 00:16:55.360]  我們會發覺
[00:16:55.360 --> 00:16:58.240]  上帝算了阿伯拉罕已經是一個異人
[00:16:59.120 --> 00:17:03.360]  但是不代表阿伯拉罕是被神看待
[00:17:03.360 --> 00:17:05.920]  有這麼特殊的身份建立了之後
[00:17:05.920 --> 00:17:07.680]  阿伯拉罕他完全沒有錯
[00:17:07.680 --> 00:17:09.040]  我們仔細去看
[00:17:09.040 --> 00:17:11.680]  當上帝在第十五章那裡
[00:17:11.680 --> 00:17:14.320]  已經和阿伯拉罕建立了這個
[00:17:14.320 --> 00:17:16.640]  清二的關係之後
[00:17:16.640 --> 00:17:18.400]  一進到第十六章
[00:17:18.400 --> 00:17:20.720]  阿伯拉罕馬上就做錯事了
[00:17:20.720 --> 00:17:21.920]  做錯什麼事了
[00:17:21.920 --> 00:17:24.080]  阿伯拉罕在第十六章
[00:17:24.080 --> 00:17:27.360]  聽他的太太撒萊塞拉
[00:17:27.360 --> 00:17:30.800]  她說我是生不了的
[00:17:30.800 --> 00:17:31.600]  我年紀大了
[00:17:31.600 --> 00:17:32.400]  不如這樣吧
[00:17:32.400 --> 00:17:34.800]  我給我的侍女夏甲給你
[00:17:34.800 --> 00:17:36.880]  你就和夏甲同房
[00:17:36.880 --> 00:17:40.160]  生個小孩當是傳宗接代
[00:17:40.160 --> 00:17:41.840]  阿伯拉罕算了
[00:17:41.840 --> 00:17:44.960]  老婆說什麼就照做
[00:17:44.960 --> 00:17:46.400]  於是怎麼樣呢
[00:17:46.400 --> 00:17:48.000]  就生了以實瑪利
[00:17:48.000 --> 00:17:50.000]  但是在聖經裡面我們知道
[00:17:50.000 --> 00:17:52.960]  以實瑪利最後造成了一個現象
[00:17:52.960 --> 00:17:55.280]  就是根本上帝不認為
[00:17:55.280 --> 00:17:59.120]  以實瑪利是阿伯拉罕後裔的承繼者
[00:17:59.120 --> 00:18:03.360]  雖然以實瑪利不是直接上帝
[00:18:03.360 --> 00:18:06.480]  讓從阿伯拉罕和撒萊塞拉身上
[00:18:06.480 --> 00:18:08.080]  所生的後裔承繼者
[00:18:08.080 --> 00:18:12.000]  但是上帝後來也沒有去到
[00:18:12.000 --> 00:18:16.960]  使得以實瑪利完全被拼開
[00:18:16.960 --> 00:18:20.800]  離開上帝的祝福當中
[00:18:20.800 --> 00:18:23.120]  接著第十七章馬上我們就看到
[00:18:23.120 --> 00:18:26.000]  聖經有這個行割禮的指示
[00:18:26.000 --> 00:18:28.000]  但是行了割禮
[00:18:28.000 --> 00:18:30.960]  我們看上去好像是行律法
[00:18:30.960 --> 00:18:33.760]  上帝要求特別猶太人很強調割禮
[00:18:33.760 --> 00:18:34.800]  割禮差不多
[00:18:34.800 --> 00:18:36.400]  他沒有割禮就等同於
[00:18:36.400 --> 00:18:38.400]  真的不是猶太人一樣
[00:18:38.400 --> 00:18:40.400]  於是怎麼樣呢
[00:18:40.400 --> 00:18:42.000]  在這個情況之下
[00:18:42.000 --> 00:18:45.200]  阿伯拉罕縱使行了割禮
[00:18:45.200 --> 00:18:47.920]  他自己已經成為了
[00:18:47.920 --> 00:18:53.200]  上帝合約的見證人
[00:18:53.200 --> 00:18:54.960]  因為已經有標記了
[00:18:54.960 --> 00:18:55.760]  但是怎麼樣呢
[00:18:55.760 --> 00:18:57.440]  到了第十章裡面
[00:18:57.440 --> 00:18:59.280]  我們馬上就看到阿伯拉罕
[00:18:59.280 --> 00:19:01.120]  去到基拉爾
[00:19:01.120 --> 00:19:04.560]  就和撒萊說
[00:19:04.560 --> 00:19:05.920]  來到這裡濕濟了
[00:19:05.920 --> 00:19:07.360]  這個地方
[00:19:07.360 --> 00:19:10.480]  人們看到我們又有錢
[00:19:10.480 --> 00:19:13.840]  接著又看到你這麼漂亮
[00:19:13.840 --> 00:19:15.360]  他會含恨
[00:19:15.360 --> 00:19:16.320]  接著會殺了我
[00:19:16.320 --> 00:19:18.560]  然後搶了你做老婆
[00:19:18.560 --> 00:19:19.520]  不如這樣
[00:19:19.520 --> 00:19:21.280]  你不要說是我老婆了
[00:19:21.280 --> 00:19:22.880]  你說是我妹妹好了
[00:19:22.880 --> 00:19:26.160]  當然撒萊是阿伯拉罕的妹妹
[00:19:26.160 --> 00:19:27.600]  但是問題是
[00:19:27.600 --> 00:19:28.560]  你不可以這樣
[00:19:28.560 --> 00:19:30.880]  因為這樣你就是這麼雞肉的
[00:19:30.880 --> 00:19:34.320]  這麼縮骨的
[00:19:34.320 --> 00:19:37.440]  變成太太都變成妹妹
[00:19:37.440 --> 00:19:40.800]  我們從這裡可以看到
[00:19:40.800 --> 00:19:42.640]  阿伯蘭其實他的人生
[00:19:42.640 --> 00:19:46.720]  自從上帝創世紀十五章開始
[00:19:46.720 --> 00:19:52.240]  已經進入了一個被稱為異的位份
[00:19:52.240 --> 00:19:54.960]  但是原來在這樣的情況之下
[00:19:54.960 --> 00:19:56.160]  他仍然不是一個
[00:19:56.160 --> 00:19:59.280]  我們所稱為完美的人
[00:19:59.280 --> 00:20:00.560]  所以大家知道
[00:20:00.560 --> 00:20:03.040]  保羅去引用這件事
[00:20:03.040 --> 00:20:04.400]  就告訴我們知道
[00:20:04.400 --> 00:20:06.240]  一個人原來能夠得到一個
[00:20:06.240 --> 00:20:07.840]  稱異的身份
[00:20:07.840 --> 00:20:09.680]  根本不是因為這個人
[00:20:09.680 --> 00:20:12.320]  他做得什麼是好
[00:20:12.320 --> 00:20:15.200]  甚至他的心態
[00:20:15.200 --> 00:20:17.440]  是不是真是好人一個
[00:20:17.440 --> 00:20:19.040]  如果是這樣就死定了
[00:20:19.040 --> 00:20:21.280]  因為阿伯蘭被稱為
[00:20:21.280 --> 00:20:23.680]  稱異的人第十五章
[00:20:23.680 --> 00:20:26.960]  都原來不是一個完美的人
[00:20:26.960 --> 00:20:30.000]  今天我們又做到多少好事
[00:20:30.000 --> 00:20:31.200]  我們信了主
[00:20:31.200 --> 00:20:32.560]  難道我們信了主之後
[00:20:32.560 --> 00:20:34.000]  就完美無瑕嗎
[00:20:34.000 --> 00:20:36.480]  當然很多基督徒是這樣想的
[00:20:36.480 --> 00:20:39.040]  所以有些基督徒信了主之後
[00:20:39.040 --> 00:20:40.960]  就自然自然的
[00:20:40.960 --> 00:20:45.600]  日日希望保障著自己行為端正
[00:20:45.600 --> 00:20:48.240]  就算心怎麼不端正也好
[00:20:48.240 --> 00:20:49.440]  怎麼邪惡也好
[00:20:49.440 --> 00:20:51.680]  表面就要做到很漂亮
[00:20:51.680 --> 00:20:54.080]  所以這個造成了今天很多教會
[00:20:54.080 --> 00:20:56.000]  甚至很多信徒
[00:20:56.000 --> 00:20:58.880]  他們的表現
