
[00:00:00.000 --> 00:00:04.800]  今天的題目是「輕鄉的祭」
[00:02:15.280 --> 00:02:17.360]  是出自哪一本書呢
[00:02:17.360 --> 00:02:20.080]  就是出自《利未記》
[00:02:20.080 --> 00:02:21.200]  有人可能馬上說
[00:02:21.200 --> 00:02:22.640]  哎呀 呂傳道
[00:02:22.640 --> 00:02:25.680]  這個《利未記》好像和我們現代
[00:02:25.680 --> 00:02:27.120]  就是現在這個時代
[00:02:27.120 --> 00:02:30.640]  2017年的關係好像不是很大
[00:02:30.640 --> 00:02:32.240]  好像不是很密切
[00:02:32.240 --> 00:02:33.280]  如果你熟悉
[00:02:33.280 --> 00:02:34.960]  有些人就說《利未記》
[00:02:34.960 --> 00:02:37.920]  是稱為祭司的手冊
[00:02:37.920 --> 00:02:38.560]  即是什麼呢
[00:02:38.560 --> 00:02:40.320]  你當是牧師的手冊
[00:02:40.320 --> 00:02:42.880]  那你無端端不會拿起牧師的手冊
[00:02:42.880 --> 00:02:44.160]  來看的嘛
[00:02:44.160 --> 00:02:46.480]  那好像和我們沒什麼關係
[00:02:46.480 --> 00:02:48.160]  而當我們看今天集中
[00:02:48.160 --> 00:02:49.680]  是1至第7章
[00:02:49.680 --> 00:02:53.200]  5個憲制記錄很詳細
[00:02:53.200 --> 00:02:54.560]  剛才大家讀的經文
[00:02:54.560 --> 00:02:58.160]  已經記錄得憲制的過程很詳細
[00:02:58.160 --> 00:03:01.200]  譬如在一章8至9節裡面說到
[00:03:01.200 --> 00:03:03.840]  他說亞倫的子孫做祭司
[00:03:03.840 --> 00:03:08.720]  要將肉塊和頭拼到他的脂油
[00:03:08.720 --> 00:03:10.160]  即是肥膏
[00:03:10.160 --> 00:03:13.360]  脂油放在壇上用火燒
[00:03:13.360 --> 00:03:18.560]  又說繁祭的臟腑和腿要用水洗
[00:03:18.560 --> 00:03:19.840]  說得很清楚
[00:03:19.840 --> 00:03:22.960]  腿要用水洗
[00:03:22.960 --> 00:03:26.240]  祭司要將一切燒在壇上當做繁祭
[00:03:26.240 --> 00:03:29.440]  獻給耶和華為馨香的火祭
[00:03:29.440 --> 00:03:31.840]  在1章14至16節說
[00:03:31.840 --> 00:03:33.920]  人奉給耶和華的貢物
[00:03:33.920 --> 00:03:36.480]  如果由鳥為繁祭
[00:03:36.480 --> 00:03:40.320]  就要獻斑溝或是搓甲為貢物
[00:03:40.320 --> 00:03:45.040]  祭司要將鳥拿到壇前抽下頭來
[00:03:45.040 --> 00:03:46.960]  知不知道什麼叫抽下頭來
[00:03:46.960 --> 00:03:50.480]  即是扭掉他的頭
[00:03:50.480 --> 00:03:52.720]  抽下頭來
[00:03:52.720 --> 00:03:54.640]  然後還將鳥獻在壇上
[00:03:54.640 --> 00:03:57.440]  鳥的血要留在壇旁邊
[00:03:57.440 --> 00:04:00.000]  又要用鳥的素子
[00:04:00.000 --> 00:04:01.040]  知不知道什麼叫素子
[00:04:01.040 --> 00:04:02.960]  不知道吧
[00:04:02.960 --> 00:04:05.440]  素子即是鳥吃了東西
[00:04:05.440 --> 00:04:07.680]  對了 我們主要學老師就知道了
[00:04:07.680 --> 00:04:09.040]  是類似這個部位
[00:04:09.040 --> 00:04:12.160]  即是暫時儲存食物的部位
[00:04:12.160 --> 00:04:14.480]  原來鳥有這個 上帝創造
[00:04:14.480 --> 00:04:16.480]  就要放在那裡
[00:04:16.480 --> 00:04:18.080]  或者裝物就除掉
[00:04:18.080 --> 00:04:20.400]  吊在壇的東邊
[00:04:20.400 --> 00:04:22.160]  倒灰的地方
[00:04:22.160 --> 00:04:23.680]  說得這麼仔細
[00:04:23.680 --> 00:04:25.760]  血倒在哪裡都要說
[00:04:25.760 --> 00:04:28.800]  可能很多人一看到這裡就跳了
[00:04:28.800 --> 00:04:30.480]  好像你看家譜一樣
[00:04:30.480 --> 00:04:31.680]  不關我的事
[00:04:31.680 --> 00:04:32.640]  看不明白的
[00:04:32.640 --> 00:04:33.520]  沒用的
[00:04:33.520 --> 00:04:34.720]  你又跳了
[00:04:34.720 --> 00:04:37.840]  究竟有什麼意義呢 憲制
[00:04:37.840 --> 00:04:40.400]  但當我一路預備這篇講章的時候
[00:04:40.400 --> 00:04:42.640]  雖然以前都看過你未記
[00:04:42.640 --> 00:04:44.960]  但當我這次一路祈禱
[00:04:44.960 --> 00:04:46.080]  每天都祈禱
[00:04:46.080 --> 00:04:47.440]  晝夜思想的時候
[00:04:47.440 --> 00:04:49.760]  我發覺原來憲制對我們今天
[00:04:49.760 --> 00:04:51.280]  對我們每一個人
[00:04:51.280 --> 00:04:53.600]  都可以很有關係
[00:04:53.600 --> 00:04:54.640]  因為當你之後
[00:04:54.640 --> 00:04:56.160]  當你自己看你未記的時候
[00:04:56.160 --> 00:04:58.080]  你看完整卷你未記
[00:04:58.080 --> 00:05:01.600]  你會看到憲制和贖罪
[00:05:01.600 --> 00:05:04.560]  你會看到律法和恩典
[00:05:04.560 --> 00:05:07.360]  你會看到污穢和潔淨
[00:05:07.360 --> 00:05:09.600]  你會看到祭司的制度
[00:05:09.600 --> 00:05:12.640]  和聖殿的慢止
[00:05:12.640 --> 00:05:13.760]  而最重要
[00:05:13.760 --> 00:05:15.200]  你更加明白到
[00:05:15.200 --> 00:05:17.680]  耶穌為什麼來這個世界
[00:05:17.680 --> 00:05:18.640]  你更加明白到
[00:05:18.640 --> 00:05:21.680]  耶穌為什麼會釘在十字架上
[00:05:21.680 --> 00:05:22.880]  為我們流血
[00:05:22.880 --> 00:05:24.080]  你更加明白
[00:05:24.080 --> 00:05:26.080]  我們怎樣可以透過耶穌
[00:05:26.080 --> 00:05:29.200]  可以和上帝和好
[00:05:29.200 --> 00:05:31.840]  來到我們了解一點
[00:05:31.840 --> 00:05:34.080]  不同的制度有什麼分別
[00:05:34.080 --> 00:05:35.440]  今天當然不會詳細講
[00:05:35.440 --> 00:05:38.400]  只是很粗略給大家有個認識
[00:05:38.400 --> 00:05:40.800]  在利美記一章到七章
[00:05:40.800 --> 00:05:42.960]  提到五種憲制
[00:05:42.960 --> 00:05:45.280]  第一種是凡制
[00:05:45.280 --> 00:05:47.680]  第二種是素制
[00:05:47.680 --> 00:05:50.160]  第三種是平安制
[00:05:50.160 --> 00:05:52.480]  第四種是贖罪制
[00:05:52.480 --> 00:05:53.840]  第五種
[00:05:53.840 --> 00:05:55.200]  我查字典讀
[00:05:55.200 --> 00:05:58.240]  叫贖軒制
[00:05:58.240 --> 00:06:00.560]  是軒掛的軒
[00:06:00.560 --> 00:06:02.000]  贖軒制
[00:06:02.000 --> 00:06:02.880]  凡制
[00:06:02.880 --> 00:06:04.240]  其實我們先講凡制
[00:06:04.240 --> 00:06:05.920]  有很多功能
[00:06:05.920 --> 00:06:08.240]  最明顯就是贖罪
[00:06:08.240 --> 00:06:09.760]  所以在利美記一章四節
[00:06:09.760 --> 00:06:10.320]  他說
[00:06:10.320 --> 00:06:13.360]  他要按手在凡制生的頭上
[00:06:13.360 --> 00:06:15.360]  凡制就要蒙到月立
[00:06:15.360 --> 00:06:17.200]  為他贖罪
[00:06:17.200 --> 00:06:19.760]  或者表示信服
[00:06:19.760 --> 00:06:22.080]  所以阿伯拉罕獻以撒的時候
[00:06:22.080 --> 00:06:24.640]  他都是獻凡制
[00:06:24.640 --> 00:06:26.640]  另一種我們叫素制
[00:06:26.640 --> 00:06:29.520]  素制和凡制的功能很相似
[00:06:29.520 --> 00:06:31.920]  有時人們會代替凡制
[00:06:31.920 --> 00:06:35.360]  是動物制的另一種選擇
[00:06:35.360 --> 00:06:37.040]  素制有點特別
[00:06:37.040 --> 00:06:38.320]  他不同其他制
[00:06:38.320 --> 00:06:39.920]  其他四種制
[00:06:39.920 --> 00:06:41.520]  都是用火燒的
[00:06:41.520 --> 00:06:43.600]  但素制卻是
[00:06:43.600 --> 00:06:44.720]  他都是用火
[00:06:44.720 --> 00:06:46.000]  五個都是用火
[00:06:46.000 --> 00:06:49.840]  但素制是沒有用動物的制生
[00:06:49.840 --> 00:06:51.520]  也沒有流血
[00:06:51.520 --> 00:06:54.000]  這是素制特別的地方
[00:06:54.000 --> 00:06:55.440]  也有人形容為
[00:06:55.440 --> 00:06:57.760]  這個名叫作穀物制
[00:06:57.760 --> 00:06:59.440]  因為主要素制就是
[00:06:59.440 --> 00:07:03.200]  將土地的土產獻給上帝
[00:07:03.200 --> 00:07:04.960]  在利美記二章二節
[00:07:04.960 --> 00:07:07.760]  他說帶到阿倫子孫作祭司那裡
[00:07:07.760 --> 00:07:11.360]  祭司就要從細面裡取出一把梨
[00:07:11.360 --> 00:07:13.920]  就是取一些油和乳香
[00:07:13.920 --> 00:07:18.240]  給上帝為馨香的火祭
[00:07:18.240 --> 00:07:21.840]  而細面原來是由小麥所造成的
[00:07:21.840 --> 00:07:24.560]  它有上好上等的意思
[00:07:24.560 --> 00:07:28.640]  而獻上初熟的土產有三重意義
[00:07:28.640 --> 00:07:33.120]  第一是紀念或者認同上帝的主權
[00:07:33.120 --> 00:07:35.360]  因為地是屬於上帝
[00:07:35.360 --> 00:07:38.240]  他的出產都是屬於上帝
[00:07:38.240 --> 00:07:40.240]  而另一樣就是感恩
[00:07:40.240 --> 00:07:42.480]  因為他們得到神的眷顧
[00:07:42.480 --> 00:07:44.640]  所以感恩去奉獻
[00:07:44.640 --> 00:07:48.960]  而第三種就是他要求上帝繼續的施恩
[00:07:48.960 --> 00:07:52.080]  讓他們繼續有溫飽
[00:07:52.080 --> 00:07:55.920]  第三種是平安制
[00:07:55.920 --> 00:07:58.240]  一般來說平安制
[00:07:58.240 --> 00:08:02.160]  是可以用來表達感恩或者還願
[00:08:02.160 --> 00:08:04.480]  在重大的典禮裡
[00:08:04.480 --> 00:08:09.840]  就會凡制和平安制一起去獻上
[00:08:09.840 --> 00:08:14.400]  這是個人甘心所獻的祭
[00:08:14.400 --> 00:08:17.600]  而這個祭唯一有一個特別的地方
[00:08:17.600 --> 00:08:20.880]  就是邀請其他人一起參與
[00:08:20.880 --> 00:08:22.480]  因為其他那幾種祭
[00:08:22.480 --> 00:08:24.080]  當祭僧獻了之後
[00:08:24.080 --> 00:08:27.280]  剩下的那些主要就是給祭司
[00:08:27.280 --> 00:08:31.440]  但這個祭會邀請獻祭者
[00:08:31.440 --> 00:08:33.920]  和邀請人一起吃
[00:08:33.920 --> 00:08:35.680]  所以有些人就說
[00:08:35.680 --> 00:08:38.000]  這個是因為他跟別人分享
[00:08:38.000 --> 00:08:41.840]  所以這是一個叫做相交的祭
[00:08:41.840 --> 00:08:43.520]  我好深印象就是有一次
[00:08:43.520 --> 00:08:46.000]  幾個月前回到人愛團契
[00:08:46.000 --> 00:08:47.280]  完了之後
[00:08:47.280 --> 00:08:48.720]  他們就說女傳道
[00:08:48.720 --> 00:08:50.800]  我們去喝茶了
[00:08:50.800 --> 00:08:51.920]  那我去吧
[00:08:51.920 --> 00:08:54.000]  我很喜歡吃燒賣的
[00:08:54.000 --> 00:08:55.120]  然後喝茶
[00:08:55.120 --> 00:08:56.240]  那次喝茶
[00:08:56.240 --> 00:08:59.680]  我完全感受到整個喝茶的過程
[00:08:59.680 --> 00:09:02.480]  就是一個平安制
[00:09:02.480 --> 00:09:03.520]  如果大家還記得
[00:09:03.520 --> 00:09:05.840]  那一圍的弟兄姊妹
[00:09:05.840 --> 00:09:07.760]  我們那次一邊吃東西的時候
[00:09:07.760 --> 00:09:11.120]  大家就不其然在說見證
[00:09:11.120 --> 00:09:14.400]  在分享大家在上帝那裡
[00:09:14.400 --> 00:09:15.920]  有些什麼的領受
[00:09:15.920 --> 00:09:17.760]  我記得有姊妹就說
[00:09:17.760 --> 00:09:20.480]  有賊break in到你家
[00:09:20.480 --> 00:09:23.040]  然後你就被那些人一起關起來
[00:09:23.040 --> 00:09:26.080]  然後他就說我只是祈禱
[00:09:26.080 --> 00:09:29.120]  結果平安無事
[00:09:29.120 --> 00:09:32.320]  好像說只是不見了一隻耳環那麼大把
[00:09:32.320 --> 00:09:34.880]  當那姊妹在分享的時候
[00:09:34.880 --> 00:09:37.600]  另一個就說我又有分享了
[00:09:37.600 --> 00:09:40.800]  原來這個就是這個意思
[00:09:40.800 --> 00:09:42.960]  原來他們得到上帝的恩典
[00:09:42.960 --> 00:09:44.160]  然後去獻祭
[00:09:44.160 --> 00:09:46.800]  然後再一起去分享
[00:09:46.800 --> 00:09:48.640]  所以其實我們每一個聚會
[00:09:48.640 --> 00:09:50.240]  不是喝喝吃吃的
[00:09:50.240 --> 00:09:51.440]  有姊妹提醒我
[00:09:51.440 --> 00:09:53.200]  她說這個是一個外言
[00:09:53.200 --> 00:09:54.960]  我們過去的星期日晚
[00:09:54.960 --> 00:09:56.640]  都不只是喝喝吃吃
[00:09:56.640 --> 00:09:58.400]  我們是一個見證
[00:09:58.400 --> 00:10:00.720]  我們去做恩典樂聚
[00:10:00.720 --> 00:10:02.160]  我們就是特意
[00:10:02.160 --> 00:10:03.520]  所以負責人就說
[00:10:03.520 --> 00:10:06.400]  我要分開一些舊的弟兄姊妹
[00:10:06.400 --> 00:10:07.600]  和一些新朋友
[00:10:07.600 --> 00:10:09.280]  我們不要每次坐在一起
[00:10:09.280 --> 00:10:11.040]  因為你們太熟了
[00:10:11.040 --> 00:10:13.280]  你們的見證都聽過了
[00:10:13.280 --> 00:10:16.960]  可能他們心裡想你又說了
[00:10:16.960 --> 00:10:19.760]  所以變成我們要吸引新朋友
[00:10:19.760 --> 00:10:22.160]  就是你叫多些新朋友來
[00:10:22.160 --> 00:10:25.360]  我們就在你那個圍裡面
[00:10:25.360 --> 00:10:27.120]  去分享見證
[00:10:27.120 --> 00:10:28.720]  這個原來我們今天
[00:10:28.720 --> 00:10:30.880]  一直我們在這裡做得最多
[00:10:30.880 --> 00:10:31.920]  做得最好
[00:10:31.920 --> 00:10:33.520]  就是平安祭
[00:10:33.520 --> 00:10:34.960]  贖罪祭
[00:10:34.960 --> 00:10:37.760]  最簡單就是人總會犯錯
[00:10:37.760 --> 00:10:38.720]  犯錯的時候
[00:10:38.720 --> 00:10:42.880]  我們和神的關係就會破裂
[00:10:42.880 --> 00:10:44.000]  我們要重修
[00:10:44.000 --> 00:10:46.480]  因為我們希望上帝寬恕
[00:10:46.480 --> 00:10:49.200]  和赦免我們的罪
[00:10:49.200 --> 00:10:52.960]  我們要重修和上帝的關係
[00:10:52.960 --> 00:10:55.280]  贖罪祭我們一會兒會再說多一點
[00:10:55.280 --> 00:10:57.200]  接著是贖獻祭
[00:10:57.200 --> 00:11:02.000]  贖獻祭主要聖經說會處理三類的罪行
[00:11:02.000 --> 00:11:03.200]  而每一種罪
[00:11:03.200 --> 00:11:04.560]  聖經最開頭都說
[00:11:04.560 --> 00:11:09.200]  若有人犯這種罪為開頭
[00:11:09.200 --> 00:11:13.040]  第一種在聖物上犯罪
[00:11:13.040 --> 00:11:14.480]  在你未記五章十五節
[00:11:14.480 --> 00:11:16.720]  他說人若在耶和華的聖物上
[00:11:16.720 --> 00:11:18.000]  誤犯了罪
[00:11:18.000 --> 00:11:19.280]  有了過犯
[00:11:19.280 --> 00:11:21.280]  就要照你所估計的
[00:11:21.280 --> 00:11:24.400]  按聖所的赦克勒銀紙
[00:11:24.400 --> 00:11:26.160]  將贖獻祭祭生
[00:11:26.160 --> 00:11:29.120]  就是羊群中一隻沒有殘疾的公綿羊
[00:11:29.120 --> 00:11:30.880]  獻到耶和華面前
[00:11:30.880 --> 00:11:32.880]  為贖獻祭
[00:11:32.880 --> 00:11:35.600]  這是第一在聖物上犯罪
[00:11:35.600 --> 00:11:36.800]  第二種罪
[00:11:36.800 --> 00:11:39.040]  就是不順從的罪
[00:11:39.040 --> 00:11:41.440]  在你未記五章十七至十九節
[00:11:41.440 --> 00:11:43.680]  他說若有人犯了罪
[00:11:43.680 --> 00:11:46.960]  行了耶和華所吩咐不可行的什麼事
[00:11:46.960 --> 00:11:48.480]  他雖然不知道
[00:11:48.480 --> 00:11:49.920]  還是有了罪
[00:11:49.920 --> 00:11:52.160]  就要擔當他的罪業
[00:11:52.160 --> 00:11:54.400]  又要照你所估定的價
[00:11:54.400 --> 00:11:56.080]  好像剛才所說
[00:11:56.080 --> 00:11:59.040]  帶到上帝的面前
[00:11:59.040 --> 00:12:00.720]  第三種罪
[00:12:00.720 --> 00:12:02.720]  是不忠實的罪
[00:12:02.720 --> 00:12:04.640]  在你未記六章一至七節
[00:12:04.640 --> 00:12:06.960]  他說如果有人犯了這種罪
[00:12:06.960 --> 00:12:08.240]  干犯了耶和華
[00:12:08.240 --> 00:12:10.960]  在鄰舍交付他的物上
[00:12:10.960 --> 00:12:13.760]  或是在交易上行了詭詐
[00:12:13.760 --> 00:12:15.600]  或是搶奪人的財物
[00:12:15.600 --> 00:12:17.520]  或是欺壓鄰舍
[00:12:17.520 --> 00:12:19.600]  或是在檢了遺失的物上
[00:12:19.600 --> 00:12:22.160]  行了詭詐說謊起誓
[00:12:22.160 --> 00:12:24.080]  在這一切的事上
[00:12:24.080 --> 00:12:26.000]  犯了什麼罪
[00:12:26.000 --> 00:12:27.040]  有經文說
[00:12:27.040 --> 00:12:28.800]  他說他要賠償之餘
[00:12:28.800 --> 00:12:31.760]  另加五分之一
[00:12:31.760 --> 00:12:33.680]  即是說十圍不報
[00:12:33.680 --> 00:12:34.960]  可能都是一種罪
[00:12:34.960 --> 00:12:36.800]  大家上星期有沒有看新聞
[00:12:36.800 --> 00:12:39.360]  有一個很好的工人
[00:12:39.360 --> 00:12:40.800]  他撿到多少錢
[00:12:40.800 --> 00:12:43.920]  然後上報給公司
[00:12:43.920 --> 00:12:45.600]  知不知道
[00:12:45.600 --> 00:12:46.240]  不知道
[00:12:46.240 --> 00:12:48.800]  是撿到十萬加幣
[00:12:48.800 --> 00:12:51.360]  在哪裡撿到
[00:12:51.360 --> 00:12:53.920]  在一個電視機裏面
[00:12:53.920 --> 00:12:55.440]  即是你去回收
[00:12:55.440 --> 00:12:57.040]  你不是將電器
[00:12:57.040 --> 00:12:59.200]  原來放在一部舊的
[00:12:59.200 --> 00:13:00.800]  很厚的電視機
[00:13:00.800 --> 00:13:02.000]  接著那個人一看
[00:13:02.000 --> 00:13:03.680]  電視機裏面有個箱
[00:13:03.680 --> 00:13:05.440]  箱裏面一看
[00:13:05.440 --> 00:13:07.360]  十萬元
[00:13:07.360 --> 00:13:08.400]  很多人都說第一件事
[00:13:08.400 --> 00:13:09.840]  馬上做什麼
[00:13:09.840 --> 00:13:12.240]  看看有沒有閉路電視
[00:13:12.240 --> 00:13:14.560]  但這個員工看到十萬元
[00:13:14.560 --> 00:13:16.000]  交回給公司
[00:13:16.000 --> 00:13:18.880]  幸好他們全部人都很忠實
[00:13:18.880 --> 00:13:20.800]  所以不需要獻這個錢
[00:13:20.800 --> 00:13:22.400]  他跟公司說
[00:13:22.400 --> 00:13:23.200]  然後再說
[00:13:23.200 --> 00:13:26.240]  請問哪一個留了錢在這裏
[00:13:26.240 --> 00:13:27.760]  原來那個人覺得
[00:13:27.760 --> 00:13:30.080]  很想擺一個很安全的地方
[00:13:30.080 --> 00:13:33.280]  他就將十萬元放在電視機裏面
[00:13:33.280 --> 00:13:36.080]  誰知那個人忘記放在電視機裏面
[00:13:36.080 --> 00:13:38.720]  還將電視機送給朋友
[00:13:38.720 --> 00:13:41.360]  最後那個朋友因為沒用了
[00:13:41.360 --> 00:13:42.880]  就回收
[00:13:42.880 --> 00:13:45.440]  這個是一個好的例子
[00:13:45.440 --> 00:13:46.720]  我們基督徒
[00:13:46.720 --> 00:13:48.640]  你有沒有做呢
[00:13:48.640 --> 00:13:51.840]  當有人找多了錢給你
[00:13:51.840 --> 00:13:53.760]  你會給人嗎
[00:13:53.760 --> 00:13:56.320]  還是你會收了就算了
[00:13:56.320 --> 00:13:57.120]  我很小的時候
[00:13:57.120 --> 00:13:58.240]  有一次被人稱讚
[00:13:58.240 --> 00:13:59.840]  那時中三我記得
[00:13:59.840 --> 00:14:01.440]  就是我們去茶餐廳吃東西
[00:14:01.440 --> 00:14:03.040]  吃完東西他找多了錢給我
[00:14:03.040 --> 00:14:04.640]  我說多了
[00:14:04.640 --> 00:14:06.640]  他說年輕人好東西
[00:14:06.640 --> 00:14:08.240]  你還要讀這間學校
[00:14:08.240 --> 00:14:09.520]  更好東西
[00:14:09.520 --> 00:14:11.040]  因為那時是全深水埗
[00:14:11.040 --> 00:14:12.640]  最壞的一間學校
[00:14:12.640 --> 00:14:14.880]  每天都有警車在門口
[00:14:14.880 --> 00:14:17.440]  連訓導主任都被人打
[00:14:17.440 --> 00:14:20.640]  所以我幫學校爭取了一點光
[00:14:20.640 --> 00:14:21.920]  但是如果那時
[00:14:21.920 --> 00:14:24.720]  真的輪舍托你做的事做得不好
[00:14:24.720 --> 00:14:27.440]  原來是一種罪
[00:14:27.440 --> 00:14:29.600]  當我們看完這幾種罪之後
[00:14:29.600 --> 00:14:30.960]  可能你就會覺得
[00:14:30.960 --> 00:14:33.040]  女傳道是不是呢
[00:14:33.040 --> 00:14:35.360]  和現實真的不是很大意義
[00:14:35.360 --> 00:14:37.680]  我現在連世面都不知道是什麼
[00:14:37.680 --> 00:14:39.920]  我還怎樣可以應用到
[00:14:39.920 --> 00:14:42.400]  今天這個憲制呢
[00:14:42.400 --> 00:14:44.960]  有一位學者叫George Light
[00:14:44.960 --> 00:14:46.400]  大家很熟悉這個Light
[00:14:46.400 --> 00:14:47.520]  你一定記得
[00:14:47.520 --> 00:14:49.680]  因為我們Light橋都是這個Light
[00:14:49.680 --> 00:14:51.840]  他說了一句話很有意義
[00:14:51.840 --> 00:14:56.080]  神現在屈身而就
[00:14:56.080 --> 00:15:01.600]  他將赦免人罪的方式放在人的手中
[00:15:01.600 --> 00:15:05.040]  只要你願意用這個方法
[00:15:05.040 --> 00:15:07.360]  原來以上講的五種憲制
[00:15:07.360 --> 00:15:10.240]  是神書專降貴
[00:15:10.240 --> 00:15:12.240]  給你一個機會
[00:15:12.240 --> 00:15:15.280]  讓你和祂和好
[00:15:15.280 --> 00:15:17.280]  憲制的意義
[00:15:17.280 --> 00:15:20.320]  就是和上帝相遇
[00:15:20.320 --> 00:15:22.240]  我覺得第一個意思
[00:15:22.240 --> 00:15:24.720]  就是給機會我們當憲制的時候
[00:15:24.720 --> 00:15:26.880]  和上帝有一個相遇
[00:15:26.880 --> 00:15:28.800]  可以贖罪 可以感恩
[00:15:28.800 --> 00:15:30.400]  是甘心情願
[00:15:30.400 --> 00:15:31.280]  大家想想
[00:15:31.280 --> 00:15:34.560]  一個創天造地的上帝
[00:15:34.560 --> 00:15:36.000]  好像剛才所講
[00:15:36.000 --> 00:15:38.240]  屈身而就
[00:15:38.240 --> 00:15:42.080]  給你一個機會贖罪
[00:15:42.080 --> 00:15:43.760]  在憲制那一刻
[00:15:43.760 --> 00:15:44.960]  如果你真心相信
[00:15:44.960 --> 00:15:47.520]  是上帝和人相遇的時候
[00:15:47.520 --> 00:15:50.160]  這個無論是祭司和憲制者
[00:15:50.160 --> 00:15:51.200]  都會抱著
[00:15:51.200 --> 00:15:52.720]  我很喜歡這兩個字
[00:15:52.720 --> 00:15:55.600]  就是神聖
[00:15:55.600 --> 00:15:58.080]  一個神聖的心態
[00:15:58.080 --> 00:15:59.520]  這個神聖的心態
[00:15:59.520 --> 00:16:02.480]  所以令到所有人都很審慎
[00:16:02.480 --> 00:16:03.680]  很認真
[00:16:03.680 --> 00:16:06.480]  因為憲制的時候是和神同在
[00:16:06.480 --> 00:16:08.160]  在這個地方
[00:16:08.160 --> 00:16:09.600]  在一個特定的地方
[00:16:09.600 --> 00:16:11.600]  一個特定的時間
[00:16:11.600 --> 00:16:13.600]  你要分別為聖
[00:16:13.600 --> 00:16:15.120]  你要聖潔
[00:16:15.120 --> 00:16:16.560]  所以這個年代出
[00:16:16.560 --> 00:16:17.760]  另一個意義
[00:16:17.760 --> 00:16:21.360]  就是禮儀的重要
[00:16:21.360 --> 00:16:23.280]  這一點我很失禮
[00:16:23.280 --> 00:16:25.920]  我要和大家和上帝都是認罪
