
[00:00:00.000 --> 00:00:03.460]  可能你看到我笑的樣子可能好一點
[00:07:35.580 --> 00:07:37.580]  你發現到
[00:07:37.580 --> 00:07:39.580]  你不要那麼長時間祈禱
[00:07:39.580 --> 00:07:41.580]  去想一下
[00:07:41.580 --> 00:07:43.580]  你剛才說的那句話
[00:07:43.580 --> 00:07:45.580]  還有很多讀法人士知道
[00:07:45.580 --> 00:07:47.580]  在哪裡 為什麼這樣
[00:07:47.580 --> 00:07:49.580]  怎樣做
[00:07:49.580 --> 00:07:51.580]  你詳細將你每一句這樣說
[00:07:51.580 --> 00:07:53.580]  表面都可以很長
[00:07:53.580 --> 00:07:55.580]  例如我只是想找一個人
[00:07:55.580 --> 00:07:57.580]  我發現到我要問上帝
[00:07:57.580 --> 00:07:59.580]  其實現在
[00:07:59.580 --> 00:08:01.580]  今天找他好不好
[00:08:01.580 --> 00:08:03.580]  好在哪裡
[00:08:03.580 --> 00:08:05.580]  我就任由自己的腦
[00:08:05.580 --> 00:08:07.580]  給自己的反應
[00:08:07.580 --> 00:08:09.580]  好不好
[00:08:09.580 --> 00:08:11.580]  我先跟太太說
[00:08:11.580 --> 00:08:13.580]  會不會影響她
[00:08:13.580 --> 00:08:15.580]  但如果不說又怎樣
[00:08:15.580 --> 00:08:17.580]  我又停下來
[00:08:17.580 --> 00:08:19.580]  我發現到一句說話
[00:08:19.580 --> 00:08:21.580]  給你心靈的回聲
[00:08:21.580 --> 00:08:23.580]  很足夠的時候
[00:08:23.580 --> 00:08:25.580]  那些一切說話
[00:08:25.580 --> 00:08:27.580]  其實真的
[00:08:27.580 --> 00:08:29.580]  給你就這樣想了就算
[00:08:29.580 --> 00:08:31.580]  差很遠
[00:08:31.580 --> 00:08:33.580]  原來我們每個人的智慧
[00:08:33.580 --> 00:08:35.580]  是可以無限
[00:08:35.580 --> 00:08:37.580]  回來的
[00:08:37.580 --> 00:08:39.580]  我們叫超越
[00:08:39.580 --> 00:08:41.580]  超越是很無限
[00:08:41.580 --> 00:08:43.580]  今天我想跟你分享很短
[00:08:43.580 --> 00:08:47.580]  第一件事發生在我的
[00:08:47.580 --> 00:08:49.580]  經歷裏面就是
[00:08:49.580 --> 00:08:51.580]  沙士 今天我們說的分亂
[00:08:51.580 --> 00:08:53.580]  其實香港
[00:08:53.580 --> 00:08:55.580]  都有幾個很決定性的時刻
[00:08:55.580 --> 00:08:57.580]  很決定性
[00:08:57.580 --> 00:08:59.580]  其實沙士那一年
[00:08:59.580 --> 00:09:03.580]  我就在中國省寶藝院
[00:09:03.580 --> 00:09:05.580]  他們叫我做輔導長
[00:09:05.580 --> 00:09:09.580]  那我工作做什麼呢
[00:09:09.580 --> 00:09:11.580]  我一定是教神學的東西
[00:09:11.580 --> 00:09:13.580]  第一就是健身生
[00:09:13.580 --> 00:09:15.580]  院長就說
[00:09:15.580 --> 00:09:17.580]  你精神科的東西
[00:09:17.580 --> 00:09:19.580]  看他正不正常
[00:09:19.580 --> 00:09:21.580]  意思就是說
[00:09:21.580 --> 00:09:23.580]  幾個主要的先生見過
[00:09:23.580 --> 00:09:25.580]  都是OK的
[00:09:25.580 --> 00:09:27.580]  最後這一關如果你都OK
[00:09:27.580 --> 00:09:29.580]  我們就收他
[00:09:29.580 --> 00:09:31.580]  拿著GHQ就跟他談
[00:09:31.580 --> 00:09:33.580]  然後
[00:09:33.580 --> 00:09:35.580]  你每個月來跟神學生
[00:09:35.580 --> 00:09:37.580]  做一些你認為的方式
[00:09:37.580 --> 00:09:39.580]  譬如成長算什麼都可以
[00:09:39.580 --> 00:09:41.580]  總之就是一個東西
[00:09:41.580 --> 00:09:43.580]  看他正不正常
[00:09:43.580 --> 00:09:45.580]  坐在那裏
[00:09:45.580 --> 00:09:47.580]  其實到現在為止他們都不知道我做這件事
[00:09:47.580 --> 00:09:49.580]  我就會問這些
[00:09:49.580 --> 00:09:51.580]  談話
[00:09:51.580 --> 00:09:53.580]  談完之後他們就很開心
[00:09:53.580 --> 00:09:55.580]  但他們不知道
[00:09:55.580 --> 00:09:57.580]  我是看他正不正常
[00:09:57.580 --> 00:09:59.580]  然後就畢業班
[00:09:59.580 --> 00:10:01.580]  畢業班很重要的
[00:10:01.580 --> 00:10:03.580]  早兩個月他們考大考
[00:10:03.580 --> 00:10:05.580]  交了文件
[00:10:05.580 --> 00:10:07.580]  你逐個見吧
[00:10:07.580 --> 00:10:09.580]  盡量看他正不正常
[00:10:09.580 --> 00:10:11.580]  特別是來了這裏是不是再正常了
[00:10:11.580 --> 00:10:13.580]  整容前整容後
[00:10:13.580 --> 00:10:15.580]  以前發現原來不正常
[00:10:15.580 --> 00:10:17.580]  最重要是畢業的時候正常
[00:10:17.580 --> 00:10:19.580]  我說好啊
[00:10:19.580 --> 00:10:21.580]  我要寫一份報告給院長
[00:10:21.580 --> 00:10:23.580]  我做了二十多年
[00:10:23.580 --> 00:10:25.580]  每個人都這樣寫
[00:10:25.580 --> 00:10:27.580]  我記得他們的名字
[00:10:27.580 --> 00:10:29.580]  為什麼要這樣做呢
[00:10:29.580 --> 00:10:31.580]  我經常問自己
[00:10:31.580 --> 00:10:33.580]  我記得那年在營地
[00:10:33.580 --> 00:10:35.580]  院長問我還有沒有興趣對家學校
[00:10:35.580 --> 00:10:37.580]  我說我
[00:10:37.580 --> 00:10:39.580]  我數樹業都未必夠資格
[00:10:39.580 --> 00:10:41.580]  我什麼都不會
[00:10:41.580 --> 00:10:43.580]  我經常聽早會
[00:10:43.580 --> 00:10:45.580]  他們反應很大
[00:10:45.580 --> 00:10:47.580]  但我不是像你們那麼會
[00:10:47.580 --> 00:10:49.580]  我明白
[00:10:49.580 --> 00:10:51.580]  我是一種先聽著
[00:10:51.580 --> 00:10:53.580]  聽了這麼多年
[00:10:53.580 --> 00:10:55.580]  特別我教書那天
[00:10:55.580 --> 00:10:57.580]  院長要我早點聽早會
[00:10:57.580 --> 00:10:59.580]  其實我院長
[00:10:59.580 --> 00:11:01.580]  是想栽培我
[00:11:01.580 --> 00:11:03.580]  栽培我不知道栽培我什麼
[00:11:03.580 --> 00:11:05.580]  總之是想我聽一份
[00:11:05.580 --> 00:11:07.580]  我聽了二十多年
[00:11:07.580 --> 00:11:09.580]  開始有種感覺
[00:11:09.580 --> 00:11:11.580]  很強對神學生
[00:11:11.580 --> 00:11:13.580]  特別後來做關顧小組
[00:11:13.580 --> 00:11:15.580]  鍾翰臣的特色就是
[00:11:15.580 --> 00:11:17.580]  每個進來的同學
[00:11:17.580 --> 00:11:19.580]  都有一個師兄師姐特別和他做朋友
[00:11:19.580 --> 00:11:21.580]  我們每個月開會
[00:11:21.580 --> 00:11:23.580]  他們說
[00:11:23.580 --> 00:11:25.580]  他們和師弟師妹
[00:11:25.580 --> 00:11:27.580]  有什麼關心他們的事情
[00:11:27.580 --> 00:11:29.580]  發現到想大家討論一下
[00:11:29.580 --> 00:11:31.580]  大家都有這個問題
[00:11:31.580 --> 00:11:33.580]  交代我
[00:11:33.580 --> 00:11:35.580]  那個時刻每個月
[00:11:35.580 --> 00:11:37.580]  我都會有反應
[00:11:37.580 --> 00:11:39.580]  這樣合作
[00:11:39.580 --> 00:11:41.580]  但到2003年
[00:11:41.580 --> 00:11:43.580]  沙士
[00:11:43.580 --> 00:11:45.580]  我第一次發現到
[00:11:45.580 --> 00:11:47.580]  原來教會
[00:11:47.580 --> 00:11:49.580]  真是
[00:11:49.580 --> 00:11:51.580]  和會友有關係
[00:11:51.580 --> 00:11:53.580]  很疏忽
[00:11:53.580 --> 00:11:55.580]  譬如回來
[00:11:55.580 --> 00:11:57.580]  走就跟他們說下個星期再見
[00:11:57.580 --> 00:11:59.580]  在降福堂
[00:11:59.580 --> 00:12:01.580]  吳忠文牧師就說
[00:12:01.580 --> 00:12:03.580]  不如你想一些
[00:12:03.580 --> 00:12:05.580]  你做的事情
[00:12:05.580 --> 00:12:07.580]  不如做一個計劃
[00:12:07.580 --> 00:12:09.580]  全民皆兵
[00:12:09.580 --> 00:12:11.580]  每個人都懂得了解別人
[00:12:11.580 --> 00:12:13.580]  叫做Befriender
[00:12:13.580 --> 00:12:15.580]  做朋友
[00:12:15.580 --> 00:12:17.580]  他們就叫我星期天下午
[00:12:17.580 --> 00:12:19.580]  當義工有機會
[00:12:19.580 --> 00:12:21.580]  我都想看看基督徒
[00:12:21.580 --> 00:12:23.580]  其實他們真是關心人的時候
[00:12:23.580 --> 00:12:25.580]  和非洲人有什麼不同
[00:12:25.580 --> 00:12:27.580]  他用不用得到
[00:12:27.580 --> 00:12:29.580]  信仰關心人
[00:12:29.580 --> 00:12:31.580]  用Common Sense
[00:12:31.580 --> 00:12:33.580]  譬如你兒子
[00:12:33.580 --> 00:12:35.580]  不要罵那麼多
[00:12:35.580 --> 00:12:37.580]  罵什麼
[00:12:37.580 --> 00:12:39.580]  沒什麼根據
[00:12:39.580 --> 00:12:41.580]  不如我們要徹底一點
[00:12:41.580 --> 00:12:43.580]  一致性一點
[00:12:43.580 --> 00:12:45.580]  大家要深入一點
[00:12:45.580 --> 00:12:47.580]  新心靈的教育
[00:12:47.580 --> 00:12:49.580]  那一年
[00:12:49.580 --> 00:12:51.580]  我突然轉變了我的態度
[00:12:51.580 --> 00:12:53.580]  原來
[00:12:53.580 --> 00:12:55.580]  上帝給我機會做
[00:12:55.580 --> 00:12:57.580]  僕人的僕人
[00:12:57.580 --> 00:12:59.580]  找到我的崗位
[00:12:59.580 --> 00:13:01.580]  不是蒙召做傳道人
[00:13:01.580 --> 00:13:03.580]  但我去幫他
[00:13:03.580 --> 00:13:05.580]  很有意思
[00:13:05.580 --> 00:13:07.580]  當年我在斷線中心也是這樣
[00:13:07.580 --> 00:13:09.580]  做完之後
[00:13:09.580 --> 00:13:11.580]  很奇妙
[00:13:11.580 --> 00:13:13.580]  牧師叫我
[00:13:13.580 --> 00:13:15.580]  你知道我們教會是七天教會
[00:13:15.580 --> 00:13:17.580]  我想七天都有人進來
[00:13:17.580 --> 00:13:19.580]  我說
[00:13:19.580 --> 00:13:21.580]  你覺得怎樣
[00:13:21.580 --> 00:13:23.580]  我給你一晚做
[00:13:23.580 --> 00:13:25.580]  他叫心靈清泉
[00:13:25.580 --> 00:13:27.580]  你自己想內容
[00:13:27.580 --> 00:13:29.580]  不要收錢
[00:13:29.580 --> 00:13:31.580]  教會這幾樣
[00:13:31.580 --> 00:13:33.580]  我說好啊
[00:13:33.580 --> 00:13:35.580]  憑信心
[00:13:35.580 --> 00:13:37.580]  其實那時候也很害怕
[00:13:37.580 --> 00:13:39.580]  沙士的時候
[00:13:39.580 --> 00:13:41.580]  想著用房間來做
[00:13:41.580 --> 00:13:43.580]  誰知道那一刻
[00:13:43.580 --> 00:13:45.580]  大開眼界
[00:13:45.580 --> 00:13:47.580]  之前牧師是臨時叫警察轉去
[00:13:47.580 --> 00:13:49.580]  聖堂
[00:13:49.580 --> 00:13:51.580]  有那麼多人進來
[00:13:51.580 --> 00:13:53.580]  他想不到
[00:13:53.580 --> 00:13:55.580]  我們當初估計是30至50人
[00:13:55.580 --> 00:13:57.580]  很多
[00:13:57.580 --> 00:13:59.580]  第一晚是百多二百人
[00:13:59.580 --> 00:14:01.580]  未夠四個月
[00:14:01.580 --> 00:14:03.580]  排隊排到大街落
[00:14:03.580 --> 00:14:05.580]  那些人
[00:14:05.580 --> 00:14:07.580]  進廣福堂
[00:14:07.580 --> 00:14:09.580]  六百人以上
[00:14:09.580 --> 00:14:11.580]  其實在說什麼呢
[00:14:11.580 --> 00:14:13.580]  在紛亂的時候
[00:14:13.580 --> 00:14:15.580]  其實我們的壓力
[00:14:15.580 --> 00:14:17.580]  因為我比較多研究spheres
[00:14:17.580 --> 00:14:19.580]  應該怎樣反應
[00:14:19.580 --> 00:14:21.580]  有幾種反應
[00:14:21.580 --> 00:14:23.580]  哪一種是對哪一種人
[00:14:23.580 --> 00:14:25.580]  的信仰
[00:14:25.580 --> 00:14:27.580]  真正的能力
[00:14:27.580 --> 00:14:29.580]  是否真的可以呢
[00:14:29.580 --> 00:14:31.580]  我想說這個問題
[00:14:31.580 --> 00:14:33.580]  誰知道來了很多知識份子
[00:14:33.580 --> 00:14:35.580]  穿得很漂亮
[00:14:35.580 --> 00:14:37.580]  我估計他們的職級很高
[00:14:37.580 --> 00:14:39.580]  最奇妙是有佛教徒
[00:14:39.580 --> 00:14:41.580]  也有修女
[00:14:41.580 --> 00:14:43.580]  坐在那裏
[00:14:43.580 --> 00:14:45.580]  百花齊放
[00:14:45.580 --> 00:14:47.580]  突然間我看到一間教會
[00:14:47.580 --> 00:14:49.580]  可以什麼人都有
[00:14:49.580 --> 00:14:51.580]  聯合國坐在那裏
[00:14:51.580 --> 00:14:53.580]  十歲
[00:14:53.580 --> 00:14:55.580]  七十幾歲
[00:14:55.580 --> 00:14:57.580]  原來壓力這個字
[00:14:57.580 --> 00:14:59.580]  是人人都對的
[00:14:59.580 --> 00:15:01.580]  小朋友跟我說我有壓力
[00:15:01.580 --> 00:15:03.580]  我看到
[00:15:03.580 --> 00:15:05.580]  很奇妙
[00:15:05.580 --> 00:15:07.580]  剛剛教會在轉
[00:15:07.580 --> 00:15:09.580]  分部
[00:15:09.580 --> 00:15:11.580]  有個話題
[00:15:11.580 --> 00:15:13.580]  是沒有部的
[00:15:13.580 --> 00:15:15.580]  每個人坐在那裏
[00:15:15.580 --> 00:15:17.580]  對的
[00:15:17.580 --> 00:15:19.580]  最有趣的是什麼呢
[00:15:19.580 --> 00:15:21.580]  我講了一個小時
[00:15:21.580 --> 00:15:23.580]  那些人跟我說
[00:15:23.580 --> 00:15:25.580]  我每個星期四都要來的
[00:15:25.580 --> 00:15:27.580]  因為如果我不來
[00:15:27.580 --> 00:15:29.580]  我睡不著
[00:15:29.580 --> 00:15:31.580]  我說你回家睡吧
[00:15:31.580 --> 00:15:33.580]  我說不是的
[00:15:33.580 --> 00:15:35.580]  我來廣福堂睡
[00:15:35.580 --> 00:15:37.580]  我嚇了一跳
[00:15:37.580 --> 00:15:39.580]  我心想很抵位
[00:15:39.580 --> 00:15:41.580]  我悶到你
[00:15:41.580 --> 00:15:43.580]  他説不是的
[00:15:43.580 --> 00:15:45.580]  我不是抵位
[00:15:45.580 --> 00:15:47.580]  你講的很好
[00:15:47.580 --> 00:15:49.580]  但你要改觀
[00:15:49.580 --> 00:15:51.580]  如果你做牧師很久
[00:15:51.580 --> 00:15:53.580]  你覺得你見到那些人睡了
[00:15:53.580 --> 00:15:55.580]  你覺得是不是我說的不好
[00:15:55.580 --> 00:15:57.580]  或者他很不屬靈
[00:15:57.580 --> 00:15:59.580]  我覺得不是的
[00:15:59.580 --> 00:16:01.580]  是你安慰到他可以睡
[00:16:01.580 --> 00:16:03.580]  我證據證明
[00:16:03.580 --> 00:16:05.580]  那些人聽了十年都來
[00:16:05.580 --> 00:16:07.580]  不同題目
[00:16:07.580 --> 00:16:09.580]  真是他説為了你來睡
[00:16:09.580 --> 00:16:11.580]  真是奇怪
[00:16:11.580 --> 00:16:13.580]  是大開眼界
[00:16:13.580 --> 00:16:15.580]  原來睡到是這麼重要
[00:16:15.580 --> 00:16:17.580]  你可能不覺得
[00:16:17.580 --> 00:16:19.580]  這個壓力城市很多人
[00:16:19.580 --> 00:16:21.580]  除了吃藥之外
[00:16:21.580 --> 00:16:23.580]  是可以睡到的
[00:16:23.580 --> 00:16:25.580]  是沒有方法的
[00:16:25.580 --> 00:16:27.580]  那種感覺很痛苦
[00:16:27.580 --> 00:16:29.580]  下午我會講我們可以做些什麼
[00:16:29.580 --> 00:16:31.580]  但那一年
[00:16:31.580 --> 00:16:33.580]  我決定
[00:16:33.580 --> 00:16:35.580]  無論怎樣
[00:16:35.580 --> 00:16:37.580]  我太太患癌症
[00:16:37.580 --> 00:16:39.580]  我唯一就是星期四晚上去廣福堂講話
[00:16:39.580 --> 00:16:41.580]  其他我不做
[00:16:41.580 --> 00:16:43.580]  但這個節目是非做不可
[00:16:43.580 --> 00:16:45.580]  非做不可
[00:16:45.580 --> 00:16:47.580]  其實你會問我
