
[00:00:00.000 --> 00:00:06.220]  今天的題目是什麼呢?
[00:01:19.980 --> 00:01:21.780]  它想留一些伏線給你說
[00:01:21.780 --> 00:01:23.940]  請看下一集啦
[00:01:23.940 --> 00:01:25.180]  有時會這樣
[00:01:25.180 --> 00:01:28.460]  那究竟是不是真的好戲在後頭呢?
[00:01:28.460 --> 00:01:30.860]  我們今天從聖經去思考
[00:01:30.860 --> 00:01:32.780]  原來上帝的救恩
[00:01:32.780 --> 00:01:35.100]  我們基督徒那部戲
[00:01:35.100 --> 00:01:38.180]  一定是好戲在後頭
[00:01:38.180 --> 00:01:41.580]  我們如何可以演好這一台戲呢?
[00:01:41.580 --> 00:01:44.540]  仕途保羅說人生的確好像一部戲
[00:01:44.540 --> 00:01:46.380]  我們看一看希伯來書
[00:01:46.380 --> 00:01:49.980]  十章32到34節
[00:01:49.980 --> 00:01:51.420]  32節是這樣說的
[00:01:51.420 --> 00:01:53.620]  他說你們要追念往日
[00:01:53.620 --> 00:01:55.420]  蒙了光照以後
[00:01:55.420 --> 00:01:58.540]  所忍受大徵戰的各樣苦難
[00:01:58.540 --> 00:02:00.220]  一面被毀謗
[00:02:00.220 --> 00:02:01.260]  遭患難
[00:02:01.260 --> 00:02:02.820]  成了氣境
[00:02:02.820 --> 00:02:04.260]  叫眾人觀看
[00:02:04.260 --> 00:02:07.500]  一面陪伴那些受這樣苦難的人
[00:02:07.500 --> 00:02:10.660]  因為你們看衰了那些被困所的人
[00:02:10.660 --> 00:02:12.980]  並且你們的家業被人搶去
[00:02:12.980 --> 00:02:14.660]  也甘心忍受
[00:02:14.660 --> 00:02:18.580]  知道自己有更美長存的家業
[00:02:18.580 --> 00:02:22.300]  保羅在這裡為我們介紹了一些苦難
[00:02:22.300 --> 00:02:25.260]  這裡不是叫我們忘記痛苦
[00:02:25.260 --> 00:02:28.620]  這裡反而叫我們追念痛苦
[00:02:28.620 --> 00:02:30.300]  我很喜歡這個字的翻譯
[00:02:30.300 --> 00:02:31.540]  追念
[00:02:31.540 --> 00:02:34.180]  追念有個意思我覺得是很積極的
[00:02:34.180 --> 00:02:37.100]  他想我們主動去追想一些東西
[00:02:37.100 --> 00:02:44.580]  他想你追索到昔日你經歷過上帝給你的苦難
[00:02:44.580 --> 00:02:49.140]  究竟這些苦難會不會成為你今天的助力
[00:02:49.140 --> 00:02:53.540]  他不希望我們淡忘了那些痛苦
[00:02:53.540 --> 00:02:55.820]  保羅想我們追念一些什麼苦呢?
[00:02:55.820 --> 00:02:58.100]  在32節下半節他說
[00:02:58.100 --> 00:03:03.060]  你們要追念那時忍受徵戰而來的痛苦
[00:03:03.060 --> 00:03:04.500]  這裡說徵戰
[00:03:04.500 --> 00:03:07.380]  可能另一個翻譯會明白多些
[00:03:07.380 --> 00:03:09.220]  就是說競賽
[00:03:09.220 --> 00:03:11.380]  因為當時未必有很多戰爭
[00:03:11.380 --> 00:03:13.260]  他們要加入去參與
[00:03:13.260 --> 00:03:15.900]  但是競賽他們很明白
[00:03:15.900 --> 00:03:18.460]  保羅很多時候都用競賽這個觀念
[00:03:18.460 --> 00:03:22.060]  去讓信徒明白聖經的真理
[00:03:22.060 --> 00:03:24.780]  在哥倫多前書9章27節他說
[00:03:24.780 --> 00:03:27.940]  「我是攻克己身 叫身服我
[00:03:27.940 --> 00:03:30.100]  恐怕我全封陰吸別人
[00:03:30.100 --> 00:03:32.860]  自己反被棄絕了」
[00:03:32.860 --> 00:03:34.700]  在另一個英文聖經的版本叫
[00:03:34.700 --> 00:03:37.100]  「I beat my body」
[00:03:37.100 --> 00:03:39.500]  這個其實是一個拳擊的用語
[00:03:39.500 --> 00:03:40.940]  當時都很流行打拳
[00:03:40.940 --> 00:03:42.460]  所以保羅說我打拳
[00:03:42.460 --> 00:03:43.820]  不會打空拳
[00:03:43.820 --> 00:03:45.980]  我一定要向准目標打
[00:03:45.980 --> 00:03:48.300]  而他說到這個競賽
[00:03:48.300 --> 00:03:51.020]  「I beat my body」是要受苦的
[00:03:51.020 --> 00:03:52.700]  他帶著信徒去想
[00:03:52.700 --> 00:03:53.940]  就是說當你每一次
[00:03:53.940 --> 00:03:56.340]  無論你參加什麼競技活動
[00:03:56.340 --> 00:03:57.620]  無論是跑步也好
[00:03:57.620 --> 00:03:58.940]  無論是拳擊也好
[00:03:58.940 --> 00:04:02.100]  你訓練的時候是辛苦的
[00:04:02.100 --> 00:04:03.300]  很悶的
[00:04:03.300 --> 00:04:04.660]  整天做同一個動作
[00:04:04.660 --> 00:04:06.340]  如果打拳那些是不斷的
[00:04:06.340 --> 00:04:09.420]  不知做多少次的動作
[00:04:09.420 --> 00:04:10.500]  當你比賽的時候
[00:04:10.500 --> 00:04:13.060]  會被人打到口腫臉腫的
[00:04:13.060 --> 00:04:15.580]  但是他仍然要站起來再打
[00:04:15.580 --> 00:04:18.460]  打完之後再回去預備下一場訓練
[00:04:18.460 --> 00:04:19.540]  又是辛苦的
[00:04:19.540 --> 00:04:21.060]  因為要不斷去做
[00:04:21.060 --> 00:04:23.660]  保羅說你記不記得你曾經這樣忍受
[00:04:23.660 --> 00:04:28.420]  然後要向著一個目標去進發
[00:04:28.420 --> 00:04:31.940]  33節話有什麼苦難呢?
[00:04:31.940 --> 00:04:34.340]  他說「你要一面被毀謗
[00:04:34.340 --> 00:04:36.500]  遭患難成了氣境
[00:04:36.500 --> 00:04:38.100]  叫眾人觀看
[00:04:38.100 --> 00:04:41.380]  一面陪伴那些受這樣苦難的人」
[00:04:41.380 --> 00:04:44.100]  這裡沒有特別交代什麼苦
[00:04:44.100 --> 00:04:45.980]  但是他說了幾個類型
[00:04:45.980 --> 00:04:47.460]  都是當時的信徒
[00:04:47.460 --> 00:04:50.620]  其實我們現在都面對著這些問題
[00:04:50.620 --> 00:04:53.300]  可能不同的地方的信徒都面對著
[00:04:53.300 --> 00:04:56.540]  第一個是被毀謗
[00:04:56.540 --> 00:04:57.780]  毀謗是什麼呢?
[00:04:57.780 --> 00:05:00.380]  就是一些言語的侮辱你
[00:05:00.380 --> 00:05:01.660]  這幅圖畫呢
[00:05:01.660 --> 00:05:04.020]  原來我們說話
[00:05:04.020 --> 00:05:06.940]  可以像一個大拳頭一樣打人
[00:05:06.940 --> 00:05:08.660]  毀謗
[00:05:08.660 --> 00:05:10.100]  不僅是當時的信徒
[00:05:10.100 --> 00:05:12.020]  其實我們今天有機會
[00:05:12.020 --> 00:05:14.020]  都會面對一些人無中生有
[00:05:14.020 --> 00:05:15.220]  一些人去說你
[00:05:15.220 --> 00:05:15.940]  你可能想著
[00:05:15.940 --> 00:05:18.420]  我只是為了上帝做侍奉而已
[00:05:18.420 --> 00:05:19.580]  為什麼要這樣說我
[00:05:19.580 --> 00:05:21.500]  或者被人誤解
[00:05:21.500 --> 00:05:22.580]  有機會的
[00:05:22.580 --> 00:05:25.180]  這是心理上的痛苦
[00:05:25.180 --> 00:05:26.420]  但是可能很痛的
[00:05:26.420 --> 00:05:27.380]  那個拳頭
[00:05:27.380 --> 00:05:29.140]  在你的口裡出來的那個拳頭
[00:05:29.140 --> 00:05:31.020]  可以很重的
[00:05:31.020 --> 00:05:32.740]  第二個患難
[00:05:32.740 --> 00:05:35.740]  可以指的是身體上
[00:05:35.740 --> 00:05:37.260]  早期的信徒
[00:05:37.260 --> 00:05:38.060]  大家不知道
[00:05:38.060 --> 00:05:42.260]  他們受最大身體的患難是什麼嗎?
[00:05:42.260 --> 00:05:43.780]  有些人知道
[00:05:43.780 --> 00:05:47.660]  就是要拋到鬥獸場那裡
[00:05:47.660 --> 00:05:51.100]  當時羅馬政府特意
[00:05:51.100 --> 00:05:52.900]  為什麼保羅話是戲境呢?
[00:05:52.900 --> 00:05:54.420]  為什麼說是一齣戲呢?
[00:05:54.420 --> 00:05:55.500]  原來當時
[00:05:55.500 --> 00:05:57.860]  當有節慶的時候
[00:05:57.860 --> 00:06:01.980]  為了要娛樂他們的羅馬人
[00:06:01.980 --> 00:06:03.500]  他會找一些基督徒
[00:06:03.500 --> 00:06:05.940]  還會找一些什麼基督徒呢?
[00:06:05.940 --> 00:06:08.140]  不會找我這些的
[00:06:08.140 --> 00:06:09.100]  會找哪些呢?
[00:06:09.100 --> 00:06:11.460]  會找大一點的
[00:06:11.460 --> 00:06:12.340]  找來幹什麼呢?
[00:06:12.340 --> 00:06:13.780]  找那些大一點的
[00:06:13.780 --> 00:06:14.900]  扔下去
[00:06:14.900 --> 00:06:16.300]  和那些獅子搏鬥
[00:06:16.300 --> 00:06:18.580]  因為大一點的會怎麼樣呢?
[00:06:18.580 --> 00:06:20.260]  打得久一點
[00:06:20.260 --> 00:06:21.580]  那人家在上面就拍手
[00:06:21.580 --> 00:06:24.700]  哇!好嘢!好嘢!好嘢!
[00:06:24.700 --> 00:06:26.420]  很殘忍的
[00:06:26.420 --> 00:06:27.620]  殘不殘忍啊?
[00:06:27.620 --> 00:06:28.620]  都殘忍的
[00:06:28.620 --> 00:06:29.860]  你說變態
[00:06:29.860 --> 00:06:32.060]  不只是以前的人都變態的
[00:06:32.060 --> 00:06:33.860]  現在的人變不變態啊?
[00:06:33.860 --> 00:06:36.140]  現在不是一樣拳擊?
[00:06:36.140 --> 00:06:36.820]  是不是啊?
[00:06:36.820 --> 00:06:39.260]  以前就戴手套的嘛
[00:06:39.260 --> 00:06:40.860]  現在戴不戴有些?
[00:06:40.860 --> 00:06:42.060]  不戴的
[00:06:42.060 --> 00:06:44.100]  你拿著要褲子裙的
[00:06:44.100 --> 00:06:45.460]  但是你在那裡看的
[00:06:45.460 --> 00:06:47.100]  哇!好看啊!好看啊!好看啊!
[00:06:47.100 --> 00:06:48.860]  其實我們都挺變態的
[00:06:48.860 --> 00:06:50.700]  但是以前就是要被人
[00:06:50.700 --> 00:06:52.700]  真是被眾人觀看
[00:06:52.700 --> 00:06:54.220]  所以當時保羅一講
[00:06:54.220 --> 00:06:55.060]  他們就明白了
[00:06:55.060 --> 00:06:56.780]  怎麼成為一個戲景
[00:06:56.780 --> 00:06:58.180]  被眾人觀看
[00:06:58.180 --> 00:07:00.100]  第三種苦難
[00:07:00.100 --> 00:07:01.900]  是被人搶去
[00:07:01.900 --> 00:07:03.780]  可以說是身外物
[00:07:03.780 --> 00:07:05.780]  心理上受完痛苦
[00:07:05.780 --> 00:07:07.260]  身體受痛苦
[00:07:07.260 --> 00:07:09.940]  連你身邊所擁有的家業
[00:07:09.940 --> 00:07:11.660]  都被搶去
[00:07:11.660 --> 00:07:12.660]  因為有學者研究
[00:07:12.660 --> 00:07:13.860]  他說當時
[00:07:13.860 --> 00:07:15.700]  原來真的當你認為是基督徒的時候
[00:07:15.700 --> 00:07:20.580]  有機會被人沒收了你的財產
[00:07:20.580 --> 00:07:23.140]  以前做基督徒好像難很多
[00:07:23.140 --> 00:07:25.580]  如果有人跟你說
[00:07:25.580 --> 00:07:28.020]  你是不是信耶穌的?
[00:07:28.020 --> 00:07:29.660]  你會說:哎!
[00:07:29.660 --> 00:07:31.260]  如果你信耶穌
[00:07:31.260 --> 00:07:34.060]  你的房子就沒了
[00:07:34.060 --> 00:07:35.420]  你怎麼辦?
[00:07:35.420 --> 00:07:36.580]  我不知道
[00:07:36.580 --> 00:07:37.260]  我不知道怎麼辦
[00:07:37.260 --> 00:07:39.940]  但是以前就是面對著這些苦難
[00:07:39.940 --> 00:07:41.260]  但是他們願意這麼做
[00:07:41.260 --> 00:07:44.020]  可以說是心理、身體、身外物
[00:07:44.020 --> 00:07:45.180]  就是整個人
[00:07:45.180 --> 00:07:47.780]  原來都面對著這樣的苦難
[00:07:47.780 --> 00:07:50.060]  但是為什麼當時的人
[00:07:50.060 --> 00:07:51.100]  肯這麼做?
[00:07:51.100 --> 00:07:52.980]  在三十六節的中間
[00:07:52.980 --> 00:07:58.100]  他說:洗禮地行完神的旨意
[00:07:58.100 --> 00:08:00.740]  原來有一個目的
[00:08:00.740 --> 00:08:04.020]  就是遵從神的旨意
[00:08:04.020 --> 00:08:06.780]  上帝給我們每一個人的心意不同
[00:08:06.780 --> 00:08:09.820]  給我們每一個人經歷的苦難都不同
[00:08:09.820 --> 00:08:11.460]  但無論遇到什麼情況
[00:08:11.460 --> 00:08:13.500]  我們要忍受什麼苦難都好
[00:08:13.500 --> 00:08:16.260]  在經文35到39節
[00:08:16.260 --> 00:08:19.180]  給我們有很美麗的盼望
[00:08:19.180 --> 00:08:20.300]  35節他說:
[00:08:20.300 --> 00:08:23.540]  所以你們不要丟棄勇敢的心
[00:08:23.540 --> 00:08:27.820]  你存這樣的心必得大賞賜
[00:08:27.820 --> 00:08:29.100]  你們必須忍耐
[00:08:29.100 --> 00:08:31.180]  洗禮地行完神的旨意
[00:08:31.180 --> 00:08:33.260]  就可以得著所應許
[00:08:33.260 --> 00:08:36.540]  因為還有一點點的時候
[00:08:36.540 --> 00:08:38.700]  乃要來的就來
[00:08:38.700 --> 00:08:40.740]  並不遲延
[00:08:40.740 --> 00:08:44.260]  只是二人必因信得生
[00:08:44.260 --> 00:08:45.260]  他若退後
[00:08:45.260 --> 00:08:47.100]  我心裡就不喜歡他
[00:08:47.100 --> 00:08:51.500]  我們卻不是退後入沈淪的那等人
[00:08:51.500 --> 00:08:56.540]  乃是有信心以至靈魂得救的人
[00:08:56.540 --> 00:08:58.100]  在這裡保羅鼓勵我們
[00:08:58.100 --> 00:08:59.580]  你忍耐一會吧
[00:08:59.580 --> 00:09:01.420]  忍耐的時候很辛苦
[00:09:01.420 --> 00:09:03.020]  痛的時候很辛苦
[00:09:03.020 --> 00:09:05.220]  但保羅說:你忍耐一會吧
[00:09:05.220 --> 00:09:05.980]  你忍耐一會
[00:09:05.980 --> 00:09:08.540]  有應許賞賜等著你們
[00:09:08.540 --> 00:09:11.340]  你們會因為信而得到生命
[00:09:11.340 --> 00:09:12.820]  保羅讓我們知道
[00:09:12.820 --> 00:09:14.460]  信靠上帝
[00:09:14.460 --> 00:09:18.020]  由上帝去導演的這一齣戲
[00:09:18.020 --> 00:09:21.700]  必定是好戲在後頭
[00:09:21.700 --> 00:09:23.780]  縱使有苦
[00:09:23.780 --> 00:09:25.900]  一定會是最後這幾個字
[00:09:25.900 --> 00:09:28.580]  苦盡甘來
[00:09:28.580 --> 00:09:31.340]  聖經提醒我們千萬不要退後
[00:09:31.340 --> 00:09:32.860]  因為一退後
[00:09:32.860 --> 00:09:34.420]  你成為了沈淪的人
[00:09:34.420 --> 00:09:35.700]  你一旦堅持不了
[00:09:35.700 --> 00:09:37.020]  你成為了沈淪的人
[00:09:37.020 --> 00:09:39.420]  其實很不值得
[00:09:39.420 --> 00:09:40.460]  為什麼?
[00:09:40.460 --> 00:09:41.820]  如果你一退後
[00:09:41.820 --> 00:09:43.660]  誰知道時間就到了
[00:09:43.660 --> 00:09:47.980]  你說:哎呀!總之等多一會
[00:09:47.980 --> 00:09:50.500]  總之等多一會
[00:09:50.500 --> 00:09:51.700]  有時就是了
[00:09:51.700 --> 00:09:53.340]  我們一點耐性都沒有
[00:09:53.340 --> 00:09:54.860]  你看到一些問題
[00:09:54.860 --> 00:09:57.380]  哎呀!這麼久都解決不了
[00:09:57.380 --> 00:09:59.900]  看到兒女不耐煩
[00:09:59.900 --> 00:10:01.380]  你可改了
[00:10:01.380 --> 00:10:03.060]  你可改了
[00:10:03.060 --> 00:10:06.220]  你三分鐘就沒有耐性了
[00:10:06.220 --> 00:10:07.860]  但有時保羅就提醒我們
[00:10:07.860 --> 00:10:10.580]  你的耐性可不可以延長一點
[00:10:10.580 --> 00:10:11.540]  當你擺永恆
[00:10:11.540 --> 00:10:12.340]  我們上一次說
[00:10:12.340 --> 00:10:14.140]  我們戴著永恆的角度
[00:10:14.140 --> 00:10:15.220]  那副眼鏡的時候
[00:10:15.220 --> 00:10:16.940]  你可不可以忍多一會
[00:10:16.940 --> 00:10:19.060]  否則你會有很大的損失
[00:10:19.060 --> 00:10:20.620]  我們要繼續堅持
[00:10:20.620 --> 00:10:22.660]  演好基督徒
[00:10:22.660 --> 00:10:26.140]  演好人生這部戲
[00:10:26.140 --> 00:10:27.620]  保羅有兩次提到
[00:10:27.620 --> 00:10:30.780]  有關於戲的一些概念
[00:10:30.780 --> 00:10:32.820]  我們剛才試下那段經文有
[00:10:32.820 --> 00:10:36.100]  《希伯來書》10章33節提到戲境
[00:10:36.100 --> 00:10:38.820]  而在《哥林多前書》4章9節
[00:10:38.820 --> 00:10:40.260]  他有一句這樣的說話
[00:10:40.260 --> 00:10:41.820]  他說:我想神把我們
[00:10:41.820 --> 00:10:44.500]  使徒冥冥列在幕後
[00:10:44.500 --> 00:10:48.020]  好像定死罪的囚犯
[00:10:48.020 --> 00:10:51.420]  因為我們成了一部戲
[00:10:51.420 --> 00:10:55.140]  給世人和天使觀看
[00:10:55.140 --> 00:10:58.180]  兩句有關於戲的字的原文有些不同
[00:10:58.180 --> 00:10:59.380]  不過字根是一樣的
[00:10:59.380 --> 00:11:01.900]  你可以留意下前幾個字母
[00:11:01.900 --> 00:11:04.020]  《哥林多前書》4章9節
[00:11:04.020 --> 00:11:05.500]  他說的那一台戲
[00:11:05.500 --> 00:11:08.540]  希臘文叫Theatron
[00:11:08.540 --> 00:11:13.620]  就是說到是在劇場裡面觀看一些東西
[00:11:13.620 --> 00:11:15.260]  一個劇場
[00:11:15.260 --> 00:11:17.140]  似英文哪個字啊?
[00:11:17.140 --> 00:11:18.860]  希臘文是Theatron
[00:11:18.860 --> 00:11:21.180]  似英文的Theater
[00:11:21.180 --> 00:11:22.460]  就是這裡來的
[00:11:22.460 --> 00:11:24.020]  而另一個字
[00:11:24.020 --> 00:11:28.340]  在《希伯來書》10章33節說成了戲境
[00:11:28.340 --> 00:11:32.580]  這個希臘文叫Theatrisal
[00:11:32.580 --> 00:11:36.980]  就是說它成為了一台戲
[00:11:36.980 --> 00:11:38.900]  當翻譯的時候
[00:11:38.900 --> 00:11:41.660]  它就成為戲境
[00:11:41.660 --> 00:11:42.740]  如果英文呢
[00:11:42.740 --> 00:11:44.260]  就是Spectacle
[00:11:44.260 --> 00:11:45.580]  Spectacle這個字
[00:11:45.580 --> 00:11:47.900]  原來是有些負面的意思
[00:11:47.900 --> 00:11:50.220]  如果英文的解釋就說
[00:11:50.220 --> 00:11:52.820]  他形容一個女孩
[00:11:52.820 --> 00:11:55.300]  她做了一些很Spectacle的事情
[00:11:55.300 --> 00:11:57.620]  他說她的行徑
[00:11:57.620 --> 00:11:59.500]  就是要Attract attention
[00:11:59.500 --> 00:12:01.340]  去吸引人的注意
[00:12:01.340 --> 00:12:05.420]  然後Make her look ridiculous
[00:12:05.420 --> 00:12:07.100]  就是覺得她很離譜
[00:12:07.100 --> 00:12:09.540]  做一些很古怪的行徑
[00:12:09.540 --> 00:12:11.260]  令她覺得離譜
[00:12:11.260 --> 00:12:13.020]  保羅的時代
[00:12:13.020 --> 00:12:15.220]  那些的戲子
[00:12:15.220 --> 00:12:19.740]  和香港現在的明星是不同的
[00:12:19.740 --> 00:12:21.300]  現在可能很多人很尊重
[00:12:21.300 --> 00:12:21.980]  很想像他那樣
[00:12:21.980 --> 00:12:22.980]  哇!賺那麼多錢
[00:12:22.980 --> 00:12:24.260]  很想做明星
[00:12:24.260 --> 00:12:25.340]  但是以前不是的
[00:12:25.340 --> 00:12:27.860]  以前的戲子在舞台上
[00:12:27.860 --> 00:12:31.180]  要做出一些很愚蠢的行為
[00:12:31.180 --> 00:12:32.620]  然後引人發笑
[00:12:32.620 --> 00:12:34.020]  被人恥笑
[00:12:34.020 --> 00:12:36.820]  然後成為觀眾去尋開心
[00:12:36.820 --> 00:12:41.020]  或者說是發洩的對象
[00:12:41.020 --> 00:12:42.580]  所以那時候做戲子
[00:12:42.580 --> 00:12:44.460]  那些人是想和他割席的
[00:12:44.460 --> 00:12:45.620]  在街上認得他
[00:12:45.620 --> 00:12:47.580]  不和他聊天的
[00:12:47.580 --> 00:12:48.780]  那時候的基督徒
[00:12:48.780 --> 00:12:51.740]  因為不同人同流合污
[00:12:51.740 --> 00:12:53.260]  所以被人取笑
[00:12:53.260 --> 00:12:54.420]  被人孤立
[00:12:54.420 --> 00:12:55.700]  被人戲弄
[00:12:55.700 --> 00:12:57.660]  被人凌辱
[00:12:57.660 --> 00:12:58.980]  信徒受害
[00:12:58.980 --> 00:13:03.020]  成為了眾人被恥笑的一幕
[00:13:03.020 --> 00:13:05.780]  這個就是一台戲的意思
[00:13:05.780 --> 00:13:06.980]  而剛才保羅說
[00:13:06.980 --> 00:13:08.340]  為什麼神是想我們
[00:13:08.340 --> 00:13:11.260]  好像仕途鳴鳴烈在幕後
[00:13:11.260 --> 00:13:12.900]  排到最後
[00:13:12.900 --> 00:13:17.540]  然後好像定死罪的囚犯呢?
[00:13:17.540 --> 00:13:18.900]  原來當時羅馬人
[00:13:18.900 --> 00:13:20.220]  當他抓了那些人之後
[00:13:20.220 --> 00:13:21.860]  將那些罪犯全部
[00:13:21.860 --> 00:13:24.900]  叫他們一起一排去示眾
[00:13:24.900 --> 00:13:27.060]  而去到最後那些
[00:13:27.060 --> 00:13:28.580]  是最嚴重的罪行
[00:13:28.580 --> 00:13:31.740]  而受的刑罰都是最重的
[00:13:31.740 --> 00:13:34.460]  那時候就是想收這個侮辱他們
[00:13:34.460 --> 00:13:36.100]  和提醒大家
[00:13:36.100 --> 00:13:39.260]  不要像他們那樣犯罪
[00:13:39.260 --> 00:13:41.420]  保羅說我們成為了一台戲
[00:13:41.420 --> 00:13:44.940]  給世人和天使觀看
[00:13:44.940 --> 00:13:46.780]  原來觀眾是哪些人呢?
[00:13:46.780 --> 00:13:49.300]  世人和天使
[00:13:49.300 --> 00:13:51.580]  世人是指什麼人呢?
[00:13:51.580 --> 00:13:53.820]  有沒有想過?
[00:13:53.820 --> 00:13:57.900]  世人是指一些不信的人
[00:13:57.900 --> 00:13:58.780]  什麼不信的人呢?
[00:13:58.780 --> 00:13:59.900]  不信耶穌
[00:13:59.900 --> 00:14:04.020]  或者有些人甚至是想基督教衰的人
[00:14:04.020 --> 00:14:05.700]  想教會衰的人
[00:14:05.700 --> 00:14:07.100]  有沒有這些人呢?
[00:14:07.100 --> 00:14:07.980]  當然有
[00:14:07.980 --> 00:14:09.180]  不知為什麼
[00:14:09.180 --> 00:14:11.060]  如果教會做些好事
[00:14:11.060 --> 00:14:13.340]  傳媒不是怎麼報道的
[00:14:13.340 --> 00:14:14.220]  但一有衰事
[00:14:14.220 --> 00:14:16.220]  哇!大事報道
[00:14:16.220 --> 00:14:16.940]  是不是?
[00:14:16.940 --> 00:14:18.140]  有時就是這樣
[00:14:18.140 --> 00:14:23.180]  我們根本就是被世人去觀看
[00:14:23.180 --> 00:14:26.740]  我們被世人觀看
[00:14:26.740 --> 00:14:28.860]  觀眾、世人
[00:14:28.860 --> 00:14:30.140]  可以是不信的人
[00:14:30.140 --> 00:14:33.340]  但可不可以是信的人呢?
[00:14:33.340 --> 00:14:34.900]  我覺得可以
[00:14:34.900 --> 00:14:36.860]  第一我們現在都是世界上的人
[00:14:36.860 --> 00:14:38.340]  雖然我們不熟悉這個世界
[00:14:38.340 --> 00:14:40.060]  但仍然是這個世界
[00:14:40.060 --> 00:14:43.420]  當我們觀看了一些信徒受苦的時候
[00:14:43.420 --> 00:14:45.780]  我們的心當然會不安心
[00:14:45.780 --> 00:14:49.260]  但同樣會成為我們的激勵
[00:14:49.260 --> 00:14:51.140]  因為我們知道
[00:14:51.140 --> 00:14:52.940]  我們知道他們有這麼大的信心
[00:14:52.940 --> 00:14:56.900]  是因為這個上帝是真實的
[00:14:56.900 --> 00:15:01.860]  所以世人都可以包括我們每一個信徒
[00:15:01.860 --> 00:15:03.060]  而天使
[00:15:03.060 --> 00:15:04.540]  原來保祿提醒我們
[00:15:04.540 --> 00:15:06.660]  天使都在觀看
[00:15:06.660 --> 00:15:09.460]  天使都知道我們的情況
[00:15:09.460 --> 00:15:10.700]  既然全世界人
[00:15:10.700 --> 00:15:12.780]  既然我們信徒、非信徒
[00:15:12.780 --> 00:15:14.060]  都是觀眾的話
[00:15:14.060 --> 00:15:15.980]  既然天使都是觀眾的話
[00:15:15.980 --> 00:15:19.540]  我們如何去演好這台戲呢?
[00:15:19.540 --> 00:15:21.540]  大家想起哪幾方面呢?
[00:15:21.540 --> 00:15:23.540]  如果說要演好這台戲
[00:15:23.540 --> 00:15:25.300]  有哪幾方面我們可以做的?
[00:15:25.300 --> 00:15:27.980]  做出好戲給人看
[00:15:27.980 --> 00:15:31.980]  首先是從見證
[00:15:31.980 --> 00:15:33.340]  見證就是說
[00:15:33.340 --> 00:15:35.780]  如何做得好一點給人看
[00:15:35.780 --> 00:15:38.980]  我講道我站得好一點
[00:15:38.980 --> 00:15:40.660]  穿得好一點
[00:15:40.660 --> 00:15:42.740]  這是表面的
[00:15:42.740 --> 00:15:43.900]  很多人看著我們
[00:15:43.900 --> 00:15:45.820]  你的鄰居看著你
[00:15:45.820 --> 00:15:47.580]  有沒有看著你?
[00:15:47.580 --> 00:15:49.020]  有
[00:15:49.020 --> 00:15:49.540]  他看著你
[00:15:49.540 --> 00:15:50.980]  有沒有東西放過你
[00:15:50.980 --> 00:15:52.300]  他看著你的花不剪
[00:15:52.300 --> 00:15:52.980]  草不剪
[00:15:52.980 --> 00:15:55.140]  他都想罵你
[00:15:55.140 --> 00:15:56.660]  我有一次被人認出
[00:15:56.660 --> 00:15:57.540]  我旁邊的鄰捨
[00:15:57.540 --> 00:15:59.540]  他說:我女婿說
[00:15:59.540 --> 00:16:01.860]  你是牧師來的
[00:16:01.860 --> 00:16:03.260]  我不知道如何解釋給他聽
[00:16:03.260 --> 00:16:03.940]  說是傳道人
[00:16:03.940 --> 00:16:05.380]  我沒有特別解釋
