
[00:00:00.000 --> 00:00:04.320]  今天我們會來到登山部分的最後一部分
[00:02:06.320 --> 00:02:08.320]  或者教會裡面的領袖
[00:02:08.320 --> 00:02:14.320]  包括執事、牧師、傳導人、事工主任等等
[00:02:14.320 --> 00:02:19.320]  向著這群我們都以為他滿有信心的人物
[00:02:19.320 --> 00:02:23.320]  原來耶穌在這裡向著他們說話
[00:02:23.320 --> 00:02:27.320]  你們要留意有些地方正正反映出
[00:02:27.320 --> 00:02:31.320]  可能你是一個假冒偽善的信徒
[00:02:31.320 --> 00:02:36.320]  而在這樣的情況如果我是其中一份子
[00:02:36.320 --> 00:02:39.320]  聽到耶穌基督這番話的時候
[00:02:39.320 --> 00:02:42.320]  我又怎樣去回應好呢?
[00:02:42.320 --> 00:02:45.320]  所以今天這一堂的信息當我們去看
[00:02:45.320 --> 00:02:48.320]  從第七章第一節到第六節的時候
[00:02:48.320 --> 00:02:53.320]  我要說的是當我們去了解這段經文的核心主題
[00:02:53.320 --> 00:02:59.320]  你就會發覺原來這個信息是非常追深的一個問題
[00:02:59.320 --> 00:03:04.320]  所以今天我就特別選了一個題目去總括這段經文
[00:03:04.320 --> 00:03:09.320]  就是說如何識破偽信的陷阱
[00:03:09.320 --> 00:03:13.320]  希望今天這段聖經能夠幫助到大家
[00:03:13.320 --> 00:03:18.320]  不單止為大家在對於真理上認識有一個更準確的了解
[00:03:18.320 --> 00:03:21.320]  或者可能你已經聽過這段聖經很多年
[00:03:21.320 --> 00:03:24.320]  會為你帶來一個很大的震撼
[00:03:24.320 --> 00:03:30.320]  我希望這個震撼能夠幫助大家去重歸於上帝的當中
[00:03:30.320 --> 00:03:33.320]  不如這樣吧 因為這段聖經又不是太長
[00:03:33.320 --> 00:03:36.320]  那我們再讀多一次好不好
[00:03:36.320 --> 00:03:39.320]  從第七章第一節到第六節
[00:03:39.320 --> 00:03:42.320]  我們慢慢的去一起讀好不好
[00:03:42.320 --> 00:03:46.320]  我們一起以中文版 英文版
[00:03:46.320 --> 00:03:52.320]  你喜歡用普通話 粵語 台山話 新會話都可以
[00:03:52.320 --> 00:03:55.320]  隨便啦 OK 那我們一起讀吧
[00:03:55.320 --> 00:04:01.320]  你們不要論斷人 免得你們被論斷
[00:04:01.320 --> 00:04:06.320]  因為你們怎樣論斷人 也必怎樣被論斷
[00:04:06.320 --> 00:04:14.320]  你們用什麼良器良給人 也必用什麼良器給你們
[00:04:14.320 --> 00:04:22.320]  為什麼看見你弟兄眼中的刺 卻不想自己眼中有良目呢
[00:04:22.320 --> 00:04:31.320]  你自己眼中有良目 怎能對你弟兄說 容我去掉你眼中的刺呢
[00:04:31.320 --> 00:04:37.320]  你這假冒為善的人 先去掉自己眼中的良目
[00:04:37.320 --> 00:04:44.320]  然後才能看得清楚 去掉你弟兄眼中的刺
[00:04:44.320 --> 00:04:51.320]  不要把聖物給狗 也不要把你們的珍珠丟在豬前
[00:04:51.320 --> 00:04:57.320]  恐怕牠踐踏了珍珠轉過來咬你們
[00:04:57.320 --> 00:05:01.320]  這段聖經你會覺得今天的分段很特別
[00:05:01.320 --> 00:05:07.320]  跟一般我們解釋的聖經有很不同的處理
[00:05:07.320 --> 00:05:13.320]  絕大部分在今天的信徒 甚至有些聖經學者
[00:05:13.320 --> 00:05:17.320]  都會將第七章 日誌到第六節的經文
[00:05:17.320 --> 00:05:22.320]  分為兩個完全不同的題目去處理
[00:05:22.320 --> 00:05:27.320]  他會將第六節完全分開出來 去重新去解釋
[00:05:27.320 --> 00:05:31.320]  但是這個處理 其實因為他還沒掌握到
[00:05:31.320 --> 00:05:36.320]  聖經裡面所說的主題和脈絡 才有這樣的處理
[00:05:36.320 --> 00:05:39.320]  我一會兒會再詳細去解釋
[00:05:39.320 --> 00:05:43.320]  不過首先簡單點來說 整段的經文
[00:05:43.320 --> 00:05:48.320]  我相信無論是基督徒也好 不是基督徒也好
[00:05:48.320 --> 00:05:51.320]  我們都很喜歡引用這段聖經的
[00:05:51.320 --> 00:05:54.320]  因為他們會用這段聖經來
[00:05:54.320 --> 00:06:02.320]  通常是阻止其他人對自己作出提醒或者批評
[00:06:02.320 --> 00:06:06.320]  所以通常這段聖經就有一種這樣的解釋
[00:06:06.320 --> 00:06:13.320]  就是說 你想批評我 你不要批評我
[00:06:13.320 --> 00:06:18.320]  因為你批評我的時候 這些批評會怎樣
[00:06:18.320 --> 00:06:23.320]  會反彈到你身上 什麼叫反彈
[00:06:23.320 --> 00:06:28.320]  你批評我的時候 這些批評會反彈到你身上
[00:06:28.320 --> 00:06:33.320]  你會受的 這種不多不少的報應的觀念在裡面
[00:06:33.320 --> 00:06:37.320]  像佛教一樣 你不要動我 動我害我
[00:06:37.320 --> 00:06:41.320]  那些害你的東西終究會報到你身上
[00:06:41.320 --> 00:06:44.320]  很多基督徒都這樣解釋這段聖經
[00:06:44.320 --> 00:06:49.320]  更加會這樣說 你如果真的繼續批評我的話
[00:06:49.320 --> 00:06:55.320]  你小心點 根據這段聖經 上帝會來報應在你身上
[00:06:55.320 --> 00:07:00.320]  到時你就渾身是癮 你就很麻煩了
[00:07:00.320 --> 00:07:07.320]  所以因此你要明白一點 你就沒資格來批評我
[00:07:07.320 --> 00:07:14.320]  因為你只能看見我一點點的問題 像刺一樣的問題
[00:07:14.320 --> 00:07:19.320]  就像一顆木頭 但你會覺得好像我的問題很大
[00:07:19.320 --> 00:07:25.320]  不過你知不知道你多大問題 你的問題大到像一顆木頭那麼厲害
[00:07:25.320 --> 00:07:29.320]  這顆木頭是樹那麼大的一顆木頭
[00:07:29.320 --> 00:07:35.320]  所以最後通常人們會用這段聖經這樣結尾
[00:07:35.320 --> 00:07:42.320]  他就說 你有口說人 沒口說自己 先搞定自己才好
[00:07:42.320 --> 00:07:47.320]  其實這句話用英文說就最直接 Shut up
[00:07:47.320 --> 00:07:56.320]  絕大部分的聖經的讀者 無論基督徒也好 非基督徒也好
[00:07:56.320 --> 00:08:02.320]  當一讀到這段聖經 我可以說在我做基督徒這麼多年
[00:08:02.320 --> 00:08:07.320]  90%以上的都是這樣解釋這段聖經
[00:08:07.320 --> 00:08:12.320]  究竟這段聖經是不是真的這樣解釋呢
[00:08:12.320 --> 00:08:19.320]  而這段聖經是不是耶穌想說的主旨就是這樣呢
[00:08:19.320 --> 00:08:24.320]  為了解答這兩條問題 第一條問題就是
[00:08:24.320 --> 00:08:28.320]  究竟你是不是同樣這樣解釋這段聖經的時候呢
[00:08:28.320 --> 00:08:35.320]  我首先和大家說 如果你是好像剛才我所說的
[00:08:35.320 --> 00:08:42.320]  一般你所留意到 甚至你連你自己都是這樣解釋這段聖經的時候
[00:08:42.320 --> 00:08:47.320]  就會造成一個局面 這個局面是什麼呢
[00:08:47.320 --> 00:08:57.320]  教會就再不是由一群認罪悔改的罪人來組成的一個群體
[00:08:57.320 --> 00:09:09.320]  教會就會變成一個窩藏和縱容罪惡錯誤的一個溫室的場地
[00:09:09.320 --> 00:09:14.320]  這些不是我去危言聳聽的
[00:09:14.320 --> 00:09:20.320]  如果你真是客觀來看一下 今天無論天主教教會也好
[00:09:20.320 --> 00:09:24.320]  甚至基督教教會裡面也好
[00:09:24.320 --> 00:09:33.320]  你不要管什麼宗派也好 聖公會也好 浸信會也好 宣道會也好 什麼會也好
[00:09:33.320 --> 00:09:43.320]  你會留意到在這麼多年裡面 這些宗派所流出來的醜聞
[00:09:43.320 --> 00:09:47.320]  多而又多 蓋而又蓋的
[00:09:47.320 --> 00:09:51.320]  我最討厭的一個狀態是什麼呢
[00:09:51.320 --> 00:09:58.320]  就是當基督徒犯罪的時候 往往就很喜歡走回教會
[00:09:58.320 --> 00:10:05.320]  然後就找一些教會的領袖 特別那些所謂德高望重的領袖牧師
[00:10:05.320 --> 00:10:11.320]  就走出來在法庭上寫求情信 說他怎麼好啊 怎麼好啊
[00:10:11.320 --> 00:10:16.320]  我覺得你越說他怎麼好 就越反映出教會的醜陋
[00:10:16.320 --> 00:10:21.320]  他犯的罪明明已經被這個世界的人看到了
[00:10:21.320 --> 00:10:24.320]  教會還要去給他蓋?
[00:10:24.320 --> 00:10:33.320]  這是一種很醜陋的現象 造成了教會在今天有很多情況都是窩藏犯罪的一個溫床
[00:10:33.320 --> 00:10:40.320]  因為怎樣呢 不要批評別人 不要論斷別人 不要告訴別人錯了
[00:10:40.320 --> 00:10:45.320]  他有他搞 你有你搞 各人向各人的主負責就OK了
[00:10:45.320 --> 00:10:51.320]  是不是這個意思呢 如果是這個意思 教會難怪今天這麼腐敗
[00:10:51.320 --> 00:10:56.320]  天主教會更加典型例子 現在教宗還要走過來
[00:10:56.320 --> 00:11:01.320]  不知道什麼時候 好像六月還是七月 要來加拿大跑一圈
[00:11:01.320 --> 00:11:06.320]  跑三個大城市 不知道是不是大城市還是小城市
[00:11:06.320 --> 00:11:14.320]  要來修和之旅 是好的 修和是好事 承認罪是好事
[00:11:14.320 --> 00:11:17.320]  但是你的下一步是怎樣呢
[00:11:17.320 --> 00:11:25.320]  這個反而是我們錯解了聖經的時候所造成的歷史發展 我們不能否定
[00:11:25.320 --> 00:11:31.320]  第二 當我們再去仔細去看這段經文的內容的時候
[00:11:31.320 --> 00:11:36.320]  其實我們簡單讀過 這段經文是寫給什麼人看的呢
[00:11:36.320 --> 00:11:44.320]  這段聖經其實是寫給當時坐在耶穌基督面前的一幫門徒
[00:11:44.320 --> 00:11:50.320]  門徒 就是說他們對主的話有渴望追求的人
[00:11:50.320 --> 00:11:54.320]  而這幫人是不是完全是人來的
[00:11:54.320 --> 00:12:00.320]  其實耶穌說這番話 正正就是表現出一個很重要的關心
[00:12:00.320 --> 00:12:06.320]  就是說在我們當中其實有很多人是需要其他人去糾正的
[00:12:06.320 --> 00:12:11.320]  但是在這個過程裡面 聽完耶穌說這番話的時候
[00:12:11.320 --> 00:12:20.320]  是應該那些要被糾正的人去想想自己怎樣去領受 重新去學會去接受糾正
[00:12:20.320 --> 00:12:29.320]  而不是用來去否定有些人是帶著善意的來去向你作出糾正
[00:12:29.320 --> 00:12:33.320]  我不介意告訴大家 現在我的工作其中一件事
[00:12:33.320 --> 00:12:39.320]  就是去幫助一些同事去做一些錯誤的事情
[00:12:39.320 --> 00:12:43.320]  去作出一些提醒和指出的錯誤
[00:12:43.320 --> 00:12:46.320]  但是發覺一個什麼現象呢
[00:12:46.320 --> 00:12:51.320]  你一說給他錯的時候 他第一件事的反應是 我沒有錯
[00:12:51.320 --> 00:12:57.320]  第二 他就專門去抓你什麼時候說過哪一件事叫我這樣做
[00:12:57.320 --> 00:13:00.320]  將事情混淆視聽
[00:13:00.320 --> 00:13:04.320]  這條聖經其實是正正要告訴我們
[00:13:04.320 --> 00:13:13.320]  你和我是應該接收錯誤之後帶來的那種提醒
[00:13:13.320 --> 00:13:18.320]  而不是去否定人去給你提醒
[00:13:18.320 --> 00:13:23.320]  也不是叫我們去參與這些批判的工作
[00:13:23.320 --> 00:13:28.320]  所以這條聖經其實最重要的一點是要告訴我們
[00:13:28.320 --> 00:13:36.320]  我們怎樣去在屬靈生命上不會變成一個假冒為善的人
[00:13:36.320 --> 00:13:52.320]  縱然你背著一個名銜叫做基督徒 神的子民 神聖的傳道人 牧師 侍工主任 團契團長 執事
[00:13:52.320 --> 00:13:55.320]  你背著任何這些名都好
[00:13:55.320 --> 00:14:03.320]  你究竟是不是一個仍然被稱為神的子民 神國當中的一份子
[00:14:03.320 --> 00:14:09.320]  肯願意在這個時候處理自己的罪去更新而變化呢
[00:14:09.320 --> 00:14:14.320]  這是這段聖經其中一樣東西我們要留意的
[00:14:14.320 --> 00:14:24.320]  解釋如果我們錯解了這段聖經會將教會推到一個窩藏罪惡的溫室的罪惡光景
[00:14:24.320 --> 00:14:31.320]  第二樣東西 這段聖經是不是耶穌想說的主旨呢
[00:14:31.320 --> 00:14:36.320]  其實這段聖經有一個很深層的意義
[00:14:36.320 --> 00:14:41.320]  是要我們連貫第六節一起去解釋的
[00:14:41.320 --> 00:14:46.320]  第六節和前文所說的論斷這個題目
[00:14:46.320 --> 00:14:51.320]  其實耶穌是要教導在特別信仰群體當中
[00:14:51.320 --> 00:14:55.320]  當面對有人犯罪甚至假冒偽善的時候
[00:14:55.320 --> 00:15:00.320]  我們是怎樣去處理這個情況
[00:15:00.320 --> 00:15:04.320]  所以這段聖經不是叫人否定不要去處理
[00:15:04.320 --> 00:15:08.320]  不是好像一般的信徒說不要碰了 別人錯就別人錯
[00:15:08.320 --> 00:15:11.320]  弟兄錯就別人錯 他們和上帝負責
[00:15:11.320 --> 00:15:14.320]  我不需要負責 有些更好聽的
[00:15:14.320 --> 00:15:17.320]  上帝沒有給我啟示我去告訴他們
[00:15:17.320 --> 00:15:20.320]  這句話很漂亮
[00:15:20.320 --> 00:15:26.320]  但其實教會是什麼呢
[00:15:26.320 --> 00:15:34.320]  教會是回來約一班人坐一輪一個多小時去吃午飯
[00:15:34.320 --> 00:15:40.320]  不是 教會在原文裡也說
[00:15:40.320 --> 00:15:46.320]  Ekklesia是呼召出來一同去為一個目標
[00:15:46.320 --> 00:15:51.320]  這個目標是誰呢 是呼召你出來的目標一起努力
[00:15:51.320 --> 00:15:55.320]  所以原來Ekklesia這個字眼可以形容為市集
[00:15:55.320 --> 00:16:01.320]  每一年被呼召 每個星期被呼召出來一起去
[00:16:01.320 --> 00:16:05.320]  我們加拿大叫做Farmers Market
[00:16:05.320 --> 00:16:09.320]  是這樣的意思 有個目標一起來就去做生意
[00:16:09.320 --> 00:16:12.320]  信徒是怎樣 一起朝聚回來
[00:16:12.320 --> 00:16:16.320]  不是打牙架 更加不是打麻將
[00:16:16.320 --> 00:16:20.320]  而是回來重新預備
[00:16:20.320 --> 00:16:25.320]  再次拿起上帝的話 彼此鼓勵之下
[00:16:25.320 --> 00:16:27.320]  再面對這個星期的事況
[00:16:27.320 --> 00:16:31.320]  接下來這個星期的生命生活
[00:16:31.320 --> 00:16:35.320]  這個其實是耶穌在這段聖經想說的主題
[00:16:35.320 --> 00:16:38.320]  如果我們教會不能做到這一點的時候
[00:16:38.320 --> 00:16:43.320]  或者教會裡有些人根本是假冒偽善的時候
[00:16:43.320 --> 00:16:45.320]  我們又怎樣處理呢
[00:16:45.320 --> 00:16:50.320]  這就是正正這段聖經從第一至第六節要處理的題目
[00:16:50.320 --> 00:16:56.320]  我花了很多時間在這個背景上去理的陳述
[00:16:56.320 --> 00:17:01.320]  我希望首先大家要明白這段聖經的主旨背景來龍去脈
[00:17:01.320 --> 00:17:06.320]  如果不是隨便騰空來解釋就很容易
[00:17:06.320 --> 00:17:09.320]  不用15分鐘可以散會
[00:17:09.320 --> 00:17:12.320]  究竟這段聖經是什麼意思
[00:17:12.320 --> 00:17:19.320]  我就希望透過兩個層次來和大家一起去思想
[00:17:19.320 --> 00:17:24.320]  這個層次也都在大家的程序表上寫了
[00:17:24.320 --> 00:17:28.320]  第一個的部分就是從第七章一至第五節裡
[00:17:28.320 --> 00:17:35.320]  說到其實我們全部人都是很不濟的
[00:17:35.320 --> 00:17:40.320]  其實我們所有縱使今天稱為神的子民也好
[00:17:40.320 --> 00:17:46.320]  其實我們那個窩心的程度其實都是沒什麼分別的
[00:17:46.320 --> 00:17:50.320]  我們一起去看看這段聖經說什麼
[00:17:50.320 --> 00:17:54.320]  第七章的第一至第五節
[00:17:54.320 --> 00:17:58.320]  這段聖經我們如果仔細去讀的時候
[00:17:58.320 --> 00:18:03.320]  我們就會發現到有一個字眼經常出現的
[00:18:03.320 --> 00:18:10.320]  單單在頭兩節裡這個字就出現了總共五次之多
[00:18:10.320 --> 00:18:13.320]  這個字眼就叫做論斷
[00:18:13.320 --> 00:18:15.320]  我再讀一次給大家聽聽
[00:18:15.320 --> 00:18:18.320]  第一和第二節大家去數一下
[00:18:18.320 --> 00:18:20.320]  第一節
[00:18:20.320 --> 00:18:26.320]  你們不要論斷免得你們被論斷
[00:18:26.320 --> 00:18:32.320]  因為你們怎樣論斷人也必怎樣被論斷
[00:18:32.320 --> 00:18:35.320]  你們用什麼良器良給人
[00:18:35.320 --> 00:18:41.320]  你們用什麼良器良給你們
[00:18:41.320 --> 00:18:47.320]  在這段聖經裡其實總共用了五次這個論斷字眼
[00:18:47.320 --> 00:18:51.320]  究竟論斷這個字眼是什麼意思呢
[00:18:51.320 --> 00:18:57.320]  論斷這個字眼和審判這個字眼是同一個字
[00:18:57.320 --> 00:19:00.320]  它有兩重的解釋
[00:19:00.320 --> 00:19:04.320]  第一重的解釋如果從客觀的角度來算
[00:19:04.320 --> 00:19:11.320]  就是說一個人按照一些事實然後去作出一個評審
[00:19:11.320 --> 00:19:15.320]  或者可以是一個主觀的判斷
[00:19:15.320 --> 00:19:20.320]  是按照一個個人或者一個國家的制度
[00:19:20.320 --> 00:19:23.320]  或者預設的標準
[00:19:23.320 --> 00:19:28.320]  可能是公認的公平的或者甚至不公平也好
[00:19:28.320 --> 00:19:30.320]  因為是個人的決定
[00:19:30.320 --> 00:19:37.320]  按照一個標準自己的量度去作出一個總結
[00:19:37.320 --> 00:19:41.320]  另一重的意思這個字眼論斷
[00:19:41.320 --> 00:19:47.320]  所以把它翻譯為有一種作出偏好的選擇
[00:19:47.320 --> 00:19:51.320]  是不客觀的也沒有一個標準的
[00:19:51.320 --> 00:19:54.320]  每一個人按照你喜歡怎麼做
[00:19:54.320 --> 00:19:59.320]  怎樣的心思而去作出量度判斷
[00:19:59.320 --> 00:20:05.320]  單單在第一和第二節裡總共出現了五次字多
[00:20:05.320 --> 00:20:09.320]  這個字眼在這段經文用完之後
[00:20:09.320 --> 00:20:15.320]  在《馬太福音》要等到第十九章第28節
[00:20:15.320 --> 00:20:21.320]  當耶穌談論到財主進天國是難的時候
[00:20:21.320 --> 00:20:25.320]  門徒就和耶穌一起去希望明白
[00:20:25.320 --> 00:20:28.320]  耶穌為什麼說難呢?耶穌就解釋了
[00:20:28.320 --> 00:20:30.320]  當在復興的時候
[00:20:30.320 --> 00:20:34.320]  人子坐在他榮耀的寶藏的時候
[00:20:34.320 --> 00:20:42.320]  門徒會和耶穌一起去審判以色列12個支派
[00:20:42.320 --> 00:20:47.320]  為什麼我要特別引用這個在《馬太福音》除了這段之外
[00:20:47.320 --> 00:20:53.320]  另外最後一次就去到第十九章第28節的使用呢?
[00:20:53.320 --> 00:20:58.320]  其實有一個首先我們要掌握的意思
[00:20:58.320 --> 00:21:03.320]  論斷或者應該翻譯為審判
[00:21:03.320 --> 00:21:10.320]  其實在本質上不是一件壞事
[00:21:10.320 --> 00:21:14.320]  很多信徒因為隨便讀
[00:21:14.320 --> 00:21:17.320]  很多目者隨便說
[00:21:17.320 --> 00:21:21.320]  說不要論斷當然是論斷不好
[00:21:21.320 --> 00:21:24.320]  通常用一個簡單的例子
[00:21:24.320 --> 00:21:27.320]  你在家裡煮熱水的時候
[00:21:27.320 --> 00:21:30.320]  你的小朋友想走來
[00:21:30.320 --> 00:21:32.320]  爸爸或者媽媽
[00:21:32.320 --> 00:21:35.320]  什麼來的?你煮什麼?準備去摸的時候
[00:21:35.320 --> 00:21:37.320]  你說不要摸
[00:21:37.320 --> 00:21:40.320]  摸是不是就是壞事?
[00:21:40.320 --> 00:21:42.320]  是!在那一刻是壞事
[00:21:42.320 --> 00:21:46.320]  但是摸本身不一定是壞事
[00:21:46.320 --> 00:21:51.320]  而《馬太福音》在整個運用裡面
[00:21:51.320 --> 00:21:53.320]  無論登山補訓
[00:21:53.320 --> 00:21:56.320]  甚至去到後來第十九章第28節的時候
[00:21:56.320 --> 00:21:58.320]  其實都要告訴他們知道
[00:21:58.320 --> 00:22:01.320]  審判本質上不是一件壞事
[00:22:01.320 --> 00:22:07.320]  審判是有它本身的好處和需要性
[00:22:07.320 --> 00:22:13.320]  不過問題就是審判或者論斷
[00:22:13.320 --> 00:22:18.320]  究竟是由哪一個和哪一種標準而去做的?
[00:22:18.320 --> 00:22:20.320]  所以為什麼我剛才特別說到
[00:22:20.320 --> 00:22:22.320]  論斷或者審判這個字眼
[00:22:22.320 --> 00:22:26.320]  有客觀性的、有主觀性的
[00:22:26.320 --> 00:22:28.320]  甚至可能是個人偏好的
[00:22:28.320 --> 00:22:30.320]  你喜歡怎麼搞就怎麼搞
[00:22:30.320 --> 00:22:32.320]  可能五時花、六時變
[00:22:32.320 --> 00:22:34.320]  今天你覺得好、明天覺得不好
[00:22:34.320 --> 00:22:36.320]  都是一種論斷
[00:22:36.320 --> 00:22:37.320]  所以鄧英姐妹
[00:22:37.320 --> 00:22:41.320]  論斷這個本身不是一件壞事
[00:22:41.320 --> 00:22:44.320]  但是更重要的一點是什麼呢?
[00:22:44.320 --> 00:22:46.320]  當我們重新去看這段聖經的時候
[00:22:46.320 --> 00:22:50.320]  耶穌不是單純只是說論斷這麼簡單
[00:22:50.320 --> 00:22:58.320]  耶穌由論斷引發至談論到用什麼「量器」
[00:22:58.320 --> 00:23:02.320]  所以論斷是一個行動
[00:23:02.320 --> 00:23:05.320]  量器是一個標準
[00:23:05.320 --> 00:23:07.320]  你有這個行動
[00:23:07.320 --> 00:23:09.320]  你有一個相對的標準
[00:23:09.320 --> 00:23:11.320]  而這個標準是誰來定的?
[00:23:11.320 --> 00:23:13.320]  從哪裡而來的?
[00:23:13.320 --> 00:23:15.320]  從你而來?
[00:23:15.320 --> 00:23:16.320]  從我而來?
[00:23:16.320 --> 00:23:18.320]  從社會而來?
[00:23:18.320 --> 00:23:24.320]  還是從一個創始成中的上帝而來呢?
[00:23:24.320 --> 00:23:26.320]  在這段聖經裡面
[00:23:26.320 --> 00:23:31.320]  耶穌其實就是要強調告訴信徒
[00:23:31.320 --> 00:23:33.320]  最重要的一點
[00:23:33.320 --> 00:23:38.320]  我們不是拒絕審判或者論斷這個行動
[00:23:38.320 --> 00:23:44.320]  而是告訴我們那個量器的標準在哪裡
[00:23:44.320 --> 00:23:46.320]  作為神的子民
[00:23:46.320 --> 00:23:51.320]  在登山補訓中一直持續耶穌所說的主題
[00:23:51.320 --> 00:23:54.320]  特別是針對你們
[00:23:54.320 --> 00:23:56.320]  哪些是你們?
[00:23:56.320 --> 00:23:59.320]  當時坐在耶穌基督面前的這些稱為門徒的人
[00:23:59.320 --> 00:24:00.320]  很多的
[00:24:00.320 --> 00:24:01.320]  不是12個
[00:24:01.320 --> 00:24:03.320]  很多個的
[00:24:03.320 --> 00:24:05.320]  很快就跟著耶穌的
[00:24:05.320 --> 00:24:07.320]  這些人都叫自己做門徒的
[00:24:07.320 --> 00:24:11.320]  你們是怎麼樣的?
[00:24:11.320 --> 00:24:13.320]  你們如果稱為神的子民
[00:24:13.320 --> 00:24:19.320]  你們的尺是誰來定的呢?
[00:24:19.320 --> 00:24:27.320]  如果這把尺是由你們任何一個人去定的
[00:24:27.320 --> 00:24:29.320]  那就出問題了
[00:24:29.320 --> 00:24:32.320]  所以耶穌在這裡就開章明義說
[00:24:32.320 --> 00:24:36.320]  如果你們按照你們自己的標準
[00:24:36.320 --> 00:24:37.320]  來作出什麼?
[00:24:37.320 --> 00:24:39.320]  論斷的時候
[00:24:39.320 --> 00:24:42.320]  就會產生一個什麼現象呢?
[00:24:42.320 --> 00:24:47.320]  彼此就會進入一個論斷的活動
[00:24:47.320 --> 00:24:49.320]  你又量度一下我
[00:24:49.320 --> 00:24:50.320]  我又量度一下你
[00:24:50.320 --> 00:24:51.320]  你的尺又不同
[00:24:51.320 --> 00:24:52.320]  我的尺又不同
[00:24:52.320 --> 00:24:53.320]  我又量一下你
[00:24:53.320 --> 00:24:54.320]  我又量一下你
[00:24:54.320 --> 00:24:55.320]  我又批評一下你
[00:24:55.320 --> 00:24:57.320]  你又批評一下我
[00:24:57.320 --> 00:25:00.320]  結果搞成什麼樣子呢?
[00:25:00.320 --> 00:25:03.320]  這就是耶穌在這段聖經所說的話
[00:25:03.320 --> 00:25:06.320]  神的家
[00:25:06.320 --> 00:25:08.320]  教會
[00:25:08.320 --> 00:25:13.320]  是否這樣的環境呢?
[00:25:13.320 --> 00:25:15.320]  彼此按照自己的標準來
[00:25:15.320 --> 00:25:19.320]  彼此去互相批評對方
[00:25:19.320 --> 00:25:21.320]  不是
[00:25:21.320 --> 00:25:25.320]  神的家裡面每一個是神的子民
[00:25:25.320 --> 00:25:29.320]  神的子民的標準
[00:25:29.320 --> 00:25:37.320]  是來自於上帝對神子民的標準和要求
[00:25:37.320 --> 00:25:39.320]  而標準和要求
[00:25:39.320 --> 00:25:42.320]  是記載在聖經當中
[00:25:42.320 --> 00:25:44.320]  所以在這段聖經裡面
[00:25:44.320 --> 00:25:47.320]  耶穌其實想進一步去說什麼
[00:25:47.320 --> 00:25:49.320]  給這群門徒知道呢?
[00:25:49.320 --> 00:25:51.320]  其實就是告訴他們
[00:25:51.320 --> 00:25:53.320]  其實你們每一個
[00:25:53.320 --> 00:25:56.320]  如果在上帝標準裡面
[00:25:56.320 --> 00:25:59.320]  都是搞不定的
[00:25:59.320 --> 00:26:02.320]  是很胡說的
[00:26:02.320 --> 00:26:07.320]  都是一樣糟糕的狀態
[00:26:07.320 --> 00:26:09.320]  所以這裡我講台詞
[00:26:09.320 --> 00:26:12.320]  全部人本來都是很不濟的
[00:26:12.320 --> 00:26:13.320]  什麼叫不濟?
[00:26:13.320 --> 00:26:15.320]  太文雅了
[00:26:15.320 --> 00:26:17.320]  不濟就是很糊塗
