
[00:00:00.000 --> 00:00:06.200]  好快 八月份來到十月月
[00:02:09.280 --> 00:02:11.520]  去憐憫那個好的果子
[00:02:11.520 --> 00:02:13.920]  我們要達到的目的就是進入閘門
[00:02:13.920 --> 00:02:17.680]  而不是給世界的價值觀
[00:02:17.680 --> 00:02:20.080]  世界的人怎麼看我們
[00:02:20.080 --> 00:02:23.080]  甚至世界裏面的潮流
[00:02:23.080 --> 00:02:26.440]  在走這些東西而影響了我們
[00:02:26.440 --> 00:02:30.080]  我們朝向閘門 用世俗的方法
[00:02:30.080 --> 00:02:34.760]  但是我們知道我們的眼目是朝向這個閘門的
[00:02:34.760 --> 00:02:38.960]  然後記得第二講的時候我們講過什麼呢
[00:02:38.960 --> 00:02:42.600]  我們講過生命是被上帝transform
[00:02:42.600 --> 00:02:45.640]  經歷內在的心態 經歷外在的行動的時候
[00:02:45.640 --> 00:02:47.160]  我們會經歷一種transform
[00:02:47.160 --> 00:02:49.720]  你還記得我那時候給了大家一個model
[00:02:49.720 --> 00:02:52.000]  就是TEST
[00:02:52.000 --> 00:02:54.120]  第一個T就是theology
[00:02:54.120 --> 00:02:55.480]  theology不是神學的
[00:02:55.480 --> 00:02:57.120]  其實就是我們看聖經的時候
[00:02:57.120 --> 00:02:58.200]  不是只看到文字
[00:02:58.200 --> 00:02:59.960]  而是看到文字背後
[00:02:59.960 --> 00:03:05.680]  要讓我們看見上帝的真理在哪裡
[00:03:05.680 --> 00:03:07.720]  這個theology這個字 神學這個字
[00:03:07.720 --> 00:03:09.440]  其實每一個人都有的
[00:03:09.440 --> 00:03:11.840]  每一個人有自己一套神學
[00:03:11.840 --> 00:03:15.240]  領受上帝給你的那套
[00:03:15.240 --> 00:03:17.240]  然後你回應上帝
[00:03:17.240 --> 00:03:21.320]  theology背後其實也是看見真理
[00:03:21.320 --> 00:03:22.720]  看見不只是文字
[00:03:22.720 --> 00:03:24.520]  是看見文字背後
[00:03:24.520 --> 00:03:27.480]  或者聖經背後的真理
[00:03:27.480 --> 00:03:30.240]  那個theology
[00:03:30.240 --> 00:03:34.320]  就是經歷上帝
[00:03:34.320 --> 00:03:35.720]  體驗上帝
[00:03:35.720 --> 00:03:37.720]  在生活的環境當中
[00:03:37.720 --> 00:03:39.920]  在處境當中我們經歷上帝
[00:03:39.920 --> 00:03:42.920]  然後S就是和上帝的親密關係
[00:03:42.920 --> 00:03:44.840]  你透過禱告
[00:03:44.840 --> 00:03:46.560]  其實是一個情的交流
[00:03:46.560 --> 00:03:48.720]  禱告其實不是只是求東西
[00:03:48.720 --> 00:03:49.800]  我們看過了
[00:03:49.800 --> 00:03:51.440]  我們知道禱告不是只是求東西
[00:03:51.440 --> 00:03:54.120]  我們知道禱告其實是一種經驗
[00:03:54.120 --> 00:03:57.200]  你進入上帝和上帝同行
[00:03:57.200 --> 00:04:00.360]  經歷情的關係的一種經驗
[00:04:00.360 --> 00:04:03.280]  最後一個t就是經歷生命的轉變
[00:04:03.280 --> 00:04:04.240]  承傳
[00:04:04.240 --> 00:04:06.600]  承傳不是輝傳
[00:04:06.600 --> 00:04:07.280]  是律法
[00:04:07.280 --> 00:04:09.040]  耶穌說你還記得
[00:04:09.040 --> 00:04:12.880]  承傳是充分發揮
[00:04:12.880 --> 00:04:14.800]  把水倒回杯子裡
[00:04:14.800 --> 00:04:15.400]  你還記得
[00:04:15.400 --> 00:04:16.960]  到最後第一次
[00:04:16.960 --> 00:04:18.640]  回到第一次說
[00:04:18.640 --> 00:04:20.520]  恆在地上
[00:04:20.520 --> 00:04:22.560]  或者恆在世上的炎黃光
[00:04:22.560 --> 00:04:24.200]  我們是炎和光
[00:04:24.200 --> 00:04:27.600]  這個炎和光不是我們做什麼
[00:04:27.600 --> 00:04:31.160]  不是我們做什麼去變成炎和光
[00:04:31.160 --> 00:04:32.200]  最重要提醒我們
[00:04:32.200 --> 00:04:35.440]  我們就是世上的炎和光
[00:04:35.440 --> 00:04:36.560]  我們是那個Being
[00:04:36.560 --> 00:04:38.160]  不是那個Doing
[00:04:38.160 --> 00:04:39.960]  當時我們第一次去看的時候
[00:04:39.960 --> 00:04:41.720]  我們不是百分之一百知道
[00:04:41.720 --> 00:04:42.440]  現在知道了
[00:04:42.440 --> 00:04:44.360]  當我們內在的心態改變
[00:04:44.360 --> 00:04:45.880]  內在的行動配合
[00:04:45.880 --> 00:04:47.680]  然後我們經歷上生命當中
[00:04:47.680 --> 00:04:49.640]  把承傳轉變的時候
[00:04:49.640 --> 00:04:52.560]  我們生命就變成一個Being
[00:04:52.560 --> 00:04:54.840]  這個Being給我們看的圖畫是什麼呢
[00:04:54.840 --> 00:05:01.000]  就是成為天國子民所彰顯出來的那種特質
[00:05:01.000 --> 00:05:02.560]  我們今天就會看
[00:05:02.560 --> 00:05:07.040]  Being背後天國子民所有的特質
[00:05:07.040 --> 00:05:09.280]  我特別加上性格
[00:05:09.280 --> 00:05:10.720]  就好像Character
[00:05:10.720 --> 00:05:11.440]  為什麼呢
[00:05:11.440 --> 00:05:12.280]  我想你們知道
[00:05:12.280 --> 00:05:14.080]  不是那個資格
[00:05:14.080 --> 00:05:15.040]  今天說的話
[00:05:15.040 --> 00:05:16.960]  那八個福氣
[00:05:16.960 --> 00:05:18.200]  或者那八樣東西
[00:05:18.200 --> 00:05:20.720]  不是一個資格讓我們成為天國的子民
[00:05:20.720 --> 00:05:21.720]  而是剛剛相反
[00:05:21.720 --> 00:05:23.880]  我們成為天國的子民的時候
[00:05:23.880 --> 00:05:28.080]  我們會彰顯得到那種特質
[00:05:28.080 --> 00:05:31.760]  或者反映得到那種性格出來
[00:05:31.760 --> 00:05:32.920]  這個就是我今天要看的東西
[00:05:32.920 --> 00:05:34.920]  好
[00:05:34.920 --> 00:05:36.160]  我們開始去看
[00:05:36.160 --> 00:05:38.400]  多謝剛才第一節節目我們讀了
[00:05:38.400 --> 00:05:39.360]  那幾個經文
[00:05:39.360 --> 00:05:40.840]  我們回到看八福
[00:05:40.840 --> 00:05:41.600]  八福呢
[00:05:41.600 --> 00:05:43.680]  大家很清楚的
[00:05:43.680 --> 00:05:45.560]  有幾樣東西我想特別說的
[00:05:45.560 --> 00:05:47.280]  譬如說虛心的有福
[00:05:47.280 --> 00:05:48.720]  因為天國是他們
[00:05:48.720 --> 00:05:52.040]  就不是因為虛心
[00:05:52.040 --> 00:05:55.000]  就天國就是他們
[00:05:55.000 --> 00:05:56.040]  這裡說的是
[00:05:56.040 --> 00:05:57.160]  他是有福的
[00:05:57.160 --> 00:05:59.800]  這八樣的人是有福的
[00:05:59.800 --> 00:06:01.200]  有福的原因
[00:06:01.200 --> 00:06:03.120]  就因為背後的東西
[00:06:03.120 --> 00:06:04.240]  現在我們會再看
[00:06:04.240 --> 00:06:05.840]  我們逐個去看
[00:06:05.840 --> 00:06:07.720]  八福裡面的內容
[00:06:07.720 --> 00:06:08.800]  相信很熟悉
[00:06:08.800 --> 00:06:10.720]  或者大家在一些色經書
[00:06:10.720 --> 00:06:12.840]  可能找幾本好的色經書
[00:06:12.840 --> 00:06:14.400]  其實他都解釋得很好
[00:06:14.400 --> 00:06:17.720]  我就嘗試從另一個角度
[00:06:17.720 --> 00:06:19.280]  讓大家看見這幅圖畫
[00:06:19.280 --> 00:06:21.400]  如何配合天國的指紋
[00:06:21.400 --> 00:06:24.160]  是行在地上的角度出來看
[00:06:24.160 --> 00:06:24.640]  好嗎
[00:06:24.640 --> 00:06:26.400]  五章三節虛心
[00:06:26.400 --> 00:06:27.160]  虛心是什麼
[00:06:27.160 --> 00:06:28.040]  你打開英文去看
[00:06:28.040 --> 00:06:28.640]  大家很熟悉
[00:06:28.640 --> 00:06:31.920]  不是心虛
[00:06:31.920 --> 00:06:33.480]  心很虛
[00:06:33.480 --> 00:06:34.640]  就天國就是他們
[00:06:34.640 --> 00:06:35.560]  是虛心
[00:06:35.560 --> 00:06:36.560]  虛心打開英文
[00:06:36.560 --> 00:06:38.120]  我相信大家都會知道
[00:06:38.120 --> 00:06:40.720]  就是Core in spirit
[00:06:40.720 --> 00:06:44.440]  是你的靈裡面的貧窮
[00:06:44.440 --> 00:06:46.600]  虛心就是靈裡面的貧窮
[00:06:46.600 --> 00:06:47.600]  或者簡單來說
[00:06:47.600 --> 00:06:50.920]  我們有個空間在我們裡面
[00:06:50.920 --> 00:06:52.360]  那個靈的空間
[00:06:52.360 --> 00:06:56.600]  乘載上帝那種福氣的空間
[00:06:56.600 --> 00:06:57.600]  是沒有東西的
[00:06:57.600 --> 00:07:00.440]  很想有東西去填補
[00:07:00.440 --> 00:07:01.520]  填補那些
[00:07:01.520 --> 00:07:02.880]  舉個例子
[00:07:02.880 --> 00:07:07.160]  就是奧古斯丁
[00:07:07.160 --> 00:07:09.480]  他就形容人裡面的那個靈
[00:07:09.480 --> 00:07:10.280]  那個空間
[00:07:10.280 --> 00:07:11.600]  心靈的那個空間
[00:07:11.600 --> 00:07:14.360]  想把靈放在我們裡面的空間
[00:07:14.360 --> 00:07:16.720]  沒有東西是怎樣去填補呢
[00:07:16.720 --> 00:07:18.760]  人可以用很多方法去填補很多東西
[00:07:18.760 --> 00:07:20.080]  哇 我升職加薪
[00:07:20.080 --> 00:07:21.960]  掉了一個綠色的正方形
[00:07:21.960 --> 00:07:25.520]  小朋友考到很好的大學
[00:07:25.520 --> 00:07:27.400]  第一志願拿獎學金
[00:07:27.400 --> 00:07:28.720]  就好像一個靈形
[00:07:28.720 --> 00:07:30.000]  橙色那個
[00:07:30.000 --> 00:07:32.040]  我找到一個好的工作
[00:07:32.040 --> 00:07:35.960]  可能就一個紅色的靈形
[00:07:35.960 --> 00:07:37.160]  一個星星
[00:07:37.160 --> 00:07:39.640]  可能找到一個好好的太太
[00:07:39.640 --> 00:07:40.360]  子女有怪
[00:07:40.360 --> 00:07:42.320]  等到很多很多東西掉下去的時候
[00:07:42.320 --> 00:07:43.280]  那些東西好不好
[00:07:43.280 --> 00:07:44.360]  是好的
[00:07:44.360 --> 00:07:45.120]  快不快樂
[00:07:45.120 --> 00:07:46.320]  是快樂的
[00:07:46.320 --> 00:07:48.280]  但是奧古斯丁提醒我們
[00:07:48.280 --> 00:07:49.760]  奧古斯丁提醒我們
[00:07:49.760 --> 00:07:51.920]  人的心靈就好像一個三角形
[00:07:51.920 --> 00:07:53.800]  你掉了很多東西下去
[00:07:53.800 --> 00:07:55.800]  但是你沒有辦法
[00:07:55.800 --> 00:07:57.680]  把這些東西100%填補
[00:07:57.680 --> 00:07:58.560]  因為他說
[00:07:58.560 --> 00:08:00.880]  只有神可以把那些空隙
[00:08:00.880 --> 00:08:02.640]  那些空隙填補
[00:08:02.640 --> 00:08:04.000]  就好像這張圖一樣
[00:08:04.000 --> 00:08:05.840]  掉很多東西下去的時候
[00:08:05.840 --> 00:08:07.480]  是的 你會得到一些快感
[00:08:07.480 --> 00:08:08.200]  一些快樂的
[00:08:08.200 --> 00:08:11.720]  但是不是真正的joy來的
[00:08:11.720 --> 00:08:12.840]  掉下去的那樣東西
[00:08:12.840 --> 00:08:14.240]  給你快樂
[00:08:14.240 --> 00:08:15.000]  是外在的
[00:08:15.000 --> 00:08:16.360]  outside in的
[00:08:16.360 --> 00:08:18.840]  但是真正經歷上帝的那種甜味
[00:08:18.840 --> 00:08:21.960]  是joy在裏面流露出來的
[00:08:21.960 --> 00:08:23.760]  這個就是虛心的
[00:08:23.760 --> 00:08:26.120]  有個天國就是給他們的
[00:08:26.120 --> 00:08:28.000]  可以經歷得到的天國
[00:08:28.000 --> 00:08:28.920]  那你就不用問
[00:08:28.920 --> 00:08:33.160]  為什麼虛心的人會有天國
[00:08:33.160 --> 00:08:34.720]  就是他們的
[00:08:34.720 --> 00:08:35.720]  我們不是問這個
[00:08:35.720 --> 00:08:36.840]  這個就是上帝說的
[00:08:36.840 --> 00:08:38.080]  這個就是你的福
[00:08:38.080 --> 00:08:39.280]  當你虛心的時候
[00:08:39.280 --> 00:08:42.360]  你願意讓上帝的靈去填滿
[00:08:42.360 --> 00:08:44.600]  你心裏面的空隙的時候
[00:08:44.600 --> 00:08:47.360]  你就會體驗到天國的東西
[00:08:47.360 --> 00:08:49.000]  第二樣東西是哀悼
[00:08:49.000 --> 00:08:50.200]  哀悼是什麼呢?
[00:08:50.200 --> 00:08:52.280]  人為什麼會哀悼呢?
[00:08:52.280 --> 00:08:54.280]  人會哀悼就是當他遇到悲傷
[00:08:54.280 --> 00:08:57.400]  挫敗或者苦難臨到的時候
[00:08:57.400 --> 00:09:00.440]  他就會有哀悼
[00:09:00.440 --> 00:09:01.760]  而哀悼的人是有福的
[00:09:01.760 --> 00:09:03.080]  你說哀悼的人
[00:09:03.080 --> 00:09:04.200]  為什麼會有福呢?
[00:09:04.200 --> 00:09:06.640]  哀悼是不好的東西來的
[00:09:06.640 --> 00:09:07.800]  這個就很奇怪了
[00:09:07.800 --> 00:09:09.120]  所以我們會再看的
[00:09:09.120 --> 00:09:10.400]  哀悼的人有福
[00:09:10.400 --> 00:09:11.800]  有福為什麼呢?
[00:09:11.800 --> 00:09:12.800]  我會在下面解釋
[00:09:12.800 --> 00:09:13.800]  有福的原因
[00:09:13.800 --> 00:09:16.360]  不是因為哀悼他就必得安慰
[00:09:16.360 --> 00:09:18.760]  而是因為他哀悼就有福
[00:09:18.760 --> 00:09:20.920]  這個福為什麼會是福呢?
[00:09:20.920 --> 00:09:22.360]  是因為他解釋給你聽
[00:09:22.360 --> 00:09:24.360]  是必得安慰
[00:09:24.360 --> 00:09:27.800]  哀悼的人經歷悲傷挫敗苦難
[00:09:27.800 --> 00:09:29.400]  其實就像約伯一樣
[00:09:29.400 --> 00:09:31.640]  約伯的故事真的很慘
[00:09:31.640 --> 00:09:32.640]  很哀悼
[00:09:32.640 --> 00:09:34.040]  其實耶穌也是
[00:09:34.040 --> 00:09:36.680]  耶穌在臨上十字架之前
[00:09:36.680 --> 00:09:38.200]  帶一些最重要的門徒
[00:09:38.200 --> 00:09:39.960]  去到哈西瑪利園祈禱
[00:09:39.960 --> 00:09:41.720]  他跟祂說什麼呢?
[00:09:41.720 --> 00:09:44.680]  他說我心裡甚是陰霜
[00:09:44.680 --> 00:09:46.360]  似乎要死了
[00:09:46.360 --> 00:09:49.160]  在哀悼的當中
[00:09:49.160 --> 00:09:54.400]  其實我們才會更加緊緊抓住這個十字
[00:09:54.400 --> 00:09:56.200]  如果我們封條語信的時候
[00:09:56.200 --> 00:09:57.400]  我們很多時候都說
[00:09:57.400 --> 00:09:58.920]  封條語信的時候
[00:09:58.920 --> 00:10:00.040]  我們忘記神
[00:10:00.040 --> 00:10:01.880]  我們聽很多弟兄姊妹分享
[00:10:01.880 --> 00:10:04.200]  可能都是人去到絕路的時間
[00:10:04.200 --> 00:10:06.120]  他突然間想起上帝
[00:10:06.120 --> 00:10:08.120]  路加文第十五章那個
[00:10:08.120 --> 00:10:12.120]  找了家產的兒子走到乾坤末路的時間
[00:10:12.120 --> 00:10:14.680]  要吃豬哨的時間
[00:10:14.680 --> 00:10:17.480]  他就突然間想起他的父親
[00:10:17.480 --> 00:10:18.520]  我們人都是
[00:10:18.520 --> 00:10:23.080]  在哀悼當中反而我們能夠緊緊抓住上帝
[00:10:23.080 --> 00:10:27.160]  甚至經歷上帝在悲傷挫敗
[00:10:27.160 --> 00:10:32.280]  苦難患難困境當中的時間的安慰
[00:10:32.280 --> 00:10:34.360]  所以哀悼的人是有福的
[00:10:34.360 --> 00:10:36.200]  然後五章五節的時間
[00:10:36.200 --> 00:10:39.160]  我們見到一個溫柔的人有福
[00:10:39.160 --> 00:10:42.920]  很奇怪溫柔的人能夠承受地土
[00:10:42.920 --> 00:10:46.600]  你要知道猶太人承受地土
[00:10:46.600 --> 00:10:48.680]  不是我們今天買一間屋
[00:10:48.680 --> 00:10:51.000]  有個屋契就承受地土
[00:10:51.000 --> 00:10:53.720]  將屋契可能給了我兒子
[00:10:53.720 --> 00:10:54.680]  給了我女兒
[00:10:54.680 --> 00:10:56.760]  我兒子女兒就承受地土
[00:10:56.760 --> 00:10:58.920]  不是 猶太人你知道
[00:10:58.920 --> 00:11:03.320]  他們知道地土是上帝給的
[00:11:03.320 --> 00:11:06.840]  加南那塊美地是上帝給的
[00:11:06.840 --> 00:11:09.080]  這個就是承受地土
[00:11:09.080 --> 00:11:11.000]  承受上帝給的地土
[00:11:11.000 --> 00:11:12.840]  但是在五章五節
[00:11:12.840 --> 00:11:14.200]  我們看馬太荒島的時候
[00:11:14.200 --> 00:11:16.120]  尤其是在猶太背景的情況下
[00:11:16.120 --> 00:11:18.680]  你更加會知道當時的猶太人
[00:11:18.680 --> 00:11:20.760]  正處於一個什麼情況
[00:11:20.760 --> 00:11:24.120]  就是被羅馬政府鼓斥的情況
[00:11:24.120 --> 00:11:26.120]  他如何承受地土
[00:11:26.120 --> 00:11:29.560]  根本對他來說是不可思議的
[00:11:29.560 --> 00:11:35.000]  而且還要用一種溫柔的方式去承受地土
[00:11:35.000 --> 00:11:38.120]  他不是用一種非溫柔的方式去承受地土
[00:11:38.120 --> 00:11:42.120]  是用一種溫柔的方式去承受地土
[00:11:42.120 --> 00:11:43.000]  對他們來說
[00:11:43.000 --> 00:11:46.200]  這群猶太人根本是不可思議的
[00:11:46.200 --> 00:11:48.760]  但當我們看溫柔這件事的時候
[00:11:48.760 --> 00:11:51.800]  我們就知道溫柔其實是主自己的那種
[00:11:51.800 --> 00:11:53.240]  剛才說什麼
[00:11:53.240 --> 00:11:56.120]  主說這件事是我的樣式
[00:11:56.120 --> 00:11:58.120]  我是說天國的子民有什麼
[00:11:58.120 --> 00:12:00.120]  有的就是那種特質
[00:12:00.120 --> 00:12:01.480]  有的就是性格
[00:12:01.480 --> 00:12:04.520]  這個溫柔就是主自己的特質
[00:12:04.520 --> 00:12:08.840]  是主耶穌基督自己的一種性格
[00:12:08.840 --> 00:12:10.840]  所以我們看馬太荒島的時候
[00:12:10.840 --> 00:12:12.840]  第十一章二十九節說什麼
[00:12:12.840 --> 00:12:14.840]  心裡柔和謙卑
[00:12:14.840 --> 00:12:16.840]  這就是主自己的樣式
[00:12:16.840 --> 00:12:18.840]  然後他還吩咐我們
[00:12:18.840 --> 00:12:23.320]  我們要來那裡學習他這種溫柔的樣式
[00:12:23.320 --> 00:12:26.360]  原來當我們生命裡學主的時候
[00:12:26.360 --> 00:12:32.120]  我們可以承受上帝而來的土地
[00:12:32.120 --> 00:12:35.000]  基學無疑的人是有福的
[00:12:35.000 --> 00:12:36.040]  基學是什麼
[00:12:36.040 --> 00:12:40.440]  基學本身是一種無法壓制的慾望
[00:12:40.440 --> 00:12:43.960]  有些慾望是可以壓制的
[00:12:43.960 --> 00:12:47.400]  我很想買一輛法拉利
[00:12:47.400 --> 00:12:49.400]  法拉利不是每個人都有錢買
[00:12:49.400 --> 00:12:50.920]  我就沒錢買
[00:12:50.920 --> 00:12:52.200]  不是買法拉利
[00:12:52.200 --> 00:12:54.200]  不是每個人都有錢買
[00:12:54.200 --> 00:12:55.480]  我就沒錢買
[00:12:55.480 --> 00:12:56.520]  不是買法拉利
[00:12:56.520 --> 00:13:01.880]  我很想用錢去買一個VR的眼鏡
[00:13:01.880 --> 00:13:02.920]  都很貴的
[00:13:02.920 --> 00:13:04.040]  去享受一下
[00:13:04.040 --> 00:13:05.400]  這種可能是慾望
[00:13:05.400 --> 00:13:07.640]  是滿足我裡面某一種慾望
[00:13:07.640 --> 00:13:09.080]  但這些可以壓制
[00:13:09.080 --> 00:13:12.520]  但基學的慾望很難壓制
[00:13:12.520 --> 00:13:14.040]  是天生的
[00:13:14.040 --> 00:13:15.720]  甚至是上帝給的
[00:13:15.720 --> 00:13:16.600]  我很餓
[00:13:16.600 --> 00:13:20.040]  有種很餓的感覺
[00:13:20.040 --> 00:13:21.480]  很想吃東西
[00:13:21.480 --> 00:13:22.440]  很口渴
[00:13:22.440 --> 00:13:24.280]  有種很口渴的慾望
[00:13:24.280 --> 00:13:25.320]  又想去解決
[00:13:25.320 --> 00:13:26.760]  這是天生的
[00:13:26.760 --> 00:13:30.520]  在圖畫上說基學無疑
[00:13:30.520 --> 00:13:32.520]  原來無疑這件事
[00:13:32.520 --> 00:13:33.960]  很渴望無疑
[00:13:33.960 --> 00:13:38.840]  這件事基本上是一種無法壓制的慾望
[00:13:38.840 --> 00:13:40.120]  是每一個人的提醒
[00:13:40.120 --> 00:13:42.920]  我們都應該很想去「餵」
[00:13:42.920 --> 00:13:45.240]  「餵」是什麼意思
[00:13:45.240 --> 00:13:48.040]  「餵」就是天國子民很喜愛的一件事
[00:13:48.040 --> 00:13:50.920]  希伯來書說的九節歌
[00:13:50.920 --> 00:13:52.920]  天國子民應該喜愛公義
[00:13:52.920 --> 00:13:54.920]  是恨罪惡
[00:13:54.920 --> 00:13:58.600]  當我們問自己很喜愛罪惡的
[00:13:58.600 --> 00:14:00.840]  或者在罪惡當中
[00:14:00.840 --> 00:14:04.360]  遠離義和公義的時間
[00:14:04.360 --> 00:14:06.280]  其實這是一個問題
[00:14:06.280 --> 00:14:10.440]  我們應該很餓
[00:14:10.440 --> 00:14:13.160]  好像Steve Jobs說的
[00:14:13.160 --> 00:14:14.840]  Stay hunger
[00:14:14.840 --> 00:14:16.840]  很惡惡的義
[00:14:16.840 --> 00:14:18.440]  這些人是有福的
[00:14:18.440 --> 00:14:20.840]  必然會得到飽足
[00:14:20.840 --> 00:14:23.560]  飽足不是在說你肚餓的時候飽足
[00:14:23.560 --> 00:14:25.480]  口餓的時候有水飲
[00:14:25.480 --> 00:14:27.720]  而是你追求義的時候
[00:14:27.720 --> 00:14:31.880]  你就會看見從上帝而來的公義
[00:14:31.880 --> 00:14:34.840]  Stay hunger for righteousness
[00:14:34.840 --> 00:14:37.960]  在義裡面像Steve Jobs說的
[00:14:37.960 --> 00:14:39.160]  Stay hunger
[00:14:39.160 --> 00:14:40.840]  我們要去追求這件事
[00:14:40.840 --> 00:14:44.040]  林鄭七夕說的圖畫連輸人
[00:14:44.040 --> 00:14:46.840]  連輸人是有福的
[00:14:46.840 --> 00:14:47.560]  為什麼呢
[00:14:47.560 --> 00:14:50.040]  因為她是必無連輸
[00:14:50.040 --> 00:14:52.040]  這裡說連輸人的人
[00:14:52.040 --> 00:14:53.640]  連輸人的人
[00:14:53.640 --> 00:14:54.840]  不是連輸人的人
[00:14:54.840 --> 00:14:56.360]  是連輸人的人
[00:14:56.360 --> 00:14:57.400]  特別強調
[00:14:57.400 --> 00:14:58.840]  為什麼會多個人字在這裡
[00:14:58.840 --> 00:15:00.600]  連輸人的人
[00:15:00.600 --> 00:15:02.120]  不是連輸的人
[00:15:02.120 --> 00:15:04.120]  他提醒我們
[00:15:04.120 --> 00:15:08.120]  不是連輸狗的人
[00:15:08.120 --> 00:15:09.480]  不是連輸貓的人
[00:15:09.480 --> 00:15:11.880]  不是連輸熊貓的人
[00:15:11.880 --> 00:15:13.000]  那些重要嗎
[00:15:13.000 --> 00:15:14.440]  都是上帝創造的
[00:15:14.440 --> 00:15:16.120]  但這裡特別強調
[00:15:16.120 --> 00:15:17.800]  連輸人的人
[00:15:17.800 --> 00:15:18.760]  你會發覺
[00:15:18.760 --> 00:15:20.600]  原來八卦同一時間
[00:15:20.600 --> 00:15:21.880]  帶我們回去看
[00:15:21.880 --> 00:15:27.000]  和人際關係有一個很大的關聯在當中
[00:15:27.000 --> 00:15:28.760]  所以特別強調
[00:15:28.760 --> 00:15:30.680]  是連輸人的人
[00:15:30.680 --> 00:15:31.720]  是對人的
[00:15:31.720 --> 00:15:32.840]  不是對其他東西
[00:15:32.840 --> 00:15:34.360]  就好像主耶穌
[00:15:34.360 --> 00:15:35.400]  連輸的意思
[00:15:35.400 --> 00:15:39.400]  就像主耶穌對人有同情共感一樣
[00:15:39.400 --> 00:15:43.160]  例如打馬達去看九章三六節
[00:15:43.160 --> 00:15:45.080]  他按建主耶穌基督
[00:15:45.080 --> 00:15:47.400]  又走不同的地方
[00:15:47.400 --> 00:15:50.200]  他看到許多人就憐憫他們
[00:15:50.200 --> 00:15:52.520]  因為他們坤夫流利如同羊
[00:15:52.520 --> 00:15:53.560]  每喝一枚羊
[00:15:53.560 --> 00:15:55.320]  十四章十四節
[00:15:55.320 --> 00:15:57.080]  耶穌出來的時候
[00:15:57.080 --> 00:15:59.560]  看到許多人就憐憫他們
[00:15:59.560 --> 00:16:03.000]  甚至醫治了這些病人
[00:16:03.000 --> 00:16:05.560]  賴因城的故事我們很熟悉
[00:16:05.560 --> 00:16:07.080]  賴因城的寡婦
[00:16:07.080 --> 00:16:08.760]  很多人哭
[00:16:08.760 --> 00:16:11.560]  和他做喪事的時間
[00:16:11.560 --> 00:16:13.080]  因為他獨身的兒子死了
[00:16:13.080 --> 00:16:15.320]  一個寡婦獨身的兒子
[00:16:15.320 --> 00:16:17.080]  耶穌出來的時候
[00:16:17.080 --> 00:16:19.160]  看到賴因城寡婦的時候
[00:16:19.160 --> 00:16:21.400]  就憐憫他
[00:16:21.400 --> 00:16:23.320]  你說憐憫和連輸
[00:16:23.320 --> 00:16:24.840]  在這裡講解是不同的
[00:16:24.840 --> 00:16:27.160]  連輸和憐憫是不同的
[00:16:27.160 --> 00:16:28.760]  連輸是什麼意思
[00:16:28.760 --> 00:16:30.680]  連輸是心裏的那種
