
[00:00:00.000 --> 00:00:05.980]  究竟我們如何在我們人生的路上
[00:02:39.460 --> 00:02:41.460]  而那件事一出現的時候
[00:02:41.460 --> 00:02:43.460]  原來會影響了你很多東西
[00:02:43.460 --> 00:02:45.700]  例如它說我們用不同的方法
[00:02:45.700 --> 00:02:49.380]  或者說在你人生命裏面有不同的Major Roles
[00:02:49.380 --> 00:02:51.940]  有些主要的角色
[00:02:51.940 --> 00:02:54.820]  我們人是會有不同的角色的
[00:02:54.820 --> 00:02:57.300]  你在家裏可能是子女
[00:02:57.300 --> 00:02:58.500]  可能是姐姐
[00:02:58.500 --> 00:02:59.700]  可能是哥哥
[00:02:59.700 --> 00:03:03.140]  可能是爸爸、媽媽、阿爺、阿嬤、阿公、阿婆
[00:03:03.140 --> 00:03:06.340]  在你家裏面有不同的角色
[00:03:06.340 --> 00:03:08.420]  在教會裏面有不同的角色
[00:03:08.420 --> 00:03:10.500]  究竟在你人生裏面
[00:03:10.500 --> 00:03:13.220]  如果你要去介紹你自己
[00:03:13.220 --> 00:03:16.260]  究竟你是一個什麼重要的角色
[00:03:16.260 --> 00:03:18.500]  去代表你自己
[00:03:18.500 --> 00:03:22.740]  而這些事情是一個Ultimate Contribution
[00:03:22.740 --> 00:03:27.220]  就是說對於終極在上帝的國裏面
[00:03:27.220 --> 00:03:28.980]  你是能留下的
[00:03:28.980 --> 00:03:31.700]  你能不能找到這些事情呢?
[00:03:31.700 --> 00:03:34.980]  這些重要的Focal Issues呢?
[00:03:34.980 --> 00:03:38.100]  或者說什麼叫專注的生命呢?
[00:03:38.100 --> 00:03:41.860]  就是你開始慢慢去Prioritize
[00:03:41.860 --> 00:03:44.500]  你會去擺優先次序
[00:03:44.500 --> 00:03:48.660]  你和我一天都是24小時
[00:03:48.660 --> 00:03:49.700]  你不會多過我
[00:03:49.700 --> 00:03:50.740]  我不會多過你
[00:03:50.740 --> 00:03:52.580]  我們每人都是24小時
[00:03:52.580 --> 00:03:57.540]  問題是你怎樣去安排你那24小時
[00:03:57.540 --> 00:04:01.380]  你擺多少在上帝那裏
[00:04:01.380 --> 00:04:02.420]  有些人就說
[00:04:02.420 --> 00:04:03.780]  哎呀 我要做運動
[00:04:03.780 --> 00:04:04.660]  沒時間
[00:04:04.660 --> 00:04:05.220]  有些人說
[00:04:05.220 --> 00:04:06.980]  哎呀 我練吉他
[00:04:06.980 --> 00:04:07.860]  沒時間
[00:04:07.860 --> 00:04:08.900]  我練琴
[00:04:08.900 --> 00:04:10.100]  沒時間
[00:04:10.100 --> 00:04:11.540]  老師就會問
[00:04:11.540 --> 00:04:16.980]  你一天真的15分鐘都沒有?
[00:04:16.980 --> 00:04:21.300]  那15分鐘你擺在哪裏呢?
[00:04:21.300 --> 00:04:23.620]  有些人說一邊看網
[00:04:23.620 --> 00:04:27.540]  一邊看 看 看 看
[00:04:27.540 --> 00:04:29.380]  可以三個小時
[00:04:29.380 --> 00:04:29.860]  有些人就說
[00:04:29.860 --> 00:04:31.540]  哎呀 電腦很厲害的
[00:04:31.540 --> 00:04:34.580]  不知為何他好像知道我想看什麼
[00:04:34.580 --> 00:04:37.300]  喜歡煮菜的就經常彈煮菜出來
[00:04:37.300 --> 00:04:39.540]  喜歡做運動的就經常彈做運動
[00:04:39.540 --> 00:04:40.580]  喜歡不知哪一種
[00:04:40.580 --> 00:04:41.620]  他真的知道
[00:04:41.620 --> 00:04:43.460]  所以其實沒有什麼私隱
[00:04:43.460 --> 00:04:44.660]  你在看什麼
[00:04:44.660 --> 00:04:46.740]  其實他已經知道你什麼
[00:04:46.740 --> 00:04:48.100]  你看那些Facebook
[00:04:48.100 --> 00:04:50.260]  你怎知道我想買那些東西
[00:04:50.260 --> 00:04:52.180]  然後你又再看下去
[00:04:52.180 --> 00:04:54.020]  一看就四個小時
[00:04:54.020 --> 00:04:56.740]  哎呀 原本想做的東西都做不到
[00:04:56.740 --> 00:04:58.660]  結果又睡了
[00:04:58.660 --> 00:05:02.020]  究竟你怎樣去將你想做的東西
[00:05:02.020 --> 00:05:05.540]  有優先次序
[00:05:05.540 --> 00:05:07.460]  這個都是重要的
[00:05:07.460 --> 00:05:08.580]  然後最後他說
[00:05:08.580 --> 00:05:10.820]  如果我們能夠找到一個
[00:05:10.820 --> 00:05:14.340]  真的專注在神裏面的生命
[00:05:14.340 --> 00:05:17.860]  我們就可以有一個滿足的人生
[00:05:17.860 --> 00:05:23.060]  你可以成為你最想成為的人
[00:05:23.060 --> 00:05:24.020]  這麼複雜的
[00:05:24.020 --> 00:05:27.220]  什麼叫成為你最想成為的人呢?
[00:05:27.220 --> 00:05:28.260]  很多時候很多人都說
[00:05:28.260 --> 00:05:30.740]  哎呀 我真的很想做到這樣
[00:05:30.740 --> 00:05:34.900]  我覺得如果我做到這樣就好了
[00:05:34.900 --> 00:05:37.060]  你做到沒有呢?
[00:05:37.060 --> 00:05:38.340]  你做到沒有呢?
[00:05:38.340 --> 00:05:39.220]  或者說
[00:05:39.220 --> 00:05:43.300]  你做的事情是不是你人生最想做的?
[00:05:43.300 --> 00:05:46.740]  是不是上帝最想你做的?
[00:05:46.740 --> 00:05:48.020]  剛才我說的以上幾點
[00:05:48.020 --> 00:05:49.060]  你一會兒又看看
[00:05:49.060 --> 00:05:51.300]  我去分享聖經人物的時候
[00:05:51.300 --> 00:05:53.940]  他能不能做到以上所說
[00:05:53.940 --> 00:05:55.220]  而另外當我們去看
[00:05:55.220 --> 00:05:57.700]  究竟什麼是照命的時候
[00:05:57.700 --> 00:05:58.260]  很多人
[00:05:58.260 --> 00:06:02.980]  特別是很多基督徒的心理學弟兄姐妹
[00:06:02.980 --> 00:06:03.940]  他們都說
[00:06:03.940 --> 00:06:07.300]  我們會看回我們的原生家庭
[00:06:07.300 --> 00:06:09.300]  原來我們一看聖經
[00:06:09.300 --> 00:06:13.460]  我們知道上帝在我們未出母腹之前
[00:06:13.460 --> 00:06:15.620]  已經了解我們
[00:06:15.620 --> 00:06:16.740]  聖經說得很清楚
[00:06:16.740 --> 00:06:19.300]  我們每一根頭髮
[00:06:19.300 --> 00:06:21.940]  上帝都數過
[00:06:21.940 --> 00:06:23.460]  祂很了解我們
[00:06:23.460 --> 00:06:27.060]  原來我們出生在哪裏
[00:06:27.060 --> 00:06:28.820]  其實上帝有祂的心意
[00:06:28.820 --> 00:06:31.060]  出生在哪一個家庭
[00:06:31.060 --> 00:06:31.860]  有祂的心意
[00:06:31.860 --> 00:06:32.500]  你說不是啊
[00:06:32.500 --> 00:06:36.180]  出生得很慘的啊
[00:06:36.180 --> 00:06:37.380]  肯定
[00:06:37.380 --> 00:06:38.820]  不知道你相不相信
[00:06:38.820 --> 00:06:42.500]  都有上帝的心意
[00:06:42.500 --> 00:06:46.820]  今天我想跟大家一起思考的人物
[00:06:46.820 --> 00:06:50.020]  會有和這兩個地方很有關係
[00:06:50.020 --> 00:06:52.020]  你應該猜到是哪一個
[00:06:52.020 --> 00:06:52.660]  第一個
[00:06:52.660 --> 00:06:55.460]  這個是我那時候去到聖地的時候
[00:06:55.460 --> 00:06:56.260]  拍到的
[00:06:56.260 --> 00:06:58.500]  這個叫做什麼?
[00:06:58.500 --> 00:07:00.180]  兩個字
[00:07:00.180 --> 00:07:01.780]  曠野
[00:07:01.780 --> 00:07:04.660]  你問曠野有什麼?
[00:07:04.660 --> 00:07:05.140]  什麼都沒有
[00:07:05.140 --> 00:07:06.100]  不是
[00:07:06.100 --> 00:07:08.500]  所有都是這些
[00:07:08.500 --> 00:07:10.740]  你一路可以走
[00:07:10.740 --> 00:07:16.420]  當年原來他們一路都是走這些曠野
[00:07:16.420 --> 00:07:19.460]  所以你說以色列民有怨言
[00:07:19.460 --> 00:07:21.380]  其實都是正常的
[00:07:21.380 --> 00:07:24.340]  四十年就是一個曠野
[00:07:24.340 --> 00:07:25.220]  一路走
[00:07:25.220 --> 00:07:27.220]  明天早上起床走去哪裏?
[00:07:27.220 --> 00:07:28.580]  曠野
[00:07:28.580 --> 00:07:29.860]  睡覺去哪裏?
[00:07:29.860 --> 00:07:31.380]  曠野
[00:07:31.380 --> 00:07:34.740]  這個人物和曠野很有關係
[00:07:34.740 --> 00:07:38.500]  跟著和這個地方也很有關係
[00:07:38.500 --> 00:07:41.380]  這個是約旦河
[00:07:41.380 --> 00:07:43.860]  很感恩當日去到約旦河的時候
[00:07:43.860 --> 00:07:45.140]  有弟兄姊妹
[00:07:45.140 --> 00:07:47.460]  有對夫婦和這位姊妹
[00:07:47.460 --> 00:07:51.220]  他們決定去接受浸禮
[00:07:51.220 --> 00:07:54.900]  然後有幸我和蔡師母一起在約旦河裏面
[00:07:54.900 --> 00:07:57.380]  對他們來去施浸
[00:07:57.380 --> 00:08:02.900]  但是今天要說的這個聖經的人物
[00:08:02.900 --> 00:08:05.300]  他是誰?
[00:08:05.300 --> 00:08:08.340]  他是施洗約翰
[00:08:08.340 --> 00:08:11.140]  施洗約翰非常特別
[00:08:11.140 --> 00:08:15.220]  如果你說在某一些程度上來說
[00:08:15.220 --> 00:08:17.460]  是僅次於耶穌
[00:08:17.460 --> 00:08:19.140]  有些甚麼情況呢?
[00:08:19.140 --> 00:08:24.500]  當然他能夠和耶穌施洗去施浸
[00:08:24.500 --> 00:08:26.100]  而另一個你一會兒會看下去
[00:08:26.100 --> 00:08:28.740]  就是說在舊約裏面
[00:08:28.740 --> 00:08:31.140]  當然有很多地方預言耶穌
[00:08:31.140 --> 00:08:32.820]  特別在以創亞書
[00:08:32.820 --> 00:08:37.300]  而在舊約裏面有預言新約的聖經人物
[00:08:37.300 --> 00:08:40.660]  我找到的只有約翰
[00:08:40.660 --> 00:08:41.700]  如果你找到第三個
[00:08:41.700 --> 00:08:43.060]  記得告訴我
[00:08:43.060 --> 00:08:44.340]  是真的
[00:08:44.340 --> 00:08:45.380]  是約翰
[00:08:45.380 --> 00:08:47.540]  在舊約裏面有預言
[00:08:47.540 --> 00:08:50.980]  他出生的時候也很特別
[00:08:50.980 --> 00:08:53.140]  上帝讓他生在一個甚麼家庭呢?
[00:08:53.140 --> 00:08:56.340]  在《路加福音》一章五節裏說
[00:08:56.340 --> 00:08:58.660]  在希律作猶太王的時候
[00:08:58.660 --> 00:09:01.540]  亞比亞班女有一個祭司
[00:09:01.540 --> 00:09:02.820]  名叫撒加利亞
[00:09:02.820 --> 00:09:04.020]  這是她的爸爸
[00:09:04.020 --> 00:09:05.860]  她爸爸是一個祭司
[00:09:05.860 --> 00:09:08.180]  是一個神職人員
[00:09:08.180 --> 00:09:09.700]  名叫撒加利亞
[00:09:09.700 --> 00:09:13.300]  她媽媽也是亞倫的後代
[00:09:13.300 --> 00:09:15.780]  名叫以利沙伯
[00:09:15.780 --> 00:09:20.580]  她生的家庭已經是一個宗教的家庭
[00:09:20.580 --> 00:09:22.820]  而且她爸爸媽媽是怎樣呢?
[00:09:22.820 --> 00:09:26.180]  他們兩人在神面前都是二人
[00:09:26.180 --> 00:09:30.660]  進行主的一切誡命和條例
[00:09:30.660 --> 00:09:32.580]  沒有可指責的
[00:09:32.580 --> 00:09:35.220]  只是他們沒有孩子
[00:09:35.220 --> 00:09:37.300]  因為以利沙伯不生育
[00:09:37.300 --> 00:09:40.020]  兩人又年紀老了
[00:09:40.020 --> 00:09:41.940]  他們雖然非常好
[00:09:41.940 --> 00:09:42.740]  是一個二人
[00:09:42.740 --> 00:09:50.420]  也遵守了所有神職著摩西頒佈的誡命和條例
[00:09:50.420 --> 00:09:51.220]  無可指責
[00:09:51.220 --> 00:09:54.580]  但是他沒有一個很重要很重要的祝福
[00:09:54.580 --> 00:09:56.660]  就是沒有子女
[00:09:56.660 --> 00:09:58.740]  沒有小朋友
[00:09:58.740 --> 00:10:00.980]  有一天當她爸爸
[00:10:00.980 --> 00:10:02.020]  她是祭司
[00:10:02.020 --> 00:10:03.300]  她要去倫班
[00:10:03.300 --> 00:10:05.620]  就是要去聖殿裡面工作的時候
[00:10:05.620 --> 00:10:07.860]  發生了一件很重要的事情
[00:10:07.860 --> 00:10:09.300]  天使出來跟她說
[00:10:09.300 --> 00:10:10.500]  撒加利亞
[00:10:10.500 --> 00:10:11.940]  不用怕
[00:10:11.940 --> 00:10:15.060]  因為你的祈禱已經被聽見了
[00:10:15.060 --> 00:10:18.580]  你的妻子以利沙伯要給你生一個兒子
[00:10:18.580 --> 00:10:21.700]  你要給他起名叫約翰
[00:10:21.700 --> 00:10:25.380]  天使在聖殿裡面去值班的時候
[00:10:25.380 --> 00:10:28.740]  顯現了跟她說了這番話
[00:10:28.740 --> 00:10:29.620]  還有
[00:10:29.620 --> 00:10:30.660]  她跟他說
[00:10:30.660 --> 00:10:34.660]  她要使許多以色列人會回轉
[00:10:34.660 --> 00:10:36.260]  回到上帝那裡
[00:10:36.260 --> 00:10:39.300]  歸於主他們的神
[00:10:39.300 --> 00:10:40.820]  還有她繼續描述
[00:10:40.820 --> 00:10:42.580]  這個小朋友會怎樣呢?
[00:10:42.580 --> 00:10:46.580]  他將有以利亞的精神和能力
[00:10:46.580 --> 00:10:49.780]  以利亞是舊約裡面一個先知
[00:10:49.780 --> 00:10:51.620]  最重要的代表
[00:10:51.620 --> 00:10:53.060]  也是一個先知
[00:10:53.060 --> 00:10:55.620]  以利亞的精神和能力
[00:10:55.620 --> 00:10:57.620]  她走在主的前面
[00:10:57.620 --> 00:11:00.660]  叫父親的心轉向兒女
[00:11:00.660 --> 00:11:04.580]  叫伴逆的人轉向二人的智慧
[00:11:04.580 --> 00:11:08.500]  又為主預備迎接他的百姓
[00:11:08.500 --> 00:11:09.860]  看到這一段
[00:11:09.860 --> 00:11:13.380]  如果我說在舊約裡面有預言到它
[00:11:13.380 --> 00:11:14.900]  不知道你記不記得
[00:11:14.900 --> 00:11:16.980]  是哪一卷
[00:11:16.980 --> 00:11:18.180]  這麼容易記嗎?
[00:11:18.180 --> 00:11:19.620]  這一卷很容易記
[00:11:19.620 --> 00:11:22.740]  在聖經最後那一卷
[00:11:22.740 --> 00:11:24.180]  是哪一卷?
[00:11:24.180 --> 00:11:25.460]  《馬拉基書》
[00:11:25.460 --> 00:11:28.260]  是這一卷的最後一章
[00:11:28.260 --> 00:11:31.540]  因為當上帝藉著先知
[00:11:31.540 --> 00:11:34.020]  去將說話給選民
[00:11:34.020 --> 00:11:36.820]  當去到最後一章《馬拉基書》的時候
[00:11:36.820 --> 00:11:41.140]  可以說是沉寂了400年
[00:11:41.140 --> 00:11:42.580]  在400年裡面
[00:11:42.580 --> 00:11:45.060]  上帝沒有再跟選民說話
[00:11:45.060 --> 00:11:47.940]  直至400年之後
[00:11:47.940 --> 00:11:50.900]  開始由這位先知約翰
[00:11:50.900 --> 00:11:52.260]  去跟別人說話
[00:11:52.260 --> 00:11:56.580]  剛才我說的是《馬拉基書》四章五到六節
[00:11:56.580 --> 00:11:57.460]  約翰說:
[00:11:57.460 --> 00:12:02.580]  「大而可畏之日末日未到以前
[00:12:02.580 --> 00:12:06.260]  我要猜顯以利亞先知到你們那裡」
[00:12:06.260 --> 00:12:08.740]  再猜顯以利亞先知
[00:12:08.740 --> 00:12:11.940]  他必使父親的心轉向兒女
[00:12:11.940 --> 00:12:14.420]  兒女的心轉向父親
[00:12:14.420 --> 00:12:17.380]  免得我來助紂者地
[00:12:17.380 --> 00:12:19.860]  原來天使再引用《馬拉基書》
[00:12:19.860 --> 00:12:22.900]  上帝當日怎樣跟選民說這句話
[00:12:22.900 --> 00:12:28.580]  然後跟約翰的父親說
[00:12:28.580 --> 00:12:30.420]  當約翰真的出世了
[00:12:30.420 --> 00:12:32.100]  去到路加分一章六十七節
[00:12:32.100 --> 00:12:35.140]  他說他父親撒加利亞被聖靈充滿
[00:12:35.140 --> 00:12:36.740]  就預言說
[00:12:36.740 --> 00:12:41.060]  說了他的兒子將會是怎樣
[00:12:41.060 --> 00:12:42.100]  他說:孩子啊
[00:12:42.100 --> 00:12:44.740]  你要稱為至高者的先知
[00:12:44.740 --> 00:12:46.740]  所以說他是最後一位先知
[00:12:46.740 --> 00:12:49.140]  因為你要走在主的前面
[00:12:49.140 --> 00:12:51.700]  為他預備道路
[00:12:51.700 --> 00:12:54.180]  然後其中一節到八十節
[00:12:54.180 --> 00:12:56.340]  他說:這孩子漸漸長大
[00:12:56.340 --> 00:13:00.340]  心靈堅強 住在曠野
[00:13:00.340 --> 00:13:01.860]  他一直在曠野生活
[00:13:01.860 --> 00:13:04.100]  過著很簡樸的生活
[00:13:04.100 --> 00:13:07.220]  你記得他穿的是樂陀毛的衣服
[00:13:07.220 --> 00:13:09.380]  直到他在以色列人面前
[00:13:09.380 --> 00:13:11.860]  公開出現的日子
[00:13:11.860 --> 00:13:15.300]  其實在《馬拉福音》一到二至三節
[00:13:15.300 --> 00:13:17.940]  以賽亞書一早已經預言了這件事情
[00:13:17.940 --> 00:13:21.140]  他說:我要差遣我的使者在你面前
[00:13:21.140 --> 00:13:22.980]  他要為你預備道路
[00:13:22.980 --> 00:13:25.620]  在曠野有聲音呼喊著
[00:13:25.620 --> 00:13:29.140]  預備主的道 修直他的路
[00:13:29.140 --> 00:13:32.180]  之前說過如果皇帝要出巡
[00:13:32.180 --> 00:13:34.180]  一定要有一個使者在前面
[00:13:34.180 --> 00:13:35.380]  這個使者很重要
[00:13:35.380 --> 00:13:38.420]  因為他要看了剛才你見到的曠野的路
[00:13:38.420 --> 00:13:40.660]  究竟皇帝將會走的路
[00:13:40.660 --> 00:13:42.980]  雖然都是爛爛的
[00:13:42.980 --> 00:13:45.540]  但是千萬不要讓他有低窪
[00:13:45.540 --> 00:13:49.940]  如果馬車抬著皇帝經過
[00:13:49.940 --> 00:13:51.220]  如果凹陷了
[00:13:51.220 --> 00:13:52.500]  你會把皇帝氣壞
[00:13:52.500 --> 00:13:53.620]  就大件事了
[00:13:53.620 --> 00:13:55.140]  所以要幫他填平
[00:13:55.140 --> 00:13:56.580]  要幫他修直
[00:13:56.580 --> 00:13:59.460]  這個是先知要做的角色
[00:13:59.460 --> 00:14:04.020]  你看看究竟約翰做得好不好
[00:14:04.020 --> 00:14:06.740]  他說:召者說:施洗約翰來到曠野
[00:14:06.740 --> 00:14:08.740]  宣講悔改的洗禮
[00:14:08.740 --> 00:14:09.780]  洗罪得誓
[00:14:09.780 --> 00:14:12.980]  猶太全地和全耶路撒冷的人都出去
[00:14:12.980 --> 00:14:15.460]  到約翰那裡承認他們的罪
[00:14:15.460 --> 00:14:20.900]  在約翰河裡受他的洗
[00:14:20.900 --> 00:14:23.300]  而有一天當很多人都問他
[00:14:23.300 --> 00:14:24.980]  哇 你做得很成功
[00:14:24.980 --> 00:14:27.140]  這麼多人來到曠野
[00:14:27.140 --> 00:14:28.100]  這麼遠
[00:14:28.100 --> 00:14:29.860]  這麼辛苦山長水遠
[00:14:29.860 --> 00:14:31.540]  都要來聽你的講道
[00:14:31.540 --> 00:14:33.140]  都要來聽你悔改的道
[00:14:33.140 --> 00:14:35.220]  很多人覺得他很厲害的時候
[00:14:35.220 --> 00:14:36.500]  他很謙卑
[00:14:36.500 --> 00:14:39.940]  他說:有一位在我以後來的
[00:14:39.940 --> 00:14:41.940]  能力比我更大
[00:14:41.940 --> 00:14:46.260]  我就是彎腰給他解鞋帶也不配
[00:14:46.260 --> 00:14:48.660]  我用水給你們施洗
[00:14:48.660 --> 00:14:52.340]  他要用聖靈給你們施洗
[00:14:52.340 --> 00:14:57.620]  為什麼他會形容彎腰幫他解鞋帶也不配呢
[00:14:57.620 --> 00:15:02.580]  大家都知道以前他們穿的是什麼鞋
[00:15:02.580 --> 00:15:03.780]  拖鞋
[00:15:03.780 --> 00:15:06.580]  我們叫拖鞋或者叫涼鞋
[00:15:06.580 --> 00:15:09.220]  差不多 看看今天有沒有人穿涼鞋
[00:15:09.220 --> 00:15:10.180]  沒有
[00:15:10.180 --> 00:15:12.580]  有時候你練師穿涼鞋
[00:15:12.580 --> 00:15:13.940]  很舒服的
[00:15:13.940 --> 00:15:16.420]  以前是穿涼鞋的
[00:15:16.420 --> 00:15:17.300]  那涼鞋呢
[00:15:17.300 --> 00:15:17.860]  那他怎麼樣呢
[00:15:17.860 --> 00:15:19.060]  所以耶穌也是穿涼鞋
[00:15:19.060 --> 00:15:21.860]  涼鞋如果走完曠野會怎麼樣
[00:15:21.860 --> 00:15:23.140]  很髒
[00:15:23.140 --> 00:15:24.900]  所以去到別人的家
[00:15:24.900 --> 00:15:26.500]  特別是有錢一點的
[00:15:26.500 --> 00:15:27.780]  他會有僕人
[00:15:27.780 --> 00:15:28.580]  如果有錢一點
[00:15:28.580 --> 00:15:30.580]  還有不同階級的僕人
[00:15:30.580 --> 00:15:33.700]  進去就要僕人負責
[00:15:33.700 --> 00:15:34.740]  兩個字
[00:15:34.740 --> 00:15:35.700]  洗腳
[00:15:35.700 --> 00:15:36.260]  要洗腳
[00:15:36.260 --> 00:15:37.940]  原來僕人有很多級別的
[00:15:37.940 --> 00:15:42.500]  原來洗腳的是最低級的
[00:15:42.500 --> 00:15:43.380]  幫你洗腳
[00:15:43.380 --> 00:15:47.140]  但是洗腳之前要做些什麼
[00:15:47.140 --> 00:15:48.340]  脫鞋
[00:15:48.340 --> 00:15:51.300]  以前就有那些帶
[00:15:51.300 --> 00:15:53.300]  去綁著那雙涼鞋
[00:15:53.300 --> 00:15:55.540]  所以原來有一個級別是這樣的
[00:15:55.540 --> 00:15:57.940]  就是說很撕手的漢
[00:15:57.940 --> 00:15:59.780]  很謙卑的說
[00:15:59.780 --> 00:16:04.180]  我連做最後的那一級都沒有資格
[00:16:04.180 --> 00:16:07.940]  我只能夠做最低的那一級
[00:16:07.940 --> 00:16:11.380]  他是十分之謙卑
[00:16:11.380 --> 00:16:12.740]  一個這麼盡責
[00:16:12.740 --> 00:16:14.500]  這麼謙卑的僕人
[00:16:14.500 --> 00:16:17.940]  剛才你說他有很慘的下場
[00:16:17.940 --> 00:16:21.620]  為什麼他會有這個下場呢
[00:16:21.620 --> 00:16:26.260]  他說原來希律為他兄弟肥力的妻子
[00:16:26.260 --> 00:16:27.860]  希羅底的緣故
[00:16:27.860 --> 00:16:31.060]  派了人去抓了約翰
[00:16:31.060 --> 00:16:33.780]  將他綁在監獄裏面
[00:16:33.780 --> 00:16:37.380]  因為希律已經娶了那個婦人
[00:16:37.380 --> 00:16:38.420]  即是什麼
[00:16:38.420 --> 00:16:42.580]  原來約翰他直斥了當日的皇帝
[00:16:42.580 --> 00:16:44.180]  的統治者
[00:16:44.180 --> 00:16:45.300]  齊菲
[00:16:45.300 --> 00:16:45.780]  是什麼呢
[00:16:45.780 --> 00:16:48.020]  我用環球聖經新的本給大家看
[00:16:48.020 --> 00:16:51.140]  他說約翰就曾對希律說
[00:16:51.140 --> 00:16:54.980]  你佔有了你兄弟的妻子是不對的
[00:16:54.980 --> 00:16:58.020]  就是說他不怕權貴
[00:16:58.020 --> 00:17:01.140]  他去到他面前去直斥齊菲
[00:17:01.140 --> 00:17:04.740]  你不可以佔有你兄弟的妻子
[00:17:04.740 --> 00:17:05.860]  我帶大家去看一看
[00:17:05.860 --> 00:17:09.780]  究竟當日被人抓了的約翰
[00:17:09.780 --> 00:17:12.980]  究竟是在哪裡坐牢的
[00:17:12.980 --> 00:17:14.500]  如果現在你看到
[00:17:14.500 --> 00:17:18.020]  最上那個藍色的圈就是加里尼
[00:17:18.020 --> 00:17:20.100]  地圖不是太難看
[00:17:20.100 --> 00:17:23.700]  因為加里尼旁邊就是加里尼海或者加里尼湖
[00:17:23.700 --> 00:17:28.580]  下面向南那邊就是撒瑪利亞猶大全地
[00:17:28.580 --> 00:17:31.860]  而橙色的圈我一會兒給大家看
[00:17:31.860 --> 00:17:35.220]  這就是約翰下監的地方
[00:17:35.220 --> 00:17:42.260]  耶路撒冷就在現在紅色的位置
[00:17:42.260 --> 00:17:49.220]  而約翰下監的地方就叫馬卡拉斯
[00:17:49.220 --> 00:17:52.500]  他大約被人囚禁了兩年
[00:17:52.500 --> 00:17:55.860]  然後就被殺頭
[00:17:55.860 --> 00:17:59.940]  這個大地點叫做比利亞
[00:17:59.940 --> 00:18:02.900]  大家可以知道他大約在這個地方
[00:18:02.900 --> 00:18:04.820]  他當時究竟做了些什麼事
