
[00:00:00.000 --> 00:00:04.000]  多謝胡牧師提到剛才這本書
[00:01:30.000 --> 00:01:32.000]  所以宣導出版社的社長
[00:01:32.000 --> 00:01:33.000]  可能看了以後覺得
[00:01:33.000 --> 00:01:35.000]  可能這些問題在教會裡面
[00:01:35.000 --> 00:01:37.000]  一般都不會有人敢問的
[00:01:37.000 --> 00:01:41.000]  所以這個版權是屬於宣導出版社的
[00:01:41.000 --> 00:01:44.000]  所以版權是屬於宣導出版社的
[00:01:44.000 --> 00:01:48.000]  我們做研究寫作的人
[00:01:48.000 --> 00:01:50.000]  必須要有很清楚的注釋
[00:01:50.000 --> 00:01:57.000]  說清楚不要搶了別人的美好的事情
[00:01:57.000 --> 00:01:59.000]  所以我們這些專門做寫作的人
[00:01:59.000 --> 00:02:00.000]  必須要懂得這個行規
[00:02:00.000 --> 00:02:04.000]  就是必須要把這個Credit給出版的人
[00:02:04.000 --> 00:02:08.000]  好 今晚我們繼續來思想
[00:02:08.000 --> 00:02:12.000]  做耶穌基督的門徒這件事
[00:02:12.000 --> 00:02:14.000]  今天晚上讓我們繼續來思想
[00:02:14.000 --> 00:02:17.000]  怎麼樣來做耶穌基督門徒這件事情
[00:02:17.000 --> 00:02:19.000]  昨天晚上我們從西門北路
[00:02:19.000 --> 00:02:23.000]  從西門彼得的一生來看
[00:02:23.000 --> 00:02:26.000]  昨天晚上我們從西門彼得的身上
[00:02:26.000 --> 00:02:28.000]  來看他怎麼樣來做耶穌的門徒
[00:02:28.000 --> 00:02:31.000]  我們說他在彼得後書第一章
[00:02:31.000 --> 00:02:36.000]  開宗明義提出八件事
[00:02:36.000 --> 00:02:39.000]  我們看到在彼得後書第一章
[00:02:39.000 --> 00:02:41.000]  他就開宗明義的提出了
[00:02:41.000 --> 00:02:42.000]  跟隨耶穌的八件事情
[00:02:42.000 --> 00:02:45.000]  有了信心又要加上德行
[00:02:45.000 --> 00:02:47.000]  有了信心就要加上德行
[00:02:47.000 --> 00:02:50.000]  有了德行又要加上知識
[00:02:50.000 --> 00:02:52.000]  有了德行就要加上知識
[00:02:52.000 --> 00:02:53.000]  會不會背下去啊
[00:02:53.000 --> 00:02:54.000]  會背下去嗎
[00:02:54.000 --> 00:02:56.000]  有了知識
[00:02:56.000 --> 00:02:59.000]  要加上節制
[00:02:59.000 --> 00:03:01.000]  有了節制
[00:03:01.000 --> 00:03:03.000]  要加上忍耐
[00:03:03.000 --> 00:03:05.000]  有了忍耐
[00:03:05.000 --> 00:03:07.000]  要加上前進
[00:03:07.000 --> 00:03:09.000]  有了前進
[00:03:09.000 --> 00:03:12.000]  要加上愛弟兄的心
[00:03:12.000 --> 00:03:14.000]  有了愛弟兄的心
[00:03:14.000 --> 00:03:18.000]  最後就是要加上愛
[00:03:18.000 --> 00:03:23.000]  今晚我們試下換另一個的角度
[00:03:23.000 --> 00:03:26.000]  來思想同一個的問題
[00:03:26.000 --> 00:03:28.000]  今天我們嘗試用另外一個角度
[00:03:28.000 --> 00:03:30.000]  來思想相同的一個問題
[00:03:30.000 --> 00:03:32.000]  我們說如果要答
[00:03:32.000 --> 00:03:35.000]  什麼是做耶穌的門徒
[00:03:35.000 --> 00:03:38.000]  西門彼得是最有資格的
[00:03:38.000 --> 00:03:39.000]  我想如果我們來問
[00:03:39.000 --> 00:03:40.000]  怎麼樣來做耶穌的門徒
[00:03:40.000 --> 00:03:43.000]  西門彼得應該是最有資格來回答的
[00:03:43.000 --> 00:03:45.000]  不過我今晚應該要再講清楚一點
[00:03:45.000 --> 00:03:48.000]  但今天晚上我應該再說清楚一點
[00:03:48.000 --> 00:03:50.000]  西門彼得最有資格
[00:03:50.000 --> 00:03:55.000]  這個代表是在門徒中間
[00:03:55.000 --> 00:03:56.000]  他最有資格
[00:03:56.000 --> 00:03:57.000]  西門彼得這個資格
[00:03:57.000 --> 00:04:00.000]  是在門徒當中他最有資格
[00:04:00.000 --> 00:04:03.000]  在門徒之上
[00:04:03.000 --> 00:04:04.000]  那在門徒之上呢
[00:04:04.000 --> 00:04:06.000]  你知道吧
[00:04:06.000 --> 00:04:07.000]  你知道
[00:04:07.000 --> 00:04:12.000]  最有資格回答的是主耶穌自己
[00:04:12.000 --> 00:04:16.000]  最有資格來回答這些問題的是主耶穌自己
[00:04:16.000 --> 00:04:18.000]  根據新約聖經所記載
[00:04:18.000 --> 00:04:21.000]  根據新約聖經的記載
[00:04:21.000 --> 00:04:25.000]  你知道耶穌一生收了多少個門徒嗎
[00:04:25.000 --> 00:04:29.000]  你知道耶穌在一生當中收了幾個門徒嗎
[00:04:29.000 --> 00:04:31.000]  約翰福音告訴我們
[00:04:31.000 --> 00:04:35.000]  他收的門徒比施洗約翰還多
[00:04:35.000 --> 00:04:36.000]  那你告訴我們
[00:04:36.000 --> 00:04:40.000]  耶穌所收的門徒比施洗約翰所收的更多
[00:04:40.000 --> 00:04:41.000]  那都挺多的
[00:04:41.000 --> 00:04:42.000]  那挺多的
[00:04:42.000 --> 00:04:44.000]  因為施洗約翰都不少門徒
[00:04:44.000 --> 00:04:47.000]  因為施洗約翰也收了不少門徒
[00:04:47.000 --> 00:04:53.000]  我們是不應該包括那五個餅兩條魚那五千個人
[00:04:53.000 --> 00:04:58.000]  其實我們應該不包括那五餅二魚裡面吃過的那五千個人
[00:04:58.000 --> 00:05:00.000]  他們大概只是來聽一晚培靈會的
[00:05:00.000 --> 00:05:03.000]  他們大概只是來聽一晚上的培靈會而已
[00:05:03.000 --> 00:05:04.000]  吃飽了就回家了
[00:05:04.000 --> 00:05:06.000]  吃飽就回家了
[00:05:06.000 --> 00:05:08.000]  保羅曾經提過
[00:05:08.000 --> 00:05:10.000]  保羅曾經說過
[00:05:10.000 --> 00:05:11.000]  哥倫多前書十五章
[00:05:11.000 --> 00:05:12.000]  講主耶穌復活之後
[00:05:12.000 --> 00:05:15.000]  一次向五百個弟兄顯現
[00:05:15.000 --> 00:05:16.000]  哥倫多前書十五章
[00:05:16.000 --> 00:05:18.000]  在那裡說耶穌一次的顯現
[00:05:18.000 --> 00:05:20.000]  就像五百人顯現
[00:05:20.000 --> 00:05:22.000]  五百個弟兄在一起
[00:05:22.000 --> 00:05:23.000]  五百個弟兄在一起
[00:05:23.000 --> 00:05:25.000]  團聚聚會嗎
[00:05:25.000 --> 00:05:27.000]  男人侍工嗎
[00:05:27.000 --> 00:05:28.000]  男人侍工嗎
[00:05:28.000 --> 00:05:30.000]  是男人的侍工嗎
[00:05:30.000 --> 00:05:31.000]  不知道
[00:05:31.000 --> 00:05:33.000]  保羅都不在場
[00:05:33.000 --> 00:05:34.000]  保羅也不在場
[00:05:34.000 --> 00:05:37.000]  另外路加醫生也曾經記載
[00:05:37.000 --> 00:05:38.000]  耶穌復活之後
[00:05:38.000 --> 00:05:40.000]  路加醫生也曾經記載
[00:05:40.000 --> 00:05:41.000]  耶穌復活之後
[00:05:41.000 --> 00:05:44.000]  門徒聚集在耶路撒冷
[00:05:44.000 --> 00:05:47.000]  等候父神所應許的聖靈降臨
[00:05:47.000 --> 00:05:49.000]  門徒聚集在耶路撒冷
[00:05:49.000 --> 00:05:52.000]  等候神所應許的聖靈降臨
[00:05:52.000 --> 00:05:55.000]  有多少人一同在耶路撒冷祈禱呢
[00:05:55.000 --> 00:05:58.000]  有多少人在耶路撒冷一起祈禱呢
[00:05:58.000 --> 00:06:00.000]  一百二十人
[00:06:00.000 --> 00:06:01.000]  一百二十個人
[00:06:01.000 --> 00:06:03.000]  你說我記得了
[00:06:03.000 --> 00:06:04.000]  你說我想起來了
[00:06:04.000 --> 00:06:06.000]  耶穌曾經兩個兩個
[00:06:06.000 --> 00:06:08.000]  差遣祂的門徒出去
[00:06:08.000 --> 00:06:10.000]  總共有七十個
[00:06:10.000 --> 00:06:11.000]  耶穌曾經兩個兩個的
[00:06:11.000 --> 00:06:14.000]  差派門徒一共有七十位
[00:06:14.000 --> 00:06:17.000]  有名有姓的名單記載的是
[00:06:17.000 --> 00:06:19.000]  十二門徒
[00:06:19.000 --> 00:06:21.000]  十二使徒
[00:06:21.000 --> 00:06:24.000]  有名有姓記錄的是十二位使徒
[00:06:24.000 --> 00:06:27.000]  無論你怎樣計算這一筆數都好
[00:06:27.000 --> 00:06:29.000]  無論你怎樣來計算這個數字
[00:06:29.000 --> 00:06:30.000]  五百
[00:06:30.000 --> 00:06:31.000]  一百二十
[00:06:31.000 --> 00:06:32.000]  七十
[00:06:32.000 --> 00:06:33.000]  十二
[00:06:33.000 --> 00:06:34.000]  加起來
[00:06:34.000 --> 00:06:35.000]  五百
[00:06:35.000 --> 00:06:36.000]  一百二十
[00:06:36.000 --> 00:06:37.000]  七十或者十二
[00:06:37.000 --> 00:06:38.000]  加在一起
[00:06:38.000 --> 00:06:39.000]  還是你不加起來
[00:06:39.000 --> 00:06:41.000]  或者是不加在一起
[00:06:41.000 --> 00:06:43.000]  你一定還知道一個事實
[00:06:43.000 --> 00:06:45.000]  你一定還知道一個事實
[00:06:45.000 --> 00:06:49.000]  在耶穌眾多的門徒中間
[00:06:49.000 --> 00:06:51.000]  在耶穌眾多的門徒當中
[00:06:51.000 --> 00:06:58.000]  耶穌是特別選了三個入室弟子
[00:06:58.000 --> 00:07:01.000]  耶穌特別選了三位入室弟子
[00:07:01.000 --> 00:07:02.000]  彼得
[00:07:02.000 --> 00:07:03.000]  亞各
[00:07:03.000 --> 00:07:05.000]  約翰
[00:07:05.000 --> 00:07:06.000]  約翰
[00:07:06.000 --> 00:07:12.000]  當然這裡說的是兩對兄弟
[00:07:12.000 --> 00:07:14.000]  當然這裡說的是一對兄弟
[00:07:14.000 --> 00:07:16.000]  不過安德烈並沒有入選
[00:07:16.000 --> 00:07:19.000]  但是安德烈並沒有在這個名單裡面
[00:07:19.000 --> 00:07:22.000]  所以所有的十二使徒名單
[00:07:22.000 --> 00:07:24.000]  都是第四個才提到安德烈
[00:07:24.000 --> 00:07:27.000]  拆開了彼得和安德烈這一對兄弟
[00:07:27.000 --> 00:07:29.000]  所以在所有記錄
[00:07:29.000 --> 00:07:31.000]  這十二位使徒名單裡面
[00:07:31.000 --> 00:07:35.000]  總是把安德烈拆開的
[00:07:35.000 --> 00:07:36.000]  他們四個人
[00:07:36.000 --> 00:07:37.000]  他們四個人
[00:07:37.000 --> 00:07:40.000]  是從加利利湖邊開始
[00:07:40.000 --> 00:07:41.000]  是從加利利湖邊
[00:07:41.000 --> 00:07:43.000]  來往重組的
[00:07:43.000 --> 00:07:46.000]  開始來跟隨耶穌的
[00:07:46.000 --> 00:07:48.000]  耶穌呼召他們來跟從我
[00:07:48.000 --> 00:07:50.000]  我要使你們得人如得魚一樣
[00:07:50.000 --> 00:07:52.000]  耶穌呼召他們來跟隨我
[00:07:52.000 --> 00:07:53.000]  我要讓你們得人如得魚
[00:07:53.000 --> 00:07:56.000]  他們就撇下魚網跟從耶穌
[00:07:56.000 --> 00:07:59.000]  他們就撇下了魚網來跟隨耶穌
[00:07:59.000 --> 00:08:00.000]  你說不止
[00:08:00.000 --> 00:08:01.000]  你說不止是這樣
[00:08:01.000 --> 00:08:03.000]  西比泰的這兩個兒子
[00:08:03.000 --> 00:08:04.000]  雅各和約翰
[00:08:04.000 --> 00:08:06.000]  還撇下父親
[00:08:06.000 --> 00:08:07.000]  有沒有印象啊
[00:08:07.000 --> 00:08:09.000]  你說西比泰的這兩個兒子
[00:08:09.000 --> 00:08:10.000]  雅各和約翰
[00:08:10.000 --> 00:08:12.000]  還撇下了他們的父親
[00:08:12.000 --> 00:08:13.000]  你還記得嗎
[00:08:13.000 --> 00:08:15.000]  所以他們四個人跟從耶穌
[00:08:15.000 --> 00:08:17.000]  所以他們四位跟隨耶穌
[00:08:17.000 --> 00:08:19.000]  耶穌在這兩對兄弟當中
[00:08:19.000 --> 00:08:22.000]  揀選了三個入室弟子
[00:08:22.000 --> 00:08:24.000]  耶穌在這兩對的兄弟當中
[00:08:24.000 --> 00:08:26.000]  揀了三個人作為入室弟子
[00:08:26.000 --> 00:08:33.000]  雅各和約翰同時入選
[00:08:33.000 --> 00:08:39.000]  成為耶穌身邊這三個貼身的門徒
[00:08:39.000 --> 00:08:44.000]  成為耶穌身邊這三個貼身門徒之中的兩位
[00:08:44.000 --> 00:08:48.000]  耶穌真是特別照顧他們三個的
[00:08:48.000 --> 00:08:49.000]  你有沒有留意啊
[00:08:49.000 --> 00:08:50.000]  你有沒有發現
[00:08:50.000 --> 00:08:52.000]  耶穌好像特別照顧這三位
[00:08:52.000 --> 00:08:54.000]  譬如你讀福音書
[00:08:54.000 --> 00:08:55.000]  譬如說你讀福音書
[00:08:55.000 --> 00:08:59.000]  你會發現到去叫崖佬
[00:08:59.000 --> 00:09:03.000]  這個管會堂的崖佬的女兒
[00:09:03.000 --> 00:09:05.000]  活的那件神蹟
[00:09:05.000 --> 00:09:07.000]  你還記得在管會堂的閻魯身上
[00:09:07.000 --> 00:09:09.000]  所施行的那個神蹟
[00:09:09.000 --> 00:09:10.000]  還記得嗎
[00:09:10.000 --> 00:09:12.000]  他的女兒死了
[00:09:12.000 --> 00:09:16.000]  很多人走過來安慰他們兩夫婦
[00:09:16.000 --> 00:09:18.000]  很多人來到他們家中來安慰他們夫婦
[00:09:18.000 --> 00:09:20.000]  所以當耶穌去到的時候
[00:09:20.000 --> 00:09:22.000]  非常的喧鬧
[00:09:22.000 --> 00:09:25.000]  所以東方人的習慣和西方人很不同
[00:09:25.000 --> 00:09:27.000]  所以東方人的習慣和西方人是不一樣的
[00:09:27.000 --> 00:09:30.000]  西方人的安息禮拜是很安靜的
[00:09:30.000 --> 00:09:33.000]  西方人的安息禮拜是非常安靜的
[00:09:33.000 --> 00:09:35.000]  但我們不哭就沒有禮貌
[00:09:35.000 --> 00:09:36.000]  但是我們華人來講
[00:09:36.000 --> 00:09:38.000]  如果你不哭的話就是沒有禮貌
[00:09:38.000 --> 00:09:40.000]  你哭得不大聲也沒有禮貌
[00:09:40.000 --> 00:09:42.000]  如果你哭的聲音不大也是更沒有禮貌
[00:09:42.000 --> 00:09:44.000]  這是禮貌
[00:09:44.000 --> 00:09:46.000]  所以東方人去到這些場合裡
[00:09:46.000 --> 00:09:48.000]  是很吵的
[00:09:48.000 --> 00:09:50.000]  所以東方人在這種場合裡
[00:09:50.000 --> 00:09:52.000]  是非常喧鬧的
[00:09:52.000 --> 00:09:56.000]  耶穌叫所有的人留在屋外
[00:09:56.000 --> 00:09:59.000]  耶穌讓其他人都留在屋子的外面
[00:09:59.000 --> 00:10:04.000]  只是帶著彼得、雅各、約翰
[00:10:04.000 --> 00:10:07.000]  只是帶著彼得、雅各和約翰
[00:10:07.000 --> 00:10:10.000]  還有艾魯和艾魯夫人
[00:10:10.000 --> 00:10:13.000]  還有帶上閻羅和他的夫人
[00:10:13.000 --> 00:10:16.000]  你回去看清楚那段聖經
[00:10:16.000 --> 00:10:19.000]  你可能每次讀聖經的時候都沒有注意到
[00:10:19.000 --> 00:10:21.000]  安德烈沒有機會進去
[00:10:21.000 --> 00:10:24.000]  他只負責在門口招待
[00:10:24.000 --> 00:10:26.000]  他只負責在外面做招待
[00:10:26.000 --> 00:10:31.000]  三個門徒親眼目睹主耶穌
[00:10:31.000 --> 00:10:33.000]  叫死人復活
[00:10:33.000 --> 00:10:35.000]  這三位門徒親眼看見
[00:10:35.000 --> 00:10:38.000]  耶穌讓死人從死裡復活
[00:10:38.000 --> 00:10:41.000]  我記得登山變象
[00:10:41.000 --> 00:10:43.000]  我們還記得登山變象
[00:10:43.000 --> 00:10:45.000]  又是這三個門徒
[00:10:45.000 --> 00:10:46.000]  也是這三位門徒
[00:10:46.000 --> 00:10:49.000]  跟著主耶穌登上高山
[00:10:49.000 --> 00:10:51.000]  跟著主耶穌登上了高山
[00:10:51.000 --> 00:10:57.000]  有摩西和以利亞站在主的旁邊
[00:10:57.000 --> 00:11:00.000]  有摩西和以利亞站在了主耶穌的旁邊
[00:11:00.000 --> 00:11:03.000]  其餘的門徒在山下做什麼?
[00:11:03.000 --> 00:11:05.000]  其餘的門徒在山下做什麼?
[00:11:05.000 --> 00:11:08.000]  他們繼續服侍
[00:11:08.000 --> 00:11:11.000]  有人帶被鬼附的小朋友來
[00:11:11.000 --> 00:11:14.000]  有人帶被鬼附的小朋友來
[00:11:14.000 --> 00:11:17.000]  一隻鬼就搞得他們一鑊泡
[00:11:17.000 --> 00:11:20.000]  只有一個鬼就讓他們手忙腳亂
[00:11:20.000 --> 00:11:25.000]  山上那三個門徒一點都不是這樣的
[00:11:25.000 --> 00:11:28.000]  山上那三位門徒卻一點不是這樣的
[00:11:28.000 --> 00:11:31.000]  他們說我們在這裡真好
[00:11:31.000 --> 00:11:35.000]  他們說我們在這裡真好
[00:11:35.000 --> 00:11:40.000]  不如搭三座棚子就像住棚節一樣
[00:11:40.000 --> 00:11:43.000]  不如搭三座棚子就像住棚節一樣
[00:11:43.000 --> 00:11:45.000]  當然不是給亞哥和約翰一人一座
[00:11:45.000 --> 00:11:47.000]  當然不是給他們三個門徒自己
[00:11:47.000 --> 00:11:49.000]  你千萬不要會錯意
[00:11:49.000 --> 00:11:50.000]  你千萬不要會錯意
[00:11:50.000 --> 00:11:52.000]  他說他短宣只有三間房你就衝進去
[00:11:52.000 --> 00:11:55.000]  你不要說短宣只有三間房你就衝進去
[00:11:55.000 --> 00:11:57.000]  一座給主任牧師
[00:11:57.000 --> 00:11:58.000]  一座是給主任牧師的
[00:11:58.000 --> 00:12:00.000]  一座給領隊
[00:12:00.000 --> 00:12:01.000]  一座是給領隊
[00:12:01.000 --> 00:12:02.000]  第三個給誰
[00:12:02.000 --> 00:12:05.000]  第三間房是給蔣元
[00:12:05.000 --> 00:12:08.000]  一座為主耶穌
[00:12:08.000 --> 00:12:09.000]  一座為摩西
[00:12:09.000 --> 00:12:10.000]  一座為以利亞
[00:12:10.000 --> 00:12:11.000]  一座是為主耶穌
[00:12:11.000 --> 00:12:12.000]  一座是為摩西
[00:12:12.000 --> 00:12:13.000]  一座是為以利亞
[00:12:13.000 --> 00:12:15.000]  那他們三個做什麼呢
[00:12:15.000 --> 00:12:17.000]  那他們三位做什麼呢
[00:12:17.000 --> 00:12:20.000]  斬柴挑水生火煮飯
[00:12:20.000 --> 00:12:23.000]  斬柴挑水生火煮飯
[00:12:23.000 --> 00:12:25.000]  你沒上過少林寺嗎
[00:12:25.000 --> 00:12:26.000]  你去過少林寺嗎
[00:12:26.000 --> 00:12:27.000]  做徒弟
[00:12:27.000 --> 00:12:29.000]  做門徒
[00:12:29.000 --> 00:12:33.000]  大家的輩分分得很清楚
[00:12:33.000 --> 00:12:39.000]  不過你知道事情的結束是什麼
[00:12:39.000 --> 00:12:43.000]  主耶穌帶著這三位門徒
[00:12:43.000 --> 00:12:48.000]  在他們面前登山變相
[00:12:48.000 --> 00:12:51.000]  你可以說是一個特權
[00:12:51.000 --> 00:12:53.000]  這其實是一個特權
[00:12:53.000 --> 00:12:55.000]  其實不是的
[00:12:55.000 --> 00:12:57.000]  如果你留心修養聖經的解釋
[00:12:57.000 --> 00:12:59.000]  其實你留心新約聖經的解釋
[00:12:59.000 --> 00:13:00.000]  不是的
[00:13:00.000 --> 00:13:03.000]  彼得去到寫書信的時候
[00:13:03.000 --> 00:13:05.000]  彼得在寫書信的時候
[00:13:05.000 --> 00:13:09.000]  他提到他們見到主在山上
[00:13:09.000 --> 00:13:12.000]  所彰顯的威榮
[00:13:12.000 --> 00:13:16.000]  他提到了他們在山上見到主耶穌的威榮
[00:13:16.000 --> 00:13:21.000]  和福音書記載耶穌下山之後
[00:13:21.000 --> 00:13:24.000]  所彰顯的威榮
[00:13:24.000 --> 00:13:26.000]  同一個希臘文的字
[00:13:26.000 --> 00:13:28.000]  換句話說
[00:13:28.000 --> 00:13:32.000]  山上山下其實沒有分別的
[00:13:32.000 --> 00:13:36.000]  我們不要有那麼多階級鬥爭的觀念
[00:13:36.000 --> 00:13:40.000]  不是這樣區分的
[00:13:40.000 --> 00:13:42.000]  如果讓我選的話
[00:13:42.000 --> 00:13:44.000]  我當然選那三個
[00:13:44.000 --> 00:13:46.000]  如果讓我選的話
[00:13:46.000 --> 00:13:48.000]  我一定選那三個
[00:13:48.000 --> 00:13:50.000]  我一定選那三個
[00:13:50.000 --> 00:13:52.000]  我一定選那三個
[00:13:52.000 --> 00:13:54.000]  但是如果你說讓我來選的話
[00:13:54.000 --> 00:13:56.000]  我一定選那三個
[00:13:56.000 --> 00:13:59.000]  我一定是要緊緊的跟隨主耶穌身邊
[00:13:59.000 --> 00:14:06.000]  當然是喜歡親眼看到耶穌登山變相
[00:14:06.000 --> 00:14:10.000]  是的也是同樣這三位門徒
[00:14:10.000 --> 00:14:12.000]  克西瑪尼人
[00:14:12.000 --> 00:14:18.000]  主耶穌最難過的時候
[00:14:18.000 --> 00:14:20.000]  在主耶穌最難過的時候
[00:14:20.000 --> 00:14:24.000]  汗如血點滴在地上
[00:14:24.000 --> 00:14:27.000]  汗如血滴滴落在地上的時候
[00:14:27.000 --> 00:14:29.000]  耶穌不是流鼻血
[00:14:29.000 --> 00:14:33.000]  是汗如血點滴在地上
[00:14:33.000 --> 00:14:36.000]  那是說汗如血滴滴在地上
[00:14:36.000 --> 00:14:37.000]  希伯來書說
[00:14:37.000 --> 00:14:40.000]  他大聲哀哭流淚禱告
[00:14:40.000 --> 00:14:41.000]  希伯來書說
[00:14:41.000 --> 00:14:43.000]  他大聲哀哭流淚禱告
[00:14:43.000 --> 00:14:45.000]  在這個時候
[00:14:45.000 --> 00:14:47.000]  耶穌做什麼
[00:14:47.000 --> 00:14:51.000]  他發訊息給三位弟子
[00:14:51.000 --> 00:14:55.000]  你們來跟我一起緊緊
[00:14:55.000 --> 00:14:59.000]  三位門徒非常緊張
[00:14:59.000 --> 00:15:05.000]  陪著主耶穌去到克西瑪尼人的裏面
[00:15:05.000 --> 00:15:07.000]  不過你又知道發生什麼事
[00:15:07.000 --> 00:15:12.000]  心靈固然願意
[00:15:12.000 --> 00:15:15.000]  肉體卻軟弱了
[00:15:15.000 --> 00:15:19.000]  一天很忙碌很緊張
[00:15:19.000 --> 00:15:25.000]  預備培靈會很多工作跑來跑去
[00:15:25.000 --> 00:15:29.000]  現在坐下來禱告了
[00:15:29.000 --> 00:15:31.000]  就睡著了
[00:15:31.000 --> 00:15:33.000]  你叫醒他
[00:15:33.000 --> 00:15:34.000]  他說為什麼叫醒我
[00:15:34.000 --> 00:15:35.000]  我見夷夢了
[00:15:35.000 --> 00:15:36.000]  你把他叫醒
[00:15:36.000 --> 00:15:37.000]  你說他為什麼把我叫醒了
[00:15:37.000 --> 00:15:39.000]  我正在做夷夢呢
[00:15:39.000 --> 00:15:43.000]  彼得那哥也還在主的身邊
[00:15:43.000 --> 00:15:47.000]  他們很願意陪伴主耶穌
[00:15:47.000 --> 00:15:49.000]  不過不容易
[00:15:49.000 --> 00:15:51.000]  這三個門徒
[00:15:51.000 --> 00:15:55.000]  得天獨厚
[00:15:55.000 --> 00:15:57.000]  是不是這樣呢
[00:15:57.000 --> 00:15:58.000]  彼得我們很熟悉
[00:15:58.000 --> 00:15:59.000]  昨晚說了他的一生
[00:15:59.000 --> 00:16:00.000]  彼得我們非常熟悉他
[00:16:00.000 --> 00:16:02.000]  因為昨天晚上我們說了他的一生
[00:16:02.000 --> 00:16:07.000]  今晚我們想來看看第二號人物
[00:16:07.000 --> 00:16:09.000]  我們今天晚上繼續來看第二號人物
[00:16:09.000 --> 00:16:12.000]  雅各
[00:16:12.000 --> 00:16:14.000]  你好像不太認識他
[00:16:14.000 --> 00:16:16.000]  你可能對他不熟悉
[00:16:16.000 --> 00:16:19.000]  因為在新約聖經裡面最出名的那個雅各不是他
[00:16:19.000 --> 00:16:22.000]  因為在新約聖經裡面最出名的雅各不是他
[00:16:22.000 --> 00:16:24.000]  寫雅各書的不是他
[00:16:24.000 --> 00:16:26.000]  寫雅各書的不是他
[00:16:26.000 --> 00:16:27.000]  那個是誰呢
[00:16:27.000 --> 00:16:28.000]  那個是哪一位呢
[00:16:28.000 --> 00:16:30.000]  那個是耶穌的弟弟雅各
[00:16:30.000 --> 00:16:32.000]  那是耶穌的肉身的弟弟
[00:16:32.000 --> 00:16:37.000]  在《使徒行傳》裡面跟保羅曾經辯論過很多次的雅各
[00:16:37.000 --> 00:16:41.000]  就是在《使徒行傳》裡面跟保羅曾經有多次辯論的那位雅各
[00:16:41.000 --> 00:16:44.000]  是耶路撒冷的儲石的雅各
[00:16:44.000 --> 00:16:47.000]  是被稱為在耶路撒冷教會的注石的那位雅各
[00:16:47.000 --> 00:16:49.000]  到寫信的時候
[00:16:49.000 --> 00:16:53.000]  都總引用保羅書信裡面的說話
[00:16:53.000 --> 00:16:57.000]  來跟保羅辯論的雅各
[00:16:57.000 --> 00:17:03.000]  還在引用保羅書信裡面的文字來跟保羅辯論的那位雅各
[00:17:03.000 --> 00:17:06.000]  不要以為他是異端
[00:17:06.000 --> 00:17:08.000]  你不要以為他是異端
[00:17:08.000 --> 00:17:10.000]  不要以為他守律法、守國禮
[00:17:10.000 --> 00:17:12.000]  你不要以為他守律法、守歌靈
[00:17:12.000 --> 00:17:15.000]  我們曾經解釋過大公書信
[00:17:15.000 --> 00:17:17.000]  我們曾經解釋過大公書信
[00:17:17.000 --> 00:17:19.000]  新約聖經
[00:17:19.000 --> 00:17:20.000]  新約聖經
[00:17:20.000 --> 00:17:21.000]  羅馬書重要嗎?
[00:17:21.000 --> 00:17:22.000]  羅馬書重要嗎?
[00:17:22.000 --> 00:17:23.000]  非常重要
