
[00:00:00.000 --> 00:00:08.840]  我本來真的預備繼續講這個《十二小仙之書》
[00:03:18.760 --> 00:03:22.280]  然後耶穌就起來 24節他做了一些事情
[00:03:22.280 --> 00:03:27.640]  就是徹插風浪 然後風浪就停止了 停息了
[00:03:27.640 --> 00:03:31.440]  然後25節的時間 耶穌就問了他們一個問題
[00:03:31.440 --> 00:03:32.600]  這個問題是什麼?
[00:03:32.600 --> 00:03:35.440]  他說你們的信心在哪裡?
[00:03:35.440 --> 00:03:41.080]  很奇怪 或者這麼說 你們的信心在哪裡?
[00:03:41.080 --> 00:03:43.480]  很奇怪 為什麼會問一個這樣的問題呢?
[00:03:43.480 --> 00:03:48.640]  究竟什麼是信心 什麼是信仰 會走來走去的嗎?
[00:03:48.640 --> 00:03:51.040]  那個信心在哪裡? 那個信心在哪裡?
[00:03:51.040 --> 00:03:52.440]  為什麼耶穌會這樣問?
[00:03:52.440 --> 00:03:55.760]  為什麼他們經歷了一次很大的風浪
[00:03:55.760 --> 00:03:59.000]  也都見到耶穌去平靜那個風浪
[00:03:59.000 --> 00:04:00.720]  很大的能力的時間
[00:04:00.720 --> 00:04:03.560]  但是為什麼耶穌反過來問這幫門徒
[00:04:03.560 --> 00:04:09.160]  說你的信心在哪裡?信心在哪裡?
[00:04:09.160 --> 00:04:13.440]  信心在他們的頭腦上 在心上
[00:04:13.440 --> 00:04:16.240]  信心在他們的心 在心上
[00:04:16.240 --> 00:04:20.120]  還是信心在他們的手上 是做出來的而已
[00:04:20.120 --> 00:04:22.880]  很多的活動 做出來的信心
[00:04:22.880 --> 00:04:24.760]  這樣 為什麼耶穌會問呢?
[00:04:24.760 --> 00:04:27.680]  信心會走的嗎?會突然間不見了嗎?
[00:04:27.680 --> 00:04:30.280]  會隨著環境改變的時間
[00:04:30.280 --> 00:04:32.400]  信心不知道去了哪裡嗎?
[00:04:32.400 --> 00:04:34.000]  這個問題很奇怪吧?
[00:04:34.000 --> 00:04:37.800]  所以耶穌就問他們 你們的信心在哪裡?
[00:04:37.800 --> 00:04:40.640]  弟兄姊妹 其實這句話今天
[00:04:40.640 --> 00:04:43.280]  在新的年頭的第一天
[00:04:43.280 --> 00:04:46.440]  我相信耶穌都可能會問我們
[00:04:46.440 --> 00:04:50.000]  弟兄姊妹 你的信心在哪裡?
[00:04:50.000 --> 00:04:50.880]  你怎麼回答?
[00:04:50.880 --> 00:04:53.480]  而這幫人很有趣
[00:04:53.480 --> 00:04:57.440]  他不是回答耶穌說的
[00:04:57.440 --> 00:04:59.920]  你的信心在哪裡?我的信心在我的頭腦上
[00:04:59.920 --> 00:05:01.880]  我的信心在我的心上
[00:05:01.880 --> 00:05:03.880]  耶穌 我的信心在我的手上
[00:05:03.880 --> 00:05:06.080]  你做了很多事情 你報道會的時候
[00:05:06.080 --> 00:05:07.360]  我幫你排隊的嘛
[00:05:07.360 --> 00:05:09.120]  你說要開船去對面的時候
[00:05:09.120 --> 00:05:10.440]  我幫你撐船的嘛
[00:05:10.440 --> 00:05:12.240]  我很勞心勞力的
[00:05:12.240 --> 00:05:13.560]  我的信心在哪裡?
[00:05:13.560 --> 00:05:16.320]  在我的頭 在我的心 在我的手上
[00:05:16.320 --> 00:05:17.920]  他不是這樣回答
[00:05:17.920 --> 00:05:21.320]  這幫人彼此反而在問這個問題
[00:05:21.320 --> 00:05:22.760]  這個人究竟是誰?
[00:05:22.760 --> 00:05:24.160]  我們說過很多次了 是不是?
[00:05:24.160 --> 00:05:29.160]  所以今天不是嘗試去很深入地看
[00:05:29.160 --> 00:05:31.800]  這幾個故事背後的一些什麼意思
[00:05:31.800 --> 00:05:35.720]  而是想給你看一件帶出整個故事
[00:05:35.720 --> 00:05:37.080]  為什麼要看路加呢?
[00:05:37.080 --> 00:05:39.200]  因為他串聯的時間很有趣
[00:05:39.200 --> 00:05:42.240]  路加在24、25節提出這兩個問題的時間
[00:05:42.240 --> 00:05:46.480]  接著打下去的幾個故事就是嘗試回答這兩個問題
[00:05:46.480 --> 00:05:50.080]  這幫人問這到底是誰?他是誰來的?
[00:05:50.080 --> 00:05:52.800]  他之前其實這幫人不是已經經過
[00:05:52.800 --> 00:05:55.840]  就是和耶穌在路加的旅程上
[00:05:55.840 --> 00:05:58.800]  一路走了一段路了嗎?
[00:05:58.800 --> 00:06:03.800]  不是見過耶穌在不同的地方走過很多神跡嗎?
[00:06:03.800 --> 00:06:06.600]  進去會堂的時候有一個人的手枯乾了
[00:06:06.600 --> 00:06:07.960]  然後耶穌摸他的時候
[00:06:07.960 --> 00:06:12.520]  哇!馬上要亮到好像完全沒有發生過任何事
[00:06:12.520 --> 00:06:14.040]  好像嬰兒的手那樣
[00:06:14.040 --> 00:06:20.080]  他見過很多神跡是藉著耶穌在不同地方去張展
[00:06:20.080 --> 00:06:24.320]  但是為什麼今天他們會問這到底是誰?
[00:06:24.320 --> 00:06:28.520]  是不是因為這個神跡發生在他們自己身上的時間
[00:06:28.520 --> 00:06:30.520]  我們說很杜獄
[00:06:30.520 --> 00:06:32.520]  所以他就回答這個問題
[00:06:32.520 --> 00:06:36.040]  這到底是誰?連風和浪都聽他
[00:06:36.040 --> 00:06:37.640]  我們就帶出這兩個問題
[00:06:37.640 --> 00:06:39.920]  上路可以看一下
[00:06:39.920 --> 00:06:43.320]  在年頭的時間可以嘗試去想飛
[00:06:43.320 --> 00:06:45.120]  不是想飛起那個飛
[00:06:45.120 --> 00:06:48.120]  是思想飛這個主題的時間
[00:06:48.120 --> 00:06:51.240]  藉著這兩個問題我們一起開始進入
[00:06:51.240 --> 00:06:52.840]  開始的時候有個祈禱
[00:06:52.840 --> 00:06:54.240]  基本上就是感謝讚美你
[00:06:54.240 --> 00:07:01.120]  是你自己將生命在十字架上為我們寫下去
[00:07:01.120 --> 00:07:03.920]  以致我們和你可以建立一個關係
[00:07:03.920 --> 00:07:07.880]  以致我們和創造天地的上帝可以建立一個關係
[00:07:07.880 --> 00:07:11.720]  以致我們可以認識我們生命可以再和你結連的時間
[00:07:11.720 --> 00:07:13.520]  成為我們生命的信仰
[00:07:13.520 --> 00:07:15.680]  有沒有主理者恩典在新的一年
[00:07:15.680 --> 00:07:18.280]  在套年開始的第一天的時間
[00:07:18.280 --> 00:07:21.560]  我們重新去思想在我們生命當中
[00:07:21.560 --> 00:07:23.840]  什麼是飛
[00:07:23.840 --> 00:07:26.120]  仰望你自己的大靈幫助我們每一個
[00:07:26.120 --> 00:07:28.040]  共主耶穌保佑你們每一天的祈禱
[00:07:28.040 --> 00:07:28.760]  Amen
[00:07:28.760 --> 00:07:31.000]  這些經文很熟悉
[00:07:31.000 --> 00:07:32.680]  一個一個故事很熟悉
[00:07:32.680 --> 00:07:34.880]  但我嘗試從另一個角度
[00:07:34.880 --> 00:07:37.320]  從飛的角度帶出來看的時間
[00:07:37.320 --> 00:07:40.800]  我們再看這些一個又一個很熟悉的故事的時候
[00:07:40.800 --> 00:07:44.560]  究竟給到一些什麼不一樣的信息
[00:07:44.560 --> 00:07:48.600]  我們在新年的第一天裏面去做一些反省
[00:07:48.600 --> 00:07:51.800]  八章26至31節就講一個故事
[00:07:51.800 --> 00:07:52.840]  就是剛才講的
[00:07:52.840 --> 00:07:55.560]  耶穌就叫那些門徒划船
[00:07:55.560 --> 00:07:58.120]  過到加利利海的另一邊
[00:07:58.120 --> 00:07:58.920]  格拉森
[00:07:58.920 --> 00:08:00.360]  格拉森發生了什麼事
[00:08:00.360 --> 00:08:00.960]  大家很熟悉
[00:08:00.960 --> 00:08:02.760]  在格拉森裏面的時間
[00:08:02.760 --> 00:08:03.440]  他都說了
[00:08:03.440 --> 00:08:05.600]  在加利利湖的對面
[00:08:05.600 --> 00:08:10.120]  有一個被鬼附的人
[00:08:10.120 --> 00:08:13.040]  是一個被鬼附的人
[00:08:13.040 --> 00:08:14.320]  他不穿衣服
[00:08:14.320 --> 00:08:15.320]  不住在家裏
[00:08:15.320 --> 00:08:16.720]  是住在曠野
[00:08:16.720 --> 00:08:17.400]  或者這麼說
[00:08:17.400 --> 00:08:20.120]  是住在那些墳墓裏面
[00:08:20.120 --> 00:08:21.720]  為什麼他會住在墳墓裏面
[00:08:21.720 --> 00:08:26.800]  原來這個人是屢次都被人抓住了
[00:08:26.800 --> 00:08:28.480]  用鐵鏈鎖住了
[00:08:28.480 --> 00:08:30.760]  也都用腳鐐鎖住了
[00:08:30.760 --> 00:08:33.440]  但是他很厲害
[00:08:33.440 --> 00:08:35.720]  他的力量很大
[00:08:35.720 --> 00:08:36.920]  有多大
[00:08:36.920 --> 00:08:39.840]  他掙斷了那些鐵鏈
[00:08:39.840 --> 00:08:42.040]  甚至
[00:08:42.040 --> 00:08:43.560]  為什麼他可以掙斷鐵鏈
[00:08:43.560 --> 00:08:44.960]  因為他是被鬼附
[00:08:44.960 --> 00:08:46.840]  不是因為這個人很厲害
[00:08:46.840 --> 00:08:48.480]  不是他亞諾舒華·申尼加
[00:08:48.480 --> 00:08:49.280]  他不是Rambo
[00:08:49.280 --> 00:08:50.600]  鐵鏈鎖住
[00:08:50.600 --> 00:08:51.520]  這樣就弄開了他
[00:08:51.520 --> 00:08:52.160]  不是
[00:08:52.160 --> 00:08:53.560]  是因為他被鬼附
[00:08:53.560 --> 00:08:56.280]  是那些鬼在他生命當中
[00:08:56.280 --> 00:08:57.800]  很大的力量
[00:08:57.800 --> 00:08:59.440]  鑽鏈在這個人那裏
[00:08:59.440 --> 00:09:01.200]  我不應該不鑽鏈
[00:09:01.200 --> 00:09:03.960]  就是加在這個人那裏
[00:09:03.960 --> 00:09:05.920]  他掙斷了那些鐵鏈
[00:09:05.920 --> 00:09:09.880]  然後那個力量甚至將他趕入曠野那裏
[00:09:09.880 --> 00:09:12.000]  離開了他家裏的人
[00:09:12.000 --> 00:09:13.560]  不穿衣服
[00:09:13.560 --> 00:09:14.560]  好了
[00:09:14.560 --> 00:09:15.920]  上岸的時間
[00:09:15.920 --> 00:09:18.800]  就見到耶穌
[00:09:18.800 --> 00:09:21.000]  他一見到耶穌的時間
[00:09:21.000 --> 00:09:22.680]  就苦服
[00:09:22.680 --> 00:09:24.240]  喊叫
[00:09:24.240 --> 00:09:25.320]  大聲說
[00:09:25.320 --> 00:09:26.640]  他說什麼
[00:09:26.640 --> 00:09:28.600]  至高神的兒子耶穌
[00:09:28.600 --> 00:09:29.760]  我跟你有什麼關係
[00:09:29.760 --> 00:09:32.240]  求你不要使我受苦
[00:09:32.240 --> 00:09:34.080]  這句話好像很簡單
[00:09:34.080 --> 00:09:35.720]  其實一點都不簡單
[00:09:35.720 --> 00:09:38.560]  剛才那幫門徒問一個問題
[00:09:38.560 --> 00:09:39.680]  就是
[00:09:39.680 --> 00:09:42.040]  這個人究竟是誰
[00:09:42.040 --> 00:09:42.800]  在這裏
[00:09:42.800 --> 00:09:44.400]  我答案就告訴你
[00:09:44.400 --> 00:09:46.240]  耶穌是誰
[00:09:46.240 --> 00:09:48.000]  不是其他人說
[00:09:48.000 --> 00:09:50.560]  是那幫鬼
[00:09:50.560 --> 00:09:51.640]  見到耶穌的時候
[00:09:51.640 --> 00:09:52.680]  他說
[00:09:52.680 --> 00:09:53.840]  耶穌是誰
[00:09:53.840 --> 00:09:57.440]  耶穌就是至高神的兒子
[00:09:57.440 --> 00:10:00.080]  就是至高神的兒子
[00:10:00.080 --> 00:10:01.080]  耶穌
[00:10:01.080 --> 00:10:02.560]  所以耶穌是誰
[00:10:02.560 --> 00:10:04.160]  耶穌是至高神的兒子
[00:10:04.160 --> 00:10:05.200]  就是上帝的兒子
[00:10:05.200 --> 00:10:07.040]  或者是上帝的獨生兒子
[00:10:07.040 --> 00:10:07.680]  弟兄姊妹
[00:10:07.680 --> 00:10:09.240]  我們信主這麼久
[00:10:09.240 --> 00:10:09.680]  我問你
[00:10:09.680 --> 00:10:11.880]  什麼是上帝的兒子
[00:10:11.880 --> 00:10:16.760]  什麼是上帝的獨生兒子
[00:10:16.760 --> 00:10:18.160]  你會怎樣回答
[00:10:18.160 --> 00:10:20.120]  這幫鬼他回答得到
[00:10:20.120 --> 00:10:21.800]  他說他就是上帝的兒子
[00:10:21.800 --> 00:10:23.640]  我暫時將他放在parking lot
[00:10:23.640 --> 00:10:24.800]  什麼是上帝的兒子
[00:10:24.800 --> 00:10:25.800]  一會兒我們會知道
[00:10:25.800 --> 00:10:26.600]  上帝的兒子
[00:10:26.600 --> 00:10:28.280]  然後第二個字出現
[00:10:28.280 --> 00:10:28.800]  很有趣
[00:10:28.800 --> 00:10:30.080]  是關係
[00:10:30.080 --> 00:10:31.840]  原來當我們說favor的時間
[00:10:31.840 --> 00:10:33.000]  他講到關係
[00:10:33.000 --> 00:10:34.520]  他說我和你有什麼關係
[00:10:34.520 --> 00:10:36.640]  這幫鬼說我和你有什麼關係
[00:10:36.640 --> 00:10:37.800]  然後第三樣東西
[00:10:37.800 --> 00:10:38.680]  我剛才看見
[00:10:38.680 --> 00:10:40.680]  那幫鬼的power很大
[00:10:40.680 --> 00:10:42.800]  大到鐵鏈都可以鎮斷
[00:10:42.800 --> 00:10:45.240]  大到將人離開人群
[00:10:45.240 --> 00:10:46.360]  將他放在焊物
[00:10:46.360 --> 00:10:47.880]  在墳地當中
[00:10:47.880 --> 00:10:49.880]  但是這幫鬼見到耶穌
[00:10:49.880 --> 00:10:52.200]  最高神的兒子耶穌的時候
[00:10:52.200 --> 00:10:52.960]  他做什麼
[00:10:52.960 --> 00:10:55.920]  他說求你不要使我受苦
[00:10:55.920 --> 00:10:57.760]  縱然他很大的power
[00:10:57.760 --> 00:11:01.120]  但是面對最高神的耶穌的時間
[00:11:01.120 --> 00:11:01.960]  你就看見
[00:11:01.960 --> 00:11:05.080]  原來最高神的兒子耶穌
[00:11:05.080 --> 00:11:08.800]  那個力量比這幫鬼更大
[00:11:08.800 --> 00:11:11.080]  求你不要使我受苦
[00:11:11.080 --> 00:11:12.320]  然後下面
[00:11:12.320 --> 00:11:13.960]  耶穌就問他
[00:11:13.960 --> 00:11:15.640]  你叫什麼名字
[00:11:15.640 --> 00:11:17.240]  這幫人就回答
[00:11:17.240 --> 00:11:18.600]  我叫群
[00:11:18.600 --> 00:11:20.680]  你打了很多解經書都有
[00:11:20.680 --> 00:11:21.480]  所以我就不說了
[00:11:21.480 --> 00:11:22.840]  群的意思就是羅馬
[00:11:22.840 --> 00:11:26.440]  這個字的原文就是羅馬軍隊裡面一個
[00:11:26.440 --> 00:11:28.640]  一個女的
[00:11:28.640 --> 00:11:30.440]  現在經常聽到打仗的新聞
[00:11:30.440 --> 00:11:32.280]  你知道一個女的可能有6千
[00:11:32.280 --> 00:11:32.920]  7千
[00:11:32.920 --> 00:11:34.560]  1萬個士兵
[00:11:34.560 --> 00:11:35.560]  很多
[00:11:35.560 --> 00:11:37.160]  所以他叫群
[00:11:37.160 --> 00:11:37.960]  後面都說
[00:11:37.960 --> 00:11:40.200]  因為進到那些人裡面
[00:11:40.200 --> 00:11:42.400]  那些鬼是很多的
[00:11:42.400 --> 00:11:43.480]  所以就叫群
[00:11:43.480 --> 00:11:44.480]  很多
[00:11:44.480 --> 00:11:46.120]  然後他們又再說了
[00:11:46.120 --> 00:11:47.480]  又再出現一個字
[00:11:47.480 --> 00:11:49.200]  求耶穌
[00:11:49.200 --> 00:11:52.680]  你就看見耶穌的力量比他大
[00:11:52.680 --> 00:11:53.480]  求他什麼?
[00:11:53.480 --> 00:11:54.800]  這次很厲害
[00:11:54.800 --> 00:11:59.520]  求他不要趕這幫鬼進入無底坑
[00:11:59.520 --> 00:12:00.720]  你知道無底坑是什麼
[00:12:00.720 --> 00:12:03.920]  無底坑就是將魔鬼鎖在那裡
[00:12:03.920 --> 00:12:05.120]  或者簡單點說
[00:12:05.120 --> 00:12:06.920]  長期監禁
[00:12:06.920 --> 00:12:07.960]  就是無底坑
[00:12:07.960 --> 00:12:09.160]  就是弄死他
[00:12:09.160 --> 00:12:10.320]  就是無底坑
[00:12:10.320 --> 00:12:12.320]  為什麼他求他呢?
[00:12:12.320 --> 00:12:13.080]  不要進入無底坑
[00:12:13.080 --> 00:12:13.760]  因為進入無底坑
[00:12:13.760 --> 00:12:15.240]  這幫鬼就不可以再作惡
[00:12:15.240 --> 00:12:17.520]  理論上應該是進入無底坑
[00:12:17.520 --> 00:12:18.400]  但是不是
[00:12:18.400 --> 00:12:20.160]  鏡頭一轉的時候
[00:12:20.160 --> 00:12:21.840]  那裡有一大群豬
[00:12:21.840 --> 00:12:23.000]  在山上
[00:12:23.000 --> 00:12:24.000]  就像放羊一樣
[00:12:24.000 --> 00:12:27.040]  放豬在那裡吃東西
[00:12:27.040 --> 00:12:29.040]  有人看守的
[00:12:29.040 --> 00:12:31.280]  他們又在求耶穌
[00:12:31.280 --> 00:12:33.480]  讓他進入豬群當中
[00:12:33.480 --> 00:12:34.320]  很奇怪
[00:12:34.320 --> 00:12:35.320]  你可能會問
[00:12:35.320 --> 00:12:37.640]  為什麼耶穌不將他這幫鬼
[00:12:37.640 --> 00:12:38.400]  放入無底坑
[00:12:38.400 --> 00:12:40.360]  就弄死了
[00:12:40.360 --> 00:12:43.760]  為什麼要將他放在豬群那裡?
[00:12:43.760 --> 00:12:47.800]  豬群後來怎麼樣?
[00:12:47.800 --> 00:12:51.960]  耶穌就准許這幫鬼進入豬群
[00:12:51.960 --> 00:12:52.640]  他有很多
[00:12:52.640 --> 00:12:53.400]  幾千
[00:12:53.400 --> 00:12:54.280]  也有很多豬
[00:12:54.280 --> 00:12:55.480]  進入的時候
[00:12:55.480 --> 00:12:57.640]  那幫鬼就掉到山裡
[00:12:57.640 --> 00:12:59.040]  就是掉到加利利海裡
[00:12:59.040 --> 00:12:59.720]  浸死了
[00:12:59.720 --> 00:13:01.280]  你不要以為那些豬浸死了
[00:13:01.280 --> 00:13:02.360]  那些鬼就沒有了
[00:13:02.360 --> 00:13:03.280]  不是的
[00:13:03.280 --> 00:13:04.120]  那些鬼還在
[00:13:04.120 --> 00:13:05.240]  還可以作惡
[00:13:05.240 --> 00:13:06.440]  簡單點說
[00:13:06.440 --> 00:13:08.280]  但是耶穌沒有消滅那些鬼
[00:13:08.280 --> 00:13:10.480]  這裡他沒有特別交代
[00:13:10.480 --> 00:13:12.280]  可能時間還沒到
[00:13:12.280 --> 00:13:15.560]  也可能上帝告訴我們
[00:13:15.560 --> 00:13:17.480]  鬼是依然存在的
[00:13:17.480 --> 00:13:20.600]  魔鬼是依然存在的
[00:13:20.600 --> 00:13:23.480]  但是今天不是討論這個重要的問題
[00:13:23.480 --> 00:13:25.400]  鬼進入豬群
[00:13:25.400 --> 00:13:26.480]  豬掉下去
[00:13:26.480 --> 00:13:27.520]  全部死了
[00:13:27.520 --> 00:13:28.680]  然後怎麼樣?
[00:13:28.680 --> 00:13:30.400]  有放豬的人
[00:13:30.400 --> 00:13:31.480]  好像放羊的人一樣
[00:13:31.480 --> 00:13:33.200]  我相信這幫放豬的人
[00:13:33.200 --> 00:13:36.920]  是收集了那條村子裡的豬
[00:13:36.920 --> 00:13:39.000]  然後就帶他們出去吃東西
[00:13:39.000 --> 00:13:41.080]  然後分給不同的人
[00:13:41.080 --> 00:13:42.000]  可能是這樣
[00:13:42.000 --> 00:13:43.520]  反正放豬的人
[00:13:43.520 --> 00:13:46.160]  是整個事件都看到的
[00:13:46.160 --> 00:13:47.640]  他看到所發生的事
[00:13:47.640 --> 00:13:50.040]  就逃跑回到城裡
[00:13:50.040 --> 00:13:52.160]  和各鄉村
[00:13:52.160 --> 00:13:53.040]  各鄉村
[00:13:53.040 --> 00:13:53.760]  很多村
[00:13:53.760 --> 00:13:55.400]  所以他收集了很多豬
[00:13:55.400 --> 00:13:57.560]  一起將牠們放在那裡吃東西
[00:13:57.560 --> 00:13:59.320]  將這件事傳開
[00:13:59.320 --> 00:14:00.640]  眾人就出來看到
[00:14:00.640 --> 00:14:04.320]  看到耶穌在那隻被鬼附的人清醒
[00:14:04.320 --> 00:14:05.120]  穿回衣服
[00:14:05.120 --> 00:14:07.760]  沒事的時候
[00:14:07.760 --> 00:14:13.360]  這幫人就知道被鬼附的人得到醫治
[00:14:13.360 --> 00:14:16.320]  本來很開心的
[00:14:16.320 --> 00:14:18.080]  後來大家都知道
[00:14:18.080 --> 00:14:20.240]  格拉森一帶的人
[00:14:20.240 --> 00:14:21.840]  都要求耶穌離開他們
[00:14:21.840 --> 00:14:24.160]  因為他們大大的懼怕
[00:14:24.160 --> 00:14:25.840]  懼怕這個字又再出現
[00:14:25.840 --> 00:14:28.480]  剛才那幫門徒在船上的時間
[00:14:28.480 --> 00:14:30.080]  他說究竟這個是誰?
[00:14:30.080 --> 00:14:31.400]  他們是懼怕的
[00:14:31.400 --> 00:14:32.760]  懼怕這個字又再出現
[00:14:32.760 --> 00:14:34.760]  因為他們大大懼怕
[00:14:34.760 --> 00:14:37.520]  那麼耶穌就上船離開了他們
[00:14:37.520 --> 00:14:38.360]  來到這個時候
[00:14:38.360 --> 00:14:39.520]  我們都知道沒什麼特別的
[00:14:39.520 --> 00:14:40.600]  可能說這幫人
[00:14:40.600 --> 00:14:42.160]  我們通常看一段經文就說
[00:14:42.160 --> 00:14:44.120]  因為他看錢是重要過
[00:14:44.120 --> 00:14:45.240]  看那個救恩
[00:14:45.240 --> 00:14:46.520]  看錢是重要過
[00:14:46.520 --> 00:14:49.280]  看到耶穌背後所施行的神蹟
[00:14:49.280 --> 00:14:51.440]  看錢是重要過
[00:14:51.440 --> 00:14:54.240]  看到耶穌怎樣救那幫人的生命
[00:14:54.240 --> 00:14:57.520]  看錢是重要過
[00:14:57.520 --> 00:14:58.920]  看到耶穌
[00:14:58.920 --> 00:15:01.640]  就好像那幫鬼所說
[00:15:01.640 --> 00:15:04.000]  他是上帝的兒子
[00:15:04.000 --> 00:15:05.240]  這些都對的
[00:15:05.240 --> 00:15:07.040]  但我想帶出一樣東西
[00:15:07.040 --> 00:15:08.920]  就是這幫人他見過
[00:15:08.920 --> 00:15:12.040]  耶穌所行的神蹟奇事
[00:15:12.040 --> 00:15:13.920]  而更重要的
[00:15:13.920 --> 00:15:16.120]  那幫鬼是宣告了
[00:15:16.120 --> 00:15:20.040]  耶穌就是上帝的獨生兒子
[00:15:20.040 --> 00:15:21.440]  雖然我們現在還不知道
[00:15:21.440 --> 00:15:23.760]  上帝獨生兒子是什麼意思
[00:15:23.760 --> 00:15:25.680]  他就是上帝的兒子
[00:15:25.680 --> 00:15:29.360]  但這幫人是選擇要耶穌離開
[00:15:29.360 --> 00:15:34.320]  當你打開約翰福音第四章
[00:15:34.320 --> 00:15:35.880]  去對照的時間
[00:15:35.880 --> 00:15:39.080]  你還記得有一個撒瑪利亞的婦人
[00:15:39.080 --> 00:15:41.960]  在雅各井旁和耶穌對話
[00:15:41.960 --> 00:15:43.400]  對話完之後
[00:15:43.400 --> 00:15:44.720]  那個婦人就知道
[00:15:44.720 --> 00:15:46.520]  原來你就是尼塞亞
[00:15:46.520 --> 00:15:47.440]  簡單的說
[00:15:47.440 --> 00:15:50.800]  你就是那個上帝的兒子
[00:15:50.800 --> 00:15:52.600]  然後這個雅各婦人怎樣
[00:15:52.600 --> 00:15:55.040]  馬上把她的賺錢工具都丟下
[00:15:55.040 --> 00:15:56.360]  回到那座村
[00:15:56.360 --> 00:15:57.600]  和這幫人一樣
