
[00:00:00.000 --> 00:00:06.560]  我自己看一看 其實今年已經是第四次來
[00:05:02.320 --> 00:05:04.320]  玻璃就不值錢
[00:05:04.320 --> 00:05:06.320]  因為隨時有
[00:05:06.320 --> 00:05:08.320]  有一次我和女兒去買東西
[00:05:08.320 --> 00:05:10.320]  我買我的東西就給錢女兒
[00:05:10.320 --> 00:05:12.320]  給了她5元加幣
[00:05:12.320 --> 00:05:14.320]  女兒你去選你的東西吧
[00:05:14.320 --> 00:05:16.320]  小女兒幾歲就拿著5元很厲害
[00:05:16.320 --> 00:05:18.320]  我說你去買吧
[00:05:18.320 --> 00:05:20.320]  我打算做一件好事
[00:05:20.320 --> 00:05:22.320]  買完東西就給錢
[00:05:22.320 --> 00:05:24.320]  女兒過來 買了什麼 她沒有買東西
[00:05:24.320 --> 00:05:26.320]  誰這麼蠢 爸爸給錢你不用
[00:05:26.320 --> 00:05:28.320]  那真是浪費
[00:05:28.320 --> 00:05:30.320]  我說你快點去買吧
[00:05:30.320 --> 00:05:32.320]  你知道我女兒怎麼說
[00:05:32.320 --> 00:05:34.320]  5元
[00:05:34.320 --> 00:05:36.320]  她說很難選
[00:05:36.320 --> 00:05:38.320]  因為只有5元
[00:05:38.320 --> 00:05:40.320]  她說我很小心
[00:05:40.320 --> 00:05:42.320]  因為很有限
[00:05:42.320 --> 00:05:44.320]  她說很限制
[00:05:44.320 --> 00:05:46.320]  你給我500元不同
[00:05:46.320 --> 00:05:48.320]  我就會選得很爽
[00:05:48.320 --> 00:05:50.320]  給我5元 我要很小心去選
[00:05:50.320 --> 00:05:52.320]  她說這番說話
[00:05:52.320 --> 00:05:54.320]  我又有感觸
[00:05:54.320 --> 00:05:56.320]  我想想人生真的很有限
[00:05:56.320 --> 00:05:58.320]  轉眼之間就過了很多年
[00:05:58.320 --> 00:06:00.320]  所以有時候不要轉那麼多眼
[00:06:00.320 --> 00:06:02.320]  因為人生很快就走完了
[00:06:02.320 --> 00:06:04.320]  但走完不是問題
[00:06:04.320 --> 00:06:06.320]  問題是在過境當中
[00:06:06.320 --> 00:06:08.320]  你做些什麼
[00:06:08.320 --> 00:06:10.320]  在人生完結之前
[00:06:10.320 --> 00:06:12.320]  在完結之中你做些什麼
[00:06:12.320 --> 00:06:14.320]  我自己個人很喜歡看傳道書
[00:06:14.320 --> 00:06:16.320]  傳道書說到最後
[00:06:16.320 --> 00:06:18.320]  說到所羅門王的經歷
[00:06:18.320 --> 00:06:20.320]  說到最後12章13字的說話
[00:06:20.320 --> 00:06:22.320]  就是總義
[00:06:22.320 --> 00:06:24.320]  他說總義是什麼呢
[00:06:24.320 --> 00:06:26.320]  人要敬畏神 謹守他的誡命
[00:06:26.320 --> 00:06:28.320]  這是人的本分
[00:06:28.320 --> 00:06:30.320]  人最重要是要敬畏神
[00:06:30.320 --> 00:06:32.320]  敬畏神的意思是
[00:06:32.320 --> 00:06:34.320]  聽神的話 做神的事
[00:06:34.320 --> 00:06:36.320]  守他的誡命 安分守己
[00:06:36.320 --> 00:06:38.320]  這是人的本分
[00:06:38.320 --> 00:06:40.320]  人是喜歡自由
[00:06:40.320 --> 00:06:42.320]  但自由不是放縱
[00:06:42.320 --> 00:06:44.320]  所以我自己想一想在有限人生當中
[00:06:44.320 --> 00:06:46.320]  在過境人間
[00:06:46.320 --> 00:06:48.320]  人要做什麼呢
[00:06:48.320 --> 00:06:50.320]  很明顯的一件事就是這裡所說的題目
[00:06:50.320 --> 00:06:52.320]  要做福音人
[00:06:52.320 --> 00:06:54.320]  基督徒是要傳福音的
[00:06:54.320 --> 00:06:56.320]  基督徒不傳福音
[00:06:56.320 --> 00:06:58.320]  就像麵包店沒有麵包
[00:06:58.320 --> 00:07:00.320]  就像海鮮店沒有海鮮
[00:07:00.320 --> 00:07:02.320]  對不起我突然想起一個名字
[00:07:02.320 --> 00:07:04.320]  你去娛樂圈看不到龍蝦
[00:07:04.320 --> 00:07:06.320]  那間不是娛樂圈
[00:07:06.320 --> 00:07:08.320]  對不對 是不正常的
[00:07:08.320 --> 00:07:10.320]  你去燒臘店沒有燒臘賣
[00:07:10.320 --> 00:07:12.320]  在這裡賣麵包也是不正常的
[00:07:12.320 --> 00:07:14.320]  是不是
[00:07:14.320 --> 00:07:16.320]  一個基督徒不傳福音
[00:07:16.320 --> 00:07:18.320]  我真的有負所託
[00:07:18.320 --> 00:07:20.320]  這個不是敬畏神的表現
[00:07:20.320 --> 00:07:22.320]  這個不是守神命的表現
[00:07:22.320 --> 00:07:24.320]  我們是需要好好地在過境人間
[00:07:24.320 --> 00:07:26.320]  做一個承擔使命的人
[00:07:26.320 --> 00:07:28.320]  命令是要遵守
[00:07:28.320 --> 00:07:30.320]  使命是要承擔
[00:07:30.320 --> 00:07:32.320]  過境人間都一樣
[00:07:32.320 --> 00:07:34.320]  你和我都可以行人生路
[00:07:34.320 --> 00:07:36.320]  其實我覺得這些沒有什麼需要避忌
[00:07:36.320 --> 00:07:38.320]  人總會行人的一生
[00:07:38.320 --> 00:07:40.320]  但是福音的人就各不同
[00:07:40.320 --> 00:07:42.320]  真的
[00:07:42.320 --> 00:07:44.320]  不知道你有沒有聽過一首歌
[00:07:44.320 --> 00:07:46.320]  徐小鳳唱的
[00:07:46.320 --> 00:07:48.320]  小鳳姐
[00:07:48.320 --> 00:07:50.320]  有沒有人聽過徐小鳳的歌
[00:07:50.320 --> 00:07:52.320]  她和我沒有關係
[00:07:52.320 --> 00:07:54.320]  徐小鳳姐
[00:07:54.320 --> 00:07:56.320]  她有一首歌
[00:07:56.320 --> 00:07:58.320]  我忘記了她叫什麼
[00:07:58.320 --> 00:08:00.320]  她說什麼叉燒包
[00:08:00.320 --> 00:08:02.320]  蓮蓉包 雞尾包
[00:08:02.320 --> 00:08:04.320]  很多包的
[00:08:04.320 --> 00:08:06.320]  叉燒包 蓮蓉包
[00:08:06.320 --> 00:08:08.320]  很有趣的
[00:08:08.320 --> 00:08:10.320]  包就是包
[00:08:10.320 --> 00:08:12.320]  基督徒基督徒
[00:08:12.320 --> 00:08:14.320]  但是基督徒也有很多種
[00:08:14.320 --> 00:08:16.320]  有些人真的
[00:08:16.320 --> 00:08:18.320]  所謂
[00:08:18.320 --> 00:08:20.320]  他可以叫孤步自封
[00:08:20.320 --> 00:08:22.320]  他是一成不變
[00:08:22.320 --> 00:08:24.320]  沒有辦法的
[00:08:24.320 --> 00:08:26.320]  有些人傳福音
[00:08:26.320 --> 00:08:28.320]  有些人很被動 有些人很主動
[00:08:28.320 --> 00:08:30.320]  在你我短暫人生當中
[00:08:30.320 --> 00:08:32.320]  要做一個福音人
[00:08:32.320 --> 00:08:34.320]  要作主徵兵
[00:08:34.320 --> 00:08:36.320]  是今年教會的主題
[00:08:36.320 --> 00:08:38.320]  禱告復興 作主徵兵
[00:08:38.320 --> 00:08:40.320]  不要做逃兵 不要做弱兵
[00:08:40.320 --> 00:08:42.320]  我們要做一個徵兵
[00:08:42.320 --> 00:08:44.320]  有四句說話
[00:08:44.320 --> 00:08:46.320]  我準備這篇講到上上
[00:08:46.320 --> 00:08:48.320]  一路重覆和自己講
[00:08:48.320 --> 00:08:50.320]  福音人是怎樣的呢
[00:08:50.320 --> 00:08:52.320]  能夠站出來 讓人看
[00:08:52.320 --> 00:08:54.320]  有些基督徒不敢認自己是基督徒
[00:08:54.320 --> 00:08:56.320]  最好不要說自己是基督徒
[00:08:56.320 --> 00:08:58.320]  影衰神
[00:08:58.320 --> 00:09:00.320]  只會阻住福音
[00:09:00.320 --> 00:09:02.320]  你要站出來 你要活出來
[00:09:02.320 --> 00:09:04.320]  將神的道活出來
[00:09:04.320 --> 00:09:06.320]  第三 你要講出來
[00:09:06.320 --> 00:09:08.320]  有些人不想傳 但不懂得講
[00:09:08.320 --> 00:09:10.320]  第四是甚麼呢
[00:09:10.320 --> 00:09:12.320]  能夠將人救出來
[00:09:12.320 --> 00:09:14.320]  所以四個出來我們要做
[00:09:14.320 --> 00:09:16.320]  過境人間做一個福音人
[00:09:16.320 --> 00:09:18.320]  能夠活出來 能夠講出來
[00:09:18.320 --> 00:09:20.320]  能夠將人救出來
[00:09:20.320 --> 00:09:22.320]  我們從保羅身上學習
[00:09:22.320 --> 00:09:24.320]  怎樣做一個福音人 在有限人生當中
[00:09:24.320 --> 00:09:26.320]  好好去過
[00:09:26.320 --> 00:09:28.320]  第一 我們看到第一節
[00:09:28.320 --> 00:09:30.320]  告訴我們一個使命
[00:09:30.320 --> 00:09:32.320]  這個使命是不可以放棄的
[00:09:32.320 --> 00:09:34.320]  你看一節十一節
[00:09:34.320 --> 00:09:36.320]  開始說到有些人
[00:09:36.320 --> 00:09:38.320]  阿基拉 伯基拉
[00:09:38.320 --> 00:09:40.320]  保羅和他們一起
[00:09:40.320 --> 00:09:42.320]  然後他們就在那個地方
[00:09:42.320 --> 00:09:44.320]  在哥林多這個地方
[00:09:44.320 --> 00:09:46.320]  後來西拉和提摩泰
[00:09:46.320 --> 00:09:48.320]  馬其頓過來了
[00:09:48.320 --> 00:09:50.320]  保羅就為道迫切
[00:09:50.320 --> 00:09:52.320]  和猶太人說耶穌是基督
[00:09:52.320 --> 00:09:54.320]  信了耶穌的人都知道
[00:09:54.320 --> 00:09:56.320]  信耶穌是好事
[00:09:56.320 --> 00:09:58.320]  所以我們苦口婆心勸一些親友來信耶穌
[00:09:58.320 --> 00:10:00.320]  但結果是怎樣呢
[00:10:00.320 --> 00:10:02.320]  第六節說他們這些人
[00:10:02.320 --> 00:10:04.320]  這些猶太人就抗拒
[00:10:04.320 --> 00:10:06.320]  不接受 但最後還毀謗
[00:10:06.320 --> 00:10:08.320]  意思是還罵你
[00:10:08.320 --> 00:10:10.320]  有時還誣衊你
[00:10:10.320 --> 00:10:12.320]  保羅看到之後 保羅反應怎樣呢
[00:10:12.320 --> 00:10:14.320]  保羅遭遇到人的拒
[00:10:14.320 --> 00:10:16.320]  人的抗拒
[00:10:16.320 --> 00:10:18.320]  人的毀謗 人不接受
[00:10:18.320 --> 00:10:20.320]  保羅的反應就是
[00:10:20.320 --> 00:10:22.320]  他糾著衣裳
[00:10:22.320 --> 00:10:24.320]  意思就像我們說拍拍手
[00:10:24.320 --> 00:10:26.320]  洗洗手 與我無關
[00:10:26.320 --> 00:10:28.320]  不是我不說
[00:10:28.320 --> 00:10:30.320]  是你們不肯聽
[00:10:30.320 --> 00:10:32.320]  那我走吧
[00:10:32.320 --> 00:10:34.320]  說得不好聽是晦氣
[00:10:34.320 --> 00:10:36.320]  我想幫你的 你不讓我幫就算了
[00:10:36.320 --> 00:10:38.320]  那我就走
[00:10:38.320 --> 00:10:40.320]  晦氣很容易
[00:10:40.320 --> 00:10:42.320]  其實我苦口婆心勸你
[00:10:42.320 --> 00:10:44.320]  你不聽
[00:10:44.320 --> 00:10:46.320]  那你自己承擔
[00:10:46.320 --> 00:10:48.320]  與我無關
[00:10:48.320 --> 00:10:50.320]  但後來他去了別的地方
[00:10:50.320 --> 00:10:52.320]  有些人信耶穌
[00:10:52.320 --> 00:10:54.320]  哥林多人信耶穌
[00:10:54.320 --> 00:10:56.320]  提多尤士多也信耶穌
[00:10:56.320 --> 00:10:58.320]  到了晚上第九節
[00:10:58.320 --> 00:11:00.320]  晚上的時候
[00:11:00.320 --> 00:11:02.320]  主在衣裳與保羅說
[00:11:02.320 --> 00:11:04.320]  不要怕 只管說 不要閉口
[00:11:04.320 --> 00:11:06.320]  這是對保羅的提醒
[00:11:06.320 --> 00:11:08.320]  保羅看到這些人
[00:11:08.320 --> 00:11:10.320]  其實很失望
[00:11:10.320 --> 00:11:12.320]  其實我是你同鄉人
[00:11:12.320 --> 00:11:14.320]  自己隔間 自己人
[00:11:14.320 --> 00:11:16.320]  為什麼你不聽
[00:11:16.320 --> 00:11:18.320]  他們不肯聽 算了我不管
[00:11:18.320 --> 00:11:22.320]  他對哥林多的猶太人很失望
[00:11:22.320 --> 00:11:24.320]  但是晚上的時候
[00:11:24.320 --> 00:11:26.320]  主提醒他
[00:11:26.320 --> 00:11:28.320]  只管說 有我與你同在
[00:11:28.320 --> 00:11:30.320]  沒有人會害你 而且城裡有很多百姓
[00:11:30.320 --> 00:11:32.320]  有很多人會信我的
[00:11:32.320 --> 00:11:34.320]  聽完之後
[00:11:34.320 --> 00:11:36.320]  保羅有個反應 保羅馴服
[00:11:36.320 --> 00:11:38.320]  他留在這裡住了一年六個月
[00:11:38.320 --> 00:11:40.320]  一年六個月是三百六十一天
[00:11:40.320 --> 00:11:42.320]  都很長時間
[00:11:42.320 --> 00:11:44.320]  他把神的道教訓他們
[00:11:44.320 --> 00:11:46.320]  這裡你會發現
[00:11:46.320 --> 00:11:48.320]  他還去猶太人那裡說
[00:11:48.320 --> 00:11:50.320]  不是不說
[00:11:50.320 --> 00:11:52.320]  你看下面十九節
[00:11:52.320 --> 00:11:54.320]  你會看到
[00:11:54.320 --> 00:11:56.320]  到了以弗所 保羅就把他們留在那裡
[00:11:56.320 --> 00:11:58.320]  自己進了會堂和猶太人辯論
[00:11:58.320 --> 00:12:00.320]  他又再和猶太人說
[00:12:00.320 --> 00:12:02.320]  你會發現後面一直都有
[00:12:02.320 --> 00:12:04.320]  保羅一直都有
[00:12:04.320 --> 00:12:06.320]  保羅沒有放棄
[00:12:06.320 --> 00:12:08.320]  所以我發現
[00:12:08.320 --> 00:12:10.320]  告訴我們一樣的事
[00:12:10.320 --> 00:12:12.320]  不能放棄的使命
[00:12:12.320 --> 00:12:14.320]  傳福音是難的
[00:12:14.320 --> 00:12:16.320]  是不容易的
[00:12:16.320 --> 00:12:18.320]  只要你傳過 你就知道
[00:12:18.320 --> 00:12:20.320]  其實不容易
[00:12:20.320 --> 00:12:22.320]  有些人是很難傳福音
[00:12:22.320 --> 00:12:24.320]  我不知道你有沒有想到
[00:12:24.320 --> 00:12:26.320]  有些人你和他說耶穌
[00:12:26.320 --> 00:12:28.320]  你還沒開口 已經被他封了你的口
[00:12:28.320 --> 00:12:30.320]  我試過有時和人說
[00:12:30.320 --> 00:12:32.320]  是人家介紹我回香港
[00:12:32.320 --> 00:12:34.320]  找他哥哥
[00:12:34.320 --> 00:12:36.320]  我都沒說
[00:12:36.320 --> 00:12:38.320]  他說徐先生 你先聽我說
[00:12:38.320 --> 00:12:40.320]  這幾個字
[00:12:40.320 --> 00:12:42.320]  接著下去的一個多小時我都沒得說
[00:12:42.320 --> 00:12:44.320]  根本沒得說
[00:12:44.320 --> 00:12:46.320]  有些人真的很難說
[00:12:46.320 --> 00:12:48.320]  他又不是聲大鴿子
[00:12:48.320 --> 00:12:50.320]  他又真的很有道理
[00:12:50.320 --> 00:12:52.320]  一直說 沒得說
[00:12:52.320 --> 00:12:54.320]  有時我發現有些人
[00:12:54.320 --> 00:12:56.320]  好像很難叫他信耶穌
[00:12:56.320 --> 00:12:58.320]  差不多覺得沒什麼機會信耶穌
[00:12:58.320 --> 00:13:00.320]  有些人在
[00:13:00.320 --> 00:13:02.320]  有些人我講基督徒
[00:13:02.320 --> 00:13:04.320]  可能他不應該信耶穌
[00:13:04.320 --> 00:13:06.320]  太難了
[00:13:06.320 --> 00:13:08.320]  真的太難了
[00:13:08.320 --> 00:13:10.320]  你要記住 有時傳福音雖然不容易
[00:13:10.320 --> 00:13:12.320]  不容易表示不需要
[00:13:12.320 --> 00:13:14.320]  很多事都不容易
[00:13:14.320 --> 00:13:16.320]  不容易不表示不需要
[00:13:16.320 --> 00:13:18.320]  昨晚我去教會一個報道會
[00:13:18.320 --> 00:13:20.320]  完了之後
[00:13:20.320 --> 00:13:22.320]  有些人還沒信
[00:13:22.320 --> 00:13:24.320]  我們就和他談
[00:13:24.320 --> 00:13:26.320]  其中一個叫林伯
[00:13:26.320 --> 00:13:28.320]  林伯真的不容易
[00:13:28.320 --> 00:13:30.320]  他是我小時候的爸爸
[00:13:30.320 --> 00:13:32.320]  84歲
[00:13:32.320 --> 00:13:34.320]  我很記得我問他
[00:13:34.320 --> 00:13:36.320]  上一次什麼時候來教會
[00:13:36.320 --> 00:13:38.320]  我女兒結婚的時候
[00:13:38.320 --> 00:13:40.320]  旁邊的人說很多年前
[00:13:40.320 --> 00:13:42.320]  今天來很難得
[00:13:42.320 --> 00:13:44.320]  他說真的很難叫林伯來聽耶穌
[00:13:44.320 --> 00:13:46.320]  很難
[00:13:46.320 --> 00:13:48.320]  我就想和他說
[00:13:48.320 --> 00:13:50.320]  他扯東扯西
[00:13:50.320 --> 00:13:52.320]  最近身體如何 最近那個醫生又如何
[00:13:52.320 --> 00:13:54.320]  這個醫生又不好 那個醫生又好
[00:13:54.320 --> 00:13:56.320]  我說林伯你可不可以回來
[00:13:56.320 --> 00:13:58.320]  他說我還沒說完
[00:13:58.320 --> 00:14:00.320]  我和他談了一個小時
[00:14:00.320 --> 00:14:02.320]  很困難
[00:14:02.320 --> 00:14:04.320]  我和他說
[00:14:04.320 --> 00:14:06.320]  但最後有些地方和他說得到
[00:14:06.320 --> 00:14:08.320]  但我看到後面還有一個人
[00:14:08.320 --> 00:14:10.320]  有六個大英姐妹圍住他
[00:14:10.320 --> 00:14:12.320]  我聽不到六個大英姐妹
[00:14:12.320 --> 00:14:14.320]  只聽到那個人在說話
[00:14:14.320 --> 00:14:16.320]  他說話的聲音好像我講道的聲音
[00:14:16.320 --> 00:14:18.320]  有些人真的很難
[00:14:18.320 --> 00:14:20.320]  完了之後有些人和我說
[00:14:20.320 --> 00:14:22.320]  他說這樣的人怎麼和他說耶穌
[00:14:22.320 --> 00:14:24.320]  很多道理的
[00:14:24.320 --> 00:14:26.320]  由儒釋道 紫微斗數
[00:14:26.320 --> 00:14:28.320]  什麼都搬了出來
[00:14:28.320 --> 00:14:30.320]  搞到我真的不知道怎麼說
[00:14:30.320 --> 00:14:32.320]  他說徐大興這些人怎麼和他說耶穌
[00:14:32.320 --> 00:14:34.320]  不是我不想愛他
[00:14:34.320 --> 00:14:36.320]  不是我不想和他傳
[00:14:36.320 --> 00:14:38.320]  這些人沒得說的 怎麼說
[00:14:38.320 --> 00:14:40.320]  我說這些人慢慢來
[00:14:40.320 --> 00:14:42.320]  我說這一類人
[00:14:42.320 --> 00:14:44.320]  你先讓他講完
[00:14:44.320 --> 00:14:46.320]  當他講到沒氣的時候我們有機會
[00:14:46.320 --> 00:14:48.320]  一天他沒講完的東西
[00:14:48.320 --> 00:14:50.320]  你都沒機會講的
[00:14:50.320 --> 00:14:52.320]  我有位朋友未信耶穌
[00:14:52.320 --> 00:14:54.320]  我聽他講 我聽了五年
[00:14:54.320 --> 00:14:56.320]  我聽了五年
[00:14:56.320 --> 00:14:58.320]  他還在講他的道理
[00:14:58.320 --> 00:15:00.320]  當然我都會講一點點
[00:15:00.320 --> 00:15:02.320]  但他講的比我多
[00:15:02.320 --> 00:15:04.320]  他很多理論
[00:15:04.320 --> 00:15:06.320]  每一次你講一點點
[00:15:06.320 --> 00:15:08.320]  他就拆開講很多
[00:15:08.320 --> 00:15:10.320]  他很有學識 很有邏輯
[00:15:10.320 --> 00:15:12.320]  我告訴你最近他變了
[00:15:12.320 --> 00:15:14.320]  最近他開始變了
[00:15:14.320 --> 00:15:16.320]  他肯不再講他的東西
[00:15:16.320 --> 00:15:18.320]  肯聽我的東西
[00:15:18.320 --> 00:15:20.320]  我說這些人你要先讓他講完
[00:15:20.320 --> 00:15:22.320]  他的彈弓鬆了
[00:15:22.320 --> 00:15:24.320]  他沒了彈性 你就有得講
[00:15:24.320 --> 00:15:26.320]  每個人不同
[00:15:26.320 --> 00:15:28.320]  弟兄姊妹就想很快很容易
[00:15:28.320 --> 00:15:30.320]  傳福音不容易 有易有難
[00:15:30.320 --> 00:15:34.320]  所以他們的意義可能之前有些已經預備了
