
[00:00:00.000 --> 00:00:07.040]  今晚要查但義理書第五章
[00:05:32.560 --> 00:05:38.720]  所以他篡位其實他就是上面的皇帝的姐夫
[00:05:38.720 --> 00:05:44.960]  他篡位之後他就做了四年的皇帝
[00:05:44.960 --> 00:05:49.360]  然後他就剩下給他很小的兒子
[00:05:49.360 --> 00:05:50.800]  一歲都不到的
[00:05:50.800 --> 00:05:53.360]  他只有一個兒子就剩給他
[00:05:53.360 --> 00:05:56.560]  但是很快的軍隊就叛變
[00:05:56.560 --> 00:05:59.440]  所以他的兒子就被殺
[00:05:59.440 --> 00:06:08.720]  叛變的人當中其中有一個叫做拿波尼道
[00:06:08.720 --> 00:06:11.040]  就是再下一個格
[00:06:11.040 --> 00:06:15.120]  這個人被擁立做了皇帝
[00:06:15.120 --> 00:06:20.560]  但這個人和尼泊爾薩拉旦沒有任何血統關係
[00:06:20.560 --> 00:06:23.600]  他一直都很介意這個東西
[00:06:23.600 --> 00:06:26.720]  因為前面那些都是尼泊爾格尼薩拉旦的親戚
[00:06:26.720 --> 00:06:29.120]  你知道在皇室裡面
[00:06:29.120 --> 00:06:32.400]  你們和皇室有關係是相當重要的
[00:06:32.400 --> 00:06:38.720]  於是他就娶了尼泊爾格尼薩拉旦的一個皇后
[00:06:38.720 --> 00:06:42.000]  一個妃嬪或者是他的女兒
[00:06:42.000 --> 00:06:44.880]  這裡歷史不是搞得很清楚
[00:06:44.880 --> 00:06:46.240]  我們都不是很清楚
[00:06:46.240 --> 00:06:50.240]  他娶的那個到底是尼泊爾格尼薩拉旦的女兒
[00:06:50.240 --> 00:06:52.800]  還是其中一個太太
[00:06:52.800 --> 00:06:57.680]  我想娶其中一個寡婦太太的機會是比較大的
[00:06:57.680 --> 00:07:00.640]  這個寡婦有一個兒子
[00:07:00.640 --> 00:07:03.360]  就是尼泊爾格尼薩拉旦的兒子
[00:07:03.360 --> 00:07:07.760]  如果那個女人是他的女兒的話
[00:07:07.760 --> 00:07:10.400]  這個兒子就是尼泊爾格尼薩拉旦的孫子
[00:07:10.400 --> 00:07:12.720]  所以我們不是很確定這件事
[00:07:12.720 --> 00:07:16.400]  所以我們提到白沙薩的時候
[00:07:16.400 --> 00:07:19.280]  就說要不就是尼泊爾格尼薩拉旦的兒子
[00:07:19.280 --> 00:07:21.840]  要不就是尼泊爾格尼薩拉旦的孫子
[00:07:21.840 --> 00:07:26.720]  但肯定尼泊爾格尼薩拉旦和他有直系的關係
[00:07:26.720 --> 00:07:34.640]  那這個拿波尼道在娶了尼泊爾格尼薩拉旦的妃嬪或者女兒之後
[00:07:34.640 --> 00:07:37.680]  這個兒子就過繼了給他
[00:07:37.680 --> 00:07:41.040]  所以他就是白沙薩的繼父
[00:07:41.040 --> 00:07:46.960]  這個拿波尼道就總共做了巴比倫的皇后有16年
[00:07:46.960 --> 00:07:48.160]  這個人很怪的
[00:07:48.160 --> 00:07:52.320]  這個人很不喜歡住在巴比倫的皇宮裏面
[00:07:52.320 --> 00:07:58.800]  他寧可跑到沙漠裏面
[00:07:58.800 --> 00:08:00.960]  沙地阿拉伯的沙漠裏面
[00:08:00.960 --> 00:08:04.560]  他又好像一個苦行僧一樣
[00:08:04.560 --> 00:08:06.880]  很喜歡住在廟宇裏面
[00:08:06.880 --> 00:08:09.280]  所以他說他不想做皇帝
[00:08:09.280 --> 00:08:12.720]  既然他長時間都不在巴比倫
[00:08:12.720 --> 00:08:16.080]  那誰在巴比倫統治呢
[00:08:16.080 --> 00:08:17.600]  他就想到一個辦法
[00:08:17.600 --> 00:08:23.360]  他就想到安納他的兒子和他一起做皇帝
[00:08:23.360 --> 00:08:27.440]  兒子就在巴比倫那裏做真正的皇帝
[00:08:27.440 --> 00:08:33.280]  他就在16年裏面有14年不在巴比倫那裏
[00:08:33.280 --> 00:08:38.080]  就跑到曠野那裏做隱士
[00:08:38.080 --> 00:08:41.920]  所以實際那個皇帝就是白沙薩
[00:08:41.920 --> 00:08:44.960]  但是白沙薩當然很尊重他的繼父
[00:08:44.960 --> 00:08:50.320]  白沙薩就是巴比倫最後一個皇帝
[00:08:50.320 --> 00:08:53.040]  全部87年就在那裏
[00:08:53.040 --> 00:08:58.720]  其實全盛時期只是尼泊爾和他父親那段時間
[00:08:58.720 --> 00:09:00.800]  尼泊爾死了之後
[00:09:00.800 --> 00:09:03.760]  其實一直就走下坡
[00:09:03.760 --> 00:09:07.200]  那個時候哪一個國家興起呢
[00:09:07.200 --> 00:09:09.680]  就是馬代波斯
[00:09:09.680 --> 00:09:11.840]  他們本來是兩個國分開的
[00:09:11.840 --> 00:09:15.680]  但是後來他們合併了那個勢力就很強
[00:09:15.680 --> 00:09:21.840]  所以到了拿坡尼道和白沙薩那個年代
[00:09:21.840 --> 00:09:28.720]  馬代波斯就開始成為一個強國
[00:09:28.720 --> 00:09:31.280]  而巴比倫也是沒落的
[00:09:31.280 --> 00:09:34.080]  我們停在第一節裏
[00:09:34.080 --> 00:09:36.480]  我們講到白沙薩
[00:09:36.480 --> 00:09:37.920]  我又要補充一件事
[00:09:38.400 --> 00:09:43.040]  就是這個白沙薩王在歷史上是完全不存在的
[00:09:43.040 --> 00:09:48.400]  不知為何歷史沒有記載有這個白沙薩王
[00:09:48.400 --> 00:09:50.960]  所以長久以來
[00:09:50.960 --> 00:09:55.360]  因為但爾利這本書有很多歷史記載
[00:09:55.360 --> 00:09:56.480]  很多的預言
[00:09:56.480 --> 00:10:00.960]  而那些預言我們將來會查是很準的
[00:10:00.960 --> 00:10:04.640]  所以歷代都有很多的神學家
[00:10:04.640 --> 00:10:08.160]  包括一些比較新派比較自由派的神學家
[00:10:08.160 --> 00:10:10.400]  是不承認但爾利書
[00:10:10.400 --> 00:10:14.880]  真是但爾利在主前五百多年寫的
[00:10:14.880 --> 00:10:18.080]  他們說這個但爾利書裏面是有錯的
[00:10:18.080 --> 00:10:21.040]  但爾利書裏面的歷史是有錯的
[00:10:21.040 --> 00:10:24.160]  其中一樣他們主要的論點
[00:10:24.160 --> 00:10:29.280]  就是說歷史上說巴比倫最後一代的皇帝
[00:10:29.280 --> 00:10:31.680]  是這個叫做拿坡尼道
[00:10:31.680 --> 00:10:34.320]  不是這個白沙薩
[00:10:34.320 --> 00:10:40.080]  他們拿著這個就說但爾利這本書裏面的記載是有錯的
[00:10:40.080 --> 00:10:41.120]  是他作出來的
[00:10:41.120 --> 00:10:43.040]  根本就沒有白沙薩這個人
[00:10:43.040 --> 00:10:46.160]  因為歷史上從來沒有出現過
[00:10:46.160 --> 00:10:51.440]  這一種的攻擊除了是但爾利書外
[00:10:51.440 --> 00:10:53.840]  以塞亞書也是一樣
[00:10:53.840 --> 00:10:58.000]  因為以塞亞書裏面有很多的預言有關於將來
[00:10:58.000 --> 00:10:59.680]  尼塞亞來到
[00:10:59.680 --> 00:11:01.280]  尼塞亞是怎樣
[00:11:01.280 --> 00:11:03.120]  尼塞亞是做些什麼
[00:11:03.120 --> 00:11:04.880]  是敘述得很詳細的
[00:11:04.880 --> 00:11:09.040]  所以很多人就說以塞亞書是分開兩個作者的
[00:11:09.040 --> 00:11:11.600]  一個作者是後來耶穌來了之後
[00:11:11.600 --> 00:11:15.920]  然後才補回後面四十章之後的預言
[00:11:15.920 --> 00:11:17.360]  所以當然是準的
[00:11:17.360 --> 00:11:22.960]  但後來以塞亞書找到這個死海古卷之後
[00:11:22.960 --> 00:11:24.480]  大家就沒有聲音了
[00:11:24.480 --> 00:11:30.160]  而這個但爾利書是什麼時候開始
[00:11:30.160 --> 00:11:34.640]  反對的人沒有聲音呢
[00:11:34.640 --> 00:11:36.240]  就是在十九世紀的時候
[00:11:36.240 --> 00:11:43.760]  十九世紀的時候他們開始在巴比倫做一些考古發掘的工作
[00:11:43.760 --> 00:11:48.720]  就找到一些叫做圓筒
[00:11:48.720 --> 00:11:52.160]  原來他們發覺在那個時候的巴比倫
[00:11:52.160 --> 00:11:54.080]  他們就不是用紙的
[00:11:54.080 --> 00:11:55.280]  那時候還沒有紙的
[00:11:55.280 --> 00:11:57.200]  他們要記下一些東西
[00:11:57.200 --> 00:11:58.960]  巴比倫已經有他的文字
[00:11:58.960 --> 00:12:00.640]  他們要記下一些東西
[00:12:00.640 --> 00:12:03.440]  但記下在這些圓筒上面
[00:12:03.440 --> 00:12:09.840]  我這裏有說1881年一個敘利亞的生物學家
[00:12:09.840 --> 00:12:14.640]  在巴比倫那裏做發掘的工作
[00:12:14.640 --> 00:12:17.440]  他就在一個神廟裏
[00:12:17.440 --> 00:12:20.240]  在一個太陽神的神廟裏
[00:12:20.240 --> 00:12:24.560]  他做發掘就找到這些圓筒
[00:12:24.560 --> 00:12:30.320]  當他們考證這些圓筒到底是哪個時代和哪個社
[00:12:30.320 --> 00:12:34.320]  裏面的古雅蘭文究竟是寫什麼呢
[00:12:34.320 --> 00:12:36.880]  就給他們一個很驚人的發現
[00:12:36.880 --> 00:12:43.120]  就是竟然這些圓筒的作者就是拿坡尼道
[00:12:43.120 --> 00:12:44.640]  是這個王
[00:12:44.640 --> 00:12:47.040]  他裏面記載什麼呢
[00:12:47.040 --> 00:12:51.280]  其中有些圓筒是記載他的一些土物
[00:12:51.280 --> 00:12:54.000]  他為誰祈禱呢
[00:12:54.000 --> 00:12:56.000]  大家可以在筆記裏面
[00:12:56.000 --> 00:12:59.440]  在圓筒的圖像下方
[00:12:59.440 --> 00:13:04.720]  我寫了他現在找到這個圓筒裏面所記載的
[00:13:04.720 --> 00:13:08.800]  就有提到他的兒子叫做白沙薩
[00:13:08.800 --> 00:13:11.280]  他是為兒子祈禱
[00:13:11.280 --> 00:13:13.680]  你只是為他祈禱
[00:13:13.680 --> 00:13:16.400]  不等於知道有白沙薩這個人
[00:13:16.400 --> 00:13:19.600]  但不等於他有做皇帝
[00:13:19.600 --> 00:13:21.840]  這個拿坡尼道是皇帝
[00:13:21.840 --> 00:13:23.440]  為什麼他的兒子要做皇帝呢
[00:13:23.440 --> 00:13:24.960]  因為最後的皇帝是他
[00:13:24.960 --> 00:13:26.640]  根本沒有人接觸
[00:13:26.640 --> 00:13:28.560]  他之後就沒有了
[00:13:28.560 --> 00:13:33.680]  他們就找到其中一個圓筒裏面是記載
[00:13:33.680 --> 00:13:40.080]  這個白沙薩在廟裏有獻牛和獻羊
[00:13:40.080 --> 00:13:42.640]  他們稱呼他這個獻祭
[00:13:42.640 --> 00:13:46.240]  是叫做「王的獻祭」
[00:13:46.240 --> 00:13:48.800]  就是說這個白沙薩是做皇的
[00:13:48.800 --> 00:13:50.560]  那拿坡尼道也是皇
[00:13:50.560 --> 00:13:51.920]  白沙薩也是皇
[00:13:51.920 --> 00:13:53.840]  那怎麼會這樣呢
[00:13:53.840 --> 00:13:58.000]  就是因為他們當時是兩個都做皇
[00:13:58.000 --> 00:14:00.240]  後來他們再考證
[00:14:00.240 --> 00:14:05.360]  就真的將白沙薩的歷史考證出來
[00:14:05.360 --> 00:14:08.240]  就證明了但爾利裏面的記載
[00:14:08.240 --> 00:14:09.680]  有白沙薩這個人
[00:14:09.680 --> 00:14:12.560]  是和拿坡尼道同時做皇
[00:14:12.560 --> 00:14:16.240]  也是拿巴比倫末代的皇帝
[00:14:16.240 --> 00:14:18.160]  是千真萬確的
[00:14:18.400 --> 00:14:23.920]  證明了但爾利裏面的記載是完全準確的
[00:14:23.920 --> 00:14:26.640]  我們繼續看
[00:14:26.640 --> 00:14:28.080]  其實在但爾利裏面
[00:14:28.080 --> 00:14:29.360]  我們一會兒看的時候
[00:14:29.360 --> 00:14:33.680]  第五章到第七節和第二十九節
[00:14:33.680 --> 00:14:40.880]  有說如果誰能夠在這個場上寫什麼
[00:14:40.880 --> 00:14:44.080]  就能夠做這個國的第三
[00:14:44.080 --> 00:14:47.040]  這裏其實已經給了提示
[00:14:47.040 --> 00:14:49.280]  為什麼會說第三呢
[00:14:49.280 --> 00:14:50.880]  為什麼不是第二呢
[00:14:50.880 --> 00:14:54.320]  如果這個白沙薩是皇帝第一
[00:14:54.320 --> 00:14:56.560]  他給出來應該是給第二
[00:14:56.560 --> 00:14:58.160]  為什麼會給第三呢
[00:14:58.160 --> 00:15:00.800]  一會兒我們會再解釋
[00:15:00.800 --> 00:15:04.320]  但這裏很明顯就是前面第一第二
[00:15:04.320 --> 00:15:06.240]  已經有了皇帝
[00:15:06.240 --> 00:15:10.320]  同時間是兩個皇帝出現的
[00:15:10.320 --> 00:15:13.280]  我們繼續看
[00:15:13.280 --> 00:15:16.560]  第一節
[00:15:16.560 --> 00:15:23.680]  白沙薩王為他一千個大臣擺設筵席
[00:15:23.680 --> 00:15:27.360]  和這一千個人來對飲
[00:15:27.360 --> 00:15:31.840]  即是說他當時是在大派筵席
[00:15:31.840 --> 00:15:33.760]  這些筵席是什麼呢
[00:15:33.760 --> 00:15:38.880]  這些筵席不是大家心目中的飲宴、婚禮
[00:15:38.880 --> 00:15:41.600]  大家擺幾十席
[00:15:41.600 --> 00:15:43.680]  在這裏大家開心一下
[00:15:43.680 --> 00:15:45.440]  不是這麼簡單的
[00:15:45.440 --> 00:15:49.040]  他擺宴當然是有酒喝有東西吃
[00:15:49.040 --> 00:15:51.840]  但是這些這樣的聚會
[00:15:51.840 --> 00:15:53.600]  其實是一個很風音的
[00:15:53.600 --> 00:15:55.440]  可以說是一個Orgy
[00:15:55.440 --> 00:15:58.480]  Orgy即是有妓女在那裏
[00:15:58.480 --> 00:16:00.160]  有Dancing
[00:16:00.160 --> 00:16:05.520]  而這些Dancing是一些很淫褻的Dancing
[00:16:05.520 --> 00:16:09.120]  而且他們喝酒喝到醉醺醺的時候
[00:16:09.120 --> 00:16:13.760]  這些Party變成了一種Orgy
[00:16:13.760 --> 00:16:21.520]  是一種很淫褻的集體的Party
[00:16:21.520 --> 00:16:24.160]  所以這些Party一點也不簡單
[00:16:24.160 --> 00:16:27.040]  但是當時的社會就是這樣
[00:16:27.040 --> 00:16:32.160]  這一千個人在擺設筵席
[00:16:32.160 --> 00:16:37.280]  這個時候擺設筵席有什麼奇怪呢
[00:16:37.280 --> 00:16:40.240]  這個時候其實我剛才說
[00:16:40.240 --> 00:16:42.800]  波斯在興起
[00:16:42.800 --> 00:16:49.360]  其實在他擺這個筵席之前很短的時間
[00:16:49.360 --> 00:16:57.760]  波斯曾經和拿坡尼道打了一場很激烈的戰爭
[00:16:57.760 --> 00:17:08.640]  在巴比倫的匯圍那裏打了一場激烈的戰爭
[00:17:08.640 --> 00:17:11.200]  俘虜了拿坡尼道
[00:17:11.200 --> 00:17:13.600]  後來還殺了拿坡尼道
[00:17:13.600 --> 00:17:17.280]  然後他們就圍困巴比倫
[00:17:17.280 --> 00:17:20.560]  當時他們在飲宴的時候
[00:17:20.560 --> 00:17:23.520]  其實是兵臨城下的
[00:17:23.520 --> 00:17:25.840]  已經在打仗的
[00:17:25.840 --> 00:17:32.880]  所以波斯馬代人將巴比倫團團圍住
[00:17:32.880 --> 00:17:36.480]  兵臨城下的情況應該是很緊張的時候
[00:17:36.480 --> 00:17:40.560]  為什麼王仲友這樣的心思
[00:17:40.560 --> 00:17:44.400]  和一千個人在飲宴呢
[00:17:44.400 --> 00:17:46.960]  我們就要來想一下這件事
[00:17:46.960 --> 00:17:48.880]  為什麼呢
[00:17:48.880 --> 00:17:50.800]  上一次我們也有說
[00:17:50.800 --> 00:17:53.920]  巴比倫當時很強
[00:17:53.920 --> 00:17:57.760]  尤其是他的城牆是建得很高的
[00:17:57.760 --> 00:18:00.960]  他的城牆最高點是離地幾百呎的
[00:18:00.960 --> 00:18:04.320]  但是一般的城牆都離地幾十呎的
[00:18:04.320 --> 00:18:07.040]  而且他的城牆是很多層的
[00:18:07.040 --> 00:18:10.960]  而城牆的闊度是闊到87呎的
[00:18:10.960 --> 00:18:15.360]  四隻馬拉的馬車是可以在上面的
[00:18:15.360 --> 00:18:19.280]  所以要攻入這個城牆是幾乎不可能的
[00:18:19.280 --> 00:18:23.040]  所以我相信這個白沙薩是很老定的
[00:18:23.040 --> 00:18:25.360]  只有我有這樣的城牆
[00:18:25.360 --> 00:18:30.480]  沒有人可以攻破這麼厚的城牆
[00:18:30.480 --> 00:18:34.080]  所以他對自己的軍力是很有信心
[00:18:34.080 --> 00:18:38.080]  是很大的自信
[00:18:38.080 --> 00:18:43.760]  另外他在這個時候和這些高官飲宴
[00:18:43.760 --> 00:18:46.240]  可能也是在拉攏關係
[00:18:46.240 --> 00:18:49.680]  在強化統治
[00:18:49.680 --> 00:18:52.240]  因為他現在受到威脅的時候
[00:18:52.240 --> 00:18:56.560]  他現在要令國內更加合一
[00:18:56.560 --> 00:18:58.000]  不管他是什麼原因都好
[00:18:58.000 --> 00:19:02.560]  他在這麼緊張的時候
[00:19:02.560 --> 00:19:06.720]  來飲宴是看到他的自信
[00:19:06.720 --> 00:19:10.080]  或者可以說是他的自我
[00:19:10.080 --> 00:19:11.440]  很驕傲
[00:19:11.440 --> 00:19:13.680]  然後第二節
[00:19:13.680 --> 00:19:15.440]  他在飲宴的時候
[00:19:15.440 --> 00:19:16.800]  一開始是沒有的
[00:19:16.800 --> 00:19:19.280]  你想想他在飲的時候
[00:19:19.280 --> 00:19:21.200]  可能是喝到醉醺醺的時候
[00:19:21.200 --> 00:19:26.160]  然後他就吩咐人將他的父或者祖父
[00:19:26.160 --> 00:19:27.600]  隨便一個
[00:19:27.600 --> 00:19:29.840]  都是指向尼泊爾教尼撒
[00:19:29.840 --> 00:19:35.920]  即是尼泊爾教尼撒以前在猶大聖殿那裡
[00:19:35.920 --> 00:19:38.240]  所擄掠的金器銀器
[00:19:38.240 --> 00:19:40.160]  拿來做什麼呢?
[00:19:40.160 --> 00:19:41.920]  拿來給他們裝酒
[00:19:41.920 --> 00:19:47.440]  在聖殿裡面的金器銀器不是用來喝酒的
[00:19:47.440 --> 00:19:49.600]  那些是用來獻祭用的
[00:19:49.600 --> 00:19:52.800]  在聖殿裡面的禮儀用的
[00:19:52.800 --> 00:19:55.360]  他擄掠了回來
[00:19:55.360 --> 00:19:58.320]  尼泊爾教尼撒從來沒有動過那些
[00:19:58.320 --> 00:20:02.400]  後來尼泊爾教尼撒更加敬重這個神
[00:20:02.400 --> 00:20:03.680]  成為他的神
[00:20:03.680 --> 00:20:07.280]  所以尼泊爾教尼撒從來沒有做這件事
[00:20:07.280 --> 00:20:13.920]  沒有將這些擄掠回來的器皿拿來自己喝酒用
[00:20:13.920 --> 00:20:18.800]  但是竟然白沙薩叫人拿了這些來
[00:20:18.800 --> 00:20:20.560]  第三次也說了
[00:20:20.560 --> 00:20:24.560]  於是他們就將耶路撒冷神的殿呼房當中
[00:20:24.560 --> 00:20:31.600]  所擄掠的金器皿拿來給他們大臣、皇后、妃嬪、人人
[00:20:31.600 --> 00:20:34.800]  用這些器皿來喝酒
[00:20:34.800 --> 00:20:38.000]  這裡有兩種罪加在一起
[00:20:38.000 --> 00:20:40.800]  一個是自誤的罪
[00:20:40.800 --> 00:20:46.240]  看不起波斯馬德人太過自負
[00:20:46.240 --> 00:20:50.720]  對自己的國勢和軍力太過自負
[00:20:50.720 --> 00:20:53.920]  第二就是褻瀆神
[00:20:53.920 --> 00:20:58.560]  將聖殿裡面的器材拿出來用
[00:20:58.560 --> 00:21:04.480]  這是很大的罪
[00:21:04.480 --> 00:21:08.800]  然後我們就去到第五節
[00:21:08.800 --> 00:21:11.040]  第五節第二段
[00:21:11.040 --> 00:21:15.440]  我就標籤它為牆上的天書
[00:21:15.440 --> 00:21:16.480]  第五節說
[00:21:16.480 --> 00:21:20.240]  當時突然間出現
[00:21:20.240 --> 00:21:23.120]  有人的指頭顯出
[00:21:23.120 --> 00:21:27.600]  在皇宮和燈台相對的墳場上寫字
[00:21:27.600 --> 00:21:31.760]  即是在他們飲宴的地方
[00:21:31.760 --> 00:21:34.640]  這個牆形容為「粉牆」
[00:21:34.640 --> 00:21:36.960]  「粉牆」英文叫做Plaster
[00:21:36.960 --> 00:21:39.920]  今天我們所有的牆都擰了灰
[00:21:39.920 --> 00:21:40.960]  然後塗了灰水
[00:21:40.960 --> 00:21:42.080]  這一點也不奇怪
[00:21:42.320 --> 00:21:46.160]  當時的牆是用磚的
[00:21:46.160 --> 00:21:48.160]  木、磚等
[00:21:48.160 --> 00:21:51.040]  由粉上去
[00:21:51.040 --> 00:21:54.000]  這些是比較隆重的
[00:21:54.000 --> 00:21:55.360]  比較豪華的
[00:21:55.360 --> 00:21:57.440]  在宮殿裡面不奇怪
[00:21:57.440 --> 00:22:00.480]  在粉牆上寫字
[00:22:00.480 --> 00:22:03.600]  這個指頭不是拿著筆的
[00:22:03.600 --> 00:22:06.880]  突然間有指頭出現
[00:22:06.880 --> 00:22:10.000]  這是很特別的情況
[00:22:10.000 --> 00:22:14.160]  這個「粉牆」我又要在這裡說
[00:22:14.160 --> 00:22:15.760]  十九世紀的時候
[00:22:15.760 --> 00:22:19.600]  一個考古學家叫做Robert Calderway
[00:22:19.600 --> 00:22:24.640]  他在巴比倫發掘那裡的皇宮
[00:22:24.640 --> 00:22:25.840]  宮殿
[00:22:25.840 --> 00:22:28.720]  他發掘出宮殿
[00:22:28.720 --> 00:22:30.000]  這個宮殿很華麗
[00:22:30.000 --> 00:22:31.600]  這個宮殿
[00:22:31.600 --> 00:22:35.360]  後來落了幾百年之後
[00:22:35.920 --> 00:22:39.920]  亞歷山大大帝當時做了世界霸主
[00:22:39.920 --> 00:22:42.720]  他也佔據了這個宮殿
[00:22:42.720 --> 00:22:43.840]  所以這個宮殿
[00:22:43.840 --> 00:22:46.320]  是以後幾百年都保留在這裡
[00:22:46.320 --> 00:22:49.280]  亞歷山大大帝死亡
[00:22:49.280 --> 00:22:51.200]  也是死在這個宮殿裡
[00:22:51.200 --> 00:22:52.160]  這是後話
[00:22:52.160 --> 00:22:56.000]  他發掘這個宮殿
[00:22:56.000 --> 00:23:02.800]  發現有間房是55英呎乘169英呎
