
[00:00:00.000 --> 00:00:06.040]  請問警長 平安 平安 多謝
[00:04:09.180 --> 00:04:13.380]  他又不會講道 但是你們有什麼信仰
[00:04:13.380 --> 00:04:17.020]  基督教信仰的問題 你想問 你想了解的
[00:04:17.020 --> 00:04:20.820]  那就隨便 很自由的氣氛底下大家交流
[00:04:20.820 --> 00:04:24.180]  他們很認真的 他們問的問題都很厲害的
[00:04:24.180 --> 00:04:26.260]  就劈頭問了第一個問題
[00:04:26.260 --> 00:04:31.020]  有一位朋友就立刻問 他說為什麼這個世界這麼多痛苦
[00:04:31.020 --> 00:04:34.220]  我知道他在問什麼 就是說你的神在搞什麼
[00:04:34.220 --> 00:04:38.420]  你的神如果是真的 為什麼這個世界還有這麼多的痛苦
[00:04:38.420 --> 00:04:40.780]  那我就試一下 我說不如我這樣回答
[00:04:40.780 --> 00:04:43.740]  我先從佛教來回答你 他說 但是他看著我
[00:04:43.740 --> 00:04:45.060]  你不是回答基督教嗎?
[00:04:45.060 --> 00:04:47.620]  我說我從佛教來跟你說
[00:04:47.620 --> 00:04:51.380]  佛教其實是看得很透
[00:04:51.380 --> 00:04:55.620]  一開始的時候 佛教講人生的四苦
[00:04:55.620 --> 00:05:02.060]  四樣的苦 生、老、病、死
[00:05:02.060 --> 00:05:06.620]  無論你多有錢 無論你多厲害 你都逃不掉
[00:05:06.620 --> 00:05:09.140]  人人都要面對
[00:05:09.140 --> 00:05:12.580]  而且這四樣的東西是苦來的
[00:05:12.580 --> 00:05:16.900]  所以你問 為什麼這個世界有這麼多的痛苦
[00:05:16.900 --> 00:05:21.700]  答案就是 痛苦根本就是我們生命必然會經過的東西
[00:05:21.700 --> 00:05:25.260]  是不是呢? 誰不會生病呢?
[00:05:25.260 --> 00:05:29.060]  誰生病是不痛苦的?
[00:05:29.060 --> 00:05:33.020]  誰不會死呢?
[00:05:33.020 --> 00:05:35.740]  誰死是不痛苦的?
[00:05:35.740 --> 00:05:38.220]  誰會死之前是不痛苦的?
[00:05:38.220 --> 00:05:40.100]  為什麼你不斷說為什麼這麼痛苦
[00:05:40.100 --> 00:05:42.100]  今年沒有 下一年有
[00:05:42.100 --> 00:05:44.300]  這個是人生的一個必然的
[00:05:44.300 --> 00:05:45.580]  當我們這樣想的時候
[00:05:45.580 --> 00:05:49.260]  我們轉了一個生命的角度去看這個問題
[00:05:49.260 --> 00:05:53.180]  如果你這樣了解的話 你看見彼得就厲害了
[00:05:53.180 --> 00:05:56.700]  彼得我先跟大家說第一節到第十一節
[00:05:56.700 --> 00:05:58.420]  我講了第十二節
[00:05:58.420 --> 00:06:01.820]  第十二節是彼得前書裡面一個很出名的說話
[00:06:01.820 --> 00:06:05.260]  你想清楚 真的是很深刻的體會
[00:06:05.260 --> 00:06:06.620]  第十二節那裡說
[00:06:06.620 --> 00:06:08.700]  親愛的朋友 親愛的基督徒
[00:06:08.700 --> 00:06:12.740]  你們有火焰的試煉臨到你們
[00:06:12.740 --> 00:06:14.220]  很難受的事情
[00:06:14.220 --> 00:06:16.780]  不要以為奇怪
[00:06:16.780 --> 00:06:19.620]  好像遭遇非常的事
[00:06:19.620 --> 00:06:22.020]  就是彼得的意思是正常的
[00:06:22.020 --> 00:06:25.300]  有很難受的事情發生在你身上
[00:06:25.300 --> 00:06:28.140]  你不要以為奇怪了 像剛才說的
[00:06:28.140 --> 00:06:31.620]  這個根本在我們生命裡面必然會有的
[00:06:31.620 --> 00:06:33.740]  生命一代一代的過去
[00:06:33.740 --> 00:06:35.980]  有生命的取代 有生命的死亡
[00:06:35.980 --> 00:06:37.860]  怎麼會沒有痛苦呢
[00:06:37.860 --> 00:06:40.100]  這個世界根本就是會有痛苦
[00:06:40.100 --> 00:06:42.100]  你問為什麼會有痛苦
[00:06:42.100 --> 00:06:43.820]  彼得說第一個我們的態度就是
[00:06:43.820 --> 00:06:45.340]  你不要以為奇怪
[00:06:45.340 --> 00:06:46.460]  為什麼我這麼苦的
[00:06:46.460 --> 00:06:48.700]  有什麼奇怪的
[00:06:48.700 --> 00:06:50.060]  怎麼會不會呢
[00:06:50.060 --> 00:06:51.140]  為什麼我會病的
[00:06:51.140 --> 00:06:53.660]  為什麼你不會病呢
[00:06:53.660 --> 00:06:55.340]  好像到我這個年紀的時候
[00:06:55.340 --> 00:06:58.540]  為什麼我會有這個不舒服的
[00:06:58.540 --> 00:07:01.540]  當然有啦 沒有才奇怪嘛 你明白嗎
[00:07:01.540 --> 00:07:03.380]  你要倒過來這樣想
[00:07:03.380 --> 00:07:04.620]  我不是悲觀
[00:07:04.620 --> 00:07:07.140]  不過這個是生命裡面
[00:07:07.140 --> 00:07:10.620]  聖經就說這個才是一個正常的
[00:07:10.620 --> 00:07:12.220]  如果你從這個角度
[00:07:12.220 --> 00:07:14.820]  你就會開始心有不甘
[00:07:14.820 --> 00:07:16.220]  不用這麼憤怒
[00:07:16.220 --> 00:07:19.420]  因為全世界只有你一個很苦啊
[00:07:19.420 --> 00:07:22.980]  不是的嘛 這是一個事實
[00:07:22.980 --> 00:07:25.940]  好了 如果我們從這樣的角度去理解的時候
[00:07:25.940 --> 00:07:27.820]  夠了沒有呢 當然不夠
[00:07:27.820 --> 00:07:30.060]  這個是佛教其他地方
[00:07:30.060 --> 00:07:32.500]  都會告訴我們聽的一個看法
[00:07:32.500 --> 00:07:34.740]  有一件事彼得也說了
[00:07:34.740 --> 00:07:35.940]  也是不容易明白
[00:07:35.940 --> 00:07:39.700]  不過是應該我們要留心去想一下
[00:07:39.700 --> 00:07:41.500]  第十九節
[00:07:41.500 --> 00:07:42.860]  十九節他就說
[00:07:42.860 --> 00:07:43.580]  彼得說
[00:07:43.580 --> 00:07:49.340]  所以那些信著神的旨意而受苦的人
[00:07:49.340 --> 00:07:52.340]  就要繼續積極的去行善
[00:07:52.340 --> 00:07:54.580]  要做不要放棄
[00:07:54.580 --> 00:07:58.940]  而且將自己的生命交託給那位信實的創造者
[00:07:58.940 --> 00:08:01.420]  就是我們的神
[00:08:01.420 --> 00:08:02.980]  這裡有一句話
[00:08:02.980 --> 00:08:04.020]  你有沒有留意呢
[00:08:04.020 --> 00:08:06.500]  如果留心讀的時候
[00:08:06.500 --> 00:08:10.180]  他說信著神的旨意而受苦
[00:08:10.180 --> 00:08:11.180]  原來受苦
[00:08:11.180 --> 00:08:12.860]  這個基督教就不同了
[00:08:12.860 --> 00:08:16.780]  受苦的背後有神的旨意在那裡
[00:08:16.780 --> 00:08:20.860]  就是說有神的計劃讓我們受苦
[00:08:20.860 --> 00:08:22.460]  不是神令我們受苦
[00:08:22.460 --> 00:08:22.940]  聽清楚
[00:08:22.940 --> 00:08:24.780]  神從來不會令人受苦
[00:08:24.780 --> 00:08:26.060]  神是愛我們
[00:08:26.060 --> 00:08:27.660]  不過就是這個世界
[00:08:27.660 --> 00:08:31.060]  他自然的我們走不掉的痛苦的時候
[00:08:31.060 --> 00:08:33.100]  神有些時候
[00:08:33.100 --> 00:08:38.180]  他是讓我們在這個痛苦當中
[00:08:38.180 --> 00:08:40.940]  有時候我們心裡面最不喜歡的
[00:08:40.940 --> 00:08:42.140]  就是為什麼那個求神
[00:08:42.140 --> 00:08:44.740]  神都沒有將這個痛苦拿開
[00:08:44.740 --> 00:08:45.980]  沒錯
[00:08:45.980 --> 00:08:48.780]  神是可以有這個能力將這個痛苦拿開
[00:08:48.780 --> 00:08:50.460]  為什麼在這個痛苦上
[00:08:50.460 --> 00:08:52.740]  他沒有拿走這個痛苦呢
[00:08:52.740 --> 00:08:57.420]  聖經說有神的計劃在那裡
[00:08:57.420 --> 00:08:58.780]  這是什麼計劃
[00:08:58.780 --> 00:09:00.340]  我沒辦法代你回答
[00:09:00.340 --> 00:09:01.300]  神才知道
[00:09:01.300 --> 00:09:03.180]  可能你自己都不知道
[00:09:03.180 --> 00:09:04.220]  在我過去人生
[00:09:04.220 --> 00:09:05.340]  現在65歲
[00:09:05.340 --> 00:09:06.420]  在我過去人生裡面
[00:09:06.420 --> 00:09:08.180]  有很多個痛苦的日子
[00:09:08.180 --> 00:09:09.060]  這些痛苦日子裡面
[00:09:09.060 --> 00:09:10.300]  到了現在65歲
[00:09:10.300 --> 00:09:11.460]  回頭看
[00:09:11.460 --> 00:09:12.700]  能不能明白為什麼
[00:09:12.700 --> 00:09:14.340]  我也明白不了為什麼
[00:09:14.340 --> 00:09:15.500]  有些我明白了
[00:09:15.500 --> 00:09:16.500]  回頭看
[00:09:16.500 --> 00:09:18.860]  原來發生了一些事情的時候
[00:09:18.860 --> 00:09:20.380]  產生了一個結果
[00:09:20.380 --> 00:09:22.780]  帶來一些我意想不到的事情
[00:09:22.780 --> 00:09:25.180]  在我的文章裡面也寫了很多
[00:09:25.180 --> 00:09:26.580]  有些有
[00:09:26.580 --> 00:09:28.140]  但是有很多根本是不知道
[00:09:28.140 --> 00:09:29.180]  不知道為什麼
[00:09:29.180 --> 00:09:31.780]  不過聖經有一個很特別的角度
[00:09:31.780 --> 00:09:34.060]  就是希望當我們面對
[00:09:34.060 --> 00:09:37.660]  或者你現在面對著這些傷痛的時候
[00:09:37.660 --> 00:09:39.780]  難過痛苦的時候
[00:09:39.780 --> 00:09:40.900]  你知道
[00:09:40.900 --> 00:09:41.700]  第一
[00:09:41.700 --> 00:09:43.820]  你不要以為奇怪
[00:09:43.820 --> 00:09:45.700]  第二
[00:09:45.700 --> 00:09:46.860]  這些事情
[00:09:46.860 --> 00:09:48.660]  有意思的
[00:09:48.660 --> 00:09:50.420]  因為神是知道
[00:09:50.420 --> 00:09:52.500]  並且祂有一個計劃在這裡
[00:09:52.500 --> 00:09:54.500]  但是有計劃在這裡
[00:09:54.500 --> 00:09:56.620]  都很難頂的
[00:09:56.620 --> 00:09:57.260]  是不是
[00:09:57.260 --> 00:09:58.900]  那怎麼可以面對呢
[00:09:58.900 --> 00:10:00.380]  這個我們就看回
[00:10:00.380 --> 00:10:02.580]  第四章前面的11節
[00:10:02.580 --> 00:10:04.660]  我想和大家很簡單的
[00:10:04.660 --> 00:10:07.740]  當中兩個
[00:10:07.740 --> 00:10:11.100]  我認為是很重要的提醒
[00:10:11.100 --> 00:10:12.940]  來和我們一起思想
[00:10:12.940 --> 00:10:16.700]  都寫在我們這個大綱裡面
[00:10:16.700 --> 00:10:19.300]  第一
[00:10:19.300 --> 00:10:21.180]  我們面對痛苦的時候
[00:10:21.180 --> 00:10:22.100]  聖經說
[00:10:22.100 --> 00:10:27.500]  我們有武器可以去抵擋的
[00:10:27.500 --> 00:10:29.140]  第一節那裡很有意思的
[00:10:29.140 --> 00:10:33.940]  他說基督耶穌既然在肉身受過苦
[00:10:33.940 --> 00:10:38.260]  你們也應當以同樣的心智
[00:10:38.260 --> 00:10:41.180]  去裝備自己
[00:10:41.180 --> 00:10:42.780]  同樣的心智
[00:10:42.780 --> 00:10:46.300]  就是和耶穌一樣的心智
[00:10:46.300 --> 00:10:47.780]  耶穌什麼心智
[00:10:47.780 --> 00:10:50.380]  就是他肉身受苦的心智
[00:10:50.380 --> 00:10:51.580]  這是心智來的
[00:10:51.580 --> 00:10:54.460]  是一個目標來的
[00:10:54.460 --> 00:10:55.180]  去做什麼
[00:10:55.180 --> 00:10:56.860]  去裝備自己
[00:10:56.860 --> 00:10:58.260]  Arm yourself
[00:10:58.260 --> 00:11:00.820]  去裝備自己做什麼
[00:11:00.820 --> 00:11:01.460]  很簡單
[00:11:01.460 --> 00:11:04.060]  裝備自己面對痛苦
[00:11:04.060 --> 00:11:06.580]  原來我們受痛苦的時候
[00:11:06.580 --> 00:11:10.300]  有一個武器去裝備自己
[00:11:10.300 --> 00:11:14.620]  就是好像耶穌基督那個受苦的心智
[00:11:14.620 --> 00:11:15.540]  你聽得明白嗎?
[00:11:15.540 --> 00:11:17.260]  可能還未能完全把握
[00:11:17.260 --> 00:11:19.380]  我先說這個大題目
[00:11:19.380 --> 00:11:22.620]  就是說耶穌怎麼受苦的心智
[00:11:22.620 --> 00:11:24.300]  成為我們的榜樣
[00:11:24.300 --> 00:11:27.900]  我們學耶穌去裝備自己
[00:11:27.900 --> 00:11:29.260]  去面對痛苦
[00:11:29.260 --> 00:11:29.860]  剛才我們說
[00:11:29.860 --> 00:11:31.060]  我喜歡不喜歡
[00:11:31.060 --> 00:11:32.340]  我都會面對痛苦
[00:11:32.340 --> 00:11:34.780]  或者你現在正在痛苦當中
[00:11:34.780 --> 00:11:36.180]  如果在這個痛苦當中的時候
[00:11:36.180 --> 00:11:37.540]  我這樣怎麼去面對?
[00:11:37.540 --> 00:11:39.900]  要裝備自己去面對
[00:11:39.900 --> 00:11:41.500]  那怎麼裝備?
[00:11:41.500 --> 00:11:44.340]  就好像耶穌基督受苦的心智
[00:11:44.340 --> 00:11:47.700]  那耶穌基督怎麼受苦呢?
[00:11:47.700 --> 00:11:50.540]  這裡就是說
[00:11:50.540 --> 00:11:53.780]  他在聖經裡面告訴你
[00:11:53.780 --> 00:11:55.580]  他也是來這個世間
[00:11:55.580 --> 00:11:58.100]  是透過受苦
[00:11:58.100 --> 00:12:02.100]  去戰勝罪和死亡
[00:12:02.100 --> 00:12:04.580]  有些人讀這篇聖經的時候
[00:12:04.580 --> 00:12:06.940]  可能翻譯不是很清楚
[00:12:06.940 --> 00:12:07.940]  他覺得很特別的
[00:12:07.940 --> 00:12:08.940]  括弧裡面說
[00:12:08.940 --> 00:12:11.020]  因為在肉身受過苦的
[00:12:11.020 --> 00:12:12.580]  就已經與罪斷絕
[00:12:12.580 --> 00:12:15.740]  這個不是說一個普遍的規律
[00:12:15.740 --> 00:12:17.580]  肉身受過苦就沒有罪了
[00:12:17.580 --> 00:12:20.060]  那我受苦也挺值得的
[00:12:20.060 --> 00:12:22.500]  受苦之後我就沒有罪了
[00:12:22.500 --> 00:12:23.860]  不是說這個規律
[00:12:23.860 --> 00:12:24.820]  聖經是沒有的
[00:12:24.820 --> 00:12:28.540]  基督教信仰沒有這個看法的
[00:12:28.540 --> 00:12:30.020]  不過這句話
[00:12:30.020 --> 00:12:31.460]  其實原文你讀的時候
[00:12:31.460 --> 00:12:32.420]  就比較清楚一點
[00:12:32.420 --> 00:12:33.620]  中文難譯一點
[00:12:33.620 --> 00:12:35.140]  就是還有一個單數
[00:12:35.140 --> 00:12:35.780]  就是說
[00:12:35.780 --> 00:12:39.420]  因為那位在肉身受苦的
[00:12:39.420 --> 00:12:42.500]  就可以與罪斷絕
[00:12:42.500 --> 00:12:44.260]  這個是說耶穌基督的
[00:12:44.260 --> 00:12:46.540]  這句話只是在說耶穌基督
[00:12:46.540 --> 00:12:48.260]  那你說耶穌基督當然是
[00:12:48.260 --> 00:12:49.460]  他肉身受苦
[00:12:49.460 --> 00:12:51.140]  然後他死亡
[00:12:51.140 --> 00:12:53.020]  就將罪割斷
[00:12:53.020 --> 00:12:54.580]  來戰勝罪惡
[00:12:54.580 --> 00:12:56.220]  這個是耶穌基督最特別的
[00:12:56.220 --> 00:12:58.740]  但是為什麼他這麼特別的說
[00:12:58.740 --> 00:13:01.660]  是有一點點的隱喻和提醒我們
[00:13:01.660 --> 00:13:02.860]  耶穌來這個世界
[00:13:02.860 --> 00:13:05.460]  不是只是要解決罪的問題
[00:13:05.460 --> 00:13:06.980]  耶穌來這個世界
[00:13:06.980 --> 00:13:11.420]  他也透過他的肉身的受苦
[00:13:11.420 --> 00:13:14.260]  成為一種力量
[00:13:14.260 --> 00:13:17.860]  去幫助我們同樣的面對肉身的受苦
[00:13:17.860 --> 00:13:19.860]  或者我們心靈裡面的受苦
[00:13:19.860 --> 00:13:21.420]  就是說我們的受苦
[00:13:21.420 --> 00:13:23.060]  耶穌也試過
[00:13:23.060 --> 00:13:25.060]  耶穌有辦法去對抗
[00:13:25.060 --> 00:13:26.060]  耶穌用什麼?
[00:13:26.060 --> 00:13:29.060]  耶穌就是他會用他自己那種的
[00:13:29.060 --> 00:13:30.740]  面對苦難的
[00:13:30.740 --> 00:13:33.300]  甘於苦難那種的自制力
[00:13:33.300 --> 00:13:36.580]  這個我們有時候很少會用這樣的角度去看耶穌基督
[00:13:36.580 --> 00:13:37.940]  但是給的很有意思的
[00:13:37.940 --> 00:13:39.540]  你看回耶穌基督的時候
[00:13:39.540 --> 00:13:40.820]  回顧他的生命
[00:13:40.820 --> 00:13:43.820]  他的生命裡面就是面對很多的痛苦的
[00:13:43.820 --> 00:13:46.740]  其實耶穌不需要面對這些痛苦的
[00:13:46.740 --> 00:13:48.140]  他來到這個世界
[00:13:48.140 --> 00:13:50.420]  不需要因為他是神來的
[00:13:50.420 --> 00:13:52.340]  但是耶穌同樣的和我一樣
[00:13:52.340 --> 00:13:54.820]  他面對很多的比如說隱憂
[00:13:54.820 --> 00:13:55.620]  試探
[00:13:55.620 --> 00:13:56.500]  但是他不犯罪
[00:13:56.500 --> 00:13:57.700]  這個不容易的
[00:13:57.700 --> 00:13:58.500]  死定的
[00:13:58.500 --> 00:13:59.020]  是不是?
[00:13:59.020 --> 00:14:00.900]  要很大的力量去對付
[00:14:00.900 --> 00:14:02.340]  當然更大的
[00:14:02.340 --> 00:14:04.060]  就是當他面對痛苦的時候
[00:14:04.060 --> 00:14:05.420]  別人對他的攻擊
[00:14:05.420 --> 00:14:07.420]  他不會還手
[00:14:07.420 --> 00:14:10.660]  在很不公平的審判之下
[00:14:10.660 --> 00:14:12.540]  別人去掌摑他
[00:14:12.540 --> 00:14:14.140]  別人去誣告他
[00:14:14.140 --> 00:14:16.260]  他也不自辯
[00:14:16.260 --> 00:14:18.700]  甚至釘在十字架的時候
[00:14:18.700 --> 00:14:20.140]  主耶穌說
[00:14:20.140 --> 00:14:25.620]  你以為我不可以叫天父差12人的天使來拯救我嗎?
[00:14:25.620 --> 00:14:27.260]  但是我要走上這條路
[00:14:27.260 --> 00:14:29.300]  在喀西瑪利園他痛苦
[00:14:29.300 --> 00:14:32.020]  因為他要面對人生裡面最大的抉擇
[00:14:32.020 --> 00:14:34.020]  因為是一個很恐怖的死亡
[00:14:34.020 --> 00:14:34.820]  他祈禱說
[00:14:34.820 --> 00:14:35.420]  神啊
[00:14:35.420 --> 00:14:36.060]  天父啊
[00:14:36.060 --> 00:14:36.980]  如果可以的話
[00:14:36.980 --> 00:14:40.100]  讓這些的苦杯離開我
[00:14:40.100 --> 00:14:43.460]  聖經說他的汗好像血一樣滴下來
[00:14:43.460 --> 00:14:44.220]  很痛苦
[00:14:44.220 --> 00:14:45.020]  很困難
[00:14:45.020 --> 00:14:46.220]  但是他面對痛苦
[00:14:46.220 --> 00:14:48.660]  最後說出那句話
[00:14:48.660 --> 00:14:50.660]  原地的旨意成就在我身上
[00:14:50.660 --> 00:14:52.220]  不要照我的意思
[00:14:52.220 --> 00:14:54.340]  這個就是耶穌的榜樣
[00:14:54.340 --> 00:14:56.420]  耶穌是有這樣的心智
[00:14:56.420 --> 00:14:58.980]  不怕受苦的心智
[00:14:58.980 --> 00:15:00.060]  去抗衡
[00:15:00.060 --> 00:15:01.620]  去面對痛苦
[00:15:01.620 --> 00:15:03.060]  這個就是第一個
[00:15:03.060 --> 00:15:04.540]  如果你問是秘訣也好
[00:15:04.540 --> 00:15:05.900]  或者是方法也好
[00:15:05.900 --> 00:15:06.900]  兵器也好
[00:15:06.900 --> 00:15:08.100]  這個就是兵器
[00:15:08.100 --> 00:15:11.780]  就是一種人的自制力
[00:15:11.780 --> 00:15:13.500]  有時候我們很多時候
[00:15:13.500 --> 00:15:14.900]  做基督徒就
[00:15:14.900 --> 00:15:16.900]  不停地說我壓神給我
[00:15:16.900 --> 00:15:18.460]  就有一個安慰那些
[00:15:18.460 --> 00:15:19.580]  這個都是很真
[00:15:19.580 --> 00:15:20.900]  但是很少說這件事
[00:15:20.900 --> 00:15:23.060]  今天我就特意要說這件事
[00:15:23.060 --> 00:15:25.740]  今天我們很多時候被痛苦打倒
[00:15:25.740 --> 00:15:31.380]  是因為我們根本沒有這種面對痛苦的力量
[00:15:31.380 --> 00:15:34.300]  你看看這個世界上有兩個人
[00:15:34.300 --> 00:15:35.820]  同樣的面對痛苦
[00:15:35.820 --> 00:15:37.540]  兩個人譬如一樣病
[00:15:37.540 --> 00:15:40.580]  一個人就在咒詛生命
[00:15:40.580 --> 00:15:42.460]  不單止他痛苦
[00:15:42.460 --> 00:15:43.900]  周圍的人都痛苦
[00:15:43.900 --> 00:15:46.100]  陪他一起痛苦
[00:15:46.100 --> 00:15:47.940]  直到他離開這個世界
[00:15:47.940 --> 00:15:49.540]  但是有些人
[00:15:49.540 --> 00:15:51.540]  有另外一個人同樣的病
[00:15:51.540 --> 00:15:54.300]  但是生命竟然可以發出火花
[00:15:54.300 --> 00:15:56.500]  甚至可以鼓勵到他身邊的人
[00:15:56.500 --> 00:15:57.540]  生命變得燦爛
[00:15:57.540 --> 00:15:58.740]  雖然是很短暫
[00:15:58.740 --> 00:16:00.220]  他又去離開世界
[00:16:00.220 --> 00:16:02.700]  你看看不是那個苦的分別
[00:16:02.700 --> 00:16:04.100]  而是兩個不同的人
[00:16:04.100 --> 00:16:05.700]  究竟不同在哪裡
[00:16:05.700 --> 00:16:07.820]  因為他用一個不同的心態
[00:16:07.820 --> 00:16:10.100]  或者不同的心智所說的
[00:16:10.100 --> 00:16:13.500]  不同的裝備去面對這個痛苦
[00:16:13.500 --> 00:16:15.780]  究竟這個裝備是什麼呢?
[00:16:15.780 --> 00:16:16.500]  聖經說
[00:16:16.500 --> 00:16:18.020]  就好像耶穌那樣
[00:16:18.020 --> 00:16:19.900]  他不怕受苦
[00:16:19.900 --> 00:16:22.260]  這個今天我想和大家說的就是我們
[00:16:22.260 --> 00:16:23.580]  面對痛苦的時候
[00:16:23.580 --> 00:16:25.460]  為什麼我們被痛苦打倒
[00:16:25.460 --> 00:16:26.140]  剛才說了
[00:16:26.140 --> 00:16:28.500]  面對痛苦你就走不掉的
[00:16:28.500 --> 00:16:30.500]  今天不會 明天可能都會
[00:16:30.500 --> 00:16:33.180]  問題就是你能不能夠有這個
[00:16:33.180 --> 00:16:37.340]  面對痛苦的力量
[00:16:37.340 --> 00:16:39.460]  這個說到那個自制力
[00:16:39.460 --> 00:16:41.380]  這個自制力為什麼今天我們要說
[00:16:41.380 --> 00:16:44.180]  其實很多時候我們被痛苦打倒
[00:16:44.180 --> 00:16:47.700]  是因為我們是一個很脆弱的人
[00:16:47.700 --> 00:16:50.140]  我知道這樣說就不是很客氣
[00:16:50.140 --> 00:16:52.180]  但事實上我想告訴你
[00:16:52.180 --> 00:16:54.340]  我們這個現代化的社會
[00:16:54.340 --> 00:16:58.460]  和一個高度消費主義的社會
[00:16:58.460 --> 00:17:02.540]  其實不斷在培育著我們越來越脆弱的
[00:17:02.540 --> 00:17:05.420]  在意志上越來越薄弱的
[00:17:05.420 --> 00:17:06.220]  是不是?
[00:17:06.220 --> 00:17:08.140]  我們捱不住的
[00:17:08.140 --> 00:17:09.100]  為什麼呢?
