
[00:00:00.000 --> 00:00:07.280]  路德記第四章 亦是最後的一章書
[00:02:25.280 --> 00:02:29.440]  接著殺出的情咬金我們看到
[00:02:29.440 --> 00:02:32.000]  也在神的掌握當中
[00:02:32.000 --> 00:02:35.200]  一切是跟隨他的旨意在進行
[00:02:35.200 --> 00:02:39.520]  路德一開始就是三場喪禮
[00:02:39.520 --> 00:02:42.720]  但結束的時候我們今天會看到
[00:02:42.720 --> 00:02:46.160]  是一段很美麗的婚姻結束
[00:02:46.160 --> 00:02:49.920]  第一章是充滿了死亡哭泣
[00:02:49.920 --> 00:02:52.160]  充滿了傷心的事
[00:02:52.160 --> 00:02:56.720]  但第四章是記載伯利恆的小鎮上
[00:02:56.720 --> 00:02:59.760]  有一個喜氣洋溢的婚禮
[00:02:59.760 --> 00:03:03.840]  就好像詩篇的第五節告訴我們
[00:03:03.840 --> 00:03:09.440]  一叔雖然有哭泣 早辰便別歡呼
[00:03:09.440 --> 00:03:12.640]  雖然我們世上的事的結局
[00:03:12.640 --> 00:03:15.200]  不是永遠都是很幸福
[00:03:15.200 --> 00:03:18.400]  不是好像迪士尼樂園的電影一樣
[00:03:18.400 --> 00:03:20.640]  當然是喜劇收場
[00:03:20.640 --> 00:03:25.600]  但只要我們接受耶穌基督跟隨神的話
[00:03:25.600 --> 00:03:30.000]  神不單止是寫我們人生當中第一章的書
[00:03:30.000 --> 00:03:34.080]  也是寫我們人生當中最後的一章書
[00:03:34.080 --> 00:03:38.320]  所以我們絕對不需要懼怕 不需要害怕
[00:03:38.320 --> 00:03:43.120]  這章書第四章的主題很清楚就是救贖
[00:03:43.120 --> 00:03:46.640]  所以有很多救贖的字眼
[00:03:46.640 --> 00:03:49.200]  買賣買回的字眼
[00:03:49.200 --> 00:03:52.160]  一共出現超過15次
[00:03:52.160 --> 00:03:55.760]  我們知道買賣都是需要付出代價的
[00:03:55.760 --> 00:03:58.800]  贖回也是一樣要付出代價
[00:03:58.800 --> 00:04:02.640]  但在《說使徒行傳》的二章二十一節怎麼說
[00:04:02.640 --> 00:04:06.480]  「凡求告主明的就別特救」
[00:04:06.480 --> 00:04:10.960]  這一個救贖、這一個拯救
[00:04:10.960 --> 00:04:14.160]  對我們來說不需要付出任何代價
[00:04:14.160 --> 00:04:15.680]  是一份禮物
[00:04:15.680 --> 00:04:21.840]  但是這份禮物神用了很重的代價來給我們
[00:04:21.840 --> 00:04:25.280]  祂是差派了祂的獨身子來到世上
[00:04:25.280 --> 00:04:27.200]  為我們贖罪
[00:04:27.200 --> 00:04:29.920]  今天的大綱很簡單
[00:04:29.920 --> 00:04:31.920]  會說三個人物
[00:04:31.920 --> 00:04:35.600]  第一是新郎波亞斯
[00:04:35.600 --> 00:04:38.480]  他是近親的救贖
[00:04:38.480 --> 00:04:41.360]  近親的救贖有三個條件
[00:04:41.360 --> 00:04:43.200]  第一個條件是什麼
[00:04:43.200 --> 00:04:46.640]  他的地位他的身份真的要是至親的
[00:04:46.640 --> 00:04:50.800]  第二個條件是他要願意付出代價
[00:04:50.800 --> 00:04:55.600]  第三個條件是他要願意娶寡嫂
[00:04:55.600 --> 00:04:57.680]  就是娶路德為妻
[00:04:57.680 --> 00:05:01.760]  第二點是說另外一個人就是新娘
[00:05:01.760 --> 00:05:02.960]  就是路德
[00:05:02.960 --> 00:05:09.360]  第三點就是說路德和波亞斯所生的小朋友
[00:05:09.360 --> 00:05:11.200]  叫做俄比德
[00:05:11.200 --> 00:05:13.200]  很簡單的一個大綱
[00:05:13.200 --> 00:05:16.720]  我們先來看這個新郎他的救贖
[00:05:16.720 --> 00:05:19.840]  救贖的意思就是買回
[00:05:19.840 --> 00:05:22.960]  我們剛才說是要付出代價
[00:05:22.960 --> 00:05:26.880]  以利米納他很可能將他的地
[00:05:26.880 --> 00:05:29.520]  將他的田產賣了給人
[00:05:29.520 --> 00:05:31.600]  也可能抵押了
[00:05:31.600 --> 00:05:33.200]  他死了之後
[00:05:33.200 --> 00:05:36.960]  這個土地這些田地就給了他的兒子馬倫
[00:05:36.960 --> 00:05:39.760]  這個也是原因
[00:05:39.760 --> 00:05:42.080]  為什麼馬倫死了之後
[00:05:42.080 --> 00:05:45.840]  路德是參與了這一份交易
[00:05:45.840 --> 00:05:49.360]  因為路德就是馬倫的寡婦
[00:05:49.360 --> 00:05:51.120]  但是因為他們太窮
[00:05:51.120 --> 00:05:55.280]  他們都沒有辦法贖回他們自己的地
[00:05:55.280 --> 00:05:58.880]  你要成為一個近親的救贖
[00:05:58.880 --> 00:06:00.400]  是有三個條件
[00:06:00.400 --> 00:06:02.400]  第一個條件就是
[00:06:02.400 --> 00:06:06.400]  這個親屬他的身份地位上
[00:06:06.400 --> 00:06:10.800]  都是最近被救贖的這個人
[00:06:10.800 --> 00:06:14.240]  今天的第四章我們看到
[00:06:14.240 --> 00:06:16.240]  就是有一個問題出現
[00:06:16.240 --> 00:06:21.120]  就是有一個人比波亞斯更加接近以利米納
[00:06:21.120 --> 00:06:26.880]  波亞斯我時時都說是耶穌基督的遇象
[00:06:26.880 --> 00:06:31.760]  那你說耶穌基督是我們的近親
[00:06:31.760 --> 00:06:33.760]  來救贖我們
[00:06:33.760 --> 00:06:36.400]  但是你說耶穌基督是神來的
[00:06:36.400 --> 00:06:37.600]  高高在上
[00:06:37.600 --> 00:06:40.880]  在天堂怎麼能夠救贖我們
[00:06:40.880 --> 00:06:43.680]  但是聖經告訴我們
[00:06:43.680 --> 00:06:47.040]  耶穌基督道成肉身來到世上
[00:06:47.040 --> 00:06:48.320]  成為人
[00:06:48.320 --> 00:06:51.520]  他就變成我們的近親
[00:06:51.520 --> 00:06:53.760]  他是神 他高高在上
[00:06:53.760 --> 00:06:55.360]  離開我們很遠
[00:06:55.360 --> 00:06:57.360]  但他成為我們的近親
[00:06:57.360 --> 00:06:59.360]  道成肉身來到世上
[00:06:59.360 --> 00:07:02.160]  以至他可以為我們釘十字架
[00:07:02.160 --> 00:07:05.760]  這個我在說羅馬書的時候
[00:07:05.760 --> 00:07:07.760]  我都跟大家說過
[00:07:07.760 --> 00:07:09.360]  要救贖我們
[00:07:09.360 --> 00:07:12.000]  耶穌基督一定要是百分之百的神
[00:07:12.000 --> 00:07:14.320]  也要百分之百的人
[00:07:14.320 --> 00:07:15.360]  為什麼?
[00:07:15.360 --> 00:07:17.360]  因為只有神是無罪
[00:07:17.360 --> 00:07:20.560]  我們每個人都有罪
[00:07:20.560 --> 00:07:23.200]  你不能救贖我 我不能救贖你
[00:07:23.200 --> 00:07:26.080]  只有神才能救贖我們
[00:07:26.080 --> 00:07:27.360]  因為是無罪
[00:07:27.360 --> 00:07:30.640]  但他也需要百分之百的人
[00:07:30.640 --> 00:07:33.200]  因為只有人能夠救贖人
[00:07:33.200 --> 00:07:37.600]  所以耶穌基督這一位近親的救贖
[00:07:37.600 --> 00:07:39.200]  是百分之百的神
[00:07:39.200 --> 00:07:41.200]  也是百分之百的人
[00:07:41.200 --> 00:07:42.560]  有個好消息
[00:07:42.560 --> 00:07:44.000]  他來救贖我們
[00:07:44.000 --> 00:07:45.600]  成為我們的近親
[00:07:45.600 --> 00:07:48.320]  他是永遠成為我們的近親
[00:07:48.320 --> 00:07:51.200]  不是說之後就沒了這件事
[00:07:51.200 --> 00:07:52.640]  我們怎麼知道
[00:07:52.640 --> 00:07:55.840]  希伯來書的二章十一節告訴我們
[00:07:55.840 --> 00:07:58.400]  耶穌基督是我們的兄長
[00:07:58.400 --> 00:08:01.600]  他是我們永遠的近親
[00:08:01.600 --> 00:08:04.160]  這是一個很大的福分
[00:08:04.160 --> 00:08:07.360]  除了這個人的地位
[00:08:07.360 --> 00:08:08.560]  他的身份
[00:08:08.560 --> 00:08:12.320]  是要最近被救贖的人
[00:08:12.320 --> 00:08:17.120]  他也要有資格贖回這個地
[00:08:17.120 --> 00:08:19.360]  就是說他要有資金
[00:08:19.360 --> 00:08:20.320]  有金錢
[00:08:20.320 --> 00:08:21.120]  有力量
[00:08:21.120 --> 00:08:22.720]  能夠贖回這個地
[00:08:22.720 --> 00:08:26.880]  不單止他有資源的力量
[00:08:26.880 --> 00:08:30.080]  他也要願意付出這個代價
[00:08:30.080 --> 00:08:31.520]  你是很有錢
[00:08:31.520 --> 00:08:34.160]  但你不願意付這個代價
[00:08:34.160 --> 00:08:35.520]  也是沒用的
[00:08:35.520 --> 00:08:40.080]  波亞斯就是願意付出這個代價
[00:08:40.080 --> 00:08:45.200]  這也和我們每一個罪人很相似
[00:08:45.200 --> 00:08:47.520]  我們都不能夠救贖自己
[00:08:47.520 --> 00:08:49.360]  我們犯了罪
[00:08:49.360 --> 00:08:50.800]  不能夠救贖自己
[00:08:50.800 --> 00:08:54.640]  所以我們需要耶穌基督成為我們的救主
[00:08:54.640 --> 00:08:58.080]  耶穌基督夠不夠資源來救贖我們
[00:08:58.080 --> 00:08:59.760]  絕對夠資源
[00:08:59.760 --> 00:09:02.640]  但他付出的不是金錢
[00:09:02.640 --> 00:09:05.360]  不是像波亞斯那樣付出金錢
[00:09:05.360 --> 00:09:09.120]  他是用自己的命來為我們贖罪
[00:09:09.120 --> 00:09:12.880]  他是用他的寶血來洗乾淨我們
[00:09:12.880 --> 00:09:14.080]  替我們贖罪
[00:09:14.080 --> 00:09:16.640]  很多經文都這樣告訴我們
[00:09:16.640 --> 00:09:19.680]  彼得前書的一章十八至十九節
[00:09:19.680 --> 00:09:23.280]  詩天的四十九篇都說他成就了救贖
[00:09:23.280 --> 00:09:25.440]  以弗所書的一章七節
[00:09:25.440 --> 00:09:28.480]  說他是用寶血來救贖我們
[00:09:28.480 --> 00:09:33.520]  在提多書的二章十四節說他寫記來救贖
[00:09:33.520 --> 00:09:36.080]  而希伯來書的九章十二節
[00:09:36.080 --> 00:09:39.360]  說這個救贖是永遠的救贖
[00:09:39.360 --> 00:09:42.720]  這個救贖有三方面
[00:09:42.720 --> 00:09:47.840]  第一是將我們從貧窮救贖出來
[00:09:47.840 --> 00:09:55.280]  這個就好像猶太人窮到將自己的田地抵押了賣給別人
[00:09:55.280 --> 00:10:01.280]  這個近親可以幫親戚將這個地贖回來
[00:10:01.280 --> 00:10:07.040]  也是神的旨意要我們每一個贖祂的人都有自己的基業
[00:10:07.040 --> 00:10:10.240]  我們每個人在主內都有自己的基業
[00:10:10.240 --> 00:10:12.000]  就好像亞當一樣
[00:10:12.000 --> 00:10:14.640]  記不記得亞當在《鼠醫殿緣》
[00:10:14.640 --> 00:10:17.040]  他是有基業給他管理
[00:10:17.040 --> 00:10:19.840]  他也是每天與神同在
[00:10:19.840 --> 00:10:22.640]  這個就是最大屬靈的福氣
[00:10:22.640 --> 00:10:26.640]  但是很可惜當亞當夏娃犯了罪之後
[00:10:26.640 --> 00:10:29.360]  每個人生出來都是與神分離
[00:10:29.360 --> 00:10:30.480]  都是有罪性
[00:10:30.480 --> 00:10:35.520]  所以當我們接受耶穌基督與神和好的時候
[00:10:35.520 --> 00:10:39.760]  我們就能夠再一次得到這一切屬靈的福氣
[00:10:39.760 --> 00:10:45.440]  而將來也有很多的基業等著我們來承受
[00:10:45.440 --> 00:10:48.640]  這個就是以弗所書的一章十一節
[00:10:48.640 --> 00:10:53.760]  告訴我們我們在主內有莫大的屬靈的福氣
[00:10:53.760 --> 00:10:59.600]  我們需要接受耶穌基督才能夠回到與神和好
[00:10:59.600 --> 00:11:01.920]  這個就好像路德一樣
[00:11:01.920 --> 00:11:06.240]  他是願意跟隨拿訛米回到伯尼痕
[00:11:06.240 --> 00:11:10.080]  以至他能夠被波亞斯救贖
[00:11:10.080 --> 00:11:12.160]  我們每個人都是一樣
[00:11:12.160 --> 00:11:14.320]  我們需要接受耶穌基督
[00:11:14.320 --> 00:11:17.200]  接受耶穌基督的途徑是什麼?
[00:11:17.200 --> 00:11:21.040]  就是首先要知道自己是一個貧乏的人
[00:11:21.040 --> 00:11:22.560]  是一個貧窮的人
[00:11:22.560 --> 00:11:24.080]  就好像路德一樣
[00:11:24.080 --> 00:11:28.960]  他知道自己如果留在摩亞地是死路一條
[00:11:28.960 --> 00:11:33.600]  兩個寡婦如果沒有人來救濟是死路一條
[00:11:33.600 --> 00:11:38.000]  所以他願意去到以色列接受這位以色列人的神
[00:11:38.000 --> 00:11:40.080]  以至他能夠得救
[00:11:40.080 --> 00:11:41.840]  我們基督徒都是一樣
[00:11:41.840 --> 00:11:47.440]  我們要知道自己貧乏才能夠接受耶穌基督
[00:11:47.440 --> 00:11:49.040]  就好像耶穌基督說
[00:11:49.040 --> 00:11:51.120]  沒有病的人不需要醫生
[00:11:51.120 --> 00:11:53.840]  沒有罪的人也不需要這位救主
[00:11:53.840 --> 00:11:56.880]  首先我們要知道自己的貧乏是一個罪人
[00:11:56.880 --> 00:12:01.200]  這也是為什麼馬太福音的五章三節說
[00:12:01.200 --> 00:12:02.960]  虛心的人有福了
[00:12:02.960 --> 00:12:05.360]  因為天國是他們的
[00:12:05.360 --> 00:12:08.640]  耶穌基督在雪登山部分告訴我們
[00:12:08.640 --> 00:12:11.680]  只要我們知道自己是靈裡貧乏
[00:12:11.680 --> 00:12:16.640]  虛心的人才能夠來到他的面前接受他
[00:12:16.640 --> 00:12:18.160]  成為一個救主
[00:12:18.160 --> 00:12:22.080]  才能夠承受天國的賞賜
[00:12:22.080 --> 00:12:26.800]  除了一個人從貧窮中被救贖出來
[00:12:26.800 --> 00:12:30.080]  我們也是從捆綁中被救贖出來
[00:12:30.080 --> 00:12:33.280]  就像一個猶太人如果他很窮
[00:12:33.280 --> 00:12:36.080]  把自己賣了成為奴婦
[00:12:36.080 --> 00:12:39.440]  被捆綁失去了他的自由
[00:12:39.440 --> 00:12:43.760]  但這個近親的救贖也可以救他
[00:12:43.760 --> 00:12:49.680]  同樣耶穌基督也可以從捆綁中救贖我們
[00:12:49.680 --> 00:12:55.120]  這就像羅馬書第六章和加拉太書第五章告訴我們
[00:12:55.120 --> 00:12:57.440]  我們本來是罪的奴婦
[00:12:57.440 --> 00:13:00.320]  我們在撒旦的捆綁之下
[00:13:00.320 --> 00:13:03.520]  有很多經文我不能一一讀出來
[00:13:03.520 --> 00:13:06.080]  但我會留在PowerPoint那裡
[00:13:06.640 --> 00:13:08.080]  聖經告訴我們
[00:13:08.080 --> 00:13:11.520]  耶穌基督是寫命來救贖我們
[00:13:11.520 --> 00:13:15.680]  馬學福音第十章和啟示錄第五章
[00:13:15.680 --> 00:13:18.400]  以致我們能夠得到自由
[00:13:18.400 --> 00:13:24.000]  這就像波亞斯救贖路德一樣
[00:13:24.000 --> 00:13:28.880]  其實說到救贖人脫離捆綁
[00:13:28.880 --> 00:13:32.720]  美國人就是一個很大的諷刺
[00:13:32.720 --> 00:13:35.680]  美國人是很講究自由的
[00:13:35.680 --> 00:13:38.240]  我們講究什麼的自由
[00:13:38.240 --> 00:13:42.720]  宗教的自由 政治的自由 人權的自由
[00:13:42.720 --> 00:13:46.640]  但很可惜有數以百萬的美國人
[00:13:46.640 --> 00:13:50.400]  不斷被捆綁被束縛
[00:13:50.400 --> 00:13:54.320]  被什麼來捆綁被束縛
[00:13:54.320 --> 00:14:00.160]  被性 毒品 酒精 賭博
[00:14:00.160 --> 00:14:03.520]  甚至被工作束縛
[00:14:03.520 --> 00:14:06.560]  甚至被食物束縛
[00:14:06.560 --> 00:14:10.160]  有很多人被食物束縛來控制
[00:14:10.160 --> 00:14:12.480]  美國人這麼講究自由
[00:14:12.480 --> 00:14:14.800]  但他們被這麼多東西束縛
[00:14:14.800 --> 00:14:16.960]  雖然有很多心理學醫生
[00:14:16.960 --> 00:14:18.400]  有很多輔導員
[00:14:18.400 --> 00:14:23.040]  但不能幫助美國人脫離這一切的捆綁
[00:14:23.040 --> 00:14:27.680]  只有什麼能幫助人脫離這些捆綁
[00:14:27.680 --> 00:14:32.480]  是接受耶穌基督才能得到真正的自由
[00:14:32.480 --> 00:14:36.800]  就好像約翰福音的八章36節告訴我們
[00:14:36.800 --> 00:14:41.120]  所以天父的兒子若叫你們自由
[00:14:41.120 --> 00:14:43.360]  你們就真自由了
[00:14:43.360 --> 00:14:49.920]  除了可以將我們從貧窮 從捆綁救贖
[00:14:49.920 --> 00:14:54.560]  也可以幫助我們從死亡中救贖我們出來
[00:14:54.560 --> 00:14:59.360]  就好像今天的主角路德和拿俄米
[00:14:59.360 --> 00:15:02.320]  我說如果他們留在摩訶地的時候
[00:15:02.320 --> 00:15:04.160]  是死路一條
[00:15:04.160 --> 00:15:06.880]  他們願意去到一個新的地方
[00:15:06.880 --> 00:15:11.280]  來接受神使他們能夠存活
[00:15:11.280 --> 00:15:12.800]  不單止這樣
[00:15:12.800 --> 00:15:16.720]  神的律例典章還給他們有機會
[00:15:16.720 --> 00:15:21.280]  將死者的名和慘孽流傳下來
[00:15:21.280 --> 00:15:25.280]  這就是我們今天所說的兩條律例
[00:15:25.280 --> 00:15:29.200]  就是近親的救贖和娶寡婦
[00:15:29.200 --> 00:15:34.560]  是能夠將人的名和慘孽流傳下來
[00:15:34.560 --> 00:15:38.160]  就好像我們基督徒一樣
[00:15:38.160 --> 00:15:40.400]  當我們接受耶穌基督的時候
[00:15:40.400 --> 00:15:43.120]  我們是不是永遠能夠流傳下來
[00:15:43.120 --> 00:15:45.040]  我們是有永生的盼望
[00:15:45.040 --> 00:15:49.040]  名流不流傳也沒有什麼重要
[00:15:49.040 --> 00:15:50.800]  去到天堂
[00:15:50.800 --> 00:15:52.880]  名流不流傳也不重要
[00:15:52.880 --> 00:15:54.400]  但最重要的是什麼
[00:15:54.400 --> 00:15:56.320]  是能夠與神同在
[00:15:56.320 --> 00:16:00.800]  這就是與死亡當中救贖我們
[00:16:00.800 --> 00:16:02.080]  就是第三點
[00:16:02.080 --> 00:16:05.920]  除了近親的救贖
[00:16:05.920 --> 00:16:11.680]  他在地位上身份上是最親近被救贖的人
[00:16:11.680 --> 00:16:14.880]  第二點他要願意付出代價
[00:16:14.880 --> 00:16:16.320]  還有第三點
[00:16:16.320 --> 00:16:20.000]  他要願意娶寡婦為妻
[00:16:20.000 --> 00:16:21.840]  你說為什麼
[00:16:21.840 --> 00:16:24.800]  你想一下這裡有兩樣東西
[00:16:24.800 --> 00:16:27.360]  是名和地
[00:16:27.360 --> 00:16:30.880]  如果屬地的近親
[00:16:30.880 --> 00:16:35.040]  和幫近親將他的名流傳下來
[00:16:35.040 --> 00:16:36.960]  就是娶寡婦的人
[00:16:36.960 --> 00:16:38.560]  如果是兩個不同的人
[00:16:38.560 --> 00:16:39.920]  會產生什麼事
[00:16:39.920 --> 00:16:42.880]  會產生一些很矛盾的事
[00:16:42.880 --> 00:16:45.200]  例如有個近親屬地
[00:16:45.200 --> 00:16:48.240]  用了很多錢屬地
[00:16:48.240 --> 00:16:52.160]  但是寡婦又嫁了另外一個人
[00:16:52.160 --> 00:16:53.760]  另外一個近親
[00:16:53.760 --> 00:16:56.320]  替她的丈夫繼後香燈
[00:16:56.320 --> 00:16:58.240]  將名流傳下來
[00:16:58.240 --> 00:17:00.160]  生了一個嬰兒
[00:17:00.160 --> 00:17:05.280]  這個嬰兒就應該得到丈夫所有的田地
[00:17:05.280 --> 00:17:06.240]  你說是不是
[00:17:06.240 --> 00:17:08.960]  這個嬰兒將來長大了
[00:17:08.960 --> 00:17:14.480]  分分鐘有權走去問第一個買地的近親
[00:17:14.480 --> 00:17:17.120]  請你把你的地還給我
[00:17:17.120 --> 00:17:20.000]  謝謝你贖了我祖先的地
[00:17:20.000 --> 00:17:21.200]  有沒有看到
[00:17:21.200 --> 00:17:22.560]  如果是這樣的時候
[00:17:22.560 --> 00:17:25.840]  第一個近親就會血本無歸
[00:17:25.840 --> 00:17:29.600]  所以後來如果你是幫近親屬地
[00:17:29.600 --> 00:17:31.920]  你一定要娶這個寡婦
[00:17:31.920 --> 00:17:35.680]  以至不會有日後的矛盾出現
[00:17:35.680 --> 00:17:38.560]  究竟以色列是什麼時候
[00:17:38.560 --> 00:17:43.360]  將近親的救贖和娶寡嫂制放在一起呢?
[00:17:43.360 --> 00:17:44.640]  沒有人知道
[00:17:44.640 --> 00:17:46.240]  已經是無從稽考
[00:17:46.240 --> 00:17:48.160]  但是在述路德的時候
[00:17:48.160 --> 00:17:50.960]  這個的確是一個習俗
[00:17:50.960 --> 00:17:53.920]  也可以說是一個律例典章
[00:17:53.920 --> 00:17:57.520]  所以波亞斯就去到城門口
[00:17:57.520 --> 00:17:59.520]  來找這個近親
[00:17:59.520 --> 00:18:02.240]  就是比他更親近伊利米納的人
[00:18:02.240 --> 00:18:03.920]  經文怎麼說呢?
[00:18:03.920 --> 00:18:05.680]  路德記的四章一節
[00:18:05.680 --> 00:18:09.440]  碰巧巧合地這個近親
[00:18:09.440 --> 00:18:11.680]  剛剛在他的面前走過
[00:18:11.680 --> 00:18:15.280]  這個令我們又想起有第二節的經文
[00:18:15.280 --> 00:18:17.520]  路德記的二章三節
[00:18:17.520 --> 00:18:23.280]  說路德巧合地去到波亞斯的田裡工作
[00:18:23.280 --> 00:18:26.400]  在人來看在人的角度
[00:18:26.400 --> 00:18:28.000]  這一切都很巧合
[00:18:28.000 --> 00:18:33.120]  但是其實背後是誰在掌權呢?
[00:18:33.120 --> 00:18:34.800]  是神在掌權
[00:18:34.800 --> 00:18:39.040]  一切都是憑神的旨意來進行
[00:18:39.040 --> 00:18:43.120]  為什麼需要去到城門找這個近親呢?
[00:18:43.120 --> 00:18:50.160]  因為當時城門就是長老處理司法處理事務的地方
[00:18:50.160 --> 00:18:53.040]  有很多的經文都是這樣告訴我們
[00:18:53.040 --> 00:18:57.040]  於是波亞斯去到城門找了十個見證人
[00:18:57.040 --> 00:19:03.040]  來決定究竟誰才可以替路德贖回地
[00:19:03.040 --> 00:19:07.760]  於是這個近親剛剛走過
[00:19:07.760 --> 00:19:11.280]  波亞斯立刻抓住他跟他說話
[00:19:11.280 --> 00:19:14.080]  問他肯不肯贖回這個地
[00:19:14.080 --> 00:19:18.640]  我們剛剛說這個近親需要有三個條件
[00:19:18.640 --> 00:19:23.760]  第一 他要真真正正地位身份是最近二里米納
[00:19:23.760 --> 00:19:26.640]  他符合了第一條條件
[00:19:26.640 --> 00:19:30.240]  第二個條件問他願不願意贖地
[00:19:30.240 --> 00:19:32.880]  這個近親一口答應
[00:19:32.880 --> 00:19:34.080]  他說我願意
[00:19:34.080 --> 00:19:40.080]  當然可能他認為這是一個對他有利的交易
[00:19:40.080 --> 00:19:43.440]  他見到納俄米已經這麼大年紀
[00:19:43.440 --> 00:19:46.800]  可能要供養他
[00:19:46.800 --> 00:19:50.960]  但是這個地會幫他得到很多的利益
[00:19:50.960 --> 00:19:53.680]  拿一點點出來供養納俄米
[00:19:53.680 --> 00:19:55.200]  他認為沒什麼問題
[00:19:55.200 --> 00:19:56.640]  對他有益
[00:19:56.640 --> 00:19:58.640]  這個生意是做得過
[00:19:58.640 --> 00:20:00.640]  所以他一口答應了
[00:20:00.640 --> 00:20:05.680]  但波亞斯立刻提出了第三個條件
[00:20:05.680 --> 00:20:09.840]  他說你從納俄米手中買這地的時候
[00:20:09.840 --> 00:20:13.600]  也當娶死人的妻魔鴨女子路德
[00:20:13.600 --> 00:20:18.480]  使死人在產業上流傳她的名
[00:20:18.480 --> 00:20:22.080]  你要娶路德 你要娶這個寡嫂
[00:20:22.080 --> 00:20:26.800]  這個人一聽見要娶路德就耍手擰頭
[00:20:26.800 --> 00:20:28.160]  他說不要搞我
[00:20:28.160 --> 00:20:29.280]  他說什麼
[00:20:29.280 --> 00:20:32.080]  恐怕於我的產業有礙
[00:20:32.080 --> 00:20:33.920]  路德記的四章六節
[00:20:33.920 --> 00:20:35.120]  他說你不要搞我
[00:20:35.120 --> 00:20:38.000]  我把買地的權給了你
[00:20:38.000 --> 00:20:40.000]  波亞斯你去贖地吧
[00:20:40.000 --> 00:20:43.520]  為什麼這個人不願意娶路德
[00:20:43.520 --> 00:20:46.320]  我相信他是多自私
[00:20:46.320 --> 00:20:51.520]  我們說過做一個近親的救贖不是一件容易的事
[00:20:51.520 --> 00:20:53.520]  是犧牲自己的
[00:20:53.520 --> 00:20:54.960]  他是要怎樣做
[00:20:54.960 --> 00:20:58.160]  他是要用錢買了這塊地
[00:20:58.160 --> 00:21:00.880]  他要娶了這個寡嫂為妻
[00:21:00.880 --> 00:21:04.080]  幫助這個親戚來繼後香燈
[00:21:04.080 --> 00:21:07.920]  當有了嬰兒之後有了子女
[00:21:07.920 --> 00:21:13.440]  他日後還要把子女和田地歸還給這個家族
[00:21:13.440 --> 00:21:14.640]  本來的家族
[00:21:14.640 --> 00:21:16.640]  是一個很大犧牲
[00:21:16.640 --> 00:21:20.000]  這個人相信不願意做這個事
[00:21:20.000 --> 00:21:22.720]  所以他一口拒絕了
[00:21:22.720 --> 00:21:26.480]  也有可能這個人已經結了婚
