
[00:00:00.000 --> 00:00:07.000]  我們今天要研究的主角就是阿伯拉罕
[00:02:17.000 --> 00:02:19.000]  都是猶太教的祖宗
[00:02:19.000 --> 00:02:21.000]  但大家不要忘記
[00:02:21.000 --> 00:02:25.000]  基督教的祖宗不是民族
[00:02:25.000 --> 00:02:28.000]  但在信仰上的祖宗
[00:02:28.000 --> 00:02:29.000]  按照《新約聖經》
[00:02:29.000 --> 00:02:31.000]  加泰太書所說
[00:02:31.000 --> 00:02:33.000]  他是我們屬靈上的信心之父
[00:02:33.000 --> 00:02:34.000]  因為他下來的
[00:02:34.000 --> 00:02:36.000]  透過耶穌基督
[00:02:36.000 --> 00:02:39.000]  繼續在祝福每一個基督徒
[00:02:39.000 --> 00:02:42.000]  還有伊斯蘭教
[00:02:42.000 --> 00:02:45.000]  很明顯在官方的記載裡
[00:02:45.000 --> 00:02:48.000]  他們多次追溯到祖宗
[00:02:48.000 --> 00:02:50.000]  就是阿伯拉罕
[00:02:50.000 --> 00:02:53.000]  因為阿伯拉罕生了以實瑪利的兒子
[00:02:53.000 --> 00:02:55.000]  稍後我們會說他
[00:02:55.000 --> 00:02:57.000]  生了以實瑪利之後
[00:02:57.000 --> 00:02:59.000]  以實瑪利的後代就是今天的阿拉伯人
[00:02:59.000 --> 00:03:01.000]  就是伊斯蘭教徒
[00:03:01.000 --> 00:03:03.000]  所以我們說
[00:03:03.000 --> 00:03:05.000]  如果從這樣的計算
[00:03:05.000 --> 00:03:07.000]  簡單的給你看看這個數字
[00:03:07.000 --> 00:03:09.000]  當我們現代的
[00:03:09.000 --> 00:03:12.000]  現在全世界的人口77億
[00:03:12.000 --> 00:03:14.000]  按照我們最新的統計
[00:03:14.000 --> 00:03:15.000]  77億
[00:03:15.000 --> 00:03:18.000]  有18億是相信伊斯蘭教的
[00:03:18.000 --> 00:03:21.000]  有22億是相信基督教的
[00:03:21.000 --> 00:03:23.000]  加起來40億
[00:03:23.000 --> 00:03:25.000]  超過一半
[00:03:25.000 --> 00:03:27.000]  不要說再加上猶太教
[00:03:27.000 --> 00:03:30.000]  所以肯定今天全世界的人口裡
[00:03:30.000 --> 00:03:32.000]  有一半以上
[00:03:32.000 --> 00:03:34.000]  都是因為阿伯拉罕而來的
[00:03:34.000 --> 00:03:37.000]  阿伯拉罕實在是一個很偉大的人
[00:03:37.000 --> 00:03:38.000]  今天我剛才說過
[00:03:38.000 --> 00:03:39.000]  今天我們一定要去
[00:03:39.000 --> 00:03:40.000]  去看一下
[00:03:40.000 --> 00:03:42.000]  研究一下究竟
[00:03:42.000 --> 00:03:43.000]  為什麼一個這麼厲害的人
[00:03:43.000 --> 00:03:45.000]  這麼重要的人
[00:03:45.000 --> 00:03:46.000]  這麼值得我們敬佩的人
[00:03:46.000 --> 00:03:47.000]  都可以習慣
[00:03:47.000 --> 00:03:49.000]  但要習慣在哪裡
[00:03:49.000 --> 00:03:54.000]  尤其是我們說他有兩次的錯誤
[00:03:54.000 --> 00:03:56.000]  但為什麼我們剛才說有四次
[00:03:56.000 --> 00:03:57.000]  因為他重複了兩次
[00:03:57.000 --> 00:03:59.000]  每樣重複兩次
[00:03:59.000 --> 00:04:01.000]  如果你看回第十二章和二十章
[00:04:01.000 --> 00:04:02.000]  大家不用揭了
[00:04:02.000 --> 00:04:03.000]  因為這麼長的經文
[00:04:03.000 --> 00:04:05.000]  我會很簡略的跟大家說
[00:04:05.000 --> 00:04:06.000]  你回去再看
[00:04:06.000 --> 00:04:07.000]  但有些屬性經
[00:04:07.000 --> 00:04:09.000]  你都記得我在說哪裡
[00:04:09.000 --> 00:04:12.000]  有兩次記載阿伯拉罕
[00:04:12.000 --> 00:04:13.000]  說謊話
[00:04:13.000 --> 00:04:15.000]  醜死人
[00:04:15.000 --> 00:04:17.000]  還差不多搞到
[00:04:17.000 --> 00:04:19.000]  很尷尬
[00:04:19.000 --> 00:04:21.000]  甚至出了禍
[00:04:21.000 --> 00:04:23.000]  是因為他將他的太太薩拉
[00:04:23.000 --> 00:04:25.000]  告訴別人是他的妹妹
[00:04:25.000 --> 00:04:27.000]  這是第一個
[00:04:27.000 --> 00:04:28.000]  他不單一次
[00:04:28.000 --> 00:04:29.000]  他兩次
[00:04:29.000 --> 00:04:31.000]  經過若干年之後
[00:04:31.000 --> 00:04:33.000]  同樣的再犯一次
[00:04:33.000 --> 00:04:35.000]  第二個的錯
[00:04:35.000 --> 00:04:37.000]  就是在他的家庭裏面
[00:04:37.000 --> 00:04:39.000]  剛才我們所讀的第十六章
[00:04:39.000 --> 00:04:41.000]  都說到
[00:04:41.000 --> 00:04:43.000]  他娶了一個妾侍
[00:04:43.000 --> 00:04:45.000]  埃及人的女子
[00:04:45.000 --> 00:04:47.000]  婢女下嫁做太太
[00:04:47.000 --> 00:04:49.000]  生了一個二嬸瑪利
[00:04:49.000 --> 00:04:51.000]  從此在十四年裏面
[00:04:51.000 --> 00:04:53.000]  產生了婚姻上的各樣的
[00:04:53.000 --> 00:04:57.000]  和家庭上的鬥爭
[00:04:57.000 --> 00:05:01.000]  因為阿伯拉罕這樣的行動
[00:05:01.000 --> 00:05:03.000]  就氣死老婆害死人
[00:05:03.000 --> 00:05:07.000]  我講的是什麼呢
[00:05:07.000 --> 00:05:09.000]  我想和大家講的是
[00:05:09.000 --> 00:05:11.000]  沒錯
[00:05:11.000 --> 00:05:13.000]  人都會錯的
[00:05:13.000 --> 00:05:15.000]  誰是完美的
[00:05:15.000 --> 00:05:17.000]  不過如果一個人
[00:05:17.000 --> 00:05:19.000]  他錯了一件事
[00:05:19.000 --> 00:05:21.000]  他知道錯了
[00:05:21.000 --> 00:05:23.000]  之後又再犯一次
[00:05:23.000 --> 00:05:25.000]  就表示更深的問題
[00:05:25.000 --> 00:05:27.000]  在他自己的性格
[00:05:27.000 --> 00:05:29.000]  人格甚至內心世界的問題
[00:05:29.000 --> 00:05:31.000]  是不是
[00:05:31.000 --> 00:05:33.000]  考試又一條都不懂
[00:05:33.000 --> 00:05:35.000]  又溫習錯了
[00:05:35.000 --> 00:05:37.000]  於是鋌而走險
[00:05:37.000 --> 00:05:39.000]  沒有人說你對
[00:05:39.000 --> 00:05:41.000]  肯定是錯
[00:05:41.000 --> 00:05:43.000]  不過就說不行了
[00:05:43.000 --> 00:05:45.000]  要出貓
[00:05:45.000 --> 00:05:47.000]  出貓了
[00:05:47.000 --> 00:05:49.000]  被人抓到
[00:05:49.000 --> 00:05:51.000]  誰知道兩個星期後
[00:05:51.000 --> 00:05:53.000]  又再出貓
[00:05:53.000 --> 00:05:55.000]  那個人肯定就不行了
[00:05:55.000 --> 00:05:57.000]  出貓這麼簡單
[00:05:57.000 --> 00:05:59.000]  是不是
[00:05:59.000 --> 00:06:01.000]  為什麼會搞成這樣
[00:06:01.000 --> 00:06:03.000]  我們試試追溯阿伯拉罕的心靈裏面
[00:06:03.000 --> 00:06:05.000]  所犯的問題在哪裏
[00:06:05.000 --> 00:06:07.000]  我們先從他第一件的錯
[00:06:07.000 --> 00:06:09.000]  就是他認他太太
[00:06:09.000 --> 00:06:11.000]  做妹
[00:06:11.000 --> 00:06:13.000]  和人說謊
[00:06:13.000 --> 00:06:15.000]  兩次發生在外邦人的城市
[00:06:15.000 --> 00:06:17.000]  阿伯拉罕去到
[00:06:17.000 --> 00:06:19.000]  他應去的地
[00:06:19.000 --> 00:06:21.000]  嘉南
[00:06:21.000 --> 00:06:23.000]  當然都是外邦人的地方
[00:06:23.000 --> 00:06:25.000]  坦白說
[00:06:25.000 --> 00:06:27.000]  於是在兩次聖經記載
[00:06:27.000 --> 00:06:29.000]  第十二章
[00:06:29.000 --> 00:06:31.000]  他去到埃及
[00:06:31.000 --> 00:06:33.000]  聖經說他見到人就說
[00:06:33.000 --> 00:06:35.000]  這是我的妹
[00:06:35.000 --> 00:06:37.000]  為什麼
[00:06:37.000 --> 00:06:39.000]  他和太太說
[00:06:39.000 --> 00:06:41.000]  你好美
[00:06:41.000 --> 00:06:43.000]  那些埃及人見到你就一定喜歡你
[00:06:43.000 --> 00:06:45.000]  或者想抓你
[00:06:45.000 --> 00:06:47.000]  去後宮或者抓你做他老婆
[00:06:47.000 --> 00:06:49.000]  如果知道你結了
[00:06:49.000 --> 00:06:51.000]  如果我告訴你這是我太太
[00:06:51.000 --> 00:06:53.000]  當然先殺老公
[00:06:53.000 --> 00:06:55.000]  不然怎樣可以搶人家老婆
[00:06:55.000 --> 00:06:57.000]  不然你認我是我妹
[00:06:57.000 --> 00:06:59.000]  那時候
[00:06:59.000 --> 00:07:01.000]  認妹有什麼好處
[00:07:01.000 --> 00:07:03.000]  沒有好處
[00:07:03.000 --> 00:07:05.000]  起碼第一他不會殺我
[00:07:05.000 --> 00:07:07.000]  第二他和你提親的時候
[00:07:07.000 --> 00:07:09.000]  會有些緩衝
[00:07:09.000 --> 00:07:11.000]  走就走
[00:07:11.000 --> 00:07:13.000]  這是他想出最絕的竅門
[00:07:13.000 --> 00:07:15.000]  但是他不知道
[00:07:15.000 --> 00:07:17.000]  去到埃及
[00:07:17.000 --> 00:07:19.000]  果然是
[00:07:19.000 --> 00:07:21.000]  法老王見到很美的神婆
[00:07:21.000 --> 00:07:23.000]  哇這個很美的女人
[00:07:23.000 --> 00:07:25.000]  就拿她來做後宮
[00:07:25.000 --> 00:07:27.000]  去後宮的時候神對法老王說
[00:07:27.000 --> 00:07:29.000]  你搞錯了人家有老公
[00:07:29.000 --> 00:07:31.000]  那個法老王說
[00:07:31.000 --> 00:07:33.000]  這樣都可以
[00:07:33.000 --> 00:07:35.000]  快點叫阿帕拉漢來
[00:07:35.000 --> 00:07:37.000]  你想害死我
[00:07:37.000 --> 00:07:39.000]  這樣的謊話都可以說
[00:07:39.000 --> 00:07:41.000]  於是就罵他
[00:07:41.000 --> 00:07:43.000]  醜不醜很醜
[00:07:43.000 --> 00:07:45.000]  人家都不信神的人罵你
[00:07:45.000 --> 00:07:47.000]  說謊想害人
[00:07:47.000 --> 00:07:49.000]  想不到有個法老王這麼正直
[00:07:49.000 --> 00:07:51.000]  罵他一句
[00:07:51.000 --> 00:07:53.000]  罵頭很醜
[00:07:53.000 --> 00:07:55.000]  這樣都夠了吧為什麼要再來一次
[00:07:55.000 --> 00:07:57.000]  第二次就去到
[00:07:57.000 --> 00:07:59.000]  菲利士人居住的區域
[00:07:59.000 --> 00:08:01.000]  那個區域那個地方
[00:08:01.000 --> 00:08:03.000]  就叫基拉爾
[00:08:03.000 --> 00:08:05.000]  基拉爾那個皇帝
[00:08:05.000 --> 00:08:07.000]  就叫阿比米勒
[00:08:07.000 --> 00:08:09.000]  阿比米勒見到
[00:08:09.000 --> 00:08:11.000]  撒拉
[00:08:11.000 --> 00:08:13.000]  哇很美
[00:08:13.000 --> 00:08:15.000]  於是阿帕拉漢就和人說
[00:08:15.000 --> 00:08:17.000]  這是我妹妹
[00:08:17.000 --> 00:08:19.000]  於是就把她拿過來
[00:08:19.000 --> 00:08:21.000]  然後神就對阿比米勒說
[00:08:21.000 --> 00:08:23.000]  你搞錯了人家有老公的
[00:08:23.000 --> 00:08:25.000]  你這樣拿了人家老婆
[00:08:25.000 --> 00:08:27.000]  阿比米勒原來阿比米勒的道德
[00:08:27.000 --> 00:08:29.000]  也是這麼高
[00:08:29.000 --> 00:08:31.000]  比阿帕拉漢還高
[00:08:31.000 --> 00:08:33.000]  於是就叫阿帕拉漢來說
[00:08:33.000 --> 00:08:35.000]  你搞錯了你想害死我
[00:08:35.000 --> 00:08:37.000]  這樣都可以說謊
[00:08:37.000 --> 00:08:39.000]  快走快走
[00:08:39.000 --> 00:08:41.000]  阿帕拉漢說
[00:08:41.000 --> 00:08:43.000]  他講了兩個解釋
[00:08:43.000 --> 00:08:45.000]  一會兒我和大家解釋
[00:08:45.000 --> 00:08:47.000]  這兩次我們可以說是
[00:08:47.000 --> 00:08:49.000]  顯出了阿帕拉漢有問題
[00:08:49.000 --> 00:08:51.000]  他有問題的問題在哪裡
[00:08:51.000 --> 00:08:53.000]  我和大家說
[00:08:53.000 --> 00:08:55.000]  我追溯的時候
[00:08:55.000 --> 00:08:57.000]  我想和大家說他犯了兩個錯誤
[00:08:57.000 --> 00:08:59.000]  兩個犯錯
[00:08:59.000 --> 00:09:01.000]  我想大家留意一下
[00:09:01.000 --> 00:09:03.000]  第一個犯錯
[00:09:03.000 --> 00:09:05.000]  其實我今天的主題
[00:09:05.000 --> 00:09:07.000]  是關於部分真理
[00:09:07.000 --> 00:09:09.000]  什麼的錯呢
[00:09:09.000 --> 00:09:11.000]  第一阿帕拉漢
[00:09:11.000 --> 00:09:13.000]  他根據著他能夠得到的
[00:09:13.000 --> 00:09:15.000]  看法
[00:09:15.000 --> 00:09:17.000]  他有他的根據
[00:09:17.000 --> 00:09:19.000]  但是這是一個錯誤
[00:09:19.000 --> 00:09:21.000]  或者只是部分真理的根據
[00:09:21.000 --> 00:09:23.000]  你怎麼知道
[00:09:23.000 --> 00:09:25.000]  你猜的不是
[00:09:25.000 --> 00:09:27.000]  你留意
[00:09:27.000 --> 00:09:29.000]  當
[00:09:29.000 --> 00:09:31.000]  在基拉爾的地方
[00:09:31.000 --> 00:09:33.000]  阿比米勒
[00:09:33.000 --> 00:09:35.000]  罵阿帕拉漢說
[00:09:35.000 --> 00:09:37.000]  為什麼你騙我的時候
[00:09:37.000 --> 00:09:39.000]  聖經說阿帕拉漢怎麼回答
[00:09:39.000 --> 00:09:41.000]  他說第十一節
[00:09:41.000 --> 00:09:43.000]  因為我以為這地方
[00:09:43.000 --> 00:09:45.000]  必定會有敬畏神的人
[00:09:45.000 --> 00:09:47.000]  他們就會因為
[00:09:47.000 --> 00:09:49.000]  我妻子的緣故
[00:09:49.000 --> 00:09:51.000]  殺我
[00:09:51.000 --> 00:09:53.000]  我想你特別留意這件事
[00:09:53.000 --> 00:09:55.000]  再加上他第一次在埃及
[00:09:55.000 --> 00:09:57.000]  他對他太太
[00:09:57.000 --> 00:09:59.000]  對他太太說
[00:09:59.000 --> 00:10:01.000]  埃及人看見你的時候
[00:10:01.000 --> 00:10:03.000]  必會算這時他妻子
[00:10:03.000 --> 00:10:05.000]  就會殺我
[00:10:05.000 --> 00:10:07.000]  這裡有三件事
[00:10:07.000 --> 00:10:09.000]  有個根據有個推理
[00:10:09.000 --> 00:10:11.000]  然後就決定這個行動
[00:10:11.000 --> 00:10:13.000]  這個根據是什麼
[00:10:13.000 --> 00:10:15.000]  你說阿帕拉漢的根據
[00:10:15.000 --> 00:10:17.000]  錯了也不是
[00:10:17.000 --> 00:10:19.000]  不過肯定錯在
[00:10:19.000 --> 00:10:21.000]  以偏概全
[00:10:21.000 --> 00:10:23.000]  我們相信阿帕拉漢在別人的地方
[00:10:23.000 --> 00:10:25.000]  外邦的地方
[00:10:25.000 --> 00:10:27.000]  都受到很多的屈辱
[00:10:27.000 --> 00:10:29.000]  老實說
[00:10:29.000 --> 00:10:31.000]  你不是本地人
[00:10:31.000 --> 00:10:33.000]  不是埃及人
[00:10:33.000 --> 00:10:35.000]  你是猶太人
[00:10:35.000 --> 00:10:37.000]  當然欺負你
[00:10:37.000 --> 00:10:39.000]  所以可能被人欺負過
[00:10:39.000 --> 00:10:41.000]  被人扔掉
[00:10:41.000 --> 00:10:43.000]  所以在他心目中
[00:10:43.000 --> 00:10:45.000]  你有沒有留意
[00:10:45.000 --> 00:10:47.000]  你見到
[00:10:47.000 --> 00:10:49.000]  他對這個
[00:10:49.000 --> 00:10:51.000]  阿帕拉漢的解釋
[00:10:51.000 --> 00:10:53.000]  我以為這個地方
[00:10:53.000 --> 00:10:55.000]  必定沒有敬畏神的人
[00:10:55.000 --> 00:10:57.000]  所以我一定要騙你們
[00:10:57.000 --> 00:10:59.000]  不騙不行
[00:10:59.000 --> 00:11:01.000]  否則我一定死
[00:11:01.000 --> 00:11:03.000]  在他眼中他認為
[00:11:03.000 --> 00:11:05.000]  這些外邦人的地方
[00:11:05.000 --> 00:11:07.000]  他都不信神
[00:11:07.000 --> 00:11:09.000]  沒有一個好人就恐怖
[00:11:09.000 --> 00:11:11.000]  在他的經驗中
[00:11:11.000 --> 00:11:13.000]  是見到很多不好的人
[00:11:13.000 --> 00:11:15.000]  但在他的印象中
[00:11:15.000 --> 00:11:17.000]  這個地方沒有一個是好人
[00:11:17.000 --> 00:11:19.000]  於是沒有一個好人的時候
[00:11:19.000 --> 00:11:21.000]  就猜到他們
[00:11:21.000 --> 00:11:23.000]  一見到我太太那麼好
[00:11:23.000 --> 00:11:25.000]  就必定要殺我
[00:11:25.000 --> 00:11:27.000]  所以我是被迫的
[00:11:27.000 --> 00:11:29.000]  一定要出橫手
[00:11:29.000 --> 00:11:31.000]  說我太太只不過是妹
[00:11:31.000 --> 00:11:33.000]  這樣就行了
[00:11:33.000 --> 00:11:35.000]  誰知道你發覺
[00:11:35.000 --> 00:11:37.000]  這個皇帝這個法老
[00:11:37.000 --> 00:11:39.000]  這個阿比米勒比他的道德更高
[00:11:39.000 --> 00:11:41.000]  這個阿帕拉漢
[00:11:41.000 --> 00:11:43.000]  那個偏見
[00:11:43.000 --> 00:11:45.000]  人有偏見
[00:11:45.000 --> 00:11:47.000]  這個偏見可以很可怕
[00:11:47.000 --> 00:11:49.000]  這個偏見不是全錯
[00:11:49.000 --> 00:11:51.000]  他都受過很多外邦人
[00:11:51.000 --> 00:11:53.000]  那些人的痛苦
[00:11:53.000 --> 00:11:55.000]  但他就是因為這樣
[00:11:55.000 --> 00:11:57.000]  他就做了一個結論說沒有一個好人
[00:11:57.000 --> 00:11:59.000]  沒有一個好人就一定要騙他
[00:11:59.000 --> 00:12:01.000]  於是就不騙他不行
[00:12:01.000 --> 00:12:03.000]  這個第一個
[00:12:03.000 --> 00:12:05.000]  很大的可怕的地方
[00:12:05.000 --> 00:12:07.000]  第二個可怕
[00:12:07.000 --> 00:12:09.000]  同樣
[00:12:09.000 --> 00:12:11.000]  你看看他
[00:12:11.000 --> 00:12:13.000]  對著阿比米勒還有第二個解釋
[00:12:13.000 --> 00:12:15.000]  為什麼我說這個是
[00:12:15.000 --> 00:12:17.000]  我的妹
[00:12:17.000 --> 00:12:19.000]  其實說起來
[00:12:19.000 --> 00:12:21.000]  都可以是
[00:12:21.000 --> 00:12:23.000]  因為
[00:12:23.000 --> 00:12:25.000]  這個是我的
[00:12:25.000 --> 00:12:27.000]  同父異母的妹
[00:12:27.000 --> 00:12:29.000]  第十二節
[00:12:29.000 --> 00:12:31.000]  何況她也實在是我的妹妹
[00:12:31.000 --> 00:12:33.000]  她原是我同父異母的妹妹
[00:12:33.000 --> 00:12:35.000]  後來才做我的太太
[00:12:35.000 --> 00:12:37.000]  說起來
[00:12:37.000 --> 00:12:39.000]  都是同父異母的妹妹
[00:12:39.000 --> 00:12:41.000]  所以你有沒有留意
[00:12:41.000 --> 00:12:43.000]  聖經記載
[00:12:43.000 --> 00:12:45.000]  我用一個原文直譯
[00:12:45.000 --> 00:12:47.000]  第十二章十三節說
[00:12:47.000 --> 00:12:49.000]  他去到埃及同樣
[00:12:49.000 --> 00:12:51.000]  人家向他提起他的妹妹的時候
[00:12:51.000 --> 00:12:53.000]  他就告訴人家
[00:12:53.000 --> 00:12:55.000]  這個是我的
[00:12:55.000 --> 00:12:57.000]  他就告訴人家
[00:12:57.000 --> 00:12:59.000]  她是我的妹妹
[00:12:59.000 --> 00:13:01.000]  這個原文有個意思就是說
[00:13:01.000 --> 00:13:03.000]  每次人家問這個誰
[00:13:03.000 --> 00:13:05.000]  我妹
[00:13:05.000 --> 00:13:07.000]  因為在阿布拉罕心目中
[00:13:07.000 --> 00:13:09.000]  為什麼我理直氣壯
[00:13:09.000 --> 00:13:11.000]  因為說起來
[00:13:11.000 --> 00:13:13.000]  都叫做是妹妹
[00:13:13.000 --> 00:13:15.000]  你明不明白
[00:13:15.000 --> 00:13:17.000]  第二個恐怖就是
[00:13:17.000 --> 00:13:19.000]  他又不是全錯
[00:13:19.000 --> 00:13:21.000]  不過擺明他是自我欺騙
[00:13:21.000 --> 00:13:23.000]  一個自我欺騙的人
[00:13:23.000 --> 00:13:25.000]  他可以到一個地步
[00:13:25.000 --> 00:13:27.000]  理直氣壯
[00:13:27.000 --> 00:13:29.000]  比那些知道自己在做錯事的人
[00:13:29.000 --> 00:13:33.000]  人家在笑
[00:13:33.000 --> 00:13:35.000]  你猜我在說什麼
[00:13:35.000 --> 00:13:37.000]  我沒有說
[00:13:37.000 --> 00:13:39.000]  我只是說阿布拉罕
[00:13:39.000 --> 00:13:41.000]  我不是說笑
[00:13:41.000 --> 00:13:43.000]  我用聖經和大家一起說
[00:13:43.000 --> 00:13:45.000]  一個人如果知道自己在做的事
[00:13:45.000 --> 00:13:47.000]  是錯的
[00:13:47.000 --> 00:13:49.000]  有內疚
[00:13:49.000 --> 00:13:51.000]  他還有一種捉拉力
[00:13:51.000 --> 00:13:53.000]  他自己都欺騙
[00:13:53.000 --> 00:13:55.000]  阿布拉罕說
[00:13:55.000 --> 00:13:57.000]  這是我妹妹
[00:13:57.000 --> 00:13:59.000]  老實說你說什麼
[00:13:59.000 --> 00:14:01.000]  是你才知道
[00:14:01.000 --> 00:14:03.000]  你和十個人說
[00:14:03.000 --> 00:14:05.000]  那十個人有誰知道
[00:14:05.000 --> 00:14:07.000]  你那個
[00:14:07.000 --> 00:14:09.000]  明不明
[00:14:09.000 --> 00:14:11.000]  這個根本就是你老婆
[00:14:11.000 --> 00:14:13.000]  你又不說真正要說的
[00:14:13.000 --> 00:14:15.000]  說一點點
[00:14:15.000 --> 00:14:17.000]  最重要這句話是安慰他自己
[00:14:17.000 --> 00:14:19.000]  我沒有說錯
[00:14:19.000 --> 00:14:21.000]  我沒有騙人
[00:14:21.000 --> 00:14:23.000]  是妹妹
[00:14:23.000 --> 00:14:25.000]  但其實他完全知道
[00:14:25.000 --> 00:14:27.000]  人家聽的時候
[00:14:27.000 --> 00:14:29.000]  誰有100個裡面
[00:14:29.000 --> 00:14:31.000]  有沒有一個知道他在說什麼
[00:14:31.000 --> 00:14:33.000]  他都不知道
[00:14:33.000 --> 00:14:35.000]  大家都不知道
[00:14:35.000 --> 00:14:37.000]  他根本就是在騙人
[00:14:37.000 --> 00:14:39.000]  但他告訴自己我沒有騙人
[00:14:39.000 --> 00:14:41.000]  何況這個真的是我妹妹
[00:14:41.000 --> 00:14:43.000]  一個人幫他自己
[00:14:43.000 --> 00:14:45.000]  去騙自己
[00:14:45.000 --> 00:14:47.000]  理直氣壯的時候
[00:14:47.000 --> 00:14:49.000]  他會做錯事會犯錯犯得更加盡
[00:14:49.000 --> 00:14:51.000]  因為連內疚感都沒有了
[00:14:51.000 --> 00:14:53.000]  阿布拉罕就是這兩樣
[00:14:53.000 --> 00:14:55.000]  大家看著
[00:14:55.000 --> 00:14:57.000]  不是小事來的
[00:14:57.000 --> 00:14:59.000]  很嚴重
[00:14:59.000 --> 00:15:01.000]  很可怕
[00:15:01.000 --> 00:15:03.000]  我和大家說
[00:15:03.000 --> 00:15:05.000]  今天我想和大家說的主題
[00:15:05.000 --> 00:15:07.000]  就是部分真理
[00:15:07.000 --> 00:15:09.000]  這兩樣最慘的就是有部分真理
[00:15:09.000 --> 00:15:11.000]  但沒有了
[00:15:11.000 --> 00:15:13.000]  不是有了
[00:15:13.000 --> 00:15:15.000]  他就拿著部分真理
[00:15:15.000 --> 00:15:17.000]  將它擴大
[00:15:17.000 --> 00:15:19.000]  沒有一個好人
[00:15:19.000 --> 00:15:21.000]  所以我不騙他
[00:15:21.000 --> 00:15:23.000]  怎樣騙他
[00:15:23.000 --> 00:15:25.000]  我都沒有騙他
[00:15:25.000 --> 00:15:27.000]  反正都是同父異母的妹妹
[00:15:27.000 --> 00:15:29.000]  都算是妹妹
[00:15:29.000 --> 00:15:31.000]  你明白嗎
[00:15:31.000 --> 00:15:33.000]  他一直去到盡
[00:15:33.000 --> 00:15:35.000]  做到很盡
[00:15:35.000 --> 00:15:37.000]  錯得很盡
[00:15:37.000 --> 00:15:39.000]  錯得很可怕
[00:15:39.000 --> 00:15:41.000]  錯得毫無內疚感
[00:15:41.000 --> 00:15:43.000]  希望大家記住
[00:15:43.000 --> 00:15:45.000]  第二
[00:15:45.000 --> 00:15:47.000]  他太太
[00:15:47.000 --> 00:15:49.000]  撒拉
[00:15:49.000 --> 00:15:51.000]  阿布拉罕
[00:15:51.000 --> 00:15:53.000]  從各樣跡象
[00:15:53.000 --> 00:15:55.000]  他很愛他太太
[00:15:55.000 --> 00:15:57.000]  愛太太當然是對的
[00:15:57.000 --> 00:15:59.000]  愛到地步
[00:15:59.000 --> 00:16:01.000]  他太太叫他做什麼他都做
[00:16:01.000 --> 00:16:03.000]  而不是做神要他做的事
[00:16:03.000 --> 00:16:05.000]  又成為另外一個
