
[00:00:00.000 --> 00:00:04.120]  題目就是關於天國的謠言
[00:02:34.000 --> 00:02:37.600]  從來沒有人這樣宣教過的
[00:02:37.600 --> 00:02:40.240]  我相信這是一個短暫的宣教
[00:02:40.240 --> 00:02:42.840]  因為宣了一會很快就回來了
[00:02:42.840 --> 00:02:44.560]  所以這個不是長遠的宣教
[00:02:44.560 --> 00:02:45.760]  這是短暫的宣教
[00:02:45.760 --> 00:02:48.800]  不需要走太遠的地方
[00:02:48.800 --> 00:02:51.480]  不需要帶太多的準備
[00:02:51.480 --> 00:02:53.000]  還要不帶甚麼呢?
[00:02:53.000 --> 00:02:54.600]  不要帶兩件襪子
[00:02:54.600 --> 00:02:58.800]  連不用換衣服的衣服也有
[00:02:58.800 --> 00:03:02.720]  從來沒有聽過有這樣的宣教
[00:03:02.720 --> 00:03:05.920]  我現在飛來飛去很多不同的地方
[00:03:05.920 --> 00:03:08.400]  最近我剛剛從紐西蘭回來
[00:03:08.400 --> 00:03:09.720]  經過新加坡
[00:03:09.720 --> 00:03:12.920]  幫新加坡三一神學院講完
[00:03:12.920 --> 00:03:15.240]  這個開學禮才回來
[00:03:15.240 --> 00:03:18.320]  不知道你們飛過紐西蘭或者澳洲沒有?
[00:03:18.320 --> 00:03:19.280]  澳洲也挺要命的
[00:03:19.280 --> 00:03:21.160]  紐西蘭更加要命
[00:03:21.160 --> 00:03:23.400]  飛了二十多個小時
[00:03:23.400 --> 00:03:24.720]  還有很長的空隙
[00:03:24.720 --> 00:03:27.560]  真的累到快暈倒了
[00:03:27.560 --> 00:03:30.760]  不過我現在有一部分時間在外面講學
[00:03:30.760 --> 00:03:33.040]  我在外面講講座和講道
[00:03:33.040 --> 00:03:34.560]  所以全球很多地方我都去過
[00:03:34.560 --> 00:03:36.720]  差不多除了南美洲沒有去過
[00:03:36.720 --> 00:03:38.280]  其他地方我都去過
[00:03:38.280 --> 00:03:40.160]  去那些地方我發現一件事
[00:03:40.160 --> 00:03:42.600]  你要準備好你要穿甚麼
[00:03:42.600 --> 00:03:44.440]  第一件事我下飛機
[00:03:44.440 --> 00:03:45.760]  我知道有件事很重要
[00:03:45.760 --> 00:03:47.280]  如果空隙的地方
[00:03:47.280 --> 00:03:51.760]  我現在已經知道哪個機場有糧蔥
[00:03:51.760 --> 00:03:53.040]  我通常飛國泰的
[00:03:53.040 --> 00:03:55.320]  國泰我告訴你一個貼士
[00:03:55.320 --> 00:03:56.560]  我不知道多倫多有沒有
[00:03:56.560 --> 00:04:02.640]  我知道洛杉磯、三藩市和香港有糧蔥
[00:04:02.640 --> 00:04:05.120]  但我知道溫哥華雖然機場小小的
[00:04:05.120 --> 00:04:06.680]  又挺的式又挺有趣
[00:04:06.680 --> 00:04:08.680]  但沒有糧蔥的
[00:04:08.680 --> 00:04:13.840]  所以大部分時間我都不會路過溫哥華
[00:04:13.840 --> 00:04:15.880]  去轉機
[00:04:15.880 --> 00:04:19.640]  沒有糧蔥和有糧蔥坐那麼長的飛機
[00:04:19.640 --> 00:04:21.280]  是有關係的
[00:04:21.280 --> 00:04:23.000]  上飛機會不會很噁心呢
[00:04:23.000 --> 00:04:26.040]  可不可以說噁心的交換
[00:04:26.040 --> 00:04:29.040]  可不可以有街坊一點
[00:04:29.040 --> 00:04:31.320]  你看我樣子
[00:04:31.320 --> 00:04:32.680]  有糧蔥才行
[00:04:32.680 --> 00:04:34.560]  現在不是很黏的上飛機
[00:04:34.560 --> 00:04:37.600]  特別是香港上飛機很難頂
[00:04:37.600 --> 00:04:41.200]  可不可以說很難頂
[00:04:41.200 --> 00:04:43.000]  很黏很辛苦的
[00:04:43.000 --> 00:04:44.320]  所以沖完糧
[00:04:44.320 --> 00:04:47.280]  下飛機之後最重要做什麼
[00:04:47.280 --> 00:04:50.440]  剃鬚
[00:04:50.440 --> 00:04:52.600]  因為你雖然飛了二十多個小時
[00:04:52.600 --> 00:04:54.200]  你不想見到別人覺得那麼尷尬
[00:04:54.200 --> 00:04:55.080]  只要你飛了二十多個小時
[00:04:55.080 --> 00:04:58.320]  你的樣子也不像二十多個小時
[00:04:58.320 --> 00:05:01.680]  我一定帶著鬚跑上飛機
[00:05:01.680 --> 00:05:04.960]  是不先去見人的
[00:05:04.960 --> 00:05:06.440]  還有什麼
[00:05:06.440 --> 00:05:10.080]  要梳洗
[00:05:10.080 --> 00:05:11.720]  感謝讚美主
[00:05:11.720 --> 00:05:13.440]  現在少了一樣東西
[00:05:13.440 --> 00:05:15.960]  要洗不用梳
[00:05:15.960 --> 00:05:17.440]  這叫什麼
[00:05:17.440 --> 00:05:20.080]  這叫中年危機
[00:05:20.080 --> 00:05:21.240]  很多人關心
[00:05:21.240 --> 00:05:21.960]  張牧師
[00:05:21.960 --> 00:05:23.320]  為什麼你的頭髮弄成這樣
[00:05:23.320 --> 00:05:25.200]  這麼激
[00:05:25.200 --> 00:05:26.320]  以前我來港島的時候
[00:05:26.320 --> 00:05:29.920]  可能你不記得我有頭髮
[00:05:29.920 --> 00:05:31.440]  有人關心我
[00:05:31.440 --> 00:05:32.680]  比較婉轉的問我
[00:05:32.680 --> 00:05:35.600]  你身體最近好嗎
[00:05:35.600 --> 00:05:40.600]  其實意思是你是不是在化療
[00:05:40.600 --> 00:05:41.200]  不過我告訴你
[00:05:41.200 --> 00:05:42.400]  我身體非常不適
[00:05:42.400 --> 00:05:43.800]  不是在化療
[00:05:43.800 --> 00:05:46.600]  中年危機是因為他的頭髮掉了
[00:05:46.600 --> 00:05:49.400]  傳媒的頭髮說再見
[00:05:49.400 --> 00:05:50.840]  就沒有洗頭髮了
[00:05:50.840 --> 00:05:51.480]  是這麼簡單
[00:05:51.480 --> 00:05:54.240]  所以下飛機就不用梳頭
[00:05:54.240 --> 00:05:56.840]  這個不是非常熟悉的解釋
[00:05:56.840 --> 00:06:00.080]  但希望你能夠接受
[00:06:00.080 --> 00:06:02.120]  你飛長途
[00:06:02.120 --> 00:06:04.160]  有很多事情你要想的
[00:06:04.160 --> 00:06:04.760]  去到哪裡
[00:06:04.760 --> 00:06:07.360]  有沒有地方洗衣服
[00:06:07.360 --> 00:06:10.000]  你不可以上台穿些潮衫
[00:06:10.000 --> 00:06:13.360]  有種不同的香味
[00:06:13.360 --> 00:06:15.160]  不是基督的香味
[00:06:15.160 --> 00:06:16.520]  你牧師是甚麼來的
[00:06:16.520 --> 00:06:17.640]  又光頭又有味道
[00:06:17.640 --> 00:06:19.240]  又很另類
[00:06:19.240 --> 00:06:20.120]  樣子又另類
[00:06:20.120 --> 00:06:22.040]  這是甚麼事呢
[00:06:22.040 --> 00:06:27.320]  我們要關顧很多不同的事情
[00:06:27.320 --> 00:06:33.400]  我們關顧的是我們物質上的需要
[00:06:33.400 --> 00:06:34.280]  我們講宣教
[00:06:34.280 --> 00:06:35.320]  很多時候講甚麼
[00:06:35.320 --> 00:06:37.760]  講資源
[00:06:37.760 --> 00:06:41.240]  但你發覺耶穌一開始
[00:06:41.240 --> 00:06:45.040]  就將一個負面的吩咐給他們
[00:06:45.040 --> 00:06:48.280]  耶穌將資源的事情
[00:06:48.280 --> 00:06:50.840]  不是將它看重
[00:06:50.840 --> 00:06:53.760]  而是將它看低一點
[00:06:53.760 --> 00:06:56.240]  不是說資源不重要
[00:06:56.240 --> 00:06:58.280]  我相信你在教會受訪很久
[00:06:58.280 --> 00:07:00.480]  可能做過執事或長老
[00:07:00.480 --> 00:07:02.800]  有沒有發覺我在執事長老開會時
[00:07:02.800 --> 00:07:04.920]  都講些甚麼
[00:07:04.920 --> 00:07:05.920]  不敢講
[00:07:05.920 --> 00:07:07.360]  我幫你講完
[00:07:07.360 --> 00:07:09.840]  講錢
[00:07:09.840 --> 00:07:11.040]  這些錢應該用多少
[00:07:11.040 --> 00:07:12.280]  用這些錢用那些
[00:07:12.280 --> 00:07:14.040]  這裡又不可以用那裡
[00:07:14.040 --> 00:07:17.240]  好像整個教會是一個圓的派
[00:07:17.240 --> 00:07:19.360]  一個派要削多少錢
[00:07:19.360 --> 00:07:22.400]  一次想到很多錢
[00:07:22.400 --> 00:07:24.480]  有時我們給人的感覺是
[00:07:24.480 --> 00:07:26.920]  上帝的事工不能夠完成
[00:07:26.920 --> 00:07:30.320]  除非我們有足夠的資源
[00:07:30.320 --> 00:07:32.120]  好像我們做生意時
[00:07:32.120 --> 00:07:33.800]  如果我們不夠足夠的投資
[00:07:33.800 --> 00:07:37.560]  我們就賺不到錢回來
[00:07:37.560 --> 00:07:41.800]  其實教會不是一個有限公司
[00:07:41.800 --> 00:07:45.480]  教會不只是看資源
[00:07:45.480 --> 00:07:48.120]  世上是看資源
[00:07:48.120 --> 00:07:50.720]  我們不是說不需要資源
[00:07:50.720 --> 00:07:53.720]  不是說資源不重要
[00:07:53.720 --> 00:07:56.720]  但耶穌也要提醒門徒
[00:07:56.720 --> 00:08:02.520]  資源不是最重要
[00:08:02.520 --> 00:08:07.120]  資源不是最重要
[00:08:07.120 --> 00:08:08.640]  如果資源重要的話
[00:08:08.640 --> 00:08:11.000]  我們就不需要上帝
[00:08:11.000 --> 00:08:13.440]  如果資源重要的話
[00:08:13.440 --> 00:08:16.080]  我們就不需要信心
[00:08:16.080 --> 00:08:17.640]  你知不知道教會的事工
[00:08:17.640 --> 00:08:20.360]  永遠不是資源問題
[00:08:20.360 --> 00:08:22.760]  永遠不是資源問題
[00:08:22.760 --> 00:08:26.120]  基督的事工永遠不是資源問題
[00:08:26.120 --> 00:08:31.160]  因為所有的資源都是從上帝而來
[00:08:31.160 --> 00:08:32.720]  問題不是資源
[00:08:32.720 --> 00:08:34.720]  問題是信心
[00:08:34.720 --> 00:08:37.280]  資源的問題是信心的問題
[00:08:37.280 --> 00:08:39.640]  所以耶穌先把這件事
[00:08:39.640 --> 00:08:42.000]  在最開始的時候
[00:08:42.000 --> 00:08:44.280]  把這個資源的問題
[00:08:44.280 --> 00:08:50.120]  先解決為資源不是最大問題
[00:08:50.120 --> 00:08:52.120]  弟兄姊妹
[00:08:52.120 --> 00:08:54.000]  我借基督的話語
[00:08:54.000 --> 00:08:56.840]  勸勉我們大家彼此勸勉
[00:08:56.840 --> 00:09:00.880]  當我們做我們應該做的事工的時候
[00:09:00.880 --> 00:09:06.560]  第一件事不要只考慮資源的問題
[00:09:06.560 --> 00:09:08.160]  這是第一個步驟
[00:09:08.160 --> 00:09:09.320]  第二個步驟比較正面一點
[00:09:09.320 --> 00:09:10.640]  第四節
[00:09:10.640 --> 00:09:11.560]  第四節說什麼呢?
[00:09:11.560 --> 00:09:13.920]  「無論進哪一家就住在那裡
[00:09:13.920 --> 00:09:16.400]  也從那裡起行」
[00:09:16.400 --> 00:09:18.160]  無論進一家
[00:09:18.160 --> 00:09:19.600]  哪一家呢?
[00:09:19.600 --> 00:09:22.360]  人家開門那一家
[00:09:22.360 --> 00:09:25.800]  你有沒有發覺耶穌在這裡
[00:09:25.800 --> 00:09:27.320]  祂知道一件事
[00:09:27.320 --> 00:09:29.760]  門徒可能還不知道
[00:09:29.760 --> 00:09:31.480]  不只是說這十二個門徒
[00:09:31.480 --> 00:09:32.600]  或者七十二個門徒
[00:09:32.600 --> 00:09:35.080]  或者七十個門徒中間這個小圈子
[00:09:35.080 --> 00:09:36.960]  才是上帝的國度
[00:09:36.960 --> 00:09:43.760]  原來上帝的國度是超越過我們的小圈子的
[00:09:43.760 --> 00:09:46.200]  這裡耶穌說了第二個步驟就是
[00:09:46.200 --> 00:09:52.920]  我們要找我們同宮的夥伴一起合作
[00:09:52.920 --> 00:09:56.160]  找同宮的夥伴一起合作
[00:09:56.160 --> 00:10:04.160]  天國是所有上帝子民一起合作的地方
[00:10:04.160 --> 00:10:05.720]  我本身在浸會神學院
[00:10:05.720 --> 00:10:08.600]  有一個有宗派的神學院教書
[00:10:08.600 --> 00:10:11.600]  教宣講和新約
[00:10:11.600 --> 00:10:12.840]  我發覺一件事
[00:10:12.840 --> 00:10:14.520]  宗派不是壞
[00:10:14.520 --> 00:10:19.440]  是宗派主義常常成為我們的絆腳石
[00:10:19.440 --> 00:10:20.160]  你去看傳福音
[00:10:20.160 --> 00:10:21.280]  你有沒有試過去看傳福音
[00:10:21.280 --> 00:10:22.680]  人家說
[00:10:22.680 --> 00:10:25.200]  為什麼教會分這麼多門派
[00:10:25.200 --> 00:10:26.480]  有沒有人敢問?
[00:10:26.480 --> 00:10:27.280]  如果沒有人敢問
[00:10:27.280 --> 00:10:29.480]  你傳得不夠多福音
[00:10:29.480 --> 00:10:31.800]  你傳多幾次一定有人會問這個問題
[00:10:31.800 --> 00:10:33.600]  這個問題是很尷尬的問題
[00:10:33.600 --> 00:10:36.760]  你解來解去解不清楚
[00:10:36.760 --> 00:10:39.000]  因為宗派主義讓人覺得
[00:10:39.000 --> 00:10:40.920]  我們雖然是同一個主義
[00:10:40.920 --> 00:10:45.080]  但是我們有很多不同的門派
[00:10:45.080 --> 00:10:48.920]  這個宗派主義的問題
[00:10:48.920 --> 00:10:51.280]  其實這個問題不是最大的宗派
[00:10:51.280 --> 00:10:56.120]  是這些宗派中間的人合一做上帝要他們做的工作
[00:10:56.120 --> 00:10:58.120]  其實我個人也是
[00:10:58.120 --> 00:10:59.720]  我常常和弟兄姐妹
[00:10:59.720 --> 00:11:01.360]  特別是學生分享
[00:11:01.360 --> 00:11:03.000]  他們會和我分享他們的
[00:11:03.000 --> 00:11:04.280]  上帝如何呼召他們
[00:11:04.280 --> 00:11:07.480]  有些故事都很有趣
[00:11:07.480 --> 00:11:10.760]  有些人分享得好像很神聖
[00:11:10.760 --> 00:11:13.360]  我和你分享一件事
[00:11:13.360 --> 00:11:15.520]  我們在台上做的事
[00:11:15.520 --> 00:11:19.960]  不會比你在台下做的事更神聖
[00:11:19.960 --> 00:11:22.640]  我們通常看上帝向我們的呼召
[00:11:22.640 --> 00:11:25.240]  是一種特別的呼召
[00:11:25.240 --> 00:11:29.360]  有時培靈會又要呼召一些人去全世界侍奉
[00:11:29.360 --> 00:11:30.280]  我和你說
[00:11:30.280 --> 00:11:34.080]  每一個人都是被上帝呼召
[00:11:34.080 --> 00:11:36.240]  你不信你查一下聖經
[00:11:36.240 --> 00:11:38.160]  新約講父神的呼召
[00:11:38.160 --> 00:11:40.400]  不是呼召保羅爾
[00:11:40.400 --> 00:11:42.640]  是呼召教會每一個人
[00:11:42.640 --> 00:11:44.120]  呼召從父神而來
[00:11:44.120 --> 00:11:46.040]  你自己查一下
[00:11:46.040 --> 00:11:48.320]  這個呼召是叫不同的人
[00:11:48.320 --> 00:11:50.160]  在不同的角落
[00:11:50.160 --> 00:11:54.040]  做他應該做的事
[00:11:54.040 --> 00:11:58.360]  成為基督的見證人
[00:11:58.360 --> 00:12:00.800]  有些事你做得到 我做不到
[00:12:00.800 --> 00:12:04.760]  有些事我做得到 你可能做不到
[00:12:04.760 --> 00:12:07.680]  每個人有不同的工作
[00:12:07.680 --> 00:12:09.440]  有些人是屬於做甚麼
[00:12:09.440 --> 00:12:11.160]  接待的
[00:12:11.160 --> 00:12:15.960]  有些人是屬於出去宣講的
[00:12:15.960 --> 00:12:17.840]  你們中間有些人是做
[00:12:17.840 --> 00:12:19.040]  某一種職業
[00:12:19.040 --> 00:12:21.760]  你那種職業我是做不到的
[00:12:21.760 --> 00:12:24.720]  神就差派你去那裏
[00:12:24.720 --> 00:12:29.000]  成為他的見證人
[00:12:29.000 --> 00:12:30.160]  但是當我們做見證人的時候
[00:12:30.160 --> 00:12:32.240]  不要忘記
[00:12:32.240 --> 00:12:35.040]  除了我們這個圈子之外
[00:12:35.040 --> 00:12:37.520]  還有其他人
[00:12:37.520 --> 00:12:42.000]  都是屬於上帝國度的
[00:12:42.000 --> 00:12:44.520]  真的
[00:12:44.520 --> 00:12:47.480]  其實這個功課是很難學到的
[00:12:47.480 --> 00:12:50.680]  因為人本身就很重自我
[00:12:50.680 --> 00:12:54.560]  你看看門徒怎樣回應耶穌所有教導
[00:12:54.560 --> 00:12:56.320]  教導完這裏
[00:12:56.320 --> 00:12:58.480]  接著門徒就問一些問題
[00:12:58.480 --> 00:13:02.240]  第九章和一章46節
[00:13:02.240 --> 00:13:06.880]  門徒中間起了議論
[00:13:06.880 --> 00:13:14.760]  誰將為大
[00:13:14.760 --> 00:13:15.800]  有沒有發覺這個問題
[00:13:15.800 --> 00:13:17.360]  趙天子的問題
[00:13:17.360 --> 00:13:19.360]  誰做大佬
[00:13:19.360 --> 00:13:22.640]  永遠都是教會紛爭中
[00:13:22.640 --> 00:13:26.080]  最多出現問題的地方
[00:13:26.080 --> 00:13:28.320]  誰做大佬
[00:13:28.320 --> 00:13:29.840]  不單止誰做大佬
[00:13:29.840 --> 00:13:32.400]  49節還變本加厲
[00:13:32.400 --> 00:13:33.840]  約翰說
[00:13:33.840 --> 00:13:35.800]  「夫子我看我們看見一個人
[00:13:35.800 --> 00:13:36.920]  奉你的名趕鬼
[00:13:36.920 --> 00:13:39.840]  我們就禁止他
[00:13:39.840 --> 00:13:43.600]  因為他不與我們一同跟從你」
[00:13:43.600 --> 00:13:45.000]  有沒有看到
[00:13:45.000 --> 00:13:47.000]  是不是小圈子
[00:13:47.000 --> 00:13:49.320]  不單止一群人想做大佬
[00:13:49.320 --> 00:13:50.120]  有一個人還說
[00:13:50.120 --> 00:13:51.400]  我們這群人全部都是大佬
[00:13:51.400 --> 00:13:53.400]  那群人不是
[00:13:53.400 --> 00:13:54.920]  耶穌怎樣跟我們說
[00:13:54.920 --> 00:13:56.280]  耶穌說不要禁止他
[00:13:56.280 --> 00:13:58.880]  因為不敵擋你們的
[00:13:58.880 --> 00:14:08.240]  就是幫助你們的
[00:14:08.240 --> 00:14:10.880]  上帝的旨意是要他的子民
[00:14:10.880 --> 00:14:13.560]  不要玩小圈子遊戲
[00:14:13.560 --> 00:14:17.280]  是一起同心合意地
[00:14:17.280 --> 00:14:22.960]  合一地侍奉他自己
[00:14:22.960 --> 00:14:25.880]  彰顯他的福音
[00:14:25.880 --> 00:14:27.560]  這是上帝的旨意
[00:14:27.560 --> 00:14:30.360]  我們最能夠建立的見證
[00:14:30.360 --> 00:14:33.200]  就是不同種的宗派
[00:14:33.200 --> 00:14:35.600]  不同種的堂會
[00:14:35.600 --> 00:14:37.960]  不同種的理念
[00:14:37.960 --> 00:14:41.280]  一起做同種的事
[00:14:41.280 --> 00:14:45.840]  就將福音傳揚出去
[00:14:45.840 --> 00:14:49.600]  其實這個很重要
[00:14:49.600 --> 00:14:52.960]  其實教會是很排他的地方
[00:14:52.960 --> 00:14:54.240]  你有沒有發覺這件事
[00:14:54.240 --> 00:14:56.240]  會的
[00:14:56.240 --> 00:14:57.680]  如果你發覺有我這種人進來
[00:14:57.680 --> 00:14:58.400]  你不知道我是港元
[00:14:58.400 --> 00:15:00.960]  你會怎樣看
[00:15:00.960 --> 00:15:02.480]  今天有黑社會大佬來了
[00:15:02.480 --> 00:15:04.960]  怎樣辦呢?
[00:15:04.960 --> 00:15:05.920]  耳環的故事
[00:15:05.920 --> 00:15:07.320]  你一定有很多人在想
[00:15:07.320 --> 00:15:09.920]  為什麼要戴耳環呢?
[00:15:09.920 --> 00:15:11.200]  你去大多士培靈會
[00:15:11.200 --> 00:15:12.280]  我告訴你
[00:15:12.280 --> 00:15:14.440]  今天不說
[00:15:14.440 --> 00:15:17.000]  有少許屬靈的原因
[00:15:17.000 --> 00:15:18.800]  今天不說這件事
[00:15:18.800 --> 00:15:22.400]  你派一個乞丐進來
[00:15:22.400 --> 00:15:23.840]  已經很排他
[00:15:23.840 --> 00:15:25.520]  哇 什麼來的
[00:15:25.520 --> 00:15:27.600]  我曾經聽到有人這樣說
[00:15:27.600 --> 00:15:28.320]  在教會裏說
[00:15:28.320 --> 00:15:29.080]  什麼來的
[00:15:29.080 --> 00:15:31.640]  我是人來的
[00:15:31.640 --> 00:15:33.920]  跟你一樣這麼需要耶穌的人
[00:15:33.920 --> 00:15:36.760]  教會變成小圈子之後
[00:15:36.760 --> 00:15:37.960]  很排他的
[00:15:37.960 --> 00:15:39.560]  你不知道他不愛主嗎?
[00:15:39.560 --> 00:15:40.920]  你不知道他不需要福音嗎?
[00:15:40.920 --> 00:15:41.800]  你有沒有想過這個人
[00:15:41.800 --> 00:15:45.160]  這個是人來的
[00:15:45.160 --> 00:15:47.320]  弟兄姊妹我們不能太排他
[00:15:47.320 --> 00:15:50.320]  我們直接不能排他
[00:15:50.320 --> 00:15:51.040]  這裏讓我們看到
[00:15:51.040 --> 00:15:53.840]  教會是一個擁抱的地方
[00:15:53.840 --> 00:15:55.280]  不同的人有不同的地方
[00:15:55.280 --> 00:15:57.920]  做不同的事
[00:15:57.920 --> 00:15:58.760]  不分階級
[00:15:58.760 --> 00:16:00.880]  不分人種
[00:16:00.880 --> 00:16:02.640]  不分性別
[00:16:02.640 --> 00:16:05.680]  這就是上帝的角度
[00:16:05.680 --> 00:16:09.760]  一個不能夠合一的宗教
[00:16:09.760 --> 00:16:10.920]  或者信仰
[00:16:10.920 --> 00:16:16.160]  是不能夠傳福音的信仰
[00:16:16.160 --> 00:16:18.240]  第二個步驟
[00:16:18.240 --> 00:16:22.080]  和別人一起合作
[00:16:22.080 --> 00:16:23.480]  宣揚福音
[00:16:23.480 --> 00:16:24.240]  第三個
[00:16:24.240 --> 00:16:26.240]  亦都是比較負面的第五節
[00:16:26.240 --> 00:16:27.520]  第五節說什麼呢?
[00:16:27.520 --> 00:16:29.120]  「凡不接待你們的
[00:16:29.120 --> 00:16:30.720]  你們要離開那城的時候」
[00:16:30.720 --> 00:16:31.840]  這句話真的不好
[00:16:31.840 --> 00:16:37.160]  「要把腳上的塵土墮下去」
[00:16:37.160 --> 00:16:39.400]  「見證他們的不是」
[00:16:39.400 --> 00:16:42.000]  怎麼搞的
[00:16:42.000 --> 00:16:43.840]  有時說到這裏很難受
[00:16:43.840 --> 00:16:46.000]  怎麼說呢?
[00:16:46.000 --> 00:16:48.560]  第三個步驟
[00:16:48.560 --> 00:16:54.800]  「要預料有人會不信你那支笛」
[00:16:54.800 --> 00:16:56.320]  那時候我們非常天真
[00:16:56.320 --> 00:16:58.000]  哇!福音這麼棒
[00:16:58.000 --> 00:16:59.560]  你看外面賣東西
[00:16:59.560 --> 00:17:02.080]  他說免費或者減價
[00:17:02.080 --> 00:17:03.560]  那些人做什麼?
[00:17:03.560 --> 00:17:04.880]  馬上去買
[00:17:04.880 --> 00:17:08.320]  我太太是幫一家很大的百貨公司做事
[00:17:08.320 --> 00:17:09.320]  她不是賣衣服的
[00:17:09.320 --> 00:17:11.560]  雖然是百貨公司賣衣服
[00:17:11.560 --> 00:17:13.400]  但是她是做電腦的
[00:17:13.400 --> 00:17:14.480]  她做電腦做什麼呢?
[00:17:14.480 --> 00:17:15.280]  做網站
[00:17:15.280 --> 00:17:18.800]  即是說她上網站有人購物
[00:17:18.800 --> 00:17:19.400]  做電腦
[00:17:19.400 --> 00:17:20.400]  你做過電腦的你都知道
[00:17:20.400 --> 00:17:22.200]  如果你做過這種電腦
[00:17:22.200 --> 00:17:23.640]  這種的網站
[00:17:23.640 --> 00:17:24.200]  你知不知道
[00:17:24.200 --> 00:17:25.400]  她大減價
[00:17:25.400 --> 00:17:33.120]  那天晚上凌晨12點01分
[00:17:33.120 --> 00:17:36.720]  已經有很多粉絲不停地買東西
[00:17:36.720 --> 00:17:38.560]  喂!凌晨
[00:17:38.560 --> 00:17:42.280]  12點01分
[00:17:42.280 --> 00:17:43.000]  真的找到的
[00:17:43.000 --> 00:17:45.560]  而且找到的是整個美國
[00:17:45.560 --> 00:17:47.920]  哪裡的人是瘋狂地買東西的
[00:17:47.920 --> 00:17:49.040]  因為她在計算
[00:17:49.040 --> 00:17:51.280]  計算市場市場
[00:17:51.280 --> 00:17:53.240]  這種消費
[00:17:53.240 --> 00:17:56.920]  因為我們有些東西是大減價
[00:17:56.920 --> 00:17:57.560]  你知不知道
[00:17:57.560 --> 00:17:58.800]  福音不是大減價
[00:17:58.800 --> 00:18:01.920]  是完全白白的
[00:18:01.920 --> 00:18:04.480]  為什麼人們不接受呢?
