
[00:00:00.000 --> 00:00:06.440]  領主 我覺得我是很開心
[00:04:14.860 --> 00:04:17.020]  遲早你會想的 我告訴你
[00:04:17.020 --> 00:04:18.940]  你現在年輕了 你不明白的了
[00:04:18.940 --> 00:04:20.740]  但是我想有時候你都會想
[00:04:20.740 --> 00:04:22.100]  為了什麼呢?
[00:04:22.100 --> 00:04:23.860]  這樣就一輩子了
[00:04:23.860 --> 00:04:26.780]  究竟一個生命為了什麼?
[00:04:26.780 --> 00:04:29.060]  於是我就為了要回答這個問題
[00:04:29.060 --> 00:04:30.300]  我不想用一個哲學
[00:04:30.300 --> 00:04:31.460]  雖然我讀了很多哲學
[00:04:31.460 --> 00:04:33.220]  有中國哲學 有西方哲學
[00:04:33.220 --> 00:04:34.700]  如果你要找一些答案
[00:04:34.700 --> 00:04:36.340]  不知道多少書可以回答
[00:04:36.340 --> 00:04:38.500]  但是我在聖經裡面重新再找
[00:04:38.500 --> 00:04:40.020]  於是我就集中兩個人
[00:04:40.020 --> 00:04:42.140]  一個是耶穌 一個是保羅
[00:04:42.140 --> 00:04:44.340]  今天我們讀聖經就看
[00:04:44.340 --> 00:04:46.140]  我看看他臨死的時候
[00:04:46.140 --> 00:04:48.820]  他想些什麼 說些什麼
[00:04:48.820 --> 00:04:50.260]  就看回我自己
[00:04:50.260 --> 00:04:52.140]  究竟我有些什麼在學習
[00:04:52.140 --> 00:04:54.540]  所以今天你剛才沒有留意
[00:04:54.540 --> 00:04:55.820]  讀那兩段經文
[00:04:55.820 --> 00:04:58.740]  差不多就是這兩個人臨死的時候說的
[00:04:58.740 --> 00:05:02.020]  他回顧 當然臨死的時候還有很多其他說話
[00:05:02.020 --> 00:05:04.740]  但是這幾段就是他們
[00:05:04.740 --> 00:05:08.300]  保羅和耶穌差不多生命結束的時候
[00:05:08.300 --> 00:05:11.620]  要回顧他生命的時候
[00:05:11.620 --> 00:05:14.260]  他究竟想了些什麼 說了些什麼
[00:05:14.260 --> 00:05:17.900]  今天我們試著帶著這個心情去看這幾段聖經
[00:05:17.900 --> 00:05:20.340]  我試著告訴大家我看到些什麼
[00:05:20.340 --> 00:05:21.860]  我們一起互相訓練
[00:05:21.860 --> 00:05:24.140]  互相提醒我們自己
[00:05:24.140 --> 00:05:26.100]  好 我們先看耶穌
[00:05:26.100 --> 00:05:28.500]  剛才我們讀了關於耶穌那一段
[00:05:28.500 --> 00:05:30.220]  是《約翰福音》第十八章
[00:05:30.220 --> 00:05:34.820]  我們請AV的同工再打出來剛才那一段 好嗎
[00:05:34.820 --> 00:05:36.220]  剛才我們讀過了
[00:05:36.220 --> 00:05:37.940]  不過可能你沒有留意這一段
[00:05:37.940 --> 00:05:40.500]  這段對話其實挺有趣的
[00:05:40.500 --> 00:05:43.220]  這段對話大家應該都很容易知道
[00:05:43.220 --> 00:05:44.820]  就是比拉多
[00:05:44.820 --> 00:05:48.220]  這個在偉大的羅馬帝國裡面
[00:05:48.220 --> 00:05:51.460]  一個巴勒斯坦的狗粉之馬官
[00:05:51.460 --> 00:05:57.460]  他和耶穌的對話
[00:05:57.460 --> 00:06:01.020]  比拉多是什麼人呢 老實說
[00:06:01.020 --> 00:06:03.340]  不知道他幸運還是不幸運
[00:06:03.340 --> 00:06:05.460]  他搞到2000年前之後
[00:06:05.460 --> 00:06:09.180]  在亞洲香港的佐敦還有人在說他
[00:06:09.180 --> 00:06:10.860]  你明白嗎
[00:06:10.860 --> 00:06:12.860]  他真的撿到了 你明白嗎
[00:06:12.860 --> 00:06:15.220]  2000年前在同時代
[00:06:15.220 --> 00:06:17.900]  羅馬帝國有多少偉大的人
[00:06:17.900 --> 00:06:19.980]  多少偉大的將軍
[00:06:19.980 --> 00:06:21.980]  多少偉大的政客
[00:06:21.980 --> 00:06:23.460]  他們花了一輩子
[00:06:23.460 --> 00:06:27.020]  傾家蕩產 妻離子散都要走
[00:06:27.020 --> 00:06:30.860]  打到國會的位置
[00:06:30.860 --> 00:06:33.860]  做一下政客
[00:06:33.860 --> 00:06:36.780]  覺得自己一輩子就是為了那件事
[00:06:36.780 --> 00:06:38.020]  都值得
[00:06:38.020 --> 00:06:39.540]  但坦白說
[00:06:39.540 --> 00:06:41.380]  到今天2000年之後是誰來的
[00:06:41.380 --> 00:06:42.580]  我都不知道
[00:06:42.580 --> 00:06:44.580]  對不起 誰來的
[00:06:44.580 --> 00:06:47.380]  我忘記了 記得是比拉多
[00:06:47.380 --> 00:06:49.540]  比拉多和耶穌說了這段話
[00:06:49.540 --> 00:06:52.220]  我覺得很有意思 記載了下來
[00:06:52.220 --> 00:06:56.980]  比拉多這段話其實你看下去
[00:06:56.980 --> 00:06:58.220]  說句老實話
[00:06:58.220 --> 00:07:01.020]  比拉多很敷衍
[00:07:01.020 --> 00:07:03.980]  敷衍到極 超敷衍
[00:07:03.980 --> 00:07:05.860]  他都不知道自己做什麼
[00:07:05.860 --> 00:07:07.140]  他也不覺得自己做什麼
[00:07:07.140 --> 00:07:10.780]  因為作為一個羅馬的一輩子
[00:07:10.780 --> 00:07:14.020]  做過官 做過官仔
[00:07:14.020 --> 00:07:16.420]  有一天他接到一單這樣的案件
[00:07:16.420 --> 00:07:18.780]  這案件他都不知道是做什麼的
[00:07:18.780 --> 00:07:21.180]  他都不想理 你明不明白
[00:07:21.180 --> 00:07:24.300]  作為一個羅馬的當地官
[00:07:24.300 --> 00:07:26.300]  那些五六等公民 猶太人
[00:07:26.300 --> 00:07:28.180]  你搞什麼關我什麼事
[00:07:28.180 --> 00:07:30.180]  誰知道那幫人非要推耶穌
[00:07:30.180 --> 00:07:32.100]  要他去殺他
[00:07:32.100 --> 00:07:34.300]  因為猶太人當然想殺耶穌
[00:07:34.300 --> 00:07:35.300]  你知道的
[00:07:35.300 --> 00:07:37.900]  那幫民事法律差人
[00:07:37.900 --> 00:07:38.620]  他想殺耶穌
[00:07:38.620 --> 00:07:40.540]  但是猶太人因為當時在別人那裡
[00:07:40.540 --> 00:07:41.820]  做五六等公民
[00:07:41.820 --> 00:07:44.260]  他沒有權去判死刑的
[00:07:44.260 --> 00:07:46.580]  他總是要經過這個羅馬政府
[00:07:46.580 --> 00:07:47.980]  才可以判他死刑的
[00:07:47.980 --> 00:07:49.540]  所以就推他來比拉多
[00:07:49.540 --> 00:07:50.940]  所以你看到比拉多
[00:07:50.940 --> 00:07:52.340]  一看到這件事的時候
[00:07:52.340 --> 00:07:54.500]  你看他本來根本就不想理的
[00:07:54.500 --> 00:07:55.660]  猶太人推他
[00:07:55.660 --> 00:07:56.900]  他都不知道
[00:07:56.900 --> 00:07:58.380]  真是很煩
[00:07:58.380 --> 00:08:00.420]  於是他很快快嘴嘴想搞定他
[00:08:00.420 --> 00:08:02.340]  在他的態度就是這樣
[00:08:02.340 --> 00:08:02.780]  沒有的
[00:08:02.780 --> 00:08:03.460]  在他生命裡
[00:08:03.460 --> 00:08:05.820]  耶穌是誰關我什麼事
[00:08:05.820 --> 00:08:06.700]  於是一開口就說
[00:08:06.700 --> 00:08:08.220]  你是不是猶太人的王
[00:08:08.220 --> 00:08:08.620]  為什麼呢
[00:08:08.620 --> 00:08:11.100]  這句話很簡單
[00:08:11.100 --> 00:08:12.580]  如果他唯有說是
[00:08:12.580 --> 00:08:13.980]  一下就釘死他了
[00:08:13.980 --> 00:08:16.260]  因為在這個羅馬帝國裡面
[00:08:16.260 --> 00:08:17.300]  有人說自己是王
[00:08:17.300 --> 00:08:18.580]  那就死定了
[00:08:18.580 --> 00:08:20.900]  他最希望他說我是
[00:08:20.900 --> 00:08:23.180]  誰知道耶穌從來都不會直接回答人的
[00:08:23.180 --> 00:08:23.740]  有沒有留意
[00:08:23.740 --> 00:08:24.380]  有人統計過
[00:08:24.380 --> 00:08:26.180]  耶穌在四福音裡面
[00:08:26.180 --> 00:08:28.540]  三百多個他和人對話裡面
[00:08:28.540 --> 00:08:30.060]  人家問他的問題裡面
[00:08:30.060 --> 00:08:32.740]  有二百五十幾個是他問他的
[00:08:32.740 --> 00:08:34.820]  耶穌很精的
[00:08:34.820 --> 00:08:35.260]  耶穌
[00:08:35.260 --> 00:08:35.860]  你有沒有留意
[00:08:35.860 --> 00:08:36.780]  有空你不信我
[00:08:36.780 --> 00:08:37.940]  有空你看看聖經
[00:08:37.940 --> 00:08:39.780]  他通常都不是自己
[00:08:39.780 --> 00:08:41.500]  他沒有直接回答的
[00:08:41.500 --> 00:08:42.900]  通常他回答問題
[00:08:42.900 --> 00:08:44.180]  問回他的
[00:08:44.180 --> 00:08:46.260]  這個耶穌一樣的
[00:08:46.260 --> 00:08:48.460]  比拉多就隨便的問他
[00:08:48.460 --> 00:08:51.620]  希望他一下就釘死他
[00:08:51.620 --> 00:08:53.660]  但是耶穌就很認真回答他
[00:08:53.660 --> 00:08:55.140]  我們的主耶穌真是
[00:08:55.140 --> 00:08:56.260]  這樣的人
[00:08:56.260 --> 00:08:57.900]  我就很佩服耶穌
[00:08:57.900 --> 00:08:58.620]  你換了我
[00:08:58.620 --> 00:09:00.900]  我無謂跟你說話
[00:09:00.900 --> 00:09:01.500]  但不是
[00:09:01.500 --> 00:09:02.980]  耶穌這句話是你說
[00:09:02.980 --> 00:09:03.580]  人家就告訴你
[00:09:03.580 --> 00:09:06.380]  就是說你知不知道自己在說什麼
[00:09:06.380 --> 00:09:10.020]  比拉多就更加不高興了
[00:09:10.020 --> 00:09:11.740]  你爽手一點好嗎
[00:09:11.740 --> 00:09:13.140]  這個意思
[00:09:13.140 --> 00:09:14.300]  你是猶太人
[00:09:14.300 --> 00:09:15.860]  我想不是猶太人
[00:09:15.860 --> 00:09:17.540]  猶太人搞這樣的東西
[00:09:17.540 --> 00:09:18.700]  推你來給我
[00:09:18.700 --> 00:09:19.300]  我都不知道
[00:09:19.300 --> 00:09:20.820]  無所謂了
[00:09:20.820 --> 00:09:24.420]  究竟你做了些什麼
[00:09:24.420 --> 00:09:26.660]  於是耶穌就很認真回答他
[00:09:26.660 --> 00:09:27.540]  你有沒有留意
[00:09:27.540 --> 00:09:28.220]  很認真回答
[00:09:28.220 --> 00:09:29.660]  我的國
[00:09:29.660 --> 00:09:30.740]  不屬於這個國
[00:09:30.740 --> 00:09:31.780]  屬於這個世界
[00:09:31.780 --> 00:09:32.820]  我的國
[00:09:32.820 --> 00:09:33.900]  如果屬於這個世界
[00:09:33.900 --> 00:09:36.900]  我的臣民就為我爭戰了
[00:09:36.900 --> 00:09:39.060]  但是我的國不是屬於這個世上
[00:09:39.060 --> 00:09:40.660]  說了三次
[00:09:40.660 --> 00:09:42.940]  他問耶穌你是不是王
[00:09:42.940 --> 00:09:44.140]  耶穌說我不跟你說王
[00:09:44.140 --> 00:09:46.140]  我說國
[00:09:46.140 --> 00:09:49.300]  而且我的國不是你所了解的國
[00:09:49.300 --> 00:09:51.580]  我們慢慢研究一下為什麼
[00:09:51.580 --> 00:09:52.860]  為什麼耶穌這麼說
[00:09:52.860 --> 00:09:54.060]  然後你有沒有留意
[00:09:54.060 --> 00:09:55.700]  比拉多又再回答
[00:09:55.700 --> 00:09:57.380]  你看他的態度
[00:09:57.380 --> 00:09:59.020]  比拉多就問他
[00:09:59.020 --> 00:10:01.060]  你究竟是不是王
[00:10:01.060 --> 00:10:01.900]  他又再問一次
[00:10:01.900 --> 00:10:02.820]  問第二次
[00:10:02.820 --> 00:10:04.780]  一開始就問你是不是王
[00:10:04.780 --> 00:10:06.220]  然後耶穌說了一大堆
[00:10:06.220 --> 00:10:08.860]  心裡不要說那麼多廢話
[00:10:08.860 --> 00:10:09.900]  這些是廢話
[00:10:09.900 --> 00:10:10.940]  我都沒有心情聽你說
[00:10:10.940 --> 00:10:11.780]  那你是不是王
[00:10:11.780 --> 00:10:13.100]  又再問他一次
[00:10:13.100 --> 00:10:14.420]  他最想耶穌說是
[00:10:14.420 --> 00:10:16.180]  那就搞定了
[00:10:16.180 --> 00:10:18.180]  誰知道耶穌又是沒有直接回答他
[00:10:18.180 --> 00:10:19.980]  有沒有留意
[00:10:19.980 --> 00:10:21.980]  耶穌說你是王
[00:10:21.980 --> 00:10:24.060]  你如果問我的時候
[00:10:24.060 --> 00:10:26.660]  你說的了
[00:10:26.660 --> 00:10:28.860]  然後他又跟他說什麼呢
[00:10:28.860 --> 00:10:30.660]  說真理
[00:10:30.660 --> 00:10:32.660]  耶穌真是厲害
[00:10:32.660 --> 00:10:34.060]  一個這麼無聊的人
[00:10:34.060 --> 00:10:35.940]  耶穌這麼認真跟他說
[00:10:35.940 --> 00:10:38.420]  幸好耶穌記載了這裡所說的話
[00:10:38.420 --> 00:10:39.780]  幫助了我們很多
[00:10:39.780 --> 00:10:41.460]  他說我為真理做見證
[00:10:41.460 --> 00:10:43.140]  我為此而生
[00:10:43.140 --> 00:10:44.380]  為此而死
[00:10:44.380 --> 00:10:45.900]  為此而來的世界
[00:10:45.900 --> 00:10:47.420]  凡屬於真理的人
[00:10:47.420 --> 00:10:50.260]  其他人都聽我的說話
[00:10:50.260 --> 00:10:51.980]  然後比拉多又再說
[00:10:51.980 --> 00:10:54.700]  這些最精彩的就是那幾句話
[00:10:54.700 --> 00:10:56.300]  很無聊的那幾句話
[00:10:56.300 --> 00:10:57.780]  比拉多說什麼叫做真理
[00:10:57.780 --> 00:10:59.460]  這句真是偉大
[00:10:59.460 --> 00:11:01.100]  真理是什麼
[00:11:01.100 --> 00:11:01.980]  不過你看下去
[00:11:01.980 --> 00:11:03.260]  你會看到
[00:11:03.260 --> 00:11:04.100]  說完這句話
[00:11:04.100 --> 00:11:06.180]  還沒等耶穌回答就走了
[00:11:06.180 --> 00:11:08.660]  其實他都不知道真理是什麼
[00:11:08.660 --> 00:11:10.660]  我們所謂的
[00:11:10.660 --> 00:11:12.220]  這是什麼
[00:11:12.220 --> 00:11:13.820]  他沒有心去聽
[00:11:13.820 --> 00:11:15.500]  沒有心去問
[00:11:15.500 --> 00:11:16.380]  不過呢
[00:11:16.380 --> 00:11:17.660]  我在我的大綱裡面
[00:11:17.660 --> 00:11:19.420]  就開始了這個課題
[00:11:19.420 --> 00:11:22.980]  我們這個對話裡面就是
[00:11:22.980 --> 00:11:25.860]  今天我們看見有一個很無聊的人
[00:11:25.860 --> 00:11:27.220]  但竟然問了一個
[00:11:27.220 --> 00:11:30.300]  對人生極有意義的問題
[00:11:30.300 --> 00:11:32.140]  第一個比拉多問
[00:11:32.140 --> 00:11:34.020]  你究竟作了什麼
[00:11:34.020 --> 00:11:35.540]  英文翻譯比較好
[00:11:35.540 --> 00:11:38.140]  What have you done?
[00:11:38.140 --> 00:11:40.620]  OK
[00:11:40.620 --> 00:11:42.860]  今天比拉多都繼續問我們這個問題
[00:11:42.860 --> 00:11:44.780]  What have you done?
[00:11:44.780 --> 00:11:46.100]  你做了什麼
[00:11:46.100 --> 00:11:47.020]  你一輩子了
[00:11:47.020 --> 00:11:47.940]  你做了什麼
[00:11:47.940 --> 00:11:48.900]  這是第一個
[00:11:48.900 --> 00:11:50.660]  其實很嚴肅
[00:11:50.660 --> 00:11:51.740]  很認真的問題
[00:11:51.740 --> 00:11:52.740]  不過他問的時候
[00:11:52.740 --> 00:11:54.380]  都不知道自己在問什麼
[00:11:54.380 --> 00:11:55.100]  不要緊
[00:11:55.100 --> 00:11:56.740]  他隨便他的事
[00:11:56.740 --> 00:11:58.500]  但他問這個問題嚴重
[00:11:58.500 --> 00:11:59.380]  第二
[00:11:59.380 --> 00:12:00.500]  真理是什麼
[00:12:00.500 --> 00:12:02.580]  What is true?
[00:12:02.580 --> 00:12:03.940]  我們就在這兩個問題裡面
[00:12:03.940 --> 00:12:06.740]  看看我們主耶穌怎麼回答
[00:12:06.740 --> 00:12:07.540]  剛才我們說
[00:12:07.540 --> 00:12:08.980]  覺得主耶穌的回答
[00:12:08.980 --> 00:12:10.260]  是很特別
[00:12:10.260 --> 00:12:12.380]  因為他雖然這兩個是
[00:12:12.380 --> 00:12:14.380]  他自己都不知道自己在問什麼
[00:12:14.380 --> 00:12:16.300]  的一個無聊的人
[00:12:16.300 --> 00:12:18.420]  但是這兩個問題實在太重要
[00:12:18.420 --> 00:12:20.220]  於是耶穌回答得很認真
[00:12:20.220 --> 00:12:20.980]  第一個問題說
[00:12:20.980 --> 00:12:23.780]  你是不是王
[00:12:23.780 --> 00:12:25.980]  耶穌說你跟我說王
[00:12:25.980 --> 00:12:28.260]  王只是一個名銜而已
[00:12:28.260 --> 00:12:31.340]  我要跟你說國
[00:12:31.340 --> 00:12:32.420]  如果是原文裡面
[00:12:32.420 --> 00:12:33.140]  有一點像的
[00:12:33.140 --> 00:12:34.900]  你是不是Basil
[00:12:34.900 --> 00:12:36.580]  就是是不是王
[00:12:36.580 --> 00:12:38.100]  耶穌說我不跟你說Basil
[00:12:38.100 --> 00:12:39.460]  我跟你說Basil
[00:12:39.460 --> 00:12:40.500]  我跟你說什麼
[00:12:40.500 --> 00:12:41.460]  說國
[00:12:41.460 --> 00:12:42.620]  那國呢
[00:12:42.620 --> 00:12:43.740]  耶穌說得很清楚
[00:12:43.740 --> 00:12:45.140]  說了三次
[00:12:45.140 --> 00:12:46.540]  你沒理由在36節那裡
[00:12:46.540 --> 00:12:47.380]  用三次說
[00:12:47.380 --> 00:12:49.740]  我的國是不屬於這個世界
[00:12:49.740 --> 00:12:51.460]  我的國不是屬於這個世界
[00:12:51.460 --> 00:12:52.820]  如果我的國屬於這個世界
[00:12:52.820 --> 00:12:53.820]  我就不會是這樣
[00:12:53.820 --> 00:12:55.900]  在那裡被你抓著我
[00:12:55.900 --> 00:12:57.340]  那這幾句
[00:12:57.340 --> 00:12:58.740]  重複了三次
[00:12:58.740 --> 00:13:00.540]  耶穌不是從一個
[00:13:00.540 --> 00:13:02.100]  好像一個對立的角度說
[00:13:02.100 --> 00:13:03.820]  我的國不是這個世界
[00:13:03.820 --> 00:13:05.300]  所以你不要跟我說這些東西
[00:13:05.300 --> 00:13:06.860]  所以我是另外一個領域的
[00:13:06.860 --> 00:13:08.100]  我只是宗教而已
[00:13:08.100 --> 00:13:09.140]  我不是政治的
[00:13:09.140 --> 00:13:10.860]  耶穌不是這麼膚淺
[00:13:10.860 --> 00:13:13.260]  我們要明白耶穌一生裡面
[00:13:13.260 --> 00:13:15.340]  聖經記載他所說到的
[00:13:15.340 --> 00:13:17.260]  最主要的核心課題
[00:13:17.260 --> 00:13:18.300]  就是神的國
[00:13:18.300 --> 00:13:19.220]  The Kingdom of God
[00:13:19.220 --> 00:13:20.860]  大家知道的
[00:13:20.860 --> 00:13:22.900]  那這個神的國呢
[00:13:22.900 --> 00:13:24.660]  如果你做一點點的研究
[00:13:24.660 --> 00:13:26.580]  今天我不詳細跟大家去交代
[00:13:26.580 --> 00:13:27.420]  很多有興趣的
[00:13:27.420 --> 00:13:28.580]  你可以繼續看下去
[00:13:28.580 --> 00:13:29.860]  有關的經文
[00:13:29.860 --> 00:13:31.540]  神的國呢
[00:13:31.540 --> 00:13:34.540]  如果你把它綜合研究的時候
[00:13:34.540 --> 00:13:36.060]  那個最重要的意思
[00:13:36.060 --> 00:13:39.620]  並不是說到一個政治的力量
[00:13:39.620 --> 00:13:41.100]  很多人誤解了耶穌
[00:13:41.100 --> 00:13:42.860]  所以以為耶穌要來革命
[00:13:42.860 --> 00:13:43.900]  不是
[00:13:43.900 --> 00:13:45.260]  神的國
[00:13:45.260 --> 00:13:46.460]  這個國這個字
[00:13:46.460 --> 00:13:47.740]  當時來說
[00:13:47.740 --> 00:13:49.860]  最重要的不是一塊的領土
[00:13:49.860 --> 00:13:52.820]  甚至一個政治的系統
[00:13:52.820 --> 00:13:53.900]  不是
[00:13:53.900 --> 00:13:54.860]  國這個字
[00:13:54.860 --> 00:13:56.500]  和我們今天所了解有一點不同
[00:13:56.500 --> 00:13:57.500]  當時國呢
[00:13:57.500 --> 00:13:58.940]  一想起國這個字
[00:13:58.940 --> 00:14:01.780]  就想起一種權力
[00:14:01.780 --> 00:14:03.660]  所謂掌管的權力
[00:14:03.660 --> 00:14:05.540]  不是一個土地啊
[00:14:05.540 --> 00:14:07.340]  機構啊
[00:14:07.340 --> 00:14:08.300]  而是說到什麼呢
[00:14:08.300 --> 00:14:11.620]  皇帝所能夠施予的權力
[00:14:11.620 --> 00:14:13.340]  那種權力就是說呢
[00:14:13.340 --> 00:14:15.460]  是管理、管治
[00:14:15.460 --> 00:14:18.780]  一切你都不能去再反抗的
[00:14:18.780 --> 00:14:22.420]  於是是一種無上的權威的權力
[00:14:22.420 --> 00:14:23.980]  所以
[00:14:23.980 --> 00:14:25.180]  耶穌的回答呢
[00:14:25.180 --> 00:14:27.580]  其實是很深刻的
[00:14:27.580 --> 00:14:28.660]  比拉多就想問
[00:14:28.660 --> 00:14:30.580]  你不是王啊
[00:14:30.580 --> 00:14:34.380]  耶穌說王是一個名銜來的
[00:14:34.380 --> 00:14:36.260]  最重要的是那個權力
[00:14:36.260 --> 00:14:38.860]  是誰的手裡
[00:14:38.860 --> 00:14:41.700]  或者今天和你和我說的時候
[00:14:41.700 --> 00:14:45.100]  我想我們最重要的要問一個問題就是
[00:14:45.100 --> 00:14:47.860]  我們人生裡邊
[00:14:47.860 --> 00:14:49.060]  好像耶穌要問的
[00:14:49.060 --> 00:14:51.820]  究竟掌管我們的那個權力
[00:14:51.820 --> 00:14:54.540]  是什麼
[00:14:54.540 --> 00:14:57.540]  不是問你做著什麼工作
[00:14:57.540 --> 00:15:01.460]  不是問你做著什麼名銜
[00:15:01.460 --> 00:15:04.860]  你的工作的名銜可能是一個職員
[00:15:04.860 --> 00:15:08.460]  但耶穌問究竟誰在這裡
[00:15:08.460 --> 00:15:10.980]  是你的王
[00:15:10.980 --> 00:15:14.100]  你的權力在誰那裡
[00:15:14.100 --> 00:15:16.740]  是誰來決定著
