
[00:00:00.000 --> 00:00:05.560]  在窮鄉僻壤時,廟宇很小
[00:04:12.160 --> 00:04:20.160]  這次我們先派了一張
[00:04:20.160 --> 00:04:22.160]  想高度濃縮
[00:04:22.160 --> 00:04:27.160]  我們希望高度濃縮
[00:04:27.160 --> 00:04:32.160]  班長和大家印的應該有這裡
[00:04:32.160 --> 00:04:34.160]  如果大家看見原本的本地教宗教
[00:04:34.160 --> 00:04:36.160]  會更加齊全
[00:04:36.160 --> 00:04:37.160]  不過有篇不派了
[00:04:37.160 --> 00:04:39.160]  讓大家更加方便
[00:04:39.160 --> 00:04:42.160]  我們都要瞭解
[00:04:42.160 --> 00:04:47.160]  因為中國原本的傳統
[00:04:47.160 --> 00:04:51.160]  不是一個宗教熱誠的國度
[00:04:51.160 --> 00:04:55.160]  你看三大宗教都不是發源於中國
[00:04:55.160 --> 00:04:57.160]  基督教外面傳來的
[00:04:57.160 --> 00:04:59.160]  伊斯蘭教更加比較陌生
[00:04:59.160 --> 00:05:01.160]  為什麼說伊斯蘭教呢
[00:05:01.160 --> 00:05:03.160]  中國人習慣說回教
[00:05:03.160 --> 00:05:07.160]  回教就是維吾爾族的音的濃縮
[00:05:07.160 --> 00:05:09.160]  因為唐朝之前的回額
[00:05:09.160 --> 00:05:12.160]  後來新疆的維吾爾族
[00:05:12.160 --> 00:05:14.160]  後來伊斯蘭教傳來的
[00:05:14.160 --> 00:05:16.160]  最主要都是所謂絲綢之路
[00:05:16.160 --> 00:05:19.160]  所以簡稱為回教
[00:05:19.160 --> 00:05:24.160]  世界的名稱一定要叫伊斯蘭教
[00:05:24.160 --> 00:05:26.160]  伊斯蘭教同樣叫穆斯林
[00:05:26.160 --> 00:05:27.160]  這些大家都知道
[00:05:27.160 --> 00:05:29.160]  最出名的就是白仙勇
[00:05:29.160 --> 00:05:31.160]  他一監就回教
[00:05:31.160 --> 00:05:33.160]  你看白仙勇說自己爸爸最有歷史
[00:05:33.160 --> 00:05:37.160]  說他爸爸和張介石先生的恩怨
[00:05:37.160 --> 00:05:40.160]  很有趣的
[00:05:40.160 --> 00:05:43.160]  這些文史節其實不分家
[00:05:43.160 --> 00:05:45.160]  不論你是電腦專家
[00:05:45.160 --> 00:05:46.160]  機械專家
[00:05:46.160 --> 00:05:47.160]  還是天文專家
[00:05:47.160 --> 00:05:49.160]  都應該抽些時間來享受
[00:05:49.160 --> 00:05:51.160]  這種上帝給我們的恩典
[00:05:51.160 --> 00:05:53.160]  中西文化歷史
[00:05:53.160 --> 00:06:00.160]  如果我們的倫邦不是印度
[00:06:00.160 --> 00:06:03.160]  或者是西亞
[00:06:03.160 --> 00:06:06.160]  整個歷史就不同了
[00:06:06.160 --> 00:06:07.160]  是永遠的倫邦
[00:06:07.160 --> 00:06:09.160]  正如日本也是永遠的倫邦
[00:06:09.160 --> 00:06:10.160]  中國和印度
[00:06:10.160 --> 00:06:12.160]  大家熟悉的都知道
[00:06:12.160 --> 00:06:14.160]  我今早努力地影印
[00:06:14.160 --> 00:06:19.160]  又影印了我家破舊的印記
[00:06:19.160 --> 00:06:21.160]  本來有一幅彩色的地形圖
[00:06:21.160 --> 00:06:23.160]  但大陸不知道去了哪裡
[00:06:23.160 --> 00:06:25.160]  所以就唯有自己影印了
[00:06:25.160 --> 00:06:27.160]  影幾次放大它
[00:06:27.160 --> 00:06:28.160]  今早用班長的幫助
[00:06:28.160 --> 00:06:30.160]  找到鹽光筆
[00:06:30.160 --> 00:06:32.160]  讓海龍給它噴上去
[00:06:32.160 --> 00:06:34.160]  首先我們要瞭解
[00:06:34.160 --> 00:06:37.160]  上帝安置我們這兩大民族
[00:06:37.160 --> 00:06:38.160]  兩大歷史
[00:06:38.160 --> 00:06:39.160]  做了倫邦
[00:06:39.160 --> 00:06:42.160]  但中間的屏風就很厚正
[00:06:42.160 --> 00:06:43.160]  中間的屏風是甚麼
[00:06:43.160 --> 00:06:44.160]  喜瑪拉雅山
[00:06:44.160 --> 00:06:46.160]  大家讀地理都知道
[00:06:46.160 --> 00:06:49.160]  印度大陸是不知多少億萬年前
[00:06:49.160 --> 00:06:52.160]  撞來中亞大陸
[00:06:52.160 --> 00:06:53.160]  大陸是飄移的
[00:06:53.160 --> 00:06:54.160]  我們都知道
[00:06:54.160 --> 00:06:57.160]  我們看這麼堅實
[00:06:57.160 --> 00:06:59.160]  其實大陸是浮浮的
[00:06:59.160 --> 00:07:01.160]  若干億年之後
[00:07:01.160 --> 00:07:03.160]  又可能分開
[00:07:03.160 --> 00:07:04.160]  這些已經是常識
[00:07:04.160 --> 00:07:06.160]  我不敢賣弄這麼淺薄的常識
[00:07:06.160 --> 00:07:09.160]  所以為何喜瑪拉雅山這麼厲害
[00:07:09.160 --> 00:07:11.160]  你擠蛋糕就知道
[00:07:11.160 --> 00:07:15.160]  印度整個半島撞來中亞大陸
[00:07:15.160 --> 00:07:17.160]  就跌起了地殼
[00:07:17.160 --> 00:07:19.160]  我們撞蛋糕就跌起一點
[00:07:19.160 --> 00:07:21.160]  陸地一跌就不得了
[00:07:21.160 --> 00:07:23.160]  喜瑪拉雅山就是這樣來的
[00:07:23.160 --> 00:07:27.160]  喜瑪拉雅山的北和南如若天淵
[00:07:27.160 --> 00:07:30.160]  北的是青康狀高原
[00:07:30.160 --> 00:07:32.160]  看頭又忘記帶
[00:07:32.160 --> 00:07:36.160]  這裡叫青康狀高原
[00:07:36.160 --> 00:07:39.160]  地形圖是全世界最高的地方
[00:07:39.160 --> 00:07:42.160]  這裡最高評分海拔五千多公尺
[00:07:42.160 --> 00:07:46.160]  當然最高的就是西人叫艾弗里斯峰
[00:07:46.160 --> 00:07:49.160]  東方人叫朱木羅馬峰
[00:07:49.160 --> 00:07:51.160]  有些人又是一種好勝又好
[00:07:51.160 --> 00:07:52.160]  或者征服什麼
[00:07:52.160 --> 00:07:53.160]  要爬上去
[00:07:53.160 --> 00:07:54.160]  仰氣興國也好
[00:07:54.160 --> 00:07:55.160]  什麼都好
[00:07:55.160 --> 00:07:58.160]  其實不知道值不值得
[00:07:58.160 --> 00:07:59.160]  不知你們怎麼想
[00:07:59.160 --> 00:08:01.160]  所以這裡形成最高的地方
[00:08:01.160 --> 00:08:02.160]  世界屋頂
[00:08:02.160 --> 00:08:04.160]  然後撞上來
[00:08:04.160 --> 00:08:06.160]  中國的山通常是從西向東
[00:08:06.160 --> 00:08:07.160]  江洲水向東
[00:08:07.160 --> 00:08:10.160]  所以這裡撞到就歪下來
[00:08:10.160 --> 00:08:12.160]  所以橫斷山脈
[00:08:12.160 --> 00:08:15.160]  那些魚波就構成所謂四川盆地
[00:08:15.160 --> 00:08:17.160]  所以屬山劍俠
[00:08:17.160 --> 00:08:19.160]  以前問過問題
[00:08:19.160 --> 00:08:21.160]  為什麼屬山的人要拿劍
[00:08:21.160 --> 00:08:23.160]  不拿西瓜材呢
[00:08:23.160 --> 00:08:25.160]  真的很有道理
[00:08:25.160 --> 00:08:26.160]  你試一下
[00:08:26.160 --> 00:08:28.160]  如果呂俠拿著大刀
[00:08:28.160 --> 00:08:29.160]  拿著西瓜錘
[00:08:29.160 --> 00:08:31.160]  就很殺風景
[00:08:31.160 --> 00:08:33.160]  呂俠一定要拿劍
[00:08:33.160 --> 00:08:35.160]  屬山呢
[00:08:35.160 --> 00:08:36.160]  屬山有很多山
[00:08:36.160 --> 00:08:37.160]  你拿著西瓜材
[00:08:37.160 --> 00:08:38.160]  騎機強行撞到自己
[00:08:38.160 --> 00:08:39.160]  下三峽
[00:08:39.160 --> 00:08:40.160]  又不懂游泳
[00:08:40.160 --> 00:08:42.160]  劍俠不一定懂游泳
[00:08:42.160 --> 00:08:44.160]  所以一定要拿劍
[00:08:44.160 --> 00:08:45.160]  一定要
[00:08:45.160 --> 00:08:48.160]  多講就講故事
[00:08:48.160 --> 00:08:50.160]  魚波來到這裡
[00:08:50.160 --> 00:08:52.160]  所以地形就是這樣構成
[00:08:52.160 --> 00:08:53.160]  所以中國的地形很複雜
[00:08:53.160 --> 00:08:54.160]  海陸空什麼都有
[00:08:54.160 --> 00:08:56.160]  然後來到這裡
[00:08:56.160 --> 00:08:58.160]  華北平原
[00:08:58.160 --> 00:09:00.160]  大家知道根本就是億萬年
[00:09:00.160 --> 00:09:02.160]  上帝和中國填海
[00:09:02.160 --> 00:09:04.160]  蒙古風沙連綿而絕
[00:09:04.160 --> 00:09:07.160]  所以變成黃河由清水變成濁河
[00:09:07.160 --> 00:09:09.160]  下游就沈淨
[00:09:09.160 --> 00:09:11.160]  變成倉海倉田的故事
[00:09:11.160 --> 00:09:13.160]  一定是出現在這裡
[00:09:13.160 --> 00:09:16.160]  因為他們實在見到倉海倉田
[00:09:16.160 --> 00:09:18.160]  所以中國文學
[00:09:18.160 --> 00:09:20.160]  中國歷史不是說花讚花香
[00:09:20.160 --> 00:09:22.160]  不是說我們自己的歌
[00:09:22.160 --> 00:09:23.160]  根本是極有興趣
[00:09:23.160 --> 00:09:25.160]  只不過是你不幸
[00:09:25.160 --> 00:09:26.160]  我什麼不幸
[00:09:26.160 --> 00:09:30.160]  沒有碰到一個令你開心的中文先生
[00:09:30.160 --> 00:09:33.160]  你自己的先生也不幸
[00:09:33.160 --> 00:09:34.160]  因為他有你這樣的弟子
[00:09:34.160 --> 00:09:36.160]  而你不肯看科學的書
[00:09:36.160 --> 00:09:39.160]  於是覺得中文是悶的
[00:09:39.160 --> 00:09:40.160]  歷史是記年代的
[00:09:40.160 --> 00:09:42.160]  未來只是記物產的
[00:09:42.160 --> 00:09:44.160]  真是很可憐
[00:09:44.160 --> 00:09:47.160]  請你參觀小弟的博物館洗手間
[00:09:47.160 --> 00:09:48.160]  洗完洗手間
[00:09:48.160 --> 00:09:50.160]  那個洗手間就爆滿地圖
[00:09:50.160 --> 00:09:52.160]  教他們每個同學進去前
[00:09:52.160 --> 00:09:54.160]  趁機幾分鐘看看
[00:09:54.160 --> 00:09:56.160]  瞭解中國的事
[00:09:56.160 --> 00:09:59.160]  你瞭解上帝
[00:09:59.160 --> 00:10:00.160]  你成敗後
[00:10:00.160 --> 00:10:02.160]  你瞭解他所藏的天下
[00:10:02.160 --> 00:10:04.160]  既然上帝安置我們是華裔
[00:10:04.160 --> 00:10:06.160]  一定是有他的利益
[00:10:06.160 --> 00:10:09.160]  不是叫我們做一個翻版的英武
[00:10:09.160 --> 00:10:12.160]  翻版的劣等的勢力
[00:10:12.160 --> 00:10:15.160]  再說下去就說別的東西
[00:10:15.160 --> 00:10:17.160]  我們一定要瞭解印度
[00:10:17.160 --> 00:10:20.160]  不要說現在中印是歡喜於家
[00:10:20.160 --> 00:10:22.160]  雖然我們有個最好的友誼
[00:10:22.160 --> 00:10:24.160]  就是姓陳的那個人
[00:10:24.160 --> 00:10:26.160]  陳什麼?
[00:10:26.160 --> 00:10:31.160]  就是原裝法師
[00:10:31.160 --> 00:10:34.160]  他難得用當時的條件
[00:10:34.160 --> 00:10:36.160]  隻身走到去
[00:10:36.160 --> 00:10:40.160]  現在又學到法文
[00:10:40.160 --> 00:10:43.160]  後來又曾經在那裏
[00:10:43.160 --> 00:10:46.160]  登上最好的文獅宗的法師
[00:10:46.160 --> 00:10:48.160]  然後他們經過最大的考驗
[00:10:48.160 --> 00:10:50.160]  就所謂無遮大會
[00:10:50.160 --> 00:10:52.160]  這些名詞順便提
[00:10:52.160 --> 00:10:53.160]  要說就不得了
[00:10:53.160 --> 00:10:54.160]  又破了宗
[00:10:54.160 --> 00:10:56.160]  大家知道什麼叫無遮大會
[00:10:56.160 --> 00:10:58.160]  千萬不要以為是天體會
[00:10:58.160 --> 00:11:00.160]  什麼叫無遮大會?
[00:11:00.160 --> 00:11:02.160]  律師
[00:11:02.160 --> 00:11:08.160]  無遮就不是說不記得戴Umbrella
[00:11:08.160 --> 00:11:10.160]  無所遮擋
[00:11:10.160 --> 00:11:14.160]  即是公開辯論大會
[00:11:14.160 --> 00:11:16.160]  古代印度人
[00:11:16.160 --> 00:11:18.160]  我認識不到什麼印度朋友
[00:11:18.160 --> 00:11:20.160]  可能你認識的
[00:11:20.160 --> 00:11:22.160]  自古都是善意說話
[00:11:22.160 --> 00:11:24.160]  多說話無分男女
[00:11:24.160 --> 00:11:26.160]  我們將來一定講我的心經
[00:11:26.160 --> 00:11:30.160]  那個捨尼佛的媽媽
[00:11:30.160 --> 00:11:32.160]  當時的花名叫做伯善妙
[00:11:32.160 --> 00:11:34.160]  即是你可以看到女孩子天生
[00:11:34.160 --> 00:11:36.160]  本來口才比我們男人好十倍
[00:11:36.160 --> 00:11:38.160]  根據教寶玉
[00:11:38.160 --> 00:11:40.160]  我們男人做當然蠢一點
[00:11:40.160 --> 00:11:42.160]  女孩子是水做的
[00:11:42.160 --> 00:11:44.160]  那個人的媽媽更厲害
[00:11:44.160 --> 00:11:46.160]  好像一隻八條舌的小鳥
[00:11:46.160 --> 00:11:48.160]  一張開眼就知道是假的
[00:11:48.160 --> 00:11:50.160]  但不是亂說話
[00:11:50.160 --> 00:11:52.160]  很有條理
[00:11:52.160 --> 00:11:54.160]  一定是一百大辯論冠軍
[00:11:54.160 --> 00:11:56.160]  所以遺傳基因
[00:11:56.160 --> 00:11:58.160]  生了一個兒子
[00:11:58.160 --> 00:12:00.160]  就是釋迦牟尼十大弟子中
[00:12:00.160 --> 00:12:02.160]  最有口才的人
[00:12:02.160 --> 00:12:04.160]  那個人
[00:12:04.160 --> 00:12:06.160]  英文叫做Alan
[00:12:06.160 --> 00:12:08.160]  Alan是阿娜
[00:12:08.160 --> 00:12:10.160]  印度語本來是阿娜
[00:12:10.160 --> 00:12:12.160]  阿娜是十大弟子中
[00:12:12.160 --> 00:12:14.160]  最英俊最有口才
[00:12:14.160 --> 00:12:16.160]  不知道是不是繼承他媽媽
[00:12:16.160 --> 00:12:18.160]  兒子多數是繼承他媽媽
[00:12:18.160 --> 00:12:20.160]  十多個孔夫子的子貢
[00:12:20.160 --> 00:12:22.160]  你讀讀《論語》就知道
[00:12:22.160 --> 00:12:24.160]  你見到孔子和子貢銀鑿
[00:12:24.160 --> 00:12:26.160]  一定很開心
[00:12:26.160 --> 00:12:28.160]  他們兩師徒的機智
[00:12:28.160 --> 00:12:30.160]  你就知道孔夫子絕不是一個
[00:12:30.160 --> 00:12:32.160]  白骨先生玩弄得了的人
[00:12:32.160 --> 00:12:34.160]  孔夫子多聰明
[00:12:34.160 --> 00:12:36.160]  而且因材施教
[00:12:36.160 --> 00:12:38.160]  見到子路就直搶直搗
[00:12:38.160 --> 00:12:40.160]  見到子貢就故意說一些不說一些
[00:12:40.160 --> 00:12:42.160]  他明知道子貢會跟著問他
[00:12:42.160 --> 00:12:44.160]  他就留下來回答他
[00:12:44.160 --> 00:12:46.160]  真的很精彩
[00:12:46.160 --> 00:12:48.160]  你不看就真是
[00:12:48.160 --> 00:12:50.160]  不看是你自己的損失
[00:12:50.160 --> 00:12:52.160]  好了,說回這個
[00:12:52.160 --> 00:12:54.160]  說回阿娜
[00:12:54.160 --> 00:12:56.160]  所以那個
[00:12:56.160 --> 00:12:58.160]  心機其實是
[00:12:58.160 --> 00:13:00.160]  寓言故事這樣作出來
[00:13:00.160 --> 00:13:02.160]  或者觀世音等等
[00:13:02.160 --> 00:13:04.160]  是不是真的這樣說呢?
[00:13:04.160 --> 00:13:06.160]  真的不知道,但是總之借他們的對話
[00:13:06.160 --> 00:13:08.160]  借他們的說話
[00:13:08.160 --> 00:13:10.160]  借四理子的說法
[00:13:10.160 --> 00:13:12.160]  等等,就表現出
[00:13:12.160 --> 00:13:14.160]  心機的中心思想
[00:13:14.160 --> 00:13:16.160]  因此我們都很有興趣
[00:13:16.160 --> 00:13:18.160]  看這件事
[00:13:18.160 --> 00:13:20.160]  我先站在
[00:13:20.160 --> 00:13:22.160]  地理的立場
[00:13:22.160 --> 00:13:24.160]  地理很重要的,我們說在屋都要
[00:13:24.160 --> 00:13:26.160]  地點地點地點
[00:13:26.160 --> 00:13:28.160]  地理怎麼會不重要
[00:13:28.160 --> 00:13:30.160]  還沒有人就已經私有大地
[00:13:30.160 --> 00:13:32.160]  你知道英國為什麼
[00:13:32.160 --> 00:13:34.160]  要光明孤立呢?
[00:13:34.160 --> 00:13:36.160]  為什麼拿破崙和希特拉
[00:13:36.160 --> 00:13:38.160]  打倒俄國都不行呢?
[00:13:38.160 --> 00:13:40.160]  地理就是一個很重要的原因
[00:13:40.160 --> 00:13:42.160]  不單止是賣舖
[00:13:42.160 --> 00:13:44.160]  要選風水
[00:13:44.160 --> 00:13:46.160]  地表
[00:13:46.160 --> 00:13:48.160]  印度和中國
[00:13:48.160 --> 00:13:50.160]  很不同的地理條件
[00:13:50.160 --> 00:13:52.160]  第一點,印度的地理環境
[00:13:52.160 --> 00:13:54.160]  我們一般是這樣的
[00:13:54.160 --> 00:13:56.160]  半島北廣而背井雪山
[00:13:56.160 --> 00:13:58.160]  大家看到這張圖
[00:13:58.160 --> 00:14:00.160]  橫峽而東西
[00:14:00.160 --> 00:14:02.160]  崑崙大洋
[00:14:02.160 --> 00:14:04.160]  中年酷熱為多,夏日多暴雨
[00:14:04.160 --> 00:14:06.160]  其年可運
[00:14:06.160 --> 00:14:08.160]  印度地形的氣候條件
[00:14:08.160 --> 00:14:10.160]  很獨特
[00:14:10.160 --> 00:14:12.160]  很特殊
[00:14:12.160 --> 00:14:14.160]  億萬年前撞過來
[00:14:14.160 --> 00:14:16.160]  結果喜馬拉雅山以北
[00:14:16.160 --> 00:14:18.160]  就是千里茅塚高原
[00:14:18.160 --> 00:14:20.160]  世界最高的地方
[00:14:20.160 --> 00:14:22.160]  你看地形和地形不同
[00:14:22.160 --> 00:14:24.160]  對南突然滯散下去
[00:14:24.160 --> 00:14:26.160]  不單是尼泊爾
[00:14:26.160 --> 00:14:28.160]  尼泊爾只是哥達丁
[00:14:28.160 --> 00:14:30.160]  現在英弗那裡有間餐廳
[00:14:30.160 --> 00:14:32.160]  都是在尼泊爾開的
[00:14:32.160 --> 00:14:34.160]  英文非常流利
[00:14:34.160 --> 00:14:36.160]  然後就是
[00:14:36.160 --> 00:14:38.160]  這邊是恆河,那邊是印度河
[00:14:38.160 --> 00:14:40.160]  所以印度最好的地方
[00:14:40.160 --> 00:14:42.160]  就是那邊
[00:14:42.160 --> 00:14:44.160]  即是北面的河谷
[00:14:44.160 --> 00:14:46.160]  印度古文化很燦爛
[00:14:46.160 --> 00:14:48.160]  就在那個地方
[00:14:48.160 --> 00:14:50.160]  現在的首都都是
[00:14:50.160 --> 00:14:52.160]  新德里都是那個地方
[00:14:52.160 --> 00:14:54.160]  現在的尼泊爾區
[00:14:54.160 --> 00:14:56.160]  即是北印度
[00:14:56.160 --> 00:14:58.160]  然後印度的中間
[00:14:58.160 --> 00:15:00.160]  印度本身是一個倒山國型
[00:15:00.160 --> 00:15:02.160]  但中間其實是多山的
[00:15:02.160 --> 00:15:04.160]  多山
[00:15:04.160 --> 00:15:06.160]  而且寒暑很強烈
[00:15:06.160 --> 00:15:08.160]  所以
[00:15:08.160 --> 00:15:10.160]  人民生活的精華
[00:15:10.160 --> 00:15:12.160]  不是老百姓的人民
[00:15:12.160 --> 00:15:14.160]  是人類文化
[00:15:14.160 --> 00:15:16.160]  就是在北面的河谷
[00:15:16.160 --> 00:15:18.160]  再到這裡
[00:15:18.160 --> 00:15:20.160]  我們廣東話叫
[00:15:20.160 --> 00:15:22.160]  Cashmere
[00:15:22.160 --> 00:15:24.160]  五河之區
[00:15:24.160 --> 00:15:26.160]  即是印度河的上游
[00:15:26.160 --> 00:15:28.160]  若干萬年前
[00:15:28.160 --> 00:15:30.160]  古代印度的人
[00:15:30.160 --> 00:15:32.160]  由南希臘移民
[00:15:32.160 --> 00:15:34.160]  過來征服印度
[00:15:34.160 --> 00:15:36.160]  將原有印度的人
[00:15:36.160 --> 00:15:38.160]  押做線民
[00:15:38.160 --> 00:15:40.160]  即是那四個種姓
[00:15:40.160 --> 00:15:42.160]  最低的一種
[00:15:42.160 --> 00:15:44.160]  當然人們基本性都是自私的
[00:15:44.160 --> 00:15:46.160]  那些婆羅門教士覺得自己是最威風
[00:15:46.160 --> 00:15:48.160]  第二級就是那些貴族
[00:15:48.160 --> 00:15:50.160]  叫薩提利利金
[00:15:50.160 --> 00:15:52.160]  第三級叫費捨
[00:15:52.160 --> 00:15:54.160]  即是工商平民
[00:15:54.160 --> 00:15:56.160]  最低級就是不入流的
[00:15:56.160 --> 00:15:58.160]  untouchable
[00:15:58.160 --> 00:16:00.160]  即是守陀羅
[00:16:00.160 --> 00:16:02.160]  世世代代
[00:16:02.160 --> 00:16:04.160]  現在可能已經改了很多
[00:16:04.160 --> 00:16:06.160]  所以這個
[00:16:06.160 --> 00:16:08.160]  站在比較來說
[00:16:08.160 --> 00:16:10.160]  佛教本身代表一種平等精神
[00:16:10.160 --> 00:16:12.160]  原本的印度信仰
[00:16:12.160 --> 00:16:14.160]  是他們帶來的婆羅門教
[00:16:14.160 --> 00:16:16.160]  即是後來印度教的前身
[00:16:16.160 --> 00:16:18.160]  佛教當時就婆羅門教
[00:16:18.160 --> 00:16:20.160]  大家很厭
[00:16:20.160 --> 00:16:22.160]  那些教士的專華
[00:16:22.160 --> 00:16:24.160]  你看古代歐洲
[00:16:24.160 --> 00:16:26.160]  歐洲歷史就知道了
[00:16:26.160 --> 00:16:28.160]  因此
[00:16:28.160 --> 00:16:30.160]  幾個
