
[00:00:00.000 --> 00:00:06.000]  最後我想介紹十本書給大家
[00:05:06.000 --> 00:05:08.000]  基督教反轉過來
[00:05:08.000 --> 00:05:10.000]  不是成功
[00:05:10.000 --> 00:05:11.000]  不是快樂
[00:05:11.000 --> 00:05:12.000]  不是健康
[00:05:12.000 --> 00:05:14.000]  那些不是福音
[00:05:14.000 --> 00:05:17.000]  他做了一個牧師,他要告訴他的弟兄姊妹
[00:05:17.000 --> 00:05:20.000]  The quest for life at its best
[00:05:20.000 --> 00:05:23.000]  以前的名字聽起來不知道是做什麼
[00:05:23.000 --> 00:05:25.000]  Run with the horses
[00:05:25.000 --> 00:05:27.000]  其實是耶利米斯一句話
[00:05:27.000 --> 00:05:32.000]  我們神后院裡面有一個課程用這本書做taxbook
[00:05:32.000 --> 00:05:34.000]  我想有些人都上過
[00:05:34.000 --> 00:05:36.000]  楊錫昌牧師教的
[00:05:36.000 --> 00:05:38.000]  很精彩的一本書
[00:05:38.000 --> 00:05:41.000]  然後他最新的這本書我看完之後我哭了很多次
[00:05:41.000 --> 00:05:43.000]  Leap over a war
[00:05:43.000 --> 00:05:46.000]  Earthly spirituality for everyday Christians
[00:05:46.000 --> 00:05:48.000]  他說大衛的生平
[00:05:48.000 --> 00:05:51.000]  大衛的生平是一塌糊塗
[00:05:51.000 --> 00:05:52.000]  你想想是吧
[00:05:52.000 --> 00:05:55.000]  你不要被合神深意的四個字騙給你
[00:05:55.000 --> 00:05:58.000]  你在他家裡一塌糊塗
[00:05:58.000 --> 00:06:00.000]  他跟克林頓沒什麼分別
[00:06:00.000 --> 00:06:05.000]  不要騙你自己
[00:06:05.000 --> 00:06:08.000]  但是在他這樣一塌糊塗當中
[00:06:08.000 --> 00:06:11.000]  上帝怎樣跟他在一起
[00:06:11.000 --> 00:06:13.000]  就是這本書要講的
[00:06:13.000 --> 00:06:16.000]  一邊一邊的撒姆爾基一邊講
[00:06:16.000 --> 00:06:23.000]  從一個很道地的earthy這個字
[00:06:23.000 --> 00:06:26.000]  很道地的
[00:06:26.000 --> 00:06:29.000]  在那裡講什麼叫做靈性
[00:06:29.000 --> 00:06:31.000]  什麼叫做宿命的生命
[00:06:31.000 --> 00:06:33.000]  所以這三個的作者
[00:06:33.000 --> 00:06:37.000]  John Stott, Paul Stevens, Eugene Peterson
[00:06:37.000 --> 00:06:39.000]  按你的興趣
[00:06:39.000 --> 00:06:42.000]  你開始去看看他
[00:06:42.000 --> 00:06:45.000]  我們當中有神學院畢業的
[00:06:45.000 --> 00:06:47.000]  有些再深一層的
[00:06:47.000 --> 00:06:49.000]  有兩本書可以看一看
[00:06:49.000 --> 00:06:50.000]  不過絕了版的
[00:06:50.000 --> 00:06:52.000]  所以你買不到要去Library借的
[00:06:52.000 --> 00:06:55.000]  一個是William Diehl手寫的
[00:06:55.000 --> 00:06:57.000]  Thank God it's Monday
[00:06:57.000 --> 00:06:59.000]  我們不是這樣講的
[00:06:59.000 --> 00:07:04.000]  另外一本就是我其中一位神學老師
[00:07:04.000 --> 00:07:06.000]  Daniel Jenkins所寫的
[00:07:06.000 --> 00:07:09.000]  Christian Maturity and Christian Success
[00:07:09.000 --> 00:07:13.000]  兩本書都是屬於一套寫給評信徒的
[00:07:13.000 --> 00:07:17.000]  神學叢書裡面的兩本很精彩的書
[00:07:17.000 --> 00:07:18.000]  不過可惜你買不到
[00:07:18.000 --> 00:07:19.000]  你去天道都買不到
[00:07:19.000 --> 00:07:21.000]  因為它絕了版
[00:07:21.000 --> 00:07:23.000]  不過如果你有Library的話
[00:07:23.000 --> 00:07:25.000]  你不妨留意一下
[00:07:25.000 --> 00:07:27.000]  我們不過在這兩晚的講座裡面
[00:07:27.000 --> 00:07:29.000]  開了個頭
[00:07:29.000 --> 00:07:31.000]  我希望給你一些刺激
[00:07:31.000 --> 00:07:34.000]  一些新的Horizons
[00:07:34.000 --> 00:07:36.000]  讓你在這裡開始
[00:07:36.000 --> 00:07:39.000]  可以繼續思想下去
[00:07:39.000 --> 00:07:41.000]  好,我們今晚停在這裡
[00:07:41.000 --> 00:07:43.000]  謝謝大家的收看
[00:07:43.000 --> 00:07:45.000]  謝謝大家的收看
[00:07:45.000 --> 00:07:47.000]  謝謝大家的收看
[00:07:47.000 --> 00:07:49.000]  謝謝大家的收看
[00:07:49.000 --> 00:07:51.000]  謝謝大家的收看
[00:07:51.000 --> 00:07:53.000]  謝謝大家的收看
[00:07:53.000 --> 00:07:55.000]  謝謝大家的收看

