
[00:00:00.000 --> 00:00:09.800]  早上我去看醫生 前兩天有點不舒服
[00:06:59.200 --> 00:07:01.200]  我舉個例子
[00:07:01.200 --> 00:07:03.600]  以前我講過在中國大陸
[00:07:03.600 --> 00:07:07.440]  有一個中層的領導
[00:07:07.440 --> 00:07:09.360]  他在公司裡工作
[00:07:09.360 --> 00:07:12.720]  經常拿公司的好處
[00:07:12.720 --> 00:07:14.880]  習慣了 公司很大
[00:07:14.880 --> 00:07:16.080]  又沒有人來
[00:07:16.080 --> 00:07:17.040]  但他信耶穌之後
[00:07:17.040 --> 00:07:19.440]  他覺得不好
[00:07:19.440 --> 00:07:20.480]  他的行為不好
[00:07:20.480 --> 00:07:22.800]  拿公司的東西
[00:07:22.800 --> 00:07:26.880]  無論是公司有些東西
[00:07:26.880 --> 00:07:30.640]  紙張或者一些好處拿回來
[00:07:30.640 --> 00:07:33.360]  偷時間等等
[00:07:33.360 --> 00:07:34.800]  帶孩子
[00:07:34.800 --> 00:07:40.400]  他覺得基督徒不可以這樣做
[00:07:40.400 --> 00:07:42.320]  他堅持自己的原則
[00:07:42.320 --> 00:07:43.360]  沒有人真真相
[00:07:43.360 --> 00:07:46.160]  也沒有人在旁邊罵他
[00:07:46.160 --> 00:07:48.480]  你不做就不做
[00:07:48.480 --> 00:07:49.760]  直到有一次機會
[00:07:49.760 --> 00:07:51.520]  一個上司跟他說
[00:07:51.520 --> 00:07:54.080]  發現他有點不同
[00:07:54.080 --> 00:07:55.200]  問他為什麼
[00:07:55.200 --> 00:07:55.760]  他說沒有
[00:07:55.760 --> 00:07:59.520]  他說因為他只是基督徒的緣故
[00:07:59.520 --> 00:08:00.800]  所以他不做
[00:08:00.800 --> 00:08:02.560]  損害公司的利益
[00:08:02.560 --> 00:08:04.800]  是這麼簡單
[00:08:04.800 --> 00:08:07.200]  他不是要升職
[00:08:07.200 --> 00:08:09.600]  老闆就問他
[00:08:09.600 --> 00:08:10.880]  什麼叫基督徒
[00:08:10.880 --> 00:08:12.960]  為什麼信耶穌會這樣
[00:08:12.960 --> 00:08:15.440]  他就有機會向他傳福音
[00:08:15.440 --> 00:08:18.320]  帶領老闆信主
[00:08:18.320 --> 00:08:22.800]  今天我們在外面做事
[00:08:22.800 --> 00:08:26.160]  我們未必能改變其他人
[00:08:26.160 --> 00:08:29.840]  但起碼在我們自己的生活上
[00:08:29.840 --> 00:08:31.200]  敬虔道仁
[00:08:31.200 --> 00:08:33.680]  堅持一些原則
[00:08:33.680 --> 00:08:35.200]  調味
[00:08:35.200 --> 00:08:36.240]  鹽可以調味
[00:08:36.240 --> 00:08:39.040]  使更豐富
[00:08:39.040 --> 00:08:40.960]  我們基督徒生活可以更豐富
[00:08:40.960 --> 00:08:42.560]  我們不要讓人覺得
[00:08:42.560 --> 00:08:44.560]  基督徒溯然無味
[00:08:44.560 --> 00:08:47.760]  說話什麼都不知道
[00:08:47.760 --> 00:08:49.760]  其實
[00:08:49.760 --> 00:08:52.000]  像一個偉大神學家巴特
[00:08:52.000 --> 00:08:54.000]  他每天早上五點起床讀聖經
[00:08:54.000 --> 00:08:56.000]  接著六點讀報紙
[00:08:56.000 --> 00:08:56.800]  都要問他
[00:08:56.800 --> 00:08:58.800]  你花那麼多時間讀聖經
[00:08:58.800 --> 00:09:00.240]  讀聖經一定要讀
[00:09:00.240 --> 00:09:02.080]  讀報紙
[00:09:02.080 --> 00:09:03.920]  就是為了認識這個社會
[00:09:03.920 --> 00:09:05.680]  所以我們要知道這個社會
[00:09:05.680 --> 00:09:08.960]  知道明白我們周圍的事情
[00:09:08.960 --> 00:09:09.920]  我回到這裡
[00:09:09.920 --> 00:09:13.440]  我都很喜歡看一份《亞洲周刊》
[00:09:13.440 --> 00:09:15.120]  不知道大家有沒有聽過
[00:09:15.120 --> 00:09:17.120]  裡面有很多資訊
[00:09:17.120 --> 00:09:20.320]  看這些資訊
[00:09:20.320 --> 00:09:22.880]  就會看到香港的情況
[00:09:22.880 --> 00:09:27.280]  最近我看到一篇評論
[00:09:27.280 --> 00:09:30.160]  你可以看一下
[00:09:30.160 --> 00:09:30.960]  這期
[00:09:30.960 --> 00:09:33.360]  叫做香港式的腐敗
[00:09:33.360 --> 00:09:35.360]  我看完之後
[00:09:35.360 --> 00:09:36.400]  我覺得很有道理
[00:09:36.400 --> 00:09:38.880]  有很多事情我們不知道
[00:09:38.880 --> 00:09:41.040]  比如
[00:09:41.040 --> 00:09:43.760]  他說很多事情不肯變
[00:09:43.760 --> 00:09:45.760]  政府不肯變
[00:09:45.760 --> 00:09:48.560]  結果就浪費了時間
[00:09:48.560 --> 00:09:50.560]  諸如此類
[00:09:50.560 --> 00:09:52.560]  不過
[00:09:52.560 --> 00:09:54.560]  他想說一個現實
[00:09:54.560 --> 00:09:56.560]  其實我們大家要留意
[00:09:56.560 --> 00:09:58.560]  關心這個社會在變
[00:09:58.560 --> 00:10:00.560]  但很多事情還沒有變
[00:10:00.560 --> 00:10:02.160]  他不懂得變的時候
[00:10:02.160 --> 00:10:04.160]  就拖累了很多事情
[00:10:04.160 --> 00:10:05.760]  這份《亞洲周刊》
[00:10:05.760 --> 00:10:07.760]  讓我們認識了社會很多事情
[00:10:07.760 --> 00:10:09.760]  讓我們明白周圍的事情
[00:10:09.760 --> 00:10:11.760]  又明白人與人之間
[00:10:11.760 --> 00:10:13.760]  我們看書
[00:10:13.760 --> 00:10:15.760]  或者我們明白這個社會的時候
[00:10:15.760 --> 00:10:17.760]  我們就更加了解
[00:10:17.760 --> 00:10:19.760]  前幾天大雨
[00:10:19.760 --> 00:10:23.760]  其實有很多人很辛苦
[00:10:23.760 --> 00:10:27.760]  香港政府很多人
[00:10:27.760 --> 00:10:29.760]  做了很多事情
[00:10:29.760 --> 00:10:31.760]  我們很安全在家裏
[00:10:31.760 --> 00:10:33.760]  當我們看新聞的時候
[00:10:33.760 --> 00:10:35.760]  其實我們很欣賞他們
[00:10:35.760 --> 00:10:37.760]  其實一個社會
[00:10:37.760 --> 00:10:39.760]  有很多不同的東西組成
[00:10:39.760 --> 00:10:41.760]  沒有完全一邊是這樣
[00:10:41.760 --> 00:10:43.760]  一邊是這樣
[00:10:43.760 --> 00:10:45.760]  其實整個社會都有不同的人
[00:10:45.760 --> 00:10:47.760]  很努力來組成
[00:10:47.760 --> 00:10:51.760]  我們不要言語無味
[00:10:51.760 --> 00:10:53.760]  我們要明白社會
[00:10:53.760 --> 00:10:55.760]  明白大家的姐妹
[00:10:55.760 --> 00:10:57.760]  明白大家的需要
[00:10:57.760 --> 00:10:59.760]  在我們彼此的勉勵當中
[00:10:59.760 --> 00:11:01.760]  向前看
[00:11:01.760 --> 00:11:03.760]  所以這條尾巴
[00:11:03.760 --> 00:11:05.760]  有和諧的意思
[00:11:05.760 --> 00:11:07.760]  和諧是什麼呢?
[00:11:07.760 --> 00:11:09.760]  和諧就是準確一點
[00:11:09.760 --> 00:11:11.760]  比較平常心一點
[00:11:11.760 --> 00:11:13.760]  去看事情
[00:11:13.760 --> 00:11:15.760]  這個嚴重一點
[00:11:15.760 --> 00:11:17.760]  就是堅定的約
[00:11:17.760 --> 00:11:19.760]  就是和上帝堅定的約
[00:11:19.760 --> 00:11:21.760]  在憲制
[00:11:21.760 --> 00:11:23.760]  我不知道你記不記得
[00:11:23.760 --> 00:11:25.760]  在舊約
[00:11:25.760 --> 00:11:27.760]  講到憲掃制的時候
[00:11:27.760 --> 00:11:29.760]  是要加些鹽的
[00:11:29.760 --> 00:11:31.760]  使掃制更豐富
[00:11:31.760 --> 00:11:33.760]  鹽的鹽約在舊約所講
[00:11:33.760 --> 00:11:35.760]  就是和神的約
[00:11:35.760 --> 00:11:37.760]  是很堅定不移
[00:11:37.760 --> 00:11:39.760]  跟著我們說隱藏的力量
[00:11:39.760 --> 00:11:41.760]  我們想想鹽
[00:11:41.760 --> 00:11:43.760]  鹽是隱藏的
[00:11:43.760 --> 00:11:45.760]  光是彰顯的
[00:11:45.760 --> 00:11:47.760]  隱藏的力量是什麼呢?
[00:11:47.760 --> 00:11:49.760]  我們先看這段經文
[00:11:49.760 --> 00:11:51.760]  剛才我讀的這段經文
[00:11:51.760 --> 00:11:53.760]  他說你們要有一個
[00:11:53.760 --> 00:11:55.760]  隱藏的力量
[00:11:55.760 --> 00:11:57.760]  隱藏的力量
[00:11:57.760 --> 00:11:59.760]  就是我們要有一個
[00:11:59.760 --> 00:12:01.760]  剛才我讀的這段經文
[00:12:01.760 --> 00:12:03.760]  他說你們要小心
[00:12:03.760 --> 00:12:05.760]  不要把善事在別人面前
[00:12:05.760 --> 00:12:07.760]  被人看到
[00:12:07.760 --> 00:12:09.760]  施捨不要在別人面前吹號
[00:12:09.760 --> 00:12:11.760]  但第三節
[00:12:11.760 --> 00:12:13.760]  他說你施捨的時候
[00:12:13.760 --> 00:12:15.760]  不要叫左手知道右手所做
[00:12:15.760 --> 00:12:17.760]  叫你施捨的事
[00:12:17.760 --> 00:12:19.760]  在暗中
[00:12:19.760 --> 00:12:21.760]  附在暗中則害
[00:12:21.760 --> 00:12:23.760]  必然報答
[00:12:23.760 --> 00:12:25.760]  這節聖經很重要
[00:12:25.760 --> 00:12:27.760]  我們看回這裏
[00:12:27.760 --> 00:12:29.760]  當我們說隱藏的力量
[00:12:29.760 --> 00:12:31.760]  耶穌說你不要把你所做的事
[00:12:31.760 --> 00:12:33.760]  被人看到
[00:12:33.760 --> 00:12:35.760]  要隱藏它
[00:12:35.760 --> 00:12:37.760]  我要問一個問題
[00:12:37.760 --> 00:12:39.760]  向誰隱藏?
[00:12:39.760 --> 00:12:41.760]  經文開始的時候
[00:12:41.760 --> 00:12:43.760]  向其他人隱藏
[00:12:43.760 --> 00:12:45.760]  不要吹號
[00:12:45.760 --> 00:12:47.760]  這個在中文的古字
[00:12:47.760 --> 00:12:49.760]  陰公就是這個意思
[00:12:49.760 --> 00:12:51.760]  陰公不是後來
[00:12:51.760 --> 00:12:53.760]  這個字已經變了
[00:12:53.760 --> 00:12:55.760]  原文的意思就是
[00:12:55.760 --> 00:12:57.760]  暗中的公行
[00:12:57.760 --> 00:12:59.760]  陰公就是
[00:12:59.760 --> 00:13:01.760]  暗中所做的公德
[00:13:01.760 --> 00:13:03.760]  這個公德是會幫助你的
[00:13:03.760 --> 00:13:05.760]  不為人所知的善行
[00:13:05.760 --> 00:13:07.760]  但是耶穌說的隱藏力量
[00:13:07.760 --> 00:13:09.760]  和陰公
[00:13:09.760 --> 00:13:11.760]  中國人古代是有不同的
[00:13:11.760 --> 00:13:13.760]  陰公就是
[00:13:13.760 --> 00:13:15.760]  我不讓人知道
[00:13:15.760 --> 00:13:17.760]  我暗中幫助人
[00:13:17.760 --> 00:13:19.760]  去積公德
[00:13:19.760 --> 00:13:21.760]  積公德
[00:13:21.760 --> 00:13:23.760]  是為我自己
[00:13:23.760 --> 00:13:25.760]  你明白我的意思吧
[00:13:25.760 --> 00:13:27.760]  我不讓人知道
[00:13:27.760 --> 00:13:29.760]  我積了很多公德
[00:13:29.760 --> 00:13:31.760]  公德在我的賬簿裏
[00:13:31.760 --> 00:13:33.760]  成為了他將來
[00:13:33.760 --> 00:13:35.760]  上天報答也好
[00:13:35.760 --> 00:13:37.760]  有益子女也好
[00:13:37.760 --> 00:13:39.760]  去累積公德
[00:13:39.760 --> 00:13:41.760]  暗中累積公德
[00:13:41.760 --> 00:13:43.760]  但耶穌所說的隱藏力量
[00:13:43.760 --> 00:13:45.760]  不是向人隱藏
[00:13:45.760 --> 00:13:47.760]  剛才說
[00:13:47.760 --> 00:13:49.760]  不要吹號在人面前
[00:13:49.760 --> 00:13:51.760]  這個就不要向人隱藏
[00:13:51.760 --> 00:13:53.760]  但是
[00:13:53.760 --> 00:13:55.760]  我讀那一句
[00:13:55.760 --> 00:13:57.760]  左手不讓右手知道
[00:13:57.760 --> 00:13:59.760]  是什麼意思
[00:13:59.760 --> 00:14:01.760]  不是單單這樣
[00:14:01.760 --> 00:14:03.760]  不是單單在人面前隱藏
[00:14:03.760 --> 00:14:05.760]  是向自己隱藏
[00:14:05.760 --> 00:14:07.760]  向自己隱藏
[00:14:07.760 --> 00:14:09.760]  我向人隱藏
[00:14:09.760 --> 00:14:11.760]  大家都做到的
[00:14:11.760 --> 00:14:13.760]  就算中國古代也是這樣教導
[00:14:13.760 --> 00:14:15.760]  但耶穌說
[00:14:15.760 --> 00:14:17.760]  不是單單向人隱藏
[00:14:17.760 --> 00:14:19.760]  是向自己隱藏
[00:14:19.760 --> 00:14:21.760]  你做了也不會記下
[00:14:21.760 --> 00:14:23.760]  你幫助了人
[00:14:23.760 --> 00:14:25.760]  你不會記得
[00:14:25.760 --> 00:14:27.760]  這個就是最高境界
[00:14:27.760 --> 00:14:29.760]  是什麼意思
[00:14:29.760 --> 00:14:31.760]  因為神已經將最好的給我們
[00:14:31.760 --> 00:14:33.760]  我們領受了神很多的恩典
[00:14:33.760 --> 00:14:35.760]  神救贖我們
[00:14:35.760 --> 00:14:37.760]  有永生給我們
[00:14:37.760 --> 00:14:39.760]  耶穌基督的聖名要我們同在
[00:14:39.760 --> 00:14:41.760]  當我們在神
[00:14:41.760 --> 00:14:43.760]  拿到這麼多的恩典的時候
[00:14:43.760 --> 00:14:45.760]  我現在去幫助人
[00:14:45.760 --> 00:14:47.760]  是完全不算什麼
[00:14:47.760 --> 00:14:49.760]  所以我做了
[00:14:49.760 --> 00:14:51.760]  我都不記得
[00:14:51.760 --> 00:14:53.760]  向自己隱藏
[00:14:53.760 --> 00:14:55.760]  自己不會將這些東西
[00:14:55.760 --> 00:14:57.760]  用一本帳簿
[00:14:57.760 --> 00:14:59.760]  記下給自己看
[00:14:59.760 --> 00:15:01.760]  你看我做了這麼多
[00:15:01.760 --> 00:15:03.760]  當一個人一直記下的時候
[00:15:03.760 --> 00:15:05.760]  他就會越來越驕傲
[00:15:05.760 --> 00:15:07.760]  會覺得自己地位越來越高
[00:15:07.760 --> 00:15:09.760]  他覺得自己越來越超然
[00:15:09.760 --> 00:15:11.760]  耶穌說我連這件事
[00:15:11.760 --> 00:15:13.760]  你都不要
[00:15:13.760 --> 00:15:15.760]  我要的只有一樣
[00:15:15.760 --> 00:15:17.760]  神而類身份
[00:15:17.760 --> 00:15:19.760]  所以左手
[00:15:19.760 --> 00:15:21.760]  不知道右手所做的
[00:15:21.760 --> 00:15:23.760]  當我們是這樣
[00:15:23.760 --> 00:15:25.760]  來到去
[00:15:25.760 --> 00:15:27.760]  彰顯神給我們
[00:15:27.760 --> 00:15:29.760]  那種力量的時候
[00:15:29.760 --> 00:15:31.760]  這個就是真正的
[00:15:31.760 --> 00:15:33.760]  隱藏的力量
[00:15:33.760 --> 00:15:35.760]  連自己都不記得
[00:15:35.760 --> 00:15:37.760]  自己都不算什麼
[00:15:37.760 --> 00:15:41.760]  剛才我們提到
[00:15:41.760 --> 00:15:43.760]  成為主要門徒我們有這個本質
[00:15:43.760 --> 00:15:45.760]  我們很自然會發揮出來
[00:15:45.760 --> 00:15:47.760]  但我們不會將它
[00:15:47.760 --> 00:15:49.760]  記錄、記功
[00:15:49.760 --> 00:15:53.760]  接下來我們這個生命
[00:15:53.760 --> 00:15:55.760]  作為門徒的生命
[00:15:55.760 --> 00:15:57.760]  是需要成長的
[00:15:57.760 --> 00:15:59.760]  正如一個母親
[00:15:59.760 --> 00:16:03.760]  她有她自己母親的身份
[00:16:03.760 --> 00:16:05.760]  但是母親的身份
[00:16:05.760 --> 00:16:07.760]  是需要提升的
[00:16:07.760 --> 00:16:09.760]  怎樣更好的保護兒女
[00:16:09.760 --> 00:16:11.760]  更好盡的責任
[00:16:11.760 --> 00:16:13.760]  更好做好一個月名
[00:16:13.760 --> 00:16:15.760]  所以是一個開始
[00:16:15.760 --> 00:16:17.760]  一個生命的開始
[00:16:17.760 --> 00:16:19.760]  但它是要繼續成長
[00:16:19.760 --> 00:16:21.760]  所以隱藏的力量
[00:16:21.760 --> 00:16:23.760]  是一個隱藏的地方
[00:16:23.760 --> 00:16:25.760]  為我們發揮的力量
[00:16:25.760 --> 00:16:27.760]  就是自成所
[00:16:27.760 --> 00:16:29.760]  我們先看舊約的「祭司」這個字
[00:16:29.760 --> 00:16:31.760]  本來是說一個
[00:16:31.760 --> 00:16:33.760]  講真理者
[00:16:33.760 --> 00:16:35.760]  和華語有關
[00:16:35.760 --> 00:16:37.760]  不過奇怪的是
[00:16:37.760 --> 00:16:39.760]  華語這個字
[00:16:39.760 --> 00:16:41.760]  它的字根是「內庭」
[00:16:41.760 --> 00:16:43.760]  「內庭」即是
[00:16:43.760 --> 00:16:45.760]  隱密處
[00:16:45.760 --> 00:16:47.760]  「內庭」即是
[00:16:47.760 --> 00:16:49.760]  隱密處
[00:16:49.760 --> 00:16:51.760]  那即是華語從何而來呢?
[00:16:51.760 --> 00:16:53.760]  隱密處
[00:16:53.760 --> 00:16:55.760]  就是舊約所說的自成所
[00:16:55.760 --> 00:16:57.760]  如果我們看這個圖
[00:16:57.760 --> 00:16:59.760]  聖殿在外面
[00:16:59.760 --> 00:17:01.760]  有祭壇、洗作盤、金燈台
[00:17:01.760 --> 00:17:03.760]  等等在中間
[00:17:03.760 --> 00:17:05.760]  到最後最左手的
[00:17:05.760 --> 00:17:07.760]  約櫃就是自成所
[00:17:07.760 --> 00:17:09.760]  原來祭司要進入
[00:17:09.760 --> 00:17:11.760]  自成所裏面
[00:17:11.760 --> 00:17:13.760]  在最隱密的地方
[00:17:13.760 --> 00:17:15.760]  神就和他講說話
[00:17:15.760 --> 00:17:17.760]  他領受了這些說話後
[00:17:17.760 --> 00:17:19.760]  他就出來向人宣講
[00:17:19.760 --> 00:17:21.760]  如果他不進入自成所
[00:17:21.760 --> 00:17:23.760]  他不在隱密處領受神的話
[00:17:23.760 --> 00:17:25.760]  他出到外面
[00:17:25.760 --> 00:17:27.760]  他沒有話說
[00:17:27.760 --> 00:17:29.760]  他就講自己的話
[00:17:29.760 --> 00:17:31.760]  一個有力的祭司
[00:17:31.760 --> 00:17:33.760]  他之所以能夠有能力
[00:17:33.760 --> 00:17:35.760]  而在隱藏的地方
[00:17:35.760 --> 00:17:37.760]  就是隱密處的地方
[00:17:37.760 --> 00:17:39.760]  去領受神的話
[00:17:39.760 --> 00:17:41.760]  而我們今天領受了神
[00:17:41.760 --> 00:17:43.760]  給我們身份
[00:17:43.760 --> 00:17:45.760]  領受這個生命
[00:17:45.760 --> 00:17:48.760]  這個身份我們需要神的話語
[00:17:48.760 --> 00:17:50.760]  讓我們的生命去成長
[00:17:50.760 --> 00:17:53.760]  讓我們的基督徒身份
[00:17:53.760 --> 00:17:55.760]  繼續去更豐富
[00:17:55.760 --> 00:17:57.760]  繼續去壯大
[00:17:57.760 --> 00:18:00.760]  我們必須要有一個隱密處
[00:18:00.760 --> 00:18:02.760]  這個自成所
[00:18:02.760 --> 00:18:09.760]  這個自成所是我們每一天都需要的
[00:18:09.760 --> 00:18:12.760]  你自成所在哪裏呢?
[00:18:12.760 --> 00:18:14.760]  在哪裏領受神的話語呢?
[00:18:14.760 --> 00:18:16.760]  有些人在早上
[00:18:16.760 --> 00:18:18.760]  就在你的書房裏面
[00:18:18.760 --> 00:18:20.760]  或者在你的房間裏面
[00:18:20.760 --> 00:18:22.760]  你和神的交往在裏面
[00:18:22.760 --> 00:18:24.760]  領受神的話
[00:18:24.760 --> 00:18:26.760]  你得到能力
[00:18:26.760 --> 00:18:28.760]  所以在你的工作上
[00:18:28.760 --> 00:18:30.760]  這個話語就發揮它的能力出來
[00:18:30.760 --> 00:18:32.760]  有些人未必在早上
[00:18:32.760 --> 00:18:34.760]  晚上
[00:18:34.760 --> 00:18:36.760]  甚至在工作時間
[00:18:36.760 --> 00:18:39.760]  我記得我們教會的一個老師
