
[00:00:00.000 --> 00:00:05.880]  今晚我們進入約翰福音第三章
[00:03:36.680 --> 00:03:39.080]  有一個法利塞人叫尼哥底姆
[00:03:39.080 --> 00:03:41.080]  是猶太人的官
[00:03:41.080 --> 00:03:43.080]  這個人晚上來見耶穌
[00:03:43.080 --> 00:03:47.960]  就說拉比我知道你是由神來做師父的
[00:03:47.960 --> 00:03:49.960]  因為你所行的神蹟
[00:03:49.960 --> 00:03:52.840]  如果沒有神同在是沒有人能行的
[00:03:52.840 --> 00:03:56.440]  而第十節是耶穌和尼哥底姆說
[00:03:56.440 --> 00:03:59.800]  你是以色列人的先生
[00:03:59.800 --> 00:04:04.920]  從這三節經文我們可以認識到
[00:04:04.920 --> 00:04:08.120]  尼哥底姆究竟是一個怎樣的人
[00:04:08.120 --> 00:04:12.680]  首先約翰說這裡有一個法利塞人
[00:04:12.680 --> 00:04:15.800]  法利塞人是猶太人
[00:04:15.800 --> 00:04:21.160]  是猶太人當中當時有幾千人
[00:04:21.160 --> 00:04:28.440]  這班人大概在主前百多年已經成為一個團體
[00:04:28.440 --> 00:04:32.920]  他們開始的時候是一班很勁權的猶太人
[00:04:32.920 --> 00:04:36.680]  他看到旁邊的猶太人都很吵
[00:04:36.680 --> 00:04:38.680]  即是離棄神
[00:04:38.680 --> 00:04:41.400]  那段時候是很黑暗的
[00:04:41.400 --> 00:04:43.880]  不單止他們亡了國
[00:04:43.880 --> 00:04:47.640]  而且最後一個舊約的先知馬拉基
[00:04:47.640 --> 00:04:53.640]  說完話之後有四百年的時間直到耶穌出生
[00:04:53.640 --> 00:04:56.600]  神是沒有說過任何的東西的
[00:04:56.600 --> 00:04:58.600]  那段黑暗的時候
[00:04:58.600 --> 00:05:01.720]  歷史上叫做The Silent Years
[00:05:01.720 --> 00:05:04.280]  即是神已經放棄了他們
[00:05:04.280 --> 00:05:07.480]  神是沉默的 是沒有說話的
[00:05:07.480 --> 00:05:11.160]  那些人你可以想像在那段時候
[00:05:11.160 --> 00:05:14.840]  那些人更加是無心去尋求神
[00:05:14.840 --> 00:05:20.280]  有一班人好像跟其他的猶太人分開了
[00:05:20.280 --> 00:05:25.080]  他們特別注重舊約的律法
[00:05:25.080 --> 00:05:30.760]  亦都很努力地守住這些律法
[00:05:30.760 --> 00:05:33.640]  這一班就叫做「花里賽人」
[00:05:33.640 --> 00:05:35.640]  應該是很好的
[00:05:35.640 --> 00:05:39.560]  但可惜慢慢這班人就變了質
[00:05:39.560 --> 00:05:42.520]  變成看不起旁邊的人
[00:05:42.520 --> 00:05:45.480]  覺得自己比其他人好很多
[00:05:45.480 --> 00:05:51.880]  只有他們才真正能夠被神所接納
[00:05:51.880 --> 00:05:54.600]  所以慢慢這個驕傲
[00:05:54.600 --> 00:05:58.280]  亦都造成他們很注重外表的表現
[00:05:58.280 --> 00:06:00.280]  做出來給人看
[00:06:00.280 --> 00:06:02.280]  譬如耶穌罵他們
[00:06:02.280 --> 00:06:04.280]  有時站在路口祈禱
[00:06:04.280 --> 00:06:06.280]  故意讓人看到
[00:06:06.280 --> 00:06:08.280]  捐錢又要讓人看到
[00:06:08.280 --> 00:06:11.480]  變成一個形式化 變成外表
[00:06:11.480 --> 00:06:16.440]  慢慢就不著重內心的敬虔和聖潔
[00:06:16.440 --> 00:06:21.400]  總之外表擺出一套很虔誠的樣子
[00:06:21.400 --> 00:06:22.520]  你就行了
[00:06:22.520 --> 00:06:25.720]  人又稱讚你 神又會稱讚你
[00:06:25.720 --> 00:06:27.720]  到了耶穌基督的時代
[00:06:27.720 --> 00:06:30.760]  這一班「花里賽人」
[00:06:30.760 --> 00:06:33.480]  耶穌就罵他們很厲害
[00:06:33.480 --> 00:06:38.120]  因為他們是變了一班假冒為善的人
[00:06:38.120 --> 00:06:40.920]  所以在《馬太福音》第23章
[00:06:40.920 --> 00:06:44.200]  很少看到整張聖經
[00:06:44.200 --> 00:06:47.560]  耶穌是罵得這麼厲害的
[00:06:47.560 --> 00:06:49.560]  我在講演第一頁
[00:06:49.560 --> 00:06:51.560]  我又記載了一些
[00:06:51.560 --> 00:06:54.200]  耶穌對他們的責備
[00:06:54.200 --> 00:06:56.200]  耶穌說他們能夠說
[00:06:56.200 --> 00:06:58.200]  但是不能夠做
[00:06:58.200 --> 00:07:00.200]  他們做的事就讓人看到
[00:07:00.200 --> 00:07:02.200]  罵他們假冒為善
[00:07:02.200 --> 00:07:05.400]  在一張聖經裡罵了七次
[00:07:05.400 --> 00:07:08.200]  又說他們是無知黑眼的
[00:07:08.200 --> 00:07:10.200]  又說他們是盲眼的
[00:07:10.200 --> 00:07:12.200]  就帶領人走路
[00:07:12.200 --> 00:07:15.000]  說他們是蛇類毒蛇之種
[00:07:15.000 --> 00:07:17.000]  說他們是粉色的墳墓
[00:07:17.000 --> 00:07:19.000]  外出很好看
[00:07:19.000 --> 00:07:21.000]  但其實裡面是充滿了死人的骨頭
[00:07:21.000 --> 00:07:23.000]  這麼污穢
[00:07:23.000 --> 00:07:29.000]  又說他們是殺害先知者的子孫
[00:07:29.000 --> 00:07:34.600]  後來那個素羅也是迫北基督徒的
[00:07:34.600 --> 00:07:39.400]  後來他悔改就改了名叫做保羅
[00:07:39.400 --> 00:07:43.000]  但他之前都是那些法利賽人
[00:07:43.000 --> 00:07:47.800]  是反對耶穌迫害那些跟隨耶穌的人
[00:07:47.800 --> 00:07:49.800]  連耶穌後來被釘死
[00:07:49.800 --> 00:07:51.800]  這些法利賽人都有份
[00:07:51.800 --> 00:07:53.800]  借著羅馬人的手
[00:07:53.800 --> 00:07:55.800]  誣告他、害他
[00:07:55.800 --> 00:07:57.800]  就把他釘上十字架
[00:07:57.800 --> 00:08:03.800]  所以這個尼哥底姆本身是這班法利賽人
[00:08:03.800 --> 00:08:05.800]  但一會兒你會看到
[00:08:05.800 --> 00:08:07.800]  這個法利賽人似乎很不同
[00:08:07.800 --> 00:08:09.800]  這個法利賽人
[00:08:09.800 --> 00:08:11.800]  不是好像一般的法利賽人
[00:08:11.800 --> 00:08:13.800]  只是著重外表
[00:08:13.800 --> 00:08:15.800]  他知道他心裡的情況
[00:08:15.800 --> 00:08:19.800]  他知道憑著他做了這麼多的事
[00:08:19.800 --> 00:08:21.800]  這麼熟悉聖經
[00:08:21.800 --> 00:08:23.800]  這麼努力的去行善
[00:08:23.800 --> 00:08:27.800]  但他知道是跟神的國無份
[00:08:27.800 --> 00:08:33.800]  尼哥底姆這個名字其實是希臘文藝
[00:08:33.800 --> 00:08:37.800]  因為在主前大概200年左右
[00:08:37.800 --> 00:08:39.800]  就是希臘統治的王朝
[00:08:39.800 --> 00:08:41.800]  由亞歷山大大帝開始
[00:08:41.800 --> 00:08:45.800]  大概只有200多年
[00:08:45.800 --> 00:08:47.800]  但他樓下很深重影響
[00:08:47.800 --> 00:08:49.800]  例如希臘文
[00:08:49.800 --> 00:08:53.800]  新約是用希臘文寫的
[00:08:53.800 --> 00:08:55.800]  希臘文很多文化
[00:08:55.800 --> 00:08:59.800]  也保留了到羅馬人的時代
[00:08:59.800 --> 00:09:03.800]  所以這個尼哥就是今天的Nike
[00:09:03.800 --> 00:09:05.800]  大家穿的鞋
[00:09:05.800 --> 00:09:07.800]  Nike其實是希臘的字
[00:09:07.800 --> 00:09:09.800]  原文是希臘字
[00:09:09.800 --> 00:09:11.800]  意思就是得勝者
[00:09:11.800 --> 00:09:13.800]  Demons就是人民
[00:09:13.800 --> 00:09:15.800]  所以他的名字就是得勝的人民
[00:09:15.800 --> 00:09:17.800]  第一次說他是猶太人的官
[00:09:17.800 --> 00:09:19.800]  他怎麼做官呢?
[00:09:19.800 --> 00:09:21.800]  我這段Notes也有說
[00:09:21.800 --> 00:09:23.800]  我相信他所謂的官
[00:09:23.800 --> 00:09:25.800]  就是在猶太人的工會或者議會
[00:09:25.800 --> 00:09:29.800]  這是猶太人最高的權力機構
[00:09:29.800 --> 00:09:31.800]  是羅馬人授權
[00:09:31.800 --> 00:09:35.800]  有大概70個德高望重的長老
[00:09:35.800 --> 00:09:37.800]  全部稱為猶太人
[00:09:37.800 --> 00:09:41.800]  由他們來管治自己猶太人
[00:09:41.800 --> 00:09:43.800]  以遺制宜
[00:09:43.800 --> 00:09:45.800]  這是羅馬人很聰明的方法
[00:09:45.800 --> 00:09:49.800]  給他們有審判的權力
[00:09:49.800 --> 00:09:51.800]  即是他們可以定人的罪
[00:09:51.800 --> 00:09:53.800]  除了最嚴重的罪
[00:09:53.800 --> 00:09:55.800]  死罪
[00:09:55.800 --> 00:09:57.800]  還需要羅馬人入頭
[00:09:57.800 --> 00:09:59.800]  但其他所有民事的訴訟
[00:09:59.800 --> 00:10:01.800]  他都是最多
[00:10:01.800 --> 00:10:03.800]  猶太人告到工會
[00:10:03.800 --> 00:10:07.800]  由工會他們這一班的領袖來做訟
[00:10:07.800 --> 00:10:11.800]  所以這裡叫他做猶太人的官
[00:10:11.800 --> 00:10:15.800]  相信尼哥底姆在工會裡
[00:10:15.800 --> 00:10:19.800]  是一個相當吃重的角色
[00:10:19.800 --> 00:10:21.800]  甚至有人說
[00:10:21.800 --> 00:10:23.800]  因為他也是做教導的工作
[00:10:23.800 --> 00:10:25.800]  所以第十節
[00:10:25.800 --> 00:10:27.800]  耶穌說你是以色列人的先生
[00:10:27.800 --> 00:10:29.800]  即是他是教舊約的
[00:10:29.800 --> 00:10:31.800]  所以他應該是在猶太人的官
[00:10:31.800 --> 00:10:33.800]  是以色列人的先生
[00:10:33.800 --> 00:10:35.800]  即是他是教舊約的
[00:10:35.800 --> 00:10:41.800]  所以他應該是很尊敬的
[00:10:41.800 --> 00:10:45.800]  這個人晚上來見耶穌
[00:10:45.800 --> 00:10:47.800]  晚上來見耶穌
[00:10:47.800 --> 00:10:49.800]  為什麼晚上來見耶穌呢
[00:10:49.800 --> 00:10:51.800]  大家猜疑了兩千年
[00:10:51.800 --> 00:10:53.800]  第一個解釋
[00:10:53.800 --> 00:10:55.800]  很多人都用的
[00:10:55.800 --> 00:10:57.800]  第一個解釋
[00:10:57.800 --> 00:10:59.800]  就是他不方便入頭來
[00:10:59.800 --> 00:11:03.800]  因為耶穌和這些法利賽人不太合得來
[00:11:03.800 --> 00:11:05.800]  所以如果他在入頭
[00:11:05.800 --> 00:11:07.800]  被人看到他和耶穌在一起
[00:11:07.800 --> 00:11:09.800]  就不太好了
[00:11:09.800 --> 00:11:11.800]  所以他為了避忌
[00:11:11.800 --> 00:11:13.800]  他晚上來
[00:11:13.800 --> 00:11:15.800]  有可能的
[00:11:15.800 --> 00:11:17.800]  第二個可能
[00:11:17.800 --> 00:11:19.800]  就是他心中有很大的疑惑
[00:11:19.800 --> 00:11:21.800]  他需要來找耶穌
[00:11:21.800 --> 00:11:23.800]  有很安靜的時間
[00:11:23.800 --> 00:11:25.800]  很長的時間來和耶穌談
[00:11:25.800 --> 00:11:27.800]  入頭大家都忙
[00:11:27.800 --> 00:11:29.800]  他又領袖
[00:11:29.800 --> 00:11:31.800]  耶穌又忙著傳道
[00:11:31.800 --> 00:11:33.800]  所以就選擇晚上的時間
[00:11:33.800 --> 00:11:35.800]  讓他們可以靜靜地談
[00:11:35.800 --> 00:11:37.800]  這個我覺得是很有可能
[00:11:37.800 --> 00:11:39.800]  可能第一、第二個原因
[00:11:39.800 --> 00:11:41.800]  都有可能的
[00:11:41.800 --> 00:11:43.800]  第三個原因
[00:11:43.800 --> 00:11:45.800]  就少一些人提的
[00:11:45.800 --> 00:11:47.800]  但也不是沒有可能的
[00:11:47.800 --> 00:11:49.800]  就是說
[00:11:49.800 --> 00:11:53.800]  尼哥底姆不是完全有善意來見耶穌的
[00:11:53.800 --> 00:11:55.800]  突然來見耶穌
[00:11:55.800 --> 00:11:57.800]  原來他是有任務在身的
[00:11:57.800 --> 00:12:03.800]  他的任務就是要代表議會來探訪耶穌的虛實
[00:12:03.800 --> 00:12:05.800]  因為耶穌在這個時候
[00:12:05.800 --> 00:12:09.800]  只是出來傳道了一段時間
[00:12:09.800 --> 00:12:11.800]  但已經很轟動了
[00:12:11.800 --> 00:12:15.800]  因為他又會行神蹟
[00:12:15.800 --> 00:12:17.800]  每天在人面前行神蹟
[00:12:17.800 --> 00:12:19.800]  連施洗約翰的門徒
[00:12:19.800 --> 00:12:21.800]  都轉去跟隨耶穌
[00:12:21.800 --> 00:12:23.800]  所以耶穌一出來的時候
[00:12:23.800 --> 00:12:27.800]  那個風頭是很厲害的
[00:12:27.800 --> 00:12:31.800]  這些法利賽人為了摸摸他的虛實
[00:12:31.800 --> 00:12:35.800]  有些人說可能尼哥底姆是來臥底
[00:12:35.800 --> 00:12:37.800]  來問問耶穌
[00:12:37.800 --> 00:12:39.800]  探聽他的口氣
[00:12:39.800 --> 00:12:41.800]  看他到底是怎樣的人
[00:12:41.800 --> 00:12:43.800]  我自己覺得
[00:12:43.800 --> 00:12:45.800]  這個未必有可能
[00:12:45.800 --> 00:12:49.800]  因為他整個跟耶穌談話
[00:12:49.800 --> 00:12:51.800]  更加重要的是
[00:12:51.800 --> 00:12:53.800]  在第七章和以後第十九章
[00:12:53.800 --> 00:12:59.800]  我看不到尼哥底姆有任何的惡意
[00:12:59.800 --> 00:13:01.800]  要來偷看耶穌
[00:13:01.800 --> 00:13:03.800]  來探路
[00:13:03.800 --> 00:13:07.800]  我看不到有任何的惡意
[00:13:07.800 --> 00:13:09.800]  我看到很多的誠懇
[00:13:09.800 --> 00:13:11.800]  他真的心中有這個問題
[00:13:11.800 --> 00:13:17.800]  所以他願意來到耶穌面前赤露闖開
[00:13:17.800 --> 00:13:20.800]  這個是有相當勇氣
[00:13:20.800 --> 00:13:24.800]  相當的誠懇才可以做到的
[00:13:24.800 --> 00:13:26.800]  所以我覺得是第一、第二的可能性
[00:13:26.800 --> 00:13:29.800]  大於第三的可能性
[00:13:29.800 --> 00:13:32.800]  他稱呼耶穌做甚麼呢?
[00:13:32.800 --> 00:13:34.800]  他稱呼耶穌做拉比
[00:13:34.800 --> 00:13:37.800]  拉比是先生的意思
[00:13:37.800 --> 00:13:41.800]  拉比是我知道你是由神那裏來做師父的
[00:13:41.800 --> 00:13:43.800]  他的意思是
[00:13:43.800 --> 00:13:47.800]  你是由神派來地上做師父的
[00:13:47.800 --> 00:13:49.800]  但他稱呼他做拉比
[00:13:49.800 --> 00:13:51.800]  拉比也是人
[00:13:51.800 --> 00:13:53.800]  是對老師的尊稱
[00:13:53.800 --> 00:13:56.800]  所以他看到耶穌行神蹟
[00:13:56.800 --> 00:14:00.800]  他覺得這是有神與他同在
[00:14:00.800 --> 00:14:02.800]  他才能行的
[00:14:02.800 --> 00:14:05.800]  所以他是一個很特別的人
[00:14:05.800 --> 00:14:07.800]  他也是做師父
[00:14:07.800 --> 00:14:11.800]  他也是有能力來行神蹟
[00:14:11.800 --> 00:14:15.800]  所以他一定是神差派他來的一個很特別的人
[00:14:15.800 --> 00:14:20.800]  尼哥底姆沒有想到原來是神自己
[00:14:20.800 --> 00:14:22.800]  由天上來到
[00:14:22.800 --> 00:14:24.800]  成為人
[00:14:24.800 --> 00:14:26.800]  但仍然還是神
[00:14:26.800 --> 00:14:28.800]  亦神亦人
[00:14:28.800 --> 00:14:30.800]  這個不是神啟示我們
[00:14:30.800 --> 00:14:32.800]  我們沒有一個人能夠理解的
[00:14:32.800 --> 00:14:36.800]  所以即使熟讀舊約
[00:14:36.800 --> 00:14:38.800]  好像尼哥底姆這樣
[00:14:38.800 --> 00:14:42.800]  他也只是當耶穌是一個很有學問
[00:14:42.800 --> 00:14:44.800]  很有能力
[00:14:44.800 --> 00:14:48.800]  神與他同在的一個很特別的人
[00:14:48.800 --> 00:14:52.800]  在這個地方
[00:14:52.800 --> 00:14:56.800]  我們知道尼哥底姆對耶穌的認識
[00:14:56.800 --> 00:14:58.800]  未是很全面的
[00:14:58.800 --> 00:15:03.800]  他只是認識耶穌是一個很特別的人
[00:15:03.800 --> 00:15:08.800]  所以他一定要來問耶穌
[00:15:08.800 --> 00:15:11.800]  關於可以與神的國有份
[00:15:11.800 --> 00:15:13.800]  或者是得救這件事
[00:15:13.800 --> 00:15:15.800]  他一定要來問耶穌
[00:15:15.800 --> 00:15:17.800]  第三節
[00:15:17.800 --> 00:15:19.800]  耶穌回答他
[00:15:19.800 --> 00:15:23.800]  第二節是說這個人見耶穌
[00:15:23.800 --> 00:15:25.800]  第三節是耶穌回答他
[00:15:25.800 --> 00:15:29.800]  請問尼哥底姆的問題在哪裏呢?
[00:15:29.800 --> 00:15:32.800]  問題在這裏沒有記載
[00:15:32.800 --> 00:15:34.800]  所以我這裏有兩個可能性
[00:15:34.800 --> 00:15:37.800]  一個可能性是他問耶穌
[00:15:37.800 --> 00:15:40.800]  但是約翰不知道是甚麼原因
[00:15:40.800 --> 00:15:42.800]  沒有記下來
[00:15:42.800 --> 00:15:44.800]  或者他覺得尼哥底姆問的
[00:15:44.800 --> 00:15:46.800]  耶穌回答他的時候
[00:15:46.800 --> 00:15:48.800]  已經看到他問甚麼
[00:15:48.800 --> 00:15:50.800]  所以也不用記下來
[00:15:50.800 --> 00:15:52.800]  這是一個可能性
[00:15:52.800 --> 00:15:55.800]  第二個可能性就是耶穌根本就read他的mind
[00:15:55.800 --> 00:15:57.800]  一見到他就知道
[00:15:57.800 --> 00:16:00.800]  這個也不出奇
[00:16:00.800 --> 00:16:02.800]  因為你記得在第二章
[00:16:02.800 --> 00:16:05.800]  我們上一次查到第二章尾的時候
[00:16:05.800 --> 00:16:08.800]  是說很多人來跟隨耶穌
[00:16:08.800 --> 00:16:10.800]  因為耶穌會行神蹟
[00:16:10.800 --> 00:16:12.800]  耶穌有講道帶著能力
[00:16:12.800 --> 00:16:15.800]  很多人說信他跟隨他
[00:16:15.800 --> 00:16:17.800]  但是耶穌是看到那些人的心
[00:16:17.800 --> 00:16:19.800]  第二章尾那裏就說
[00:16:19.800 --> 00:16:21.800]  他沒有將他自己交給那些人
[00:16:21.800 --> 00:16:23.800]  他沒有信過那些人
[00:16:23.800 --> 00:16:25.800]  因為他看到那些人的心
[00:16:25.800 --> 00:16:27.800]  不是真的信他的
[00:16:27.800 --> 00:16:29.800]  所以第二章24-25節那裏說
[00:16:29.800 --> 00:16:31.800]  他知道萬人
[00:16:31.800 --> 00:16:37.800]  這個知道是很深切地知道人心中的意念
[00:16:37.800 --> 00:16:40.800]  這個是神的能力
[00:16:40.800 --> 00:16:42.800]  不是人的眼光
[00:16:42.800 --> 00:16:46.800]  是神的能力能夠知道人的心思意念
[00:16:46.800 --> 00:16:48.800]  也不需要人告訴他
[00:16:48.800 --> 00:16:50.800]  不需要見證人
[00:16:50.800 --> 00:16:52.800]  因為他知道人心裏面所存的
[00:16:52.800 --> 00:16:54.800]  所以他一看尼哥底姆
[00:16:54.800 --> 00:16:57.800]  他已經知道尼哥底姆還沒有來找他
[00:16:57.800 --> 00:17:00.800]  他已經知道尼哥底姆來找他幹甚麼
[00:17:00.800 --> 00:17:01.800]  所以他不用說
[00:17:01.800 --> 00:17:03.800]  如果是真的第二個可能性
[00:17:03.800 --> 00:17:05.800]  就是他這裏有行神蹟
[00:17:05.800 --> 00:17:09.800]  這個神蹟只是尼哥底姆知道
[00:17:09.800 --> 00:17:12.800]  可能約翰也在那裏
[00:17:12.800 --> 00:17:13.800]  他就知道了
[00:17:13.800 --> 00:17:15.800]  尼哥底姆不用開口問
[00:17:15.800 --> 00:17:17.800]  耶穌已經知道他
[00:17:17.800 --> 00:17:19.800]  耶穌就回答他
[00:17:19.800 --> 00:17:23.800]  耶穌回答他就提到重生這件事
[00:17:23.800 --> 00:17:25.800]  我實實在在告訴你
[00:17:25.800 --> 00:17:27.800]  很嚴肅地
[00:17:27.800 --> 00:17:29.800]  是很重要地
[00:17:29.800 --> 00:17:33.800]  耶穌在這段談話的15節裏面
[00:17:33.800 --> 00:17:35.800]  三次說
[00:17:35.800 --> 00:17:37.800]  我實實在在告訴你
[00:17:37.800 --> 00:17:40.800]  所以這裏我們都要留心
[00:17:40.800 --> 00:17:42.800]  因為耶穌要跟尼哥底姆說
[00:17:42.800 --> 00:17:44.800]  是非常重要的事
[00:17:44.800 --> 00:17:47.800]  因為這是關係到救恩的問題
[00:17:48.800 --> 00:17:50.800]  他說人若不重生
[00:17:50.800 --> 00:17:53.800]  就不能見神的國
[00:17:53.800 --> 00:17:56.800]  這裏說到born again
[00:17:56.800 --> 00:17:58.800]  born again
[00:17:58.800 --> 00:18:02.800]  這裏我要給大家看幾張相片
[00:18:02.800 --> 00:18:07.800]  born again是近代很熱門的題目
[00:18:07.800 --> 00:18:09.800]  很多很多的書
[00:18:09.800 --> 00:18:12.800]  是說到這個born again
[00:18:12.800 --> 00:18:15.800]  我給大家看看幾本
[00:18:15.800 --> 00:18:17.800]  大家看不看到呢
[00:18:17.800 --> 00:18:19.800]  born again this way
[00:18:19.800 --> 00:18:21.800]  how to be born again
[00:18:21.800 --> 00:18:23.800]  是葛培里寫的
[00:18:23.800 --> 00:18:25.800]  怎樣才能夠重生呢
[00:18:25.800 --> 00:18:27.800]  born again
[00:18:27.800 --> 00:18:31.800]  全部這些書都是教你怎樣可以重生
[00:18:31.800 --> 00:18:34.800]  Charles Colson的born again
[00:18:34.800 --> 00:18:37.800]  how to be born again and avoid hell
[00:18:37.800 --> 00:18:39.800]  now that you are born again
[00:18:39.800 --> 00:18:42.800]  所以born again很多很多的書
[00:18:42.800 --> 00:18:45.800]  都說到要born again
[00:18:45.800 --> 00:18:47.800]  怎樣born again呢
[00:18:47.800 --> 00:18:51.800]  好像是有教材教你怎樣才能夠born again
[00:18:51.800 --> 00:18:55.800]  但其實耶穌在這裏已經是告訴尼哥底姆了
[00:18:55.800 --> 00:18:58.800]  一會兒我們不用看書
[00:18:58.800 --> 00:19:01.800]  我們單單從耶穌解釋給尼哥底姆聽
[00:19:01.800 --> 00:19:03.800]  甚麼是重生呢
[00:19:03.800 --> 00:19:06.800]  我們已經了解到我們怎樣能夠重生了
[00:19:06.800 --> 00:19:11.800]  耶穌說你要見神的國
[00:19:11.800 --> 00:19:14.800]  你要和神的國有份嗎
[00:19:14.800 --> 00:19:18.800]  你一定要重生
[00:19:18.800 --> 00:19:22.800]  我們可以從耶穌的回答
[00:19:22.800 --> 00:19:27.800]  我們來想尼哥底姆問的問題是甚麼呢
[00:19:27.800 --> 00:19:29.800]  他的問題很明顯就是
[00:19:29.800 --> 00:19:34.800]  耶穌說我怎樣才能和神的國有份
[00:19:34.800 --> 00:19:36.800]  然後耶穌就回答他
[00:19:36.800 --> 00:19:40.800]  你要重生才能和神的國有份
[00:19:40.800 --> 00:19:44.800]  我們又要揣摩一下
[00:19:44.800 --> 00:19:49.800]  為甚麼尼哥底姆會有這樣的問題在他的心裏呢
[00:19:49.800 --> 00:19:52.800]  他的心一定是在想
[00:19:52.800 --> 00:19:58.800]  我已經在宗教裏有這麼崇高的地位
[00:19:58.800 --> 00:20:01.800]  我看了這麼多舊約的經書
[00:20:01.800 --> 00:20:03.800]  也教了舊約的經書
[00:20:03.800 --> 00:20:07.800]  我相信他也是一個非常奉公守法
[00:20:07.800 --> 00:20:10.800]  一個行為很好的人
[00:20:10.800 --> 00:20:13.800]  一個很虔誠的人
[00:20:13.800 --> 00:20:15.800]  但他的心裏就說
[00:20:15.800 --> 00:20:19.800]  為甚麼我都覺得我和神的國是沒有份的呢
[00:20:19.800 --> 00:20:23.800]  這就看出他是一個很誠實的人
[00:20:23.800 --> 00:20:27.800]  他不只是外表做足就覺得很自滿
[00:20:27.800 --> 00:20:29.800]  他知道是不行的
[00:20:29.800 --> 00:20:32.800]  他知道外表他怎樣努力
[00:20:32.800 --> 00:20:37.800]  但他心底很清楚他和神的國是沒有份的
[00:20:37.800 --> 00:20:40.800]  於是他心中就有這個憂慮
[00:20:40.800 --> 00:20:42.800]  有這個困惑
[00:20:42.800 --> 00:20:44.800]  所以他要來問耶穌
[00:20:44.800 --> 00:20:47.800]  我怎樣才能和神的國有份
