
[00:00:00.000 --> 00:00:09.000]  願一位平安 同我天父 令主耶穌基督 歸每位靈姐妹
[00:01:59.000 --> 00:02:02.000]  剩四十年之久 又厭煩誰呢?
[00:02:02.000 --> 00:02:07.000]  豈不是那些犯罪 廝守倒在曠野的人嗎?
[00:02:07.000 --> 00:02:11.000]  又向誰起誓 不容他們進入他的安息呢?
[00:02:11.000 --> 00:02:14.000]  豈不是向那些不信從的人嗎?
[00:02:14.000 --> 00:02:18.000]  十九節 這樣看來 他們不能進入安息
[00:02:18.000 --> 00:02:22.000]  是因為不信的緣故了
[00:02:22.000 --> 00:02:27.000]  三章和四章其實是連在一起的
[00:02:27.000 --> 00:02:29.000]  四章剛才讀了
[00:02:29.000 --> 00:02:34.000]  我們現在要看這兩段經文
[00:02:34.000 --> 00:02:38.000]  其實提到有兩個的安息
[00:02:38.000 --> 00:02:42.000]  剛才我所讀的 三章所說
[00:02:42.000 --> 00:02:47.000]  要留意的是 三章說他們不能進入安息
[00:02:47.000 --> 00:02:52.000]  而且上帝在路中起誓 不可進入安息
[00:02:52.000 --> 00:02:54.000]  這是甚麼安息呢?
[00:02:54.000 --> 00:02:58.000]  很明顯 在第三章裏面提到以色列人
[00:02:58.000 --> 00:03:01.000]  他們在埃及遺奴之地
[00:03:01.000 --> 00:03:06.000]  當時他們沒有身份 是人家的廉價勞工
[00:03:06.000 --> 00:03:10.000]  很辛苦 拼命地向上帝呼求
[00:03:10.000 --> 00:03:13.000]  上帝說 你們的苦我看見了
[00:03:13.000 --> 00:03:15.000]  你們的呼聲我聽見了
[00:03:15.000 --> 00:03:20.000]  他說 好 我差遣摩西來帶你們離開埃及
[00:03:20.000 --> 00:03:23.000]  進入流乃與物之地
[00:03:23.000 --> 00:03:26.000]  於是這群以色列人很高興
[00:03:26.000 --> 00:03:29.000]  追隨摩西離開埃及
[00:03:29.000 --> 00:03:35.000]  經歷很多神蹟奇事 過紅海 經過曠野
[00:03:35.000 --> 00:03:41.000]  中間上帝的大能 他們看見了
[00:03:41.000 --> 00:03:45.000]  上帝說 你們離開埃及 這個地方不好
[00:03:45.000 --> 00:03:49.000]  要去一個好的地方 流乃與物之地
[00:03:49.000 --> 00:03:53.000]  這麼簡單的訊息 對他們來說很清晰
[00:03:53.000 --> 00:03:55.000]  但為甚麼他們去不到呢?
[00:03:55.000 --> 00:03:59.000]  因為當他們去到邊界的時候
[00:03:59.000 --> 00:04:04.000]  探子就報信 他們說 沒錯 這個地方很好
[00:04:04.000 --> 00:04:10.000]  那些土產很豐富 果實很大 地方非常好
[00:04:10.000 --> 00:04:14.000]  不過這個地方是不宜人居住
[00:04:14.000 --> 00:04:19.000]  因為迦南地很凶險 裡面的人又大隻
[00:04:19.000 --> 00:04:24.000]  城牆又高大 還有他們的科技比他們好很多
[00:04:24.000 --> 00:04:29.000]  我們最多按照文獻所說
[00:04:29.000 --> 00:04:33.000]  當時以色列人只懂得做銅器 野銅
[00:04:33.000 --> 00:04:36.000]  因為銅比較容易鍛鍊出來
[00:04:36.000 --> 00:04:41.000]  但迦南人用鐵器 鐵比銅硬很多
[00:04:41.000 --> 00:04:45.000]  打仗上來是沒得打的 他們有鐵車
[00:04:45.000 --> 00:04:49.000]  城牆又高大 科技又高
[00:04:49.000 --> 00:04:51.000]  我們進去死定了
[00:04:51.000 --> 00:04:55.000]  於是這班以色列人就埋怨了
[00:04:55.000 --> 00:04:58.000]  摩西你帶我們來這裡做甚麼?
[00:04:58.000 --> 00:05:04.000]  在埃及多好啊 埃及有火鍋 又有黃瓜 又有肉
[00:05:04.000 --> 00:05:09.000]  他們帶我們來這裡 要我們死在迦南人裡面
[00:05:09.000 --> 00:05:11.000]  這班以色列人很憤怒
[00:05:11.000 --> 00:05:16.000]  他們忘記了上帝帶他們過紅海
[00:05:16.000 --> 00:05:18.000]  中間經歷了很多神益的事
[00:05:18.000 --> 00:05:23.000]  他們只有一件事 就是我們不進去
[00:05:23.000 --> 00:05:26.000]  因為這個地方不是我們可以安息的地方
[00:05:26.000 --> 00:05:33.000]  進去之後不單止不能安息 還會被人殺了
[00:05:33.000 --> 00:05:40.000]  他們要炒摩西魷魚 自己另立首領 回到埃及
[00:05:40.000 --> 00:05:45.000]  上帝很生氣 上帝說你怕甚麼?
[00:05:45.000 --> 00:05:51.000]  進迦南地有我和你同在 你真的不相信我嗎?
[00:05:51.000 --> 00:05:53.000]  我給你行那麼多神益的事
[00:05:53.000 --> 00:05:56.000]  沒有水我給你喝 沒有肉我給你吃
[00:05:56.000 --> 00:06:00.000]  經歷了那麼多 你不相信嗎?
[00:06:00.000 --> 00:06:03.000]  所以在《白雷書》3章19節說
[00:06:03.000 --> 00:06:08.000]  這樣看來他們不能進入安息 是因為不信的緣故
[00:06:08.000 --> 00:06:11.000]  因為他們不信 他們不信上帝所說的
[00:06:11.000 --> 00:06:13.000]  那不就進不去嗎?
[00:06:13.000 --> 00:06:19.000]  上帝說你們這一代人不准進去 先死了
[00:06:19.000 --> 00:06:21.000]  新一代才准進去
[00:06:21.000 --> 00:06:25.000]  於是在抗日漂流了40年
[00:06:25.000 --> 00:06:32.000]  到那一代不信的 陳思抗日
[00:06:32.000 --> 00:06:38.000]  那個後果真的很大 沒得進去 全死了
[00:06:38.000 --> 00:06:44.000]  但希伯來書經到第四章 它再說安息
[00:06:44.000 --> 00:06:49.000]  我們就問 希伯來書其實想說甚麼呢?
[00:06:49.000 --> 00:06:51.000]  第四章第一節說
[00:06:51.000 --> 00:06:57.000]  我們經蒙留行 有進入他安息的英雄就當畏懼
[00:06:57.000 --> 00:07:02.000]  後來以色列人有沒有進入迦南地呢?
[00:07:02.000 --> 00:07:08.000]  有 40年後進入迦南地 進入了流乃爾密之地
[00:07:08.000 --> 00:07:12.000]  這是上帝給安息的地方
[00:07:12.000 --> 00:07:15.000]  不過他們有沒有得安息呢?
[00:07:15.000 --> 00:07:19.000]  根據希伯來書說 他們都沒得安息
[00:07:19.000 --> 00:07:27.000]  進入了流乃爾密之地 但他們仍然不得安息
[00:07:27.000 --> 00:07:29.000]  所以希伯來書說
[00:07:29.000 --> 00:07:37.000]  但我們已經相信的人不如進入安息
[00:07:37.000 --> 00:07:40.000]  希伯來書是說我們這群人
[00:07:40.000 --> 00:07:46.000]  不是因為甚麼而得安息 是因為相信才有進入安息
[00:07:46.000 --> 00:07:50.000]  但似乎希伯來書所說的這個安息和剛才的安息有點不同
[00:07:50.000 --> 00:07:55.000]  所以我們讀這段經文就開始有點亂了
[00:07:55.000 --> 00:07:59.000]  因為後來以色列人真的進入迦南地
[00:07:59.000 --> 00:08:01.000]  但他們不得安息
[00:08:01.000 --> 00:08:09.000]  他們進去發現那個地方不是流乃爾密之地
[00:08:09.000 --> 00:08:14.000]  那個地方比埃及差很遠
[00:08:14.000 --> 00:08:19.000]  他們覺得上當 迦南地有甚麼好呢?
[00:08:19.000 --> 00:08:22.000]  所以他們很擔心他們的生活
[00:08:22.000 --> 00:08:26.000]  他們拜巴力 巴力幫助他們生產
[00:08:26.000 --> 00:08:36.000]  他們拜亞瑟拉 亞瑟拉使他們的生畜有很多生育出來
[00:08:36.000 --> 00:08:42.000]  巴力負責土地 亞瑟拉負責生畜 拜偶像
[00:08:42.000 --> 00:08:46.000]  整個舊約你會看到 先知書集他們
[00:08:46.000 --> 00:08:50.000]  不信上帝 信拜偶像 在高宮裏拜偶像
[00:08:50.000 --> 00:08:54.000]  在低谷裏拜偶像 因為他們仍然不信
[00:08:54.000 --> 00:09:00.000]  他們在迦南地發現這個地方不是流乃爾密之地
[00:09:00.000 --> 00:09:02.000]  他們覺得是摩西騙了他們
[00:09:02.000 --> 00:09:04.000]  希伯來書作者怎樣說?
[00:09:04.000 --> 00:09:12.000]  四章第二節 因為他們沒有信心而聽見道條和
[00:09:12.000 --> 00:09:14.000]  甚麼意思呢?
[00:09:14.000 --> 00:09:18.000]  他們聽見道條和 但他們沒有聽清楚
[00:09:18.000 --> 00:09:21.000]  他們沒有聽清楚甚麼是流乃爾密之地
[00:09:21.000 --> 00:09:23.000]  為甚麼沒有聽清楚?
[00:09:23.000 --> 00:09:30.000]  因為摩西在生命記十日章的說話是很有玄機的
[00:09:30.000 --> 00:09:39.000]  如果你看聖經 這些經文很重要
[00:09:39.000 --> 00:09:46.000]  他們沒有用信心 條和 所聽的道
[00:09:46.000 --> 00:09:51.000]  摩西在他們進迦南地之前說這番說話
[00:09:51.000 --> 00:09:53.000]  摩西怎樣說呢?
[00:09:53.000 --> 00:09:58.000]  生命記十一章第八節
[00:09:58.000 --> 00:10:03.000]  你們要守我今日所吩咐的一切誡命
[00:10:03.000 --> 00:10:09.000]  使你們膽壯 能夠進去 得你們要得的那地
[00:10:09.000 --> 00:10:13.000]  這時候約書正正要帶他們進去
[00:10:13.000 --> 00:10:16.000]  因為摩西不能進去 摩西知道他們會死
[00:10:16.000 --> 00:10:19.000]  所以他就說你們要進去
[00:10:19.000 --> 00:10:24.000]  第九節 並使你們的日子在夜和向你列祖起誓
[00:10:24.000 --> 00:10:30.000]  應許給他們和他們後裔的地上得以長久
[00:10:30.000 --> 00:10:33.000]  那是流乃爾密之地
[00:10:33.000 --> 00:10:36.000]  摩西說現在你們要進去
[00:10:36.000 --> 00:10:40.000]  這些地方上是應許給你的 是流乃爾密之地
[00:10:40.000 --> 00:10:44.000]  但甚麼是流乃爾密之地?
[00:10:44.000 --> 00:10:47.000]  他們沒有聽清楚
[00:10:47.000 --> 00:10:52.000]  第十節 你們可以跟著我讀
[00:10:52.000 --> 00:10:55.000]  你們要進去得遺孽的那地
[00:10:55.000 --> 00:10:58.000]  換不上你們出來的埃及地
[00:10:58.000 --> 00:11:01.000]  這句話真的很有玄機
[00:11:01.000 --> 00:11:04.000]  摩西沒有騙他們
[00:11:04.000 --> 00:11:11.000]  摩西說你們去的迦南地不像埃及
[00:11:11.000 --> 00:11:13.000]  怎樣不像埃及?
[00:11:13.000 --> 00:11:17.000]  他解釋 他們就在那裡撒種
[00:11:17.000 --> 00:11:20.000]  即是在埃及 用腳挑冠
[00:11:20.000 --> 00:11:24.000]  像挑冠菜園一樣
[00:11:24.000 --> 00:11:28.000]  十一節 你們要在得遺孽的那地
[00:11:28.000 --> 00:11:33.000]  乃是有山有谷 雨水滋潤之地
[00:11:33.000 --> 00:11:36.000]  這句話 摩西沒有騙他們
[00:11:36.000 --> 00:11:39.000]  你在埃及做耕種
[00:11:39.000 --> 00:11:42.000]  埃及有利羅河 你住在哥山地
[00:11:42.000 --> 00:11:45.000]  耕種的地就在河邊
[00:11:45.000 --> 00:11:48.000]  要灌溉 你踩踩水就來
[00:11:48.000 --> 00:11:51.000]  如果你去耕種 我就問你
[00:11:51.000 --> 00:11:56.000]  這塊地在河邊好還是在山頂好?
[00:11:56.000 --> 00:11:59.000]  在山上 水怎麼來?
[00:11:59.000 --> 00:12:03.000]  你淡水上去 當然河邊好
[00:12:03.000 --> 00:12:07.000]  所以摩西就說 埃及地是好的
[00:12:07.000 --> 00:12:10.000]  挑冠用得著?
[00:12:10.000 --> 00:12:13.000]  河水就在你的田的周圍
[00:12:13.000 --> 00:12:17.000]  不需要擔心 水源充足
[00:12:17.000 --> 00:12:21.000]  他們明白 他們住在哥山地是非常好的
[00:12:21.000 --> 00:12:25.000]  用腳挑冠 水就來
[00:12:25.000 --> 00:12:27.000]  挑冠菜園一樣
[00:12:27.000 --> 00:12:30.000]  但現在在得遺孽的地
[00:12:30.000 --> 00:12:33.000]  有山有谷 為家火
[00:12:33.000 --> 00:12:36.000]  有山有谷
[00:12:36.000 --> 00:12:40.000]  我告訴你 地上有山 山上有谷
[00:12:40.000 --> 00:12:42.000]  靠什麼?
[00:12:42.000 --> 00:12:45.000]  靠雨水 望天打卦
[00:12:45.000 --> 00:12:50.000]  如果不下雨 你的地就乾了
[00:12:50.000 --> 00:12:53.000]  有沒有去過以色列旅行?
[00:12:53.000 --> 00:12:55.000]  很多人去過以色列旅行
[00:12:55.000 --> 00:12:58.000]  你見到以色列的地怎麼樣?
[00:12:58.000 --> 00:13:02.000]  是不是很青綠 很漂亮?
[00:13:02.000 --> 00:13:08.000]  不是吧 黃色的 光滑的 有沒有見過?
[00:13:08.000 --> 00:13:13.000]  今天也是這樣 以色列很乾燥
[00:13:13.000 --> 00:13:16.000]  一不下雨 什麼都死了
[00:13:16.000 --> 00:13:18.000]  所以以色列人很小心灌溉
[00:13:18.000 --> 00:13:22.000]  灌溉要在地上 怕蒸發 又熱又滑
[00:13:22.000 --> 00:13:27.000]  所以摩西說 在埃及是好的
[00:13:27.000 --> 00:13:33.000]  去到這個地方 有山有谷 雨水之約
[00:13:33.000 --> 00:13:36.000]  但是十二節怎麼說?
[00:13:36.000 --> 00:13:40.000]  是耶和華你上帝所眷顧
[00:13:40.000 --> 00:13:43.000]  雖然地不好 有山有谷
[00:13:43.000 --> 00:13:45.000]  沒有埃及那麼多水
[00:13:45.000 --> 00:13:48.000]  但有耶和華眷顧 是上帝與你同在
[00:13:48.000 --> 00:13:50.000]  從歲首到年終
[00:13:50.000 --> 00:13:54.000]  你神的眼目思想看顧到地
[00:13:54.000 --> 00:13:58.000]  就可以荒漠變田園
[00:13:58.000 --> 00:14:02.000]  神祝福地就是流乃爾物
[00:14:02.000 --> 00:14:07.000]  所以流乃爾物之地不是真的地很豐富
[00:14:07.000 --> 00:14:10.000]  不用做事就可以出產
[00:14:10.000 --> 00:14:14.000]  躺平就可以吃飽
[00:14:14.000 --> 00:14:19.000]  不是的 摩西從來沒有騙他的
[00:14:19.000 --> 00:14:21.000]  摩西說得很清楚
[00:14:21.000 --> 00:14:24.000]  這個地之所以叫流乃爾物之地
[00:14:24.000 --> 00:14:26.000]  是因為有上帝同在
[00:14:26.000 --> 00:14:28.000]  因為有上帝與你一起
[00:14:28.000 --> 00:14:31.000]  那個地方就成為流乃爾物
[00:14:31.000 --> 00:14:35.000]  不是因為那個地方本身有什麼質素
[00:14:35.000 --> 00:14:38.000]  他們聽不到
[00:14:38.000 --> 00:14:41.000]  他們經常以為摩西騙了他們
[00:14:41.000 --> 00:14:44.000]  進去那個地方 哇 這麼辛苦
[00:14:44.000 --> 00:14:48.000]  不信上帝了 找巴力 找亞瑟拉
[00:14:48.000 --> 00:14:54.000]  由列王記一直直到他們被擄 被打敗
[00:14:54.000 --> 00:14:58.000]  上到七天那麼多宣旨 一直責備什麼
[00:14:58.000 --> 00:15:03.000]  說他們拜偶像 不信上帝
[00:15:03.000 --> 00:15:08.000]  所以中原進了這個地 不得安息
[00:15:08.000 --> 00:15:12.000]  因為他忘記上帝
[00:15:12.000 --> 00:15:16.000]  當他忘記上帝的時候
[00:15:16.000 --> 00:15:19.000]  就不得安息
[00:15:19.000 --> 00:15:21.000]  十三節
[00:15:21.000 --> 00:15:26.000]  你們若留意聽我今日所吩咐的誡命
[00:15:26.000 --> 00:15:32.000]  愛耶和華你們的神盡心盡性侍奉他
[00:15:32.000 --> 00:15:37.000]  他被按時降秋雨春雨在你們的地上
[00:15:37.000 --> 00:15:41.000]  使你們可以收藏五穀 伸走和遊
[00:15:41.000 --> 00:15:46.000]  這個秘訣就是這個地在上帝的掌管下
[00:15:46.000 --> 00:15:50.000]  你相信耶和華上帝 依靠他
[00:15:50.000 --> 00:15:53.000]  上帝就降雨
[00:15:53.000 --> 00:15:58.000]  使這裏雖然很乾燥的荒漠地方
[00:15:58.000 --> 00:16:01.000]  都成為了良田
[00:16:01.000 --> 00:16:06.000]  生產豐富 收藏五穀 伸走和遊
[00:16:06.000 --> 00:16:10.000]  而最後的決定在哪裡呢?
[00:16:10.000 --> 00:16:11.000]  上帝
[00:16:11.000 --> 00:16:15.000]  當你聽從上帝的話 與神同行
[00:16:15.000 --> 00:16:19.000]  在上帝的福氣下 這是流奶與物
[00:16:19.000 --> 00:16:23.000]  十五節 也必要你們吃得飽足
[00:16:23.000 --> 00:16:27.000]  並且田野為你生出長草
[00:16:27.000 --> 00:16:30.000]  本來沒有草
[00:16:30.000 --> 00:16:36.000]  現在因為上帝的緣故 祝福的地方長草
[00:16:36.000 --> 00:16:40.000]  接著十六節 摩西警告
[00:16:40.000 --> 00:16:44.000]  要謹慎 免得心中受迷惑
[00:16:44.000 --> 00:16:47.000]  就偏離正路 侍奉必臣
[00:16:47.000 --> 00:16:50.000]  偏離正路侍奉必臣
[00:16:50.000 --> 00:16:54.000]  這個地方就不是流奶與物
[00:16:54.000 --> 00:16:59.000]  十七節 耶和華的怒氣向你們發作
[00:16:59.000 --> 00:17:03.000]  天閉塞不下雨 地也不出產
[00:17:03.000 --> 00:17:07.000]  所以你們在耶和華所賜你們的美地上
[00:17:07.000 --> 00:17:09.000]  速速滅亡
[00:17:09.000 --> 00:17:11.000]  所以摩西承諾
[00:17:11.000 --> 00:17:15.000]  所說的流奶與物是甚麼呢?
[00:17:15.000 --> 00:17:19.000]  就是上帝與你同行
[00:17:19.000 --> 00:17:21.000]  今天你要尋找一個地方
[00:17:21.000 --> 00:17:25.000]  這裡好 那裡好 全錯了
[00:17:25.000 --> 00:17:28.000]  你要尋找是否有神與你在那裏
[00:17:28.000 --> 00:17:32.000]  是否上帝與你去到那裏
[00:17:32.000 --> 00:17:37.000]  摩西人說 世上無樂土
[00:17:37.000 --> 00:17:41.000]  有人說這裡好 那裡好
[00:17:41.000 --> 00:17:44.000]  世上無樂土
[00:17:44.000 --> 00:17:47.000]  即是上帝與你一起
[00:17:47.000 --> 00:17:51.000]  你知道在那裏 你可以服侍上帝
[00:17:51.000 --> 00:17:54.000]  上帝與你同行
[00:17:54.000 --> 00:17:59.000]  去到那裏 那裏就是流奶與物之地
[00:17:59.000 --> 00:18:04.000]  然後希伯來書第四章下面
[00:18:04.000 --> 00:18:07.000]  有兩個說話要解釋
[00:18:07.000 --> 00:18:12.000]  「但我們已經相信的人不得進入那安息」
[00:18:12.000 --> 00:18:15.000]  相信的人就可以進入安息
[00:18:15.000 --> 00:18:19.000]  神說那些人不能夠進入安息
[00:18:19.000 --> 00:18:21.000]  這就不是地方問題
[00:18:21.000 --> 00:18:23.000]  是信不信問題
[00:18:23.000 --> 00:18:26.000]  所以我們真正相信上帝
[00:18:26.000 --> 00:18:28.000]  我們真正有安息
[00:18:28.000 --> 00:18:32.000]  無論在哪裏 世界任何地方
[00:18:32.000 --> 00:18:36.000]  只要相信我們才可以得到安息
[00:18:36.000 --> 00:18:38.000]  因為我們不相信
[00:18:38.000 --> 00:18:42.000]  我們仍然拼命為自己去籌算 很擔心
[00:18:42.000 --> 00:18:44.000]  甚麼叫安息呢?
[00:18:44.000 --> 00:18:48.000]  就是面對風浪而不懼
[00:18:48.000 --> 00:18:53.000]  就像耶穌在船上風大浪大而不懼怕
[00:18:53.000 --> 00:18:58.000]  我們面對困境 面對凶險的環境而不懼怕
[00:18:58.000 --> 00:19:01.000]  然後希伯來書作者解釋
[00:19:01.000 --> 00:19:05.000]  上帝創造七天
[00:19:05.000 --> 00:19:09.000]  然後到第七天就安息 結了個躬
[00:19:09.000 --> 00:19:13.000]  這個意思不是說上帝不做事
[00:19:13.000 --> 00:19:16.000]  我們記得猶太人與耶穌都辯論過
[00:19:16.000 --> 00:19:17.000]  安息是甚麼都不做
[00:19:17.000 --> 00:19:19.000]  耶穌說不是的
[00:19:19.000 --> 00:19:22.000]  我負作事到如今
[00:19:22.000 --> 00:19:26.000]  其實第七天上帝結了個躬是甚麼意思呢?
[00:19:26.000 --> 00:19:28.000]  意思是心態
[00:19:28.000 --> 00:19:32.000]  總之上帝在六天內已經做好了所有事情
[00:19:32.000 --> 00:19:35.000]  第七天心滿意足
[00:19:35.000 --> 00:19:37.000]  不需要再擔心
[00:19:37.000 --> 00:19:40.000]  這個未做好 那個未做好
[00:19:40.000 --> 00:19:43.000]  心不平安
[00:19:43.000 --> 00:19:46.000]  過年大家很清楚
[00:19:46.000 --> 00:19:50.000]  家庭主婦知道有人來拜年
[00:19:50.000 --> 00:19:52.000]  有些子女回來
[00:19:52.000 --> 00:19:55.000]  做了很多東西 一大餐
[00:19:55.000 --> 00:19:58.000]  招呼親友吃
[00:19:58.000 --> 00:20:02.000]  有鮑魚 有雞 又有這些
[00:20:02.000 --> 00:20:04.000]  過年之前很辛苦
[00:20:04.000 --> 00:20:06.000]  去街市買很多人頭湧湧
[00:20:06.000 --> 00:20:11.000]  吃完飯 大家很舒服
[00:20:11.000 --> 00:20:14.000]  完事了 很滿意 煮得很好
[00:20:14.000 --> 00:20:16.000]  完事之後
[00:20:16.000 --> 00:20:20.000]  心態就是想休息
[00:20:20.000 --> 00:20:22.000]  是嗎?
[00:20:22.000 --> 00:20:24.000]  所以這是一個心態
[00:20:24.000 --> 00:20:26.000]  不需要再擔心
[00:20:26.000 --> 00:20:28.000]  有甚麼漏了 沒了
[00:20:28.000 --> 00:20:30.000]  就像做功課一樣 寫論文
[00:20:30.000 --> 00:20:33.000]  寫好了 你的心態
[00:20:33.000 --> 00:20:36.000]  在那裏得到安息
[00:20:36.000 --> 00:20:37.000]  因為完成了
[00:20:37.000 --> 00:20:40.000]  所以上帝做完所有事情的時候
[00:20:40.000 --> 00:20:43.000]  第七天真正享安息
[00:20:43.000 --> 00:20:46.000]  就是因為他已經完成了所有事情
[00:20:46.000 --> 00:20:49.000]  而心態不再擔心
[00:20:49.000 --> 00:20:53.000]  不再為了未完的事工
[00:20:53.000 --> 00:20:55.000]  或者為了外面的事情
[00:20:55.000 --> 00:20:59.000]  使他不能夠好好休息
[00:20:59.000 --> 00:21:04.000]  所以這個就是希伯來信所說的第二個安息
[00:21:04.000 --> 00:21:06.000]  第二個安息是甚麼呢?
[00:21:06.000 --> 00:21:10.000]  不再擔心 完成了
[00:21:10.000 --> 00:21:12.000]  有上帝同在
[00:21:12.000 --> 00:21:16.000]  有上帝為我們打理
[00:21:16.000 --> 00:21:18.000]  不是不做事
[00:21:18.000 --> 00:21:20.000]  而是心安
[00:21:20.000 --> 00:21:24.000]  那個心安就是相信
[00:21:24.000 --> 00:21:29.000]  所以希伯來書在第八節裏有句很有趣的
[00:21:29.000 --> 00:21:34.000]  第八節是「約書亞耶穌已叫他得安息」
[00:21:34.000 --> 00:21:37.000]  你知道這個字其實是約書亞
[00:21:37.000 --> 00:21:39.000]  但這個字又是耶穌的
[00:21:39.000 --> 00:21:45.000]  在亞國譯本不是在約書亞的
[00:21:45.000 --> 00:21:49.000]  「約書亞耶穌已叫他得安息」
[00:21:49.000 --> 00:21:52.000]  後來神就不再提別的日子
[00:21:52.000 --> 00:21:58.000]  將來必另有另一個安息為神的子民傳來
[00:21:58.000 --> 00:22:00.000]  在這裏提到
[00:22:00.000 --> 00:22:02.000]  「約書亞」就是救贖主
[00:22:02.000 --> 00:22:03.000]  所翻譯為耶穌
[00:22:03.000 --> 00:22:06.000]  今天我們根據耶穌的緣故
[00:22:06.000 --> 00:22:09.000]  真正得安息
[00:22:09.000 --> 00:22:12.000]  但因為不相信
[00:22:12.000 --> 00:22:14.000]  他們就得不到安息
[00:22:14.000 --> 00:22:18.000]  所以祂指另有安息的日子
[00:22:18.000 --> 00:22:20.000]  為神的子民傳來
[00:22:20.000 --> 00:22:22.000]  安息是甚麼呢?
[00:22:22.000 --> 00:22:24.000]  已經不是空間的問題
[00:22:24.000 --> 00:22:26.000]  不是去哪裡的問題
[00:22:26.000 --> 00:22:28.000]  而是心態問題
[00:22:28.000 --> 00:22:31.000]  就是整個人精神狀態的問題
[00:22:31.000 --> 00:22:33.000]  因此在第十節
[00:22:33.000 --> 00:22:36.000]  我們務必竭力進入安息
[00:22:36.000 --> 00:22:38.000]  我們要依靠神
[00:22:38.000 --> 00:22:40.000]  要竭力
[00:22:40.000 --> 00:22:44.000]  來真正享受神給我們的安息日子
[00:22:44.000 --> 00:22:46.000]  不要學他們的不信
[00:22:46.000 --> 00:22:48.000]  不信的人就以為
[00:22:48.000 --> 00:22:50.000]  我去到地方躺平就可以了
[00:22:50.000 --> 00:22:51.000]  其實不是
[00:22:51.000 --> 00:22:53.000]  沒有上帝同在
[00:22:53.000 --> 00:22:55.000]  任何地方都不得安息
[00:22:55.000 --> 00:23:01.000]  所以如果真正安息
[00:23:01.000 --> 00:23:03.000]  就不再提別的日子
[00:23:03.000 --> 00:23:04.000]  換句話說
[00:23:04.000 --> 00:23:06.000]  就是他們未得安息
[00:23:06.000 --> 00:23:08.000]  如果今天我們像他們一樣
[00:23:08.000 --> 00:23:10.000]  不得安息
[00:23:10.000 --> 00:23:12.000]  我們就真的需要另一個安息
[00:23:12.000 --> 00:23:14.000]  這個安息就靠著信心
[00:23:14.000 --> 00:23:16.000]  依靠神
[00:23:16.000 --> 00:23:18.000]  而在主裡面得安息
[00:23:18.000 --> 00:23:21.000]  就不是在某個空間
[00:23:21.000 --> 00:23:24.000]  另一個安息就是信心安息
[00:23:24.000 --> 00:23:28.000]  流乃以物之地不是真正的安息
[00:23:28.000 --> 00:23:34.000]  所以希伯來書就將安息日提升
[00:23:34.000 --> 00:23:36.000]  由流乃以物之地
[00:23:36.000 --> 00:23:41.000]  提升到整個人的精神狀態
[00:23:41.000 --> 00:23:44.000]  整個心靈在主裡面安息
[00:23:44.000 --> 00:23:46.000]  就不是要靠一個地方
[00:23:46.000 --> 00:23:49.000]  這個地方我去到很安樂
[00:23:49.000 --> 00:23:51.000]  我可以不用擔心
[00:23:51.000 --> 00:23:52.000]  不用擔心子女
[00:23:52.000 --> 00:23:56.000]  不用擔心任何的政治經濟
