
[00:00:00.000 --> 00:00:08.000]  今天要和大家分享一個非常重要的訊息
[00:03:16.000 --> 00:03:18.000]  是要走出來的
[00:03:18.000 --> 00:03:22.000]  所以保羅在《以筆所書》的一至三章
[00:03:22.000 --> 00:03:24.000]  說了很多神學
[00:03:24.000 --> 00:03:28.000]  在四至六章就開始說你們要走出來
[00:03:28.000 --> 00:03:32.000]  我們說在四章的一至三節
[00:03:32.000 --> 00:03:35.000]  保羅說我們要走在謙卑裡
[00:03:35.000 --> 00:03:37.000]  世人是驕傲的
[00:03:37.000 --> 00:03:39.000]  我們要走在謙卑裡
[00:03:39.000 --> 00:03:42.000]  在四章的四至十六節
[00:03:42.000 --> 00:03:45.000]  保羅說要走在合一裡
[00:03:45.000 --> 00:03:47.000]  由巴別塔開始
[00:03:47.000 --> 00:03:49.000]  世人就不能夠合一
[00:03:49.000 --> 00:03:52.000]  世人都是分離分別的
[00:03:52.000 --> 00:03:55.000]  我們要走在主內
[00:03:55.000 --> 00:03:57.000]  我們要合一
[00:03:57.000 --> 00:04:01.000]  而在四章十七至三十二節
[00:04:01.000 --> 00:04:03.000]  保羅說不要像外邦人
[00:04:03.000 --> 00:04:05.000]  不要像世人一樣
[00:04:05.000 --> 00:04:08.000]  上次我們開始了第五章
[00:04:08.000 --> 00:04:12.000]  五章一至七節說要走在外裡
[00:04:12.000 --> 00:04:17.000]  五章八至十四節說要走在光裡
[00:04:17.000 --> 00:04:20.000]  神就是愛 神就是光
[00:04:20.000 --> 00:04:22.000]  如果我們要學習神的話
[00:04:22.000 --> 00:04:24.000]  我們也要走在外裡
[00:04:24.000 --> 00:04:27.000]  我們也要走在光裡
[00:04:27.000 --> 00:04:31.000]  今天的經文
[00:04:31.000 --> 00:04:34.000]  《以筆所書》的五章十五至十七節
[00:04:34.000 --> 00:04:37.000]  保羅說要走在智慧裡
[00:04:37.000 --> 00:04:43.000]  神的智慧世人看起來覺得很愚蠢
[00:04:43.000 --> 00:04:45.000]  他們都不能夠明白
[00:04:45.000 --> 00:04:47.000]  但是我們能夠明白
[00:04:47.000 --> 00:04:50.000]  所以我們要將神的智慧走出來
[00:04:50.000 --> 00:04:55.000]  原文希臘文說不要像愚昧人
[00:04:55.000 --> 00:04:58.000]  愚昧人就是asophist這個字
[00:04:58.000 --> 00:05:01.000]  我們要像智慧人
[00:05:01.000 --> 00:05:02.000]  像sophist
[00:05:02.000 --> 00:05:04.000]  sophist這個字
[00:05:04.000 --> 00:05:09.000]  慢慢演變成希臘很美麗的女士的名字
[00:05:09.000 --> 00:05:10.000]  sophist
[00:05:10.000 --> 00:05:12.000]  就是解釋智慧
[00:05:12.000 --> 00:05:14.000]  一個很美麗的名字
[00:05:14.000 --> 00:05:20.000]  除了今天五章十七至十八節說智慧
[00:05:20.000 --> 00:05:24.000]  其實保羅在《以筆所書》的一章七至八節
[00:05:24.000 --> 00:05:27.000]  已經說了智慧
[00:05:27.000 --> 00:05:30.000]  《以筆所書》的一章七至八節
[00:05:30.000 --> 00:05:32.000]  說我們值這愛子的血
[00:05:32.000 --> 00:05:34.000]  得蒙救贖
[00:05:34.000 --> 00:05:36.000]  過犯得以赦免
[00:05:36.000 --> 00:05:39.000]  乃是照他豐富的恩典
[00:05:39.000 --> 00:05:43.000]  這恩典是神用珠背的智慧聰明
[00:05:43.000 --> 00:05:46.000]  充充足足的賞給我們
[00:05:46.000 --> 00:05:49.000]  有人說等我成為基督徒之後
[00:05:49.000 --> 00:05:53.000]  等我慢慢來增加我的智慧
[00:05:53.000 --> 00:05:58.000]  《以筆所書》的一章七至八節不是這樣說
[00:05:58.000 --> 00:06:00.000]  當我們得救的時候
[00:06:00.000 --> 00:06:03.000]  神已經將珠背的智慧聰明
[00:06:03.000 --> 00:06:06.000]  充充足足的賞給我們
[00:06:06.000 --> 00:06:09.000]  每個人都有得救的智慧
[00:06:09.000 --> 00:06:12.000]  我們都是很有智慧很有知識的人
[00:06:12.000 --> 00:06:17.000]  在哥林多前書的一章三十節
[00:06:17.000 --> 00:06:18.000]  經文也說
[00:06:18.000 --> 00:06:22.000]  但你們得在基督耶穌女是本父神
[00:06:22.000 --> 00:06:28.000]  神又使她成為我們的智慧公義聖潔救贖
[00:06:28.000 --> 00:06:31.000]  有沒有看到有四樣東西
[00:06:31.000 --> 00:06:32.000]  我們得救的時候
[00:06:32.000 --> 00:06:35.000]  藉著耶穌基督我們是能夠得到
[00:06:35.000 --> 00:06:39.000]  智慧公義聖潔救贖
[00:06:39.000 --> 00:06:42.000]  如果智慧在救贖後面
[00:06:42.000 --> 00:06:45.000]  你就說成為基督徒
[00:06:45.000 --> 00:06:47.000]  讓我慢慢累積我的智慧
[00:06:47.000 --> 00:06:49.000]  但智慧是在前面
[00:06:49.000 --> 00:06:52.000]  就是說我們每個人得救的時候
[00:06:52.000 --> 00:06:55.000]  有四樣東西我們同時得到
[00:06:55.000 --> 00:07:00.000]  就是智慧由耶穌基督得到的公義和聖潔
[00:07:00.000 --> 00:07:04.000]  我們說我們的公義聖潔能夠與神和好
[00:07:04.000 --> 00:07:07.000]  不是我們的公義不是我們的聖潔
[00:07:07.000 --> 00:07:11.000]  是耶穌基督的聖潔公義披在我們身上
[00:07:11.000 --> 00:07:13.000]  當然我們也得到救贖
[00:07:13.000 --> 00:07:15.000]  所以我們得到救贖的時候
[00:07:15.000 --> 00:07:17.000]  一共得到四樣東西
[00:07:17.000 --> 00:07:20.000]  包括智慧
[00:07:20.000 --> 00:07:21.000]  有人說
[00:07:21.000 --> 00:07:25.000]  但我仍然希望得到更多的智慧
[00:07:25.000 --> 00:07:28.000]  你是可以得到更多的智慧
[00:07:28.000 --> 00:07:33.000]  但你要將你已經得到的智慧走出來
[00:07:33.000 --> 00:07:36.000]  你才能得到更多的智慧
[00:07:36.000 --> 00:07:41.000]  如果你只是記住在腦裡
[00:07:41.000 --> 00:07:43.000]  你的記憶是有限
[00:07:43.000 --> 00:07:45.000]  我們年紀越來越大
[00:07:45.000 --> 00:07:46.000]  不記得那麼多
[00:07:46.000 --> 00:07:49.000]  慢慢慢慢你就會saturate
[00:07:49.000 --> 00:07:50.000]  你不能夠記得
[00:07:50.000 --> 00:07:52.000]  所以我們要走出來
[00:07:52.000 --> 00:07:54.000]  當你走出來的時候
[00:07:54.000 --> 00:07:56.000]  你就不需要記在腦裡
[00:07:56.000 --> 00:07:58.000]  因為你已經走出來了
[00:07:58.000 --> 00:08:02.000]  有些是像茶杯和茶壺的比喻
[00:08:02.000 --> 00:08:04.000]  一隻茶杯你拼命倒茶進去
[00:08:04.000 --> 00:08:06.000]  是會滿了的
[00:08:06.000 --> 00:08:08.000]  我們年紀越來越大
[00:08:08.000 --> 00:08:09.000]  不記得
[00:08:09.000 --> 00:08:11.000]  滿了之後就會捨
[00:08:11.000 --> 00:08:14.000]  你不可以再加進去
[00:08:14.000 --> 00:08:16.000]  但我們要好像茶壺一樣
[00:08:16.000 --> 00:08:18.000]  你倒下去就快滿了
[00:08:18.000 --> 00:08:21.000]  你就倒出來倒進另外的茶杯裡
[00:08:21.000 --> 00:08:26.000]  我們倒出來就代表我們將神的智慧走出來
[00:08:26.000 --> 00:08:27.000]  當我們走出來
[00:08:27.000 --> 00:08:28.000]  我們不需要記住
[00:08:28.000 --> 00:08:31.000]  我們可以一路倒進去
[00:08:31.000 --> 00:08:32.000]  一路走出來
[00:08:32.000 --> 00:08:35.000]  我們就能夠得到越來越多的知識
[00:08:35.000 --> 00:08:39.000]  所以我們一定要將智慧走出來
[00:08:39.000 --> 00:08:41.000]  我們不要好像愚昧人
[00:08:41.000 --> 00:08:43.000]  我們要走出智慧
[00:08:43.000 --> 00:08:45.000]  這是第一點
[00:08:45.000 --> 00:08:48.000]  第二點是保羅說我們要愛惜光陰
[00:08:48.000 --> 00:08:51.000]  在以弗所書的五章十六節
[00:08:51.000 --> 00:08:53.000]  說要愛惜光陰
[00:08:53.000 --> 00:08:57.000]  因為現今的世代邪惡
[00:08:57.000 --> 00:09:01.000]  例如光陰這個字不是Chronos這個字
[00:09:01.000 --> 00:09:03.000]  希臘文Chronos就是時間
[00:09:03.000 --> 00:09:05.000]  就是時候
[00:09:05.000 --> 00:09:09.000]  但是這個字是Kairos這個字
[00:09:09.000 --> 00:09:11.000]  Kairos是時機
[00:09:11.000 --> 00:09:13.000]  我們要把握時機
[00:09:13.000 --> 00:09:17.000]  在詩篇的九十篇第十二節
[00:09:17.000 --> 00:09:21.000]  摩西說我們要數算自己的日子
[00:09:21.000 --> 00:09:24.000]  我們的日子無多我們要數算
[00:09:24.000 --> 00:09:27.000]  在詩篇的一百零二篇
[00:09:27.000 --> 00:09:31.000]  也說我們的年日好像煙雲消滅
[00:09:31.000 --> 00:09:33.000]  很快就沒有了
[00:09:33.000 --> 00:09:37.000]  在雅各書第四章十四節
[00:09:37.000 --> 00:09:40.000]  說我們的生命好像一片雲霧
[00:09:40.000 --> 00:09:43.000]  不是說我們的生命像一塊雲
[00:09:43.000 --> 00:09:46.000]  是好像一片雲霧很快就沒有了
[00:09:46.000 --> 00:09:50.000]  出現小時就不見了
[00:09:50.000 --> 00:09:53.000]  所以我們不能夠浪費我們的光陰
[00:09:53.000 --> 00:09:58.000]  我們要及時把我們基督徒的樣式活出來
[00:09:58.000 --> 00:10:01.000]  當我們把我們基督徒的樣式活出來
[00:10:01.000 --> 00:10:04.000]  我們就能夠照亮黑暗
[00:10:04.000 --> 00:10:08.000]  神創造萬物創世紀
[00:10:08.000 --> 00:10:11.000]  我們看到每樣都是好的
[00:10:11.000 --> 00:10:16.000]  但是因為人的罪變成了一個邪惡的世代
[00:10:16.000 --> 00:10:19.000]  所以我們要及時把握時機
[00:10:19.000 --> 00:10:22.000]  將神給我們的智慧走出來
[00:10:22.000 --> 00:10:24.000]  我們要做神的事工
[00:10:24.000 --> 00:10:28.000]  及時來做神的事工
[00:10:28.000 --> 00:10:31.000]  一個真正的基督徒
[00:10:31.000 --> 00:10:36.000]  應該發覺他在世的時間越來越少
[00:10:36.000 --> 00:10:39.000]  而不是說他手上有很多時間
[00:10:39.000 --> 00:10:41.000]  他不知道怎樣來打發
[00:10:41.000 --> 00:10:44.000]  怎樣來消磨他的時間
[00:10:44.000 --> 00:10:48.000]  耶穌基督在約翰福音十一章第九節
[00:10:48.000 --> 00:10:51.000]  說「白日不是有十二小時嗎?
[00:10:51.000 --> 00:10:55.000]  人在白日走路就不至跌倒
[00:10:55.000 --> 00:10:58.000]  因為看見這世上的光」
[00:10:58.000 --> 00:11:00.000]  耶穌基督在世的時候
[00:11:00.000 --> 00:11:02.000]  祂就是世上的光
[00:11:02.000 --> 00:11:04.000]  祂照亮黑暗
[00:11:04.000 --> 00:11:06.000]  祂照亮黑暗
[00:11:06.000 --> 00:11:10.000]  祂說「但是我在世上的日子不是很長」
[00:11:10.000 --> 00:11:13.000]  耶穌基督為我們釘十字架升天
[00:11:13.000 --> 00:11:15.000]  當耶穌基督離開我們的時候
[00:11:15.000 --> 00:11:17.000]  黑暗就來臨
[00:11:17.000 --> 00:11:18.000]  所以耶穌說
[00:11:18.000 --> 00:11:21.000]  「我自己在世上的日子都不是很長
[00:11:21.000 --> 00:11:23.000]  我要把握時機
[00:11:23.000 --> 00:11:26.000]  我們都是一樣」
[00:11:26.000 --> 00:11:29.000]  有人說我不知道神在我身上有什麼事工
[00:11:29.000 --> 00:11:31.000]  好像沒有事工
[00:11:31.000 --> 00:11:35.000]  究竟神在你身上沒有事工
[00:11:35.000 --> 00:11:38.000]  還是你不知道自己的事工是什麼
[00:11:38.000 --> 00:11:43.000]  神在我們每個基督徒身上都有事工
[00:11:43.000 --> 00:11:47.000]  所以走在智慧裡面我們說三點
[00:11:47.000 --> 00:11:50.000]  剛才說了不要像愚昧人
[00:11:50.000 --> 00:11:53.000]  現在我們說的是要外釋光陰
[00:11:53.000 --> 00:11:58.000]  等一下我會說的是要明白神的旨意
[00:11:58.000 --> 00:12:02.000]  我們要知道神在我們身上有什麼事工
[00:12:02.000 --> 00:12:05.000]  我們只要尋求祂的旨意
[00:12:05.000 --> 00:12:10.000]  在1867年有一個瑞典的科學家
[00:12:10.000 --> 00:12:12.000]  有一天睡醒了
[00:12:12.000 --> 00:12:16.000]  他在炭咖啡吃早餐
[00:12:16.000 --> 00:12:19.000]  打開一張報紙來看
[00:12:19.000 --> 00:12:23.000]  突然間看到自己死亡的告示
[00:12:23.000 --> 00:12:25.000]  突然間看到自己的死亡的告示
[00:12:25.000 --> 00:12:27.000]  你想一下可不可怕
[00:12:27.000 --> 00:12:29.000]  為什麼會這麼奇怪
[00:12:29.000 --> 00:12:32.000]  原來是他的哥哥死了不是他
[00:12:32.000 --> 00:12:35.000]  報紙擺烏龍以為他死了
[00:12:35.000 --> 00:12:38.000]  就說這位瑞典的科學家
[00:12:38.000 --> 00:12:40.000]  他發明炸藥
[00:12:40.000 --> 00:12:42.000]  殺人武器
[00:12:42.000 --> 00:12:45.000]  打仗的時候可以殺死很多人
[00:12:45.000 --> 00:12:48.000]  他說他因為這樣發大財
[00:12:48.000 --> 00:12:51.000]  這個人昨天死了
[00:12:51.000 --> 00:12:56.000]  這個科學家讀一讀自己的死亡的告示
[00:12:56.000 --> 00:12:59.000]  原來別人是這樣看待自己的
[00:12:59.000 --> 00:13:02.000]  原來我被別人的印象是這樣
[00:13:02.000 --> 00:13:06.000]  他說不行我要改變別人對我的印象
[00:13:06.000 --> 00:13:10.000]  所以他就設立了一個獎金
[00:13:10.000 --> 00:13:12.000]  叫諾貝爾獎金
[00:13:12.000 --> 00:13:15.000]  他就是Alfred Nobel
[00:13:15.000 --> 00:13:19.000]  他說我要改變別人對我的看法
[00:13:19.000 --> 00:13:22.000]  這個獎金要來鼓勵那些
[00:13:22.000 --> 00:13:26.000]  促進世界和平的科學家和作家
[00:13:26.000 --> 00:13:31.000]  今時今日有人說到諾貝爾這個名字
[00:13:31.000 --> 00:13:35.000]  沒有人會想到他是發明炸藥殺人武器
[00:13:35.000 --> 00:13:41.000]  每個人都會想到這是促進世界和平的一個科學家
[00:13:41.000 --> 00:13:43.000]  諾貝爾曾經說
[00:13:43.000 --> 00:13:46.000]  每一個人都應該有機會
[00:13:46.000 --> 00:13:50.000]  來改寫自己的死亡的告示
[00:13:50.000 --> 00:13:55.000]  今天如果你有機會讀到你自己的死亡的告示
[00:13:55.000 --> 00:13:57.000]  上高會怎樣寫呢?
[00:13:57.000 --> 00:14:00.000]  其實我們每一個人
[00:14:00.000 --> 00:14:03.000]  我們生命當中所接觸的事
[00:14:03.000 --> 00:14:07.000]  都可以用三樣不同的物質來代表
[00:14:07.000 --> 00:14:10.000]  第一樣物質是橡皮
[00:14:10.000 --> 00:14:13.000]  橡皮的東西跌不壞打不爛
[00:14:13.000 --> 00:14:17.000]  就好像你掉下來這東西不會壞
[00:14:17.000 --> 00:14:22.000]  我們的生命當中有很多東西是像橡皮所做的
[00:14:22.000 --> 00:14:25.000]  完全對我們的生命是沒有影響的
[00:14:25.000 --> 00:14:29.000]  例如是追看很多的片集
[00:14:29.000 --> 00:14:31.000]  玩電腦
[00:14:31.000 --> 00:14:33.000]  看很多不熟悉的書籍
[00:14:33.000 --> 00:14:36.000]  這一切的東西對我們的生命完全沒有改變
[00:14:36.000 --> 00:14:39.000]  就像橡皮一樣
[00:14:39.000 --> 00:14:42.000]  但也有很多東西就像金屬
[00:14:42.000 --> 00:14:44.000]  當我們扔下
[00:14:44.000 --> 00:14:46.000]  當這東西掉到地上的時候
[00:14:46.000 --> 00:14:48.000]  就會很嘈吵
[00:14:48.000 --> 00:14:50.000]  因為是金屬做的
[00:14:50.000 --> 00:14:52.000]  就好像你沒有交租
[00:14:52.000 --> 00:14:54.000]  你沒有交電費水費
[00:14:54.000 --> 00:14:57.000]  會帶來很多不方便的地方
[00:14:57.000 --> 00:14:59.000]  但始終是金屬做的
[00:14:59.000 --> 00:15:01.000]  不會打爛的
[00:15:01.000 --> 00:15:02.000]  只有嘈吵
[00:15:02.000 --> 00:15:05.000]  但我們的生命當中也有很多事
[00:15:05.000 --> 00:15:07.000]  是像玻璃做的一樣
[00:15:07.000 --> 00:15:09.000]  你扔下
[00:15:09.000 --> 00:15:12.000]  你不做的話就會打爛
[00:15:12.000 --> 00:15:15.000]  打爛了之後就算你貼上也會裂痕
[00:15:15.000 --> 00:15:19.000]  你貼上這個器皿也不能再加水進去
[00:15:19.000 --> 00:15:22.000]  不能裝著水
[00:15:22.000 --> 00:15:24.000]  我們的生命當中
[00:15:24.000 --> 00:15:26.000]  有什麼是橡皮做的
[00:15:26.000 --> 00:15:28.000]  有什麼是金屬做的
[00:15:28.000 --> 00:15:30.000]  有什麼是玻璃做的
[00:15:30.000 --> 00:15:32.000]  我們每個人自己都知道
[00:15:32.000 --> 00:15:37.000]  但有一天我們每一個人都要去到神的面前來交代
[00:15:37.000 --> 00:15:41.000]  神說我給你的玻璃器皿去了哪裡
[00:15:41.000 --> 00:15:44.000]  你拿出來全部打爛了
[00:15:44.000 --> 00:15:47.000]  你想貼上也貼不上
[00:15:47.000 --> 00:15:50.000]  這個很值得我們的思考
[00:15:50.000 --> 00:15:53.000]  保羅在這裏以弗所書
[00:15:53.000 --> 00:15:56.000]  是寫信給以弗所教會
[00:15:56.000 --> 00:16:00.000]  我們知道耶穌基督在這裏啟示錄
[00:16:00.000 --> 00:16:03.000]  也是寫信給以弗所教會
[00:16:03.000 --> 00:16:06.000]  在這裏啟示錄的第二章
[00:16:06.000 --> 00:16:10.000]  但當耶穌基督寫信給以弗所教會的時候
[00:16:10.000 --> 00:16:14.000]  他說你們離棄了起初的愛心
[00:16:14.000 --> 00:16:18.000]  你們今天如果去到以弗所這個地方
[00:16:18.000 --> 00:16:20.000]  在土耳其的西邊
[00:16:20.000 --> 00:16:25.000]  你會看到一片的殘門瓦壁
[00:16:25.000 --> 00:16:28.000]  完全是荒涼的一個地方
[00:16:28.000 --> 00:16:32.000]  就是因為他離棄了最初的愛心
[00:16:32.000 --> 00:16:37.000]  我們要把握時機來為神工作
[00:16:37.000 --> 00:16:42.000]  我說很多人不能夠明白
[00:16:42.000 --> 00:16:46.000]  神在自己身上有什麼事供給我們
[00:16:46.000 --> 00:16:50.000]  我們要尋求神的旨意
[00:16:50.000 --> 00:16:53.000]  所以第三點是要明白主的旨意
[00:16:53.000 --> 00:16:56.000]  在以弗所書的五章十七節
[00:16:56.000 --> 00:16:58.000]  說不要作糊塗人
[00:16:58.000 --> 00:17:01.000]  要明白主的旨意如何
[00:17:01.000 --> 00:17:04.000]  很多的基督徒很不幸都是糊塗人
[00:17:04.000 --> 00:17:07.000]  不能夠明白神的旨意
[00:17:07.000 --> 00:17:09.000]  我們在世上的時候
[00:17:09.000 --> 00:17:11.000]  剛才說過是有限
[00:17:11.000 --> 00:17:15.000]  如果我們走錯路就浪費了很多時間
[00:17:15.000 --> 00:17:17.000]  所以我們不能夠走錯路
[00:17:17.000 --> 00:17:21.000]  我們要清楚明白神在我們身上的旨意
[00:17:21.000 --> 00:17:25.000]  有很多人說我不曉得神在我身上有什麼旨意
[00:17:25.000 --> 00:17:27.000]  你有沒有去尋求呢?
[00:17:27.000 --> 00:17:31.000]  我曾經說這個《針研》的系列
[00:17:31.000 --> 00:17:34.000]  有一篇道叫做「人生的智慧」
[00:17:34.000 --> 00:17:38.000]  就是如何尋求神在我們身上的旨意
[00:17:38.000 --> 00:17:42.000]  有很多人不明白神在我們身上的旨意
[00:17:42.000 --> 00:17:45.000]  不是神沒有祂的旨意
[00:17:45.000 --> 00:17:47.000]  而是我們不相信祂
[00:17:47.000 --> 00:17:50.000]  我在那篇道說過
[00:17:50.000 --> 00:17:54.000]  有很多人都要神清清楚楚地
[00:17:54.000 --> 00:17:57.000]  讓我們看到在我們身上全盤的計劃
[00:17:57.000 --> 00:18:00.000]  看清楚了然後才說
[00:18:00.000 --> 00:18:03.000]  讓我來想想我要不要接受
[00:18:03.000 --> 00:18:06.000]  但是神不是這樣運作的
[00:18:06.000 --> 00:18:10.000]  神是要我們在一切的事上認定祂
[00:18:10.000 --> 00:18:13.000]  然後祂才會指引我們的道路
[00:18:13.000 --> 00:18:18.000]  在《說詩篇》的32篇第8至9節
[00:18:18.000 --> 00:18:23.000]  說我要教導你指示你當行的路
[00:18:23.000 --> 00:18:27.000]  我要定徵在你的身上勸誡你
[00:18:27.000 --> 00:18:30.000]  你不可像那無知的雷馬
[00:18:30.000 --> 00:18:33.000]  必用著橫臂頭勒住他
[00:18:33.000 --> 00:18:36.000]  不然就不能馴服
[00:18:36.000 --> 00:18:39.000]  神說我們不要像雷馬一樣
[00:18:39.000 --> 00:18:41.000]  我們要馴服他
[00:18:41.000 --> 00:18:43.000]  我們要馴服他的旨意
[00:18:43.000 --> 00:18:46.000]  我們要尋求他的旨意
[00:18:46.000 --> 00:18:49.000]  所以保羅接著教我們的
[00:18:49.000 --> 00:18:52.000]  就是教我們要被聖靈來充滿
[00:18:52.000 --> 00:18:56.000]  要被聖靈來帶領我們
[00:18:56.000 --> 00:19:00.000]  《耳窟所書》的5章18節
[00:19:00.000 --> 00:19:02.000]  可以說是《耳窟所書》裡
[00:19:02.000 --> 00:19:05.000]  其中一節最出名的經文
[00:19:05.000 --> 00:19:07.000]  5章18節說
[00:19:07.000 --> 00:19:10.000]  不要醉酒 酒能使人放蕩
[00:19:10.000 --> 00:19:13.000]  乃要被聖靈充滿
[00:19:13.000 --> 00:19:16.000]  在下一章第6章我們會說到
[00:19:16.000 --> 00:19:18.000]  全副的軍裝
[00:19:18.000 --> 00:19:22.000]  我們要裝備自己像一輛鐵甲車一樣
[00:19:22.000 --> 00:19:25.000]  但是如果你裝備自己成為一輛鐵甲車
[00:19:25.000 --> 00:19:28.000]  你突然發現你的汽缸裡
[00:19:28.000 --> 00:19:30.000]  你的油缸裡是沒有油的
[00:19:30.000 --> 00:19:32.000]  那就糟糕了
[00:19:32.000 --> 00:19:35.000]  你不能和撒旦來到真戰
[00:19:35.000 --> 00:19:37.000]  所以保羅告訴我們
[00:19:37.000 --> 00:19:40.000]  我們要被聖靈來充滿
[00:19:40.000 --> 00:19:42.000]  保羅還說你們不要入錯
[00:19:42.000 --> 00:19:45.000]  你們不要入電油 入了水
[00:19:45.000 --> 00:19:48.000]  你們不要說應該被聖靈充滿
[00:19:48.000 --> 00:19:51.000]  但是你們被酒精來充滿了
[00:19:51.000 --> 00:19:57.000]  保羅說我們要被聖靈充充滿滿來充滿我們
[00:19:57.000 --> 00:20:04.000]  其實在聖經裡有很多酒和聖靈的對比
[00:20:04.000 --> 00:20:07.000]  其實就算在英文這兩個字都很相似
[00:20:07.000 --> 00:20:11.000]  酒就是Spirit 酒精
[00:20:11.000 --> 00:20:14.000]  但是聖靈是Holy Spirit
[00:20:14.000 --> 00:20:19.000]  兩個字失之毫釐 差之千里
[00:20:19.000 --> 00:20:22.000]  有很大很大的分別
[00:20:22.000 --> 00:20:24.000]  在聖經裡有很多對比
[00:20:24.000 --> 00:20:27.000]  在路加福音的一章十五節
[00:20:27.000 --> 00:20:33.000]  說到天使來到是預言施洗約翰的出世
[00:20:33.000 --> 00:20:35.000]  在路加福音的一章十五節
[00:20:35.000 --> 00:20:39.000]  經文說:他在主的面前張耀為大
[00:20:39.000 --> 00:20:42.000]  淡酒濃酒都不渴
[00:20:42.000 --> 00:20:46.000]  從無福裡就被聖靈充滿了
[00:20:46.000 --> 00:20:49.000]  天使說施洗約翰長大之後
[00:20:49.000 --> 00:20:53.000]  不管是淡酒濃酒任何的酒都不會喝
[00:20:53.000 --> 00:20:57.000]  但是他會被聖靈來充滿
[00:20:57.000 --> 00:21:00.000]  在使徒行傳的第二章四節
[00:21:00.000 --> 00:21:03.000]  我們也看到在聖五旬節
[00:21:03.000 --> 00:21:05.000]  教會開始的時候
[00:21:05.000 --> 00:21:10.000]  門徒被聖靈充滿說謊言
[00:21:10.000 --> 00:21:14.000]  當時也有人說:這幫門徒是不是喝醉酒
[00:21:14.000 --> 00:21:17.000]  他們是不是被酒精充滿了
