
[00:00:00.000 --> 00:00:05.000]  各位親愛的朋友 祝各位平安
[00:07:28.000 --> 00:07:35.000]  這是約伯記來到38章之前
[00:07:35.000 --> 00:07:38.000]  以利瓦的結論
[00:07:38.000 --> 00:07:41.000]  他不是一個蠢人
[00:07:41.000 --> 00:07:45.000]  他不是說得出就說
[00:07:45.000 --> 00:07:47.000]  上一堂我們看過
[00:07:47.000 --> 00:07:52.000]  他的說話非常精彩
[00:07:52.000 --> 00:07:59.000]  不過如果我們這樣聽完以利瓦的說話
[00:07:59.000 --> 00:08:02.000]  然後我們讀38章
[00:08:02.000 --> 00:08:09.000]  那時耶和華在旋風中回答約伯說
[00:08:09.000 --> 00:08:12.000]  我們就一定記得
[00:08:12.000 --> 00:08:16.000]  這次是很奇妙地
[00:08:16.000 --> 00:08:23.000]  沒有想過上帝竟然會回答約伯
[00:08:23.000 --> 00:08:26.000]  但約伯記是怎麼說的
[00:08:26.000 --> 00:08:29.000]  我們一定記得
[00:08:29.000 --> 00:08:35.000]  約伯記是由上帝開始的
[00:08:35.000 --> 00:08:39.000]  不是介紹約伯開始的
[00:08:39.000 --> 00:08:43.000]  如果沒有上帝在寶座上
[00:08:43.000 --> 00:08:48.000]  眾天君天使事立
[00:08:48.000 --> 00:08:52.000]  上帝廣東話很傳神
[00:08:52.000 --> 00:08:55.000]  撩撒旦傾計
[00:08:55.000 --> 00:08:57.000]  懂不懂
[00:08:57.000 --> 00:08:58.000]  本來不用的
[00:08:58.000 --> 00:09:00.000]  你們那麼多人坐在那裡
[00:09:00.000 --> 00:09:02.000]  我和誰傾計呢
[00:09:02.000 --> 00:09:03.000]  不是啊
[00:09:03.000 --> 00:09:05.000]  我特意和某一個人傾計
[00:09:05.000 --> 00:09:07.000]  還要是撒旦
[00:09:07.000 --> 00:09:09.000]  你從哪裡來
[00:09:09.000 --> 00:09:12.000]  你往哪裡去
[00:09:12.000 --> 00:09:16.000]  撒旦必恭必敬回答上帝
[00:09:16.000 --> 00:09:20.000]  然後上帝主動再問他
[00:09:20.000 --> 00:09:24.000]  那你有沒有看過我的僕人約伯
[00:09:24.000 --> 00:09:30.000]  約伯記來到38章
[00:09:30.000 --> 00:09:35.000]  上帝是第二次出現
[00:09:35.000 --> 00:09:37.000]  不是第一次
[00:09:37.000 --> 00:09:38.000]  行不行啊
[00:09:38.000 --> 00:09:41.000]  讀約伯記是這樣讀的
[00:09:41.000 --> 00:09:45.000]  上帝又出現了
[00:09:45.000 --> 00:09:49.000]  開頭出現結束出現
[00:09:49.000 --> 00:09:50.000]  這個叫做什麼
[00:09:50.000 --> 00:09:53.000]  首尾呼應
[00:09:53.000 --> 00:09:56.000]  前後呼應
[00:09:56.000 --> 00:10:00.000]  所以你從哲學
[00:10:00.000 --> 00:10:01.000]  你從邏輯
[00:10:01.000 --> 00:10:03.000]  你從道理
[00:10:03.000 --> 00:10:06.000]  上帝高高在上
[00:10:06.000 --> 00:10:08.000]  我們常說哪有空理你
[00:10:08.000 --> 00:10:09.000]  想真一句
[00:10:09.000 --> 00:10:13.000]  那上帝怎麼會沒空呢
[00:10:13.000 --> 00:10:16.000]  是我們沒空
[00:10:16.000 --> 00:10:20.000]  因為我們就是single task
[00:10:20.000 --> 00:10:21.000]  做一件事
[00:10:21.000 --> 00:10:22.000]  沒空啊
[00:10:22.000 --> 00:10:23.000]  不是的
[00:10:23.000 --> 00:10:25.000]  上帝是無所不能
[00:10:25.000 --> 00:10:27.000]  無所不知
[00:10:27.000 --> 00:10:28.000]  無所不在
[00:10:28.000 --> 00:10:30.000]  所以他不會沒空
[00:10:30.000 --> 00:10:32.000]  這是我們的說法
[00:10:32.000 --> 00:10:35.000]  不過上帝有空也好
[00:10:35.000 --> 00:10:36.000]  沒空也好
[00:10:36.000 --> 00:10:39.000]  他竟然看到約伯
[00:10:39.000 --> 00:10:43.000]  並且上帝是怎麼看約伯的呢
[00:10:43.000 --> 00:10:45.000]  上帝肯定他
[00:10:45.000 --> 00:10:48.000]  上帝稱讚他
[00:10:48.000 --> 00:10:51.000]  上帝信任他
[00:10:51.000 --> 00:10:55.000]  肯定是因為上帝主動
[00:10:55.000 --> 00:10:59.000]  重複作者介紹約伯的話
[00:10:59.000 --> 00:11:02.000]  完全正直
[00:11:02.000 --> 00:11:03.000]  敬畏神
[00:11:03.000 --> 00:11:05.000]  遠離惡事
[00:11:05.000 --> 00:11:07.000]  稱讚他
[00:11:07.000 --> 00:11:13.000]  你有沒有看到我的僕人約伯
[00:11:13.000 --> 00:11:15.000]  信任他
[00:11:15.000 --> 00:11:18.000]  撒旦無示弱
[00:11:18.000 --> 00:11:21.000]  上帝這樣跟他聊天
[00:11:21.000 --> 00:11:24.000]  撒旦針鋒相對
[00:11:24.000 --> 00:11:26.000]  語氣很討人厭
[00:11:26.000 --> 00:11:28.000]  是的
[00:11:28.000 --> 00:11:30.000]  他當然稱重你
[00:11:30.000 --> 00:11:32.000]  被人人都會
[00:11:32.000 --> 00:11:34.000]  你親到他燒焦
[00:11:34.000 --> 00:11:36.000]  你常常抱著他
[00:11:36.000 --> 00:11:38.000]  你什麼好東西都給他
[00:11:38.000 --> 00:11:40.000]  你試試吧
[00:11:40.000 --> 00:11:42.000]  那些啊啊啊
[00:11:42.000 --> 00:11:44.000]  你讀聖經的時候
[00:11:44.000 --> 00:11:45.000]  你不會這樣讀
[00:11:45.000 --> 00:11:46.000]  很正經的
[00:11:46.000 --> 00:11:48.000]  剛才我們讀約伯的最後回應
[00:11:48.000 --> 00:11:49.000]  多正經
[00:11:49.000 --> 00:11:50.000]  不是的
[00:11:50.000 --> 00:11:52.000]  你能不能進去那個感覺
[00:11:52.000 --> 00:11:53.000]  那個感情
[00:11:53.000 --> 00:11:59.000]  上帝非常之欣賞約伯
[00:11:59.000 --> 00:12:05.000]  現在經過了三十七章之後
[00:12:05.000 --> 00:12:10.000]  約伯仍然持守他的純正
[00:12:10.000 --> 00:12:12.000]  他沒有犯罪
[00:12:12.000 --> 00:12:13.000]  他沒有說
[00:12:13.000 --> 00:12:15.000]  哎呀我受苦了
[00:12:15.000 --> 00:12:19.000]  不如我去喝酒消愁吧
[00:12:19.000 --> 00:12:22.000]  我不介意我以前的舊同學
[00:12:22.000 --> 00:12:24.000]  現在不信耶穌
[00:12:24.000 --> 00:12:25.000]  我介意的就是
[00:12:25.000 --> 00:12:26.000]  他不信耶穌之後
[00:12:26.000 --> 00:12:28.000]  第一件事他做什麼
[00:12:28.000 --> 00:12:30.000]  吃煙
[00:12:30.000 --> 00:12:32.000]  你不信耶穌
[00:12:32.000 --> 00:12:34.000]  也做些高級的事
[00:12:34.000 --> 00:12:38.000]  你把你的財產分給窮人
[00:12:38.000 --> 00:12:39.000]  我服你
[00:12:39.000 --> 00:12:40.000]  不是的
[00:12:40.000 --> 00:12:42.000]  不信耶穌之後
[00:12:42.000 --> 00:12:45.000]  就做一些以前信耶穌不做的事
[00:12:45.000 --> 00:12:47.000]  約伯沒有
[00:12:47.000 --> 00:12:48.000]  你明白嗎
[00:12:48.000 --> 00:12:49.000]  我要這樣說你才明白
[00:12:49.000 --> 00:12:51.000]  約伯痛苦
[00:12:51.000 --> 00:12:54.000]  但是約伯沒有放棄
[00:12:54.000 --> 00:12:56.000]  約伯仍然持守
[00:12:56.000 --> 00:12:59.000]  沒有棄掉上帝
[00:12:59.000 --> 00:13:01.000]  撒旦說了兩次
[00:13:01.000 --> 00:13:02.000]  他太太也說了一次
[00:13:02.000 --> 00:13:03.000]  記得嗎
[00:13:03.000 --> 00:13:06.000]  在第一章第二章
[00:13:06.000 --> 00:13:10.000]  約伯只是要求和神見面
[00:13:10.000 --> 00:13:14.000]  有機會問個清楚
[00:13:14.000 --> 00:13:16.000]  我們說打爛沙盤
[00:13:16.000 --> 00:13:19.000]  問道篤
[00:13:19.000 --> 00:13:24.000]  上帝現在來到了
[00:13:24.000 --> 00:13:26.000]  他會怎樣對約伯
[00:13:26.000 --> 00:13:30.000]  38章到42章
[00:13:30.000 --> 00:13:35.000]  就是約伯記的結束
[00:13:35.000 --> 00:13:38.000]  壓軸高潮
[00:13:38.000 --> 00:13:42.000]  最後的幾章
[00:13:42.000 --> 00:13:44.000]  8、9、10、1、2
[00:13:44.000 --> 00:13:49.000]  五章的經文
[00:13:49.000 --> 00:13:52.000]  我們必須要留意
[00:13:52.000 --> 00:13:57.000]  在這五章的經文
[00:13:57.000 --> 00:14:01.000]  作者是很小心
[00:14:01.000 --> 00:14:08.000]  來記載事情的經過
[00:14:08.000 --> 00:14:13.000]  不是說上帝說話的內容
[00:14:13.000 --> 00:14:15.000]  這個我們一會兒要說
[00:14:15.000 --> 00:14:19.000]  整件事情如何發生
[00:14:19.000 --> 00:14:22.000]  38章第一節
[00:14:22.000 --> 00:14:28.000]  那時耶和華從旋風中回答約伯
[00:14:28.000 --> 00:14:31.000]  這一句的記載
[00:14:31.000 --> 00:14:34.000]  在40章第六節
[00:14:34.000 --> 00:14:35.000]  你回去
[00:14:35.000 --> 00:14:36.000]  今天下午
[00:14:36.000 --> 00:14:38.000]  我鼓勵你坐下來讀完這五章
[00:14:38.000 --> 00:14:39.000]  很精彩
[00:14:39.000 --> 00:14:41.000]  不過你要懂得怎樣讀
[00:14:41.000 --> 00:14:42.000]  懂甚麼呢
[00:14:42.000 --> 00:14:43.000]  不是希伯來文
[00:14:43.000 --> 00:14:45.000]  是語氣
[00:14:45.000 --> 00:14:47.000]  你要懂得怎樣讀
[00:14:47.000 --> 00:14:49.000]  40章第六節
[00:14:49.000 --> 00:14:56.000]  耶和華從旋風中回答約伯說
[00:14:56.000 --> 00:14:59.000]  中文聖經在第一次38章說
[00:14:59.000 --> 00:15:02.000]  那時在40章第六節說
[00:15:02.000 --> 00:15:04.000]  於是加上去
[00:15:04.000 --> 00:15:08.000]  這兩句說話是完全一樣
[00:15:08.000 --> 00:15:12.000]  即是上帝兩次重複
[00:15:12.000 --> 00:15:19.000]  在旋風中回答約伯開始說話
[00:15:19.000 --> 00:15:21.000]  上帝說甚麼
[00:15:21.000 --> 00:15:23.000]  是否罵約伯
[00:15:23.000 --> 00:15:26.000]  兜巴升過去
[00:15:26.000 --> 00:15:29.000]  衰仔亂說
[00:15:29.000 --> 00:15:36.000]  重複既然開場白記載是重複
[00:15:36.000 --> 00:15:43.000]  我們留意到在38章第三節
[00:15:43.000 --> 00:15:45.000]  上帝和約伯說
[00:15:45.000 --> 00:15:50.000]  你要如勇士速要
[00:15:50.000 --> 00:15:54.000]  在第40章第七節
[00:15:54.000 --> 00:16:00.000]  你要如勇士速要
[00:16:00.000 --> 00:16:02.000]  每個字都懂得解釋
[00:16:02.000 --> 00:16:06.000]  加上上帝漏打
[00:16:06.000 --> 00:16:09.000]  勇士速要
[00:16:09.000 --> 00:16:10.000]  打過
[00:16:10.000 --> 00:16:14.000]  這樣讀我們誤會了
[00:16:14.000 --> 00:16:18.000]  第一速要是甚麼意思
[00:16:18.000 --> 00:16:20.000]  不懂
[00:16:20.000 --> 00:16:22.000]  讀了很多次
[00:16:22.000 --> 00:16:27.000]  速要是一個人
[00:16:27.000 --> 00:16:31.000]  他預備做事
[00:16:31.000 --> 00:16:33.000]  速起腰
[00:16:33.000 --> 00:16:35.000]  以前不是這樣
[00:16:35.000 --> 00:16:37.000]  穿衣服穿褲子
[00:16:37.000 --> 00:16:39.000]  以前是一件袍
[00:16:39.000 --> 00:16:40.000]  阻礙了
[00:16:40.000 --> 00:16:42.000]  所以速起腰
[00:16:42.000 --> 00:16:44.000]  今日如果我們要翻譯
[00:16:44.000 --> 00:16:46.000]  我很想這樣翻譯
[00:16:46.000 --> 00:16:48.000]  你立起三袖
[00:16:48.000 --> 00:16:50.000]  為何要立起三袖
[00:16:50.000 --> 00:16:52.000]  打架
[00:16:52.000 --> 00:16:55.000]  勇士給我們一個錯覺
[00:16:55.000 --> 00:16:58.000]  成年人
[00:16:58.000 --> 00:17:00.000]  大人
[00:17:00.000 --> 00:17:03.000]  上帝沒有看低約伯
[00:17:03.000 --> 00:17:05.000]  小朋友
[00:17:05.000 --> 00:17:08.000]  上帝沒有高高在上
[00:17:08.000 --> 00:17:14.000]  把約伯看為一個幼稚的小朋友
[00:17:14.000 --> 00:17:16.000]  甚麼都不懂
[00:17:16.000 --> 00:17:17.000]  不是
[00:17:17.000 --> 00:17:20.000]  上帝這句說話
[00:17:20.000 --> 00:17:24.000]  其實是代表和約伯
[00:17:24.000 --> 00:17:29.000]  用以前80年代的心理學
[00:17:29.000 --> 00:17:32.000]  adult
[00:17:32.000 --> 00:17:34.000]  這樣聊天
[00:17:34.000 --> 00:17:36.000]  年輕人可能沒有聽過
[00:17:36.000 --> 00:17:39.000]  adult相反是child
[00:17:39.000 --> 00:17:41.000]  我們經常跟人說話
[00:17:41.000 --> 00:17:43.000]  當人家是小朋友
[00:17:43.000 --> 00:17:46.000]  對方聽到的時候很難受
[00:17:46.000 --> 00:17:48.000]  對不起
[00:17:48.000 --> 00:17:52.000]  我當你是不像我一樣高大
[00:17:52.000 --> 00:17:53.000]  不可以的
[00:17:53.000 --> 00:17:55.000]  要成年人對成年人
[00:17:55.000 --> 00:17:59.000]  上帝和約伯不是平起平坐
[00:17:59.000 --> 00:18:01.000]  以利護剛剛才說完
[00:18:01.000 --> 00:18:04.000]  你知道嗎
[00:18:04.000 --> 00:18:06.000]  現在上帝說
[00:18:06.000 --> 00:18:08.000]  準備了約伯
[00:18:08.000 --> 00:18:10.000]  站起來
[00:18:10.000 --> 00:18:13.000]  我和你聊天
[00:18:13.000 --> 00:18:16.000]  是
[00:18:16.000 --> 00:18:18.000]  我們一直在說
[00:18:18.000 --> 00:18:20.000]  上帝和約伯的關係
[00:18:20.000 --> 00:18:26.000]  是一個情同父子的關係
[00:18:26.000 --> 00:18:28.000]  彼此之間
[00:18:28.000 --> 00:18:31.000]  打風也打不掉的關係
[00:18:31.000 --> 00:18:33.000]  不止
[00:18:33.000 --> 00:18:37.000]  引用一個小朋友曾經說的
[00:18:37.000 --> 00:18:39.000]  你動一下尾巴
[00:18:39.000 --> 00:18:41.000]  我知道你想甚麼
[00:18:41.000 --> 00:18:43.000]  是一個小朋友跟爸爸說
[00:18:43.000 --> 00:18:46.000]  不是爸爸跟小朋友說
[00:18:46.000 --> 00:18:48.000]  爸爸說我有尾巴嗎
[00:18:48.000 --> 00:18:50.000]  你明白意思嗎
[00:18:50.000 --> 00:18:52.000]  是一個關係
[00:18:52.000 --> 00:18:54.000]  這份關係
[00:18:54.000 --> 00:18:56.000]  我要再加多一句
[00:18:56.000 --> 00:19:04.000]  現在是爸爸和一個30歲的兒子聊天
[00:19:04.000 --> 00:19:06.000]  我們不會叫他起來
[00:19:06.000 --> 00:19:10.000]  我們說兒子坐下
[00:19:10.000 --> 00:19:12.000]  我有話要跟你說
[00:19:12.000 --> 00:19:14.000]  明白嗎
[00:19:14.000 --> 00:19:16.000]  你長大了
[00:19:16.000 --> 00:19:18.000]  現在不是這樣
[00:19:18.000 --> 00:19:20.000]  我看著你
[00:19:20.000 --> 00:19:22.000]  不用拔耳朵
[00:19:22.000 --> 00:19:26.000]  平起平坐的開場白
[00:19:26.000 --> 00:19:28.000]  因為跟著那句
[00:19:28.000 --> 00:19:30.000]  上帝說我問
[00:19:30.000 --> 00:19:37.000]  你可以指示我這個翻譯
[00:19:37.000 --> 00:19:42.000]  其實重覆以利戶說了幾次
[00:19:42.000 --> 00:19:46.000]  你讓我知道
[00:19:46.000 --> 00:19:49.000]  上帝有甚麼不知道嗎
[00:19:49.000 --> 00:19:51.000]  上帝說我問你
[00:19:51.000 --> 00:19:55.000]  你讓我知道
[00:19:55.000 --> 00:19:57.000]  爸爸不知道嗎
[00:19:57.000 --> 00:19:58.000]  知道
[00:19:58.000 --> 00:20:03.000]  不過爸爸給兒子機會親口告訴他
[00:20:03.000 --> 00:20:05.000]  明白這個關係嗎
[00:20:05.000 --> 00:20:13.000]  這不是妥協了上帝的全知全能
[00:20:13.000 --> 00:20:21.000]  但是很能夠表達上帝對約伯的態度
[00:20:21.000 --> 00:20:23.000]  這個很重要
[00:20:23.000 --> 00:20:31.000]  這個決定我們跟著讀上帝所說的長篇大論的語氣是怎樣
[00:20:31.000 --> 00:20:35.000]  40章第一節
[00:20:35.000 --> 00:20:39.000]  耶和華又對約伯說
[00:20:39.000 --> 00:20:42.000]  40章第三節
[00:20:42.000 --> 00:20:43.000]  可能你要寫下來
[00:20:43.000 --> 00:20:44.000]  因為你不記得
[00:20:44.000 --> 00:20:46.000]  40章中間
[00:20:46.000 --> 00:20:49.000]  在上帝兩段說話的中間
[00:20:49.000 --> 00:20:53.000]  忽然之間插了五節經文
[00:20:53.000 --> 00:20:59.000]  這五節經文是分別以同一句說話開始
[00:20:59.000 --> 00:21:03.000]  第一節是耶和華又對約伯說
[00:21:03.000 --> 00:21:08.000]  第三節約伯於是回答耶和華說
[00:21:08.000 --> 00:21:09.000]  中文又改了
[00:21:09.000 --> 00:21:12.000]  改了我們就不知道原來是重覆
[00:21:12.000 --> 00:21:15.000]  耶和華對約伯說
[00:21:15.000 --> 00:21:18.000]  約伯對耶和華說
[00:21:18.000 --> 00:21:25.000]  看到那個平起平坐的討論嗎
[00:21:25.000 --> 00:21:29.000]  坐在飯桌上
[00:21:29.000 --> 00:21:32.000]  用手機拍著父子
[00:21:32.000 --> 00:21:34.000]  爸爸說完話
[00:21:34.000 --> 00:21:36.000]  兒子又說了一些話
[00:21:36.000 --> 00:21:38.000]  你聽不到他說什麼都好
[00:21:38.000 --> 00:21:40.000]  你聽到爸爸說完話
[00:21:40.000 --> 00:21:41.000]  兒子又說完話
[00:21:41.000 --> 00:21:42.000]  爸爸又說話
[00:21:42.000 --> 00:21:43.000]  兒子又說完話
[00:21:43.000 --> 00:21:44.000]  看到那個關係嗎
[00:21:44.000 --> 00:21:46.000]  看到那個對話嗎
[00:21:46.000 --> 00:21:49.000]  不是不斷地信他
[00:21:49.000 --> 00:21:51.000]  不斷地用手指指他
[00:21:51.000 --> 00:21:52.000]  不斷地罵他
[00:21:52.000 --> 00:21:54.000]  兒子頭越低越低
[00:21:54.000 --> 00:21:56.000]  完全不是這幅圖畫
[00:21:56.000 --> 00:22:00.000]  有說有笑
[00:22:00.000 --> 00:22:03.000]  你說我聽
[00:22:03.000 --> 00:22:05.000]  我說你聽
[00:22:05.000 --> 00:22:09.000]  這是一個很重要的framework
[00:22:09.000 --> 00:22:11.000]  你讀約伯記
[00:22:11.000 --> 00:22:14.000]  讀到最後你要留心
[00:22:14.000 --> 00:22:19.000]  這些重覆的記載
[00:22:19.000 --> 00:22:21.000]  你說不是啊
[00:22:21.000 --> 00:22:23.000]  剛才我們讀了
[00:22:23.000 --> 00:22:28.000]  約伯最後四十二章第六節
[00:22:28.000 --> 00:22:30.000]  懊悔啊
[00:22:30.000 --> 00:22:35.000]  在塵土爐灰中懊悔啊
[00:22:35.000 --> 00:22:38.000]  所以和合本中文聖經很大膽
[00:22:38.000 --> 00:22:42.000]  前面四十二章第一節的標題
[00:22:42.000 --> 00:22:45.000]  是翻譯聖經的人加上去的
[00:22:45.000 --> 00:22:50.000]  他說約伯認罪自責
[00:22:50.000 --> 00:22:51.000]  這六個字
[00:22:51.000 --> 00:22:54.000]  真的把約伯像我們打傻瓜一樣
[00:22:54.000 --> 00:22:56.000]  打下去不見了
[00:22:56.000 --> 00:23:00.000]  認罪自責
[00:23:00.000 --> 00:23:05.000]  因為聖經說他懊悔
[00:23:05.000 --> 00:23:08.000]  多謝剛才powerpoint打出來
[00:23:08.000 --> 00:23:12.000]  連小字和合本中文翻譯
[00:23:12.000 --> 00:23:14.000]  都打出來
[00:23:14.000 --> 00:23:15.000]  你有沒有印象啊
[00:23:15.000 --> 00:23:18.000]  找不找得到那頁powerpoint啊
[00:23:18.000 --> 00:23:19.000]  找到的是吧
[00:23:19.000 --> 00:23:21.000]  我一邊說你一邊看
[00:23:21.000 --> 00:23:23.000]  第六節
[00:23:23.000 --> 00:23:29.000]  因此我厭惡自己
[00:23:29.000 --> 00:23:31.000]  後面有括弧
[00:23:31.000 --> 00:23:32.000]  剛才我們不讀的
[00:23:32.000 --> 00:23:34.000]  見到括弧都不讀的
[00:23:34.000 --> 00:23:36.000]  那些不是經文來的
[00:23:36.000 --> 00:23:38.000]  是翻譯的人解釋
[00:23:38.000 --> 00:23:40.000]  讀一次
[00:23:40.000 --> 00:23:44.000]  說什麼呢
[00:23:44.000 --> 00:23:46.000]  我的言語
[00:23:46.000 --> 00:23:52.000]  因此我厭惡我的言語
[00:23:52.000 --> 00:23:55.000]  究竟是厭惡自己
