
[00:00:00.000 --> 00:00:02.960]  很開心看到這麼多人坐在這裡 很開心
[00:04:19.920 --> 00:04:24.920]  哪些人在三年內 即是結婚三年後會離婚
[00:04:24.920 --> 00:04:27.920]  即是結婚三年後會看到這些東西
[00:04:27.920 --> 00:04:35.920]  準確度是94% 即是只有6%他看錯了 真是很準確
[00:04:35.920 --> 00:04:47.920]  因為那些婚姻不對勁的人 最容易批評老婆老公的性格
[00:04:47.920 --> 00:04:51.920]  一會兒你去飲茶吃東西或快餐店 任何公園坐在那裏
[00:04:51.920 --> 00:04:54.920]  你見到兩夫妻 似兩夫妻坐在一起
[00:04:54.920 --> 00:05:00.920]  不停批評他的性格 三年內離婚的機會真是很高
[00:05:00.920 --> 00:05:08.920]  如果你說他沒有說話 但你看到15分鐘內有4次以上
[00:05:08.920 --> 00:05:15.920]  是嘴上瞄著他 很不屑地看著他 或者瞪一瞪他
[00:05:15.920 --> 00:05:23.920]  你會發覺到15分鐘內有4次或以上 又是三年內會離婚
[00:05:23.920 --> 00:05:28.920]  嘩 這麼厲害 即是說都不想說
[00:05:28.920 --> 00:05:35.920]  我一眼告訴你 誇張
[00:05:35.920 --> 00:05:41.920]  元朗有這麼大的商場 這麼多東西吃的地方 你不信看一下
[00:05:41.920 --> 00:05:46.920]  不過我們不要說這些研究 我想聖經
[00:05:46.920 --> 00:05:50.920]  第一句說話已經很重要的
[00:05:50.920 --> 00:05:56.920]  就是我們作丈夫的按情理和妻子共同生活
[00:05:56.920 --> 00:06:02.920]  其實這句說話說你們 即是說你作丈夫要這樣做
[00:06:02.920 --> 00:06:07.920]  其實太太是不是要聽呢 要的 因為他們兩個一起祈禱
[00:06:07.920 --> 00:06:14.920]  即是說他們兩個要互相提醒 提醒我們一起承受生命之恩
[00:06:14.920 --> 00:06:21.920]  即是說恭喜你 不過我也有的 我們兩個都有份大禮物
[00:06:21.920 --> 00:06:28.920]  耶穌說你祈禱或者獻祭之前要做一件事
[00:06:28.920 --> 00:06:32.920]  就是你和不對的人和好了才來
[00:06:32.920 --> 00:06:35.920]  即是說你爭一架和他和好了才來
[00:06:35.920 --> 00:06:40.920]  如果不是上帝不欣賞這個獻祭 不欣賞這個祈禱
[00:06:40.920 --> 00:06:46.920]  不會有興趣聽 因為你對人都是用恨和不喜歡的方式相處
[00:06:46.920 --> 00:06:49.920]  你還找我 我是在說愛的
[00:06:49.920 --> 00:06:52.920]  其實和好是什麼意思呢
[00:06:52.920 --> 00:06:59.920]  我想香港人最明白的就是我們每個人都出街身上帶著錢包
[00:06:59.920 --> 00:07:04.920]  我問你錢包掉了什麼對你來說會更重要的錢呢
[00:07:04.920 --> 00:07:09.920]  就是身份證或者信用卡 身份證
[00:07:09.920 --> 00:07:14.920]  和好是基督徒的身份證 你沒有帶身份證
[00:07:14.920 --> 00:07:19.920]  你發現你忘記了一個很重要的身份
[00:07:19.920 --> 00:07:26.920]  去證明你是基督徒 提醒自己有沒有帶身份證
[00:07:26.920 --> 00:07:30.920]  如果你今天想想信耶穌和不信耶穌有很大的分別
[00:07:30.920 --> 00:07:34.920]  不信耶穌的人不用這張身份證 罵你就罵你
[00:07:34.920 --> 00:07:39.920]  甚至會說你告訴別人是沒有用的 我是不喜歡你
[00:07:39.920 --> 00:07:44.920]  但基督徒會說我擔心上帝不喜歡我 我不敢說你
[00:07:44.920 --> 00:07:48.920]  甚至我會想一下說你用一個方式是上帝喜歡的
[00:07:48.920 --> 00:07:52.920]  接受的方式 因為我們的身份證是說和好
[00:07:52.920 --> 00:07:57.920]  因為上帝在十字架上面 人和他和好 人和他也和好
[00:07:57.920 --> 00:08:01.920]  這個原則就是結婚開始了
[00:08:01.920 --> 00:08:06.920]  其實中國人是一樣的 中國人女兒結婚
[00:08:06.920 --> 00:08:12.920]  媽媽爸爸最多的祝福就是嫁給別人 乖乖的 不要和別人吵架
[00:08:12.920 --> 00:08:16.920]  你怎麼會猜到女兒一定吵架呢 因為女兒經常和她自己吵架
[00:08:16.920 --> 00:08:19.920]  在這裡就停火了 不要這樣
[00:08:19.920 --> 00:08:23.920]  其實很多人都預測他自己的子女婚姻不妥的
[00:08:23.920 --> 00:08:28.920]  因為他在家裡對待他這麼多年 起碼20年或者20多年
[00:08:28.920 --> 00:08:32.920]  他和父母很多事情都是爭論到變紅以熱的
[00:08:32.920 --> 00:08:34.920]  他很怕照辦主管
[00:08:34.920 --> 00:08:40.920]  但是掉下去情緒失控 除非你有情理
[00:08:40.920 --> 00:08:46.920]  情理就是按著知識 按著你自己想通了它
[00:08:46.920 --> 00:08:49.920]  然後才相處 不要意氣用事
[00:08:49.920 --> 00:08:55.920]  我告訴大家 這個世界的職業一半是做推銷的
[00:08:55.920 --> 00:08:59.920]  無論是直接的還是做市場學的
[00:08:59.920 --> 00:09:04.920]  一個推銷員最厲害的就是脾氣 對人客
[00:09:04.920 --> 00:09:10.920]  即是被人說一些話針對你 或者不相信你的產品也好
[00:09:10.920 --> 00:09:16.920]  你都要很生氣的 因為你擔心一爭拗 人家不喜歡你
[00:09:16.920 --> 00:09:22.920]  他就不買了 其實我們每個人都預備好和人家相處
[00:09:22.920 --> 00:09:25.920]  當人家攻擊你的時候 你穿著一樣東西
[00:09:25.920 --> 00:09:29.920]  一套避彈衣 怎麼說都沒問題
[00:09:29.920 --> 00:09:35.920]  但最糟糕的問題是回家這件衣服是被人剝了的
[00:09:35.920 --> 00:09:41.920]  所以你說我這樣 其實家裡和外面有99個人說過你
[00:09:41.920 --> 00:09:44.920]  但是回家一個人說你 足以致命的
[00:09:44.920 --> 00:09:48.920]  你竟然說我這樣 因為他忘記那個是客人
[00:09:48.920 --> 00:09:55.920]  即是說忘記了穿避彈衣 人家直接的說話就一槍打中你
[00:09:55.920 --> 00:10:00.920]  馬上掛掉 所以為什麼搞成這樣呢 就是失控
[00:10:00.920 --> 00:10:05.920]  奇怪的 他們兩夫婦在外面和人家聊天
[00:10:05.920 --> 00:10:10.920]  很厚臉皮的 很笑容的 甚至人家都說他們很多朋友
[00:10:10.920 --> 00:10:14.920]  人家都說很仁慈的 進去人家家裡看看
[00:10:14.920 --> 00:10:21.920]  屎屎的人居然在家裡失控 避彈衣沒穿
[00:10:21.920 --> 00:10:25.920]  當然是真的 所以愛的特徵是什麼呢
[00:10:25.920 --> 00:10:32.920]  你發現家裡是不講太多禮貌的地方
[00:10:32.920 --> 00:10:37.920]  你很少今早起來說 老公請問今天奶茶還是咖啡
[00:10:37.920 --> 00:10:42.920]  請問多少糖 你很少這樣的 你老公是演戲嗎
[00:10:42.920 --> 00:10:46.920]  所以你發現你兒子都很直接的說 媽媽我不吃
[00:10:46.920 --> 00:10:49.920]  很直接的 很少說 媽媽可不可以做一個選擇
[00:10:49.920 --> 00:10:52.920]  吃一點點還是不吃 隨便一個答案好不好
[00:10:52.920 --> 00:10:56.920]  很少這樣的 因為你覺得這麼熟
[00:10:56.920 --> 00:11:02.920]  這麼熟還用講這麼多 這麼熟就發現那個情理
[00:11:02.920 --> 00:11:07.920]  我們忘記了 我們喜歡就講 我喜歡就講
[00:11:07.920 --> 00:11:13.920]  特別我和你這麼熟 你發現很直腸直肚的人
[00:11:13.920 --> 00:11:18.920]  是有困難的 很多人都說 我講回一樣
[00:11:18.920 --> 00:11:22.920]  我看到的都是你看到的 為什麼不能講呢
[00:11:22.920 --> 00:11:28.920]  我沒有講錯 你真的很髒 沒有講錯
[00:11:28.920 --> 00:11:31.920]  你昨晚罵人洗本都沒有講錯
[00:11:31.920 --> 00:11:34.920]  當你一講自己是沒有講錯 你就大了
[00:11:34.920 --> 00:11:40.920]  但你發現你帶著義氣來說 她覺得被你攻擊了
[00:11:40.920 --> 00:11:45.920]  所以對方還擊 所以頭三年
[00:11:45.920 --> 00:11:50.920]  兩夫妻從很喜歡聊天到很喜歡吵架
[00:11:50.920 --> 00:11:55.920]  都是聊天來的 問題是那種聊天最後結果就沒得聊
[00:11:55.920 --> 00:11:59.920]  到三年後開始就不想跟她講
[00:11:59.920 --> 00:12:05.920]  所以在教會你做夫妻的形也好 序也好
[00:12:05.920 --> 00:12:11.920]  通常我做慣了 很多教會都流行分結婚的年期
[00:12:11.920 --> 00:12:16.920]  這是真的 當你初結婚那些和結婚很久的坐在一起
[00:12:16.920 --> 00:12:21.920]  兩種文化不同 初結婚的很快很踴躍的說
[00:12:21.920 --> 00:12:26.920]  我有意見 阿sir怎麼搞的 我真的覺得不值得
[00:12:26.920 --> 00:12:33.920]  但老一輩的人說 閉嘴吧 說了幾十年都沒得救
[00:12:33.920 --> 00:12:37.920]  老一輩的那班人 他們沒興趣問問題
[00:12:37.920 --> 00:12:42.920]  他們說 得了很久了 我現在忍了 都懶得了
[00:12:42.920 --> 00:12:45.920]  不過幸好失了憶 忘了他在說什麼
[00:12:45.920 --> 00:12:48.920]  所以我現在不太生他氣 因為我忘了他生什麼氣
[00:12:48.920 --> 00:12:51.920]  我忘了剛剛想罵他 忘了那句是什麼
[00:12:51.920 --> 00:12:54.920]  所以他們很和氣 因為他們忘了
[00:12:54.920 --> 00:12:59.920]  但年輕的不是 記得很深 第四次說了
[00:12:59.920 --> 00:13:02.920]  有些時間還不同了 越說越惡
[00:13:02.920 --> 00:13:06.920]  好了 失控 為什麼失控呢
[00:13:06.920 --> 00:13:10.920]  因為我們太早判斷 太早判斷
[00:13:10.920 --> 00:13:13.920]  我們不是按情理 按情理就是
[00:13:13.920 --> 00:13:18.920]  還有沒有我想漏了的東西關於他呢 有沒有呢
[00:13:18.920 --> 00:13:23.920]  你肯這樣想 你就是一個辯護律師 或者求情律師
[00:13:23.920 --> 00:13:31.920]  其實結婚是代表了你學習對他說的話
[00:13:31.920 --> 00:13:38.920]  聽不止 還是他覺得不好 不要怪他
[00:13:38.920 --> 00:13:42.920]  有沒有一些原因我看不到呢
[00:13:42.920 --> 00:13:49.920]  好像他有一個客人 他想我由判錯監改做守行為
[00:13:49.920 --> 00:13:55.920]  可不可以求一求情呢 你帶著一個為他求情的心
[00:13:55.920 --> 00:14:02.920]  其實你懂得怎麼說的 簡單的就是他不是經常這樣說的
[00:14:02.920 --> 00:14:07.920]  結婚說最錯的就是他經常罵我 哪有呢
[00:14:07.920 --> 00:14:11.920]  上午他上班 下午他不在 之後呢
[00:14:11.920 --> 00:14:14.920]  你一定是誇張了 他經常罵你
[00:14:14.920 --> 00:14:18.920]  他整天都罵我 其實哪有呢
[00:14:18.920 --> 00:14:25.920]  我們去到不是理由來的 他罵你是回來坐下來罵你的
[00:14:25.920 --> 00:14:28.920]  還有現在開始他沒有火了 已經關了火了
[00:14:28.920 --> 00:14:31.920]  是你開始罵他的時間 都不同了
[00:14:31.920 --> 00:14:35.920]  求情律師是很重要的東西 所以開始很多人問
[00:14:35.920 --> 00:14:39.920]  為什麼上帝創造婚姻呢 為什麼呢
[00:14:39.920 --> 00:14:42.920]  為什麼上帝給一個伴侶一個人呢
[00:14:42.920 --> 00:14:47.920]  我覺得只有一個答案 就是當然表面上就是他陪他
[00:14:47.920 --> 00:14:51.920]  但你聽到很多長者都說 我不用他陪
[00:14:51.920 --> 00:14:55.920]  之後你就會覺得這個未必成立
[00:14:55.920 --> 00:14:58.920]  你想他陪是想他陪的時候
[00:14:58.920 --> 00:15:01.920]  有些時候你不想他陪的時候 他千萬不要陪
[00:15:01.920 --> 00:15:04.920]  就是說有條件的陪我 是我決定的
[00:15:04.920 --> 00:15:09.920]  那個人就會很生氣 你要我的時候就過來
[00:15:09.920 --> 00:15:14.920]  我出去 你做什麼呢 你在醫院叫個姑娘進來嗎
[00:15:14.920 --> 00:15:18.920]  換水啊 他會覺得你不給他面子
[00:15:18.920 --> 00:15:24.920]  其實上帝創造婚姻呢 我覺得最大的原因不是陪
[00:15:24.920 --> 00:15:29.920]  是充實你 他想充實你的生命
[00:15:29.920 --> 00:15:33.920]  因為你的確有很多東西是不夠的
[00:15:33.920 --> 00:15:38.920]  他找一個長期在身邊的人 充實你所有很細緻
[00:15:38.920 --> 00:15:41.920]  很闊 很大的 不夠的東西
[00:15:41.920 --> 00:15:44.920]  當你說 我聽完之後很傷心 我現在還沒嫁
[00:15:44.920 --> 00:15:47.920]  到現在都很多年了 90年都還沒嫁
[00:15:47.920 --> 00:15:52.920]  那怎麼辦呢 上帝親自充實你
[00:15:52.920 --> 00:15:55.920]  他有時候用一個人 一個配偶
[00:15:55.920 --> 00:15:58.920]  但對一些配偶過了生的人 他們要經驗到
[00:15:58.920 --> 00:16:02.920]  就是上帝親自和他們一起去充實他
[00:16:02.920 --> 00:16:05.920]  他用教會 用團契來充實他
[00:16:05.920 --> 00:16:11.920]  總而言之 人的生命是需要充實的
[00:16:11.920 --> 00:16:16.920]  我們從嬰兒到老到現在 一直都沒有了一些東西
[00:16:16.920 --> 00:16:21.920]  嬰兒很需要一個愛他的媽媽 爸爸 家庭
[00:16:21.920 --> 00:16:25.920]  然後跟著朋友 跟著他的人生理想
[00:16:25.920 --> 00:16:28.920]  跟著他最後同行的人
[00:16:28.920 --> 00:16:31.920]  全部都是靠一個充實的過程
[00:16:31.920 --> 00:16:36.920]  直到我們找到上帝 我們真的一切都是滿足的
[00:16:36.920 --> 00:16:42.920]  但這個過程 婚姻是其中一個充實你的地方
[00:16:42.920 --> 00:16:48.920]  如果你今天很不開心結婚 肯定你享受不到充實的感覺
[00:16:48.920 --> 00:16:53.920]  所以有時候為什麼有些人說 我跟他不相對的 為什麼
[00:16:53.920 --> 00:16:56.920]  他這麼科學 我這麼感性的
[00:16:56.920 --> 00:17:01.920]  甚至會說 為什麼他看東西這麼極端
[00:17:01.920 --> 00:17:04.920]  我看東西這麼輕率的
[00:17:04.920 --> 00:17:07.920]  其實是一種充實
[00:17:07.920 --> 00:17:09.920]  他的確跟你不同
[00:17:09.920 --> 00:17:12.920]  就因為這個不同是多了你沒有了一些東西
[00:17:12.920 --> 00:17:16.920]  同樣他也有些東西沒有了 他是多了你
[00:17:16.920 --> 00:17:18.920]  但他能不能享受呢
[00:17:18.920 --> 00:17:21.920]  這個不同不是用來吵架的
[00:17:21.920 --> 00:17:26.920]  很可惜 我們一定當不同是異己
[00:17:26.920 --> 00:17:30.920]  所以排除異己的婚姻是不合用的
[00:17:30.920 --> 00:17:33.920]  排除異己的婚姻是不合用的
[00:17:33.920 --> 00:17:38.920]  婚姻本身真的是異己 但他用來充實你
[00:17:38.920 --> 00:17:42.920]  好了 充實的過程 為什麼容易吵架呢
[00:17:42.920 --> 00:17:46.920]  為什麼太太經常說是軟弱過你呢
[00:17:46.920 --> 00:17:50.920]  很多人都以為軟弱 女人就是弱者
[00:17:50.920 --> 00:17:52.920]  經常哭的 所以軟弱
[00:17:52.920 --> 00:17:54.920]  或者女人的同情心很大
[00:17:54.920 --> 00:17:57.920]  很容易就被兒子叫去打遊戲機 打到通宵
[00:17:57.920 --> 00:17:59.920]  所以他軟弱
[00:17:59.920 --> 00:18:03.920]  我想法這個是局部的意思
[00:18:03.920 --> 00:18:09.920]  通常軟弱在愛裏面是最能表現出來的
[00:18:09.920 --> 00:18:13.920]  愛的偉大就是那種軟弱
[00:18:13.920 --> 00:18:19.920]  被人欺負 被人批評 被人中傷
[00:18:19.920 --> 00:18:24.920]  有時愛是要收到這些東西的
[00:18:24.920 --> 00:18:28.920]  於是覺得很軟弱
[00:18:28.920 --> 00:18:34.920]  但他肯走到遇到批評中傷的地方
[00:18:34.920 --> 00:18:36.920]  是因為他有愛
[00:18:36.920 --> 00:18:38.920]  我舉個很簡單的例子
[00:18:38.920 --> 00:18:41.920]  如果你的兒子在學校 叫你馬上來
[00:18:41.920 --> 00:18:43.920]  你兒子很不妥
[00:18:43.920 --> 00:18:47.920]  我想問你家裏的教育方式怎樣
[00:18:47.920 --> 00:18:49.920]  很沒面子的
[00:18:49.920 --> 00:18:51.920]  進去見到校工
[00:18:51.920 --> 00:18:53.920]  什麼事找誰
[00:18:53.920 --> 00:18:55.920]  訓導主任和校長
[00:18:55.920 --> 00:18:57.920]  他要見我
[00:18:57.920 --> 00:18:58.920]  你知不知道什麼事
[00:18:58.920 --> 00:19:00.920]  我不知道 我兒子有問題
[00:19:00.920 --> 00:19:01.920]  你兒子在哪班
[00:19:01.920 --> 00:19:03.920]  你兒子很有名
[00:19:03.920 --> 00:19:08.920]  哇 那個媽媽很難過
[00:19:08.920 --> 00:19:12.920]  然後校長問我想知道你們家裏怎樣教
[00:19:12.920 --> 00:19:14.920]  哇 很難過
[00:19:14.920 --> 00:19:19.920]  但這個媽媽很軟弱
[00:19:19.920 --> 00:19:21.920]  她流眼淚
[00:19:21.920 --> 00:19:23.920]  我不懂教 教得不好
[00:19:23.920 --> 00:19:26.920]  校長給我兒子一個機會
[00:19:26.920 --> 00:19:28.920]  其實你覺得她的心不是很生氣嗎
[00:19:28.920 --> 00:19:32.920]  但她叫校長給我兒子一個機會
[00:19:32.920 --> 00:19:35.920]  這種是軟弱 但是偉大的愛
[00:19:35.920 --> 00:19:39.920]  沒有愛的人反而很倔強
[00:19:39.920 --> 00:19:41.920]  她不用軟弱
[00:19:41.920 --> 00:19:44.920]  她甘願不自制地說真話
[00:19:44.920 --> 00:19:46.920]  就是我不懂教我的兒子
[00:19:46.920 --> 00:19:49.920]  她不是死撐
[00:19:49.920 --> 00:19:51.920]  你們這間學校教什麼
[00:19:51.920 --> 00:19:52.920]  我家人不知道多乖
[00:19:52.920 --> 00:19:55.920]  來到這裏都要學到這麼壞的東西
[00:19:55.920 --> 00:19:57.920]  她不是這樣說的
[00:19:57.920 --> 00:19:58.920]  她承認
[00:19:58.920 --> 00:20:02.920]  所以我覺得我們誤會了女性的軟弱
[00:20:02.920 --> 00:20:04.920]  是她愛的表現
[00:20:04.920 --> 00:20:06.920]  她肯承認自己不行
[00:20:06.920 --> 00:20:11.920]  甚至為了誰 她愛的人承認她不行
[00:20:11.920 --> 00:20:13.920]  我不知道你們有沒有見過
[00:20:13.920 --> 00:20:15.920]  很多人為了丈夫
[00:20:15.920 --> 00:20:18.920]  或者香港很多中國人家庭的故事
[00:20:18.920 --> 00:20:20.920]  我做過案件很多
[00:20:20.920 --> 00:20:24.920]  很多女士回外國為了老公借錢
[00:20:24.920 --> 00:20:27.920]  我聽到這些事例的時候
[00:20:27.920 --> 00:20:29.920]  我又很奇怪
[00:20:29.920 --> 00:20:33.920]  很少兒子回家問老爸老媽為他老婆借錢
[00:20:33.920 --> 00:20:35.920]  很少
[00:20:35.920 --> 00:20:39.920]  你會看到其實太太很痛苦
[00:20:39.920 --> 00:20:42.920]  因為她回外國借的時候
[00:20:42.920 --> 00:20:47.920]  她會被人說一早就不應該嫁她
[00:20:47.920 --> 00:20:50.920]  是不是呢 我都說了
[00:20:50.920 --> 00:20:52.920]  其實她很難過
[00:20:52.920 --> 00:20:55.920]  借不到錢不止 還被人說
[00:20:55.920 --> 00:20:57.920]  你找個這樣的人來嫁
[00:20:57.920 --> 00:21:00.920]  難道吃煙喝酒
[00:21:00.920 --> 00:21:02.920]  弄到身體這樣
[00:21:02.920 --> 00:21:04.920]  其實很痛苦
[00:21:04.920 --> 00:21:09.920]  但記住這是她的偉大
[00:21:09.920 --> 00:21:12.920]  她很熱心 還想愛她的丈夫
[00:21:12.920 --> 00:21:14.920]  所以今天你坐在這裏的男人
[00:21:14.920 --> 00:21:17.920]  如果你每天都被老婆罵
[00:21:17.920 --> 00:21:19.920]  應該想一下
[00:21:19.920 --> 00:21:21.920]  她罵到哭
[00:21:21.920 --> 00:21:24.920]  這是她的軟弱 她的愛力愛得很深
[00:21:24.920 --> 00:21:25.920]  愛得很深
[00:21:25.920 --> 00:21:28.920]  兩個人的情緒反應是不同的
[00:21:28.920 --> 00:21:32.920]  但你要留意 她是上帝軟弱的器皿
[00:21:32.920 --> 00:21:35.920]  是裝貴重的器皿
[00:21:35.920 --> 00:21:38.920]  所以你要小心保護她
[00:21:38.920 --> 00:21:43.920]  男人最受不了老婆的一句話
[00:21:43.920 --> 00:21:49.920]  我都經歷過 是最困難的
[00:21:49.920 --> 00:21:52.920]  我希望女人都檢討一下這句話
[00:21:52.920 --> 00:21:56.920]  就是 你明不明白我
[00:21:56.920 --> 00:21:59.920]  這句話真的很難回答
[00:21:59.920 --> 00:22:02.920]  如果我不明白 我就知道後果會死
[00:22:02.920 --> 00:22:05.920]  明還這樣做
[00:22:05.920 --> 00:22:09.920]  說不明白 為甚麼你會不明白
[00:22:09.920 --> 00:22:12.920]  很難回答這個問題
[00:22:12.920 --> 00:22:14.920]  這個明是有很多境界的
[00:22:14.920 --> 00:22:17.920]  我講的明和你的明可以不同
[00:22:17.920 --> 00:22:19.920]  但我要講你的明
[00:22:19.920 --> 00:22:21.920]  可能我今天就不明白你問甚麼
[00:22:21.920 --> 00:22:25.920]  這個要很小心保護
[00:22:25.920 --> 00:22:30.920]  但這個太太是很需要被人明白的
[00:22:30.920 --> 00:22:33.920]  當她明白了 她甚麼都會好起來
[00:22:33.920 --> 00:22:35.920]  你相信嗎 她會好起來
[00:22:35.920 --> 00:22:37.920]  譬如說 罵了你一晚
[00:22:37.920 --> 00:22:39.920]  你明不明白為甚麼罵你
[00:22:39.920 --> 00:22:42.920]  你明白 她睡著了 安息
[00:22:42.920 --> 00:22:47.920]  但你還不明白 我說了一整晚
[00:22:47.920 --> 00:22:51.920]  你都不可以安息
[00:22:51.920 --> 00:22:55.920]  這個很困難的事
[00:22:55.920 --> 00:23:00.920]  不要將一個太重的擔放在她肩膀上
[00:23:00.920 --> 00:23:02.920]  明是一個過程
[00:23:02.920 --> 00:23:07.920]  但記住 當她肯努力在一起
[00:23:07.920 --> 00:23:10.920]  努力在一起 已經互相很欣賞
[00:23:10.920 --> 00:23:13.920]  因為大家要保護這個氣味 很容易打爛
[00:23:13.920 --> 00:23:18.920]  我經常覺得結婚就像一隻玻璃杯
[00:23:18.920 --> 00:23:21.920]  很容易爛
[00:23:21.920 --> 00:23:25.920]  你保護這隻玻璃杯保六十年都不跌
[00:23:25.920 --> 00:23:27.920]  爛是很困難的
[00:23:27.920 --> 00:23:29.920]  你放下要很小心
[00:23:29.920 --> 00:23:31.920]  你要很愛惜它
[00:23:31.920 --> 00:23:34.920]  同時有可能有意外
[00:23:34.920 --> 00:23:37.920]  做了這些事 你說真的很困難
[00:23:37.920 --> 00:23:40.920]  所以開始講 為甚麼要信耶穌呢
[00:23:40.920 --> 00:23:43.920]  是上帝保守這隻玻璃杯
[00:23:43.920 --> 00:23:45.920]  不是你保守這隻玻璃杯
[00:23:45.920 --> 00:23:49.920]  是上帝在她臨天的時候扶起她
[00:23:49.920 --> 00:23:53.920]  甚至她駁回這隻破口的玻璃杯
[00:23:53.920 --> 00:23:56.920]  很困難 人做不到
[00:23:56.920 --> 00:23:58.920]  如果問你是心理學家 余生
[00:23:58.920 --> 00:24:00.920]  你有沒有試過救一個婚姻
[00:24:00.920 --> 00:24:04.920]  由他們離婚 你搞定它再結婚
[00:24:04.920 --> 00:24:06.920]  我說機會率都有一些 不是不行
[00:24:06.920 --> 00:24:08.920]  因為他們兩個都後悔的時候
[00:24:08.920 --> 00:24:11.920]  不過他們結婚 再在一起
[00:24:11.920 --> 00:24:13.920]  不代表不拆婚
[00:24:13.920 --> 00:24:15.920]  可能接著又離婚
[00:24:15.920 --> 00:24:20.920]  所以病好了 你看衙關就知道了
[00:24:20.920 --> 00:24:23.920]  好了 但是可以復發的
[00:24:23.920 --> 00:24:28.920]  可以復發的 每次復發都一定比上一次驚險
[00:24:28.920 --> 00:24:31.920]  因為一定比上一次嚴重
[00:24:31.920 --> 00:24:33.920]  因為你的身體弱了
[00:24:33.920 --> 00:24:37.920]  你再開刀的能力弱了
