
[00:00:00.000 --> 00:00:14.000]  今晚我們查以色列的書第九章似乎和聖誕節的氣氛不太合,好像很相反
[00:03:56.000 --> 00:04:13.000]  哥林多後書第五章第21節,神使那無罪的,剃了我們成為罪,好叫我們在他裡面成為神的義,所以是一個交換來的
[00:04:13.000 --> 00:04:32.000]  在十字架上,耶穌將你和我的罪背了,然後他將神的公義給了我們,這是一個我們很著數的交換,所以我們換來的是可以有聖誕節,我們不需要面對以色列書第九章的審判
[00:04:32.000 --> 00:04:54.000]  彼得前書第二章第24節,他被掛在木頭上,親身擔當了我們的罪,使我們既然在罪上死,就得以在義上活,不用死了,活過來有神的義,令我們可以活在神的面前
[00:04:54.000 --> 00:05:13.000]  因他受鞭傷,我們就得到醫治,彼得前書第三章第18節,因基督也曾一次為罪受苦,就是義的代替不義的,為要引我們到神的面前
[00:05:13.000 --> 00:05:31.000]  所以剛剛我剛剛開始的時候說,今晚我們在慶祝聖誕節,但是我們剛好要查以色列書第九章,以色列書第九章是很嚴厲的,是講到審判,是講到擊殺的,是要死的,因為犯罪
[00:05:31.000 --> 00:05:53.000]  好像和我們節日的氣氛很不相似,但是為什麼我們能夠有節日呢?是因為有人代替了我們受罪,好,我們開始來看,以色列書第九章,只有十一節,很快的,如果肚子餓,忍住一會兒,半個小時左右,我們查完就可以在後面吃東西了
[00:05:53.000 --> 00:06:21.000]  第八章大家都記得了,第八章是神將以色列帶回耶路撒冷聖殿去看到一個異象,上次我們說到底是整個身體回去了,還是只是將他的靈魂脫了出來,帶了他的靈魂回去,無論如何,他是親眼看到耶路撒冷一些異象
[00:06:21.000 --> 00:06:41.000]  在第八章,神將那些宗教領袖在聖殿那裡所犯的很醜惡的罪,是完全被他看到了,有罪是需要對付的,罪是需要被審判的,現在第九章就是了,第一節,他,這個他是誰呢?
[00:06:41.000 --> 00:07:07.000]  這個他一定就是下面,下面你看看,主耶和華,第八節,在第八節裡面,主耶和華,這個和以色列在說話,這個就是上帝自己本身,他在他的耳中大聲喊叫說
[00:07:07.000 --> 00:07:24.000]  很少看到神在人的耳邊大聲喊叫,主耶和華就有大聲喊叫,叫人家要信他,在十字架上也大聲喊叫,但是很少夠上帝在人的耳邊大聲喊叫
[00:07:24.000 --> 00:07:52.000]  所以你可以想象到,這個是充滿了passion,充滿了一種感情在他耳邊大聲喊叫,要那監管這城的人守中國,拿滅命的兵器前來,他在他的耳邊大聲喊叫監管這個城,就是耶路撒冷城,監管耶路撒冷城的人帶著一些滅命的兵器來
[00:07:52.000 --> 00:08:18.000]  然後第二節忽然,這個忽然我們以前有說過,這個忽然英文翻譯是behold,一樣是那個字,第八章出現了很多次,中文有翻譯說不料,其實如果按原文的翻譯應該是看啊,你看啊,就是一個很突然的忽然,很突然的,馬上就出現了
[00:08:18.000 --> 00:08:42.000]  有六個人從朝北的上門而來,各人手拿著殺人的兵器,所以這個是上帝在第一節那裡一吩咐的時候,馬上這些人就穿過北門就出現了,這裡有六個人,有六個人拿著滅命的兵器,這裡要停一停就是說這六個是誰了
[00:08:42.000 --> 00:09:09.000]  如果按字面的解釋是人來的,是不是,這裡人就出現過了,監管這城的人,然後第二節說六個人出來,各人手裡面是拿著兵器,那這六個人為什麼會有六個人在這裡出現呢,這些是什麼人來的呢,那不是沒有可能的,那你說城裡面人人都在這裡拜偶像,人人都犯罪
[00:09:09.000 --> 00:09:36.000]  為什麼會有六個人是聽神的命令來的,這些人不是犯罪的呢,那你看看下面那裡第四節,第四節是有說城裡面有一些人是為了因為城中所行可真的事,是嘆息哀哭,這些人是沒有犯罪的,就是整個城都犯罪,但是在當中有些人是沒有犯罪的
[00:09:36.000 --> 00:10:05.000]  那會不會這六個人是那些沒有犯罪的人當中的一部分呢,不是說沒有可能,但是我覺得更加對的解釋就是這六個不是人來的,這六個是天使來的,那這裡明明說的是人,沒有說天使,沒有說六個天使,那但是你看我的note那裡,我有解釋給你聽,就是在聖經那裡很多時候,首先天使來到地上
[00:10:05.000 --> 00:10:30.000]  天使是個靈來的,我們只能夠見到天使是一個人的形狀,就是他取了人的樣式,所以如果不是我們是沒有辦法見到天使的,所以當天使在地上出現人見到他的時候,很多時候是會叫他們做人的,我這裡第一個例子就是創世紀第十八章第一至二節
[00:10:30.000 --> 00:10:53.000]  阿伯拉罕見到有三個人來探他,這三個起碼裡面有兩個是天使,但是阿伯拉罕所見到的是人,第三個有可能是主耶穌未降生之前的,他來到地上的時候都是人的樣子是有人見到的
[00:10:53.000 --> 00:11:20.000]  然後但以理書第八章十五至十六節,但以理忽然有一個形象像人站在他面前,用人來形容,因為天使要這樣的人才能見到,然後他有解釋說這個是加伯列亞要使此人明白這異象,有一個人呼叫那個人叫加伯列亞,所以這個是天使來的
[00:11:20.000 --> 00:11:44.000]  但是這裡也是用人來形容他,所以不單止這樣,當有幾處地方我們很清楚知道那位耶和華的使者不單止是天使,我們相信那位是到成肉身之前的耶穌,他形容他出現都是用人來形容
[00:11:44.000 --> 00:12:06.000]  約書亞記第五章第十三節,就是約書亞在約旦河畔準備過河攻入耶利哥之前,他見到有一個人,他說不料有一個人手裡拔出來的刀對面站立,約書亞道他哪裡問他說你是幫助我的敵人呢?
[00:12:06.000 --> 00:12:30.000]  他見到是一個人手中拿著一把刀,都是用人,但是這個要麼是天使要麼是主耶穌自己,都是用人來形容的,還有一段是司祭十三章十一和第十八節,瑪羅亞是參孫的爸爸,起來跟從他的妻子來到那個人面前,是一個人
[00:12:30.000 --> 00:12:55.000]  他所見到的那個人對他說,你與這夫人說話的就是你媽媽,他說是我,瑪羅亞說願你的話應驗我當怎樣待這個孩子呢?他後來怎樣呢?耶和華的使者,很多時候不是說天使,耶和華的使者是到成肉身之前的主耶穌的稱呼
[00:12:55.000 --> 00:13:15.000]  這個耶和華的使者對他說,你何必問我的名,這個是到第十八節的時候,當他和瑪羅亞聊完之後,瑪羅亞問他你叫什麼名,這個人說你不需要問我的名,但是馬上告訴他聽,我的名是奇妙的,自己說自己是奇妙的
[00:13:15.000 --> 00:13:44.000]  如果你記得以塞亞書第九章,那裡有說他是奇妙的測試,全能的父,奇妙的測試,那兩個字在原文里是一樣的,奇妙,在以塞亞書里是應用利塞亞,是用奇妙的測試,這個人自己說自己的名字是奇妙,這個不是天使,這個是到成肉身之前的主耶穌
[00:13:44.000 --> 00:13:56.000]  所以我們不能單單說這些是人,我們就說這幾個是人,這六個我相信是天使
[00:13:56.000 --> 00:14:22.000]  還有一個,第二節,內中有一人穿細麻衣,腰間帶著密合紙,你就這樣看這個翻譯,好像六個人裡面有一個,總共六個人都是帶著兵器的,但是其中有一個人穿著細麻衣
[00:14:22.000 --> 00:14:46.000]  他不是帶著兵器的,他只是腰間帶著密合紙,我看了很久,這個絕對不是那六個人裡面一個,這裡的意思就是說那六個人帶著兵器,但是在六個人當中有第七個人
[00:14:46.000 --> 00:15:13.000]  第七個人的裝束和他們很不同,因為他穿著細麻衣,他的手也是沒有帶著兵器的,但是他的腰間就綁著密合紙,這個是誰呢?首先這個是不是人呢?這裡叫他做人,有一個人穿著細麻衣,如果我們接受那六個是天使的時候,這個就不是人了,這個起碼是一個天使
[00:15:13.000 --> 00:15:40.000]  解經家有很多的解釋都不外就是說這個是一個天使,是一個有特別任務的天使,也有人說穿著細麻衣,細麻衣是代表聖潔的意思,那誰是完全聖潔的呢?就是主耶穌了
[00:15:40.000 --> 00:16:04.000]  還有這個人下面要他做的是什麼呢?是他去保護那些沒有犯罪的人,所以這個和救主的職責很接近,所以這個人穿著細麻衣是完全聖潔的,那麼這個會不會也是杜成鉞生之前的主耶穌呢?
[00:16:04.000 --> 00:16:28.000]  我不敢說不是,但是這裡的形容,我們其他的經文說那個應該是杜成鉞生之前的主耶穌,就不是這樣想出來的,要麼他接受人的下拜,天使不會接受人的下拜,要麼他自己說自己的名字是奇妙,所以有一些理由是相信這個不是普通的天使
[00:16:28.000 --> 00:16:51.000]  但是這裡是完全沒有任何,除了穿著細麻衣之外,還有綁著一個墨的盒子之外,還有他一會兒所做的事情之外,這個人沒有出過聲,沒有接受過下拜,到第十章的時候他也再出現做一些事情,從他所做的事情我們不敢說這個一定是主耶穌
[00:16:51.000 --> 00:17:11.000]  所以我比較傾向於這個也是一個天使,因為如果不是有很清楚蛛絲馬跡讓我們看到這個不是普通的天使的時候,那我們就不要自己加上去說這個一定是主耶穌,這個我自己覺得也是天使
[00:17:11.000 --> 00:17:34.000]  穿著細麻衣聖經裡面有幾類人穿著細麻衣,天使穿著細麻衣,你慢慢看我給你的參考,祭司穿著細麻衣,有祭司穿著細麻衣,那主耶穌有沒有穿著麻衣的呢?
[00:17:34.000 --> 00:17:54.000]  似乎是沒有,但是如果穿著細麻衣的意思就是完全聖潔的時候,那主耶穌就完全聖潔了,所以要麼就是天使,要麼就是祭司,要麼就是主耶穌,我比較傾向於這個是天使
[00:17:54.000 --> 00:18:14.000]  那我們再看下去第三節,以色列神的榮耀本來在基路伯上面,基路伯就是在約會上面挑了兩位基路伯的天使面對面對著的
[00:18:14.000 --> 00:18:27.000]  那神的榮耀就在約會那裡,約會在哪裡呢?約會是在聖殿裡面,至聖所,最神聖的地方,英文叫做Holy of Holies
[00:18:27.000 --> 00:18:48.000]  那神的榮耀就在那裡,這裡說神的榮耀本來在基路伯上面,如焉今從那裡升到殿的門蓋,殿的門蓋就是出了聖殿,聖殿就是聖所和至聖所,外出到門進去的就是門蓋
[00:18:48.000 --> 00:18:58.000]  那就是說神的榮耀不再在至聖所那裡,而是已經出來了在門蓋那裡,那這個有什麼意義呢?
[00:18:58.000 --> 00:19:08.000]  這個是神的榮耀已經逐步離開聖殿,第一步先是在至聖所那裡出來,去到聖殿的門口
[00:19:08.000 --> 00:19:17.000]  然後我們一路查下去的時候,我們會查到就是他離開了聖殿,就是向東邊那邊,我們相信是向蓋南山那邊
[00:19:17.000 --> 00:19:33.000]  就是神的榮耀是逐步離開聖殿,那這件事我們按常理,聖殿是為神特別吩咐建的,是按著神的意思來建的
[00:19:33.000 --> 00:19:42.000]  那裡是約跪,是代表神與人同在的,那神都會離開,那些猶太人在耶路撒冷那裡很安定的
[00:19:42.000 --> 00:19:53.000]  因為他說有我們聖殿在,神與我們同在,再加上那些假仙之猛在那裡,說沒事的,平安的,不用怕,我們這裡有聖殿,我們有神在那裡
[00:19:53.000 --> 00:20:05.000]  那神都會離開,這裡給我們看到,當人的罪太厲害,當人的心全部在那裡拜偶像的時候,神連他自己的聖殿都不愛惜
[00:20:05.000 --> 00:20:15.000]  神都會離開,不單止離開,神的榮耀離開了,神將電系交給外邦人的手來毀壞,不止一次,還有第二次
[00:20:15.000 --> 00:20:25.000]  所以我們不能夠說有聖殿神一定在那裡,我們一定沒事的,神的審判,神的懲罰來到,一樣有事的
[00:20:25.000 --> 00:20:45.000]  我們繼續看下去,第四節,耶和華對他們說,對他們說就是對那六名的殺手,你走向耶路撒冷全城,因為那些城中有所行可憎的事
[00:20:45.000 --> 00:21:05.000]  對他們說不是對那六個人,是對那個身穿細麻衣的,你去到耶路撒冷那裡,去找那些因為那些人在那裡拜偶像,而為了這些事來哀哭的
[00:21:05.000 --> 00:21:21.000]  這些人是沒有拜偶像,這些人是為了其他人拜偶像而哀哭的,你去找那些人,畫一個記號在他們的額上,這個記號你看看我的note給你
[00:21:21.000 --> 00:21:39.000]  就是去到啓示錄的時候,在大災難當中,神會將一些記號給過那些沒有跟了基督的人
[00:21:39.000 --> 00:21:52.000]  在第四節下面,大家看看note,在額上的記號,聖經中有提到神為贖福他的人是刻上記號的
[00:21:52.000 --> 00:22:14.000]  第七章二至三節,得性的我要叫他在我神殿中作柱子,他也必不在那裡出去,我又要將我神的名和我神聖的名並我的生命都寫在他上面,神寫一個名在我們上面
[00:22:14.000 --> 00:22:28.000]  啓示錄第十四章第一節,我又觀看見高陽站在石安山,和他又有十四萬四千人,都有他的名和他父的名寫在額內
[00:22:28.000 --> 00:22:42.000]  這個是到世界終結在大災難的時候,神也將那些沒有拜偶像,沒有跟了基督的人,是放一個記號在他們的額上
[00:22:42.000 --> 00:22:58.000]  啓示錄第七章二至三節,我又看見另一位天使從日出之地上來,拿著永生神的印,他就向那得著權並能傷害地和海的四位天使大聲喊著說
[00:22:58.000 --> 00:23:13.000]  地與海並樹木,你們不可傷害,讓我們印了我們神眾僕人的額,神會identify,神知道哪些人的心是恨惡這些偶像
[00:23:13.000 --> 00:23:21.000]  雖然所有的人都在拜偶像,連領袖都在拜偶像,但是這些人是沒有隨流合污的
[00:23:21.000 --> 00:23:34.000]  啓示錄十三章十六十七節,他這個假先知又叫眾人無論大小貧富自主的,為奴的,都在右手上或在額上授一個印記
[00:23:34.000 --> 00:23:56.000]  除了印記有了壽命或壽命數目的都不得做買賣,基督假先知就是誤神的做法,學神的做法又是將屬於他的人擺一個666的號碼在他們的手或額上
[00:23:56.000 --> 00:24:12.000]  要有這樣才能做買賣,啓示錄十四章九至十節,若有人拜收和收像,在額上或手上授了印記,這人也必喝神大怒的酒,此酒斟在神的憤怒的杯中,唇一不習
[00:24:12.000 --> 00:24:23.000]  他要在天使和高陽面前在火與流亡中受痛苦,所以有額有印記,印記就是你是屬於哪一個
[00:24:23.000 --> 00:24:43.000]  所以神在這裡叫穿著細麻衣的天使去找那些人在耶路撒冷全城,去找那些因為成宗行可真的事而嘆息哀哭的人,挖一個記號在他們的額上
[00:24:43.000 --> 00:25:01.000]  在這裡讓我們看到在什麼世代當中,多麼黑暗的世代當中,也有一些人是站立得穩的,雖然這裡沒有說這些人做過什麼,只是說他們為了這些拜偶像的哀哭
[00:25:01.000 --> 00:25:18.000]  他們是不跟著這些去做的,是為了民眾的哀哭,是他聽到才知道神的審判就要來到,所以他是為了人的罪來哀哭的
[00:25:18.000 --> 00:25:38.000]  第五節,第五節就吩咐其餘的六個人,我耳中聽見他,這個上帝對其餘的六個人說,要跟隨他,這個他就是剛才那位穿著細麻衣的天使跟著他走遍全城
[00:25:38.000 --> 00:25:58.000]  前面那位就是找到那些不同來回哭的人,那位是屬於耶和華的人,就把一個記號放在他們額頭上,但是同時跟著他就有六位殺手就擊殺那些沒有記號的人
[00:25:58.000 --> 00:26:15.000]  上帝對他們吩咐,你的眼睛不要姑息,也不要可憐他們,當他們進入迦南,在外邦人當中,神都有吩咐他們要殺當地的外邦人
[00:26:15.000 --> 00:26:38.000]  但是這裡是叫他們殺誰的?是殺神的選民,是殺猶太人,回到耶路撒冷那裡來擊殺他們,第六節,要將年老的年少的並串去英孩和婦人從聖所起全都殺盡,而由聖殿那裡先大開殺戒
[00:26:38.000 --> 00:27:07.000]  因為那群人在拜偶像,先殺了那七十個長老,那二十五位在聖殿門口在背對聖殿面向日頭在拜日頭的那些在拜偶像的婦女,先從那裡開始殺,然後城裡面走遍全城,凡是有記號的就不要近他們,放過那些有記號的人
[00:27:07.000 --> 00:27:28.000]  於是他們就從殿前的長老殺起,第七節,他對他們說,上帝對這六個人說,要污蔑這殿,你殺,血流成河不要緊,污蔑這殿,在院中充滿被殺的人,你們出去吧,他們就出去,在城中擊殺
[00:27:28.000 --> 00:27:57.000]  拜偶像的人就該死,鷹鞋是無辜的,鷹鞋沒有拜偶像,一抱在媽媽的手上,鷹鞋都殺了,哇,這個很殘忍,你怎麼看?為什麼上帝這麼殘忍?鷹鞋都不讓他存活,所有拜偶像的,當然這個是在一個異象裡面,這個異象裡面,不是真是神的天使,歷史上沒有記載神的天使在耶路撒冷殺了那些人
[00:27:57.000 --> 00:28:19.000]  這個是一個異象,讓他們看到神的審判會臨到所有的人,除了那些不拜偶像,神的審判,擊殺會臨到他們,這個是一個異象,但是鷹鞋都在裡面,這不就很殘忍?
[00:28:19.000 --> 00:28:39.000]  這個是很難解釋,那我們的神是不是很殘忍?鷹鞋都不放過,其中一個解釋就是,你想想,如果父母拜偶像,父母被神殺了,剩下的鷹鞋怎麼生存呢?
[00:28:39.000 --> 00:29:04.000]  那你當然可以想很多人的方法,那些有額頭有記號的可以領養他,但是這裡不是,這裡是讓我們看到神的嚴厲,鷹鞋神都要殺,殺了的時候,即是他沒有家人照顧他,所以鷹鞋寧願離開還好過留在這裡,
[00:29:04.000 --> 00:29:26.000]  你想想孤兒,留在這裡,不像現在有這麼多福利的制度,所以神都將鷹鞋帶走,這個是不是真的很殘忍呢?未必是很殘忍的,這個又帶到另一個問題,就是那些鷹鞋一出生就死了,那是不是他沒有機會接受耶穌,他就滅亡呢?
[00:29:26.000 --> 00:29:55.000]  我都講過一兩次這方面的了,神是很公平的,那些拜偶像的人是選擇離棄神,他受審判是應該的,即是今天有人和他傳福音知道耶穌他不信的話,那些人是應該滅亡的,因為有機會給了他,但是鷹鞋沒有機會接受耶穌的,那些人都滅亡的時候就很不公平,
[00:29:55.000 --> 00:30:18.000]  那神會不會令到鷹鞋都滅亡呢?我們以前有查過,神是很公平的,鷹鞋沒有拜偶像,就算因為父母的罪而令到神都要將他們拿走,但是他應該得永生,記不記得我用哪一段經文來解釋這一段?
[00:30:18.000 --> 00:30:46.000]  大衛和通姦生了個兒子,死了,大衛就說他不能夠來到我這裡,但是我會去到他那裡,他不能夠回來我這裡,但是我將來會去他那裡,那大衛一定得救,即是說鷹鞋都得救,現在在等待大衛將來去他那裡,所以神是很公平的,
[00:30:46.000 --> 00:30:57.000]  所以我們用人的眼光來看,鷹鞋是無辜的,為什麼鷹鞋都要受審判呢?這個未必一定是那麼殘忍。
[00:30:57.000 --> 00:31:20.000]  然後第八節,以細傑聽到這個都覺得,他就向神哀求,他們擊殺的時候我被留下,我就俯伏在地,求神說主耶穌啊,你將憤怒傾在耶路撒冷,豈要將以色列所剩下的人都滅絕嗎?
[00:31:20.000 --> 00:31:49.000]  我不知道以細傑,以細傑應該都看到神吩咐那個世麻衣的人,有一幫人是不擊殺的,留下余種,以蔡阿順我們不斷都有說,神是會留下余種,神留下一幫沒有跪拜偶像,在每一個時代神都留下一幫人的,但是以細傑在這裡是為那幫拜偶像的人來求情,難道你真的趕盡殺絕,殺光他們嗎?
[00:31:49.000 --> 00:32:18.000]  第九節,上帝怎麼和他們說呢?上帝說以色列家唯有大家的罪業極其重大,遍地有流血的事,滿城有冤屈,因為他們說耶和華已經離棄這地,他看不見我們,故此,神解釋給他們聽,因為他們罪大惡極,罪到一個地步是審判來的時候,沒有東西能夠停止神的審判
[00:32:18.000 --> 00:32:46.000]  我眼必不顧色也不可憐他們,要照他們所行的報應在他們的頭上,川世麻衣的要奸戴著麥合紙的人,將這是回復說,我已經照你所吩咐的行了,特別是說這位川世麻衣的回來說,我已經拯救了那些沒有為了拜偶像哀哭的人,我已經拯救了他們
[00:32:46.000 --> 00:33:05.000]  特別是這裡最後提一句,前面兩節是說神完全不顧色,他的審判來到是很嚴厲的,但是不要忘記就是都有一幫人是神特別來拯救他們,所以第十一節是說這幫人是會獲得拯救的
[00:33:05.000 --> 00:33:25.000]  又說回我們剛才說的聖誕節,聖誕節茶,以西結書第九章,好像不是很對,這裡是說審判,是說擊殺,是說血流成河,是說神的憤怒,傾倒在他的子民那裡,因為他們犯罪,因為他們離棄神
[00:33:25.000 --> 00:33:51.000]  我們今天在這裡寬度聖誕節,你和我都完全不怕神的審判來到我們,為什麼呢?為什麼呢?很簡單,主耶穌來到已經幫我們背了審判,所以主耶穌在十字架上,主耶穌和神是合一的,但是在十字架上因為他背了我們的罪的緣故,神都掩面不顧他
[00:33:51.000 --> 00:34:15.000]  那是他最大的痛苦在十字架上,不是肉體的痛苦,不是肉體的痛苦,是他要與神隔絕的痛苦,因為他在十字架上背了我們所有人的罪,所以這裡的擊殺全部的東西是有人代我們受了,我們不需要受,因為有人代替了我們
[00:34:15.000 --> 00:34:35.000]  只有主耶穌有這樣的資格來代替我們受了我們應該受的罪,所以今天我們能夠有聖誕節,不需要面對以西潔書第九章這麼嚴厲的審判,完全是因為主耶穌在十字架上的功勞
[00:34:35.000 --> 00:35:01.000]  這個救贖的計劃,其實是當人犯罪一墮落的時候,有陽光代替,神老祖已經定了將來會這樣,所以當以西潔的時候,他不知道將來真正受這些刑罰的不是我們,是神自己本身
[00:35:01.000 --> 00:35:13.000]  好了,我們今天就查到這裡,我們可以開始吃東西,有沒有問題?對第九章,十一節的,希望不要堵住你們的胃口
[00:35:13.000 --> 00:35:20.000]  拜拜!

